0.0015974+0.0003971i,0.0024248-0.00074659i,0.0018297-0.0026418i,3.6992e-05-0.0033083i,-0.0018962-0.0021078i,-0.0024427+0.00024792i,-0.0011613+0.0013346i,0.00025564+0.00044428i,0.00044663-0.00068526i,0.00056898-0.0014854i,0.0012354-0.00099002i,0.0014361-0.00048504i,0.00055515-0.00084246i,6.5635e-05-0.00095912i,0.0004346-0.00047024i,0.00015671-4.44e-05i,-0.0004054+0.00063717i,-0.00029089+0.0010156i,0.00041128+0.0012469i,0.00028002+0.00083755i,-0.00031055-0.00015039i,-0.0001657-0.00079797i,0.00026161-0.00082404i
-0.0010424-0.0011933i,-0.00061484-0.0014067i,-0.00050906-0.0016781i,-0.0011566-0.0014179i,-0.0019838-0.00079953i,-0.0012917-0.0001869i,2.6398e-05-0.00058529i,-7.4128e-05-0.00075763i,-0.0011331-0.00037482i,-0.0019261-0.00026865i,-0.00092638-5.7369e-05i,0.00055234+0.00034474i,0.00064468+0.00023185i,-0.00025681+0.00012029i,0.00010064+0.0002755i,0.00082868+7.367e-05i,0.00048537-0.00039192i,0.00022336-0.00056361i,0.00023968+0.00018229i,9.8732e-05+0.00015274i,0.00042451-0.00013978i,0.00010657-0.00021549i,-0.00046375-0.00068925i
-0.0019726+0.0004814i,-0.00042669+0.00067467i,-0.00079329+0.00089316i,-0.0017808+0.00044204i,-0.0014192+0.00043506i,-0.0010631-0.00027551i,-0.00073376-0.00082142i,-0.00018225-0.0015385i,-0.00046549-0.0023055i,-0.00063297-0.0010731i,-0.000951+0.00076036i,-0.00077498+0.00041863i,-0.00016916-0.00011748i,-0.00051211-0.00030994i,-0.00042845-0.0006835i,-0.00012234-0.00024566i,-0.00013347+0.00030315i,4.994e-05+0.00012233i,0.00030526+0.00042379i,2.0428e-06-0.00017508i,-1.0206e-05-0.00043443i,-7.2636e-05-0.00016662i,-6.3427e-05-0.00043281i
-0.0018605-0.0019412i,-0.0024624-0.0012906i,-0.0026046+0.00010353i,-0.0016317-0.00022109i,-0.0011659+1.3037e-05i,-0.00080416+3.6539e-05i,-0.00017653-0.0013026i,-0.00047408-0.0018137i,-0.0013653-0.00030487i,-0.0015271+0.00098876i,-0.0010508+0.0012714i,-0.00056322+0.001294i,-0.00048674+0.0015111i,-0.00054406+0.0016596i,-0.00044619+0.0011064i,-0.00045673+9.3645e-05i,-0.00063451+3.7305e-05i,-0.0007275+0.00020142i,0.00015432+3.9646e-05i,0.00050695+0.00059628i,0.00016562+0.00073212i,-3.0532e-05+0.00016015i,-1.735e-05-2.4913e-05i
0.00017027+0.00087026i,0.00030792+0.0020893i,-0.00027484+0.0015228i,-0.00068215+6.0679e-05i,-0.00080097-0.00050965i,5.1015e-05-0.00091335i,0.0009193-0.00077973i,0.0012981-0.00047546i,0.0003483-0.00010042i,-0.00042123-0.00016584i,-0.00060042+0.00019194i,-0.0010757+0.00054671i,-0.0014567-0.00030612i,-0.00092533-0.00082823i,-0.00061524-0.000163i,-0.00093658-0.00047103i,-0.00029279-0.00065338i,0.00016128-0.00016744i,-2.0863e-05+5.1566e-05i,-0.00053943-0.00018064i,-0.00064664+3.9053e-05i,-0.00042989+4.6222e-05i,-0.0002854-0.00033085i
-0.0015049-1.2639e-06i,-0.00024076+0.00033262i,0.00029835-0.00073613i,-0.00055852-0.0015686i,-0.0011956-0.00093142i,-0.00025943-0.00039405i,0.00042377-0.00049495i,0.00056352-0.00082231i,-0.00025654-0.00070865i,-0.00088929-0.00028846i,-0.0002879-0.0002384i,-0.00056965+0.00030169i,-0.0007276+0.00091722i,-0.00084864+0.0015716i,-0.00061302+0.0012495i,-0.00011125+0.00085256i,-0.00010789+0.0010994i,-1.9099e-05+0.00016916i,0.0001718-0.00026719i,0.00029265-0.00031488i,0.00015978-0.0002114i,-0.00030999+3.7426e-05i,-0.00023405+0.00014376i
-0.00073249+0.00023221i,-0.00036341+0.00057936i,0.00043008+2.0234e-05i,-8.8821e-05-0.00045204i,-0.0013216-0.0009884i,-0.0013746-0.0010414i,-0.00024321-0.000895i,0.00058057-0.0013368i,0.00034385-0.0013331i,-0.00037753-0.00076035i,-0.00030068+0.00020514i,0.00066816+7.4632e-05i,0.00072831-0.00010472i,6.7968e-05-0.00040789i,-7.6582e-05-0.0013062i,-0.00035197-0.00052091i,-0.00087905+0.00035614i,-0.00090935+0.00024483i,-0.00033373-0.00034949i,0.00020327-0.00031098i,0.00012642+0.00056353i,-0.00044638+0.00038655i,-0.00034576-6.078e-05i
-0.00014771-0.0021742i,-7.0579e-05-0.0032536i,-0.00070545-0.003307i,-0.0018834-0.0025653i,-0.0022946-0.0013224i,-0.0013094-0.0004046i,0.00030289-0.0010726i,0.00029972-0.0012905i,-0.0010135-0.00091904i,-0.00078974-0.00067361i,-0.00070365-0.00070115i,-0.0011046-0.00072385i,-0.00030318-0.00098469i,0.00037428-0.00064324i,0.00016634+0.00037172i,1.512e-05+0.00018035i,-8.2291e-05-0.0005731i,-0.00028761-0.00039157i,-0.00062774-6.673e-05i,-0.00062148+0.0001344i,-0.00045568+0.00022707i,5.4818e-05-0.00029874i,-0.00015113-0.00063306i
2.6931e-05-0.00074396i,0.00028395-0.00019268i,0.0013589-9.3442e-05i,0.00065947+0.00042914i,-0.00029193+0.00037007i,-0.00051222-0.00060232i,7.6126e-05-0.0011975i,8.1666e-05-0.0011659i,-0.00028164-0.000604i,-0.00020372+0.00040756i,0.00053209+0.00034849i,0.00092295-0.00011419i,0.0006726+0.00039576i,-0.00045716+0.00087453i,-0.00056403+0.00074542i,-0.00020676+0.00046315i,2.6644e-05+0.00061112i,0.00081308+0.0006657i,0.0001535+0.00039794i,-0.00098388+0.00095538i,-0.0011795+0.0004683i,-4.0152e-05+0.00014777i,0.0002519+0.0005925i
0.00096256-0.0019045i,0.0010225-0.0010928i,0.00054786-0.00025398i,-0.00058994-0.00024667i,-0.0011898-0.00092615i,-0.001483-0.0014812i,-0.00056351-0.0020948i,0.001056-0.0022965i,0.0009528-0.0017032i,8.9599e-05-0.00077235i,0.00027774+0.00027225i,0.00023325+0.00015868i,-0.00029943+0.00014851i,-0.00070234+0.00038929i,-0.00039595-0.00017855i,0.00042153-0.00032433i,0.0003707-0.00039868i,-0.00026405+2.2302e-05i,-0.00056508+0.00048596i,-0.00086181+6.9415e-05i,-0.00078812-0.00019455i,0.00020116-0.00022831i,0.00045327-0.00031058i
-0.00060264+0.00086618i,0.00019445-0.00034147i,-0.00035652-0.00049768i,-0.001004-0.0003539i,-0.00098112-0.00080258i,-0.00069792-0.00020058i,-4.0212e-05+0.00027988i,0.00035763-0.00036363i,-2.7537e-05-0.0012861i,-0.00038448-0.0010469i,-0.00021083-0.00017199i,-0.000235+0.00029817i,-0.00014987+0.00019272i,4.2867e-06+0.00013228i,-0.00087039-7.6475e-05i,-0.00044529-0.00062372i,0.00086896-0.00056466i,0.00072656-0.00061567i,0.00022129-0.00050239i,-0.00028988+0.00041469i,-0.0008254+0.00088961i,-0.00074244+0.00015113i,-0.0010433-0.0003696i
0.0015791-0.00058791i,0.0013216-0.00024576i,0.0024111-0.00020618i,0.0016244-0.00054255i,-0.00046147-0.00034051i,-0.0011707+0.00065492i,-0.00020008+0.00021677i,-0.00012685-0.00068767i,-0.00096822-0.00041905i,-0.00090575-0.00030697i,-0.00072694-0.00028634i,-0.001347+0.00021496i,-0.0010746+0.00013365i,-0.00063585+0.00032169i,-0.00047542+0.00073893i,-0.00061879+0.00015573i,-0.00092956-0.0006612i,-0.00076489-0.00038653i,-0.00021837+0.00039419i,0.00021335+0.00027937i,-0.00058607-9.6407e-05i,-0.00087304-3.5292e-05i,-0.00021447+0.00093113i
0.0005179-0.0024474i,8.1671e-05-0.0024922i,-0.0011663-0.0019029i,-0.0021702-0.001185i,-0.0028463-0.00091198i,-0.0022198-0.00095314i,-0.0010568-0.00076307i,-0.00064177-0.00071066i,-1.8302e-05-0.0013097i,-9.8051e-05-0.00088259i,-0.0010741-5.9169e-05i,-0.0012532-7.4379e-05i,-0.00069111+5.4691e-05i,-0.0006615+0.00079129i,-0.00045089+0.0002281i,7.2416e-05-0.00020722i,0.00058578+0.00023506i,0.0003784+0.00038105i,-0.00011388+0.0007915i,-0.0004164-2.2988e-05i,-0.00055704-0.00042404i,-0.00080776+0.00018428i,0.00016346+0.00010509i
-0.00073518+0.00068146i,-0.0016296+0.00076151i,-0.002536+0.00028248i,-0.0021978-0.00089373i,-0.00072311-0.0016552i,-0.00024023-0.0010887i,0.00037847-0.00052696i,0.00073164-0.00087077i,-6.0961e-05-0.0018043i,-0.00076436-0.0010183i,-0.0007347+0.00066447i,0.00018227+0.00028845i,0.00073491+0.00040594i,0.0002885+0.00082906i,-9.8609e-06+0.00035742i,0.00032376+2.1951e-05i,0.00097027+0.00047109i,0.0011009+0.0011119i,0.00087144+0.00074548i,0.00021734+0.00047879i,-0.00080921-0.0001133i,-0.00057384-0.00050438i,0.00019688+8.5205e-05i
0.003233+0.0012413i,0.002768+0.00041772i,0.0019903-0.0007638i,0.00037505-0.00093306i,-0.0012519+0.000155i,-0.0017329+0.00026136i,-0.0012362-0.0011033i,-0.0012709-0.00179i,-0.0010659-0.0014738i,-0.00038365-0.0013306i,-0.00019103-0.0017772i,6.4712e-05-0.0014756i,-1.5184e-05-0.00079629i,-0.00029602-0.00066249i,0.00011015-0.00086334i,0.00026875-0.00071179i,0.00025646+0.00016376i,-0.0001267+0.00087049i,-0.00037188+0.0011081i,-0.00012189+0.00081899i,5.9246e-05+0.0005519i,0.00015761+0.00027498i,0.00024094-0.00045748i
0.0027546+0.00045597i,0.003778+7.8055e-05i,0.0033722-0.0010525i,0.00086166-0.0019797i,-0.0011937-0.0025568i,-0.0015559-0.0017048i,-0.00017488-0.00050612i,0.00071904-0.00094548i,0.00060252-0.0016646i,0.00015325-0.001575i,-0.00065344-0.0010051i,-0.00088587-0.00085425i,-0.00073893-0.00069326i,-0.00013078-0.00058054i,0.00023965-0.0002786i,0.00065148-0.00061468i,0.00053344-0.00026832i,-0.00038609+0.00089953i,0.00034372+0.001172i,0.00067715+0.0011494i,-0.00048156+0.00089589i,-0.000762+0.00019017i,-0.00037971-3.8548e-05i
-0.00074638+0.001771i,-0.00013393+0.0018998i,5.0375e-05+0.0024376i,-1.5125e-05+0.0015322i,-0.00019898+0.0006296i,0.00012699+4.4353e-05i,0.0012056-0.0006583i,0.0016091-0.0010027i,0.0010657-0.00037225i,0.00072179+0.00010609i,0.0010291-0.0001262i,0.0012525-8.1717e-05i,0.0013386-4.809e-05i,0.0012081+0.00045212i,0.00031842+0.00057468i,-0.0003948+0.00018183i,-0.00033355+0.00024703i,-5.8678e-05+0.00019095i,0.00010291+0.00056602i,0.0001179+0.0010982i,-0.00035139+0.0011688i,-0.00041975+0.00073459i,0.0006561+1.3496e-05i
0.0012283+0.0009156i,0.0017073+0.0002506i,0.0010949-0.00052057i,0.00035902-0.0010524i,-0.00055113-0.00092621i,-0.001101-0.00075138i,-0.00041684-0.00070557i,0.0002696-0.0012389i,-1.8795e-05-0.0013544i,-0.00053735-0.00052696i,-0.00011184-0.00044008i,0.00026662-0.00019088i,0.00029102+2.1487e-05i,0.00028625-0.00027457i,-0.00019495-0.00061554i,0.00017849-0.00089838i,0.00068354-0.00042575i,-2.5544e-05+0.00087537i,-8.8011e-05+0.0011718i,0.00076044+0.00072026i,0.00036536+0.00070371i,-0.0004588+0.0006503i,-4.6285e-05+0.00038206i
0.0018743+0.0011175i,0.0010628+0.0016883i,0.00039952+0.0014227i,-0.001118-0.0010866i,-0.0017699-0.0020749i,-0.00077876-0.00095519i,-0.00036244-0.00103i,0.00026111-0.0016254i,-0.00010397-0.0013457i,-0.00028636-0.00063769i,0.00029416-0.00056979i,-0.00010217-0.0005594i,0.00043932-0.00067348i,0.0006785-0.00070992i,-0.00013119-0.00020782i,-0.00024042-0.00033651i,-7.289e-05-1.7533e-05i,0.00016763+0.00071752i,0.0001247+0.00026345i,-0.00059372-0.00040999i,-0.00081134-0.000393i,-0.00019172-0.00034615i,-0.00020444-0.00016618i
-0.00022973-0.0023376i,-0.00023643-0.0030605i,0.00027656-0.0030762i,-0.0002699-0.0022327i,-0.0018387-0.0024745i,-0.0017362-0.0020507i,-0.00069453-0.0010232i,0.00017143-0.00078999i,0.00026949-0.0011348i,-0.00010742-0.0010799i,0.00041783+0.00022385i,0.00089947+0.0015509i,0.00015253+0.00081459i,-0.00092869-0.00054729i,-0.0012562-0.00072572i,-0.001045+0.00010844i,-0.00097564+0.0008914i,-0.00082426+0.00089292i,-0.00063062+0.00055653i,-0.00058697+1.7323e-05i,-0.00043003+0.00012524i,-0.00047193+0.00011224i,-0.00030165+0.0006314i
-0.00096014+0.00097325i,-0.0015586+0.00078811i,-0.0014699+0.00090401i,-0.0013726+0.00056736i,-0.00064143+0.00019016i,0.00031461+0.00065785i,0.00090282+0.0003718i,0.00074627+0.00048681i,0.00053128+0.00082717i,0.00065336+0.00089194i,0.00031639+0.00097428i,9.7681e-05+0.00024547i,-0.00022554-0.00052511i,-4.1809e-05-0.00020866i,-0.00039916+0.00067686i,-0.00076482+0.0012979i,-0.00065715+0.0011052i,-0.0005892+0.00080058i,-0.00046985+0.00052482i,0.00018023+0.00022818i,0.00011573+0.00030647i,8.4509e-05-5.2741e-06i,0.00088012-7.3856e-05i
-0.0011018-0.00024283i,-0.002266-0.00027225i,-0.0014119-0.00046661i,0.00033925-0.00042525i,0.0007131-0.00016362i,4.6035e-06+8.074e-05i,0.00045571+0.00023063i,0.0012669-0.00076758i,0.00042334-0.0013842i,-0.00040465-0.0011185i,-0.00041862-0.00097014i,4.8516e-05-0.00071613i,-0.00020797-0.00021549i,-0.00038363+0.00027021i,-9.3518e-05+0.00039931i,0.00016444+3.1785e-05i,0.000326+9.9842e-05i,0.00018171+0.00053881i,-0.00025493+0.00011609i,-0.00043009-0.00057259i,-0.00027346-0.0003337i,0.00037916-0.00015387i,0.0010016-5.2476e-06i
-0.00035966-0.0011769i,-0.00053662-0.0014228i,-0.0019103-0.00056465i,-0.0023163-0.00027682i,-0.0021254-0.00020144i,-0.0014572+0.00050814i,-0.00057617-0.00022853i,-0.00021138-0.0016512i,-0.00017609-0.0019391i,-0.0002265-0.00029942i,-0.00033397+0.0011893i,-0.00057915+0.0010201i,-0.00073042+0.00047718i,-0.00081606+0.00049637i,-0.00082055-0.0001669i,-0.00065996-0.00012013i,-0.00072367+0.00095252i,-0.00081013+0.0011909i,-0.00044914+0.0010688i,-0.00011305+0.00065337i,0.00016362+8.1313e-05i,0.00015575+6.6332e-05i,0.00039144-2.5562e-05i
0.0020793+4.4454e-05i,-2.3264e-05+0.00020966i,-0.00076303+0.00089151i,-0.00057051+8.4154e-05i,-0.00058118-0.0014744i,-0.00066779-0.0011658i,-2.741e-05-0.0012317i,0.00046888-0.0019107i,-0.00040663-0.0011573i,-0.00090208+0.00063697i,-0.00017814+0.00080402i,-0.00011182+0.00011324i,-0.00030889+0.00036548i,-0.00086554+0.00041864i,-0.0007679+0.00043386i,-0.00050397+0.00025429i,-0.00091067+0.00061422i,-0.00095718+0.0012527i,-0.00023886+0.00071874i,0.00032607+0.00036755i,0.00028331+0.0010571i,-0.00042852+0.0016744i,-0.00051602+0.0013665i
0.0012254-0.00041646i,0.0017635-0.00051246i,0.0018186-0.0017569i,0.00085685-0.0021999i,-0.00072846-0.0013098i,-0.0011061-0.0008041i,-0.00016426-0.0011514i,0.0002378-0.001177i,-0.00026206-0.00060222i,0.0004941-4.0828e-05i,0.0012703-0.00026268i,0.00097458-0.00067717i,0.00069754-0.00025277i,-2.8759e-05+4.2294e-05i,-0.00045819+4.3279e-05i,-0.00045852+0.00043645i,-0.00029585+0.00080905i,-0.00012994+0.00055618i,0.00023315-4.447e-05i,0.00053476-0.00023915i,9.103e-05+0.00010932i,-9.3966e-05+0.0007769i,0.00039802+0.00065879i
-0.00081555+0.0012024i,-9.889e-05+0.0011632i,0.0016031+0.0010609i,0.0013842+0.00075393i,0.00094169-0.00026197i,5.1012e-06-0.00062434i,-0.00016819-0.0013185i,0.0001969-0.0020672i,-0.00024608-0.0013049i,5.9178e-05-0.00052913i,0.00056965+1.9888e-05i,0.0009887+0.00066651i,0.00079956+0.00064834i,0.00046715-0.00011291i,0.0011014+0.00022072i,0.0012019+2.875e-05i,0.00059945-0.00085409i,-0.0004221-0.00053934i,-0.00089633-0.00022956i,-0.00055218-0.00038308i,-0.00015014-0.00017436i,-0.00013282+9.9725e-05i,0.00018329+0.00018554i
-0.00042093+0.00096869i,0.00042203+0.00026205i,0.00039904-0.00053994i,8.4744e-05-0.0019101i,-0.00048192-0.0021784i,0.00013689-0.0016778i,0.0013937-0.0014018i,0.0012678-0.0012702i,0.00018498-0.00076362i,-0.0003206-0.00034318i,8.1657e-05-0.00021687i,9.6385e-05-0.00049208i,0.00024419-0.00079393i,0.00026802-0.0004668i,0.00016132-0.00056277i,-0.00016468-0.00037512i,0.00042331+0.00021718i,0.00098519+0.00032316i,0.00041654+0.00042926i,9.1426e-05+0.00059501i,0.00091929+0.00036401i,0.0011356+0.00068218i,0.00051622+0.0011091i
-0.00079903+0.00073417i,-0.00052548+0.0020562i,-0.0015074+0.002938i,-0.0019519+0.0020418i,-0.0016224+0.0010653i,-0.002061+0.00063097i,-0.00067792-0.00042238i,0.00078844-0.0012258i,-0.00011039-0.0010247i,-0.00052863-0.00076221i,-0.00083515-0.00030651i,-0.0014302+0.00079499i,-0.00078275+0.0013067i,-0.00051502+0.0010296i,-0.00065734+0.0010225i,-0.0005665+0.00061634i,-0.00074055+0.00037276i,-7.8925e-05+0.0011212i,0.00041455+0.0012602i,0.0002049+0.00096026i,-0.00013241+0.00095967i,-0.00042464+0.00052826i,-0.00056992-1.5136e-05i
0.00052452+0.00038273i,0.00043537+0.00053753i,-0.00086018+0.0010494i,-0.00082274+0.00029189i,-0.00043184-0.00044979i,-0.00030397-0.0010673i,6.6655e-05-0.001833i,-0.00018329-0.0019993i,-0.00065722-0.0018165i,-0.00065165-0.0011223i,-0.00037148-0.00057494i,-0.00020297-0.00041462i,-0.00058726-0.00045052i,-0.00035148-0.0005786i,0.00058524-0.00063544i,0.00052042-0.00035378i,-4.1355e-05+0.00049468i,-0.00014626+0.00081254i,4.8723e-05+0.0005191i,0.0001425+0.00089884i,-9.7804e-05+0.00087896i,-0.0006251+0.00047299i,-0.00048161+0.00027419i
-0.00010098-4.1864e-05i,-0.00054699-0.001191i,-0.00057812-0.0017543i,1.5691e-05-0.0014957i,0.00055001-0.00062485i,0.00033547-0.00024367i,0.00036246-0.00095373i,0.00030895-0.0012543i,-0.00029319-0.0017773i,-0.00045453-0.0014355i,-0.00045435-0.00066633i,-0.00029826-0.00015397i,0.00014298+0.0011313i,0.00014781+0.0016323i,8.2607e-05+0.00070497i,1.5569e-05-0.00016416i,-0.00012967-0.00041879i,-0.00012261+0.0005533i,8.2745e-05+0.00069096i,0.00026624-0.00068766i,-1.7963e-05-0.00083127i,-0.00035682-0.00015698i,-0.0004527+7.4709e-05i
-0.00065634-0.00048477i,-0.00098312-0.0010091i,-0.00013869+0.00089118i,-0.00097044+0.0014399i,-0.0024062-0.00018524i,-0.002068-0.0014234i,-0.00095633-0.0014855i,0.00015898-0.00088684i,5.7678e-05-0.00028691i,-0.00047517+0.00019935i,-0.00034299+0.00012973i,-0.0008351+2.8398e-05i,-0.0014235-0.00045827i,-0.00096101-0.0008469i,-0.00029204-0.00023269i,0.00063903+0.00052156i,0.00084368+0.00014368i,3.0458e-05+1.5307e-06i,-0.00045005+0.00051162i,-0.00021143+0.00072817i,-2.5517e-05+0.00057457i,0.00015477+0.0003984i,-0.00019796+2.795e-05i
6.8332e-05+0.0011822i,-7.7822e-05+0.00078548i,-0.00020319-9.0961e-05i,0.0002273-0.001236i,0.00047416-0.0017012i,-0.00028405-0.0017895i,-0.00064191-0.0021888i,-5.3972e-06-0.0016961i,-4.8262e-05-0.00079572i,-0.00043295-0.00032649i,-0.00057868+3.9363e-05i,-0.00038225+0.00040997i,0.00018559+0.00018728i,0.00052064-7.7242e-05i,-3.9859e-05+0.00025786i,-0.00059553+0.00028756i,-0.00013501-9.3628e-05i,-0.00018125-0.00051722i,-0.00065352-0.00047655i,-0.00097006-8.9621e-05i,-0.0011068+0.00020096i,-0.00020651+4.212e-05i,0.00048262-0.0010023i
-0.00091576+0.0027643i,-0.0017373+0.0037272i,-0.00073846+0.0028778i,-0.00020126+0.0010358i,1.5906e-05-0.0002819i,0.00037431-0.0006578i,0.00034669-0.00079385i,0.00010033-0.0010313i,-0.00014238-0.001078i,-0.00035779-9.2369e-05i,-0.00022282+0.0004751i,0.00026783+0.0008299i,0.00077435+0.00071134i,0.0011373+0.00014531i,0.00067797+0.00014582i,-0.00042095+0.00052011i,-0.00058794+6.233e-06i,0.00011692+7.3628e-05i,0.00032498+0.00034709i,0.00075383-0.00012182i,0.00066494-0.00018038i,6.4712e-05+0.00020542i,-0.00061295+8.4508e-05i
-0.0015115-0.00066688i,-0.00109-0.00044976i,-0.0017813-0.00013879i,-0.0018156+0.00029089i,-0.0013321+0.00041523i,-0.00073706+0.00027628i,-3.3918e-05-3.9006e-05i,0.00025537-0.0010177i,3.9913e-05-0.0016204i,2.1516e-05-0.00043613i,-0.00029979+0.00090748i,-0.00054802+0.001223i,-5.7009e-05+0.00046533i,-0.00010623-8.4307e-05i,-0.00011897-0.00032323i,0.0001914-0.00057989i,0.00016478-0.00039027i,0.00022457-4.4878e-05i,0.00056299+0.00047459i,0.00082467+0.00022087i,0.00018999+0.00032296i,-0.00041601+0.00049378i,-0.00042825-0.00011648i
0.00022121+0.0021469i,0.00070646+0.0013701i,0.0010197+0.00043744i,0.00035058-0.0010185i,-0.00035203-0.0014999i,-8.9089e-06-0.0017114i,0.00052671-0.0016244i,0.00047043-0.0016901i,7.6948e-05-0.0014539i,-0.00073561-0.00085814i,-0.0005033-0.00027444i,0.00067587+0.00081547i,0.00090821+0.00090904i,0.00037947+0.00089287i,-0.00017807+0.00089214i,-0.00024313+0.00059827i,-0.00037969+0.00037493i,-0.00086502+7.5159e-05i,-0.00097222-0.00025649i,-0.00096769-0.00070569i,-0.00047622-0.0010102i,0.00038852-0.00090497i,0.0010402-0.00055325i
0.00055833-0.0017946i,0.00059273-0.0018309i,-5.0825e-06-0.001749i,-0.00046284-0.001645i,-0.0011438-0.0009884i,-0.0009377+0.00012649i,0.00011923-0.00019373i,0.00051263-0.00088006i,-0.00036509-0.00049171i,-0.0010489-0.00011774i,-0.00081913-0.0001315i,-0.00042245-0.00056181i,-0.00049636-0.00086917i,-0.00053323-0.00019129i,-0.00045516+8.2161e-06i,-0.00013654-0.00030959i,3.2162e-05+0.00044348i,-0.00035526+0.0010862i,-0.00045317+0.0013517i,-0.00014824+0.0014898i,-0.00043877+0.001518i,-0.00094358+0.00063096i,-0.00062458-0.0003996i
-0.00039446-0.00030916i,-3.45e-05-0.00025375i,0.00070173-0.00095878i,0.00087786-0.0017439i,0.00018809-0.00098482i,-0.00066121+0.00056746i,-0.00037175+7.1313e-05i,0.00026813-0.0013936i,0.00036901-0.0016391i,0.00026212-0.00033861i,-8.2374e-05+0.00026907i,9.2295e-05-0.00038462i,0.00021605-0.0001379i,0.00010038+4.0785e-05i,-0.00033329-0.00028726i,-0.00099442-0.00031757i,-0.0010215-0.0001452i,-0.00052603+0.00030531i,-0.00019844+0.00075448i,-0.00018412+0.00045825i,-9.8421e-05+0.00031274i,-4.8366e-05+0.00034287i,0.00017458-0.00052303i
-0.00062674-0.00084938i,-0.00057894+0.00053641i,-0.0017284+0.001266i,-0.0021554+0.0006125i,-0.001988+8.2621e-05i,-0.0024311-7.7529e-05i,-0.0014166-0.00058495i,-0.00062221-0.0014397i,-0.00068412-0.00096086i,-0.00066589-6.7605e-05i,-0.00039382-0.00020939i,-0.00052704-0.00047898i,-0.00067738-0.0006353i,-0.00044958-0.00043859i,-0.00033565-0.00029549i,0.000172-0.00045104i,0.00050184-0.00028784i,0.00023995-0.0002029i,0.0005975-0.00031128i,0.00098033-0.0001865i,0.0010195-0.00014187i,0.00088088-0.00019562i,-2.0087e-05+0.00025758i
0.0002869+0.0010478i,0.00010589+0.0006479i,-0.0014432+0.00035572i,-0.0013897-0.00078335i,-0.00042207-0.0014004i,8.546e-05-0.00127i,0.00058681-0.0014821i,0.00072554-0.0014523i,-0.00028134-0.0007232i,-0.0012872+0.00062958i,-0.00095736+0.00088483i,-0.0003023+0.0001493i,0.00031485-2.1236e-06i,0.00026614+0.00011107i,1.2555e-05+7.2839e-05i,0.00066676+2.1785e-05i,0.00096382+0.00056252i,0.0001421+0.0011321i,-0.0004974+0.00059241i,-0.00067301-5.9947e-05i,-0.00046828-7.2897e-05i,7.2486e-05+0.00037255i,0.00059442+0.00068612i
0.0010873+0.00033404i,0.00048474-0.00047168i,0.0011297-0.0021465i,0.0010162-0.0031736i,-0.00087544-0.0030226i,-0.0016416-0.0018037i,-0.00096504-0.0010831i,0.00014001-0.0017728i,0.00099024-0.0016421i,0.00052294-0.0002785i,-0.0008108+0.00073323i,-0.0011109+0.00040454i,-0.00072314-0.00063995i,-0.00025026-0.0015884i,-0.00050131-0.0010981i,-0.0009656-0.00035161i,-0.00049302-0.00073552i,-0.00042986-3.5064e-05i,-0.00070107+0.0006904i,-0.0006034+6.921e-05i,-0.000541+0.00032854i,-0.00047521+0.0011471i,-0.00014848+0.00052103i
-0.0002818-0.00052518i,-5.0925e-05-0.00022957i,-0.00071418-0.0010859i,-0.001404-0.0012843i,-0.0015133-0.00066064i,-0.00089891-0.00018819i,-3.9198e-05-0.0005786i,-0.00023516-0.0010409i,-0.00051794-0.00050705i,-0.0012265+5.009e-05i,-0.0016273+0.00057719i,-0.0016185+0.00087475i,-0.00082741+0.00012157i,0.00041782-0.00014071i,0.00066009+0.00028631i,0.00012492+0.00047275i,-0.00062295+0.00081235i,-0.00083891+0.0013002i,-0.00032392+0.0010553i,-0.00013878+0.00014464i,-1.8303e-05+9.5982e-05i,0.00020626+0.00060117i,-9.1508e-05+0.00021321i
-0.0012205+0.0010259i,-0.00073594+0.0020428i,-0.0011662+0.0022922i,-0.00081663+0.0010397i,-0.00065876+0.00060622i,-0.00055861+0.0008091i,0.00012776-5.5235e-06i,0.00057209-0.00096644i,0.00046748-0.00059777i,-0.00022385+0.00052621i,-0.00080192+0.00064621i,-9.3388e-05+0.00022034i,-6.4419e-05+0.00032596i,-0.00019865-3.1505e-05i,0.00050354-0.00020445i,0.0008092+0.00046171i,0.00021377+0.00078226i,0.00020433+0.0011192i,0.0005861+0.0016273i,0.00019761+0.001254i,0.00031353-3.8746e-06i,0.00011678-0.0010064i,-0.00021676-0.00087562i
-0.00052391-0.0014733i,-0.00093379-0.0017164i,-0.00053372-0.0020515i,-0.00018327-0.0022878i,-0.00068989-0.0021878i,-0.0011742-0.001056i,-0.00027596-0.0010557i,0.00014109-0.0019866i,-8.4775e-05-0.0015963i,-0.00012456-0.00054174i,-0.0003985+0.00021065i,-0.00042125+0.00046999i,-0.00059335+0.00013196i,-0.00048869-0.00020145i,7.7369e-05-0.00016749i,0.00020398-0.00065121i,-1.7088e-05-0.0010654i,-0.00020768-0.00081471i,-0.00022145-0.00085344i,-0.00031702-0.00062695i,-0.00011104-0.00054608i,-0.00033933-0.00066959i,-0.00048073-0.00014397i
