-0.0021458+0.00022827i,-0.0025494+0.00030626i,-0.0043511+0.00060992i,-0.0039131+0.00054407i,-0.0026744+0.0012366i,-0.0019875+0.0022533i,-0.0013859+0.0026956i,-3.9879e-05+0.0024936i,0.0010038+0.0018559i,0.00065727+0.00073817i,0.00023003-9.4917e-05i,-0.00014824+0.00023608i,-0.0006035+0.00067789i,-0.00038225+0.00040104i,-0.00031011+0.00057771i,-0.00024586+0.00066329i,0.00011434-6.2977e-05i,0.00014812-0.00029786i,0.00020522+6.5822e-05i,0.00029652+0.00025766i,0.00061054+9.188e-06i,0.00039625+4.4852e-05i,-0.00064748+0.00069917i
0.00091456+0.00049836i,0.0004125+0.00085187i,-0.00057543+0.0017632i,-0.00060402+0.0015717i,0.00047884+0.00092645i,0.00084571+0.00018044i,0.00050924-0.00031368i,0.0005453+0.0003175i,4.5239e-05+0.0015188i,-0.00041834+0.0011301i,-0.00033767-8.4563e-05i,-1.2954e-05-0.00034134i,0.00053122-0.00012642i,0.00057011-0.0002209i,0.00024703+0.00014494i,0.00061287+8.9879e-05i,0.00091038-2.407e-05i,-0.00014289+2.3188e-05i,-0.00024914-5.479e-05i,0.0003663-1.3309e-05i,0.00074887+0.00038416i,0.00039504+0.00099709i,8.8693e-05+0.00024638i
-2.6314e-06+0.0032175i,0.001336+0.0026859i,0.0033406+0.0022025i,0.0020709+0.001633i,0.0010307+0.00053476i,0.00084879-0.00042404i,-0.00019503-0.00054742i,0.0001523-0.00070242i,0.00058027-0.00039349i,2.0712e-06+0.00038019i,2.424e-05+0.00076135i,0.00076007+0.00050411i,0.00033549+0.00029045i,-0.00045981+0.00067157i,-0.00029721+0.00035076i,5.1066e-05+8.3741e-05i,-0.00045377+0.00023061i,-0.00024205+2.0546e-05i,0.00024299+0.00036774i,0.00028557+0.00048753i,0.00028413+0.00064202i,0.00011169+0.00062122i,0.00030301+0.00021218i
-0.00016777-0.0002841i,0.00018771+0.00069335i,-0.00029446+0.0023669i,-0.0013023+0.0021394i,-0.0013128+0.0014545i,-0.00098572+0.00066965i,-0.00014136-0.00037568i,3.0925e-05-0.00049796i,-8.0769e-05-0.00059559i,0.00046822-0.00065304i,0.00045056-0.00047209i,-0.00010592-0.00076954i,7.7434e-05-0.00030411i,-0.00019582+0.00053609i,-0.0010325+0.00073252i,-0.00053324+0.000435i,-0.00038214-0.00026343i,-0.00092257-0.00041335i,-0.00076614-0.00037668i,0.00033167-0.00086602i,0.00024976-0.0010679i,0.00013171-0.00081715i,0.00026304-0.00046742i
-0.00047082+0.000283i,-0.0010759+0.00051699i,-0.0019387+0.0013912i,-0.0018486+0.0020254i,-0.00091386+0.0020892i,-0.00048068+0.00089925i,0.00012215-0.00024846i,0.00051796-0.00017946i,0.00036491-0.00012408i,0.00021954+0.00019278i,-0.00033587+0.00027884i,-0.00038022-0.00048337i,-0.00016537-4.9569e-05i,0.00030775+0.00067495i,0.00072783+0.0014496i,0.00077133+0.0019993i,0.00063707+0.0009324i,0.00057205-0.00014972i,-3.7804e-05-0.00019388i,-0.00037534-0.00020925i,6.3387e-05-0.00036236i,-0.00033035-0.00013345i,-0.00059279-8.3617e-05i
0.0013828+0.00073836i,0.0015742+0.00027378i,0.0027148-0.00071908i,0.0019374-0.00035961i,0.00049578+0.00041371i,-0.00040927+0.0007095i,-9.6755e-05+8.3975e-05i,-0.00033672-0.00036913i,-0.00027195-7.8041e-05i,7.5334e-05+0.00019922i,0.00025688+0.00030446i,0.0010981-0.00045204i,0.0010722-0.0010838i,0.00042409-0.0008577i,0.00041182-0.0001168i,-0.0006821+0.00066422i,-0.0012587+0.00039226i,-0.00041184+0.00019373i,0.00067847+0.00090045i,0.00091525+0.00091131i,0.00034554+0.00070831i,-0.0003223+0.00042885i,-0.00058939-0.00036541i
-0.0017782+0.0055292i,-0.00018826+0.0055914i,0.00029457+0.0056475i,0.00079244+0.0048499i,0.0012047+0.0027643i,0.0012123+0.0012618i,0.0012848+0.000872i,0.0010105+0.00043835i,0.00037831+0.00042029i,0.00037017-8.4082e-05i,0.00051455-0.00021002i,0.00055124-0.00025243i,-0.00020397-0.00017398i,-0.00015159+0.00066526i,0.00057505+0.00017012i,0.00046224-0.0005193i,-7.4825e-05-0.00084436i,0.00044349-0.00039973i,0.00033466+0.00031654i,-0.0005197+0.00025457i,-0.00013126+4.5225e-05i,0.00043524+0.00026353i,0.00029261+0.00013921i
0.00038474+0.0034177i,0.00052147+0.0024935i,0.0010206+0.0022457i,0.0018216+0.0021149i,0.0016894+0.0014007i,0.00033391-0.00028488i,-0.00010663-0.0012573i,0.00016559-0.001335i,0.00047332-0.00042148i,0.00081789+0.00016983i,0.00079876-0.00045371i,0.00074233-0.0010284i,0.00059832-0.00069018i,0.0011-0.00028277i,0.0014698-0.00024758i,0.00028989-0.00040483i,-4.0587e-05-0.0001703i,0.00031738+0.00016521i,-9.0168e-05-0.00069342i,-8.0218e-05-0.0013147i,1.2801e-05-0.00065531i,0.00028439-0.00084871i,0.00038054-0.00094551i
0.00018686-0.00353i,0.00025906-0.0024905i,-0.00097399-0.0019151i,-0.00055413-0.00021303i,0.0001295+0.0012366i,-8.2224e-05+0.0011989i,0.00046738+0.00038164i,0.00073325+9.6675e-05i,-0.00041776-0.00025507i,-0.0013176-0.00010103i,-0.0010151+0.00018957i,-0.000957+0.00017592i,-0.0013745+0.00012035i,-0.001093+0.00013734i,-0.00060179+0.00054424i,-0.00090475+0.00036602i,-0.00036611+0.00025976i,0.00039285-5.0552e-05i,-0.00012589-0.00025325i,-0.00044678-0.00038106i,-0.00066222-0.00051548i,-0.00036-0.00036731i,-0.00017935+7.9567e-06i
-0.0020306-0.00054123i,-0.0014922-0.00090286i,-0.0020346-0.00038123i,-0.0019296+0.00083428i,-0.0008573+0.0015523i,0.00053771+0.0015645i,0.00057659+0.00077324i,-0.00025378+0.00022222i,-0.00038289+0.00037206i,-0.00055127+0.0011481i,-0.0011417+0.0017021i,-0.00043806+0.0010847i,0.00037203+0.00045388i,0.00053078+0.00082342i,9.798e-05+0.00068884i,-0.00011806-4.6821e-05i,0.00074439-0.0002092i,0.0006675+0.00018848i,-0.00044802+0.00061509i,-0.00066725+0.00068875i,8.6621e-05+0.00025115i,2.8376e-05-0.00039029i,0.00016826-0.00072567i
-0.00074396-0.000228i,-0.0014966+1.6991e-05i,-0.00084575+0.00073711i,-0.00040594+0.0016306i,-0.00025727+0.0016442i,0.00040091+0.00077132i,0.001015+7.4702e-05i,0.00082721-0.00031202i,0.00067925-0.00061168i,-0.00011049-0.00021333i,-0.00084985+0.00026762i,-0.00017018+0.00036421i,0.00037502+0.00066801i,0.00020665+0.00052457i,0.00026764-0.00013534i,0.0003314-0.00052587i,0.00010723+0.00011711i,0.00050939+9.2869e-06i,0.00054117-0.00084122i,8.0383e-05-0.00053946i,-0.00029219+0.00049085i,-0.00045856+0.00063841i,-0.00057973+0.000352i
-0.0015205-0.0015955i,-0.0023046-0.0017129i,-0.0033486-0.0010515i,-0.0024494+0.00013621i,-0.0015752+0.00087812i,-0.00059677+0.0011091i,2.0972e-05-0.00029664i,0.000199-0.00031423i,8.1445e-05+0.00083295i,-0.00014691+0.00083058i,-0.00077511+0.0013284i,-0.00016736+0.0013324i,0.00064833+0.00086963i,6.4349e-05+0.00014161i,7.6906e-05+0.00016039i,0.0011154+0.00055361i,0.0011851-0.00022405i,0.00050529-0.00064283i,0.00035776-0.0004537i,0.00019392+0.00020086i,-0.00046062+0.00032455i,-0.00064261+4.2073e-05i,-0.00020726-0.0003006i
0.0033519-0.0006563i,0.0034587-0.001312i,0.0029616-0.0014134i,0.002586-0.00047103i,0.00094139-0.00021442i,0.00025344-7.852e-05i,0.00095003+0.00070309i,0.0013084+0.00036585i,0.0010157-0.00065584i,0.0010191-0.0010785i,0.0012047-0.00069345i,0.00071297-0.00039153i,-0.00029863-0.0004145i,-0.00061856-0.00063465i,0.00044849-0.00042255i,0.00053925-0.00024741i,-0.00066435-0.00067036i,-0.00067199-0.00075018i,-0.0002939-0.00053962i,-2.9478e-05-0.00038277i,0.00014788-0.00019806i,-6.6134e-05+0.00033394i,0.00067722+0.00039216i
0.0011574-0.0013305i,0.0015728-0.00117i,0.0011063-0.001495i,0.00040854-0.0017471i,5.9956e-05-0.0010133i,-3.8296e-05-9.2186e-05i,1.112e-05+0.00013221i,0.00070922-0.00072212i,0.00083907-0.00073675i,-4.0689e-05-0.00018612i,-0.00061754-0.0003599i,-0.0007756-0.00045613i,0.00035273-0.00027087i,0.0012828-0.00016905i,0.00097305-0.0001549i,0.00020631-0.00058394i,0.00041818-0.00061234i,0.0008286+0.00046187i,-5.4676e-05+0.0012412i,-0.0004349+0.00061565i,8.1826e-05-0.00019915i,0.0010543-0.00030675i,0.0010542-6.7131e-05i
5.0218e-05+0.0010946i,-0.00059574+0.00055421i,-0.0018983-0.0002385i,-0.0020758+0.0011835i,-0.00089403+0.0012812i,0.00045336-4.1605e-05i,0.00048428-0.00040246i,0.00014499-0.00054928i,-0.00070768-0.00014061i,-0.0013445+6.5801e-05i,-0.0002851-0.00048978i,0.00045349+6.5579e-07i,0.00041888+0.0004817i,0.00050845+0.00096213i,-0.00023401+0.0010899i,7.0855e-05+0.00016485i,0.00071379-0.00046695i,-0.00027862+2.0084e-05i,-0.0011142+0.000326i,-0.00056522+0.00031657i,0.00040206+0.00071699i,0.00051821+0.0010015i,-0.0002082+0.00077593i
0.00066346+0.00026667i,0.00058163-0.0001238i,0.00066666-1.2589e-05i,0.00061324+0.00030046i,0.00025935+0.00085736i,0.00020969+0.00091898i,-0.00021662+0.00039303i,-0.00062212-0.00020173i,-0.00072388-0.00083497i,-0.00074078-0.00016007i,-0.00022078+0.00046659i,0.00022998+0.00021045i,0.00054405+0.00028001i,0.00014814+0.00087936i,-4.9399e-05+0.00045247i,0.00053583-0.0005908i,0.00068292-0.00060671i,0.00074433-0.00036055i,0.00038067-0.00016446i,-0.00011537+2.9933e-05i,-0.00060323+0.00016452i,-0.00099988+0.00092448i,-0.0011041+0.0013082i
-0.0016876+0.0019522i,-0.0026252+0.0015039i,-0.0013178+0.0020658i,-0.00043723+0.0025159i,-0.00044724+0.0016107i,7.4016e-05+0.00015276i,0.00051144-0.00049919i,0.00050015-0.00015481i,6.9221e-05+0.00032592i,-0.00014622+0.00013792i,0.00038373-0.00013846i,0.00051026-0.0001469i,6.4627e-05+0.000227i,-9.8107e-05+0.00021649i,3.0523e-05+0.00097185i,-0.00029353+0.00078897i,-0.00064359+2.1105e-05i,-0.0010959-5.942e-05i,-0.00063004+0.00034837i,-0.00016492+0.00056011i,-0.00036389+0.00031396i,-0.00064758+0.0004928i,-0.00010162+0.00059903i
0.00062756+0.0018397i,0.0016619+0.0011902i,0.00058145+0.0015774i,-0.00073219+0.0015514i,0.00016045+0.0013705i,0.0005331+0.00040398i,0.0006323-0.0007854i,0.0010384-0.0007093i,0.00098585+0.00032788i,0.00080555+0.00092848i,0.00070893+0.00053038i,0.00027938+0.00021364i,0.00068586+0.00028853i,0.0019565+0.00012965i,0.0014758+4.5185e-05i,0.0011282+0.00018233i,0.0012085+0.00059843i,0.00037216-9.4151e-05i,-0.00061355-0.00087898i,-0.0011643-8.4882e-06i,-0.0013161-0.00028285i,-0.0003464-0.0010547i,0.00044311-0.00049063i
-0.0021194+0.00068765i,-0.0032388+0.001181i,-0.0030131+0.0028163i,-0.0013988+0.0031138i,0.00057177+0.002539i,0.0011958+0.00118i,0.0011988+0.00028153i,0.0014099+6.7829e-05i,0.00068066-0.00014747i,0.00036865-0.00042984i,0.00064757-9.3432e-05i,0.00051922+0.00015121i,0.00017798+0.00053054i,0.00018046+0.00069116i,0.00019338+0.00042712i,-0.00011155+0.00042933i,0.00024614+6.1733e-05i,0.00093445+0.0002106i,0.00067736-8.1277e-05i,0.0007826-0.00093027i,0.00070326-0.00018122i,0.0002269+0.00011392i,-0.00021095-1.449e-05i
-0.0010382+0.0012824i,-0.00075969+0.00016905i,8.984e-05-0.00039682i,-0.0006379+0.00077965i,-0.0011192+0.0014154i,-0.00038965+0.00065098i,0.00041174+6.3999e-05i,0.00031658+9.4775e-05i,-0.00054089+0.00016142i,-0.00047809+0.00045869i,-0.00040355+0.00058181i,-0.00029733+0.00037299i,0.00032114+0.00014325i,0.00060273+0.00013531i,0.00019012-0.00016416i,-7.9511e-05-0.00071822i,-0.00042308-0.00054029i,-0.00082009-0.00011203i,-0.00093522-0.00041705i,-0.00045698-0.0010219i,0.00051665-0.00073143i,0.00037663-0.000251i,0.00054113+1.3234e-05i
-0.0023259+0.0026638i,-0.0013803+0.0035035i,-0.0014934+0.0031925i,-0.00062026+0.0019771i,0.00041952+0.0013779i,0.00083424+0.0012319i,0.00085614+0.0004472i,0.00086868+0.0003414i,0.0010029+0.0015348i,0.00077032+0.0022442i,-0.00056866+0.0016044i,-0.0013998+0.00066104i,-0.00044737+0.00074555i,0.0006304+0.0017344i,0.0001139+0.001547i,-0.0009127+0.00097974i,-0.00046092+0.00091242i,0.00035648+0.00069319i,-0.00024086+0.00020672i,-0.00052044-0.0001522i,-0.00029266-1.6244e-05i,-9.2484e-05+0.00050131i,-0.00046336+0.00083489i
-0.0035041+0.0011745i,-0.0039537+0.0029693i,-0.0045955+0.0038088i,-0.0032795+0.0033777i,-0.0014777+0.0029434i,-0.00032131+0.0018886i,0.00023241+0.0015938i,-0.0006095+0.0010005i,-0.00086354+0.0001565i,0.0003176+0.00020699i,0.00066962+0.00017601i,0.00068719-0.00034896i,0.00013514-0.00075756i,0.0002764-0.00037845i,0.001091+0.00029203i,0.00055091+0.00052092i,-5.5968e-05+0.00077926i,-0.00040693+0.00051897i,-0.00040931+0.00012985i,-0.00053265+0.00041504i,-0.0004945+0.00075533i,0.00017199+0.00057069i,0.00017585+0.0004373i
-0.00034984-0.00013085i,-0.00079153-0.00054863i,-0.0012786-0.00063818i,-0.00088235-4.8573e-05i,0.00082212+0.0011908i,0.0023438+0.00096683i,0.002011+9.6088e-05i,0.0013978-0.00024163i,0.00052215+0.00040651i,0.00031537+0.00097401i,0.00069507+0.00038533i,0.00017281-0.00021348i,-0.00049847-0.00067673i,-0.0009196-0.0011163i,-0.0004995-0.0008505i,2.6151e-05-0.00056313i,0.00033572-0.00017828i,1.4527e-05+0.00038846i,-0.0004521+1.9275e-05i,-0.00042952-0.00019398i,-9.3189e-05+0.00041052i,0.00071679+0.00050756i,0.00052456+0.00056647i
0.00046135+0.00042349i,-0.00054363+0.00079706i,-0.0019035+0.0018262i,-0.0010309+0.0019056i,0.00065808+0.0017023i,0.00056304+0.0011239i,-0.00012343+0.00029889i,3.8654e-05+7.6285e-05i,0.00014908-0.0003841i,0.00017749-0.00024696i,0.00033509+0.00027592i,0.00021295-8.831e-05i,0.00050388+0.00016283i,0.00075298+0.00052941i,0.0004825+0.00019928i,0.0004727-0.000191i,0.0003874-0.00059299i,0.00033245-0.00075905i,0.00039957-0.0010129i,2.8704e-05-0.0011852i,-0.00032989-0.00092325i,-0.00046964-0.00029688i,-0.00026552+7.8129e-05i
-0.0011759+5.6666e-05i,-0.00079786+0.0011721i,4.0516e-05+0.0010289i,0.00036304+0.00048997i,-0.00014982+0.0010076i,0.00041364+0.001461i,0.0012073+0.00062099i,0.00069405-0.00048392i,-2.316e-06-0.0001361i,-0.00036929+0.00041552i,-0.00039986+0.00021029i,-1.9362e-05+0.00058262i,-0.00010649+0.0009138i,7.802e-05+0.00071971i,0.00065113+0.00040852i,0.00030802+0.00059491i,-0.00018922+0.00077199i,-0.00048786+0.00058862i,-0.00079208+0.000239i,-0.00038816-0.00011828i,0.0003669-0.00041348i,0.00076807+0.00016222i,0.0011662+7.7672e-05i
-0.0028026-0.0019181i,-0.0035739-0.002054i,-0.0035448-0.0021589i,-0.0030545-0.0011788i,-0.0017748-0.00028649i,-0.0012345-0.00010968i,-0.00045625+0.00039743i,-8.6948e-05+0.00029688i,2.9897e-05-7.3979e-05i,0.00038183-0.00028395i,-9.9615e-05-5.661e-05i,-0.00055372+0.00039786i,-0.00015936+0.00062183i,0.00065533+0.00090689i,0.0011286+0.0012223i,0.0004389+0.00085145i,-0.00028592+0.00010329i,0.00015538-0.00036222i,0.00056164-0.0009122i,0.0002657-0.0007186i,0.00061722-0.00032501i,0.00090047-0.00052564i,0.00078723-0.00052887i
-0.00070247-0.00027264i,-0.00010301-0.00012191i,-0.00049612-0.00040327i,-0.00033084-0.00024895i,0.00062848+0.00093352i,0.00085445+0.00098167i,0.00046839-0.000297i,0.00040334-0.00058822i,0.00058439-0.0001154i,7.1477e-05-0.00049506i,-0.00019378-0.00025963i,-0.00012511-0.00053104i,-0.00020295-0.00094595i,-0.00014725-0.00034887i,-0.00030167-0.00054811i,-0.0005181-0.00069728i,-0.00020049-0.00049212i,0.00043642-0.00020495i,0.00075215-0.00065818i,0.00052674-0.0011582i,-8.4229e-05-0.00078856i,0.00032586-0.0004513i,0.00046687+5.3502e-06i
0.00091047+0.00029573i,0.00058496+0.0014069i,-6.8362e-05+0.0025634i,-0.00019761+0.0023339i,-3.4734e-05+0.0015667i,0.00037689+0.00094748i,0.0013155+0.00029812i,0.0014546-8.2962e-05i,0.00090344-0.00098653i,0.00070898-0.00097552i,0.00017959+4.9192e-05i,-0.00028625+0.00015058i,1.6715e-05+9.0394e-05i,0.00076998+0.00053999i,0.00044356+0.0005979i,-0.00029104+0.00035273i,-0.00043705-7.5921e-05i,-0.00012477-0.00032229i,0.00016717-0.00011048i,-3.7182e-06+0.00019701i,0.00017784+2.0498e-05i,0.00033912-0.00035682i,0.00032279+9.5261e-05i
-0.00061016+0.0011194i,-0.00092579+0.00097081i,-0.00059787+0.00027907i,0.00094523-0.00053343i,0.0016132+0.00010637i,0.00096237+0.00015001i,-0.00014232-0.00060208i,-0.00056562-0.00060305i,-0.00064078-0.00038211i,-0.00011258-0.00051616i,0.00040125-0.00091901i,-0.00013503-0.00093436i,-0.00028826-0.0011261i,0.00027204-0.0011198i,0.00032617-0.00019969i,0.00041578+0.00068936i,0.00019699+0.00073898i,2.969e-05+7.5516e-05i,-0.00017464+7.0005e-05i,-0.00023279+0.00028719i,9.9711e-05+0.00022376i,1.8273e-05+0.00014873i,0.00026202+0.00027211i
-0.0013894-0.0021197i,-0.0017509-0.0027683i,-0.0030738-0.0020522i,-0.0026893+0.00075752i,-0.0011801+0.0016375i,-0.00018154+0.00054848i,0.00062268-0.00038102i,0.00024799-0.00017066i,-0.00024825-0.00017157i,-0.00026521+0.00013618i,-0.0006827+0.00065721i,-0.00046295+0.00048354i,-0.00083301+0.0004098i,-0.00093049-0.00027294i,-0.00024129+9.3978e-06i,0.00023814+0.00055079i,8.2808e-05+9.3486e-05i,7.4657e-05-6.0016e-05i,0.00040309+0.0003641i,-9.8134e-05+0.00030935i,-0.00041065-9.4452e-05i,-7.0657e-05-0.00074497i,-0.00027117-0.00059119i
-0.001557-0.0017821i,-0.0022825-0.002204i,-0.0014422-0.002092i,-0.00043574-0.0015502i,-0.00026907-0.00042031i,-0.00045843+0.00042616i,1.0948e-05+0.00044637i,0.00029016+0.00037907i,-0.00045171+0.00013998i,-0.00083769+0.00035105i,-0.00040785+0.0012311i,-0.00020435+0.00064785i,-4.2201e-05-6.2879e-05i,0.00013092+0.00056662i,0.00056914+0.00062568i,0.0013359+5.012e-05i,3.4458e-05-0.00034262i,-0.0012204-0.00011999i,-0.00037543+0.00070062i,0.00050743+0.00087914i,0.0010362+0.00054875i,0.00066101+0.00052794i,-0.00032963+0.00052775i
-0.0011797-0.0019146i,-0.0011689-0.0015353i,-0.0013129-0.0004866i,-0.0015649+0.00042602i,-0.0016161+0.0014005i,-0.00085118+0.0019073i,0.00053798+0.00090834i,0.001018-0.00026611i,0.00028758-0.00054044i,-0.00071906-0.00020917i,-0.0011549+0.0002807i,-0.00088183+0.00069771i,-0.00058943+0.0001436i,-0.00041559+0.00011537i,-0.00032967+0.00097627i,-0.00010569+0.00091931i,0.00013908+0.00023056i,0.00073632+5.1202e-05i,0.00088536-0.00024751i,-4.182e-05+2.7431e-05i,-0.00095716+0.00017556i,-0.00037727-9.7793e-05i,6.998e-05+0.00026536i
-0.0028149+0.0017465i,-0.0035508+0.00072538i,-0.0038961+0.00073096i,-0.002536+0.0010224i,-0.0010217+0.0013116i,0.00015456+0.0012148i,0.00030458+0.00043599i,-0.0003668-0.00044863i,-0.0013562-0.00095452i,-0.0012625-0.00062596i,-0.00062754+0.00016295i,-0.00053655+0.00039838i,4.6562e-05+0.00067206i,-0.00021406+0.00089508i,-0.0011389+0.00029061i,-0.0011403-0.00016057i,-0.00065519-2.6901e-05i,-0.00017186-8.7441e-05i,-6.9988e-05-8.2823e-05i,-0.00015761+0.00053383i,-0.00022994+0.00076268i,0.00011485-0.00022318i,-3.1638e-05+0.00025943i
0.00094751-0.0019273i,0.00024747-0.0021356i,0.00039459-0.0018711i,0.0013439-0.00063885i,0.00086087-0.00040723i,0.00021725-0.00067018i,0.00068392-0.0001425i,0.00054506+0.00018643i,0.00026836-0.00052879i,5.1296e-05-0.0011877i,-0.00023317-0.0012402i,-0.00032338-0.00061051i,-0.00016137+0.00034373i,9.0407e-06+0.00061381i,-0.00044131-8.9601e-05i,2.4268e-05-0.00031539i,0.00063942-0.00054322i,0.00054001-0.00081082i,0.00040202+1.9507e-05i,0.00016088+0.00026276i,-0.00023736+0.00017726i,-2.7756e-05+0.00018012i,0.00019324+0.00016145i
-0.0010154+8.8964e-05i,4.964e-05-0.00055075i,0.00022277-0.00063151i,-0.0004579+0.00022848i,0.00034687+0.0007572i,0.001168+2.6496e-05i,0.0006249-0.0007181i,0.00014479-0.0012836i,0.00021262-0.0015827i,-0.00031598-0.00017285i,-0.0010415+0.00095333i,-0.00065699+0.0012255i,-0.0001873+0.00098639i,-0.00028005+0.00013678i,-0.00014102-0.00044694i,8.8288e-05-0.00062642i,0.00047081-0.00026678i,0.00077442+0.0002518i,1.0728e-05+1.4845e-05i,8.5662e-05-0.00011093i,4.2717e-05+9.2994e-05i,-0.00013934-0.00013975i,0.00018937-0.00014788i
1.1876e-05-0.00085782i,-0.001251-0.00060313i,-0.0023042+0.0007076i,-0.0022225+0.0012328i,-0.0017045+0.0014673i,-0.0013453+0.0012898i,-0.0010681+0.00060757i,-0.00047538-0.00022875i,-0.00046381-0.00059594i,-0.00044398-0.00021017i,0.00020491+0.00011903i,0.0009378+0.00054956i,0.0012672-0.00010462i,0.00065489-0.00089143i,-0.00012703+1.5239e-05i,-3.744e-05+0.00067358i,5.8655e-05+0.00069694i,0.00011613+0.00064717i,-0.00026837+0.00024944i,-0.00013724+0.00019848i,0.00018065+0.00022055i,-8.5453e-05+6.0588e-05i,-0.0001484-0.00022765i
0.0020487-0.00082414i,0.0023427-0.0013317i,0.0028196-0.0020662i,0.0017502-0.001071i,9.8259e-05-0.00040495i,0.00039481-0.00036319i,0.0010672-0.00053943i,0.0007459-0.00037185i,0.00067417+0.00057258i,0.00026855+0.00041069i,-0.00016795-0.0011935i,-0.00015429-0.0013974i,0.0005625-0.00053565i,0.0012728-0.00049697i,0.00053723-0.00038748i,-4.8672e-05-0.00066434i,0.00042573-0.00095048i,0.00053679-0.00044439i,0.00056086-0.00042395i,0.0001467-0.00056124i,-0.00015564+1.0846e-06i,0.00020124-0.00025211i,-0.00029312-0.00028699i
-0.0011097+0.0016262i,-0.00053666+0.0019927i,0.00052956+0.003068i,0.0008809+0.0031854i,0.00044389+0.0023197i,-3.8998e-05+0.0015713i,-0.00030429+0.00014367i,0.00028633-0.00025597i,0.00019583+0.00035202i,0.00039599+0.00017514i,0.0012441+9.765e-05i,0.0014402+2.9174e-06i,0.00063985+6.8227e-05i,0.00088095+0.00023988i,0.0010021-0.00022627i,0.00011251-0.00089161i,-0.00044067-0.00064103i,-0.00078939-0.00025899i,-0.00029637-0.00010759i,0.00012006-0.00033628i,3.2329e-06+8.834e-05i,0.0006202+0.00049007i,0.00087623-0.00018341i
0.00031736+0.0014433i,0.0011553+0.0013294i,2.4026e-05+0.0018412i,-0.00050652+0.0021697i,0.00019107+0.0020541i,0.00088863+0.0012094i,0.00096382+0.00066814i,0.00057852+0.00030176i,0.0002892-0.00011952i,0.00054805+0.00012726i,0.00046492+0.00068291i,0.00047788+0.00046479i,0.0004238-8.7075e-05i,7.4413e-05+0.00045221i,-0.00039027+0.00071763i,-0.00038128+0.0002759i,0.00031332+0.00054278i,0.00083324+0.00069393i,0.00048017+0.00017014i,-0.00036293+0.00058947i,-0.0003724+0.0010934i,-0.00061282+0.00065263i,-0.00077218-0.00048712i
0.0016438-0.001409i,0.0018769-0.0012341i,0.00088072-0.0010762i,-0.00011799-0.0013212i,-0.00098387-0.0014049i,-0.0012013-0.0011162i,-0.00024919-0.00041126i,9.8272e-05+0.00048465i,0.0001619+0.00064425i,0.00017256-0.0004014i,0.00033325-0.00074747i,0.00046144-0.00060371i,-0.00011905+0.00026379i,-0.00053717+0.00013493i,-0.00069601-0.0011616i,-0.0010004-0.0016738i,-0.00058431-0.00037117i,0.00017244+0.00074744i,-0.00031584-0.00028594i,-0.0006915-0.0010012i,-0.00013994+0.00024326i,-0.00014781+0.0012531i,-0.00063868+0.00038373i
0.0033216+0.0019735i,0.0031041+0.0023425i,0.0025918+0.0018798i,0.0017594+0.0016895i,0.0013796+0.00075852i,0.0006775-7.5504e-05i,0.00021029+0.00024755i,0.00057129-0.00045468i,0.00073165-0.00078034i,0.00036536-0.00062127i,0.00038041-0.00075135i,0.00090247-0.00067477i,0.0014723-0.00025036i,0.0012038-5.0949e-05i,0.00034075-0.000125i,-0.00010965-4.5137e-05i,3.0647e-05+0.00057846i,-0.00022832+0.00086038i,-0.00015564-0.00010787i,-0.00037288-0.00054187i,-7.2016e-06-0.00022621i,0.00057417-0.00031154i,0.00069879-0.00030987i
-0.0014853-0.00039674i,-0.0014393-0.00022013i,-0.0017696+0.0018148i,-0.0013294+0.0014169i,0.00014852+0.00046306i,0.00087277+0.00034466i,0.0003334+0.00039534i,-0.00010322+0.00057388i,-0.00058+0.00042764i,-0.00071715+1.3815e-05i,-0.00053662-0.00018457i,-9.2343e-05-0.00035833i,0.00057253-0.00029949i,0.00048839-0.00010494i,-9.0744e-06+3.3035e-05i,-2.1041e-05+0.00032291i,-0.00010312+0.00038181i,-0.00040005-0.00057551i,-0.00029253-0.0010144i,4.2813e-05-0.00026549i,0.0003042+0.00059356i,0.00021624+0.00027823i,-7.7616e-05-0.00014167i
-0.00079232+0.0012991i,-0.00085944+0.0013279i,6.6558e-05+0.0015652i,0.00023437+0.0014881i,-0.0006094+0.0016108i,-0.0010113+0.00099023i,-0.00069954+0.00020237i,-0.00071657+3.626e-05i,-0.00024903-8.4521e-06i,6.7005e-05+0.00030287i,-0.00018621-0.00032146i,-8.3148e-06-0.0011442i,0.00023916-0.00049734i,0.00044161-0.00013472i,0.00063037-3.4369e-05i,0.00041365-3.1348e-05i,0.00026368-0.00047453i,4.8351e-05-0.00085048i,2.3581e-05-0.00050447i,-0.0003126-0.00013531i,-0.00091534+0.00032796i,-0.0006111+0.00052285i,0.00036117+0.00038027i
