-0.0011001+0.00097202i,-0.00063462+0.00034245i,-0.0004828+0.00034008i,0.0001035+0.00038621i,0.00030459+0.001144i,4.2986e-05+0.0012368i,-7.7752e-05+0.0014709i,0.00061946+0.0021281i,0.00083979+0.0010957i,0.00063607-0.00078598i,0.00082625-0.0013089i,0.00060345-0.00084932i,-0.00043562+6.8296e-05i,-0.00082048+0.00011098i,-0.00037724+8.803e-06i,9.6393e-05+0.00047814i,0.0004781+4.3282e-05i,0.00092308-0.00057357i,0.00064648+7.2776e-05i,0.0005052+0.00065995i,0.00084141+0.00012042i,0.00099743-0.0007443i,0.00063635-0.0011979i
-0.24034+0.35713i,-0.26563+0.5946i,-0.20172+0.62586i,-0.1103+0.49563i,0.018234+0.3711i,0.12804+0.21686i,0.11712+0.044792i,0.065935-0.0187i,0.061645-0.022045i,0.050845-0.042219i,0.021891-0.057829i,-0.0045927-0.055862i,-0.018098-0.030984i,-0.0078883-0.0045918i,-0.0021098-0.0069692i,-0.015284-0.019457i,-0.02405-0.018878i,-0.028189-0.018632i,-0.035964-0.016162i,-0.025669+0.00030883i,0.0093517+0.0073653i,0.029471-0.00053838i,0.023535+0.0053544i
-0.14681-0.47532i,-0.22889-0.65099i,-0.18787-0.56899i,-0.10597-0.38021i,-0.13287-0.27083i,-0.18297-0.1864i,-0.13136-0.10156i,-0.073602-0.052035i,-0.053618-0.014352i,-0.023394+0.020167i,0.011931+0.050306i,0.032675+0.065136i,0.021058+0.047537i,-0.0051601+0.026177i,-0.0083104+0.021455i,7.8227e-05+0.01897i,0.00063563+0.0087927i,0.0023701-0.0030785i,0.011009-0.014352i,0.010495-0.026097i,-0.0096973-0.017399i,-0.012485+0.010368i,0.012681+0.017221i
0.36989+0.11347i,0.44273+0.1386i,0.2392+0.10196i,-0.021905+0.048982i,-0.066739+0.013502i,-0.018154-0.0055954i,-0.010079+0.013178i,-0.0033311+0.015272i,-0.009352-0.024107i,-0.029232-0.056795i,-0.040184-0.067579i,-0.041564-0.058461i,-0.021004-0.037308i,-0.00022349-0.028463i,0.001788-0.023457i,0.0059584-0.0065296i,0.010353+0.011286i,0.0047364+0.021918i,-0.0035576+0.025754i,-0.010564+0.018327i,-0.012366-0.00014303i,-0.015165-0.018675i,-0.023812-0.023133i
-0.1084+0.19458i,-0.10323+0.22768i,0.024911+0.14666i,0.17764+0.020947i,0.19887-0.039263i,0.10403-0.035508i,0.019821-0.023112i,0.0078-0.024179i,0.016597-0.020714i,0.012735+0.00021426i,0.010894+0.01241i,0.012061+0.009688i,0.012568+0.016315i,0.023621+0.029097i,0.040749+0.027766i,0.051692+0.0095917i,0.05831-0.013551i,0.053423-0.027361i,0.03434-0.016333i,0.031443+0.012704i,0.045982+0.017947i,0.040146-0.0067129i,0.015106-0.024612i
-0.21081-0.018704i,-0.24349+0.019281i,-0.13028+0.066186i,-0.040115+0.11555i,-0.07626+0.16288i,-0.085567+0.15193i,-0.032468+0.094515i,-0.0027108+0.065324i,0.0044486+0.067305i,0.010598+0.072508i,0.018801+0.073872i,0.021145+0.061698i,0.0098146+0.034273i,-0.0079851+0.00092372i,-0.032133-0.02908i,-0.062264-0.04267i,-0.08237-0.039629i,-0.074967-0.035124i,-0.052121-0.045126i,-0.045655-0.052833i,-0.049245-0.025215i,-0.034803+0.019981i,-0.011579+0.043259i
0.087033-0.29655i,-0.036907-0.3667i,-0.27003-0.20136i,-0.37259-0.021899i,-0.23505-0.037576i,-0.03181-0.075449i,0.090767-0.040216i,0.10368-0.03069i,0.046514-0.040811i,0.0054078-0.031752i,-0.0072734-0.019944i,-0.011017-0.018611i,-0.0095799-0.025031i,-0.011974-0.013464i,0.0017397+0.023691i,0.032715+0.055694i,0.050613+0.069376i,0.046883+0.067269i,0.031999+0.051387i,0.012604+0.03181i,-0.00023047+0.017684i,0.0044593+0.0069958i,0.020394-0.0067709i
0.21997+0.26191i,0.41429+0.21825i,0.53398-0.11515i,0.48363-0.4141i,0.30522-0.37531i,0.11211-0.20371i,-0.021669-0.12363i,-0.063666-0.077491i,-0.028005-0.040855i,0.0086917-0.041171i,0.017599-0.054627i,0.022671-0.050639i,0.037816-0.028087i,0.05737-0.021491i,0.060266-0.04539i,0.049692-0.073507i,0.046224-0.088723i,0.04018-0.089147i,0.025532-0.060302i,0.025095-0.021231i,0.030088-0.019444i,0.0079322-0.04357i,-0.030858-0.049913i
-0.22789+0.0012946i,-0.3164+0.098079i,-0.27073+0.33529i,-0.10842+0.52047i,0.025083+0.42055i,0.035757+0.18858i,0.016258+0.070209i,0.017248+0.031552i,0.00010098+0.0078036i,-0.016944+0.0058694i,-0.01988+0.015643i,-0.022516+0.028261i,-0.029463+0.034864i,-0.044655+0.045334i,-0.059917+0.064822i,-0.076308+0.076695i,-0.091229+0.077377i,-0.080001+0.062665i,-0.049515+0.028355i,-0.030996+0.0022531i,-0.023448+0.013622i,-0.0082981+0.042209i,0.0089821+0.051903i
0.010978-0.018981i,0.038983+0.0030596i,-0.0016953-0.056499i,-0.15948-0.15327i,-0.24234-0.13635i,-0.13197-0.10147i,-0.044121-0.12547i,-0.064459-0.098255i,-0.069423-0.032565i,-0.058552-0.0080703i,-0.060903-0.00082612i,-0.05615+0.0074438i,-0.046178+0.0088052i,-0.02647+0.00034918i,0.0081236-0.0103i,0.047384-0.0087141i,0.072821+0.0066488i,0.072808+0.02653i,0.051711+0.029455i,0.024975+0.0085758i,0.0071345-0.019782i,0.0035429-0.033911i,0.010949-0.024448i
0.084572-0.18097i,0.036075-0.31265i,0.012864-0.37243i,0.07128-0.37703i,0.068656-0.3224i,-0.021547-0.13474i,-0.034281+0.065744i,0.02158+0.092403i,0.022086+0.024416i,-4.396e-05+0.00060904i,0.0058209+0.0045502i,0.02453-0.0039934i,0.038771-0.023593i,0.029962-0.037782i,0.00011681-0.039251i,-0.022221-0.045519i,-0.027937-0.064102i,-0.023518-0.072283i,-0.0065788-0.052081i,0.013367-0.022503i,0.013964-0.00053504i,0.001398+0.015145i,-0.0021221+0.016123i
0.068214+0.25597i,0.16989+0.41768i,0.28427+0.52895i,0.35378+0.53733i,0.35741+0.39933i,0.29999+0.15182i,0.18236-0.049418i,0.080276-0.090933i,0.048618-0.061577i,0.039866-0.05107i,0.025298-0.039848i,0.011348-0.017187i,0.0032561+0.0022763i,0.0099699+0.011217i,0.014559+0.016396i,-0.0029291+0.037915i,-0.027921+0.070593i,-0.037987+0.078779i,-0.031809+0.052208i,-0.016278+0.024038i,0.0078151+0.0094818i,0.021585-0.0038441i,0.0079576-0.014221i
-0.11704-0.15322i,-0.22929-0.31442i,-0.40684-0.40292i,-0.54737-0.31675i,-0.50794-0.14754i,-0.35096-0.012151i,-0.19075+0.058386i,-0.076343+0.061086i,-0.029779+0.043621i,-0.014045+0.047231i,-0.0018222+0.045325i,-0.005258+0.025561i,-0.018449+0.018244i,-0.033457+0.028269i,-0.036764+0.033482i,-0.010603+0.023638i,0.033812+0.0081365i,0.061849+0.0033374i,0.054102+0.0022062i,0.018122-0.007209i,-0.018752-0.016962i,-0.029239-0.013825i,-0.012413+0.0032198i
-0.023726+0.10406i,0.04553+0.26107i,0.22229+0.2863i,0.35912+0.0965i,0.32788-0.071588i,0.25276-0.072812i,0.21511-0.046738i,0.1374-0.060153i,0.045552-0.052702i,-0.0020341-0.041334i,-0.021545-0.043408i,-0.020956-0.042116i,-0.0065539-0.046722i,0.0056534-0.059188i,0.010593-0.06681i,-0.0026912-0.072233i,-0.036699-0.079519i,-0.061695-0.074128i,-0.052585-0.043225i,-0.021569-0.0065383i,0.0070005+0.012806i,0.020483+0.011946i,0.017244-0.00029261i
0.060655-0.2145i,-0.0049502-0.36891i,-0.10965-0.33431i,-0.11146-0.122i,-0.023431-0.0031559i,-0.035119-0.02398i,-0.12018-0.0026223i,-0.10354+0.046392i,-0.030093+0.030504i,0.001673+0.0052017i,0.0097292+0.012282i,0.015833+0.024512i,0.016557+0.027056i,0.0093944+0.022768i,-0.0011525+0.026201i,-0.00049271+0.042547i,0.0083601+0.057365i,0.006872+0.055963i,0.0031618+0.037604i,0.010011+0.016423i,0.0083406+0.0043177i,-0.014257+0.00072506i,-0.036388+0.00096064i
0.02535+0.23541i,0.051103+0.33483i,0.02664+0.28481i,-0.065389+0.18124i,-0.12374+0.2095i,-0.039093+0.24213i,0.07471+0.13275i,0.068278+0.027825i,0.03079+0.018655i,0.0413+0.019201i,0.044107-0.0028194i,0.028815-0.0084295i,0.025807+0.006219i,0.037741+0.021187i,0.053211+0.020336i,0.057857+0.0023688i,0.058761-0.015317i,0.063073-0.023635i,0.046671-0.023504i,0.015369-0.016081i,0.0017116-0.014245i,0.00064141-0.020571i,-0.0028986-0.016358i
-0.020364-0.064238i,0.067142-0.12099i,0.1974-0.15326i,0.23748-0.21518i,0.13505-0.34258i,-0.0012896-0.36913i,-0.060767-0.23229i,-0.050417-0.10714i,-0.051432-0.057547i,-0.071503-0.014751i,-0.063272+0.018854i,-0.039103+0.01929i,-0.033454+0.0034849i,-0.045611-0.013192i,-0.058781-0.02311i,-0.065836-0.024851i,-0.067991-0.020895i,-0.062978-0.013558i,-0.038647-0.0080636i,-0.0061363-0.0096044i,0.0078202-0.0081517i,0.016343+0.0083545i,0.032917+0.01977i
-0.14215+0.016031i,-0.32473+0.11751i,-0.44391+0.2347i,-0.34723+0.30379i,-0.11616+0.33121i,0.02318+0.31406i,0.03951+0.23233i,0.034353+0.12816i,0.040351+0.044464i,0.038291-0.014195i,0.027953-0.039052i,0.020996-0.03814i,0.022246-0.030777i,0.033365-0.02138i,0.042684-0.0099117i,0.042265-1.8634e-05i,0.030517+0.0070336i,0.0075809+0.013365i,-0.012948+0.0152i,-0.017056+0.015631i,-0.0027309+0.018386i,0.012441+0.005559i,0.010745-0.021704i
0.25173-0.14885i,0.44488-0.32437i,0.51471-0.43801i,0.35547-0.40103i,0.11104-0.28815i,-0.024318-0.22101i,-0.056345-0.18158i,-0.060757-0.11073i,-0.049356-0.036542i,-0.030217+0.0056385i,-0.015589+0.024993i,-0.0029175+0.02933i,0.0068239+0.019952i,0.0041234+0.0092472i,-0.0047415+0.0072656i,0.0036859+0.012886i,0.030844+0.0094311i,0.051313-0.0066037i,0.045482-0.01223i,0.024375-0.004764i,0.0032351-0.0049112i,-0.020799-0.0096649i,-0.040512-0.0021775i
-0.098278+0.26128i,-0.1826+0.45478i,-0.20337+0.51754i,-0.14218+0.37899i,-0.10171+0.17181i,-0.10021+0.060347i,-0.066118+0.043367i,-0.015267+0.015054i,-0.0032455-0.018751i,-0.0057604-0.011531i,0.0039101+0.0030635i,0.0072299+0.0040836i,0.0032896+0.010416i,0.0050611+0.014829i,0.0029785+0.0045527i,-0.017208-0.0076906i,-0.040961-0.0065361i,-0.041724+0.0013523i,-0.021453+0.00023646i,-0.0067737-0.0036996i,0.0020602+0.0037938i,0.022948+0.017619i,0.047531+0.023757i
-0.06122-0.11364i,-0.059718-0.19111i,-0.044693-0.20331i,-0.0077004-0.14226i,0.10669-0.075191i,0.19259-0.043304i,0.14897-0.033842i,0.07774-0.01997i,0.04361-0.019647i,0.010117-0.030254i,-0.01906-0.022989i,-0.022878-0.0097393i,-0.023054-0.010326i,-0.031889-0.013042i,-0.03036-0.0071056i,-0.018134+0.0039347i,-0.010318+0.018165i,-0.012415+0.030078i,-0.017419+0.031435i,-0.01393+0.025843i,-0.0054953+0.017998i,-0.003041+0.0059848i,-0.003007-0.0076592i
-0.030649-0.118i,-0.085023-0.19526i,-0.10744-0.23666i,-0.10545-0.18287i,-0.16279-0.056356i,-0.20726+0.023869i,-0.15247+0.013928i,-0.083252-0.0014027i,-0.037248+0.016621i,0.0046245+0.019702i,0.020393+0.0060992i,0.01917+0.0062124i,0.027038+0.013439i,0.039779+0.01578i,0.049052+0.013632i,0.058203+0.0023575i,0.066287-0.022346i,0.05976-0.040833i,0.039296-0.035468i,0.018037-0.019253i,-0.0018078-0.0092991i,-0.018825-0.0039392i,-0.027385+0.0029708i
0.22948+0.10053i,0.389+0.18826i,0.42895+0.26523i,0.34153+0.21642i,0.26291+0.042462i,0.22301-0.07272i,0.16519-0.062224i,0.089666-0.033403i,0.023801-0.026094i,-0.013169-0.012255i,-0.029009+0.0034114i,-0.035146+0.01315i,-0.028445+0.016574i,-0.024972+0.0063367i,-0.037338-0.0039095i,-0.054466+0.0056206i,-0.057886+0.024105i,-0.04177+0.023691i,-0.020314+0.0012134i,-0.0063988-0.021257i,-0.0018417-0.026859i,-0.0017129-0.013732i,-0.00011263+0.00014599i
-0.24842+0.10279i,-0.45241+0.090641i,-0.54067-0.018332i,-0.43505-0.07369i,-0.24109-0.0037495i,-0.086851+0.034466i,-0.018455+0.00054652i,0.0082735-0.017223i,0.026612-0.012917i,0.025146-0.012715i,0.015249-0.012617i,0.01141-0.011793i,0.0070407-0.0057562i,0.011913+0.0086664i,0.029704+0.017761i,0.039801+0.010908i,0.02937+0.0079041i,0.0098925+0.022756i,-0.003274+0.036707i,-0.0058648+0.038392i,0.0029902+0.031776i,0.014528+0.019761i,0.015869+0.010418i
0.048577-0.14172i,0.17557-0.16832i,0.31845-0.11053i,0.3147-0.059072i,0.16427-0.035908i,0.034148+0.016438i,0.0013172+0.058439i,0.0019348+0.053039i,-0.0021098+0.033091i,-0.0033057+0.015692i,-0.0042932+0.0042306i,-0.0014191+0.0024982i,0.0031013-0.0061571i,-0.0060216-0.021435i,-0.017676-0.025991i,-0.012925-0.026103i,-0.0018927-0.034581i,0.0080729-0.041942i,0.018822-0.038722i,0.023151-0.033605i,0.014961-0.032093i,-0.0024548-0.029424i,-0.012244-0.022394i
0.066347-0.024168i,0.012503-0.023207i,-0.095008+0.019873i,-0.12901+0.053248i,-0.076227-0.00011885i,-0.031486-0.074267i,-0.010804-0.079174i,-0.0016679-0.055473i,-0.0047423-0.036188i,-0.0014822-0.016677i,0.0056826-0.011105i,9.7412e-05-0.012425i,-0.0049404-0.0016531i,-0.00027193+0.013954i,0.0017247+0.024469i,-0.0031418+0.033054i,-0.0081541+0.035718i,-0.015823+0.025452i,-0.024679+0.0097517i,-0.02763-0.00062628i,-0.022822-0.0016908i,-0.014201+0.0041476i,-0.01004+0.0058812i
0.077438+0.16246i,0.15078+0.21312i,0.16211+0.15599i,0.11427+0.06764i,0.08218+0.059889i,0.050211+0.083633i,-0.00039752+0.065157i,-0.020429+0.027878i,-0.013768-0.0074577i,-0.015088-0.021854i,-0.012545-0.018262i,-0.0052206-0.020917i,-0.0075634-0.025377i,-0.010587-0.030059i,-0.012093-0.040927i,-0.018671-0.040528i,-0.017155-0.017841i,-0.0013141+0.008425i,0.016375+0.021319i,0.028141+0.022626i,0.033776+0.017604i,0.034277+0.0073908i,0.02884-0.0015364i
-0.19901-0.050574i,-0.26645-0.090719i,-0.19305-0.11533i,-0.099034-0.10286i,-0.099492-0.068488i,-0.086294-0.036178i,-0.016156-0.014672i,0.029915-0.0038096i,0.034874+0.0044823i,0.028884+0.0098577i,0.02507+0.013248i,0.02503+0.020605i,0.027124+0.025654i,0.027374+0.029972i,0.02867+0.033691i,0.030268+0.021763i,0.021416-0.0057547i,0.0059008-0.025074i,-0.0081706-0.022562i,-0.01803-0.0084517i,-0.02219+9.9081e-05i,-0.0253-0.00214i,-0.027527-0.0038271i
0.097904-0.11497i,0.12726-0.097219i,0.097775+0.0074235i,0.072418+0.057469i,0.086348+0.0056962i,0.067832-0.03946i,0.0075624-0.035103i,-0.032511-0.014655i,-0.037658+0.0023689i,-0.03312+0.0072178i,-0.036367+0.0069051i,-0.040379+0.010355i,-0.033687+0.010108i,-0.022446-0.0049862i,-0.020269-0.020632i,-0.020163-0.016253i,-0.012361-0.00052397i,-0.0038201+0.010713i,0.00406+0.012812i,0.0097381+0.0062148i,0.0089999+0.0015113i,0.0069796+0.0079434i,0.0094147+0.015255i
0.072239+0.049774i,0.062391-0.020057i,-0.0032903-0.136i,-0.049904-0.15109i,-0.037724-0.064016i,-0.0012749-0.01363i,0.023436-0.010097i,0.030114-0.0033711i,0.025551+0.0041682i,0.020806+0.0053529i,0.022055-0.002568i,0.021413-0.01397i,0.014976-0.010659i,0.010806+0.006452i,0.013194+0.019809i,0.015426+0.021275i,0.013737+0.015832i,0.0068244+0.0055368i,-0.0076429-0.0050169i,-0.019283-0.0049433i,-0.01587+0.0022388i,-0.0017715+0.0013621i,0.0095459-0.0070817i
-0.07468+0.14701i,-0.043435+0.25635i,0.047691+0.29716i,0.09196+0.2222i,0.056633+0.10088i,0.030015+0.020887i,0.031944-0.019266i,0.022099-0.029977i,0.0085268-0.018801i,-0.00019869-0.0094907i,-0.0052993+0.0021826i,0.0020774+0.010098i,0.012607-0.0003782i,0.016658-0.016248i,0.01914-0.026863i,0.016891-0.033271i,0.0069427-0.030117i,0.0017857-0.015194i,0.010772+0.0041144i,0.024527+0.01621i,0.026521+0.012951i,0.0098832+0.0020433i,-0.0088536-0.0019316i
-0.1138-0.15923i,-0.21921-0.23584i,-0.2715-0.22263i,-0.21723-0.1588i,-0.10209-0.11293i,-0.033542-0.065568i,-0.022409-0.00082963i,-0.013231+0.037969i,-0.006037+0.036361i,-0.0071243+0.021535i,-0.011333+0.0126i,-0.018381+0.015643i,-0.020436+0.026882i,-0.022207+0.039309i,-0.024658+0.05i,-0.017378+0.051167i,-0.0052406+0.036457i,0.0010956+0.012968i,-0.0037977-0.01464i,-0.019042-0.034981i,-0.030276-0.033314i,-0.025483-0.017964i,-0.015512-0.0051154i
0.20269-0.019233i,0.31389-0.021404i,0.33544-0.015046i,0.26251+0.013461i,0.15475+0.067162i,0.078493+0.086159i,0.049998+0.038713i,0.0217-0.022075i,-0.010057-0.043057i,-0.015213-0.03896i,-0.011232-0.041166i,-0.013172-0.046795i,-0.014728-0.045965i,-0.012127-0.042714i,-0.0043842-0.040576i,0.0019299-0.033159i,0.0031643-0.016216i,0.0012712+0.0050343i,0.0017793+0.023408i,0.011337+0.03228i,0.021985+0.029632i,0.026569+0.022946i,0.028823+0.01583i
-0.019485+0.14012i,-0.028196+0.19264i,-0.033654+0.16937i,-0.050196+0.098578i,-0.0583+0.020134i,-0.040268-0.029759i,-0.030148-0.023881i,-0.023083+0.0020633i,-0.0066442+0.005599i,0.0027974+0.0057673i,0.015213+0.014257i,0.027198+0.014553i,0.020789+0.011298i,0.0030815+0.013858i,-0.013773+0.019271i,-0.022853+0.020362i,-0.019191+0.010498i,-0.006444-0.0094301i,0.0049239-0.028032i,0.0059083-0.034865i,0.00025008-0.035031i,-0.0075758-0.036663i,-0.015549-0.035024i
-0.13933-0.024989i,-0.20374-0.015612i,-0.18937+0.0060789i,-0.11843+0.0045978i,-0.057645+0.013853i,-0.022125+0.061397i,0.011765+0.068694i,0.026327+0.02298i,0.013327-0.0065409i,-0.00032151-0.011305i,-0.0087745-0.008511i,-0.0088936+0.00088893i,0.0056959+0.0049681i,0.020317-0.0012815i,0.025824-0.0097116i,0.022367-0.012241i,0.010479-0.0059463i,-0.0055963+0.0049006i,-0.019682+0.017118i,-0.023731+0.026204i,-0.018922+0.02996i,-0.014023+0.02934i,-0.011847+0.022803i
0.072454-0.16828i,0.11355-0.28747i,0.11687-0.32211i,0.10112-0.23776i,0.081028-0.13294i,0.039685-0.095497i,-0.012749-0.081684i,-0.036266-0.044574i,-0.023911-0.013054i,-0.0044301-0.0030612i,0.0040362-0.0010652i,-0.0032913-0.00031483i,-0.01743+0.0028476i,-0.025544+0.0071465i,-0.027902+0.0082983i,-0.024122+0.0070525i,-0.011017+0.003912i,0.0042466+0.00023313i,0.015366-0.0084362i,0.01948-0.020798i,0.018215-0.023821i,0.022193-0.016389i,0.027938-0.0086259i
0.10492+0.15995i,0.15375+0.28973i,0.13822+0.3524i,0.055584+0.28956i,-0.042194+0.1631i,-0.082782+0.083567i,-0.041734+0.062107i,0.013767+0.03439i,0.024976+0.0059117i,0.0161+0.0021609i,0.01533+0.0014341i,0.020224-0.0077712i,0.026978-0.018855i,0.030585-0.025603i,0.032427-0.023676i,0.030619-0.016453i,0.015615-0.010581i,-0.0072764-0.0051987i,-0.021782+0.010595i,-0.019619+0.030252i,-0.011243+0.030611i,-0.012082+0.01602i,-0.014654+0.0069625i
-0.17117+0.030507i,-0.28441-0.010442i,-0.31371-0.094519i,-0.22158-0.1432i,-0.063375-0.11666i,0.044337-0.086957i,0.037655-0.080258i,-0.0034556-0.047896i,-0.0071878-0.0070021i,-0.0020505+0.0080414i,-0.0070515+0.017566i,-0.0053157+0.024952i,-0.0021086+0.020805i,-0.0056532+0.0106i,-0.012479+0.00068288i,-0.017522-0.0055972i,-0.013105-0.004853i,0.0022081-0.0017966i,0.017206-0.0081798i,0.019834-0.02024i,0.011889-0.022235i,0.0049486-0.012901i,0.0013815-0.0052979i
0.021289-0.1148i,0.081608-0.15603i,0.1576-0.11569i,0.16384-0.057527i,0.059842-0.039691i,-0.055387-0.020809i,-0.064869+0.017843i,-0.015754+0.02948i,0.0016322+0.011826i,-0.00075813+2.2442e-05i,9.5803e-05-0.0047603i,-0.00058476-0.0028006i,0.0018045+0.0060219i,0.01035+0.012163i,0.021012+0.014183i,0.027382+0.011814i,0.024429+0.0051555i,0.010947-0.0032305i,-0.010987-0.0066365i,-0.027422-0.00019711i,-0.02181+0.0098131i,-0.0026401+0.013825i,0.0094402+0.015259i
0.12139+0.031936i,0.16459+0.067246i,0.11987+0.097236i,0.051463+0.10595i,0.061322+0.083989i,0.11325+0.031654i,0.10469-0.022185i,0.046879-0.038536i,0.0096117-0.018882i,-0.00019593+0.0038899i,-0.0035608+0.012942i,-0.0071838+0.0078356i,-0.014093-0.0021993i,-0.022698-0.0062729i,-0.028055-0.0068242i,-0.026589-0.0064611i,-0.018429-0.0023699i,-0.0026049+0.0034637i,0.023271+0.0061999i,0.044136-0.0012455i,0.038661-0.013499i,0.015561-0.018413i,0.0017254-0.016905i
-0.081502+0.11552i,-0.15164+0.15636i,-0.17899+0.11604i,-0.14338+0.022568i,-0.099769-0.05025i,-0.082901-0.066931i,-0.069351-0.033398i,-0.040325+0.0010578i,-0.017716+0.0016656i,-0.014643-0.0058226i,-0.010173-0.0022389i,0.0036826+0.0050818i,0.016565+0.010453i,0.021911+0.0096675i,0.018706+0.0097261i,0.012871+0.014926i,0.0086939+0.012001i,-0.0024128-0.0023262i,-0.025881-0.015146i,-0.046626-0.014361i,-0.048098-0.0032089i,-0.036729+0.006734i,-0.02618+0.013433i
-0.054148-0.11548i,-0.031833-0.21327i,0.048411-0.24611i,0.10433-0.1723i,0.10074-0.042428i,0.098122+0.037687i,0.094627+0.022443i,0.054382-0.013104i,0.011705-0.01126i,-0.0028213-0.00055322i,-0.0096166+0.00060181i,-0.015907+0.0026208i,-0.014796+0.0037025i,-0.0086808+0.00043288i,-0.0018022-0.0063907i,0.00080983-0.014096i,0.00083745-0.012689i,0.0057991-0.0020235i,0.016603+0.0080711i,0.026143+0.012317i,0.032481+0.0098492i,0.035765+0.0013894i,0.028729-0.0067398i
0.09466+0.0024151i,0.13552+0.074865i,0.11012+0.17688i,0.058826+0.18321i,0.029629+0.067657i,-0.0014343-0.0338i,-0.030031-0.034233i,-0.028986-0.0050379i,-0.014703-0.0057942i,-0.0062534-0.012097i,-0.00041309-0.0098772i,0.0019822-0.0053051i,0.0010915+0.0013328i,1.831e-05+0.0084229i,-0.0013846+0.015664i,-0.0033053+0.022141i,-0.0041946+0.022278i,-0.0029179+0.013826i,-0.0020918+0.0009051i,-0.004002-0.0097104i,-0.011187-0.012364i,-0.021113-0.0081313i,-0.022365-0.0027653i
-0.012233+0.074412i,-0.066124+0.068815i,-0.12819-0.0080514i,-0.14322-0.050119i,-0.098293+0.014393i,-0.032809+0.087977i,0.015825+0.079368i,0.029518+0.030299i,0.015455+0.0063753i,-0.0024058+0.0033816i,-0.012452-0.00040712i,-0.01288-0.0046072i,-0.007625-0.0079507i,-0.003352-0.011974i,4.6263e-05-0.017591i,0.0022826-0.022918i,-0.00034426-0.020485i,-0.0051563-0.0061479i,-0.0048441+0.014499i,-0.0013519+0.028487i,0.0023613+0.027798i,0.0066568+0.017922i,0.0073104+0.0080125i
-0.07109-0.024804i,-0.062295-0.054182i,0.019691-0.064004i,0.08997-0.0624i,0.083892-0.075567i,0.048006-0.081831i,0.020223-0.062773i,0.00094744-0.036012i,0.0008309-0.020062i,0.0084624-0.018842i,0.0077587-0.016954i,0.0039657-0.0052845i,0.0014624+0.0050831i,0.0020597+0.0076883i,0.0019828+0.0065771i,-0.0028434+0.006593i,-0.0034296+0.0066501i,0.00069366-0.00079964i,-0.0011507-0.015289i,-0.0035344-0.025685i,0.00091111-0.025086i,0.0058644-0.018621i,0.0060551-0.0093893i
0.064006-0.051319i,0.10425-0.034591i,0.09855+0.025999i,0.045759+0.06262i,-0.0094609+0.061787i,-0.038697+0.06677i,-0.024846+0.069518i,0.0031334+0.045553i,0.00336+0.013357i,-0.0063544-0.000625i,-0.005795-0.0048629i,-0.0030663-0.00861i,-0.0016858-0.0069897i,0.0010768-0.0026658i,0.0074264+0.0001088i,0.012636-0.00087213i,0.010217-0.00013362i,0.006622+0.0064587i,0.0097493+0.013015i,0.01087+0.015443i,0.0051144+0.012745i,0.0001607+0.0082255i,0.0025266+0.0019285i
0.010678+0.060315i,-0.036772+0.08358i,-0.10463+0.059036i,-0.11021+0.023621i,-0.046814+0.011655i,0.0077089-0.0083921i,0.0097199-0.029088i,0.00011987-0.028492i,0.0079759-0.018364i,0.01666-0.0093179i,0.015607+0.00057131i,0.0097651+0.0077705i,0.0027652+0.0092026i,-0.0044124+0.007942i,-0.01236+0.0043202i,-0.018076+0.001146i,-0.017689+0.00049223i,-0.01436-0.001953i,-0.012542-0.0060203i,-0.010485-0.0070535i,-0.0068707-0.0024944i,-0.0065193+0.0029381i,-0.011064+0.0042882i
-0.047399-0.01055i,-0.031669-0.061022i,0.028533-0.12123i,0.049033-0.1358i,-0.0035069-0.10388i,-0.053507-0.060148i,-0.052988-0.021479i,-0.028715+0.0016795i,-0.018111+0.0044698i,-0.019854-0.00082106i,-0.016704-0.0032072i,-0.011259-0.0048641i,-0.0073689-0.0073065i,-0.0025864-0.007356i,0.0045958-0.003183i,0.014352-0.00016798i,0.018302-0.0036961i,0.010267-0.0056018i,-0.002285-0.0030325i,-0.0095002-0.0028245i,-0.0078453-0.0068965i,0.00014515-0.010333i,0.0097-0.0067283i
0.0080862-0.032448i,0.032079+0.0027447i,0.047768+0.088537i,0.049837+0.12958i,0.051665+0.092337i,0.049884+0.05102i,0.042684+0.024133i,0.027425-0.00048877i,0.014294-0.0031232i,0.016267+0.0081875i,0.017604+0.010215i,0.012756+0.0062829i,0.0097929+0.0020248i,0.0062924-0.0028846i,-0.00056724-0.0074632i,-0.0087115-0.0078776i,-0.0099759-0.0041685i,-0.0022241-0.0052914i,0.0065026-0.012524i,0.009833-0.014624i,0.0076575-0.0072416i,0.00083602-0.00031773i,-0.0067676+0.0013679i
0.021562+0.019067i,-0.011189+0.022484i,-0.075835-0.0042073i,-0.09186-0.033781i,-0.051854-0.042566i,-0.028826-0.054543i,-0.037164-0.04914i,-0.035476-0.017251i,-0.018959-0.0034912i,-0.012099-0.004816i,-0.010126-0.00018176i,-0.0047823+0.0045772i,-0.0028642+0.0072722i,-0.0037412+0.010391i,-0.0018236+0.014472i,0.0028082+0.014201i,0.0035547+0.0095094i,0.00033453+0.0087018i,-0.00080875+0.014i,0.0015352+0.015694i,0.0041044+0.011506i,0.0048071+0.0080079i,0.00375+0.0052806i
