-0.0029945+0.0023888i,-0.0024902+0.0025946i,-0.00243+0.0018882i,-0.0020376+0.0015145i,-0.0010465+0.0012139i,-0.0002975+0.00056545i,-0.00072867+0.0011202i,-0.00023745+0.001491i,0.00089045+0.0010265i,0.0019204+0.00073519i,0.0017942+0.00081807i,0.00049792+0.00079585i,0.00011047+0.00082023i,-0.00027129+0.00045389i,-0.00034287+0.00050469i,0.00020577+0.0008251i,0.0007069+0.00045036i,0.00076266-0.00048639i,3.0185e-05-0.00079884i,-0.00023398-5.5796e-05i,-0.00025228-0.00016781i,-0.00040207-0.0002062i,-0.00014266-9.6008e-05i
0.0035912-0.0055624i,-0.0019468-0.000166i,-0.015273+0.0043805i,-0.023689+0.0051553i,-0.023283+0.0050019i,-0.024608+0.0054299i,-0.022812+0.0022631i,-0.012737-0.0024446i,-0.003932-0.0039374i,0.00012541-0.0025931i,0.0023502-0.0017407i,0.0028091-0.0019879i,0.00074728-0.0031114i,-0.001482-0.0043451i,-0.0029753-0.0040545i,-0.0031367-0.0025285i,-0.001956-0.0014415i,-0.001277-0.0011492i,-0.0016945-0.00062154i,-0.0018649-6.557e-05i,-0.0013937+2.0307e-05i,-0.00090336-0.00028346i,-0.0003204-0.0006309i
0.002499-0.0014166i,0.0063082-0.0049775i,0.011431-0.0072978i,0.010396-0.0080735i,0.0035593-0.010278i,0.0008671-0.0098318i,0.00047646-0.0025805i,-6.4111e-05+0.0045755i,-0.0005911+0.0040897i,-0.0027844+0.00046396i,-0.0031928+0.0011614i,0.00048492+0.0035455i,0.0032679+0.0053787i,0.0028173+0.0060206i,0.0014759+0.0047417i,0.00046582+0.0033616i,0.001089+0.0016103i,0.0018391-0.00023552i,0.0011595-0.0011104i,6.1695e-05-0.0015975i,-0.00028368-0.0018107i,-0.00016124-0.0013056i,-0.0012509-0.00020393i
0.0038057+0.0038087i,-0.00045899+0.0011965i,-0.0061428-0.0034874i,-0.0039532-0.0049789i,0.0045936-0.0041028i,0.01137-0.009207i,0.010103-0.016263i,0.003273-0.015585i,-0.00066528-0.010458i,-0.0010645-0.0063485i,-0.001038-0.0031351i,-0.00062907-0.0020875i,-0.00027893-0.0044156i,0.00032948-0.0065201i,0.00053789-0.004925i,0.00086573-0.0026751i,0.0014318-0.00087255i,0.001188-0.00062684i,0.00029841-0.000686i,-0.0011663+0.00032486i,-0.0014203+0.00069676i,7.7885e-05-0.00014114i,0.0007615-0.0011134i
0.0023575+0.0068918i,0.0087959+0.0064518i,0.015542+0.0065917i,0.016977+0.0059775i,0.017994+0.004786i,0.018859+0.0073009i,0.011065+0.0095258i,0.00027356+0.0072424i,-0.0045831+0.0041241i,-0.0039133+0.0025549i,-0.00025322+0.0017388i,0.0025347+0.0012756i,0.0025726+0.00030822i,0.00073448-0.00057626i,-0.00095022-0.00093254i,-0.0013712-0.0012773i,-0.0010074-0.00030033i,-0.0013935+0.0011096i,-0.0010145+0.0020924i,-0.00037391+0.0016556i,0.00040823+4.8436e-05i,0.0013619-0.00072581i,0.0011149-0.00040623i
-0.0071738+0.0038129i,-0.0071358+0.00089486i,-0.0046133-0.0038236i,-0.00038377-0.0046427i,0.00060622+0.00069643i,0.0015459+0.004304i,0.0065336+0.0029788i,0.0098996-0.00033348i,0.0074055-0.0020573i,0.0041569-0.00073547i,0.0019865-0.00042662i,-0.00094197-0.0026854i,-0.0030202-0.0030087i,-0.0031536-0.00038326i,-0.0021332+0.0021367i,-0.0012941+0.003094i,-0.0010599+0.0024235i,-0.0003437+0.00060085i,0.00012633-0.0016183i,-0.00050353-0.001769i,-0.0014003-0.0016977i,-0.0017578-0.0013791i,-0.0023939-0.00088448i
-0.0024707-0.0013194i,-0.0022293+0.0035089i,-0.0046573+0.0082688i,-0.0081044+0.0062292i,-0.010327+0.0015705i,-0.015479+0.001429i,-0.017965+0.0041091i,-0.011491+0.005671i,-0.0030582+0.0048199i,0.0021078+0.0034387i,0.0039942+0.0018967i,0.0033379+0.00017049i,0.00041402-0.0014306i,-0.0030064-0.0033302i,-0.0044797-0.0036973i,-0.0041857-0.0021044i,-0.0027253-0.0014515i,-0.00094456-0.0020435i,-9.6797e-05-0.0017321i,-0.00020634-0.00021102i,-0.00058041+0.00010699i,-0.00095506-0.00063044i,-0.00061204-0.00050051i
0.0063394-0.0081053i,0.004352-0.011165i,0.00041641-0.015266i,-0.0048306-0.015315i,-0.010623-0.013384i,-0.00944-0.01091i,-0.002953-0.0041542i,0.00079154+0.0032198i,0.00095187+0.0048906i,-0.00086+0.0027871i,-0.0023228+0.0017308i,-0.0013805+0.0032412i,0.00062622+0.0060898i,0.001272+0.0074926i,0.00064357+0.0059761i,0.0011+0.0033295i,0.0012501+0.0014843i,0.00077837+0.00039949i,0.00021526-0.0008745i,0.00039602-0.0026347i,0.00042114-0.0025042i,-0.00055693-0.0014807i,-0.00092752-0.00098945i
0.0040806+0.0047805i,0.00049593+0.0047583i,-0.0034307+0.0043708i,-0.005408+0.0016184i,-0.0032864+0.00039307i,-0.00065668-0.0020689i,-0.0010514-0.0080998i,-0.0029788-0.010228i,-0.00239-0.0079533i,0.0007997-0.0065741i,0.00020927-0.004569i,-0.0020954-0.0021629i,-0.0030377-0.0013865i,-0.0030929-0.0022068i,-0.00045789-0.0020655i,0.001895-0.0013281i,0.00095656-0.0015458i,-0.00035648-0.0015802i,-0.00085505-0.00089272i,-0.0010495+0.0004123i,-0.0011159+0.0011584i,-0.00065356+0.00071904i,0.00018642-0.00026961i
0.0022874+0.0039182i,0.0058716+0.0015939i,0.01164-0.0010231i,0.010992-0.0014913i,0.0083684+0.0010466i,0.011506+0.0066111i,0.01297+0.0080183i,0.00781+0.0035778i,0.0026426+0.00033358i,0.0011086-0.00025439i,0.00072521+0.00021528i,0.0020321+0.00039208i,0.0038016-0.00087824i,0.0022926-0.002015i,0.00040152-0.0017861i,0.00016924-0.0010102i,-0.00031366-0.0010196i,-0.0010928-0.00027591i,-0.0012638+0.00054232i,-0.0012469-0.00015905i,-0.00068413-0.00063587i,0.00027268-0.00049954i,0.0009451-0.00030979i
-0.0015+0.0013213i,-0.0030972+0.00091612i,-0.0032778+0.0012714i,0.00035892+0.0021571i,0.0032384+0.0050462i,0.0032011+0.006971i,0.0060593+0.0031708i,0.0088424-0.0034475i,0.0062615-0.0067688i,0.0031869-0.0051081i,0.0019894-0.0026118i,0.0022101-0.002453i,0.0030398-0.003147i,0.0031047-0.0017035i,0.0019398+0.0011084i,0.00030006+0.0017873i,-0.00078543+0.00092309i,-0.00092876+7.6675e-05i,-0.0001837-0.0003906i,-0.00046343+0.00013996i,-0.0015288+0.00033348i,-0.0022276-0.00012241i,-0.0027066+0.00010159i
-0.00078464+0.0021096i,0.0025434+0.0049054i,0.004654+0.0063219i,0.0048758+0.0037413i,0.0044645-0.0020421i,0.00052417-0.0024007i,-0.0044132+0.0039334i,-0.0028586+0.0069464i,0.00036339+0.004457i,0.00057188+0.0031153i,0.0010842+0.0033051i,0.0021648+0.0024393i,0.00016742+0.00064187i,-0.0040585-0.0014835i,-0.0066332-0.0022186i,-0.0059269-0.00081239i,-0.0024625+0.00061942i,0.00065548+0.00045797i,0.0014431+0.00032703i,0.0012279+0.00099877i,0.0010333+0.00035703i,0.00031976-0.00087343i,-0.00042728-0.0014407i
-0.00067734-0.0051838i,-0.0031398-0.0072902i,-0.0080619-0.0077197i,-0.01009-0.0071797i,-0.009194-0.0079383i,-0.0076715-0.0092756i,-0.0067075-0.0062502i,-0.0054925-0.0001227i,-0.0039071+0.0024158i,-0.0035737+0.0018642i,-0.0028326+0.0028273i,-0.0022554+0.0035203i,-0.0025713+0.0027278i,-0.0015092+0.0019287i,-0.0003797+0.0015087i,-0.00058849+0.0017807i,-4.0161e-05+0.002482i,0.00095616+0.0021236i,0.0012873+0.001292i,0.00066983+0.00062476i,1.4505e-06-0.00038398i,-0.00040618-0.00040361i,-0.00092633+5.5932e-05i
0.0049326-0.00015305i,0.0044897-0.0025034i,0.00078051-0.0040898i,-0.0021826-0.0033538i,-0.00041765-0.0028856i,0.00010261-0.0038294i,-0.0045371-0.0056398i,-0.00888-0.0051565i,-0.0068222-0.0034841i,-0.0023525-0.004242i,-0.0015938-0.0043582i,-0.0036638-0.0030821i,-0.005362-0.0014549i,-0.0044568+0.00033333i,-0.0017056+0.00091648i,-0.00033182+0.00058811i,-0.00058156+0.00020366i,-0.00061144-0.00023862i,-0.0012757-0.00087204i,-0.0016051-0.00080639i,-0.00081061+0.00031208i,-0.00062628+0.0010255i,-0.00066878+0.00034443i
0.002794+0.0034555i,0.0028005+0.00052268i,0.0022429-0.0058847i,-0.00053882-0.0077131i,-0.0035097-0.0042233i,-9.3497e-05-0.00061827i,0.0050576-0.00061022i,0.0048221-0.0017013i,0.0029683-0.0009482i,0.002946-0.00096912i,0.0028666-0.0015533i,0.0025176-0.00034726i,0.002499-0.00030951i,0.001711-0.00073139i,0.0012684-0.0005206i,0.0021463-0.0015763i,0.001791-0.0028356i,0.00038423-0.0026631i,-0.00072585-0.0014422i,-0.0015634-0.00065206i,-0.0011677-0.00061436i,0.00013162-0.00086914i,0.00047354-0.00049158i
0.00098154+0.0016639i,0.0022558+0.0013048i,0.0031764-7.6724e-05i,0.001188-0.00031311i,-0.0020368+0.0038481i,-0.0021562+0.0086295i,0.0026372+0.0065419i,0.0068019+0.00086826i,0.0063109-0.002721i,0.0046158-0.0031297i,0.0025955-0.0026714i,0.0015895-0.0026235i,0.0028131-0.0025158i,0.0037039-0.0018304i,0.0027346+0.00033528i,0.002074+0.00079287i,0.001468-0.0012665i,0.0001924-0.0025408i,-0.00081689-0.0017105i,-0.00078251-0.00098332i,-0.00017883-0.001074i,2.7778e-05-0.0012798i,-9.4976e-05-0.0016948i
0.0034491-0.00091278i,0.0054673-0.0002998i,0.0076256-0.002003i,0.0062661-0.0041704i,0.0025302-0.0042714i,-0.00035195+0.00091294i,0.00067685+0.0076423i,0.0043572+0.0089208i,0.0052223+0.0059388i,0.0032775+0.003796i,0.0026078+0.0041154i,0.003582+0.0045317i,0.002131+0.0035511i,-0.0016172+0.00093692i,-0.0041981-0.00094386i,-0.0040888-0.00092421i,-0.0016505+4.77e-05i,-4.5429e-05+0.00072786i,0.00053325+0.00093767i,0.0020464+8.9259e-05i,0.0023167-0.0010195i,0.0020013-0.0012089i,0.0017125-0.00040976i
-0.0005035+0.0033979i,-0.0016256+0.0036056i,-0.0016335+0.0034958i,0.00057679+0.0029229i,0.001324-0.00032759i,-0.0012139-0.0039877i,-0.0027515-0.0032006i,-0.0022389-0.00028758i,-0.0020103+0.00079238i,-0.0032694+7.695e-05i,-0.004378-0.00042562i,-0.0033688-0.0013979i,-0.0020605-0.0029851i,-0.0016162-0.0029196i,-0.0011654-0.0027289i,-0.0011333-0.0024742i,-0.00069523-0.00034192i,0.00072315+0.0020846i,0.0016547+0.0025643i,0.0012616+0.0020047i,-8.9734e-05+0.0016712i,-0.0011794+0.001227i,-0.00065568+0.00098695i
-0.0013231-0.0015165i,-0.0024505-0.00083378i,-0.0025962+0.00039887i,-0.0011512+0.0012125i,0.0029289-0.00013277i,0.0045412-0.0026551i,-0.0010852-0.004922i,-0.0058222-0.0054115i,-0.0052722-0.0049007i,-0.0032989-0.004954i,-0.0019387-0.0027997i,-0.0016954-0.0014776i,-0.0024989-0.001975i,-0.0021262-0.00060223i,-0.00073749+0.00054646i,-0.00065384-3.2839e-09i,-0.0012175+0.0001429i,-0.0011435+0.000186i,-0.001183-0.00055665i,-0.0011402-0.0010592i,-0.0011047-0.00086518i,-0.0015627+0.00022681i,-0.0019107+0.00055071i
0.00082901+0.00048036i,-0.00029493-0.0013176i,-0.001003-0.0040352i,-0.0029578-0.0052562i,-0.002377-0.0055074i,0.0023169-0.0045605i,0.0047522-0.0050325i,0.0028293-0.005936i,0.001337-0.0044496i,0.0017048-0.0022209i,0.00097729-0.0011801i,0.00066113-0.00025346i,0.00097111+0.00071112i,5.9368e-05+0.0021677i,0.0001295+0.0034742i,0.001112+0.002787i,0.00096505+0.00059804i,0.00032895-0.0013628i,-0.00014576-0.0022173i,-0.0001861-0.0023051i,-0.00080982-0.0019434i,-0.001831-0.0010898i,-0.00154-0.00043832i
0.0034079+0.0019251i,0.0022098+0.00028619i,0.00073434-0.0025424i,-0.0017987-0.0052469i,-0.0045674-0.0044151i,-0.0055001-0.00058753i,-0.003216+0.0016971i,-0.00065713+0.00070467i,0.00058757-0.00036547i,0.00087085-0.00067517i,0.00088117-0.0012085i,0.00079485-0.0011495i,9.5016e-06+0.00037787i,5.8527e-05+0.0018784i,0.0015303+0.0020051i,0.0024419+0.0018376i,0.0017613+0.00089589i,0.00098385+5.7225e-05i,0.00085641-0.00068135i,0.00094545-0.0014827i,0.00087382-0.0015966i,0.00064655-0.0013283i,-0.00015894-0.00066623i
-0.0042587-0.0016096i,-0.0031083-0.0022775i,-0.0010607-0.0017456i,-0.0012909-0.0027002i,-0.0030389-0.0031391i,-0.0030504+0.00097401i,-0.0014617+0.006852i,0.00031261+0.0085911i,0.0014586+0.0067131i,0.002231+0.0055725i,0.0026516+0.0050765i,0.0024379+0.0041983i,0.0018746+0.0022098i,0.00017876+0.00021761i,-0.0022267-0.00031681i,-0.0014817-3.9365e-05i,0.0012324+0.00090197i,0.0016266+0.0020464i,0.00032834+0.0021389i,-0.0004772+0.0018742i,0.0004678+0.00020726i,0.0018608-0.0017099i,0.0012984-0.0016639i
0.0025288+0.00035763i,0.001613-0.00052079i,0.0020171-0.0011817i,0.00062975+0.00032374i,-0.00098316+0.0019948i,-0.0023918+0.002078i,-0.0039605+0.0020406i,-0.0032989+0.0030698i,-0.0013822+0.0035817i,-0.0012454+0.0020169i,-0.0029494+0.00012095i,-0.0027263-0.0015932i,-0.00069861-0.0035588i,0.00043154-0.0046094i,0.00011031-0.0048453i,-0.0012041-0.0033357i,-0.001645-0.00029494i,-0.0011045+0.002137i,-0.00050156+0.0024534i,-0.00061569+0.0021763i,-0.00098747+0.0014238i,-0.00061491+0.00052024i,-0.00057772+0.00027906i
0.0014256+0.0015615i,0.0030308+0.0010556i,0.0028763+0.00087503i,0.0022817+0.0016023i,0.003957+0.0015226i,0.0046107+0.001213i,0.0025859+0.00015831i,0.00045359-0.001523i,-0.00036875-0.0028175i,0.00050389-0.0032639i,0.0014458-0.0028713i,0.0032474-0.0020969i,0.0035172-0.0018327i,0.0017704-0.0027014i,0.0008199-0.0032247i,-0.00019874-0.002086i,-0.0014595-0.00011262i,-0.0013293+0.00044101i,-0.00028045-2.8785e-05i,-0.00046469-0.00032349i,-0.0015542-0.00094665i,-0.0019193-0.00072065i,-0.0014711-0.00031613i
-0.00085512-0.001735i,-0.00228-0.0010366i,-0.0038856-0.00053529i,-0.0032265+6.4813e-05i,-0.00046734+6.3459e-05i,0.003236-0.00096487i,0.0064602-0.0034479i,0.0057343-0.0052496i,0.0031598-0.0050527i,0.0031795-0.0029391i,0.0035142-0.00013542i,0.0025375+0.0010473i,0.0010751+0.00069949i,-0.00035509+0.00092401i,-0.00077639+0.0014881i,-0.00052004+0.00070323i,-0.00020928-0.0014154i,0.00035463-0.0023009i,-8.5792e-05-0.0016212i,-0.00045795-0.00085539i,-0.00073568-9.4245e-05i,-0.0018826+2.2333e-05i,-0.002105-0.0003086i
0.0019222+0.0035226i,0.0016865+0.00058306i,0.0026561-0.0024865i,0.0014053-0.0057417i,0.00017935-0.0070917i,0.00049465-0.0039877i,0.0019589+0.00042365i,0.0029548+0.00046879i,0.00083219-0.0021914i,-0.00082242-0.0028924i,-0.00090798-0.0020265i,-0.0022753-0.0011625i,-0.003062+0.00052621i,-0.0027713+0.0022744i,-0.0019113+0.0032936i,-0.00046689+0.0033076i,0.0003284+0.0018761i,0.00099809-0.00065961i,0.00088755-0.0016208i,0.0010068-0.0011967i,0.0017898-0.0012127i,0.0012157-0.0011105i,-0.00017756-0.00055117i
0.00020433+0.00091784i,-0.001009+0.00017098i,-0.0025573-0.00081533i,-0.0036848-0.0024125i,-0.0039181-0.0047037i,-0.0036113-0.0033328i,-0.0028958+0.00081408i,-0.00095599+0.0025008i,0.0010298+0.0017023i,0.001405+0.00089281i,0.0015804+0.00091513i,0.0011+0.00053514i,-0.00091449+0.0010789i,-0.002645+0.002454i,-0.0035985+0.0024885i,-0.0029318+0.001976i,-0.0010378+0.0013895i,-0.00011651+0.00039465i,0.00011189+0.00039604i,0.00062807+0.0010284i,0.0015534+0.00074442i,0.0024806-0.00045897i,0.0027288-0.0010066i
0.0069966-0.00035801i,0.0081387+0.00040883i,0.0068482-0.0026686i,0.0038216-0.0048192i,0.001197-0.0035639i,-0.001421-0.0019649i,-0.0037556-0.00058039i,-0.0039132+0.00065417i,-0.0029522+0.0020273i,-0.0028365+0.0020621i,-0.002889+0.0010457i,-0.0021428-0.00031696i,-0.0015052-0.0011868i,-0.00094952-0.0016956i,-0.00026538-0.0015027i,-0.00091035-0.00039481i,-0.0019568+0.00067077i,-0.0023234+0.0012947i,-0.0015073+0.0013837i,-0.00021617+0.00075935i,0.00020429-0.00023502i,0.00069242-0.00098599i,0.0010964-0.0010841i
0.0027955-0.0017577i,0.000897-0.0026508i,-0.00099144-0.0036611i,-0.0019568-0.0022195i,-0.0011587+0.00018524i,0.00063347+0.00087213i,-0.0004284-2.5438e-05i,-0.0019351+0.00069861i,-0.00046184+0.0010326i,0.00070146-0.00092627i,0.00082474-0.0018628i,0.0025944-0.00088328i,0.0041907-0.00050169i,0.003202-0.0011609i,0.001591-0.00090685i,0.00096892-0.00068448i,0.00049899-0.00018732i,0.00042176+0.00080591i,0.00032923+0.00024408i,-0.00024204-0.0011086i,-0.001692-0.001816i,-0.0019152-0.0013687i,-0.00076767-0.00025217i
-0.0010404+0.0034061i,0.0013246+0.0016238i,0.0019619-0.00014253i,-0.00024983+0.00087341i,-0.0015122+0.0036637i,0.00094497+0.0040265i,0.0042031+0.00015359i,0.0037023-0.0026656i,0.0012405-0.00162i,0.00088294-0.00060622i,0.0013618-0.00040424i,0.0013973+0.0010162i,0.0012479+0.0015785i,0.0003723+0.00050216i,0.00018011-0.00060464i,0.00070573-0.0011471i,0.00099031-0.0014531i,0.00088176-0.0017597i,0.00070721-0.001247i,-9.1518e-05-0.00043634i,-0.00069301-0.0014613i,-0.0005419-0.0015715i,-0.0011351-0.00078088i
-0.0046459-0.0022943i,-0.0059547-0.0021265i,-0.0062474-0.0018743i,-0.0052252-0.0023504i,-0.004171-0.0021793i,-0.0020821+0.00099397i,0.0019499+0.0037652i,0.0030046+0.0022985i,0.0010131+0.00042496i,0.0001178-0.00064726i,0.00032362-0.001149i,-0.00026684-0.0013349i,-0.00080445-0.0010799i,-0.0010302-0.00092192i,-0.00076596-0.00045474i,-0.00011562+0.00030854i,0.00088826+0.00072439i,0.0012791+0.00079089i,0.00087467+0.00079139i,-0.00028863+0.00097471i,-0.001553+0.0007949i,-0.0018834+7.8436e-06i,-0.0013154-0.0013945i
0.0049448-0.0035191i,0.005231-0.0053499i,0.0026854-0.0081765i,-0.0009368-0.0088345i,-0.0046226-0.0073942i,-0.0049305-0.0028025i,-0.0013616+0.001994i,0.0016783+0.0017991i,0.0010893-0.0013174i,-0.00029155-0.0024439i,0.00039127-0.0018471i,0.00079497-0.0018827i,-0.00071648-0.00086977i,-0.0019892+0.0012298i,-0.0020401+0.001664i,-0.0015586+8.6613e-05i,-0.001676-0.0010981i,-0.0015605-0.0014269i,-0.0013427-8.0969e-05i,-0.0011339+0.0021509i,0.00048906+0.0028572i,0.001225+0.001551i,0.00094607+0.00015621i
-0.00064046-0.0006412i,-0.0019416-0.00089679i,-0.0026217-0.0010834i,-0.00026661-0.0021789i,0.0019278-0.0033457i,-7.4614e-05-0.0034516i,-0.0029426-0.00081189i,-0.0015974+0.001266i,0.00030439+0.00082309i,-0.00017774+0.00015439i,-0.00082481+0.00084136i,-0.0002847+0.00078288i,1.8501e-05-0.00047035i,-0.00054895-0.0013947i,-0.00089221-0.00087441i,-0.0011613-0.00012023i,-0.0013942-0.00011434i,-0.0013857+0.0002186i,-0.00062952+0.00066706i,0.00045445-9.4794e-05i,0.00083001-0.001401i,-0.0005294-0.0017734i,-0.00045248-0.00099802i
0.0011749-0.0024711i,0.0020089-0.0031798i,0.0036605-0.0035116i,0.003301-0.0035006i,0.0022028-0.0034081i,0.0014535-0.0039765i,-0.00072783-0.0039796i,-0.0023409-0.00095107i,-0.0019336+0.00088917i,-0.0014022+0.0001196i,-0.0020445-0.00030849i,-0.0021729+3.8021e-05i,-0.0011997+0.00034244i,-0.0011742+0.0012698i,-0.0008745+0.0017972i,0.00060459+0.00064392i,0.0010773-0.00041006i,0.00039494-0.0004398i,-0.00035464-0.0014518i,-0.00047795-0.0025447i,-0.00043107-0.0023279i,-0.00028844-0.0021344i,-0.00011503-0.00091705i
0.0056049-0.0017484i,0.0057343-0.00093079i,0.0027821-0.0013651i,-0.00074282+0.00072226i,-0.0014611+0.0031759i,0.0001616+0.0026189i,0.0012058-0.00051895i,2.6305e-05-0.0027018i,-0.00097924-0.0013767i,-0.00044762+5.2671e-05i,-0.00095758-0.00024043i,-0.0014817+0.00054806i,-0.00013772+0.0017832i,0.0012268+0.0017965i,0.00045037+0.0013783i,-0.0010547+0.00073847i,-0.0009511-0.00011832i,0.00034894-0.00061499i,0.0015838-0.00043677i,0.0012566-0.00061485i,0.0010871-0.0020568i,0.0013387-0.0029162i,0.00086637-0.0020417i
-0.0012365+0.0072754i,0.00065648+0.007915i,0.0029291+0.0045393i,0.0025751+0.0018023i,0.0016696+0.0024416i,0.0025557+0.0034187i,0.0028583+0.0028645i,0.001704+0.00040843i,0.00051887-0.00088834i,0.00032793-0.0010882i,0.00073726-0.001884i,0.00095985-0.0021142i,0.00027303-0.0012781i,-0.00096771-0.0011497i,-0.00075485-0.00076538i,5.8332e-05+0.00091357i,0.00078682+0.00145i,0.0015038+0.00075326i,0.0010959+0.0010269i,-0.00039909+0.0014385i,-0.0017277+0.0011312i,-0.0021791+0.00065421i,-0.002304-4.9151e-05i
-0.0061816-0.0046272i,-0.008537-0.0049283i,-0.0083885-0.00096692i,-0.0067661-2.9936e-05i,-0.0050397-0.00051252i,-0.0029713+0.0012215i,0.00048835+0.0040579i,0.0025722+0.0034308i,0.0020288+0.00044556i,0.0020534-0.00067002i,0.0035005-0.00018072i,0.0040055-0.00019692i,0.0024811+1.5487e-06i,0.00037201+0.00021037i,-0.00053641+0.00020712i,-0.0014326-0.00046872i,-0.0022063-0.0013979i,-0.0021233-0.0016878i,-0.0020778-0.0010298i,-0.0022961+0.00018028i,-0.0019551+0.00056813i,-0.0013009+0.00042538i,-0.0010992-0.00035623i
0.0084564-0.00050742i,0.0079259-0.0039141i,0.0048627-0.00668i,0.0010818-0.008014i,-0.0024915-0.00702i,-0.0055863-0.0031712i,-0.005554+0.0023107i,-0.0019205+0.0050727i,0.0017791+0.0032298i,0.0022047+0.00083106i,0.00085137+0.0017055i,0.00095912+0.0026285i,0.00081225+0.0010787i,-0.00096691-0.00032773i,-0.0015275-0.00064805i,-0.0001535-0.00015048i,0.00061198+0.00022392i,-7.7371e-05+0.00051412i,-0.0010092+0.00069506i,-0.0017184+0.00065319i,-0.0018032-0.00020592i,-0.00060482-0.00072705i,0.00048413-0.00048571i
0.0016837+0.0012829i,0.0017464-0.0012475i,-9.0965e-05-0.0039035i,-0.00049928-0.0041532i,0.00024786-0.0028988i,-0.00021472-0.0032481i,-0.0026232-0.0032908i,-0.0043367-0.00066439i,-0.0028814+0.0013279i,-0.00087033+0.0012059i,-0.00074746+0.00085451i,-0.0018014+0.00031698i,-0.002456+0.00022937i,-0.0021464+0.00068397i,-0.001694+0.00081339i,-0.0010069+0.00047523i,-0.00024598-0.00075256i,-7.7309e-05-0.0014878i,-0.00022747-0.0012372i,0.00042617-0.0010294i,0.00090796-0.00076464i,0.00067754-0.00013825i,-0.00083946+0.00045606i
-0.0045895+0.00056232i,-0.004224+0.0022994i,-0.0012189+0.0014784i,0.00065931-0.0007455i,0.0011451-0.0014375i,0.0031816-0.0027637i,0.0039343-0.005599i,0.00075618-0.0049335i,-0.0014567-0.0017849i,-0.000995-0.00027331i,-0.00022065-0.00027919i,0.0001557-0.0010719i,-5.7337e-05-0.0014618i,-0.0011992-0.0011437i,-0.0012046-0.00088794i,-0.00051734-0.00013258i,-0.00080462+0.00069165i,-0.00022816+0.001082i,9.4849e-05+0.0013289i,0.00033477+0.00054007i,0.00088374-0.0012294i,0.00055213-0.002259i,3.6756e-05-0.0019304i
0.0047635-0.007863i,0.0033626-0.0078235i,-0.00018498-0.004589i,-0.0012802-0.001027i,5.7519e-05+0.00066297i,0.0023766+0.0024022i,0.0061059+0.0028824i,0.0067626-0.00033097i,0.0028429-0.0023011i,0.00037884-0.0012094i,3.4909e-05-0.0010405i,-0.00038513-0.0020098i,-0.00061371-0.0014643i,-0.00016941-0.00095251i,0.00047182-0.00081173i,0.00017842-0.00090559i,0.00019209-0.00022395i,0.0010747+0.00038154i,0.0017994-0.00056059i,0.0016582-0.0013747i,0.00067373-0.001362i,-6.1938e-05-0.00055538i,-0.00016398+0.00027469i
0.0033468+0.0055553i,0.0028924+0.0068411i,0.000602+0.0048167i,-0.0014152+0.002042i,-0.0024311+0.0013501i,-0.0019196+0.0031121i,0.0009416+0.0053817i,0.0036536+0.0040849i,0.0033813+0.00017725i,0.0018956-0.0014576i,0.0017541-0.00097539i,0.0023812-0.0003344i,0.0026407+0.00046621i,0.0019667+0.00063851i,0.00073251+0.0011011i,-0.00033041+0.0010544i,-0.00027404-0.00062216i,0.00012023-0.0020545i,0.00014634-0.0022497i,-0.0004604-0.0015537i,-0.0018053-0.00046742i,-0.0019468+0.00018773i,-5.8598e-05-0.00026278i
-0.0053181-0.0017046i,-0.0063322-0.0018702i,-0.0048052-0.0018071i,-0.0034654-0.0022238i,-0.004375-0.0018003i,-0.0067569+0.00027425i,-0.0072831+0.0023254i,-0.0036368+0.0036148i,0.0010441+0.0027366i,0.0023642+0.0013356i,0.0014948+0.0028822i,0.00063646+0.0034327i,-0.00013365+0.0020291i,-0.0014264+0.0010839i,-0.0015315+9.9802e-05i,-0.00010043+5.2358e-05i,0.0012303+0.00018808i,0.0011182+0.0002285i,-0.00021843+0.0010211i,-0.0010703+0.0010395i,-0.0016032+0.00068796i,-0.0020914+0.00028802i,-0.0016562-0.00012584i
-0.0025517-0.0026832i,-0.00077899-0.002712i,-0.0013334-0.0024584i,-0.0018554-0.001568i,-0.0011178-0.0010569i,-0.00097518-0.0032593i,-0.003035-0.0048731i,-0.0046873-0.0027874i,-0.0037976-0.0001637i,-0.0023775+0.0013692i,-0.0021044+0.0025203i,-0.0013835+0.002333i,-0.00079246+0.0005559i,-0.00060291-0.00062247i,-8.2064e-05+0.00038527i,-0.00041452+0.0011737i,-0.0004969+0.00045719i,-0.00069298-0.00050779i,-0.001525-1.1063e-05i,-0.00026296+0.00024938i,0.00068238-0.0001014i,-0.00011598+0.00012326i,-0.00038298+0.00041345i
0.00070675-0.0035481i,0.00017681-0.0036784i,-0.0024091-0.0033139i,-0.0017934-0.0015393i,0.0025631-0.00055581i,0.0056433-0.0025211i,0.0047818-0.005027i,0.00056908-0.0052317i,-0.0017454-0.0024048i,-0.0021381-0.00038345i,-0.0022961-0.0010134i,-0.0011578-0.0018i,-0.00037681-0.0021123i,-0.00051277-0.0024106i,0.00024748-0.0017258i,0.00042036-5.4015e-05i,-0.00034359+0.0010313i,-0.00071518+0.0013184i,-0.0014849+0.0010587i,-0.0013297-0.00033174i,-0.00044998-0.0015375i,-0.00030308-0.002007i,-8.1404e-05-0.0015744i
