-0.0016403+0.0013889i,-0.0001578+0.00047597i,-0.00083651+0.00067985i,-0.001338+0.00074641i,-0.0010952+0.0016135i,-0.0013983+0.0024903i,-0.00092054+0.0028478i,0.00030577+0.0025588i,0.0013946+0.0011876i,0.0010598+0.00038948i,0.00023403-0.00037568i,-0.00060872-0.00080545i,-0.0007215-0.00023437i,-0.00052425-0.00064621i,-0.00057848-0.00071426i,-0.00034152-0.00035008i,0.00039295-9.4651e-05i,0.00091328+0.0003545i,0.00077576+0.00034648i,0.0005023-0.00011513i,0.00057966-0.00027914i,0.00047605+0.00028738i,0.00012097+0.00023933i
0.00036017-0.00085387i,0.00076447-0.0024118i,0.0010049-0.0042165i,0.002021-0.0045684i,0.0035946-0.0034828i,0.0036638-0.0014894i,0.0017721-0.00027744i,0.00046935-0.00078367i,0.00078109-0.0010031i,0.0011326-0.00033802i,0.0010954+0.00071445i,0.00099828+0.0025706i,0.00080262+0.0033055i,0.00076285+0.0020608i,0.00097031+0.0012083i,0.00051826+0.00085681i,0.00034205+0.00058944i,-0.00058584+7.3557e-05i,-0.0016378-0.00032167i,-0.0017353-0.00018603i,-0.0012727-0.00038834i,-0.0010189-0.00060294i,-0.00094928-4.5193e-05i
0.00072535-0.002002i,0.0020488-0.0033471i,0.0028738-0.003195i,0.0030154-0.001519i,0.0028379-9.2929e-05i,0.0016478+0.00017901i,0.0015692-0.00063664i,0.0018921-0.0020002i,0.00073349-0.0023058i,-0.00073349-0.00081459i,-0.0005521+0.00070573i,-0.00043826+0.00078461i,-0.001066-0.00074476i,-0.00068939-0.0019263i,0.00063078-0.0017101i,0.0008641-0.0013213i,0.00012932-0.0012807i,-0.00053308-0.001675i,-0.00092145-0.0022953i,-0.00061496-0.0013122i,0.00022598+0.00018675i,5.6586e-06+0.001092i,-5.3305e-05+0.00077723i
-0.00038573+0.00041693i,-3.6846e-05+0.0017435i,0.0011746+0.0023047i,0.0018307+0.0014164i,0.0024698-3.4322e-05i,0.0022238-0.00080282i,0.0013716-0.00095819i,0.0013809-0.0010995i,0.00073542+4.2592e-05i,0.00054807+0.00098605i,0.001164+0.001058i,0.0015891+0.00043343i,0.0013933-0.00018714i,0.0015645+0.00044153i,0.0013475+0.00056599i,0.00064083-0.0005374i,0.00097804-0.0014036i,0.0018047-0.00094989i,0.001671-0.00014713i,0.00053361+0.00030001i,-0.00014919-0.00036187i,-0.00045031-0.00099432i,-0.00053117-0.00031863i
0.00039991-0.0012896i,0.0017146-0.0025718i,0.0028077-0.0023367i,0.0037096-0.0018658i,0.0038183-0.0023474i,0.0025169-0.0025912i,0.0012928-0.0014819i,7.6076e-05-0.00058528i,-0.00097609-0.00046969i,-0.000421-0.00054535i,0.00041488-0.00064255i,6.6827e-05-0.00062259i,-0.00022324+0.00039742i,-0.00056766+0.001375i,-0.0007308+0.0011108i,-0.00054456+0.0014193i,2.8508e-05+0.0020016i,0.00012912+0.0019842i,2.0503e-05+0.0014588i,0.00037075+0.00025219i,0.00033072-0.00033839i,0.0010616+0.00015859i,0.0013019+0.0001292i
-0.00013359-0.00047724i,0.0014428-8.3286e-05i,0.0024222+0.00053249i,0.0027746+0.00071279i,0.0025083-0.00021094i,0.0019279-0.00056151i,0.0016727+0.00053454i,0.00084151+0.00043853i,-0.00069977-0.00021454i,-0.00088112+0.0012843i,0.00052122+0.0022302i,0.00068932+0.0018123i,-2.3364e-05+0.0010599i,-0.00073102+0.00022153i,-0.00010212-7.0834e-05i,0.00022644-6.368e-05i,-0.0010081+0.00015457i,-0.0013619+3.6683e-05i,-0.00088922+6.4423e-05i,-0.00086588-9.8944e-05i,-0.00076098-0.0004782i,0.00011842-0.00032286i,0.0010472+0.00023484i
0.0015388+0.0022858i,0.0024756+0.0031464i,0.0041144+0.0027107i,0.0050433+0.0010133i,0.0045358-0.00070446i,0.0032356-0.0013786i,0.0019641-0.0013506i,0.001217-0.0010853i,0.00013799-0.0012747i,-0.00088433-0.0019387i,-0.0018082-0.0022156i,-0.0019422-0.0018736i,-0.00090079-0.0013227i,-8.3463e-05-0.0014534i,0.00027173-0.0010263i,0.00026792+0.00087053i,0.00095576+0.0009244i,0.00091646-0.00019826i,-0.00049459-0.00067599i,-0.0005575-0.00012142i,0.00027035+0.00037732i,0.00053163+6.0558e-05i,0.00019397+3.2149e-05i
-0.0027087+0.00019875i,-0.002636+0.00030845i,-0.0012432-0.00027325i,0.00084799-4.0543e-05i,0.0023943-0.00017693i,0.0017636-0.00018213i,0.001034-0.00033473i,0.001271-0.0013501i,0.00072166-0.0019477i,-5.6054e-05-0.00044055i,-0.0006807+0.00025712i,-0.00032812-0.00019865i,0.00080975-0.00016169i,0.00097738-0.00014136i,-8.4835e-05+0.0003902i,-0.00037-0.00010356i,0.00039214-0.0010836i,0.0010086-0.00059029i,0.00061954+0.00043722i,0.00044749+0.0007826i,0.0010667+0.00037802i,0.0011191-0.00049341i,0.00096725-0.00090572i
-0.003544-0.00025156i,-0.0023665+0.00091075i,-0.000599+0.002211i,0.001667+0.0019037i,0.0023848+0.0007491i,0.0019114+6.9084e-05i,0.0016945-0.00021171i,0.0016514-0.00028215i,0.0012925-0.00037171i,0.00044743-0.00017496i,-3.6371e-05+0.00075286i,0.00018175+0.0012863i,-0.00016637+0.00067064i,-0.0009279+3.6581e-05i,-0.00084514-0.00040652i,-0.00017889-0.00038686i,0.00059798+0.00013432i,0.00047822+0.00076126i,0.00016001+0.0011561i,0.00054655+0.00064401i,0.0010589+0.00046292i,0.00047558+9.0736e-06i,0.00013678-0.0010499i
0.00059738-0.003117i,0.0018071-0.0034095i,0.0026898-0.0034376i,0.0034204-0.0025328i,0.0039548-0.0011866i,0.0031001-0.00037874i,0.0017598+3.1823e-05i,0.0012889-0.0010769i,0.00082737-0.0015599i,5.0364e-05-0.00029607i,-0.00024615+0.00088294i,-0.00064909+0.000774i,-0.00049185+0.00026595i,0.00011254-0.00012614i,-1.344e-05-0.00051995i,-0.00020002-0.00025615i,0.00050502-1.0422e-05i,0.00029258-0.00029391i,-0.00036629-0.0012499i,-0.00083607-0.00090031i,-0.00085609-0.00010864i,-0.00037078-0.00072296i,1.4819e-06-2.2458e-05i
0.00055479+0.00026239i,0.0021314+0.0015073i,0.0022777+0.0018031i,0.0031632+0.0016967i,0.0032065+0.0012616i,0.0025696+0.00084639i,0.0014886+0.00056164i,0.00090863+8.0533e-05i,0.00019634-0.0010722i,-0.00028025-0.0012509i,0.00024511-0.0014855i,0.0011974-0.0016197i,0.0017007-0.00040166i,0.00095692+0.00029528i,-0.00045547+0.00052689i,-0.00086306+0.0011134i,0.00012116+0.0010079i,0.0010598+0.000162i,0.001478-0.00018776i,0.0010368-0.00080051i,0.00065934-0.001338i,0.00049568-0.00074373i,0.00014201-2.5671e-05i
-0.00021399-0.00054301i,-0.0012339+0.00072839i,-0.0031215-8.53e-05i,-0.0012116-0.00058756i,0.0011828-9.2338e-06i,0.001845-0.00055018i,0.0019113-0.0015712i,0.0016193-0.0019864i,-0.0001186-0.0014517i,-0.0012355-0.00028313i,-0.00024185+0.0014448i,0.00020278+0.001822i,-4.8491e-05+0.00075419i,0.00065105+0.00062487i,0.0017075+0.00043329i,0.0015488+3.6913e-05i,0.00077792-0.00012557i,0.00058591+0.00053305i,-0.00077104+0.0010803i,-0.0017303+0.00096222i,-0.0011553+0.00076411i,-0.00038965+0.00066149i,0.00039531+0.00070576i
0.00033191+0.00065137i,4.0793e-05+0.00045577i,0.00090267+0.00023452i,0.0030019-0.0003009i,0.0033272-0.001021i,0.0017099-0.00055773i,0.00026711+0.00030521i,0.0010108+0.000194i,0.00060901-0.00044473i,-0.0011188-0.0002457i,-0.00080751+0.00051647i,-0.00024274+0.00012414i,-0.0012026-0.00048031i,-0.0015629-0.00056048i,-0.0011219-0.00047641i,-0.00074706-0.0010867i,5.7906e-06-0.0013221i,0.0002111-0.00026201i,1.0722e-05+0.00079272i,0.00026667+0.00085361i,0.00074967-9.9538e-07i,0.00075302-0.00030715i,0.00050793-0.00040852i
0.00011+0.0017389i,0.00058515+0.0018561i,0.0017415+0.0020917i,0.0022187+0.00148i,0.0027018+0.00068836i,0.0021714+0.0003008i,0.001537+5.1649e-05i,0.0010786-7.4783e-05i,0.00046205-0.00051695i,-0.00049316-0.00053348i,-0.00063576+2.5466e-05i,0.00010034+0.00012215i,-0.00026462+0.00070745i,-0.00034886+0.0011587i,-7.6525e-05+0.0013855i,-8.8089e-05+0.0010434i,0.00016245-0.00052006i,0.00078948-0.0012174i,0.0011555-0.00080991i,0.00028015-0.00066646i,-6.4874e-05-0.0010486i,0.0001055-0.00056205i,-0.00030358-0.00037245i
-0.00011873-0.0014263i,6.2616e-05-0.0025938i,0.0020957-0.0039549i,0.0036003-0.0037083i,0.0026495-0.0026458i,0.0016903-0.00092768i,0.0016217-0.00039282i,0.0018695-0.0019272i,0.001611-0.0024428i,2.5583e-05-0.0011215i,-0.00030477-5.862e-05i,0.00033214+0.00052626i,0.00033631+0.00081822i,-0.00015894+8.8206e-05i,8.5652e-06-0.00096914i,0.00014902-0.00066212i,4.7409e-05+7.656e-05i,0.00039246-0.00038523i,0.00021388-0.00038025i,0.00061528-0.00028548i,0.00096321-0.00048956i,8.1295e-05-0.00045261i,-0.00015373+0.00025717i
-0.0010218-0.0010955i,0.00015216-0.00061562i,0.0021988+0.00019393i,0.0035219+0.00019604i,0.001983-0.00055825i,-0.00075049-0.0010034i,-0.00033637-7.8949e-06i,0.00074379+0.00059297i,0.00014872-3.1156e-08i,-1.8548e-05-3.6213e-05i,0.00047777+0.0010454i,0.00040997+0.0011263i,0.00074145+0.00035507i,0.00076259+0.00087955i,0.00056596+0.0011208i,0.0006171+0.00028078i,0.0005461-7.8185e-05i,5.1827e-05-4.1848e-05i,-0.00079962+0.00022256i,-0.0005957+0.00077502i,-0.00014943+0.0007968i,-0.00052644+0.00052833i,-0.00012349+0.00041518i
0.0016444-0.00098669i,0.0020707-0.0029797i,0.0019101-0.0025663i,0.0024448-0.0015814i,0.0039659-0.00094244i,0.0033745-0.0010733i,0.0015726-0.00066065i,0.00083132-0.00075885i,0.00027582-0.0016788i,-0.00069243-0.0014604i,-0.00054824-0.000637i,-0.00017338-0.00035533i,-0.00030936-8.3456e-05i,0.0001751+0.00033907i,0.00080975-0.00013784i,0.00025101-0.00037691i,-0.00012909-0.00011871i,0.00028922-0.00025675i,0.00032986+0.00018657i,0.00017747+0.00044948i,0.00070303+0.00034246i,0.0005447+0.00057016i,-0.00056727+0.00041883i
0.0024381+0.0011705i,0.0046982+0.0016814i,0.0052065-0.00093385i,0.0042502-0.0014497i,0.0021914+0.00065464i,0.00085329+0.0017725i,0.0011192+0.0016678i,0.00084654+0.00069707i,-0.00069498-0.00029051i,-0.0012669+0.00084764i,-0.00045755+0.0023311i,-0.0003511+0.0018386i,-0.00038926+0.0014264i,-0.00018685+0.0012285i,-0.0001855+0.00073623i,0.0002765+0.00012432i,0.00070811-0.0004351i,0.0012085-0.00019094i,0.0016023+0.00020919i,0.0014219-0.00049871i,0.0005361-0.00060541i,-0.00023012-0.00022575i,-7.4454e-05+8.8549e-05i
-0.001597+0.0022868i,-0.0016648+0.005331i,-0.00068193+0.0054921i,0.00094554+0.0030644i,0.0016722+0.00057285i,0.0023533+0.00053542i,0.0029526+1.1735e-05i,0.0023382-0.0007483i,0.00070726-0.0008686i,-0.00068995+6.204e-05i,-0.00085189+0.00063755i,8.1296e-05+0.00017616i,0.00042422+0.00045514i,0.00010324+0.00076985i,0.00015354+0.00087459i,0.00024676+0.00068738i,0.00062743+0.00056879i,0.0001824+0.0012271i,-0.00050891+0.0018267i,0.00052043+0.00148i,0.0015481+0.00034165i,0.001072-0.00093934i,0.00011644-0.00059872i
0.0037691-0.0093815i,-0.0026697-0.012646i,-0.0087706-0.017131i,-0.0094724-0.015718i,-0.0084465-0.010516i,-0.006769-0.0024726i,-0.0027541+0.00032955i,-5.9592e-05-0.0022705i,-0.00062023-0.0045799i,-0.0031629-0.0036556i,-0.0023663+0.0003144i,0.00079708+0.002202i,0.0020313+0.0027312i,0.0030909+0.0023296i,0.0041013+0.00077255i,0.003283-0.00095728i,0.0019112-0.0018174i,0.00033958-0.0013332i,-0.00055448-0.00065897i,-0.00026441-0.00099142i,0.00015323-0.001382i,0.00039285-0.00055798i,0.00037054+0.0002381i
0.00018701-0.00072875i,0.0016032-0.00074394i,0.0032688+0.0012238i,0.0039913+0.002383i,0.0035951+0.0021525i,0.0024589+0.0011054i,0.00084213+0.00027659i,-0.00023153-5.4577e-05i,-0.0011303+0.00027633i,-0.00054322+4.2959e-05i,0.00085721-0.00033311i,0.00095881+0.00025204i,0.00015965+0.0011677i,-0.00038777+0.00075811i,-0.00054784-0.00050611i,-0.001037-0.0010824i,-0.00059842-0.0011195i,0.00083495-0.00061892i,0.0011568-9.1974e-05i,0.00080487-3.3463e-05i,0.00084124+0.00023254i,0.00081671-0.00015861i,0.0007352-0.00096527i
0.0015587+0.0011331i,0.0016224+0.0031337i,0.002484+0.0035308i,0.0037743+0.0016221i,0.0047663-0.00051742i,0.0041866-0.0013016i,0.0018788-0.0012617i,0.00059032-0.0014263i,0.00010137-0.0014193i,0.00026865-0.00069725i,0.00024375+0.00071063i,-0.00046912+0.0010621i,-0.00034295+0.00060667i,0.00032205+0.00051788i,0.0007278+0.0007836i,0.00060567+0.0011414i,0.00074411+0.00065757i,0.001091+3.6073e-05i,0.00052933+0.00067376i,-0.00029189+0.00067102i,0.00015179+0.00040704i,0.0011517+0.0011821i,0.00076141+0.0010005i
-0.0036887+0.0033345i,-0.0017677+0.0032388i,0.0011999+0.0039215i,0.0024246+0.0026523i,0.0021921-0.00025329i,0.0018736-0.00090994i,0.00093636+1.6601e-05i,0.00031202+0.00069818i,0.00020266+0.0016155i,0.00019546+0.0017646i,0.00020513+0.00039681i,-0.00025107-0.00083459i,-0.00088117-0.00048033i,-0.00098203-0.00064379i,-0.0011845-0.00099867i,-0.00089733-0.0005616i,0.00077541+1.771e-05i,0.0010291+0.000536i,6.3311e-05-3.4161e-05i,0.0004826-0.0010128i,0.00066294-0.00080045i,0.0005634-8.781e-05i,-0.00013976+0.00019997i
-0.0028284+0.0015606i,-0.0017245+0.0029852i,-2.7757e-06+0.0051975i,0.0017441+0.0052365i,0.002187+0.0033154i,0.0020233+0.0012538i,0.0024274-0.00058719i,0.0020759-0.00070332i,0.0011354+0.00047749i,0.00015416+0.00086835i,-0.0010487+0.00038292i,-0.0011461-7.6919e-05i,-0.00046969+0.00066283i,-7.7043e-05+0.0018125i,-3.2808e-05+0.0015928i,6.8691e-05+0.0010641i,0.00056769+0.00063332i,0.0010785+0.0003804i,0.00083045+0.00058992i,0.00087808+0.00036387i,0.0006378-0.00011432i,0.00010149-0.00078311i,-0.00020987-0.00084862i
-0.0014044-0.0027774i,-0.0015177-0.001327i,-0.0018293+0.00063499i,-0.00028465+0.0019489i,0.0011096+0.0021118i,0.0011316+0.00089432i,0.00033683-0.00058695i,-0.0010094-0.001655i,-0.0011724-0.0019555i,-0.00066361-0.001232i,-5.5069e-05+4.7916e-05i,0.00042886+0.00018194i,0.00061822-0.00087447i,-0.00010465-0.0010568i,-0.00052335-0.00083116i,-4.2676e-06-0.00076372i,0.00046554-0.00085591i,0.00081429-0.00063526i,0.00057434+0.000259i,-0.00018763+0.00076737i,-0.00027841+9.8561e-05i,-0.00065978-0.0004679i,-0.00078071-0.00018934i
4.0485e-05-0.00043109i,0.00071312-0.0010636i,0.0014104-0.0012054i,0.0025099-0.00077734i,0.0024784+0.00038736i,0.0018457+0.0015923i,0.0019191+0.0017352i,0.0023985+0.0011568i,0.0017604+0.0010827i,0.00048871+0.0012224i,-0.0001938+0.00088175i,0.00020639+0.00036161i,0.00058034+0.0007426i,0.00041554+0.00072556i,0.00026729+0.00022434i,0.00027853-0.00020884i,0.00012591-0.0005201i,-0.00051863-0.00080966i,-0.0012942-0.00076453i,-0.00075109-0.00060241i,-0.00023664-0.00031415i,-0.0005003-5.2118e-05i,-0.00013147+0.00012546i
-0.0028644-0.0010291i,-0.0021043+0.00022615i,-0.0013358+0.0021676i,0.00022185+0.0025721i,0.0018278+0.0016063i,0.0019919+0.00015403i,0.0013736-0.00086555i,0.0011193-0.00091695i,0.00013648-0.00068174i,-0.00044255-0.00053035i,-0.0004988+0.00023324i,-0.00050255+0.00075441i,-3.1527e-05+0.00051277i,0.00096431+9.7133e-05i,0.00082539-0.00044105i,-0.00011927-0.00059167i,-3.7323e-05-0.00018833i,-1.4786e-05+0.00023958i,-0.0001368+0.00044909i,0.00050876-7.214e-05i,0.00059603-0.00055606i,0.00018846-0.00019962i,-0.00059484+0.00056539i
0.002024+0.0018461i,0.0035268+0.00011912i,0.0046605-0.0014156i,0.005281-0.001847i,0.004361-0.0018557i,0.0026805-0.0020501i,0.001506-0.0017224i,0.0012403-0.00066545i,0.0014617-2.1282e-05i,0.0016076+0.00079326i,0.00090077+0.0015639i,-0.00039901+0.0020675i,-0.0013134+0.0023357i,-0.0015993+0.0017458i,-0.00093666+0.0010905i,-0.00037213+0.00091246i,9.8296e-06+0.00065213i,0.00023639-4.5915e-05i,0.00058622-0.00056918i,0.0011774-0.00038739i,0.0010587+8.7609e-05i,0.00023654+0.00038274i,0.00010286+0.00048382i
-0.0021789+0.00083857i,-0.00086818+0.0026194i,0.0013948+0.0043926i,0.0039202+0.00424i,0.004767+0.0023075i,0.0038738+0.00038003i,0.0027876+9.4878e-05i,0.0018409-0.00078712i,0.00064506-0.00095374i,-0.000301-0.00040753i,4.0983e-05-0.00032576i,0.00024011+0.00015617i,-0.00054319-0.00016948i,-0.00078656-0.00063911i,-0.0010532-0.0006262i,-0.001348-0.00071596i,-0.0010023-0.0010377i,2.8776e-05-0.0013157i,0.00043377-0.0012912i,-0.00025556-0.00045252i,-0.00047768+0.00021384i,0.00037745+0.00050396i,0.00055289+0.00049992i
0.0016048-0.00084879i,0.0014021-0.0019803i,0.0012497-0.0028961i,0.00073808-0.0022737i,0.00017045-0.0016423i,0.00074614-0.0014493i,0.0014063-0.00126i,0.0010994-0.00097439i,0.00047725-0.00057742i,0.00031831+0.00059923i,-0.00028372+0.0017673i,-0.00072736+0.0017683i,0.00015849+0.00087056i,0.0010357+0.0006756i,0.0002014+0.00056016i,0.000142-0.00012429i,0.0013795-2.7931e-05i,0.0017463+0.00033145i,0.0014485+0.00076715i,0.0010439+0.00056712i,0.00044653-0.00024791i,-0.00025225-0.00029843i,-0.00055961-0.00010487i
-0.0012051+0.0026298i,-0.00042859+0.0040971i,0.00028314+0.0041822i,0.0016782+0.0026292i,0.0025819+0.0012268i,0.0021594+0.00072156i,0.00085096-0.00034965i,-0.00034875-0.0010553i,-0.00098605-0.00012846i,-0.0012009+0.0011885i,-0.00046815+0.0011783i,-7.4806e-05+0.00039497i,-0.0003623-3.4451e-05i,-0.00013544-0.00019229i,0.00039807-7.7836e-05i,0.00052425-0.00026649i,0.00052722-0.00076004i,0.00073732+5.7169e-05i,0.00038228+0.00058737i,0.00026346+0.00031376i,0.00088104+0.00017405i,0.00065267+0.00017653i,-2.0305e-05+1.8325e-05i
-0.0039872+0.0007027i,-0.0032548+0.0043336i,-0.0014398+0.0071202i,0.0021369+0.0060926i,0.0040085+0.0033801i,0.0033425+0.0012154i,0.0012704-0.00026721i,0.00051774-0.00072975i,0.00062437+0.00010825i,0.00050924-0.00035986i,0.00024084-0.00067871i,-0.00034374+0.0001832i,-0.00057438+0.00043895i,-0.00082798+0.00027495i,-0.0010384+0.00021008i,-0.00089077+0.00010491i,0.0004551+4.7766e-06i,0.00097382+0.00053906i,0.00017118+0.0013078i,3.8773e-05+0.0012313i,-5.2543e-05+0.00020168i,-0.00019836-0.00058998i,-0.00017385-0.0011641i
0.0012625-0.0030344i,0.00068892-0.0039604i,0.0011319-0.0041559i,0.0022306-0.0036813i,0.0025748-0.0033221i,0.0022059-0.0019795i,0.0016572-0.00061535i,0.0014404-0.00037002i,0.0010065-0.00072303i,8.4603e-05-0.00070693i,-0.00022083+4.5807e-05i,0.00025613+0.00075765i,0.00099953+0.00026886i,0.00099202+1.617e-05i,0.00085284+0.000418i,0.00061055+0.00044296i,0.00023266+8.8051e-05i,0.0004972-0.00037444i,-0.00032557-0.00053605i,-0.00063826+0.00015168i,2.1692e-05+0.00036441i,0.00078589-0.0001587i,0.00013305-0.00027142i
-0.00069941+0.0011111i,0.00045074+0.0016146i,0.0030938+0.0022417i,0.0046167+0.0016911i,0.0044271+0.0012276i,0.0030769+0.00078647i,0.0017965-0.0008845i,0.0012509-0.0017429i,0.00055524-0.00083787i,-0.00011058+0.00045806i,-0.00076208+0.0014265i,-0.00052322+0.0010067i,2.4213e-05+0.00019249i,-5.981e-05-0.00018638i,0.00023377-0.00022946i,0.00050198+0.00097956i,0.00033578+0.0013789i,-0.00019507+0.00051711i,-0.00027666+0.00034711i,-9.3724e-05+2.9211e-05i,-0.00075874-0.00051841i,-0.00064543-4.7431e-05i,-0.00055461+0.00011869i
0.001161+0.0013041i,0.00105+0.0017782i,0.001512+0.0021341i,0.002803+0.0012546i,0.0036187-0.00025548i,0.0024286-0.0015287i,0.0012487-0.0018841i,0.0012032-0.0012854i,0.00079725-0.0010366i,-0.00029213-0.00065562i,-0.0014249+0.00015901i,-0.001642-0.00013705i,-0.00088268+0.00055586i,-0.00032625+0.00051574i,0.00025607-0.00058292i,0.00062087-0.00025981i,0.00022894-0.00059069i,-0.00032657-0.0010722i,-0.00053939-0.00043549i,-0.00036185+0.00014808i,0.00015504+0.00012646i,0.00022731+0.00036422i,-0.00010786+0.00034211i
-0.0013229-0.0013106i,-0.0013785-0.0013444i,1.2032e-05-0.00051574i,0.0021073+0.0012037i,0.0026394+0.0021864i,0.0024232+0.0024252i,0.0019853+0.0011869i,0.0013429-0.00037781i,0.00012362-0.00051244i,-0.00088996+7.4374e-05i,-0.00075888+0.00061041i,-0.00033092+0.00072871i,-0.00037429+0.0005123i,-0.00032181+0.00020696i,0.0002121+0.00020491i,0.00047372+0.00034528i,0.0010742-0.00054307i,0.0016855-0.00040323i,0.0010145+0.001388i,-0.00036843+0.0013422i,-0.00038251+4.0809e-05i,0.00056485-2.1001e-05i,0.00064831+0.00022606i
0.0023532-0.0012735i,0.001906-0.00072485i,0.0023733-0.00074247i,0.0027024-0.001719i,0.0020664-0.0012077i,0.00031666-0.00030234i,-0.00029796+0.00023783i,0.00061583+0.00042829i,0.0011569-0.00049109i,0.0010872-0.0011158i,0.00064155-0.000359i,-5.5407e-05+0.00034148i,2.81e-06+3.6721e-06i,0.00013669-0.00045098i,0.00015334-0.00033997i,0.00024633+0.00041268i,0.0004723+0.00034566i,0.0011555-6.9848e-05i,0.0016122+0.00065253i,0.00096777+0.0011239i,0.00070567+0.00051391i,0.0011991-0.00040116i,0.00080568-0.00028203i
0.00038511+0.00048021i,-0.00027915+0.00025457i,-0.0002296-0.00027938i,0.00094759-0.00071424i,0.0015558-0.00055099i,0.001503-0.00086176i,0.00038871-0.00090678i,0.00053171-0.00064775i,0.00080185-0.00074152i,-0.00013741-0.00055717i,-0.00038115+0.00012462i,-9.0586e-05+0.00063409i,-0.00018485+0.00070194i,0.00014659+0.0011325i,0.00064694+0.0015274i,0.00065888+0.00077066i,0.00089987+0.00011841i,0.00046909-0.00016496i,-0.00044018+0.00032131i,-0.0010285+0.00066286i,-0.00084236+0.00036115i,-0.0002823+0.0001408i,0.00016993-0.00049408i
0.0014698+0.00067177i,0.0015891+0.00045776i,0.0023049-0.00075894i,0.0026315-0.001107i,0.0017124-0.0022204i,0.00016862-0.0021159i,0.00050518-0.00066717i,0.0012523-0.00022967i,0.00060413-0.00079331i,-1.7501e-05-0.00081434i,-0.00048908+0.0003074i,-0.00079073+0.00089069i,-0.0002186+0.0010093i,-1.242e-05+0.00073205i,-5.0148e-05+0.00050202i,-0.00043614+9.8348e-05i,-0.00041227-0.00064718i,-7.6078e-05-0.0005737i,-0.00034907-0.00013206i,3.2721e-06+0.00070129i,0.00034367+0.0011838i,-0.000183+0.0012583i,-0.00069666+0.00075561i
0.0014083+0.00027522i,0.0018899-0.0006867i,0.0026572-0.00069863i,0.0033391-0.00049621i,0.0031219-0.00043075i,0.001979+2.0937e-06i,0.0012771+0.00033125i,0.00094025+0.00055297i,0.00038499+0.00024129i,4.2595e-05-0.00049879i,-0.00057549-0.00015905i,-0.0010222+0.00064334i,-0.00011452+0.00068543i,0.00022508+0.00064429i,-0.00030818+0.00057625i,-0.00017924+0.00017936i,0.00047977+0.00050488i,0.00084905+0.001132i,0.00071162+0.0010678i,0.00096878+0.0013043i,0.00065317+0.00084819i,0.00013842-0.00045406i,-0.00014936-0.00076093i
-0.0011512-0.0023703i,-0.0014991-0.0014295i,-0.00081719+0.00023684i,1.4563e-05+0.0010899i,0.00096419+0.00065822i,0.00052199+8.9777e-05i,0.00013434-0.00012669i,0.00074546-0.00045136i,0.0005061-0.00025252i,-0.00056913+0.00077706i,-0.0013059+0.0010028i,-0.00056493-0.00042662i,-6.2348e-05-0.00094477i,-0.00026089-0.00061045i,-0.00039999-0.00043306i,-0.0011311-0.00027195i,-0.0011934-0.00015605i,-0.00028751-0.00064567i,-1.8557e-05-0.00066975i,0.00020422-5.9683e-05i,0.00055466+0.00052794i,0.00042299+0.0008194i,0.00056911+0.00060692i
0.00056349+0.0010203i,0.00010149+0.0012436i,0.00036727+0.0018908i,0.0018949+0.0015633i,0.0027934+0.00092252i,0.0020773+0.00039444i,0.0009818+0.00034746i,0.001057+0.00050874i,0.0011849+0.00031445i,0.00013806+0.00030131i,-0.00027674+0.00056427i,4.55e-05+0.00021077i,5.9645e-05-0.00013847i,0.00018881+0.00023409i,0.00040146+0.00021694i,0.00085522+9.8908e-06i,0.0008384+0.00049429i,0.00062414+0.00072098i,0.0007841+0.00026403i,0.00055453-0.00015441i,0.00045658-0.00094259i,0.00091398-0.00075254i,0.001209-0.00076915i
0.0014583-0.00096751i,0.0020769-0.0017758i,0.0030102-0.0017792i,0.0026676-0.0014859i,0.0015953-0.0017301i,0.00056905-0.0011027i,0.00039506-0.00028657i,0.00089587-0.0007817i,0.00072821-0.001121i,-0.00084959-0.00085019i,-0.001149-0.0010462i,-0.00069644-0.00074652i,-0.00043796+9.0583e-05i,2.915e-05+0.00011103i,9.3899e-05-0.00061911i,0.00029394-0.00084216i,0.0005401-0.00054448i,0.00046816-0.00021026i,-0.00025473-0.00033663i,1.0216e-06-0.00071822i,0.00021664-0.0002529i,-0.00035124+0.00030962i,-0.00069793+0.00053529i
-0.001582+0.00070952i,1.2266e-05+0.0013017i,0.0024186+0.0015732i,0.0041998+0.00086775i,0.0039634+0.00057268i,0.0025434+0.00012954i,0.0022735-2.9179e-05i,0.0023066+0.0002001i,0.0013938+0.00031666i,0.00039347-0.00023222i,-4.6969e-06-0.00061169i,-0.0002109-0.00021643i,-0.00032757+0.00012472i,-0.00076964+0.00060605i,-0.0015217+0.00065333i,-0.001012+0.00023475i,-0.00011265+0.00086076i,-0.0004091+0.0013008i,-0.0012909+0.00088701i,-0.0010967+0.0012239i,-0.00059193+0.00085764i,-0.00096766+0.00019039i,-0.00095371+0.00023167i
