-0.0016403+0.0013889i,-0.0001578+0.00047597i,-0.00083651+0.00067985i,-0.001338+0.00074641i,-0.0010952+0.0016135i,-0.0013983+0.0024903i,-0.00092054+0.0028478i,0.00030577+0.0025588i,0.0013946+0.0011876i,0.0010598+0.00038948i,0.00023403-0.00037568i,-0.00060872-0.00080545i,-0.0007215-0.00023437i,-0.00052425-0.00064621i,-0.00057848-0.00071426i,-0.00034152-0.00035008i,0.00039295-9.4651e-05i,0.00091328+0.0003545i,0.00077576+0.00034648i,0.0005023-0.00011513i,0.00057966-0.00027914i,0.00047605+0.00028738i,0.00012097+0.00023933i
-0.0074244+0.0091766i,-0.014272+0.011488i,-0.0075793+0.010426i,0.014924+0.012128i,0.029943+0.012342i,0.031718+0.0065618i,0.027349+0.0028028i,0.015541+0.0012638i,0.0056939+0.00042167i,0.0034357+0.0010053i,0.0031994+0.0021024i,-0.00028954+0.0031301i,-0.0056495+0.0045413i,-0.0088396+0.0044549i,-0.008354+0.0033852i,-0.007242+0.0049815i,-0.0054009+0.0091783i,-0.0022989+0.0088392i,-0.0025967-0.00069889i,-0.006486-0.010246i,-0.0092814-0.012572i,-0.010402-0.0099712i,-0.0091774-0.0055048i
-0.004226-0.0083023i,-0.0065226-0.023798i,-0.0099109-0.036295i,-0.018874-0.036192i,-0.027031-0.027417i,-0.027225-0.014608i,-0.020425-0.0063546i,-0.0084608-0.0025108i,0.0011027+0.0002238i,0.0038749+0.0025788i,0.0037906+0.0030897i,0.0039235+0.00030949i,0.0034111-0.0026867i,0.0033956-0.00077892i,0.0050601+0.004655i,0.0046319+0.0050332i,-0.00042488+0.00052273i,-0.005842-0.0012367i,-0.0070903+0.0017713i,-0.0059265+0.0039458i,-0.0046449+0.0031796i,-0.0018061+0.00099689i,0.00089875-0.0009954i
0.0085551-0.00051426i,0.024414+0.0072823i,0.039919+0.017376i,0.044781+0.021203i,0.040207+0.01458i,0.035114+0.0063794i,0.029569+0.0035221i,0.017054+0.0017142i,0.0050373-0.00055151i,0.00023891-0.00085872i,-0.00017281+0.00038088i,0.0009221+0.0025558i,0.0039651+0.0048998i,0.0053691+0.0047155i,0.0034133+0.0040689i,0.0037653+0.0028351i,0.006257-0.0022037i,0.0066304-0.0088688i,0.0077066-0.012491i,0.010523-0.013298i,0.011602-0.011729i,0.0096672-0.0070609i,0.0070898-0.0027519i
-0.0045071+0.010299i,-0.014179+0.015091i,-0.025171+0.0116i,-0.027881-0.001482i,-0.023703-0.0080045i,-0.023033-0.0044836i,-0.020299-0.0020873i,-0.010964-0.0022903i,-0.0025278-0.00070045i,0.0021039+0.0010533i,0.0035196+0.0018203i,0.0010936+0.002815i,-0.0034412+0.0036709i,-0.004769+0.001786i,-0.0016267-0.0022485i,0.0016428-0.0049073i,0.0045906-0.0024566i,0.0055068+0.0036727i,0.00097366+0.010886i,-0.004695+0.017202i,-0.0057056+0.018054i,-0.0038227+0.013791i,-0.0024262+0.0098071i
-0.0023584-0.0048953i,-0.0044855-0.010756i,0.0021169-0.010114i,0.012156+0.00099089i,0.016519+0.0057783i,0.020052+0.0033481i,0.01939+0.004791i,0.010259+0.0042728i,0.0011464+0.0017415i,-0.0022512+0.0029709i,-0.0024009+0.0041278i,-0.0026216+0.0020666i,-0.0047711-0.0025278i,-0.0059971-0.0060792i,-0.0056073-0.0061443i,-0.0060256-0.0023839i,-0.0066283+0.0026107i,-0.0047858+0.0039455i,-0.0015015-0.0025453i,-0.00052-0.011197i,-0.0015793-0.013702i,-0.0027776-0.011447i,-0.0030417-0.0080459i
0.0037873-0.0040439i,0.01094-0.0082931i,0.012941-0.013295i,0.0065548-0.018114i,-0.0019458-0.015835i,-0.012045-0.0088171i,-0.015996-0.005223i,-0.0085858-0.0034739i,-0.0036362-0.00062435i,-0.0040519+0.0019414i,-0.0034213+0.0026549i,0.00033636+0.0020072i,0.0053009+0.0021666i,0.0055518+0.0027968i,0.001019+0.0028764i,-0.0030865+0.0011742i,-0.0068354-0.0031929i,-0.0098871-0.0034708i,-0.008414+0.0037119i,-0.0041057+0.0093655i,-0.00075665+0.0081246i,0.00134+0.0049823i,0.0028387+0.0028648i
0.0013368+0.0071623i,0.0051816+0.017861i,0.0080563+0.027047i,0.011215+0.026903i,0.013614+0.01854i,0.017598+0.009658i,0.017879+0.006258i,0.010076+0.0034472i,0.0023089-0.00023098i,6.6279e-05-0.0017982i,-0.00095254-0.0010231i,-0.0028479+0.0010016i,-0.0032395+0.004332i,-0.002457+0.0048701i,-0.0020018+0.0038227i,-0.00080221+0.002917i,0.0038853-0.0022959i,0.0071169-0.0096069i,0.0057686-0.012943i,0.0052483-0.011249i,0.0060356-0.0074827i,0.0053147-0.0044i,0.0031346-0.0016742i
-0.0070004-0.00089373i,-0.016167-0.0031175i,-0.021547-0.010168i,-0.018435-0.015877i,-0.015323-0.01364i,-0.017647-0.0087643i,-0.017055-0.0078881i,-0.0077789-0.007585i,-0.00016508-0.0046316i,0.0016373-0.0016959i,0.0025578-0.00019003i,0.0012196-0.0011142i,-0.001634-0.003601i,-0.0016454-0.0043346i,0.0014044-0.0031832i,0.0050823-0.0012664i,0.0080618+0.0024808i,0.0094275+0.0063098i,0.0073727+0.0081347i,0.0023142+0.008984i,-0.0011679+0.0095389i,-0.0021989+0.0094202i,-0.0024971+0.007749i
0.0059029-0.0018595i,0.011943-0.0074476i,0.020687-0.0062732i,0.020621+0.0019276i,0.015723+0.0032201i,0.016213+0.0011869i,0.015747+0.0031881i,0.0093913+0.0033297i,0.0026197+0.0010753i,-0.0002916+0.00062723i,-0.0013798+0.001436i,-0.00036113+0.00031091i,0.0023391-0.0015973i,0.0040447-0.0027677i,0.0038843-0.0025721i,0.00097455+0.0005701i,-0.0036974+0.0049049i,-0.0062501+0.0071394i,-0.0038663+0.0040966i,9.8333e-06-0.0026596i,0.0002532-0.0067345i,-0.0014879-0.007253i,-0.0019957-0.0062478i
0.0037569+0.0010212i,0.0073015+0.0032968i,0.0084942+0.00067094i,0.007479-0.0073997i,0.0033281-0.010133i,-0.0065724-0.007989i,-0.010541-0.0079909i,-0.0047759-0.0069316i,-0.00079773-0.0038528i,-0.0020921-0.002431i,-0.0031694-0.0015505i,-0.0022902+0.0011784i,-0.00016685+0.006213i,0.0015213+0.0075202i,0.0014475+0.0022947i,-6.3363e-05-0.0052059i,-0.0029231-0.010872i,-0.0075181-0.010895i,-0.010344-0.0027051i,-0.0087992+0.0047841i,-0.0055371+0.0050673i,-0.0022028+0.0034153i,0.00043012+0.0025706i
-0.0045094+0.005904i,-0.0049777+0.0094277i,-0.0055486+0.013974i,-0.0033873+0.015306i,0.0026021+0.010948i,0.011539+0.0044962i,0.0139+0.0034482i,0.0077164+0.0043524i,0.0030786+0.0027319i,0.0027452+0.00096283i,0.0024169-0.00020488i,-0.0007494-0.0014337i,-0.0050705-0.0020223i,-0.0061808-0.00062932i,-0.0046889+0.00063656i,-0.00077462+0.00055756i,0.0064931-0.0021485i,0.011621-0.0082106i,0.0101-0.013711i,0.0078075-0.013054i,0.0064915-0.0082701i,0.0038301-0.0044546i,0.0013041-0.0017702i
0.0021479-0.0018202i,0.0022437-0.0078744i,0.0042896-0.015076i,0.0072027-0.017216i,0.0050178-0.013102i,-0.0039581-0.0086333i,-0.0085245-0.0081232i,-0.0043221-0.0065189i,-0.00018546-0.0022742i,0.00044849+0.0017574i,0.0012894+0.003594i,0.0024262+0.0020565i,0.0025458-0.0012321i,0.00084996-0.0026142i,-0.0012867+0.00040347i,-0.0013217+0.0047667i,0.00076829+0.0094257i,0.0049531+0.014384i,0.0078393+0.016505i,0.0067715+0.014662i,0.0022697+0.012187i,-0.0014779+0.0096269i,-0.0024924+0.0060031i
0.0033273-0.0021937i,0.0064907+0.0015998i,0.0075649+0.0075333i,0.0063733+0.010179i,0.0051813+0.0070816i,0.009378+0.0038681i,0.012242+0.004406i,0.0064857+0.003876i,-0.0006574+0.00026131i,-0.0036256-0.001039i,-0.0039173-0.00030345i,-0.00232+0.00096003i,0.00098737+0.001975i,0.0033603+0.0010828i,0.0020382-0.00011603i,-0.0020809+3.7254e-05i,-0.0077485+0.0022509i,-0.01339+0.0037023i,-0.013126+0.0024981i,-0.0077471-0.0012346i,-0.0033959-0.0052209i,-0.00097597-0.0069152i,0.00021235-0.0062839i
-0.00064452+0.0072208i,0.00024224+0.0072443i,0.002769+0.0031954i,0.0068077-0.0047996i,0.0067026-0.0073998i,-0.0015871-0.00594i,-0.0061749-0.0073853i,-0.0026541-0.007404i,0.00088818-0.0049448i,0.0012309-0.0045399i,-0.00038132-0.0054844i,-0.0026528-0.0037339i,-0.0051492+0.0012806i,-0.0045073+0.0047431i,0.00043887+0.0032153i,0.0043955-0.0026593i,0.003872-0.010452i,0.00025231-0.014712i,-0.0034101-0.012577i,-0.004397-0.0078916i,-0.0029022-0.0035191i,-0.00073396-0.00082089i,0.0012407+0.00035035i
-0.0074859+0.0014543i,-0.0080443+0.0030972i,-0.0065956+0.005263i,-0.0031566+0.0067275i,0.001793+0.0037752i,0.0086622+0.00099347i,0.010237+0.0028968i,0.0041951+0.0024063i,-0.00078386+0.0010456i,6.6181e-05+0.0017584i,0.002522+0.0018676i,0.0032537-0.00089851i,0.0029005-0.0053023i,0.00098007-0.0063054i,-0.00074729-0.0035942i,0.0018589+0.00056463i,0.0091997+0.0031273i,0.015763+0.0012971i,0.016632-0.0026373i,0.012342-0.0044166i,0.0080023-0.002336i,0.0050152-0.00011146i,0.0008023+0.0010567i
0.00028683-0.0055512i,0.0010654-0.0086973i,0.0047734-0.011726i,0.0083666-0.010878i,0.0060857-0.0054478i,-0.0019677-0.0012751i,-0.0047035-0.0025969i,-0.0010678-0.0040642i,0.00020186-0.0023209i,-0.00081193+0.00056897i,-0.0013162+0.0034191i,-3.1199e-05+0.0054845i,0.0023218+0.0045308i,0.0027939+0.00062411i,6.7101e-05-0.0026473i,-0.0038105-0.00189i,-0.0053747+0.0037316i,-0.0048076+0.01266i,-0.0037971+0.018305i,-0.0027594+0.01632i,-0.0033841+0.01129i,-0.0044212+0.0072148i,-0.0030478+0.0036271i
0.0014981+0.0025047i,0.0045844+0.0056722i,0.0052936+0.010112i,0.0036658+0.0099062i,0.005083+0.0051049i,0.0098968+0.0014496i,0.010969+0.0024552i,0.0061699+0.0024947i,0.0017343+0.00046346i,0.0010196-0.00074756i,0.00050341-0.0020203i,-0.0014743-0.0019849i,-0.0030778-0.00080895i,-0.0017219+0.00036915i,0.0002625+0.00098212i,-0.0010838-0.00017707i,-0.0065129-0.0031533i,-0.012808-0.0059214i,-0.013676-0.0065309i,-0.008906-0.0063303i,-0.0037355-0.006994i,-0.00039727-0.0071744i,0.0020817-0.0051512i
-0.0037674+0.00082327i,-0.0037812+0.00065747i,-0.0026417-0.0013104i,0.0020196-0.0037899i,0.0041211-0.002753i,-0.0012533-0.003423i,-0.0042743-0.0064569i,-0.0016838-0.0053134i,0.00038428-0.0020038i,0.0025602-0.00089391i,0.0042965-0.0016462i,0.0029349-0.002248i,-8.1915e-05-0.0011663i,-0.0016326+0.0011599i,-0.001147+0.0035951i,0.0017058+0.0019966i,0.0060816-0.0053501i,0.0079763-0.011735i,0.0071665-0.011879i,0.0058297-0.0088751i,0.0044307-0.0046374i,0.0028913-0.00085434i,0.0018724+0.0014162i
0.0023875-0.00041428i,0.0031096+0.00040515i,0.0024933+0.0016244i,0.0014554+0.0035286i,0.0021773+0.002777i,0.0057991+0.0026855i,0.0070027+0.0046013i,0.0035951+0.0036822i,0.00093485+0.0014546i,0.00071681+0.0023282i,0.0015536+0.0042928i,0.0030875+0.0038326i,0.0050128+0.0015516i,0.0045673-0.00049246i,0.0024298-0.00027737i,0.0015787+0.003128i,0.0049888+0.0078103i,0.012231+0.0099226i,0.014394+0.0084887i,0.011206+0.0050676i,0.0073198+0.002675i,0.0031245+0.0017129i,0.00037712+0.0014532i
0.00094166-2.6555e-05i,0.004261+0.0015392i,0.0068688-0.00058002i,0.0079208-0.00346i,0.0051931-0.0023996i,-0.0016122-0.00101i,-0.0037998-0.0030937i,-0.00070844-0.0039003i,-0.00063608-0.0020789i,-0.0032723+0.00012266i,-0.0052571+0.0016432i,-0.0060464+0.0031837i,-0.0048885+0.0038391i,-0.00029046+0.0012362i,0.003415-0.0029591i,0.0019553-0.0048891i,-0.0030045-0.0013601i,-0.0080727+0.0057082i,-0.011108+0.010245i,-0.010976+0.0092033i,-0.008998+0.0055925i,-0.006919+0.0022873i,-0.0039653+0.00026934i
-0.002154+0.00098184i,-0.0050134+0.0043474i,-0.0059725+0.0061645i,-0.0062388+0.0040047i,-0.0029478+8.574e-05i,0.0033928+0.00015811i,0.0058341+0.0031987i,0.0037326+0.0032737i,0.0014581+0.00099101i,0.0019911-0.00026511i,0.002986-0.00029652i,0.0014586-0.0022613i,7.1052e-05-0.0038461i,0.00021975-0.0018205i,0.0002647-0.00012049i,-0.00060805-0.0010473i,-0.0026828-0.0046255i,-0.0057055-0.0107i,-0.0075183-0.013897i,-0.005136-0.012449i,-0.00075247-0.0096762i,0.0018109-0.0065627i,0.0024438-0.0026118i
-0.0021953-0.0033662i,-0.0030371-0.0062633i,1.218e-05-0.0096983i,0.0053945-0.0092465i,0.0058214-0.0050588i,-0.00059576-0.002766i,-0.0037308-0.0038752i,-0.0017136-0.0031666i,7.5551e-05-0.00047716i,0.00051392+0.00076141i,0.0016505+0.0010159i,0.0036088+0.0018107i,0.0024441+0.0032274i,-0.0011388+0.0036238i,-0.0036832+0.0028486i,-0.0023589+0.0015691i,0.004339-0.0014985i,0.011058-0.0036473i,0.012323-0.0031207i,0.010527-0.00056801i,0.0081721+0.0021368i,0.0042671+0.0034036i,0.0013997+0.0031055i
0.0031405-0.0027217i,0.0054367-0.0028922i,0.0062721+0.00015986i,0.0039371+0.0024363i,0.0028448+0.0011501i,0.0049428+0.00029184i,0.005036+0.0017075i,0.0018117+0.0021342i,-0.00065952+0.0015029i,-0.001177+0.0019911i,-0.0023224+0.002808i,-0.0036974+0.0025087i,-0.0025933+0.0024835i,-6.4373e-05+0.0017292i,0.0003222+0.00065001i,-0.00026774+0.0030078i,0.0014266+0.0079669i,0.0039529+0.013i,0.0045095+0.013512i,0.0027054+0.0099383i,0.00047393+0.0062466i,-0.00059791+0.0028096i,-0.0013111+0.00075315i
-0.0010471+0.0028974i,0.0022456+0.0051542i,0.004331+0.0042559i,0.006472+0.00097402i,0.0071922+2.1048e-05i,0.0033199-0.0021216i,0.00031106-0.0046748i,-0.00023506-0.0036731i,-0.0010141-0.0012301i,-0.0012447-0.001192i,-0.0013225-0.0022579i,-0.001843-0.0026565i,-0.0023737-0.0027969i,-0.00022588-0.002068i,0.0033618-0.0011796i,0.0042385-0.0012283i,-0.0012193-0.0011597i,-0.009529-0.00081647i,-0.01201-0.00041698i,-0.009386-0.0009676i,-0.0064932-0.0020207i,-0.0044243-0.0021717i,-0.0024723-0.001294i
0.00043931+0.0039264i,0.001207+0.0053413i,0.0013289+0.0048819i,0.00018222+0.003657i,7.9659e-05+0.00052997i,0.0025879-0.00071225i,0.0027709+0.0014399i,0.00063922+0.001323i,0.00010222-9.1604e-05i,0.00045197+0.00070771i,0.0021374+0.001149i,0.0038853-0.00052716i,0.0035535-0.002345i,0.0013917-0.0022289i,-0.0011098-0.0004819i,-0.0012871-0.00086929i,0.00035049-0.0052432i,0.0014288-0.011121i,0.0014438-0.013243i,0.0016984-0.0098047i,0.0029814-0.0056649i,0.0039147-0.0024659i,0.0029065+0.00062249i
-0.0026777+0.0013335i,-0.0027334+0.0012991i,-3.8444e-05-6.7469e-06i,0.0052843-0.00099185i,0.0069269-0.00043559i,0.0023566-0.0014472i,-0.00016441-0.0031599i,0.00061499-0.0035103i,0.00030909-0.0015168i,-0.00069894+0.0015658i,-0.00075272+0.0028394i,-0.0010807+0.0040076i,-0.0030396+0.0044524i,-0.0052882+0.0020983i,-0.0052656-0.0018922i,-0.0012388-0.0034035i,0.0047122-0.0014572i,0.0098281+0.0013588i,0.010654+0.0034406i,0.0074367+0.0043821i,0.0038336+0.0045749i,0.0011681+0.0035054i,-0.00022903+0.0015751i
-2.1065e-05+0.0034233i,0.0014176+0.0042097i,0.0027976+0.0049348i,0.0033689+0.0033496i,0.0043558+0.00079677i,0.0060963+0.00010973i,0.0051271+0.0011378i,0.0025602+0.00088525i,0.0007276+0.00022492i,-0.0009319-0.00064879i,-0.0024329-0.0017883i,-0.0030912-0.0021794i,-0.002445-0.0024662i,-0.000282-0.0016789i,0.00019629-8.0256e-05i,-0.001193+0.0017081i,-0.0030565+0.0063019i,-0.0049676+0.010494i,-0.0054959+0.010872i,-0.0049258+0.0084359i,-0.0037674+0.00483i,-0.001929+0.0013007i,-0.00030713-0.00096849i
-0.0037872+0.00072868i,-0.0031752+0.0024271i,-0.00051771+0.0031187i,0.0037005+0.001066i,0.0053745-0.00096633i,0.0018623-0.0026784i,-0.00050158-0.004346i,0.00030585-0.0040623i,0.00043391-0.0033829i,-0.00042925-0.0032008i,0.00021191-0.003015i,0.001569-0.0022216i,0.0028916-0.00016168i,0.0040609+0.0022462i,0.0035992+0.0036269i,0.0017076+0.0024042i,-0.0013937-0.0014463i,-0.0056106-0.0045377i,-0.0074436-0.0059051i,-0.0054593-0.0057692i,-0.0019493-0.0047964i,-0.00033312-0.0028656i,-0.00031298-0.0010024i
-0.0024033-0.0018714i,-0.0012006-0.0030862i,0.0003674-0.0010782i,0.0014708+0.00053109i,0.0024063+0.00078739i,0.0029386+0.00093983i,0.0021959+0.0014417i,0.0015355+0.00069228i,0.001579-0.00072776i,0.0017117-0.00048303i,0.0018045+0.0015132i,0.001959+0.0032326i,0.00098933+0.0032476i,-0.0012398+0.0020486i,-0.0024915+0.0011322i,-0.00073398+0.00045496i,0.0032938-0.0017604i,0.0079189-0.0043214i,0.0090244-0.004804i,0.0071548-0.0028903i,0.0050596-0.00069857i,0.0026675+0.00045623i,0.0013138+0.00084491i
-0.0013245+0.000198i,0.0025155+0.00017505i,0.0050446-0.0003703i,0.008149-0.00076448i,0.0085648-0.00031421i,0.0055527-0.0020215i,0.0025948-0.0043178i,0.0013868-0.0039437i,0.00020522-0.002105i,-0.00039526+0.0001815i,-0.0010067+0.0015203i,-0.0023298+0.0014418i,-0.0037994+0.00065376i,-0.0031799-0.00051961i,-0.00030489-0.0020268i,0.0021007-0.0022296i,0.0041674+0.00091529i,0.0063869+0.0050393i,0.0062353+0.0070322i,0.003362+0.0058549i,-8.8109e-05+0.0035249i,-0.0023163+0.0017758i,-0.0022218-0.00044565i
0.00018195-0.002301i,-0.00034809+0.00018655i,-0.0015115+0.0016626i,-0.0023159+0.0019065i,-0.0011236+0.0020216i,0.001704+0.0018477i,0.0026083+0.001231i,0.0007329+0.00015905i,-0.0013357-0.0011227i,-0.0020522-0.00091476i,-0.00029715-0.00086762i,0.0019552-0.0015608i,0.0018621-0.0017103i,0.0016058-0.00070515i,0.0011861+5.8454e-07i,-0.00092998+0.00016987i,-0.0046187+0.0013879i,-0.0082615+0.002772i,-0.0088749+0.0024338i,-0.0068126+0.0010704i,-0.0039023-0.00038823i,-0.0010677-0.00095414i,0.00039194-0.00066815i
0.0043552+0.0024795i,0.0052612+0.001871i,0.005959-0.0012152i,0.0067633-0.0044807i,0.0041279-0.0047353i,-1.2732e-05-0.003785i,-0.00016355-0.0030758i,0.0022225-0.0023258i,0.002689-0.0014994i,0.0024326-0.0010476i,0.0029164-2.8476e-06i,0.0027629+0.0013771i,0.0014809+0.0028398i,-0.00021959+0.0037823i,-0.0015306+0.003273i,-0.00091531+0.0010738i,-0.00044259-0.002612i,-0.0011499-0.006421i,-0.0013276-0.0079794i,-0.0003349-0.006428i,0.0011369-0.0034241i,0.0017636-0.0011184i,0.00098317-0.00017204i
-0.0049659+0.0021868i,-0.0039379+0.0049728i,-0.0017171+0.0062841i,0.0021831+0.0033079i,0.0047241+0.00076932i,0.0048079-0.00021276i,0.0031792-0.00035594i,0.00087537-0.00022464i,-0.00056869+0.00070021i,-0.00025359+0.0021327i,0.00043523+0.0026872i,-0.00044945+0.0012009i,-0.0020726-0.0012665i,-0.0022044-0.0031236i,-0.0011587-0.0026015i,-0.00015682-0.00098723i,0.0021576+5.8866e-05i,0.0053631+0.0014244i,0.007286+0.0030815i,0.0056297+0.0039304i,0.0020893+0.003443i,-0.00013986+0.0024529i,-0.00034376+0.0017111i
-0.00098169-0.00099689i,0.0001076-0.0022686i,0.0024488-0.0034829i,0.0047315-0.0040506i,0.0045294-0.0034478i,0.0023069-0.0020496i,0.0015093-0.0016737i,0.0015225-0.0012796i,0.00014852-0.00011595i,-0.0014084+7.0632e-08i,-0.0023199-0.00057595i,-0.0028538-0.0012673i,-0.0020398-0.0020919i,-5.9846e-05-0.0023326i,0.001619-0.001501i,0.0029795+0.00059032i,0.0030417+0.0034806i,0.0010131+0.0065278i,-0.00076471+0.0072222i,-0.00098932+0.0045771i,-0.0012597+0.0015138i,-0.0006337-9.1736e-05i,0.00073831-0.0011953i
0.0043574-0.0014583i,0.0033884-0.0027597i,0.0024111-0.0031749i,0.0017705-0.0025809i,0.0009597-0.0022806i,0.00076853-0.0012783i,0.00069785+0.00059907i,0.00076402+0.00069777i,0.002384+0.00014624i,0.0026865+0.00066672i,0.0020001+0.0011308i,0.0023845+0.0015447i,0.0024392+0.0026781i,0.00090664+0.0024127i,-0.00084697+0.00065781i,-0.0014209-0.00035707i,-0.0015369-0.0020713i,-0.0029595-0.0035708i,-0.0042779-0.0037118i,-0.0031771-0.003023i,-0.00039594-0.001709i,0.0013805+6.2848e-05i,0.0013135+0.0013981i
-0.00058079+0.0018085i,0.0030174+0.0014257i,0.0055895+0.0018176i,0.0069756+0.0015478i,0.0068799+0.00077443i,0.0043094+8.4876e-06i,0.0026264-0.00077996i,0.0024452-0.00072244i,0.0015185+0.00010113i,0.00061619+0.0011607i,-5.4274e-05+0.0024977i,-0.00060106+0.0025924i,-0.0010927+0.0012793i,-0.0012103-0.00025183i,-0.00050096-0.0011197i,0.00098682-0.0011232i,0.0024626-0.0020026i,0.0041707-0.0046505i,0.0043559-0.0058663i,0.003057-0.0045693i,0.0030025-0.0024011i,0.0017878-0.00084481i,-0.00015889-0.00038888i
-0.00083805+0.0020452i,0.0011075+0.0039109i,0.0035134+0.0047956i,0.0040261+0.0037771i,0.0036947+0.00096234i,0.0038293-0.00055458i,0.0026941+6.351e-05i,0.0015361+0.00012436i,0.00051469+0.0010278i,-0.00081373+0.0024257i,-0.00084148+0.0016209i,0.00021766+0.00024911i,0.00093826-0.0007932i,0.0010824-0.00095441i,0.000448-0.00029598i,-0.00020504-0.00024318i,0.00095595-0.00016911i,0.0027965+0.0018325i,0.0022732+0.0041178i,0.00037708+0.0039892i,-0.00068036+0.0017874i,-0.0015988+0.00012685i,-0.002042+0.00024664i
0.0024844+0.00010421i,0.0015974-0.00087554i,0.001039-0.0037093i,0.0024612-0.0051772i,0.0024268-0.0039784i,0.00041624-0.0020452i,0.0002822-0.0012062i,0.0015859-0.0010713i,0.00094809-0.0018555i,-0.00093076-0.0015736i,-0.0014886-0.00075534i,-0.00078495-0.00040705i,0.00014555-9.9808e-05i,0.0010505-3.7129e-05i,0.0015245+0.00014323i,0.0011774+0.001219i,-0.00040068+0.0022692i,-0.0024868+0.0033435i,-0.0035532+0.0035344i,-0.0025921+0.001966i,-0.00095675-3.2844e-05i,7.4448e-06-0.00080117i,0.00069284-0.00048593i
-0.00088421+1.4652e-05i,-0.0018248+0.00080021i,-0.0016405+0.0011703i,5.611e-05+0.0016695i,0.0018352+0.0015762i,0.0020935+0.00097821i,0.001618-7.4059e-05i,0.001391-0.0017523i,0.00091944-0.0015712i,0.00049694-4.3506e-05i,0.00039997+0.0010859i,0.00022506+0.0022817i,-0.00067615+0.0026009i,-0.0017319+0.0017031i,-0.0016338+0.00085259i,-0.0010877-0.00026106i,-0.00088061-0.0016872i,-0.00078778-0.002938i,-0.00047673-0.0036361i,-0.0004188-0.002066i,-0.00019687-0.00032274i,0.00045161-4.2298e-05i,5.286e-05+0.00040565i
-0.0037755-0.00090408i,-0.0023691-0.00027131i,0.001221+0.002011i,0.0043673+0.0027178i,0.0055842+0.00076304i,0.0040909-0.0015947i,0.0017786-0.0031817i,0.00063997-0.0032503i,-0.00042462-0.0021826i,-0.0010366-0.00095977i,-0.00092578-0.00025679i,-0.0013279-0.00054268i,-0.0014604-0.0015006i,-0.00012743-0.001326i,0.0011701-0.00039741i,0.001405+0.00015066i,0.0025889+0.00053336i,0.0046917+3.5953e-05i,0.005202-0.0008729i,0.0042308-0.0012664i,0.0031599-0.0013761i,0.0014529-0.0012375i,0.00018858-0.0014177i
-0.00098328+0.00036904i,-0.00019922+0.0010719i,0.00036399+0.0015983i,0.0013614+7.2859e-05i,0.0028207-0.00197i,0.0021323-0.0019022i,0.00060587-0.00059218i,0.00033921-8.3913e-05i,0.00021696-0.00018944i,0.00029862+0.00019513i,0.00084554+0.0002373i,0.0012126+0.0001174i,0.0015331+0.00054048i,0.0018373+0.0013434i,0.0013505+0.0010549i,0.00065032+0.0003116i,0.00059815-0.00045132i,0.00037329+0.0011519i,-0.00054343+0.0030196i,-0.00091147+0.002169i,-0.00096298+0.00048344i,-9.8572e-05-0.0010844i,-0.00024432-0.0014946i
0.0013662-0.0017109i,0.0029398-0.0028433i,0.0041161-0.0034665i,0.0034843-0.0019035i,0.0020957+0.00023671i,0.0016957+0.00061738i,0.0024221-0.00013723i,0.0024408-0.00032776i,0.0017872-0.0009854i,0.00038739-0.0016568i,0.00042588-0.0010384i,0.00088715-0.00040075i,-0.0001329-0.0007856i,-0.0013057-0.00084i,-0.0013975-0.00052476i,-0.0011619-0.0001851i,-0.0015947+0.00034448i,-0.0027201+0.0001252i,-0.0035085-0.0011i,-0.0027182-0.001879i,-0.00043037-0.0010418i,0.00068104+0.00048408i,0.00091205+0.00097063i
-0.002074+0.00011201i,-0.00092428+0.0028397i,-0.00078278+0.0045023i,0.00047631+0.0035962i,0.0026639+0.0016996i,0.0026639+1.4527e-05i,0.001673-0.0011722i,0.0017739-0.00055598i,0.00015584+0.000575i,-0.0015122+0.0018804i,-0.0011795+0.0017207i,-0.00058679+0.00050093i,-0.00089653-0.00030064i,-0.0012119-0.00087049i,-0.00045462-0.00094868i,-9.5716e-05-0.0010575i,-0.00048413-0.0022566i,6.8959e-05-0.0033191i,0.0010206-0.0032089i,0.0015592-0.0014343i,0.00098327+9.8253e-05i,-0.00087325+0.00027049i,-0.0015519+4.5985e-05i
-0.001461+0.00039586i,-0.0028019+0.0012379i,-0.0013182+0.0018452i,0.0021232+0.0017059i,0.0029718+0.0018908i,0.0018947+0.00097724i,0.00069551-0.00032175i,-2.5532e-05-0.0010816i,-0.00081805-0.0011003i,-0.0013161-0.0005142i,-0.00085624-0.00054785i,0.00033966-0.00074341i,0.0015698-0.00064417i,0.0017666-0.00059934i,0.0012144+0.00049191i,0.00070463+0.0018083i,0.0016736+0.0019651i,0.0033079+0.0017957i,0.0031292+0.001758i,0.0023966+0.0012242i,0.0017638+0.00052337i,0.0010816+5.7836e-05i,0.00058844+7.8945e-05i
