2.9111e-05+0.0002466i,0.00052205-0.0013061i,-0.00052752-0.0026037i,-0.0021089-0.0023091i,-0.0024357-0.0014669i,-0.0023657-8.4701e-05i,-0.0017798+0.0008582i,-0.0004431+0.0002806i,0.0006043-0.00041199i,0.00042332-0.0009928i,-0.00036706-0.0012972i,-0.00055489-0.00072428i,-0.0006214+0.00015207i,-0.0011236+0.00059988i,-0.0011562+0.0011257i,-0.0010435+0.00089418i,-0.00094534-0.00010671i,9.2551e-06-0.00059147i,0.00083365-0.00042411i,0.00030232+5.1687e-05i,0.00028816+0.00041175i,0.0002981+6.291e-05i,-0.0010112-0.00030627i
0.00085517-0.0039718i,-0.00081574-0.0045017i,-0.001832-0.0036844i,-0.00085964-0.0026184i,-0.00085148-0.0025556i,-0.0010484-0.0026597i,-0.00045199-0.0020313i,0.00067486-0.00020425i,0.0019281+8.9033e-05i,0.001814-0.0010489i,0.00085845-0.0017142i,-4.9451e-05-0.0014104i,-0.00096497-0.00095139i,-0.00099986-0.00058362i,0.0003163+2.6452e-05i,0.00096029+0.00015849i,-0.00012025-0.00048401i,-0.0010409-0.00068018i,-0.00045615-0.00059867i,0.00025834-0.0012469i,-0.00025606-0.001282i,-0.00079289-0.00067587i,-0.00059025-0.00041703i
0.00163-0.0042088i,0.0020706-0.0055874i,0.0011945-0.0053685i,-0.0010351-0.0036169i,-0.0018238-0.0017613i,-0.0023398-0.0013042i,-0.0024785-0.001183i,-0.00093035-0.0011005i,0.001097-0.0015626i,0.0015964-0.0022934i,0.0001774-0.0020697i,-0.001915-0.0021326i,-0.0030639-0.0021908i,-0.0020662-0.00085674i,-0.00035637+0.00022965i,-0.0001794+8.4465e-06i,-0.0003159-0.00014555i,-0.00096482-0.00042525i,-0.0013476-0.0012416i,-0.00071378-0.0016519i,-0.00093214-0.0017533i,-0.0005977-0.0018645i,0.00056617-0.00094812i
-0.0014124-0.0051814i,-0.0015708-0.0049567i,-0.0015095-0.0030062i,-0.00090243-0.0015185i,-0.00014869-0.00064463i,-5.5946e-05-0.00097069i,-2.2253e-05-0.00079552i,-0.00063821+0.00013044i,-0.0023985+0.00037148i,-0.0029609+0.00076551i,-0.0015603+0.0010951i,-0.0012157+0.0011793i,-0.0019775+0.001967i,-0.0016514+0.0022516i,-0.0011546+0.0016342i,-0.00073017+0.0010847i,-0.00038629+0.00067124i,-0.00084729-0.00056178i,-0.0012489-0.001787i,-0.00055848-0.0017849i,-0.00042562-0.0015318i,-0.00078178-0.00084404i,-0.0010593-0.00034253i
0.0012458-0.0065939i,0.00094013-0.0064103i,0.00036647-0.0053449i,-0.00080393-0.0029054i,-0.0017996-0.00066909i,-0.0019032+0.00017441i,-0.0009925+0.00079254i,0.00066791+0.0014933i,0.0017669+0.00068641i,0.002107+0.00029424i,0.0017329+0.00025053i,0.00028415-0.00064831i,-5.6e-05-0.001198i,0.00066673-0.00017345i,0.00036929+0.00088004i,0.00016569+0.0010815i,-0.00088148+0.00023922i,-0.0019185-0.0013161i,-0.0017807-0.001708i,-0.0013732-0.0011336i,-0.0011192-0.0010055i,-0.00047189-0.00095906i,0.00061643-0.00042274i
0.00059209-0.0053712i,-5.6744e-05-0.0047859i,-0.0011987-0.0033858i,-0.00091874-0.00095931i,-0.00024146+0.0010193i,-0.00050468+0.00024159i,-0.0014492-0.0010871i,-0.00060876-0.0023613i,0.0014304-0.0029793i,0.0021112-0.0024409i,0.0010097-0.0014835i,-0.0017432-0.0014973i,-0.002962-0.0019096i,-0.0013101-0.0010671i,0.00040476+0.00032158i,0.00011526+0.00086369i,-0.0014307+0.00019278i,-0.0020123-0.00053632i,-0.0013442-0.0010301i,-0.00096739-0.001951i,-0.00083982-0.001665i,-0.00011764-0.00054742i,0.0003593-0.00034474i
-0.002187-0.0036712i,-0.0018918-0.0037453i,-0.0010434-0.0026157i,-0.00057181-0.00096222i,0.00083729+0.00035527i,0.0015028-0.00043685i,-0.00047404-0.0016527i,-0.0023153-0.0010423i,-0.0030097-0.0002648i,-0.0025508-0.00078722i,-0.0017072-0.001114i,-0.0022983-0.00092339i,-0.0029011-0.00021648i,-0.0019985+0.00020134i,-0.00047678+0.00045861i,9.152e-05+0.00042276i,-0.00023775-0.00043687i,-0.00073629-0.0015041i,-0.001282-0.0017364i,-0.0016743-0.0017607i,-0.0013976-0.0017013i,-0.00070135-0.00067222i,-0.00075447+0.00014658i
-0.00051798-0.0049891i,-0.0012574-0.0048358i,-0.0016267-0.0046107i,-0.0021303-0.0027207i,-0.0019874-0.0006145i,-0.0012619-0.00017044i,-0.00077303-0.00015099i,-0.00029309+0.001096i,-0.0008997+0.0024623i,-0.00062011+0.0024795i,0.00014778+0.0011195i,-0.00030001-0.0002214i,-0.00097563-0.00096596i,-0.00071923-0.00035273i,0.00016193+0.00092139i,0.00033561+0.0015017i,-0.00081077+0.00080074i,-0.0018496-0.00086539i,-0.0017386-0.0019369i,-0.0013068-0.0019412i,-0.00076786-0.0015282i,-0.00046422-0.00098717i,-0.00015013-0.00025624i
-0.00016877-0.0053466i,0.00069085-0.0050572i,0.0011559-0.0033907i,0.00051576-0.0011704i,-0.00012469+6.128e-05i,0.00022066-0.00078702i,0.0008135-0.0014246i,0.0017747-0.0010682i,0.0032916-0.0015705i,0.0035852-0.0014966i,0.0020559-0.0015182i,-0.00018003-0.0026403i,-0.0013518-0.0028297i,-0.001023-0.0018793i,-0.00052653-0.00062295i,-0.0011181-0.00028626i,-0.0028098-0.001229i,-0.0028297-0.0027889i,-0.0018098-0.0028686i,-0.0012419-0.0024916i,-0.00044761-0.0020433i,-3.8277e-06-0.00090468i,-0.00075024+0.00021425i
-0.0018506-0.0064078i,-0.0012595-0.0055354i,-0.0020093-0.0036329i,-0.0019848-0.0014665i,-0.00055035-3.8679e-05i,-0.00080894-0.00066512i,-0.0018689-0.0019709i,-0.0017779-0.0031774i,-0.0010847-0.0032982i,-0.0011573-0.0030467i,-0.0010679-0.0018229i,-0.0014232-0.00066784i,-0.0015965-0.00055123i,-0.0009877+0.00092739i,-9.8935e-05+0.0016268i,6.3187e-05+0.00061939i,-0.0013975-0.00089607i,-0.0013695-0.0024253i,-0.00095982-0.0028926i,-0.0011031-0.0022456i,-0.0014713-0.0011525i,-0.0017715-0.00044782i,-0.00072525-0.00012863i
-0.0033901-0.0049321i,-0.0035645-0.0043191i,-0.0054039-0.0022981i,-0.0053218-0.0011551i,-0.0020247-0.00092607i,3.447e-05-0.001838i,-0.00027957-0.0021965i,-0.00099251-0.0007768i,-0.0022641+0.0010419i,-0.0022178+0.001695i,-0.00099208+0.0011351i,-0.00036383-0.000465i,-1.7258e-07-0.0017498i,0.0010294-0.0014036i,0.0020932-0.00081112i,0.0010076-0.00037551i,-0.00083318-0.00082988i,-0.0021603-0.0017997i,-0.0032216-0.0020263i,-0.002607-0.0019183i,-0.0017324-0.001231i,-0.0012426-0.00059779i,-2.9881e-05-0.00038813i
0.00053912-0.0030644i,0.00091674-0.0038097i,0.00098608-0.003528i,0.0010184-0.0023228i,0.00058737-0.0010055i,-0.00018151-0.0013278i,0.00017859-0.0015918i,0.0017399+0.00035753i,0.0034522+0.0017327i,0.0035651+0.001565i,0.0023487-8.0081e-06i,0.00037069-0.0025191i,-0.00089811-0.0030872i,-0.00084358-0.0021063i,-0.00049131-0.0014239i,-0.00014931-0.0016641i,-0.00058089-0.0022607i,-0.0017339-0.0026634i,-0.0027428-0.0023867i,-0.0024391-0.0015212i,-0.0011124-0.0014379i,-0.00055889-0.0014815i,-0.00063208-0.00088673i
0.0035587-0.0047527i,0.0028457-0.005962i,0.0028997-0.0051206i,0.0018861-0.0036114i,-0.00040847-0.0028814i,-0.0016186-0.0021452i,-0.001128-0.0025126i,0.00080346-0.0033317i,0.0023864-0.0042254i,0.0018245-0.0043908i,6.611e-05-0.0032358i,-0.0015446-0.0021788i,-0.0025392-0.0017765i,-0.0020074-0.00060596i,-0.0010319+0.00089853i,-0.00057169+0.00088558i,-0.0012626-5.3159e-05i,-0.0021401-0.001209i,-0.0021512-0.0020557i,-0.0015934-0.002283i,-0.00082789-0.0017906i,-0.00022909-0.0010149i,-0.00050291-0.00059451i
0.0011796-0.004621i,-0.00087628-0.004015i,-0.0020866-0.003202i,-0.0018709-0.0032932i,-0.00070947-0.0025746i,-0.0010273-0.0018779i,-0.0024862-0.00068573i,-0.0030767+0.00025795i,-0.0030217+4.0053e-05i,-0.0025398+0.00016935i,-0.0017371-0.00050537i,-0.0011196-0.0019747i,-0.0011001-0.0021484i,-0.0010001-0.0014522i,-0.00011038-0.00051811i,0.00010681-0.00022899i,-0.00099604-0.0016795i,-0.0022019-0.0029681i,-0.0025142-0.0034284i,-0.0017065-0.0024011i,-0.00080842-0.00081457i,1.1981e-05-0.0004185i,0.00039773-0.0010389i
-0.0024162-0.0039534i,-0.0032649-0.0054289i,-0.0033178-0.004055i,-0.0019253-0.0011216i,-0.00031642+0.00035259i,0.0010443-0.00053824i,0.0018311-0.00095132i,0.0025213+0.00045394i,0.0022928+0.0021384i,0.0019847+0.0032654i,0.0020754+0.0017166i,0.0012241-0.00226i,5.365e-05-0.0043055i,-0.00023864-0.0031809i,0.00015912-0.0011616i,0.00038627-0.0013256i,-0.00057759-0.0023868i,-0.0019563-0.0024435i,-0.0025732-0.0020651i,-0.0021281-0.0011393i,-0.0021514-0.00036549i,-0.0016533-0.00078058i,-0.00032044-0.00053018i
0.00011562-0.0045604i,0.00073467-0.0059488i,0.0014545-0.0052049i,0.0022659-0.0029773i,0.0022762-0.0010065i,0.0016296-0.00063338i,0.00093999-0.0016344i,0.0010244-0.0021869i,0.002175-0.0023394i,0.0023757-0.0019997i,0.0011427-0.0020975i,0.00059531-0.003105i,0.00015863-0.0031916i,-0.001083-0.001371i,-0.0013121+7.3185e-05i,-0.0013297+0.00049937i,-0.0013288-0.00066651i,-0.00070161-0.0022214i,-0.001012-0.0023155i,-0.0017509-0.0014333i,-0.0011474-0.00029003i,-0.0006168+0.00048603i,-0.00021671+4.2401e-06i
0.003068-0.0049896i,0.0015548-0.0070406i,-0.00074409-0.0073246i,-0.0023711-0.0052047i,-0.0023938-0.0027329i,-0.0028608-0.0015429i,-0.0040166-0.00070914i,-0.0036593+4.6871e-05i,-0.0034449-0.00064574i,-0.0033716-0.00092735i,-0.0025559-0.00049349i,-0.0023511-0.001127i,-0.0014995-0.0020292i,-0.00032356-0.0020661i,0.00074177-0.0015621i,0.00050694-0.0010174i,-0.00059205-0.0019939i,-0.0010046-0.0034993i,-0.0014377-0.0032134i,-0.001896-0.0019236i,-0.00087322-0.0005718i,-0.00018264+0.000308i,-0.00076046+5.5682e-05i
0.00052007-0.004452i,-0.0004707-0.0050924i,-0.0018363-0.0057231i,-0.0029652-0.0032642i,-0.0018553-0.00039236i,-0.00032055-3.611e-05i,0.00096125-0.00033049i,0.0016688+0.0018593i,0.00055583+0.0030651i,-0.00049815+0.0021045i,-8.2288e-05+0.00066992i,0.00024756-0.0011707i,-0.0001106-0.0021469i,-0.00046231-0.00073011i,-0.00048946-3.4918e-05i,-0.00061611-0.00072167i,-0.00071382-0.0015708i,-0.00074423-0.0020348i,-0.0010655-0.0010742i,-0.0020176-0.0002844i,-0.0022457-0.00014491i,-0.0018268-0.00031046i,-0.0012448-0.00053949i
2.0538e-05-0.0030282i,0.0015931-0.0047847i,0.0013325-0.0045356i,-0.00010843-0.0019178i,0.00012036-0.00061444i,0.00096336-0.0014595i,0.00076338-0.0024794i,0.0017264-0.0024078i,0.0037306-0.0017225i,0.0037589-0.0017585i,0.001488-0.0017166i,0.00018978-0.0021108i,0.00030769-0.0018187i,0.00010188-0.00016739i,-0.00019023+0.00042388i,-0.00043534-0.00021655i,-0.00083422-0.0019638i,-0.0004581-0.0033885i,-0.00065811-0.002966i,-0.00088048-0.0016307i,-9.0172e-05+0.00027191i,0.00021995+0.00081584i,-5.2251e-05+0.00067663i
0.00033967-0.0044027i,0.0007176-0.0038265i,0.00037603-0.0032772i,-0.00033586-0.0014791i,-0.0010564+0.00046555i,-0.0017606+0.00018477i,-0.0028578-0.0013341i,-0.0031258-0.0027444i,-0.0022308-0.00346i,-0.0020882-0.0025462i,-0.0017356-0.00070504i,-5.4019e-05-0.0010601i,0.0012015-0.0024027i,0.0014528-0.0014519i,0.0015448-0.00015695i,0.0011668-0.00017833i,0.00014993-0.0016876i,-0.0011267-0.0035517i,-0.0020336-0.0035649i,-0.002634-0.0015338i,-0.0017366-3.9547e-06i,-3.0268e-05+6.7839e-05i,0.00024291-0.00015155i
-0.0013241-0.0035314i,-0.0017902-0.0034667i,-0.0018405-0.0026604i,-0.0018661-0.0016385i,-0.0010874-0.0005833i,-0.00028221-0.0010477i,-0.00054636-0.0011651i,-0.0012105+0.0010253i,-0.0014158+0.0031673i,-0.001016+0.0032902i,0.00077404+0.0015282i,0.0020056-0.0015672i,0.00081571-0.0030113i,0.00013222-0.0022611i,0.00020254-0.001807i,-0.00043309-0.0015166i,-0.00034137-0.0020971i,-0.00024408-0.0023699i,-0.0013445-0.0012589i,-0.0019945-0.00018916i,-0.001602+0.00045104i,-0.00080812-0.00057645i,-0.00076537-0.001645i
-0.0052095-0.0042195i,-0.0042046-0.0035965i,-0.0040048-0.0014908i,-0.0038131-0.00019398i,-0.0017619+0.00018388i,0.00063867-0.00017666i,0.0013962-0.0011184i,0.002937-0.0010511i,0.0039686-0.00071356i,0.0035287-0.001132i,0.0030334-0.0020257i,0.0024014-0.0026247i,0.0024916-0.0020881i,0.0030874-0.0016931i,0.0026391-0.0013712i,0.00036098-0.00086612i,-0.00060307-0.0018832i,-0.00087126-0.0035649i,-0.0020417-0.0033605i,-0.0018965-0.0013265i,-0.0010118+0.00032515i,-0.00016765+0.00065434i,6.339e-05+0.00071069i
-0.0016017-0.0031557i,-0.00097347-0.0036488i,-0.00093372-0.0022497i,-0.00096104+1.8974e-05i,-0.001251+0.00064464i,-0.0015972-0.00024089i,-0.0020943-0.0018359i,-0.0019521-0.0037447i,-0.0015256-0.0050951i,-0.0012612-0.0047932i,-0.00072918-0.0023736i,0.00053811-0.0023227i,0.0011736-0.0035345i,0.0012251-0.0037919i,0.0013858-0.0034276i,0.00054259-0.0025806i,-7.0194e-05-0.0027333i,-0.0009782-0.0033298i,-0.0024087-0.0033266i,-0.0021965-0.0024117i,-0.0012163-0.0010448i,-0.00038188-0.00033017i,-7.0958e-05-0.00049506i
-0.0015806-0.0079403i,-0.0019697-0.0073614i,-0.003461-0.0041714i,-0.0036455-0.001303i,-0.0026752-0.00053977i,-0.0023664-0.00060523i,-0.002313+0.00027253i,-0.0020059+0.0016437i,-0.0026677+0.0019893i,-0.0026342+0.0016239i,-0.00066215+0.0010699i,0.0011326-8.212e-05i,0.0017289-0.001046i,0.0016377-0.0010301i,0.0015044-0.00089885i,0.00069825-0.0014278i,0.0004072-0.0026423i,0.00037462-0.0032386i,-0.00043973-0.0028311i,-0.0011162-0.001845i,-0.0010495+0.00027899i,-0.00086487+0.0010299i,-0.0010555-0.00013483i
-0.00066035-0.0064497i,-0.001937-0.0064286i,-0.002704-0.0054856i,-0.0024018-0.0038381i,-0.0020035-0.0031195i,-0.00092385-0.0033787i,0.00092964-0.0035332i,0.0022076-0.0016829i,0.0030547+0.00028382i,0.0041771-0.00017609i,0.0045863-0.0018279i,0.0035162-0.0016336i,0.0023423-0.0009933i,0.0020402-0.00077129i,0.0015145-0.00068887i,0.00078007-0.0020414i,0.0013836-0.0032535i,0.0016588-0.0037746i,0.00098164-0.0038016i,-0.00040324-0.002795i,-0.00028456-0.0016603i,0.00082653-0.00013508i,-0.0003658+0.0010423i
0.00030495-0.0047292i,0.00040671-0.006148i,0.00011831-0.0056061i,-0.0016483-0.0023097i,-0.0022197-0.00041866i,-0.0015091-0.0023811i,-0.00058913-0.0038777i,4.0235e-05-0.0041742i,0.00059858-0.0047084i,0.00045102-0.0043815i,4.5122e-05-0.0033587i,0.00069207-0.0026795i,0.0012192-0.0028412i,0.0016711-0.0030036i,0.0012657-0.0025021i,0.0012423-0.0013868i,0.001696-0.001619i,0.0007463-0.0032408i,-0.00032744-0.003386i,-0.0011652-0.0017084i,-0.00087351-0.00063269i,7.8787e-05-0.00041714i,0.00054572-5.7408e-05i
0.0015633-0.0036633i,0.0013297-0.0045577i,0.0017543-0.0022454i,0.0027343-0.00085073i,0.0024228-0.0013923i,-3.436e-05-0.0010432i,-0.0031435+0.000367i,-0.0044248+0.0015742i,-0.0035281+0.0018479i,-0.0022182+0.0018826i,-0.00045178+0.001564i,0.0011151+0.00043865i,0.00057961-0.00067678i,-0.0007113-0.0010557i,-0.0002788-0.0011346i,0.0010875-0.0011882i,0.0017186-0.0022841i,0.000926-0.0037678i,0.00041113-0.0033986i,-0.00024245-0.00084495i,-0.00011977+0.00088902i,0.00063745+0.00050055i,-0.00038953-0.00041484i
0.0029599-0.0045572i,0.0021848-0.0067454i,0.00083301-0.0061511i,-0.00031476-0.0042855i,-6.9423e-05-0.0034545i,0.0010133-0.0023802i,0.0016916-0.00042483i,0.0023082+0.0016515i,0.0037102+0.002395i,0.0044327+0.0019724i,0.0039057+0.00066559i,0.0032873-0.00093426i,0.0023966-0.00023273i,0.0013344+0.00083383i,0.0010222-0.00030916i,0.00090203-0.0016724i,0.0013012-0.0026253i,0.0014397-0.00356i,0.00080285-0.0041088i,0.0004298-0.002792i,0.0010613-0.00095201i,0.0013576-0.00018636i,0.00067245-0.00030121i
0.0025828-0.0024539i,0.002488-0.0040364i,0.00043917-0.0045203i,-0.0019568-0.0018396i,-0.0023036+0.0014937i,-0.00065314+0.00046359i,0.00067303-0.0019614i,0.00096252-0.0033143i,0.0012452-0.0053812i,0.0014487-0.0059762i,0.00080372-0.0044674i,0.0007343-0.0020581i,0.0014463-0.0014958i,0.0013867-0.0019218i,0.00094873-0.0011297i,0.00071435-0.00075878i,0.00062531-0.0017583i,0.0009167-0.0031368i,0.00059198-0.0034894i,-4.4179e-05-0.0019349i,-0.00013631-0.00064852i,-4.1044e-05-0.0011197i,-0.00033962-0.001458i
0.0012234-0.0041199i,0.0011795-0.004247i,0.00092109-0.0027858i,0.0010689-0.00064145i,0.00083408-6.859e-05i,-0.00063685+0.00025256i,-0.002577-0.00012409i,-0.003398-0.00057715i,-0.0042564+0.00013715i,-0.004583+0.0017108i,-0.0020235+0.0030273i,0.0012864+0.0021804i,0.0017433+0.0001619i,0.001358+0.00046934i,0.0018526+0.00087877i,0.0023467+0.00017555i,0.002292-0.00043712i,0.0019483-0.0012405i,0.0017625-0.0017671i,0.0012654-0.0010353i,0.00026428+0.00018789i,-0.00039316+0.0011787i,-0.00056765+0.00097196i
-0.0020836-0.0053038i,-0.0022047-0.0054758i,-0.003345-0.0038036i,-0.0036296-0.0022549i,-0.0031946-0.0010937i,-0.0021018-0.00088167i,-0.00030292-2.7016e-05i,0.0020033+0.0023369i,0.0026079+0.0039405i,0.0030392+0.0029817i,0.0039098+0.0012626i,0.0039382+0.00022011i,0.0039149+0.00059565i,0.0037674+0.00067952i,0.00271-0.00089947i,0.0020965-0.0024496i,0.0022543-0.0034699i,0.0019762-0.0034173i,0.0010165-0.002758i,0.0003187-0.001486i,-3.9751e-05-0.00032294i,-0.00029145+0.0005773i,9.3249e-05+0.00043645i
-0.0026529-0.0027388i,-0.0015745-0.0022229i,-0.0034468-0.0017815i,-0.0031614-0.00088771i,-0.0018388+0.00037623i,-0.00050614-0.0014414i,0.00052859-0.00417i,0.00095756-0.0059331i,0.0016879-0.0069731i,0.0015883-0.0062453i,0.001374-0.0043147i,0.0016761-0.0028394i,0.0017968-0.0020382i,0.0013664-0.0019573i,0.0007624-0.0017537i,0.00048152-0.0013312i,0.00062659-0.0016743i,0.0009105-0.0015514i,0.00023356-0.00052022i,-0.00062226-8.9888e-05i,-0.00046961+0.00012911i,0.00032872+9.4094e-05i,-1.6584e-05-0.00032173i
-0.0011217+7.1779e-05i,0.0013543-9.9209e-05i,0.0033227-0.00075386i,0.0035645-0.0020657i,0.0027524-0.0031754i,-0.00034717-0.0043894i,-0.0034547-0.0051042i,-0.0045339-0.0035773i,-0.0048732-0.0017809i,-0.004252-0.00027795i,-0.0028818+0.0014866i,-0.00046341+0.00094657i,0.00095891-0.00058631i,0.00020174-0.0010507i,-7.2332e-05-0.00067769i,0.0011021+0.000513i,0.0021805+9.7531e-05i,0.0023257-0.0015978i,0.001927-0.0022486i,0.00095411-0.0013024i,0.00015866-0.00017128i,0.00052061+0.00023539i,6.7044e-05+0.00051453i
-0.0041673-0.0069131i,-0.0027752-0.0056708i,-0.0024429-0.004531i,-0.001999-0.0033069i,-0.00023722-0.0018788i,0.0016062-0.0012659i,0.00168+9.183e-05i,0.0015246+0.002262i,0.0024357+0.0039623i,0.0034556+0.0039594i,0.0039925+0.0021275i,0.0040168+0.0004992i,0.0034524+5.4487e-05i,0.0020073-0.00035236i,0.0013233-0.00070148i,0.00084524-0.0014375i,0.00042954-0.0024256i,3.5639e-05-0.0033666i,-0.00060098-0.0029539i,0.00021697-0.0013909i,0.0010519-0.00020079i,0.00054014+0.00052416i,-0.00044257+0.0010331i
-0.0044487-0.0085436i,-0.0037214-0.0064874i,-0.0037563-0.0032907i,-0.0044952-0.00053736i,-0.0042223+0.0024195i,-0.0025409+0.003439i,-9.7346e-05+0.0012175i,0.002935-0.0022139i,0.0045099-0.0044433i,0.0042806-0.0053138i,0.0032043-0.0036665i,0.0020563-0.0010705i,0.0020525-0.00043534i,0.0019622-0.00077932i,0.0013704-0.0018204i,0.00099388-0.0021749i,0.00086306-0.0015087i,0.0014209-0.0013865i,0.001475-0.0010408i,0.00037398-0.00052746i,0.00016806+0.00019563i,0.00016497+0.00047171i,-0.00039718+7.539e-05i
-0.0052375-0.0061172i,-0.0054792-0.0033524i,-0.0044614-0.00014769i,-0.0014447+0.00073496i,0.0013451+0.00036138i,0.00015966-0.0027161i,-0.0031772-0.0048339i,-0.0046683-0.0029667i,-0.0047178-0.0021624i,-0.0049156-0.0020483i,-0.0029594+0.00043699i,0.00040852+0.00099941i,0.0027208+8.4411e-05i,0.0026524-0.0009149i,0.0015413-0.0013163i,0.0011285-0.00031569i,0.0015686-0.00066854i,0.0022373-0.0023199i,0.00117-0.0029014i,-0.00018522-0.0012526i,-0.00033318+0.00077764i,-0.00047532+0.0010466i,-0.00046943+0.00060218i
-0.0046006-0.0061373i,-0.0033525-0.0028917i,-0.002758+0.0010014i,-0.0006521+0.0015214i,0.002934-0.00015324i,0.0038993-0.0024258i,0.00035635-0.0012829i,-0.0022459+0.0020739i,-0.0011816+0.0047407i,0.0014024+0.0056091i,0.0026904+0.0035946i,0.0029165+0.00043224i,0.0023598-0.0016529i,0.0027277-0.0033138i,0.0033749-0.0043037i,0.0028872-0.0038104i,0.001992-0.002758i,0.0010737-0.0027394i,-0.00014821-0.0030221i,-0.00091537-0.0019497i,1.4931e-05-0.00050887i,0.00061299-0.00020102i,-0.0001975-9.0001e-05i
0.029202-0.016764i,0.025738-0.024048i,0.017995-0.03392i,0.0016471-0.028775i,-0.01424-0.017133i,-0.020506-0.001743i,-0.010081+0.0077828i,0.0039961+0.0062685i,0.011321-0.0013454i,0.00818-0.0079179i,0.00045595-0.0067747i,-0.0031985-0.00087989i,-0.0054065+0.0048069i,-0.0089133+0.0095105i,-0.010217+0.0099098i,-0.0060466+0.0037899i,8.902e-05-0.0021776i,0.0028327-0.0026925i,0.0040137+0.00041334i,0.0046024+0.0023373i,0.0041223+0.00044429i,0.0018248-0.0023923i,-0.0018275-0.0023902i
0.012269-0.0089544i,0.008159-0.010537i,0.0032479-0.010972i,-0.00083355-0.0063197i,-0.00063412-0.0008785i,0.00096132+0.0015404i,0.0015503+0.00016802i,-0.00013757-0.0028577i,-0.0027984-0.0054573i,-0.0042012-0.00606i,-0.0037794-0.0036132i,-0.0017782-0.00085261i,0.00015584+0.00054516i,8.9559e-05+0.0014599i,-0.0003637+0.0018683i,0.00037116+0.00012001i,0.0012367-0.0024187i,0.0023102-0.0035354i,0.0025209-0.0027489i,0.0022185-0.0017535i,0.0013639-0.0014513i,-2.3226e-05-0.0018098i,-0.00097384-0.0010393i
0.0074075-0.0021414i,0.00612-0.0038786i,0.0041061-0.0057119i,0.0010512-0.005108i,-0.0011271-0.0034727i,-0.0024817-0.0019628i,-0.0036101-0.00015077i,-0.0029551+0.0026728i,-0.0010299+0.0047466i,0.00011308+0.0049247i,0.0007857+0.0033439i,0.0010764+0.0018337i,0.00068231+0.0011699i,0.00063128+0.00036799i,0.0013893-0.000435i,0.0018249-0.00096251i,0.0017786-0.0010898i,0.0015311-0.00093413i,0.00024986-0.00068907i,0.00037792-2.0504e-05i,0.0011492+0.00014315i,0.00049257-0.00087932i,9.1504e-05-0.00097587i
0.000527-0.0065143i,-0.0015764-0.0079721i,-0.0031934-0.0091142i,-0.0051221-0.0081634i,-0.0043956-0.0052848i,-0.0013237-0.0039162i,0.0019578-0.0035015i,0.004317-0.0022076i,0.0064162-0.0017863i,0.0068408-0.0029209i,0.0047798-0.0029741i,0.0018098-0.00032122i,0.00048035+0.0020074i,-0.00013351+0.002128i,-0.00074936+0.00067945i,0.00060664-0.00019648i,0.0032797-0.00098601i,0.0036915-0.0018688i,0.0018594-0.0012836i,0.0012532-0.00078715i,0.0011583-0.0010889i,0.00041857-0.0012735i,-2.525e-05-0.0013686i
0.0054737-0.0062785i,0.004256-0.0090916i,0.0029316-0.0088143i,0.0012945-0.0049729i,-0.0017712-0.0015284i,-0.0049321-0.00081188i,-0.0048498-0.001354i,-0.0030908-0.0026479i,-0.0020006-0.0052795i,-0.002108-0.0061287i,-0.0018031-0.0038191i,-1.0921e-06-0.0008367i,0.001583+0.00092817i,0.0012619+0.001095i,0.00065374-0.0001051i,0.0010694-0.001733i,0.002376-0.0023948i,0.00307-0.0024125i,0.0021261-0.0021472i,0.001042-0.0015735i,0.00030533-0.00082369i,-0.0009191-0.00076965i,-0.00098935-0.0011965i
0.0011881-0.00069198i,0.00032389-0.0032004i,-0.0011183-0.0050584i,-0.0019429-0.0033231i,-0.00050065-0.00027964i,-3.0601e-05+0.00031652i,-0.00052941+0.00079044i,-0.0020721+0.0022991i,-0.0028898+0.0039019i,-0.0013182+0.004155i,0.00094017+0.0024625i,0.0013707+0.00020642i,0.00037734-0.00072472i,0.00074286-0.0010108i,0.00071892-0.0013973i,0.00094921-0.0011646i,0.0020701-0.00091914i,0.0027646-0.0013253i,0.0019748-0.001169i,0.00074775-0.00073789i,0.00071272-0.00036939i,0.00054282-0.00021995i,-8.7844e-05-7.9754e-05i
-0.0032826-0.0016785i,-0.002559-0.0037008i,-0.0013688-0.0041239i,-0.00228-0.0024876i,-0.0029631-0.0020552i,-0.0030839-0.0030966i,-0.0025961-0.0021019i,0.00021102+0.00085999i,0.0041848+0.001454i,0.0055412-0.00056932i,0.0043731-0.001729i,0.0023167+7.2194e-05i,0.0012292+0.002028i,0.00079279+0.001713i,0.00062728+6.7563e-05i,0.0021885-0.00097288i,0.0040833-0.0013219i,0.0044628-0.0013768i,0.0035127-0.0013151i,0.0024409-0.0005905i,0.0022136-0.0001691i,0.0017975-0.00084488i,0.00092834-0.0015328i
