0.0031826-0.0018902i,0.0028838-0.0025803i,0.00043709-0.0036102i,-0.0017222-0.0034471i,-0.0036024-0.0014398i,-0.0038897+0.00046189i,-0.0019848+0.00048952i,-0.00011043+0.00022612i,0.00071762-0.0002309i,0.00051862-0.00072081i,-0.00033093-0.0014554i,-0.00084375-0.0016845i,-0.00082444-0.00065744i,-0.00088798+0.00038293i,-0.0010788+0.00040294i,-0.00103+0.00098321i,-0.0010349+0.00098974i,-0.00041968+0.00012267i,-0.00028879-0.00061825i,-0.00054386-0.00024232i,-0.00017311+0.00010239i,-0.0001324-0.00044038i,-2.7778e-05-0.00084526i
-0.00060332+0.00045617i,-0.0011038+6.9511e-05i,-0.00062857-5.8017e-05i,-0.00016181+0.00063918i,-0.00050141+0.00056041i,-0.0011162+0.00023148i,-0.0011452+0.00060774i,-0.0010553+0.00040509i,4.3638e-05-0.00028665i,0.00054076-0.00073301i,-0.00015746-0.00078114i,-0.0013458-0.001114i,-0.0014988-0.0011416i,-0.00079276-0.0008047i,-0.00057683-0.00085849i,-0.00044817-0.00048557i,-0.00046815-0.00052634i,-0.00040457-0.00090978i,0.00013096-0.00040935i,0.00031029-0.00049622i,0.00017078-0.00053866i,-0.00029586-8.2656e-05i,-0.0012059+0.0003868i
-0.0012626-0.0017225i,-0.00096018-0.00086981i,-0.0016825-0.0010267i,-0.0020639-0.00028359i,-0.0018369+0.0014045i,-0.0013596+0.0018491i,-0.0011708+0.00052003i,-0.0011515-0.00046105i,-0.00087836-0.00067521i,-0.0010049-0.00076964i,-0.0010672-8.149e-05i,-5.5495e-05-8.3453e-05i,0.00098997-0.00015898i,0.00075567+0.00053775i,2.6472e-06+0.00071252i,0.00011193+0.00064748i,0.00047406+0.00067164i,0.00031277+0.00059988i,0.00041907+0.00043334i,0.00078822+0.00020368i,0.00057024-3.7211e-05i,0.00022385+6.4564e-05i,0.00010898+0.00020346i
-0.00027761-0.00036931i,-0.0013726+0.00013808i,-0.0018302-0.00032481i,-0.0024064+0.00017299i,-0.0021908+0.00060254i,-0.0013921-0.00012737i,-0.0010179-0.0005553i,-0.0007577-0.00070373i,-0.0006136+0.00011357i,-0.00049538+0.00088355i,-0.0002206+0.00074325i,0.00010303+0.00040106i,0.00059023-5.3762e-05i,0.0004501-0.00011877i,0.00078375+0.00013627i,0.0011046+0.00017394i,0.00028072+1.0075e-05i,-0.00047836-0.00021788i,-0.00026405+0.00013291i,-0.00018308+0.0011017i,-0.00056336+0.00088799i,-0.00021814+0.0003929i,0.00054684+0.00028321i
-0.0020814+0.0010833i,-0.002528+0.00028378i,-0.0019246+0.0010767i,-0.0017717+0.0020549i,-0.0011677+0.001608i,-0.00042704+0.001198i,-0.0002028-8.3568e-06i,8.2608e-05-0.00062771i,9.9806e-05+0.00049218i,-0.00038559+0.0012679i,-9.5717e-05+0.00060449i,0.00051103+8.9173e-05i,-4.2014e-05-0.00053312i,-0.00033164-0.00026088i,0.0002402+0.00034091i,0.00042769-7.9429e-05i,0.00064061-0.00030872i,0.00024462-0.00027615i,-0.00047709+0.00015944i,-0.0006268+7.0639e-05i,-0.00056712-0.00048746i,-0.00046069-0.00059201i,0.00020108-0.00013317i
0.00018289-0.00073735i,0.00026943-0.0012134i,-0.0005839-0.0011746i,-0.00028338-0.0010252i,0.0009668-0.0004473i,0.0010588+0.00030378i,2.0121e-05+0.00099362i,-0.00018132+0.00082821i,-0.00018465+0.00047138i,-0.0009777+0.00019769i,-0.00084694-0.00042174i,-0.00041716-0.00042179i,-0.00064514-0.00022406i,-3.165e-05-6.3049e-05i,0.00038482-0.00013915i,0.00047663+4.2252e-05i,0.00074862+0.0007214i,0.00042238+0.00039399i,0.00014569-0.00057911i,-0.00069794-0.0010814i,-0.0011838-0.00095578i,-0.00071529-0.00024136i,2.6165e-05+0.00019743i
-0.0019838-0.00046478i,-0.00076455+0.0013723i,2.5776e-05+0.0026606i,-0.0009719+0.0029641i,-0.00098715+0.0027167i,4.546e-05+0.0018684i,0.00014067+0.00068033i,7.5976e-06-0.00073601i,0.00058089-0.00037131i,0.00088224+0.00058769i,0.00060042+0.00053704i,0.00061851+0.00020551i,0.00060266+0.00051539i,0.00078562+0.00083749i,0.0011572+0.00024143i,0.00069321-0.00074585i,9.3814e-05-0.0006967i,-0.00022265-0.00013386i,-0.0004341-0.00024499i,-2.6889e-05-0.00044788i,0.00076441-2.9445e-05i,0.00059057+8.4056e-05i,-8.4861e-05-0.00048221i
0.00030855-0.00063018i,-0.0015105+0.00075742i,-0.0032845-0.00023047i,-0.003301-0.00044152i,-0.0023131+0.00065641i,-0.00054739+0.0004788i,0.00046056+0.00069463i,-1.1621e-05+0.00079742i,-0.00064425+0.00051407i,-0.0011985+8.6206e-05i,-0.0011443-0.00012516i,-4.4858e-06+0.00017622i,0.00016754+8.0395e-05i,8.2273e-05+0.00030688i,0.0004744+9.4523e-05i,0.0006506-0.00025229i,0.00062204-9.7092e-05i,0.00012782-0.00024106i,0.00012242-6.1949e-05i,0.00016423+0.0010144i,-0.0001502+0.00098233i,-0.00040958-3.2801e-05i,-0.00054223-0.00019792i
-0.00086416+0.00046793i,-0.0013622+0.00035089i,-0.0011382+0.00064524i,-0.00012692+0.00032978i,0.00031421+0.00070712i,0.00063735+0.0015604i,0.0009216+0.0015086i,7.8051e-05+0.00072151i,-0.0004399+0.000191i,-0.0002613-0.00016503i,-0.00047299-0.00029644i,0.00032213-0.0003605i,0.0014206-0.00054909i,0.0011266-0.00047303i,0.00050457-0.00040285i,0.00024489-0.00019825i,0.00024718+0.0003365i,-0.00019703+0.00045349i,-0.00075048-0.00037038i,-0.00077031-0.00094891i,-0.00052032-0.00085418i,0.00016145-0.0010424i,0.00050723-0.00089414i
-0.00080969-0.0005625i,-0.00073171+0.00024094i,-0.00097989+0.0011314i,-0.00031529+0.001068i,0.00067451+0.00030405i,0.0017544-0.00011319i,0.00077968+0.00022416i,-4.9047e-05+3.4553e-05i,0.00019849-0.00045041i,-0.00047493+3.6142e-05i,-0.00071732+0.00016796i,-0.00091498-0.00017663i,-0.00057903-0.00043016i,0.00031956-0.00025894i,0.00025757+0.00063238i,-0.00018415-0.00022017i,0.00019663-0.0011464i,0.00039608-0.0011629i,9.8811e-05-0.0010325i,-0.00028288-0.0002695i,-0.00073062+0.000282i,-0.00037942+0.00051184i,0.00021043-0.00020934i
-0.0016425+0.0012536i,-0.0019134+0.00013593i,-0.0018743+0.00011683i,-0.00095727+0.0013738i,-0.0007231+0.0010814i,-0.0008604+0.00037798i,-0.00078392+0.00024458i,-0.0013241-5.56e-05i,-0.0014713+0.00019268i,-0.00055633+0.00048114i,0.0002389+0.00010062i,0.00017011+0.0001492i,0.00037709+6.3425e-05i,0.00092514+0.00013397i,0.00087202+1.2772e-05i,0.00023396-2.6528e-05i,-8.6541e-05-0.00021945i,0.00019574-0.00040683i,0.00024522-2.1847e-05i,-0.00012362+1.3388e-05i,-0.00050341+4.1529e-05i,0.00049226-0.00040508i,0.00093236-0.00064464i
-0.00025983-0.00054144i,-0.0011474+0.00029176i,-0.0010738+0.00056365i,-0.0007229+0.00056942i,-0.0006022+0.00095269i,-0.00035036+0.0005568i,-0.00010145-2.4619e-05i,0.00024255+5.5154e-05i,-0.00023846+6.411e-05i,-0.00068114-0.00017247i,-5.9473e-05+0.00044353i,0.00010958+0.00086617i,-0.00057472+0.00067789i,-0.00071503+0.00013942i,-0.00013647-0.00026865i,-0.00019374-0.0004114i,-0.0002955-0.00048788i,0.00034607-2.7266e-05i,0.00052687-0.00042504i,0.00032243-0.00075322i,-0.00011789-8.07e-05i,-0.0004864+0.00034024i,-0.00010518-5.0683e-06i
0.00057895+0.00017783i,0.00062048+0.0014848i,6.2008e-05+0.0023093i,1.5207e-05+0.0016347i,0.00017552+0.0011525i,-0.00021149+0.0011017i,-0.00017753+4.3993e-05i,0.00037004-0.0010522i,0.000505-0.00027398i,0.00027653+0.00071659i,-0.0002418+0.00019268i,-0.00012259-0.001113i,0.00037525-0.001096i,2.2918e-05-0.00021559i,0.00017574+0.00011822i,0.00038201+0.00032036i,0.00054797-1.7201e-05i,0.00028381-0.00048681i,-0.00013492-1.0746e-05i,0.00062872+0.00048387i,0.0012138+0.00082046i,0.00056576+0.00090397i,1.3658e-05+0.00048315i
0.00071911+0.0016378i,-7.8093e-05+0.0010118i,-0.00073767+0.0015692i,0.00016663+0.00082689i,0.00095807-0.0006608i,-0.00017405-0.00033925i,-0.0013833+8.7803e-05i,-0.00091493-0.00015762i,-0.00013675+0.00019173i,0.0011125-8.8977e-05i,0.0013073-0.00091841i,-0.00015556-0.001029i,-0.0010713-0.00081536i,-0.00074894-0.00015416i,5.3104e-05+0.0004083i,0.00039945+0.00053526i,0.00020892+0.0010171i,0.00018696+0.0015319i,2.6771e-05+0.00052161i,-3.5141e-05-0.00076903i,-6.7855e-05-0.00086794i,0.00036324-0.00021226i,0.00076496+0.00034999i
-0.0010357+0.0016794i,-0.0001677+0.00092832i,-4.561e-05+0.00095197i,-0.0002183+0.00029133i,-0.00057804-0.00054281i,-0.00058106-0.00018486i,-0.0004485-0.00044061i,-0.00023937-0.00062992i,-0.00010571+0.00058447i,-0.00087698+0.00043888i,-0.00079876-0.00067015i,0.00024497-0.00088252i,0.00054987-0.00058393i,0.0007956-0.00023262i,0.00026334-0.00058999i,-0.00032152-0.00090784i,0.00037534-0.00045381i,0.00091775-0.00041536i,0.0004669-0.00024186i,-7.2035e-05+0.00038915i,-5.3247e-05+9.4374e-05i,-9.0551e-05-0.00026717i,0.00025946-0.0004894i
-0.0010217+0.0012292i,-0.0012049-0.00018835i,-0.0012299-0.00074821i,-0.0010009+0.00019193i,-0.00099369+0.0013234i,-0.00087985+0.0010609i,-0.0006044+0.00033569i,-0.00073186+0.00059878i,-0.00082727+0.0007359i,-0.0004516-3.1135e-05i,0.00024356-3.5482e-05i,0.00034048+0.00080603i,-0.00073515+0.00086659i,-0.0005956-0.00015148i,0.00068909-0.0012772i,0.00056171-0.001281i,-0.0003407-0.00026436i,-0.00056569+0.00044149i,-0.00025337+0.00043058i,-0.00064472+0.00053425i,-0.0004094+0.000496i,0.00046543-0.0001071i,0.00041596-0.00092416i
-0.00069211+0.0010919i,-0.00022587+0.0018321i,-0.00047655+0.0020399i,-0.0008637+0.0012681i,-0.00065659+0.0010788i,-0.0005612+0.0011574i,-0.00053516+0.00057431i,-0.00050681+1.0087e-05i,-0.00023527-5.058e-05i,2.8956e-05+0.00036i,-0.00042567+0.00031517i,-0.00070307-7.0063e-05i,-0.00087771-7.6856e-06i,-0.00078543-6.6229e-05i,-0.00018778-6.7824e-05i,0.00025972+0.00039876i,-0.00035383+0.00050097i,-0.00069307+0.00022356i,0.00016214+0.00033816i,0.00066512-0.00043076i,0.00032391-0.00092701i,-0.00030623-0.00044384i,-0.00024929-0.00038653i
0.00057795-0.0025307i,-0.00076743-0.0021199i,-0.0023673-0.0013428i,-0.0024847-0.00011905i,-0.0013782+0.0008376i,-0.00090281+0.0010956i,-0.0010472+0.00036714i,-0.0005681-0.00041521i,-0.00032734-0.00018724i,-0.00024142+3.1039e-05i,-0.00030497+0.00029659i,-0.00049144+0.00023934i,-0.00061588-0.00065777i,-0.00049373-0.00047762i,0.00038026+0.00041217i,0.0010888+0.00049242i,0.0013804+0.00023031i,0.0008579+0.00015689i,6.4458e-05-3.4184e-05i,-9.6715e-05-2.0041e-05i,0.00044838+8.8074e-06i,0.00077155-0.00024162i,0.00010994-0.001015i
-9.8861e-05-0.00066241i,3.4832e-05-1.2854e-05i,0.00047687+0.00091679i,0.00084398+0.00073332i,0.00075806+6.1477e-05i,0.00076367-0.00060908i,0.00049704-1.1512e-05i,-0.00011079+0.00044658i,0.00017517+0.00043974i,0.00096729+0.0011377i,0.0013237+0.001357i,0.00098732+0.00095588i,0.00070942+4.6854e-05i,0.00092195-0.00042308i,0.00089425-0.0006602i,0.00075455-0.00022629i,0.0006051+9.6608e-05i,0.00052115+0.0002267i,-0.00032415+0.00074333i,-0.0003617+0.00021117i,1.0784e-05+3.817e-08i,-0.0003622-0.00011454i,-0.00024788-7.1369e-05i
-0.0010278+0.0012686i,-0.0011987+0.0013735i,-0.0014942+0.0010843i,-0.0011208+0.00047025i,-0.00030594+0.00026471i,-0.0014433+0.00036569i,-0.0020898+2.5219e-05i,-0.0010174-0.00026912i,-0.00041928-0.00011955i,7.2555e-05-1.2029e-05i,0.00074444-0.00016871i,0.0013521-0.00097332i,0.0011115-0.0012834i,0.00023585-0.00022594i,-1.6784e-05-3.1339e-06i,-9.6238e-05-0.00060555i,0.00027056-0.00073572i,-0.00047069-0.00073238i,-0.0018394-0.00045998i,-0.0019552-0.00083211i,-0.00071115-2.2757e-05i,0.00012441+0.00080225i,0.00045238+0.00096563i
-0.0015724-0.003413i,-0.0029554-0.0027235i,-0.0039038-0.0015775i,-0.0033845+0.00082107i,-0.0021062+0.0013535i,-0.00072213+0.0013517i,-0.00012834+0.0013725i,-0.00055148-8.8215e-05i,-0.00085049-0.00082496i,-0.001444+7.0237e-05i,-0.0018758+0.0010167i,-0.0012608+0.001514i,-0.00057906+0.00068049i,-0.00065329-9.9029e-05i,-0.00094417-0.00010244i,-0.00084867+0.00045063i,-8.5386e-05+0.00053799i,-0.00014813+0.00073551i,-0.00039435+0.00078158i,-0.00024603+0.00045504i,-7.5639e-05+0.00054908i,-4.0658e-05+0.00079949i,0.00050595+0.00013662i
-0.0010915-0.0025671i,-0.0013073-0.00095217i,-0.0013077-9.1586e-06i,-0.0015231-0.00012827i,-0.0011747-0.00021984i,-0.00081099-0.00011139i,-0.0010136-0.00017175i,-0.00022212-8.3312e-05i,0.00032339+0.00034435i,-0.0003445+0.00056667i,-0.00014065-0.00017544i,0.00030378-0.0011622i,0.00019359-0.0010196i,-8.2487e-05-0.00021196i,-0.00022174+0.00031567i,-0.00055996+0.00081543i,-0.00025443+0.001115i,0.000272+0.00053669i,9.3066e-06+0.00049069i,0.00015885+0.00070464i,0.00070394-2.7888e-05i,0.00061132-0.00038162i,0.00032529+0.00051588i
-0.002106+0.0016807i,-0.0012075+0.0016792i,0.00017602+0.002925i,0.0007918+0.0026176i,0.0005629+0.00069778i,-0.00039309-7.3555e-05i,-0.0015804+0.00053399i,-0.00099481+0.00018025i,-0.00016611-0.00023707i,-0.00060135-0.00011046i,-0.00043174-0.00035702i,0.00021608-0.0003727i,0.00017873-0.00014821i,-0.00011392+0.00041413i,-0.00046492+0.00076707i,-0.00011438+0.00055068i,5.1643e-06+0.00030033i,-0.0011015-0.00034742i,-0.0015623-0.00074875i,-0.0011939-0.00044983i,-0.00054507-0.00036157i,0.0003685-0.00067514i,0.00089267-0.00040716i
-0.0025121-0.00035749i,-0.001649+0.00055446i,-0.003212+0.0020025i,-0.0029921+0.0022466i,-0.001604+0.0020884i,-0.00021199+0.00165i,0.00096992+0.00046927i,0.00057162-0.00037171i,5.579e-05-0.00020657i,0.00035246+0.00039501i,0.00038033+0.0005174i,7.1499e-05+0.00062231i,0.00012407+0.00097544i,0.00023679+0.00090883i,0.00049917+0.00084987i,0.00095309+0.00055189i,0.00087958-0.00024417i,0.00064672-0.0010053i,-0.00017572-0.00055979i,-0.00079965+0.00028505i,-0.00068471+0.00014051i,0.0001787-0.00013414i,0.00066138-0.00033221i
-0.00033403-0.00011368i,-0.0010535+0.00061183i,-0.0012282+0.00063055i,-0.0014327+0.00054202i,-0.0011388+0.00028885i,-0.00044549-4.3283e-05i,9.5418e-05-0.00069288i,-0.00058586-0.00123i,-0.0012677-0.0013494i,-0.00094003-0.00135i,-0.00025346-0.00031311i,7.1402e-05+0.00075954i,6.3417e-05+0.00037542i,-0.00011833+2.9742e-05i,0.00016078+5.7992e-05i,0.00057787+0.00045529i,0.00046737+1.2909e-05i,0.00062966-0.00059924i,0.0007055+2.4947e-05i,0.00022739+8.6476e-05i,0.00035116+9.8916e-05i,0.00011387+0.00040342i,-7.4681e-07+4.337e-05i
4.4463e-05-0.0013972i,-0.00034248-0.0012424i,-3.005e-08-0.0002264i,0.00078649+0.001375i,0.00060984+0.0018099i,-0.00046069+0.0014376i,-0.0012181+0.00070192i,-0.00059991-8.7518e-05i,0.00020067+0.00043216i,0.00044276+0.00087547i,0.00012069+3.1333e-05i,-0.001224-0.00072919i,-0.0018944-0.00061392i,-0.0011734-5.0761e-05i,-0.00053372+0.00018315i,-0.00083657+0.00040754i,-0.00077502-0.00025433i,-0.00025422-0.001472i,-7.4941e-05-0.0011236i,-9.2931e-05-0.0003944i,0.00013633-0.00029144i,0.00040694+2.25e-05i,-0.00044525-0.00020812i
-0.00041864+0.0019041i,-0.00055318+0.0017029i,-0.0011895+0.0016287i,-0.0015391+0.0014292i,-0.0010029+0.0004861i,-0.00027114+0.00052606i,0.00024598+0.0007967i,0.00056051+0.0001769i,0.00058414+0.00085389i,6.7832e-05+0.0011213i,0.00018275+9.7045e-05i,1.2088e-05-0.00029017i,-0.0002044-2.6244e-05i,4.0042e-05+0.00015813i,-0.00017616-0.00017837i,-0.00047554-0.00090769i,-0.00057784-0.00046319i,-9.0858e-06-6.6088e-05i,-2.6071e-05-0.00029304i,-0.00018514+3.5257e-05i,-0.00064189+0.00039485i,-0.00083481-7.6517e-05i,-5.5194e-05-0.00038841i
0.00070134-0.00023479i,-0.00016595-0.0010818i,-0.00081357-0.0023268i,-0.0017346-0.0020519i,-0.0015586-0.0009143i,-0.00096341-0.00036661i,-0.0010802-0.00037366i,-0.001582-0.00015882i,-0.00087738-5.3987e-05i,-0.00015661-7.6088e-05i,-0.00092457-0.00067687i,-0.0012458-0.00084799i,-0.0010668-0.00022115i,-0.0010093-0.00022559i,-0.00054052-0.00073756i,-0.00012675-0.00098581i,-0.00010324-0.00058691i,-0.00049216-0.0002098i,-0.00020021+8.7326e-05i,0.00018715+0.00021718i,0.00050059+0.00036911i,0.00011507+0.0006976i,-0.0009987+0.00045332i
-0.00086972-0.00027562i,-0.00028292+0.000847i,3.6493e-05+0.0016013i,-0.00015796+0.0015378i,-0.00055806+0.0018203i,-0.0012239+0.0021084i,-0.0015841+0.0017241i,-0.00055259+0.00067615i,0.00066284+0.00017808i,0.00066643+0.00021127i,0.00064149-5.5492e-05i,3.0092e-05-0.00038392i,-0.00042548-0.00072966i,0.00021972-0.00053228i,0.00024045+0.00022453i,-0.00034289+0.00037554i,-0.00040514+0.00031739i,-1.1633e-05+0.00084789i,-0.00081827+0.0011059i,-0.00068471+0.00068403i,0.00073943+0.00031727i,0.0012102+0.00019295i,0.00054232-5.2782e-05i
-0.001364-0.00098471i,-0.0023171-0.0001224i,-0.0021739+0.00095437i,-0.0015746+0.00083565i,-0.0013016+0.00064761i,-0.00045542+0.00012773i,0.00019657-0.0008112i,0.00035259-0.00035619i,-0.00010001+0.0007247i,-0.00047891+0.00038592i,-0.00015358-0.00034185i,0.0001239-3.3574e-05i,0.0011799-4.0857e-05i,0.0013872-0.0003717i,0.00013734-0.00047929i,-0.00058357-6.2671e-05i,-0.00039855+0.00027429i,-0.00034637-1.2182e-05i,-3.6012e-06+0.00017469i,0.00072345+0.00023526i,0.0010313-0.00031102i,0.00079468-0.00034155i,-0.00023365-0.00064471i
0.001686+0.0016454i,0.0018563+0.0011758i,0.0021251+0.00073739i,0.0019512-0.00061618i,0.0010299-0.00073717i,-0.00012599+0.00039408i,-0.00075041+0.0010938i,-0.00010743+0.0010942i,0.00068476+0.00095005i,0.0004493+2.3957e-05i,0.00030499-0.00050695i,7.1853e-05-0.00051526i,-0.00071722-0.00090023i,-0.00037029-0.0012083i,-7.338e-06-0.0013733i,-0.00012517-0.0011255i,-7.4206e-05-0.00098747i,0.00010761-0.00067535i,-0.00024729+1.5579e-05i,-1.5049e-05-3.0165e-06i,0.00037685+3.345e-06i,-0.00042644+0.00033236i,-0.00058594-0.00016443i
0.0013374+0.0012718i,0.00034664+0.0012217i,0.00015787+0.0010228i,-0.00026175+0.00025228i,-0.00010279+3.8382e-06i,-0.00058443+0.00044557i,-0.0015076+0.00024947i,-0.001377-0.0001201i,-0.00093646-0.00017126i,-0.00034575-0.000601i,6.5488e-06-0.00057035i,-0.00016635+3.7298e-05i,-0.00044967-0.00049232i,8.9342e-05-0.001092i,0.00023271-0.0013415i,-0.00031393-0.00088683i,0.00049434-0.00065452i,0.0014848-0.00047788i,0.00071154+0.00020673i,-0.00053295+0.00086844i,-0.001124+0.00075409i,-0.00062571+0.00012709i,-0.00050733-0.00010805i
-0.0016602-0.0011834i,-0.0016694+0.00026348i,-0.0013373+0.0016665i,-0.0012182+0.0020241i,-0.0013576+0.0017898i,-0.0002842+0.0010484i,0.00026906+0.00035421i,-0.00044266+6.6991e-05i,-0.0011764+5.6291e-05i,-0.0010478+0.00028284i,-4.0982e-05+0.00082003i,0.00046854+0.00097438i,0.00015443+0.00061511i,-0.00072326-8.2272e-05i,-0.00078765+0.00018682i,-0.00023305+0.00016281i,-0.00025418-0.00055853i,-0.00028511-0.00052653i,-3.6253e-05-0.00044328i,0.00024336-0.00050188i,-0.00010064+0.00039894i,-0.00031618+0.00073827i,-0.00052823+0.0002123i
-9.1155e-05-0.001346i,-0.0018369-0.0011266i,-0.0037053-0.00097326i,-0.002476-0.00014567i,-0.0005393+0.00059738i,-5.4538e-06+0.00016031i,-0.00039668+0.00026512i,-0.00056051+9.8787e-05i,-0.00024277-0.00050259i,0.00029824-0.00027774i,0.00053489-0.00049629i,0.00064259-0.00031827i,0.00042123+0.00040783i,0.00066009+0.00038477i,0.00079643-0.0001906i,0.00071144-0.00053374i,0.00046876-0.00071079i,7.6552e-05-0.00075138i,7.3043e-05-0.00034452i,0.00013262-0.00013714i,0.00039415-0.00045664i,0.00050795-0.00050802i,0.00024616-0.00025784i
0.00040818+0.00090167i,0.0010391+0.00089089i,0.0020384+0.0014026i,0.0011021+0.0015906i,0.00019011+0.00086102i,4.9253e-05-0.00061582i,-0.00022813-0.0015668i,-2.6486e-05-0.0012049i,7.1689e-05+0.00030666i,0.00022788+0.0011658i,0.00076006+0.00020986i,0.00073788-0.00062159i,0.0003819-0.0004867i,0.00059991+2.7415e-05i,0.00044682+6.8969e-06i,0.00049287-0.00024818i,0.00047099-0.00041143i,-0.00019882-0.00027865i,-0.00054595+0.00063202i,-1.8704e-05+0.00099922i,-0.00026757+0.00087718i,-0.00098492+0.00026599i,-0.00056158+4.9892e-05i
-0.00051332+0.00052439i,-0.00062187-0.00062266i,7.7004e-05-0.0012712i,-0.00042837-0.00071477i,-0.0019722+0.00034314i,-0.0016332+0.00057158i,-0.000754+0.00051338i,0.0001377+0.0005223i,0.00071563-0.00031165i,0.00086458-0.00068703i,0.0010945-0.00063237i,0.00052611-0.00039723i,-0.00016161+0.00038569i,-0.00049762+0.00041789i,-0.00020041-0.00017234i,1.3449e-05-0.00037586i,0.00030604-0.00075257i,0.0011795-0.00066778i,0.00092467+0.00030721i,-7.3404e-05+0.00045917i,-0.00043764+0.00039708i,-0.00029222+0.0001002i,-0.00024635+8.0933e-05i
0.001563+0.00062642i,0.0013421+0.0013526i,0.00095065+0.0014275i,0.00041378+0.0015017i,-0.00046669+0.00098718i,-0.00085426+0.00085949i,-0.00038197+0.0011067i,-0.00044329+0.00064319i,-0.00082262-6.1996e-05i,-0.0008823+0.0001422i,-0.00040493+0.00026089i,3.5017e-05-9.7156e-05i,7.9312e-05-6.7138e-05i,0.00013205+0.00017145i,-0.00014579+0.00012823i,-0.00051773+6.1683e-05i,-0.00024884+0.00027105i,-0.00072563+0.00056662i,-0.001432+6.4608e-05i,-0.00061948-0.00015084i,7.7989e-05+0.00047018i,-0.00030779+0.00088426i,-0.0006397+0.00099237i
-0.0024958+0.0010827i,-0.0017265+0.00066397i,-0.0019543+0.0010591i,-0.0018249+0.0017645i,-0.0002292+0.0019713i,0.00091039+0.00078925i,0.00039768+2.0406e-05i,-0.00041658+0.00041928i,-0.00033432+0.0011375i,-5.9945e-05+0.0011097i,-0.00014799+0.00023381i,0.00036993+8.7716e-05i,0.00045913+9.9831e-05i,0.00016533-0.00077296i,0.00059907-0.0012556i,0.0005609-0.00081919i,-4.5542e-05-0.00049786i,-0.00018563-0.0011474i,0.00022946-0.0011536i,0.00020073-0.00010775i,-0.00024816+0.00048647i,0.00011527+0.00021552i,0.00049624+0.00011881i
0.00026484-0.0012202i,-0.0006875-0.00049016i,-0.0006475+0.00037941i,-0.0010795+0.00056937i,-0.0016042+0.0011207i,-0.0016431+0.0010333i,-0.00014194+1.8263e-05i,0.00088288-0.00025083i,0.00042093-0.00025144i,-0.00038004-9.7696e-05i,2.9618e-05-0.00042972i,0.0010236-0.00041678i,0.00065708+0.00054652i,-0.00026654+0.00055041i,9.0977e-05+9.6006e-05i,0.00022619-0.00036368i,-9.7721e-05-0.0005576i,0.00013486-0.00062105i,0.00034405-0.00056803i,0.00057072-0.00079576i,0.00048277-0.0011718i,0.00079854-0.00038564i,0.0011667+0.00015363i
0.00097476+0.00034919i,-6.7104e-05-0.0010349i,-0.00065685-0.0018963i,-0.0011731-0.0024556i,-0.0012797-0.0025399i,-0.00061019-0.0016769i,-0.00018467-0.00034224i,-2.1601e-05-0.00028404i,0.0005212-0.00022423i,0.00077517+0.00026837i,0.00013906+6.4298e-05i,-0.0012025-0.00014124i,-0.0014513+0.00048241i,-0.00065111+0.00022577i,-6.4454e-05-0.00066227i,6.6464e-05-0.00051349i,0.00049444+0.00020727i,0.00062464+0.00027599i,-0.00023522-0.00019974i,-0.00066533-5.6865e-05i,-6.335e-05-9.6041e-05i,0.00075273-0.00047461i,0.00085054-0.00044432i
0.00013455+0.0013554i,0.00067105-6.3839e-05i,0.0012605+0.0012139i,0.00060937+0.0028571i,-0.00061548+0.0015393i,-0.00084367+0.00019214i,-0.00023737+0.00046278i,0.000981+0.0011834i,0.0010672+0.00045927i,0.0001274+2.264e-05i,-0.00041335+0.00013198i,-0.00022832-0.0005658i,0.0001272-0.00081651i,0.00025076-0.0004761i,-0.00028842-0.00015868i,-0.00074733-0.00074146i,-0.0007552-0.0011958i,-1.1218e-05-0.00068034i,0.00016375+0.00016252i,-0.00049984+0.00041935i,-5.3509e-05+0.00017559i,-0.00035842-0.00010537i,-0.00065758-8.615e-05i
-0.00088858+0.0026127i,-0.00036547+0.0016621i,-0.00031633+0.0010284i,-0.00077154+0.0010501i,-0.00084632+0.00076856i,0.00013124+0.0004924i,0.00065272+0.00072254i,0.0001105+0.0005647i,-0.00048997-8.2138e-05i,-0.00026741-0.00065622i,0.00043839-0.0012607i,0.00069545-0.00056039i,9.8644e-06+3.3125e-05i,2.5343e-05-0.00012881i,9.7301e-05+0.00033811i,-0.00018025+3.9125e-06i,5.5641e-05-0.00034453i,0.0001398-8.3613e-06i,-4.8854e-05+0.00075236i,-2.571e-06+0.00014232i,0.00038347-0.00057806i,-2.9263e-06+0.00058071i,-0.00038336+0.0010553i
0.00046561+0.001437i,0.00025647+0.0014511i,0.00069626+0.0013683i,0.00054462+0.0012442i,-0.00026767+0.00087952i,-0.00062385+0.00015028i,5.2029e-05+0.00026311i,-0.00011607+0.00059829i,-0.00049651+0.00010792i,-0.00018015+2.373e-05i,0.00043046-0.00017718i,0.00062005-0.00015254i,0.00016307+0.00010929i,7.2831e-05-0.00075513i,9.1049e-05-0.00092422i,0.00063652-0.00081091i,8.3506e-05-0.00089763i,-0.0009312-0.00036724i,-9.8224e-05-0.00020507i,0.0006674+0.00010367i,8.0321e-06+0.00061383i,-0.00014373+0.00032i,0.00033015-0.0002187i
