-0.00076183-3.2198e-05i,-0.00041477+0.00060755i,-0.0009047+0.00025761i,-0.0022416-0.00012329i,-0.0020848+0.00044653i,-0.0014906+0.0010525i,-0.0007313+0.0013693i,-0.00024228+0.00063923i,0.00015344+1.5662e-05i,0.00058086+0.00032045i,-6.5515e-05+0.00051051i,-0.00037265+0.00061854i,-0.00017769+0.0005472i,-0.00010919-0.00015398i,0.00033992-0.00081086i,0.00019332-0.00068498i,-0.0004367+0.00017716i,-0.00075533-4.0019e-06i,-0.00072009-6.7604e-05i,-0.00051397+0.00025495i,-0.0002435+0.0003149i,-0.00010964-7.6088e-05i,0.00020435-0.00038379i
-0.0012484+0.00024736i,-0.00033556-7.7543e-05i,0.00029909+4.1554e-05i,0.00032652+0.0015336i,-9.4986e-05+0.0022204i,-0.00044526+0.0010156i,-9.1554e-05+0.000178i,-0.00067772-0.0003977i,-0.00089765-0.0012317i,-0.00043849-0.0012871i,-0.00023873-0.0010439i,0.00019779-0.00094127i,-0.00014781-0.00021768i,-0.00023707-0.00027176i,0.0007269-0.0012179i,0.00093257-0.0005564i,0.00064811+0.00039355i,0.00075995+0.00018051i,0.00044522+0.00030152i,0.00012106+0.0003493i,-0.00031633+0.00033594i,-0.00038921+0.00067083i,-0.00025105-1.2528e-05i
0.00024656+0.00059642i,-0.00010029+0.00015312i,-0.0006666+0.00060474i,-0.000525+0.00084849i,-0.00034858+0.00018413i,-0.00069561-0.00081493i,-0.00081528-0.0012361i,-0.0010869-0.00080774i,-0.0012886-0.0010804i,-0.00079551-0.0009478i,0.00032583-0.00027736i,0.00033251+0.00013537i,5.3816e-06-4.0828e-05i,6.9691e-06+0.00035075i,-0.0003516+0.00093555i,-3.9692e-05+0.00090661i,-2.6323e-06+0.0013456i,3.1937e-05+0.0012535i,0.00050355+0.00074307i,0.00060981+0.00046407i,0.00023904+0.0001241i,0.00031351+0.00031829i,0.00053242+0.00061308i
0.00010996-0.00033965i,-0.00065438-0.0011648i,-0.0011218-0.0008982i,-0.0012515-0.00011222i,-0.0012247+0.00077764i,-0.00097643+0.00071161i,-0.00045772-0.00021067i,2.5778e-05-0.00054996i,7.8275e-05-0.00063299i,0.00019923-0.00049212i,4.3536e-05-0.00032614i,2.0718e-05-0.00053932i,0.00036266-0.00012406i,-0.00052649+0.00047579i,-0.00040177+0.00055658i,0.00067739-7.4757e-05i,0.00065158-0.0001496i,-0.00024499+0.00066713i,-0.00032211+0.00049045i,0.00023849+9.9599e-05i,-0.00013855+0.00068737i,-7.226e-05+0.00081308i,-0.00013586+0.00024953i
0.0012598+8.8327e-05i,0.00079901+0.00045504i,-0.00032294+0.00069155i,-0.0010022+0.00026486i,-0.0011839+0.00037567i,-0.0011702+0.00057482i,-0.00036041+4.2443e-05i,-5.0393e-05-0.00039616i,-0.00044497-0.0005106i,-0.00032288-0.0010239i,-7.2917e-05-0.0015103i,-8.6898e-05-0.001273i,-0.00055559-0.00038188i,-0.00037697+6.3168e-05i,0.0002797+0.00052563i,0.00047096+0.00134i,0.00034123+0.00074661i,0.00011794-0.00031854i,0.00018147-0.00039831i,0.00018035-0.00014027i,-0.00029038-0.00015273i,-0.0012697-0.0004424i,-0.00085528-0.00039843i
-0.00078612-0.00014414i,-0.00069108-0.00040784i,-0.0020428-0.00025945i,-0.0020508+0.00039735i,-0.00051642+4.3197e-05i,0.00077186-0.00015102i,0.00076435+0.00039021i,0.00011095+0.00042622i,-0.00043008-1.9424e-05i,-0.00051584-0.00028681i,-0.00040082-0.00014391i,-0.00079061+6.7067e-05i,-0.00070359+0.00042605i,0.00050131+0.00018029i,0.00071408+0.00045444i,0.00034186+0.00088638i,0.00053763+0.000274i,0.00094667-7.7381e-05i,0.00067286-0.00038676i,-0.0002204-0.00074111i,-0.00027089-0.00050975i,-0.00038066-0.00044266i,-0.0004296-0.0001385i
-0.00021678+0.00042374i,-0.00082931+0.00011963i,-0.00026576+0.00016921i,-0.00067918+0.00062937i,-0.00076182+0.00066515i,0.00044045+0.00046749i,0.00013716+0.00037349i,-0.00019516+0.00020024i,-0.0006113-0.00011704i,-0.001062-0.00076432i,-0.00041968-0.00091633i,0.00016145-0.00011426i,0.00034655+0.00018744i,3.2911e-06-3.05e-05i,-0.00027707-0.0001983i,3.0167e-05-0.00043312i,-3.0886e-05-0.00035549i,-0.00012652-0.00011616i,0.00037766-5.1641e-05i,0.001609-0.00049743i,0.0012288-0.00011892i,0.0002737+0.00061648i,0.00034868-4.6211e-05i
0.001453+0.00044091i,0.00010591+0.0012591i,-0.0004434+0.0014578i,-0.00077407+0.00037498i,-0.00080764-0.00037892i,-0.00068254-0.00097134i,-0.001419-0.001252i,-0.0012658-0.001431i,0.00012213-0.0012031i,0.00060352-0.0006436i,0.00042609-4.6328e-05i,2.2268e-05+0.00025909i,3.5028e-05+0.00071307i,0.00035997+0.00098502i,0.00047618-0.00012923i,0.00049398-0.00041062i,0.00056945-5.8966e-05i,-7.8433e-05+1.2128e-05i,-0.00014132-3.0263e-05i,0.00052355+0.00027361i,0.00049177+0.00054031i,2.7451e-05+0.00010715i,-0.00026147+0.00018559i
-0.00040616-0.0016561i,-0.00067243-0.0014982i,-0.00063741-0.00086106i,-0.00056232+0.00010105i,-0.00025404+0.0012653i,0.00030759+0.00089766i,3.2388e-05+0.00012433i,0.00021129+0.00079293i,0.00044698+0.00088719i,-0.00024609-0.00044736i,-0.0010901-0.00023562i,-0.00093899-0.00021413i,-0.00050705-0.00075359i,-0.00087525-0.00018026i,-0.0010705+0.00076322i,-0.0004331+0.00043963i,5.3554e-05+0.00017805i,-0.000241+0.00038703i,-0.00028282-4.1052e-05i,-0.00047726+1.5106e-05i,-0.00056461+0.00036896i,-0.00021911+0.00050365i,-2.752e-05+0.0005646i
-0.00034313+0.0002583i,-0.00066262+0.00043004i,-0.00051451+0.00053408i,0.00046111+0.00058216i,0.00076706+0.00083584i,0.00059714+0.0002889i,0.00019795-0.00078088i,-0.00090806-0.0009195i,-0.0015418-0.00072326i,-0.00056825-0.00031646i,0.00049178-0.00046714i,0.0002206-0.00024925i,-0.0002875-0.00010788i,2.8224e-05-0.00060051i,0.00065236-5.1395e-05i,0.00049556-9.3338e-06i,0.00032761-0.00082071i,0.0006244-0.00038089i,0.00012179+0.00063715i,-0.00057513+0.00028575i,-0.00036125-0.00047467i,0.00051013-0.00013656i,0.00051523+0.0005896i
-0.0013639-0.0012572i,-0.0009673+0.00015064i,-0.0003331+0.00087159i,-0.00045186+0.00075865i,-0.00048881+0.00070023i,-0.00043198+0.0010433i,-0.00088466+0.00042226i,-0.001012-0.00088552i,-0.0005041-0.0011904i,0.00020329-0.00047525i,0.00023932-7.9726e-05i,0.00025131-0.00023602i,0.00025325-7.2788e-05i,0.00027836+0.00028498i,0.00023863+0.00032925i,0.00032992+0.0003522i,0.00079816+0.00017589i,0.00045243-7.9836e-05i,-2.001e-05+0.00018283i,0.00056338-2.8826e-06i,0.00087779-2.038e-05i,0.00019468+0.00066882i,-5.1854e-05+0.00059796i
-0.00039891-0.0006935i,-0.001252-0.00024022i,-0.0012951+0.00092566i,-0.0020769+0.0012146i,-0.0024469+0.0013004i,-0.0015792+0.0013002i,-0.0009084+0.0010139i,-0.00029443+0.00018429i,0.00017777-0.00058819i,2.5163e-05-0.00082106i,-0.00089727-0.00075375i,-0.00088265-0.000672i,0.00052448-4.1983e-05i,0.00074375-0.00034814i,0.00056407-0.00051241i,0.00050531-0.00032048i,-0.00041437-0.00014538i,-0.00069396+0.00012605i,-0.00017984+0.00071876i,-1.8577e-05+0.00093557i,0.0005583+0.00094201i,0.00070804+0.0010033i,0.00065197+0.00070087i
0.00054518+0.0012462i,-0.0005247+0.0003824i,-0.00089028-0.0002822i,-0.00021645-0.00048579i,0.00040435-0.00019357i,-7.4186e-05-0.00022755i,0.00014031-0.0010643i,0.00066424-0.0013029i,0.00044714-0.0010939i,0.00041527-0.00092282i,0.00022288-0.00033197i,5.1579e-05-0.00020731i,0.00041882+0.00022306i,0.00045073+0.00024595i,0.00049165+0.00085202i,0.00057513+0.00096669i,-0.00059095+0.00041312i,-0.00084036+6.3528e-05i,0.00019994-0.00034776i,0.00051633-0.00061318i,0.0001341-0.00070532i,0.00083099-0.00074571i,0.0013533+7.7982e-05i
-0.00087768-0.0004834i,-8.3102e-05+7.3121e-06i,-0.00066386+0.00060394i,-0.0013754+0.0012123i,-0.00092483+0.0011671i,0.0005657+0.00045713i,0.0010726-0.00031577i,-0.00022215-0.00083931i,-0.0011051-0.0007735i,-0.0012173-0.00037893i,-0.00091375+0.00040386i,-0.0003999+0.00026108i,-0.00081296-0.00047424i,-0.00078963-0.00024385i,4.2509e-05+0.00057176i,0.0003008+0.00025079i,-0.00064423-0.00032704i,-0.0012056-0.00028561i,-0.0010306-0.00040516i,-0.00039293-0.00031881i,0.0003607+0.00030563i,8.829e-05+3.736e-05i,1.5084e-05-0.00045201i
0.00070129+0.00027872i,-0.00083035+0.0014947i,-0.0015187+0.001576i,-0.0012158+0.00097238i,-0.00014508+0.00049304i,-6.4404e-06+3.3699e-05i,-0.00022098-0.0010842i,-0.00056823-0.001404i,-0.00084551-0.00062387i,0.00011567+0.00043425i,0.00093834+0.00027138i,0.0006548+0.00016218i,0.00050438+0.00028108i,0.00045814+0.00029648i,0.00012631+0.00050017i,0.00017203+1.3184e-06i,0.0001894-0.00030136i,-0.00045674-0.00077654i,-0.00049547-0.00066947i,0.00015849-0.00014123i,0.00049634-0.00061795i,0.0013397-0.00049878i,0.0017298+9.784e-05i
0.0010517-0.0021536i,0.00060799-0.0010081i,-0.00014207-0.001509i,-0.0010603-0.0010647i,-0.0018707+4.8661e-05i,-0.0019219+0.00096474i,-0.0010487+0.00090057i,-0.00043555+3.8333e-05i,-0.00031328-0.0002758i,-0.0008919-0.00046843i,-0.00090267-0.00074249i,-0.00045675-0.00071178i,-0.00028633-0.00026013i,-0.00053418+0.0006268i,-0.00022821+0.00092855i,-0.00023443+0.00060607i,-0.00065698-7.8942e-06i,-0.00028825-0.00017005i,0.00035427-0.00024465i,0.00098421-0.00015255i,0.00017872-3.3103e-05i,-0.00044995-9.1133e-05i,-4.5582e-06+0.00036797i
0.00012234-0.00026718i,0.00053824+0.00010482i,0.00015739+0.00036246i,-0.00056515+0.00096312i,-0.0012992+0.0012981i,-0.0013154+0.0012201i,-0.00075075+0.00060938i,-0.00018129-0.0001663i,0.00023909-0.00072295i,-0.00030046-0.001151i,-0.00065589-0.00092467i,-0.00032811-0.0005107i,6.7319e-05-0.00020067i,0.00027273-0.00016732i,0.00016636-0.00018903i,0.00018899+0.00015031i,0.00025549-0.00011096i,-0.00025252-0.00048832i,-0.00054982-0.00042532i,0.00011817-2.2145e-05i,0.0007812-6.031e-05i,0.0013788-0.00026869i,0.00024467-0.00070025i
-0.0020679-0.00043113i,-0.0013226+2.0007e-05i,-0.0023182+0.00020862i,-0.0014823+0.00047043i,-2.9122e-05+0.0015094i,0.00080543+0.0015907i,0.00071066+0.00031816i,-6.6579e-05-9.669e-05i,0.00021663-1.3769e-05i,0.00034212-0.00024552i,-0.00015499-0.00074685i,0.00014352-0.00098673i,0.00055768-0.00060095i,0.00043525+6.2015e-05i,0.00065155+0.00093815i,0.00073615+0.00082248i,0.00043931+0.00010892i,-0.00013329-0.0003414i,-0.00060031-9.3758e-05i,-0.00047314+0.00016753i,-0.00042587-0.000198i,-0.00022657-0.00012269i,0.00029929-6.3947e-05i
-0.00089046-0.00014122i,-0.00085852-0.00025785i,-0.00076886-0.0012894i,-0.0011631-0.0010921i,-0.0017502-0.00037613i,-0.0010885-0.00061886i,-0.00045205-0.00074733i,-0.0003767-0.0011485i,-0.00030501-0.00076491i,-0.001062-0.0002572i,-0.0013927-0.00011441i,-0.00045888-3.4382e-05i,0.00028706-5.9154e-05i,0.0001074-0.00039818i,-0.00044091-0.00087984i,-0.00071649-0.00048847i,-0.00031315-6.9613e-05i,5.3204e-05-0.00018003i,9.257e-05+0.0002108i,0.00036527+0.00071886i,0.00031128+0.00030807i,0.00014191-0.00045447i,0.00035757-0.00088113i
0.00041362-0.00013056i,-0.00047976-4.4099e-05i,-0.00076609+0.00019103i,-1.369e-05+0.00030328i,0.00013636-0.00011119i,-0.0012351-0.00064307i,-0.0020099-0.0010898i,-0.0016398-0.0013236i,-0.0010284-0.0017795i,-0.00094884-0.0016954i,-0.00067729-0.00094168i,-0.00031868-0.00047741i,-0.00059937-6.5793e-05i,-0.00084796+0.00042937i,-0.00073662+0.0006099i,-0.00015151+0.00044286i,-0.00045181+0.0006659i,-0.00012789+0.00031401i,0.00031715-0.00015259i,-0.00077119+0.00024816i,-0.00055085+6.8218e-05i,0.00081586+1.568e-05i,0.00053743+0.00023026i
-0.00016899+0.0005449i,-7.2828e-05+0.00071519i,-0.00034624+0.00053028i,-0.00093743+0.00016109i,-0.00059342+0.00023204i,0.00035993+0.00015033i,0.0011984-0.0001352i,0.00069159-0.00034342i,-0.00047836-0.00073914i,-0.0010471-0.00079638i,-0.00033321-0.00084844i,0.00048069-0.00056798i,0.00014863-0.0001273i,-0.00031641-0.00014888i,-9.7725e-05+3.9964e-05i,7.5781e-05-0.0002132i,0.00052431-0.00068686i,0.00080378-0.00030432i,0.000403+9.4684e-05i,0.00079657+0.00045037i,0.00066564+0.00021967i,-9.9704e-05+0.00013267i,-9.3259e-05+0.00026548i
-0.00015405+0.00078607i,-0.0002611+7.8529e-05i,-0.00029596-0.00024481i,-0.0010838-1.3285e-05i,-0.0014558+0.00013195i,-0.0012874+0.0001296i,-0.00038004-0.0003337i,1.2078e-05-0.00094i,-0.00037063-0.00072407i,-0.00046183-0.00043505i,-2.6396e-05-0.00064453i,0.0005177-0.00054757i,0.0001406-0.00025074i,-0.00026343-0.00061806i,-5.3071e-05-1.1498e-05i,-2.4603e-05+0.00027388i,9.7365e-05+2.1875e-05i,-5.4679e-05-1.4516e-05i,-0.00054625+0.00050079i,-3.8568e-05+0.00059827i,0.0004395-6.3263e-05i,0.00048514-0.00015599i,-0.00014944-0.00034278i
0.00057064-0.00053617i,-1.4663e-05-0.00047732i,-4.421e-05-0.00026562i,8.9577e-05+0.0017345i,0.00015629+0.0023068i,0.00023567+0.0013211i,3.8064e-05+0.00047261i,-7.5918e-05-0.00057263i,-2.9795e-05-0.0011609i,-0.00032692-0.00056976i,0.00028927-0.00011984i,0.00057499-0.00023681i,0.00043157+0.00047044i,5.2952e-05+0.00096034i,-0.00068337+0.00036777i,0.00014891-0.00028907i,0.00090761-0.00022135i,0.0012781-0.00041754i,0.0010169-0.0008084i,0.00031417-0.00045905i,-0.00027835+0.00035666i,-0.00026215+0.00078375i,-0.00034951+8.3304e-05i
-0.0016352-0.00077801i,-0.0017163-1.2303e-05i,-0.0015338+0.00025573i,-0.0014642+0.00073755i,-0.0012873+0.00053441i,-0.00092928-0.00011076i,-0.00089993-0.00065938i,-0.00085128-0.00022541i,-0.0010613+2.2178e-05i,-0.0010781-0.00083187i,-0.00075416-0.0012665i,-0.00047555-2.1724e-05i,0.00021125+0.00054047i,8.9222e-05+0.00096711i,-0.00082903+0.00081106i,-0.0016442-9.0923e-05i,-0.0010768-0.00069195i,0.00049887-0.0010706i,0.00077645-0.00082954i,0.00035703-0.0004957i,0.00059483-0.00066019i,0.0014665-2.5954e-05i,0.0018674+0.00015561i
-0.00023133-1.755e-05i,-0.00071138+0.00064867i,-0.0020985+0.0007883i,-0.0029355+0.00031916i,-0.0019984+2.8888e-05i,-0.00087418-0.00065077i,-0.00043612-0.0017819i,-0.00028012-0.00094531i,-0.00057638-0.00053644i,-0.00074148-0.00063779i,-0.00045348-0.00033629i,0.00031987-0.00043354i,0.00073869+3.6053e-05i,0.0005156+0.00043394i,0.00020155+0.00030459i,0.0003309+0.0003659i,0.00078605+0.00042349i,0.00065932+2.8468e-05i,-6.7539e-05-2.616e-06i,-0.00031507+0.00065859i,5.5165e-05+0.0011827i,0.00041852+0.00089735i,0.00044275+0.00029135i
0.0020451+0.0010352i,0.00034387+0.001017i,0.000674+0.00085903i,0.00062688+0.0018765i,-0.0006694+0.0019279i,-0.00091148+0.00047986i,-0.00052335-0.00029679i,-0.00031023-0.00050626i,-0.00038624-0.0013452i,0.00010908-0.001701i,0.001036-0.0010901i,0.00068132-0.0002024i,-2.8952e-05+4.19e-05i,-7.4104e-06+0.00017004i,0.00046228+0.0002831i,0.00093578+0.00011965i,0.00033437+0.0002308i,-0.0005984+0.00024626i,-0.00082623+8.1706e-05i,-0.00083358+5.8197e-05i,-0.00063063-0.00042503i,-0.00033657-0.00049722i,-0.00014635+0.00014322i
0.00028405-0.00038632i,-0.00011026+5.0786e-05i,-0.00078156+0.00068567i,-0.00097974+0.00028505i,-0.00075401+4.5795e-05i,-0.00070573+0.00067577i,-0.00044961+0.00062006i,-0.00036475-8.7608e-05i,-0.0012945-0.0007495i,-0.0014981-0.00064348i,-0.00052792-7.7563e-05i,0.00047545-0.00027065i,0.00016923-0.00012427i,-0.00023172+0.00031105i,0.00050547+6.3505e-06i,0.0004326-0.00030489i,-0.00042231-7.3412e-05i,-0.00038964+0.00039129i,2.0778e-05+0.0001675i,0.00031656-0.00016971i,0.00069266-0.00017035i,0.00083494+0.00021488i,0.00037853+0.00066342i
-0.00077058-0.0010456i,-0.00065957-0.0010121i,-0.00018936-0.00012663i,0.00084416+0.00069415i,0.00071375+0.00081085i,0.000127+0.00036834i,-0.00076536-0.00062455i,-0.0014158-0.0011955i,-0.00080204-0.00084885i,-0.00011077-0.00026996i,-5.0033e-05+0.00015403i,4.4505e-05+0.00040598i,0.00057078+0.00017304i,0.00040481-0.00041458i,-0.00023242-0.0011738i,-0.00064341-0.00085664i,-0.00019543-0.00017506i,-8.5393e-06-0.00017612i,-0.00012891-0.00012421i,-6.1632e-05+0.00041177i,-1.0794e-05+0.00080751i,0.00020933+0.00049771i,7.7436e-05+0.00047914i
0.00019467+0.00012756i,0.00026318+0.00016115i,-0.00023459+0.00047933i,-0.00052569+0.00063224i,-0.00013459+0.00079174i,6.0976e-05+0.00020698i,4.2942e-05-0.00046896i,0.00033712-0.00064986i,-0.00022315-0.0010973i,-9.2987e-05-0.0012803i,0.00060836-0.0007123i,0.00051813-0.00046461i,0.00068822-0.00077879i,0.00093007-0.00057057i,0.00083994-6.5694e-05i,0.00020028+0.00030786i,0.00025731+3.0327e-05i,0.00054382-0.00086885i,-0.00014173-0.00084429i,0.00013786-0.00041298i,0.00039831-0.00034873i,-0.00033026-0.00025749i,0.00036268+2.9423e-05i
-0.0013051-0.00042529i,-0.0011023-0.00061352i,-0.00079246-0.00039158i,-0.0019844+0.00018771i,-0.0024786+0.00040746i,-0.00079831+0.00055147i,0.00057908+0.00060046i,0.00063767-0.00063828i,-8.9459e-06-0.001646i,-0.00060804-0.0010687i,-0.00012929+0.00051211i,-0.00011531+0.0010027i,-0.00049385+0.0004698i,-0.0010617+0.00054557i,-0.00044336+0.00094575i,0.00029575+0.0010224i,-0.00068516+0.0003361i,-0.0008963+4.2017e-05i,-0.00021187+0.00034087i,3.3355e-05+0.00024372i,-0.00019384+0.00029152i,-0.00018264-0.0001351i,-7.7453e-05-0.001051i
0.00039585-0.00024577i,-1.9414e-05-0.00032094i,-0.00090472-0.00064226i,-0.0010347-0.00068196i,-0.00085511-0.00042606i,-0.00060489+0.00038876i,5.2799e-05+0.00052785i,0.00042386-0.00079457i,-0.00016498-0.0017293i,-0.00051052-0.00099281i,-0.00048687-0.00057076i,2.0663e-06-0.00062854i,7.0735e-05-5.7631e-05i,-3.6146e-05+0.00034546i,0.00032659+0.00048845i,0.0002057+0.00065282i,-0.00035888+0.00038525i,0.00027168+0.0005574i,0.0007569+0.00069892i,0.0002635+0.00016578i,-6.7413e-05-5.1939e-05i,-1.5841e-06+0.00021246i,0.00022941+0.00076864i
0.00035862-0.00016883i,-0.001193+0.00039899i,-0.0016038+0.00016374i,-0.0005547+0.0010173i,-0.00023709+0.0016314i,0.00030196+0.00096057i,0.00064479+0.00027321i,-5.6909e-05-0.00079408i,-2.5398e-05-0.001591i,1.5112e-05-0.0015347i,0.00011625-0.00072189i,0.00019355+0.00063292i,0.00065481+0.00078769i,0.0011859+0.00025502i,0.0012347+8.5628e-05i,0.00085825-0.00033503i,0.00012191-0.00071219i,-0.00082446-0.00058364i,-0.00034068+2.2164e-05i,0.00012691+0.00097884i,-2.9197e-05+0.00048655i,5.4998e-05-8.4705e-05i,-0.00012957+9.285e-06i
-0.00077336-0.00035848i,-0.0010373-0.00041917i,-0.0023868+0.00019353i,-0.0025022+0.00040786i,-0.0013225+0.00058818i,-0.00020233+0.000485i,-0.00043651+0.00051976i,-0.00038821-0.0001593i,-9.4044e-06-0.00032287i,-9.9632e-05+0.0005525i,-0.00045821+0.0005185i,0.00019602+0.00012051i,0.0012662+0.00012187i,0.0011347+0.00014631i,0.00072742-0.00025639i,0.00025559+0.00021702i,0.00025525+0.00061508i,0.00050185+7.2207e-05i,-0.00059833-0.00041576i,-0.00077802-0.00045316i,-4.5359e-05-2.3179e-05i,0.00035634+0.00018685i,0.0001358+0.00048769i
-0.00090578+0.00072027i,-0.0012372+0.00077322i,-0.00048858+0.00025163i,-0.00029325+0.00027243i,-0.00087496+0.00033478i,-0.00077002+0.00034201i,-0.00074615-0.00026315i,-0.00051399-0.0010763i,0.0007165-0.0013605i,0.0009629-0.00088951i,0.00050152-0.00064019i,-0.00015449-0.00084402i,-0.00031706-0.00026283i,0.00021425-0.00045297i,9.9796e-05-0.00089895i,4.5855e-05-2.8092e-05i,5.0621e-05+0.00037497i,0.00032445+0.00055323i,1.0833e-05+0.00031283i,-0.00039677+0.00010928i,-0.00048735+0.00013865i,-0.00011237+0.00014452i,0.00046512+0.00027919i
0.0003417-0.00061532i,0.0004107-0.00090866i,-8.1838e-06-0.00041543i,0.00025633+0.00065882i,0.00022966+0.001188i,-3.7046e-05-8.189e-05i,-0.00012327-0.00094074i,-0.00080272+0.00015849i,-0.0014246+0.00075596i,-0.0014331+0.00076594i,-0.00078396+0.00068687i,-0.00017606-8.6896e-05i,-0.0005414-0.00081055i,-0.00098946-0.000942i,-0.00074229-0.00026098i,-0.00061634+0.00022304i,-0.0008165+0.00016545i,-0.00052091+0.00048304i,-5.2833e-05+0.00087112i,6.5412e-05+0.00044642i,2.4179e-06+7.1388e-06i,-8.8739e-05+8.2623e-05i,0.00041143-0.00025002i
-0.0020352+0.00058496i,-0.0016794+0.00066638i,-0.0017576+0.0014958i,-0.0012274+0.0013257i,-0.00049446+0.00090726i,-0.00026457+0.00056147i,0.00017937+6.2651e-06i,0.0002605+0.00023844i,-0.00065501+2.577e-05i,-0.00098652-0.00045268i,0.00026041-0.00033182i,0.00056452+0.00056506i,-9.4714e-06+0.00078914i,-0.00018858+0.0010571i,-0.00026779+0.0016383i,0.00022013+0.0010948i,0.00012979+0.0010475i,-0.00021769+0.00054191i,0.00013634-0.00014737i,-3.6339e-05-8.575e-05i,-0.00063608+0.00044974i,-0.00025926+0.00097636i,0.00030322+0.00066622i
-0.0011882+0.00037474i,-0.0017083-9.0754e-05i,-0.0016255+0.0002761i,-0.00099386+0.0004242i,-0.00081362-0.00037212i,-0.00043662-0.0012029i,-0.00052973-0.001102i,-0.00024384-0.0014762i,-0.00035263-0.0015549i,-0.0007273-0.0012437i,-0.00057733-0.00046996i,-0.00096499+9.3655e-05i,-0.00061201-0.00049259i,0.00014912-0.00061879i,-0.00016686-0.00053624i,-0.00059303-0.00065311i,0.00052111-0.0010264i,0.0011831-0.0012739i,0.00047839-0.00092137i,0.00058267-0.00019236i,0.0008176+0.00030113i,0.00093309+4.1915e-05i,0.00079343-0.00029639i
0.00013657+0.0011141i,1.9423e-05+2.5215e-05i,0.00016129+0.00091972i,0.00014945+0.0014324i,0.00027544+0.00026162i,0.00039845-0.00058682i,0.00015415-0.00019153i,-0.00034863-0.00027983i,-0.0001671-0.0010147i,0.00044058-0.00069719i,0.00045754-0.00046228i,0.00047113-0.00047656i,0.00045774+0.00044364i,3.1958e-05+0.0010548i,-0.00046405+0.0012506i,-0.0002438+0.00076174i,0.00011522+0.00027504i,-0.00029258+0.00028124i,-0.0005821-0.00016625i,0.00039096-0.00071939i,0.00088433-0.0003197i,0.00053568-7.795e-05i,-0.00020868+0.00027713i
-0.0010419+0.00096667i,-0.0015418+0.0011616i,-0.0018836+0.0012087i,-0.0018987+0.0016294i,-0.0014967+0.00079599i,-0.00076806-0.00057119i,-0.00060657-0.00067618i,-0.00052445-0.00047608i,-2.1902e-05-0.00030522i,0.00011727-0.0014213i,0.0001704-0.0017504i,0.0010643-0.00033i,0.0015173+0.00086522i,0.00048014+0.0010217i,-0.00014917+0.0011368i,-7.0722e-05+0.00121i,-0.00021746+9.0129e-05i,-0.00066253-0.00074739i,-0.000684-0.00043518i,-0.0004507+0.00027792i,-0.00027164+0.00035853i,1.0475e-05-0.00050653i,8.3874e-05-0.00055766i
-0.0013526+0.00011568i,-0.0011729+0.00058344i,-0.001388+0.00035177i,-0.0014164+0.00018452i,-0.0011745+0.0001903i,-0.0007434+0.00030764i,-0.00094778+0.00025046i,-0.00095024-0.00047249i,-0.00051922-0.00075352i,-0.00013563-0.00020202i,-2.3489e-05+0.00041113i,-6.2608e-05+0.00025646i,0.00050789-9.9238e-05i,0.00041506+7.7352e-05i,0.00020883+0.00054805i,0.00033359+0.0010807i,2.1279e-06+0.00050598i,-0.00069314+3.0544e-05i,-0.0004317-1.2743e-05i,-0.00027676-0.00012443i,-0.00032455-5.0353e-05i,0.00013146+0.00038049i,0.00027909+8.9781e-05i
0.0010332-0.00022615i,0.00026261-0.0001065i,-4.3487e-06-1.5616e-05i,-0.0001907-2.3846e-05i,-0.00020692-9.3148e-05i,0.00040667+0.00082758i,0.00086012+0.0011481i,0.0002999+0.00044498i,-0.00036087-0.00039801i,-0.00083361-0.00088564i,-0.0010908-0.00080799i,-0.0010969-0.00053472i,-0.00047096-0.00053354i,0.00021323-0.00078697i,0.00038772-0.00054456i,-3.6061e-05-1.2349e-05i,-0.00048013+0.00015787i,-0.00064093+0.00010288i,-0.00088576-0.0001225i,-0.00037872+0.00057923i,0.00019566+0.00098274i,-0.00018823-0.00038802i,-5.1038e-05-0.00030107i
-0.00074894+0.0017758i,-0.00040236+0.0020464i,-0.00047143+0.0022592i,-0.0010903+0.0021882i,-0.00065203+0.0013739i,-0.00090833-0.00035804i,-0.00072859-0.0011463i,-0.00036686-0.0010182i,-0.00040989-0.00042503i,-0.00051575-0.00048982i,-0.00044435-0.00076353i,-0.00017954-0.00029786i,-7.1553e-05+0.00013061i,0.00024105+0.00012383i,0.00049964+0.00066879i,0.00052773+0.001227i,0.00036714+0.0011126i,0.00014889+0.00046252i,-0.00017605+0.0002399i,-0.00059245-0.00030849i,-0.0010253-0.00075512i,-0.00021379+2.8801e-05i,0.00073815+0.00047581i
-0.0010017-0.0015656i,-0.00074116-0.0017002i,-0.00095219-0.00083311i,-0.0013692+6.4281e-05i,-0.0016066+0.00072228i,-0.00074877+0.00053908i,-0.00017485-0.00028114i,-0.00030733-0.00082924i,-0.00030481-0.00078322i,-0.00018693-0.00011197i,0.00020642+0.00078069i,0.00038042+0.00055833i,0.00060948-0.00017202i,0.00030164-0.00030625i,-0.00058981+0.00017423i,-0.00060523+0.00069406i,0.0004339+0.00029047i,0.00049364-0.00057729i,-0.00014741-0.0010421i,-0.0002897-0.00020774i,-0.00059737+0.0005867i,-0.00038097+0.00071333i,-0.00017781+0.00064929i
