-0.00047945+0.0031787i,-0.00050274+0.0024499i,-0.0012726+0.0025886i,-0.001113+0.0016626i,-0.00065729+0.0013482i,-0.00030205+0.0021398i,-0.00010682+0.0017662i,0.00065989+0.0011667i,0.0011855+0.0012097i,0.0011397+0.0010462i,0.00064312-5.8176e-05i,-0.00052049-0.00096115i,-0.00061553-0.00049474i,-0.00020385-0.00046736i,-0.00018284-0.00066875i,-0.00048832-0.00073786i,-0.00077949-0.00056741i,-0.00082113+0.00028835i,-0.00019627-0.00013589i,0.00053232-0.0007585i,0.00059146-0.00024114i,0.00027109-0.00057651i,0.00052006-0.001196i
-0.00046885-0.004669i,-0.0013398-0.0045532i,-0.0017135-0.0038442i,-0.0015625-0.0028212i,-0.0016852-0.0016299i,-0.0013222+0.0003736i,5.4574e-05+0.0012922i,0.00068847-0.00042863i,0.00049159-0.0021355i,-0.00041663-0.0020196i,-0.0014808-0.0019945i,-0.0016285-0.0019831i,-0.00064679-0.0012015i,-0.00018398-5.9365e-05i,0.00042004-5.1509e-05i,0.00026771-0.0010421i,-0.00040527-0.0021483i,-0.00064493-0.001903i,-0.00075852-0.00064382i,0.00010927+0.00025176i,0.0007616+0.00054846i,0.00014516+0.00040504i,-0.00018413+0.00047496i
0.0023232-0.0011991i,0.0022257-3.6353e-07i,0.00083587+0.00051167i,0.00083074+0.00080816i,0.00070036+0.00076148i,0.00041586+0.00089185i,-7.4778e-05+0.00044443i,-0.00071742-0.00056308i,-0.0012577-0.00086093i,-0.0019819-0.00087409i,-0.0020472-0.00082086i,-0.0019138-0.00076431i,-0.0015219-0.0009497i,-0.00047328-0.00083237i,-0.00016441+0.00027262i,0.0010924+0.00044885i,0.0013571-0.00016219i,-0.00076363-0.00020066i,-0.0019427-0.0003047i,-0.0018351+6.1919e-05i,-0.0017936+0.00046439i,-0.0017339+0.00027843i,-0.0014879+0.0004812i
4.2168e-05-0.00040028i,-0.0010681+0.00031283i,-0.001106+0.0014732i,-0.00054809+0.00283i,-0.00041019+0.0024987i,-0.001228+0.0023172i,-0.001287+0.0027836i,-0.00027361+0.0026025i,2.4363e-05+0.0015763i,-0.00029015-0.0002666i,-0.0011189-0.00084175i,-0.00036248-0.00041803i,0.0014666+0.0004542i,0.0025288+0.0016857i,0.0022763+0.0022278i,0.0024157+0.0023537i,0.0021109+0.0012033i,-0.00012177-0.00070863i,-0.0014895-0.0011756i,-0.001292-9.2904e-06i,-0.0013415+0.00048503i,-0.0016629-0.00012051i,-0.0011753-0.00026688i
0.00020695+0.00013062i,0.00024529+0.00035858i,0.00053008+0.00013504i,0.0014412+0.001079i,0.0014153+0.0020732i,0.0018162+0.0024193i,0.0028067+0.0021497i,0.0027318+0.00080729i,0.0014516-0.00025016i,0.00058305-0.0008389i,0.00068324-0.0014028i,0.0020599-0.0016464i,0.0031908-0.0010238i,0.0026731+0.00054701i,0.0017907+0.00078642i,0.0015579+8.8728e-05i,0.0014604-0.00026873i,0.0004361-0.00088662i,-5.537e-05-0.00098207i,0.00027441-0.00020794i,0.00034779+0.0005551i,0.0001453+0.0011957i,-0.00011317+0.0014527i
-0.002193+0.00052922i,-0.0016686+0.0022938i,-0.0014591+0.0029141i,-0.0010278+0.0025315i,-0.0011422+0.0022735i,-0.0011105+0.0020537i,2.4186e-06+0.0010202i,0.0015375-0.00085566i,0.0015581-0.0019261i,0.00030318-0.0025624i,0.00035402-0.0027387i,0.001399-0.0022318i,0.0011304-0.0010743i,0.00067368+0.00036732i,-0.00051321+0.0014718i,-0.0012527+0.0015767i,-0.00045316+0.0013352i,0.00011649+0.00070584i,0.00019556-0.00062233i,0.00028478-0.00064209i,-0.00012111-0.00018474i,-7.377e-05-0.00016465i,-1.8645e-05+0.00032564i
-0.00016682-0.0016997i,-0.00068403-0.0012787i,-0.0011027-0.0010432i,-0.0016371-0.0020589i,-0.0020645-0.002175i,-0.0028118-3.3752e-05i,-0.0024003+0.00058462i,-0.00072472-0.00073594i,0.00036695-0.0017144i,0.00036611-0.0014097i,-0.00035015-0.00080688i,-0.00070842-0.00085956i,-0.00029337-0.00025572i,-0.00050248+0.00070778i,-0.0015617+0.0011363i,-0.0013569+0.0015633i,-0.00035781+0.0016719i,0.00028348+0.0003417i,-8.05e-05-0.00033786i,-0.00012574-0.00027404i,0.00023064-0.00064479i,-0.00039275-0.00088029i,-0.00086835-0.00081303i
-0.0004309-0.0013377i,-0.0013447-0.0017697i,0.0001189-0.0015312i,0.0013726-0.0014263i,0.0016861-0.00062998i,0.0019027+0.0002196i,0.0012206+0.00089849i,-1.503e-07+0.001197i,-0.00038318+0.00099087i,0.00036015+0.00053545i,0.0012138-5.3399e-05i,0.0014022+0.00015513i,0.0017083+0.0020217i,0.0016591+0.0023559i,0.00053046+0.00078455i,-0.00043756+0.00065145i,-0.00083549+0.00087986i,-0.00030646-0.00021113i,-6.7588e-05-0.00079343i,-0.0001531-0.00046316i,0.00040058-0.00041825i,9.9916e-05-0.0010769i,-0.0012903-0.0012682i
0.00091498+0.00085505i,-0.0002145+0.0025609i,-0.00087072+0.0036446i,-0.00046359+0.0033609i,-0.00075596+0.0023771i,-0.0026034+0.0024215i,-0.0026124+0.0025133i,-0.00012429+0.0016892i,0.0010402+0.00076337i,0.0012117+0.00069433i,0.0015119+0.0012816i,0.001379+0.0021457i,0.0013406+0.0030015i,0.00088756+0.0022042i,0.00019674+0.00034991i,-0.00041865-0.00037656i,-0.0006834+0.00032927i,-0.00035573+0.00047786i,0.00060422-0.00027141i,0.0012454-0.00095303i,0.00067992-0.00026949i,-6.4082e-05+2.5356e-05i,-0.00053534-0.00040634i
-0.00018461-0.00025652i,-0.00061225-0.0010699i,-0.0010751-0.0011132i,-0.00036362-0.00081287i,0.00035719+0.00043046i,-3.9939e-05+0.0008792i,-0.00013334+0.00031007i,0.0013135-0.00022278i,0.0019387-0.0011066i,0.0009749-0.0007732i,-0.0002636+0.00077553i,-7.522e-05+0.0012154i,0.00089206+0.0010361i,0.00081834+0.0011057i,0.00097403+5.9304e-05i,0.00012691-0.00021206i,-0.00099672-0.00020744i,-0.00083009-0.00060383i,-7.6495e-06-0.00042678i,0.00026573-0.00030203i,0.00028209-8.5472e-05i,0.00077976-0.00031267i,0.001491-0.00095521i
0.00027571+0.0017362i,0.001248+0.0019582i,0.00153+0.0014948i,0.00087233+0.0019204i,0.0009103+0.0037599i,0.0027119+0.0050674i,0.0043535+0.0031116i,0.0030252-0.00029207i,0.00074162-0.0012393i,-0.00075815-9.5026e-05i,-0.0014186+0.00093454i,-0.001645+0.0010645i,-0.0012887+8.5158e-05i,-0.00022761-0.0012399i,1.9882e-05-0.0012529i,-0.00035694-0.00061516i,-0.00081403-0.00024365i,-0.00048375-9.4363e-05i,5.9493e-05-0.0004155i,-0.0003213-0.00062153i,-0.00041319-4.7413e-05i,6.9518e-05+0.00028206i,0.00038567-0.00048629i
-0.0037574+0.0027549i,-0.0056293+0.0036213i,-0.00481+0.0036915i,-0.0022442+0.0024927i,-0.0012888+0.00025302i,-0.0016411-0.0013891i,-0.0013594-0.0013557i,-0.00067683-0.00019312i,-0.002025+0.001144i,-0.0030352+0.0017744i,-0.0026702+0.0028867i,-0.0029686+0.0028939i,-0.0030773+0.0016847i,-0.0020783+0.00065526i,-0.00079773-0.00014808i,1.4859e-05-0.00082423i,0.00050591-0.00096586i,0.0013517-0.00089649i,0.0019023-0.001094i,0.0012725-0.00052019i,-0.00014701+0.00043033i,-0.00044461+0.00043089i,-2.075e-05-0.00044269i
-0.0041181-0.004517i,-0.0041067-0.0052833i,-0.00254-0.0040244i,-0.0015863-0.0029487i,-0.0015269-0.0025309i,-0.0024877-0.0015978i,-0.002406-0.00035805i,-0.0010681+0.00041127i,-0.0002148+0.0017785i,-0.00048746+0.0021026i,-0.00082211+0.0013201i,-0.0011455+0.00040865i,-0.00071545+0.0007328i,-3.2495e-05+0.0014578i,0.00074844+0.00067071i,0.0010698-0.00079349i,0.00093613-0.0014368i,0.0012099-0.001172i,0.0015965-0.00058187i,0.0011683-5.3507e-05i,0.0005743+0.00079349i,-2.2709e-05+0.0010701i,-0.00051175+0.0003919i
0.0023261-0.0021977i,0.0039099-0.0025635i,0.0041929-0.00087339i,0.0034884+0.00047598i,0.001044+0.00092201i,-0.0020589+0.0026856i,-0.0014966+0.0043765i,0.0017369+0.0026831i,0.0027992-0.00031345i,0.001969-0.0017411i,0.00051668-0.0022375i,-0.00029511-0.0019134i,0.00032466-0.0012802i,0.00070969-0.00086806i,0.00058388-0.00042221i,0.001393+7.3516e-06i,0.0011581-0.00016302i,0.0003335-0.0009814i,0.00051068-0.00081701i,-2.2385e-05+0.00015023i,-0.00030666+7.4243e-06i,0.00012245-0.00091649i,0.00075305-0.0013904i
0.00016805-0.0032852i,-0.00057238-0.0030365i,-0.00082456-0.00224i,-0.0010829-0.00053099i,-0.00089028+0.0020295i,0.0001398+0.003852i,0.00082345+0.0023218i,0.00016262-0.00097965i,-0.0012211-0.0035831i,-0.0018611-0.0045172i,-0.0027647-0.0047752i,-0.0024071-0.0046565i,-0.00082566-0.0041898i,0.00050212-0.0028507i,0.00093343-0.00083361i,0.0012161+0.0001719i,0.0023148+0.00027836i,0.0023799+0.00077887i,0.001649+0.0011231i,0.0014225+0.00017589i,0.001012-0.00044548i,-1.1371e-05-0.00051104i,0.00015979-0.0007481i
0.0033676-0.0035445i,0.0023581-0.0025722i,0.0004857-0.0024172i,-0.00091173-0.0026762i,-0.0012886-0.0012591i,-0.00088259+0.0006525i,-0.00035238+0.00078535i,-0.0013682+7.7278e-06i,-0.0030173-0.00079362i,-0.0034927-0.0016256i,-0.002691-0.0022029i,-0.0011234-0.0014712i,-0.00071434-0.00039351i,-0.00076033+4.6103e-05i,-0.00078611+0.00020189i,-1.3302e-05+0.00082686i,0.0008931+0.00082852i,0.0014698+0.00049824i,0.0017701+0.00069611i,0.0015767+0.00062772i,0.0013007+0.00033248i,0.00060564+0.00020902i,-0.00024452+0.00023677i
0.001411+0.002629i,0.00064071+0.0058481i,-0.00037096+0.0061486i,-0.00046633+0.0046241i,-0.00055023+0.0022693i,0.00085677+0.00051701i,0.0012818+0.0006104i,0.00080781+0.00059852i,0.00062088+0.0008111i,0.0011978+0.00074674i,0.0020778+0.0006021i,0.0016746+0.00023809i,0.00028212-0.00039433i,-0.00023642-0.0013372i,-0.00011534-0.0012544i,-0.00042721-0.000173i,1.9184e-07+4.4335e-05i,0.00032934-0.00036289i,0.00072898-0.0004808i,0.00078624-0.00033898i,0.00068818-0.00058175i,0.00092168+4.1195e-05i,0.00085219+0.0012136i
-0.0021317+4.2925e-05i,-0.0046196+0.00034661i,-0.0025042-0.00025075i,-0.00068156-0.00094619i,-0.0024146-0.00046153i,-0.0039366+0.0011599i,-0.0016865+0.0013052i,0.0014112+0.00034602i,0.0025341-0.00035878i,0.0028736-0.00034482i,0.0042007+0.00019108i,0.0046946-0.00014454i,0.003235+0.00029848i,0.0020321+0.00066391i,0.00043101+0.00028668i,-0.00061009+0.00042826i,-0.00020572+0.0010012i,0.0004545+0.0017271i,0.00060232+0.0015394i,0.00054245+0.00074054i,0.00085114+0.00054072i,0.0011868+0.00058484i,0.00081998+0.00050361i
0.0018613+0.00112i,0.00056393-0.00090426i,-0.0003394-9.1444e-05i,0.00065548+0.00010845i,0.00052726-0.00073512i,-0.0018796+0.00075277i,-0.0018233+0.0018238i,0.00019263+0.00064273i,0.0019487-0.00056151i,0.0028942-0.0017895i,0.003473-0.0023756i,0.0036489-0.0017763i,0.0031905-0.0011851i,0.0032886-0.0013996i,0.0028343-0.0022462i,0.0012397-0.0021811i,0.0004748-0.00098796i,0.00024502+7.8224e-05i,-0.00070349+0.0012603i,-0.00075321+0.001827i,0.00078935+0.0014718i,0.0013777+0.0011769i,0.0010514-0.00016768i
-0.002463+0.0015277i,-0.0019191+0.00091604i,-0.0013459-0.00060425i,-8.4662e-05-0.0019577i,0.00046626-0.0020295i,0.00059728-0.00058261i,0.001601+0.00070304i,0.0010261-0.00084584i,-0.0010987-0.001812i,-0.0016029-0.00078494i,-0.00048992+0.00028196i,4.3514e-05+0.0016289i,0.0012051+0.0022532i,0.0024029+0.00055635i,0.0023725-0.0010931i,0.00099316-0.0013766i,-0.00064154-0.00089478i,-0.0012723-0.00021955i,-0.0015789-0.00050914i,-0.0010056+0.00015255i,7.921e-05+0.0011033i,0.00026949+0.001591i,-6.3985e-05+0.0013265i
-0.00034986-0.0031237i,-0.00057369-0.005663i,-0.00087642-0.0042019i,-0.00055986-0.0027279i,-0.001675-0.0024377i,-0.0024209-0.0013994i,-0.0012325+0.00084562i,-0.00039411+0.0022385i,-0.0015504+0.0022931i,-0.0020428+0.0024068i,-0.0012861+0.0027427i,-0.0008077+0.0030174i,-0.00018995+0.0037194i,7.8087e-05+0.0037033i,0.00079804+0.0021958i,0.00074689+0.0012262i,-0.00051134+0.0010532i,-0.0013818+0.0012885i,-0.0012+0.00073105i,-0.00052334+0.00018421i,-0.00038734+0.0012039i,-0.00080671+0.0019748i,-0.0011782+0.0010453i
0.0030402+0.002631i,0.0034023+0.002494i,0.00092217+0.0024458i,-0.0014506+0.0037935i,-0.0024553+0.0031661i,-0.003799+0.00093171i,-0.0038358+0.0015027i,-0.00092602+0.0035517i,0.0011058+0.0032066i,0.00060259+0.0023103i,-0.00030505+0.0032047i,-0.00065315+0.003665i,-0.00084711+0.0033374i,-0.00025122+0.003292i,0.0012859+0.0029266i,0.0016639+0.0027758i,0.00099638+0.0017291i,0.0003554+0.00021612i,-0.00060881-0.00028892i,-0.0013547-0.00024251i,-0.00065364+0.00064859i,0.00030446+0.0016583i,-2.6849e-05+0.0020046i
-0.0017562+0.00054296i,-0.0015095+0.0019252i,0.0014979+0.00080776i,0.0031398+0.00028304i,0.0028065+0.0015706i,0.0015531+0.0028425i,0.0018605+0.0028289i,0.0029348+0.0018211i,0.0027267-9.434e-05i,0.00045142-0.00097571i,-0.001404-0.001031i,-0.0014678-0.0011206i,-0.0014534+0.00099084i,2.1016e-06+0.0031137i,0.0013762+0.0028292i,0.001565+0.0020817i,0.0010567+0.0010852i,4.968e-06-0.00016483i,-0.00016976-0.00032966i,-1.4985e-05-7.6784e-05i,-0.0002-4.2015e-05i,-0.00027044-0.00036689i,-0.0003347+8.4057e-05i
0.00083677-0.0099409i,-0.00083282-0.0083049i,-0.0017788-0.0070202i,-0.0023472-0.0073542i,-0.0039351-0.0059561i,-0.0054437-0.0013362i,-0.0038443+0.0012498i,-0.00098416+2.8771e-05i,-0.00080696-0.0021636i,-0.0026885-0.0025423i,-0.0037084-0.002731i,-0.002607-0.0025739i,-0.0016477+0.0004024i,-0.0011526+0.0028288i,-0.00083314+0.0035351i,-0.00056673+0.0027423i,-0.00019715+0.00051494i,0.00029997-0.001463i,0.00045564-0.0020364i,-0.00010131-0.0016643i,-0.00079937-0.0017189i,-0.00081693-0.0015338i,-0.0005324-0.00089918i
-0.022284+0.0053004i,-0.02244+0.011443i,-0.019407+0.023255i,-0.0068578+0.022472i,0.0075738+0.014921i,0.015585+0.0031647i,0.010166-0.0048648i,-0.00012034-0.005251i,-0.0059992-0.0011044i,-0.0027452+0.0030562i,0.0024834+0.0014347i,0.0033849-0.0024697i,0.0036294-0.0048287i,0.0065337-0.0075107i,0.0076909-0.0082677i,0.0042468-0.0042563i,3.3906e-05-0.00016779i,-0.0013545-0.0016439i,-0.0021992-0.0053261i,-0.0040064-0.00473i,-0.0038305-0.00026226i,-0.001312+0.0033555i,0.00049495+0.0037661i
0.0024358+0.0038548i,0.0031842+0.0033179i,0.0034864+0.0045666i,0.0023341+0.0038997i,-0.00070975+0.0016625i,-0.0022309+0.0010218i,-0.0019761+0.0019988i,-0.001398+0.0021115i,-0.0010339+0.0013733i,-0.00067508+0.0004783i,-0.00047582-0.00091229i,-0.00091781-0.0013038i,-0.0016245-0.00073555i,-0.0017659-0.00061626i,-0.0012004-0.00049436i,-0.0011006+0.00085344i,-0.0010217+0.0013501i,3.7046e-05+0.00066299i,0.00059235-2.0515e-05i,0.00039999-0.00026301i,-6.7728e-05-0.00027906i,0.00024407+9.315e-05i,0.0011632+9.7106e-05i
0.0013365+0.0020217i,0.00025719+0.00090508i,-0.0015827-1.4354e-05i,-0.0012435+0.0013823i,0.0016554+0.0034258i,0.0023085+0.0027071i,0.0015541+0.00047292i,0.0014677-0.00042697i,0.0018005-0.00080187i,0.0017285-0.0018009i,0.00046024-0.0024575i,-0.00055569-0.0017626i,-0.0010394-0.0016972i,-0.00086791-0.0024405i,-0.00064584-0.0022271i,-9.5499e-05-0.00095985i,0.0010268-0.0013315i,0.0020518-0.0019871i,0.0021443-0.0016919i,0.0013285-0.0010102i,0.00092848-0.00052437i,0.00085262-0.00055192i,0.0007694-0.00077204i
-0.0037443+0.0038913i,-0.0035971+0.0044755i,-0.0013969+0.0035195i,0.0013106+0.0018813i,0.0028161-7.2471e-05i,0.0018865-0.0012294i,0.00033656-0.0011825i,0.0006638-0.0016889i,0.00082997-0.0020006i,0.0013259-0.0019365i,0.0021054-0.0015299i,0.0016439-0.00042206i,-0.00085976-0.0010409i,-0.0031934-0.0031371i,-0.002591-0.0032607i,-0.0013401-0.001967i,-0.00060297-0.001418i,0.00042752-0.0011691i,0.00087691-0.0014114i,0.00072474-0.0012112i,0.00029887-0.00031649i,-0.00033712-0.0010114i,-0.00039003-0.001946i
-0.004013+0.00029558i,-0.0029924+0.0006629i,-0.00081265+0.00016018i,-0.00018009-0.00086248i,-0.0016475-0.0012781i,-0.0023119+0.0017264i,-0.0010532+0.0045747i,0.00022812+0.0025967i,2.5678e-05-0.00034307i,0.00096519+3.4716e-05i,0.002039+0.00093572i,0.00077928+0.00052497i,9.8775e-05+0.00045951i,0.00051634-0.00015383i,0.001025-0.00088277i,0.00097705-0.001573i,0.00034345-0.00061094i,0.00055048+0.00055272i,0.00067478+3.3648e-05i,0.00062633+1.6189e-05i,0.00058711+0.00031054i,-6.9693e-05-0.00019017i,-0.00028016-0.00040418i
-0.0037364-0.0026774i,-0.0042397-0.0025899i,-0.0028388-0.0030046i,-0.00313-0.0028656i,-0.0048147-0.0019195i,-0.0023905-0.0017294i,0.0019504-0.0015716i,0.0031655-0.001247i,0.0022733+9.7707e-05i,0.00094666+0.0018849i,0.00073203+0.0014782i,0.0010203-0.00023287i,0.0021875-0.0013859i,0.0029028-0.0019374i,0.002411-0.0016011i,0.0027376-0.0013229i,0.003009-0.0011046i,0.0025093-0.00011981i,0.0017289+0.0012231i,0.0015519+0.0014192i,0.0010738+0.00079829i,0.00094015+0.00078598i,0.0014234+0.0012026i
-0.0026436-0.0034058i,-0.0037746-0.00053652i,-0.0037149+0.0049179i,-0.0005207+0.0079579i,0.00042201+0.0069076i,-0.0012331+0.0030917i,-0.001628-0.00010655i,-0.00050861-0.0010998i,0.00099723-0.00041678i,0.00093149+0.00072244i,-0.00013644+0.0007319i,-0.00083456-0.00035622i,9.494e-05-0.0020913i,0.0025783-0.0031986i,0.0036133-0.0035351i,0.0039127-0.003179i,0.0025195-0.001692i,0.0006727+0.00022278i,0.00072486+0.001483i,0.00073405+0.00139i,2.9854e-05+0.0010263i,-0.00013457+0.00019298i,0.00058243-0.0012496i
0.0054078+0.00039972i,0.0056337+0.00066661i,0.0059783-0.0003257i,0.0074483-0.00086585i,0.0074638-0.00057834i,0.0033129+0.001235i,0.00010533+0.0018893i,-0.00065602-0.00017481i,-0.0011154-0.0013105i,-0.0013884+0.00017639i,-0.0024689+0.00011413i,-0.0024936-0.00071814i,-0.00031053-6.937e-05i,0.0020681+0.0007079i,0.002277+0.0014414i,0.0022606+0.0018914i,0.001848+0.0020277i,0.00061147+0.0023284i,0.00037999+0.001886i,0.00013917+0.00058023i,0.00016454-7.2282e-05i,-0.00014999+0.00040543i,-0.00055099-5.4797e-05i
-0.0011765+0.0044409i,-0.0022735+0.0030764i,-0.002957+0.00074231i,-0.0020361-0.0014174i,-0.0005051-0.0020974i,0.0003357-0.00090008i,0.00062408+0.0013395i,-0.00022343+0.0017861i,-0.0013312+0.00054408i,-0.0016968+0.0006928i,-0.0017618+0.00043625i,-0.0020586-0.0012018i,-0.0012494-0.00074349i,0.00051531+0.00060622i,0.0020296+0.0019201i,0.0030238+0.0034798i,0.0028302+0.0039085i,0.0010196+0.0028577i,-0.00050519+0.00044619i,-0.00030875-0.00096328i,-0.00043761-0.00021398i,-0.00093554+0.0010628i,-0.0012247+0.0018681i
-0.0042992+0.0038624i,-0.0051059+0.0041953i,-0.0057265+0.0048821i,-0.0046994+0.0041026i,-0.0035479+0.00062045i,-0.001688-0.00082242i,0.0014852+0.00075043i,0.002688+0.001704i,0.0012858+0.00093353i,-0.00061373-5.1456e-05i,-0.0011571-0.00092747i,0.00036045-0.0010744i,0.0024091-0.00070562i,0.0031432+0.00018465i,0.0023671+0.002231i,0.0010744+0.003158i,0.00064123+0.0027545i,0.00021967+0.0018772i,-0.00077691+0.0010138i,-1.3977e-06+0.00085171i,0.0011102+0.00048865i,0.00036757+0.00067943i,0.00094307+0.0012857i
-0.001901+0.0018947i,-0.00049985+0.0021327i,0.002413+0.0018471i,0.0012024+0.0021344i,-0.0038536+0.0032623i,-0.005129+0.0026815i,-0.0003718+0.0011803i,0.0033384-0.00039011i,0.0028769-0.0013937i,0.00082982-0.0013893i,0.0010361-0.0022203i,0.0016131-0.0028062i,0.0022521-0.0016686i,0.0018963-1.8295e-05i,-0.00048257+0.0011409i,-0.0013786+0.0016524i,-0.0017474+0.0014195i,-0.0022252+0.00097931i,-0.0014796+0.00042848i,-0.00023989-0.00062056i,0.00052355-0.0016052i,0.00050725-0.001711i,0.0016272-0.0009168i
-0.0047345-0.0035341i,-0.0078419-0.0024251i,-0.0072868-0.00037638i,-0.0026782+0.0026077i,0.001694+0.0063234i,0.0014713+0.007191i,-0.00078376+0.0028756i,-0.0012368-0.0020616i,-0.00041193-0.0029977i,0.00089613-0.0026304i,0.0018473-0.003083i,0.001845-0.0022142i,0.0012979+0.00047788i,0.00030402+0.0016618i,-0.0012033+0.00057855i,-0.0025293+0.0011927i,-0.0032249+0.0024681i,-0.0035529+0.0023477i,-0.0030815+0.0009857i,-0.0016101-0.00077448i,-0.00063959-0.0010096i,-0.0011782-0.00071617i,-0.00041113-0.00092972i
0.0028402-0.0022557i,0.0020667-0.00064483i,0.0029434+0.00054189i,0.0059246-0.00075924i,0.0078935-0.002566i,0.0061058-0.00058538i,0.0018674+0.0021523i,-0.00083757+0.0019438i,-0.001633-0.00092237i,-0.00051292-0.0026337i,0.0020886-0.001693i,0.0031879+0.00080464i,0.0025388+0.0024334i,0.0020448+0.0021649i,0.00031943+0.00072705i,-0.001431+8.5034e-05i,-0.002565+0.00094979i,-0.0031086+0.0010048i,-0.0029169-5.2876e-05i,-0.0020519-8.8276e-05i,-0.001412+8.9043e-05i,-0.00089247+0.00041967i,-0.00043812+0.0015068i
0.0020212+0.0017744i,0.0028922-0.00069038i,0.0015952-0.0028778i,-0.00042881-0.0060036i,-0.0021337-0.007198i,-0.0028509-0.0036575i,-0.001509+0.0014924i,0.0004847+0.0042892i,0.0012115+0.0043666i,0.001602+0.0030077i,0.0022954+0.0025351i,0.0022529+0.0028669i,0.0014999+0.0016143i,0.0010926-0.0010374i,0.0014449-0.0031794i,0.00019767-0.0031267i,-0.0019676-0.0021915i,-0.0019248-0.0024438i,-0.00070331-0.001722i,0.00021174+0.00031451i,0.0013057+0.0013283i,0.0023863+0.0018673i,0.0025822+0.0019724i
0.00068804+0.0046028i,-0.0013869+0.0043384i,-0.004125+0.0043229i,-0.0069517+0.0048528i,-0.0080453+0.0029856i,-0.0061278+5.397e-05i,-0.0013012-0.00070505i,0.003555-0.00022838i,0.0048081+9.4472e-05i,0.0031102+6.3369e-05i,0.0015142+0.000915i,0.00072764+0.0025438i,-0.00050237+0.0028871i,-0.0013646+0.0011438i,-0.00018659-0.00098528i,-0.00044519-0.0023246i,-0.0019832-0.002703i,-0.0016637-0.003067i,-0.00018968-0.0032606i,0.00085599-0.001849i,0.0021333-0.0013666i,0.0025153-0.0019672i,0.00069073-0.0015612i
-0.0028541-0.0011356i,-2.4988e-05-0.0017724i,0.003689-0.0025414i,0.0030654-0.00028113i,-0.0019805+0.0040015i,-0.006065+0.004588i,-0.0054784+9.6573e-06i,-0.0026179-0.0041157i,-0.00099009-0.0043234i,-0.00061384-0.0013907i,-0.00087226+0.001316i,-0.0017472+0.001776i,-0.0025633+0.0025874i,-0.0014409+0.0030738i,0.00079797+0.0016616i,0.00053612-0.00072721i,-0.0011287-0.002776i,-0.0015033-0.0029459i,-0.00055868-0.0019994i,-0.00012086-0.0015838i,-0.00029042-0.0013645i,-0.0009464-0.00044742i,-0.0024272+0.00068592i
-0.004859-0.0027966i,-0.0041957-0.0015998i,-0.0021836+0.0010217i,0.0020607+0.0014071i,0.0071326+0.0016918i,0.005339+0.0038759i,-0.001638+0.003091i,-0.0049649+5.5326e-05i,-0.0047564-8.7421e-06i,-0.0036909+0.0013855i,-0.003647+0.0012656i,-0.0043802-4.1795e-05i,-0.0030346-1.7518e-05i,0.00029681+0.00062462i,0.0023195+0.00076942i,0.0019235+1.184e-05i,0.00079057-0.001144i,0.00072813-0.0018284i,0.00071394-0.00166i,-0.0011787-0.00054439i,-0.001629+0.00044892i,-0.00060025+0.0013357i,-0.00089075+0.0020871i
0.0012878-0.00077438i,0.0015722+0.00072969i,0.0014787+0.00046851i,0.0006342-0.0020196i,0.0012536-0.0054031i,0.0031695-0.0048098i,0.0023969+0.0014799i,-0.0004112+0.0061524i,-0.0020754+0.0056494i,-0.0020692+0.0036962i,-0.0021742+0.0014489i,-0.0037883-0.0006094i,-0.0045709-0.0012853i,-0.0025819-0.00073879i,0.00030966+0.00018067i,0.0022194+0.00013363i,0.0030683-0.0017658i,0.0020815-0.0030891i,0.00088218-0.0018904i,0.0011121+0.00018891i,0.0016227+0.0011503i,0.0015896+0.00091215i,0.0016318+1.6172e-05i
-0.00025016-0.00060746i,-0.0020726+0.00012015i,-0.0028539+0.0017631i,-0.0034309+0.0017676i,-0.0041416-4.9924e-06i,-0.0013146-0.00080813i,0.0042619+0.0010403i,0.0062852+0.0036952i,0.0051265+0.0043616i,0.0026225+0.0024468i,-0.0014267-0.00055192i,-0.0034729-0.0018762i,-0.0030721-0.0018845i,-0.001916-0.0015642i,-0.00060553+0.00026268i,0.00071117+0.0015774i,0.0011359+0.00043583i,0.00076809-0.0012161i,0.0013424-0.0015239i,0.0015552-0.0011049i,0.00092913-0.0010146i,0.00076665-0.0012111i,-0.00030122-0.0020807i
-0.00080107+0.0040186i,-0.001302+0.0037856i,-5.2951e-05+0.0048827i,0.0019025+0.0053466i,0.0016316+0.0034352i,0.00082631+0.0005293i,0.0025882-0.0037218i,0.0048294-0.0075866i,0.0040669-0.0087318i,0.0014753-0.0074377i,-3.5556e-05-0.0068899i,-0.00061572-0.0059166i,-0.0003415-0.0029742i,-0.00048472-0.00019386i,-0.00027178+0.0013251i,0.0009792+0.0019989i,0.0018375+0.0019796i,0.0018235+0.0011129i,0.0011516+0.00060752i,0.0003892-3.7317e-05i,-0.00013954-0.00040771i,-0.00084792-3.0866e-05i,-0.0017157+6.9002e-05i
