-0.00018209-0.00084829i,0.00068913-0.0010209i,-0.00010526-0.00081432i,-0.00081672+0.00048194i,-0.00084084+0.0011553i,-0.00069701+0.0014429i,-0.00024882+0.0007073i,0.00078015+0.00017393i,0.0013046+3.6741e-05i,0.00045+0.00022067i,-0.00025336-0.00028129i,0.00037395-0.0008951i,9.4265e-05-0.00054531i,-0.00045276-0.00040722i,-1.7805e-05-7.1525e-05i,0.0002529+0.00033299i,0.00054445+0.00034319i,0.00074352+0.00059373i,0.00010734+0.0002505i,5.9121e-05-0.00014841i,0.00032585+0.00019655i,7.3748e-05+4.4878e-05i,-7.3455e-05+0.00042397i
0.00061186+0.00010797i,0.00059065-0.00010179i,0.00051063-0.00091878i,0.00046624-0.0010496i,0.00034764-0.00025861i,0.00020793-0.00026669i,-0.00026913-0.00044893i,-0.00013875-4.0611e-06i,0.0012368+1.6149e-05i,0.0009949-0.00044044i,-0.00030999-0.00036319i,-0.00060619+0.00026116i,-0.00019541+0.0010484i,0.00047502+0.0014992i,0.00017267+0.0005925i,-0.00012424-1.7198e-05i,-1.2796e-05+0.00010421i,0.0003324+9.1645e-06i,0.00046623+0.00034821i,-7.2489e-05+0.0005122i,-0.00040234-0.00054587i,-0.00034038-0.0011405i,0.00029012-0.00041283i
0.0023251+0.00046954i,0.0012482+0.00065014i,0.0009036+0.00062754i,0.00030006+0.00034985i,0.00039699-0.0003788i,0.00083155-0.0011327i,0.0006069-0.00044859i,0.00027949-0.00027083i,0.00013724-0.00091965i,-1.3396e-05-0.00051913i,-0.0009643-2.5204e-05i,-0.0014201+0.00062664i,-0.00060959+0.0012921i,1.0914e-05+0.0010622i,0.0004119+3.3573e-05i,0.00067335-0.00097353i,0.0009487-0.00092006i,0.00046302-0.00028754i,-0.00017633-5.5494e-05i,-0.00046232+0.00025888i,-0.00079403+0.00017727i,-0.00039523-0.00031595i,0.00012243+0.00013289i
-0.0010793+0.0004394i,-0.0006966-0.00029576i,0.00012993-0.00036445i,0.0007747-0.00028811i,0.0006781-0.00080679i,0.00048065-0.0011706i,8.0715e-05-0.0010267i,-0.00017289-0.00074591i,0.00054865-0.00058084i,0.00042491-0.00059031i,2.0427e-05-8.7752e-05i,-0.00031157-0.00032174i,-0.0006929-0.001211i,-0.0011211-0.00085668i,-0.0018259+0.00031274i,-0.0013732+0.00048974i,-0.0004298-7.8401e-05i,-0.00029403-0.00057462i,-0.00035894-0.00043118i,-0.00012497+6.2721e-05i,0.00045797+0.00031928i,0.0001982+0.00071781i,0.00021226+0.00091982i
-0.0011131+0.0001276i,-0.00069763-0.00042602i,-0.00098642-0.00057081i,-0.00037035-0.0012293i,0.0013103-0.0013867i,0.0018822-0.0020341i,0.00041678-0.0019257i,-0.00011151-0.00088759i,0.00051254-0.0010622i,-2.109e-05-0.0012745i,-0.00038723-0.00030063i,-0.00030721+0.00027513i,-0.001049+0.0004162i,-0.0010383+0.00021156i,-0.00065326-0.00018406i,-0.00042657-0.00018914i,-0.00048386-0.00069527i,-0.00080104-0.001127i,-0.00077533-0.00086657i,-1.3593e-05-0.00052747i,0.00038393-0.00027433i,0.0008567-0.00092414i,0.00062237-0.0013446i
-0.00043034+0.00060529i,-0.00016109-0.00027805i,-0.00093951+0.00012674i,-0.00057004+0.00040991i,0.00045836+7.6788e-05i,0.0008415-9.7202e-05i,3.7365e-05-0.00018124i,0.00015163+6.4054e-05i,0.00060483+0.00041239i,0.00015935-0.00011642i,-0.00015703+0.00017249i,-0.00025991+0.00087381i,-0.00011958+0.00081166i,4.3148e-05+0.00087331i,0.00012409+0.0012006i,-0.00010251+0.00048298i,-0.00027795-0.00064939i,-0.00030002-0.00089697i,-0.00029272-0.00029367i,-0.00021695-0.00021455i,-0.00011131-0.00064161i,2.9058e-05-0.0001358i,0.00052522-0.0001412i
0.00044561+0.0020287i,0.00027918+0.00078681i,0.00071413+0.00010951i,0.0010777+2.7297e-06i,0.0015799-0.00023603i,0.002027-0.0010203i,0.0015661-0.0012751i,0.00054423-0.00081908i,0.00024532-0.00038391i,0.00032498-0.00053014i,-5.2809e-06-0.00038521i,-6.1983e-05-1.795e-05i,-0.00028267-0.00011618i,-0.00096621-0.00030354i,-0.00085115+0.00017182i,-0.0005511+0.00086967i,-0.00065456+0.00062398i,-0.0011043+0.00032494i,-0.00082167+0.00055714i,0.00021777+0.00047952i,0.00098341+0.00030374i,0.00097595-0.0001661i,0.00074108-0.00031826i
0.0015409-0.0004465i,0.00045374+0.0017627i,-0.00067374+0.00070542i,-0.0015027-1.3356e-05i,-0.0018929+0.00020693i,-0.001227+0.00046395i,3.1095e-05+2.8894e-06i,0.001021-0.00054845i,0.00079398-0.0010462i,-0.00041859-0.00090091i,-0.00025271-0.00010581i,0.00060728+0.00055628i,0.00039234+0.00088875i,-3.787e-05-5.321e-05i,0.00023349-0.00017613i,0.00043598-4.9216e-05i,0.00030755+0.00015234i,0.00027149-3.6474e-05i,-3.8939e-05-0.00054536i,-0.00035975+1.2197e-05i,-0.00031388+0.00027173i,-7.5111e-05+0.00046665i,-0.000351+0.00052857i
0.0019104-0.0012546i,0.00031154-0.0018375i,-7.1211e-05-0.0027177i,-0.00049563-0.0030646i,-0.00086818-0.0021567i,-0.00097317-0.00085677i,-0.0008155-0.0010374i,-0.00057054-0.0013193i,-0.00013151-0.001238i,0.00080295-0.0009551i,0.00067649-0.00033388i,0.00013766+0.00020435i,0.00016376+0.00022071i,0.00032446+0.00022487i,6.6393e-05-2.2277e-05i,-0.00025719-5.9536e-06i,-0.00026982-7.6951e-05i,-0.00030548-0.00029942i,-9.0052e-05+0.00024728i,-0.00030481+6.6597e-05i,-0.00040837-0.00077535i,0.00011941-0.00010819i,0.00039906+0.00058345i
-0.00042834-0.00027929i,5.8173e-05-0.00057628i,0.00024672+0.00015766i,-0.00015862-0.0001714i,-3.0588e-05-0.0021972i,0.00026271-0.0028083i,-0.00010773-0.0015597i,-0.00017547-0.00091448i,-0.00055225-0.00096781i,-0.0011735-0.0013107i,-0.00085864-0.00085951i,-0.00054964-0.000506i,-0.00065916-0.00015465i,-0.00049416+0.00023282i,0.00073677+0.00083093i,0.00018341+0.00095857i,-0.00126+8.2173e-05i,-0.00080889-0.00032898i,0.00027016-3.3983e-05i,0.00033469-0.00025878i,6.225e-05-0.0007354i,-0.00020176-0.0004269i,2.6696e-05+0.0004178i
0.00091252+0.0013016i,8.2965e-05+0.0011747i,-0.00037906+0.00058624i,9.0644e-05-0.0005859i,0.00073086-0.00052166i,0.00025263-0.00025012i,-1.8931e-05-0.00066242i,0.00044462-0.00061433i,0.00067774-0.000351i,0.00013182-0.00042443i,-8.8058e-05-0.0005937i,3.8352e-05+7.2565e-05i,7.4152e-05+0.00047779i,0.00029603-0.00017952i,-4.2596e-05-0.00031392i,0.0001064+4.9987e-05i,0.00020251-0.00027712i,-0.00029269-0.0011603i,-0.0002358-0.001312i,0.00033034-0.0010568i,0.00042544-0.00021182i,6.6169e-05+0.0002838i,-1.9441e-05-0.00038465i
0.00014732-0.00060608i,-0.00066718-0.00045641i,1.8027e-05-0.0007505i,0.001048-0.00079543i,0.00092545-0.00077389i,0.00026587-0.0014684i,-6.6332e-05-0.0013128i,-4.7044e-05-0.0014344i,-0.00014733-0.0011201i,-0.00037547-0.000685i,-0.00071353-0.0004407i,-0.00049231+6.4226e-06i,-0.00037323+0.00043266i,-0.00070615-4.9298e-05i,-0.00028812-0.00016082i,0.0007332+0.00079424i,0.00074428+0.00078538i,0.00010623+0.00022924i,0.00013813-0.00028873i,0.00019852-0.00043452i,0.0005338-0.00022096i,0.0013064+1.465e-05i,0.0011528-0.00047946i
-0.00060426-0.0001153i,-0.0016704-0.00082574i,-0.0019497-0.0011265i,-0.00093058-0.00062777i,-0.0001253+0.0004865i,0.00077903+0.00030162i,0.00094312-0.00036033i,0.00051756-0.00018757i,0.00032095+0.00010218i,-0.00042854+0.00010477i,-0.00085061+2.5958e-06i,-0.00077241-0.00026784i,-0.00055554-0.0011345i,-0.00015494-0.00076404i,-0.00023958-0.00012583i,-0.00059958-0.00026224i,-0.00081382-1.6381e-06i,-0.00037765-0.00048608i,-0.00018259-0.00054903i,0.00020594-2.5763e-05i,2.5049e-05+0.00032333i,-9.3707e-05+0.00015381i,-0.00024181+8.0424e-05i
0.0014904-0.00075777i,0.001348-0.00053942i,0.0014245+0.00047972i,0.0019872+0.00083343i,0.0015468+0.00081417i,0.00061613+0.00041876i,0.00012878-0.00044343i,-0.00034106-0.00015045i,9.135e-05-0.00010536i,0.0004163-0.00035015i,-0.00017851-3.9698e-05i,-9.0746e-06+0.00036062i,0.00029626+0.00084502i,6.5081e-05+0.00058i,-0.00020383+0.00047973i,0.00018175+0.00083473i,0.00028521+0.000965i,-0.0002738+0.0005945i,3.2792e-05+6.86e-05i,0.00077849+0.00013708i,0.00048476-0.0001937i,0.0004605-0.00076658i,0.00049634-0.00023604i
0.0010078-0.0001453i,0.0010537-0.00025002i,4.9918e-05-0.00088782i,-0.00081349-0.00093107i,-0.0010757-0.00060007i,-0.00079006+3.8383e-05i,0.0001795-0.000258i,0.00038073-0.0014901i,0.00040755-0.0016776i,-0.00020483-0.00081249i,-0.00086985-3.9631e-05i,-7.0534e-05+0.00056245i,0.00035855+0.00061074i,-0.00033479+0.00035874i,-0.001071+6.8736e-05i,-0.00087555-0.00023456i,-0.00075923-0.00023927i,-0.00065851-0.00015083i,-0.0007943-2.2697e-05i,-0.00067837-0.0003564i,0.00034942-0.00031311i,0.00067928-4.4708e-05i,0.00094715+0.00070149i
0.0020418-0.0012103i,0.0021605-0.0011076i,0.001318-0.001711i,0.00033876-0.0017626i,0.00011989-0.0012228i,8.241e-05-0.00073417i,0.00068923-0.0003921i,0.00074242-0.00032528i,0.00036328+0.00025129i,-8.5372e-05+0.00037471i,-0.00077945-0.00049385i,-0.00086023-0.00092055i,0.00016416-0.00039196i,0.0014011+0.00017851i,0.0010184+0.00024859i,-4.6326e-05+0.0005981i,0.00020904+0.00068204i,-6.93e-05+0.00049664i,-0.00031831+0.00032538i,0.00029303+0.00034412i,0.00041711+0.00023419i,-1.0708e-05+0.00022483i,0.0003195+0.00025838i
-0.00052859+0.00019573i,-0.00072767+0.00063925i,-0.00069176+0.00065976i,-0.00091073+0.00013337i,-0.00040696-0.00069888i,0.00059279-0.0007581i,0.0010432-0.00057308i,0.00091872-0.00062064i,0.00046776-0.0012934i,0.00059774-0.0015396i,-8.8553e-05-0.0011872i,-0.0013738-0.0013627i,-0.0015265-0.0010208i,-0.00070285-0.00036078i,-0.00043239-0.00093191i,7.9326e-05-0.00093195i,0.00060616+0.0006858i,0.00046114+0.0010261i,0.00025633-0.0003162i,0.0001108-0.00057661i,0.00030361-9.802e-05i,0.00027383+8.8786e-05i,0.0005325-1.8991e-05i
-0.00064685+0.00094855i,-0.00062356+0.00065457i,0.00017466+0.00091745i,0.00069088-0.00011948i,0.0015117-0.00092727i,0.0014563-0.0007065i,0.0010653-0.00054805i,0.0013118-0.0011072i,0.00082628-0.0008984i,9.4137e-05-0.0010019i,-2.0381e-05-0.0005742i,0.00027045+0.00062981i,0.00046451+0.00074561i,-0.00023297+0.00033645i,-0.00086802+0.00016392i,-0.0003428+8.4345e-05i,0.0003853+0.0001108i,0.0001307-0.00018691i,0.00054141-0.00030161i,0.00057388-6.5899e-05i,2.9265e-05-0.00078198i,-0.00019463-0.0014075i,-0.0002469-0.0015692i
-0.0018283-0.00046638i,-0.0016171-0.0011419i,-0.0014626-0.0010633i,-0.0010932-1.4685e-05i,-0.00017898+0.00092545i,0.0013163+0.00073834i,0.0014145+0.00019272i,-5.333e-05+0.00035688i,-0.00077519+0.00014426i,-0.00013934-0.00018276i,0.0002728+0.00039666i,4.8872e-05+0.00071023i,-6.6805e-05+0.00076895i,0.00033842+0.00032436i,0.00021152-0.0001818i,-0.00016098-0.00038071i,0.00015379-0.00026293i,0.00076214-0.00056026i,0.00043304-0.0011684i,-0.00034757-0.00087004i,0.00052147-0.00031343i,0.0010128-0.00010015i,0.0003748+0.00049894i
-0.00058826+0.00062824i,0.00043011+0.00039121i,0.00092117+0.00014161i,0.0012255+0.00076781i,0.002086+0.0010048i,0.0015293-0.00044788i,-6.8676e-05-0.0015857i,-0.00010873-0.0015852i,0.00067971-0.00031905i,0.0003762+0.0005572i,-0.00024277+0.00031678i,-0.0010572-7.4599e-05i,-0.00069446-0.00012804i,0.00040463+0.0001821i,0.00087605+0.00060206i,0.00019013+0.00081604i,-0.00058979+0.00033165i,-0.00087838-0.00056479i,-0.00084415-0.00055732i,-0.00044246-0.00028466i,-9.3025e-05+2.8019e-05i,-0.00017317-7.0131e-06i,0.00027027+0.00057918i
-0.00047906-0.00031554i,-0.00055077+0.00030875i,-0.0015254+3.8909e-05i,-0.0012766+0.00063886i,0.0002995+0.0011182i,0.00086807+0.00083878i,0.00040601-0.00026744i,-4.517e-05-0.0010693i,-0.00031622-0.00024021i,-0.0004851+0.00012865i,-0.00070556-0.00015967i,-0.00053194+0.00016043i,0.00050766+0.00016292i,0.00068312+0.00015475i,0.00038607-0.00011461i,0.00093809-2.2567e-05i,0.0010408+7.8882e-05i,0.00074371+1.366e-05i,0.00088444+6.6912e-05i,0.00097007-0.00035216i,0.0010221-0.00079608i,0.0011171-0.00058756i,0.00021704-0.0001422i
0.00027193-0.00039711i,-0.00067793-0.0012215i,-0.00034793-0.0015954i,-0.00046274-0.0016976i,2.9029e-05-0.0020493i,0.0004363-0.0015858i,0.00024154-0.00030209i,0.00053489+0.00029651i,0.00090234-0.00014596i,3.5792e-05-0.0007452i,-0.00046006-0.00071486i,-0.00056376-0.00040465i,-8.466e-06-0.00024453i,0.00042284-6.4559e-06i,-0.00039541+0.00020045i,-0.0009976+0.00041085i,-0.0007209+0.0003423i,-0.00055813+7.3762e-05i,-0.00043452-0.00014381i,-0.0003701+9.9747e-05i,-0.00070516+0.00014316i,-0.000475+0.00028966i,-0.0001006+0.0004319i
0.000651-0.00043675i,0.00077124-0.0015315i,-0.00020501-0.00042859i,-0.00093995-7.2556e-05i,-0.00095492-0.00047553i,-0.0009973-0.00062376i,-0.00044017-0.001397i,0.00018082-0.0014057i,-0.00034268-0.00059192i,-0.0005231-0.00020785i,-2.3445e-05-0.0005187i,0.00024471-0.00087927i,6.0923e-05-0.0011282i,-0.0006518-0.00070335i,-0.00067427-4.4287e-05i,-0.00081639+4.8535e-05i,-0.0011605+2.5252e-05i,-0.00062876+0.00073651i,-0.00017776+0.0014121i,0.00011812+0.00045784i,-0.0003646-0.00027175i,-0.00054065-9.6069e-05i,2.0911e-05+0.00010547i
0.0012645-0.00030207i,0.0013141+0.0012052i,0.00046975+0.0014546i,-0.00022833+9.2359e-05i,0.00045305-0.00062609i,0.0013112-0.0011006i,0.0013241-0.0017736i,0.00070848-0.0015642i,0.00061709-0.0015039i,0.00074407-0.0012342i,0.00035031-0.00035378i,0.00052918+5.7152e-05i,-0.00014871-0.00040916i,-0.0010814-0.00018689i,-0.00078494-0.00036506i,-0.00022766-0.0010663i,0.00020188-0.00095269i,0.00029827+8.9922e-05i,0.00028623+0.00044996i,0.00058806+5.6201e-05i,0.00031047-0.00035027i,-0.00014354-0.00063326i,0.0001644-0.00042798i
0.0025018+0.00054014i,0.0010064+0.0003822i,-0.00064719-0.00077724i,-0.00056048-0.00067295i,-0.00010044+0.00050926i,-0.00037023+0.00051143i,-0.00098084+5.8841e-05i,-0.00055934-0.00043317i,0.00074218-0.00088584i,0.0006781-0.00082288i,-0.00030682-0.00012119i,-0.00078346+0.0002125i,-0.00078955-0.00032155i,-0.00083251-0.00052843i,-0.0012944-0.00064843i,-0.00093915-0.0004i,-0.00082387-0.00043286i,-0.00020129-0.00074492i,-2.7804e-05-0.00079216i,-0.00055041-0.00040654i,-6.2387e-05+0.00031173i,0.000469+0.00078617i,0.00050849+0.00017346i
-0.00071943+0.00070293i,-0.0015065-7.8675e-05i,-0.00095839-0.00083644i,0.00024024-0.00039001i,0.0012095-0.00056962i,0.001527-0.0008779i,0.0012221-0.00093434i,0.00089187-0.0014346i,0.00031852-0.0016492i,-0.00018749-0.0010165i,-0.00036019+0.00036339i,-0.00095508+0.0011193i,-0.00072817+0.00026955i,0.00057086-0.00035528i,0.00076472+0.00020436i,0.00087135+0.00071374i,0.0011671+0.00036807i,0.00093161-1.7975e-05i,0.00085413-0.00028232i,0.00029136-0.00034039i,-0.00048372+0.00012607i,-0.00032935+9.8161e-05i,0.00030385+0.00014801i
-0.00055777-0.0028972i,-0.00018636-0.0017558i,-0.00048783-0.00033663i,-0.00093219+6.3049e-05i,-0.00092478+0.00033437i,6.6472e-05+0.00036406i,0.00062317+0.00026946i,0.00062625-0.00030852i,0.00077488-0.00067545i,-0.0003326-0.00042523i,-0.0012601-0.00068637i,-0.00078284-0.00081766i,-0.00016106-0.00051938i,6.7975e-05-6.0812e-05i,6.6884e-05-0.0001113i,0.00017837-2.7718e-05i,0.00040165-9.4375e-05i,0.00036199-0.00071715i,-0.00017645-0.0003822i,-5.4744e-05-5.8655e-07i,-0.00016057-0.00014789i,0.00021389+0.00033002i,0.00085079+0.00087345i
0.0015036-0.0016337i,0.0013622-0.0010707i,0.00054913-0.00092965i,-0.00080293-0.0011226i,-0.001071-0.00083446i,-0.0007012-0.00035577i,-0.0004564-0.0001593i,-0.00022024+0.00032327i,4.2405e-07+0.00034199i,0.00015262-0.00088222i,0.00034323-0.0011202i,-0.00033554-0.00051724i,-0.00064795-0.00040685i,-3.2178e-05-0.00014072i,2.2167e-05-1.5106e-05i,0.0001346-0.00066055i,0.00082695-0.00045534i,0.00094229+0.00013259i,5.3526e-05-1.159e-05i,0.00022662-0.00019326i,0.00067389-0.00044718i,0.00038829-0.00048586i,1.4462e-05-0.00039432i
0.0021701+0.00027997i,0.0021933+0.00045455i,0.0005238-0.0010451i,-0.00072119-0.0016487i,-0.0002888-0.00094783i,0.00081337-0.0010603i,0.00052114-0.0010607i,0.0002206-0.00030706i,0.00029918+0.00011563i,0.00010537-2.0392e-05i,-0.00012345+0.00021738i,-0.00021691+7.8562e-05i,-0.00028746+4.5107e-06i,-0.00054684+0.00026345i,-0.00012769-4.9978e-05i,0.00020946+0.00034687i,-0.00015854+0.00083322i,-0.0010115+0.0014609i,-0.00086314+0.0014148i,-0.00061657-7.4518e-05i,-0.00056735-0.00052012i,-0.00031237-0.00015235i,0.00054016-0.00033955i
-0.00067396+0.0012706i,-0.00040497+0.0018824i,-0.00041266+0.0012011i,0.00020865+0.0002646i,0.00028506-0.0007553i,-0.00014002-0.0013367i,0.00071138-0.0018735i,0.001419-0.0012702i,0.0011244-0.00097792i,-0.00018138-0.0010227i,-0.0010345+0.00058891i,-0.00074174+0.001042i,-0.00016644+0.00037231i,0.00020983-0.00030463i,0.00013865-0.00085431i,-0.00032179-0.00066091i,-0.00044066-0.00016817i,-5.1351e-05+6.2666e-05i,-8.5202e-05+0.00028508i,-0.00023583+0.00021624i,0.0007479-0.00027412i,0.00067228+0.00032695i,-0.00061771+0.00074194i
0.00048053-0.00013276i,-0.00018993-0.00078632i,6.4714e-05-0.00075345i,0.00073977-0.00051518i,3.9895e-05-0.00068776i,-0.0006889-0.00054786i,0.00013542-0.00057727i,0.00063257-0.00082603i,0.00053551-0.00091662i,-0.00056919-0.0012832i,-0.0010908-0.0012307i,-0.0009389-0.00080204i,-0.00018996-0.00023175i,0.00051279+0.00054522i,-0.00027468+4.484e-05i,-0.00059739-0.00040418i,-0.00015167-7.241e-05i,-0.00043183-8.0202e-05i,-0.00020349+4.1081e-05i,0.00038893+0.00095426i,0.00022279+0.00095965i,-1.1374e-05+0.00011365i,0.00032255-8.3746e-05i
-0.00048218-0.0018092i,0.00046614-0.0022654i,7.7682e-05-0.00035217i,0.00043663+0.0011154i,0.0014701+0.0013183i,0.0024007+0.00062901i,0.0012809-0.00038866i,-0.0001583-0.00063934i,-0.00040629-0.0002001i,-0.00056445+7.1204e-06i,-0.00099125-0.00039595i,-0.0013632-0.00038862i,-0.0013183+9.0555e-05i,-0.00081145+0.00019626i,-0.00075023+0.00031072i,-0.0010042+0.00031483i,-0.00075513+0.00070694i,-0.00013675+0.00080978i,0.00074405+0.00064332i,0.00043999+0.00032572i,-4.8841e-05-0.00036206i,0.00017705-0.00069462i,0.00050752-0.00075375i
-0.0011007+0.0014584i,-0.00025914+0.00062339i,0.00064587+0.00084729i,0.0013383+0.00065658i,0.0022203-0.00014166i,0.0025163-0.0012824i,0.0014083-0.0011558i,0.00053595-0.00056992i,8.3896e-05-0.00017066i,-0.00020403+0.00038295i,3.2019e-05+0.00029079i,0.0001539+0.00062703i,0.00010405+0.00064725i,-0.00018353+0.00034696i,-0.00066577+0.000189i,-0.00018483+0.00034071i,-1.2245e-06+0.00064135i,-7.2636e-05+0.00081086i,-0.00028345+0.0013246i,-0.00062928+0.00077533i,-0.00029608-0.00037517i,-0.00031846-0.00085048i,-0.00071967-0.00048494i
-0.00015921+0.0016724i,-0.00017424+0.0015946i,-0.00034973+0.0013912i,-0.0003421+0.0009569i,-0.00079299-2.051e-05i,-0.0010638-0.0011108i,-0.00041533-0.0018779i,0.0007482-0.0010622i,0.0013524-0.00058825i,0.00060933-0.00098537i,0.00042635-0.0008902i,0.00049269-1.9543e-05i,-1.347e-05+0.00068246i,-0.00060022+0.00042023i,-0.00072437+0.00012904i,-0.00012957+2.0711e-06i,-0.00031436-0.00029953i,-0.0009732-0.0004854i,-0.00077548-0.00049792i,-9.7413e-05-0.0006092i,0.00019562-0.00024849i,0.00060791+0.00032875i,0.0010042+0.0010039i
0.00090585-0.00040396i,-0.00034834-0.00070674i,0.00020935-0.0015518i,0.00045572-0.0014036i,3.036e-05-0.0011363i,-0.0003394-0.0010366i,-0.00049841-0.00096541i,2.866e-05-0.001128i,0.00062883-0.0014245i,0.00018164-0.0011954i,-0.00055209-0.00034059i,-0.00011165+0.00037817i,0.00031973+0.00023237i,-4.1733e-05-0.00022947i,-0.00033983-0.00035684i,-3.233e-05-0.0003023i,0.0005901-0.00062832i,0.00065662-0.00036222i,-0.00018121+8.5026e-05i,-0.00047557-3.2636e-05i,-0.00030849-0.00097794i,2.4305e-06-0.00093302i,0.00028501-0.00034744i
0.00038632+0.00019398i,0.00061715+5.1384e-05i,0.00086094-0.00022202i,0.0010238+0.00026455i,0.00087078+8.5698e-05i,0.0002779-0.00065555i,-0.00016984-0.00089255i,-8.4948e-05-0.0003941i,2.117e-05+8.9778e-05i,-0.00023767-0.00049751i,-0.00043954-0.00057787i,-0.0002734+3.1771e-05i,-0.0002255+0.00022888i,-0.00011035+0.0004428i,3.1144e-05+0.0011587i,0.00025952+0.0011807i,0.00066883+0.00078824i,0.0008296+0.00026536i,-0.0001521-0.00028135i,-8.3958e-05+0.00041834i,0.00017911+0.001032i,0.00032058+0.0003014i,0.00044988+0.0001308i
0.00021945-0.00020866i,0.00014699+0.0002029i,0.0001097-0.0010721i,0.00076621-0.0019045i,0.0009763-0.00174i,0.00052677-0.0012673i,0.00053431-0.0005885i,0.00078501-0.0007114i,0.00077872-0.0011541i,9.4679e-05-0.00048651i,-0.00088517+0.00044426i,-0.0009175+0.0010148i,-0.00044603+0.00060185i,-9.1382e-05-0.00042096i,0.00014479-0.0010803i,-2.341e-05-0.00062137i,-0.00041627-0.00025631i,-0.00054084-2.1916e-05i,-0.00016798+9.085e-05i,0.00038995+9.5616e-05i,-7.9191e-05+0.00017539i,0.00024311-0.00035452i,0.0010915-0.00029428i
0.0022128-0.00080966i,0.0012916-0.00077582i,-0.00073938-0.00098046i,-0.0016874-0.00053634i,-0.0010619-5.571e-05i,-0.00051673+0.0003445i,-0.00015278-0.00029917i,4.3695e-05-0.0012236i,0.00052237-0.0020139i,0.00083213-0.0018402i,0.00017222-0.0010717i,-0.00014506-0.00080991i,2.2241e-05-0.00026356i,-0.00012586+0.00043064i,-0.00020854-6.774e-05i,-0.00033996-0.00084721i,-0.0002332-0.0015425i,0.00021958-0.0009249i,6.6714e-05-0.0001169i,-0.00075833-3.2555e-05i,-0.00092362+0.00033666i,-0.00047618-8.9196e-05i,-0.00027916-0.00029948i
0.0015734+0.0010226i,0.0013367+0.0013495i,2.8288e-05+0.00024664i,-0.0007473-0.00066311i,-0.00069987-0.00078683i,-0.0012231+0.0002546i,-0.00036787+0.00026657i,0.0007463-0.00048444i,0.00070388-0.00083771i,0.00019125-0.00093481i,-0.00034206-0.00058792i,9.9182e-05+0.00011917i,7.5131e-05+0.0003582i,-0.00041054+0.0003699i,-0.00040437+0.00016553i,-0.0003346+2.501e-05i,-0.00044355+0.00029796i,-0.00019016+0.00016037i,-0.00040586-0.00022604i,-0.00063704-0.00012662i,2.0205e-05+0.00010317i,3.1903e-05-0.00058947i,-0.00019199-0.00054752i
-0.0014649-0.00072148i,-0.0017867+0.00011991i,-0.0012716+0.00029848i,-0.00021925+0.00031056i,0.00020911-0.000395i,-0.00049449-0.0012644i,-0.0004157-0.0016153i,0.00016855-0.0012689i,7.4654e-05-0.0012681i,-2.2113e-05-0.0011256i,0.0003242-0.00062558i,0.00089657-0.00046304i,0.00027411-0.00047522i,-0.00052246-4.5761e-05i,-0.00092876-0.00019332i,-0.0014384-0.00062098i,-0.0011366+6.0095e-05i,-0.00027879+0.00010684i,0.00010941+2.8646e-05i,0.00047093+0.00030783i,0.00013707+0.0002431i,5.7736e-05-2.8487e-05i,0.00091892+0.00024358i
-0.0021248-0.0026404i,-0.001862-0.0031199i,-0.0027693-0.00078713i,-0.0027046+0.00081635i,-0.00020848+0.00085205i,0.0013653-0.0009475i,0.0011862-0.0013487i,0.00096807-0.00016442i,0.0001819+0.00021181i,-0.00030254+0.00025568i,0.00046824+0.00036984i,0.00081428+3.5337e-05i,0.00059589-0.00045568i,-0.00035859+0.00049512i,-0.0001565+0.001507i,0.00061271+0.001467i,0.00042451+0.0010863i,-0.00023259+0.00017481i,-0.00063479-0.00055453i,-0.00027102+0.00015951i,-0.00024221+0.00071781i,-0.00079353+5.0473e-05i,-0.00090682-0.00024027i
0.00061397+0.00023357i,0.00091815-0.00028125i,0.00064675-0.00050226i,0.00023824-0.00055496i,0.00051053-0.00047833i,-3.5585e-05-0.00088885i,-0.0013881-0.0010089i,-0.00099503-0.00054251i,-0.00046076-7.543e-05i,-0.0011709+6.5284e-05i,-0.0015896+0.00039634i,-0.00063764+0.00062951i,4.1624e-05+0.0009164i,-1.2575e-05+0.0015482i,-0.00060892+0.0010285i,-0.00056155+7.4978e-05i,-0.00030499-0.00040642i,-0.00056905-0.00032009i,-0.00060335+0.00011905i,-0.00049018-0.00048361i,-0.00056341-0.00086303i,0.00048592-0.00057584i,0.00069561+0.00010872i
-0.0012916+0.0015501i,-0.0010305+0.0014081i,-0.001523+0.00068562i,-0.001562+0.00054269i,-0.00048776+5.1875e-05i,0.00055912-0.0011096i,0.00072241-0.001529i,0.00064436-0.00084356i,-0.00015515+0.00023985i,-0.0010366+0.0007462i,-0.001305+0.0014229i,-0.00052748+0.00144i,0.00017849+0.0010465i,0.00070072+0.00095213i,0.0006184+0.00094513i,-6.3814e-05+0.00066268i,-0.00019131+0.00021209i,0.00013713+6.9566e-05i,0.00081203+2.5371e-05i,0.0014985-0.00036387i,0.00089718-0.00045412i,0.00063927-0.0004491i,0.0012026-0.00033517i
