0.0013237+0.0007614i,0.0015969-0.001543i,0.00038089-0.0019529i,-0.00085584-0.00145i,-0.0015532-0.00084348i,-0.00095539+0.00096182i,0.00018182+0.0025353i,0.00091183+0.0022494i,0.0013113+0.0012984i,0.00066519+0.00049768i,-1.8124e-05-0.00037714i,-8.856e-05-0.0005599i,-0.00067177+0.00077332i,-0.00072987+0.0013237i,0.00015685+0.00036963i,0.00014615-8.9358e-05i,0.00013323+0.00032601i,0.00030222+0.00054114i,0.00042538+0.00069676i,0.00031282+0.00054069i,0.00046835-0.00019354i,0.00065608-0.00043444i,0.00021967-0.00014371i
0.0002046-0.0051685i,-0.0021801-0.0083866i,-0.0038183-0.014434i,-0.0063652-0.020806i,-0.0092968-0.020729i,-0.0094869-0.007056i,-0.011496+0.012145i,-0.01455+0.022069i,-0.012049+0.019657i,-0.0050606+0.012015i,-0.00082179+0.0068988i,0.00014123+0.0054884i,-0.00097076+0.0049877i,-0.0036762+0.0037501i,-0.0053882+0.0020475i,-0.0043877+0.001683i,-0.00086569+0.0028442i,0.0025373+0.0037126i,0.0034393+0.0021475i,0.0021441+0.000237i,0.0010045+4.6797e-05i,0.00014206-0.00035546i,-0.00058678-0.00039872i
-0.00047272+0.00063546i,0.00062677+0.00033354i,0.0054674+0.0024895i,0.013408+0.0078395i,0.017461+0.01013i,0.015266-0.00072587i,0.010996-0.02055i,0.0079542-0.033044i,0.0051513-0.026971i,0.0040763-0.011919i,0.0045497-0.0034494i,0.0037005-0.0021344i,0.003468-0.0035164i,0.0041007-0.0054741i,0.0033864-0.005929i,0.0012328-0.0045254i,-0.00090793-0.002782i,-0.0021262-0.00023777i,-0.0024207+0.0019517i,-0.001631+0.0020884i,-0.00065859+0.0010018i,-0.00067421-4.7049e-05i,-0.00030014-0.00067505i
-0.0045372+0.0021027i,-0.0023114+0.0037747i,-0.0023741+0.0031634i,-0.0087783-0.00057527i,-0.013241-0.00257i,-0.0048077+0.0027539i,0.010263+0.013483i,0.017208+0.021939i,0.012576+0.022784i,0.005691+0.017621i,0.0013883+0.013496i,0.00040971+0.010803i,0.0023159+0.0080056i,0.0041644+0.0054329i,0.0045057+0.0034556i,0.0035432+0.0036201i,0.003745+0.0045668i,0.0036885+0.0034633i,0.0020813+0.000957i,0.0003146-0.00026582i,-8.2654e-05-0.00015441i,0.00059583+0.00050328i,0.00035756+0.001341i
0.00035352-0.0027381i,0.0014809-0.0013132i,0.0057575-0.0026373i,0.011496-0.0074671i,0.014946-0.012515i,0.0084091-0.012815i,-0.005759-0.01378i,-0.016326-0.016002i,-0.018466-0.012593i,-0.01509-0.0071453i,-0.012789-0.0054309i,-0.012596-0.0046502i,-0.0098574-0.0024085i,-0.0047774-0.001365i,-0.00069226-0.0010254i,-0.00054793+0.00021499i,-0.0039916+0.0014803i,-0.0054986+0.0022869i,-0.0033165+0.0021275i,-0.0004915+0.00048154i,0.00029322-0.0014895i,-0.0002385-0.003255i,-0.00069569-0.003575i
-0.0035764+0.0020805i,-0.0049311+0.003214i,-0.0070678+0.0057266i,-0.0078889+0.0093758i,-0.005041+0.012064i,0.0051037+0.009661i,0.020016+0.003073i,0.027589-0.00061832i,0.021984-0.00056979i,0.01227-0.0013972i,0.008067-0.0041868i,0.0074628-0.0055054i,0.0070675-0.0026084i,0.0064105+0.0028573i,0.0036594+0.0071327i,0.00064027+0.0063637i,0.00029197+0.0014016i,0.00040001-0.0024262i,0.00052409-0.0025978i,0.0012064-0.0010318i,0.0011083+0.00037987i,0.0012454+0.00030586i,0.0020697-4.6126e-05i
-0.0075708-0.0051554i,-0.0075982-0.0068577i,-0.005694-0.010701i,-0.0021212-0.015146i,0.00076905-0.015471i,0.0010022-0.00817i,-0.0048407+0.0017609i,-0.012876+0.0071039i,-0.014033+0.0065163i,-0.0074609+0.0039029i,-0.0010676+0.0027886i,8.145e-05+0.0031012i,-0.0025684+0.0033286i,-0.0050237+0.0023684i,-0.0060387+0.00055795i,-0.0068923-0.00035868i,-0.0054682+0.00011254i,-0.0022793+0.00061109i,-6.4201e-05+0.0008739i,-0.00024479+0.0014702i,-0.00080827+0.001652i,-0.00055886+0.0013285i,-0.00075994+0.00062133i
0.00020883-0.0019892i,0.0028357-0.0027912i,0.006964-0.00026818i,0.01029+0.0047685i,0.011267+0.0075641i,0.01163+0.0018958i,0.013215-0.010177i,0.014571-0.017776i,0.012458-0.014451i,0.0088558-0.0057136i,0.0071435-0.00074066i,0.0058962-0.00078225i,0.0044921-0.0031047i,0.004206-0.004593i,0.0045255-0.0045741i,0.0038652-0.0040867i,0.0024848-0.003854i,0.0011589-0.003617i,0.00050345-0.002287i,2.1971e-05-0.0011091i,-0.00032466-0.00081476i,0.00046582-0.0013334i,0.00066025-0.0018104i
-0.0023266-0.00085403i,-0.0016895-0.0021041i,-0.0019356-0.0048304i,-0.006322-0.0074371i,-0.009614-0.0075933i,-0.0045457-0.0014749i,0.0023277+0.0093142i,0.002478+0.016227i,-0.00094001+0.016034i,-0.0026443+0.012782i,-0.0036884+0.010842i,-0.0044581+0.010777i,-0.0021221+0.010098i,0.00035389+0.0073379i,-1.6775e-05+0.0040288i,-0.00052395+0.0027668i,0.00016214+0.0040172i,0.0017413+0.0044659i,0.0020215+0.0028077i,0.00046273+0.00077661i,-0.00073058+0.00024546i,-0.0013725+0.00091506i,-0.0012117+0.0017266i
0.0012288-0.0033289i,0.00187-0.0012923i,0.0056693-0.00041119i,0.011486-0.001894i,0.014789-0.0025786i,0.01159-0.0027617i,0.0036113-0.0078335i,-0.0032698-0.013203i,-0.0061079-0.012662i,-0.0070323-0.008153i,-0.0086456-0.0058487i,-0.0092287-0.0056952i,-0.0067331-0.0050126i,-0.0010537-0.0041357i,0.0032404-0.0032017i,0.0027245-0.0028575i,-0.0012205-0.002251i,-0.0040288-0.0012319i,-0.0032119-0.0001425i,-0.0018098+0.00015386i,-0.0017179-0.00063949i,-0.0012735-0.0010409i,-0.00034617-0.00017031i
-0.0033587+0.0022189i,-0.0040518+0.0044963i,-0.006271+0.0052085i,-0.0072455+0.0059811i,-0.0053335+0.0065965i,0.00091758+0.0054613i,0.0098474+0.0044538i,0.013784+0.0059972i,0.011433+0.0061441i,0.006964+0.0020407i,0.0048496-0.0021637i,0.0061355-0.0033261i,0.0073944-0.0010402i,0.0061132+0.0044873i,0.003539+0.0077698i,0.001478+0.0057948i,0.00087875+0.0015869i,0.00096815-0.0018952i,0.0010446-0.0023341i,0.0017657-0.00084425i,0.0021215+0.00011694i,0.0010559+5.9353e-05i,0.00030231-0.00033451i
-0.0023413-1.7696e-05i,-0.0037086-0.0026219i,-0.0021446-0.0073946i,0.00051586-0.011182i,0.0022628-0.011802i,0.0026532-0.007585i,-0.0022221-0.0022182i,-0.010221-0.00072178i,-0.011511-0.0015806i,-0.0060919-0.002311i,-0.000974-0.0018208i,9.7877e-06-0.00034489i,-0.0037725+0.0016062i,-0.0083276+0.0016396i,-0.0092153-0.00042039i,-0.0062953-0.0032076i,-0.0033824-0.0043774i,-0.00051105-0.0022651i,0.0012941+7.6311e-05i,0.00020372+0.00017222i,-0.0011398-0.0002509i,-0.0013537+0.00014218i,-0.0013023-0.00032126i
0.0010822-0.0030062i,0.0016975-0.0031725i,0.0019669-0.0022165i,0.0029081+0.00015208i,0.0049316+0.0039881i,0.006478+0.004282i,0.0095649-0.0019487i,0.011754-0.0056589i,0.010449-0.0035978i,0.0078198-1.3546e-05i,0.0058404+0.0017764i,0.0053436+0.0007403i,0.0045544-0.0019467i,0.0034156-0.0032577i,0.0036486-0.002017i,0.0043273-0.00040161i,0.004735-0.00093253i,0.0042647-0.0023059i,0.0024427-0.0019612i,0.00064997-0.0012315i,0.0002201-0.0013844i,0.0003999-0.00086128i,0.00077505-0.00017i
0.00033711+0.00026462i,0.00065998+0.00028839i,0.0013532-0.002692i,-0.00080875-0.005639i,-0.0036043-0.0057504i,-0.0015285-0.0020488i,-0.0003049+0.0038313i,-0.004028+0.0078425i,-0.0060484+0.0084124i,-0.0052324+0.0075721i,-0.0049392+0.0075429i,-0.0048633+0.0080523i,-0.0025286+0.0071673i,-0.0012795+0.0040917i,-0.0014892+0.00089224i,-0.0012119-0.00011641i,-0.00047432+0.0012251i,0.00039583+0.0029016i,-0.00031621+0.0025398i,-0.0013057+0.002223i,-0.0009008+0.0020317i,-0.00011234+0.0012542i,-0.00030254+0.00067207i
-0.0028666-0.00077728i,-0.00054544+0.00012751i,0.0028934+0.0018097i,0.0066607+0.0013903i,0.0095924+0.00091075i,0.0087132+0.00082371i,0.0046285-0.0047835i,0.0011682-0.010582i,-0.0012994-0.0092272i,-0.0028231-0.0052183i,-0.0042895-0.0038067i,-0.0053366-0.0044187i,-0.0035434-0.0051037i,0.0011514-0.0050999i,0.0054047-0.0038736i,0.0052739-0.0031579i,0.0015754-0.0036687i,-0.0025032-0.0030277i,-0.0033242-0.0016833i,-0.0020733-0.0011117i,-0.00086596-0.0018895i,-0.00025077-0.0020218i,-0.00025131-0.00081784i
0.00014649-0.0032078i,-0.0017699-0.0022378i,-0.0039214-0.0017247i,-0.0055788-0.00082737i,-0.0055052+0.00134i,-0.0014806+0.0031491i,0.0051544+0.0043007i,0.0065658+0.0055593i,0.0024882+0.0050219i,-0.00054833+0.0019263i,-0.00049702-0.0012233i,0.001355-0.00099071i,0.0040088+0.0023354i,0.0038119+0.0062845i,0.0012349+0.0076983i,0.00015788+0.0058889i,0.0008198+0.0026778i,0.0020318+0.00014093i,0.0023559-0.00048677i,0.0016844-0.0002428i,0.001231-0.00085002i,0.00041514-0.0011894i,-0.00034674-0.00033867i
0.00064364+0.00063009i,-0.0011625-0.0014163i,-0.00033585-0.005059i,0.0011791-0.0077506i,0.0021829-0.0068085i,0.002346-0.0030734i,-0.00061554-0.0018135i,-0.0047032-0.0047893i,-0.0048389-0.0057124i,-0.0016808-0.0043482i,0.00039726-0.003386i,-0.0006398-0.0011125i,-0.0034842+0.0016614i,-0.0055226+0.002159i,-0.0043334+0.00023923i,-0.0016385-0.0020225i,-0.00087136-0.0025178i,0.00022709-0.0013515i,0.0013269-0.0012906i,0.00070038-0.0017164i,-0.00047285-0.00074344i,-0.00064476+4.3974e-05i,-6.375e-05+3.1848e-06i
-0.0014303-0.0027014i,-0.0015313-0.0022843i,-0.00094415-0.0032497i,-6.7939e-05-0.0014371i,0.001036+0.0031943i,0.0038901+0.0037445i,0.0070796-0.00013051i,0.008205-0.0028358i,0.0069162-0.0017494i,0.0044135+0.00074568i,0.0036736+0.0020603i,0.0037667+0.0012068i,0.0039357-0.0010153i,0.0036556-0.002058i,0.0032513-0.00056897i,0.0039748+0.00092507i,0.0041894+0.00016901i,0.0031135-0.00062248i,0.001832+0.00011234i,0.0014499+0.00047433i,0.00040572-0.00018087i,-0.0007244-0.00059526i,-0.00054279-0.00032996i
6.1484e-05+0.00034551i,0.00016466+0.00015609i,0.0014564-0.00052786i,0.0018505-0.0025248i,0.0011565-0.0044409i,0.00031475-0.003526i,-0.001258-0.00059523i,-0.003933+0.00010249i,-0.0059321+0.00053615i,-0.0043534+0.0023599i,-0.0025307+0.0040292i,-0.0027203+0.0049899i,-0.0022133+0.0037001i,-0.0016165+0.00032516i,-0.00094994-0.0012631i,-0.0014337-0.00053616i,-0.0020782+0.0012639i,-0.0020755+0.0032894i,-0.001283+0.0033447i,-0.0012645+0.0018007i,-0.0017494+0.00066095i,-0.00085672+0.00083558i,0.00010126+0.00092818i
0.0027798-0.00040459i,0.00085006-0.002013i,0.0016473-0.0028359i,0.0028648-0.0033208i,0.0035096-0.0017419i,0.0036668+0.00023793i,0.0039125-0.0031459i,0.0038584-0.0070314i,0.0029154-0.0056621i,0.00040415-0.0033103i,-0.0025186-0.002321i,-0.0028942-0.0019761i,-0.00096553-0.0019909i,0.0014215-0.0013496i,0.0028357-0.00038361i,0.0026087-0.0010397i,0.0012404-0.0021468i,-0.00074585-0.0020867i,-0.00034607-0.0014547i,0.0013076-0.00094175i,0.0007205-0.0011402i,-0.00071455-0.0012959i,-0.0010831-0.0010231i
-0.00090078-0.00065743i,-0.0020098-0.0013065i,-0.0025925-0.0018205i,-0.003183-0.0020479i,-0.003064-0.00097233i,-0.00053626+0.00066723i,0.0024002+0.0020679i,0.0018354+0.0022456i,-0.00050976+0.0019386i,-0.0016833+0.0010221i,-0.0013228+0.00061662i,0.00064213+0.00177i,0.0027686+0.0030864i,0.0019125+0.0046413i,5.755e-05+0.0052699i,0.00036485+0.0039458i,0.0017758+0.0019772i,0.0016959+0.00029543i,0.00094889-0.00084302i,0.00047499-0.0010566i,0.0006226-6.2918e-05i,0.00055447+0.00041571i,6.513e-05-0.00053416i
0.0018207-0.00014276i,0.0018272-0.0018135i,0.0015713-0.0033338i,0.0023053-0.0041332i,0.0034986-0.00408i,0.0041448-0.0039936i,0.0029368-0.0040168i,0.00077949-0.005154i,7.0929e-05-0.0056282i,0.00023136-0.0043756i,-0.00046716-0.003054i,-0.0025145-0.0017032i,-0.0046443-1.434e-05i,-0.003939+0.0004739i,-0.0014387+0.00040995i,0.00054277+0.0011151i,0.0011023+0.00085252i,0.00050421+0.00023436i,0.00056902+0.00055201i,0.00098674-1.1648e-05i,0.00037589-0.00076121i,2.1614e-05-0.00046378i,0.00039612-7.3504e-05i
-0.0020669-0.0015227i,-0.0020039-0.0022829i,-0.00089084-0.0027848i,-0.00017349-0.0020342i,-0.00061285-0.00028867i,0.00018608-0.0003498i,0.0027242-0.0019365i,0.0037941-0.0023438i,0.0032822-0.00045332i,0.0023082+0.00064015i,0.0021732-0.00037731i,0.002205-0.0009506i,0.0019133-0.0014306i,0.002015-0.0014821i,0.0016434+0.00017751i,0.0009221+0.001405i,0.00070524+0.001073i,0.00083297+0.000783i,0.00067312+0.001443i,0.00020151+0.0018328i,2.9165e-05+0.00086248i,-0.0006425-0.00025783i,-0.0011386-0.0005586i
0.00090691-0.0021011i,-0.00030795-0.0034293i,0.00050815-0.0038679i,0.0022584-0.0031978i,0.0035723-0.0037827i,0.0047034-0.004054i,0.003936-0.0031956i,0.00059332-0.0027615i,-0.0019755-0.0015165i,-0.0023045+0.00062666i,-0.0021771+0.0023814i,-0.0017751+0.003169i,-9.4546e-05+0.0026334i,0.0010836+0.0017352i,0.0007905+0.0015124i,0.00025331+0.0012871i,-0.00035811+0.001005i,-0.0009255+0.0011222i,-0.00043384+0.00046101i,-0.00020402-0.00044917i,-0.0011135-0.00017117i,-0.00080668+0.00085494i,4.7163e-05+0.00095076i
0.0014284+0.0022014i,0.0025481+0.00054925i,0.0022727-0.0014048i,0.0010719-0.0011499i,0.00067415+0.00026019i,0.0017057+0.0011403i,0.0030644+0.00038798i,0.0036503-0.0016223i,0.0023238-0.0015194i,3.5501e-05-7.669e-05i,-0.0013717+1.4514e-05i,-0.0016853-0.00065149i,-0.00050447-0.000707i,0.0013683-0.00025158i,0.001906+0.00016994i,0.00083928+0.00051104i,-0.00054496-0.00054068i,-0.00075765-0.0016662i,-0.00050627-0.0012703i,-0.00072898+2.1672e-05i,-0.00047924-0.00025899i,-2.2404e-06-0.0012138i,-0.00070234-0.00087197i
-0.0044395-0.0017089i,-0.0036755-0.0024395i,-0.0029956-0.0029963i,-0.0030062-0.003i,-0.0018293-0.0019851i,0.00074425-0.0018341i,0.0020492-0.0015623i,-6.5121e-06-0.0010991i,-0.0021192-0.00031537i,-0.0024589-5.749e-05i,-0.0026453-0.00054744i,-0.0021313+0.0019528i,-0.00040213+0.004123i,0.0011822+0.0031085i,0.0022694+0.0017916i,0.0028131+0.0012882i,0.0023907+0.0010784i,0.0015682+0.0012752i,0.00072319+0.0010047i,0.00018495+0.00030251i,0.00029238-0.00057172i,0.00074077-0.0015086i,0.00082821-0.0013959i
0.002675-0.002995i,0.0023847-0.0047505i,0.001347-0.005142i,0.00043212-0.0041866i,0.0010214-0.0023367i,0.0023326-0.0004062i,0.0027368-0.0014844i,0.0027836-0.0040513i,0.001851-0.0042429i,-0.00019292-0.0038381i,-0.0023809-0.0038851i,-0.00435-0.0020981i,-0.0051846-0.00053923i,-0.0034085+0.00033413i,-0.0014553+0.0020415i,-0.0014763+0.0030238i,-0.0017844+0.0023565i,-0.0012065+0.0013227i,-3.8081e-05+0.0012383i,0.00068938+0.0007194i,-0.00037557+0.00016541i,-0.0013847-0.00035551i,-0.0012959+7.2963e-05i
0.00077453+0.0035228i,0.00097564+0.0014962i,0.0020502-0.0017865i,0.0011777-0.0030201i,-0.00072332-0.00235i,-0.00082794-0.0019902i,0.0013325-0.0017739i,0.0016021-0.00053424i,0.00055019+0.00056318i,0.00077177-0.00017789i,0.0014048-0.0022367i,0.0014867-0.0028573i,0.0010641-0.0021444i,0.0001617-0.0013564i,-0.00033688-0.00072787i,0.00012499-0.00036867i,0.00038929-0.00054883i,0.00042093-0.00051781i,-9.5239e-06+6.6144e-05i,-0.00064683-0.00028214i,-0.00069684-0.0007108i,-0.00029831-0.00082903i,1.0282e-05-0.0014435i
-0.0019333-0.0036785i,-0.0024394-0.0033731i,-0.0012776-0.0036395i,0.00065029-0.0040435i,0.0019533-0.0029043i,0.0031881-0.0015876i,0.0039967-0.0020191i,0.0027842-0.0026734i,0.00033895-0.001932i,-0.00032324-0.00093286i,-0.00046576-0.00095427i,-0.00028479-0.0006924i,0.0018162+0.00044407i,0.0030052+0.0013708i,0.00099879+0.0014477i,-5.064e-05+0.0015475i,-6.1409e-05+0.0014597i,0.00011153+0.00026302i,0.00071924-0.00031236i,0.001079+0.00064927i,0.0010654+0.00089474i,0.00080517+0.00027129i,0.00067532-0.00038909i
-0.0038255+0.00057698i,-0.0036834+0.0012572i,-0.0021909+0.0019596i,-0.00054206+0.0016819i,0.0010881+0.00065003i,0.0033756-0.00048119i,0.0044897-0.0024248i,0.0035268-0.002162i,0.0023826-0.00080057i,0.0017663-0.00013679i,0.00089235+0.00031891i,0.00081995+0.0010148i,0.0010938+0.00062755i,0.0015689+0.00020853i,0.0018503-0.00028384i,0.00097237-0.001483i,-0.00014259-0.0022901i,-0.00095976-0.0019232i,-0.0011117-0.0013957i,-0.00075337-0.001174i,-0.00092597-0.0010292i,-0.00078571-0.00086045i,-0.00074684-0.00079797i
-0.0035904-0.0019007i,-0.0034834-0.0019193i,-0.0026016-0.00236i,-0.0018985-0.0037763i,-0.00081265-0.0037777i,0.0015303-0.0030758i,0.0034645-0.0020417i,0.001931-0.0010564i,-0.00084635-0.00082358i,-0.0020847-0.0003924i,-0.0024214+7.6641e-07i,-0.0028573+0.0011558i,-0.0028822+0.002697i,-0.0013978+0.0022585i,0.00046556+0.0011981i,0.0020189+0.0010999i,0.0023202+0.0011818i,0.0018179+0.0014205i,0.0015179+0.0013246i,0.0012273+0.00025696i,0.0010794-0.00032245i,0.00096457+0.00015098i,0.00084211+0.00044746i
-0.0010318-0.0030762i,-0.00054196-0.0028948i,0.0010852-0.0026324i,0.0019227-0.0032229i,0.0020757-0.00201i,0.0031112-0.00048759i,0.0037846-0.00083121i,0.0029171-0.001758i,0.0014791-0.0016627i,4.2253e-05-0.001297i,-0.0010865-0.0034658i,-0.0020338-0.0045561i,-0.0016344-0.0026771i,-0.0001612-0.0005048i,4.8868e-05+0.00081497i,-0.0010183+0.0013907i,-0.0016769+0.0011284i,-0.001189+0.00024258i,-0.00077101+0.00030348i,-0.00066386+0.00068218i,-0.00064919+0.0007621i,-0.0012496+0.00054153i,-0.0015121+3.8838e-06i
-0.0013064-0.00081584i,-0.0011376-0.00014835i,0.00066995+0.00033732i,0.0012717-0.00057608i,0.00081155-0.001377i,0.0018035-0.0010745i,0.0026855-0.0012052i,0.0013303-0.0013279i,0.00029778-0.0010171i,0.0010928-0.00071526i,0.002136-0.0016155i,0.0022835-0.0030183i,0.0027021-0.0025448i,0.0022756-0.0012872i,0.0011101-0.00058572i,0.00099398-0.00050346i,0.00080949-0.00079105i,0.00082493-0.00060099i,0.0015135-0.0006532i,0.0011061-0.0015792i,0.00037391-0.0024927i,3.0405e-05-0.0026265i,-0.00021278-0.002132i
-0.0039897-0.0014152i,-0.0031439+0.00017559i,-0.00032791+0.00098234i,0.0018388+0.0011731i,0.0032455+0.00077061i,0.0046808-0.00059376i,0.0038382-0.0018545i,0.0016825-0.0017474i,0.00043811-0.0013865i,0.00077739-0.00061114i,0.0010621+0.00011412i,0.0010967+7.0009e-05i,0.0019521+3.1979e-05i,0.0020759+8.5729e-05i,0.00094182+0.0015067i,0.00017048+0.0032497i,0.00019168+0.0029577i,-0.00022348+0.00063404i,-0.00065137-0.00038525i,-0.00027252+0.00012107i,-2.1242e-05+0.0007159i,0.00022561+0.0011811i,0.00083835+0.0019116i
-0.0015428-0.0033248i,-0.0027879-0.0032406i,-0.0021318-0.0015942i,-0.00084503-0.00045278i,0.0005236+0.00026665i,0.0014096+0.00055347i,0.0025968+0.00016336i,0.0016134+0.00031658i,0.00049592+0.0014418i,0.00070196+0.0014017i,0.00034601+0.00072825i,-0.00032184+0.0010916i,-0.00037655+0.0022491i,-0.00017722+0.0021003i,0.00032705-0.00018234i,0.00029542-0.0013033i,6.1016e-05-0.0012798i,0.00038269-0.0015085i,-0.00012338-0.0014987i,-0.00062154-0.0011749i,-0.00094132-0.0013114i,-0.00047311-0.0013248i,0.00044415-0.0011702i
0.0034342+2.6038e-05i,0.0006809-0.0012956i,-1.2544e-05-0.0025998i,0.0015922-0.0029617i,0.0017207-0.002522i,0.0018543-0.001357i,0.0019098-0.00063608i,0.00068332-0.001336i,0.00014794-0.001351i,4.1905e-05-0.00061791i,-0.0012461-0.00045975i,-0.0022307+6.7259e-05i,-0.002167+0.00015019i,-0.0011537-0.00015907i,0.00010755+0.0011635i,0.0017446+0.0022982i,0.002616+0.0017434i,0.0018915+0.0015154i,0.0013761+0.0020496i,0.0013542+0.0017397i,0.00078033+0.00077618i,0.00019857-0.00039644i,0.0005825-0.0010105i
-0.005687-0.0012126i,-0.0054522-0.00049361i,-0.0032996+0.00054017i,-0.0010274+0.00086111i,2.6912e-05+0.0011971i,0.0017295+0.0013306i,0.003607-0.00048303i,0.002891-0.0020578i,0.0013587-0.0011905i,0.0004308-0.00049938i,-0.00023377-0.0021244i,-0.00029086-0.0032961i,-5.4237e-05-0.0031755i,0.00088927-0.0014897i,0.00078529+0.00056003i,-0.00028721+0.00057732i,-0.001026-0.00010738i,-0.0012654-0.0010603i,-0.0015096-0.0017468i,-0.0020666-0.00098317i,-0.0018392+0.00023029i,-0.0013068+0.00046953i,-0.00050375-0.00014335i
0.0013737-0.0051681i,0.00076825-0.0049461i,-0.00050255-0.0046779i,-0.0005423-0.0039918i,0.00046162-0.0034573i,0.0013607-0.0027076i,0.0021138-0.0021341i,0.0012395-0.0020452i,0.00090001-0.001435i,0.0016668-0.00075322i,0.0014088-0.0018173i,0.00052314-0.0018664i,0.00084658-0.0005418i,0.0016864+0.00068497i,0.0018769+0.00065661i,0.0018517+1.5378e-05i,0.0013809+0.00039918i,0.00085411+0.00029089i,0.00074524-0.00024351i,0.0016781-0.0013334i,0.0023546-0.0012325i,0.0019541-0.00030672i,0.0013893-0.00056461i
0.00018668-5.512e-05i,-0.001545-0.00059978i,-0.0024371-0.00090409i,2.5444e-05-0.0013476i,0.0025991-0.001738i,0.003243-0.0019643i,0.0028467-0.0015213i,0.0019125-0.001161i,0.0016525-0.00010275i,0.0025445+0.00070658i,0.0030391+8.4768e-05i,0.0029268-0.00061336i,0.0025866-0.00041037i,0.0018425-0.00033435i,0.00056844-0.00048274i,-0.00082228-0.00025418i,-0.00066+0.00011067i,-0.00039208+0.00025096i,-0.0010246+0.00040186i,-0.0015658+0.0012413i,-0.0013242+0.0019813i,-0.00092992+0.0015202i,-0.00062756+0.00074997i
0.00010404-0.0032991i,0.00033193-0.0046465i,-7.8869e-05-0.0054322i,0.00052587-0.0041556i,0.0015185-0.0022751i,0.002903-0.00062979i,0.0039719-0.00084135i,0.0024555-0.0012997i,-4.2585e-06-0.00036266i,0.00065627+0.001048i,0.0015428+0.0021338i,0.0011556+0.0030889i,0.0011856+0.0032062i,0.0017024+0.0020255i,0.0012393+0.00085657i,0.00058035-0.0003123i,0.00073821-0.00085176i,0.00095253-0.00031221i,0.00139-0.00021499i,0.00039709-0.0012012i,-0.0009344-0.0013057i,-0.00052181-0.00099449i,0.00010052-0.0010346i
0.0023091+0.0024066i,0.0024569+0.0008257i,0.0013346-0.00042442i,0.0013554-0.0015849i,0.002282-0.0024315i,0.0027082-0.0029134i,0.0018115-0.0021061i,0.00051547-0.0014956i,0.00035044-0.0011749i,3.3949e-05-0.0002545i,-0.0011315+6.7224e-05i,-0.0021444-0.00035365i,-0.002323+1.0272e-05i,-0.00092252-0.00030952i,0.0010774-1.944e-05i,0.0016323+0.0010005i,0.00085727+0.00094903i,0.0001459+0.0011568i,-1.1568e-05+0.0017008i,0.00014013+0.0020467i,0.00029928+0.0016013i,0.00013594+0.00062208i,-0.00038812-0.00019285i
-0.00070322+0.0012251i,-0.00039949-0.0010107i,-0.00098122-0.0030278i,-0.00085105-0.0032335i,0.00061281-0.0019213i,0.0016855-0.0013293i,0.0018418-0.0019006i,0.0010283-0.00097517i,0.0005921+0.00051975i,0.0013718+0.0011672i,0.0004025+0.00018272i,-0.00067483-0.0011856i,0.00045869-0.0015419i,0.0019055-0.0013236i,0.001592-0.00078796i,0.00057956-0.0004287i,-0.00025853-0.00024171i,-0.00088806-0.00070094i,-0.00021459-0.0015073i,-0.00016286-0.0015977i,-0.00026282-0.0013616i,0.00029789-0.00062596i,0.00050114-0.00016751i
0.0024545+0.0018574i,0.0041814-0.00084829i,0.0053826-0.0028119i,0.0042512-0.0030802i,0.0034735-0.0034141i,0.0036542-0.0023083i,0.0035686-0.0018426i,0.0021751-0.0020549i,0.00039777-0.0005714i,0.00047288+0.0009113i,0.0013271-1.8003e-05i,0.0012869-0.0011333i,0.00053499-0.00043235i,3.1937e-05+0.00043258i,0.00088363+0.00090738i,0.0013193+0.00088817i,0.00098251+0.00024977i,0.00060802+0.00079946i,0.00047631+0.0019763i,0.0014504+0.00183i,0.0012372+0.0005176i,0.0010813-9.7146e-06i,0.0012591+0.00030936i
-0.0033602+0.00059239i,-0.0037729+0.0019036i,-0.0036052+0.0013377i,-0.0028984+0.00157i,-0.0010049+0.0021897i,0.0019967+0.0013801i,0.0035213+0.00021793i,0.002402-7.6883e-05i,0.00027242+0.00048018i,-7.588e-05+0.0015928i,0.0012865+0.0018977i,0.0021249+0.0015228i,0.0021738+0.0011486i,0.0019849+0.0011012i,0.0008318+0.0013801i,-0.00015323+0.0012334i,-1.3163e-05+0.0012658i,0.00036569+0.00091445i,0.00021325-0.00048093i,-0.00078018-0.00032861i,-0.0018533+0.00032392i,-0.0016519-0.0004482i,-0.00046453-0.00034481i
-0.0069647+0.0021274i,-0.0046009+0.0031725i,-0.0021644+0.0016955i,-0.00082435+2.6508e-05i,0.0018308+0.00057445i,0.0046904-0.0002096i,0.0039503-0.0015465i,0.00067503-0.00118i,-0.0013562+0.00018515i,-0.00023842+0.0020958i,0.0013493+0.0027026i,0.0011541+0.0024514i,0.00034755+0.0019141i,0.00085333+0.0011753i,0.0010876-0.00012183i,0.00049842-0.0010366i,-0.00033357-0.00035521i,-0.00057532+8.8993e-05i,1.1859e-05+2.9926e-05i,0.00067332-0.00035361i,0.001023-0.00087746i,0.00046493-0.00042593i,0.00013987+5.3178e-05i
