0.00078131+0.00046853i,-0.00055878-0.00033211i,-0.0020985-0.00040199i,-0.001578-0.0011559i,-0.0017744-0.00043287i,-0.0025902+0.0007126i,-0.0022094+0.0013657i,-0.0011918+0.0018238i,0.00092126+0.0015714i,0.0025805+0.0010348i,0.0021537-2.0304e-05i,0.00087127-0.00075762i,0.00042548-0.00053957i,0.00083964-0.00016134i,0.00039374-0.0004647i,-0.00075067-0.0010965i,-0.00056581-0.001414i,0.00026479-0.00037726i,0.00087037-0.00014595i,0.00034571-0.00043621i,-7.885e-06+1.6197e-05i,-0.00021312-0.00087929i,-0.00040642-0.0011993i
-0.00031686-0.0016867i,-0.00056882-0.0020125i,-0.0012344-0.0014621i,-0.00078633-0.00062431i,-0.0006136-0.0002243i,-0.00081037+5.4404e-05i,-0.0006312+0.00021665i,-0.00017705+0.00077046i,6.1411e-05+0.0014167i,9.1498e-05+0.0016553i,0.00025167+0.00092795i,0.00046608-0.00026134i,0.00096432-0.00018586i,0.0012162+0.00053302i,0.001283-1.0741e-05i,0.00093104-0.00080201i,-7.4095e-05-0.0016313i,-0.00025888-0.0016325i,0.00030037-0.00097308i,0.00058531-8.6072e-05i,-2.6427e-05+0.00026705i,-0.00089987-6.1704e-05i,-0.0013964+0.00047165i
-0.0002419-0.0011053i,-0.00050683-0.00017994i,-0.00050993-0.00051123i,-0.00028342-0.00068411i,-0.00032757-0.00033561i,-0.00058891-0.00035741i,-0.00090591+0.0001133i,-0.0012725+0.0011818i,-0.00093974+0.0013262i,-0.00017909+0.0010562i,-6.1243e-06+0.00094518i,-0.00021132+0.00011147i,0.00038169-0.00049323i,0.0011223-0.00062316i,0.00054835-0.00059425i,-0.00089917-0.00043461i,-0.0014034+0.0001077i,-0.00094195+6.7432e-05i,0.00015857-0.00026627i,0.00097379-9.0627e-05i,0.0010478+0.00020258i,0.000112+0.00024685i,-5.5432e-05+0.00035523i
-0.0014779-0.0016454i,-0.00072043-0.0016798i,-0.00057681-0.00098579i,-0.0013377+0.00012314i,-0.0016653+0.001117i,-0.0014929+0.00094412i,-0.0011337+0.0004656i,-0.00065704+0.00038013i,0.00029876+0.0010977i,0.0010315+0.0022033i,0.00092883+0.0017491i,0.00078246+9.8102e-06i,0.001061-0.00088945i,0.0013153-0.00091024i,0.00080904-0.00051865i,-0.00017696-0.00028172i,-0.00096028+2.8947e-05i,-0.00074796+0.00044319i,-0.0007229+0.00093719i,-0.0010445+0.00089624i,-0.0011267+0.00037088i,-0.0011004-8.1396e-05i,-0.0012044+3.3386e-05i
0.0019648-0.00049355i,0.0015464+0.00015081i,0.0017246+0.00069465i,0.00046549-7.7692e-05i,-0.00040955-0.0014668i,1.3612e-05-0.0013887i,-0.00028587+0.00061599i,-0.00056641+0.0015552i,-0.00031922+0.0012456i,-0.00018489+0.0015884i,0.00019446+0.0012461i,0.00081565+1.7653e-05i,0.0010379-0.00043906i,0.0011322-0.0004293i,0.0010388-0.00073274i,0.00058564-0.00043432i,0.00047278+0.00060064i,0.00030178+0.0011307i,1.693e-05+0.00059435i,-0.00032254-0.00023572i,-0.00058415-0.00085234i,-0.00035507-0.0012987i,-0.00033513-0.0012403i
0.00035264-0.00073766i,0.0016995-0.0007419i,0.0013812-0.001235i,1.0763e-05-0.0015509i,-0.00058824-0.001416i,-0.00095918-0.0013744i,-0.00070918+0.00031375i,4.3292e-05+0.0014047i,0.0004292+0.00074163i,0.00076808+0.00081491i,0.0011172+0.0012647i,0.0013647+0.00073691i,0.00090181+0.00056573i,0.00038407-0.00025696i,-0.00010433-0.0010877i,-0.00038132-9.7661e-06i,-0.00025008+0.00080834i,-0.00016433+0.00026872i,-0.00023123-0.00051465i,-7.3263e-05-0.000597i,-0.0004295-0.00049458i,-0.00065031-0.00078101i,-0.00060328-0.00030428i
-0.00014076+0.00031986i,2.028e-05-3.7747e-05i,0.00019086-0.00033317i,-0.00047178-0.0005814i,-0.0012544-0.00054097i,-0.0013461+0.00015539i,-0.00070599+0.00044643i,-0.00055802+0.00075725i,-0.00040498+0.00095413i,-0.00070055+0.0010028i,-0.00099514+0.00051756i,5.2771e-05+0.00042928i,0.0008338+0.00027578i,0.0011493-0.00011516i,0.0011536-0.00062952i,0.00075878-0.00082109i,0.00017308-0.00024669i,0.00010958+7.3147e-05i,0.00015288+0.00021501i,-0.0002547+0.00052274i,-8.9819e-06+0.00040709i,-0.00021597+0.00020784i,-0.0010828+0.00042754i
-0.00043125-0.002037i,-1.7075e-05-0.0021765i,-0.00060648-0.0016858i,-0.00087778-0.0017661i,-0.00076209-0.00099108i,-0.0009398+0.00015299i,-0.00071939+0.00069712i,-0.00063803+0.0014304i,-0.00088857+0.0017661i,-0.00050105+0.0019593i,0.00069762+0.0015829i,0.00095208+0.00085773i,0.00024164+0.00050442i,4.8388e-05+0.00012405i,0.00011899-0.00031118i,-0.00048843-0.00013715i,-0.0007816+0.00035396i,-0.00039211+6.5836e-05i,-0.00038019-7.6853e-05i,9.6648e-05+1.0627e-05i,0.0006948-0.00029041i,0.00041698-0.0008412i,6.0339e-05-0.0012162i
-0.0010682-0.00091679i,-0.0015488-2.9225e-05i,-0.0023105+0.00095797i,-0.0018682+0.00054757i,-0.0016377+0.00012892i,-0.0011566+0.00016699i,-0.00031814+0.00066372i,0.00030123+0.0012967i,0.00096979+0.001312i,0.001643+0.0013293i,0.0010384+0.00097967i,0.00071885+4.0393e-05i,0.00080304-0.0001044i,-0.0003009-0.00015i,-0.0002666-0.0009631i,0.00054235-0.0014051i,0.00054067-0.00083843i,0.00070604-0.0001069i,0.00048833+0.0002841i,0.00036706+0.00011194i,0.00106-0.00022855i,0.00072975+8.3078e-05i,0.00037585+0.00057759i
-0.00051009+0.0016676i,0.00024192+0.00093204i,0.0001435+0.00044682i,-0.00023656-0.00048408i,0.00048234-0.0013416i,0.00019213-0.0013857i,-0.00054306-0.00070528i,-0.00061068+0.00018556i,7.4782e-05+0.0010939i,0.00094583+0.0010018i,0.00082371+0.00048044i,0.0006225-0.00053404i,0.00049313-0.00043357i,0.00019789-0.00030079i,0.00017032-0.00078285i,-0.00108-0.00071711i,-0.0017505-0.00075699i,-0.00049427+2.5251e-05i,0.00023619+0.00053731i,0.00027878+0.00021599i,0.00014655-0.00016604i,-0.00023413-0.00041615i,-0.00077904+1.5268e-05i
-0.00038071-0.00031849i,-0.00046775-0.0013072i,0.00029999-0.00094149i,0.00016193-0.00023966i,-0.00026073-6.2061e-05i,-0.0011539-3.3544e-05i,-0.0017096+0.00037213i,-0.0008777+0.0010831i,-0.00014678+0.0014403i,0.00055686+0.0016238i,0.0002711+0.0013886i,-0.00025342+0.00090925i,0.00037848+0.00036862i,0.00057947-8.062e-05i,0.00065197-0.00080315i,0.00054571-0.0011276i,-0.00023213-0.00063158i,-0.00030836-0.00037145i,0.00054771-0.00032645i,0.00068564+5.6471e-06i,0.00010985-0.00012908i,-0.00075888-0.00019864i,-0.0010483-7.2682e-05i
0.00042793-5.7274e-05i,-0.00053569-0.00095716i,-0.00072391-0.0019496i,-0.0013172-0.0017712i,-0.0015407-0.0014749i,-0.0010569-0.0012495i,-0.0013775-0.00026637i,-0.00083513+0.00065517i,0.00060591+0.0013976i,0.0010589+0.0017721i,0.00063916+0.00098896i,0.0010918-0.00017108i,0.0014046-0.00035941i,0.00067644+0.00016867i,0.0005484+0.00051194i,0.00024613+0.00043986i,-6.3752e-05+0.00036624i,0.00036024+0.0003666i,0.00046316+0.00091941i,-1.1011e-05+0.001122i,-3.3249e-05+0.00095978i,2.7113e-05+0.0001658i,-0.00019056-0.00038555i
-0.00074438+0.00029324i,-0.00026175-0.00042447i,0.0013655-0.00028366i,0.0023883+0.00029245i,0.0011029-0.00056172i,0.00032003-0.00017064i,0.00023464+0.0012359i,0.00036689+0.0015759i,0.00058298+0.0018684i,0.00036587+0.0018696i,0.0006703+0.0014314i,0.0013682+0.00026946i,0.0005925-7.1309e-05i,-0.00083001+0.00031347i,-0.00091675-0.00015707i,-0.00059512-0.0005279i,-0.00039775-0.000547i,-0.00025401-0.00021274i,-0.00025694+0.000301i,-0.00022301+0.00044325i,-0.00015977+0.00045254i,-0.00025419+0.00011214i,0.00030779-0.0002794i
-0.00072853+0.0013908i,-0.001594+0.00098427i,-0.00087379+0.00046573i,-0.00081756-6.0384e-06i,-0.0014527-0.00071844i,-0.0012934-0.00082553i,-0.00099217+0.00014709i,-0.00085236+0.0010415i,-0.00084759+0.0019344i,0.00034775+0.0021951i,0.0014884+0.0011457i,0.0011844+0.0002662i,0.00055737+0.00039672i,-9.9998e-05+0.00028562i,2.6918e-05-3.5326e-05i,0.00027176+0.00030439i,-8.1485e-05+0.00026623i,5.1314e-05-6.8911e-05i,0.00046182+0.00033013i,0.00010342+0.00093181i,-0.00026112+0.00084655i,-9.8124e-05+0.00052685i,-0.0005442+0.00070729i
-0.0019487+0.0013305i,-0.0015283-1.2348e-05i,0.00033309-0.00054987i,0.0011849+3.9589e-05i,0.00055255-0.00030854i,-0.00020837-0.00028571i,2.069e-05+0.00083127i,0.00075183+0.0011698i,0.00065506+0.00075354i,0.0010621+0.00030394i,0.0018164-0.00016614i,0.0016419-0.00087912i,0.0008285-0.00083052i,-0.00027455-0.00073568i,-0.00090797-0.00049282i,-0.00068569-0.00027158i,-0.00069851-0.00031207i,-0.00043765+3.2043e-05i,0.00020758+0.00018432i,6.1256e-05+0.00049526i,-2.5152e-05+0.0008317i,-0.00010517+0.00029757i,8.3179e-05+0.00034913i
-0.0023677+0.0011514i,-0.0015613+0.001475i,-0.001348+0.0021332i,-0.00023748+0.0022966i,0.0006725+0.00091317i,0.00032527-0.00087778i,1.4849e-05-0.00012231i,7.8721e-05+0.001473i,0.00061872+0.0022403i,0.0015204+0.0016926i,0.0014795+0.00050729i,0.00067401+0.00010779i,0.00079919+0.00032655i,0.00042744+0.00035871i,-0.0003599+9.638e-05i,-0.0004048-0.00058703i,-0.00039741-0.00097079i,-9.7567e-05-0.00011106i,0.00023776+0.0010723i,0.00036892+0.00048965i,-0.00014467+1.0835e-07i,-0.00011726+0.00038698i,0.0005479+0.00077185i
-0.00067599-0.0011885i,-0.00055005-0.0006348i,2.286e-05-0.00020733i,0.00017999-0.00051422i,-8.8019e-05-0.00060851i,-0.00086767-0.0005438i,9.9806e-05-0.00094194i,0.0012687-5.0839e-05i,0.00073838+0.00097586i,0.00060807+0.0007225i,0.001038+0.00056602i,0.0010931+0.00043138i,0.00094417-0.00026007i,0.00047666-0.0008414i,-0.00050525-0.00095478i,-0.00099502-0.0012684i,-0.0007771-0.00045155i,-0.00062224+0.00053442i,-0.00021662+0.00093106i,0.00031335+0.00090641i,0.00023284+0.00049564i,-0.00047069+0.00084548i,-0.00081142+0.00074157i
0.0013762+0.0027186i,0.0022287+0.0034498i,0.0020134+0.0024926i,0.0020679+0.00037483i,0.00067455-0.0010835i,-0.0015038-0.00092567i,-0.0023687+0.00037211i,-0.0015693+0.0013279i,-7.1232e-05+0.0011901i,0.00062394+0.0011283i,0.00043326+0.00033886i,0.00022571-0.00015072i,0.00042835-0.00014646i,0.00047874-0.00027868i,-9.589e-05+0.0004262i,0.00010685+0.000676i,0.00026009-0.00035156i,-0.00018022-0.00077044i,-0.00029377-0.00043826i,-0.00090118-0.00057578i,-0.00080316-0.00060631i,0.00054524+0.00036972i,0.00054099+0.0011243i
0.0032893+0.001262i,0.0037342+0.00019677i,0.0037286-0.00079826i,0.0027915-0.0029546i,0.00083114-0.0037811i,-0.00070167-0.0024892i,-0.0010725-0.0011278i,-0.00029545+0.00016082i,0.00068398+0.00035575i,0.00092472+0.00034572i,4.3655e-05+0.00074063i,-0.0011188+0.00079235i,-0.0003262+0.00059417i,1.2292e-05-3.121e-05i,-0.00063758-0.00068264i,-0.00067992-3.2693e-05i,0.00011133+0.00055073i,0.00030995+0.00028321i,0.00011385+0.00016894i,0.00033765+1.919e-05i,0.00041714-0.00019823i,0.00046993-7.5444e-05i,0.00012491+0.0001844i
-0.0012137-0.0012139i,-0.00077744-0.000629i,-0.0013678+0.00034482i,-0.0017202+0.0003333i,-0.0015545-0.00017946i,-0.0014386+0.00011694i,-0.0012855-6.5069e-05i,-0.00099298-0.00026374i,-0.00026418+0.00060938i,0.00037626+0.0010747i,0.00051554+0.00086337i,0.00014102+0.00033995i,0.000369+0.00013184i,0.00094863-0.00018501i,0.00076125-0.00013478i,0.00021657-2.9313e-05i,-0.00014645-4.9067e-05i,-0.00076265-0.00022159i,-0.00078408-0.00035439i,0.0001001+0.00016527i,0.0008142+0.00020771i,0.00030724-6.0392e-05i,-0.00047807+9.7063e-05i
0.001083+0.00064304i,0.0020615+0.00020998i,0.0016327-0.00091483i,0.00066264-0.0018301i,-0.00011382-0.001303i,-0.00045147-0.0011604i,-0.00060378-0.00086391i,-0.00030545+1.9064e-06i,-0.00021223+0.00086239i,1.1577e-05+0.0015647i,0.00036034+0.0012923i,-0.0001062+0.00045309i,-0.00046946+0.00034641i,-0.00011248+0.00049236i,0.00073552+0.0001929i,0.00065461-7.7867e-05i,-0.00034868-3.5428e-06i,-0.00033184+0.00035586i,0.00034764+0.00029895i,0.00028096-0.00033225i,0.00039109-0.00097502i,0.00086229-0.00044736i,0.00091451+0.00036871i
0.00091147+0.0015784i,0.002585+0.0014124i,0.0031628+0.0014876i,0.002568+0.00079451i,0.0017218-0.00014016i,0.00052691-0.00033431i,-0.00051507+0.00012508i,-0.0004363+0.0012439i,0.00025888+0.0022337i,0.0005276+0.0025297i,0.00049377+0.0018389i,-0.00023046-0.00032755i,-8.2321e-05-0.0016049i,0.00034202-0.0011568i,0.0004063-0.00026607i,0.00052917+0.00062341i,0.00040104+0.0007117i,0.00016513+0.00033351i,0.0012681+0.0002624i,0.0018436+0.00045891i,0.00070951+0.00030275i,-0.00018308+0.00026098i,-4.2289e-05+0.00048651i
-0.00044945-0.00092705i,-0.00062061+0.00018748i,-0.0012304-0.00022122i,-0.0013989-0.0010297i,-0.00096266-0.001383i,-0.00023575-0.0018654i,-0.00046481-0.00094047i,-7.8428e-05+0.00029923i,0.00050871+0.00071517i,0.00063184+0.0010178i,0.00067619+0.0011494i,0.00075535+1.5916e-05i,0.00078494-0.0008887i,0.00043326-0.00081632i,-0.00025038-0.00021788i,-0.00072075-7.5896e-05i,-0.00051853-8.6587e-05i,-0.00095101-7.7472e-05i,-0.0001814+5.6655e-05i,0.00076529+0.00065427i,0.00079371+0.00041631i,0.00035217-0.00023448i,0.00030727-0.00016055i
0.0012978+0.0014532i,0.00030518+0.00087225i,0.00045697-2.3566e-05i,0.00029341-0.00089486i,-0.00082071-0.0012284i,-0.0010451-0.001507i,-0.00096787-0.00059671i,-0.00064575+0.0010882i,0.00055804+0.0013161i,0.0014425+0.0006796i,0.0012534+0.000157i,0.0010904-0.00024407i,0.00074549-0.000327i,0.00010849-0.00034512i,0.00014118+9.8261e-05i,0.00030137+0.00039329i,-0.00015292+9.3958e-05i,-0.00014174+0.00058918i,0.00059309+0.00071976i,0.0010148+0.00011548i,0.00090519-5.556e-05i,0.00063311+0.00052117i,-0.00021995+0.0011719i
-0.0012273+0.00056555i,-0.00048489+0.00051983i,-0.00057252+0.0012682i,-0.00039555+0.0010476i,-0.00033274-0.00057215i,-5.5047e-05-0.0012182i,-0.00011756-0.00026429i,-0.00028172+0.00021067i,0.00033176+0.00033899i,0.00067792-0.00010708i,0.00096651-5.5955e-05i,0.0010996+0.00036946i,0.0010152+0.00015041i,0.00096082-0.00048524i,0.00087636-0.00058887i,0.00038333-0.00025271i,1.8188e-05-0.00031607i,-0.00043127+0.00016957i,-0.00055381+0.00028689i,-0.00033681-9.7924e-05i,0.00010678-0.00013977i,-0.00044958-0.00028078i,-0.00041449-0.00042035i
0.00050803+0.00083993i,0.0021475-9.4855e-05i,0.0028297-0.00025863i,0.0015493-0.00017817i,-0.00027471-0.00058787i,-0.001767-0.0007709i,-0.00147+0.0002466i,-0.0002183+0.0011168i,0.00026362+0.0016264i,0.00015685+0.0016469i,5.6434e-05+0.0010485i,0.00024688+0.00046047i,0.00062304+0.00091781i,-6.3207e-05+0.0012302i,-0.00018691+0.0006031i,0.00048689+0.00018618i,0.00027889-0.00023955i,-0.00029593-0.00052611i,-0.00034999+0.00010882i,8.9445e-05+0.00049954i,0.0011023-0.00064529i,0.001026-0.001643i,0.00039564-0.0012628i
4.7397e-05+1.7056e-05i,0.0006296-0.00025074i,-9.6888e-05+0.00017287i,-0.00057304-0.00013925i,-2.3771e-05-0.0014512i,-0.00021194-0.0015822i,-0.00065087-0.00016233i,-0.00073746+0.00067153i,-0.00085531+0.00071329i,0.00039666+0.00019856i,0.0012266-0.00025318i,0.00043434-0.00039143i,-4.5052e-05-0.00056497i,-0.00029488-0.00056717i,-1.1684e-06-0.00030913i,0.00034219-0.00069676i,0.00057505-0.0007553i,0.00125-0.00031824i,0.00082576-0.00018114i,0.00040761+0.00013597i,0.00050681-0.00024797i,4.6359e-05-0.00034896i,-7.1602e-05+0.00018708i
0.00087291+0.00031737i,0.0011571-0.0011721i,0.0011114-0.0023837i,0.0014742-0.0022576i,0.0011736-0.0017974i,-9.1086e-05-0.0010427i,-0.0011303+0.00039343i,-0.0011415+0.0013385i,-0.00058409+0.0010444i,-0.00018997+0.00034441i,0.0002562+0.00031552i,0.00062329+0.00082791i,0.00023732+0.00095936i,0.00012198+0.00058144i,-5.3074e-05+0.00011973i,-0.000682-0.00021353i,-0.00094199-0.00082858i,-0.00033425-0.00088576i,0.00042406+0.00036535i,8.9811e-05+0.00060761i,-0.00073259-0.00018876i,-0.00084057-0.00016562i,-0.00050952+0.00070584i
0.00073787-0.0011565i,0.000176-0.0001979i,-0.00034259+0.0010228i,-0.00060251+0.00057455i,-0.00076895+2.4479e-05i,-0.0010774+7.8642e-05i,-0.001519+0.00087432i,-0.0012389+0.0019207i,-0.00011716+0.00093576i,0.0011023+0.0002844i,0.001869+0.00082306i,0.0016491+0.00089329i,0.0010628+0.00059763i,0.0005596+0.00091333i,-0.00016082+0.00013245i,-0.00097038-0.00079797i,-0.00099079-0.00034069i,-0.00027425+0.00042546i,0.000212+0.00075486i,0.00028193+0.00011296i,0.00030248-0.00037435i,0.00034119-0.0002609i,0.00074358+0.00015687i
0.0015302+0.00075225i,0.0013902-0.00030834i,0.00068332-0.000286i,-0.00024303+4.0964e-06i,-0.00012486-0.0016185i,-0.00034633-0.0032162i,-0.00067336-0.0013594i,-4.5535e-05+0.0010359i,0.00081281+0.0013541i,0.0011555+0.0009682i,0.0010888+0.0013292i,0.00060538+0.0012567i,0.00035073+0.00079502i,0.00070629+0.00064223i,0.00096771+0.00028847i,0.00072515-0.00069202i,5.8385e-05-0.0013366i,-0.00017206-0.0014914i,0.00021355-0.00034094i,0.00045271+0.00062103i,-3.4352e-05+0.00036943i,-0.00084595+0.00011911i,-0.00077229+0.00029202i
0.00086836-0.00034379i,0.001332-0.000596i,0.0026762+2.4966e-05i,0.001508-0.00024049i,-7.8791e-05-0.0011987i,-0.0004844-0.00073322i,-0.00050889+0.00046733i,-0.00058393+0.00072803i,-0.00082285+0.00038777i,-0.0007528+0.00060615i,-0.00032377+0.0015173i,-0.00035237+0.0016386i,-0.00039189+0.00062833i,0.0001077-0.00012045i,0.00047106-0.00035543i,0.00061421-0.00086928i,0.00036162-0.00064173i,6.4766e-05+7.1767e-06i,-0.00011212+9.7543e-05i,0.0001902+0.00050862i,0.0003202+0.00072858i,0.00028694+0.00034496i,0.00025778+0.00014096i
0.00025677+0.0011389i,-5.9219e-05+0.00031242i,3.7094e-05+0.00062226i,-0.00024527+0.00010242i,-0.00091922-0.0022863i,-0.0011493-0.0027088i,-0.00012306-0.0009884i,0.00081621-0.00016389i,0.00090038+0.00032628i,0.0010917+0.0011723i,0.0010082+0.0011165i,5.9583e-05+0.00021409i,-0.0004155-0.00014998i,0.0001962+0.00011359i,0.0010247-3.8839e-05i,0.0011271-0.00038014i,0.0015043-0.000439i,0.0011448+0.00035582i,0.00045929+0.0015991i,0.00087341+0.0014204i,0.00068952+0.00045809i,0.00037783-0.00017209i,0.00086325-0.00047258i
-0.00064439-6.6106e-06i,-0.00012347+0.00052522i,9.0385e-05-0.00073317i,-0.00020785-0.00092991i,-0.00090888-0.0010008i,-0.0013193-0.00075586i,-0.00074381-0.00025416i,-0.00012892+0.00048197i,0.00061574+0.00092169i,0.00066349+0.00053382i,0.00020188+0.00017616i,0.0002399-0.00018934i,0.00036787-1.1027e-05i,-6.2121e-05+0.00075181i,-0.00025933+0.00047931i,-0.0010238-4.6956e-05i,-0.00094242-8.7056e-05i,-3.2502e-05+0.00012298i,0.0002623+0.00034809i,0.0002953-0.00015136i,0.00015956-0.00076948i,-0.00053739-0.00034491i,-0.00065204+0.00048233i
-0.00015932-0.00061111i,-0.00097013-0.0012434i,-0.00047224-0.0016144i,-0.00040201-0.0010365i,-0.00056979+0.00042083i,3.489e-05+0.00091863i,0.00026639+0.00092854i,-0.00047032+0.0014346i,-0.0004493+0.001513i,0.00026967+0.0006527i,0.00018987-0.00072935i,-0.00012288-0.00095763i,0.0006395-0.00053378i,0.00092212+3.9984e-05i,-0.00015688+0.00022007i,-5.1701e-05+0.00061644i,0.00034543+0.00089113i,-9.9597e-05+0.00076143i,-0.0003078+0.00086997i,-2.6196e-05+0.0012164i,2.5896e-05+0.00038289i,-0.00047929+9.7879e-06i,-0.00070965+0.00085677i
0.0012908-0.0002656i,0.0013755-0.00023438i,0.0011886+0.00054247i,0.0017298-0.00020889i,0.0012044-0.0014888i,-0.00058699-0.0014833i,-0.0013549-0.00066225i,-0.0010308+0.00068462i,-0.0003602+0.00094104i,0.0005487+0.00055776i,0.00067146+0.00072426i,0.00056192+0.00072741i,0.00050816+0.00075676i,0.00066186+0.00028861i,0.00033853-0.00077435i,-0.0002416-0.00088454i,-5.2664e-05-6.6749e-05i,0.00050052+0.00090655i,0.00056196+0.00070682i,0.00030397-5.1294e-05i,-1.0021e-05-1.9973e-05i,-0.000101+0.00036511i,0.00010447+0.00041021i
0.001457+4.4097e-05i,0.0011307+0.00051775i,0.00077145-0.00013959i,-0.0011553-0.00064229i,-0.0018167-0.00089712i,-0.0013124-0.0011647i,-0.00089026-0.00073875i,0.00014999-0.00016833i,0.0012444+0.00065666i,0.001298+0.0013067i,0.00069077+0.00066452i,-9.5172e-05+0.00016634i,-0.00040756+0.00019769i,3.9949e-07+0.00036895i,3.3409e-05+0.00035109i,-0.0002855-5.8054e-05i,0.00017104-0.00067597i,0.00031212-0.00040531i,-0.00054811+0.00012739i,-0.00023389+0.00021336i,3.2883e-05+0.00024332i,-0.00015427-0.0001821i,0.00026289-0.00020637i
0.00058819-0.00015294i,0.00099796-0.00064282i,0.00037337-0.0016554i,-0.00030123-0.0023009i,-0.00053725-0.0015487i,-0.00014384-0.0013105i,-0.00026513-0.00071697i,-0.00030352+0.00048572i,-0.00037758+0.00036521i,-4.7616e-05+0.0003757i,0.0011347+0.0011966i,0.0016317+0.001735i,0.00092354+0.0011179i,0.00028344+0.00027248i,-0.00021919+4.9136e-05i,-0.00058105-0.00022477i,-0.0001146-0.00050195i,0.00033433-0.00047554i,0.00079081-0.00011049i,0.00051107+0.0003263i,0.00010017+0.00011561i,0.00037791+0.00031863i,0.00029783+0.00081175i
0.00021806-0.00060003i,0.00039165-0.00030424i,0.00087581-0.0014538i,-0.00021783-0.0019031i,-0.002346-0.0015046i,-0.002167-0.0013577i,-0.0010939-0.00096921i,-0.00054951-8.5862e-05i,0.00020804+0.00095792i,3.6808e-05+0.0017101i,-0.00025412+0.0015543i,-0.00026519+0.0010717i,0.00026099+0.00082654i,0.00024663+0.00078732i,6.6491e-05+0.00092909i,0.00064063+0.00024765i,-0.00017029-0.00010412i,-0.00064185+0.00030891i,6.4234e-05+0.00011121i,0.00041889-0.0003189i,0.00040896-0.00012384i,0.00014503+0.00015092i,0.00035039+0.00013905i
0.00026061-0.0015892i,0.00012745-0.0018013i,-0.00054199-0.0029231i,-0.00097132-0.0029466i,-0.0012577-0.0020377i,-0.0015425-0.0012694i,-0.0015783+0.00018738i,-0.00095449+0.0011174i,-6.9829e-05+0.00083783i,-7.9092e-06+0.00015952i,-0.00013129+3.1815e-05i,0.00019474-5.2469e-05i,0.00083725+0.00069206i,0.00049488+0.00062229i,-1.9371e-05-0.00017679i,0.00045005-0.00019229i,0.00070099+0.00050031i,0.00091444+0.00018749i,0.00089069-0.00014211i,0.00017064+0.00024414i,-0.00065741-0.00013059i,-0.00075814-0.00054821i,-0.00074363-0.0006655i
0.0014168+7.3178e-05i,0.00098683+1.3878e-05i,0.0013186+0.00032684i,0.0015525+0.00012847i,0.0012946-0.00056116i,-0.00025288-0.00022029i,-0.0014526+0.00057322i,-0.000768+0.0015293i,0.00034204+0.002447i,0.00046271+0.0021944i,0.00017762+0.00098927i,-0.00065608-0.00021753i,-0.0008667-0.00039169i,-0.00025528+0.00016883i,8.8197e-05+0.0010538i,-7.5407e-05+0.00072893i,2.0773e-05-0.00024084i,1.2483e-05-0.00082357i,-0.00028375-0.0009183i,0.00021093-6.9042e-05i,0.00063113+0.00069505i,0.00016658+0.0008295i,-0.00078567+0.0006143i
-0.0010891+0.00046945i,-0.0013927+0.00081301i,-0.00059567+0.00039216i,0.00026062-0.00035242i,-5.8613e-07-0.00089048i,-3.1868e-05-0.00095718i,0.00042423-0.00095606i,0.00036195-0.00019425i,3.188e-05+0.00085021i,0.00037559+0.0010866i,0.0008001+0.00083204i,0.00039246-3.2841e-05i,0.00022756-0.00025144i,0.00035943-0.00012602i,-0.00023585+9.2879e-06i,-0.0005732-0.00055128i,-0.00094997-0.00092248i,-0.00086957-0.00050806i,-0.0001986-0.00027888i,0.00061359+0.00046646i,0.00074808+0.0012188i,-9.9495e-05+0.00085846i,-6.8742e-05+0.00047977i
0.0014736+0.0012692i,0.0022808+0.0013325i,0.0020998+0.0012876i,0.0012196+1.5053e-05i,0.00046668-0.0015324i,-0.00045359-0.0014809i,-0.0015907-0.00011121i,-0.0010646+0.0012051i,0.00011305+0.0016224i,0.0011158+0.0014506i,0.001956+0.00090636i,0.001595+0.00030534i,0.00023785+2.1431e-05i,-0.00047172+0.00010278i,-0.00059015-0.00042539i,-0.0012281-0.0011309i,-0.0011428-0.00047117i,-0.00060673+0.00055021i,-0.00032984+0.0006655i,0.00027192+0.00037711i,0.00031195-0.00059714i,-6.221e-05-0.0013054i,-4.8627e-05-0.00082789i
0.00144-0.0010734i,-5.2976e-06-0.0021475i,0.00041896-0.0016231i,0.00040126-0.0010712i,-0.00026748-0.0016971i,-0.0004312-0.0021754i,-3.3993e-06-0.00068587i,0.0003279+0.00041173i,8.9306e-05+0.0016474i,0.00010467+0.0022756i,0.00030099+0.0018023i,0.00065176+0.0010727i,0.00078366+0.00033138i,0.0011686+0.00013252i,0.00043683+0.00027504i,-0.00072639+0.0007071i,-0.00062889+0.00033912i,-0.00018341-0.0002016i,0.00011785+0.00021822i,0.00053306+0.00052114i,0.00073262+0.00026218i,0.00021603-0.00019784i,-0.00067635-0.00021139i
0.00092515+0.0010253i,0.0010056+0.00089427i,0.0036081+0.00053774i,0.003262-4.8515e-05i,0.0012312-0.0011843i,-0.00065862-0.00087238i,-0.0012733+0.00028861i,-0.00067093+0.0011072i,0.00031816+0.0012325i,0.0011943+0.00080042i,0.00092306+0.00060057i,-2.1548e-06+0.00021854i,-0.00062108+0.00014081i,-0.00013991+0.00028387i,0.00050677-3.7965e-05i,-0.00012048-0.00026706i,-0.00064762+0.0004087i,-0.00020292+0.00087996i,4.2773e-05+0.00045632i,0.00012436+0.0005318i,-0.00035033+0.00062468i,-0.00061637+0.00097007i,-0.00032548+0.0019472i
