0.00073439-5.8267e-05i,0.00093545-0.00087142i,-0.00029303-0.002174i,-0.0010624-0.0026538i,-0.001724-0.0011005i,-0.0021806+0.00037364i,-0.00089395+0.0011208i,0.00083025+0.0013062i,0.0017001+0.00068249i,0.00142-4.8974e-05i,0.00045096-0.00021642i,-0.00047703-0.00045046i,-0.00067109-0.00057191i,-0.0002843-8.4225e-05i,-0.00035615-5.6209e-05i,-0.00034303-0.00043876i,-8.8906e-05+1.9973e-05i,0.00024487+0.00071322i,0.00048022+0.00055914i,0.00068568-6.1035e-05i,0.0011765+7.2284e-05i,0.00059348-0.0003369i,-0.00039251-0.00090396i
-0.0041871-0.0083176i,-0.0099119+0.034288i,-0.0058748+0.19897i,0.057555+0.42202i,0.19417+0.4646i,0.28995+0.26328i,0.25909+0.043758i,0.1681-0.034474i,0.096261-0.033436i,0.049311-0.019712i,0.014576+0.00070701i,-0.0059225+0.021072i,-0.0079756+0.028462i,-0.00070607+0.010038i,-0.0004629-0.02612i,-0.016862-0.046234i,-0.031244-0.034848i,-0.024846-0.011025i,-0.0051437+0.0038563i,0.0058161+0.0074864i,-0.002268+0.010628i,-0.011888+0.019197i,-0.013196+0.026899i
0.01635-0.015706i,0.024317-0.017644i,-0.0099065-0.010025i,-0.10193-0.026516i,-0.19176-0.069223i,-0.21281-0.065977i,-0.1726-0.017977i,-0.11774-0.003077i,-0.06397-0.015269i,-0.019009-0.021606i,0.013139-0.026i,0.026728-0.03391i,0.020482-0.031881i,0.017757-0.0087365i,0.03529+0.024417i,0.060893+0.049929i,0.077921+0.058022i,0.07152+0.042671i,0.037066+0.012116i,0.0024365-0.010175i,-0.008791-0.015687i,-0.0042957-0.016342i,0.0022755-0.021529i
0.033558+0.010498i,0.066371+0.018699i,0.11405-0.0091558i,0.18911-0.10295i,0.25144-0.18992i,0.20245-0.17633i,0.10148-0.076038i,0.050869-0.0032333i,0.0070153+0.010315i,-0.035909+0.025385i,-0.042731+0.043665i,-0.030387+0.042142i,-0.018452+0.025382i,-0.02572+0.017776i,-0.042221+0.033741i,-0.031955+0.039581i,-0.0029522+0.013579i,0.018611-0.018759i,0.021743-0.028034i,0.014969-0.012802i,0.017375+0.00025573i,0.020804-0.00092317i,0.010955+0.0024138i
-0.0092911+0.030805i,-0.060717+0.044235i,-0.19582+0.0461i,-0.36071+0.09945i,-0.38728+0.23896i,-0.20408+0.32282i,-0.0040406+0.23179i,0.065942+0.10224i,0.064879+0.046089i,0.040642+0.014164i,-0.004144-0.010667i,-0.037937-0.0099059i,-0.037223+0.007609i,-0.0076543+0.012355i,0.017703-0.014088i,0.0092634-0.042166i,-0.020568-0.036778i,-0.042171-0.0069684i,-0.039847+0.012969i,-0.025465+0.010825i,-0.021047+0.002692i,-0.027879-0.00078824i,-0.032564-0.0037537i
-0.031327+0.020778i,-0.057044+0.033179i,-0.035907+0.012967i,0.041354-0.059155i,0.070463-0.15847i,-0.02306-0.21392i,-0.12104-0.17623i,-0.11471-0.097231i,-0.04801-0.054758i,-0.0011803-0.03982i,0.015822-0.013175i,0.026186+0.020069i,0.024974+0.033202i,0.0022297+0.03i,-0.014706+0.036246i,-0.011512+0.05665i,-0.00027172+0.077127i,0.014471+0.076834i,0.02354+0.048985i,0.021018+0.019784i,0.018938+0.0087911i,0.021179+0.0048047i,0.021111-0.0013122i
-0.028968-0.042562i,-0.046867-0.085845i,0.00022298-0.104i,0.12383-0.068724i,0.21012-0.029009i,0.16486-0.0055019i,0.073742+0.048981i,0.034716+0.081877i,0.013319+0.044062i,-0.019179-0.0037448i,-0.03552-0.020265i,-0.034371-0.015721i,-0.026546-0.0032507i,-0.021916-0.0029164i,-0.027886-0.01399i,-0.019202-0.016368i,0.01034-0.0178i,0.034532-0.024429i,0.035046-0.022867i,0.012777-0.008333i,-0.0061436+0.011984i,-0.0058178+0.02079i,-0.0073205+0.015436i
0.035273-0.056472i,0.083656-0.15308i,0.091468-0.2777i,-0.044583-0.35768i,-0.24008-0.32081i,-0.26437-0.20087i,-0.13001-0.10887i,-0.025339-0.05901i,0.0070895-0.011343i,0.027613+0.0041858i,0.037448-0.023038i,0.016536-0.049558i,-0.020372-0.047034i,-0.02561-0.0081506i,0.017181+0.029381i,0.048019+0.024804i,0.026377+0.0016903i,-0.01337-0.01165i,-0.02637-0.014134i,-0.013173-0.016621i,-0.0033481-0.026751i,-0.004976-0.035403i,-0.0030275-0.03789i
0.068999+0.019533i,0.15796+0.053448i,0.22049+0.11542i,0.24454+0.15478i,0.28285+0.091879i,0.29169-0.040533i,0.18572-0.13176i,0.052551-0.12918i,0.0033269-0.075255i,0.002692-0.024369i,-0.0073917+0.013511i,-0.026874+0.036978i,-0.033465+0.040758i,-0.022322+0.029569i,-0.010942+0.024039i,-0.0064031+0.036887i,0.0021975+0.057035i,0.01481+0.06441i,0.018255+0.04848i,0.011049+0.029613i,0.0040537+0.025371i,0.0033059+0.027081i,0.0047144+0.026488i
0.013873+0.099123i,0.061451+0.22772i,0.12995+0.33155i,0.20033+0.33585i,0.24158+0.2891i,0.19828+0.23116i,0.095664+0.16587i,0.017376+0.11426i,-0.0050592+0.058903i,-0.005666+0.0070599i,-0.00549-0.013943i,-0.0026106-0.011307i,0.0024035+0.0064554i,0.0089916+0.012915i,0.0064152-0.001258i,-0.0022795-0.0064952i,0.0074833+0.0019322i,0.032879+0.0055145i,0.045375-0.0018134i,0.028167-0.014152i,0.00089392-0.014789i,-0.0084703-0.0058732i,-0.0085039-0.0058144i
-0.093463+0.059331i,-0.19095+0.16749i,-0.21162+0.23119i,-0.13115+0.11219i,-0.082563-0.080761i,-0.06185-0.11844i,0.022393-0.046945i,0.083709-0.02498i,0.060048-0.015315i,0.039045+0.0122i,0.04528+0.014072i,0.049803-0.0039264i,0.038273-0.030485i,-0.0080982-0.027778i,-0.050467+0.017223i,-0.054173+0.044306i,-0.052864+0.03134i,-0.053741+0.0057455i,-0.040764-0.010635i,-0.018624-0.0074959i,0.0051349+0.0010431i,0.019281-0.00015669i,0.02227-0.0043769i
-0.11049-0.072898i,-0.29297-0.15055i,-0.45623-0.1556i,-0.43655-0.02077i,-0.27075+0.14272i,-0.13922+0.19671i,-0.09316+0.14941i,-0.058708+0.070414i,-0.017472+0.0054312i,-0.014056-0.024599i,-0.042675-0.025419i,-0.066796-0.021459i,-0.07832-0.014239i,-0.070391+0.0032589i,-0.04971+0.019202i,-0.037195+0.034713i,-0.033219+0.063379i,-0.032367+0.086816i,-0.031521+0.074709i,-0.031369+0.044965i,-0.03268+0.028796i,-0.029677+0.022959i,-0.028875+0.019197i
0.024514-0.13826i,0.0083504-0.3145i,-0.057436-0.39369i,-0.12602-0.23794i,-0.13459-0.026803i,-0.12201+0.023128i,-0.11501+0.0086546i,-0.077262+0.034892i,-0.029667+0.044105i,-0.0041475+0.024625i,0.0070447+0.015041i,0.0036537+0.021789i,-0.018023+0.036415i,-0.027139+0.039243i,-0.00943+0.020569i,0.0034231-0.0023034i,0.0017074-0.0080671i,0.010373+0.010126i,0.033613+0.02941i,0.045702+0.022286i,0.03388+0.0015432i,0.016635-0.0061139i,0.01041-0.0072375i
0.13217-0.039815i,0.28331-0.14761i,0.34716-0.29185i,0.25711-0.39787i,0.15602-0.42671i,0.12062-0.35677i,0.094619-0.20896i,0.081961-0.08505i,0.066552-0.029127i,0.037176+0.0072185i,0.024641+0.033749i,0.029629+0.041944i,0.046491+0.02863i,0.042751-0.0091664i,0.0054484-0.03467i,-0.017568-0.030924i,-0.017313-0.032561i,-0.013562-0.049622i,-0.0052636-0.057418i,-0.0030674-0.046046i,-0.012835-0.025013i,-0.016692-0.0061782i,-0.0091406+0.0021701i
0.12571+0.09743i,0.32938+0.18054i,0.52157+0.1594i,0.49482+0.042251i,0.2872-0.023957i,0.11908-0.058136i,0.021309-0.13332i,-0.043638-0.14838i,-0.042854-0.10234i,-0.02557-0.082483i,-0.02516-0.077303i,-0.022239-0.077761i,-0.028943-0.07939i,-0.035212-0.051715i,-0.02412-0.0056657i,-0.017595+0.032365i,-0.030276+0.057128i,-0.041891+0.058357i,-0.034214+0.028593i,-0.022891-0.0074113i,-0.021487-0.017778i,-0.018072-0.01015i,-0.014901-0.0098751i
-0.059009+0.15877i,-0.076345+0.37771i,-0.027714+0.54001i,0.049018+0.46909i,0.089218+0.28439i,0.12609+0.18434i,0.15552+0.1357i,0.084137+0.083467i,-0.012115+0.060781i,-0.02748+0.043854i,-0.021411+0.015499i,-0.038846+0.0017554i,-0.059753-0.00098736i,-0.063837+0.0036533i,-0.04297+0.01669i,-0.015547+0.012853i,-0.00083589-0.003977i,0.0024214-0.0024295i,0.0008366+0.017233i,0.0039147+0.03138i,0.013843+0.026233i,0.017328+0.013248i,0.012743+0.007013i
-0.15102+0.00026985i,-0.33623+0.043675i,-0.40462+0.10331i,-0.22015+0.10012i,0.027537+0.052033i,0.10198+0.048131i,0.056135+0.08262i,0.043056+0.092528i,0.068938+0.071644i,0.065269+0.038128i,0.022693+0.020216i,-0.014317+0.037903i,-0.013204+0.060452i,0.0049346+0.053384i,0.0039132+0.029818i,-0.016017+0.017164i,-0.024377+0.013831i,-0.011522+0.0044523i,0.0043688-0.0061265i,0.011822-0.012778i,0.0093717-0.018978i,0.0031203-0.019116i,-0.00032111-0.015601i
-0.058416-0.10851i,-0.16863-0.17615i,-0.28527-0.080319i,-0.28494+0.17229i,-0.18422+0.30757i,-0.082585+0.22963i,0.0054456+0.095953i,0.068942-0.00038318i,0.081045-0.045743i,0.067107-0.055003i,0.055129-0.044482i,0.059828-0.034405i,0.053817-0.048184i,0.0041448-0.053257i,-0.052276-0.028534i,-0.084171+0.0059041i,-0.10023+0.035555i,-0.090496+0.054215i,-0.04701+0.054887i,-0.0082828+0.036359i,-0.0051311+0.021885i,-0.016499+0.021142i,-0.019083+0.017965i
0.067088-0.09126i,0.081995-0.24981i,-0.0084231-0.40868i,-0.15026-0.41397i,-0.21188-0.26768i,-0.21334-0.095158i,-0.18345+0.03564i,-0.12024+0.060024i,-0.093852+0.014886i,-0.085887+0.027326i,-0.043864+0.047214i,-0.017906+0.0096569i,-0.02472-0.025317i,-0.030695-0.034257i,-0.029469-0.030749i,-0.010927-0.027765i,0.010511-0.031169i,0.012099-0.024925i,0.0055886-0.010917i,-2.6894e-05-0.0025024i,-0.0026288+0.0021961i,-0.0012918+0.0023789i,0.00041126-0.0022314i
0.11231+0.037703i,0.28642+0.0015908i,0.45652-0.12507i,0.45696-0.26228i,0.30793-0.30455i,0.15716-0.29626i,0.035049-0.27992i,-0.037827-0.17849i,-0.039931-0.028598i,-0.023315+0.042232i,-0.033376+0.039493i,-0.059257+0.035771i,-0.066549+0.045175i,-0.042959+0.046701i,-0.011369+0.034999i,0.00078296+0.018717i,0.0011408+0.010029i,0.0088369+0.0030554i,0.019855-0.0099527i,0.023886-0.019123i,0.022697-0.022862i,0.019089-0.022768i,0.016209-0.020783i
-0.035816+0.10227i,-0.062191+0.24225i,-0.10074+0.36324i,-0.16876+0.37193i,-0.18586+0.30459i,-0.064261+0.24158i,0.069769+0.18296i,0.077917+0.1152i,0.037412+0.034424i,0.007311-0.038917i,-0.0087387-0.0489i,0.013346-0.012004i,0.041641+0.0042237i,0.042281-0.012895i,0.026005-0.035757i,-0.0037106-0.043981i,-0.03955-0.040271i,-0.05519-0.025205i,-0.041385-0.0020712i,-0.024483+0.0042338i,-0.026645-0.0050659i,-0.035066-0.012193i,-0.035956-0.013799i
-0.088384-0.021881i,-0.14479-0.03312i,-0.090487-0.035558i,0.11366-0.05548i,0.28731-0.095564i,0.24696-0.13532i,0.093526-0.13086i,0.019382-0.095191i,0.0076493-0.090072i,-0.033981-0.092365i,-0.064836-0.060635i,-0.048319-0.034474i,-0.033106-0.02914i,-0.03511-0.017008i,-0.033306+0.0017254i,-0.020936+0.012251i,-0.010339+0.0076606i,-0.009781-0.0011845i,-0.0043713-0.0012344i,0.011136+0.0059643i,0.025023+0.017004i,0.033838+0.025147i,0.034032+0.023774i
0.018039-0.070199i,0.018375-0.084177i,0.033272+0.016247i,0.091032+0.1715i,0.16833+0.22461i,0.22977+0.16984i,0.24687+0.072071i,0.18964-0.011019i,0.11126-0.01889i,0.082038-0.014866i,0.035118-0.049177i,-0.04366-0.05654i,-0.083828-0.040604i,-0.097266-0.023837i,-0.099342+0.0099935i,-0.085976+0.039579i,-0.070253+0.057209i,-0.050009+0.066302i,-0.023693+0.057311i,-0.0028758+0.041955i,0.007354+0.033263i,0.0088931+0.027256i,0.0075642+0.014322i
0.084734-0.035391i,0.10007-0.14666i,-0.060195-0.2927i,-0.37355-0.3113i,-0.58467-0.11523i,-0.54844+0.14179i,-0.36798+0.25917i,-0.17608+0.21142i,-0.018686+0.096806i,0.079273+0.013467i,0.10228-0.0085825i,0.071865+0.0056004i,0.03299+0.019903i,0.016961+0.020441i,0.013344+0.012388i,0.0051434+0.001593i,-0.0050909-0.0099521i,-0.01548-0.0089011i,-0.024434+0.01038i,-0.028418+0.017863i,-0.033148+0.0010563i,-0.038305-0.017033i,-0.036862-0.024342i
0.089475+0.11677i,0.25483+0.21356i,0.46054+0.21771i,0.55248+0.10737i,0.48488-0.0078246i,0.3517-0.095311i,0.23591-0.15349i,0.14676-0.12138i,0.068347-0.033553i,0.013323+0.017633i,-0.0023156+0.013074i,0.0022173-0.015657i,0.010323-0.042621i,0.010767-0.069169i,-0.0053246-0.080413i,-0.013202-0.068571i,-0.0024883-0.060686i,0.0079598-0.060949i,0.012728-0.042719i,0.0079358-0.011358i,-0.0097837+0.0060803i,-0.025291+0.016517i,-0.02208+0.028553i
-0.12595+0.13297i,-0.26752+0.32127i,-0.34877+0.48682i,-0.29209+0.45525i,-0.17868+0.26892i,-0.097459+0.13728i,-0.06163+0.11792i,-0.070674+0.11799i,-0.083706+0.11898i,-0.054893+0.12527i,-0.00018407+0.08073i,0.029937+0.0021131i,0.036641-0.041152i,0.035391-0.052302i,0.013843-0.056064i,-0.026971-0.045984i,-0.062919-0.015021i,-0.061924+0.014115i,-0.024708+0.0065909i,0.0067745-0.02937i,0.012874-0.0536i,0.010004-0.054663i,0.014063-0.047196i
-0.14426-0.073536i,-0.26935-0.15744i,-0.28634-0.24628i,-0.16604-0.31795i,-0.098344-0.34885i,-0.15931-0.30545i,-0.20702-0.19348i,-0.16497-0.09813i,-0.097414-0.065665i,-0.0678-0.050147i,-0.052237+0.0086304i,-0.0099525+0.06477i,0.015208+0.073736i,0.0053621+0.086976i,0.00078875+0.0973i,0.0012075+0.075255i,-0.0028219+0.042806i,-0.012248+0.0154i,-0.024902-0.0042415i,-0.020098-0.013139i,0.0047937-0.012497i,0.027034-0.016857i,0.019735-0.030756i
-0.018503-0.13373i,-0.077857-0.22708i,-0.1024-0.12095i,0.041948+0.17971i,0.30166+0.36749i,0.45343+0.30282i,0.41808+0.13492i,0.27723-0.006966i,0.11003-0.081542i,-0.01356-0.093062i,-0.07008-0.066692i,-0.079818-0.0049889i,-0.055372+0.063862i,-0.012316+0.08256i,0.026571+0.052769i,0.043813+0.016748i,0.042242-0.0042545i,0.037352-0.013445i,0.030062-0.0058456i,0.023182+0.018169i,0.022891+0.037186i,0.020614+0.045103i,0.011719+0.049681i
0.13022-0.12615i,0.19477-0.35911i,0.047277-0.59341i,-0.29036-0.55838i,-0.46335-0.26815i,-0.34743-0.042172i,-0.18878-0.01716i,-0.084239-0.067001i,0.01005-0.12106i,0.035906-0.16153i,-0.018082-0.13333i,-0.069181-0.057069i,-0.092936-0.021333i,-0.10787-0.024068i,-0.097565-0.018174i,-0.078253-0.015606i,-0.088929-0.01116i,-0.094268+0.019946i,-0.054678+0.059202i,-0.0061543+0.071126i,0.009189+0.060203i,0.0051959+0.054911i,0.015779+0.052029i
0.17725+0.11388i,0.45563+0.20779i,0.70504+0.21904i,0.66318+0.1065i,0.38697+0.0033301i,0.177-0.0084974i,0.13585+0.018794i,0.1636+0.052469i,0.20094+0.062693i,0.20744+0.01577i,0.13749-0.033333i,0.050558-0.035347i,0.0019274-0.049143i,-0.050879-0.087397i,-0.10491-0.086275i,-0.10966-0.049261i,-0.076252-0.032111i,-0.045431-0.035014i,-0.032975-0.032333i,-0.039243-0.027895i,-0.056904-0.025353i,-0.070023-0.028191i,-0.073946-0.040528i
-0.022464+0.18078i,-0.039907+0.40156i,-0.039534+0.55862i,-0.0026593+0.51108i,0.060754+0.36125i,0.081626+0.24602i,0.049312+0.19328i,0.0033953+0.19329i,-0.035114+0.20449i,-0.025423+0.16668i,0.020646+0.041125i,0.0050522-0.096411i,-0.039424-0.1211i,-0.023356-0.069757i,0.0058902-0.029814i,0.010944-0.01164i,0.014456-0.010353i,0.0091183-0.02254i,-0.0091211-0.030216i,-0.012926-0.023725i,0.0075133-0.02505i,0.01808-0.037502i,-0.0013222-0.033913i
-0.11804+0.063962i,-0.20578+0.13245i,-0.18439+0.085034i,-0.10848-0.13727i,-0.15041-0.28743i,-0.21868-0.18574i,-0.20569-0.03281i,-0.20972+0.025147i,-0.18771+0.075997i,-0.078837+0.10892i,0.012905+0.081477i,0.050602+0.045393i,0.070023+0.013382i,0.07447-0.016991i,0.063533-0.030401i,0.036158-0.029768i,-0.00551-0.018916i,-0.035346+0.00050724i,-0.02378+0.015684i,0.0059404+0.017365i,0.01554+0.018077i,0.015401+0.029802i,0.030012+0.036118i
-0.14317-0.051242i,-0.35458-0.041265i,-0.48118+0.10367i,-0.32629+0.29577i,-0.065276+0.30262i,0.034857+0.15613i,0.053974+0.025621i,0.098452-0.12529i,0.053876-0.28744i,-0.090964-0.28402i,-0.15776-0.083064i,-0.08105+0.1014i,0.011814+0.13306i,0.044818+0.092127i,0.053748+0.05017i,0.050592+0.021876i,0.042094+0.0083826i,0.053215+0.0016365i,0.067038+0.0020825i,0.054269+0.0024471i,0.027327+0.003257i,0.014885+0.0028304i,0.0098585-0.013415i
-0.0034172-0.15589i,-0.067613-0.36981i,-0.17724-0.49635i,-0.20953-0.33321i,-0.033073-0.076366i,0.19844-0.060032i,0.24083-0.1859i,0.18464-0.17905i,0.20131-0.080691i,0.21917-0.072975i,0.13073-0.1228i,0.00029726-0.10235i,-0.065101-0.021723i,-0.072893+0.033059i,-0.078817+0.034328i,-0.094089+0.0018795i,-0.098351-0.042291i,-0.08345-0.076498i,-0.07744-0.069551i,-0.084614-0.020847i,-0.078361+0.026957i,-0.071606+0.049073i,-0.078426+0.061597i
0.11697-0.058688i,0.26261-0.15906i,0.36502-0.25793i,0.26994-0.31628i,0.037677-0.29086i,-0.1086-0.12349i,-0.11655+0.077365i,-0.11804+0.14501i,-0.11222+0.11317i,-0.029772+0.024921i,0.02745-0.095265i,0.015458-0.15912i,-0.0088911-0.15884i,-0.051013-0.1165i,-0.08782-0.046555i,-0.086964+0.0076472i,-0.0721+0.042549i,-0.061245+0.05836i,-0.045436+0.033212i,-0.022551-0.019808i,-0.007131-0.062081i,-0.010446-0.084116i,-0.020828-0.091476i
0.093874+0.046919i,0.2354+0.073548i,0.30062+0.1175i,0.24176+0.22833i,0.22976+0.40588i,0.32257+0.4477i,0.38152+0.27389i,0.35285+0.089548i,0.27936+0.028803i,0.18993+0.067954i,0.097082+0.15733i,0.019625+0.26846i,-0.018239+0.33992i,-0.014888+0.29729i,0.0073663+0.17831i,0.010681+0.086637i,-0.009886+0.060806i,-0.016167+0.063923i,0.0030491+0.05862i,0.026737+0.052761i,0.049457+0.050828i,0.067633+0.032193i,0.049249+0.0047687i
0.013457+0.14182i,0.054875+0.26174i,0.046677+0.25543i,-0.11216+0.032449i,-0.35774-0.1421i,-0.44116-0.068383i,-0.30765+0.083843i,-0.1694+0.13182i,-0.1836+0.11869i,-0.26012+0.10951i,-0.26346+0.049566i,-0.24917-0.055065i,-0.27353-0.099256i,-0.25639-0.055277i,-0.15531+0.0011138i,-0.060257+0.0091982i,-0.024014-0.005264i,0.026732-0.0044283i,0.10975-0.0045433i,0.12072-0.023824i,0.04264-0.027783i,-0.028956-0.0039131i,-0.056878+0.0016214i
-0.11553+0.088858i,-0.2118+0.17584i,-0.25581+0.23295i,-0.18212+0.16039i,-0.14602-0.010192i,-0.24352-0.14922i,-0.35621-0.16999i,-0.31585-0.14192i,-0.16076-0.2263i,-0.1081-0.32419i,-0.076348-0.19348i,0.10974-0.014277i,0.2327-0.030584i,0.13205-0.072485i,0.0042448-0.0023395i,-0.015831+0.081452i,0.0035391+0.10442i,-0.026024+0.10278i,-0.08859+0.14167i,-0.056274+0.20786i,0.063568+0.20058i,0.11802+0.11024i,0.096639+0.056009i
-0.52511+9.3342i,0.68158+9.4792i,4.6712+9.4697i,6.8852+5.6337i,5.9887+1.1655i,3.3089-1.4486i,1.0727-1.4094i,0.41073-0.39554i,0.73318-0.0031554i,0.93203-0.56888i,0.29091-1.4153i,-0.73627-1.6752i,-1.5814-1.2259i,-2.0487-0.28554i,-1.9043+0.57785i,-1.2342+0.89277i,-0.43722+0.7843i,0.1332+0.57645i,0.38813+0.45246i,0.38331+0.50404i,0.34458+0.68068i,0.37662+0.75282i,0.33039+0.59419i
-0.094759-0.12322i,-0.18423-0.24612i,-0.28506-0.3184i,-0.33955-0.26267i,-0.3498-0.13929i,-0.37968-0.02794i,-0.39401+0.071668i,-0.28114+0.13704i,-0.094079+0.14916i,0.03417+0.12794i,0.10495+0.07099i,0.14682-0.016956i,0.13177-0.056571i,0.10296-0.004919i,0.12069+0.055129i,0.16994+0.070694i,0.20286+0.051269i,0.15851+0.0354i,0.06209+0.078635i,0.03587+0.11021i,0.059767+0.028164i,0.021407-0.057908i,-0.014984-0.010759i
0.067048-0.10224i,0.1784-0.16821i,0.26815-0.17341i,0.29276-0.077628i,0.2844+0.019945i,0.25784+0.045025i,0.17742+0.056939i,0.032931+0.096795i,-0.11933+0.13694i,-0.12816+0.1458i,0.016443+0.067827i,0.10498-0.070869i,0.082186-0.12823i,0.06671-0.095411i,0.079065-0.061086i,0.077642-0.050778i,0.05133-0.050436i,0.0055811-0.058708i,-0.034835-0.079588i,-0.050505-0.081815i,-0.04819-0.045745i,-0.030586-0.011601i,0.005902-0.011649i
0.051925+0.0073925i,0.060893+0.049507i,-0.044298+0.13613i,-0.16162+0.29809i,-0.10555+0.45091i,0.016746+0.39667i,-0.033014+0.2065i,-0.15867+0.15256i,-0.14554+0.21825i,-0.011208+0.20789i,0.084954+0.08505i,0.092876-0.030939i,0.098104-0.073689i,0.12923-0.091169i,0.13007-0.1013i,0.12159-0.090855i,0.1354-0.080509i,0.13639-0.079857i,0.093405-0.088931i,0.02101-0.084074i,-0.020166-0.053309i,-0.020092-0.026919i,-0.020314-0.0081036i
0.049013+0.050586i,0.13414+0.063457i,0.23296-0.054813i,0.21716-0.26357i,0.058041-0.37725i,-0.073934-0.35794i,-0.12467-0.31081i,-0.12346-0.25215i,-0.030674-0.21997i,0.069126-0.23882i,0.080126-0.20751i,0.087808-0.13706i,0.12277-0.13132i,0.10139-0.14834i,0.033301-0.11122i,0.00078102-0.051864i,0.022725-0.024707i,0.039905-0.019436i,0.0097933-0.0006572i,-0.026595+0.018469i,-0.037613+0.012499i,-0.037189+0.017011i,-0.018637+0.050277i
-0.043715+0.064577i,-0.067736+0.19432i,0.016141+0.3634i,0.19891+0.40352i,0.2803+0.22338i,0.18509+0.014718i,0.10326-0.046142i,0.10035+0.0039606i,0.06439+0.08735i,0.0080097+0.14965i,-0.0049518+0.129i,-0.023424+0.084465i,-0.033956+0.092752i,0.0064218+0.095501i,0.039611+0.073599i,0.037539+0.072279i,0.016063+0.080689i,-0.015846+0.083615i,-0.01746+0.07565i,0.022754+0.036567i,0.058579-0.0043611i,0.072583-0.016962i,0.073136-0.022369i
-0.05077-0.0515i,-0.12657-0.1176i,-0.21788-0.17581i,-0.2447-0.16219i,-0.16742-0.078696i,-0.086722+0.0036523i,-0.062567+0.047957i,-0.027058+0.054065i,0.067281+0.038396i,0.15118+0.061445i,0.1808+0.11612i,0.20119+0.12251i,0.20163+0.067516i,0.15916+0.0035958i,0.1135-0.053945i,0.10627-0.10792i,0.11731-0.15093i,0.095104-0.18107i,0.033281-0.17403i,-0.0097353-0.10928i,-0.00058951-0.043056i,0.021068-0.031593i,0.02096-0.040768i
0.015429-0.029004i,0.025782-0.046305i,0.023196-0.066383i,-0.01071-0.11118i,-0.059052-0.15165i,-0.042578-0.10903i,0.018599-0.058843i,-0.043689-0.094881i,-0.1969-0.13071i,-0.21642-0.12638i,-0.10174-0.1335i,-0.015464-0.15837i,0.015189-0.15755i,0.040241-0.12615i,0.046662-0.11188i,0.012061-0.10826i,-0.014588-0.080506i,-0.00068427-0.037934i,0.019254-0.0049161i,0.013137-0.0092641i,-0.031624-0.03685i,-0.084661-0.032575i,-0.086846+0.0033161i
0.016439-0.0074941i,-0.00075994-0.010979i,-0.039432+0.01493i,-0.015393+0.10918i,0.089886+0.13781i,0.097805-0.022829i,-0.024386-0.16534i,-0.057322-0.10462i,0.0043433+0.036132i,-0.0090715+0.11751i,-0.068002+0.14721i,-0.065282+0.16683i,-0.006586+0.15058i,0.022+0.0832i,-0.005321+0.044803i,-0.035416+0.064649i,-0.039982+0.086089i,-0.013365+0.083232i,0.032108+0.058153i,0.058505+0.027668i,0.063628+0.015064i,0.070982+0.019088i,0.075862+0.021426i
0.0023464+0.0027588i,0.012234+0.0062865i,0.0079396-0.022943i,-0.096064-0.035166i,-0.25578+0.061969i,-0.26535+0.20953i,-0.12169+0.23929i,-0.028169+0.11701i,-0.024452-0.0079283i,-0.0017269-0.010051i,0.047743+0.028871i,0.060515+0.00623i,0.023236-0.016615i,-0.008761+0.0095021i,0.00054024+0.041306i,0.036553+0.040414i,0.054604+0.011581i,0.023085-0.017803i,-0.025677-0.025303i,-0.031827-0.0069256i,0.0050649+0.01025i,0.029607+0.0002348i,0.017796-0.01512i
0.0033294-0.024088i,0.026905-0.060153i,0.091528-0.087558i,0.16436-0.097536i,0.1876-0.10059i,0.14968-0.086513i,0.10098-0.050066i,0.06334+0.0010539i,0.012416+0.036744i,-0.02169+0.027522i,-0.014761-0.015594i,-0.012604-0.041784i,-0.0019516-0.0097809i,0.06045+0.031069i,0.11762+0.019996i,0.12474-0.0059546i,0.11831-0.010455i,0.10928-0.0021814i,0.080833+0.01079i,0.045279+0.016191i,0.010196+0.0080219i,-0.025633+0.0072507i,-0.042095+0.032189i
0.030403-0.00081699i,0.076774+0.040287i,0.14142+0.11073i,0.24106+0.11739i,0.349-0.0090968i,0.35861-0.18232i,0.24259-0.24876i,0.15521-0.16541i,0.17039-0.061463i,0.16116-0.028263i,0.085773-0.022741i,0.050159+0.00048986i,0.070751+0.00055865i,0.075276-0.035662i,0.059056-0.058815i,0.051049-0.056797i,0.052855-0.043086i,0.052013-0.014015i,0.038511+0.022275i,0.017313+0.034897i,-0.0032083+0.013431i,-0.014776-0.007545i,-0.0034417-0.01327i
-0.016046+0.016873i,-0.08637+0.017177i,-0.277-0.00072574i,-0.5111+0.019814i,-0.62805+0.12831i,-0.55278+0.27196i,-0.3776+0.3416i,-0.25467+0.2792i,-0.20081+0.13822i,-0.14998+0.053965i,-0.064993+0.059371i,0.010254+0.058908i,0.021238+0.039966i,0.009743+0.036668i,0.0097134+0.017206i,0.0053459-0.021305i,-0.0047713-0.051251i,-0.020336-0.063814i,-0.029867-0.052499i,-0.014026-0.027744i,0.016491-0.0091602i,0.035514-0.0033311i,0.034743-0.0056508i
