0.00073439-5.8267e-05i,0.00093545-0.00087142i,-0.00029303-0.002174i,-0.0010624-0.0026538i,-0.001724-0.0011005i,-0.0021806+0.00037364i,-0.00089395+0.0011208i,0.00083025+0.0013062i,0.0017001+0.00068249i,0.00142-4.8974e-05i,0.00045096-0.00021642i,-0.00047703-0.00045046i,-0.00067109-0.00057191i,-0.0002843-8.4225e-05i,-0.00035615-5.6209e-05i,-0.00034303-0.00043876i,-8.8906e-05+1.9973e-05i,0.00024487+0.00071322i,0.00048022+0.00055914i,0.00068568-6.1035e-05i,0.0011765+7.2284e-05i,0.00059348-0.0003369i,-0.00039251-0.00090396i
0.0022021-4.4167e-05i,0.001438-0.0010825i,0.0007421-0.0028549i,-0.00023979-0.0023274i,-0.0010287-0.000777i,-0.00086408-0.00042091i,0.00024559-0.0007493i,0.00093107-0.00089363i,0.00076625-0.0014658i,-0.00025374-0.0017933i,-0.0013322-0.00037757i,-0.001745+0.00080889i,-0.001139+0.0010981i,-0.00064102+0.0013765i,-0.00054819+0.0011732i,-0.00029356+0.0011219i,-0.00019755+0.0007595i,-0.00040294+0.00064958i,-0.00044767+0.001004i,-0.0001247+0.0006863i,0.00069048-2.7084e-05i,0.0010917-0.00038608i,0.00052945+0.00019858i
0.0006556+0.0019958i,0.0013781+0.0020825i,0.0015512+0.0019586i,0.00093286+0.00064196i,0.00027446-0.0013356i,-0.00015389-0.001507i,0.00017965-0.00034885i,0.00062464-0.00079143i,0.00080242-0.0014611i,0.00039035-0.0012538i,-0.00065071-0.00027847i,-0.0014894+0.00024709i,-0.0015127+0.00056956i,-0.0013413+0.0012136i,-0.0013914+0.0013525i,-0.00099903+0.0011778i,-0.00082243+0.00089078i,7.3779e-06-1.1548e-05i,0.0010542-0.00077184i,0.00055945-0.00057037i,-0.00046572+6.4218e-05i,-0.00065371+0.000737i,-0.00054254+0.00048955i
0.0018831+0.0010556i,0.00083317+0.0011806i,0.00028114+0.00089498i,0.0006598-0.0013773i,0.000384-0.0022578i,0.00018415-0.0015586i,0.0009461-0.0011466i,0.00096296-0.001122i,0.00010824-0.0012254i,-0.00010021-0.0011798i,-0.00032885-0.00075384i,-0.00084625+0.0001178i,-0.0016317+0.0011047i,-0.0018951+0.0020216i,-0.0012065+0.0012975i,-0.00063585-6.5565e-06i,-0.0010034+0.00017456i,-0.001146+0.00075073i,-0.00061487+0.00080609i,-0.00010225+0.0011459i,0.00040277+0.0015498i,0.0005505+0.00050191i,0.00010122-4.1985e-08i
0.00085112+0.0010946i,0.00016842+0.00093918i,0.00036648+0.0001296i,0.0010908-0.00084891i,0.0011616+4.9365e-05i,0.00053175+0.0003286i,0.00032151-0.00020486i,0.0005497-0.00037012i,0.00035725-0.00032262i,-0.00035945-8.367e-05i,-0.0005823-0.00062379i,-0.0003746-0.00056315i,-0.0010193+0.00056023i,-0.0018034+0.00099789i,-0.0015881+0.0008343i,-0.00074975+0.00056701i,-0.00043072+0.0013606i,-0.00011891+0.0012534i,-0.00013169+0.00065175i,0.00049578+0.00039419i,0.0010085+3.147e-05i,0.000371+0.00061541i,0.00055621+0.0009956i
0.00049581+0.0013662i,0.00048597+4.7287e-05i,4.6979e-05-0.001048i,0.0010387-0.0011905i,0.0012808-0.00047455i,0.00020257-7.7763e-05i,0.00047307-0.00043198i,0.0009662-0.00099598i,0.00075548-0.00094733i,8.11e-05-0.0011831i,-0.00030199-0.001149i,-0.00072417-0.0004023i,-0.0014793-0.00036238i,-0.0013341-6.6711e-05i,-0.0005836+0.0012566i,-0.00027704+0.0013323i,-0.00022826+0.0003523i,-0.00029729-0.00020319i,-0.00067025-0.0002688i,-0.00054781-0.00043658i,-0.00042818-0.00043773i,-0.0003567-0.00036624i,-0.0008165-0.00048017i
-0.00054635+0.0018603i,0.00031339+0.0012539i,0.00079163+0.00094638i,0.0013018+0.00082393i,0.00083267+0.00073995i,0.00038413+0.00053646i,-3.1451e-05-2.1544e-05i,-0.00036386-0.00060603i,-0.00065638-0.00075699i,-0.00067705-0.0010494i,-0.00059175-0.00022349i,-0.00069118+0.00016128i,-0.00061867+8.8025e-06i,-0.00044227+0.0013299i,9.1036e-05+0.002001i,-1.4742e-06+0.0015042i,-0.00057279+0.0017178i,-0.00056036+0.0018634i,0.00053812+0.0013947i,0.00068858+0.00063014i,0.00013444+0.00010328i,0.00026935+0.00050157i,3.0384e-05-4.1251e-05i
-0.00081291+0.0015351i,-0.00042964+0.0020568i,1.4954e-05+0.0027033i,0.00067636+0.0026136i,0.00030521+0.00069187i,0.00075247-0.00053583i,0.0011237-0.00013196i,0.00029974+0.00014631i,0.00025342-9.4999e-05i,0.00040735-0.00033641i,-0.00044844-0.00022945i,-0.00078194+0.00029879i,-0.00068061+0.00075579i,-0.00056627+0.00074397i,-0.00060854+0.00097696i,-0.00031041+0.0012408i,-0.0004093+0.00095903i,-0.00046531+0.00089251i,-0.00060188+0.00096771i,-0.00063034+0.0001501i,-0.00031942+0.00021524i,-0.00027527+0.00092466i,-0.00040796+0.00050453i
-0.00050469-0.00063548i,0.00010591+0.00014183i,-0.00026025+0.00071088i,-0.00075755+5.1589e-05i,-0.00072036-0.00017645i,-0.00042564-0.00046228i,-8.6421e-05-0.00058307i,-0.00057683-0.0005187i,-3.6416e-05-0.00044484i,0.00052548-0.00089182i,7.1703e-05-0.00055137i,8.0276e-05-0.00023884i,-0.00018424-0.00069308i,-0.0002153-0.00013188i,-0.00013199+0.0013399i,-0.0002405+0.0017513i,0.00012343+0.0016406i,-1.6768e-06+0.0014286i,-0.00067847+0.00079688i,-0.00055303+0.00013713i,-1.4764e-05+0.0002152i,-1.7301e-05+0.0002895i,0.0001361-0.00022267i
-0.00074986+0.00037983i,-0.0016507+0.00016741i,-0.0019879+0.0013962i,-0.00093535+0.0015784i,0.00015006+0.0003766i,0.00078121-0.00039509i,0.00083449-0.00049005i,0.00097996-2.0769e-05i,0.0015247-0.00034823i,0.00022958-0.00070217i,-0.0016056-0.00011366i,-0.0008918+0.00044104i,0.00013589+0.0006155i,0.00045058+0.0013701i,0.00067421+0.0022245i,0.00012537+0.0024046i,-0.00029252+0.0020204i,-0.00012311+0.0011741i,0.00035288+0.00028598i,0.00052243+3.2398e-06i,0.00029703-9.6082e-05i,4.3062e-05-3.409e-05i,-0.00010481+0.00020277i
-0.00022443+0.0025479i,0.00044813+0.0023631i,0.0017451+0.0021106i,0.0017496+0.0001833i,0.0019851-0.0013914i,0.0012229-0.0013975i,-0.00021669-0.0010954i,-0.0003277-0.00043107i,0.00038279+0.0003386i,0.00025642-9.3218e-05i,-0.0007524-0.00038145i,-0.0013435+0.00039837i,-0.0015431+0.0011581i,-0.0021554+0.0010943i,-0.0015184+0.0014357i,-0.00053844+0.0021666i,-0.00071467+0.0016763i,-0.00083335+0.00089611i,-0.000662+0.00029314i,-0.00012772+0.00020669i,9.4895e-05+0.00054037i,-5.1692e-05+0.00035524i,-0.00036942-0.0005517i
0.00080685-0.0002303i,0.00038535-0.00033799i,0.00032104+2.0253e-05i,0.00033951-0.00090937i,0.00024946-0.00097551i,-4.967e-05-0.00021839i,0.00031803-0.00048018i,0.00094193-0.00016688i,0.00078026-0.00015336i,-0.00033192-0.0011391i,-0.0012876-0.00091079i,-0.0012306+0.00042417i,-0.0015655+0.00036023i,-0.0016094+0.00026155i,-0.0015802+6.6961e-05i,-0.0015261-7.3284e-05i,-0.0014129+0.00023237i,-0.0011863+0.00054339i,-0.00077499+0.00031046i,-0.00010178+3.452e-05i,0.00047829-0.00047408i,0.00064503-0.00059435i,0.00024496+0.00010875i
-0.00095478-0.00024276i,-0.00086976-0.0012916i,-0.0010608-0.0015522i,-0.00084881-0.00065631i,-0.00010491+0.00039456i,0.0011922+0.00048801i,0.0020085+0.00013232i,0.001522+1.4633e-05i,0.00051629+0.00024709i,-0.00055731-0.00021323i,-0.00064325-0.00059817i,-0.00046039+0.00027903i,-0.00087701+0.00086338i,-0.001065+0.00075763i,-0.0010729+0.0012927i,-0.0010368+0.0018186i,-0.00082289+0.0016469i,-0.00058324+0.00080159i,-0.00011716+8.1595e-05i,0.00054113-4.2378e-05i,0.00081569-0.00020163i,0.00099893-0.00019827i,0.0011684+0.00055028i
-0.00026085+0.00069877i,-0.00062134+0.0010849i,-0.00067198+0.0014158i,5.1539e-05+0.0010982i,0.00089047+0.00071264i,0.0014326+0.0007427i,0.0013894-0.00015398i,0.00070373-0.0012669i,-0.00026353-0.0011242i,-0.00057888-0.0010721i,-0.00011662-0.00062866i,-0.00045219-0.00022069i,-0.0011258-0.00061304i,-0.0017655-0.00061464i,-0.0019318-0.00033279i,-0.0010899+4.7749e-05i,-0.00072926+0.00079912i,-0.00068049+0.00077947i,6.5062e-05+0.00078193i,0.00084101+0.0012928i,0.00093953+0.0013175i,0.00053855+0.00054499i,0.00015777-0.00076842i
0.0012789+0.0011991i,0.00040358+0.00058383i,0.0001319-0.00092274i,-4.5279e-05-0.00045699i,-0.00062738+0.00054084i,-0.00089256+0.00039685i,-0.00029112-0.0002415i,0.00033628-0.00091639i,1.8219e-05-0.0010598i,-0.00032554-0.00057465i,-0.00054884-0.00021978i,-0.0015675+0.00013127i,-0.0014244+0.00038514i,-0.00071471+0.00070666i,-0.0001727+0.0009566i,0.00022211+0.0014858i,0.00043639+0.0015043i,0.00039146+0.00070435i,9.2455e-05+0.00042616i,0.00078229-8.0314e-06i,0.00061058-9.3678e-05i,-0.00066006-9.2647e-05i,-0.00084987-0.0006911i
-0.0018985-0.00025399i,-0.0023625+0.00072643i,-0.0029683+0.00077342i,-0.0028961+0.00035743i,-0.0018023+0.00027855i,-0.00028461-0.00019913i,0.00069744-0.00038145i,0.00047389-0.00018848i,-0.00046151-0.00057531i,-0.00071463-0.00043575i,-0.0010433+8.7356e-05i,-0.00072846+5.8612e-05i,-2.4671e-05+0.00029747i,-0.00046443-0.00015341i,-0.00028027-0.00045833i,-0.00028611+0.00057596i,-0.00071023+0.00043515i,-0.0003356+0.0001165i,0.00038456+0.00068527i,0.00066397+0.00068138i,1.6478e-05+0.00047039i,-0.00019446+0.00062061i,-0.00055048+0.00092344i
-0.00041191-0.0017165i,-0.0004308-0.0021334i,-0.0016159-0.0022661i,-0.0021118-0.0015204i,-0.001151-0.0010615i,-0.00020008-0.00071455i,0.00046679-0.00046171i,0.0010049-0.00066379i,0.00095414-0.0010484i,4.5551e-05-0.0012564i,-0.00090155-4.7732e-05i,-0.0010208+0.00097486i,-4.5074e-05+0.001331i,0.0003988+0.001898i,0.00050532+0.0017901i,0.00022439+0.0015785i,-0.00043995+0.0010788i,-0.00043637+0.00058855i,-8.7282e-05+0.00037212i,-0.00010827-0.0002911i,7.6414e-05-0.00065387i,-0.00014937-8.002e-05i,-0.00022891+0.00017246i
0.00062259+0.00013843i,0.00031988-0.00034095i,0.0010553-0.00072101i,0.00025484-0.00095081i,-0.00074835-0.0010378i,-0.00092936-0.00082205i,-0.00055791-0.00054925i,0.00011375-0.00036273i,0.00050291-0.00082232i,0.00062745-0.00058425i,-3.8941e-05+1.4566e-05i,-0.00071052+0.00079473i,-0.0015462+0.0014683i,-0.0016245+0.0013477i,-0.0012421+0.0010012i,-0.0017089+0.0012509i,-0.001519+0.0016707i,-0.00019746+0.0017676i,0.00067479+0.0011623i,0.00029702+0.00077135i,-0.00084295+0.0013085i,-0.0008448+0.0010239i,-0.00027617+0.001211i
0.00076817-0.0018365i,0.00025111-0.0011995i,-0.00029477-0.0023751i,-0.0010423-0.0030782i,-0.00088862-0.0022296i,-4.2913e-05-0.00056891i,0.00029036+0.00040951i,0.0010417+7.2228e-05i,0.00091894-0.00056258i,-0.00041069-0.00068898i,-0.00092317-0.00018781i,-0.00028986+0.00085182i,-0.00071415+0.0022968i,-0.0017913+0.0025592i,-0.0013149+0.0019809i,-0.00058971+0.0010872i,-0.00048821+0.00069412i,-0.00062778+0.00048448i,0.00056248-0.00016017i,0.0011352-0.00028311i,3.4548e-05-0.00010272i,-0.00062385-0.00041903i,-0.00060891-0.00036904i
0.0028185-0.00079246i,0.0024504-0.00017732i,0.0024225-0.00023348i,0.00082215-0.0011074i,-0.00033619-0.0020271i,5.0723e-05-0.0010983i,0.00091549-8.1171e-05i,0.00085181-0.00035965i,0.00022061-0.00033104i,-0.0001598-0.00044167i,-0.00016067-0.00078192i,-0.0016932+1.5617e-05i,-0.00321+0.0017952i,-0.0025118+0.0024475i,-0.0015934+0.0021188i,-0.0011635+0.0017409i,-0.00090123+0.0011582i,-0.00030622+0.00082065i,0.00016697+0.00032664i,5.4376e-05+0.00031075i,0.00043766+0.00066493i,0.00061346+0.00048426i,-0.00044508+0.00057209i
0.00032325-0.0002617i,-0.00050078-0.0010734i,-0.0016638-0.001715i,-0.0020676-0.00047379i,-0.0016976+0.0014012i,-0.0006799+0.0013763i,-0.00026406+0.00027345i,0.00055141-0.00067993i,0.0014062-0.0014102i,0.00042951-0.0018737i,-0.0016818-0.00088986i,-0.0015529+0.00038392i,0.00011769+0.0010314i,0.0003132+0.00085252i,-0.00041463+0.00082658i,-0.00061155+0.0010471i,-0.00053331+0.0010212i,-0.00038026+0.0011092i,0.00037937+0.00068493i,0.00048869+0.00052855i,2.2085e-05+0.00084336i,0.00019668+0.00019159i,-5.8952e-05-0.00034008i
-0.00018421+0.00070019i,0.00096391+0.00010696i,0.0008819+0.00043469i,0.00082246+0.0002198i,0.0012823-0.00047329i,0.00079894-0.00089006i,-6.6953e-05-0.0010855i,7.0096e-06-0.0014569i,-1.6916e-05-0.00040891i,-0.00022119-0.00015719i,-0.00015586-0.00047098i,-0.00053962+0.00025891i,-0.0011757+0.00078402i,-0.00078265+0.0011015i,-0.00054985+0.0014798i,-0.00074522+0.0011591i,-0.00053176+0.0012126i,-0.00016776+0.0019391i,9.687e-05+0.0018789i,0.00054263+0.00098468i,0.00060582+0.00040463i,-0.00018006+3.1063e-05i,-0.00081313-0.00019808i
0.00015218+0.00073298i,0.00050489+0.00085967i,0.0011378+0.00077867i,0.00093843+0.00033591i,0.00066607-0.00065539i,0.00070496-0.0014923i,0.00060075-0.0010539i,0.0001422-0.00038297i,0.00045311-0.00034181i,0.0007234-0.00072635i,-0.00033397-0.00019422i,-0.00057489+0.00041286i,-0.00039103+0.00050129i,-0.00034094+0.00086077i,-0.00035962+0.0010014i,-0.00086846+0.00075115i,-0.00054373+0.00043706i,-0.00032003+0.00031478i,-0.00018244-6.8459e-05i,0.00016354-0.00085537i,0.00068015+0.00012469i,0.00026269+0.00086976i,-0.00085303+8.0901e-05i
-0.0024998-0.00087858i,-0.0028538-0.0001012i,-0.0031267+0.00048367i,-0.0019807+0.0015602i,-0.00061849+0.0018508i,0.00045055+0.0013183i,0.0010984+0.00070478i,0.00070066-0.00022603i,4.0307e-06-0.00076635i,-0.00023544-0.00079221i,-5.5842e-05-0.0005827i,9.2606e-05+2.6364e-05i,-0.00030994+0.00083546i,-0.0010827+0.0011333i,-0.0010207+0.00042975i,-0.00032147+0.00064279i,-0.00029162+0.00097008i,0.00020507+0.00056353i,0.00029953+0.00042982i,-0.00051737+0.00012137i,-0.00041792-0.00020458i,-0.00029247+8.6461e-05i,-0.00062376-0.00067183i
-0.0005115-0.00025063i,-0.00082393-0.0010987i,-0.00090036-0.0021065i,-0.0013067-0.0016418i,-0.0014395-0.00048443i,-0.00047459-0.00049596i,0.00041435-0.00091634i,0.00039255-0.00052015i,0.00097816-0.00056086i,0.00071088-0.0010348i,-0.00084728-0.00063504i,-0.0020813+0.00037576i,-0.0014723+0.0010489i,-0.00048994+0.0015235i,-0.00031409+0.0018404i,-0.00011199+0.0012601i,-0.0001251+0.00071367i,4.3584e-05+0.00083666i,0.00019291+0.00089077i,0.00012427+0.00063035i,0.00012856+0.00023659i,0.00039755-0.00012943i,0.00033816-0.00019661i
0.0018027-0.0002165i,0.0016601-0.0011329i,0.0013013-0.0016724i,0.00063394-0.0013458i,8.4849e-05-0.00059317i,-0.00024526-0.00012685i,-0.0002836-0.00019139i,-0.00019622-0.00060915i,-0.00016919-0.0013634i,-0.0004055-0.0016024i,-0.0010739-0.00094555i,-0.00090134+0.00037116i,-0.00014615+0.0013826i,-0.00048864+0.0017751i,-0.00064321+0.0015224i,-0.00059199+0.0014179i,-0.0010328+0.0010981i,-0.0013466+0.00083514i,-0.0011357+0.00040892i,-0.0006691+0.00024929i,0.00010587+0.0010124i,0.00075771+0.0017814i,0.00047772+0.0015985i
0.0012777+0.001242i,0.0012418+0.0015852i,0.0016836+0.0010788i,0.0013975-0.00051409i,0.00067613-0.00066297i,0.00020759-3.2926e-05i,0.00044645+0.00085933i,0.0007099+0.00083975i,0.0003301-0.00032106i,-0.00022357-0.00084166i,-0.00075699-0.00014124i,-0.0011966+0.0010981i,-0.0018528+0.0018454i,-0.0018189+0.0018935i,-0.00080564+0.0015264i,-0.00052911+0.0015876i,-0.00093357+0.0015251i,-0.00084614+0.00092769i,-0.00024241+0.00031623i,0.00033169-0.00025399i,0.00052277-0.00069563i,-3.5465e-05-0.00056541i,-0.00031327+0.00014682i
0.0013633-0.00042593i,0.001946-0.00053214i,0.001813-0.0023048i,-0.00043359-0.0032902i,-0.0017837-0.0034116i,-0.00093633-0.0016681i,0.00099116-0.00011971i,0.0023229+7.6174e-05i,0.0020384+4.4168e-06i,0.0010019-0.00052572i,3.0861e-05-0.00082232i,-0.00046774+0.00032837i,-0.00039979+0.0017512i,0.00023614+0.0019786i,0.00056186+0.0014461i,0.00064521+0.0011038i,0.0002692+0.00082536i,-0.00051626-0.00010882i,-0.00043403-0.00096031i,0.00045405-0.00064712i,0.00023538+0.0002053i,-0.00010613+0.00082955i,0.00014221+0.00094923i
0.00011234+0.00028911i,-0.00024978+0.00027765i,-0.00027186-0.0011958i,0.00019223-0.0013528i,8.3363e-05-0.0007452i,-1.5811e-05-0.00056602i,0.00047278-0.00077472i,0.00095398-0.0011753i,0.00038568-0.0014703i,-0.00052298-0.001797i,-0.0008142-0.0012644i,-0.00079067-0.00026029i,-0.00035321+0.00063272i,0.00040614+0.0010935i,0.00027964+0.00059502i,-0.0002674+0.00086999i,-0.00044859+0.0013404i,-0.00032925+0.00034624i,3.8186e-05+0.00066169i,0.00021318+0.00089535i,0.00018148+8.6695e-06i,0.0006394+5.4383e-05i,0.00010559+0.00071511i
-0.0017219+0.0013659i,-0.0010695+0.00088154i,-0.0012942+0.00093051i,-0.0005274+0.0018262i,0.00019308+0.0018481i,0.00035941+0.00016275i,0.00065064-0.0012954i,0.00044372-0.0011771i,-0.00038894-0.00095822i,-0.00043505-0.0012621i,-0.00055093-0.0011527i,-0.00071577-0.00050375i,-0.0011301+0.00027092i,-0.0015976+0.0004975i,-0.0010599+0.00087491i,-0.00058423+0.0012283i,-0.00065291+0.0011211i,-0.00033172+0.00085686i,0.00058988+0.00014802i,0.00099913-0.00036389i,0.00062738+0.00013059i,0.00010394+0.00063095i,-0.00010902+0.00040963i
0.00082047-0.0022738i,7.0157e-05-0.0022549i,-0.00061964-0.0015347i,-0.00051073-0.0012189i,0.00052839-0.0015239i,0.00064436-0.0010602i,0.00019461-0.00072849i,0.00063189-0.00079009i,0.00041334-0.00067336i,-0.00045562-0.00087785i,-0.001234-0.00052132i,-0.0011868+0.0001917i,-0.0011064+0.00089625i,-0.0011218+0.0012922i,-0.00095356+0.001868i,-0.00091816+0.0015633i,-0.0010526+0.001289i,-0.00067567+0.00044652i,-0.00024094-0.00073771i,-0.000373-0.00065734i,-0.00057963-6.1211e-05i,0.00015762+0.00013744i,0.00047077-0.00055626i
-0.00091811-0.0012848i,-0.00072204-0.0015274i,-0.0017684-0.0021668i,-0.0018571-0.0012605i,-0.001033+0.00024731i,0.00081844+0.00028084i,0.0016507-0.00017221i,0.00059148-5.4985e-05i,0.00047374-0.0002806i,8.1033e-05-0.0011754i,-0.00038685-0.00046011i,-0.0001226+0.00071177i,-0.00041304+0.00074229i,-0.0003711+0.0004139i,-0.00015882+0.0009287i,-0.00062398+0.00074796i,-0.0010692+0.00050611i,-0.00033927+0.00088821i,0.00034134+0.0011574i,0.00011579+0.00087184i,-0.0003148+9.381e-05i,-0.00085418-0.0003922i,-0.00090044-0.00045997i
2.6386e-05+0.00022319i,0.0011847-0.00018808i,0.0021724-0.00040313i,0.00057658-0.00074738i,-7.9485e-05-0.001236i,0.0011054-0.00099437i,0.00069724-0.00062977i,-0.00026893-0.00084535i,7.1037e-05-0.0018005i,-0.00010258-0.0021119i,-0.00072007-0.0011542i,-0.00095941+4.7785e-05i,-0.0012281+0.00052724i,-0.0018437+0.00078761i,-0.0012488+0.00044456i,-0.00021512+0.0001757i,0.00017477+0.0008128i,6.8233e-05+0.0016118i,8.2018e-06+0.00066772i,0.00074857-0.00042409i,0.0010181-0.00025784i,-6.6168e-05+0.0001653i,-0.0010271+9.1843e-05i
-0.00031563-0.00059849i,8.0784e-05-0.00034551i,0.00070694-0.00070302i,0.00047217-0.00047922i,-0.0001657-0.00034036i,-0.00023162-0.0003767i,0.00028862-0.00016916i,0.00091262+3.1081e-05i,0.0011428-0.00038578i,-0.00016592-0.0011401i,-0.0012022-0.00057176i,-0.001124+0.0005412i,-0.0015896+0.0012029i,-0.0017932+0.00096084i,-0.00089772+0.0011044i,-0.00059268+0.0013638i,-0.00089899+0.0014564i,-0.00044132+0.0012957i,0.00066377+0.0010354i,0.00079457+0.00074696i,0.00024954+0.00027449i,0.00027731+6.0622e-05i,0.00025564-4.6048e-05i
0.00076467+0.0023388i,2.488e-05+0.0021756i,0.00022904+0.0023673i,0.00057419+0.0023239i,0.0012271+0.0018285i,0.0011157+0.0010015i,-1.5827e-05+9.4706e-05i,0.00013312-0.00013349i,0.00077118-0.00063133i,7.9163e-05-0.0016796i,-0.0008673-0.0010763i,-0.0012404+0.00054166i,-0.0017634+0.0015215i,-0.001261+0.0015008i,-0.0002718+0.0011412i,-0.00034729+0.00060985i,-0.0011157+0.00080788i,-0.0011282+0.0012664i,-0.0004038+0.0010222i,0.00025462+0.00050309i,0.00015578-0.0002079i,-8.9293e-05-0.00047292i,0.00081094-0.00045652i
0.00071486+0.00074425i,-8.4357e-05-5.6578e-05i,-0.0005177-0.0006853i,-0.0001771-0.001757i,-0.00056749-0.0020639i,-0.00051859-0.0011897i,0.00039695-0.00031154i,0.00071632-5.5879e-05i,-0.00021183-0.00062382i,-0.0009007-0.0013655i,-0.00051927-0.0009667i,-0.00058044+0.00046843i,-0.00092146+0.0017241i,-0.00091522+0.0020815i,-0.00085127+0.0019036i,-0.0010404+0.0011055i,-0.0014695+0.001185i,-0.00076745+0.0017447i,-0.00015382+0.0010846i,-0.00059799+0.00012798i,-0.00055659-0.00025235i,0.000416-0.00043713i,0.00061785-0.00054636i
-0.0015543-0.00047182i,-0.0004539+0.0001122i,0.00089557+0.0001109i,0.00046455+0.00023133i,0.00033525+0.00028665i,0.0006016-0.00095402i,0.00067361-0.0015388i,0.0008485-0.00041188i,0.0011531-0.00013418i,0.00038736-0.00035209i,-0.00085697+0.00026063i,-0.0015681+0.00093886i,-0.002132+0.0012623i,-0.0015172+0.00081953i,-0.00043725+0.00076815i,-0.00044493+0.0011703i,-0.00088104+0.0016789i,-0.0012026+0.0011157i,-0.0006661-1.2964e-05i,0.00014914-9.478e-05i,0.00059113-8.3695e-05i,0.0008675-0.00056125i,0.00012915+0.00037801i
-0.0025546-0.0011214i,-0.0022165-9.9341e-06i,-0.0026323+0.0016254i,-0.0019967+0.0014795i,-0.0011097+0.0015755i,-0.0011286+0.001228i,-0.00011469+0.00056234i,0.0010782+0.00051226i,0.00098295+0.00036903i,3.0299e-05+1.229e-05i,-0.0007575+0.00022145i,-0.0005707+0.00041958i,-0.00038344+0.0007155i,-0.00071878+0.00093341i,-0.00042797+0.0013987i,-0.00040822+0.00099225i,-0.00063378+0.00075068i,-0.00081712+0.00087138i,-0.00055728+0.00046967i,-0.00030312+0.00024787i,-0.00036488+2.0332e-05i,-0.00038187-0.00017885i,-0.00013204+0.00044481i
0.0002445-0.0018499i,-0.00054372-0.00082742i,-0.00125-0.0014966i,-0.0014889-0.0013591i,-0.00073416-0.0015648i,4.4969e-05-0.0014297i,0.0006356-0.00075918i,0.00061217-0.00092869i,-0.00029223-0.0017358i,-0.00030906-0.0017283i,-0.0005908-0.00025664i,-0.00069982+0.00071531i,-3.8227e-05+0.0011698i,0.00013874+0.0016098i,0.00037009+0.00092859i,0.00052157+3.6754e-05i,0.00051635+0.00020798i,-6.5579e-05+0.0010802i,-0.00065993+0.0007529i,5.1309e-05+1.1264e-05i,0.00095483+0.00027417i,0.0009469+0.00031827i,-0.00034857-0.00035607i
0.0015339+0.0016315i,0.00097065+0.00027606i,0.0006229-0.00035045i,0.00082608-0.00043219i,0.0002655-0.00073842i,-4.7428e-05-0.00014406i,0.00073772+0.00053555i,0.0007532-0.00019851i,-0.00011819-0.0012831i,-0.00031231-0.0016864i,-0.00035689-0.00077908i,-0.00077568+0.00021911i,-0.0012314+0.00054732i,-0.0012712+0.0011367i,-0.00075895+0.0021002i,-0.00036265+0.0019027i,-0.00021364+0.0014446i,-0.00031434+0.0010112i,-0.00069035+8.2888e-05i,-0.0002964-0.00089655i,0.00079347-0.00028573i,0.001208+0.00068178i,0.00067497+0.00036186i
0.0018683-0.0005427i,0.0014051-0.0018089i,0.0011621-0.0026597i,0.00051696-0.002593i,-0.00031377-0.0022743i,-0.00056357-0.0017209i,-0.0002227-0.0012413i,2.2029e-05-0.001372i,-0.00023639-0.0018471i,-0.00079665-0.001946i,-0.00057043-0.0010387i,0.00013835+0.00049758i,-8.9978e-05+0.0013987i,-0.00074573+0.0017508i,-0.00086529+0.0014776i,-0.00054777+0.0012918i,-0.00058404+0.0012206i,-0.00087748+0.0012725i,-0.0010072+0.00062194i,-0.00082618+4.2286e-06i,0.00012086+6.1082e-05i,0.00088443-0.00013323i,0.00036246-0.00045268i
-0.0012073+0.0024776i,-0.00049265+0.0014573i,0.001027+0.0012891i,0.0021296+0.00077113i,0.0024283-0.00032592i,0.0017957-0.001455i,0.0011059-0.00164i,0.0011563-0.0012084i,0.00090118-0.00044128i,-0.00040737-0.00089395i,-0.0014689-0.0016405i,-0.0015546-0.00077784i,-0.0013845+0.00071299i,-0.0013724+0.0018661i,-0.00092388+0.0020345i,-0.00034469+0.00184i,-0.0012301+0.0014012i,-0.0017618+0.00066569i,-0.00020657+0.0005829i,0.00077912+0.0013013i,0.0004245+0.0019409i,0.0006903+0.0021907i,0.0006244+0.0010234i
0.00014249+0.00042244i,0.000685+0.00092118i,0.00080274+0.0016304i,0.00074826+0.00038535i,0.00073098-0.00038914i,0.00086883-0.0005715i,0.00090836-0.00025049i,0.00063783-0.00031513i,0.00050663-0.00039913i,5.8273e-05-0.00064387i,-0.00053169-0.00087111i,-0.00091146-0.00021919i,-0.0014028+0.0007051i,-0.0017026+0.001446i,-0.0012224+0.0015685i,-0.00067734+0.001774i,-0.00067961+0.0016936i,-0.00016005+0.0009243i,-0.00022677-8.1577e-05i,-0.00047128-0.00086841i,-0.0008301-0.0010311i,-0.00090215-0.00087085i,-0.00044322-0.0010208i
-0.0010259+0.0018066i,-0.0011493+0.00052194i,-0.001493+0.001067i,-0.00061764+0.0019624i,0.00012915+0.0014643i,5.6365e-05+0.0002212i,-9.2903e-05-1.8136e-05i,0.00066344+0.00012104i,0.00097577+6.6411e-05i,0.00016435+0.000303i,-0.001277+0.00027546i,-0.0013452+0.0004197i,-0.00010285+0.00028957i,-0.00044436+0.00018557i,-0.0009509+0.00091332i,-0.00047417+0.0013899i,-0.00058505+0.00059973i,-0.0010156-0.00044357i,-0.00075146-0.0009234i,-0.00069931-0.00059633i,-0.00062714-0.00012964i,-0.00033826+5.1677e-05i,-0.00028894-0.00064725i
