-0.0021318+0.00031859i,-0.0032448+0.0006639i,-0.00294+0.00097697i,-0.0012077+0.00066488i,-0.0013962+0.0008604i,-0.0018557+0.0010071i,-0.0013218+4.9983e-05i,0.00029365-0.00027296i,0.001168-0.00027374i,0.0011325-0.00011396i,0.00083393-2.3671e-06i,0.00042983-7.8309e-05i,0.00081806+0.00016087i,0.00044199+0.00044015i,-0.00031119+0.0003325i,-0.00069588+0.0002849i,-0.00085375+7.9266e-05i,-0.00074209-0.00020188i,-0.00030947+3.577e-06i,0.00010025+0.00053543i,0.00044647+8.759e-05i,9.4984e-05-0.00032761i,-0.00013375-0.00022422i
0.00070769+0.001569i,0.0012984+0.0023939i,-0.00022076+0.0030267i,-0.0007145+0.001095i,-0.0019188-0.0023383i,-0.0049499-0.0034976i,-0.0041994-0.0010788i,0.0018048+0.0025416i,0.0065688+0.0047858i,0.0073978+0.0051511i,0.0077718+0.0041377i,0.0082717+0.0021488i,0.0062208-0.00051839i,0.002545-0.0013673i,0.00064354-0.0008261i,0.00064857-0.00068804i,0.0006762-0.00029731i,-0.00027573+0.00023517i,-0.00010094+2.9371e-05i,0.00064658+0.00041123i,0.00091332-0.00035277i,0.00084703-0.0014484i,0.0016026-0.00060974i
-0.00064837-0.00076119i,-0.001174+0.00018211i,-0.0030589+0.00088782i,-0.0019473-0.00070174i,0.0018058-0.0051571i,0.0029565-0.008879i,0.0033503-0.0073724i,0.0084805-0.0019002i,0.014256+0.00052328i,0.013609-0.0012932i,0.010057-0.0018899i,0.0081097-0.0021933i,0.0057213-0.003322i,0.0010789-0.0021687i,-0.0011119+0.0011773i,0.00064591+0.003092i,0.0020204+0.0031011i,0.0019464+0.0026487i,0.0026149+0.0018656i,0.0034131+0.00090738i,0.003386-2.5069e-05i,0.0025607-0.00012839i,0.0014603+0.0006042i
0.00044303-0.0020775i,-0.00075008-0.001004i,-0.0027959-0.0021084i,-0.00049356-0.0024094i,0.0059176-0.002411i,0.0096133-0.0051462i,0.0087907-0.0072593i,0.010152-0.0048066i,0.015333-0.0051033i,0.015171-0.007955i,0.0078726-0.0064828i,0.001696-0.0022993i,-0.00083121-0.00025769i,-0.0026301+0.00055964i,-0.0023485+0.001897i,0.00077786+0.0017915i,0.0032067+0.00031364i,0.0027394-0.0010186i,0.0015741-0.00072192i,0.0013353-0.0002276i,0.00069598-0.0002531i,0.00021907+0.00014486i,-4.908e-05+0.0011986i
-0.0032404-0.0040115i,-0.005309-0.0042191i,-0.0054834-0.0051131i,-0.0034367-0.00030076i,0.0016551+0.0054064i,0.0074237+0.0035046i,0.0090344-0.0020822i,0.0074918-0.0054953i,0.0066907-0.0078639i,0.0050876-0.0097995i,6.6914e-05-0.0055212i,-0.0036637+0.0034173i,-0.0036856+0.0075729i,-0.0020421+0.0061916i,-0.0011614+0.0036554i,-0.00085166+0.0015256i,-0.00060384-0.00055828i,-0.00126-0.0022681i,-0.0010788-0.002168i,-0.00045371-0.00073652i,-4.5185e-05+0.00071741i,0.00022752+0.0010152i,-0.00020222+0.001796i
-0.0041342-0.0052406i,-0.0035649-0.004992i,-0.0021726-0.0030011i,-0.0024813+0.0037152i,-0.0019459+0.011129i,0.0022295+0.011961i,0.0046885+0.0074099i,0.00044181+0.0027012i,-0.0037186-0.00014124i,-0.0044452-0.00071187i,-0.004983+0.0014024i,-0.0046817+0.0059287i,-0.0018277+0.008463i,0.0014533+0.0062495i,0.0015592+0.0018492i,-0.00095911-0.00082129i,-0.0028-0.0010206i,-0.0031653-0.00032567i,-0.0020547+0.0005225i,-0.0013407+0.0014375i,-0.0014819+0.0024963i,-0.0011631+0.0030307i,-0.001191+0.0023687i
0.0030567-0.0026165i,0.004389-0.0024884i,0.0030101-0.00049518i,-0.0033437+0.0060179i,-0.0095845+0.01164i,-0.0074624+0.013575i,-0.0033316+0.012079i,-0.0051643+0.010745i,-0.0082396+0.012396i,-0.0068719+0.012231i,-0.0037866+0.0090101i,-0.00094332+0.006135i,0.002319+0.0038973i,0.0030028+0.00033148i,0.0008517-0.002572i,-0.0016964-0.0019395i,-0.0025675-0.00041483i,-0.0014661+0.00028153i,-0.00093911+0.0010919i,-0.00074079+0.0020937i,-0.00027644+0.0018659i,-0.00075471+0.0008458i,-0.00077089+0.00020013i
-0.0010625+0.0017806i,0.00039232+0.004009i,-0.0016201+0.0069156i,-0.0088288+0.0068665i,-0.015275+0.0039216i,-0.013226+0.0053061i,-0.0067609+0.010692i,-0.0035594+0.014945i,-0.0028954+0.018873i,-0.00075942+0.019241i,0.0018794+0.011365i,0.0021734+0.0025399i,0.0023861-0.0027937i,0.0021791-0.0057569i,0.00017888-0.0053374i,-0.0019085-0.0030205i,-0.00087262-0.0013327i,0.0013799-0.00070138i,0.0021482-9.188e-05i,0.0016286+0.00055245i,0.00071743+0.00068393i,-0.00011784+0.00074792i,0.00017168+0.00033518i
0.0017604+0.0034456i,0.0013856+0.0054232i,-0.0024065+0.0071346i,-0.011235+0.0017905i,-0.016382-0.0079642i,-0.014443-0.0086816i,-0.0086703+0.00039965i,-0.0013488+0.007508i,0.0051668+0.01087i,0.0083966+0.010701i,0.0072834+0.0049785i,0.0026143-0.0026478i,-0.0012445-0.0076862i,-0.002975-0.0087563i,-0.0031407-0.006497i,-0.0015574-0.0037361i,-0.00014424-0.0033395i,0.0013345-0.0029867i,0.0020768-0.0016705i,0.0010627-0.00085036i,-0.0001426-0.00042905i,-0.00060866+0.00017131i,-0.00063124+0.000268i
-0.0015326+0.0010089i,-0.0045187+0.0023264i,-0.0096451+0.00028184i,-0.012174-0.008852i,-0.0091042-0.018274i,-0.0071805-0.018154i,-0.0061328-0.01043i,0.00022661-0.0053999i,0.0078189-0.0066516i,0.0089336-0.0074653i,0.0041957-0.0063699i,-0.0012385-0.005799i,-0.0051439-0.0047374i,-0.0060489-0.0027901i,-0.00333-0.0013022i,-0.00078401-0.0016701i,-0.00070689-0.002709i,-0.00095717-0.0023208i,-0.0005703-0.0018986i,-0.00069915-0.0028337i,-0.001168-0.0034059i,-0.00076087-0.0022442i,-3.4641e-05-0.0002077i
-0.0048973-0.0008764i,-0.0081687+0.00030438i,-0.011843-0.0043557i,-0.00744-0.012366i,0.0039215-0.01654i,0.0073243-0.015418i,0.0015935-0.014131i,-0.0011109-0.017027i,-0.00025538-0.021828i,-0.0011276-0.021032i,-0.0034406-0.012744i,-0.0034739-0.0035684i,-0.0029244+0.0018172i,-0.0021175+0.0042659i,-0.0011189+0.0029942i,-0.0004003-0.0004692i,0.0007195-0.0020565i,0.00024894-0.0012791i,-0.0022556-0.00010399i,-0.0029278-0.00019736i,-0.0019254-0.00012445i,-0.00090297+0.00074489i,-0.00016989+0.0013455i
-0.0062863+0.0001878i,-0.0083379-0.0032582i,-0.0063476-0.0094759i,0.005186-0.012914i,0.018656-0.010382i,0.019319-0.0097528i,0.0071614-0.013598i,-0.0043952-0.017624i,-0.010603-0.019975i,-0.012688-0.016858i,-0.0099528-0.0080355i,-0.0036387+0.0012526i,0.0019907+0.0064481i,0.0046686+0.006023i,0.0046206+0.0020225i,0.0039711-0.00097585i,0.0029948-0.00085874i,0.0017755-6.1501e-07i,1.8819e-06+0.00058077i,-0.0017852+0.00046715i,-0.0018485+0.00040199i,-0.00025149+3.5645e-06i,-6.0602e-05-0.00023638i
-0.0016911-0.0047326i,-0.0011459-0.0085802i,0.0041465-0.013589i,0.014292-0.010424i,0.021866+0.0006897i,0.019799+0.0030912i,0.010139-0.0046232i,-0.0020503-0.0085396i,-0.011208-0.0051404i,-0.013052-0.0010147i,-0.0076621+0.0020317i,0.0013165+0.0036929i,0.0086087+0.0023583i,0.010321-0.00038606i,0.0074102-0.0017804i,0.0047416-0.0014309i,0.0034508-0.0004186i,0.0014483-2.3904e-05i,0.00083676+0.00052375i,0.0015857+0.0014755i,0.0013792+0.0015617i,0.00051738+0.00054059i,-0.00051022-0.00027113i
0.0020079-0.0030453i,0.004095-0.0056931i,0.011758-0.0050508i,0.01808+0.0052876i,0.015338+0.01741i,0.010122+0.016264i,0.0083436+0.0066553i,0.006289+0.0053442i,0.0042033+0.011952i,0.0045101+0.014017i,0.0059118+0.0085995i,0.006985+0.0022946i,0.0085953-0.0025206i,0.0082468-0.00605i,0.0047565-0.0063086i,0.0018065-0.0034512i,0.00047487-0.00053341i,-0.00026323-0.00056535i,-2.0077e-05-0.0013518i,0.0008668-0.00056786i,0.0014995-0.000482i,0.00095443-0.00086024i,-0.00047074-0.00070985i
0.0026797+0.0020681i,0.0090327+0.0030658i,0.015364+0.0094207i,0.013597+0.020617i,0.0049582+0.026092i,0.0015598+0.019817i,0.0081253+0.010661i,0.01752+0.008488i,0.024036+0.010935i,0.024964+0.0096514i,0.019593+0.0032916i,0.012089-0.0024455i,0.0069127-0.0054926i,0.0029007-0.0062167i,0.0005881-0.0043053i,-3.6824e-05-0.001408i,-0.00080531+9.5292e-05i,-0.001414-0.00016729i,0.00017035-0.00095071i,0.0023047-0.0011549i,0.0028323-0.0011595i,0.0022715-0.00097195i,0.0018475-0.00095296i
-0.00016112+0.0043052i,0.0033746+0.0091015i,0.004054+0.020406i,-0.0027257+0.028713i,-0.011128+0.025339i,-0.009389+0.016121i,0.0039279+0.0095635i,0.018255+0.0044954i,0.026745-0.0014488i,0.02664-0.0061581i,0.018193-0.0073673i,0.0074173-0.0059908i,-1.4397e-05-0.0043471i,-0.0033331-0.0017809i,-0.0025922+0.0014397i,-0.0004935+0.0027092i,-0.00045923+0.0018393i,-0.0010256+0.00052485i,-0.0013617-0.00093731i,-0.00068302-0.0007568i,4.1604e-05+0.00012432i,0.0006594+2.3184e-05i,0.001353-0.00020602i
-0.0017801+0.0047855i,-0.0038474+0.012484i,-0.011862+0.022727i,-0.021564+0.025583i,-0.023502+0.015698i,-0.015025+0.0056065i,-0.0016919+0.0044424i,0.0093219+0.0012257i,0.012617-0.0085567i,0.0081285-0.014523i,0.0012566-0.011079i,-0.0026783-0.003094i,-0.0047595+0.0028814i,-0.004745+0.0052317i,-0.0024559+0.0060411i,-0.00011434+0.0047161i,0.00075903+0.0019477i,0.00034948-0.00071257i,-0.00067931-0.00088962i,-0.00091348+0.0007559i,0.00014353+0.0018733i,0.001088+0.0023414i,0.0018484+0.0014006i
-0.0040996+0.0023293i,-0.01072+0.006193i,-0.024243+0.010176i,-0.034205+0.0067093i,-0.028753-0.0022517i,-0.015095-0.0056588i,-0.005654-0.00012005i,-0.0033297+0.0023466i,-0.0070142-0.0018744i,-0.01287-0.0032443i,-0.01348+0.001716i,-0.0096243+0.0077491i,-0.0049104+0.010767i,-0.00091736+0.010265i,0.000508+0.0072223i,0.0008939+0.0029451i,0.00019023-0.0014025i,-0.00033537-0.0032485i,-0.00012331-0.0017646i,-5.4701e-05+0.00068481i,-0.00031913+0.0020766i,-0.00024024+0.0017721i,0.00019815+0.0012791i
-0.00060562-4.6164e-05i,-0.009378-0.002735i,-0.020053-0.011087i,-0.026102-0.019073i,-0.019703-0.021908i,-0.0089707-0.015133i,-0.0083784-0.0024084i,-0.013593+0.007597i,-0.015611+0.013866i,-0.014491+0.017764i,-0.01072+0.018058i,-0.0046674+0.01466i,0.0010241+0.010247i,0.0043941+0.0058031i,0.0041801+0.0020907i,0.0015224-0.001081i,-0.00051363-0.003397i,-0.00047695-0.0038359i,0.00096736-0.0021041i,0.0013967-0.00029094i,7.6806e-05+0.0004092i,-0.0011851+0.00077728i,-0.0016226+0.0009952i
-0.0039544-0.0011148i,-0.0092555-0.010178i,-0.014813-0.023829i,-0.015445-0.034072i,-0.0086473-0.03116i,-0.0039931-0.017829i,-0.008899-0.0044675i,-0.013629+0.0080227i,-0.0077127+0.020135i,0.0028963+0.024967i,0.0065688+0.018778i,0.0059023+0.0083142i,0.0070625+0.0010541i,0.0062194-0.0028501i,0.0014526-0.0045966i,-0.0022895-0.004475i,-0.0023295-0.0033852i,-0.00040236-0.0012107i,0.0013966+0.00034918i,0.0017816+0.0002058i,0.00078854+0.00082237i,0.00011126+0.0014112i,-0.00013513+0.0019923i
0.001114-0.0051181i,0.0023767-0.014997i,0.0070692-0.029621i,0.011321-0.037516i,0.010729-0.029902i,0.004867-0.016285i,-0.0037593-0.0072118i,-0.0062052-7.9595e-05i,0.0041412+0.0071906i,0.016734+0.0066995i,0.017486-0.00039022i,0.010729-0.0059085i,0.0056181-0.0084882i,0.001231-0.009055i,-0.0031637-0.006564i,-0.0036795-0.0023554i,-0.00062915-4.4633e-05i,0.0021176+0.000822i,0.0029569+0.000176i,0.0016141-0.00081543i,0.00048992-0.00086501i,0.00059382-0.00059596i,0.00038257-0.00031581i
0.0047642-0.0025808i,0.012457-0.0077826i,0.024951-0.015007i,0.032658-0.01845i,0.028415-0.014933i,0.014899-0.0089107i,0.0031544-0.0085371i,0.00051918-0.011446i,0.0047711-0.013565i,0.007966-0.016485i,0.0048348-0.019237i,-0.00019285-0.01767i,-0.0039037-0.012531i,-0.0070142-0.0074551i,-0.0070975-0.0025186i,-0.0032713+0.00015813i,0.00096449+0.000569i,0.0024696+0.0013329i,0.0024624+0.0013724i,0.0017174+0.00059513i,0.00059289+0.00010828i,-5.6579e-05-0.001067i,0.00040922-0.0016605i
0.0029073+0.0028585i,0.011961+0.0058299i,0.02564+0.0097381i,0.035046+0.0091649i,0.03203+0.0045157i,0.018093-0.0005271i,0.006425-0.0083465i,0.00045299-0.0175i,-0.0074894-0.022391i,-0.015208-0.021252i,-0.017652-0.014947i,-0.013678-0.0079869i,-0.0086862-0.0029794i,-0.0063827+0.00015617i,-0.0033348+0.00064287i,0.00066211-0.0010079i,0.0025824-0.0019897i,0.0020571-0.0010785i,0.00074178+0.00044999i,-8.3032e-05+0.0013104i,0.00020272+0.00068478i,0.00018321-3.8526e-05i,-0.00042166-0.00030631i
-0.0022277+0.0023572i,0.00326+0.011188i,0.011432+0.025294i,0.020301+0.033176i,0.022891+0.027137i,0.016691+0.012177i,0.010797-0.0019119i,0.0047367-0.010416i,-0.0096118-0.011257i,-0.02266-0.0026725i,-0.020927+0.0070767i,-0.010831+0.0097134i,-0.0039863+0.0084722i,0.00020466+0.0059245i,0.0030065+0.0017497i,0.00272-0.0018875i,0.0014113-0.00337i,-5.4098e-05-0.0018408i,-0.00054534+0.0013155i,0.00016319+0.0023367i,0.00021078+0.0012626i,-0.00053282+0.00075882i,-0.00085327+0.00062105i
-0.0032235+0.0012375i,-0.0036925+0.011715i,-0.0055625+0.028735i,-0.0028424+0.0409i,0.0043552+0.035859i,0.0091322+0.017344i,0.011105+0.0027721i,0.0098608-0.0011159i,0.0015563+0.0040935i,-0.0052609+0.015358i,-0.0017596+0.020404i,0.0046532+0.016005i,0.0078034+0.0094166i,0.0083363+0.0019257i,0.005337-0.0049176i,0.001335-0.0069209i,-0.00076852-0.0046788i,-0.0022573-0.0015521i,-0.0028093+0.0014864i,-0.0020935+0.0024828i,-0.00035941+0.0022606i,0.00039635+0.002036i,0.0002128+0.001815i
-0.0050647+0.0018257i,-0.013593+0.0082903i,-0.026759+0.018272i,-0.030272+0.029444i,-0.01847+0.031961i,-0.0034263+0.020012i,0.0072364+0.0088358i,0.013394+0.0067308i,0.01945+0.0079326i,0.02423+0.0091947i,0.022562+0.0074439i,0.016465+0.0030599i,0.011909-0.00073702i,0.0087129-0.004853i,0.0044238-0.0073354i,0.00081826-0.0053258i,-0.00031067-0.0025754i,-0.00056144-0.0017497i,-0.0016956-0.0020334i,-0.0018979-0.0015254i,-0.00075754-0.00077695i,-1.5519e-06-0.00031017i,0.00048928+0.00030271i
-0.007601+0.0011957i,-0.0182-0.0011307i,-0.033673-0.00090165i,-0.04149+0.0085887i,-0.033077+0.0196i,-0.013184+0.017819i,0.0032714+0.011266i,0.013284+0.0076703i,0.024171-0.0011786i,0.030325-0.014807i,0.022859-0.019717i,0.010847-0.014059i,0.004662-0.0088893i,0.0020099-0.0070305i,0.0003289-0.0037038i,0.00032511-0.00017442i,0.00078424-0.00037777i,-7.539e-05-0.0021056i,-0.001842-0.0022177i,-0.0029019-0.0011833i,-0.0028626-0.00051669i,-0.0021406-0.0011635i,-0.00062656-0.0021134i
-0.0017025-0.0042886i,-0.0071455-0.01448i,-0.017045-0.024831i,-0.031475-0.022788i,-0.036068-0.0096568i,-0.022129+0.0023203i,-0.0051884+0.0069078i,0.0049629+0.0033075i,0.010885-0.010305i,0.0093436-0.025614i,-0.0002974-0.026856i,-0.0056096-0.014938i,-0.0036323-0.0041908i,-0.0012187+0.0012628i,0.0018569+0.0048264i,0.0055545+0.0049118i,0.0064275+0.0015314i,0.0036809-0.0012862i,-7.8581e-05-0.0026039i,-0.0023384-0.0020637i,-0.0024462-0.0011783i,-0.0021955-0.0015785i,-0.0025224-0.0014525i
0.0016377-0.0056968i,0.0033479-0.013236i,0.00086385-0.024889i,-0.012445-0.031212i,-0.024927-0.024507i,-0.020598-0.0081487i,-0.0097447+0.0028738i,-0.0058475+0.0024372i,-0.0079482-0.0036757i,-0.014378-0.0079274i,-0.018726-0.0048305i,-0.013346+0.0018748i,-0.0042999+0.0066961i,0.002464+0.01041i,0.0076444+0.010866i,0.008774+0.0069053i,0.0061271+0.0026733i,0.0036734+0.00014125i,0.0020998-0.0007214i,0.00030914-0.00046111i,-0.00083563+0.00010249i,-0.0013987+0.0014281i,-0.0021156+0.002156i
0.0050061-0.001176i,0.013476-0.0064716i,0.020466-0.017462i,0.013003-0.029906i,-0.0046459-0.032144i,-0.014244-0.018305i,-0.013028-0.0020766i,-0.011+0.0053064i,-0.012264+0.012685i,-0.011831+0.021275i,-0.0067312+0.022772i,0.000388+0.017273i,0.0045833+0.011306i,0.0066238+0.0081146i,0.0078558+0.0053498i,0.0060086+0.0021524i,0.0030244-0.00048038i,0.0022451-0.0014769i,0.0029574-0.0010371i,0.003149-0.0013133i,0.0027807-0.0004157i,0.0023178+0.0016545i,0.0012553+0.0024887i
0.006474+0.0028845i,0.014613+0.0073164i,0.024004+0.0068274i,0.02377-0.0079574i,0.013283-0.026105i,-0.0013557-0.023768i,-0.0097271-0.0085581i,-0.0087124+0.0031001i,-0.0022539+0.016486i,0.0091348+0.027722i,0.01721+0.02362i,0.015412+0.010893i,0.0091665+0.0016193i,0.0029891-0.0029829i,-0.0022955-0.0033208i,-0.0053595-0.00077153i,-0.0054367+0.00089693i,-0.0019523+0.00059298i,0.0027053-0.0006209i,0.0054299-0.0025901i,0.0054565-0.0032123i,0.0045434-0.0028431i,0.0036921-0.0020865i
0.0026936+0.0049823i,0.0050734+0.012718i,0.0089792+0.01673i,0.016272+0.0039177i,0.019341-0.01591i,0.0074557-0.021334i,-0.0048167-0.012224i,-0.0034428-5.5823e-05i,0.0069863+0.0083864i,0.019869+0.0092098i,0.023574+0.0015864i,0.013875-0.0043475i,0.0019849-0.004831i,-0.0065938-0.005111i,-0.012428-0.0030428i,-0.012592+0.001718i,-0.0088575+0.0036612i,-0.0059864+0.00091589i,-0.002192-0.001956i,0.00097044-0.0027116i,0.0023197-0.0032306i,0.0027675-0.0034683i,0.0024175-0.0038115i
-0.0036157+0.0067692i,-0.0089519+0.014486i,-0.009904+0.021116i,0.0046824+0.016846i,0.021448+0.00149i,0.016895-0.012374i,0.0022805-0.013772i,-2.5894e-05-0.0075181i,0.0058427-0.0057687i,0.0075979-0.01045i,0.0025752-0.014418i,-0.0033988-0.010952i,-0.0072917-0.004721i,-0.01131-0.00087835i,-0.013279+0.0024654i,-0.0087668+0.0046414i,-0.0034661+0.004033i,-0.0017303+0.002734i,-2.1621e-05+0.0013334i,0.0013186-0.00108i,0.001339-0.0030149i,0.00044508-0.0035044i,-0.00038536-0.0038725i
-0.0070766+0.00075074i,-0.017012+0.00083478i,-0.022447+0.0031009i,-0.0081925+0.0073217i,0.015802+0.0069193i,0.02296-0.0032656i,0.013208-0.011685i,0.004774-0.011657i,-0.00048053-0.012386i,-0.0093077-0.013651i,-0.015998-0.0086819i,-0.013241-0.0011853i,-0.0059106+0.0017689i,-0.0021995+0.0021011i,-0.00077141+0.0015235i,0.00066843-0.0010841i,0.00076902-0.0037432i,3.4968e-05-0.0023932i,-0.00028445+0.0015327i,-0.0001297+0.0039758i,0.00021172+0.0039651i,8.7506e-05+0.0036953i,0.00022842+0.0028208i
-0.0084445-0.0033613i,-0.013714-0.010719i,-0.015561-0.01216i,-0.0057231+0.000252i,0.013312+0.013483i,0.025092+0.0072185i,0.019978-0.0060631i,0.0084594-0.010432i,-0.0021371-0.0085323i,-0.011609-0.00097097i,-0.012586+0.0085783i,-0.0047329+0.010866i,0.003972+0.0058603i,0.0093938-0.00058314i,0.011188-0.0073783i,0.0081983-0.011982i,0.0040718-0.011468i,0.0024716-0.0068206i,0.0019893-0.00077759i,0.0021027+0.0039909i,0.0025424+0.0057734i,0.0017819+0.0065398i,0.0016568+0.0063598i
-0.0008707-0.0072308i,0.00015081-0.017254i,0.0017237-0.022468i,0.0027061-0.0072842i,0.0072768+0.016232i,0.018008+0.018148i,0.020674+0.0014643i,0.012858-0.0084536i,0.0047487-0.0041186i,0.0022575+0.0051736i,0.0059741+0.0093723i,0.0089454+0.0062088i,0.0089386+0.00056676i,0.0091237-0.0067311i,0.0077693-0.014047i,0.0030614-0.015161i,-0.00081786-0.010409i,-0.00095122-0.0051658i,0.00059359-0.00033333i,0.0037938+0.0038026i,0.0065071+0.0055494i,0.0062184+0.0058547i,0.0051119+0.0056438i
0.0069451-0.0039474i,0.016261-0.010391i,0.023719-0.013008i,0.016843+0.00035102i,0.0045933+0.019936i,0.0065221+0.024474i,0.013946+0.010728i,0.013248-0.0025371i,0.010272-0.0042297i,0.011557-0.0030966i,0.012539-0.0054269i,0.0093816-0.0058417i,0.0046044-0.0041666i,0.0015995-0.006107i,-0.0004163-0.0088436i,-0.0021933-0.0069498i,-0.001175-0.0032169i,-0.00017296-0.0011483i,-0.00079555+0.00038614i,0.00086799+0.001668i,0.0025607+0.0019326i,0.002029+0.0021816i,0.0011617+0.002613i
0.0052458+0.0019285i,0.016527+0.007672i,0.023185+0.0149i,0.011534+0.021407i,-0.0070133+0.027552i,-0.008316+0.030038i,0.0043081+0.021294i,0.0088241+0.0087779i,0.0060165+0.0019075i,0.0032332-0.0053556i,-0.00084944-0.010629i,-0.0035985-0.0072933i,-0.0036334-0.00064775i,-0.003557+0.0034682i,-0.0031811+0.0057374i,-0.00056449+0.0071759i,0.0024289+0.005744i,0.0021334+0.0037702i,-0.00026704+0.0017053i,-0.0031354-0.0011149i,-0.0041439-0.0027391i,-0.0032143-0.0023739i,-0.0028503-0.00096984i
0.0076774+0.0088243i,0.010344+0.018737i,0.010185+0.029398i,-0.003185+0.028015i,-0.021472+0.021207i,-0.025017+0.021809i,-0.012513+0.022834i,-0.00059398+0.016785i,0.00081673+0.008994i,-0.0045825+0.0030418i,-0.010002+0.00036027i,-0.0090913+0.0026271i,-0.0037861+0.0048784i,0.0001668+0.0070863i,0.0038532+0.010524i,0.0063806+0.0094233i,0.0059076+0.0042393i,0.0031697+0.0011025i,-0.0021631+2.5956e-05i,-0.0082017-0.00047166i,-0.010382-0.00018828i,-0.0095141+0.00037283i,-0.0084433+0.0010338i
0.00093986+0.0080954i,-0.0049126+0.018673i,-0.016754+0.027099i,-0.029088+0.020753i,-0.036957+0.0071308i,-0.034961+0.0066844i,-0.019795+0.016753i,-0.0040587+0.020864i,5.2453e-05+0.017735i,-0.0025977+0.014577i,-0.0032919+0.012818i,-0.0012667+0.0095169i,0.00038738+0.0045048i,0.0028866+0.0031773i,0.0067998+0.0040587i,0.0080098+0.0024086i,0.0046241+0.00038698i,0.00084897-0.00063723i,-0.0029785-0.0010246i,-0.0074919-0.00051102i,-0.0093563+0.00035938i,-0.0083073+0.00043473i,-0.0059345-0.00029754i
-0.004473-0.00049144i,-0.021557+0.002642i,-0.039067+0.00039375i,-0.046602-0.0092189i,-0.042639-0.019061i,-0.033378-0.014582i,-0.020461+0.0027483i,-0.0048746+0.01439i,0.0055604+0.013687i,0.010809+0.0084426i,0.012925+0.0042556i,0.0092334+0.00043008i,0.0039346-0.0026801i,0.001381-0.0040388i,0.00022224-0.0046848i,-0.0024913-0.0046992i,-0.0052923-0.0029958i,-0.0057446-0.0019587i,-0.0038476-0.0014652i,-0.0012286+0.00055942i,-0.00071092+0.0021587i,-0.00076516+0.0020459i,0.00086004-0.00011614i
-0.0081398-0.0050255i,-0.020558-0.013235i,-0.031196-0.025037i,-0.03114-0.035607i,-0.022974-0.040141i,-0.016591-0.032515i,-0.012898-0.014863i,-0.0054656-0.0027687i,0.0058758-0.0028355i,0.013853-0.0087634i,0.013081-0.013282i,0.0067494-0.011786i,0.0013914-0.0075233i,-0.0020345-0.006846i,-0.0058726-0.006907i,-0.0073595-0.003566i,-0.0045527-0.00097018i,-0.0014482-0.00066043i,0.0011738-0.0008938i,0.0034288-0.003236i,0.004032-0.0056895i,0.0033864-0.005088i,0.0031584-0.0041203i
-0.003046-0.0089682i,-0.0051973-0.022815i,-0.006128-0.038477i,-0.0028448-0.045744i,0.0036084-0.044919i,0.0030864-0.036992i,-0.0052641-0.024713i,-0.0088789-0.015791i,-0.0039859-0.015294i,-0.00025674-0.018703i,-0.0015322-0.01778i,-0.0037175-0.0099206i,-0.0027148-0.0027685i,-0.0027878-0.0010066i,-0.0060444-0.00047446i,-0.0059894+0.00080693i,-0.0025058+0.00048356i,0.0004726-0.0014392i,0.0033746-0.0039306i,0.0070415-0.0069995i,0.0083868-0.0091815i,0.0060099-0.0082455i,0.0033593-0.0055613i
0.0081691-0.0040037i,0.017506-0.016011i,0.028369-0.030981i,0.033141-0.038861i,0.031264-0.035786i,0.019002-0.029854i,-0.00016241-0.02453i,-0.012234-0.019183i,-0.012531-0.015825i,-0.010306-0.011195i,-0.010468-0.002998i,-0.006743+0.0043154i,-8.341e-05+0.0058755i,0.0019996+0.0037304i,0.0016163+0.0016438i,0.0030559-0.0012487i,0.0046283-0.0044966i,0.0042425-0.0052543i,0.0028822-0.005546i,0.0024048-0.0062654i,0.0020995-0.006345i,0.0010628-0.004596i,-0.00041368-0.0010097i
0.0083791-0.004808i,0.018355-0.0036814i,0.031445-0.0059319i,0.038482-0.0078224i,0.035837-0.007125i,0.02414-0.0082524i,0.0057474-0.012077i,-0.0078843-0.011182i,-0.011199-0.0051972i,-0.0083525+0.0041264i,-0.0020396+0.012335i,0.0041471+0.013054i,0.0062996+0.0081774i,0.0061069+0.0027919i,0.006329-0.00077989i,0.0057573-0.0025396i,0.0038201-0.0022196i,0.0018191-0.0014787i,6.3456e-05-0.0014082i,-0.00045679-0.0008246i,0.0012525-0.00030656i,0.0019465+0.00076121i,0.0020033+0.0033072i
0.0042534+0.0067219i,0.012801+0.014474i,0.023255+0.02193i,0.031811+0.02117i,0.034531+0.014467i,0.025626+0.0034336i,0.012265-0.0062564i,0.0036742-0.0055479i,0.0021434+0.0042245i,0.0072566+0.011983i,0.012749+0.0096775i,0.01262+0.0018244i,0.0089728-0.00263i,0.0069807-0.0037589i,0.0054193-0.0056224i,0.0023143-0.0047653i,0.00013079-0.001265i,-0.00041752+0.00062784i,-0.00066566+0.0041782i,-0.00042146+0.0090298i,0.001237+0.010075i,0.0026824+0.0078883i,0.0029938+0.0048952i
