-0.002455-0.00017916i,-0.002806-0.0005823i,-0.0036357-0.00065688i,-0.0040839+0.00018178i,-0.0043615+0.0010293i,-0.0028252+0.0010332i,-0.0015043+0.0011204i,-0.0011432+0.0016997i,-0.00046408+0.0011829i,-0.00080648+0.0010701i,-0.0013484+0.0011559i,-0.0017242+0.0010303i,-0.0019378+0.00087028i,-0.0011797+6.9173e-05i,-0.00053968-0.00028423i,9.5555e-05-8.4665e-05i,0.00046316+0.00064555i,0.00030411+0.00095207i,-7.138e-05+0.00012558i,-0.00073436-0.00052739i,-0.00023376-0.00071042i,0.00051521-0.00063376i,-9.5901e-05-0.00089614i
0.00057724+0.00013765i,0.00036765+0.00044697i,0.00037638-0.00016262i,0.00044451-0.00071236i,-0.00035483-0.00091267i,-0.00056407-0.0014849i,-0.00055288-0.00093836i,-0.0012104-0.00039877i,-0.0012094+2.9361e-05i,-0.0006698-0.00014105i,-9.1582e-05-0.0013869i,0.00056679-0.001988i,0.00033509-0.00077637i,8.914e-05+0.00030824i,-0.000145+0.00029091i,-0.00044605+0.00016745i,8.055e-05+0.00077983i,0.00053338+0.00075474i,0.00076331+0.000215i,0.0010582-0.00072485i,0.0014628-0.00070346i,0.00082897+0.00010407i,-6.298e-05+0.00019607i
-0.00056772+0.00093079i,0.00068213+0.00088936i,0.00022591+0.00063268i,-0.00040646+0.00012002i,-0.0011319-0.00016015i,-0.0014353-0.00074512i,-0.00070507-0.00074759i,-0.00061572-0.00035127i,-0.00076973+0.00028908i,-0.00069616+0.00073746i,-0.00041184+0.00040333i,-0.00034936+0.00050431i,-0.00065753+0.00077634i,-0.00031896+0.00085192i,0.0002461+0.00053659i,0.00059373+0.00020406i,0.00038111+0.00013941i,-0.00011959+1.8546e-05i,5.3255e-06-0.00025218i,0.00073958-0.00048912i,0.0006964-0.00096208i,0.00022391-0.00053306i,0.00013234+0.00014136i
-0.00076645+0.00057928i,0.00026241-0.00065619i,-0.00021124-0.00080957i,-0.00064143-0.00047453i,-0.00050918-0.00051463i,-0.00086088-0.0010927i,-0.00079077-0.0017923i,-0.0004966-0.00087949i,-0.00060006+0.00011375i,-0.0010115+0.00067132i,-0.0011578+0.00077837i,-0.00066591+0.00059094i,-0.00012823+0.0010104i,0.00038762+0.0013629i,0.00059388+0.0013474i,0.00098769+0.00058124i,0.00072767-4.319e-05i,0.00031133+0.00033928i,0.00040162+0.00072161i,0.00047427+0.00063406i,0.00018364+0.00093551i,0.0002379+0.00022707i,0.00044473-0.0010383i
-0.00028232-0.0010456i,-0.0015517-0.00055568i,-0.0019899-0.00050938i,-0.0013715-0.00022711i,-0.00010055-0.0006155i,0.00049536-0.00077734i,-9.8061e-05-0.00037862i,-0.00055636-8.8931e-05i,-0.0012454-0.00040998i,-0.0018977-0.00049285i,-0.00089556+0.00039756i,-6.2805e-05+0.0010593i,-0.00049952+0.00080175i,-4.7093e-05+6.8211e-05i,0.00092464+0.00032672i,0.0011349+0.00070922i,0.00041677+0.00034994i,0.00020068+0.00049209i,0.00012575+0.00059881i,-0.00041837+0.00012016i,0.0002356+0.00037037i,0.00016899+0.00080635i,-0.00069995+0.00084272i
-0.0010976-0.00052436i,-0.0010038-0.00027805i,-0.00016091-0.00028025i,0.00059031-0.00077922i,0.00050835-0.0012177i,0.00012988-0.00073184i,-0.00033808-0.0004419i,-0.0011033-9.2485e-05i,-0.00060613-8.9889e-06i,-7.9966e-05-0.00016022i,3.3777e-05-0.00037054i,0.00012306-0.0012202i,-0.00019102-0.0018956i,-0.00015659-0.0016576i,-4.0449e-05-0.00071331i,-0.00096056-0.00020545i,-0.0014902-0.00012977i,-0.0007992+0.0002682i,0.00046337+0.00087797i,0.00031366+0.00061017i,-0.0005894+0.00089117i,-0.00068489+0.0011643i,-0.0004202+0.00042278i
-0.00068988-0.0012107i,-0.00060499-0.00094131i,-0.00082519-0.0011252i,-0.0010241-0.00067716i,-0.00089958+0.00034061i,-0.00013427+0.00034416i,-0.00015087-0.00071732i,-0.00089671-0.0010456i,-0.0010688-0.00063093i,-0.00038607-0.00052438i,-1.7143e-06-0.00051244i,-0.00017713-0.00060224i,-0.00010551-0.00086474i,-5.3204e-05-0.0010085i,8.5211e-06-0.0010569i,-0.00028509-0.00032913i,-0.00019859+0.0005982i,-0.00041895+0.00061336i,-0.00015695+0.00041784i,0.00026276+0.00044048i,0.00010153+0.00044965i,-0.00036276+0.00013736i,-0.00069415-0.00027948i
-0.0017936-0.0003673i,-0.0015432-0.0002626i,-0.0025364+0.00045513i,-0.0021792+0.001604i,-0.00045939+0.001566i,9.6816e-05-0.0005956i,-0.00084728-0.0016954i,-0.0016907-0.00072298i,-0.0022032-1.27e-05i,-0.0010377+0.00026622i,0.00050129+0.00024355i,0.00066528-0.00051816i,-9.2932e-05-0.00043056i,-0.00027888+0.00018941i,0.00020913+0.00064118i,0.00053732+0.0012353i,0.00043402+0.0013069i,0.0005136+0.00076113i,0.00097176+0.00054556i,0.0010233+0.00073483i,0.00050905+0.00097068i,7.4469e-05+0.0008505i,-2.0447e-05-0.0001464i
-0.00076186+0.00028588i,-0.00081063+6.1615e-05i,0.00025176-0.0016575i,0.00056895-0.0026823i,-0.00044123-0.0020556i,-0.0010698-0.0010213i,-0.00090749-0.0013207i,-0.00058661-0.0013669i,-0.00049282-0.00080296i,-0.00065127-0.00062623i,-0.00095904-0.00026431i,-0.00093009+0.00034217i,-0.00099336+0.00075699i,-0.001+0.00063769i,-0.00043305+0.00029588i,0.00057527+0.00035221i,0.0008876+0.00022421i,0.00052913-7.8386e-05i,0.00050664+0.00018787i,0.0007326+0.00079427i,0.00089983+0.00076917i,0.0005734-0.00022085i,-0.00039353-0.00095619i
-0.00082077-0.001127i,-0.0021809-0.0010963i,-0.0026576-0.0014548i,-0.0017388-0.0013049i,-0.0011921-7.7681e-05i,-0.0007822+0.00089987i,0.00010977+0.00086968i,-0.00040833+0.00018459i,-0.00095796-4.8491e-05i,-0.00071047-3.8962e-05i,-0.0011317-9.8689e-06i,-0.00085766+0.00022922i,-9.2295e-05+0.00093132i,0.00014814+0.0015022i,-5.5595e-05+0.0013338i,1.8813e-06-0.00022605i,0.00010346-0.0011646i,-0.00025641-0.0010785i,-0.00042679-0.0010409i,-0.00027954-0.0012207i,0.00021016-0.00079998i,0.00050144-0.00030995i,3.7846e-05-0.00033109i
-0.0012989-0.0017118i,-0.0014763-0.0024893i,-0.0026047-0.0023435i,-0.0024499-0.0010873i,-0.0014482-0.00039391i,-0.00039006-3.3085e-05i,8.283e-05-0.00053521i,-0.00078729-0.0010383i,-0.0013264-0.00023719i,-0.00082708+0.00050841i,-0.00099294+0.00090968i,-0.0016018+0.0018846i,-0.0010148+0.0020203i,-0.00012978+0.00053136i,-0.00044085-0.00034451i,-0.00057748-0.00047976i,0.00037706+7.4855e-05i,0.00079044+0.00055598i,0.00046799+0.00035656i,0.00011853+0.00049517i,0.00018488+0.00036953i,0.00026005-0.00052175i,-0.00024905-0.00074223i
-8.6998e-05+0.00050445i,-0.00014173-0.00018968i,-0.00032311-0.0013618i,-0.00048169-0.0011345i,-0.00010591-0.0010216i,0.00023858-0.00084746i,-0.00037327-0.0012651i,-0.0011792-0.0018501i,-0.0015477-0.00081111i,-0.0016772+0.00055547i,-0.0012066+0.0010356i,-0.00051083+0.00076197i,-0.00052361+0.00021182i,-0.00028399-0.00071763i,6.7211e-05-0.0010865i,-0.00032803-0.00022723i,-0.00083966+0.00013916i,-0.0013877+0.00037785i,-0.0014818+0.00049113i,-0.00099251+0.00011455i,-0.00091847+4.3492e-05i,-0.00035696-1.0625e-07i,-0.00032103-0.00022237i
0.0015545+0.0012914i,0.0014838+0.0012028i,0.0020815+0.00037529i,0.001694-0.00026381i,0.00034214-0.00072535i,-0.0001063-0.00034384i,-0.00049418-0.00017737i,-0.0012712-0.00018624i,-0.00073238+0.00026014i,0.00022483+0.00028146i,0.00057302-0.0001619i,0.00035707-0.0012326i,-0.00040857-0.0026043i,-0.00094184-0.0033665i,-0.00056014-0.0021603i,-0.00050398-0.00013391i,-0.0010585+0.0011497i,-0.00039013+0.0009356i,0.0006552+0.00062146i,0.000392+0.00022563i,9.1689e-05-0.0004798i,0.00031081-0.00060847i,-0.00035687-0.00083016i
0.0009733-0.00072902i,0.00054061-0.00099625i,0.00066355-0.0016574i,1.6643e-05-0.002538i,-0.0018605-0.0025397i,-0.0027818-0.001561i,-0.0020727-0.0012854i,-0.0017593-0.001087i,-0.0016503-0.00026512i,-0.00095464-0.00032708i,0.00020694-0.00075714i,0.00083574-0.0013368i,0.0002867-0.00185i,-0.00036004-0.001531i,-0.00076937-0.00068925i,-0.00086073+3.6792e-05i,-0.00048444+0.00049846i,0.00053719+0.0007653i,0.00078463+0.00046814i,0.00048024+0.00013363i,-0.00011118-6.5297e-05i,-0.00031212-0.00063488i,0.00021313-0.0009795i
-0.0012399-0.0014668i,-0.00088392-0.00082965i,-0.001062+0.00026897i,-0.0015181-6.3055e-05i,-0.00095734-0.00025376i,-0.00023829+0.00024853i,-6.64e-05-0.00034076i,-0.00063007-0.0015732i,-0.00098387-0.001823i,-0.00091933-0.0014569i,-0.00059395-0.0015297i,0.0002195-0.0011283i,-0.00038136-0.00014575i,-0.00027174+0.00026292i,0.00021576+0.00071352i,-0.0007688+0.00070439i,-0.00071572+0.00014487i,-4.8737e-05-0.00047631i,-0.00031807-8.1867e-05i,0.00021493+7.5195e-05i,0.00086805-6.6418e-05i,0.00033349-0.00019775i,-2.1031e-05-0.00040246i
0.001449-0.0013859i,0.00049287-0.00071544i,-0.00028758-0.0017759i,-0.00076714-0.0023206i,-0.00047403-0.001972i,-0.00041803-0.0015273i,-0.00074559-0.0011568i,-0.00084216-0.00062507i,-0.001004-0.00056417i,-0.0011879+8.5311e-06i,-0.0014858+0.00075833i,-0.0012246+0.00077236i,-0.00029079+0.001255i,-0.00017688+0.0010394i,-0.00043456+0.00059583i,0.00021654+0.00056726i,0.00096344+0.00064227i,0.001319+0.0010285i,0.00073302+0.00077433i,-0.00014432+8.2059e-05i,0.00011966-0.00059366i,0.00027166-0.00062443i,-0.00051634-0.00017126i
-0.001404-0.0020839i,-0.00042185-0.0014904i,0.00049131-0.0002454i,0.00059061+0.0003355i,-0.00024321-5.7877e-05i,-0.00064229+5.5795e-05i,-0.00057253-0.00046414i,-0.0014957-0.0011134i,-0.0026607-0.00075777i,-0.0026093-0.00068645i,-0.002419-0.00082575i,-0.0021955-0.00029176i,-0.0016582+0.00052636i,-0.00072852+0.00065859i,0.00031345+0.00072205i,4.4464e-05+3.1968e-05i,2.5859e-05-0.0010611i,0.000125-0.0010648i,4.1769e-05-0.00037285i,0.00053723-0.00023702i,0.00015183-6.1494e-05i,-0.00019544-0.00025533i,0.00049352-0.00059287i
0.00075215-0.00025197i,0.00074377+6.8335e-05i,0.00063734-5.3952e-05i,0.00021585-3.602e-05i,-0.00012542-4.354e-05i,0.0002599-0.00051012i,0.00039106-0.00049672i,-0.00046534-0.00056562i,-0.001017+0.00010641i,-9.8706e-05+0.00068464i,3.1968e-05+0.00057885i,-0.00065072+0.00066154i,-0.00090146+2.8126e-05i,-0.00090184-0.00042264i,-0.00069256-0.00048289i,-0.0007855-0.0010587i,-0.00045292-0.00066048i,0.00019726+0.00035305i,1.0236e-05+0.00044972i,-9.6126e-05-0.00018849i,0.00030572-0.0009847i,-0.00016871-0.0007715i,-0.0009697-0.0007621i
-0.0002108-0.0014948i,-1.3363e-06-0.0012917i,-0.00015004-0.0015763i,-0.00074477-0.0015086i,-0.00030891-0.0009098i,0.00069926-0.00066078i,0.00036114-0.0017971i,-0.00073343-0.0018253i,-0.00066844-0.00049288i,0.00017795+0.00051593i,0.00054516+0.00034779i,0.00023022-0.00034184i,-8.684e-06-0.00077619i,-0.00045232-0.0011948i,-0.00080935-0.0015366i,-0.00037738-0.00090298i,0.00052624+0.00051703i,0.00087562+0.00085593i,0.0013164+0.00039882i,0.0015984+0.00024247i,0.00054249-0.00055989i,3.5028e-05-0.00097889i,0.00024589-0.00091781i
0.00072305+0.00089348i,0.00048273+0.00056396i,0.00064643+0.0010136i,0.00028067+3.6874e-05i,-0.000229-0.00098075i,-0.00023475-0.0010015i,0.00044074-0.00076249i,0.00015486-0.00046373i,-0.00041795-0.00017557i,0.00017349+0.00085698i,0.0015671+0.0011064i,0.0021315-0.00014438i,0.0013941-0.0012789i,0.00019122-0.0013113i,0.00029665-0.00069119i,0.00041913-2.2125e-05i,-9.9663e-05+0.00059744i,0.00050119+9.9976e-05i,0.0012105-3.49e-05i,0.00073935+0.00035833i,0.00066984-0.00025163i,0.00014312-0.00106i,-0.00030974-0.0012016i
0.0021173-0.00048669i,0.00015544-0.0013794i,-0.00045544-0.0026556i,-1.1495e-06-0.0023792i,-0.00033895-0.00079907i,-0.00042591+0.00041506i,-0.00043552+5.3647e-05i,-0.00086607-0.00061473i,-0.0010199-0.0010464i,-0.00098224-0.0013058i,-0.0007497-0.0013514i,-0.00099677-0.00097681i,-0.0015457-0.00017915i,-0.00122+0.00038966i,-0.00066353+0.00025284i,-0.00037272-4.7982e-05i,7.8462e-05+0.00084747i,0.00017804+0.0011229i,-0.00052274-4.1636e-05i,-0.00046277-0.00023265i,-0.0002075-6.0249e-05i,-9.3901e-05-0.00067225i,0.00017568-0.00066639i
0.0019756-0.00095813i,0.0016667-0.0017793i,0.0015659-0.002641i,0.00076099-0.0031015i,2.071e-05-0.0023115i,-0.00050257-0.0009364i,-0.00093572-0.00046945i,-0.00084663-0.00035838i,-0.00078988-0.00062948i,0.00010033-0.0013519i,-0.00023202-0.0017191i,-0.0014359-0.00101i,-0.0020097+0.00080944i,-0.0020321+0.0021043i,-0.0012417+0.0012808i,-0.00018727+0.00070956i,0.00057865+0.0014282i,0.00023005+0.0013715i,3.8144e-05+0.00035876i,-6.6281e-05-0.00015415i,-0.0007839-0.00041102i,-0.00055745-0.00033565i,0.00014766-0.00020194i
0.00087934-0.0014207i,0.0011135-0.0020124i,0.0015804-0.0015711i,-0.0002095-0.0015643i,-0.0013188-0.0015062i,-0.00051069-0.00089886i,0.00010607-0.00019798i,-0.00058031-0.00037916i,-0.0014946-0.0013818i,-0.0018166-0.0016023i,-0.0018879-0.0015508i,-0.0015534-0.0011859i,-0.0011498+0.00043302i,-0.00056305+0.001487i,0.00037267+0.0010209i,0.00061399+0.00020299i,8.777e-05+0.000269i,-0.00033925+0.0011093i,-0.00018525+0.001059i,0.00044286+0.00037393i,0.00053271+2.8813e-05i,0.00040501-0.00027634i,0.0001659+0.00017819i
7.4487e-05-0.00093336i,-0.00034577-0.00060285i,-0.0013904-0.00094956i,-0.0015889-0.0011129i,-0.0013864-0.00097598i,-0.00090863-0.00054322i,7.5052e-05-0.00011714i,0.00022937-0.00080948i,-0.0010984-0.00088092i,-0.0023585-9.394e-05i,-0.0023884-4.5196e-05i,-0.0008689-0.00059825i,0.00055554-0.00069866i,3.994e-05+5.8014e-06i,-1.8743e-05-0.00014077i,0.0012722-0.00079407i,0.0012692-0.00051928i,0.00027058+0.00073726i,-0.00026221+0.0013112i,0.00013389+0.00072446i,-0.00052938+2.699e-05i,-0.00098248-1.6448e-05i,-0.00026297+0.00026745i
-0.00041259+0.0001473i,0.00035644-0.00068338i,0.0013393+1.6005e-05i,0.0015874-0.00027704i,0.0013251-0.00064801i,0.0010396-0.00089886i,0.0010434-0.0014611i,-0.00017339-0.001131i,-0.0017918-0.00072491i,-0.0016622+0.00052443i,-0.00031828+0.0016069i,0.00044464+0.0010671i,0.00032662+0.00012316i,0.00050249-0.00030713i,0.00088052-0.00026774i,0.00082377-0.00062954i,0.00074996-0.00065973i,0.00099197+0.00027335i,0.0004342+0.00077112i,-0.00048008+0.00040128i,-0.00030132+0.00045662i,6.1213e-05-0.00047638i,2.6051e-05-0.00095729i
-2.4623e-05-0.00035173i,0.0011077+0.00033576i,0.0011891+0.00026517i,0.0012886+0.00025092i,0.0013898+0.00013244i,0.00095911-0.0014016i,0.00028317-0.0018643i,-0.00049158-0.0011229i,-0.00074579-0.00066776i,-0.00037348+0.00067617i,2.056e-05+0.0013982i,-0.00043651+0.00038951i,-0.00053236-0.00088535i,-0.00049831-0.00095658i,-0.00064863-0.00087316i,-0.00048748-0.0011201i,4.7573e-05-0.0011883i,-4.9104e-05-0.00024448i,-0.00037004+0.0010119i,0.00046506+0.0007054i,0.0012593+0.00042577i,0.00019379+0.0011304i,-0.0010816+0.00086763i
0.00020164-0.0017261i,0.0009509-0.0010786i,0.00051694-0.00019809i,-0.00051723-0.00067247i,-0.0010228-0.0011543i,-0.001135-0.00070973i,-0.00099219-0.00084028i,-0.00096827-0.00097511i,-0.00077398-0.00076397i,4.4915e-05-0.00048448i,0.00073132-0.00025988i,0.00090161-0.001224i,2.5652e-05-0.0013206i,-0.00097236-0.0006673i,-0.00068748-0.00034317i,-0.00035081+0.00053588i,-0.00042985+0.00078215i,-0.00017871+0.00015418i,-0.00012497+0.0001836i,2.2428e-05+0.00030011i,0.00024474+0.00051969i,-0.00028598+0.0002506i,-0.00077019-0.00041521i
0.00058504+0.00045875i,-0.00043179+0.00089962i,-0.00015252+0.00063782i,0.00015801+0.00033723i,-0.0005007-0.00076821i,-7.9885e-05-0.0020108i,0.00064228-0.003133i,-0.00031949-0.0028734i,-0.00038453-0.0016583i,0.00041012-0.00079566i,0.00052969-0.00094681i,0.00046247-0.0014906i,-0.00024516-0.0012949i,-0.00041812+6.9753e-05i,-0.00022995+0.00079883i,-0.00031836+0.0010943i,-0.00012447+0.0015719i,0.00026614+0.001235i,0.00040401+0.00012988i,-1.8965e-06+8.5985e-05i,-0.00032663+0.00071665i,-0.00041779-6.0224e-05i,-0.00036591-0.0010656i
-0.0014919+0.0019561i,-0.00088804+0.0016325i,0.001159+0.0018393i,0.0027796+0.0012178i,0.0027012+0.00065394i,0.0016509-0.00059665i,0.00016872-0.0019509i,-0.00021321-0.0011765i,-0.00067429-0.00026035i,-0.0012756-0.00091568i,-0.00062574-0.0018136i,-0.00044219-0.0015373i,-0.00033038+1.8386e-05i,0.00021884+0.0015472i,0.00022408+0.0010393i,0.00049169+0.00048814i,0.00088798+0.00064825i,0.00061328-1.0985e-06i,0.00091587-0.00018172i,0.0011123-0.00018591i,0.00066964-0.00029432i,0.00028894-0.00057651i,0.00035519-0.0010365i
-0.0020023-0.001571i,-0.00059612-0.00097087i,7.2622e-05+0.00086477i,-0.00025261+0.00096486i,0.0001453-0.00016836i,0.00065952-0.0004783i,6.3405e-05-0.0006024i,-0.0010718-0.00061666i,-0.0021944-0.00058298i,-0.0026687-0.0015228i,-0.0022406-0.0021115i,-0.0017431-0.0010353i,-0.00079994+0.00040514i,0.00048196+0.0011726i,0.00043914+0.00083407i,-0.00016044+0.00014118i,-2.055e-05-0.00018432i,0.00048936-0.00022914i,0.0011021-0.00031809i,0.00084806-9.5382e-05i,0.00020219+0.0001272i,0.00015845-0.00023538i,0.00013696-0.0014016i
0.00020545-0.00056427i,0.00074177-0.00069322i,0.0010791-0.0018606i,-7.759e-05-0.0019023i,-0.00074926-0.0015313i,-0.0006851-0.0016274i,-0.00033332-0.0014488i,-0.00065609-0.00068741i,-0.0012693-3.5378e-05i,-0.0017469-2.9195e-05i,-0.0018768+0.00065693i,-0.00092756+0.001144i,-0.00031918+0.00046839i,-8.7779e-05+0.000261i,0.0003265+0.00025138i,-2.0027e-05-0.00024602i,-0.00051775-0.00036753i,-0.00022732-0.00065477i,0.00073141-0.00092541i,0.0006977-0.00095219i,0.00010469-0.0012438i,0.00054801-0.0010471i,8.4853e-05-0.00037314i
-0.00049954-0.00064249i,0.00039566-0.00048617i,0.00066094-0.0011246i,0.00015568-0.0014341i,5.141e-05-0.0017779i,0.00046092-0.0018155i,-0.00020291-0.0020293i,-0.0012142-0.00095356i,-0.0019127+0.0014883i,-0.0021347+0.0024463i,-0.0017566+0.002347i,-0.00092382+0.0012256i,-0.00066732-0.00055095i,-4.119e-05-0.0015698i,0.00069723-0.0016942i,-4.8735e-05-0.0006421i,-0.00053935-1.8494e-05i,-0.00071576+0.00020555i,-0.00075591+0.00056779i,-0.00064119+0.00021905i,-0.00039841-0.00048868i,2.2271e-05-0.0009482i,-0.00030659-0.00048353i
0.00036677-0.0017102i,-5.5165e-05-0.0029181i,-0.00082126-0.0034383i,-0.0003822-0.0035877i,-6.7875e-05-0.0027961i,-0.0001983-0.0018917i,7.2168e-05-0.0011789i,0.00013214-0.000954i,-0.0001327-0.00044038i,0.0001694+0.00034262i,0.00064141+0.00099265i,0.00061486+0.00048527i,-0.00016113-0.0005617i,-0.00050134-0.0013136i,-0.00027168-0.0013174i,-0.00072363-0.00044199i,-0.00095803+0.00055556i,-0.00082188+0.00068064i,-0.0010702+0.00039146i,-0.00076382-0.00010086i,0.00060242-1.1798e-05i,0.0012631+0.00052842i,-0.00024089-0.00012587i
0.00083702-0.00070024i,0.00074095-0.00093762i,0.00028864-0.00055275i,0.00024755-8.5278e-05i,-0.00064315-0.00031343i,-0.0010126-0.0013546i,-4.3392e-05-0.0014191i,-0.00087301-0.00067187i,-0.0016284+5.2904e-05i,-0.00010222+0.00036982i,0.0012489-0.00032594i,0.0010702-0.0008813i,-7.8989e-05+0.00022928i,-0.0010153+0.0011669i,-0.00099581+0.00064356i,-0.00084911+0.0011693i,-0.00027941+0.0022914i,0.00022263+0.0017762i,1.7997e-05+0.00092701i,-0.00036688+0.00079711i,-0.00051518+0.0011703i,-0.00050017+0.00079923i,-0.00045985-0.00024486i
0.00020419+0.00032139i,0.0008794+0.00012182i,-0.00015974-0.0010463i,-0.00015843-0.0011672i,-0.00026702-0.00061893i,-5.7321e-05-0.00024668i,0.00022829-5.1371e-05i,-1.5006e-05-0.00044543i,0.000484-0.00069108i,0.0011419-0.00094334i,0.001012-0.0015451i,0.00029115-0.0012442i,-0.00097252-0.00064594i,-0.0015914+0.00030559i,-0.0012448+0.00052436i,-0.00034623+0.00080538i,0.00042913+0.001597i,0.0011103+0.0015161i,0.00069269+0.0011133i,1.7572e-05+0.0010764i,-0.00042301+0.0006115i,-0.00086817+0.00051425i,-0.00050351+0.00032121i
-0.0012236-0.00065641i,3.7806e-05-0.00075914i,-0.00073442-0.00074544i,-0.0010305-0.00046798i,3.8844e-06+0.00011249i,-2.4177e-05-0.00053589i,-0.00011638-0.0017594i,-0.00024697-0.0017552i,-0.0010139-0.0021499i,-0.0012901-0.0029849i,-0.0011678-0.00281i,-0.0015049-0.0014277i,-0.0021368-8.2722e-05i,-0.0022871+0.0011929i,-0.0018391+0.002045i,-0.00064914+0.0016532i,0.00040718+0.00082444i,0.001392+5.6203e-05i,0.0018176-4.8367e-05i,0.00059841+0.00025162i,-0.00028968+0.00011751i,-0.00034128-0.00072159i,-0.00079438-0.0014853i
-0.0013226+0.0014119i,-0.001214+0.00090724i,-4.3598e-05+0.0011021i,0.00047205+0.001441i,0.00030658+0.00050851i,-8.3335e-05-0.00087625i,-0.00052767-0.0011822i,-0.00070434-0.0011524i,-0.0011903-0.00091823i,-0.0018534-0.00093992i,-0.0013772-0.00095055i,-0.0009542-7.3676e-05i,-0.00078471+0.00064596i,5.1787e-05+0.00020695i,0.0011104+0.00022329i,0.0013837-0.00021548i,0.0010089-0.00054752i,0.00024761+0.00010774i,-0.00048942+0.00058695i,-0.00044769+0.00083424i,-6.9361e-05+0.00022242i,0.00014026-0.0010529i,0.00011183-0.0013972i
-0.0014289-0.0016179i,-0.0013989-0.0014479i,-0.00080808+0.00058407i,7.1681e-06+0.0014277i,-0.00017825+0.00065861i,-0.0002595-0.00026849i,-0.00026775-0.00073985i,-0.00079595-0.00124i,-0.0012308-0.00085717i,-0.0017627+0.00098637i,-0.0021126+0.0022802i,-0.0021411+0.0018579i,-0.0011495+0.00023806i,0.00062387-0.0011443i,0.0021059-0.00031519i,0.0020526+0.00038055i,0.0011436-0.00032055i,-0.0001198-0.00069946i,-0.00021112-0.00037288i,0.00051584+5.5449e-05i,0.00065042-0.00016197i,0.0012054-0.00031248i,0.00077811-0.00047839i
-0.00046218-0.00057348i,-0.00062477-0.00017517i,-0.001337-0.00059107i,-0.0018416-0.00048747i,-0.0027418-0.00038474i,-0.0025559-0.0010956i,-0.00069983-0.001517i,-0.00072083-0.0010786i,-0.0021525-0.00017994i,-0.0024906+0.0015617i,-0.0014415+0.0029613i,0.00028902+0.0031005i,0.00091177+0.0013916i,0.00052375-0.00017334i,0.00040623+0.00010452i,-6.3156e-05+0.00022632i,-0.00011508+0.00017895i,-0.00052207+0.00052492i,-0.00097375+0.00049406i,-0.00026886+9.0763e-06i,0.00024514-0.00050221i,4.2098e-05-0.00018647i,-0.00048681+0.00017977i
-0.00053825-0.00041155i,0.00065549-7.5693e-05i,0.00065896+0.00019401i,-7.6156e-05-0.00035212i,-0.00099462-0.00085292i,-0.00077523-0.00095269i,-9.4672e-05-0.0012135i,-0.00076817-0.00071482i,-0.0017523+0.00027529i,-0.00065141+0.0008265i,0.00070662+0.00111i,0.0010146+0.00081141i,0.00049225-0.00037225i,-0.00065331-0.00083329i,-0.0012118-0.00023662i,-0.0010161+0.00018809i,-0.0006621+0.0009206i,3.1867e-05+0.0018465i,-2.2762e-05+0.0012969i,-0.00051066+0.00022486i,-0.00067902-0.00016208i,0.00024957-0.00033544i,0.00075604-0.00021111i
0.00096828+0.00223i,0.0010776+0.0015144i,0.0020828+0.0011028i,0.0021495+0.00033929i,0.0023814-0.0010392i,0.0013871-0.0013842i,-0.00062345-0.0016861i,-0.00072216-0.0014076i,0.00052344-0.0002805i,0.0015881+0.00030314i,0.0025235-0.0008103i,0.0019375-0.0022963i,7.2889e-05-0.0017029i,-0.00028131-0.00035254i,-8.5794e-05-0.00055006i,-8.3659e-05-0.00021322i,0.00049641+0.00081681i,0.00090514+0.0008765i,0.0007066+0.0010107i,0.00086165+0.0011558i,0.00036478+0.0010679i,-0.00029285+0.0003057i,3.1389e-05-0.00026384i
-0.00030645+0.0011099i,4.2794e-05+0.00092601i,-0.00053928+0.00065414i,-0.0001084+6.6448e-05i,0.00036384-0.00028835i,-7.8042e-05-0.000936i,-0.00049764-0.00081214i,-0.00026861-0.00072108i,0.00070565-0.0005488i,0.0012175+0.00021142i,0.0015807-0.00061403i,0.001025-0.0015391i,-0.0004362-0.0012577i,-0.00082157-0.00030927i,-0.0002302+0.00085715i,-0.0003918+0.0013424i,-0.00011632+0.00058912i,0.00055483-0.00035514i,0.00092869-0.00051154i,0.00074998+0.00018975i,0.00039318+0.00070586i,-4.1886e-05+0.00055109i,-0.00066709+0.0003831i
0.0022396+0.00056297i,0.0023349-0.00016621i,0.0029805-0.0017613i,0.0026363-0.0028793i,0.00084777-0.0037858i,-0.0006333-0.0028094i,-0.001055-0.00089821i,-0.0010468-8.236e-05i,-0.00075783-0.00098141i,-0.00086649-0.0021642i,-0.00099912-0.0021958i,-0.0013834-0.0012983i,-0.0017035-0.00057147i,-0.00094071+0.00026005i,0.00026706+0.00094943i,0.00081467+0.00067795i,6.0944e-05-8.3968e-05i,-7.2921e-05-0.00082483i,0.00062679-0.00045435i,9.5866e-05-0.00017904i,-0.00091607-0.00028292i,-0.0010904-0.00050362i,-0.0010526-0.00046558i
