-0.00071201+0.0010985i,-0.0011341-1.0312e-05i,-0.0017729-0.0013801i,-0.001521-0.0011516i,-0.0012908+4.8574e-05i,-0.0015491+0.0013682i,-0.0010402+0.0018973i,-0.00014022+0.0022662i,0.00099223+0.0012183i,0.00077862+2.1568e-05i,-6.6738e-05-0.00020993i,5.2193e-05-0.0012949i,0.0001378-0.0017405i,-0.00051855-0.0012062i,-0.00044476-0.00042827i,-0.00016843-7.5583e-05i,-0.00069933+0.00018046i,-0.00038807+0.00059131i,-0.00020279+0.00019452i,-0.00010542-0.00036948i,0.00020772-4.6142e-05i,0.00014275-0.00022741i,-0.00033091+0.00029484i
0.059196-0.0035844i,0.067563-0.048261i,-0.11844-0.11876i,-0.48091-0.14365i,-0.60632-0.0068292i,-0.29605+0.22595i,0.093869+0.28684i,0.21966+0.17607i,0.12715+0.086986i,0.023057+0.0518i,-0.0080725+0.017513i,0.001567-0.019873i,0.0063036-0.050712i,-0.0038672-0.056293i,-0.0073674-0.030172i,0.0014508-0.0042285i,0.0015951-0.004685i,-0.019368-0.015946i,-0.04431-0.0149i,-0.05-0.0041442i,-0.040127+0.0067482i,-0.023623+0.011012i,-0.009402+0.0045352i
0.092427+0.050631i,0.28441+0.15354i,0.56797+0.29114i,0.76816+0.29728i,0.69933+0.029301i,0.40055-0.32203i,0.072705-0.43739i,-0.11879-0.30577i,-0.14542-0.14386i,-0.09943-0.042794i,-0.041119-0.0057778i,-0.0086968-0.026379i,-0.019796-0.033379i,-0.024246-0.015241i,0.0058187-0.016779i,0.046498-0.038102i,0.073001-0.054553i,0.083721-0.049207i,0.080959-0.033784i,0.052213-0.024398i,0.010707-0.019766i,-0.017551-0.018773i,-0.028073-0.013221i
-0.12131+0.11143i,-0.29811+0.27721i,-0.41919+0.42059i,-0.29756+0.40836i,-0.054905+0.35103i,0.056426+0.39035i,0.11694+0.40975i,0.1897+0.27282i,0.20098+0.088791i,0.17584-0.019804i,0.13529-0.038579i,0.087102+0.0088283i,0.059224+0.052794i,0.033988+0.065777i,0.0056486+0.072417i,-0.017424+0.069628i,-0.040727+0.047801i,-0.053949+0.0098593i,-0.053864-0.023322i,-0.04437-0.022734i,-0.020757-0.0021268i,0.00041239+0.012754i,0.014293+0.017069i
-0.02604-0.19115i,-0.12597-0.49452i,-0.32249-0.76833i,-0.49809-0.70189i,-0.45433-0.4313i,-0.25662-0.34317i,-0.14672-0.38164i,-0.11529-0.30379i,-0.076487-0.14696i,-0.066398-0.042209i,-0.086766+0.0016375i,-0.076221+0.02018i,-0.026974+0.013027i,0.010425-0.020989i,-0.0030193-0.055863i,-0.043758-0.055378i,-0.061234-0.016701i,-0.056234+0.037391i,-0.043827+0.081439i,-0.019594+0.081989i,-0.0057386+0.047054i,-0.0084419+0.018286i,-0.012796+0.0067869i
0.15006+0.10198i,0.42923+0.28438i,0.76357+0.47727i,0.84861+0.47275i,0.57742+0.28285i,0.20853+0.14482i,-0.028618+0.14215i,-0.11573+0.16795i,-0.11131+0.14881i,-0.065939+0.10433i,-0.013095+0.048611i,-0.004353-0.01997i,-0.038752-0.053066i,-0.042184-0.028811i,0.0029836+0.016377i,0.060193+0.049077i,0.10592+0.052821i,0.13518+0.028133i,0.14282-0.012807i,0.1074-0.051362i,0.043949-0.06055i,0.0024443-0.043636i,-0.0082888-0.025344i
-0.089189+0.035299i,-0.24427+0.059063i,-0.39195+0.035188i,-0.36822-0.029633i,-0.1763-0.040259i,0.045481-0.00079967i,0.18284+0.012493i,0.19903-0.0046407i,0.14928-0.030152i,0.097599-0.048143i,0.056527-0.035072i,0.032447+0.006873i,0.01469+0.043445i,-0.013071+0.057476i,-0.020387+0.0477i,-0.00051867+0.0040478i,0.0066086-0.056734i,-0.014177-0.096774i,-0.045855-0.093083i,-0.055068-0.047722i,-0.029006-0.0032658i,-0.00083729+0.0071121i,0.0071935+0.0028796i
-0.0373-0.010316i,-0.083839+0.0014657i,-0.11965+0.077896i,-0.10037+0.17623i,-0.065608+0.18027i,-0.063214+0.12031i,-0.047233+0.075505i,0.0082573+0.031055i,0.0362+0.002948i,0.013245+0.023011i,-0.0068467+0.048815i,0.00082265+0.049968i,0.030949+0.037311i,0.055263+0.0094191i,0.02228-0.024655i,-0.060054-0.02328i,-0.12134+0.024073i,-0.12358+0.07805i,-0.077984+0.098784i,-0.023133+0.074916i,0.0027499+0.031645i,-0.00075274+0.0052809i,-0.0049243-0.00096829i
0.039313-0.088381i,0.086107-0.25644i,0.10076-0.449i,0.054751-0.48429i,0.0070754-0.34313i,-0.01308-0.17617i,-0.019855-0.046691i,-0.018224+0.05451i,-0.012465+0.098743i,0.0043194+0.083481i,0.018403+0.035928i,0.0087234-0.016365i,-0.011273-0.052205i,-0.029191-0.066413i,-0.033831-0.047713i,0.0025329-0.0063699i,0.066117+0.020085i,0.10832+0.020857i,0.10267+0.0077159i,0.055112-0.0059774i,0.0035751-0.0027495i,-0.018685+0.0087572i,-0.023256+0.0098649i
0.052762+0.092858i,0.14657+0.25719i,0.24613+0.41464i,0.27091+0.40258i,0.23299+0.24669i,0.20238+0.10092i,0.16597+0.0030582i,0.082495-0.044212i,0.0061658-0.043088i,-0.01534-0.035188i,0.0059419-0.034099i,0.019066-0.037063i,-0.011154-0.02007i,-0.026588+0.029306i,0.023415+0.05827i,0.072796+0.026967i,0.061287-0.026688i,0.025606-0.054682i,0.010946-0.048954i,0.022992-0.029623i,0.040977-0.02564i,0.042768-0.035111i,0.032897-0.028762i
-0.086166+0.0056704i,-0.22025+0.0090389i,-0.31362-0.0011437i,-0.26114-0.033289i,-0.17087-0.062568i,-0.1738-0.055913i,-0.19347-0.015442i,-0.14172-0.017001i,-0.071127-0.044754i,-0.037674-0.028583i,-0.037696+0.022366i,-0.032279+0.073163i,0.0017832+0.08689i,0.022534+0.048009i,-0.0093102-0.0036812i,-0.058248-0.017955i,-0.076112+0.00024332i,-0.074628+0.016276i,-0.074524+0.022413i,-0.066024+0.023984i,-0.050056+0.024757i,-0.038928+0.027288i,-0.029784+0.024206i
0.020991-0.047721i,0.039624-0.10329i,0.04114-0.10509i,0.032472+0.013285i,0.063322+0.13736i,0.10492+0.12585i,0.084678+0.075007i,0.059251+0.094275i,0.071138+0.092947i,0.060984+0.022608i,0.022671-0.036646i,0.0068701-0.052081i,0.017268-0.058928i,0.022067-0.06269i,0.01299-0.046777i,0.0038985-0.019757i,0.0041701+0.012897i,0.016143+0.050543i,0.031782+0.06959i,0.032494+0.052948i,0.019318+0.021732i,0.0088132-0.0013788i,-0.00033251-0.014787i
0.029309+0.01503i,0.062508+0.023082i,0.073506+0.016588i,0.0064542-0.022395i,-0.10531-0.068467i,-0.14121-0.071458i,-0.091499-0.049943i,-0.041125-0.027639i,-0.02296+0.0055677i,-0.017671+0.036854i,-0.012394+0.037487i,-0.029865+0.0096619i,-0.066872+0.001029i,-0.068705+0.028027i,-0.019317+0.052704i,0.035154+0.044048i,0.059271+0.007126i,0.056142-0.03642i,0.035578-0.063138i,0.012516-0.05774i,0.0038946-0.035546i,0.0065603-0.01925i,0.0052188-0.0091269i
0.0085826+0.026835i,0.053916+0.060354i,0.15695+0.074246i,0.27689+0.018005i,0.30611-0.047535i,0.2244-0.019221i,0.12416+0.033864i,0.049531+0.02202i,-0.0028591-0.0088354i,-0.018473-0.0015215i,0.0012636+0.02418i,0.031662+0.043307i,0.051785+0.045794i,0.047709+0.02289i,0.015757-0.0092748i,-0.028216-0.019305i,-0.064786-0.010486i,-0.088083+0.00040263i,-0.090575+0.01625i,-0.065602+0.02866i,-0.03408+0.026548i,-0.016732+0.015448i,-0.0062261+0.010389i
-0.044377+0.0030423i,-0.15169+0.038032i,-0.30163+0.1379i,-0.37069+0.26625i,-0.28945+0.27803i,-0.15454+0.14733i,-0.046968+0.023486i,0.026489-0.012079i,0.059281-0.0087281i,0.053032-0.021412i,0.026592-0.043258i,0.0069747-0.059312i,0.00020826-0.067031i,-0.017516-0.047255i,-0.039625-0.0041999i,-0.034171+0.028995i,-0.0050485+0.04922i,0.023459+0.061415i,0.038824+0.051336i,0.030846+0.027343i,0.012545+0.015563i,0.00382+0.013779i,-0.0015336+0.00097648i
0.028372-0.040506i,0.079935-0.14638i,0.12532-0.31303i,0.11707-0.41742i,0.081138-0.35205i,0.039089-0.20262i,-0.018623-0.086857i,-0.071597-0.011911i,-0.074348+0.03947i,-0.029033+0.055099i,0.0014054+0.035245i,-0.0087964+0.015584i,-0.020881+0.017898i,0.00054095+0.012996i,0.03487-0.014643i,0.041887-0.048927i,0.029168-0.077465i,0.020866-0.089135i,0.017817-0.080114i,0.022735-0.065093i,0.02874-0.057226i,0.023869-0.051402i,0.012641-0.03239i
0.014645+0.035524i,0.043936+0.096137i,0.080549+0.15902i,0.084014+0.16061i,0.043128+0.10257i,-0.0034522+0.042066i,-0.016086+0.020949i,-0.0042105+0.015325i,-0.010869-0.0043211i,-0.025799-0.0069356i,-0.0084051+0.01523i,0.022284+0.027293i,0.026883+0.022547i,0.0053205+0.017145i,-0.010757+0.023995i,-0.0074931+0.043625i,-0.013955+0.049557i,-0.038382+0.028871i,-0.057035+0.0071898i,-0.061119+0.0025483i,-0.054492+0.012058i,-0.036091+0.023722i,-0.010391+0.020854i
-0.01267+0.016806i,-0.029513+0.059396i,-0.013833+0.12858i,0.053381+0.16584i,0.12111+0.12564i,0.14303+0.036295i,0.10607-0.045407i,0.046203-0.079775i,0.018658-0.072558i,0.0093298-0.065615i,-0.012253-0.057529i,-0.020952-0.042118i,-0.0072587-0.035685i,0.0046779-0.034789i,0.0020881-0.04188i,-0.0022552-0.055292i,0.017346-0.043284i,0.047058-0.0027634i,0.056758+0.028225i,0.047477+0.036477i,0.037396+0.031568i,0.027097+0.017647i,0.0069954+0.0049863i
-0.019223-0.0061006i,-0.075788-0.015719i,-0.16037-0.0014864i,-0.21216+0.038418i,-0.21143+0.066832i,-0.1887+0.090789i,-0.11855+0.12985i,-0.0070022+0.12299i,0.053252+0.065512i,0.041499+0.03586i,0.014069+0.032066i,-0.0075529+0.031152i,-0.01862+0.033738i,-0.014433+0.033102i,-0.0076945+0.041949i,-0.010768+0.052331i,-0.018562+0.033857i,-0.016793-0.0041568i,-0.0055224-0.030725i,0.0012002-0.041076i,-0.00091349-0.039115i,-0.0025936-0.024705i,0.0016591-0.011561i
0.029784-0.031712i,0.081089-0.10566i,0.13359-0.21465i,0.14803-0.26963i,0.15534-0.2246i,0.1708-0.15388i,0.13604-0.11787i,0.058978-0.070163i,0.014582-0.0075643i,0.018784+0.020588i,0.037422+0.014416i,0.044661-0.0021976i,0.036983-0.0088583i,0.02712-0.0091283i,0.02631-0.016834i,0.030866-0.017773i,0.025941-0.00030124i,0.0089525+0.02074i,-0.00097179+0.032252i,0.00030477+0.040102i,0.0012761+0.042296i,-0.0029297+0.027528i,-0.0091431+0.010878i
0.003784+0.0468i,0.049655+0.13946i,0.11818+0.25946i,0.14593+0.2977i,0.076662+0.21642i,-0.01895+0.11491i,-0.046569+0.063844i,-0.027122+0.04618i,-0.01659+0.033893i,-0.021396+0.022484i,-0.019904+0.014995i,-0.012598+0.0056451i,-0.011849-0.0017158i,-0.015004+0.01038i,-0.019447+0.029401i,-0.020416+0.033147i,-0.003303+0.0216i,0.021122+0.0061371i,0.028026-0.0080366i,0.018114-0.020941i,0.0048457-0.025999i,-0.0012262-0.012104i,0.0026111+0.0075109i
-0.037526-0.0052814i,-0.12603-0.018871i,-0.23865-0.046988i,-0.2659-0.069641i,-0.15967-0.048612i,-0.028979+0.0087872i,0.029308+0.041729i,0.018364+0.026177i,-0.0013125+0.008494i,0.0082937+0.004163i,0.00816-0.001578i,-0.0087967+0.0031956i,-0.011358+0.0073844i,-0.0084075-0.010597i,-0.01431-0.030743i,-0.025901-0.036718i,-0.038003-0.030441i,-0.043139-0.01635i,-0.038793-0.0055666i,-0.031168-0.0065671i,-0.021024-0.01044i,-0.0084183-0.012383i,-0.0044677-0.019047i
-0.0056345-0.020878i,-0.00746-0.05598i,-0.018353-0.078187i,-0.029521-0.037793i,-0.04319+0.0026001i,-0.087305-0.050471i,-0.13848-0.080178i,-0.11141-0.013964i,-0.043248+0.029744i,-0.019158+0.023742i,-0.00757+0.015309i,0.00506+0.0027634i,-0.0012587+0.00082221i,-0.0045787+0.016681i,0.0053297+0.030582i,0.016654+0.038496i,0.019016+0.042872i,0.013073+0.041524i,0.008556+0.038292i,0.0058608+0.033798i,0.0015327+0.019171i,-0.0064989+2.7041e-05i,-0.012615-0.0043954i
0.033693-0.00293i,0.10228-0.019484i,0.19088-0.07761i,0.20403-0.15487i,0.14125-0.14881i,0.12403-0.05137i,0.13078-0.013711i,0.058642-0.046017i,-0.017588-0.037973i,-0.02065-0.0062454i,-0.0032596+0.0057996i,0.0089975+0.0093105i,0.021946+0.0015616i,0.024106-0.016382i,0.014632-0.036758i,0.0045243-0.057722i,0.0026315-0.069886i,0.0090452-0.065958i,0.017746-0.049586i,0.024687-0.026387i,0.025-0.0011156i,0.02238+0.015984i,0.022007+0.016861i
-0.011731+0.042416i,-0.019639+0.14997i,0.010692+0.32272i,0.10504+0.40136i,0.15021+0.27585i,0.07447+0.10625i,0.011467+0.039053i,0.030399+0.0052465i,0.035739-0.043327i,-0.001743-0.05407i,-0.029877-0.028654i,-0.035963-0.0075998i,-0.035726+0.0021779i,-0.035104+0.014521i,-0.030557+0.034294i,-0.026554+0.054335i,-0.028662+0.065757i,-0.033713+0.062618i,-0.03772+0.040989i,-0.033609+0.0083795i,-0.017597-0.011298i,-0.0011673-0.011602i,0.0022949-0.0089581i
-0.041655-0.025432i,-0.12527-0.085793i,-0.27229-0.14944i,-0.37492-0.13012i,-0.31774-0.036261i,-0.15591+0.019195i,-0.039289+0.012499i,0.011394+0.0080975i,0.045785+0.017966i,0.060492+0.016125i,0.046342+0.0010288i,0.021599-0.0089519i,0.010689-0.0088174i,0.018767-0.014146i,0.03163-0.03039i,0.044405-0.045614i,0.05613-0.048501i,0.061798-0.037i,0.057694-0.015174i,0.041715+0.0065282i,0.018477+0.014891i,-0.0013092+0.0097431i,-0.0054941+0.0082682i
0.035839-0.021338i,0.11229-0.075452i,0.21384-0.17427i,0.24815-0.25121i,0.19513-0.23089i,0.12937-0.15212i,0.084398-0.075465i,0.041692-0.0057504i,0.0046183+0.040858i,-0.01177+0.049671i,-0.0027979+0.037859i,0.017416+0.017481i,0.021281+0.0020466i,0.0061935+0.0059413i,-0.011931+0.023201i,-0.029245+0.035359i,-0.047206+0.026924i,-0.059162+0.0027412i,-0.05554-0.016491i,-0.039575-0.018853i,-0.022634-0.0099233i,-0.0091087-0.0025489i,-0.0036674-0.0041531i
0.0056908+0.035169i,0.024422+0.11974i,0.062495+0.24352i,0.091557+0.30543i,0.068845+0.26251i,0.021835+0.19866i,0.011799+0.13977i,0.0152+0.056578i,-0.00067746-0.0045827i,-0.0090522-0.017541i,-0.010582-0.010165i,-0.018757+0.0079124i,-0.021503+0.023309i,-0.017417+0.020085i,-0.010202+0.0073275i,0.004815+0.00047381i,0.026319+0.0087162i,0.040008+0.028103i,0.034708+0.03858i,0.017631+0.029783i,0.0027161+0.015233i,-0.0052029+0.010361i,-0.0094832+0.013181i
-0.031908+0.010899i,-0.1203+0.025192i,-0.24158+0.058927i,-0.27425+0.089432i,-0.17997+0.061595i,-0.096259-0.012596i,-0.086081-0.026589i,-0.060843+0.025409i,-0.0055331+0.040183i,0.01991+0.009455i,0.015861-0.019149i,0.0046891-0.033639i,-0.0025678-0.030541i,0.00081826-0.01899i,0.0037074-0.012973i,-0.0062056-0.012567i,-0.019061-0.019386i,-0.019951-0.03156i,-0.01167-0.033351i,-0.0046727-0.019604i,-0.0037329-0.0060416i,-0.0073966-0.0024055i,-0.006058-0.00048324i
-0.0026987-0.0372i,0.0060271-0.12853i,0.0034256-0.27006i,-0.03695-0.34431i,-0.081769-0.25545i,-0.061074-0.095111i,-0.017145-0.012112i,-0.015857+0.0012629i,-0.028648+0.017878i,-0.018223+0.039277i,0.0013605+0.042753i,0.013628+0.027845i,0.017326+0.0058155i,0.015026-0.010101i,0.010515-0.01234i,0.0059338-0.0044444i,-0.00025487+0.0095909i,-0.0084608+0.023053i,-0.011447+0.021028i,-0.0088121+0.0062397i,-0.0041701-0.0047894i,0.0034542-0.010741i,0.0036836-0.013868i
0.041892+0.012306i,0.14579+0.055203i,0.32551+0.11253i,0.4619+0.11604i,0.41326+0.047949i,0.22788-0.0087199i,0.070442-0.021526i,-0.0034975-0.027046i,-0.030308-0.034628i,-0.037564-0.032741i,-0.032453-0.016865i,-0.019018+0.0032292i,-0.01112+0.016198i,-0.013072+0.025035i,-0.015582+0.026072i,-0.013218+0.016699i,0.00050072+0.0019887i,0.019818-0.0082527i,0.024539-0.0074517i,0.013873-0.0029959i,0.003217-0.0025836i,-0.0043447-0.0047882i,-0.0099258-0.005762i
-0.025865+0.033988i,-0.10764+0.10568i,-0.2555+0.22842i,-0.36932+0.32442i,-0.34781+0.29505i,-0.23081+0.17491i,-0.10385+0.076766i,-0.0062433+0.023044i,0.04305-0.0092387i,0.044952-0.018288i,0.024319-0.012986i,0.001915-0.0085942i,-0.0082826-0.0089471i,-0.0039091-0.016111i,0.0063203-0.025886i,0.013007-0.031202i,0.0055724-0.030773i,-0.010998-0.026883i,-0.013112-0.020598i,-0.00082384-0.013263i,0.0067838-0.0056956i,0.0083142+0.001767i,0.012729+0.0045247i
-0.019078-0.033745i,-0.049808-0.12457i,-0.081702-0.27866i,-0.065432-0.38917i,0.014087-0.35453i,0.078688-0.2368i,0.065631-0.13547i,0.020361-0.054517i,0.0051035+0.0067946i,0.016387+0.027759i,0.028515+0.017163i,0.02823-0.0026409i,0.015589-0.0094228i,0.0036408+0.0035534i,-0.000524+0.021407i,-0.0019127+0.032542i,-0.0020977+0.040416i,-0.00021944+0.045636i,-0.0040115+0.037943i,-0.013558+0.020001i,-0.01732+0.006917i,-0.012516-0.0023714i,-0.011696-0.0082942i
0.027278-0.0012557i,0.10456+0.0075452i,0.2268+0.043931i,0.28389+0.103i,0.19147+0.14072i,0.050601+0.11896i,-0.0054974+0.068379i,0.0048996+0.024727i,-0.0024844+0.0019404i,-0.030388+0.007218i,-0.037291+0.024258i,-0.022831+0.037082i,-0.0018057+0.038866i,0.014271+0.028683i,0.017962+0.014344i,0.019504+0.0017097i,0.024942-0.012161i,0.02909-0.02345i,0.027531-0.022441i,0.020978-0.014676i,0.01277-0.010481i,0.0058703-0.0057033i,0.0027079+0.0024454i
-0.0046077+0.025647i,-0.027772+0.10043i,-0.074383+0.2001i,-0.10641+0.22449i,-0.070938+0.12675i,0.0046954+0.017743i,0.037052-0.023302i,0.014389-0.015896i,0.0019576-0.0015596i,0.015695-0.011551i,0.012843-0.031054i,-0.0045966-0.035074i,-0.014766-0.027139i,-0.018876-0.01899i,-0.0223-0.015714i,-0.029103-0.012842i,-0.036628-0.0048072i,-0.037238+0.0031585i,-0.027468+0.0055536i,-0.010233+0.0065142i,0.0028223+0.0096356i,0.0049228+0.011311i,0.0056701+0.008931i
-0.027708-0.004881i,-0.090152-0.039273i,-0.17259-0.10018i,-0.20183-0.13947i,-0.16204-0.1159i,-0.11724-0.054165i,-0.076043+0.0043974i,-0.02348+0.028031i,0.0025165+0.019852i,-0.0022654+0.018822i,0.00029048+0.025188i,0.0053049+0.017922i,0.0001646+0.0076971i,-0.0027815+0.0039889i,0.0026948+0.0062552i,0.01546+0.012876i,0.031634+0.016127i,0.039176+0.013879i,0.029379+0.0078495i,0.010942-0.00012214i,-0.00039531-0.0057688i,0.00078528-0.0083903i,0.0066771-0.0098372i
0.019074-0.021802i,0.076018-0.07724i,0.17012-0.15332i,0.23179-0.1798i,0.21412-0.12213i,0.15944-0.049818i,0.090088-0.02325i,0.020131-0.0099457i,-0.0063933+0.0079887i,-0.00067144+0.0077673i,0.0028428+0.0019937i,0.0077496+4.4372e-05i,0.0099002-0.0051653i,0.0014457-0.0067165i,-0.011096-0.0034856i,-0.024135-0.0048337i,-0.033755-0.011552i,-0.03403-0.015795i,-0.022895-0.010659i,-0.0064343-0.0017129i,0.0044016+0.0010675i,0.0019434-0.0034475i,-0.014995-0.0049272i
0.012436+0.017874i,0.033762+0.088597i,0.049168+0.20742i,0.028101+0.28588i,-0.02883+0.23434i,-0.068465+0.11917i,-0.046528+0.051793i,0.0024216+0.019988i,0.012537-0.0095732i,-0.010668-0.018226i,-0.025609-0.006686i,-0.026856+0.0056322i,-0.022314+0.011655i,-0.014698+0.010452i,-0.0063929+0.0061933i,0.0018087+0.0070835i,0.0065354+0.014556i,0.0052041+0.021022i,0.0050085+0.015682i,0.0073751+0.0010729i,0.0033365-0.0048981i,-0.002478+0.0049942i,0.0059695+0.016777i
-0.021867+0.0061661i,-0.085139+0.0019136i,-0.17272-0.031566i,-0.1963-0.085886i,-0.098207-0.10155i,0.014519-0.059853i,0.037435-0.023329i,0.0060856-0.014084i,0.00068137-0.0023949i,0.029473-0.002877i,0.042891-0.021976i,0.032106-0.030704i,0.017608-0.022448i,0.0094731-0.00991i,0.0082402-0.0042807i,0.0091904-0.010036i,0.011339-0.018127i,0.014391-0.018097i,0.010887-0.0070491i,0.00021628+0.0098266i,-0.0032048+0.021478i,0.0035283+0.016669i,0.0072187-0.0028367i
0.0043126-0.020315i,0.025669-0.055553i,0.081091-0.087659i,0.14259-0.068029i,0.12815-0.023078i,0.038067-0.02365i,-0.021412-0.030372i,-0.0069-0.0090056i,0.0097419+0.00038778i,-0.0095089+0.011406i,-0.018762+0.033228i,-0.0075038+0.036788i,0.004631+0.020535i,0.012042+0.0019182i,0.014018-0.006357i,0.012958-0.0010133i,0.0088608+0.0077888i,0.0018681+0.0094053i,-0.0010281+0.0031811i,-0.0005747-0.0075373i,-0.002503-0.018225i,-0.006746-0.024264i,-0.016341-0.018776i
0.015665+0.015401i,0.042797+0.041145i,0.05656+0.079239i,0.010638+0.097217i,-0.039889+0.083236i,-0.0036625+0.061661i,0.038876+0.024525i,0.00829-0.0014645i,-0.012529+0.0128i,0.012815+0.013292i,0.01935-0.011076i,0.0035667-0.017041i,-0.0021864-0.0075017i,-0.0016813-0.0013881i,-0.0030558-0.001491i,-0.0080848-0.0029176i,-0.0093277+0.0010377i,-0.0040851+0.0077295i,-0.00045021+0.011531i,0.0013227+0.013003i,0.0027766+0.014589i,0.0005271+0.019503i,0.0028185+0.026757i
-0.010995+0.012458i,-0.033886+0.037375i,-0.054077+0.058772i,-0.03172+0.036771i,0.0026821-0.018868i,-0.017521-0.039205i,-0.030668-0.0041833i,0.0069684+0.01475i,0.015969-0.0029167i,-0.011871-0.0013079i,-0.016357+0.012308i,-0.0073403+0.010761i,-0.0059665+0.0094998i,-0.0035976+0.012692i,-0.00049472+0.013691i,0.0027139+0.0112i,0.0038102+0.0023509i,0.00033059-0.009696i,-0.0037427-0.015702i,-0.0081729-0.013264i,-0.01145-0.0073127i,-0.003831-0.003976i,0.01169-0.013658i
-0.0089539-0.014249i,-0.029781-0.048824i,-0.065668-0.090068i,-0.093242-0.071966i,-0.074756+0.010602i,-0.01659+0.061879i,0.017997+0.042218i,0.0081951+0.016285i,0.0082918+0.016062i,0.027596+0.011533i,0.032586-0.0014792i,0.019843-0.00869i,0.0010305-0.0094847i,-0.01405-0.005279i,-0.019261-0.0014913i,-0.018228-0.0010542i,-0.016044+0.0022101i,-0.012205+0.0087373i,-0.0050214+0.011906i,0.0031663+0.0080718i,0.010053+1.8615e-05i,0.0060539-0.01255i,-0.017425-0.01578i
0.017962-0.0019454i,0.054588-0.0056765i,0.11015-0.0075934i,0.13789-0.021862i,0.10688-0.058992i,0.050594-0.075172i,0.024375-0.038358i,0.029789+0.0024193i,0.015789+0.0066398i,-0.020511+0.0077081i,-0.033142+0.020718i,-0.02138+0.022921i,-0.0074096+0.015252i,0.0022979+0.010879i,0.0065491+0.013872i,0.0092497+0.019434i,0.012876+0.019669i,0.012874+0.013464i,0.0078536+0.0045571i,0.0016858-0.0061456i,-0.005112-0.013248i,-0.0097198-0.0022688i,0.0024096+0.021773i
-0.0030865+0.015942i,-0.015321+0.048648i,-0.041387+0.089771i,-0.064838+0.1018i,-0.062245+0.093651i,-0.040138+0.094259i,-0.026526+0.073034i,-0.030203+0.03314i,-0.023702+0.017127i,0.0035778+0.0063086i,0.017715-0.015608i,0.012579-0.026578i,0.0060054-0.023417i,0.0017735-0.015589i,-0.0017787-0.011333i,-0.0089499-0.014247i,-0.018535-0.016872i,-0.020397-0.012121i,-0.012321-0.0020579i,-0.0060777+0.011653i,-0.0020639+0.027075i,0.0093258+0.028746i,0.019209+0.0036828i
-0.012742+0.0030444i,-0.027346-0.006047i,-0.022119-0.02212i,0.031622-0.040831i,0.076241-0.070933i,0.042718-0.1036i,-0.0088968-0.071063i,-0.0042229-0.0054811i,0.0094462+0.005829i,-0.0098959-0.0013895i,-0.016148+0.01407i,-0.0012079+0.02231i,0.0038767+0.014211i,-0.0020668+0.0034537i,-0.0058154-0.0040621i,-0.00053319-0.0037496i,0.0073781-0.00083818i,0.0099007-0.0023367i,0.0061469-0.0062288i,0.0030857-0.009696i,0.0032005-0.017788i,-0.0055922-0.028406i,-0.027356-0.025931i
0.0079269-0.0094557i,0.015704-0.019476i,0.0012784-0.021841i,-0.06107+0.014414i,-0.11435+0.074963i,-0.086769+0.096359i,-0.048327+0.054517i,-0.056462+0.017404i,-0.040602+0.021696i,0.0044078+0.01702i,0.016747-0.0027927i,0.0072441-0.0068562i,0.0049578-0.0064579i,0.0068064-0.01327i,0.0084066-0.018897i,0.0067659-0.01992i,0.0035857-0.015987i,0.0039067-0.0084953i,0.007348-0.002435i,0.0090196-0.0032517i,0.0026571-0.0058161i,-0.0048135+0.0043404i,0.0022435+0.024893i
0.0094193+0.0091688i,0.030221+0.018375i,0.072832+0.015224i,0.13083-0.038341i,0.15727-0.11562i,0.10682-0.13201i,0.041702-0.082491i,0.02134-0.040141i,0.0051068-0.028851i,-0.01901-0.014081i,-0.023055+0.0052699i,-0.013758+0.012065i,-0.0037793+0.011467i,0.0022676+0.010932i,-0.00074186+0.012349i,-0.0056195+0.015024i,-0.0077362+0.013866i,-0.011954+0.0077323i,-0.017594+0.0028416i,-0.020029+0.0079475i,-0.013372+0.019897i,0.0051477+0.019517i,0.021362-0.0040289i
-0.01258+0.0096064i,-0.038607+0.026376i,-0.082407+0.07029i,-0.12052+0.14171i,-0.12641+0.1928i,-0.090069+0.15596i,-0.046738+0.056445i,-0.031722-0.011314i,-0.015499-0.016404i,0.012975-0.011208i,0.020087-0.017574i,0.0083853-0.01229i,0.00074593+0.0012956i,-0.0022057+0.0069976i,-0.0035383+0.0041504i,-0.0019421-0.0025496i,0.0014002-0.006709i,0.0060618-0.0036476i,0.012352+0.0016591i,0.018725-0.0014184i,0.017552-0.015704i,-0.00088563-0.029031i,-0.029824-0.024241i
-0.0031408-0.010022i,-0.0063087-0.034452i,-0.0034796-0.083884i,0.01706-0.14629i,0.057086-0.19015i,0.094091-0.17735i,0.094883-0.10974i,0.069909-0.046054i,0.037697-0.018072i,0.0048736-0.0024532i,-0.0095555+0.011865i,-0.010702+0.013554i,-0.0097684+0.0067931i,-0.0044629+0.0018493i,0.0034+0.0035355i,0.0092577+0.0090502i,0.010967+0.0082181i,0.0079743+0.00024854i,0.00049759-0.0083923i,-0.010994-0.013906i,-0.021308-0.010715i,-0.017944+0.0044762i,0.0013099+0.023058i
