0.001147-0.0017365i,-0.00024627-0.001823i,-0.00099725-0.0010934i,-0.00098479-0.00034534i,-0.00090845+0.00028496i,-0.0014051+0.0013466i,-0.0012299+0.0017606i,0.00025229+0.00071403i,0.0016332-0.00029785i,0.0012307-0.00036096i,9.1247e-05-0.00024225i,0.00052578+0.00017374i,0.00079021-0.00025826i,0.00038739-0.000933i,8.323e-05-0.00081302i,-0.00019815-6.093e-05i,-0.00029928+0.00016412i,0.00015607+0.00023293i,0.0010503+0.00066959i,0.00088461+0.0006845i,0.0002163-0.00011531i,-2.8669e-05-0.00094692i,-0.00036067-0.0010525i
0.0022288-0.00068655i,0.0027497-0.0005681i,0.0040668-0.0008524i,0.0048501-0.0018032i,0.0030367-0.003388i,0.00083704-0.0030203i,-6.9501e-05-0.0022734i,-0.00093082-0.0026485i,-0.0014323-0.0035068i,-4.2654e-05-0.0032727i,0.0024027-0.0017392i,0.0039287-0.0011033i,0.0033809-0.00065552i,0.0016061+0.00031926i,0.00054525+0.00034898i,0.00021202-0.00074201i,0.00032295-0.0017465i,-0.00016748-0.0015887i,-0.00024633-0.00049245i,0.00025339+0.00063547i,0.00051807+0.0007304i,0.00072776+0.00086741i,0.0013766+0.0018193i
0.0020453-0.00026462i,0.0026285+0.001647i,0.0015514+0.0018899i,-0.00065677+0.0018966i,-0.0014688+0.0015938i,-0.0015981+0.0013437i,-0.0020574+0.00081062i,-0.0024654-0.0012516i,-0.0025577-0.0023673i,-0.0018156-0.0017052i,-0.00077712-0.0012575i,-0.00091649-0.0013454i,-0.0011807-0.0014598i,-0.00013817-0.00086894i,0.00040314+0.00013029i,0.00063651+0.00072523i,0.0004067+0.00084445i,-0.00027168+0.00016528i,-0.00082766-0.000426i,-0.00098379-0.00015125i,-0.0017521+0.00022945i,-0.0021959+0.00033051i,-0.0015829-0.00016968i
-0.00088869+0.0033203i,-0.00061098+0.0036645i,0.00064023+0.0030919i,0.0020759+0.00031633i,0.0026037-0.0015301i,0.00067479-0.0014125i,-0.0010892-0.00076259i,-0.0013618-0.00064009i,-0.00096792-0.00178i,7.6765e-05-0.002487i,0.0022577-0.0020397i,0.0032439-0.0021138i,0.0026735-0.0025895i,0.0013783-0.0016306i,0.0010667-0.00061398i,0.0016417-0.0013026i,0.0010521-0.0011578i,0.00042754-0.00016382i,0.00014017+0.00016815i,0.00020325+0.00017975i,0.00053478+6.2043e-05i,0.00069296-0.00037383i,0.0010545-0.00037283i
-0.00091701-0.0008172i,-0.00067813-0.00032721i,-0.00067406-0.00070303i,0.00049533-2.7024e-05i,0.0012518+0.00051305i,0.00024256+0.00034128i,-0.001396-0.00030374i,-0.0015115-0.0020661i,-0.0013411-0.0027776i,-0.0010375-0.001689i,-3.7378e-05-0.00039444i,0.00029988-0.00017053i,-0.00091931-0.00078462i,-0.0011959-0.00053093i,0.00046914-0.00014039i,0.00055248+0.0003758i,0.0003254+0.00029978i,0.0010415-0.0005289i,0.00084918-0.00021941i,-0.00031404+0.00091162i,-0.0011174+0.0011632i,-0.001286+0.00033562i,-0.0014092-0.00053173i
0.001393+0.0005959i,0.0011288+0.00012293i,0.001392+0.00088537i,0.00094051+0.00070541i,0.00022736-0.00082887i,-0.0011896-0.0015271i,-0.0016045-0.00096351i,-0.00064659-0.00071489i,-0.0012365-0.00082457i,-0.00076557-0.00027805i,0.0017724-0.00066329i,0.002539-0.0019371i,0.001358-0.0014459i,0.00053407+9.6761e-05i,0.00077282+0.00059514i,0.0017672-0.00036484i,0.0021164-0.00089824i,0.0023582-0.00066027i,0.0021416-0.00021201i,0.00053899-0.00041032i,-0.00033506-0.00098523i,0.00024605-0.00052406i,0.0012435+0.00038751i
7.0548e-05+0.0004721i,8.2055e-05+0.0025654i,0.00020928+0.0039187i,0.00054266+0.0025652i,0.00066088+0.0012045i,-0.0001964+0.00044656i,-0.00066657-0.00096905i,-0.00065645-0.0020904i,-0.0012449-0.0020188i,-3.2363e-05-0.00066736i,0.0018234+0.0006978i,0.0018822+0.0021452i,0.0013587+0.0019805i,0.0007546-0.00023282i,0.00097824-0.00035627i,0.00074645+0.00099767i,-0.00045067+0.00045405i,-0.0010248-0.00088016i,-0.0011034-0.0009805i,-0.0011256-0.0002792i,-0.0012195+0.00065816i,-0.0019131+0.0012857i,-0.0015869+0.00044287i
-0.0016668+0.0021706i,-0.0025133+0.0025276i,-0.0017388+0.0024519i,0.00042958+0.00099161i,0.0014381-3.0296e-05i,0.0010212-0.0010599i,4.865e-05-0.002303i,-0.0017265-0.0027643i,-0.0021849-0.0032558i,-0.00010434-0.0020313i,0.0022562-0.00070541i,0.0025992-0.0017872i,0.0019953-0.0024913i,0.001508-0.0007722i,0.0017647+0.00046429i,0.0015577+0.00094047i,0.00028979+0.0011132i,-0.00018979+0.0008078i,0.00066471+0.00031712i,0.00077411-0.00017663i,6.0148e-05-0.00052634i,0.00051536-0.0011857i,0.00084949-0.0009444i
-0.003932-0.0022372i,-0.0044563-0.0021248i,-0.0036887-0.0019216i,-0.0016804-0.0015805i,-0.00065034-0.00039411i,-0.0012183+0.00014115i,-0.0016621-0.0012232i,-0.0019018-0.0026427i,-0.0022585-0.0025912i,-0.0015781-0.001152i,0.00015796+0.00028633i,0.00093784+0.00039325i,0.00083935-0.00067159i,0.00030209+0.00018962i,-0.00052206+0.0016174i,4.2026e-05+0.0015323i,0.00077612+0.0013432i,0.00018131+0.00089059i,-8.8744e-05+0.00032436i,-6.6998e-05+0.00099882i,-0.0004048+0.0012562i,-0.00049313+0.00099563i,-0.0011205+0.00091857i
0.00023042-0.0026453i,-7.6345e-05-0.0027753i,0.00018037-0.0021332i,0.0011084+0.0003788i,0.0019179+0.0011257i,0.0021948-2.0809e-05i,0.00019779-0.00054807i,-0.0018783-0.0006801i,-0.0018797-0.0015i,-0.00093865-0.0019372i,0.0004006-0.001107i,0.0013176-0.00085201i,0.0016886-0.00075936i,0.0017225-0.000441i,0.0014897-0.001018i,0.0010066-0.0015502i,0.00067276-0.00078547i,0.00041988-0.00056405i,0.00031538-0.0011933i,7.7416e-05-0.0015612i,-5.1718e-05-0.0017287i,4.3015e-05-0.0011935i,0.00047318-0.00098627i
0.0044801-0.0021203i,0.0055921-0.00069694i,0.00519-0.00019557i,0.0035956-0.0014482i,0.0015018-0.0025082i,-0.00087309-0.0017371i,-0.00166-0.0016073i,-0.0011178-0.0031881i,-0.00074115-0.0037296i,-0.00025812-0.001795i,0.00081691-1.3725e-05i,0.002653+0.00019156i,0.0029257+0.00084705i,0.00067392+0.0025403i,-0.00056416+0.0031679i,0.00028429+0.0030801i,0.00052534+0.0027622i,-0.00015831+0.0018457i,-0.0004218+0.0012171i,-0.00080209+0.00072215i,-0.0014534+0.00065608i,-0.0012019+0.0010324i,-0.00024162+0.0016017i
0.00074313+0.0035862i,0.0009278+0.0055974i,0.00095411+0.005059i,0.0013737+0.0032206i,0.0015146+0.00097904i,0.001544-0.00065504i,0.0012576-0.00079758i,-3.6996e-07-0.0022605i,-0.0011221-0.0036474i,-0.00055091-0.0027811i,0.00067-0.0010568i,0.0011445+8.6196e-05i,0.0007821+3.6633e-05i,0.00063123+0.00015536i,0.00086391+0.00050912i,0.00028121+0.00012638i,-0.00031329-0.0011526i,-0.00010022-0.001463i,0.00042945-0.00049285i,-0.00041449-3.4353e-05i,-0.0013331-0.00013322i,-0.0012743+0.00044644i,-0.00092949+0.00057561i
-0.0021535+0.0019482i,-0.0028864+0.0022083i,-0.002876+0.0024477i,6.4619e-05+0.00082603i,0.0016768-0.00068897i,0.00017542-0.0014147i,-0.00040651-0.0019695i,-0.0011327-0.0019834i,-0.0019576-0.0022498i,-0.00038135-0.0015829i,0.0014342-0.00032291i,0.0017546-0.00047815i,0.00084972-0.00095945i,-0.00094226+5.481e-05i,-0.0010322+0.0016077i,-0.00024852+0.0019406i,6.7694e-05+0.0013086i,9.0878e-05+0.00060741i,-0.00018136-0.0001535i,-7.693e-05-0.0010318i,0.00023088-0.00093257i,0.00022686-2.4338e-05i,-0.00034753+0.00014822i
-0.0013547-0.00085937i,-0.0027646-0.0018038i,-0.001852-0.0011926i,0.00055441+0.00032781i,0.0012871+0.00050462i,0.00077216-5.1086e-05i,0.0003722+1.0593e-06i,-0.00014309-0.00076866i,-0.00078643-0.00172i,-0.00069056-0.0013843i,0.00034102+0.0003752i,0.00075106+0.00094276i,-0.00016645+0.00028055i,-0.00096035-0.00047062i,-0.0011322+7.7976e-06i,-0.0012101+0.00036596i,-0.0016511-0.00023006i,-0.00097204-0.0010071i,-0.00028211-0.00087679i,6.9721e-06-0.0002578i,0.00045392-0.0010295i,0.00054974-0.0012243i,-6.8462e-05-0.00048767i
4.1907e-05-0.00078337i,0.0015729-0.0019909i,0.0015596-0.0028387i,0.0010825-0.0020005i,0.00033181-0.002334i,-0.0010983-0.0018353i,-0.0016521-0.00099187i,-0.0026793-0.001855i,-0.0032762-0.0028562i,-0.0014587-0.0021947i,0.0010688-0.00052488i,0.0026218-0.00063363i,0.0016661-0.00035686i,0.00074609+0.0019277i,0.00055058+0.0030528i,0.00057992+0.001726i,0.00056341+0.00054079i,-0.00025085-2.3887e-05i,-0.00036399-0.00049157i,-0.00044833-0.0005508i,-0.00027882-0.00054468i,-1.5306e-05+8.7777e-05i,-0.00043046+0.00022908i
0.00037557-0.00041907i,0.0011704+0.00033473i,0.0018902+2.7225e-05i,0.0015786-0.00027892i,0.00082708-0.00076956i,0.00087339-0.00096564i,0.00058159-0.0011988i,-0.00038007-0.0030224i,-0.0011228-0.0035851i,-0.00058259-0.0011532i,0.00089885+0.00081139i,0.001659+0.00072542i,0.000825-0.00049626i,-0.0014223-0.0012638i,-0.0031074-0.00064656i,-0.0024164-0.00030997i,-0.001181-0.00095916i,-0.00029634-0.0008301i,8.1914e-05-0.00027202i,-0.00035283+0.00021962i,-0.00063356+0.00022765i,-0.00042455+3.9104e-05i,-0.00034837+0.00047021i
0.00024876+0.002143i,3.0347e-05+0.0020729i,0.00064157+0.0023105i,0.00193+0.00093479i,0.0025959-0.000843i,0.0013752-0.00075423i,-0.00032535+5.4474e-05i,-0.0013746-0.0016229i,-0.0015819-0.003088i,-0.00080396-0.0018306i,0.0012631-0.001011i,0.002481-0.00061987i,0.00097598+0.00030992i,-0.00067426+0.0016158i,0.0001373+0.0011646i,0.00099978+0.00017397i,0.00070676+7.3822e-07i,0.00039785+1.6691e-05i,-6.2683e-05-0.00080013i,-0.00037736-0.001367i,-0.00069336-0.00035837i,-0.00051051+0.00080712i,-8.7857e-05+0.00031514i
0.001067-0.00074566i,0.00074176-0.00040033i,0.0014097-0.00033951i,0.0014241-0.00057199i,0.00045171-0.00089804i,-0.00079923-0.00039773i,-0.00067322+2.2767e-05i,-0.00037632-0.0013653i,0.00015853-0.0022437i,0.00020115-0.0011605i,0.00045177+6.0641e-06i,0.0013292+0.0003848i,0.00055305+0.0010329i,-0.0012518+0.0010896i,-0.001616+0.00054662i,-0.0012027+0.00050774i,-0.00075253+0.00058081i,-8.579e-05+0.0005178i,-0.0001563+0.00085718i,-0.00077314+0.0014916i,-0.00049718+0.001045i,-0.00010825+0.00020978i,-0.00012446+0.00021528i
0.0017155+0.00040296i,0.0013498+0.00067501i,0.001843+0.0012663i,0.0016208+0.0011354i,0.00044139-0.00021772i,-0.00083442-0.00057535i,-0.0013923+0.00022879i,-0.0016247-0.00077294i,-0.0012938-0.0019407i,-5.235e-05-0.0008569i,0.00086745+0.00089541i,0.00096418+0.0011337i,0.0003529+0.00051169i,0.00054536+0.00064812i,0.0010486+0.0007934i,0.0017589+0.00018729i,0.00184-0.0007009i,0.00053286-0.0011934i,-0.00036449-0.0011467i,-0.00010961-0.00026272i,0.0001726+0.00027786i,7.256e-05+3.5911e-05i,0.00058299-0.00031139i
-0.001822+0.00094705i,-0.00097296+0.0010756i,-0.00092842+0.0025672i,-0.00063166+0.0029865i,0.0002525+0.0019036i,-3.9211e-05+0.00011259i,-0.0012152-0.00095225i,-0.0019368-0.0012237i,-0.0017079-0.0016997i,-0.00069134-0.00093409i,0.00098628+0.00024945i,0.0015378+0.00054991i,0.00057494+0.00027831i,-0.00056048-0.00065056i,-0.002108-0.00074814i,-0.0025208+0.00032589i,-0.0012504+0.00071844i,0.0001217+0.00012641i,0.001358-0.00022137i,0.0011521-7.7101e-06i,-0.0005225+0.00022586i,-0.0008436-0.00023538i,1.5375e-05-0.00044123i
0.00033178+0.0011826i,-0.00081137+0.0010553i,6.6261e-05+0.00084525i,0.0015082+0.00033481i,0.0014762-0.00043191i,-0.00010594-0.00064103i,-0.0009798-0.00077546i,-0.00093247-0.0010217i,-0.0011514-0.0016729i,-6.5909e-05-0.0013381i,0.00037637-0.0006339i,0.00025834-0.00037137i,0.00016414-8.6509e-05i,0.00065184+0.00066026i,0.00094312+0.00077169i,0.00048398+0.00017699i,-5.1603e-06-0.00086584i,0.00021208-0.0019652i,0.00063318-0.0019266i,-0.00022246-0.00086545i,-0.0014694-0.00016564i,-0.0013189-8.4874e-05i,0.00018636+4.3025e-05i
-0.0010633-0.0027998i,-0.00022036-0.0021146i,-0.0017544-0.0014616i,-0.0015194-0.00121i,-0.00063005+8.8176e-06i,-0.0011963-0.00098622i,-0.0017874-0.0024491i,-0.0019998-0.0029697i,-0.001824-0.0031113i,-0.0012109-0.0023024i,-0.00050646-0.0012324i,0.00048872-0.00097995i,0.00031756-0.0011066i,-0.0010539-0.00048318i,-0.0011865+0.00080077i,-0.00038298+0.0016711i,-0.00023644+0.0015071i,-0.0008433-0.00016223i,-0.0007983-0.0008231i,-6.4821e-05-0.00083324i,-3.562e-05-0.00092889i,7.8075e-05-0.00044937i,0.00014022-0.0002055i
0.00038806-0.00063175i,0.00022925-0.00076599i,0.00010411-0.00066471i,0.0018402-0.00017377i,0.0020314-0.00021255i,0.0014155-0.00080041i,0.0011106-0.0012103i,0.00015832-0.0021343i,-0.0016063-0.0029147i,-0.0018518-0.0016541i,-7.7047e-05-0.00013918i,0.0014496-0.00049167i,0.0018-0.0010383i,0.0019435-0.00089933i,0.0016809-0.00075222i,0.00045017-0.00067403i,-0.0002072-0.00088029i,-0.00027411-0.00078031i,-0.00038061-0.0010188i,-0.00059572-0.0011027i,-6.0245e-05-0.00078302i,0.00060495-0.00076282i,0.00060085-0.0004304i
0.00044805-8.385e-05i,0.0020634+0.0020793i,0.0028543+0.0014274i,0.0018429+4.5e-06i,0.00026705-0.00099626i,-0.00026116-0.0013763i,-0.00034893-0.0022699i,-0.00053885-0.0029033i,-0.00034158-0.0026884i,0.00017844-0.0019044i,0.00078534-0.00085671i,0.0010798+0.00027598i,0.0010234+0.0011156i,0.00088095+0.00086268i,-0.00051416+0.00046826i,-0.0012599+0.00071419i,-0.00079637+0.0006846i,-0.00017339+0.00022701i,0.0004326-0.00033747i,1.265e-05-0.00073532i,-0.00069482-0.00074348i,-0.0013819+0.00018879i,-0.0018026+0.00068601i
0.0013044-0.0016703i,0.00056106-0.0010963i,2.0906e-05+0.00083363i,0.00072922+0.00092732i,0.00071962-0.00025886i,-0.00015964-0.00085215i,-0.00054513-0.00097067i,-0.00088789-0.002019i,-0.0013208-0.00336i,-0.0011251-0.0026127i,0.0004532-0.00072507i,0.0016542+0.00038859i,0.0014003+0.0010038i,0.0010229+0.00034506i,0.00028616-0.00079782i,0.00010171-0.00099823i,0.00021571-0.00049457i,0.0001166-0.00044176i,0.00012961-0.00064169i,9.2784e-05-5.1661e-05i,0.00025069+0.00030145i,0.00011753+0.00013345i,0.00020436-2.7822e-05i
0.0010897-9.2746e-05i,-0.00017996+0.0006687i,0.00034676+0.0016273i,0.00068784+0.0018585i,-0.00024088+0.00029274i,-0.0016991-0.00095279i,-0.0022781-0.001308i,-0.0016293-0.0018881i,-0.0011017-0.0021004i,-0.0004724-0.001455i,0.00089386-0.00069821i,0.0018193-0.00022178i,0.0013413+0.00041459i,0.00057095+0.00092761i,0.00011501+0.0015457i,-0.00042051+0.0018024i,-0.00039239+0.00061497i,-6.1968e-05-0.00049691i,2.3927e-05-0.00038475i,-0.00063107-2.1576e-05i,-0.0011017+0.00047456i,-0.00062387+0.0010045i,0.0001001+0.00047498i
-0.00076685+0.002302i,-2.2868e-05+0.0011446i,0.00092088+0.0014313i,0.0020635+0.00092469i,0.001621-0.00049718i,-0.00015114-0.0015541i,-0.00074333-0.0017264i,-0.00076822-0.0020126i,-0.00081034-0.0020635i,-0.00030121-0.0013798i,0.00063395-0.00010675i,0.00051255+0.00014414i,-0.00030713-0.00075759i,-0.00047742-0.00091757i,0.00032079-0.00090556i,0.00074878-0.0013679i,0.00020018-0.001357i,9.316e-05-0.00054387i,-0.00045408-0.00016955i,-5.5406e-05+3.8422e-05i,-2.3674e-05-0.00014386i,-0.00050224-0.00096095i,7.8936e-05-0.00090733i
0.0021732+0.0055267i,0.0027976+0.005275i,0.0032593+0.0037114i,0.0030474+0.0012029i,0.0018814-0.0018921i,-0.00063359-0.0028918i,-0.002208-0.0017281i,-0.0019531-0.0021472i,-0.00033529-0.0025276i,0.0010441-0.0017204i,0.0011947-0.0010494i,0.0014014-0.00027407i,0.00075421+0.0012395i,-7.9713e-05+0.0022705i,0.0010481+0.0022451i,0.0018076+0.0015263i,0.00091636+0.00077794i,4.2173e-05+0.00014282i,-0.00024676-3.7893e-05i,-0.00036202+0.00089206i,-0.00068092+0.0012035i,-0.00085165+0.00066738i,0.00016407+0.00040731i
-0.0021145+0.0010194i,-0.0029924+0.0013891i,-0.0027706+0.0019743i,-0.0010524+0.0021504i,-0.00029581+0.0010191i,-0.0005889-0.00014628i,-0.00025709-0.00046797i,5.0976e-05-0.0016173i,0.00021958-0.0025336i,0.00013944-0.0015369i,0.00079918+0.00053919i,0.0012063+0.0013834i,0.00091786+0.00053351i,0.00086142+0.00044785i,0.00012648+0.00039219i,-0.00059286-0.00052632i,-0.00082717-0.00069987i,-0.00055635-0.0012605i,1.6576e-05-0.0012457i,-0.00021172-0.00066337i,-0.00042837-0.00057131i,-0.0004464+0.00025321i,-0.00074666+0.00053514i
-0.00023949-0.00018811i,-0.001869+0.00081067i,-0.0014747+0.00093351i,0.00014042-0.00020035i,0.00068651-0.0014204i,-0.00055501-0.001576i,-0.0013997-0.0017035i,-0.0010071-0.0024534i,-0.0005809-0.0031188i,-1.3167e-05-0.0025312i,0.00079719-0.00071975i,0.0021451+0.000584i,0.0018197+0.0011352i,0.00071353+0.00192i,0.00062099+0.0014791i,-3.8258e-05+7.0584e-05i,-0.00012737+0.00037388i,0.00067095+0.0010433i,0.0006268+0.00061996i,-8.3035e-05+2.2099e-05i,-0.00075116-0.00020966i,-0.00043639-0.00026934i,0.00027766+0.00046399i
0.00025253-0.0021745i,0.00027354-0.0024636i,0.00065276-0.0021154i,0.00073074-0.0019098i,-0.00062881-0.0021147i,-0.00095281-0.0016057i,-0.0012811-0.0012089i,-0.0015086-0.0023479i,-0.0011555-0.00269i,-0.00037504-0.0015828i,0.0012048-0.00022433i,0.0013732+0.00037446i,0.00043562+0.00042924i,-0.0004619+0.00072273i,-0.00080136+0.00054435i,-0.00095546-0.0001033i,-0.0010172-9.2959e-05i,-0.00059772+0.0006258i,-4.2889e-05+0.00042884i,0.00085438+0.00027742i,0.0004674+0.0002593i,-0.00063488-0.00052105i,-0.00094516-0.0004575i
0.0019605-0.0014991i,0.0025911-0.0021004i,0.0015689-0.00072866i,0.0009355+5.9565e-05i,0.0014612+0.00055065i,0.0014521+0.00080262i,0.001033+0.00063351i,0.00025689-0.0005343i,-0.00033553-0.0017375i,0.00021253-0.0010809i,0.0011046+0.0001744i,0.00069279+0.00041619i,0.00047145-0.00031922i,0.00078841+0.00013586i,0.00061574+0.0010502i,-3.171e-05+0.00047617i,4.3068e-05-0.00022018i,0.00069484-0.00026161i,0.00011485-0.00039441i,-0.00088012-0.0004457i,-0.0014712+0.00019207i,-0.0012925+0.00017092i,-0.00039408-0.00022109i
0.0018034+0.0034298i,0.0023481+0.0040007i,0.0020938+0.0019194i,0.0014403-0.00043514i,-0.00036772-0.0015686i,-0.0024482-0.001901i,-0.0026459-0.0015195i,-0.001612-0.0019294i,-0.00073476-0.0017458i,0.00012416-0.00054856i,0.00032813-1.5604e-05i,0.00091966+0.00034633i,0.0015873+0.0011159i,0.0010216+0.0010051i,0.00070953+0.00027992i,0.00075066-0.00028326i,-0.000249-5.2484e-05i,-0.000463-0.00031515i,0.00031324-0.0006945i,-0.00027494-0.00025028i,-0.0010309-0.00056336i,-0.00075011-0.00048692i,-0.00057265+0.0002389i
-0.0016449+0.0030626i,-0.0018791+0.0032999i,9.6961e-05+0.0030553i,0.0021751+0.0017744i,0.0023142-0.0002939i,0.00082504-0.0010295i,8.5362e-05-0.00091137i,-0.00040565-0.002168i,-0.00094432-0.0021256i,-0.00051685-0.00081365i,0.00038362-0.0004057i,0.0014335-0.00083714i,0.00091251-0.00077412i,0.00017253+0.0003955i,0.00017615+0.0010546i,0.00045347+0.00069209i,0.00026866+1.6648e-05i,-0.00014936-0.00031819i,-0.00014856-0.00043774i,-0.0010944-0.0012069i,-0.0016321-0.0013434i,-0.00073134-0.0010125i,3.2156e-05-0.00032266i
-0.0018861+0.00045527i,-0.0018504-0.00026226i,-0.00051444+0.00044419i,0.00028078-0.00012283i,0.00031106-0.00083571i,-0.00077524-0.0011284i,-0.0013011-0.0011127i,-0.00080517-0.0017401i,-0.00066556-0.0019316i,6.0959e-05-0.0005448i,0.0012413+0.00086636i,0.0019127+0.00073554i,0.001341-0.00065952i,-0.00034745-0.0008653i,-0.00061754-0.00061635i,-0.00042356-0.00031663i,-0.00055815+0.0005164i,-7.3018e-06+0.00090281i,-0.00027016+0.00041703i,5.8512e-05+0.0001428i,0.00025521+0.0006062i,-0.00028424+0.0005466i,-0.00038582+0.00045066i
-0.0026287-0.0021186i,-0.00082609-0.00018027i,-0.0012413+0.0011019i,-0.00076763+0.00047072i,0.00094794+0.00077231i,0.00068035+0.0020142i,0.00016678+0.00063058i,0.00018251-0.0020091i,-0.00051493-0.0029772i,-0.00052544-0.0026541i,0.00094096-0.0011062i,0.00098315+7.0736e-05i,0.00058072-0.00055421i,0.00030031-0.000707i,0.00015312-0.00026999i,-0.00030858-0.00050857i,-0.00086862+0.00034573i,-0.00070491+0.00057712i,-0.0012842-0.00021391i,-0.0018432-0.00040394i,-0.0016666-4.1913e-05i,-0.0013492+8.223e-05i,-0.0008255+0.00021824i
0.0035987-0.0017175i,0.0015616-0.0014953i,0.0010489-0.0013366i,0.0013753-0.0010003i,0.00049769-0.0014528i,-0.0019431-0.0016817i,-0.0021374-0.00098284i,-0.0004171-0.0016914i,-7.4499e-05-0.0027901i,-0.00076339-0.002199i,-0.00076709-0.00070568i,0.00017281+0.0010985i,0.00080205+0.001783i,0.00063902+0.00098116i,0.00027683+0.00047051i,-0.00018416+0.0002834i,-0.00048087-0.00016711i,-0.00073616-0.00041031i,-0.00090817-0.00013689i,-0.00061541-0.00025201i,-0.00063163-0.00025759i,-0.00086639-3.8885e-05i,-0.00076523+0.00028289i
0.0022701+0.0014436i,0.0023454+0.0011443i,0.0016007+0.00033322i,0.0018409-0.00054216i,0.00088573-0.0012033i,-0.001079-0.0016463i,-0.0011213-0.00070905i,-0.0002919-0.00075599i,-2.8895e-05-0.0024796i,-0.00060669-0.0022326i,-0.00066508-0.00079322i,-0.00013195-3.8124e-05i,0.0001985+0.00064181i,0.00062851+0.0010646i,0.0010962+0.0010219i,0.0010795+0.00062791i,0.00057234+0.00013874i,-2.056e-05+2.4306e-05i,-0.00016026-0.00021648i,-2.6216e-05-0.00025588i,0.00024807+0.00011597i,0.00025551+0.00038633i,0.00024861+6.8894e-05i
-0.00071036+0.0011334i,-0.0012289+0.0013916i,-0.00059043+0.0013279i,0.0010461+0.0012314i,0.0014604+0.00011478i,0.00033044-0.00083299i,-0.00050064-0.0010204i,-0.00033312-0.0020239i,-0.00026289-0.002698i,0.00018784-0.0018598i,0.0014257-0.0010835i,0.001493-0.0014603i,0.00079638-0.00086408i,-0.00037545+0.00086306i,-0.00097878+0.00097186i,-0.00077452+4.9919e-05i,-0.00050483-0.00037018i,0.00021145-0.0014271i,0.00059803-0.0012905i,0.00032537-0.00078211i,-0.00042732-0.00104i,-0.0010019-0.00073815i,-0.0004309+2.8241e-05i
-0.00032913+0.0021718i,-0.00034047+0.0018504i,0.0011075+0.0022577i,0.0018245+0.0015873i,0.0016518-3.6448e-05i,-0.00034151-0.0016895i,-0.0021993-0.0015121i,-0.0025048-0.0014109i,-0.001554-0.0013591i,-0.00014668-0.00085972i,0.00044554-0.00027519i,0.00077133+0.00024454i,0.00056473+3.2128e-05i,4.8752e-05-0.00022618i,-7.671e-05+0.00043807i,3.3264e-05+0.00094056i,0.00029138+0.00067194i,0.00038707+0.00035725i,-0.00029009+0.00024279i,-0.0011889+0.00010324i,-0.0008811-0.00040038i,-0.00022272-0.00016834i,-9.8917e-05-0.00014963i
-0.00082365-5.5518e-06i,0.00023935+0.00046247i,0.0015821+0.0011957i,0.0021321-2.6318e-05i,0.0011065-0.0012308i,-0.00051717-0.00065859i,-0.0010705-0.00096191i,-0.00082368-0.0021863i,-0.00097659-0.0026995i,-0.00050828-0.0017814i,0.0016081-0.00054801i,0.0018927+0.00022717i,0.0013431+0.00010293i,0.0013478-5.6178e-05i,0.00029389+0.00055793i,-0.00084804+0.00085504i,-0.00057516+0.00031971i,-0.0001682+8.5743e-05i,-0.00023792+0.00027954i,-2.7283e-06+8.0216e-05i,-0.00024849-0.00021864i,-0.0014077+0.00031842i,-0.0013024+0.00070935i
-1.7735e-05-0.0032997i,0.0002415-0.0017928i,-0.001201-0.00044256i,-0.0021721+0.00040705i,-0.0017371+0.00042828i,-0.0014414+0.00071696i,-0.0011826+0.00014812i,-0.00123-0.0017345i,-0.0019124-0.0026166i,-0.0017709-0.0013873i,-0.00036877+0.00042428i,0.00087517+0.0016799i,0.0012328+0.0015297i,0.00086529+0.00062098i,0.00018295+0.00013387i,-0.00044611-0.00044366i,-0.0002162-0.00075406i,-0.00021972-0.00068119i,0.0003938-0.00032102i,0.00080131-0.00050169i,0.00041085-0.00060966i,-0.0001357-0.00027977i,-0.00039234-0.00089205i
0.001744-0.0020366i,0.0020105-0.00042297i,0.00072482-0.00052774i,-0.0001829-7.6299e-05i,0.00051453+0.00032774i,0.0005041+0.00040939i,-4.8546e-05-0.00043424i,-0.00076243-0.0024132i,-0.0013636-0.003027i,-0.0011434-0.0020087i,0.00038597-0.00099169i,0.002194+0.00015574i,0.0023225+0.00090307i,0.0012389+0.00046893i,0.00048976-0.00034296i,-1.336e-05+5.4219e-05i,-3.9584e-05+0.00031767i,-0.00044547-0.00029815i,-0.00084573-0.00092438i,-0.00091226-0.00085899i,-0.00079886-0.00049498i,-0.00033225-3.0817e-05i,0.00027216+0.00040178i
0.0017516-0.00053812i,0.00073619+0.0008114i,0.00037376-0.00017062i,0.00014716-0.0012128i,-0.00057938-0.0017116i,-0.0016425-0.0014335i,-0.0015354-0.0013611i,-0.00098853-0.0022095i,-0.0002106-0.0026632i,0.00061884-0.001581i,0.0007113-0.00022664i,0.00063248-1.5523e-07i,0.00052642-0.0003633i,0.00020477-0.00036073i,-2.7422e-05-0.00070132i,-0.00059732-0.000434i,-0.00092675+0.00038429i,-0.00048585-0.00019238i,7.0386e-05-0.00054496i,0.00023096-0.00035853i,-0.0001293-0.00044699i,-0.0011665-0.00037809i,-0.0010887-0.00010981i
