0.00020699+0.00066612i,0.0002208-0.0007229i,-0.00026516-0.0013978i,-0.0017182-0.0014886i,-0.0026439-0.0010861i,-0.0017845+0.00080568i,0.00014998+0.0019745i,0.0016291+0.0011501i,0.0021783+0.00055627i,0.00089998+0.000105i,0.0002557-0.00088791i,0.00047673-0.00087669i,0.00036666+0.00057006i,-5.1356e-05+0.0013169i,-0.00028797+0.00055018i,-5.1529e-05-0.00016958i,0.00071452-0.0003145i,0.0012084+1.1515e-05i,0.0010961-0.0002848i,0.0015547+4.6794e-05i,0.0013797+0.00030943i,0.00031694+1.7433e-05i,0.00033456+0.00022204i
0.142+0.11743i,0.2017+0.20087i,0.18645+0.15825i,0.079457+0.014189i,-0.014234-0.039234i,0.01016+0.031207i,0.091481+0.047575i,0.092831-0.012628i,0.026569-0.021712i,-0.0045557+0.013953i,0.0044539+0.025279i,0.0158+0.019401i,0.022434+0.011167i,0.023647-0.0012476i,0.020836-0.0073457i,0.018294-0.0044683i,0.014771+0.0034942i,0.010143+0.012704i,0.0055807+0.017317i,0.0014763+0.016762i,0.00039758+0.013942i,0.0016005+0.0065085i,-0.0012586-0.006423i
-0.098658+0.12644i,-0.18238+0.1964i,-0.16591+0.25005i,-0.042406+0.26686i,0.019035+0.19338i,-0.043555+0.087854i,-0.10434+0.05952i,-0.080612+0.064137i,-0.024278+0.024507i,-0.003128-0.020785i,-0.0071392-0.029259i,-0.012105-0.018882i,-0.012915-0.0066715i,-0.0091255+0.0023826i,-0.0078955+0.0049553i,-0.0064544+0.0033272i,-0.002374-0.0049757i,0.0015485-0.014964i,0.0049057-0.016261i,0.0091086-0.0092841i,0.012425-0.0011678i,0.010902+0.0044484i,0.01029+0.0077793i
-0.13529-0.091654i,-0.18583-0.17811i,-0.16817-0.21583i,-0.11686-0.21851i,-0.057105-0.20307i,0.023597-0.15127i,0.080887-0.10798i,0.067161-0.084107i,0.028866-0.039188i,0.020747+0.0031805i,0.021185+0.011244i,0.011302+0.0061574i,0.0028685+0.0061204i,0.0014157+0.0070898i,0.0035796+0.0030133i,0.0012277-0.00096969i,-0.0041884+0.0028599i,-0.0058174+0.0086591i,-0.004015+0.005634i,-0.0045485-0.0026035i,-0.0095288-0.0058976i,-0.012679-0.0046199i,-0.012821-0.0030772i
0.11559-0.13558i,0.20739-0.20011i,0.19152-0.17213i,0.10336-0.027682i,0.061924+0.11778i,0.027839+0.1434i,-0.030951+0.12061i,-0.040776+0.10589i,-0.013035+0.062903i,-0.0063188+0.018531i,-0.011673+0.0021945i,-0.013092-0.0040421i,-0.014636-0.0072596i,-0.015832-0.0058553i,-0.014952-0.0024899i,-0.010708-0.0019011i,-0.0052246-0.0067107i,-0.0046939-0.010333i,-0.0068355-0.0067286i,-0.0033003-0.0040064i,0.0020443-0.0078237i,0.0038383-0.0089166i,0.0037624-0.0035645i
0.10188+0.13545i,0.1681+0.24602i,0.19749+0.2037i,0.13795+0.0077785i,0.028175-0.10556i,0.0013829-0.058903i,0.054597-0.032953i,0.058831-0.064533i,0.01328-0.04946i,-0.0079753-0.0084922i,-0.0040848+0.0064433i,0.0034967+0.0074352i,0.0097198+0.0039412i,0.011813-0.0015095i,0.010448-0.0025747i,0.0079773+0.0027444i,0.0091139+0.012418i,0.012673+0.016747i,0.0095742+0.013596i,0.00048138+0.010731i,-0.0042639+0.0094895i,0.00027561+0.005073i,0.0028699-0.0032033i
-0.14411+0.065428i,-0.3087+0.099001i,-0.39178+0.16151i,-0.29887+0.2418i,-0.16455+0.22557i,-0.12889+0.12454i,-0.13547+0.090013i,-0.083299+0.097903i,-0.014815+0.051048i,0.0050061-0.0053642i,0.0029796-0.021797i,0.00086232-0.019341i,-0.0026186-0.014579i,-0.0021885-0.011419i,-0.001846-0.0083617i,-0.0020818-0.0051577i,-0.0012687-0.0066229i,-0.0026297-0.0085011i,-0.002418-0.0049773i,0.001762+0.00055006i,0.0059247+0.0040186i,0.0071205+0.0077836i,0.010644+0.012076i
-0.039565-0.111i,0.0019223-0.23092i,0.084401-0.32414i,0.1143-0.34771i,0.10243-0.29422i,0.11534-0.20839i,0.1146-0.16344i,0.063293-0.12876i,0.015057-0.060336i,0.01151-0.0029302i,0.020923+0.014105i,0.020011+0.013417i,0.01499+0.011587i,0.011733+0.010172i,0.0099175+0.0055739i,0.0045364+4.5946e-05i,-0.0017199+0.00073407i,-0.00068159+0.0018875i,0.0036919-0.0034576i,0.0021232-0.0076696i,-0.0064523-0.0058348i,-0.015593-0.0037628i,-0.0223-0.0034087i
0.082571-0.048349i,0.13237-0.0081666i,0.096043+0.12054i,0.024032+0.2613i,-0.0067128+0.29789i,-0.042147+0.23613i,-0.075562+0.18229i,-0.052946+0.14318i,-0.018012+0.082202i,-0.013697+0.033839i,-0.017604+0.012967i,-0.016787+3.5122e-05i,-0.015303-0.0082368i,-0.012865-0.011i,-0.0072363-0.011404i,-0.00089651-0.012571i,0.00097511-0.015277i,-0.0034302-0.012003i,-0.0065578-0.0034928i,-0.0025428-0.0018334i,0.0048999-0.0078687i,0.010597-0.012266i,0.014646-0.011893i
0.0638+0.093178i,0.11491+0.13543i,0.16047+0.021135i,0.13577-0.19643i,0.038996-0.28406i,-0.00027002-0.21804i,0.029042-0.16792i,0.01805-0.14413i,-0.018768-0.084667i,-0.026043-0.030286i,-0.015797-0.0091054i,-0.003705-0.0015993i,0.0035985+0.0024236i,0.0035001+0.0053028i,0.0014812+0.00865i,0.0010577+0.014726i,0.0030744+0.018691i,0.0063198+0.014849i,0.0043285+0.0069878i,-0.0032188+0.0041186i,-0.0063126+0.0077171i,-0.0025251+0.010793i,-0.0011202+0.010699i
-0.12015+0.032211i,-0.26549+0.067752i,-0.34549+0.16189i,-0.26947+0.2755i,-0.13019+0.2727i,-0.062825+0.17607i,-0.048791+0.13157i,-0.011032+0.11394i,0.026303+0.052026i,0.028071-0.0056273i,0.016946-0.019245i,0.0074536-0.013623i,0.0017246-0.01097i,0.00057794-0.012921i,-0.0005372-0.015287i,-0.00059551-0.015026i,-0.0014605-0.013606i,-0.0044809-0.0091632i,-0.0032305+1.2755e-05i,0.0027339+0.0040294i,0.0049362+0.00073395i,0.0021634-0.00066097i,0.0022617-0.00036226i
0.0041091-0.10029i,0.068674-0.24335i,0.14067-0.39307i,0.12871-0.44957i,0.081463-0.36383i,0.082254-0.22951i,0.079054-0.16606i,0.03142-0.12862i,-0.0040644-0.059788i,0.0010412-0.0029515i,0.011019+0.018457i,0.013179+0.022579i,0.015076+0.021373i,0.016347+0.020224i,0.015552+0.017702i,0.012291+0.014736i,0.010173+0.01134i,0.0096944+0.0028538i,0.0081592-0.0069997i,0.0045387-0.0089232i,-0.0014039-0.0044251i,-0.0072989-0.0019791i,-0.01244-0.00245i
0.050547+0.016016i,0.061425+0.13153i,0.021461+0.33897i,-0.0080283+0.48176i,-0.0033991+0.43235i,-0.018219+0.29483i,-0.031042+0.2122i,-0.0037369+0.15602i,0.018256+0.079154i,0.0049674+0.022148i,-0.013657+0.00090462i,-0.021953-0.0057186i,-0.022317-0.0067406i,-0.017083-0.0073686i,-0.010596-0.0096901i,-0.0060124-0.011467i,-0.0037282-0.0099121i,-0.0038605-0.0036855i,-0.0030114+0.003108i,0.0010997+0.0028612i,0.0059276-0.0037145i,0.011103-0.0082307i,0.017175-0.0088212i
0.026111+0.036583i,0.041216+0.00056814i,0.050032-0.16376i,0.030066-0.34615i,-0.014411-0.35918i,-0.016557-0.2557i,0.0055675-0.18567i,-0.0092663-0.13593i,-0.030886-0.06939i,-0.026702-0.021708i,-0.012348-0.0063041i,-0.00013626-0.0045119i,0.0046241-0.0047602i,0.0030598+0.00027638i,0.00026281+0.0095599i,-0.0014159+0.016091i,6.0847e-05+0.017132i,0.0021508+0.010091i,-0.0020215+0.00016686i,-0.01006-0.0011186i,-0.011671+0.0051128i,-0.0075965+0.011611i,-0.0064058+0.015712i
-0.068961+0.033939i,-0.13056+0.10038i,-0.12945+0.23763i,-0.044493+0.35704i,0.029085+0.32206i,0.025465+0.21524i,0.0081071+0.16855i,0.028646+0.12993i,0.045851+0.05658i,0.034219+0.00097809i,0.01451-0.014188i,0.00059598-0.010172i,-0.0055347-0.0072338i,-0.0073006-0.01194i,-0.0094268-0.017606i,-0.010467-0.018012i,-0.0089819-0.013021i,-0.0043389-0.0043174i,0.002539+0.00341i,0.0071577+0.0047145i,0.0068392-0.00034611i,0.0020096-0.005444i,-0.0012876-0.0098702i
0.012182-0.089894i,0.047349-0.2441i,0.053733-0.42481i,-0.0039058-0.49867i,-0.04684-0.39645i,-0.032119-0.23811i,-0.021421-0.1603i,-0.041254-0.11141i,-0.042858-0.037969i,-0.014661+0.011399i,0.0042586+0.019717i,0.0077867+0.014086i,0.0090032+0.01121i,0.0095411+0.013828i,0.010152+0.016218i,0.01086+0.014826i,0.01019+0.010273i,0.0074659+0.0036494i,0.0037606-0.0012781i,0.0012835+0.00067774i,0.00036389+0.0053134i,-0.00025428+0.0059047i,-0.00080362+0.0064584i
0.045863+0.041127i,0.073987+0.16481i,0.072065+0.35477i,0.063655+0.46335i,0.050542+0.39167i,0.017552+0.25286i,0.0009617+0.174i,0.012292+0.12273i,0.016839+0.058344i,0.0013391+0.010308i,-0.012452-0.0089702i,-0.016686-0.012474i,-0.015738-0.0094427i,-0.012909-0.0092397i,-0.012034-0.011884i,-0.013087-0.012166i,-0.012828-0.0079541i,-0.0087931-0.0014234i,-0.0016341+0.0011195i,0.0034022-0.0034818i,0.0039781-0.0083409i,0.0048816-0.0086048i,0.0074155-0.0084071i
-0.0099464+0.012685i,-0.047044-0.050941i,-0.11287-0.21808i,-0.16224-0.35119i,-0.14061-0.31509i,-0.072942-0.21699i,-0.036197-0.16757i,-0.044409-0.12182i,-0.047862-0.055852i,-0.028258-0.012779i,-0.0029234-0.0041722i,0.013862-0.0078008i,0.017269-0.0094243i,0.013264-0.0038711i,0.010672+0.0040607i,0.010515+0.0062175i,0.0078453+0.003873i,0.0008105+0.0002579i,-0.0070734-0.0034133i,-0.010522-0.0031184i,-0.00859+0.001084i,-0.0039241+0.0059778i,-0.0015674+0.010677i
-0.028393+0.039685i,-0.01388+0.12893i,0.069035+0.27836i,0.16517+0.37467i,0.17384+0.30731i,0.10642+0.18874i,0.064953+0.13612i,0.066092+0.088081i,0.053241+0.021725i,0.022413-0.013032i,0.00085309-0.013102i,-0.0073302-0.0024833i,-0.0089196+0.0017779i,-0.0095399-0.0045279i,-0.010912-0.010783i,-0.011045-0.0093667i,-0.0076926-0.0041941i,-0.0024476+0.00055014i,0.0033998+0.0034404i,0.0064415+0.00218i,0.0042262-0.0027079i,-8.6989e-05-0.0073498i,-0.0028629-0.012226i
-0.014269-0.073397i,-0.03136-0.18829i,-0.078226-0.33127i,-0.1333-0.39487i,-0.12743-0.31816i,-0.074196-0.20528i,-0.045212-0.15338i,-0.047824-0.11195i,-0.039038-0.045495i,-0.010722+0.00064678i,0.0082456+0.0092732i,0.0095529+0.0017703i,0.0059027-0.0031032i,0.007037+0.00067948i,0.01132+0.0047588i,0.014364+0.0034525i,0.013358-0.00022128i,0.0075266-0.0015864i,0.00079634+0.0012455i,-0.0025817+0.006449i,-0.0020193+0.009588i,0.00023037+0.0096775i,0.0012699+0.010402i
0.052679+0.029076i,0.11639+0.11441i,0.18718+0.23441i,0.21233+0.28837i,0.16034+0.23855i,0.090262+0.16286i,0.064157+0.12242i,0.060881+0.080354i,0.040605+0.025385i,0.010063-0.003742i,-0.0060652-0.0039007i,-0.0066379+0.0012928i,-0.0042025+0.0024221i,-0.0039078-0.0019264i,-0.0062832-0.0054631i,-0.0088379-0.0029506i,-0.0072314+0.00017837i,-0.0018135-0.0004352i,0.0044264-0.0032196i,0.0076872-0.0073992i,0.0060488-0.011521i,0.0023889-0.010783i,-0.0013091-0.0091285i
-0.023148+0.0016973i,-0.10371-0.054098i,-0.2213-0.17931i,-0.28533-0.26418i,-0.22705-0.21737i,-0.11852-0.13895i,-0.064127-0.10504i,-0.052069-0.070821i,-0.032588-0.026461i,-0.0065219-0.0037219i,0.0072351-0.0025672i,0.010102-0.0039963i,0.0089614-0.0025453i,0.0076046+0.0024889i,0.0077483+0.0053794i,0.0078634+0.0012017i,0.0047238-0.002922i,-0.00055642-0.004116i,-0.0050002-0.0021957i,-0.0060142+0.0023704i,-0.0022374+0.0058185i,0.0036365+0.0076085i,0.0067507+0.0083096i
-0.00046843+0.026142i,0.04097+0.085337i,0.14217+0.19294i,0.22252+0.26386i,0.19695+0.22057i,0.12321+0.1513i,0.090641+0.12596i,0.0887+0.090918i,0.067427+0.032785i,0.028584-0.0034414i,0.0014968-0.0070648i,-0.0069399+0.0027993i,-0.0068572+0.0074803i,-0.0079844+0.0026266i,-0.011591-0.00098058i,-0.012846+0.0027998i,-0.0092505+0.0063442i,-0.002613+0.0049806i,0.0018886+0.00052383i,0.0015369-0.0045685i,-0.0016156-0.0067831i,-0.004652-0.0060496i,-0.0059029-0.0064409i
-0.026093-0.036595i,-0.076998-0.095737i,-0.15767-0.15825i,-0.2019-0.18306i,-0.15819-0.15093i,-0.087922-0.10799i,-0.061288-0.08751i,-0.056221-0.05483i,-0.032893-0.0090908i,-0.0017979+0.013109i,0.010652+0.0078518i,0.0042061-0.0048588i,-0.0022694-0.01095i,-0.00029652-0.0088129i,0.0043303-0.0059019i,0.0067351-0.0068067i,0.0051876-0.0067164i,0.0016657-0.0013962i,-0.0018591+0.0052919i,-0.0028369+0.010357i,-0.00091494+0.011379i,0.00099979+0.008277i,0.0036814+0.0061007i
0.052676+0.011849i,0.14109+0.051884i,0.24991+0.10661i,0.28965+0.13033i,0.21476+0.11315i,0.12131+0.094642i,0.086045+0.08568i,0.068336+0.057681i,0.032186+0.020315i,-0.0013712+0.0071795i,-0.01118+0.010474i,-0.0049859+0.011387i,0.0017586+0.0067658i,0.0034032+0.00041769i,0.00014006-0.0011956i,-0.0024838+0.0035975i,-0.00040591+0.0070072i,0.0022211+0.0040687i,0.0031466-0.0010861i,0.0026125-0.005878i,0.00033669-0.0080656i,-0.0038703-0.0067148i,-0.0085153-0.004833i
-0.03076+0.0078783i,-0.10486-0.017588i,-0.21508-0.084458i,-0.27062-0.13523i,-0.21695-0.1171i,-0.13621-0.079191i,-0.10272-0.064041i,-0.08819-0.042642i,-0.055668-0.01089i,-0.019365+0.001398i,-0.0034402-0.004199i,-0.0030654-0.0072248i,-0.0039752-0.002422i,-0.00037596+0.0024161i,0.0041463-0.00022846i,0.0044189-0.0073992i,0.00075357-0.009858i,-0.0027304-0.0055985i,-0.0029047+0.00013816i,0.00022349+0.0039051i,0.0036638+0.0060692i,0.0060977+0.0060118i,0.0088484+0.0045631i
0.0041909-6.9266e-05i,0.049028+0.01357i,0.13231+0.048383i,0.18086+0.081634i,0.14331+0.078222i,0.087766+0.06758i,0.072748+0.067348i,0.066389+0.048258i,0.040078+0.015755i,0.01205-0.0025093i,0.0027488-0.0033576i,0.004316+0.00035114i,0.0044299+0.0022593i,0.0003508+0.00067973i,-0.0044799-3.8931e-05i,-0.0055602+0.0021684i,-0.0042147+0.0011536i,-0.0019306-0.002989i,-0.00089066-0.0067386i,-0.0023449-0.0090895i,-0.0054915-0.00867i,-0.0073398-0.0044612i,-0.0074513-5.4702e-05i
-0.023975-0.015833i,-0.085157-0.026613i,-0.17537-0.028607i,-0.21615-0.024535i,-0.16353-0.02391i,-0.09915-0.033109i,-0.081215-0.039956i,-0.070163-0.025699i,-0.038635-0.0033476i,-0.008528+0.0047722i,0.0024874+0.0010284i,-0.0012595-0.0050651i,-0.0058292-0.0077437i,-0.0041089-0.0054415i,0.00060936-0.004975i,0.0022801-0.00767i,0.00022875-0.0071047i,-0.0011874-0.0016221i,-0.00061162+0.0048467i,0.001967+0.0067581i,0.0049515+0.0037309i,0.006289+0.00032327i,0.0068042-0.0019417i
0.044723+0.0016371i,0.1174+0.012345i,0.20661+0.028205i,0.23624+0.038509i,0.17604+0.040525i,0.11052+0.039911i,0.093222+0.03615i,0.080353+0.016704i,0.041569-0.0046729i,0.0039565-0.0058069i,-0.0074563+0.0028767i,-0.00085043+0.0057217i,0.0072181+0.0021418i,0.0086196-0.0017725i,0.0041632-0.00040459i,0.0023811+0.005376i,0.0034477+0.0069758i,0.0025391+0.0031626i,0.00081922-0.00049601i,-0.0020289-0.0025535i,-0.0051336-0.0030649i,-0.0055423-0.0017472i,-0.0060521-0.00064451i
-0.019482+0.021042i,-0.071709+0.030334i,-0.14188+0.018585i,-0.17024-0.0072944i,-0.13304-0.022959i,-0.095333-0.029932i,-0.086305-0.033437i,-0.069981-0.023511i,-0.035653-0.010429i,-0.0081498-0.0095757i,-0.0033559-0.012156i,-0.0075864-0.0065562i,-0.008287+0.0023094i,-0.003385+0.0065088i,0.0029104+0.0032439i,0.0037736-0.0027566i,0.0009125-0.003979i,0.00091344-0.0016575i,0.003259+0.0011149i,0.0037794+0.0036435i,0.00434+0.0040218i,0.0053706+0.0021537i,0.0065767-0.00091455i
-0.00035023-0.011282i,0.033252-0.033878i,0.095312-0.053403i,0.1292-0.048925i,0.10201-0.02855i,0.073641-0.0037185i,0.07575+0.01252i,0.069719+0.010262i,0.043163+0.0018319i,0.020284-0.000747i,0.012959-0.00022739i,0.012003-0.0015213i,0.0087367-0.0031878i,0.0022473-0.0027976i,-0.002423+6.7576e-05i,-0.00080592+0.0028453i,0.0025674+0.00071707i,0.0027231-0.0043641i,0.00033035-0.0072709i,-0.00303-0.0070462i,-0.0055833-0.0042964i,-0.0053328+0.00024759i,-0.0044065+0.0049868i
-0.019285-0.0056269i,-0.062682+0.00069197i,-0.12914+0.01693i,-0.15972+0.023695i,-0.12301+0.014727i,-0.083211+0.004048i,-0.07795+0.0028358i,-0.068956+0.012979i,-0.036548+0.019233i,-0.0073372+0.014231i,0.00060429+0.006589i,-0.0034892+0.0034601i,-0.0064292+0.0032785i,-0.0036171+0.0019653i,0.00023876-0.0016257i,0.00032491-0.0039586i,-0.001275-0.0019499i,-0.00059313+0.001935i,0.0015928+0.0036123i,0.0047098+0.0030102i,0.0071509+0.001167i,0.0062311-0.0013656i,0.0042345-0.0034307i
0.025331-0.0097373i,0.065924-0.015612i,0.10892-0.019498i,0.11633-0.01097i,0.085371+0.006465i,0.065953+0.013322i,0.070959+0.0099073i,0.060475+0.0025616i,0.028931-0.0016183i,0.003418+0.00053323i,-0.0039201+0.00030195i,-0.00038454-0.0029692i,0.0045826-0.0053747i,0.0051057-0.0059035i,0.001064-0.0024207i,-0.0011537+0.0027237i,-0.0010548+0.0031366i,-0.0026643+0.0004594i,-0.0046926-0.0015474i,-0.0063824-0.0020039i,-0.007023-0.00091079i,-0.0052959+0.0011371i,-0.0034132+0.0022718i
-0.0074143+0.025672i,-0.030986+0.054298i,-0.065705+0.071854i,-0.078702+0.06091i,-0.060143+0.031858i,-0.053287+0.011773i,-0.064225+0.0093269i,-0.059081+0.011529i,-0.03354+0.0092307i,-0.011005+0.0016485i,-0.0044878-0.0026959i,-0.0055395+0.00054813i,-0.005895+0.0057916i,-0.0025051+0.0069079i,0.0012429+0.0025554i,0.00076126-0.0014862i,0.00026279-6.4363e-05i,0.0027455+0.0029533i,0.0042771+0.0028932i,0.0037003+0.0012967i,0.0027066-0.00024523i,0.0014484-0.0019859i,0.0015844-0.0039196i
-0.0052601-0.015473i,0.01387-0.04038i,0.054762-0.069424i,0.079571-0.071795i,0.063955-0.04833i,0.0519-0.026101i,0.059882-0.019866i,0.052678-0.022839i,0.026188-0.01675i,0.0077844-0.0038121i,0.0063855+0.001599i,0.0072168-0.0025349i,0.0032208-0.0074073i,-0.0015931-0.0053781i,-0.0031578+0.00026682i,-0.0020446+0.001957i,-0.0014522-0.00011348i,-0.0015525-0.001867i,-0.00063732-0.0021342i,-0.0008746-0.00097854i,-0.0024405+0.00068516i,-0.002578+0.002889i,-0.0021096+0.0056523i
-0.0076643-4.5534e-06i,-0.027748+0.010405i,-0.056419+0.025i,-0.070602+0.022533i,-0.056933+0.011885i,-0.046822+0.011257i,-0.055631+0.015359i,-0.054371+0.015108i,-0.034263+0.01052i,-0.013881+0.0061669i,-0.0050758+0.0054322i,-0.0041+0.0066428i,-0.003609+0.0075077i,-0.0008084+0.0050462i,0.00083527+0.00013109i,0.0012965-0.0023945i,0.0013782-0.0020251i,0.0020822-0.00058116i,0.003063+3.7954e-05i,0.0042007-0.0010757i,0.0050895-0.0025189i,0.0033111-0.0031326i,0.00055061-0.0036977i
0.007685-0.010563i,0.021178-0.02501i,0.035136-0.037629i,0.03448-0.033083i,0.022461-0.014948i,0.027022-0.012567i,0.042803-0.025062i,0.040013-0.030219i,0.019281-0.022314i,0.0026531-0.012004i,-0.0012146-0.0096485i,-0.00059787-0.010998i,-0.0017923-0.010525i,-0.0038975-0.0077174i,-0.0050826-0.0031379i,-0.0048605-0.0010888i,-0.0045312-0.0025816i,-0.0054254-0.0034722i,-0.0066161-0.0020949i,-0.0061021+6.7052e-05i,-0.0038704+0.001004i,-0.001077+0.00072107i,0.0011868+0.00086201i
-0.0067411+0.021178i,-0.018397+0.047707i,-0.036271+0.069866i,-0.040944+0.063675i,-0.027768+0.036713i,-0.0259+0.023939i,-0.037467+0.02755i,-0.033196+0.026637i,-0.016296+0.015892i,-0.0044792+0.0037055i,0.00051509-0.00048106i,0.0021206+0.00071616i,0.0031142+0.0009369i,0.0051644-0.00070469i,0.0073736-0.0039612i,0.0072334-0.0039903i,0.0061121-0.00037519i,0.006204+0.0021369i,0.0044401+0.0013357i,0.0015841-0.00199i,0.00022378-0.0038968i,-0.00043965-0.0038122i,-0.00020693-0.0038448i
-0.010327-0.011058i,-0.0058261-0.029257i,0.015236-0.045326i,0.032734-0.039855i,0.026987-0.024204i,0.026192-0.021359i,0.03975-0.028795i,0.041911-0.029954i,0.026287-0.018612i,0.0089231-0.0054704i,0.0014024-0.0013761i,0.00015712-0.0038394i,-4.3158e-05-0.0055487i,-0.0011547-0.0033251i,-0.0019637+0.0015393i,-0.0023061+0.0036611i,-0.0031129+0.0026939i,-0.0032591+0.0021677i,-0.0021018+0.001428i,-0.00075184+0.0017336i,-0.0006181+0.0033043i,0.00012907+0.0036376i,0.0016428+0.0032403i
0.00088775-0.0053679i,-0.0016299+0.0028959i,-0.0089267+0.017266i,-0.013952+0.018531i,-0.010633+0.01183i,-0.010177+0.018304i,-0.016758+0.030325i,-0.018035+0.030637i,-0.010604+0.018859i,-0.0034132+0.0069028i,-0.00043372+0.0035892i,0.0016065+0.0050504i,0.003762+0.0058482i,0.0037428+0.0031912i,0.0026053-0.0010715i,0.0039263-0.0021155i,0.0052034-0.0012964i,0.0056229-0.001194i,0.0048531-0.0012316i,0.0028514-0.0014495i,0.0018085-0.0017961i,0.00066249-0.0014344i,-0.0013038-0.00032229i
0.0052855-0.0098349i,0.0089231-0.023347i,0.010117-0.037933i,0.01023-0.033468i,0.0081702-0.017537i,0.012851-0.019541i,0.022684-0.033071i,0.020953-0.034683i,0.0098469-0.023397i,0.0027804-0.011364i,0.0010177-0.0065499i,-0.0012868-0.0059646i,-0.0035484-0.0040467i,-0.004765-0.0021513i,-0.0046927-0.00088952i,-0.0037997+0.00086085i,-0.0038144+0.0017557i,-0.0040314+0.0016974i,-0.0032612+0.0013971i,-0.0019658+0.0014746i,-0.00033413+0.002136i,0.00078629+0.0020681i,0.0018625+0.0015438i
0.001446+0.011066i,-0.0034146+0.030055i,-0.014679+0.04189i,-0.021585+0.032548i,-0.015059+0.014833i,-0.010383+0.017389i,-0.014419+0.03018i,-0.016203+0.030547i,-0.010857+0.018108i,-0.0024361+0.0056066i,0.0028573+0.0011303i,0.0054598+0.00058574i,0.0089523-0.0006613i,0.010629-0.0034086i,0.0084713-0.0060892i,0.0048762-0.0059951i,0.0027752-0.0027718i,0.0027328-0.0011064i,0.0025316-0.0022042i,0.001172-0.0028001i,-0.00062999-0.0031618i,-0.0020177-0.0033831i,-0.0017024-0.0025827i
-0.0123-0.0044826i,-0.01605-0.013665i,-0.010979-0.020637i,-0.00024867-0.01477i,0.00098332-0.0064777i,0.0022959-0.012835i,0.010125-0.024943i,0.012489-0.026292i,0.0078906-0.015949i,0.0020482-0.0056175i,-0.0024732-0.0023721i,-0.0046268-0.0015285i,-0.0034814-0.00025374i,-0.00062141+0.0016515i,4.0612e-05+0.0035039i,-0.002462+0.0034677i,-0.0059081+0.0018512i,-0.0059067+0.0019768i,-0.0028953+0.0022538i,-0.0010084+0.0017391i,-0.00047131+0.0014881i,-0.00036704+0.0006463i,0.00092478-0.00034589i
0.00065827-0.0020135i,0.0046238+0.0050614i,0.0049121+0.015822i,0.00083909+0.016641i,0.0018886+0.010686i,0.0046719+0.017707i,0.0027233+0.030691i,0.00038807+0.031133i,0.0011532+0.018083i,0.0030256+0.0051584i,0.0048379+0.00012683i,0.0061692-0.00013515i,0.0057421-0.0010311i,0.0037507-0.003604i,0.0017671-0.00638i,0.0026151-0.0063486i,0.0040823-0.0048755i,0.0038256-0.0038219i,0.0024797-0.0017444i,4.2723e-05-0.00024923i,-0.0017217+0.00021017i,-0.0012458+0.0012238i,-0.00025101+0.0019212i
0.0025145-0.0068842i,0.002066-0.015677i,0.0028537-0.023104i,0.0056163-0.016747i,0.0047389-0.0037914i,0.0031934-0.0066073i,0.0078151-0.021431i,0.011836-0.028819i,0.010331-0.02164i,0.006129-0.008868i,0.0020493-0.00096804i,-0.002656+0.0017811i,-0.0053112+0.0028138i,-0.0033691+0.0029963i,-0.00077433+0.002916i,-0.00026755+0.0033763i,-0.0011644+0.0031148i,-0.0014903+0.0017625i,-0.0013172+0.0016487i,-0.00050778+0.0013682i,0.00049919-0.00027807i,0.00057833-0.00073402i,0.00054936-0.00031868i
0.0042957+0.0057433i,0.0050155+0.013581i,-0.0013068+0.017532i,-0.0091861+0.010688i,-0.0057389+0.0020977i,0.0033824+0.0091033i,0.0064026+0.021894i,0.004327+0.022591i,0.0019769+0.013204i,0.00191+0.004766i,0.0039138+0.0024264i,0.0052054+0.00094338i,0.0058987-0.0023945i,0.0070558-0.0050959i,0.0063846-0.0069143i,0.0042788-0.006719i,0.0026535-0.0052981i,0.0018493-0.0044972i,0.0012452-0.0047842i,0.00076601-0.0044289i,4.6027e-05-0.0029512i,-0.00023704-0.00072642i,-0.00024929+0.0014081i
-0.0046661-0.0011387i,-0.0091038-0.0081336i,-0.0098731-0.015148i,-0.0065285-0.01109i,-0.0062463-0.0020579i,-0.0074374-0.0046694i,-0.0049928-0.013718i,-0.0024168-0.013987i,-0.0016593-0.0064903i,-0.002131-0.00073236i,-0.0038461-0.0005704i,-0.0049596+0.00057185i,-0.0038365+0.0048252i,-0.00022102+0.0085951i,0.0033345+0.0098327i,0.0042036+0.0070585i,0.0028713+0.003273i,0.0012874+0.0018485i,0.0010232+0.0013356i,0.001465+0.00062355i,0.0010275-0.00038829i,0.00076405-0.0010937i,0.00070341-0.00073707i
0.0014836+0.0020782i,0.0067828+0.0060724i,0.0062101+0.010658i,-0.0012788+0.007762i,-0.0017998+0.0023875i,0.003608+0.0099421i,0.00593+0.024919i,0.0052918+0.030385i,0.0040639+0.023167i,0.0029146+0.0094204i,0.001915-0.0005761i,0.0023116-0.0038614i,0.0017133-0.0049902i,-0.0014265-0.0049156i,-0.00374-0.0028891i,-0.0020402-0.0013339i,0.0017961-0.0010571i,0.0032788-0.0021029i,0.0014946-0.0020396i,-0.00063756-0.00031171i,-0.0015201+0.00064045i,-0.0015329+0.0014442i,-0.0012041+0.0020568i
