-0.0016355+0.00043933i,-0.0010438+0.00086586i,-0.0033875+0.00073151i,-0.0042973+0.00019772i,-0.0037011+0.00070179i,-0.0028486+0.00083387i,-0.0017877+0.0012118i,-0.00091916+0.0023063i,-0.00037483+0.0016996i,3.0771e-05+0.00057707i,0.00022405-0.0003466i,0.00041662-0.00051019i,-3.6467e-06+4.7778e-05i,-3.759e-05+0.00033672i,0.00015134+3.2379e-05i,-3.3776e-05-0.00047554i,-0.0001632-0.00026552i,-0.00044863-0.00073202i,-0.00034568-0.00047992i,-0.0003525+0.00094969i,-0.00060659+0.0014581i,-0.00019216+0.00083384i,-2.3191e-05+0.00010857i
0.001087+3.3973e-05i,0.00047829-0.00023631i,0.00028714+0.00027345i,-0.00016862+0.00027884i,-0.0007417-0.00045815i,-0.0012144-0.00082773i,-0.0010822-0.00050186i,-0.0010199-6.2942e-05i,-0.00031543+0.00018783i,-0.00021405+0.00019656i,-0.0011096+0.00053312i,-0.00060716+0.00023862i,0.00063485-0.00052473i,0.00083128-0.0006595i,0.00016351-0.00035404i,-0.0011469+0.00045823i,-0.0013219+0.0003254i,-0.000245+0.00026123i,0.00010847+0.0001303i,0.00020097+2.6493e-05i,-2.1126e-05+0.00030629i,-0.00022471-9.6807e-05i,0.00037438+2.0215e-05i
7.6319e-05+0.00080547i,-0.00033371+0.00066922i,-0.00085194-6.337e-05i,-0.0003704-0.00015272i,-0.0001828+8.8915e-05i,-0.00044374+8.7831e-05i,-0.00099696+0.00078403i,-0.0017649+0.0013983i,-0.00063124+0.00080358i,-0.00025524+0.00094692i,-0.00070276+0.0014891i,0.00025687+0.00083269i,0.00079178-0.00020215i,0.00046364-1.7285e-05i,0.00072362+0.0005541i,0.0008204+0.00012689i,0.00020141+2.8403e-05i,-0.00084406+0.00029897i,-0.00044704-0.00042912i,3.4854e-05-0.00052793i,-0.00031506-0.00016394i,-0.00038985+0.00048793i,-0.000556+0.00018695i
0.0010102-0.00025183i,1.7861e-05-0.0010279i,-0.00075212-0.0011524i,-0.0013534-0.0013595i,-0.00082664-0.00072879i,-0.0010533-0.00012854i,-0.0016848+0.00022588i,-0.0014987+0.00077991i,-0.00069632+7.0099e-05i,-0.00094377-0.00098894i,-0.0013485-0.00085311i,-0.0010432-0.00049554i,-0.0007906-0.00076632i,-0.00046392-0.00051134i,-9.3384e-05+0.00019876i,-0.00015017+0.00067189i,-0.00096917+0.0012902i,-0.00086563+0.00066401i,-0.00036671-0.00036201i,0.00016086+0.00034673i,0.00018944+0.00076484i,-0.00010584-0.00038429i,1.9424e-05-0.00081643i
9.1639e-05-0.0016693i,0.00012298-0.0018716i,-0.00032615-0.00043251i,-0.0018907+0.00077006i,-0.0021931+0.00039282i,-0.0012963+7.1642e-05i,-0.0014159+0.00036786i,-0.0018621+0.00033931i,-0.0011473-0.0001745i,-0.0002798-0.00049774i,-0.00020698-0.00012318i,-0.00015248-0.00033201i,0.00037553-0.00076851i,0.00020279-0.00062769i,-6.4252e-05+0.00040596i,-0.00019991+0.0013971i,-0.00033334+0.00083095i,0.00037692+0.00039225i,0.00077747+0.00039586i,0.00013228+0.00025362i,9.6274e-05+9.4747e-05i,-0.00018856-0.00058916i,-0.00086258-0.00042782i
0.0014644+0.00042987i,0.0012803+4.8149e-05i,0.00094337-0.00080409i,-0.00032899-0.0014503i,-0.00076874-0.001401i,-0.00088993-0.0011078i,-0.0013024-0.0011401i,-0.00091173-2.5805e-05i,4.0384e-06+0.00039238i,-0.00038384-0.00046618i,-0.00093773-0.0002586i,-0.00079471+0.0005553i,-0.00043014+7.0441e-05i,-0.0005947-0.00038471i,-0.00017208-0.00048657i,-5.9696e-06-0.00051294i,-0.00023767-0.000485i,-0.00068999-0.0004637i,-0.00079406-0.00040695i,-0.00022135-0.00047318i,-0.00030755-0.00023532i,-0.00026299-0.00022833i,0.0002791-0.00050356i
0.00056871+0.0010122i,-0.0002636+0.001452i,-0.0012377+0.0018433i,-0.0022648+0.0012877i,-0.0017665-0.00017787i,-0.00088391-0.00097196i,-0.0016464-0.00035194i,-0.0012059+0.00014458i,-0.00011502+4.7959e-05i,-1.7686e-05+0.00046319i,0.00076811+0.0011788i,0.0010866+0.00081954i,0.00017375-0.00010047i,-0.0012803-0.0008585i,-0.0010022-0.0015776i,-0.00021374-0.00011348i,-0.00039125+0.001009i,-8.3206e-05+0.00043169i,-0.00056462+0.00044769i,-0.00080031-6.1591e-05i,6.5076e-05-0.00064031i,0.00037888-0.00041663i,-7.4006e-05-0.00068315i
-0.0012805+9.0078e-05i,-0.0016313+0.00018213i,-0.0034325+0.0019935i,-0.0032151+0.003308i,-0.0014447+0.002276i,-0.00052925-2.4249e-05i,-0.00060729-0.00059023i,-0.00079124+0.0003671i,-0.00077465+0.00059329i,-0.00036496+0.00058833i,9.5644e-05+0.00076341i,0.00092117+0.00052223i,-2.1271e-05+0.00034966i,-0.0012736+0.00092445i,-0.00039757+0.0014062i,-0.00027782+0.0012085i,-0.0011878+0.0010739i,-0.0013233+0.00077232i,2.8321e-05+0.0003559i,6.4323e-05+0.00023104i,-0.00030845+3.8221e-05i,-0.00033458-0.00022067i,-0.0006434-9.3441e-05i
0.00013237+0.00071996i,0.000964-0.00072487i,0.0011104-0.0015038i,-0.00010496-0.00092085i,-0.00068366-0.00025717i,-0.00090639-0.000732i,-0.0010382-0.00087434i,-0.0006686-0.00044959i,-0.00019343-0.00046521i,1.787e-05-0.00030817i,0.00015485+0.00016818i,0.0011186+0.00044963i,0.0012411+0.00023454i,0.00062294-0.00049695i,0.00027718-0.00079896i,-0.00044657-0.0010503i,-0.00062731-0.00076336i,-0.00035997+0.00020644i,6.4207e-05+0.00055256i,0.00048085+9.9955e-05i,0.00032264-0.00087122i,0.00058654-0.00075013i,0.00066477-0.000179i
-0.00096225+0.0012851i,-0.00093161+0.0011335i,-0.0013798+0.0017866i,-0.0017243+0.0019733i,-0.00074772+0.00053637i,-0.00089638+0.00022625i,-0.0016084+0.00029248i,-0.00081593+0.00086426i,-0.00010701+0.0014217i,0.00023395+0.00083784i,0.00015298-0.00027728i,0.00052111-0.00023208i,0.00043891-0.00028719i,-0.00048354-9.0144e-05i,-1.9587e-05+8.1847e-05i,0.00081608-1.6666e-05i,-7.1031e-05-0.00039501i,-0.00076906-0.00043944i,-9.0231e-05+0.00017071i,0.00058659+0.00035506i,9.1149e-05-8.93e-05i,6.5869e-05+9.3735e-06i,0.00097227+0.00036886i
-0.00058447-0.0012211i,-0.00012501-0.001357i,-0.0014731-0.0011462i,-0.0022595-0.00053103i,-0.0017501-0.00042499i,-0.00087531-0.00093348i,-0.00052386-0.00058058i,-0.00069282-1.4057e-05i,-0.00034303-0.00056836i,-8.4189e-05-0.00049238i,2.265e-05+0.00031998i,0.00011037+0.00030332i,-0.00028805+0.00010144i,-0.00047184+7.7364e-05i,-0.00051066+7.454e-05i,1.6366e-05+3.1747e-05i,0.0001944-0.00031949i,0.00027257-0.00010127i,0.00029511+0.00012972i,0.00034126-0.00023743i,0.0001789-0.00081581i,0.00041734-0.00084343i,0.00031402-0.00024684i
-0.00065569-0.0017317i,-0.0006736-0.0019926i,-0.001243-0.0025387i,-0.00081668-0.0016966i,-0.0014981-0.00051371i,-0.0012979-0.00053744i,-0.0003311-0.00061304i,-0.00050233-0.00083253i,-0.00024193-0.0007307i,-4.8892e-05-0.00023579i,-2.6604e-05+0.00083699i,-0.00021331+0.00092119i,-0.00036991-5.8874e-05i,-0.00018548-2.5255e-05i,-0.000206+0.0010134i,-0.00074814+0.001188i,-0.00094165+0.00052851i,-0.00039484+1.9852e-05i,-0.00041801-0.00022981i,-0.00081521+0.00016894i,-0.00041689+0.00040136i,0.00043303+0.00024744i,0.0003187+0.00039808i
-0.0013792-0.0013346i,-0.00096778-0.0011932i,-0.0021198-0.00055566i,-0.0023395+0.00033758i,-0.00083854+0.00098225i,0.00021253+0.00075388i,-0.00025686-0.00025794i,-0.001136-0.00036218i,-0.0011245+0.00030739i,-0.00040256+0.0010093i,-0.0003894+0.00057147i,-0.00034264+4.5514e-05i,-0.00029237-0.00071673i,-6.6355e-06-0.00088616i,5.8468e-05-0.00024614i,-0.00084534+5.3033e-05i,-0.00056443+0.00025964i,0.0001697+0.00040849i,0.00027766+0.00011338i,-8.7287e-05-0.00029443i,-0.00037442-0.00055007i,0.00053559-4.3405e-05i,0.0013324+0.00076177i
-0.00032892-0.0011408i,-0.00070168-0.0002427i,-0.0015768-0.00058224i,-0.0018918-0.00087794i,-0.0022779-0.000264i,-0.0012091-0.00047851i,-0.00036276-0.0010301i,-0.0010003-0.00069813i,-0.00089099+2.773e-05i,-0.0004053+0.00059274i,-0.00022889+0.00033058i,-0.00022369-0.00010619i,-0.00048215-0.00079159i,-0.00044499-0.0010343i,7.3458e-05-0.00054032i,-0.0002817-0.00012624i,-0.00044342+0.00044055i,-0.00061637+0.00055044i,-0.00039972+0.00027145i,8.3885e-05-0.00043769i,0.00022926-0.00022425i,-0.00027198+0.00056331i,-0.00052692+0.00080204i
-0.0019607+0.00010251i,-0.0025859+0.0002781i,-0.0029884-8.1067e-05i,-0.002074+0.000393i,0.00013841+0.00087727i,0.00030287+0.00059435i,-0.00080273-6.762e-05i,-0.0011663-5.9368e-05i,-0.00105+0.00066888i,-0.00045122+0.0008641i,-0.00041051+0.00083344i,-0.00035782+0.00056209i,-0.00035492+0.00015734i,-0.00064282+0.0001632i,8.2003e-05+0.0008285i,0.00059755+0.0013059i,0.0007108+0.00096183i,0.00085934+0.0011697i,0.00060711+0.00090515i,1.6741e-05+0.00045444i,-0.00015639+0.00012767i,-0.00025382-0.00044887i,-0.00066081-0.00085987i
0.0021822+0.00099221i,0.0013252+0.0014546i,-0.00063063+0.00067476i,-0.0018862-1.6972e-05i,-0.00091766-0.00085087i,8.8337e-05-0.0015204i,-0.00051697-0.0013036i,-0.00091318-0.00053263i,-0.00077577+0.00080511i,-0.00063499+0.0010023i,-0.00082187+0.00021547i,-0.00057971-0.00097142i,9.8929e-05-0.0018606i,-0.00010898-0.0014955i,-0.00019103-0.00057322i,-0.00012046-8.8733e-05i,-0.00033338-0.0007361i,0.00063477-0.00071287i,0.0013612-3.7341e-05i,0.00094076-0.00056899i,0.00051557-0.00077768i,-0.00037383-0.00078561i,-0.0011748-0.00023145i
0.0013276-8.8037e-05i,0.0009972-0.00039847i,0.0010922-0.00016076i,0.00099031+0.0011158i,0.0010689+0.00087987i,0.0005555-0.00073446i,-0.0012698-0.0010784i,-0.0012334+0.00017043i,-0.00014722+0.00032695i,0.00041758-0.00049867i,0.00064418+0.00015815i,2.1811e-05+0.00080483i,-0.00026689-0.00012612i,0.00020138-0.0010722i,-0.00012881-0.00066245i,-0.0010117-1.9994e-05i,-0.00095867+2.1822e-05i,-0.00041218+0.00017446i,0.00034482+0.0011069i,0.00085213+0.00014855i,0.00035735-0.00088076i,0.00018249-0.0003509i,0.00065705-0.00019921i
0.00082373+0.0020509i,0.00072822+0.0021208i,0.0012909+0.0017995i,0.00062649+0.00045485i,0.00050709-0.00079145i,0.00072496-0.00017909i,-0.00071838+0.00097388i,-0.0012331+0.0008394i,-0.00019017+0.0003304i,-0.00011185+0.00029841i,0.00021531-6.4285e-05i,0.00088465-0.00036972i,0.00011406-0.00038639i,-0.00040508-0.00031598i,0.00012265+0.00034022i,-0.00027493+0.00019824i,-0.00071065-0.0009068i,-7.7391e-05-0.0015401i,7.4204e-05-0.0011818i,0.00018612-0.00027287i,0.00041542+0.00093244i,0.00025823+0.00081152i,-0.00043819-0.00036154i
0.0012486-5.556e-05i,0.0018075-0.00080704i,0.0013684-0.0011237i,-9.9761e-06-0.00046962i,-0.00042705-0.00061736i,-0.00092054-0.0013657i,-0.001525-0.001265i,-0.0009994+0.00016321i,8.3514e-05+0.0010689i,0.00028806+0.00045108i,-0.00036301-0.00011983i,-0.00011663-0.00011767i,0.00022334-0.00036387i,0.00018184-0.00026617i,0.00062035-0.0002849i,0.00074177+0.00033762i,0.00020974+0.00058602i,0.00017737+9.1377e-05i,0.00010508+0.00014196i,-8.3988e-05+0.00051608i,0.00020107+0.00028179i,0.00075167+3.7242e-05i,0.00080645+0.00036602i
-0.00059992-0.0011063i,-0.00085234-0.0012006i,-0.00016974-0.00086811i,-0.00051972-0.00063203i,-0.00086523-0.00065013i,-0.00050025-0.00019116i,-0.000217+5.5738e-05i,-0.00030754-0.00010223i,-9.1264e-05-0.00027246i,-3.0669e-07-0.00072183i,-6.3955e-05-3.7158e-05i,0.00020803+0.00052236i,-0.000713+0.00071672i,-0.0017975+0.00036619i,-0.00091615-0.00064259i,0.00051481-4.8324e-05i,0.00049794+0.00078745i,0.00021672+0.0011307i,-6.8511e-05+0.0015096i,-1.8392e-05+0.0011714i,-0.00027765+0.00036231i,-0.00097148-0.00016116i,0.00010231+0.00023616i
0.00042434-0.00096363i,0.00015405-0.00031267i,-0.00061581+0.00072144i,-0.0012499+0.00055005i,-0.0010059+0.00030337i,-0.00058679-0.00016711i,-0.00057247-0.00049026i,-0.0011446+0.00038756i,-0.0016372+0.0012974i,-0.0010782+0.0007103i,-0.00082435+0.00019284i,-0.00032924+7.13e-05i,0.00076097-0.00042665i,0.0010715-0.0001452i,0.00052116+0.00026592i,5.0529e-05+0.00024191i,-0.00027624-0.00056443i,0.0004429-0.0007318i,0.00080312+0.00038558i,0.00036794+0.00041052i,0.00015211+0.00010865i,-0.0008319-0.00052081i,-0.00063493-0.00058487i
0.00026892-0.0004685i,0.00015651-0.0012512i,-0.0024766-0.00084376i,-0.0026889-0.00079334i,-0.00064793-0.0013193i,0.00044563-0.001108i,3.286e-05-0.00089265i,-0.00077701-0.00020166i,-0.00088233+0.00046125i,-0.0010322+0.00055853i,-0.0011331+0.00082829i,-0.00090066+0.00069551i,-0.00071365+0.00016835i,-0.00035517+0.00011681i,-0.00018206+0.00039829i,0.0003447+0.00032411i,0.00068038-0.00013285i,-0.00011126-0.00018668i,-0.0004401-5.5312e-05i,0.00034425-0.00032194i,0.00040393-0.00037041i,-0.00011248+6.399e-05i,-0.00021352-5.6278e-05i
-0.0013342+6.2992e-05i,-0.00165+0.00058296i,-0.0018136+0.00092013i,-0.0017075+0.001397i,-0.0012856+0.0015734i,-0.00030167+0.00037459i,0.00014738-0.00015568i,-0.00087054+0.00052962i,-0.00072351+0.0013146i,-0.00052642+0.0012812i,-0.00056959+0.00093108i,4.1691e-05-1.8403e-05i,0.00019658-0.00083994i,-0.00014927-0.00035662i,-0.0005873+7.1609e-05i,-0.00049865+0.0002399i,-0.00034111+3.9173e-05i,-0.00013694-0.00030425i,0.000176-0.00017189i,-0.00027532+5.3167e-05i,-0.00103+0.00016633i,-0.0014986+0.00012347i,-0.00084487-0.00012207i
0.00050001+5.5607e-05i,0.0011003-0.00030655i,0.00017736-0.00058554i,-0.0014243-0.000736i,-0.0013198-0.00096829i,-0.0010149-0.001113i,-0.00097107-0.00087247i,-0.0009957+0.00024611i,-0.00080115+0.0003846i,-0.00069073+0.00018213i,-0.00079145+0.00051947i,0.00014818+0.00025898i,6.1737e-05-0.00035757i,-0.00019078-0.000741i,-0.00052721-0.00085266i,-0.00096527-0.00058954i,-0.00067192-9.4916e-05i,-0.00026162+0.00011306i,-1.084e-06+0.00013232i,8.5032e-05+0.00024488i,0.00018615+0.00017554i,0.00058981-8.2629e-05i,0.00051532-0.00011518i
0.00037288+0.00050849i,0.00059544-0.00030394i,-0.00051532+4.8681e-06i,-0.0010647+0.0010582i,-0.00069605+0.00049689i,-0.0004365-0.00033145i,9.5788e-05-2.24e-05i,1.191e-05+0.00042033i,-0.00052614+0.00054348i,-6.9296e-05+0.00063502i,0.00015606+0.00033452i,0.00013977+6.5582e-05i,0.00042447-3.9816e-05i,0.00025458+0.00014986i,-8.6832e-05-2.3288e-05i,9.8486e-05-0.00055348i,0.00032942-0.00060428i,-4.6339e-05-0.00068355i,-0.00093168-0.0010781i,-0.0013292-0.00095527i,-0.00097135-0.00051515i,-0.00062993-0.00063687i,-1.1869e-05-0.00032823i
0.0013676-0.00065822i,0.0017043-0.0015461i,0.00097142-0.00093978i,-0.00045883-7.4909e-05i,-0.0014838+0.00011935i,-0.0017009-0.00013868i,-0.0015827-0.00079596i,-0.00078939-0.00042033i,-3.5814e-06+0.00026868i,-0.00033473+2.0352e-05i,-0.001275+0.00087737i,-0.0018734+0.0017251i,-0.001404+0.00024449i,-0.0001294-0.00021695i,0.00063711+0.00032201i,9.5808e-05+0.00016358i,0.00033521-0.00032174i,0.00031653-0.00025i,0.00018006+0.00014693i,-6.3037e-05-0.00021389i,-0.00072888-0.00072533i,-0.00030316-0.00052016i,0.00053886-5.5527e-05i
0.00099554+0.00057955i,0.00038322+0.0011802i,-0.00088674+0.00089189i,-0.00092475+0.00049004i,0.00037238+0.0004177i,0.00093439-0.0003754i,0.00029703-0.001058i,-0.00048499-0.00045578i,-0.00089056+0.0004347i,-0.0012053+0.00068397i,-0.0015417+0.00079048i,-0.00067708+0.00035817i,0.00029312-0.00053857i,1.3924e-05-0.00097837i,-0.00024286-0.00039275i,-0.00081763-4.5049e-05i,-0.00075026-0.00011262i,-0.00017041+5.7716e-05i,-0.00025103-0.00067243i,-0.00026129-0.0010371i,-0.00018539-0.0010036i,-0.00047073-0.0012014i,-0.00043784-0.00060047i
0.00035452-5.7471e-05i,-0.00047414+8.6417e-05i,-0.00014116-0.0013461i,-0.0013001-0.0015569i,-0.0021182-0.0011267i,-0.0015982-0.0011787i,-0.0013068-0.00077116i,-0.00049262-8.8409e-05i,0.00049443+0.00010023i,0.00051058+0.00025698i,0.00018415+0.0006758i,-3.9517e-05+0.00021938i,-0.00051724-0.0006667i,-0.0012042+0.0002122i,-0.0011654+0.00084268i,-0.00069383+0.00046701i,0.00031847-1.3048e-05i,0.0010749+3.3672e-05i,0.0010984+0.00061025i,0.00044052+0.00054127i,4.6999e-05-8.152e-05i,0.00034267-0.00088565i,0.00034266-0.0012315i
0.00037445-6.9342e-05i,-0.00018127+0.0001469i,-0.00060106-9.0236e-06i,-0.00067072+0.00060615i,-0.0006647+0.00011232i,-0.00053278-0.00074893i,-0.0010284-0.00043649i,-0.0009578+0.00029202i,-2.2629e-05+0.0011182i,0.00013789+0.0011461i,-0.00019475+0.0006063i,-0.00022979+0.00051748i,-0.00093119+0.00031402i,-0.00069363+0.00047834i,-0.00044972+0.00027114i,-0.00049497-0.00045728i,-0.00058235-0.00032317i,-0.00050353-0.00028124i,0.00034885-0.00060332i,0.0005248-1.2639e-06i,0.00032051+0.00039387i,0.00057923-7.12e-05i,0.00084953-0.00021567i
-0.0010886+0.0016587i,-0.0013966+0.0016518i,-0.0017358+0.0020123i,-0.00072507+0.0023251i,0.00041722+0.0028165i,0.0014634+0.0018924i,0.0008597+0.00029134i,-6.2024e-05+0.00047067i,0.00032117+0.0010075i,0.00051285+0.0010279i,0.00020399+0.0010413i,0.00043786+0.0012825i,0.00068945+0.001403i,0.0010145+0.0010643i,0.00070285+0.00065619i,-0.00046681+0.00038641i,-7.4501e-05+0.00027523i,0.00047946+0.00034493i,0.00021613+7.4494e-05i,0.00016544-0.00021404i,-0.00043962-0.00039023i,-0.0003275-0.00099339i,-0.00011122-0.00075983i
6.1285e-05+0.0022107i,-0.00072246+0.0028577i,-0.00072064+0.0025827i,-0.0008745+0.0015446i,-0.00075775+0.0015002i,-0.00048748+0.00038662i,-0.0011839-0.00086215i,-0.0016495+0.00013204i,-0.0014933+0.00034891i,-0.0010021-0.00070359i,-0.00015331-0.00073126i,0.00024187-9.3649e-05i,-0.00021355-5.6939e-06i,-6.7559e-05-0.00040361i,0.00033864-0.00065602i,0.00018423-0.00044003i,7.2196e-05-0.00034i,0.00099384-0.00029048i,0.0012829-0.00011666i,0.0001417-0.00027614i,-0.00021377-0.0010911i,-0.00063801-0.00077593i,-0.00077418+0.00059677i
0.00013355-0.00071468i,-0.00077505-0.00072588i,-0.0020078-0.0011174i,-0.0020337-0.000867i,-0.0010977-0.0011433i,-0.0015571-0.0017857i,-0.0022743-0.0006831i,-0.001836+0.00067418i,-0.00095442+0.000654i,-0.00095065-0.00025123i,-0.00024703-0.00051134i,0.00012023-7.54e-05i,-0.00031763+0.00035724i,-0.00014385+0.00082226i,0.00032601+0.00059963i,0.00035215+0.00043702i,-4.5356e-06+4.592e-05i,0.00018751-0.00045464i,0.00059581-0.00028143i,0.00079885-0.00017948i,-3.621e-05-2.561e-05i,-0.00058351+0.00039981i,-0.00034437-0.00012826i
0.0020295+6.6958e-05i,0.0024275-0.00073177i,0.0019388-0.00053824i,0.0013237+0.00018182i,0.00069496+0.00017705i,0.00028399-0.00047739i,-0.00016445-0.000896i,-0.00079382-0.00063948i,-0.0011865+0.00025419i,-0.0010655+0.00085883i,-0.0006562+0.0006438i,0.00039571+2.3825e-06i,0.0010173-0.00021019i,0.00075538-0.00063271i,0.00028498-0.00079641i,0.00034045+5.3285e-05i,0.00056934+9.494e-05i,0.00030673-0.00045537i,-0.00018602-0.00073358i,-0.00043555-0.00034402i,-0.00057895-0.00050181i,-0.00077547-0.00075689i,-0.0011376-0.0003572i
0.00047076+0.0020102i,0.00084581+0.0019647i,0.00078924+0.0021773i,-1.6726e-05+0.0013602i,-0.00051669+0.00016342i,-0.00022076-0.00047504i,-0.00026263-0.00098559i,-0.00071409-0.0001772i,-0.00017681+0.00041076i,0.00039435+0.00025886i,0.00067714+0.00036838i,0.0012115+0.00048774i,0.0010382+0.00020413i,0.00052865-0.00038315i,-0.00019158-0.00045544i,-0.00082488-0.00081138i,-0.00095057-0.0015366i,-0.00045298-0.00061118i,0.00025086+0.0011454i,-4.1369e-05+0.00051314i,-3.7576e-06-0.00053523i,0.00046278-0.00070189i,-5.1706e-05-0.00049261i
-0.00059316+0.00038317i,-0.00036374+0.0013925i,-0.00021569+0.00039938i,-0.00054275-0.00094062i,-0.001151-0.0018909i,-0.0010805-0.0009497i,-0.0012609+0.00052369i,-0.0012065+0.00084987i,-0.00012439+0.00062373i,0.00089998+0.00013953i,0.0013813+0.00022396i,0.0008471+0.0004587i,0.00046238+0.00018273i,1.1487e-05-8.0014e-05i,-0.00068437-0.00028376i,-0.00041442-0.00030274i,-8.5844e-05+1.667e-05i,0.00037861-4.292e-05i,0.0008673+0.00042701i,-0.00033879+0.00068891i,-0.00095455+0.0003191i,-5.7869e-06+0.00038006i,0.00024566+1.8781e-05i
-0.00048186-0.00091502i,-0.001901+0.0004707i,-0.0033658-6.0968e-05i,-0.0025541-0.0002052i,-0.0010558+0.0010025i,-0.00082623+0.0015488i,-0.00039031+0.0012151i,0.00023818+0.0011834i,0.00012684+0.00081249i,-0.00064719-0.00025748i,-0.00071876-0.00013941i,0.00011394+0.00013546i,-2.5339e-05-0.00010228i,-0.00042444-0.00021605i,-0.00080627-0.00016199i,-0.0011728-0.0001649i,-0.00067509-0.00051685i,-0.00048099-0.00091497i,-0.00024551-0.00055863i,0.00041821-0.00014359i,0.00036612+1.937e-05i,-3.1429e-05-0.00018202i,-0.00024454-0.0010536i
0.00085883-0.00098541i,-6.5939e-05-0.001367i,-0.0017806-0.0020012i,-0.0019373-0.002067i,-0.0011585-0.001513i,-0.00054022-0.0016125i,-0.00075105-0.001043i,-0.00097488+0.00029873i,-0.00068722+0.00049967i,-0.00029-0.00053343i,-0.00015888-0.00083714i,4.8415e-06-0.00065548i,0.00024934-0.00074458i,-4.6639e-05-0.00018103i,-7.9928e-05+5.7824e-05i,0.00028655-0.00016032i,-0.00020152-2.5515e-05i,3.2327e-06-3.2383e-05i,0.00088567-0.00049016i,0.00048798-6.7546e-05i,-0.00028844+0.00010339i,-0.00055632-0.00072778i,-0.00076396-0.0011001i
0.0013199+0.00094879i,0.0011155+0.0004309i,-0.00012875-0.0011726i,-0.0010151-0.0007921i,-0.00066592-0.00057399i,0.0003217-0.0011544i,0.00013531-0.00063856i,-0.00051951+0.00077123i,-0.00036121+0.00098534i,0.00030309+6.3752e-05i,0.00066946-0.00020637i,0.00054736+0.00031622i,0.00011391+0.00042214i,-0.00035067+0.00046526i,-0.00029451+0.00017157i,-0.000122-4.8396e-05i,-0.00054174+9.4274e-05i,-0.0010091-0.00025289i,-0.00069509-0.00043772i,0.00022603-0.00057342i,0.0003135-0.00068197i,-0.00032373-0.00087662i,-0.0002134-0.0010918i
-0.00097547+0.0015139i,-0.0023138+0.0020811i,-0.0016324+0.0023705i,-0.00095767+0.0032193i,-0.00099521+0.0027097i,-0.00085422+0.00076162i,-0.0011795-0.00016251i,-0.0018557+5.6969e-05i,-0.0013225+8.003e-05i,-0.00049631+7.747e-05i,7.9642e-05+0.00059385i,0.0009171+0.00085262i,0.0010518+0.00041439i,0.0014046+0.00018157i,0.001069-0.00010595i,-0.00010862-0.00018328i,-0.00065121+0.00015433i,-0.00014173-9.3814e-06i,0.00058952-0.00056835i,2.3945e-05-0.00086081i,0.00036787-0.00037764i,0.0013049+0.00031775i,0.00063489+6.7733e-05i
-0.00051194-0.00013073i,-0.0010179+0.00038046i,-0.0015837+0.0011259i,-0.0024309+0.0010952i,-0.0021256+3.9974e-05i,-0.000989-0.00067726i,-0.0010982-1.0434e-05i,-0.0013616+0.0003673i,-0.00037454+0.00013296i,-9.6539e-05+0.00038715i,-0.00022768+0.00081881i,0.00010278+0.00028492i,0.00011528-0.00061224i,-8.3655e-05-0.00060188i,-0.00039898+0.00023731i,-0.0003873+0.00040764i,0.00023312+9.9038e-05i,-5.4832e-06-0.0001992i,-0.00055236-0.00029288i,-0.00060471+0.00015084i,-0.00024673+0.00064141i,0.0003219+0.00068788i,0.0006527+4.9916e-05i
-0.00035705+0.0021408i,0.0010837+0.0023073i,0.00088585+0.0027059i,0.00010768+0.0017777i,5.3212e-05+0.00026094i,0.00053306-0.0010066i,-0.00028477-0.00064318i,-0.00080953+8.2771e-05i,0.00035421+0.00014992i,0.00063834+9.4754e-05i,-0.00069444+0.0004527i,-0.00064257+3.2979e-05i,0.00045878-0.00043041i,-4.9888e-05-0.0003026i,7.8842e-05-0.00063163i,0.0013482-0.00093715i,0.0010473-0.00053454i,-0.00028348-0.00041858i,-0.00070119-0.00016889i,-0.00029543+0.00024737i,0.00023767+2.223e-05i,-7.4899e-05-6.4577e-05i,-0.00086004-0.00035039i
0.00029063-0.001153i,0.00057197-0.0015977i,-0.0001825-0.0013008i,-0.0012444-0.00067932i,-0.00058277+0.0003358i,-0.000909+0.00073108i,-0.001426+0.00010296i,-0.00070694+0.00010529i,-4.7923e-05-9.7116e-06i,0.00016355+0.00049748i,0.00022041+0.00080321i,6.677e-05-0.00015403i,-0.0011154-0.00062508i,-0.0019572-0.00047892i,-0.0011857-0.0003717i,-0.00036237-0.00022473i,-0.00030586-8.8083e-05i,-6.2057e-05-3.5758e-05i,0.00040999+0.00054572i,-0.00011595+0.00081079i,-0.0010109-8.9778e-05i,-0.0011214-0.00060386i,-0.00076243-0.0004029i
-0.00039755-0.00033604i,-0.00031774+0.00014986i,-0.0007022+0.00042322i,-0.0016462+0.00088452i,-0.00071123+0.00069982i,-0.00044562-0.00016351i,-0.00070195-0.00021618i,-0.00063152+0.00063141i,-0.00042654+0.00089051i,-0.0005218+0.0005147i,-0.00073385+0.00081003i,-9.6472e-06+0.00037336i,-0.00010985+0.00012253i,-0.00053032+0.0011106i,-0.00027915+0.0018352i,0.00016844+0.0011401i,0.00082004+1.3258e-05i,0.00029271+0.00025421i,-8.7998e-05+0.00038373i,2.2217e-05+7.8313e-05i,0.00013138+0.00045884i,0.00031602+9.5685e-05i,-0.00045602-0.00077758i
