-0.0022902+0.0015393i,-0.0014388+0.00046248i,-0.0011908-0.0011576i,-0.0012189-0.0014999i,-0.0018087-0.0012302i,-0.0017786-0.00053264i,-0.00047399+0.000732i,0.00042423+0.00042878i,0.00093137-0.00024576i,0.001161-0.0010228i,0.00021095-0.0014484i,-0.00095819-0.0016031i,-0.0010104-0.0016868i,-0.00058384-0.0010795i,-0.00066054+0.00013368i,-0.00024776+0.0010038i,-5.686e-05+0.00071826i,-0.00055614-3.9453e-05i,-0.00014517-0.00055708i,0.00013836-0.00045032i,-6.3787e-05-0.00055503i,-0.00014942-0.00094563i,-0.00010792-0.00076555i
-0.083644+0.057065i,-0.18504+0.16777i,-0.2088+0.3399i,-0.065775+0.44108i,0.065911+0.44682i,0.060005+0.42038i,0.044088+0.31248i,0.066059+0.12816i,0.069889+0.0040316i,0.040302-0.031097i,-0.013662-0.036789i,-0.040091-0.030064i,-0.016172-0.026471i,0.0074086-0.037494i,-0.0056458-0.05198i,-0.029368-0.04556i,-0.029126-0.0090091i,-0.010972+0.029062i,0.002514+0.039435i,-0.00026743+0.030436i,-0.015231+0.021873i,-0.027183+0.02039i,-0.026522+0.022608i
0.049192-0.12566i,0.039381-0.25813i,-0.13647-0.23016i,-0.38312+0.033195i,-0.40019+0.17749i,-0.19384+0.059376i,-0.059899-0.014631i,-0.042065+0.075271i,-0.030249+0.14213i,0.0012057+0.12831i,0.045015+0.092773i,0.057123+0.058436i,0.035446+0.040024i,0.015378+0.037897i,0.0033655+0.050233i,0.00079602+0.060278i,0.0081655+0.045463i,0.015756+0.024394i,0.019021+0.02235i,0.022021+0.030583i,0.025105+0.033439i,0.027055+0.029422i,0.028339+0.017699i
0.069291+0.1357i,0.22084+0.23637i,0.42211+0.11607i,0.49429-0.22893i,0.33609-0.39471i,0.11095-0.26651i,0.047006-0.12729i,0.085615-0.10616i,0.074571-0.10985i,0.011956-0.076976i,-0.027186-0.037214i,-0.025662-0.025069i,-0.033432-0.027857i,-0.052501-0.024641i,-0.030446-0.022694i,0.023356-0.031892i,0.05312-0.043492i,0.049541-0.049253i,0.03579-0.048748i,0.022025-0.043851i,0.0097061-0.040423i,0.0040988-0.036852i,-0.00012395-0.032321i
-0.094326-0.015904i,-0.19286+0.012184i,-0.1707+0.11636i,0.029865+0.22468i,0.21933+0.21616i,0.24754+0.13294i,0.16069+0.061863i,0.067572-0.011314i,0.033728-0.058072i,0.043519-0.065106i,0.032632-0.055432i,0.0053587-0.020751i,0.015913+0.017513i,0.053174+0.021426i,0.048081-0.00089035i,-0.00776-0.017099i,-0.053187-0.012388i,-0.058312-0.0027492i,-0.047916-0.0046593i,-0.039337-0.0041189i,-0.026417+0.0071521i,-0.014969+0.014528i,-0.010056+0.01539i
-0.006106-0.07101i,-0.08323-0.16188i,-0.29948-0.22052i,-0.57494-0.14462i,-0.67367+0.0098313i,-0.51592+0.093744i,-0.27855+0.085361i,-0.12797+0.080945i,-0.080312+0.097034i,-0.049313+0.09938i,0.0097272+0.073387i,0.054459+0.023095i,0.0513-0.020413i,0.0080158-0.033089i,-0.039985-0.0074353i,-0.051204+0.038258i,-0.028404+0.059656i,-0.0050254+0.049136i,0.0093952+0.036493i,0.020206+0.020942i,0.018699-0.0080865i,0.0038081-0.028318i,-0.0042167-0.027136i
0.092028-0.017359i,0.28458-0.086592i,0.53889-0.22442i,0.67672-0.39799i,0.58716-0.4848i,0.37607-0.42549i,0.16976-0.31063i,0.011736-0.21253i,-0.06296-0.13249i,-0.069677-0.081059i,-0.069346-0.062861i,-0.077437-0.055932i,-0.081866-0.045026i,-0.06617-0.019395i,-0.010293-0.0017991i,0.044752-0.026614i,0.046074-0.055198i,0.017323-0.044372i,-0.0032672-0.027508i,-0.018387-0.022859i,-0.024236-0.0090417i,-0.010911+0.0060376i,0.00032837+0.0048173i
-0.030302+0.13975i,-0.099616+0.35749i,-0.19886+0.59942i,-0.23857+0.6982i,-0.1888+0.60559i,-0.13758+0.43341i,-0.093016+0.2837i,-0.018814+0.15995i,0.046126+0.049081i,0.034372-0.01964i,-0.025779-0.011152i,-0.051741+0.042901i,-0.029324+0.076256i,-0.00059886+0.059897i,-0.00037557+0.022201i,-0.016975+0.013131i,-0.0088578+0.025979i,0.017202+0.024048i,0.024347+0.017317i,0.018891+0.022125i,0.017097+0.020418i,0.0052704+0.011271i,-0.0088285+0.012864i
-0.11964-0.10594i,-0.30308-0.25939i,-0.50472-0.4131i,-0.56566-0.41149i,-0.41302-0.2616i,-0.16878-0.12734i,-0.017115-0.055182i,0.011106+0.0077186i,0.0083929+0.061271i,0.02984+0.068393i,0.061378+0.039003i,0.086252+0.0082636i,0.099209-0.015804i,0.090634-0.031034i,0.062884-0.034172i,0.029457-0.036346i,-0.0074405-0.036476i,-0.033677-0.023234i,-0.026776-0.0019019i,-0.0021211+0.011168i,0.0093869+0.016168i,0.014022+0.018233i,0.023686+0.011141i
0.13595-0.026247i,0.35484-0.055328i,0.625-0.053333i,0.72352-0.035957i,0.52678-0.054309i,0.2115-0.08931i,0.0062359-0.070643i,-0.045705-0.019522i,-0.039091-0.0055472i,-0.039176-0.005761i,-0.041648+0.0030505i,-0.050578-0.0056784i,-0.07532-0.018989i,-0.092013-0.0030085i,-0.078279+0.031918i,-0.047829+0.057976i,-0.014675+0.069363i,0.017075+0.060272i,0.0295+0.021858i,0.015484-0.020869i,0.0034902-0.040541i,0.0035654-0.043812i,-0.0016519-0.04024i
-0.0096048+0.07703i,-0.06448+0.18795i,-0.19569+0.29262i,-0.30186+0.31843i,-0.23667+0.28223i,-0.057093+0.24005i,0.057071+0.1612i,0.064121+0.056341i,0.030937-0.0014106i,0.013564-0.011598i,0.016762-0.0038308i,0.020119+0.028666i,0.029518+0.0732i,0.054988+0.078417i,0.082911+0.03852i,0.09665-0.010721i,0.085744-0.052599i,0.048396-0.067899i,0.0055621-0.03901i,-0.01627+0.0038928i,-0.024533+0.027064i,-0.031089+0.03763i,-0.028348+0.042846i
-0.066284+0.016195i,-0.11687-0.013072i,-0.11528-0.11047i,-0.066735-0.24218i,-0.072767-0.28879i,-0.11812-0.22207i,-0.10552-0.13171i,-0.073995-0.06396i,-0.054654-0.010936i,-0.026795+0.017708i,0.001346+0.0089259i,0.023046-0.028793i,0.027205-0.072895i,-0.01123-0.090125i,-0.083769-0.067596i,-0.14189-0.019533i,-0.15255+0.025329i,-0.11947+0.038653i,-0.063529+0.021835i,-0.016676+0.0045062i,0.0079139-0.0006757i,0.021466-0.0092866i,0.026665-0.019798i
0.020815-0.083294i,0.065941-0.157i,0.16122-0.14641i,0.26438-0.025229i,0.28987+0.06408i,0.21692+0.063772i,0.14019+0.04921i,0.10948+0.01538i,0.073608-0.030036i,0.028061-0.042826i,-0.0056566-0.037981i,-0.034898-0.031295i,-0.043399-0.017525i,-0.0097972+0.009468i,0.055064+0.039243i,0.11457+0.041479i,0.13809+0.023877i,0.12009+0.013729i,0.076881+0.0068039i,0.036293-0.0055255i,0.013669-0.020493i,-0.0016773-0.025274i,-0.014933-0.01664i
0.076343+0.049247i,0.10735+0.10777i,0.0028045+0.14153i,-0.21351+0.12322i,-0.29874+0.084847i,-0.2083+0.025482i,-0.12422-0.034434i,-0.074646-0.0431i,-0.019163-0.03266i,0.00081669-0.024485i,-0.0083331+0.0057053i,-0.0062768+0.045411i,-0.0018666+0.065062i,-0.0099553+0.040506i,-0.028864-0.017353i,-0.054655-0.067i,-0.069431-0.092931i,-0.055668-0.094099i,-0.028253-0.071753i,-0.011114-0.04149i,-0.0096301-0.015067i,-0.0099708+0.0046245i,-0.00012964+0.015974i
-0.070176+0.032646i,-0.13602+0.03737i,-0.12551-0.045217i,-0.025764-0.18483i,0.023086-0.21329i,0.0038417-0.096129i,0.0012807+0.016148i,0.00072196+0.05788i,-0.0028312+0.064208i,0.007614+0.039601i,0.016352+0.0015779i,0.022336-0.026363i,0.024048-0.0409i,0.012158-0.030553i,-0.0032535+0.0039573i,-0.0056452+0.052786i,-0.0056447+0.099905i,-0.02015+0.11599i,-0.032152+0.098692i,-0.022712+0.070195i,-0.0031168+0.044197i,0.0090362+0.019119i,0.0073391-0.0064704i
-0.0077294-0.049638i,-0.0090056-0.065812i,0.034444+0.03495i,0.12256+0.20556i,0.16894+0.21487i,0.1168+0.063143i,0.024127-0.039382i,-0.026736-0.050142i,-0.037249-0.03289i,-0.033939-0.0090793i,-0.028646+0.0033979i,-0.030688+0.0012792i,-0.029999-0.0058345i,-0.016406-0.01353i,0.0002304-0.02203i,0.011131-0.04171i,0.031788-0.059142i,0.061496-0.052276i,0.066669-0.03569i,0.042299-0.02908i,0.014332-0.03014i,-0.0042278-0.026867i,-0.012579-0.011345i
0.047-0.024561i,0.068592-0.089151i,-0.031909-0.18472i,-0.24107-0.20892i,-0.32523-0.098039i,-0.22716+0.03012i,-0.12605+0.072302i,-0.085247+0.079899i,-0.053394+0.073221i,-0.022069+0.044994i,0.00015982+0.031426i,0.016756+0.042749i,0.02482+0.062224i,0.032163+0.066289i,0.041862+0.050867i,0.031112+0.035741i,-0.0077149+0.018577i,-0.040862-0.0060592i,-0.039608-0.011848i,-0.018137+0.0081107i,-0.0023477+0.029914i,0.0050376+0.038864i,0.013031+0.029051i
0.025749+0.07777i,0.099977+0.18069i,0.25039+0.2136i,0.37477+0.086437i,0.33524-0.06708i,0.20951-0.1098i,0.14116-0.097716i,0.095512-0.10248i,0.034279-0.091498i,-0.0045791-0.053638i,-0.011302-0.029319i,-0.006618-0.032899i,-0.009252-0.050194i,-0.032112-0.056956i,-0.058186-0.045426i,-0.051836-0.023446i,-0.022109+0.0067172i,-0.0054724+0.026181i,-0.0081923+0.0096075i,-0.0139-0.022612i,-0.0072265-0.03592i,0.0077382-0.034747i,0.010327-0.031567i
-0.086626-0.023104i,-0.21236-0.022765i,-0.30058+0.053838i,-0.24393+0.18216i,-0.1237+0.22526i,-0.052464+0.17231i,-0.021532+0.11911i,0.0083104+0.077216i,0.032985+0.036787i,0.036754+0.0093537i,0.02229-0.005164i,0.005243-0.012269i,0.0038039-0.012972i,0.022413-0.00048074i,0.042529+0.020879i,0.043548+0.024903i,0.033731+0.00055241i,0.027197-0.015628i,0.014937-8.3576e-06i,-0.0011034+0.019374i,-0.014689+0.015967i,-0.028006+0.0040441i,-0.028476+0.0067724i
0.047221-0.056187i,0.082908-0.16213i,0.04526-0.27209i,-0.072209-0.28815i,-0.12544-0.20587i,-0.074097-0.1167i,-0.013137-0.067627i,0.026186-0.039519i,0.036282-0.024774i,0.014902-0.0096018i,-0.0024169+0.01579i,-0.0038254+0.036057i,-0.0057147+0.040912i,-0.010299+0.024116i,-0.0084563-0.0084458i,-0.0038257-0.029428i,-0.0074114-0.029405i,-0.0087417-0.029462i,0.0055478-0.037759i,0.017777-0.035685i,0.014922-0.016681i,0.0093253+0.0026672i,0.0079067+0.0093723i
0.033729+0.052727i,0.11149+0.11888i,0.21498+0.13551i,0.25199+0.057618i,0.17209-0.018633i,0.063999-0.021703i,-0.004423-0.0031589i,-0.052731+0.012345i,-0.059409+0.029439i,-0.031435+0.016827i,-0.018081-0.0096249i,-0.010418-0.014426i,0.0041986-0.0040843i,0.0072204+0.014572i,0.00034968+0.035022i,-0.00058574+0.045013i,0.003692+0.047854i,-0.00092611+0.051131i,-0.011369+0.052066i,-0.01059+0.04248i,-0.0022798+0.025254i,0.00348+0.010878i,0.0046048-0.00019763i
-0.057817+0.023762i,-0.15977+0.07363i,-0.24607+0.15859i,-0.21033+0.21921i,-0.090092+0.17903i,-0.024387+0.082752i,-0.010207+0.030651i,0.011212+0.012073i,0.013754-0.0040337i,0.00071265-0.0040162i,-0.003254+0.0013174i,-0.0097481-0.0027381i,-0.017294-0.01615i,-0.018701-0.036517i,-0.023476-0.049284i,-0.030595-0.047581i,-0.025252-0.039946i,-0.00348-0.029604i,0.019841-0.021886i,0.027101-0.025886i,0.019056-0.032388i,0.0082572-0.029838i,-0.00018768-0.019043i
0.0058658-0.066585i,0.018083-0.19772i,0.0023367-0.34161i,-0.06851-0.35715i,-0.12019-0.22466i,-0.10286-0.099987i,-0.086453-0.054273i,-0.094623-0.022682i,-0.083396+0.015822i,-0.051596+0.031478i,-0.024907+0.025535i,-0.0051173+0.021917i,0.0073371+0.027863i,0.015777+0.034466i,0.023188+0.031974i,0.01792+0.028337i,0.002487+0.028892i,-0.011126+0.021774i,-0.022417+0.012515i,-0.028236+0.018616i,-0.020288+0.029381i,-0.0074992+0.027071i,-0.003023+0.0151i
0.067899+0.053298i,0.1733+0.14436i,0.29208+0.23549i,0.32458+0.21527i,0.24208+0.10161i,0.13789+0.026827i,0.091943+0.012195i,0.077881-0.0064624i,0.048645-0.03683i,0.014148-0.045658i,0.0021274-0.034239i,0.0058494-0.026713i,0.0079952-0.026277i,0.0029223-0.02477i,-0.0028303-0.020504i,0.0038089-0.01641i,0.015029-0.0083887i,0.019777+0.0031079i,0.021899+0.0034226i,0.02146-0.0091407i,0.015567-0.018519i,0.010804-0.015698i,0.014661-0.011518i
-0.059293+0.029785i,-0.17063+0.067582i,-0.28418+0.09711i,-0.29327+0.10164i,-0.20016+0.091401i,-0.094455+0.07149i,-0.033125+0.036744i,-0.012482+0.0031612i,0.0067617-0.0054908i,0.029805-0.0062217i,0.029022-0.012837i,0.005897-0.013749i,-0.014226-0.0042653i,-0.01734+0.011856i,-0.013264+0.026966i,-0.01407+0.027757i,-0.01546+0.011039i,-0.014445-0.0075506i,-0.01753-0.013517i,-0.024179-0.0081114i,-0.023215-0.0010152i,-0.016997+0.0015151i,-0.014768+0.00037604i
-0.002982-0.050127i,0.00042638-0.14469i,0.012659-0.23467i,0.026316-0.22879i,0.031484-0.14757i,0.01836-0.076553i,0.010266-0.017535i,0.028102+0.029026i,0.036448+0.033293i,0.017583+0.028225i,0.0033216+0.036129i,0.0055474+0.034431i,0.010113+0.015769i,0.013906-0.0095086i,0.020929-0.029102i,0.027828-0.034662i,0.026457-0.028658i,0.01856-0.018779i,0.013691-0.0060193i,0.018306+0.0060055i,0.02235+0.0098832i,0.01519+0.0090248i,0.0031344+0.013239i
0.039523+0.014826i,0.11578+0.048179i,0.17905+0.093567i,0.16215+0.10861i,0.098429+0.08219i,0.054969+0.041591i,0.018974+0.0032907i,-0.020548-0.011i,-0.037414-0.00056938i,-0.030794-0.0030939i,-0.022375-0.015383i,-0.011476-0.013209i,0.0023167+0.001004i,0.0074343+0.019577i,0.0046725+0.032219i,0.0012243+0.030147i,-0.00037797+0.021511i,0.0018116+0.014553i,0.0077204+0.0049845i,0.0076029-0.0059801i,-0.0049302-0.011668i,-0.014501-0.0076228i,-0.0070502-0.0031178i
-0.025891+0.036094i,-0.084288+0.076954i,-0.15301+0.098453i,-0.1642+0.06041i,-0.12228+0.0041396i,-0.08506-0.0066476i,-0.054416+0.010971i,-0.0297+0.015399i,-0.018965+0.0079514i,-0.011743+0.0041133i,-0.0050169+0.0081416i,-0.0051438+0.011278i,-0.011747+0.0050322i,-0.017759-0.0071275i,-0.02139-0.013511i,-0.022524-0.013242i,-0.02161-0.011386i,-0.02046-0.0068542i,-0.019556-0.0010193i,-0.015628+0.0027331i,-0.0014684+0.0049093i,0.012371+0.00037737i,0.0079521-0.0076667i
-0.0066001-0.025809i,-0.00079888-0.096249i,0.02937-0.1777i,0.053309-0.19044i,0.04027-0.12252i,0.031583-0.066627i,0.031254-0.063091i,0.01152-0.065189i,-0.0060901-0.042884i,-0.0072414-0.016141i,-0.003499-0.008353i,-0.0011876-0.013313i,0.00025244-0.016466i,0.0020576-0.015146i,0.0038673-0.012094i,0.00024867-0.0090638i,-0.0047374-0.0050776i,-0.0017022-0.0011084i,0.0093198+0.0037848i,0.019277+0.0055926i,0.016964-0.0042441i,0.0041334-0.013642i,-0.0032204-0.0093645i
0.034129+0.0096365i,0.079103+0.054656i,0.11123+0.13221i,0.089245+0.17623i,0.038303+0.14093i,0.0017881+0.081614i,-0.00755+0.054089i,0.003476+0.036771i,0.0074764+0.0075249i,-0.0031006-0.010674i,-0.0082771-0.0072372i,0.0028115+0.0038328i,0.018984+0.0079887i,0.024905+0.0045887i,0.021334-0.0010632i,0.018202-0.0034668i,0.015227+0.00031408i,0.0068346+0.0033603i,-0.0088761-0.0016249i,-0.028293-0.0033071i,-0.035476+0.01121i,-0.022588+0.024471i,-0.0074191+0.016992i
-0.019939+0.016182i,-0.072822+0.021071i,-0.15216-0.0066196i,-0.18851-0.047564i,-0.1363-0.049436i,-0.06096-0.020052i,-0.016917-0.007117i,0.0057612-0.01254i,0.019296-0.013763i,0.027052-0.016114i,0.022593-0.019202i,0.003256-0.016564i,-0.01731-0.0038252i,-0.025162+0.012509i,-0.02451+0.024648i,-0.022803+0.02947i,-0.017231+0.026162i,-0.0050908+0.022564i,0.010839+0.02101i,0.026935+0.013856i,0.036067-0.0013772i,0.033084-0.016349i,0.024994-0.018707i
-0.0038222-0.012677i,0.0072599-0.043766i,0.054964-0.069994i,0.11196-0.069447i,0.097759-0.053865i,0.027015-0.02447i,-0.013291+0.020681i,-0.011286+0.04435i,-0.002378+0.039539i,-0.001106+0.034247i,-0.002822+0.03379i,-0.0015548+0.028658i,0.0015491+0.013966i,0.0046506-0.005341i,0.0099644-0.018528i,0.017248-0.021632i,0.021701-0.022179i,0.016754-0.026647i,0.00060621-0.032279i,-0.017715-0.031235i,-0.03008-0.020815i,-0.032142-0.0070679i,-0.024689+0.0031729i
0.01235+0.0080616i,0.030023+0.023856i,0.035903+0.067328i,0.014573+0.11354i,0.0026245+0.11399i,0.022244+0.064233i,0.023052+0.019887i,0.0059837+0.024997i,0.005745+0.038434i,0.0077108+0.026578i,0.0042529+0.0077124i,0.0057422-0.0040978i,0.010104-0.0029139i,0.011182+0.0067238i,0.0081851+0.01261i,0.0030458+0.01233i,0.00034764+0.010958i,0.0013048+0.013224i,0.0071613+0.022049i,0.016832+0.030938i,0.024064+0.031549i,0.024416+0.027075i,0.01865+0.021129i
-0.0008984+0.002228i,-0.019141+0.0016802i,-0.054395-0.026964i,-0.087761-0.079599i,-0.099732-0.096767i,-0.1015-0.069089i,-0.094894-0.037943i,-0.082935-0.021275i,-0.073878-0.013325i,-0.056809-0.0073327i,-0.037631-0.0016117i,-0.025788+0.0077666i,-0.020503+0.013335i,-0.017625+0.011134i,-0.0091161+0.0077306i,0.00038236+0.0034245i,0.0034023-0.0012803i,0.0027528-0.0062319i,-8.687e-06-0.016184i,-0.0059043-0.028546i,-0.012451-0.035999i,-0.015815-0.035657i,-0.010676-0.029068i
0.0068999-0.0045023i,0.028858-0.023497i,0.075382-0.052911i,0.12143-0.061795i,0.13582-0.04975i,0.12213-0.048363i,0.094932-0.063679i,0.062148-0.069381i,0.037693-0.054246i,0.024332-0.036506i,0.01602-0.025726i,0.010912-0.026213i,0.0037835-0.03284i,-0.0042342-0.032544i,-0.010034-0.027982i,-0.019001-0.026383i,-0.028-0.02392i,-0.026943-0.014849i,-0.013263+0.00041901i,0.0026149+0.014084i,0.010549+0.018659i,0.009307+0.017419i,0.00112+0.013589i
0.0009042+0.0068561i,0.00065526+0.04318i,-0.0078961+0.10944i,-0.026181+0.14954i,-0.051517+0.11404i,-0.063741+0.063581i,-0.043361+0.033633i,-0.020044-0.00080815i,-0.018133-0.019712i,-0.020884-0.013823i,-0.01751-0.0024961i,-0.0071458+0.0099417i,0.010934+0.016513i,0.023072+0.013488i,0.025376+0.0084811i,0.024922+0.0067862i,0.020327+0.0080865i,0.011032+0.0067904i,-0.0016997-0.00035067i,-0.014241-0.0074882i,-0.017024-0.0097185i,-0.01002-0.0071569i,-0.0027184-0.0014623i
-0.01783-0.0024261i,-0.052016-0.029278i,-0.11368-0.080762i,-0.15243-0.11004i,-0.1052-0.068647i,-0.0038795-0.021869i,0.050379-0.014613i,0.043886-0.0030198i,0.033888+0.01044i,0.030739+0.0055528i,0.022132-0.0024472i,0.010904-0.0056892i,-0.0022901-0.0030482i,-0.011781+0.0038652i,-0.016225+0.0087418i,-0.019407+0.0094724i,-0.016917+0.0071565i,-0.0068876+0.0082044i,0.0085609+0.013756i,0.02038+0.01852i,0.018675+0.018135i,0.0091293+0.011561i,0.0069231-0.00088055i
0.017018-0.0022376i,0.05119-0.0077862i,0.11811-0.018997i,0.16186-0.034825i,0.11336-0.040375i,0.015722-0.018598i,-0.02532+0.019971i,-0.011777+0.023183i,-0.0080879+0.0035308i,-0.010392+0.0034274i,-0.0053513+0.010034i,-0.0048975+0.013152i,-0.0043107+0.011991i,-0.0013996+0.0045452i,0.0019+0.0010751i,0.0080449+0.003536i,0.01104+0.0024598i,0.0060059-0.0060563i,-0.0060928-0.021637i,-0.018786-0.033366i,-0.020477-0.03027i,-0.01172-0.019629i,-0.010811-0.011536i
-0.0049803+0.0011471i,-0.016403+0.025666i,-0.044763+0.076592i,-0.06428+0.137i,-0.031148+0.15571i,0.023482+0.12133i,0.034607+0.084652i,0.023696+0.081892i,0.026679+0.07833i,0.024578+0.051492i,0.01395+0.025684i,0.0090142+0.0076341i,0.0088251-0.0016679i,0.0096858-4.7073e-05i,0.0076909+0.00032714i,0.0051128-0.0021399i,0.0078589-0.00053769i,0.011978+0.0091289i,0.017475+0.02629i,0.025795+0.038373i,0.026073+0.029791i,0.014681+0.012558i,0.0085431+0.010974i
-0.011965-0.0046839i,-0.023984-0.019909i,-0.039798-0.053854i,-0.052254-0.10421i,-0.083252-0.13288i,-0.12337-0.099014i,-0.12455-0.039231i,-0.095382-0.018263i,-0.075944-0.023289i,-0.062445-0.016305i,-0.043591-0.005733i,-0.031853+0.0023803i,-0.027148+0.012807i,-0.021208+0.020067i,-0.01073+0.023085i,-0.00059043+0.02272i,0.004428+0.016996i,0.0063072+0.0015761i,0.0017001-0.023396i,-0.010103-0.040805i,-0.0183-0.032323i,-0.015096-0.011384i,-0.0061265-0.007832i
0.0058533-0.0047358i,0.031725-0.016391i,0.067234-0.033712i,0.088055-0.031088i,0.092857-0.00072644i,0.10146+0.0092171i,0.080081-0.015326i,0.030973-0.021563i,0.012893-0.009268i,0.014828-0.0090602i,0.010729-0.010007i,0.011401-0.013034i,0.010204-0.024415i,0.0031378-0.031143i,-0.0050798-0.030924i,-0.014526-0.028237i,-0.022058-0.021442i,-0.025705-0.0047328i,-0.022445+0.022307i,-0.0081006+0.04283i,0.010054+0.036858i,0.017594+0.013859i,0.010276+0.0022483i
-0.0055551+0.020768i,-0.0073191+0.057576i,-0.00048393+0.11036i,0.01058+0.1167i,-0.0077724+0.050128i,-0.057386-0.018638i,-0.069516-0.041361i,-0.035545-0.052606i,-0.019377-0.057683i,-0.020003-0.039456i,-0.013847-0.017066i,-0.0066637+0.00092653i,0.0025528+0.012143i,0.0093485+0.012299i,0.011407+0.0092199i,0.013524+0.0064803i,0.014555+0.0042092i,0.017699-0.0023171i,0.019953-0.021525i,0.01169-0.042172i,-0.0041695-0.044475i,-0.017456-0.030276i,-0.018121-0.012275i
-0.0098289-0.0049113i,-0.04603-0.034777i,-0.11599-0.077178i,-0.16973-0.079233i,-0.12343-0.020752i,-0.0058353+0.015056i,0.056893-0.0045957i,0.039625-0.0081635i,0.024876+0.014873i,0.028588+0.015093i,0.021663+0.0028545i,0.01351-0.0016323i,0.008026-0.002943i,0.0018661-0.0025241i,-0.001672-0.0042838i,-0.0054211-0.0087148i,-0.010556-0.011038i,-0.016537-0.0061399i,-0.020307+0.011837i,-0.015414+0.034441i,-0.0034534+0.04439i,0.010403+0.040209i,0.020347+0.0254i
0.0083026-0.013536i,0.043952-0.023781i,0.11327-0.0392i,0.16913-0.065932i,0.13572-0.095611i,0.044472-0.08596i,0.00081062-0.042431i,0.012578-0.027011i,0.012434-0.033875i,-0.0015303-0.022447i,-0.003759-0.0077006i,-0.0056635-0.001037i,-0.0081647+0.0034892i,-0.0076957+0.0037385i,-0.0054288+0.0076458i,-0.0006822+0.013983i,0.003197+0.014234i,0.0087651+0.0074191i,0.015933-0.01002i,0.015621-0.030709i,0.0074088-0.040147i,-0.00091153-0.040347i,-0.0096049-0.036806i
-0.0036073+0.014225i,-0.014685+0.042202i,-0.047559+0.088484i,-0.085698+0.1408i,-0.072062+0.17814i,0.0013892+0.16917i,0.046034+0.12043i,0.034502+0.08989i,0.022581+0.07785i,0.020034+0.050904i,0.011456+0.024386i,0.0069699+0.0123i,0.01098+0.0073242i,0.017304+0.0048271i,0.017419-0.0015469i,0.012027-0.0093265i,0.0078468-0.011397i,0.0016509-0.0082252i,-0.0072627+0.0028425i,-0.011805+0.017412i,-0.012363+0.022178i,-0.016822+0.021286i,-0.019357+0.027575i
-0.011725-0.0033482i,-0.025045-0.010384i,-0.024297-0.030271i,0.00019363-0.069722i,0.0025016-0.11317i,-0.048528-0.10962i,-0.079098-0.046414i,-0.051242-0.0048797i,-0.030096-0.013326i,-0.032093-0.016544i,-0.025574-0.0064353i,-0.020068-0.0003351i,-0.02269+0.0070411i,-0.021419+0.014987i,-0.014448+0.020187i,-0.0064871+0.023584i,-0.00090022+0.024663i,0.0049162+0.020378i,0.013633+0.0050717i,0.018146-0.012841i,0.016978-0.016664i,0.021285-0.0088323i,0.031538-0.0089568i
0.0077152-0.0075062i,0.020582-0.025293i,0.020233-0.046765i,-0.010224-0.03469i,-0.031707+0.026341i,-0.0027969+0.075658i,0.019821+0.063409i,-0.0021419+0.03805i,-0.012638+0.035334i,0.00011654+0.024814i,0.0065849+0.0079342i,0.0089089-0.0025314i,0.0083091-0.012138i,0.0034472-0.017615i,-0.0011372-0.018077i,-0.0043352-0.016574i,-0.0032952-0.01312i,-0.0040365-0.0074016i,-0.012814+0.0041763i,-0.019085+0.020084i,-0.013472+0.024635i,-0.0073204+0.0089371i,-0.014929-0.0082943i
0.0071692+0.013901i,0.021807+0.042483i,0.06014+0.078713i,0.11229+0.06981i,0.10997-0.0084896i,0.028573-0.076791i,-0.036751-0.074777i,-0.029995-0.054728i,-0.011846-0.051077i,-0.012095-0.037197i,-0.0074415-0.016381i,-0.00059094-0.0036083i,0.00094777+0.0013772i,-0.00073063+0.0014301i,-0.0052885+0.0035028i,-0.0072506+0.0064827i,-0.0063206+0.0060247i,-0.0011725+0.0029454i,0.0108-0.0060615i,0.020439-0.019375i,0.015525-0.025087i,2.8481e-05-0.013087i,-0.006425+0.010824i
-0.013422-0.0033951i,-0.051747-0.019847i,-0.12917-0.044331i,-0.20972-0.036614i,-0.20556+0.021173i,-0.10047+0.056528i,-0.010934+0.023107i,-0.0054811-0.0032383i,-0.012725+0.011544i,0.0031726+0.01677i,0.0083786+0.0079786i,0.0059345+0.0067242i,0.0051916+0.0068128i,0.0045012+0.0045205i,0.0068432-0.00079024i,0.0086771-0.010428i,0.0057323-0.015746i,-0.0018407-0.013022i,-0.013016-0.0033444i,-0.021506+0.0085401i,-0.01871+0.014354i,-0.0026955+0.011328i,0.015688-0.00041322i
0.0071038-0.0074632i,0.035653-0.022647i,0.10124-0.039802i,0.17905-0.064959i,0.19354-0.10314i,0.1163-0.12355i,0.034152-0.094461i,0.015584-0.059067i,0.012625-0.047832i,-0.0045489-0.03172i,-0.010724-0.012156i,-0.0086189-0.0039946i,-0.0078418-0.0014109i,-0.0064878-0.00070775i,-0.0041544+0.002058i,-0.0014677+0.0060397i,-0.00088919+0.0052865i,0.0015883+0.0024334i,0.011028-0.00012276i,0.020394-0.0024064i,0.021429-0.0035649i,0.012423-0.0073049i,-0.0052355-0.012983i
