-0.0022902+0.0015393i,-0.0014388+0.00046248i,-0.0011908-0.0011576i,-0.0012189-0.0014999i,-0.0018087-0.0012302i,-0.0017786-0.00053264i,-0.00047399+0.000732i,0.00042423+0.00042878i,0.00093137-0.00024576i,0.001161-0.0010228i,0.00021095-0.0014484i,-0.00095819-0.0016031i,-0.0010104-0.0016868i,-0.00058384-0.0010795i,-0.00066054+0.00013368i,-0.00024776+0.0010038i,-5.686e-05+0.00071826i,-0.00055614-3.9453e-05i,-0.00014517-0.00055708i,0.00013836-0.00045032i,-6.3787e-05-0.00055503i,-0.00014942-0.00094563i,-0.00010792-0.00076555i
-0.11689-0.17495i,-0.20974-0.42098i,-0.17883-0.65796i,0.0092384-0.68902i,0.12347-0.54015i,0.010634-0.35592i,-0.12907-0.19277i,-0.11449-0.10256i,-0.044706-0.067825i,-0.014315-0.028067i,-0.0027503+0.0035953i,-0.0050529+0.0018334i,-0.033378-0.01042i,-0.07599-0.0028748i,-0.1037+0.023828i,-0.09206+0.037309i,-0.055677+0.016958i,-0.03073-0.0086092i,-0.024307-0.01107i,-0.022549+0.0017449i,-0.022821+0.01582i,-0.022488+0.024417i,-0.013436+0.025154i
0.13724-0.095864i,0.27999-0.21931i,0.31428-0.26992i,0.16362-0.13855i,0.067322+0.067879i,0.13456+0.14862i,0.13733+0.089578i,0.041126+0.05083i,0.0055019+0.064689i,0.019212+0.035204i,0.0014705-0.028086i,-0.023155-0.047017i,-0.0070712-0.029471i,0.033224-0.036691i,0.052111-0.069323i,0.034846-0.078398i,0.0072567-0.048633i,-0.005597-0.017818i,-0.0098095-0.013572i,-0.016995-0.022208i,-0.019327-0.032102i,-0.016737-0.040049i,-0.017911-0.036781i
0.10619+0.057802i,0.24386+0.099716i,0.31374+0.062573i,0.18591-0.0011115i,0.03646+0.049703i,0.059286+0.11262i,0.12368+0.03721i,0.080326-0.026793i,0.028932-0.00049138i,0.04258+0.0068516i,0.058645-0.0011993i,0.053824+0.0087805i,0.028653+0.028092i,0.0031969+0.07275i,0.010075+0.1238i,0.047527+0.132i,0.084564+0.082758i,0.089516+0.01397i,0.070066-0.027058i,0.055463-0.033541i,0.05233-0.020197i,0.053424-0.0029861i,0.047796+0.0018055i
0.013891+0.15136i,0.040124+0.43074i,0.099469+0.78243i,0.14799+0.87413i,0.044777+0.56127i,-0.13121+0.17443i,-0.1546-0.0069484i,-0.045594-0.064201i,0.024229-0.093746i,0.012183-0.063938i,-0.012719-0.011469i,-0.022563+0.011396i,-0.016687-0.0019665i,-0.020726-0.051362i,-0.052241-0.0973i,-0.075509-0.091228i,-0.059458-0.041312i,-0.019899+0.0065109i,0.0022509+0.029459i,-0.0070775+0.044165i,-0.024688+0.056539i,-0.033777+0.05478i,-0.028749+0.041791i
-0.20161+0.029525i,-0.49786+0.068874i,-0.74165+0.0027114i,-0.66505-0.17691i,-0.34714-0.28179i,-0.099903-0.19075i,0.013022+0.00054056i,0.054805+0.091337i,0.046663+0.07167i,0.039139+0.041021i,0.051006+0.0055134i,0.039625-0.027468i,0.013928-0.020284i,0.025445+0.011787i,0.065758+0.030057i,0.07597+0.016726i,0.033029+0.0024708i,-0.014318+0.01551i,-0.027627+0.02577i,-0.028443+0.0067639i,-0.032406-0.013951i,-0.024231-0.017118i,-0.0081157-0.014668i
-0.0035003-0.20603i,-0.0053011-0.49877i,0.040013-0.70457i,0.16932-0.6444i,0.2896-0.47816i,0.25789-0.32104i,0.13528-0.15568i,0.070889-0.032818i,0.046508+0.022031i,0.01917+0.043831i,0.0019552+0.055028i,0.0038675+0.040851i,0.0014609-0.0041803i,-0.033728-0.029223i,-0.0765-0.003695i,-0.081023+0.037309i,-0.050995+0.048074i,-0.02583+0.037142i,-0.0099054+0.032637i,0.01377+0.027304i,0.031352+0.01686i,0.027437+0.013418i,0.020482+0.018687i
0.099844+0.032617i,0.20479+0.049128i,0.19154+0.041169i,-0.020834+0.11106i,-0.16296+0.27049i,-0.084629+0.25896i,-0.04838+0.076363i,-0.073393+0.0050729i,-0.034542+0.029263i,-0.0016981+0.012492i,-0.0017763-0.023165i,-0.0061581-0.040808i,-0.0015681-0.025515i,0.033296-0.011212i,0.059887-0.03506i,0.043943-0.064498i,0.010445-0.068887i,-0.021685-0.057721i,-0.047902-0.043929i,-0.06006-0.024502i,-0.048583-0.010436i,-0.02653-0.015014i,-0.016522-0.019829i
-0.0016232-0.035978i,0.077836-0.067148i,0.22945-0.073026i,0.31458-0.030249i,0.19797+0.070211i,0.035322+0.19659i,0.01821+0.19244i,0.0047019+0.056216i,-0.055518-0.027398i,-0.040428-0.012912i,0.019903+0.0036685i,0.043249+0.0036586i,0.020183+0.011883i,-0.023788+0.036737i,-0.040819+0.064501i,-0.015164+0.062812i,0.014433+0.027267i,0.026575-0.014343i,0.031616-0.036082i,0.03393-0.04016i,0.025343-0.034673i,0.015751-0.018671i,0.01252-0.0030563i
0.091416+0.081062i,0.18009+0.27142i,0.20149+0.47636i,0.14704+0.4282i,0.12364+0.089658i,0.12777-0.20947i,0.12848-0.25495i,0.13184-0.15834i,0.11819-0.068603i,0.068471-0.027645i,-0.00012923-0.0064665i,-0.034313+0.019335i,-0.017093+0.021168i,0.0022974-0.01831i,-0.010265-0.052251i,-0.028087-0.041207i,-0.013457-0.0035694i,0.022554+0.026657i,0.038858+0.036845i,0.026695+0.037779i,0.0064629+0.035071i,-0.012464+0.028117i,-0.024116+0.026598i
-0.16473+0.037516i,-0.44639+0.035714i,-0.67542-0.084745i,-0.60061-0.28247i,-0.33121-0.3413i,-0.13448-0.22955i,-0.042936-0.083442i,0.017102-0.0036093i,0.025333+0.020998i,0.010722+0.027454i,0.016199+0.0050927i,0.0098747-0.035075i,-0.012318-0.049011i,-0.0061482-0.028491i,0.026503-0.010225i,0.048345-0.013679i,0.044682-0.020606i,0.023839-0.010334i,0.010143+0.0032498i,0.0022687-0.0057148i,-0.010391-0.014697i,-0.0066322-0.0053992i,0.011719-0.00015463i
0.11505-0.10283i,0.27265-0.26844i,0.40379-0.28941i,0.46655-0.0089267i,0.46001+0.25906i,0.33535+0.31546i,0.13276+0.2846i,0.016111+0.21425i,-0.0032419+0.10696i,-0.0030896+0.058577i,0.027845+0.05579i,0.047389+0.03194i,0.035393+0.015869i,0.02081+0.014645i,-0.0023241+0.019996i,-0.0169+0.033364i,-0.019464+0.031319i,-0.030975+0.027177i,-0.039251+0.041059i,-0.025312+0.04727i,-0.0034695+0.026436i,0.0041047+0.002459i,0.0040161-0.0046029i
-0.086968+0.18022i,-0.11718+0.39001i,-0.071673+0.44907i,-0.065738+0.29438i,-0.13049+0.20149i,-0.11599+0.18735i,-0.038485+0.11337i,-0.03244+0.078015i,-0.038354+0.10026i,-0.015021+0.070867i,-0.014044+0.027582i,-0.011709+0.018817i,3.8675e-05+0.024751i,-0.0028283+0.029019i,-0.022664+0.01305i,-0.040624-0.0050202i,-0.033542+0.00010496i,-0.021337+0.0069538i,-0.02599-0.002184i,-0.028858-0.0062922i,-0.0095059-0.0036441i,0.0099887-0.014188i,-0.0012853-0.025916i
-0.096882-0.31137i,-0.15969-0.57507i,-0.12294-0.70284i,-0.015353-0.65525i,-0.033483-0.61163i,-0.15433-0.53037i,-0.14845-0.35987i,-0.054628-0.25103i,-0.038061-0.20041i,-0.050378-0.13222i,-0.025238-0.082535i,0.009479-0.064957i,0.027695-0.067808i,0.033103-0.077296i,0.047972-0.078937i,0.065823-0.069374i,0.061922-0.054412i,0.043041-0.041974i,0.032426-0.034273i,0.031297-0.037645i,0.017927-0.038021i,0.00092435-0.015955i,6.762e-06+0.0093663i
0.25968+0.1008i,0.44393+0.26734i,0.40624+0.46134i,0.16331+0.52824i,0.078463+0.43577i,0.2044+0.25934i,0.22265+0.061124i,0.12484-0.067523i,0.063202-0.11647i,0.023151-0.091689i,0.00175-0.0095949i,-0.0035462+0.035749i,-0.0238+0.035899i,-0.031847+0.055238i,-0.01147+0.091017i,0.02489+0.10455i,0.060092+0.08669i,0.070659+0.065168i,0.053455+0.056443i,0.037037+0.045634i,0.041438+0.025202i,0.051536+0.0052719i,0.046948-0.0039644i
-0.13658+0.07477i,-0.34591+0.084428i,-0.48498+0.088942i,-0.2523+0.1828i,0.19684+0.31899i,0.41635+0.35823i,0.36205+0.33421i,0.24665+0.29124i,0.17073+0.20997i,0.12782+0.093304i,0.064884-0.0089828i,-0.012263-0.043968i,-0.045574-0.031485i,-0.059323-0.038184i,-0.093879-0.056977i,-0.12398-0.03868i,-0.12719+0.009746i,-0.12182+0.050835i,-0.10896+0.06949i,-0.080832+0.06723i,-0.05335+0.059213i,-0.031319+0.058488i,-0.00644+0.045312i
0.12882+0.068593i,0.38757+0.098013i,0.59102+0.080595i,0.45997+0.13546i,0.0697+0.26983i,-0.2632+0.31917i,-0.34501+0.28206i,-0.18749+0.24563i,-0.010709+0.18282i,0.047793+0.13056i,0.095413+0.0995i,0.14712+0.0442i,0.14891+0.011836i,0.14504+0.011653i,0.13689-0.007787i,0.096011-0.025946i,0.044097-0.026284i,-0.0038997-0.043488i,-0.04552-0.070167i,-0.051666-0.075249i,-0.029973-0.069974i,-0.0242-0.052274i,-0.024244-0.0069661i
-0.33748+0.079858i,-0.67912+0.22712i,-0.87075+0.21432i,-0.85397-0.17971i,-0.82326-0.62063i,-0.73373-0.67122i,-0.51645-0.4869i,-0.3623-0.32456i,-0.27943-0.18614i,-0.18673-0.092428i,-0.14147-0.018535i,-0.10454+0.04884i,-0.051612+0.035676i,-0.044751-0.016986i,-0.059544-0.025606i,-0.047642-0.010364i,-0.02285-0.0096384i,-0.002016-0.017392i,0.02039-0.018697i,0.039684-0.0027505i,0.055366+0.026995i,0.061016+0.033057i,0.036493+0.0138i
0.10901-0.36756i,0.17993-0.76591i,0.25418-0.88548i,0.40172-0.48603i,0.66995-0.032753i,0.8399+0.052038i,0.69873-0.040524i,0.42254-0.088168i,0.23078-0.090834i,0.14083-0.085257i,0.081026-0.094311i,0.014073-0.082205i,-0.014267-0.022421i,0.015493+0.023306i,0.057675+0.019303i,0.079465-6.9932e-05i,0.077947-0.012649i,0.05307-0.011192i,0.01997+0.010816i,0.0044775+0.035338i,0.0029959+0.046145i,0.01186+0.043524i,0.021787+0.019841i
0.18094+0.23374i,0.37779+0.50563i,0.41287+0.76285i,0.16069+0.81465i,-0.14837+0.71958i,-0.28538+0.57576i,-0.27386+0.41371i,-0.17047+0.34146i,-0.022296+0.30613i,0.042348+0.211i,0.017641+0.11526i,-0.013658+0.067325i,-0.038508+0.052947i,-0.051655+0.053397i,-0.054275+0.058563i,-0.05882+0.067841i,-0.063116+0.064957i,-0.069015+0.031554i,-0.071893-0.002811i,-0.05341-0.0032755i,-0.027754+0.011323i,-0.02948+0.022435i,-0.044383+0.031324i
-0.19515-0.036256i,-0.36485-0.046193i,-0.41788-0.13269i,-0.18521-0.27585i,0.078476-0.3572i,0.064563-0.24719i,0.00054043-0.047652i,0.051446-0.0049939i,0.074617-0.084345i,0.063605-0.12481i,0.044028-0.11861i,0.025675-0.087813i,0.050384-0.061326i,0.075219-0.069159i,0.045037-0.074263i,-0.0009728-0.040092i,-0.0003196-0.0010333i,0.032101-0.0090932i,0.033852-0.049678i,0.0037703-0.062316i,-0.013838-0.039841i,-0.0048875-0.019318i,0.021234-0.010653i
0.040794-0.0028697i,0.041768+0.036587i,-0.10761+0.028531i,-0.45597+0.10486i,-0.62193+0.28928i,-0.32794+0.3644i,0.0087294+0.20918i,0.040683+0.053586i,0.020023+0.056192i,0.10453+0.047488i,0.11924-0.051713i,0.029696-0.10874i,-0.042481-0.079443i,-0.059972-0.035707i,-0.038593-0.017338i,-0.0089024-0.038076i,-0.00151-0.065263i,0.011122-0.054793i,0.030728-0.033549i,0.01686-0.019638i,-0.0033542-0.00098089i,0.00080994+0.0053932i,0.005154-0.0028176i
-0.090564-0.036809i,-0.2647-0.17027i,-0.39801-0.23953i,-0.33966-0.30274i,-0.25907-0.39894i,-0.33103-0.44207i,-0.41405-0.35376i,-0.3503-0.15344i,-0.19596+0.024456i,-0.06355+0.086544i,0.0045318+0.072259i,0.032227+0.058484i,0.051496+0.057857i,0.05733+0.044045i,0.040697+0.032109i,0.028645+0.032076i,0.038833+0.021794i,0.049289+0.0039938i,0.050073-0.0016479i,0.046425-0.0087312i,0.028006-0.01888i,0.010162-0.0048618i,0.018174+0.021988i
0.63313-0.081766i,0.93158-0.4304i,1.0341-0.66433i,0.82878-0.45368i,0.64866+0.028456i,0.55516+0.21685i,0.36817+0.099626i,0.16503-0.011024i,0.017577-0.0016473i,-0.0060158+0.068292i,0.05318+0.018874i,0.021557-0.093559i,-0.042191-0.097265i,-0.060696-0.064732i,-0.075583-0.065353i,-0.078916-0.058589i,-0.059601-0.025661i,-0.035578+0.027773i,-0.017046+0.061859i,-0.0060784+0.06881i,0.0099731+0.073437i,0.021569+0.063217i,0.0077836+0.05005i
0.55413+9.5829i,1.3039+10.845i,3.5541+10.54i,4.084+5.7763i,3.3254+1.0949i,1.8193-1.5073i,0.39952-1.3904i,0.28737-0.16238i,1.0058+0.42536i,1.5961+0.23074i,1.6331-0.12063i,1.5862-0.24575i,1.7001-0.34193i,1.5908-0.38277i,1.3383-0.4371i,0.95396-0.49863i,0.4475-0.35798i,0.073281-0.141i,-0.13455-0.0096534i,-0.12671+0.12555i,0.10008+0.22911i,0.31558+0.19992i,0.34276+0.098529i
0.174-0.26323i,-0.00077608-0.33241i,-0.14849-0.39552i,-0.33113-0.42914i,-0.46355-0.33931i,-0.48861-0.16237i,-0.46416-0.022078i,-0.4035+0.06349i,-0.26071+0.11922i,-0.054384+0.089i,0.058001-0.027586i,0.017328-0.10054i,-0.049282-0.074939i,-0.065356-0.016524i,-0.059881+0.02137i,-0.046964+0.019852i,-0.026206-0.019331i,-0.016334-0.05054i,-0.015566-0.041895i,0.0072659-0.01847i,0.047171-0.02076i,0.057939-0.054957i,0.03048-0.075314i
-0.11473-0.23579i,-0.40778-0.33474i,-0.64215-0.1475i,-0.5255+0.30842i,-0.089397+0.5752i,0.26355+0.5199i,0.34986+0.40264i,0.27584+0.25074i,0.15996+0.075956i,0.080107-0.059058i,0.0040156-0.15352i,-0.085945-0.15013i,-0.10427-0.079635i,-0.091004-0.047591i,-0.10193-0.044935i,-0.10545-0.031841i,-0.095678-0.00258i,-0.06304+0.032476i,-0.012296+0.039981i,0.01907+0.023352i,0.024375+0.0090651i,0.01259+0.0030055i,4.1428e-05+0.010098i
0.35104+0.021452i,0.63504-0.087242i,0.75986-0.33428i,0.5409-0.48932i,0.31818-0.38877i,0.25799-0.2828i,0.16883-0.31012i,0.032549-0.27155i,-0.035101-0.14456i,-0.012137-0.054552i,0.031617-0.015617i,0.057795+0.016931i,0.088516+0.042747i,0.11932+0.032972i,0.12727+0.020809i,0.1297+0.022157i,0.12362+0.0040824i,0.087196-0.022788i,0.039924-0.035572i,0.01565-0.045414i,0.016998-0.060318i,0.033619-0.065111i,0.05655-0.056159i
-0.12481+0.31324i,-0.25992+0.55469i,-0.36487+0.64044i,-0.48399+0.45567i,-0.69358+0.30194i,-0.7174+0.38433i,-0.38209+0.44068i,-0.044614+0.2763i,0.081281+0.071761i,0.0884-0.059099i,-0.00026185-0.11598i,-0.096251-0.074041i,-0.097894-0.041138i,-0.10013-0.06377i,-0.12396-0.049997i,-0.10353-0.025992i,-0.061763-0.039659i,-0.019841-0.054828i,0.0076381-0.055756i,0.012188-0.039032i,0.024537-0.020392i,0.033777-0.030046i,0.016217-0.047542i
-0.11081-0.23129i,-0.20017-0.45593i,-0.31751-0.53155i,-0.36382-0.28689i,-0.16272+0.019601i,0.22885+0.063415i,0.42215-0.086507i,0.3169-0.22794i,0.15365-0.3141i,0.021459-0.36003i,-0.09868-0.28157i,-0.1134-0.10003i,-0.030585+0.010375i,0.034901+0.025663i,0.068742+0.012517i,0.068426-0.023926i,0.025101-0.049487i,-0.0092771-0.042181i,-0.012269-0.032637i,-0.015927-0.033953i,-0.032621-0.032253i,-0.036008-0.020168i,-0.017419-0.0095975i
0.15106+0.010574i,0.29757+0.079058i,0.43513+0.12673i,0.48504+0.051009i,0.36115-0.090914i,0.09437-0.18329i,-0.15-0.21282i,-0.26193-0.14389i,-0.24219-0.05051i,-0.17607-0.013379i,-0.12293+0.0062736i,-0.064314+0.018826i,-0.022102-0.006136i,-0.024391-0.019124i,-0.036784+0.013096i,-0.031538+0.04585i,-0.014108+0.059427i,0.0054962+0.05282i,0.011204+0.028479i,-0.0070595-0.003532i,-0.040824-0.027544i,-0.062713-0.022867i,-0.052602-0.0077762i
-0.034055-0.0058616i,-0.10257-0.021275i,-0.23566+0.054666i,-0.27994+0.25193i,-0.17753+0.35914i,-0.060328+0.3717i,0.08562+0.40986i,0.24413+0.31691i,0.25014+0.091927i,0.12547-0.063849i,0.01822-0.097041i,-0.042302-0.050758i,-0.044689+0.01653i,-0.010153+0.026778i,0.0028731-0.012298i,-0.0019258-0.049104i,-0.0022241-0.083549i,-0.011152-0.097974i,-0.036156-0.056943i,-0.044651+0.019981i,-0.025203+0.071545i,-0.0052644+0.070028i,0.0068148+0.037593i
0.068485+0.16699i,0.19778+0.22984i,0.25655+0.024956i,0.049401-0.27567i,-0.072195-0.22866i,0.22735-0.086218i,0.44737-0.24614i,0.25244-0.37175i,0.015419-0.25095i,-0.059999-0.11127i,-0.05478-0.026224i,-0.0069668-0.00088927i,-0.0012236-0.025826i,-0.027043-0.022382i,-0.017679-0.0083912i,-0.016828-0.0081112i,-0.042175+0.0072835i,-0.034651+0.021614i,0.015639+0.003216i,0.044325-0.024869i,0.035137-0.015266i,0.028998+0.0085997i,0.018345+0.00457i
-0.25789-0.089613i,-0.5778-0.0093849i,-0.66287+0.32012i,-0.25797+0.55561i,0.087541+0.25534i,-0.16559-0.17517i,-0.52405-0.096376i,-0.45331+0.2058i,-0.22133+0.27138i,-0.10221+0.21287i,-0.019238+0.15184i,0.029072+0.077573i,0.021526+0.034264i,0.0089973+0.024057i,0.010285+0.027863i,0.015886+0.043239i,0.02144+0.053803i,0.021439+0.040403i,0.01032+0.013245i,-0.0068554-0.0048593i,-0.025175-0.014779i,-0.048325-0.012223i,-0.059197+0.013122i
0.21939-0.10772i,0.48686-0.28916i,0.66191-0.49406i,0.52824-0.49517i,0.23181-0.19404i,0.072335+0.17576i,0.11189+0.34424i,0.20676+0.29014i,0.20199+0.17277i,0.1122+0.1184i,0.048652+0.10394i,0.024524+0.085825i,0.013137+0.085103i,0.010893+0.10145i,0.0051204+0.099276i,0.01022+0.076408i,0.035008+0.040604i,0.038319+1.3952e-05i,0.016098-0.017317i,0.019256-0.0090898i,0.045013-0.0099236i,0.053608-0.020365i,0.042563-0.024873i
0.011398+0.097276i,-0.0062813+0.088483i,-0.11756-0.0040168i,-0.21919-0.074918i,-0.14003-0.028285i,0.037629-0.021895i,0.063756-0.14503i,-0.042198-0.19236i,-0.054056-0.11523i,0.016234-0.060131i,0.036635-0.044567i,0.033197-0.037483i,0.044955-0.0534i,0.061068-0.087585i,0.07296-0.11874i,0.060247-0.12515i,0.018415-0.099442i,-0.026501-0.062653i,-0.049528-0.037i,-0.043416-0.025766i,-0.022563-0.015731i,-0.00070948-0.0014027i,0.012186+0.0069544i
-0.038546+0.17386i,0.019226+0.53043i,0.21896+0.90636i,0.39964+0.91686i,0.3159+0.54668i,0.079617+0.24404i,0.0086088+0.16789i,0.067106+0.076913i,0.045371-0.056223i,-0.02583-0.08838i,-0.028588-0.04233i,0.0084955-0.02576i,0.008921-0.050958i,-0.025112-0.053632i,-0.054289-0.018234i,-0.069781+0.017033i,-0.070216+0.047579i,-0.037079+0.086704i,0.020324+0.099316i,0.045394+0.054543i,0.022902-0.0062797i,-0.0061288-0.033808i,-0.020868-0.032294i
-0.18142-0.27567i,-0.45465-0.719i,-0.67444-1.2296i,-0.63608-1.4663i,-0.41318-1.2909i,-0.20457-0.90313i,-0.099996-0.52386i,-0.047015-0.27728i,-0.041976-0.15987i,-0.072579-0.074567i,-0.074222-0.01268i,-0.059078+0.0081489i,-0.052935+0.018554i,-0.05029+0.023615i,-0.048301+0.021071i,-0.028372+0.016213i,0.014415-0.0064404i,0.044326-0.045049i,0.033898-0.068539i,0.0016841-0.051336i,-0.015986-0.010727i,-0.013896+0.0082691i,-0.01109+0.0096308i
0.30947+0.03356i,0.62368+0.14167i,0.7603+0.44258i,0.65498+0.79114i,0.49007+0.83646i,0.25705+0.58409i,0.0029723+0.34201i,-0.11048+0.23953i,-0.079778+0.2058i,0.0098157+0.16795i,0.047897+0.10049i,0.0062964+0.075298i,-0.0057606+0.11373i,0.0326+0.12691i,0.058673+0.090142i,0.0484+0.03816i,0.0045446-0.00089126i,-0.044714-0.018425i,-0.071191-0.014812i,-0.061758+0.0084456i,-0.025369+0.02442i,0.0091261+0.022666i,0.035599+0.013929i
-0.099718+0.24281i,-0.089505+0.42847i,-0.020393+0.26804i,-0.18984-0.18707i,-0.58277-0.29725i,-0.58484-0.0044851i,-0.15609+0.097724i,0.076779-0.032298i,0.046493-0.069158i,0.011813-0.059924i,0.0016935-0.071433i,0.020123-0.066532i,0.039314-0.080125i,0.021766-0.089339i,0.0021723-0.059214i,-0.0052405-0.020009i,-0.014976+0.013884i,-0.013579+0.043531i,0.0096043+0.053604i,0.030261+0.037024i,0.026807+0.0078543i,0.0091473-0.014495i,-0.0057874-0.025722i
-0.18172-0.21346i,-0.53468-0.44663i,-0.91288-0.50365i,-0.87913-0.28222i,-0.35795-0.10307i,0.074274-0.14217i,0.081688-0.16343i,-0.0083436-0.10458i,-0.0030613-0.09493i,-0.0087451-0.098387i,-0.043306-0.062193i,-0.060791-0.025455i,-0.052577-0.0037631i,-0.025221+0.0092129i,-0.00077388+0.011352i,0.0077292+0.0030039i,0.014408-0.0038312i,0.022271-0.0021733i,0.014807-0.0053653i,-0.0081627-0.014326i,-0.023537-0.016024i,-0.022411-0.013162i,-0.016507-0.012131i
0.15208+0.055146i,0.44443+0.26678i,0.90013+0.63652i,1.2307+0.82491i,1.0802+0.5806i,0.56417+0.20013i,0.14186+0.038137i,-0.018871+0.034919i,-0.047394+0.038012i,-0.02807+0.015561i,-0.013308-0.010611i,-0.01494-0.0038369i,-0.0052224+0.011672i,-0.0021933-0.0038863i,-0.014042-0.023743i,-0.017223-0.0096628i,0.0028568+0.020425i,0.035664+0.029441i,0.055164+0.026517i,0.049566+0.031412i,0.028416+0.039638i,0.0069141+0.04408i,-0.0052562+0.038348i
0.091764-0.07639i,0.063553-0.41407i,-0.30161-0.97259i,-0.91226-1.2078i,-1.1808-0.76682i,-0.89359-0.20274i,-0.52996-0.025313i,-0.35288+0.0083775i,-0.22413+0.068055i,-0.11359+0.081172i,-0.037896+0.068108i,0.0051486+0.034224i,-0.0082977+0.0073141i,-0.027665+0.033919i,-0.0097875+0.065855i,0.019265+0.052616i,0.030091+0.0053557i,0.019347-0.04118i,0.0039564-0.065989i,-5.7887e-05-0.067245i,0.0090283-0.049607i,0.020149-0.032712i,0.017944-0.019157i
-0.15652+0.26727i,-0.26091+0.73062i,-0.16726+1.239i,0.14633+1.2906i,0.37056+0.81418i,0.37613+0.38925i,0.35433+0.27633i,0.31354+0.21508i,0.19794+0.11474i,0.079132+0.069612i,0.025215+0.077096i,0.029088+0.075987i,0.033513+0.037608i,0.0036779-0.0099629i,-0.027021-0.031348i,-0.043533-0.032492i,-0.062562-0.020922i,-0.074062-0.0007382i,-0.062915+0.017665i,-0.036181+0.017909i,-0.016913-0.0022551i,-0.014604-0.012837i,-0.0068924-0.0041833i
0.025338-0.29883i,0.061814-0.66557i,0.17066-0.87809i,0.38563-0.68927i,0.56032-0.43805i,0.44315-0.45376i,0.13492-0.44025i,0.012909-0.26163i,0.05762-0.13393i,0.056812-0.10404i,0.014943-0.092788i,-0.0084115-0.068964i,0.019157-0.024749i,0.0823-0.0035869i,0.1047-0.026351i,0.073583-0.043274i,0.04471-0.030482i,0.034857-0.017502i,0.023393-0.025119i,0.0028857-0.033212i,-0.020784-0.024015i,-0.027046-0.0084706i,-0.013769-0.0045323i
0.078191+0.15637i,0.12166+0.29844i,0.040828+0.24135i,-0.2359-0.045683i,-0.52096-0.095596i,-0.55282+0.1957i,-0.34532+0.32436i,-0.17913+0.18419i,-0.13166+0.066945i,-0.10057+0.048047i,-0.069567+0.06345i,-0.039956+0.067366i,-0.040543+0.029841i,-0.086767+0.00653i,-0.1204+0.039802i,-0.10027+0.080964i,-0.053385+0.085237i,-0.017685+0.067912i,0.00072007+0.056993i,0.010557+0.051058i,0.021042+0.037205i,0.023685+0.014282i,0.005718-0.0055028i
0.021568-0.04596i,0.054517-0.075856i,0.097072+0.01862i,0.1309+0.24127i,0.19273+0.27547i,0.3134+0.050779i,0.37106-0.10585i,0.29382-0.11467i,0.14501-0.094944i,0.052312-0.054703i,0.049278-0.042087i,0.033475-0.061129i,-0.0027941-0.037157i,0.008657+0.0032452i,0.063598+0.0034539i,0.10281-0.036783i,0.095928-0.070211i,0.078362-0.062623i,0.070499-0.040298i,0.054838-0.03228i,0.028762-0.032504i,0.0060479-0.027748i,-0.0026152-0.013966i
-0.11364+0.13224i,-0.22704+0.31725i,-0.24101+0.44024i,-0.10643+0.28588i,-0.040255+0.010044i,-0.13641-0.092939i,-0.20975-0.090638i,-0.16735-0.09642i,-0.075294-0.082339i,-0.023438-0.068796i,-0.039435-0.051026i,-0.049017-0.0074978i,-0.0087854+0.0088813i,0.016222-0.025506i,-0.021136-0.061549i,-0.08114-0.056467i,-0.1084-0.037932i,-0.10596-0.045916i,-0.095833-0.056052i,-0.076902-0.034954i,-0.050938-0.0026343i,-0.03183+0.017544i,-0.015268+0.02232i
0.053802-0.25613i,0.12845-0.65164i,0.16331-1.0459i,0.12532-1.0577i,0.088897-0.65497i,0.067396-0.20065i,0.033777+0.04882i,0.010009+0.11755i,0.036107+0.098369i,0.081571+0.037688i,0.09735-0.018282i,0.088938-0.041256i,0.068685-0.032283i,0.058481+0.0066801i,0.070859+0.055381i,0.07871+0.088556i,0.059258+0.11522i,0.022307+0.1377i,-0.0022364+0.13176i,-0.0042319+0.093558i,0.0021071+0.051203i,0.015316+0.02311i,0.025552+0.003832i
0.056263+0.19258i,0.051323+0.50401i,-0.11258+0.85338i,-0.39617+1.014i,-0.51584+0.87036i,-0.35242+0.50596i,-0.13944+0.17939i,-0.07767+0.040136i,-0.11174+0.037407i,-0.1171+0.073995i,-0.089662+0.079757i,-0.083008+0.054472i,-0.097661+0.026322i,-0.12156-0.0043975i,-0.13616-0.027628i,-0.10811-0.041523i,-0.041956-0.056195i,0.029908-0.051501i,0.074703-0.025931i,0.077255-0.010017i,0.05466-0.011215i,0.025083-0.018222i,0.0021866-0.019677i
-0.028913-0.067307i,0.0035258-0.20668i,0.15854-0.45782i,0.33572-0.6977i,0.35761-0.75205i,0.21472-0.60953i,0.019581-0.37818i,-0.078955-0.16171i,-0.06624-0.057281i,-0.04976-0.044606i,-0.039267-0.0138i,0.0013938+0.0283i,0.034859+0.040139i,0.057021+0.048815i,0.088423+0.052572i,0.089441+0.03161i,0.040024-0.002805i,-0.020677-0.043506i,-0.057461-0.074595i,-0.059639-0.073117i,-0.038779-0.049804i,-0.017564-0.029532i,-0.0086181-0.015631i
