-0.001071+0.0002686i,0.00014765-0.0010133i,-0.0011485+0.00038938i,-0.0019109+0.0017231i,8.8581e-06+0.0021405i,0.00098941+0.0010793i,-0.00018803+0.00075181i,3.2473e-05+0.0010385i,0.00082019+0.00043245i,0.00068217-6.5983e-05i,0.0011297-0.00041785i,0.0016917-0.00061547i,0.0010267-0.0012026i,0.00047591-0.0021238i,0.00057147-0.0023406i,-0.00026472-0.001696i,-0.00091363-0.00037289i,-0.00066701-0.00051287i,-0.0012155-0.0016495i,-0.0017311-0.0012602i,-0.00068365+3.2073e-05i,0.0007904+0.00065233i,0.0012035+0.00051242i
5.9773e-05-0.0015228i,-0.001551-0.0032168i,-0.0031552-0.0033934i,-0.0021896-0.0020643i,-0.00047614-0.0005755i,0.00027818-0.00016246i,0.00064491-0.00021287i,0.00085564-0.00041602i,0.00057287-1.0547e-05i,0.0001431+0.00034079i,0.0004553-0.00010778i,0.00059686-0.00087045i,0.00012621-0.0011103i,-0.00042477-0.0015484i,-0.00043904-0.0017182i,-0.00026436-0.00054471i,-0.00011596+0.00024469i,0.00010023+0.00010745i,0.0006877+0.00028853i,0.00054441+0.0003902i,0.00046737+0.00042694i,0.00091081-1.8916e-05i,0.00045192-5.6844e-06i
0.0010408-0.0035068i,0.0011054-0.0040663i,0.00029568-0.0029587i,0.0005508-0.0015191i,0.00028774-0.00091142i,-0.0013839+0.00031384i,-0.001306+0.00061875i,0.00081139+0.0002106i,0.0014615+0.00037989i,0.00013338+4.9056e-05i,0.00021882+0.00038717i,0.0011463+0.00051849i,0.0012934-0.00013439i,0.0013408-0.00052433i,0.0015717-4.6486e-05i,0.00049889-0.00061644i,-0.00027293-0.00092241i,0.0003303-0.00050518i,0.00068211-0.0004957i,0.0013949-0.00035117i,0.0015486+6.1836e-05i,0.00084027+0.00014534i,0.00041962-0.00051166i
0.0017539-0.0030065i,-5.3897e-05-0.0041212i,-0.0022195-0.0034539i,-0.0025086-0.0015331i,-0.0019191+0.00036134i,-0.0015543+0.0013234i,-0.00067389+0.0014228i,-0.00025704+0.00044462i,0.00023152-0.00062584i,0.00035145-0.00073623i,-0.00059897+4.8865e-05i,-0.00093757+0.00048627i,-0.00031383+0.00011789i,-6.7752e-06-0.00033245i,0.00017233+3.2606e-05i,0.00025965+0.00023085i,-5.6478e-05+0.00010757i,7.5623e-05+0.00034991i,3.6997e-05+0.00018254i,0.00034309-0.00022497i,-9.0414e-05-0.00011186i,-0.00078267+0.00063525i,-0.00022191+0.0012705i
0.0042025-0.0012408i,0.0024093-0.0049018i,-0.00062372-0.0059214i,-0.0021196-0.0034731i,-0.0020236-0.0019112i,-0.0017886-0.0016568i,-0.00079852-0.00080732i,0.0001648-0.00029822i,0.0003462-0.00024276i,0.00012682-0.00027391i,-8.2689e-05-0.00035373i,5.4096e-05+2.4347e-05i,-2.7556e-05+0.00082016i,-1.3102e-05+0.00079634i,0.00024947+0.00029287i,-0.00032053+0.00066602i,-0.0012204+0.00082709i,-0.0014821+0.0004067i,-0.00038292+0.00028356i,0.000613+0.00011457i,0.00015411-0.00021756i,-0.00039643+1.0893e-06i,6.1515e-05+0.00031028i
0.003401-0.00024547i,0.0038738-0.0026902i,0.0027285-0.0031045i,0.0017344-0.0023046i,0.00043675-0.0019361i,-0.00040512-0.0022763i,0.00025197-0.0016405i,0.000676-0.0011841i,-0.00015354-0.0013341i,-0.00024562-0.0010805i,0.00040059-0.00077295i,0.00044116-0.00082647i,-0.00030132-0.00061176i,-0.00061916-9.9347e-05i,-0.00026821-0.00066988i,-0.00059643-0.0010723i,4.4294e-05-0.00096424i,0.001078-0.00070448i,0.0003063-0.00013266i,-0.00040676+0.00053953i,-0.00022015+0.00029779i,0.00034098-0.00017222i,0.00059482-0.00080398i
0.0039496+0.00059773i,0.0045883-0.0011049i,0.003808-0.00080843i,0.0024767-0.00014785i,0.0013972-0.0010374i,-0.00021196-0.0012388i,-0.00042483-0.00041643i,0.0005517-2.877e-06i,0.00068822+0.00019387i,0.00012419+0.00019307i,0.0001014-0.00022293i,-0.00021887-0.00059925i,-0.00098528-0.00057943i,-0.0010588-0.0006378i,-0.00050597-0.00056546i,-0.00010687-0.0003284i,-0.00051948-0.00079117i,-0.00094383-0.00090413i,-0.00088971-1.4659e-06i,-0.00042096+0.00044624i,-0.00051015+0.00043686i,-0.00040374+0.00029383i,-0.00010775-6.0126e-05i
0.00044634-0.0019401i,6.1235e-05-0.001787i,-0.0014919-0.00075838i,-0.0025712-0.00031047i,-0.0010509-0.00048233i,0.00021187-0.00017088i,0.00047628+0.00013377i,0.00081947+4.371e-05i,0.00085221+0.00035338i,0.00054091+0.00071909i,-5.8567e-05+0.00041188i,-0.00053678+0.00019021i,-0.00055713-0.00035741i,0.0001545-0.00063876i,0.00082043+9.7504e-06i,0.00033169+0.00022126i,-2.1929e-05-0.00034657i,0.00038112-0.00062872i,0.0010672-4.169e-05i,0.00069959+0.00024353i,-0.00033479+0.00054287i,3.9946e-05+0.00071319i,9.5608e-05+0.00058584i
0.0019145-0.0016548i,0.0013646-0.0038414i,0.00042029-0.0046155i,-0.00050946-0.0032846i,-0.0014894-0.0013262i,-0.0026388-4.6413e-05i,-0.0012606+0.00036254i,0.00056498+0.00012507i,0.00026416-0.00043745i,-0.0006729+0.00013226i,-0.00074674+0.00087857i,-0.00035756+0.00045481i,0.00020241-0.0002588i,0.00079207-0.00018261i,0.00072655-0.00048577i,2.731e-05-0.00072956i,5.3322e-05-0.00028462i,-6.0704e-05+0.00054038i,-0.0004817+0.00041893i,-6.5963e-05-0.00083258i,0.00015158-0.0008678i,-0.00066708+2.2308e-05i,-0.0013912+0.0003071i
0.0021164-0.0027728i,0.0024992-0.0033246i,0.0017221-0.0023547i,0.00048231-0.00076236i,-0.00022697+0.00028979i,-0.00013111+9.3511e-05i,0.00072494-0.00013518i,0.0013568+1.6693e-05i,0.00086288+0.00018425i,6.5483e-05-0.00047393i,0.0005391-0.00083648i,0.00076652-0.00092653i,0.00031744-0.0014178i,0.00012208-0.00091085i,0.0004734-0.00060762i,2.9898e-05-0.00062092i,-0.00060884-0.0011587i,-4.7327e-05-0.00094616i,0.0004833-0.00031541i,0.00063701-0.00012044i,0.0012004+0.00031912i,0.0010232-4.4177e-05i,0.00059478-0.00055489i
0.0013701-0.00074516i,0.00044524+0.00032743i,-0.00058298+0.00068139i,-0.00066892+0.00019724i,7.3396e-05-0.00064902i,0.0006737-0.00037648i,0.0011384-0.00053307i,0.00054405-0.00052909i,-0.0005074+0.00016396i,-0.00069566+0.0005576i,-0.00021891+0.00041388i,0.00047741-0.00016457i,0.00092806-0.00072946i,0.00095385-0.0011165i,0.00056495-0.00097274i,-0.00038639-0.0004461i,-0.0009339+8.4123e-05i,-0.00054981+0.00013656i,-0.00018269-8.1372e-05i,9.191e-06+0.0002069i,-0.00039119+0.00065737i,-0.00021987+0.0009019i,0.00046633+0.0010296i
0.0022602+0.00063886i,0.0015868-0.00060557i,0.00033381-9.467e-05i,-0.00051963+5.9497e-05i,-0.0010237-0.00054129i,-0.0013671-0.00023134i,-0.00086386+0.0010928i,-0.00020643+0.00067752i,-0.00048319-0.00044294i,-0.00082261-0.0010743i,-0.00030568-0.0016856i,-0.00092037-0.00087951i,-0.001009+0.00035644i,-0.00052787+0.00017035i,-0.00087763-6.7035e-05i,-0.0006343-0.00038714i,-0.000485-0.00082387i,-7.2142e-05-0.00040684i,0.00039377-0.00010506i,0.00081697+0.00022381i,0.0010691+0.00016643i,0.00083614-2.6374e-05i,0.00074231+0.0004148i
0.001919+0.0016231i,0.002149-0.00031213i,0.0017953-0.0019818i,0.00075492-0.0027197i,-0.00012398-0.0023177i,-0.00075138-0.00081919i,-0.00075821-0.00017738i,-0.00023907-0.00035879i,0.00034998+1.5526e-05i,0.00091828-0.00038427i,0.0011167-0.00025444i,0.0013406+0.00022688i,0.00132-0.0002049i,0.00022402-0.0012979i,-0.0013854-0.0017794i,-0.0015613-0.0013501i,-0.00071107-0.00066022i,-0.00035893-0.00049517i,-0.0007238-0.00081784i,-0.00095156-0.0009143i,-0.00053132-0.00097117i,0.00031584-0.00083255i,0.00060088-0.0010022i
0.00065106-0.00022091i,-0.00051763-0.00029981i,-0.00068222-0.00076215i,-0.00029519-0.00043119i,-0.00069734-0.0011235i,-0.00070193-0.0012067i,0.00016874+1.8158e-05i,0.0010941+0.00033381i,0.0010568-0.0006072i,0.00059297-0.0011871i,0.00020985-0.00083658i,0.0003203-0.0002069i,0.0001947-0.00040777i,6.0469e-05+2.2689e-05i,0.00028063+0.00012398i,-0.00012372-0.0003798i,-0.00037837+0.00027019i,-0.00060546+0.0010046i,-0.00059749+0.00055449i,-0.00039814+0.00010878i,-0.00017025+0.000135i,0.0006143+0.00031867i,0.00062013+0.0006597i
0.00054818-0.002574i,-0.00043008-0.0028223i,-0.0013142-0.0027749i,-0.0007193-0.00083924i,-0.0001988+0.00056997i,6.8496e-05+0.001321i,0.0010169+0.0012648i,0.0015965+0.00070311i,0.0012398+6.1723e-05i,0.0009068+0.00034144i,0.00074746+0.00055432i,0.00034466+0.00048601i,-0.00031942+0.0004085i,-0.00052428+0.00022453i,-4.02e-05+0.0005598i,-0.00010403+0.00037497i,-0.00081566+0.00017843i,-0.00046092+0.00091827i,0.00019658+0.0012155i,0.0001891+0.00022217i,-0.00027381-0.00051511i,-0.00090906+0.00010153i,-7.0693e-05+0.00041023i
0.0029773-0.0031348i,0.0018894-0.0041602i,-0.00040181-0.0037944i,-0.0016123-0.001785i,-0.0011627-0.0013299i,-0.00071815-0.0017711i,-0.00048582-0.00055263i,0.00016221+0.0010976i,0.00050454+0.0014968i,0.0001528+0.00044547i,-0.00028618-0.00032419i,4.6081e-05-0.00030768i,-0.0001531-0.00013718i,-0.0007778+9.0744e-05i,-0.00019261-0.00093798i,0.00033613-0.0018248i,3.406e-05-0.0012486i,-0.001305-0.0010972i,-0.001126-0.00050016i,-0.00015005+0.0004472i,-0.00045758+0.00048922i,-0.00077989-0.00019704i,0.00017943-0.00081835i
0.0022348+0.00057528i,0.0022731-0.00089307i,0.0014328-0.0025896i,0.00038615-0.0025183i,-0.00039609-0.0014981i,-0.00043562+0.00028137i,-0.00032837+0.00010654i,-0.00034808-0.00063185i,-0.00042917-0.00027421i,-0.00013568-0.00020051i,0.00068994+0.00021394i,0.00077896+0.00075101i,0.0002628+0.0004196i,-0.00021209+0.00019255i,-0.00024115-0.00028241i,0.00064047-0.00032774i,0.0008363+3.1346e-06i,0.00041788+9.8688e-05i,0.00036931+0.00026088i,-3.0652e-05-0.00011439i,-0.00052757-0.00077805i,5.2186e-05-0.00081204i,0.00055724+0.00029443i
0.0016113-0.00091171i,0.0012796-0.0017242i,0.0007851-0.0030396i,0.00011632-0.0027872i,-0.00080045-0.0017814i,-0.0013721-0.0010308i,-0.00042641-0.00048043i,0.00062747-0.00028809i,0.00044544-0.00017832i,0.00033773-4.2236e-06i,0.00063745+0.00060975i,0.00063444+6.1229e-05i,0.00020584-0.0010665i,-1.7684e-05-0.00085687i,-0.00031803-0.00023314i,-0.00054585-8.6148e-05i,-0.00073116-0.00074521i,-0.00067191-0.00089881i,-1.9906e-05-0.0001171i,0.00050746+0.00014941i,0.00046151+0.00091421i,1.5802e-05+0.0011835i,-0.00062831-6.8091e-05i
0.0006307-0.0018333i,0.00052496-0.0026184i,0.00022803-0.0028205i,0.00033368-0.0011287i,-0.00041532-5.2415e-05i,-0.00067021-0.00042087i,0.00040674+0.00021123i,0.0015252+0.00091246i,0.00145+0.00035964i,0.00066584-7.3373e-05i,1.1675e-05-3.9963e-06i,-0.00063609-0.00013747i,-0.00039211-0.0001232i,0.00033079-0.00018258i,0.0010926-3.7798e-05i,0.0010486-0.00047405i,-0.00053664-0.00045647i,-0.0013397+0.00028167i,-0.00086161-0.00011115i,0.00033206-0.001167i,0.00047414-0.0012388i,0.00026487-0.00025438i,0.00030272+0.00050508i
0.0016199-0.00019326i,0.0012837-0.0015261i,0.0011085-0.0018541i,0.00056715-0.0009803i,-0.00043194-0.00070009i,-0.00074089-0.00027067i,-0.00035953+1.3448e-05i,-0.00045877-0.00015203i,-0.00058665-0.00098388i,-0.00078252-0.0013314i,-0.00036291-0.0011213i,-0.00012445-0.0011185i,-0.00062837-0.0010844i,-0.00056295-0.00061043i,-0.00046652-0.00028899i,-0.00072879+0.0006118i,-0.0011807+0.0011036i,-0.00073784+0.00031285i,-1.9903e-06+0.00029417i,0.00078877+0.00055702i,0.00041561+0.00055636i,9.7559e-05+0.00055778i,0.00024973+0.00048165i
0.0027942+0.00045719i,0.0014352+0.00019563i,0.0010958-0.00048753i,0.0008096-0.00090542i,-3.7944e-06-0.002048i,-0.00092024-0.0025092i,-0.00069179-0.0013997i,0.0001381+0.00032191i,0.00093187+0.00056972i,0.00098449-0.00032668i,-0.00010737-0.00046403i,-0.0016529-0.00037993i,-0.0021098-0.00045054i,-0.0016903-0.0001675i,-0.00084942-0.00038513i,-0.00079278-0.00072531i,-0.0010376-0.00039452i,-0.0009063+2.0305e-05i,-0.00054046-0.00037237i,0.00036585-0.00037943i,0.0012194-0.000175i,0.0005822+0.00019798i,0.0003149+0.00018589i
0.0017631-0.0015815i,0.00094859-0.0035725i,-0.00033315-0.0041184i,-0.00041125-0.0034634i,-0.0005501-0.0019075i,-0.0011219-0.0011427i,-0.0011375-0.0009682i,-0.00041046-0.0012674i,0.00051326-0.0011716i,0.00010404-0.00046394i,-0.00067513-0.00053302i,-0.00068498-0.00044387i,-0.00040496+0.00040845i,-0.00095771+0.00096265i,-0.00077463+0.00065785i,-0.00015468+1.3356e-05i,-0.00047181-9.2164e-06i,-0.00049888+0.00069902i,-0.00018192+0.0003904i,-0.00019124+0.00010492i,0.00072493+0.0007523i,0.001614+0.00039695i,0.001375-0.00063273i
0.011359+0.00076583i,0.011921-0.0046912i,0.010051-0.011059i,0.0041212-0.010395i,-0.0022382-0.0079105i,-0.005402-0.0026704i,-0.0035689+0.0011946i,-0.001025+0.00095402i,0.00057509+0.0002695i,-0.00025553-0.0010352i,-0.0027653-0.0012919i,-0.0038049-0.00044837i,-0.0038386+0.00057339i,-0.0046467+0.0020721i,-0.0049174+0.0031913i,-0.0042139+0.0017024i,-0.0024513-0.00052758i,-0.0010163-0.00065027i,0.00036026+0.00058392i,0.0013211+0.0011518i,0.0016075+0.00054947i,0.0011388-0.0006861i,-0.00050313-0.0014215i
0.00055884-0.001214i,0.00077382-0.0019499i,9.762e-05-0.00062686i,0.00029991+0.0010923i,0.0018573+0.0023701i,0.0020514+0.0022092i,0.00076062+0.00024019i,0.00050121-0.00060022i,0.00012123-0.00023729i,0.00031347+0.00032101i,0.00094066+0.00097793i,0.00099779+0.00032959i,0.0010677+9.8562e-06i,0.0016192+1.9349e-05i,0.0013686-0.00052699i,0.00019584-0.00049917i,-0.00067409-0.00021813i,-0.00042875+0.00021778i,0.00048626+7.96e-06i,0.0003611-0.00041357i,-8.473e-05-0.00034348i,-0.00019139-0.00012819i,0.00065104+0.00052176i
-0.0031718-0.00037723i,-0.0040721+0.00036375i,-0.0040284+0.0023646i,-0.0027808+0.0023731i,-0.0010954+0.00078705i,0.00072383+0.00047119i,0.00075376+0.0011417i,0.00023269+0.00012742i,-2.1664e-05-0.00065388i,7.0855e-05-0.00027434i,0.0012808-0.00032157i,0.001387-0.00016979i,0.00052732-0.00056862i,0.00054031-0.00090033i,0.00011851-0.00078025i,-0.00056242-0.00094957i,-0.00062873-0.0010874i,-0.00050879-0.00097911i,-0.00049063-0.00034599i,-0.00018697-7.9911e-05i,0.00054479-0.00050597i,0.0010077+1.9834e-05i,0.0012288+0.0010922i
0.00011778-0.0026602i,-0.0016972-0.0044642i,-0.0027134-0.0046554i,-0.0016643-0.0036584i,-0.00076453-0.002392i,-0.0012979-0.0011101i,-0.00050296+0.00038116i,0.00080012+0.00044329i,0.00087102-0.00083578i,0.00060438-0.0011677i,-2.6341e-05-0.00060454i,-0.00078866-0.00021812i,-0.0010991-0.00016555i,-0.0005758-0.00036339i,0.00042742-0.00058106i,9.7908e-05-0.00066972i,-0.00035202-0.00050644i,-0.00053898-0.00020448i,-0.0010594-0.00064709i,-0.00017164-0.0006444i,0.00064432-0.00041593i,0.00032391-0.00045502i,-3.8879e-05+0.0001807i
0.0018998-0.0036168i,0.00065902-0.0042868i,-0.0011492-0.0037861i,-0.00046758-0.0024099i,0.00033831-0.0015881i,-1.4895e-05-0.00088192i,9.9402e-05+0.0001444i,0.0008292+0.00040736i,0.00073349-0.00019491i,-0.00028421-0.00032473i,-0.0006884+0.00011459i,0.00016407-0.00018755i,0.00061746-0.00078802i,0.0010947-0.0005561i,0.0011549-0.00071673i,0.00035479-0.0015269i,-0.00019855-0.0014072i,0.00032227-0.00096211i,0.00062217-0.0002437i,0.000412+0.00072899i,0.00036136+0.00067241i,9.821e-05+0.000416i,-0.00021547-0.00046647i
0.00084898-0.00032657i,0.00075105-0.0011562i,0.0010757-0.00052051i,0.0007587-2.9317e-06i,4.7773e-05-0.00053103i,-0.00019148-0.00018693i,4.4125e-05+0.0012453i,0.00033017+0.0011553i,0.00088465+0.000213i,0.00082575+0.00011321i,2.6724e-06-0.00024394i,-0.00064783-0.00017811i,-0.00041483-0.00039883i,-0.0004177-0.00081143i,-0.0011266-0.0013891i,-0.00043085-0.0012482i,0.0001679-0.00036854i,-0.00054511-0.00023943i,-0.00039031+0.00082495i,0.0001146+0.0015713i,0.00054284+0.00077133i,0.0001657+1.8115e-05i,-0.00026874-0.00035229i
0.0015756-0.0023838i,0.00026393-0.0042563i,-0.00050125-0.0036213i,0.00035733-0.0020322i,0.00098759-0.0017473i,0.00033161-0.001844i,4.641e-05-0.0004872i,0.0006415-3.4875e-05i,0.00053338-0.00051987i,-0.00019099-0.00051439i,-0.00024206-0.00012672i,-0.00019609+0.00030683i,0.00019666+0.00011887i,0.0007791-0.00012957i,0.00021279+0.00010528i,-0.00020468-0.00055308i,-0.00026229-0.0017496i,-0.00011513-0.0015589i,0.000189-0.00068278i,-5.2448e-05-0.00024578i,-0.00046658-0.00070627i,-0.00025744-0.00041385i,0.00013024-0.00043993i
0.0050386-0.0032699i,0.0038091-0.0045822i,0.0014467-0.0038941i,-0.001256-0.0020849i,-0.0022421-0.00077197i,-0.0013431+0.00010847i,-0.00024021+0.0013701i,0.00057649+0.0012157i,0.00050361+0.00029222i,-0.00013662+0.00031848i,-9.7786e-06+0.00017643i,0.00032475+8.2051e-05i,0.00026508+0.00011168i,-0.0005755+0.00046229i,-0.0012336+0.00077163i,-0.00036293-0.00073084i,6.6749e-05-0.0015457i,-9.5075e-05-0.00067905i,-0.00038142-2.4912e-05i,-0.00026278-0.00014636i,-5.4702e-05+0.00024489i,0.00043895+0.00094563i,9.1066e-05+0.00057737i
0.0020027-0.0011499i,0.00261-0.0032831i,0.0016544-0.0033795i,0.0011747-0.0024025i,0.0011446-0.0010198i,0.00063479-0.00038198i,-1.1749e-05-0.00063287i,0.00012891-0.0015402i,0.0004726-0.0015384i,-2.288e-05-0.00021686i,-0.00049301+0.00015539i,-0.00028007-0.00034367i,-0.00011832-0.00010998i,-0.00020477-0.00011878i,0.00013011-0.00092371i,0.00040108-0.00078576i,0.00048106-0.0001531i,-0.00023843+0.0003038i,-0.0011501+0.00073244i,-0.00091456+0.00078365i,-0.00010264+0.00090321i,4.8635e-05+0.0012417i,0.00016379+4.8667e-05i
0.0022018-0.0022575i,0.0020109-0.0033473i,0.0011984-0.0031247i,0.00041091-0.00213i,-0.00015139-0.0015608i,-0.00035613-5.5997e-05i,2.1835e-05+0.00099348i,0.0011933+0.00019481i,0.0021137-0.00068916i,0.0017603-0.0010779i,0.00099033-0.00069526i,0.0013559-0.00047098i,0.0013745-0.00035179i,0.00057251+0.00027139i,-0.00018835-8.3877e-05i,-0.00044907-0.00052353i,-0.00079862-8.6455e-05i,-0.00068843+5.0483e-05i,0.00010598+0.00042892i,0.00030942+0.0005089i,-0.00010442+0.00031206i,0.00020747-0.00011245i,0.00060499-0.00026315i
0.0011428-0.0021956i,0.0002271-0.002948i,-0.0010131-0.0029123i,-0.0014957-0.0013621i,-0.00054367-0.0002351i,-0.00028893+9.4344e-05i,0.0001252+0.00042814i,0.00086151-0.00010833i,0.00072972-0.00026368i,-0.0003535+8.3089e-05i,-0.00066789+0.00018536i,1.8154e-06-0.00011672i,0.00058835-0.00079781i,0.0014202-0.00094489i,0.0010971-0.00076863i,-7.2208e-05-0.00031788i,-0.00059144-9.5924e-05i,0.0001097-0.00010369i,0.00035692+0.00087523i,-0.00027774+0.0012537i,-0.0005785+0.00074165i,0.00053233+0.00035451i,0.0016891+0.00018819i
0.0011766+0.0016534i,0.0025322+0.0010913i,0.0011692+0.0010825i,2.9337e-05+0.00043655i,0.00044543-0.00026686i,0.00061174-0.00065988i,2.2662e-05+0.00016812i,-0.00020154+0.00099776i,0.00032009+0.00050061i,0.00029928-0.00023305i,0.00020518-0.00041297i,0.00063189-0.0007576i,0.00088902-0.00052399i,0.00019103-0.00029711i,7.9139e-05-0.00095758i,0.00028852-0.0010341i,-0.00020211-0.00071732i,-0.00045498-0.00053621i,-0.00061558-0.00070121i,-0.0010995-0.00010524i,-0.0013953+0.00040577i,-0.00071188+0.00020713i,-0.00040399+0.00031347i
-0.00042122-0.00079917i,-0.00066635+0.00026171i,-0.00086975+0.00014259i,-0.00072213-0.0004733i,-0.00034377-0.00056497i,0.00107-0.00040603i,0.0014918-9.6048e-06i,0.00017886-0.00010483i,-0.00019775-0.00078169i,-0.00026305-6.9945e-05i,-0.00050872+0.00041389i,-0.00033839+0.00039777i,-0.00016593+0.00037343i,0.00040306+3.7779e-05i,0.00090993-0.00013241i,-3.115e-06-8.9284e-05i,-0.00055637-5.8658e-05i,0.00021103+0.00027931i,0.00024574+6.2556e-05i,-0.00016171-0.00081171i,3.0776e-05-0.00019624i,-0.00069756+0.0015036i,-0.0011161+0.0016119i
0.0017781-0.001541i,-0.00086203-0.0026371i,-0.0019345-0.001849i,-0.0013126-0.00083084i,-0.0010392-3.9899e-05i,-0.00085174+0.00065961i,0.00045076+0.0010584i,0.00073119+0.00097094i,0.000727+0.0003357i,0.0012946-0.00011658i,0.00054197-0.00013698i,-0.00047269+0.00032238i,-0.00064103+0.00013807i,-0.00051091+0.00036399i,-0.00035884+0.00051006i,-0.00039157+0.00023174i,-0.00054106+0.00030707i,-0.00092656+5.4714e-05i,-0.00023855-0.00042617i,0.00030379-0.0004666i,1.3832e-05-0.00023805i,-9.3269e-05-0.0001414i,-0.00019827-6.4925e-05i
0.0033985-0.0030687i,0.0014657-0.0040265i,-0.00081584-0.0046701i,-0.001574-0.0039494i,-0.0015917-0.0017701i,-0.0020367+0.00094106i,-0.00071621+0.0017562i,0.00062778+0.00047404i,0.00010343-0.0010719i,-0.00028263-0.0009927i,-0.00035866-0.00026652i,-0.00021831+0.00031694i,-0.00020405-0.0007218i,-0.00062702-0.001279i,-0.00071944-0.00079378i,-0.00065033-0.00043538i,-0.0010378+0.00016113i,-0.0012386+0.00035416i,-0.0006067-1.9343e-05i,0.00029169+0.00017327i,0.00047556+0.00059667i,0.00031849+0.00035457i,0.00040166+0.00067873i
-7.17e-05-0.0016362i,0.00014597-0.0013775i,-0.00017484-0.00028505i,0.00051674+0.00086902i,0.0020309+0.00077593i,0.0017043-9.7833e-05i,0.00076619-0.00080306i,0.0013913-0.0010978i,0.0014077-0.00082206i,0.00031568-0.00064055i,0.00011248-0.00062158i,0.00048343+0.00012958i,0.00070563-0.0004862i,0.0010371-0.001532i,0.0012789-0.0015498i,0.0005117-0.0015331i,0.00022752-0.0015879i,0.00056515-0.00081143i,0.00016998-5.9444e-05i,-0.00063269+0.00013026i,-0.00062945+0.00045362i,-0.00027278+0.00085826i,-0.00037663+0.00078861i
0.0014622-0.00094446i,0.00054297-0.0028169i,-0.00043909-0.0039844i,-0.0012145-0.0031097i,-0.0014256-0.0024501i,-0.0014064-0.0014426i,-0.0012092-0.00041955i,0.00044595+0.00013793i,0.0011015-0.00031105i,0.00033901-0.00047184i,0.00010933+0.0002663i,0.00036506+0.00043994i,0.0008533-0.00030004i,0.0011494-0.0012302i,0.0010165-0.00060721i,3.0122e-05+9.2142e-05i,-0.0007491-9.436e-05i,0.00029312-0.00089284i,0.00010685-0.0010656i,-0.00037221-0.00049359i,-3.0972e-05+0.00045688i,6.2765e-05+0.001038i,0.00038859+0.00050262i
0.0028874-0.0033101i,0.0025534-0.004754i,0.0005344-0.0040601i,-0.00025614-0.002517i,0.00020936-0.0015103i,0.0018987-0.00104i,0.0020548-0.00081826i,0.00089227-0.00042261i,0.0011501+1.3686e-05i,0.00077019-0.00016526i,-0.00060571+0.00045945i,0.00013379+0.00090753i,0.0010119-8.3803e-05i,0.00098152-0.00093669i,0.00068185-0.0010548i,0.00024916-0.00064793i,0.00011729-0.0001662i,2.2467e-05-0.00033135i,-0.00034632-0.00077299i,-0.00053448-0.00048529i,-0.00015103+0.00015771i,0.00022396+9.4345e-05i,-5.8512e-05-0.00059118i
0.0018266-0.00051861i,0.0026926-0.0013167i,0.0014323-0.00085934i,0.00054465-0.00028066i,1.642e-05+0.0002627i,-0.0013123+0.00059912i,-0.0010301+0.00079218i,0.00086536+0.0008866i,0.001348+0.00078573i,0.00029384+0.00034127i,-0.00034486-7.15e-05i,0.00025953-0.00013758i,0.00037313+1.0962e-05i,-2.364e-05+0.00040114i,-0.00054576+5.7248e-05i,-0.00084266-0.0011901i,-0.00041429-0.0011847i,0.00021499-0.00017006i,0.00039419+0.00044187i,0.00027717+0.00019283i,-0.00031482-0.00060601i,-0.00047874-0.00064603i,-0.0001078+0.00011685i
-0.00012449+0.0010369i,0.0005027+0.00050279i,6.6789e-05+0.00094039i,0.00051296+0.00084451i,0.00091517-0.00062169i,0.00073909-0.0009712i,0.00076258+1.7141e-05i,-0.00011974-0.00048803i,-0.00042536-0.001175i,-1.7166e-05-0.00019586i,-6.2377e-05+0.00058352i,-0.0002014-0.00026375i,-0.00026458-0.0010845i,-0.00094111-0.0012192i,-0.00085647-0.0013831i,-0.00021383-0.00067925i,1.983e-05-2.3701e-05i,-0.00046031+0.00010174i,-0.00089744+0.00021683i,-0.00048933+0.00059819i,0.00016289+0.0013036i,0.00038386+0.0010458i,3.6168e-06+0.0007075i
0.0020296-0.0014337i,0.00089995-0.0017614i,-0.0016138-0.0010916i,-0.0011993+0.00063216i,-0.0006693+0.00083266i,-0.00079929+0.00049641i,-0.00038859+0.00066965i,0.00048241-0.00055706i,0.00080511-0.0012147i,2.8451e-05-0.00082195i,0.00016729-4.7172e-05i,0.00012294+0.00046227i,-0.00064242-3.8908e-05i,-0.00050186+0.00032476i,0.0004265+0.00097031i,0.00094101+0.00069565i,0.00070349+0.0011182i,4.9415e-05+0.00097881i,8.2959e-06-0.00026406i,-0.00031835-0.00076266i,-0.00071885-0.00047916i,-0.00070456+4.5728e-05i,-0.0011001+0.00049518i
0.0010686-0.0016511i,-0.00011044-0.0028603i,-0.0019916-0.0034908i,-0.0025072-0.0017356i,-0.0017092+0.00051321i,-0.0010166+0.0010428i,-0.00064448+0.0011351i,0.00064861+1.4759e-05i,0.0012664-0.00041275i,0.00025549-0.00049272i,-0.0002518-0.0010077i,2.4451e-05-0.00021328i,0.00037885-5.9457e-05i,0.00099139-0.0001385i,0.0013505+0.00073983i,0.00064489+0.00063235i,-0.00054336+0.00022596i,-0.001144-0.00062519i,-0.00055959-0.00093933i,0.00032877+0.00012144i,0.00055579+0.00065185i,0.00027288+0.00059069i,0.00017613+0.00065828i
