-0.0029108+0.0011778i,-0.0014864-0.00073701i,-0.0013848-0.0011824i,-0.00013751-0.00050557i,0.00081884+0.00033243i,-8.4356e-05+0.0012057i,-0.00063591+0.0014093i,-0.000167+0.0017037i,0.00056418+0.0016129i,0.00062539+0.0010293i,0.00065215+0.0007048i,0.00095952-0.00015253i,0.0004332-0.00012763i,-7.0077e-05+0.00036648i,6.6235e-05-5.8349e-05i,-0.00020403-0.00011537i,-0.00011154+0.00010897i,3.9094e-05-0.00033976i,-0.00049204-0.00078044i,-0.00058304-0.00070587i,5.541e-05-0.00023758i,0.00034436+0.00017098i,0.00010823-0.00062607i
0.0061991-0.0052112i,0.005896-0.00083564i,0.0049339+0.0015936i,0.0050816+0.0027748i,0.0032175+0.0016659i,8.1044e-05+0.00071175i,-0.0014278+0.0017905i,-0.0013293+0.0029274i,-0.00099633+0.0021962i,-0.00029784+0.0015235i,-0.00010784+0.0013946i,-0.00065873+0.00076646i,-0.00092368+0.00090929i,-0.00066795+0.00087297i,-0.00065225-0.00032303i,-0.00018935-0.00021263i,-0.00022088+0.00046004i,-0.00046767+0.00046429i,-0.00039688+0.001013i,-0.0010627+0.0010637i,-0.00066313+0.00061354i,2.5724e-05-0.00011311i,-0.00016949-0.00021166i
0.004731-0.0007164i,0.0078948-6.2614e-05i,0.0078385+0.0015091i,0.0065572+0.0018895i,0.0049425+0.0011193i,0.0030521+0.00059119i,0.0011864+0.001179i,0.00096327+0.001348i,0.00061397+0.00090838i,-0.00014807+0.00044228i,0.00015763+0.00026805i,-9.4782e-05+0.0010912i,-0.00045973+0.0012197i,-0.00010215+0.00049932i,0.00031946+0.00061507i,-0.00015469+0.0015273i,-0.00038807+0.0015824i,-0.00020217+0.0009837i,-0.00035028+0.0010001i,0.00013993+0.00056894i,0.00061786+0.0004212i,0.00065525+0.00026955i,0.00060749-0.00024279i
-0.0012788-0.0086595i,0.0025531-0.0087671i,0.0029674-0.0050272i,0.0032729-0.0022881i,0.0034806-0.00036784i,0.0023083+0.0006252i,0.0011921+0.00045615i,0.0019282-0.00023684i,0.0020735+0.00024419i,0.0010641+0.0021835i,-0.00026091+0.0023461i,-0.00067834+0.0014101i,0.00033629+0.00090145i,0.00053681+0.0011235i,-0.00022139+0.00071085i,-0.00049309-5.4434e-06i,-0.00020713+0.00047271i,0.00011112+0.00075058i,-0.00010963+0.00033655i,-0.00026309+0.0001347i,0.00021373+8.6644e-05i,0.00042127+0.000126i,0.00041471-3.84e-05i
-0.0048489-0.0050671i,-0.0040296-0.0067455i,-0.0019211-0.0056652i,0.00068799-0.0025528i,0.002562-0.00075649i,0.0030025-0.00087438i,0.0024844-0.0021395i,0.001856-0.0024139i,0.001459-0.0019361i,0.00073395-0.0005915i,0.00038881+0.0012444i,0.00055087+0.0020066i,0.0010697+0.00086863i,0.0014685-0.00069489i,0.00075889-0.00038215i,7.4881e-05+0.00040387i,-8.2307e-05+0.00031741i,-3.8913e-05+0.00015326i,0.00045543+0.00075496i,0.00098237+0.0010051i,0.00069207+5.477e-07i,0.00048302-0.00036235i,4.1293e-05-9.3271e-06i
-0.0079278+0.0012366i,-0.0081382-0.0025617i,-0.0052809-0.0021687i,-0.0013839-0.00069471i,0.00097532-0.0012568i,0.0020888-0.0023288i,0.0017358-0.0027165i,0.00048121-0.002563i,8.3771e-05-0.0020223i,0.00013798-0.0012239i,0.00044114-0.00045788i,0.00090002+0.00010169i,0.0011739-8.6264e-05i,0.0010347-0.00044205i,0.0011116+0.00071932i,0.00069882+0.0015302i,0.00098211+0.00036412i,0.0017655-0.0005585i,0.0017601-6.896e-05i,0.00085614-0.0005237i,0.00031278-0.0010719i,0.00031243-0.00075425i,0.00068943-0.00062818i
-0.0025278+0.0073939i,-0.0048207+0.0043685i,-0.0041388+0.0036944i,-0.0024294+0.0028573i,0.000319+0.00014519i,0.001413-0.0029876i,0.00040891-0.0039555i,-0.00093316-0.0022118i,-0.0020076-0.0016751i,-0.0016386-0.0010793i,-0.00022786+8.2712e-06i,0.00036445-0.00012732i,9.139e-05-0.0002557i,-0.00055929-0.00017539i,-0.00037586-0.00021747i,0.00019434-0.00040614i,0.00034502-0.00033199i,6.0759e-05-0.00024306i,0.00053687-0.00052397i,0.0010768-0.0006278i,0.00062447-0.00069323i,-0.0001271-0.00083145i,-0.00014232-0.00038315i
-0.0016122+0.0090188i,-0.0026705+0.0093265i,-0.0022854+0.0082892i,-9.1266e-05+0.006258i,0.0015116+0.003116i,0.0013839-0.00047009i,6.9797e-05-0.0020465i,-0.0016579-0.0018745i,-0.002094-0.0014336i,-0.00089345-0.00059774i,0.00033145-0.00038612i,5.6571e-05-0.00075833i,-0.00053662-0.00053106i,-0.00031245+0.00015322i,-9.4048e-05+0.00057666i,-0.00012885+0.00050489i,0.00033099+0.00063503i,0.00045772+0.00019676i,0.00029064+0.00011465i,0.00062309+0.00074327i,0.00037352+0.00022901i,0.00011938-0.00096303i,5.1981e-05-0.001097i
0.01289-0.0011409i,0.0085876+0.001381i,0.0053239+0.0029703i,0.0035357+0.0036858i,0.0022227+0.0016312i,-0.0006669-0.0012168i,-0.0026978-0.00091374i,-0.0025046-0.00072198i,-0.0023444-0.0006452i,-0.0022276+7.1592e-05i,-0.0016027+0.00017711i,-0.0012299+0.00027089i,-0.0012598+0.00032792i,-0.00093858+0.00014209i,-0.00044806+7.489e-05i,-0.00017294-0.00024043i,0.0005203-0.0005127i,0.00018397-8.9754e-05i,-0.00075864+0.0003496i,-0.00035095+0.0002222i,-0.00035509-0.00024104i,-0.00048928-0.00055971i,2.1337e-05-0.00038983i
0.0095327-0.0038817i,0.0073789-0.00144i,0.0058541-5.7815e-05i,0.0047554+0.0012153i,0.0028686+0.00028936i,0.00046231-0.00058345i,-0.0011808+0.00024887i,-0.0016088+0.00094298i,-0.0022832+0.0014516i,-0.001927+0.0015475i,-0.00087315+0.001286i,-7.9432e-05+0.001043i,-0.00019101+0.0010692i,-0.00029955+0.00094287i,-4.7507e-05+0.00079335i,-8.4105e-05+0.00044362i,-8.272e-05+7.4953e-08i,-3.1914e-05+0.00050906i,0.0006418+0.00073355i,0.00023513+0.0006547i,-0.00083101+0.00048642i,-0.0010609-8.9947e-05i,-0.00089535-0.00013058i
0.0018991-0.015385i,0.0019299-0.010954i,0.0026927-0.0059803i,0.0036906-0.0012029i,0.0028144+0.0015292i,0.00075806+0.0016777i,-3.1959e-05+0.0012446i,-0.00021976+0.0013506i,-0.00063276+0.0017638i,-0.0018405+0.0017401i,-0.001686+0.0020323i,0.00058692+0.002019i,0.0014491+0.0010793i,0.00052065+0.00040457i,-0.00011109+3.0549e-05i,0.00057807+0.00028252i,0.00091637+0.00080584i,0.00023872+0.001024i,-0.00031532+0.0012761i,-0.00082561+0.00054914i,-0.00044643-0.00055785i,0.00019433-0.00060054i,-0.00010676-0.00053915i
0.00021347-0.010535i,0.0010544-0.010464i,0.0016044-0.0082544i,0.0037819-0.0053228i,0.0047601-0.003091i,0.0031421-0.0017758i,0.0012649-0.00030033i,0.0014672+0.00041685i,0.0010146+0.00030696i,-0.00033484+0.00032099i,-0.00067381+0.00067146i,-0.0002831+0.0014536i,-0.00085613+0.0012442i,-0.00085923+0.0006919i,0.00015827+0.00070294i,0.00076805+0.00060676i,0.0009318+0.00043673i,0.0007406-0.00015012i,0.00036747+1.4423e-05i,2.855e-05+0.00071139i,0.00047277+0.00096578i,0.00059119+0.00099782i,-2.1041e-05+0.00046395i
-0.010102-0.0026146i,-0.0058111-0.0048857i,-0.0026195-0.0045238i,0.001304-0.0028326i,0.0038233-0.0016561i,0.0031639-0.0010123i,0.0011073-5.6083e-05i,-0.0001949+0.00044501i,-0.00046171+4.9533e-05i,-0.00045493+0.00012408i,0.00084512+0.00043012i,0.0013437-4.3805e-05i,0.00051741-1.9988e-05i,2.2648e-05+0.00044364i,0.00028541+0.00092311i,0.00077876+0.0012282i,0.00041855+0.0012939i,3.3157e-05+0.00057286i,-1.328e-05-0.00087658i,-0.00019521-0.0010059i,0.00032675-0.00045688i,0.0012149+8.6469e-05i,0.0018071+0.00073707i
-0.0065847+0.0055953i,-0.0046166+0.0026338i,-0.0025491+0.0020788i,4.5634e-07+0.0011639i,0.0023541-0.00062328i,0.0022804-0.0020026i,0.0014688-0.0017043i,0.00077482-0.0014354i,0.00047206-0.0014326i,0.00074742-0.00076109i,0.00060744-0.00033026i,0.00055591-0.00060782i,0.00069773-0.0016704i,9.8689e-05-0.0013253i,0.00010165-0.00026611i,0.00071404+0.00022184i,0.00055839+0.00039756i,0.00011165+5.8848e-05i,-0.00051451-0.00061479i,-0.00010288-0.0011184i,0.00038724-0.0012707i,0.00033484-0.0012651i,0.00091482-0.0011231i
-0.0041036+0.010565i,-0.0025981+0.0068321i,-0.0012603+0.0063225i,0.00090894+0.0045429i,0.0041859+0.0011024i,0.0039629-0.0021793i,0.0012792-0.0025649i,-0.0003863-0.0020172i,-0.0012091-0.0014903i,-0.0015567-0.00043321i,-0.00022972+0.00019429i,0.00050979-0.00045487i,0.00018055-0.00090892i,-0.00047951-6.0993e-05i,-0.00055853+0.00089042i,-0.00015959+0.00095852i,0.00041561+6.9584e-05i,0.00029092-0.00047516i,-0.00069861-0.00050926i,-0.00058185-0.0012181i,0.000469-0.0015085i,-1.218e-05-0.00088257i,-0.00055324-0.00035236i
0.0050059+0.012782i,0.0043932+0.0080634i,0.0041208+0.0055693i,0.0034533+0.0037258i,0.0034724-0.00035274i,0.0020817-0.0032079i,-0.00030847-0.0029837i,-0.0016113-0.001565i,-0.0019534-0.00068147i,-0.0008387-1.2991e-05i,-1.9577e-05-6.9055e-05i,-0.0003215-0.0011789i,-0.0004305-0.0018192i,-0.00036234-0.0016433i,-0.00035577-0.0012621i,-0.00045144-0.00058298i,-0.00092604-0.00031869i,-0.0011055-0.00055137i,-0.0010544-0.00033051i,-0.0010212+0.00035076i,-0.00076613+0.0005668i,-0.0005273+0.00017271i,-0.00094439-0.00039797i
0.01459+0.0015356i,0.0086114-0.0012237i,0.0056036-0.0013508i,0.0030569+0.00070212i,0.00094279+0.00022091i,-0.0013005-0.001621i,-0.0025177-0.0014465i,-0.0019405+7.7123e-05i,-0.0016566+9.9606e-05i,-0.0016148-0.00048758i,-0.001079+0.00055625i,-0.0015883+0.0008618i,-0.0018759+0.00015259i,-0.00097789+3.0211e-05i,-0.0003688-0.0001805i,-0.00072155-8.9515e-06i,-0.00089697+0.00060995i,-0.00076577+0.0012282i,-0.00065996+0.00041834i,-0.00088623-0.00065754i,-0.00089661-0.00053757i,-0.00063475-0.00055107i,-0.00069957-0.00091146i
0.012401-0.0061936i,0.0055641-0.0058979i,0.0028-0.0053417i,0.0024989-0.0013682i,0.0018075+0.00012753i,-0.0005236-0.00046115i,-0.0024194+0.00010792i,-0.0023357+0.00097697i,-0.0024429+0.0013005i,-0.0024919+0.00037654i,-0.002487+0.00029259i,-0.0016011+0.0010693i,1.8765e-05+0.0010492i,6.0394e-05+0.00019711i,-0.00042902+9.2409e-05i,-0.0010262+0.00072872i,-0.0014058+0.00082921i,-0.00089628+0.00099434i,0.00040469+0.0013971i,0.0008712+0.0013213i,0.00032966+0.0011107i,-0.00043001+0.0010194i,-0.00078292+0.00083133i
0.0065387-0.0070914i,0.0018428-0.0033339i,0.00060086-0.002i,0.0028345-1.7314e-05i,0.0028862+0.00025427i,0.00096681-0.00064369i,-0.0015394-0.00044268i,-0.0021711+0.00080376i,-0.001612+0.0013012i,-0.0007594+0.00084871i,-0.00027005+0.00088312i,-0.00069263+0.00097538i,-0.00039163+0.00037463i,0.00011642+0.00038226i,-5.267e-05+0.00086174i,-0.00065347+0.0012187i,-0.00066206+0.0011326i,-1.4528e-06+0.00089368i,0.00056167-0.00018142i,0.00088033-0.0010419i,0.00034393-0.00043532i,-0.00069796+0.00051508i,-0.00032043+0.00040015i
-0.0032421-0.015368i,-0.0035207-0.0072564i,-0.0030128-0.0010051i,0.0010064+0.0021287i,0.0028565+0.0030901i,0.0017318+0.0028515i,0.00074552+0.0025039i,0.0011724+0.0020222i,0.0015422+0.001232i,0.00093074+0.00095048i,0.00047943+0.0017991i,0.00079971+0.0019073i,0.0012669+0.0013144i,0.0009013+0.00095163i,0.00047393+0.0010737i,-0.00010654+0.001524i,-0.00042898+0.0011927i,0.00031814+0.00025121i,0.00069298+0.00052178i,0.00011686+0.00090182i,-0.00013722+0.00031557i,-0.00045802-3.3051e-05i,-0.00077181+0.00013094i
-0.011502-0.00636i,-0.0038034+0.00027706i,-0.0016761+0.0048661i,0.00060295+0.0052174i,0.0032846+0.0044682i,0.0029423+0.0025574i,0.0018115+0.0014705i,0.0019016+0.00054638i,0.0019571-0.0002732i,0.0013859+0.0010458i,0.00071165+0.0018448i,0.00051227+0.00081294i,0.00053627-0.00062582i,-0.00013365-0.00094373i,-0.00082203-0.0002397i,-0.00019502+0.00045562i,0.00037848+0.00042935i,-1.5439e-05+9.7603e-05i,0.00026672-5.7764e-05i,0.0004605+0.00011i,0.0004214+0.00061322i,0.000267+0.00078221i,3.8443e-05+0.00066338i
-0.011236+0.0015341i,-0.00067033+0.00065475i,0.0036856+0.0028086i,0.0048047+0.0028282i,0.0058794+0.0014916i,0.0042713+7.0293e-05i,0.0025653+0.0001235i,0.0019234-0.00023078i,0.0015394-0.0017433i,0.0016771-0.0012989i,0.0015861+0.00042756i,0.00045726+0.00074236i,-0.00041567-0.00023791i,-0.00065062-0.0010235i,-0.00091624-0.00088888i,-0.00035691+2.4495e-05i,0.0010225+0.00035736i,0.00062421-0.00031579i,-0.00057436-0.00093509i,0.00039043-0.00098007i,0.001139-0.00016893i,0.0013936+0.00016523i,0.0017519-0.00020611i
-0.0071032+0.0092478i,0.001954+0.00065299i,0.0061387+0.00035856i,0.0047985+0.00040377i,0.0049737-0.0019879i,0.0041413-0.0030893i,0.0022769-0.0026303i,0.00070404-0.001942i,-1.9811e-05-0.0018811i,0.00070453-0.0014682i,0.00093619-0.00023532i,0.00094873+0.00026606i,0.0012946+0.00013129i,0.0006865-0.00014085i,-0.00056436-0.0011511i,-0.00037631-0.0011805i,7.2932e-05-0.00052269i,-0.00066753-0.0003238i,-0.00059275+0.00012711i,0.0001396+0.00053609i,0.0011026-7.9657e-05i,0.0010456-0.00059626i,-0.00041722-0.00056719i
0.0013776+0.010824i,-8.5942e-05-0.00062574i,0.0019842-0.0050302i,0.0029113-0.0030325i,0.0023307-0.0023934i,0.001212-0.0034771i,-0.00018347-0.0033413i,-0.00074825-0.0028828i,-0.0012586-0.0029494i,-0.0019506-0.0025757i,-0.00083164-0.0021226i,0.00041287-0.00073516i,-0.00074645+0.00034408i,-0.0010841+0.00019678i,-0.00040873+5.1035e-05i,-0.00037276+0.00044771i,-0.0009683+0.00055908i,-0.00031391+0.00043152i,0.00038196+0.00045553i,0.00013589+0.00018493i,-6.6501e-05-0.00056084i,7.3223e-05-0.00079792i,-1.679e-05-0.0012483i
0.0058084+0.008756i,-0.0031776-0.00076186i,-0.0041411-0.0054281i,-0.0010287-0.0023922i,0.0009998-0.0016055i,0.0011214-0.0043043i,0.00010613-0.0040483i,-0.0015153-0.0029442i,-0.0032325-0.0023087i,-0.0034791-0.0008615i,-0.0016371-0.00035363i,0.00053445-0.0003798i,0.0011092-0.00022377i,0.0010303+0.00012942i,0.00087419+0.00081959i,0.00053871+0.00072149i,0.00032083+0.00020844i,0.00033635+0.00088265i,0.0010835+0.0016666i,0.00093904+0.00078983i,-3.7987e-06-0.00053371i,4.482e-05-0.00075635i,0.00056655-0.00094476i
0.017779+0.00021858i,-1.5775e-05-0.00073358i,-0.0073812-0.0046734i,-0.0042839-0.0033952i,-0.0012728-0.0022746i,-0.0016522-0.0029758i,-0.0026629-0.0020097i,-0.0029344-0.001119i,-0.0033303-0.0013087i,-0.0029531-0.00057204i,-0.0017751+0.00043112i,-0.0014076+0.00023154i,-0.00073854+0.00073003i,-0.00049714+0.0014481i,0.00025842+0.001768i,0.00084494+0.0014144i,0.00024321+0.00082555i,0.00056587+0.00066217i,0.0013181+0.00031593i,0.00090808-8.4249e-05i,0.0001572-0.00087376i,-0.00041241-0.0012621i,-0.0002182-0.00061409i
0.011974-0.0059788i,-0.00072094+0.0050115i,-0.0072697+0.0082245i,-0.0042583+0.0074578i,-0.00097681+0.0050929i,-0.0018474+0.0015658i,-0.0029915+0.00014769i,-0.0028487+0.00057064i,-0.0025494+0.0015246i,-0.0022224+0.00252i,-0.0017761+0.0019737i,-0.0012073+0.00099756i,-0.00022943+0.0010773i,0.0007224+0.0015528i,0.00032+0.00071977i,7.8427e-05-0.00020375i,0.00075303-4.721e-05i,0.00095056-0.0001831i,0.00039843-0.00026312i,-0.00038244-0.00015332i,-1.4825e-05-0.00070293i,0.00062534-0.00083308i,0.00029749-0.00097173i
0.0061161-0.020761i,0.0039647-8.7005e-05i,-0.00031967+0.010137i,-0.00032624+0.010314i,0.00099969+0.0070915i,0.00084186+0.0034583i,-0.00016377+0.0010568i,-0.00014868+0.00098696i,0.00029906+0.0021419i,-0.00051218+0.0030565i,-0.0016489+0.0024931i,-0.0010576+0.0011631i,-0.00032899+0.00073105i,-0.00031828-0.00051361i,-0.00013784-0.00059665i,-0.00017707+0.00032469i,0.00056365+0.00025141i,0.0015428-0.00024018i,0.00077108-0.00040186i,-0.00013986-9.5346e-05i,-7.9357e-06-0.00015289i,-0.0004521-4.9928e-05i,-0.0011132+0.00075161i
-0.0014968-0.016381i,0.0098972-0.0026773i,0.011569+0.0074162i,0.0084522+0.0084334i,0.0060106+0.0050915i,0.0032237+0.0024206i,0.0014195+0.0019316i,0.00096528+0.001641i,0.00141+0.0011072i,0.0019503+0.0014212i,0.0010053+0.0015178i,-0.00023829+0.00097179i,-0.0001519-0.00041225i,-0.00015398-0.0014258i,-0.00070977-0.0013422i,-0.00080726-0.00093547i,-0.00064713-0.00079833i,-0.00087086-0.00064353i,-0.0012538-0.00096586i,-0.00074588-0.00097788i,-0.00035939-0.00069039i,-0.00019694-0.00039783i,-3.6509e-05+0.00021484i
-0.019385-0.011904i,0.0021864-0.010129i,0.01337-0.0026126i,0.014643+0.0022433i,0.010636+0.002854i,0.0055163+0.0014249i,0.0029776+0.00018863i,0.0026095-0.00037119i,0.002502-0.00067939i,0.0017877-0.00020567i,0.00070415+0.00042495i,0.00099733+0.00048076i,0.00081965+4.3453e-05i,-0.00068669-0.00038915i,-0.0012876-0.00021292i,-0.0010044+0.00075166i,-0.0011629+0.00090341i,-0.0022253+0.00049308i,-0.0021497-0.00014931i,-0.00090041+9.7553e-05i,-4.4052e-05+0.00061354i,0.0003765+0.00033536i,0.00021881+0.00056611i
-0.020994+0.006691i,-0.0031861-0.0082447i,0.0094049-0.010476i,0.011499-0.0054972i,0.0094055-0.0021905i,0.0062643-0.002129i,0.0026536-0.0022491i,0.00071366-0.0024751i,0.0011054-0.0025853i,0.0013713-0.0017028i,0.0011195-0.00014313i,0.00072543+0.0013136i,0.00015777+0.00066535i,-0.00033092-0.00032664i,-0.0007854+0.00062308i,-0.00016854+0.0013345i,5.0144e-05+0.0012307i,-0.00025677+0.0011568i,3.7073e-05+0.0012243i,-0.00022507+0.0012831i,-7.876e-05+0.0007817i,-0.00019553-0.00014046i,-0.00027737-0.00055841i
-0.019138+0.021818i,-0.015505-0.0026409i,-0.0059327-0.013522i,0.0013772-0.0099633i,0.0044706-0.0045858i,0.0033965-0.0023997i,0.0018909-0.0013777i,0.00032812-0.0018496i,-0.0010404-0.0028453i,-0.00076986-0.002761i,0.00031133-0.0015662i,0.00069516-0.00027929i,-0.00083822+1.7996e-05i,-0.0022127+0.00082547i,-0.0010136+0.0020771i,-9.9478e-05+0.0016286i,-0.00017758+0.0012838i,-0.00030991+0.0013112i,0.00018154+0.0010437i,0.00040371+0.00053565i,0.00067824-2.2824e-06i,0.0012109-0.0003495i,0.001154-0.0008469i
0.0050658+0.024899i,-0.010499+0.0067654i,-0.014852-0.0055875i,-0.00907-0.0075i,-0.0021151-0.0055377i,0.00037484-0.0039514i,-0.00018915-0.0029048i,-0.0015363-0.0029799i,-0.0028495-0.0033218i,-0.0025114-0.0023222i,-0.0014793-0.00024144i,-0.00048586+0.0012499i,0.00025016+0.0013803i,0.00013742+0.0010014i,-2.6613e-05+0.00082827i,0.00062516+0.00083077i,0.0010487+0.001033i,0.0014344+0.0009143i,0.0022019+0.00061394i,0.0017674+4.883e-05i,0.00038234+0.0003885i,9.3533e-05+0.00051091i,0.00074238-0.00077828i
0.022704+0.025654i,-0.001431+0.021613i,-0.012817+0.013444i,-0.009833+0.0063908i,-0.0025123+0.0008718i,0.0007669-0.002069i,-0.00032628-0.0023397i,-0.0018883-0.0010791i,-0.0032374-1.1189e-05i,-0.0037785+0.00060166i,-0.0018935+0.00092869i,0.00048899+0.00066639i,0.0013444+0.00041571i,0.00077489-0.00027219i,0.00064983-0.00032961i,0.00035455-0.00016579i,0.00066698-1.6202e-05i,0.0016114+0.00010728i,0.0013318-9.7914e-06i,0.00099425-0.00075119i,0.00059169-0.0014323i,0.00049171-0.0013565i,0.00044073-0.00078381i
0.038198-0.0016977i,0.017198+0.013425i,0.0010415+0.018123i,-0.0026986+0.013681i,-0.0007999+0.0059464i,-0.00046416+0.0015498i,-0.001052+0.00036393i,-0.0016482+0.00058583i,-0.0024075+0.002052i,-0.0024485+0.002267i,-0.0010814+0.0010476i,-5.2953e-05+9.7799e-05i,-1.1227e-05-0.00026767i,0.00040302-0.00023018i,0.001368-0.00042889i,0.0015366-0.0010594i,0.0011312-0.0011732i,0.0005964-0.001664i,0.0003337-0.0018415i,0.00044425-0.001177i,5.8368e-05-0.0013448i,-0.00089828-0.001214i,-0.0010099-0.00025752i
0.027178-0.026709i,0.023962-0.0021003i,0.015171+0.012316i,0.0084119+0.01405i,0.0053532+0.008543i,0.0035851+0.0022206i,0.00032846+0.00028188i,-0.0018827+0.00052614i,-0.0021724+0.0011901i,-0.0016769+0.001315i,-0.0007052-4.3362e-05i,-0.00037668-0.00050335i,-0.00055653-0.00012933i,-0.00034609-0.00043031i,-0.00047627-0.00056576i,-0.00081276-0.00064672i,-0.00029174-0.00062347i,-0.00036205-0.00092031i,-0.0011181-0.0019563i,-0.00086138-0.0021813i,-0.00070387-0.0011936i,-0.0012425-0.00073335i,-0.00059543-0.0004626i
0.0026871-0.04572i,0.017656-0.023324i,0.019666-0.0050924i,0.013785+0.0034723i,0.0082117+0.0042048i,0.003912+0.0013454i,0.0010133-0.00020814i,0.00070776+0.00083413i,0.0011043+0.0017661i,0.00079402+0.0011876i,0.0007507+0.00019146i,0.00060797-0.00041502i,-0.00018441-0.00046605i,-0.00075812-0.00052524i,-0.0010793-0.0010162i,-0.0014267-0.00076358i,-0.0016444-0.00047785i,-0.0021051-0.00041235i,-0.0023654+1.1865e-05i,-0.0018432+0.00039784i,-0.001324+0.00042506i,-0.00071175+0.0005495i,0.00025389+0.0004853i
-0.027593-0.037707i,-0.0043069-0.032978i,0.0089897-0.021228i,0.012552-0.0094178i,0.011123-0.0030804i,0.0058889-0.0023859i,0.0023891-0.0010806i,0.0019527-0.00056434i,0.001917-0.001874i,0.0013277-0.0028468i,-0.00039359-0.0017653i,-0.0012787+0.00031807i,-0.0011669+0.0002317i,-0.0013953-0.00025455i,-0.0020796+0.0011126i,-0.0017778+0.0016037i,-0.00078878+0.00066738i,-0.0012183+0.00045334i,-0.0016421+0.00085115i,-0.00081677+0.00086908i,-0.00035046+0.0003355i,-0.0003333+0.00049026i,-0.00037338+0.00094469i
-0.053459-0.0056882i,-0.030799-0.017164i,-0.012267-0.016979i,-0.0015392-0.010946i,0.0031949-0.0046971i,0.0022159-0.0018222i,0.00012517-0.00099322i,-0.00012802-0.0015424i,9.7209e-05-0.0028744i,-0.00046173-0.0015078i,-0.0018177+0.0011089i,-0.0020726+0.0025371i,-0.0014739+0.0016474i,-0.00039397+0.00067333i,-0.00013173+0.0011653i,4.6493e-05+0.0015395i,0.00041888+0.001198i,0.00011026+0.001123i,-0.00029166+0.0018402i,-0.00083173+0.0013527i,-0.00057998+0.0006284i,8.0958e-06+0.00072521i,0.00029579+0.0007111i
-0.039201+0.030034i,-0.034511+0.0055329i,-0.02335-0.0065924i,-0.011428-0.0077698i,-0.002618-0.0056752i,-0.00094387-0.0028943i,-0.001735-0.00054247i,-0.0019206-0.0011527i,-0.0022891-0.0035057i,-0.0028572-0.0026169i,-0.0027745+0.00028304i,-0.0014599+0.001411i,-0.00014069+0.0013504i,-9.2943e-05+0.0013591i,-0.00012697+0.0021441i,0.00099492+0.0021133i,0.0016069+0.0017322i,0.0017274+0.0020597i,0.0016411+0.0016714i,0.0011682+0.0013777i,0.0008099+0.00078352i,0.0010948+0.00062752i,0.0011684+0.00084361i
-0.0062943+0.060638i,-0.017588+0.036821i,-0.016273+0.017584i,-0.0082018+0.0062161i,-0.0025443-0.00077006i,-0.0013507-0.0024214i,-0.0014983-0.0017195i,-0.002855-0.0014497i,-0.0042579-0.0008955i,-0.0034728+0.00062559i,-0.0011528+0.0024028i,0.001137+0.0021657i,0.0015297+0.0012598i,0.0012852+0.0011628i,0.0018923+0.00066264i,0.0020303-0.00041199i,0.0015928-0.0005475i,0.0014736+0.00038553i,0.0018357+0.00012188i,0.0015676-0.00028062i,0.0017896+0.00040181i,0.0016301+0.0002648i,0.0011477-0.00036221i
0.03839+0.048597i,0.01462+0.039169i,0.0013151+0.026311i,-0.0021666+0.016302i,-0.0014015+0.00753i,-1.6264e-05+0.002404i,0.0003232+0.00073184i,-0.00076416+0.001192i,-0.0022225+0.0021593i,-0.002007+0.0028146i,0.000537+0.0028427i,0.0023503+0.0014058i,0.0017652+0.00039145i,0.0011266+0.00029684i,0.00074731-0.00048821i,0.00095931-0.0011572i,0.0012228-0.00082281i,0.00064906-0.0010213i,0.00092071-0.0010843i,0.001648-0.0002401i,0.0021748-0.00019975i,0.0014938-0.00052062i,0.0001936-0.00066596i
0.065113+0.012472i,0.040772+0.018724i,0.022006+0.015801i,0.011499+0.011051i,0.0053537+0.0062598i,0.0029605+0.0027454i,0.001732+0.00063349i,0.00030543+0.0013382i,-0.0016138+0.0026015i,-0.0010089+0.0025285i,0.0019906+0.0014529i,0.0019939-0.00059026i,0.0001764-0.0018175i,0.00037174-0.00098465i,0.0011013-0.00056107i,0.00046984-0.0011864i,-0.00056253-0.0019081i,-0.00057761-0.0024278i,9.0416e-05-0.0019141i,0.00072379-0.0012512i,0.00073754-0.0012237i,9.1257e-05-0.0012817i,-0.00090638-0.0015355i
0.062922-0.042885i,0.048593-0.023023i,0.029933-0.011015i,0.016597-0.0041584i,0.0081085-0.0012071i,0.0037068-0.0012832i,0.00080176-0.00079411i,-0.00078871+0.00017041i,-4.9031e-05+0.00048116i,0.00094516+0.00039858i,0.0018872-0.00088281i,0.0011858-0.0021557i,0.00057379-0.0023873i,0.00011276-0.0019858i,-0.00088913-0.00082019i,-0.0008516+0.00075927i,-0.0010554+0.001222i,-0.0012645+0.00093655i,-0.00091092+0.00065796i,-0.00050748+1.8753e-05i,-0.00028356-0.00069901i,-0.00010839-0.00049096i,0.00027041-0.00023288i
0.014839-0.071885i,0.017024-0.047264i,0.010552-0.025521i,0.0063269-0.010002i,0.0046678-0.0019074i,0.0026025-0.0014296i,0.00024577-0.0020998i,0.0002837-0.0012891i,0.0013916-0.00027261i,0.0013548-0.00012076i,0.0007136-0.00098215i,-0.0003333-0.00094311i,-0.00072756-0.00044383i,-0.0014287-0.0004282i,-0.0023352-0.00033613i,-0.0014141+0.00061539i,-0.00043156+0.0014557i,-0.00058778+0.00097249i,-0.00033302+7.4797e-05i,-0.00040669-0.00025764i,-0.00092548-0.00080836i,-0.0013588-0.0013116i,-0.0014707-0.00030153i
