-0.0011587+0.0021646i,-0.00046808+0.00048874i,-0.0012099-0.00017436i,-0.0015942-0.0010333i,-0.001446+0.00031382i,-0.0010111+0.0014893i,-0.00031839+0.0018113i,0.00064245+0.0018104i,0.00080404+0.00092977i,0.0008613+8.5183e-05i,0.00070527-0.0001242i,0.00015925-0.00058506i,-0.00026397-0.00050155i,-0.00022677-0.00087518i,0.00059519-0.0017136i,0.00079152-0.0014535i,0.00035218-6.3389e-05i,0.00040882+0.00014442i,0.00091853-0.0013796i,0.0009588-0.0011191i,0.00044992-1.4096e-05i,0.00027447-4.1435e-05i,-0.00047291-0.0002727i
-0.00031778+0.00066284i,-0.00073539+0.0013973i,-0.00079997+0.00052488i,-0.00052527+0.00025869i,-0.00070151-0.00010549i,-0.00049101-0.00041218i,0.00045607+0.00017929i,0.00093572-0.00019158i,0.00048002-0.00078763i,-6.7123e-05+0.00045827i,9.4214e-05+0.0009737i,0.00011747+0.00064625i,-0.00011225+0.0003244i,3.6228e-05-0.00038442i,-0.00027709-0.00054828i,-0.00056061-0.00062205i,-0.00055715-0.00010503i,-0.00028022-0.00034048i,0.00063023-0.0010214i,0.00059968-0.00049026i,-0.00025957+0.00013056i,-0.00024998+0.00035459i,-0.00049487+0.00067406i
-0.0001889-0.00040744i,-0.00048958-0.00084107i,0.00036697-0.0005068i,0.00033637-7.0701e-05i,0.00059573+0.00040779i,9.0264e-05+0.00099539i,-0.00068719+0.0010966i,-0.0001749+0.00084477i,0.00038318+0.00030626i,0.00024758-0.00023469i,0.00021594-0.00030305i,9.882e-05+0.00027867i,-0.00082234+0.00077787i,-0.0012471+0.00053724i,-0.00065034-0.0003862i,0.0002981-0.00092253i,0.00060923-0.00046197i,0.00034873-0.0003058i,5.5019e-05-0.00035959i,-0.00045349-0.00028569i,9.2486e-05-0.00070172i,0.00085236-0.0002811i,0.00062348+0.00050134i
0.0010912-0.00093544i,0.0018263-0.0026041i,0.002118-0.0029511i,0.00066958-0.0020541i,0.00030222-0.0012403i,0.0001908-0.00023619i,0.00028753+0.001025i,0.0007393+0.0014321i,0.00085659+0.00093684i,0.0009383+0.00056578i,0.00059693+0.00065168i,0.0003682-0.00013598i,2.6321e-05-0.00072732i,-0.00051963-0.0005294i,-0.00085681+0.00018252i,-0.0010104+0.0014298i,-0.00066975+0.0017336i,0.00010127+0.0009753i,0.00043479-3.4142e-05i,0.00027148-0.00025089i,9.1261e-05-0.00028832i,3.4675e-05+1.2477e-05i,-0.00029117+0.00019954i
0.0031657-0.00014818i,0.0028179-0.0018945i,0.0016608-0.0020247i,0.00054176-0.0006852i,-0.00074342+0.00053646i,-0.0015325+0.0013783i,-0.00036777+0.0010751i,4.7398e-05+0.00046805i,-0.000278-0.00026641i,0.00034677-0.00025229i,0.00049132+0.00039269i,-5.8583e-06-3.9916e-05i,0.00017102-0.00021355i,0.00068588+0.00041532i,0.00035836+0.00054041i,-5.1373e-05+7.3112e-05i,0.00069119-0.00016117i,0.00095011-0.00011018i,0.0005385-0.00049301i,-5.6182e-05-0.00038781i,-9.6358e-05+4.1532e-05i,-0.0009386+0.00036089i,5.8668e-06+0.00047995i
0.0021119+0.0026951i,0.0022903+0.0018522i,0.0023892+0.00072534i,0.001651-0.00021391i,0.00084064-0.0016957i,-5.1299e-06-0.002021i,-0.00029937-0.00098098i,-0.00011158-0.00022202i,0.00049295-0.00020014i,0.00054679-0.00035477i,0.00083092-0.00059297i,0.001009-0.00060054i,0.00038877-0.00023468i,-0.00013354-0.00057952i,-0.00068975-0.0010299i,-0.00055611-0.001435i,0.00012211-0.0016012i,0.00071686-0.0014334i,0.0009782-0.00076701i,0.00031382+0.00062769i,-0.000406+0.0010706i,1.501e-05+0.00029931i,0.00012541+0.00010794i
-0.0011002+0.0019211i,-0.00027782+0.0021223i,0.00034738+0.0013513i,0.00010983+0.00086422i,-0.00028349+0.00047149i,0.00038086-0.00015754i,0.0016041+0.0004235i,0.0014252+0.00095048i,0.00034526+0.00047907i,0.00030777+0.00065107i,0.00027439+0.00066719i,0.00011586+0.00025157i,-0.00010696+0.00028794i,0.00036292+0.00014221i,0.0005325-0.00048741i,-0.00028141-0.00057181i,-0.0010608+0.00041462i,-0.0010078+0.00044791i,-0.00014918-0.00016238i,-0.00028765-0.00015396i,-2.743e-05-0.00038909i,0.00023975-0.00051288i,-0.00028419-0.00012792i
-0.0018772+0.0005645i,-0.00115+0.0004387i,-4.7166e-05+5.398e-05i,0.00081395-0.00019649i,0.00089856-0.00046153i,0.0001494-0.00055596i,8.0984e-05+0.00012531i,0.00033976+0.00071729i,0.0002514+0.00036992i,-6.2468e-05+5.9937e-06i,-0.00033958+0.00022558i,-2.4634e-05+0.00048939i,0.00033664-0.00025643i,0.00040376-0.00090659i,0.00057849-0.00093626i,0.00043437-0.00066221i,0.00015178-0.00052376i,0.0006491-0.00017892i,0.0009939+0.00037806i,0.00047079+0.00035848i,-0.00025478-0.00016388i,-0.00087724-0.00083109i,-0.00096891-0.0010682i
0.0017834+0.0010781i,0.0015674+0.0013693i,0.00091912+0.0013305i,7.8905e-05+0.00035401i,-0.0011269-0.00029826i,-0.0016512+0.00041171i,-0.00055192+0.0017433i,0.00045634+0.0022575i,0.00043266+0.0012817i,-4.6336e-05-0.00013041i,-6.7823e-05-0.0008251i,0.00013392-0.00030043i,0.00014771+0.0006631i,-0.00090584+0.0010933i,-0.0016268+0.0009699i,-0.0013823+0.00059665i,-0.00079812+0.00034954i,-0.00029166+0.00029837i,-0.00021729+0.0013446i,0.00046607+0.0015217i,0.00061029+0.00050658i,-0.00027831-0.00046715i,-0.00082229-0.00086787i
0.0017819-0.00063112i,0.0012114-0.0018349i,0.00049583-0.0030005i,-0.00076793-0.0027377i,-0.0011536-0.00066506i,-0.00039235+0.0013104i,0.00028379+0.0012307i,0.0011152+0.00026593i,0.00085316-0.00063532i,0.00018361-0.00073792i,0.00040878+3.8752e-05i,0.0004935+0.00057383i,0.00066599+0.0008687i,9.7569e-05+0.001546i,-0.00080399+0.00091434i,-0.0011924-2.3007e-05i,-0.0010559-0.00050603i,-0.00068393-0.00088567i,-0.00067057-0.00020457i,-0.00049629+0.0003587i,7.5449e-05-1.3624e-05i,0.00029731-0.00076334i,0.00022957-0.0010693i
0.00028173+0.0005304i,0.0003132+0.00046694i,0.00036248+0.00036479i,0.00077108+0.0005615i,0.00043582-0.00028421i,0.00021989-0.00053744i,0.00049098+0.00029481i,0.00029159+0.00089613i,-1.7392e-05+0.00085766i,-0.00058742-0.00029522i,-0.0005668-0.0011425i,0.00024964-0.0013796i,0.00071839-0.00049i,-0.00013332+0.00020648i,-0.00035618-0.00052674i,-0.000379-0.0010625i,-0.00050648-0.0015208i,0.00017916-0.0017348i,0.00068838-0.00065832i,0.00071648-0.00011765i,0.0010352+0.00045014i,0.00047004+0.0012378i,-0.00048581+0.0013268i
-0.00020009+0.00064823i,-0.00019641+0.0017119i,-0.00038425+0.0017143i,-0.00086761+0.00065884i,-0.00075127+0.00032172i,-0.00073314+0.0010008i,-0.0003677+0.0015961i,0.00013042+0.00076781i,0.00073534+0.00011619i,0.00062501+0.0007486i,-0.00029139+0.00052028i,-0.00040869+3.3485e-05i,-0.00028227+0.00010567i,-0.00042162+0.00011527i,-0.00072776-0.0005865i,-0.00097661-0.00055666i,-0.0013675-0.00013645i,-0.0014755-0.00076201i,-0.0013083-0.00077415i,-0.0010828-0.00032399i,-0.00035823+5.4399e-05i,-0.00014847+0.00062886i,8.2394e-05+0.00058057i
0.00012412-0.0010237i,0.0016416-0.0016896i,0.0016591-0.0017655i,0.00027241-0.0011063i,0.00015768-0.00053229i,0.0012631-0.0008799i,0.0016865+0.00016312i,0.001319+0.00097358i,0.00083753+0.00037701i,0.00025065+0.00033039i,-0.00025201+0.00065943i,-8.2801e-05-0.0001518i,0.00033946-0.0011841i,-2.7832e-05-0.00073015i,-0.00057973-0.00046451i,-0.00038034-0.00052332i,6.6954e-05+0.00037346i,0.00026845+0.00051269i,0.00050291-9.7417e-05i,0.00045869-9.1129e-05i,0.00032414+0.000438i,9.8303e-05+0.00066711i,-0.000462+0.00029875i
-6.9598e-05-0.00089354i,0.00063673-0.0013623i,5.1761e-05-0.0011062i,-0.00086571+9.9045e-06i,-0.00088713+0.00060736i,-7.7167e-05+0.00079719i,0.00018102+0.00038215i,-0.00020692+0.00018558i,-0.00060997+0.00023912i,-0.00011757+0.00041362i,0.00026825+0.00055088i,-0.00016076+0.00080406i,-0.00026775+0.00067865i,-0.00066551+0.00022028i,-0.0012352+1.0356e-05i,-0.0014215-0.00034026i,-0.00061102-5.2555e-05i,-0.0001943+0.00080355i,-0.00029067+0.00027692i,-0.00032065-1.5446e-05i,-0.00024784+0.00011976i,0.0003429-0.00030639i,0.00075222+0.00020233i
0.00095596+0.00045178i,0.0014403+0.0012571i,0.0013551+0.00033554i,0.00013756-0.00091304i,-0.00033724-0.00074048i,-0.000337-0.00027893i,0.00059598+6.9536e-05i,0.0010454+0.00021591i,0.00094045+0.00060511i,0.00041156+0.00057569i,-0.00050027+0.000163i,-0.00013925-0.00015942i,0.00079051-0.00030342i,0.00016428-0.00084185i,-0.00082562-0.0010653i,-0.0007765+0.0001224i,-0.0007782+0.00016931i,-0.00074491-9.9391e-05i,0.00016604-0.00027281i,0.0012293+1.1114e-05i,0.00093538+0.00067467i,0.00034174+0.00052338i,-0.00070251+7.2428e-05i
0.002172+0.00031635i,0.0015022+0.00031568i,0.0011423-0.00072139i,0.00027361-0.0012523i,-0.0010066-0.0014308i,-0.00048011-0.00077472i,0.00044966+5.2519e-05i,0.00033477+9.3875e-05i,0.00029405-0.00088058i,-0.00012664-0.0011823i,-0.00043561-0.00032672i,0.00023204-2.4124e-05i,0.00043296+0.00044521i,-0.00016387+0.00056915i,-0.00020733-0.00027313i,1.1396e-05-0.00070888i,0.00017786-0.00027674i,0.00047514+0.00019974i,6.653e-05+0.00067616i,-0.00059458+0.00075297i,-0.00076961+0.00012334i,-0.00083972-0.00055151i,-0.00055367+7.7084e-05i
0.0021374-0.00018357i,0.0010999-0.00052936i,0.00063781-0.0019614i,0.0012808-0.0019484i,0.00056269-0.00085535i,-0.00056782+0.00034542i,-0.00055777+0.00064552i,-5.9984e-06-0.00026486i,0.00063663-0.00083465i,0.0012433-0.0011624i,0.00091254-0.00061821i,-0.0001397+0.00014747i,0.00024429-0.00021863i,0.00090931-0.0001198i,0.00023801+2.4026e-05i,-0.00015655-0.00069443i,-0.00023957-0.00027519i,-0.00067713+0.00066502i,-0.00020774+0.00058062i,0.0007989-8.2967e-05i,0.0014725-0.00035746i,0.00095364-0.00078375i,-8.6771e-05-0.0011721i
-1.1308e-05+0.0018794i,0.00036565+0.0011163i,0.00076601+0.00029546i,0.00060858-0.00019228i,0.0004292-0.00070756i,-0.00022484-0.00053081i,-2.0213e-05+0.00049251i,0.00094286+0.00049864i,0.0007821-4.5349e-06i,0.00050166+0.00013523i,0.00070316+0.00075584i,0.00049537+0.00022632i,-6.0376e-05+0.0002034i,-0.00052911+0.00064688i,-0.00098377+0.00017195i,-0.0010775-1.6173e-05i,-0.00056975+7.3019e-05i,5.6464e-05-0.00013464i,0.00070833+0.00011084i,0.001017+0.00038771i,3.3736e-05+0.00034934i,-0.00091412+8.5462e-05i,-0.00036754-0.00066398i
-0.001873-0.00015626i,-0.0011342+0.00042193i,-0.00043525+0.00087152i,0.00069971+0.0008419i,0.0012038+0.0010767i,0.001568+0.00079152i,0.00068776+0.00023871i,9.4972e-05+0.00029397i,-8.332e-05+0.00046097i,0.00017896+5.4099e-05i,0.00089654-0.00022515i,0.00033716-0.00044257i,-0.00069584-0.00034872i,-0.00049794-0.00029093i,3.2987e-05-0.0009781i,-0.00029603-0.00096385i,-0.000149-0.00017958i,0.00050854-1.2476e-06i,-0.00026512-0.00010312i,-0.0010277-0.00031628i,-0.00041194+0.0001153i,-0.00012743+0.00028547i,-0.00019232-0.00023573i
-0.00015777+0.0004972i,-0.00091885-0.0001655i,-0.00099125+3.3282e-06i,-0.0006772+0.00084558i,-0.00070441+0.00069429i,-0.00050628+0.00020458i,-0.00012781-1.1083e-05i,-4.8626e-05+3.0577e-05i,-0.00014329-0.00010515i,-0.00042435-0.00059797i,-0.00046401-0.00068845i,-3.8894e-05-0.00040839i,0.00027006-5.6496e-05i,-0.00033574+0.00058602i,-0.0011232+0.0004141i,-0.0016272+0.00013854i,-0.0012306-0.00050359i,-0.00071697-0.00053102i,-1.141e-05-0.00017996i,0.0006657-0.0004561i,0.00055701-0.00051247i,-0.00041284-0.00024825i,-0.00086153-0.00044901i
0.00045191-0.0010842i,0.0006803-0.00032751i,-2.4351e-06+6.6715e-05i,6.6185e-05-0.00055185i,0.00085758-0.00048474i,0.00070597-0.00024216i,0.0005248+0.00045419i,0.00019251+0.0003692i,7.4487e-05+0.00026431i,0.00057127+0.00068144i,0.0007057+0.00046952i,0.00066332-0.00021698i,0.00020752-0.00060386i,-0.00088278-0.00056266i,-0.00065626-0.0006054i,0.00023364-0.00031914i,0.00044547+0.00026821i,0.00040764+0.001023i,6.1182e-05+0.0010955i,-0.0003354+0.00089351i,-8.1221e-05+0.00039278i,4.1754e-05-0.00012828i,-0.00066551+0.00018602i
0.0018825-0.00098956i,0.0012214-0.0015557i,-0.0010622-0.003194i,-0.0014129-0.0026502i,-0.00092003-0.00066579i,-0.00097584-0.00020778i,0.00014881+1.4234e-05i,0.0007244+0.00025515i,0.00063468-0.00020336i,0.00045059-0.00071208i,-0.00026172-0.00045266i,-0.00093327+0.00043712i,-0.00083805+0.00053897i,-0.00038969-0.00058254i,0.00011306-0.0011323i,-0.00046372-0.00063661i,-0.0013747-0.00042224i,-0.0008005+0.00037629i,0.00026911+0.00078073i,-4.6551e-05+0.00019114i,-0.0007454-0.00022063i,-0.00082769-0.0006612i,-0.00094299-0.0004957i
0.0020675+0.00062281i,0.0024255+5.6643e-05i,0.0026179-0.0007788i,0.0018539-0.0012548i,0.00065832-0.00098842i,0.00034972+0.00040945i,0.00022987+0.0019884i,0.00021213+0.0022007i,-0.00013432+0.00048451i,-0.00059914-0.00037888i,-0.00060005+9.8974e-06i,-0.00077784-0.00011692i,-0.00052083-0.00014137i,-0.0010318+0.00036176i,-0.001318+0.0004056i,-0.00072232+0.0001908i,-2.1947e-05-0.00017807i,0.00077605-0.00052973i,0.0006203-0.00019681i,6.4693e-05-0.00043704i,0.00040875-0.0015796i,0.00020708-0.00070394i,-0.00066259+0.00015021i
0.0021255-0.0018582i,0.00028295-0.0018463i,-0.00021938-0.00081267i,9.4671e-05-0.0002605i,-0.00061293+0.00058273i,-0.0013107+0.0014757i,0.00014728+0.00068294i,0.00098534-0.00050206i,-0.00019491-0.00062376i,-6.0484e-05-0.00038217i,0.00017504-7.4193e-05i,-0.0004476+0.00024395i,-0.00016287+0.00063317i,6.909e-05+0.00058055i,-0.00054962+9.7419e-05i,-0.00036966+0.00012298i,-9.527e-05-0.00020156i,5.1642e-05-0.00067381i,1.5747e-05-0.00038952i,0.00041636-0.00065108i,0.00060524-0.0011029i,0.00040718-0.00048055i,2.2991e-05-0.0001806i
0.0011549+0.00095423i,0.0010752-0.0016147i,0.00068774-0.0034317i,0.00028622-0.0013996i,-0.00095978+0.00094129i,-0.00076455+0.0011102i,0.00043232+0.0014571i,0.00090749+0.0010552i,0.00037495+8.1737e-05i,-0.00056714-0.00063107i,-0.00028995-0.0012033i,-0.00053945-0.001497i,-0.00047148-0.00089033i,-0.00019374-0.0003033i,-0.0012111-0.00020469i,-0.0014409-0.00013306i,-0.0011183+0.00044995i,-0.0010265+0.00050166i,-0.00076655-0.00045119i,-0.00038673-0.0012138i,-0.00034582-0.0010019i,-0.0010116-0.00041332i,-0.00086967-0.00024449i
0.00082168+0.0017949i,0.0020711+0.001251i,0.0029854+0.00051167i,0.0016902+0.00023325i,0.00089221+0.00019217i,0.0010333+0.0005164i,0.00020551+0.00034994i,-0.0005042+0.00061068i,-0.00020798+0.0004558i,-0.00020122-9.464e-05i,-0.00047371+0.00016143i,-0.00088111+0.00095369i,-0.0011868+0.00066324i,-0.00091033-0.000646i,-0.00085032-0.0015123i,-0.00057927-0.0014712i,7.786e-05-0.00062186i,-3.3023e-05-0.00046766i,-0.0001867-0.00045171i,-0.00035772-7.1899e-05i,-0.00038489+0.00015443i,-0.00071824-0.00019712i,-0.0010041-4.757e-05i
0.0029725-0.00027617i,0.0036345-0.00033868i,0.0022891-0.00053695i,-4.1123e-05-0.00055922i,-0.0024433-0.00085706i,-0.0028218-0.00072129i,-0.0014707+0.00052109i,6.142e-05+0.00052895i,0.00087513-0.00042684i,-9.3178e-05-0.00059979i,-0.00075154-0.00073531i,-0.00016449-0.00086326i,-0.00048005-0.00045971i,-0.0013752-0.00018294i,-0.0014596+0.00029606i,-0.0011026-1.7155e-05i,-0.00061405-0.00055784i,-0.00069509-0.00074351i,-0.00033067-0.00063934i,-0.00037634-0.00032739i,-0.00015066-0.00093512i,0.0010969-0.0010434i,0.00088194-0.00064361i
-0.0011069+0.00012125i,-0.00095962+0.00053306i,-0.0014499+0.0005804i,-0.00031695+0.00028649i,0.00099217+0.00084703i,0.0007031+0.00085863i,7.2177e-05+0.0003391i,-4.879e-05-0.00091803i,-9.6821e-05-0.0012819i,-0.00024421-0.00030394i,0.00024068+0.00027177i,-0.00035357+6.9855e-05i,-0.00050083-0.00090256i,-0.00030286-0.0019996i,-0.00055633-0.001721i,-0.00016267-0.00068156i,-2.7885e-05-0.00063263i,-0.00032596-0.00029515i,-0.0002151+0.0006385i,-0.00035737+0.00082077i,0.00023877+2.2261e-06i,0.00075182-0.00024476i,0.00015699+0.00038226i
-0.0020513+0.0019406i,-0.0011101+0.0024927i,-0.00034526+0.0021533i,0.00017884+0.00071579i,0.00017831-0.00072298i,-0.00021177-0.00061397i,-0.00046239+8.8382e-05i,-0.00033663+5.3863e-05i,5.9997e-05-0.00028154i,5.597e-05-0.0003811i,-2.938e-06+6.813e-05i,-0.00011409+0.00019017i,-3.6836e-05-0.00013372i,0.00072446-0.00083665i,0.00052767-0.0013325i,-9.5398e-05-0.00086249i,-0.00057912+1.2612e-05i,0.00013851+0.00012497i,0.0007155+0.00027158i,0.00028768-4.9578e-05i,-0.00036035-0.00044342i,-0.00024216-4.0928e-05i,-5.7151e-05+0.00025914i
0.00064331+0.0014175i,0.00065825+0.00096675i,0.0018742+0.0015053i,0.0030681+0.00010481i,0.0023291-0.0012162i,0.0012743-0.00071086i,0.0010618+0.00028842i,0.0011348+0.00073763i,0.00086524+0.00079767i,-0.00040255+0.00014585i,-0.00096464-0.00035124i,-0.0014382-0.00034932i,-0.0019682-0.0012257i,-0.0010151-0.0014002i,7.0901e-05-0.00079572i,0.00021714-0.0011219i,-0.00023735-0.00079154i,-0.00078076-1.6568e-05i,-0.00068829+0.0001109i,-5.6436e-05+0.00036495i,0.00052139+0.00062762i,0.00061527+0.00037105i,0.00035288+7.5439e-05i
-0.00029586-0.004426i,-0.00064801-0.0052539i,-0.0011818-0.0037959i,-0.0015865-0.0018162i,-0.0015274+0.0011036i,-0.00025014+0.0024914i,2.0281e-05+0.0022184i,-0.00020126+0.0022003i,-0.0005369+0.0011908i,-0.0016004-0.00041786i,-0.001258-0.00079006i,-0.00087543+0.00019338i,-0.00038081+0.0012036i,0.00099902+0.0013005i,0.0011067+0.00071158i,0.00014625+0.00047012i,3.8391e-05+0.00082994i,0.00096657+0.001047i,0.00097894+0.00051801i,0.00054608+0.00051299i,0.00015396+0.00069125i,-0.00082455-0.00011337i,-0.0012169-0.00061677i
0.0017119-0.0012327i,0.0025852-0.0013604i,0.0022292-0.0015744i,0.00060697-0.00074584i,-0.0012631+0.00019565i,-0.0019106+0.00073046i,-0.00081776+0.00064423i,-0.00044779+0.00083i,-0.0004101+9.5952e-05i,-0.00038584-0.0010202i,-0.00078136-0.00047522i,-0.00057799-0.00025864i,8.4437e-05-3.4839e-05i,0.00019342+0.00085707i,-1.4287e-05+0.00087124i,-0.00028307+0.00032368i,-0.00020871+0.0002096i,-0.00049026+0.00039149i,-0.00097234+0.00041843i,-0.00076925+0.00026536i,-0.00047603+8.3159e-05i,-0.00068665-0.00035322i,-0.00075474-0.00037563i
0.0013419-0.00082734i,0.00061707+0.0001451i,-0.00086222+0.00035639i,-0.0017294+0.00011061i,-0.0016535+0.00067851i,-0.0012501+0.0017454i,-0.00056882+0.002245i,-0.00035425+0.0016786i,-0.00079887+0.0005089i,-0.0006993+0.00036147i,0.00036952+0.00056645i,0.00098801+0.00020611i,0.0001987+0.00034204i,-6.0307e-05+4.3995e-05i,-0.00038637-0.00052495i,-0.00049057-0.00049546i,0.00033248-2.0959e-05i,8.1387e-05+0.00024678i,8.6904e-05+0.00032206i,0.00091017+0.0002369i,0.00068432+0.00036927i,0.00054592+0.00014229i,0.00055552-9.0939e-05i
0.0044537-0.0017432i,0.0032291-0.0027304i,0.0021494-0.0028074i,0.00085438-0.0018819i,0.00020705-0.0015228i,5.7802e-05-0.00021995i,0.00034851+0.0014018i,0.00060405+0.0013104i,0.000367+0.00053274i,-0.00024987+0.00046237i,0.00034844+0.00068026i,0.0010436+0.00049153i,0.00055319+0.00013273i,-1.8588e-05+0.00074065i,-0.0001427+0.0005541i,0.00086043-0.00028631i,0.00097636-0.00059729i,7.8855e-05-0.00049328i,-0.0005305-0.00061022i,-0.00010661-0.0010568i,0.0008114-0.00056949i,0.0011543+8.8094e-05i,0.00073467+0.00037351i
0.00046285+0.0042101i,0.0022861+0.0030086i,0.0027517+0.0016992i,0.00064711+0.00071231i,-0.00091947-0.00013377i,-0.00092047-0.00087028i,-0.00029112-0.00067605i,0.00027062-0.00069432i,0.00075142-0.0007012i,0.0010785-0.00032692i,0.0013436-3.8183e-05i,0.0008877-0.00027105i,-0.00043167-0.0011254i,-0.0016312-0.0014576i,-0.0012615-0.001115i,-0.00039028-0.0006977i,0.00023254-0.00054635i,0.00030694-0.00037085i,0.00017082+0.00087849i,0.00044989+0.0010369i,0.00080297+0.00094774i,0.00087706+0.00067263i,0.00029477-5.1917e-05i
-0.00049917+0.0020897i,0.0011209+0.0020807i,0.0017012+0.0018413i,0.0019152+0.0014015i,0.0011849+0.00055825i,0.00016358-0.0010565i,0.00068345-0.0013946i,0.0003935-0.00025524i,-0.00082699+0.00021252i,-0.00043662+2.5718e-05i,0.00026591+0.00040712i,-0.00034812+0.00046797i,-0.00065508-0.00020998i,-5.0123e-05-0.00060048i,0.00066427-0.00078974i,0.00025429-0.00055511i,-0.00015486-0.00020334i,-0.00029725-6.9651e-05i,-0.00053639-2.281e-05i,-0.00048493-0.00042381i,-0.00035316-0.00084997i,-0.00039521-0.0012149i,-0.00094144-0.00070465i
0.00010288+0.00092115i,-0.00027239+0.00078274i,-0.00039696-0.00057245i,-0.00036712-0.0012453i,-0.00012555-0.0012294i,-2.5615e-05-0.00069641i,7.5175e-05+0.00026132i,0.00034339+0.00084619i,0.00059857+0.00065659i,0.00074865-0.0003784i,0.00026177-0.001201i,-0.00039852-0.00091307i,-0.00084738-0.0007188i,-0.00097268-0.00077421i,-0.0013844-0.00091457i,-0.0015798-0.0012345i,-0.0011027-0.0012663i,-0.00075193-0.0010828i,-0.00030339-0.00066213i,-6.3673e-05-0.00080864i,-1.318e-05-0.00071992i,5.0206e-05-0.00022195i,-0.0005703-0.00047945i
-0.0022756-0.00039488i,-0.0022787+0.00016704i,-0.0010396+0.00055413i,1.8187e-05+0.00082383i,0.00019703+0.00079099i,0.0002609+0.00078932i,0.00017018+0.00036483i,-0.0003026-0.00033818i,-0.00074407-0.00092859i,-0.00077661-0.0011896i,-0.00075655-0.00076617i,-0.0004304-0.00031955i,-0.00014033-0.000482i,-0.00049816-0.00083349i,-0.00027795-0.0010472i,-0.00034269-0.00099375i,-0.00028613-0.0005552i,-4.8774e-05-0.00024483i,-0.0002033-0.00033655i,-0.00035822-0.00077983i,-0.00033652-0.00092281i,-0.00010695-0.00011704i,-0.00016305+0.00022205i
-0.000496+0.0012155i,0.00040857+0.0005791i,0.00028421-0.00026903i,-0.0002676-0.00043922i,-0.00059148-0.0005128i,0.0005902-0.00045164i,0.0011356+0.00041698i,0.00034618+0.00082307i,0.00027211+0.00030063i,0.00014208-0.00026011i,0.00029199-0.00040439i,0.00041121-0.00062673i,0.00030786-0.00074433i,0.00047805-0.00078409i,0.00088372-0.00061904i,0.00061614-0.00059204i,0.00057262-0.00083716i,0.00026667-0.0003649i,-0.00027488-4.8926e-05i,0.00013235-0.00059775i,0.00062532-0.00095445i,0.00066157-0.00016468i,0.0010079+0.00065249i
-0.00055084-0.00020849i,0.00021974+0.00050203i,0.00040197+0.00068737i,-0.00044719+0.00055673i,-9.8664e-05+0.0010966i,0.0009092+0.00084003i,0.00082485+0.00017671i,1.3425e-05+0.00037106i,-0.00034326+0.00055682i,-0.00081139+0.00021932i,-0.0010528-0.00070507i,-0.00049113-0.0008953i,-0.0001261-0.00027155i,-4.2465e-05+0.00034281i,9.0474e-05-5.7599e-05i,0.0001404-0.0010796i,9.0836e-05-0.0011679i,0.00064691-0.00052275i,0.00097976-0.00034907i,0.00031942-0.0010652i,0.00032029-0.0014013i,3.9472e-05-0.0012764i,-0.00032966-0.00082974i
0.002642-0.0012507i,0.0025837-0.00078923i,0.0012542-0.00089879i,-9.4598e-07-0.0011732i,-5.4668e-05-0.0010669i,-0.00030017+9.4527e-05i,-0.00042437+0.00059478i,-0.00014089+0.0010679i,-0.00032123+0.00087598i,-0.00067704-0.00028806i,-0.00087954-0.00084673i,-0.00071626-5.2036e-05i,-0.000234+0.00083313i,-1.4063e-05+0.0001377i,-0.00033595-0.0003112i,-0.0011349-0.00020906i,-0.001165-0.00026192i,-3.3493e-05-0.00041427i,0.00019394-0.00021458i,-0.00022415+0.00018049i,-0.00043569+0.00033072i,-0.00043146-0.00017568i,-0.00044043-0.00069383i
-0.0004724+0.00076679i,0.0010984+0.00072157i,0.0024125-0.00075261i,0.00055003-0.0015299i,-0.0010365-0.0013858i,-0.00066595-0.00040581i,4.9901e-05+0.00092758i,0.00066723+0.00054736i,0.0010016-0.00085134i,0.00049963-0.00106i,1.8754e-06-0.00031974i,-0.00014291+0.00024341i,-0.00045066+0.00063774i,-0.00084196+0.00069967i,-0.0010536-0.00028337i,-0.001205-0.0012379i,-0.00051169-0.0011896i,0.00029807-8.7081e-05i,-0.0001722+0.00059501i,-0.0010206-0.00021111i,-0.00073933-0.00061462i,-9.9966e-05-0.0010962i,-0.00046531-0.00084312i
0.0015675-0.00027749i,0.0013646+0.00030256i,0.0016687+0.0012822i,0.002302-0.00066183i,0.0005949-0.0020096i,-0.00085796-0.001375i,0.00010584-0.00060742i,0.00028104-0.00021972i,0.00019407-0.00076087i,0.00047448-0.00049119i,0.00075678+0.00026698i,0.0003643+0.00018133i,-0.00093603-0.00028536i,-0.00079534-0.00031065i,-9.0583e-05+0.0002319i,-0.0002067-0.00010292i,0.00070696-0.00029366i,0.00088097+0.00060103i,-0.00020106+0.0018012i,6.2941e-05+0.0013453i,0.00070622+0.0003996i,-7.215e-05+0.00018721i,-0.0011838+0.000372i
