-0.001813+0.0011965i,-0.0023167+0.0025677i,-0.0028317+0.0031545i,-0.0017412+0.0034326i,-0.0012689+0.0041723i,-0.0008988+0.0039327i,-0.00059602+0.0028312i,5.0823e-05+0.002234i,0.00090996+0.0020998i,0.0017604+0.0011544i,0.0019837+0.00030092i,0.0011019+4.8137e-05i,0.00021195-4.5223e-05i,-3.4559e-05+0.00035855i,0.00045512+0.00047087i,0.00033793+0.00035446i,0.00026636+0.00029401i,0.000588+0.00011892i,0.00020352+7.5104e-05i,-0.00011986+3.2582e-06i,0.00015272+0.00039999i,-1.8297e-05+8.1181e-05i,-0.00041214-0.00061684i
0.002061+0.0017484i,-0.00099987+0.00045202i,0.0021151-0.00059593i,0.006983-0.0056974i,0.010741-0.016635i,0.015585-0.019631i,0.012691-0.013578i,0.0053844-0.0074281i,0.0045122-0.0052553i,0.005215-0.0048662i,0.0040308-0.0038684i,0.0028324-0.0035227i,0.002357-0.0038242i,0.0029124-0.0022348i,0.0034414+0.00077168i,0.0044115-0.00019395i,0.0088778-0.0081941i,0.014917-0.0172i,0.015264-0.016658i,0.0084277-0.0097794i,3.7147e-05-0.0054972i,-0.0048705-0.0033285i,-0.005317-0.0017783i
-0.0012282-0.005031i,-0.0023562-0.0042331i,-0.0068996+0.0020617i,-0.012882+0.0067414i,-0.016346+0.0095267i,-0.018795+0.0048003i,-0.019041-0.0022603i,-0.014554+0.00074119i,-0.0063152+0.004159i,-0.00016785+0.0025935i,0.002248+0.00091267i,0.0034121+0.00023554i,0.0040871+0.00028363i,0.0023361+0.0010955i,-0.00027802+0.00048998i,-4.0544e-05+0.0012434i,0.0053545+0.0086747i,0.01167+0.018156i,0.011181+0.019807i,0.0071581+0.013798i,0.0048443+0.0061662i,0.0035365+0.0014187i,0.0027572-9.0393e-05i
0.0042462-0.0010014i,0.0048446-0.00049481i,0.0061459-0.0058552i,0.01564-0.012502i,0.028713-0.013855i,0.029705-0.013286i,0.017652-0.010549i,0.007278-0.0072769i,0.0016863-0.0044746i,0.00040612-0.0012706i,0.0011514+0.00113i,0.0011777+0.0027741i,4.427e-05+0.0043374i,-0.0012769+0.0034595i,-0.00059558+0.00045252i,-0.0027743-2.7539e-05i,-0.011276+0.0015751i,-0.021008+0.0031254i,-0.021659+0.0018557i,-0.012717-0.0012923i,-0.0054762-0.0022913i,-0.0018792-0.0010042i,-0.0001232+0.00017604i
-5.4167e-05+0.0035938i,0.0015653+0.003844i,0.0010913+0.0051255i,-0.005382+0.010029i,-0.013874+0.0081227i,-0.015757-0.0012835i,-0.01009-0.0072988i,-0.0074286-0.0083702i,-0.0052537-0.0066813i,-0.00080919-0.0047511i,0.00078636-0.0038657i,-0.0012379-0.0033431i,-0.0023007-0.003137i,-0.00026662-0.0028482i,0.0016735-0.001882i,0.0019751-0.0041601i,0.0017784-0.012886i,0.0025668-0.021263i,0.0046235-0.019556i,0.004684-0.0097431i,0.0018351-0.0017325i,-0.0010555+0.0020751i,-0.0015195+0.0038555i
-0.0043563-0.0018549i,-0.0018418-0.00076181i,-0.00059947+0.00045647i,0.004866-0.0023574i,0.018215-0.0032122i,0.028145+0.0024091i,0.025573+0.002055i,0.015605-0.0019559i,0.0086284+0.00042738i,0.0070258+0.0036535i,0.0057411+0.002809i,0.0041525+0.0011589i,0.004126+0.00061198i,0.0037409+0.0013536i,0.0015151+0.0034357i,0.0026404+0.0055933i,0.010143+0.0076559i,0.017706+0.0094916i,0.017245+0.0089882i,0.0091044+0.0044872i,0.0013881-0.0018984i,-0.0019699-0.0054577i,-0.0024132-0.0054125i
0.0021671-0.0038987i,0.00062708-0.0044148i,-0.0029649-0.0027441i,-0.0064882+0.0015773i,-0.011635+0.0059769i,-0.011227+0.0034793i,-0.0046825-0.0022705i,-0.003452-0.003765i,-0.0059206-0.001576i,-0.0053976+0.001745i,-0.0026342+0.0033332i,-0.0006369+0.0030121i,-0.00033256+0.0016725i,-0.00087375-0.00025805i,-0.0016846-0.002235i,-0.0031886-0.0019748i,-0.0076372+0.004682i,-0.01432+0.012603i,-0.015539+0.012716i,-0.0096922+0.0078313i,-0.0022645+0.0038646i,0.0029169+0.0020658i,0.003905+0.0014376i
-0.00018236-0.0015205i,-0.0027031-0.001961i,0.0008144+0.001855i,0.010799+0.0081979i,0.019332+0.012943i,0.022955+0.015909i,0.019605+0.013804i,0.014166+0.0065828i,0.0071054+0.0004718i,0.0011444-0.00064994i,-0.00041538+0.001356i,-0.0011103+0.0021429i,-0.0017677+0.001228i,0.00019554-7.8594e-05i,0.0029667-0.00041011i,0.0025688-0.0025926i,-0.0019394-0.0095692i,-0.0066696-0.016683i,-0.0049347-0.016705i,-1.7892e-05-0.01137i,0.001091-0.00542i,-0.00048268-0.0014111i,-0.0013277-0.00014903i
0.0021493-0.0038751i,-0.00030153-0.002168i,-0.0037028+0.0021396i,-0.0094857+0.0031195i,-0.015219+0.00072444i,-0.014306+0.0001422i,-0.0071797+0.0017874i,0.00044093-0.00011608i,0.0031629-0.0033354i,0.0015938-0.0041956i,-0.00059241-0.00398i,-0.0014967-0.0033634i,-0.00067714-0.0021044i,0.00038123-7.0443e-05i,0.00025498+0.0011349i,0.0022401+0.001771i,0.0094122+0.0012567i,0.016049+0.00064116i,0.0156+0.0023332i,0.0090631+0.0040469i,0.0021306+0.0040589i,-0.0011045+0.0023277i,-0.0024385+0.00072727i
0.0022104-0.0017211i,0.0027651-0.0018152i,0.0027541-0.0040124i,0.0068442-0.0040702i,0.010957+0.0052551i,0.0080528+0.015648i,0.0038688+0.018502i,0.0034824+0.015063i,0.003262+0.0093217i,0.0025081+0.004247i,0.002536+0.0013318i,0.0024342-0.00018582i,0.0018138+0.00018493i,0.0014694+0.00073681i,-0.00061575-0.00036636i,-0.0037413+0.00081075i,-0.0053089+0.0079882i,-0.0064744+0.015165i,-0.0071638+0.014533i,-0.0046663+0.0063696i,-0.00044616-0.0021471i,0.0026694-0.0055641i,0.0033667-0.0050048i
0.00092985+0.0026379i,0.00077452+0.002123i,-0.00056013+0.0011344i,-0.0055219+0.00053531i,-0.011856-0.0011187i,-0.014383-0.0040117i,-0.012491-0.0038019i,-0.0084384-0.0019818i,-0.0046341-0.0029693i,-0.0030637-0.0036715i,-0.0018516-0.0013413i,-0.00062003+0.0011454i,9.8854e-05+0.0019176i,0.00084997+0.0011604i,0.0025024-0.0011142i,0.00099989-0.0039634i,-0.0057777-0.0075207i,-0.011554-0.010811i,-0.01056-0.010749i,-0.0052225-0.0066446i,-0.0018249-0.00045416i,-0.00056248+0.0043746i,-3.554e-06+0.0047152i
-0.0021148-0.0026589i,-0.0016718-0.0040458i,-0.00052555-0.0025729i,0.002673+0.0027686i,0.0053242+0.0071349i,0.0013014+0.0090309i,-0.0042791+0.0078024i,-0.0035098+0.0059621i,0.0010949+0.0022646i,0.0024536-0.0026316i,0.00086721-0.0046857i,-0.00060589-0.0033296i,-0.0013536-0.0012756i,-0.00097252-0.00058464i,0.00032489+0.0009402i,0.0029373+0.00074604i,0.0066875-0.0040223i,0.010636-0.0084345i,0.012289-0.0065189i,0.0096111-0.0031062i,0.0046398-0.0021632i,0.00062544-0.0022534i,-0.0011095-0.0020103i
0.00045646-4.2773e-05i,0.00045553+0.0014715i,-0.00081529+0.0024901i,-0.0026057-0.0013169i,-0.0037356-0.010454i,-0.0040614-0.018005i,-0.0055202-0.017264i,-0.0060047-0.010138i,-0.0011194-0.0022565i,0.0049639+0.00053959i,0.0066681-0.0023384i,0.0051122-0.0037678i,0.0035271-0.0030416i,0.0020261-0.0028069i,0.00054787-0.0030491i,0.00021734-0.00068562i,0.0021782+0.0058725i,0.0029261+0.011496i,-9.8191e-05+0.010971i,-0.0031733+0.0068523i,-0.0044243+0.0027176i,-0.0033625+3.9642e-05i,-0.001553-0.00091365i
0.0039589-0.0030716i,0.00096404-0.0020019i,0.0033557-0.00091628i,0.0086902+0.0020737i,0.0088646+0.0070862i,0.0042612+0.0064274i,-0.0010429+0.00083527i,-0.0045482-0.0001554i,-0.0055499+0.0036005i,-0.0037979+0.0073129i,-0.00091893+0.0090956i,0.0019034+0.0081814i,0.0028546+0.0058314i,0.0021943+0.0047799i,0.0023464+0.0039109i,-0.00043284+0.001979i,-0.0071195+4.1378e-05i,-0.01103-0.0020475i,-0.0088924-0.0039242i,-0.0042527-0.0042535i,-0.00026016-0.0037291i,0.0027294-0.0016178i,0.0038854+0.0003508i
0.0027523-0.0013023i,8.7245e-05-0.0013157i,-0.0029131-0.00031258i,-0.0040057-0.0024773i,-0.00016281-0.0065016i,0.0066447-0.013064i,0.0080638-0.017284i,0.0033047-0.016038i,-0.0015059-0.011241i,-0.0037362-0.006306i,-0.0040951-0.0034641i,-0.0032114-0.0012041i,-0.0030928-0.00024981i,-0.0032023-0.00059712i,-0.0018305-9.5253e-05i,0.00030027-0.0018754i,0.0029482-0.0070781i,0.0051843-0.0097568i,0.0065941-0.0068663i,0.0045687-0.0024381i,0.00046956+0.00047679i,-0.0027251+0.0026934i,-0.0032964+0.003627i
0.0011182+0.0018494i,0.0029267+0.0014039i,0.0039154+0.0031587i,0.0065356+0.0065209i,0.011406+0.0089789i,0.011389+0.0092116i,0.0090092+0.005512i,0.0066417+0.00022112i,0.0048805-0.0018799i,0.0061465-0.0013931i,0.005769-0.0018735i,0.0022376-0.0032639i,0.0009764-0.0027899i,0.0019218-0.0022042i,0.0019406-0.0018131i,0.0029963+0.00040369i,0.0064732+0.0040417i,0.0086166+0.0070174i,0.0065049+0.007965i,0.0034654+0.0059403i,0.0011636+0.0018789i,-0.00020413-0.0013272i,0.0005874-0.0021024i
-0.0010281+0.0021833i,-0.0012009+0.0014458i,-0.001439-0.00021989i,-0.00028804-0.0014832i,0.0023686-0.0040196i,0.0081183-0.0031528i,0.012859-0.0017398i,0.011677-0.0025914i,0.0067012-0.00017098i,0.0031386+0.0043095i,0.002427+0.0052793i,0.0023916+0.0032577i,0.0031438+0.0018718i,0.0045888+0.0023123i,0.0043449+0.0013235i,0.00059741+0.00050793i,-0.0056228+0.0028723i,-0.0094047+0.0043891i,-0.0082652+0.0019586i,-0.0049404-0.0014234i,-0.0020239-0.0021756i,-0.00025731-0.0011969i,0.0007913-0.00027668i
-0.0010266-0.001238i,-0.0011842-0.0020373i,0.00123-0.00047862i,0.0031692+0.0050967i,-4.9459e-05+0.013312i,-0.00059965+0.01814i,0.0026403+0.014992i,0.0029874+0.0078443i,-0.0010215+0.00079607i,-0.0071916-0.0022833i,-0.0099732-0.00040688i,-0.0069623+0.0026565i,-0.0026101+0.0037573i,-0.0026347+0.002373i,-0.0028756+0.00050461i,-0.0011487-0.0019373i,-0.00069579-0.0059185i,-0.00057044-0.0080098i,0.0013504-0.0061023i,0.0044479-0.0024184i,0.0056755-0.00032664i,0.0041364+0.00037129i,0.001161+0.0012107i
0.0015811-0.0020885i,0.001427-0.001622i,0.00050818-0.00085028i,-0.00067377-0.0012634i,0.0014866+0.001362i,0.0041004+0.0038382i,0.0045936+0.0045896i,0.006056+0.0042536i,0.0071249-0.001162i,0.0061977-0.0082761i,0.0036483-0.010532i,-0.00012192-0.0085149i,-0.0016353-0.0057276i,0.00044974-0.004453i,0.0012018-0.0039178i,0.0025936-0.0014825i,0.0064505+0.00081604i,0.0081235+0.0018042i,0.0048894+0.0026276i,0.00057197+0.0023195i,-0.0019073+0.0010892i,-0.0035097-0.0004814i,-0.0032236-0.0019116i
0.0029406-0.0025685i,0.0019959-0.00063308i,0.00053477+0.001127i,0.00019788+0.0040624i,0.00029088+0.008186i,-0.0057439+0.0092896i,-0.011603+0.0097058i,-0.0090002+0.0096282i,-0.0024559+0.0074974i,0.0035829+0.0061563i,0.0063078+0.0051149i,0.0053324+0.0025335i,0.0036151+0.00097371i,0.0029728+0.0027943i,0.0025583+0.004066i,0.00069652+0.0041735i,-0.0017104+0.0061257i,-0.0034261+0.0066236i,-0.0038278+0.0045952i,-0.0024964+0.0022552i,-0.00075292+0.00097404i,0.0013138+0.0012208i,0.0026136+0.0011717i
0.00069049-0.0022626i,-0.0029601-0.0010604i,-0.0037331+0.00049936i,-0.0018412-0.00020659i,-0.00079136-0.0040352i,-0.0022247-0.0037278i,-0.0045732-0.00023146i,-0.0051746+0.00089722i,-0.0051377+0.0018438i,-0.0060172+0.0021994i,-0.0044554+0.0025274i,-0.0012506+0.0029804i,-0.00054836+0.0029466i,-0.0029257+0.0013894i,-0.0036628-0.0010172i,-0.0041312-0.0028468i,-0.0066421-0.005413i,-0.0064312-0.0071345i,-0.0034391-0.0070826i,-0.0019562-0.0053884i,-0.0018665-0.0030008i,-0.0012332-0.0009194i,-0.00020913-6.0543e-05i
0.0025734+0.0021085i,0.0027016+0.0006778i,0.0039598+0.00061696i,0.0020244+0.00085881i,-0.0048053-0.00074131i,-0.0088797-0.0020855i,-0.0096601-0.0033766i,-0.0099453-0.004172i,-0.0054874-0.0048082i,-0.00098592-0.0072878i,-0.00063239-0.0077789i,-0.0012723-0.0040914i,-0.0010523-0.0017163i,0.00017335-0.0027516i,0.0016437-0.0030584i,0.0041789-0.0033781i,0.0069454-0.0038219i,0.0074133-0.0019067i,0.0054011+0.0010639i,0.0023882+0.0024746i,0.00075763+0.0027286i,0.00058471+0.0029234i,0.00076929+0.0018572i
-0.001502+0.0022999i,-0.0024265+0.0019116i,-0.0031177+0.00080822i,-0.001188-0.0013531i,0.0015316-0.00079832i,0.0046083-0.0027018i,0.0040767-0.0071748i,0.00020279-0.0059654i,0.00079059-0.00064271i,0.0065942+0.002439i,0.010232+0.00090221i,0.0089511-0.0023698i,0.0056942-0.0034889i,0.0039193-0.0015632i,0.0033464+0.0003066i,0.0016325+0.0020365i,0.00038425+0.0045416i,-0.00070584+0.0052857i,-0.001497+0.0029301i,-0.0014442+0.00034426i,-0.0026304-0.00020501i,-0.0023322-2.3167e-05i,-0.00033089+0.00013005i
-0.00091462+0.00035872i,0.00062335+0.00060151i,0.0015521+0.003638i,0.0017713+0.0074876i,0.0043786+0.0076982i,0.0057999+0.00028953i,0.0024844-0.0085462i,-0.00089218-0.0094953i,-0.0025737-0.0041572i,-0.0036307+0.0026213i,-0.0027615+0.0071305i,-0.00084143+0.0069499i,-0.00050469+0.0040028i,-0.0011979+0.0026122i,-0.0016435+0.0019733i,-0.0025532+0.00033193i,-0.0040646-0.00097318i,-0.0046196-0.0017658i,-0.0029271-0.0015423i,-6.346e-05-0.0008671i,0.0008621-0.0010314i,2.4824e-06-0.00086535i,-0.00069827-2.2623e-05i
0.00029214-0.0033415i,-0.00072031-0.0032529i,4.1498e-05-0.00093509i,0.0035128+0.00087452i,0.010903-0.00081574i,0.01365-0.0025456i,0.011951-0.0030429i,0.010438-0.0049931i,0.0059863-0.0061876i,0.001147-0.0058651i,-0.0019226-0.0041246i,-0.0022087-0.0010989i,-0.0010278-0.00017122i,-0.00014063-0.0022951i,0.00066196-0.0032161i,0.0020258-0.003114i,0.003157-0.0045492i,0.0032969-0.004628i,0.0027344-0.0020192i,0.0028437-0.001162i,0.0026532-0.0012819i,0.0015807-0.00044909i,0.00071823-0.00013096i
0.0036074-0.00058605i,0.0028433+0.0012308i,0.0036127+0.0041391i,0.0050268+0.0041777i,0.0041886+0.00087988i,0.0035752+0.0013325i,0.0046336+0.0021995i,0.005777-0.0011041i,0.0055107-0.0028595i,0.0050472-0.0022656i,0.0042464-0.0026456i,0.0014745-0.0025867i,-0.00030701-0.0010183i,0.00071855+0.00068103i,0.0016098+0.0024732i,0.0023193+0.0038189i,0.0027531+0.005329i,0.0023829+0.0059162i,0.0013021+0.0047275i,0.00011265+0.0027432i,-0.00055236+0.0019224i,-0.00076505+0.0013395i,-0.0012186+0.00094898i
0.00090416+0.00084895i,-0.0012902+0.0014689i,-0.00065804-0.00061183i,0.0016305-0.0033697i,0.00065016-0.00059049i,0.0033792+0.00471i,0.0091888+0.0069571i,0.00984+0.0059642i,0.0057763+0.0046844i,0.0020904+0.0061995i,0.0026512+0.0072647i,0.0033938+0.0050665i,0.002213+0.0018028i,0.0010899-8.1958e-05i,0.00013949-0.00064623i,-0.001207-0.00036046i,-0.0035308+0.00048312i,-0.0046228+0.00014647i,-0.0026834-0.0017878i,-0.001418-0.0022145i,-0.0011603-0.0021768i,-0.0012668-0.0019305i,-0.0011094-0.0010568i
-0.00021321+0.00091381i,-0.00050771-0.0017235i,-0.0025901-0.0017275i,-0.0052949+0.0029055i,-0.0061833+0.0097177i,-0.0043517+0.010653i,-0.0015427+0.0072064i,0.00039385+0.0054103i,-0.00042521+0.0027236i,-0.0044151+0.00073718i,-0.0069666+0.0011608i,-0.0055297+0.0026413i,-0.0028422+0.0029523i,-0.0018156+0.0011284i,-0.00085858-8.4273e-05i,-0.00024363-0.0013954i,-0.0013838-0.0036045i,-0.0014686-0.004849i,-0.00058636-0.0031096i,0.00012357-0.00043373i,0.00070099-0.0003717i,0.0015265-0.00084405i,0.0017467-0.00061451i
0.0019743+0.0018123i,0.0033421+0.0017671i,0.0039979+0.0042991i,0.0042057+0.0057025i,0.0063412+0.0059432i,0.0035307+0.0063598i,-0.0020276+0.0071177i,-0.0025761+0.0068516i,-0.00041868+0.0030827i,0.0012763-0.0026137i,0.0013684-0.0062899i,-9.3989e-06-0.0050903i,-0.00056487-0.0017328i,0.00046335-0.00020096i,0.001027-0.00035964i,0.001116-0.00072699i,0.0021935-0.00068959i,0.0029205-0.00032386i,0.0020644+0.0002136i,0.00090996+0.00072119i,-0.00011061+0.0012789i,-0.00068964+0.0018425i,-0.00069591+0.002657i
-0.003828-0.0019082i,-0.0044516-0.00093826i,-0.0028733+0.0041713i,0.00017141+0.0086552i,0.00011603+0.0066204i,-0.0038265+0.0025771i,-0.0079429+0.001216i,-0.0076463+0.00025203i,-0.0037361+1.2493e-05i,0.00053593+8.409e-05i,0.0030962-0.000523i,0.002829-0.0027874i,0.0014787-0.0036268i,0.00018732-0.0022278i,-0.00027151-0.0010325i,-0.00035265-8.0848e-05i,-0.0019182+0.0014327i,-0.0030695+0.0017372i,-0.0021684+0.00038923i,-0.0015991-0.00079241i,-0.0024254-0.00077118i,-0.0028648-0.00031336i,-0.0019816-0.00036278i
-0.0051937+0.0047698i,-0.0064359+0.0087446i,0.0005161+0.023078i,0.0093866+0.021791i,0.013086+0.013556i,0.012442+0.0021227i,0.002398-0.005526i,-0.005367-0.0045807i,-0.0038614-0.00066817i,0.00074264+0.0019137i,0.0026422+0.0013511i,0.001836-0.0011929i,-0.00079326-0.0032451i,-0.0033382-0.003728i,-0.0039447-0.0019326i,-0.0031662+0.00039462i,-0.0024092+0.00047281i,-0.00095574-0.0019864i,-1.9171e-05-0.0024752i,-3.7067e-05-0.00041823i,5.1254e-06+0.00010768i,0.00041519-0.00020115i,0.0014664+0.00028429i
0.0066443-0.0029824i,0.004349-0.0036261i,0.0019921-0.007281i,-0.0009582-0.0071164i,-0.0047684-0.0027493i,-0.0054941-0.00044441i,-0.0031471-0.0025113i,-0.0015568-0.0051844i,-0.00054003-0.0057978i,0.00013043-0.0064962i,-0.0008096-0.0065249i,-0.0014486-0.0033732i,-0.00056038+0.00084686i,7.509e-05+0.0023522i,-0.0005618+0.0014964i,-0.00064382-0.00017479i,0.00094066-0.0014335i,0.0023669-0.0012003i,0.0024814-0.00034871i,0.0019685+5.3878e-05i,0.0016131+0.00052711i,0.0017631+0.00084341i,0.0015988+0.00056462i
0.0044717+0.0010388i,0.0052307-0.00049766i,0.0034943-0.002934i,0.0015224-0.0019672i,0.0034834+0.00027577i,0.0040943-0.0013935i,0.0030488-0.0054787i,0.0016363-0.0069903i,0.0020724-0.0053297i,0.004999-0.0028916i,0.0068531-0.0017303i,0.0054423-0.00079808i,0.0026783-0.00037381i,0.0017247-0.00075994i,0.0024341-0.0012491i,0.0027342-0.0015693i,0.0026871-5.3156e-05i,0.0021352+0.002569i,0.00048479+0.0030514i,-0.00056215+0.001097i,-0.0016185-0.00031705i,-0.0030086-0.00052208i,-0.0029851-0.00056054i
-0.00015559-0.00023518i,0.00012066-0.0022862i,-0.0011963-0.0026683i,-0.0018228-0.00092647i,0.00031264-0.0015864i,0.0034628-0.0032533i,0.0058412-0.0051103i,0.0065615-0.006159i,0.0051842-0.0029488i,0.0037248+0.0027964i,0.0025173+0.0053054i,0.0016623+0.0043988i,0.0020542+0.0028783i,0.0023855+0.0031044i,0.00186+0.0037263i,0.00028048+0.0024757i,-0.0024352+0.00096008i,-0.0039144-2.3295e-05i,-0.0024207-0.0010343i,-0.00024352-0.0022573i,0.00037826-0.0033854i,0.00011322-0.0034988i,0.00020716-0.002986i
-0.0025754-0.0047451i,-0.0046719-0.002147i,-0.0032812+0.0018672i,0.0004595+0.0043975i,0.0020495+0.0039224i,0.0039661+0.0043272i,0.0070136+0.0048712i,0.0071094+0.0033232i,0.0032466+0.0021996i,-0.0013495+0.0028746i,-0.0024105+0.0036839i,-0.0010727+0.0037586i,-0.00040398+0.0030672i,5.4046e-05+0.0014052i,-0.00019828-4.7075e-05i,-0.00031213-0.0014482i,0.00058355-0.0034481i,0.0014115-0.00352i,0.0017362-0.0017582i,0.0011053+0.00092503i,0.00083877+0.0024147i,0.0010206+0.0023237i,-0.00021626+0.0019944i
0.001429-0.0035054i,0.00020465-0.0019315i,0.0014839-0.00092464i,0.002178-0.0019537i,0.00092824+0.00050238i,0.0022322+0.0035468i,0.0047671+0.0039698i,0.0042153+0.0030837i,0.001713+0.001403i,-6.9732e-05-0.0005021i,-0.0010342-0.0013492i,-0.001379-0.00082565i,-0.0014298-0.00075835i,-0.00081285-0.0011697i,0.00046106-0.0017755i,0.0015036-0.0020433i,0.0019086-0.001048i,0.0016121-8.2529e-05i,0.00020086+0.00012718i,-0.00049122-0.00014614i,-0.00025715-0.00036992i,-0.0013588+0.00027155i,-0.0015853+0.00053184i
0.0013333-0.00021012i,0.002953-0.00079328i,0.0027508-0.0037013i,0.0026844-0.0042974i,0.0039565+0.000925i,0.0039591+0.0054745i,0.0019379+0.0065573i,-0.00015665+0.0055671i,-0.0015915+0.0039976i,-0.00088956+0.0043104i,0.0010261+0.0046482i,0.0019952+0.0032931i,0.0016577+0.0010975i,0.0014693+0.00038891i,0.0020678+0.0013381i,0.0012802+0.0020353i,-0.0004311+0.0023148i,-0.0023059+0.0011494i,-0.0032822-0.00032129i,-0.002421-0.00060021i,-0.0017276-0.00064528i,-0.0014896-0.00042484i,-0.0014027+0.00015257i
0.001751-0.0002414i,0.0019874-0.0015109i,-0.0020818-0.0013496i,-0.0050479+0.0013712i,-0.0019616+0.002062i,-0.0020626+0.0024257i,-0.0039545+0.0044778i,-0.0031856+0.0036366i,-0.0032945+0.0013779i,-0.0054295+0.00026409i,-0.0059429-0.00063863i,-0.0040522-0.00027236i,-0.001788+0.00066792i,-0.00048622+0.00056126i,-2.1646e-05-0.00010565i,-0.00050809-0.00049646i,-0.001474-0.0017983i,-0.0011261-0.003056i,0.0006534-0.0027535i,0.0019095-0.0021362i,0.0021909-0.00043734i,0.002271+0.0010419i,0.001739+0.0010682i
0.0013198-0.0020239i,0.0013859-0.0023297i,0.0028262+0.0017462i,0.003546+0.0055727i,0.00095761+0.0028558i,-0.002137+0.0030262i,-0.0038652+0.0043248i,-0.0046121+0.0011486i,-0.0046853-0.0025261i,-0.003801-0.0056278i,-0.0029167-0.0062343i,-0.0028224-0.0032783i,-0.0014584-0.00046222i,0.0011204+0.00014631i,0.0022215-0.0010808i,0.0024294-0.0024001i,0.0025-0.0017886i,0.001702+0.0002919i,0.00013343+0.0015182i,-0.0012532+0.001013i,-0.0017062+0.00099709i,-0.0017722+0.0015663i,-0.0018156+0.00079765i
0.0028429-0.0044343i,-0.00074037-0.0062295i,0.0001367-0.006891i,0.0014572-0.005724i,-0.0024238-0.0031278i,-0.0037754-0.0015938i,-0.0037155-0.0029548i,-0.0035004-0.0043105i,0.0002951-0.003807i,0.0033527-0.0034126i,0.0041539-0.0041558i,0.0027245-0.0040353i,0.00093111-0.002345i,0.0010426-0.00036423i,0.0018345+0.00081746i,0.0015665+0.0011366i,0.00055176+0.0014766i,0.0004309+0.0017644i,0.00081277+0.0013351i,0.0010059+0.0007831i,0.0010599+0.00057052i,0.00067188+0.00019765i,0.00050021-0.00041591i
0.0014049-0.00046402i,-4.0626e-05+0.00099156i,1.2518e-05+0.0021789i,0.00031+0.0020535i,-0.00033042+0.0037003i,-0.00010819+0.0014921i,-0.0012447-0.002814i,-0.0011244-0.0040253i,0.001458-0.0027967i,0.0023212+0.00015706i,0.0026724+0.0015208i,0.0031562+0.00079911i,0.0026478+0.00014998i,0.001333-9.9076e-05i,0.00058652+0.00058008i,1.2621e-05+0.0009704i,-0.00092104-5.9896e-05i,-0.0015751-0.0016463i,-0.0014267-0.0023382i,-0.0010997-0.0013534i,-0.00087872-0.00053215i,-0.00042929-0.00039795i,-0.00042168-0.00048903i
0.00014962+0.0024871i,0.0020419+0.0025721i,0.0033345-0.000746i,0.0020378-0.0022926i,0.0032397-0.0006961i,0.0037407-0.0022887i,0.002792-0.0047929i,0.0026394-0.0053422i,0.0018999-0.0047156i,0.00068573-0.003846i,0.0004184-0.0019678i,0.00092863+0.00021883i,0.0011348+0.0016395i,0.0007921+0.001778i,0.0011177-3.0983e-05i,0.00087988-0.0013859i,0.0007921-0.0017499i,0.0016325-0.0016273i,0.001899-0.00063467i,0.0023061+0.00050634i,0.0017844+0.0001178i,0.00035927+0.00029517i,-0.00029329+0.00082048i
-0.00057666-0.00026414i,0.00171-0.00089124i,-0.00059344-0.00064251i,-0.0014028+0.0022928i,0.002249+0.0023526i,0.0036872+0.0011807i,0.0046058+0.00077882i,0.0049349-0.0014718i,0.0055927-0.002337i,0.0063662-0.00026004i,0.004595+0.0014996i,0.0016846+0.0020104i,-0.00061269+0.0019655i,-0.0011255+0.0017668i,-0.00044296+0.0010276i,0.00067584-0.0002272i,0.0010329-0.00021384i,-9.8179e-06+0.00089169i,-0.0014077+0.0015331i,-0.0016018+0.00043948i,-0.0017128-0.0012898i,-0.001604-0.0019263i,-0.00064135-0.0017163i
0.0011039+8.984e-05i,0.000229+0.00036121i,1.8168e-05+0.0038918i,0.0030937+0.0052448i,0.0038503+0.00069313i,0.0042695-0.00077342i,0.0063431+0.0006765i,0.0056945+0.0014441i,0.0038299+0.0026123i,0.0018448+0.0046312i,0.00030651+0.0055538i,0.00022977+0.0028545i,0.00051615-0.00010933i,-5.1807e-05-0.00087081i,-0.00077216-0.00086458i,-0.00021644-7.9176e-05i,-0.00054445+0.00080392i,-0.001406+0.00063682i,-0.0014543+0.00052874i,-0.00044496+0.00085611i,0.001091+0.00089571i,0.0018287+0.0011306i,0.0019414+0.0013556i
0.0031496-0.0010011i,0.00081084-0.0032488i,0.0013083-0.0039078i,0.0020061-0.0028718i,-0.0016281+0.0015783i,-0.000813+0.0056236i,0.0010127+0.0050789i,0.0005816+0.003476i,-0.00055126+0.002264i,-0.0020872+0.0023072i,-0.001914+0.0035567i,-7.3341e-06+0.0031131i,0.0018398+0.0012465i,0.0024361-0.00044793i,0.0011171-0.0015161i,-0.0002911-0.0018718i,-0.00093485-0.0023693i,-0.00098463-0.0023825i,-0.00078842-0.0017465i,-0.0010682-0.0010657i,-0.0015455-0.00029555i,-0.0013959+0.00013853i,-0.00083505+0.00046435i
