0.001298-0.00079607i,0.00039457-0.0016245i,-0.0003421-0.0023434i,-0.00060507-0.0012985i,-0.00070856+0.00055332i,-0.0016352+0.0010566i,-0.0021815+0.0010579i,-0.0006945+0.0015181i,0.0010747+0.0012507i,0.00139-0.00017382i,0.00080211-0.0009866i,-0.00079675-0.00088583i,-0.0011194-0.0012417i,-3.282e-05-0.0010273i,0.0004342-0.00068101i,0.00047877-0.00053555i,0.00039598+4.1342e-05i,-0.00011367-0.00038521i,0.000257-0.0011743i,4.8854e-05-0.00091597i,-0.00045935-0.0005839i,-0.00012376-0.00067991i,-0.00033478-0.00042964i
-0.0017328+0.00098112i,-0.0016085+0.00036333i,-0.0013679+0.00033631i,0.00023046-0.00013148i,0.0016474-0.00074164i,0.0013183-0.00054479i,0.00027489-0.00033551i,-2.2531e-05+0.00029889i,-0.00042336+0.0010178i,-0.00030353+0.00088068i,0.00012643+0.00042977i,0.00032602+0.00061119i,0.00059572+0.0011566i,0.00042168+0.00079897i,0.00019537+0.00074654i,0.00052374+0.00048538i,0.00056124-2.6325e-06i,6.967e-05+0.00027022i,6.0652e-06+0.00046047i,0.00052833-0.00018071i,0.00080577-5.6006e-05i,0.00039282+0.000701i,0.00010141+0.00015973i
0.00032123+0.0004001i,-0.00031508+0.00054356i,-0.00081591+0.00047753i,0.00024444-0.00029246i,0.0015525-0.00059693i,0.0014731-0.00018018i,0.00057579-0.00035565i,-0.00039846-0.00013616i,-0.0005899-0.00023484i,1.4561e-05-0.00029291i,0.00070673+0.00013933i,0.0010622-0.00039896i,0.0011125-0.00062208i,0.00048737+0.00017659i,-0.00035222-0.00011036i,-0.00048474-0.0010076i,0.00086875-0.00071516i,0.001164-0.00022891i,5.6277e-05-0.00047973i,-0.0007346+0.00015816i,-0.00067539+0.0011447i,-0.00010423+0.00056022i,0.00048582-2.5942e-05i
0.0010722+4.1825e-05i,0.00069376+0.00031769i,0.00072448-0.00014122i,0.0012874-0.00042314i,0.0009772-0.00017513i,0.00040378-0.00071954i,-0.00019037-0.00081173i,-4.675e-05-0.0004492i,0.00039381-0.00088656i,0.00014482-0.00085414i,-0.00019145-0.00063258i,-0.00029327-0.00029849i,-0.0002364-0.00041825i,0.00059632+0.00011256i,0.0003239+0.00034702i,-0.0003528+0.00031399i,-0.00019676+0.00028169i,-0.00016772-0.00051222i,-0.00019151-0.0011729i,-0.00032174-0.00094438i,-5.3323e-05-0.00048246i,-0.00013581+2.7791e-06i,-0.00092954+0.00053062i
0.00089871+0.00062561i,0.0016437+0.0006059i,0.0015693+0.00037438i,0.0016159-0.00052214i,0.0011235-0.00039876i,-0.0001671-0.0002782i,-9.659e-05-0.00046081i,0.000109+0.00036043i,-0.00030423+5.8811e-05i,-0.00044253-0.00042211i,-0.00051739+0.00011138i,-0.00012821+0.00037773i,0.00014548+0.00081648i,0.00012327+0.00067107i,0.0003519-0.00035644i,0.00096566-0.00065015i,0.0015512-0.00042688i,0.00089124-0.00016286i,-0.00013461-1.4777e-08i,0.00012121+4.4578e-06i,0.00089196-0.00035045i,0.00043908-0.00021843i,-0.00075455+0.00031303i
-0.0023226-0.0018323i,-0.0023289-0.0013533i,-0.0027747-0.00081428i,-0.0019908+0.00016925i,-0.00079243+1.514e-05i,0.00032564-0.0012107i,0.00053117-0.00052892i,-0.00031807+0.00075309i,-0.0012494+0.00025932i,-0.0013602-0.0010881i,-0.00059209-0.00098901i,0.00034968-0.00030618i,0.00074675+0.00032373i,0.00045706+0.00051411i,-0.00019801+0.00088926i,-0.00024745+0.0010373i,1.1842e-05+0.00094056i,0.00016166+0.00057176i,0.00051809+0.00010118i,1.4506e-05+4.0127e-05i,-0.00035314-0.00011266i,-0.00011723-0.00039398i,1.8397e-05-0.00068608i
-0.00059677-0.00057522i,0.00022262-0.00025346i,-0.00029532-0.00020746i,-0.00053144+0.00043386i,0.00030668+0.00058444i,0.0012809+0.00042356i,0.00082552-0.00084702i,0.00016399-0.0010123i,0.00065601+1.2139e-05i,0.00070372-0.00037056i,0.00014689-0.00048428i,-0.00016694+0.00019414i,0.00044208+0.00068293i,0.0011113+0.00056366i,0.00083497+0.00024279i,-0.00020284-0.00051969i,-0.00047467-0.00020787i,-0.00011527+0.00094483i,3.5994e-05+0.00034617i,-0.00035642-0.00019148i,-0.00057344-0.00033814i,-7.4832e-05-0.00056624i,0.00058246-0.00029892i
0.0016345+0.00079822i,0.0021215+0.00018043i,0.0023101-0.0014016i,0.0012677-0.0013473i,0.00079581-0.00070837i,-6.4962e-05+0.000271i,-0.00061798+0.0017611i,-2.9656e-05+0.0018492i,0.0005198+8.6693e-05i,3.4211e-05-0.00080656i,0.00010749-0.0002155i,0.00080197+0.00020985i,0.00046005+0.00016675i,-9.8471e-05-0.00041814i,-0.0010097-0.00045972i,-0.00060134-0.00034731i,0.00052645+0.00012481i,0.00037465+0.00022834i,-4.778e-05-0.00074893i,-3.1473e-05-0.00080022i,-0.00046249-0.00029616i,-0.00073212+0.00012979i,-0.00065755+0.0005992i
-0.0016058+6.2e-05i,-0.0010677-8.2862e-05i,-0.00080194+0.00092313i,-0.00024038+0.00061812i,-0.0002033-0.00077687i,-0.0013806-0.0014423i,-0.0013275-0.0015108i,-0.00056562-0.00066787i,-0.00042246+1.8975e-05i,-5.5643e-05+9.902e-05i,0.00022543+0.00029045i,-1.7766e-05+0.00034i,-0.00011273-0.00029075i,-0.00021277-0.00054821i,0.00044998+0.00089422i,0.0012653+0.00092506i,0.00080093-0.0005681i,-0.00026516-0.00092894i,-0.00044148-4.651e-05i,0.00029503-8.0219e-05i,0.0002767-0.00024025i,0.00036469-1.1465e-05i,0.00055751-0.00024906i
-0.0014206+0.00046604i,-0.00067635+0.001195i,-0.00036722+0.0022559i,0.00052944+0.00221i,0.00053016+0.0018635i,0.0004538+0.00012827i,0.00042886-0.00053124i,0.00048+0.00034325i,0.00025637+3.855e-05i,0.00041806-0.00054964i,0.00083165-2.0954e-05i,0.00051152+0.00040806i,0.00066768+0.00059565i,-3.1677e-05+0.00079008i,-0.00060935+0.00022567i,-0.00020744+6.2688e-06i,-0.00022398-3.9991e-05i,-0.00046564-0.00014457i,-0.00067624+0.00024792i,-0.00043664+0.00052131i,-0.00047148+0.0005473i,-0.00044323+3.1873e-05i,0.00048944-0.00045838i
0.0009573-0.0011025i,-9.9246e-05-0.00041994i,-0.00016007-0.00078106i,-0.00043939-0.0010598i,1.9596e-05-0.00050727i,0.00077682+0.00046831i,0.0010036+0.00078131i,0.0012801-0.0001533i,0.0011319-0.0010081i,7.0325e-06-0.00016112i,-0.00045672+0.00052984i,-0.00029794+0.00092079i,-0.00063722+0.00050768i,-0.00021477-0.00077001i,0.00027419-0.0011352i,-1.7956e-05-0.00067361i,0.00084393+0.00018607i,0.0011033+0.00032324i,0.00033383-0.00011718i,2.4684e-05-0.00032482i,-0.0006806-0.00054209i,-0.00093244-0.00060415i,-0.00074613-5.756e-05i
-0.00023729+0.0011394i,-0.00048299+0.0012009i,-0.00063433+0.0011222i,0.00012781+0.0012986i,0.0010316+0.00029593i,0.0010079-0.00047188i,0.00063813-0.00049716i,0.00064155-6.29e-05i,0.00052314-0.0001901i,-2.2984e-06-0.0010051i,-0.00058039-0.0012892i,-0.00059123-0.00072389i,-4.5972e-05+3.8451e-05i,0.00035106+0.00015385i,0.00023333-0.00024146i,0.00010867-0.00017841i,-6.8299e-05+0.00034776i,9.5874e-05+0.0001485i,-2.0371e-05-0.00095589i,-6.1128e-05-0.00099374i,-0.00015265-0.00038825i,-0.00028824-0.00052404i,-2.6859e-05-0.00070722i
0.00011317+0.0025599i,-0.00023746+0.0028942i,3.3161e-05+0.0019858i,0.0011065+0.0017287i,0.0026219+0.0014017i,0.0021366-4.1873e-05i,0.00017969-0.00064736i,-0.00021041-0.00029085i,0.00053499-0.00019318i,0.00063887+0.00017321i,-1.49e-05+0.00081235i,-6.4154e-05+0.00094493i,0.00020877+0.00077295i,0.0001038+0.00036191i,0.00050338+0.0001643i,0.00064636-0.00029188i,0.00018926-0.00028173i,0.00028316+0.00019694i,0.00068757+4.0688e-05i,0.00061562-7.5261e-05i,-0.00017456+0.00010687i,-0.0001357-0.00015925i,0.00056048-0.00058944i
-0.001766+0.0006344i,-0.00049954+0.00034275i,-0.0003423+0.00036744i,-0.0005783+8.1671e-05i,-9.4889e-05-0.00018033i,0.00038826-0.00020395i,0.00060888-0.00026058i,0.00060843-0.00045048i,0.00066688-0.00029072i,0.00050348+0.00011085i,6.0113e-05+5.0061e-05i,-0.00059686+0.00043661i,-0.00048309+0.00011291i,0.00024932-0.00058172i,4.9884e-05-1.719e-05i,-5.3215e-05+0.00047553i,0.00037578+0.0002801i,0.00050726-0.00018492i,0.00032786-0.0006384i,-0.00041213+0.00034188i,-0.00074714+0.0012565i,-0.00029352+0.0011084i,-0.0004724+0.0011448i
0.00030476-0.002071i,-0.00062855-0.0024265i,0.00074778-0.0029259i,0.0014287-0.0018245i,0.00086889-0.00034259i,-8.6889e-05-0.00068902i,-0.00034778-0.0010808i,0.000367-0.00062526i,0.00080631-0.00058019i,0.00074764-0.00017905i,0.00038609+3.7357e-05i,-0.0002917+0.00049213i,-0.00053431+0.00068845i,-0.00050252-0.00012712i,-0.00013759-0.00034063i,-0.00018168+0.00020497i,-0.00021002-0.00015083i,6.864e-05-0.00074732i,0.0001574-0.0010655i,8.0709e-05-0.0011341i,-0.0003069-0.00080567i,-0.0001468-0.000283i,0.00019187+0.00028244i
0.002035+0.0005713i,0.0020749+0.0017338i,0.0031415+0.0021237i,0.0023846+0.0012359i,0.00089675+6.4816e-05i,0.00021028-0.00055012i,0.00082437-0.00040617i,0.0018915+0.00010144i,0.0021416+0.00051158i,0.00079227-0.00033849i,-0.00024389-0.0010175i,-0.00029444-0.00038423i,-0.00013719-8.1464e-05i,0.00036323-0.00067276i,4.5152e-05-0.00092338i,-0.00020963-0.00052572i,0.00032411-0.0002788i,-4.2246e-05-0.00047412i,-0.00033094-0.00066518i,-0.00043663-0.00058474i,-0.0006792+4.1811e-05i,-6.156e-05-0.00058496i,7.1579e-05-0.0017611i
-0.00031922+0.00099742i,-0.00059682+0.00039848i,-0.00023842+0.00048053i,-2.2438e-05-0.0003229i,0.00077188-0.001496i,0.00070266-0.0010842i,6.4646e-05-0.00026158i,-0.00041142+6.4515e-05i,-0.00059697-0.00021026i,0.00019144-0.00063292i,0.00053071-0.00083169i,0.00040465-0.00067929i,0.00018602+0.00011292i,0.00037769-0.00012185i,0.00010446-0.00010114i,-0.0003728+0.00017577i,-7.1781e-05-0.00010899i,0.00015308-0.00032005i,3.3524e-05-0.0001669i,-0.00051221+0.00022329i,-0.00054065-0.00021662i,-7.3276e-05-0.00066488i,0.00020726-0.0004217i
-0.00084095-0.00058929i,-0.0017321+9.0185e-06i,-0.0012242-0.00028552i,-0.00071062-0.00047586i,-0.000752-0.00079002i,-0.00057871-0.00095221i,8.4709e-05-0.00060553i,0.0005578-0.0004329i,0.00062282-0.00060884i,0.00051333-0.00089273i,0.00062212-0.00017039i,0.00029534+0.00015951i,-0.00052584-2.0526e-05i,0.00010591+0.00025598i,0.00035649+0.00046944i,0.00034071-0.00021471i,0.00066739-0.001211i,0.00095302-0.0015064i,0.00088389-0.00083184i,0.00062875-0.00066465i,0.00046662-0.00043361i,0.00021092+0.00033857i,-0.00022214+0.00054976i
-6.6661e-05+0.00049208i,-0.00069874-0.00043292i,-0.0013725-0.00085134i,-0.00051909-0.00023565i,0.00021759-0.00098962i,-9.7295e-05-0.001347i,-7.9504e-05-0.00093856i,-9.6177e-05-0.00022916i,-0.00045044-0.000236i,-0.00082992-0.0004008i,-0.00097862-8.8963e-05i,-0.0010018+0.00059083i,-7.8234e-05+0.0010349i,0.0002724+0.00055599i,-0.00061755-0.00030209i,-4.9012e-05-0.00015319i,0.0010297+0.00012104i,0.00063855-0.00030935i,0.00021733-0.00060117i,0.00047376-0.0002062i,0.00028974+0.00028287i,-0.00014237+0.00010695i,-0.00030975-0.00035364i
-0.0004722-0.00049473i,-0.00024811-0.0011074i,-0.00036138-0.0009978i,0.000923-0.0011399i,0.00152-0.0013583i,2.8362e-05-0.00079877i,-0.00023963+0.00018504i,0.0004382+0.00032644i,0.00064857+3.4709e-07i,-0.00033441+0.0001154i,-0.00084604+8.1757e-05i,-0.0006078-0.00044078i,-0.00010037-0.00033647i,5.569e-05+8.3374e-05i,0.00020584+0.00055416i,6.0213e-05+5.0718e-05i,-0.00010659-0.0010389i,-0.00018365-0.00070267i,-0.00028003+4.7156e-05i,-6.4272e-05-7.1549e-05i,-0.00077191-0.00015886i,-0.00062335-0.00050698i,0.00068448-0.00052761i
-0.00013465+0.00010495i,0.00027944-0.0019666i,0.00065338-0.00096936i,-0.00062247-0.00061237i,-0.0015646-0.00055233i,-0.0010099-4.9151e-05i,-0.00053489+0.00022208i,-0.00044298+1.6321e-05i,-2.2441e-05-0.00060644i,0.00015317-0.00052648i,0.00035438-4.9427e-05i,0.00037058-3.5336e-06i,0.00040255-0.00043882i,0.00036839-0.0003944i,0.00031091+4.6042e-05i,0.0008018+0.00047362i,0.00073681+0.00010426i,0.00019907-0.00074103i,0.00029379-0.00029913i,0.00042406+0.00013001i,0.00029385+0.00018265i,0.00040446+0.00017637i,0.0003055-0.00021611i
0.003051-0.00013483i,0.0037862-0.0003991i,0.0039625-0.0012974i,0.0029191-0.0017344i,0.0012687-0.0022171i,5.3264e-05-0.00311i,-0.00064082-0.0024927i,-0.00045692-0.0014157i,0.00024034-0.0012433i,-4.6546e-05-0.0010707i,-0.00071161-0.00091848i,-0.00059098-0.0010825i,-0.00036907-0.00092869i,0.00027782+8.1129e-05i,0.00059175+0.00036898i,0.00058799-8.3417e-05i,6.5172e-05-2.137e-05i,3.2502e-06-0.00059424i,0.00046959+0.00010486i,-0.00031428+0.00073668i,-0.0004644-2.9039e-05i,0.00010914+0.00016018i,-0.00021229+0.00044137i
0.0020307+0.0012815i,0.0021668+0.0010793i,0.0034601+0.00078017i,0.0043892+0.00021142i,0.0029356-0.0009421i,0.0010299-0.0020304i,0.00080414-0.0012194i,0.00083755+0.00035624i,0.00094097+0.00076195i,0.0013248+0.00030487i,0.0012345-0.00076515i,0.00076386-0.0017953i,0.00015221-0.0020861i,9.5085e-05-0.0009898i,0.00023646-0.00069733i,0.00023206-0.00025761i,0.00021634+0.00065289i,-4.7256e-06+0.00072633i,-0.00036309-9.6028e-07i,-0.00016047-0.00095104i,0.00018013-0.00061358i,0.00042797-7.0709e-05i,0.0005906-0.00013053i
-0.00077441+0.00078576i,-1.3378e-05+0.00038406i,7.9046e-05+9.3117e-06i,-6.1901e-05-0.00061315i,0.00046909-0.00082133i,0.0013732-8.0454e-05i,0.00089389+0.00051815i,0.00026896+0.00037993i,-8.0707e-05+0.00027748i,-0.00070568+0.00041378i,-0.00044034+0.00096856i,0.00047227+0.00082232i,0.00061191-0.00010718i,0.00039606-8.5677e-05i,0.00023838-0.0001306i,-0.00027202-0.00045149i,-0.00082553-0.00065032i,-0.00013456-0.0001693i,0.00038935+0.00028299i,0.00019865-4.7845e-05i,-7.2088e-05+0.00012019i,-0.00043632+0.00053575i,-0.00022098+0.00017051i
0.00017144+0.001022i,-0.00019002+0.0022403i,-0.0002946+0.0025831i,0.00096932+0.001054i,0.00078931-3.9042e-05i,0.00037242-0.00016381i,0.00097284+0.00050855i,0.0005992+0.00082496i,0.00047855+0.00029777i,0.00086431-0.00047552i,0.0011271-0.00087393i,0.0012046-0.0009886i,0.00092886-0.00017325i,0.00052944+0.00046906i,0.00058562-0.00020799i,0.00085955-0.00087254i,0.00038025-0.00074391i,-0.00014965-0.00061145i,-0.00013372-0.00052887i,-0.00027548-0.00045798i,-0.0005112-0.00044626i,-0.00072788-0.00011376i,-0.00080641+0.00025984i
-0.0018014+0.0032444i,0.00033641+0.00266i,0.00071084+0.0033178i,0.00085132+0.0022947i,0.0012379+0.00024617i,0.0013388-0.0013305i,0.0017198-0.00088174i,0.0017471+0.0003669i,0.0012787+0.0011299i,0.0014928+0.0010231i,0.001433+0.00020146i,0.00082187-0.0011108i,0.0007375-0.0012762i,0.00050223-0.00043124i,0.0011884+1.7144e-05i,0.0020499-1.7817e-05i,0.0019531-0.00051374i,0.0020762-0.0010996i,0.001674-0.00032841i,0.0011166+0.00045274i,0.00073799+9.9382e-05i,0.00025227-0.00070035i,7.6302e-06-0.00016703i
-0.0024384+0.00011838i,-0.0012787-0.00063619i,-0.00027996-0.00066632i,0.00026331+0.0005474i,0.0010002+0.00088965i,0.00085605+0.0001181i,-6.6359e-05-0.00024449i,-0.00041508-0.00048899i,-0.00080273-0.00090408i,-0.00065102-0.0012156i,6.785e-05-0.00078577i,0.00039125-8.3829e-05i,0.00045524+0.00035009i,0.00031332+0.00062707i,-0.00016309+0.00067867i,-0.00061894+0.00029033i,-0.00059596-0.00021307i,-0.0002485-0.0007151i,-0.00057616-0.00080718i,-0.00081718-0.00099535i,-0.00013393-0.0012054i,-7.2382e-05-0.0012966i,-0.00019576-0.00054347i
-3.9948e-05+0.00086194i,0.00095295+0.00030638i,0.0013665-0.00019998i,0.0016444+0.00093904i,0.0019169+0.0012059i,0.0011612+0.00056541i,0.00018321-5.602e-05i,-0.00038965-0.0001518i,0.00043967-0.00017473i,0.00050568+0.00048341i,-0.00071219+0.00098887i,-0.00075224+0.0011752i,-0.00053594+0.0010576i,-0.00044617+0.00086695i,-3.3913e-05+0.00077375i,4.8724e-06+0.00016308i,-2.0321e-05-0.00048187i,2.7585e-05-0.00022531i,-0.00030401+5.2749e-05i,0.00021286-0.00065035i,0.00059715-0.0005857i,-0.00073435+0.00061493i,-0.0017216+0.0006877i
0.0013066+0.002264i,0.0014319+0.0021863i,0.0023862+0.00058786i,0.0019129-0.00054424i,0.0012873-0.00080289i,0.00064658-0.00090125i,0.00016324-0.00079002i,-0.00017373-0.00098004i,0.00018626-0.00090823i,0.00070478-0.00028374i,0.00044227+0.00021754i,9.7679e-05+5.1889e-05i,0.0003944-0.00018119i,0.00068892-0.00039583i,0.0010795-0.00042586i,0.0015096+2.0615e-05i,0.0011583+0.00014852i,0.00040193-0.00013093i,0.00025855-0.00061541i,0.00039568-0.00055272i,-6.4361e-05-0.00062624i,-0.00013888-0.00036442i,0.00032343-0.00043298i
-0.0015374-0.00037894i,-0.0021761-0.00060566i,-0.0020465+0.0008042i,-0.00043034+0.0018996i,0.00079787+0.0012605i,0.00070173-0.00011084i,0.00031047+0.00025595i,0.00072882+0.0011749i,0.00083159+0.0012788i,0.00070404+0.00081724i,0.0004602+1.2197e-05i,1.0829e-05-5.1048e-05i,-0.00023906-0.00020106i,-1.8407e-05-0.00021064i,-0.00021352+9.3813e-05i,-0.00029954+0.00016241i,-0.00019595+0.00017903i,-0.00087143-0.0004096i,-0.0016325-0.00020107i,-0.0011743+0.00050358i,-0.00017718+0.00071789i,-0.0003869+0.00077089i,-0.00017087+0.00042495i
-0.0015546+0.00090788i,-0.0024029+0.00071029i,-0.0020895+0.00049584i,-0.00025301+0.00067147i,0.0008548+5.0013e-05i,0.0010154-0.0016296i,0.00085465-0.0012803i,0.00081409+0.00020226i,0.0010951-0.00041213i,0.0005362-0.00064373i,-6.3562e-05+0.0003059i,-0.00030397+0.0013576i,-0.00087275+0.00090173i,-0.00095149+0.00038994i,-0.00044352+0.00068943i,-0.00014073+0.00058915i,0.00013301-0.00014857i,1.3366e-05-0.00018157i,-0.00043774+0.0003444i,-0.00028701+0.00024251i,1.7158e-05+0.00047246i,-5.094e-05+0.00068426i,2.6832e-07+0.00020253i
-0.00079616-0.0010071i,-0.00052083-0.002238i,-0.00041326-0.0016339i,0.00031978-0.00069323i,0.00036046-0.00086677i,-8.26e-05-0.00062727i,-0.00015146-0.00020542i,0.00027412+0.00043291i,0.00024054+0.00089217i,0.00014084+9.1117e-05i,0.00039747-0.00051329i,0.00040259+6.3523e-06i,0.00028222+0.00021602i,0.00066459-0.00026355i,0.0007205-0.00040557i,0.0001138-9.0366e-05i,0.00015458+0.00014211i,-0.00023835+9.5157e-05i,-0.0005097-8.7923e-05i,-0.00028255-8.4747e-05i,0.0001672+3.6065e-05i,0.0005649-3.5233e-05i,0.00060548-0.00010961i
0.0018297-0.00029421i,0.0016491-0.00024225i,0.0021546-0.00065688i,0.0016063-0.00016289i,0.00029193+0.00030455i,-0.00030824-0.00020211i,-0.00013612-0.00017163i,0.00050216-0.00041185i,0.0011691-0.00041427i,0.00070374+0.00057069i,-0.00015953+0.00046452i,-0.00024499+0.0002281i,6.8602e-05+0.00037596i,0.00037008-0.00026095i,0.00040466-0.0010241i,-0.00023344-0.0012485i,-0.0011678-0.00065282i,0.00022116-0.00034875i,0.0008483-0.00055517i,-0.00040684-0.00041784i,-0.00051133+0.00018151i,-0.00056615+0.00023044i,-0.00038976+0.00016199i
0.00027336+0.0010761i,-0.00037465+5.737e-05i,0.00018231+0.0005973i,0.00092498+0.00059259i,0.0011715-0.00092113i,0.0011829-0.0021104i,0.00071196-0.0017074i,0.00020372-0.00055782i,-8.9639e-05-0.00018275i,3.2064e-05-3.1193e-05i,0.00054518-0.00025194i,0.00076468-0.00013087i,0.00083031+0.00075792i,0.00062843+0.00060238i,0.00074755-0.00067698i,0.001028-0.0010365i,0.00051304-8.827e-05i,0.00017506+9.8953e-05i,-0.00027073-0.00060565i,-0.00091042-0.00016791i,-0.00085124+0.00076602i,-0.00012811+0.0010811i,0.00024996+0.00077803i
0.0012574-0.00096527i,0.0010153-0.00055298i,0.00044493-0.00023742i,0.00043229-0.00089835i,0.00077386-0.00092135i,0.0006333-0.0010473i,0.00019086-0.0005913i,-0.00065396+0.00050191i,-0.00045668+0.00025442i,-0.00046679-1.1477e-05i,-0.00051923-8.14e-05i,-2.4132e-05-0.00018374i,0.0002053-0.00017247i,0.00030729-0.00011465i,0.00011199+0.00034732i,-1.6859e-05+0.000124i,-0.00025777-0.00020094i,-0.00038265-0.00043368i,4.1867e-05-0.0006857i,0.00062057-0.00038803i,0.00026941+4.3266e-05i,-0.00037497+0.00062497i,-0.00084243+0.00049183i
0.0008893+2.9611e-05i,0.0015564+0.00030957i,0.0014176+0.0014461i,0.0012358+0.0016511i,0.0012385+0.00080719i,0.00019427-8.3541e-06i,-0.00046279-0.00056024i,-2.4786e-05-0.00074843i,3.0891e-05-0.00063525i,0.0004697-0.00054452i,0.00036722-0.00024464i,-0.00026596+0.00020918i,-0.00030983+0.00060869i,0.00069234+0.00040214i,0.0013062+7.0471e-05i,0.00091751-0.0006193i,0.0003659-0.00061094i,0.00020487+5.3819e-05i,0.00029455-5.0047e-05i,8.6141e-05+0.00030454i,0.000139+0.00059426i,0.00082077-0.00019785i,0.00026068-0.00042203i
0.00083557+0.00057644i,0.00075455+0.00063991i,0.0023293+0.00059575i,0.0028223-0.00014445i,0.0026393-0.0013333i,0.0021552-0.0012826i,0.0011054-0.0004335i,0.00061463-7.7733e-05i,0.00026511-0.00081644i,0.00025102-0.0019144i,0.00029276-0.0012338i,-4.8422e-05-0.00014595i,0.00016522-0.00032568i,0.00049599-0.0011863i,0.0011656-0.0010869i,0.00096844-0.00030158i,0.00027561+8.1236e-05i,0.00026874-0.00036086i,8.8688e-06-0.00016405i,-4.8211e-06+0.00016949i,0.00059655-9.4655e-05i,0.00064119-0.00017606i,0.00015832-0.00024508i
0.00046674+7.0225e-06i,-0.00019706+0.00030736i,-0.00043111+0.00022589i,-0.0011903-0.00044834i,-0.0012669-0.00012195i,-0.00068835+0.00015371i,-0.00021789+0.00056573i,-0.00063477+0.0007751i,-0.00056397+0.0001495i,6.4054e-05+0.00019335i,0.00017238+0.00074831i,-0.00039807+0.0010388i,-0.00040517+0.0006242i,-0.00069027+0.00045525i,-0.00072124+0.00019743i,1.5655e-05-0.00021086i,8.1536e-05-0.00038337i,-0.00031817-0.00047297i,-0.00063956-0.00077148i,-0.00056913-0.0012177i,-0.00030891-0.0010119i,0.00012834-0.0004163i,-9.1458e-05+3.812e-05i
-0.00062677+0.00027738i,-0.00027485+9.5671e-05i,0.0013911+0.00039359i,0.0014723+0.00025357i,0.0010087-0.00027075i,0.00050111-0.00063855i,-0.00023329-0.00095376i,-3.8033e-05-0.00024951i,-0.00025015+0.00079247i,-0.0006706+0.00047692i,-0.00037748-0.00034863i,0.00021214-0.0003918i,0.00088999+0.00054424i,0.0011198+0.00089748i,0.00091504+0.00089294i,0.00037208+0.00094787i,7.2494e-05+0.00030491i,-0.00019203-0.00037741i,-0.00059245-0.00055949i,-0.00068511-0.00062871i,7.0163e-05-0.00093649i,0.00029659-0.00091783i,-1.3168e-06-0.00043469i
0.00042738+0.0001299i,0.00042859+0.00028259i,0.00021194-0.00018152i,0.0010627-4.9412e-05i,0.0011638-0.00014206i,0.0013875-0.00094719i,0.00085961-0.00077408i,-6.0287e-05-0.0001027i,-0.00040813+0.0007168i,-0.00030556+0.0012019i,-0.00026465+0.00045153i,-0.00069303+0.00018327i,-0.00033539+0.00015043i,0.00038711-4.3609e-06i,0.00057346-0.00014615i,1.118e-05-0.00075012i,0.00016959-0.0008774i,0.00082569-0.00027763i,0.00052458-0.00041922i,-0.00013312-0.00049201i,-0.00038489-0.00093401i,-0.00034128-0.0014216i,-0.00092331-0.00046823i
-0.0014567-1.2393e-05i,-0.0011443+0.00027877i,-0.00011017+0.0010613i,0.00018418+0.0013495i,-0.00021304+0.00039107i,-0.00019022+0.00016727i,0.00046369+0.00031224i,0.0014467+0.0003282i,0.00066236+0.00061166i,-0.00010128+0.00069097i,5.1186e-05+0.001014i,0.00054946+0.00063723i,0.00036654+0.00104i,-0.0003811+0.0013142i,-0.00035614+0.00049703i,0.00036687+0.00024717i,0.0005094+0.00016494i,0.00011177-0.00031437i,-0.0002257-0.00024089i,-0.00020614+0.00031521i,-0.00056307-2.2711e-05i,-0.0012085+0.000323i,-0.0011951+0.00064401i
-0.00094807+0.0020981i,-0.0003152+0.0017559i,0.00051435+0.0018444i,0.00077371+0.0024044i,0.00073205+0.0016653i,0.00055362-0.00060442i,-0.00055513-0.0011006i,-0.0002894+0.00012462i,0.00041434+0.00078311i,0.00047561+0.00051941i,0.0008048+8.4515e-05i,0.00094239+0.00050082i,0.00014646+0.00073409i,-7.9745e-05+7.893e-05i,0.0006733+0.00028621i,0.0004308+0.00072412i,0.00016675+0.00031394i,0.00017314-8.0764e-05i,4.6495e-05+0.00017129i,5.4499e-05+0.00021996i,0.00022627-0.00039413i,0.00020215-0.00066604i,6.2358e-05-0.00072828i
0.00020248-0.0013075i,0.00043764-0.0013072i,-0.0010138-0.00023568i,-0.0016012+0.00033475i,0.00015329+0.00015445i,0.0008302+1.7368e-05i,0.00024056-4.6429e-06i,-8.862e-05+0.00018547i,-0.00064455+0.00022737i,-0.0010738+0.00034122i,-0.0014218+0.00059015i,-0.0012664+0.00060882i,-0.00027122+0.00026983i,4.2099e-05+0.00015344i,0.00017801+8.1778e-05i,0.00076307-1.9914e-05i,0.00080899-0.00021749i,0.00075603-0.00040687i,0.00046559-0.00023345i,-0.00019325+0.00025136i,3.1514e-05-1.7921e-05i,0.00030461-0.00013827i,-2.3025e-05+0.00034304i
