0.001298-0.00079607i,0.00039457-0.0016245i,-0.0003421-0.0023434i,-0.00060507-0.0012985i,-0.00070856+0.00055332i,-0.0016352+0.0010566i,-0.0021815+0.0010579i,-0.0006945+0.0015181i,0.0010747+0.0012507i,0.00139-0.00017382i,0.00080211-0.0009866i,-0.00079675-0.00088583i,-0.0011194-0.0012417i,-3.282e-05-0.0010273i,0.0004342-0.00068101i,0.00047877-0.00053555i,0.00039598+4.1342e-05i,-0.00011367-0.00038521i,0.000257-0.0011743i,4.8854e-05-0.00091597i,-0.00045935-0.0005839i,-0.00012376-0.00067991i,-0.00033478-0.00042964i
0.00037016-0.0030466i,0.011103-0.016013i,0.049531-0.049244i,0.12168-0.1076i,0.18233-0.15543i,0.15657-0.14292i,0.070704-0.079505i,0.019628-0.025381i,0.0043456-0.015434i,-0.0094756-0.019292i,-0.014559-0.010669i,-0.0085573-0.0024008i,-0.0024075-0.002267i,-0.00039347-0.0036746i,-0.00091176-0.0017885i,-0.00099478+0.0017796i,-0.0026914+0.0038447i,-0.0074698+0.0066146i,-0.010295+0.011238i,-0.0065541+0.010618i,-0.0019456+0.0052959i,-0.0040945+0.006i,-0.01259+0.01309i
0.0050216-0.0016382i,0.0038026+0.0050212i,-0.025116+0.023936i,-0.103+0.057715i,-0.1878+0.088883i,-0.19088+0.09113i,-0.11931+0.063043i,-0.062097+0.031641i,-0.031926+0.020742i,-0.0060483+0.016552i,0.0080459+0.0052374i,0.010838-0.0028139i,0.0090563-0.0050646i,0.0047817-0.0049246i,0.0019035-0.0044376i,0.0013294-0.0044746i,0.0026899-0.0048783i,0.0041153-0.0067594i,0.0028647-0.0096257i,-0.0020698-0.0091435i,-0.0041925-0.0048657i,0.003655-8.5196e-05i,0.014748+0.0048388i
0.0030704-0.0029245i,0.014013-0.0018393i,0.050384-0.0080971i,0.12137-0.031582i,0.18603-0.061367i,0.17205-0.068648i,0.093085-0.055607i,0.0341-0.039111i,0.014617-0.029829i,0.0033014-0.022925i,-0.0045649-0.010126i,-0.0060485+0.0018225i,-0.0052599+0.0055135i,-0.0038017+0.0022853i,-0.0036905-0.00014087i,-0.0053961+0.0015215i,-0.0072695+0.00092377i,-0.0084935-0.0015795i,-0.0087045+0.0013836i,-0.0052218+0.0097478i,0.00031363+0.012243i,0.00055373+0.0020196i,-0.0023535-0.012161i
-0.0041773+0.0046656i,-0.018049+0.015883i,-0.059196+0.033119i,-0.13574+0.046231i,-0.20137+0.046241i,-0.18043+0.031151i,-0.094004+0.01077i,-0.033963-0.0042217i,-0.014162-0.00082079i,-0.00020019+0.01007i,0.0086892+0.0087154i,0.0057927+0.0048107i,0.0015191+0.0054495i,0.0010209+0.0048226i,0.0034532+2.9193e-05i,0.0067634-0.0066044i,0.0093547-0.0087265i,0.013596-0.0068069i,0.01596-0.0082473i,0.012261-0.014031i,0.0048109-0.014927i,-0.0030031-0.003737i,-0.01028+0.0083285i
-0.0077666+0.00066962i,-0.0073104-0.0034807i,0.020401-0.005436i,0.095902+0.0015931i,0.18081+0.013487i,0.18333+0.0069318i,0.11114-0.01016i,0.056834-0.012171i,0.033244-0.010847i,0.012833-0.012428i,-0.0022112-0.0075498i,-0.0074179-0.0015594i,-0.0060156+0.0010108i,-0.0012482+0.0022012i,0.0030029+0.0035053i,0.0041253+0.0042693i,0.0011325+0.0016834i,-0.0056451-0.0012405i,-0.012315-0.00021487i,-0.013722+0.0032115i,-0.0076212+0.004536i,0.0029936+0.00094313i,0.011386-0.00058208i
0.00045023-0.0076974i,-0.0056475-0.014223i,-0.035147-0.025496i,-0.098897-0.039836i,-0.16177-0.051991i,-0.15311-0.038505i,-0.079892-0.0053361i,-0.024023+0.01028i,-0.01056+0.01284i,-0.0070693+0.014949i,-0.00039608+0.009815i,0.0030001+0.002056i,0.0013758-0.00203i,-0.0023276-0.0032347i,-0.0030375-0.0024133i,-0.0015465-0.00065225i,-0.00069215+0.0011289i,0.002674+0.0031202i,0.010383+0.0039042i,0.015818+0.0015412i,0.011466-0.0018584i,8.9917e-05-0.0030766i,-0.00583-0.0066276i
0.0063891-0.0044516i,0.018545-0.0070727i,0.054327-0.0031471i,0.11781+0.018778i,0.16646+0.050215i,0.14793+0.058607i,0.084218+0.039009i,0.038062+0.023402i,0.021854+0.0078332i,0.0089581-0.0090374i,-0.0030432-0.01173i,-0.0052075-0.0082639i,-0.0017404-0.0068598i,0.001394-0.0058471i,-0.00020892-0.0038779i,-0.0047002-0.00048075i,-0.0071401+0.001495i,-0.0094144+0.0023021i,-0.012667+0.0029552i,-0.014312+0.0049027i,-0.011526+0.0078778i,-0.0023427+0.010803i,0.00265+0.012444i
0.0011665+0.0037753i,-0.0018868+0.0023596i,-0.022144-0.015225i,-0.077232-0.058193i,-0.13757-0.097074i,-0.13734-0.083749i,-0.085599-0.032824i,-0.042232-0.0013176i,-0.024147+0.0054988i,-0.012161+0.0081552i,0.0013291+0.0062815i,0.008243+0.0015365i,0.0064749-0.0010794i,-0.0003537-0.0016298i,-0.0046957-0.0003393i,-0.0030299+0.0015182i,-3.4947e-05+0.0028937i,0.0021929+0.0042366i,0.0046056+0.00547i,0.0063498+0.0041411i,0.0070475-0.00072719i,0.0053437-0.0069447i,0.0029759-0.0078154i
0.0025945+0.0028612i,0.0088556+0.0099998i,0.030395+0.032702i,0.071535+0.073519i,0.10965+0.10949i,0.097229+0.092941i,0.046518+0.037333i,0.010847+0.0033174i,0.0043315-0.0051756i,0.0066589-0.0097157i,0.003442-0.0087905i,0.0013995-0.0039496i,0.0039941-0.0013115i,0.0060401-0.00030109i,0.0042197+0.00061159i,-3.5539e-05+0.0025526i,-0.0013334+0.0022443i,-0.0021793-0.0018436i,-0.0053404-0.0049306i,-0.0080451-0.0032148i,-0.0087946+9.5836e-05i,-0.0082899+0.0030399i,-0.0063061+0.0037156i
-0.00056067-0.00072314i,-0.0080125+0.0020667i,-0.030835-0.011445i,-0.069944-0.055909i,-0.10064-0.11068i,-0.093683-0.11072i,-0.059102-0.062154i,-0.032925-0.031273i,-0.023172-0.014537i,-0.012083+0.003304i,-0.00040807+0.011103i,0.0021231+0.010456i,0.00016783+0.008803i,-0.00062493+0.0050122i,0.00051017-0.000539i,0.0029932-0.0038407i,0.0056203-0.0043152i,0.0074063-0.0036629i,0.0076859-0.0021598i,0.0065732-0.00083786i,0.0055697-0.00033102i,0.0052363-0.00011245i,0.0031546-0.00045373i
-0.0034704-0.00058822i,-0.003472+0.0036019i,0.0058459+0.028158i,0.034812+0.082626i,0.0638+0.13105i,0.065183+0.11439i,0.046706+0.047262i,0.026326+0.0053549i,0.016501-0.0019171i,0.010879-0.0024495i,0.001656-0.0018909i,-0.0044635+0.00063428i,-0.0040643+0.0030812i,0.0010421+0.0050917i,0.0051108+0.0034104i,0.0035844-0.002487i,-0.0005942-0.0074643i,-0.0059972-0.0091783i,-0.011573-0.0089974i,-0.013492-0.0070246i,-0.011102-0.0043864i,-0.0073284-0.0026283i,-0.0040614+0.00068827i
-0.0032618-0.0051604i,-0.0090178-0.014834i,-0.018981-0.044264i,-0.03357-0.096478i,-0.041696-0.1389i,-0.034033-0.11963i,-0.015965-0.055576i,0.00010094-0.014262i,-0.0011044-0.0026435i,-0.0086466+0.0053501i,-0.0056156+0.0096684i,-0.0012227+0.0070954i,-0.0031826+0.0018377i,-0.0069985-0.0030386i,-0.0063936-0.0053126i,-0.0023224-0.0051114i,-0.00051722-0.0026872i,0.0013876+0.0020631i,0.0069597+0.0058957i,0.012215+0.0047871i,0.01122+0.0012316i,0.0051024-0.00058636i,0.0037669-0.0014794i
-0.0018547-0.0011997i,0.0055333+0.001086i,0.016456+0.020213i,0.03078+0.070871i,0.040777+0.12467i,0.038555+0.11722i,0.034585+0.064255i,0.031902+0.02871i,0.025876+0.010986i,0.014368-0.0031688i,0.0023217-0.0082124i,-0.0010555-0.0072415i,0.0011752-0.0054799i,0.0031474-0.002468i,0.002945-0.00023611i,4.5042e-06+0.0011993i,-0.0035489+0.0018903i,-0.0056175+0.00055004i,-0.0073085-0.0020183i,-0.0091749-0.0015268i,-0.0074739+0.003177i,-0.0025453+0.006111i,7.6217e-05+0.0028542i
0.0033367-0.00054253i,0.0056854-0.0044755i,0.0070285-0.029429i,0.0030314-0.084334i,-0.001766-0.1343i,-0.0088408-0.11335i,-0.015134-0.043604i,-0.0096385-0.0049166i,-0.0063979-0.002534i,-0.0090483-0.0032101i,-0.0061367-0.00022866i,-0.0015444-0.00076002i,-0.0010776-0.0045965i,-0.0040043-0.0067954i,-0.0060262-0.0034955i,-0.004483+0.0024541i,-0.0015822+0.0075042i,0.00074953+0.010841i,0.0038739+0.012335i,0.0087525+0.010655i,0.01086+0.0046047i,0.0067368-0.0019102i,0.0020293-0.0016323i
0.0028349+0.0018697i,0.0052628+0.0088353i,0.0044511+0.033816i,-0.0021663+0.08107i,-0.014883+0.12039i,-0.017798+0.10556i,-0.009485+0.054288i,-0.0062179+0.021012i,0.0001891+0.0079179i,0.0067611-0.0037341i,0.0049122-0.010505i,0.0029647-0.0091194i,0.004488-0.0053924i,0.0052571-0.0021108i,0.0040255+0.001134i,0.0026521+0.0018847i,0.0027131-0.0013212i,0.0025481-0.0068671i,-0.00046826-0.013091i,-0.0067501-0.015267i,-0.011655-0.01025i,-0.010702-0.0019821i,-0.0049382+0.0010726i
-0.0024085+0.0018909i,-0.0038705+0.00018843i,-0.0022682-0.017334i,0.0060193-0.063148i,0.015402-0.10718i,0.006941-0.09966i,-0.017825-0.055483i,-0.027488-0.022771i,-0.021155-0.0094028i,-0.010686-0.00030255i,-0.00091727+0.0060153i,0.0025629+0.0069875i,0.0029578+0.003816i,0.0031992-0.0021321i,0.0030909-0.0050018i,0.0031931-0.0041007i,0.0027243-0.0027559i,0.0012039+2.9717e-05i,-0.00010757+0.0061718i,0.0028855+0.012711i,0.0094501+0.012772i,0.011523+0.0062584i,0.0062981+0.0010407i
-0.00065913+0.0022469i,-0.0026632+0.0091163i,-0.012833+0.031432i,-0.02993+0.075324i,-0.043066+0.11094i,-0.034455+0.089426i,-0.011771+0.035103i,-0.0019814+0.0060396i,0.0020796+0.0059199i,0.0080322+0.0068872i,0.0089004+0.002768i,0.005295+0.0022547i,0.0035951+0.0067741i,0.0056661+0.010517i,0.007073+0.0079688i,0.0055364+0.0013213i,0.0025909-0.0038474i,-1.9643e-05-0.0063447i,-0.0011428-0.0094126i,-0.0033107-0.013998i,-0.0074095-0.015428i,-0.0088511-0.0091371i,-0.0061785-0.00055648i
-0.0025021+0.00029937i,-0.0028448-0.0061572i,0.0051757-0.027791i,0.027919-0.068518i,0.049828-0.10199i,0.042069-0.091172i,0.016442-0.053535i,0.0044831-0.026636i,-0.00016612-0.012213i,-0.0052432+0.00010621i,-0.0053744+0.0077744i,-0.0035783+0.0084424i,-0.0037669+0.0054897i,-0.0039169-0.00013686i,-0.0045157-0.0038538i,-0.0053151-0.0045644i,-0.00646-0.0030666i,-0.0081726+0.00075994i,-0.0078015+0.0055213i,-0.0057311+0.010101i,-0.0022429+0.01327i,0.0024902+0.011746i,0.0057693+0.0056212i
-0.0027445-0.00052777i,-0.0033449-0.00032876i,-0.009774+0.013493i,-0.025738+0.048222i,-0.042407+0.077474i,-0.028411+0.06957i,0.0074747+0.038579i,0.023209+0.015876i,0.017302+0.0077556i,0.0084072+0.0028478i,0.0025027-0.001198i,0.00041511-0.0016852i,1.9419e-05+3.0283e-05i,-0.00032357+0.0032024i,-0.00043752+0.0041797i,-0.00075809+0.0021882i,-0.00098828+0.0012009i,0.00020534+0.0010172i,0.0036981-0.00078581i,0.0073977-0.0055174i,0.0075434-0.009092i,0.0047756-0.0084707i,0.0010777-0.005777i
-0.00155-0.0035362i,0.0022995-0.0087693i,0.017938-0.02525i,0.044384-0.056646i,0.063083-0.077781i,0.051794-0.061995i,0.025554-0.029451i,0.013587-0.012425i,0.0051645-0.01083i,-0.0075175-0.0076124i,-0.011452-0.0015471i,-0.0078201-0.00023058i,-0.0055994-0.0029886i,-0.0047687-0.0061792i,-0.0044745-0.0062216i,-0.0031084-0.0015911i,-0.0012706+0.0032662i,-0.0015714+0.0049201i,-0.0039194+0.0064337i,-0.0062708+0.0096729i,-0.0058177+0.010577i,-0.0033279+0.0088858i,0.00013938+0.0075383i
0.00090125-0.0044651i,-7.7983e-05+0.0011772i,-0.010684+0.018277i,-0.038509+0.045694i,-0.064215+0.065122i,-0.052928+0.060441i,-0.017886+0.042285i,0.00025192+0.025587i,0.0024108+0.012321i,0.0028992+0.0012773i,0.001699-0.0064243i,-0.00024391-0.0085384i,-0.0017321-0.0054706i,-0.002608-0.00015766i,-0.0018174+0.003482i,-0.00068118+0.0040347i,0.0010011+0.0024253i,0.0027363-0.00066991i,0.0033852-0.0043064i,0.004286-0.0069901i,0.0048951-0.006691i,0.0037893-0.0046024i,0.0020384-0.0038225i
-0.003188+0.00090525i,-0.0014123-0.00032713i,0.00924-0.0091922i,0.036117-0.031369i,0.059754-0.050577i,0.043701-0.045333i,0.0045459-0.025824i,-0.011752-0.010987i,-0.0097003-0.0061449i,-0.0064729-0.0038107i,-0.0033894-0.001323i,-0.0012568-0.0024016i,0.00056066-0.0047174i,0.0028341-0.007275i,0.0031316-0.0086541i,0.001957-0.0068794i,0.00036588-0.0050734i,-0.0011146-0.0037725i,-0.0028869-0.00099811i,-0.0046361+0.0019844i,-0.0044408+0.0022306i,-0.003576+0.00079948i,-0.0037685+0.001075i
0.00054514+0.0030196i,-0.0042642+0.0070714i,-0.020766+0.017179i,-0.049454+0.036068i,-0.072634+0.048796i,-0.061899+0.041495i,-0.031946+0.026868i,-0.016573+0.017085i,-0.0080045+0.013362i,0.0028848+0.0088659i,0.0083157+0.0023299i,0.0080451+0.00027172i,0.006822+0.0025029i,0.0058136+0.0050398i,0.004682+0.0039083i,0.0029429+9.5117e-05i,0.0016091-0.0019297i,0.0025222-0.002357i,0.0043654-0.0038787i,0.0052021-0.0053214i,0.0037576-0.0034358i,0.0015654+0.00046955i,0.0013059+0.0022065i
0.0017035+0.00061423i,0.0040139-0.0031834i,0.018311-0.01312i,0.045036-0.029437i,0.064098-0.042684i,0.048103-0.042337i,0.015574-0.033901i,0.00085772-0.023651i,-0.0014828-0.014012i,-0.0037006-0.005892i,-0.0027665+0.0001834i,0.00056878+0.0017942i,0.003013+0.00096545i,0.0042949-0.00065917i,0.0025848-0.0017353i,-0.0011719-0.0019139i,-0.0030529-0.0016508i,-0.0047957-0.00050579i,-0.00837+0.001527i,-0.010557+0.0046487i,-0.0069438+0.0057368i,-0.00044767+0.0025683i,0.0021939-0.00078223i
-0.0030738-0.0010539i,-0.0066973-0.00025287i,-0.018433+0.005923i,-0.041496+0.019666i,-0.058772+0.030337i,-0.044051+0.027494i,-0.012113+0.016987i,0.0034331+0.0066178i,0.0040704+0.0023387i,0.0035219+0.0027657i,0.0042845+0.0027673i,0.0040142+0.0031935i,0.0023108+0.00406i,8.6534e-06+0.0057228i,-0.0018449+0.0067943i,-0.0020784+0.0051137i,-0.0014969+0.0036806i,-0.00020402+0.0027875i,0.0045718+0.00069965i,0.0098401-0.0022873i,0.0073668-0.0046979i,0.00048817-0.0042901i,-0.00166-0.0019071i
0.00046508+0.00071912i,0.0059057-0.0041534i,0.021565-0.013479i,0.049886-0.025788i,0.071378-0.032486i,0.059787-0.031942i,0.033475-0.0273i,0.021915-0.019554i,0.014031-0.01481i,0.0024426-0.0096299i,-0.0041087-0.0025918i,-0.0038813+0.0011618i,-0.0016262+0.00069569i,-0.00058954-0.0025118i,-0.00059034-0.003978i,0.00052682-0.0022343i,0.0010881-0.00114i,-0.001422-0.0012649i,-0.0063544+0.00012286i,-0.010015+0.0028119i,-0.0082684+0.0056458i,-0.0020105+0.006284i,0.0017312+0.0038608i
0.0023822-0.0004694i,0.0014243+0.0024343i,-0.0095683+0.0081068i,-0.035488+0.014456i,-0.057246+0.017659i,-0.047531+0.021692i,-0.018485+0.025662i,-0.00074927+0.019532i,0.0034158+0.010105i,0.0036342+0.0031996i,0.0016948-0.0015356i,-0.00046337-0.0023856i,-0.0024199-0.00033298i,-0.0048406+0.0010963i,-0.0041343+0.0015385i,-0.0010123+0.0021278i,0.00025991+0.0027002i,0.0012946+0.0036238i,0.0042858+0.0045942i,0.008211+0.0028448i,0.0093958-0.00076814i,0.0065597-0.0034932i,0.0028449-0.0043473i
0.0048913+0.0022765i,0.009122+0.0019864i,0.02083-0.00059847i,0.04065-0.0071802i,0.055318-0.013688i,0.044026-0.014768i,0.019916-0.010097i,0.007577-0.0030678i,0.0049793-0.0011725i,0.0027566-0.0034541i,0.00026032-0.0037194i,-0.00042754-0.0036514i,0.0003902-0.0042439i,0.0015354-0.005691i,0.0016256-0.0074815i,-0.00033943-0.0067232i,-0.0015947-0.0050844i,-0.0018562-0.0051241i,-0.0049999-0.0063487i,-0.010778-0.0060212i,-0.012996-0.0034086i,-0.011045-0.00019739i,-0.007755+0.0017988i
-9.4692e-05+0.0011749i,-0.0051321+0.0042189i,-0.017466+0.0071607i,-0.039827+0.010311i,-0.058073+0.012824i,-0.052729+0.016236i,-0.035067+0.01966i,-0.023487+0.019135i,-0.014177+0.016229i,-0.0030452+0.012088i,0.0044823+0.0063939i,0.004489+0.0030343i,0.0019482+0.0028186i,0.00033492+0.0018846i,0.00024297+0.00019962i,0.00053833-0.00088757i,0.00026286-0.00075329i,0.00072056-0.00015117i,0.0035264+0.0017724i,0.008466+0.0038894i,0.011464+0.0034072i,0.010383+0.0017753i,0.0071438+0.0011833i
-0.0072588+0.0016166i,-0.0060537+0.00056912i,0.0045104-0.0012712i,0.028241-0.0037992i,0.049123-0.0061074i,0.042563-0.013443i,0.019438-0.018184i,0.0054802-0.011429i,-0.00059321-0.003172i,-0.0035265+0.0012669i,-0.0028814+0.0036551i,-0.00032731+0.0042882i,0.0019886+0.0026498i,0.0040226+6.4601e-05i,0.0054819-0.0013304i,0.005064-0.0023518i,0.0038331-0.0028108i,0.0012632-0.0026137i,-0.0024804-0.004325i,-0.0058227-0.0068752i,-0.0072238-0.0078339i,-0.0060169-0.0063516i,-0.0044718-0.0042134i
-0.0020654+0.001702i,-0.0045575+0.0017966i,-0.013949+0.0017254i,-0.031801+0.0022867i,-0.046673+0.0019716i,-0.042135+0.0038077i,-0.026637+0.0046228i,-0.016108-0.00091924i,-0.011592-0.002302i,-0.0075519+0.0015376i,-0.0034354+0.0038179i,-0.0017659+0.0028628i,-0.00081503+0.0018304i,-0.001611+0.0041434i,-0.0024661+0.0066615i,-0.0016874+0.0054256i,-0.0015161+0.0033906i,-0.0022294+0.0034226i,-0.00042767+0.0050097i,0.00366+0.0070578i,0.0040867+0.0079919i,0.00087894+0.0073846i,0.00034744+0.005529i
0.00060815-0.0023042i,0.0037154-0.0049096i,0.014092-0.0066979i,0.033667-0.006137i,0.048168-0.0059731i,0.043586-0.010813i,0.031334-0.018379i,0.021404-0.018493i,0.011237-0.015141i,0.00040351-0.01101i,-0.005391-0.0045375i,-0.0050397-0.00084638i,-0.0028874-0.00017538i,-0.0003781-0.0008865i,0.00081997-0.0010623i,0.0015361-0.00040859i,0.0022534-0.0002843i,0.0015616-0.0011439i,-0.00099329-0.0024877i,-0.0029509-0.0041727i,-0.0019798-0.0051331i,0.0014379-0.0041041i,0.0024892-0.0034297i
-0.00035995+0.00067373i,-0.00099631+0.0019343i,-0.0065375+0.0034694i,-0.022529+0.0028047i,-0.03746+0.0002566i,-0.033246+0.0021577i,-0.016556+0.0043558i,-0.0038591+0.0012688i,0.000745-0.0030373i,0.0009314-0.0043016i,-0.00059045-0.0034144i,-0.0024526-0.0015177i,-0.0032419-0.00027255i,-0.0035611-0.00024019i,-0.0041771+0.00036825i,-0.0034805+0.0015921i,-0.0021017+0.001757i,-0.0010127+0.0014757i,0.00050267+0.003832i,0.0018032+0.007726i,0.0016523+0.0073404i,-0.00033629+0.0046344i,-0.00076422+0.0025727i
-0.0014553-0.0012673i,0.00086157-0.001391i,0.0072687+0.0011075i,0.023269+0.0027374i,0.038664+0.0030642i,0.038727+1.3038e-05i,0.028723-0.0017703i,0.021374+0.0014673i,0.015644+0.0015552i,0.0088046-0.0023904i,0.002801-0.0047062i,0.00065199-0.0045763i,0.00078946-0.0038261i,0.00073651-0.0040258i,0.0007961-0.0043489i,0.00082107-0.0032672i,0.00095213-0.0015591i,0.00039274-0.0020601i,-0.0011486-0.0045445i,-0.0029003-0.0061508i,-0.0025236-0.0045171i,5.9607e-05-0.00037965i,0.0012123+0.0023114i
0.0057658+0.0026831i,0.0031631+0.0028449i,-0.0055158+0.0015319i,-0.022526-0.002812i,-0.037257-0.0068721i,-0.037618-0.0016707i,-0.026438+0.0082267i,-0.012514+0.010237i,-0.002524+0.0091374i,0.0028629+0.0069899i,0.005092+0.0013593i,0.0047869-0.0027402i,0.0028984-0.0035137i,0.00065521-0.0023308i,-0.00177-0.0010131i,-0.0030898-0.00057559i,-0.0034164-0.00047398i,-0.0034095+0.00017132i,-0.0008579+0.0021084i,0.0025482+0.0041496i,0.0031324+0.0032635i,0.0021414-0.00060858i,0.0013007-0.0023083i
-0.00070929-0.0010531i,1.2722e-05-0.0015506i,0.006325-0.00074497i,0.021092+0.0013572i,0.033088+0.0036873i,0.031381+0.0045413i,0.020739+0.0054449i,0.0097265+0.0087903i,0.0039047+0.0097169i,0.0022537+0.0064233i,0.0019296+0.0032561i,0.0025643+0.001059i,0.0037932-0.00030245i,0.0054726-0.00075118i,0.00542-0.00081972i,0.0042472-0.00073375i,0.0027951-0.0011666i,0.00078278-0.0023409i,-0.00017279-0.0048225i,-0.00082536-0.007502i,-0.002067-0.006014i,-0.0029534-0.001642i,-0.002496-0.00032343i
-0.00048906-0.0013345i,-0.002481-0.003083i,-0.0088028-0.0039612i,-0.021448-0.0047804i,-0.033804-0.0063525i,-0.034727-0.0055267i,-0.027781-0.0031981i,-0.019565-0.0024029i,-0.012089-0.00084643i,-0.006459+0.0026952i,-0.0019085+0.0039577i,6.3369e-05+0.0027358i,-0.00050283+0.001565i,-0.0008751+0.0013319i,-0.00077944+0.0014106i,-0.00053816+0.0007i,-0.00081932-0.00042379i,-0.0013619-0.00067388i,-0.0014662+0.0018307i,-0.00034217+0.0061054i,0.0015187+0.0076172i,0.0029516+0.0046562i,0.0035748+0.0020805i
0.00048335-0.0046439i,0.0046857-0.0053798i,0.0117-0.0049781i,0.021907-0.00046451i,0.030028+0.0048197i,0.027154+0.0040113i,0.017359-0.00029976i,0.0088131-0.0030477i,0.0025389-0.0044234i,-0.001844-0.0045765i,-0.0029384-0.0027854i,-0.0013912-0.00022399i,0.00087402+0.00050428i,0.0029577+0.00081119i,0.0037019+0.001002i,0.0030324+0.0006145i,0.0017223+0.00068831i,0.0012479+0.00040921i,0.0010951-0.0022095i,0.00041037-0.0054432i,-0.0011319-0.0076811i,-0.0028161-0.007267i,-0.0030122-0.0051636i
0.0028587-0.0012588i,0.0031279+0.00023548i,-0.0010412-0.00030426i,-0.013386-0.0044062i,-0.02471-0.010978i,-0.025891-0.012485i,-0.019272-0.010117i,-0.0099191-0.010477i,-0.0033015-0.010534i,-0.0021037-0.0073933i,-0.0024101-0.0031344i,-0.0020925-0.0005111i,-0.0021019-0.00022535i,-0.0029325-0.00073006i,-0.0035487-0.0011134i,-0.0032892-0.0010923i,-0.0028989-0.0008035i,-0.0023416+0.0002664i,-0.0013847+0.0033667i,-0.001722+0.0067681i,-0.002279+0.0088879i,-0.0017332+0.0082451i,-0.0013316+0.0056132i
-0.0026297+0.0015347i,-0.0015119+0.0032942i,0.0044599+0.0058004i,0.017733+0.007452i,0.028585+0.008015i,0.028265+0.0076816i,0.021028+0.0058808i,0.0127+0.0034069i,0.0079741+0.00022338i,0.0063321-0.0016035i,0.0033309-0.00059089i,0.00049174+0.0006105i,0.00059489+0.00037275i,0.001361-0.00053917i,0.0012106-0.0011157i,0.00058092-0.00018746i,0.00033187+0.0011369i,0.00087881+0.0007325i,0.0016789-0.0016498i,0.0031179-0.0048896i,0.0046104-0.0064216i,0.0046685-0.0056277i,0.0031913-0.0041498i
-0.0030771+0.0036905i,-0.0044089+0.0016601i,-0.0096381-0.001285i,-0.018573-0.0071253i,-0.026274-0.013259i,-0.024341-0.014107i,-0.015288-0.0097387i,-0.0055304-0.0049149i,0.00063166-0.0003808i,0.001715+0.0033748i,0.0014784+0.0027504i,0.0020483+5.3588e-05i,0.0019605-0.0012885i,0.00063978-0.0015351i,-0.00097237-0.0015444i,-0.0014001-0.0019999i,-0.0012058-0.0018579i,-0.0018984-0.00012652i,-0.0025201+0.0016822i,-0.0039169+0.0032i,-0.005789+0.0032291i,-0.0054556+0.0015962i,-0.0038435+6.8584e-05i
-0.002013+0.0038918i,-0.00096911+0.0050308i,0.0046028+0.0059694i,0.014278+0.0086348i,0.023112+0.012449i,0.022799+0.01347i,0.01503+0.01107i,0.0077351+0.0088261i,0.0029856+0.0066331i,0.00089484+0.0050257i,0.00024656+0.0031695i,0.0010344+0.0013914i,0.0024724+0.0012i,0.00359+0.0016154i,0.0045232+0.0017469i,0.0043354+0.0014519i,0.0022788+0.00038206i,-0.00031166-0.0014887i,-0.0012481-0.0036151i,0.0011645-0.0050928i,0.0042424-0.0043628i,0.0044264-0.001371i,0.0029435+0.00071957i
-0.003621+0.00025363i,-0.0047003-0.00013282i,-0.0080206-0.0014648i,-0.013633-0.0043051i,-0.019318-0.0095378i,-0.019117-0.01164i,-0.013173-0.0092268i,-0.0065349-0.0066701i,-0.0042646-0.0026723i,-0.0046586+0.0013219i,-0.0039473+0.0027594i,-0.002632+0.0015682i,-0.0016126+0.00010261i,-0.00088806-0.00058454i,-0.00043359-0.00076555i,0.00037834-0.0012362i,0.00044251-0.0020016i,-0.0010861-0.001406i,-0.0028538+0.00019559i,-0.0041877+0.0010545i,-0.003224+0.0010123i,-0.0013937+7.9799e-06i,-0.00049342-0.0010012i
0.00067854-0.0023702i,0.0010268-0.0031128i,0.004509-0.0023222i,0.012771+0.0015044i,0.018233+0.0068562i,0.01608+0.010534i,0.010546+0.0092901i,0.0041742+0.0045922i,-0.00055715-0.00047405i,-0.0025283-0.0030283i,-0.0028076-0.0017203i,-0.0020327+0.00024886i,-0.00022724+0.0015388i,0.0017509+0.0019831i,0.0025225+0.0015841i,0.0025131+0.0017827i,0.0013848+0.0012507i,-7.6319e-05-0.00063016i,-0.00026801-0.0014874i,0.0012891-0.0016835i,0.0020577-0.0010978i,0.00043747+0.00055435i,-0.00073191+0.001383i
0.0019959-0.00017711i,0.0023958+0.00021436i,-0.00042779-0.0016051i,-0.0081295-0.00643i,-0.016518-0.012787i,-0.017513-0.014845i,-0.011158-0.012032i,-0.0026168-0.0088296i,0.0017705-0.0076823i,0.00037781-0.0071093i,-0.0010938-0.0056104i,-0.00050194-0.0036909i,-0.00054197-0.0029652i,-0.00082087-0.0029737i,-0.0009969-0.0028641i,-0.0010471-0.0015419i,-0.00052927-0.00036162i,-0.00067401+0.00017868i,-0.0018149+0.0016268i,-0.0032375+0.0030327i,-0.0032094+0.003246i,-0.0011632+0.0031076i,0.00072866+0.0028117i
0.0022276+0.001162i,0.0041908+0.0011973i,0.0079134+0.0012852i,0.012486+0.0042697i,0.015437+0.0096187i,0.012732+0.012133i,0.0074042+0.010726i,0.0046761+0.0067676i,0.0051013+0.0020278i,0.0053733-0.0017506i,0.0030585-0.0036511i,0.00060326-0.0035549i,-0.00092798-0.0021039i,-0.00088408-0.0016906i,-0.00025868-0.0012105i,0.00010928+0.00038563i,0.00054877+0.00081356i,0.00085293-0.00057967i,0.002095-0.0021507i,0.0036057-0.0033929i,0.003615-0.0044271i,0.0015643-0.0040823i,0.00010622-0.0024894i
