-0.0043417+0.0014969i,-0.00028973-0.0003704i,-0.00077295-0.0012406i,-0.001425-0.0010467i,0.00037678-0.00076577i,0.0021199-0.0014368i,0.00147-0.00054186i,0.00014518+0.0012657i,0.00043853+0.0014216i,0.0011113+0.00068798i,0.00087752+0.00028891i,0.0014155-0.00031786i,0.0019847-0.00060748i,0.0015009-0.00044389i,0.0012443-0.00062475i,0.00072361-0.00065923i,0.00017204-0.00015897i,-0.00023433+0.00033943i,-9.747e-05+0.00038298i,-0.00024531-8.443e-06i,-0.00072431+0.00040561i,-0.00095751+0.0010068i,-0.00062509+0.00076832i
0.0012755+0.00077031i,0.0030975-0.0030537i,0.0026887-0.0047043i,0.00081502-0.0035707i,-0.00011106-0.0033247i,-0.00032785-0.0028025i,-0.00017007-0.0018347i,0.00083544-0.00090487i,0.000546+0.00034341i,0.00030417+0.00083369i,0.00056483+0.00039605i,0.00038986+0.0003241i,0.0003331+0.00067388i,-0.00021072+0.00047245i,-0.0002363+6.2567e-06i,0.00023332-3.4927e-05i,0.00053387-1.5495e-05i,-0.0002259-0.00051472i,-0.0009388-0.00038762i,-0.0011414-0.00018882i,-0.0016064-3.1642e-05i,-0.0011062+0.00053193i,-0.00059057+0.00010989i
0.0013813+0.00065274i,0.0039981-0.002178i,0.0025095-0.0040364i,0.00090616-0.0032358i,0.0020434-0.0018202i,0.0019778-0.001662i,0.00083921-0.0019057i,0.00072498-0.0011191i,0.00068533+0.00021659i,0.00036614+0.00076401i,-4.9723e-05+0.00070492i,0.00011819+0.0017363i,0.00083755+0.0022859i,0.0011183+0.0012586i,0.00089362+0.00024781i,0.00055211+5.814e-05i,-0.00019287-0.00030182i,-0.0011422-0.0011418i,-0.00080269-0.0012416i,-0.00020959-0.00059346i,-0.00064775-0.00049647i,-0.0005619-0.00012947i,0.00020906-0.00046082i
0.00010555+0.0017188i,0.0029637-0.00089155i,0.0030192-0.0019452i,0.0019311-0.0013177i,0.0012008-0.0013225i,-0.00059922-0.0024377i,-0.0017993-0.0024754i,-0.0013417-0.00075157i,0.00024105+0.00083487i,0.0011978+0.00064555i,0.0010705-0.00030668i,0.00087144-0.0006407i,0.00076302-0.00049228i,0.0014231-0.00069354i,0.0020192-0.00072975i,0.0016496-0.00020309i,8.9074e-05-0.0005078i,-0.00069533-0.00078976i,-0.00045513-5.0304e-06i,4.5472e-06+0.00064302i,-0.00011371+0.0005392i,-0.00034731-0.0002356i,-0.00015824-0.00063843i
0.0015314+0.0015223i,0.0042002-0.0023242i,0.0041922-0.0040064i,0.0016881-0.0034932i,6.5291e-05-0.0031858i,-0.00022324-0.0035972i,-0.00035462-0.0027006i,-0.000155-0.00060908i,0.00082768+0.00021226i,0.0009178-0.00013422i,0.0001723+0.0001394i,4.8933e-05+0.00046238i,0.00074026+0.00045308i,0.00063539-0.00026984i,-0.00020508-0.00045463i,-0.00028602+0.00021234i,-0.00034409-0.00035333i,-0.00078916-0.00063507i,-0.00065055-0.00016636i,-0.00015258+0.00062433i,-0.00057447+0.0012064i,-0.00049175+0.00040988i,8.4411e-05-8.2172e-05i
0.00018554-0.0017916i,0.0024894-0.0041233i,0.0024221-0.0052238i,0.00068834-0.003688i,-2.2312e-05-0.0016696i,-0.00025876-0.00126i,-0.0002402-0.00073132i,0.00062375+0.00010063i,0.00098493-0.00041506i,0.00088895-0.00084628i,0.00059727+0.00017857i,-0.00037874+0.0012927i,-0.00060103+0.0016768i,0.00032914+0.0011458i,0.0017612+0.001149i,0.0016856+0.00080606i,0.00017707+0.00031329i,-0.00051523-2.6952e-06i,-0.0003312-8.9194e-05i,-0.00020503-5.4666e-05i,-0.00087609+0.00011948i,-0.0011869+0.00051215i,-0.00052617+0.00092849i
3.3237e-05+0.00031853i,0.0021126-0.0024944i,0.0022911-0.0035761i,0.00088112-0.0019836i,0.00045985-0.0022357i,0.0010236-0.0026419i,0.00086299-0.0015331i,0.00049406-0.00039595i,0.0002114+0.00042159i,0.00072292+0.0001325i,0.00073016-0.00017627i,0.00028119+2.516e-05i,0.0002701-0.00054292i,9.6615e-05-0.00081518i,-0.000447-6.471e-05i,-0.00086917+0.00013054i,-0.00015815-0.00024655i,-0.0002328-0.0003205i,-0.0005146-0.00048618i,-0.00018542+0.00029744i,-6.9078e-06+0.0012927i,-0.00028694+0.001229i,-0.00043835+0.00098225i
-0.00021969+0.00012523i,0.0014376-0.0024936i,0.0013512-0.003742i,-2.2738e-05-0.0020802i,-0.00042822-0.0012273i,-0.00029388-0.0017042i,0.00019796-0.0011078i,0.00041158+9.6546e-05i,6.9809e-05+0.00048549i,0.00023533+0.00056465i,0.00057633+0.00068946i,0.00035342+0.0005346i,3.7307e-06+0.00038563i,0.0005888+0.00023008i,0.00059168-8.7206e-05i,0.00016358-0.00047517i,0.00043195-0.0010353i,0.00029181-0.0007516i,1.4324e-05-0.00050362i,-0.00057903-0.00039971i,-0.0009454-0.00027046i,-0.00059959-0.00016055i,-0.0005769+0.00010829i
0.00031665+0.00077798i,0.0039645-0.0034085i,0.0047551-0.0054859i,0.0030904-0.0047665i,0.002776-0.0044166i,0.0020564-0.0039997i,0.00055544-0.0023795i,0.00047012-0.00064317i,0.00087857-0.0003721i,0.0009487-0.00013708i,0.0002321+0.0012273i,-0.00044346+0.0014124i,-0.00014097+0.0012232i,0.00068552+0.0004204i,0.0010007-0.00076317i,0.00012523-0.0012471i,-0.00087374-0.00081813i,-0.00098792-9.4547e-05i,-0.00092609+9.0768e-05i,-0.00053169+0.00013623i,-0.00061918+4.8718e-05i,-0.00088707+0.00014315i,-0.00039451-3.3054e-05i
0.0008972-0.0004935i,0.0031918-0.0030443i,0.0026442-0.0046586i,0.0022545-0.0034532i,0.0014994-0.0012514i,-0.00063567-0.0011132i,-0.00093733-0.00092517i,0.0005796+0.00017338i,0.0013476+0.00033915i,0.00039389-0.00016892i,3.4417e-05-0.00039115i,-0.00047207+0.00093937i,-0.00027934+0.0019048i,0.00043068+0.0013728i,0.00058939+0.00060068i,0.0003312+0.00076703i,6.6568e-05+0.00044519i,0.00022396-0.00048527i,-0.00019224-9.41e-05i,-0.00018969+0.00068682i,-0.00018513+0.0008179i,-0.00077539+0.0006189i,-0.00099601+0.00049297i
0.00083187+0.00041131i,0.0032474-0.0015996i,0.0012535-0.0029808i,-0.0015925-0.0027739i,-0.00079739-0.0025332i,0.00030975-0.0022458i,0.00096108-0.0011983i,0.0014351-0.00056672i,0.00079344-0.0010619i,0.0011327-0.00084258i,0.00093621-0.00052795i,-0.00011725-0.00042825i,-7.2459e-05-0.00017444i,0.00062136+4.5118e-05i,0.000502+0.00022891i,-3.5395e-05-3.4329e-05i,-0.00024849+0.00011034i,-9.7474e-05+0.00016979i,3.154e-05+2.3749e-05i,-0.00028284+0.00031271i,-0.00050016+0.00056047i,-0.00075853+0.0012901i,-0.00096884+0.0011314i
-0.00027438+0.0015917i,0.0034036-0.0013176i,0.0036934-0.0029749i,0.0029022-0.0029544i,0.0031941-0.0023614i,0.0023755-0.002271i,0.0012187-0.001781i,0.0015522-0.0011823i,0.0019291-0.00030605i,0.0011396+0.00043587i,0.00094833+0.00075023i,0.00094045+0.00068426i,0.00099822-0.00022739i,0.0012595-0.0008886i,0.0010935-0.00039498i,0.00081746-0.00017i,0.00075582-0.00016392i,1.2242e-05+8.9992e-05i,-0.00072673+0.00053945i,-0.0012381+0.0012159i,-0.0015088+0.00065753i,-0.0011015-0.00024543i,-0.0010171-0.00085807i
-0.00047813+0.0014715i,0.0014638-0.0010825i,0.0018404-0.002351i,0.00066317-0.0016921i,0.0010949-0.001175i,0.0013013-0.0016698i,8.4268e-05-0.0012368i,-0.00037637-0.00010122i,-4.1307e-05+0.0011389i,0.00010211+0.0014344i,-0.00036679+0.001355i,-0.00045595+0.0020021i,0.00030077+0.0013535i,0.00047355+0.00051422i,-0.00064767+0.00040769i,-0.00071755-0.00082743i,0.00037139-0.0018021i,0.00066096-0.0019094i,-0.00023865-0.0013256i,-0.001088+0.00017283i,-0.00070862+4.6078e-05i,-0.00022658-0.00064715i,0.00049537-0.00067435i
0.001217+0.00064317i,0.0033221-0.0018554i,0.0022594-0.0046899i,-0.00026886-0.0035382i,-0.00063811-0.0023502i,-0.00038347-0.0024644i,-0.00062426-0.0016306i,-0.0001625-0.00073094i,0.00062863-0.00039638i,0.00060364-0.00025257i,0.00016297+0.00013448i,0.00051332+0.00056827i,0.00096893+0.00085609i,0.00059343+0.0009095i,-3.9388e-05+0.0004038i,-3.5404e-05-0.00075145i,0.00023011-0.0010897i,0.00029746-0.00057119i,-0.00030022-0.00013095i,-0.00018549-0.00070927i,0.00051579-0.0012778i,0.00022395-0.00067219i,-0.00058205-0.00011168i
-0.0013503-0.00086577i,0.0010762-0.0026152i,0.0018197-0.0034766i,0.0010321-0.0023163i,0.0009809-0.0010259i,0.0018433-0.000873i,0.001744-0.00103i,0.0012654-7.6537e-05i,0.00079834+0.00056778i,0.00057357+0.00015745i,5.9431e-05+0.0007056i,9.688e-06+0.0012264i,0.00019013+0.00070326i,0.00052384+0.00033892i,0.00072038-0.00027636i,0.00059621-0.00076484i,0.0006414-0.00060705i,0.00037921+3.7647e-05i,-0.00014429+0.00038512i,-0.00034476+5.0397e-05i,-0.00044761-0.00035694i,-0.00050137-0.00043882i,-4.802e-05+0.00034665i
0.00096004+0.00030031i,0.0030771-0.002375i,0.0021532-0.0038562i,0.00041399-0.0035389i,4.336e-05-0.0029718i,-0.00059954-0.0019966i,-0.0011192-0.00065684i,-0.00017467+0.00034068i,0.00070635+0.00048438i,0.0009152-1.7304e-05i,1.1071e-05-0.00043307i,-0.00023845-0.00031484i,0.00028913+0.00022013i,-2.5837e-05+0.00059648i,-0.00030239+0.0001789i,-0.00039337-0.00025273i,0.00037993-0.00069281i,0.00081983-0.00064744i,7.7788e-05+0.00030733i,-0.00012268+0.00059813i,-2.0473e-05+1.2689e-06i,-0.00017897-0.00030095i,-0.00039328-0.0004352i
-0.00057607-0.00010839i,0.0021723-0.0023446i,0.0016932-0.0032343i,0.00090161-0.0024812i,0.0018258-0.0016289i,0.0019724-0.0028072i,0.00039097-0.0027212i,-0.00073351-0.0012279i,-0.00013315-4.2638e-05i,6.7312e-05+0.00046741i,-0.00031706+0.00012542i,-0.00018763+0.00026836i,2.9186e-05+0.00069127i,0.00079601+0.0003261i,0.0010517-0.00065289i,0.00018796-0.00044935i,0.00033098+0.00011693i,0.00023497+0.00040839i,-0.00058454+7.0293e-05i,-0.0006468-0.00023085i,-0.00081512+0.00037818i,-0.0004368+0.00074004i,-0.00051977+3.9199e-05i
-0.0006651+0.00081614i,0.0012703-0.0010953i,0.0022613-0.0025572i,0.0024643-0.0023666i,0.002885-0.0018307i,0.0024378-0.0024148i,0.0013187-0.0017509i,0.00079567-4.5651e-05i,0.00079643+0.00018009i,0.001417+0.00040256i,0.0016665+0.00071379i,0.0010639+0.00031025i,0.00034176-0.00037856i,-0.00014635-0.00073976i,-0.00018211-0.0011352i,0.0001803-0.0011407i,0.00032542-0.00021505i,0.00018197+0.00014195i,-0.00027403+0.00028853i,-0.00075801+0.00029088i,-0.00040664+0.00016126i,-0.00040993+0.00072636i,-0.0010296+0.00041832i
-0.0019761+0.0010308i,0.0001364-0.0017291i,0.00096313-0.003112i,-0.00014593-0.0015934i,-0.00033125-0.001213i,0.0002457-0.0016358i,-0.00025528-0.0011694i,0.00023836-0.0005397i,0.000981-2.01e-05i,0.0012038+0.00029638i,0.00069314+0.0005624i,2.7507e-05+0.0010164i,0.00028077+0.0011247i,0.00010871+0.00060055i,4.5165e-05-0.00031309i,-8.5631e-05-0.00051651i,-0.00078012-0.00053877i,-0.00063877-0.00088326i,0.0002284-0.0014085i,0.00025915-0.0016402i,-0.00050843-0.0001763i,-0.0011066+0.0006953i,-0.0010572+0.00095498i
-0.0002197+0.0019592i,0.0010282-0.00036703i,0.0012465-0.0021683i,0.0016947-0.0017391i,0.0021513-0.0014516i,0.0011936-0.0026165i,-0.0005499-0.002269i,-0.00043825-0.00040125i,0.00077564+0.00067196i,0.00080858+0.00091494i,0.00041183+0.00041983i,0.00030976-0.00058731i,0.000147-0.00070725i,0.00017662-0.0010199i,-2.2538e-05-0.001463i,-0.00077388-0.00096556i,-0.00052404+3.4052e-05i,-0.00022745+0.00056271i,-0.00047696+0.00089481i,-0.00081325+0.00039973i,-0.00022765+8.2868e-05i,0.00016704+0.00067934i,-0.0002789+0.00024828i
-0.003734+0.0012265i,-0.00047288-0.00072216i,0.0017421-0.0012057i,0.0020321-0.00031849i,0.0015696-0.00061438i,0.0017569-0.0014328i,0.0017663-0.0012276i,0.0011557-0.00050677i,0.00087357+0.00013132i,0.00084841-0.00028146i,0.00036603-0.00022468i,0.00031576-0.00020809i,0.0010822+5.8484e-05i,0.0012626+0.00015333i,0.0011218-0.00077118i,0.000909-0.00097764i,0.00087457-0.00067915i,0.0011014-0.00072372i,0.00074797-0.00036843i,0.00037128-8.8996e-05i,-0.00014722-3.1235e-05i,-0.00061321+0.00049466i,-0.0004856+0.00053817i
0.0017294-0.0015855i,0.0034665-0.0048156i,0.003246-0.0066049i,0.0011497-0.0048376i,4.2058e-05-0.0024775i,-0.00072142-0.00053217i,-0.0012942+0.00023241i,-0.00044492+0.00035904i,0.00057598+0.00010906i,0.00025611-0.00040599i,-0.00025427+0.00040686i,7.7829e-05+0.0011274i,0.00017804+0.0013143i,-0.00048887+0.001556i,-0.00074423+0.0010212i,-0.00047072+0.00023935i,-0.00020973+0.00045073i,-0.00030221+0.0002298i,0.00020837+0.00031535i,0.0010265+0.00095316i,0.00088656+0.0002693i,0.00033081+0.00020449i,-0.00064846+0.00064264i
3.8093e-05-0.00040887i,0.0017672-0.0033621i,0.00204-0.0048642i,0.00099058-0.0037796i,0.00028905-0.0028038i,-0.0003435-0.0020216i,-0.00039011-0.00098055i,0.0006305+0.00039471i,0.0014688+0.0005486i,0.0012214+0.00010632i,0.00021509+0.0002992i,-0.00050774+0.00041666i,-0.00029603+0.00067551i,-0.00040713+0.0011736i,-0.00077207+0.00082452i,-3.7438e-05-2.8912e-05i,0.00036163-0.00048337i,0.00036543-0.00037013i,-0.00023313+6.8354e-05i,-0.00040004-0.00026961i,-0.00026184-4.0145e-05i,-0.00062626+0.00081992i,-0.00040999+0.00055277i
-0.0021184-2.7789e-05i,-0.00075337-0.0024355i,0.00015566-0.0039294i,0.00062427-0.0025657i,0.0011191-0.0015596i,0.00038139-0.0016843i,-0.00013699-0.00087868i,0.00081697+0.00022846i,0.0011903+0.00070946i,0.00030908+0.00079194i,0.00035083+0.00093073i,0.00080162+0.00058707i,0.00055955-6.0472e-05i,5.3038e-05+0.00034611i,1.6607e-05+0.00018982i,0.00042449-0.00054352i,0.00030159-0.0011415i,-5.1734e-05-0.00043288i,-0.00039435+0.00046741i,-0.00037525-0.00037843i,-0.0005094-0.00034139i,-0.00092181+0.00013295i,-0.0012466+0.00011476i
0.0014243-0.00015584i,0.004075-0.0025566i,0.0033322-0.0046275i,0.001255-0.0038569i,0.00010868-0.0021868i,-0.0011746-0.0017201i,-0.0015228-0.00092583i,0.0001163+0.00019593i,0.0011745+0.0012842i,6.3559e-05+0.0010642i,-0.00072194+0.00042416i,-0.00028039+0.00056143i,-0.00089717+0.00092347i,-0.00045055-4.1437e-05i,0.00033298+0.00012481i,-0.0011333+0.0013358i,-0.001106+0.00059263i,0.00052074-0.00058063i,0.00059889-0.00058556i,0.00023516-6.3476e-05i,-7.5169e-06+0.00026638i,-0.00033758+8.3675e-05i,-0.00043287-0.0001222i
-0.002023-0.00034555i,0.00092406-0.0028398i,0.00095134-0.0040855i,-1.9442e-05-0.0025754i,6.8146e-05-0.0011217i,-0.00053574-0.002049i,-0.00069745-0.0016264i,0.00010743-0.00016266i,0.00072151+0.00038244i,0.00019295+1.5992e-06i,6.6893e-05+0.00016369i,0.00088211+0.0011269i,0.00087639+0.001691i,0.00026886+0.0011457i,0.00038112+0.00041322i,0.00056717-0.00020966i,-5.6953e-05-0.00043402i,-0.00013707-0.00015935i,0.00019423-5.9976e-05i,-0.00049927+0.00041296i,-0.0011426+0.00025959i,-0.00092743+7.2132e-05i,-0.0004033+0.00047637i
0.0018745-0.00036221i,0.0033366-0.002504i,0.0045107-0.0048859i,0.0028962-0.0044573i,0.00079848-0.0038461i,-0.00027248-0.0030293i,-0.00067991-0.0012261i,0.00043604-4.3662e-06i,0.00082418+6.8016e-05i,-2.0631e-05-0.00045625i,-1.336e-06+0.00014323i,0.00025821+0.00052792i,-0.00072503+0.00018431i,-0.0019323+0.00027925i,-0.0017588+0.00080241i,-0.0010903+2.5363e-05i,0.00016334-0.00067905i,0.00028615+1.9434e-05i,0.00035417+0.00068352i,0.00033587+0.0010819i,-4.6182e-05+0.00017139i,-2.3292e-05-0.00042286i,-0.00030946+0.00034436i
0.00091571+0.00098113i,0.0035709-0.0014779i,0.0041126-0.0028032i,0.0022415-0.0022855i,-0.00024826-0.0015448i,-0.00028555-0.0011962i,0.0005466-0.0014942i,0.00043597-0.00077422i,0.00048513+0.0009793i,0.00088162+0.00066358i,0.00048342+0.00014372i,-0.00017814+0.00017479i,-0.00044873-0.00039177i,0.00011361-0.00021704i,-0.00021249+0.00040995i,-0.00075932+0.00047054i,-0.00021527+0.00018654i,0.00010145-0.00046216i,0.00015515-0.00081677i,0.00063767-0.00049915i,4.1693e-05-0.00015i,-0.00099809-0.00054821i,-0.00095321-0.00038236i
0.0011284-5.4378e-06i,0.0025223-0.0027277i,0.0024628-0.004279i,0.0014471-0.0032448i,0.00036875-0.0024477i,-0.0012188-0.0018883i,-0.00098699-0.00066061i,-0.00028198+6.9013e-05i,-0.00028386+0.00038939i,0.00012799+0.00074896i,-0.0002262+0.00060791i,-0.00069701+0.0011177i,-0.00064134+0.0008418i,-0.0009543-5.725e-05i,-0.0011201+0.00030392i,-0.0002619+0.00061908i,0.0001199-3.4085e-05i,-0.00020204-0.00037818i,3.4313e-05-2.2067e-05i,-0.00012585+0.00024202i,-0.00042285-0.00049036i,-0.00016405-0.0012054i,-6.0958e-05-0.0010995i
0.0014937+0.00030672i,0.0038085-0.0030032i,0.0033243-0.0055719i,0.0014167-0.0042613i,0.00074528-0.0027269i,0.00042144-0.0019421i,0.00049439-0.00087813i,0.00085372-0.0004839i,0.00038737-0.001109i,-0.000727-0.00090264i,-0.0015349+0.0001425i,-0.00094675+0.00079269i,0.00028892+0.0010922i,0.00050572+0.00083208i,-0.00067333+0.00010958i,-0.00076664+6.6518e-05i,-0.00024155-3.1927e-05i,-0.00014054-0.00060294i,0.00027353-0.00075782i,0.00022587-0.00046605i,0.00020484-0.00017355i,-2.4262e-05-0.00063366i,7.7782e-05-0.001045i
-3.3019e-05+1.1421e-05i,0.0021689-0.002604i,0.0032645-0.004986i,0.0019473-0.0039388i,0.00092965-0.0023253i,0.00033938-0.0023158i,-0.00027389-0.0016485i,9.3717e-05-0.00050417i,0.00089703-0.00019222i,0.0010638-4.7375e-05i,0.00091148-2.55e-05i,0.00025911+0.00026953i,-0.00034195-4.9035e-05i,-0.00058569-0.00090849i,-0.00095616-0.0011615i,-0.00049252-0.00091606i,0.00028367-0.00050075i,-0.00048313-0.0006487i,-0.00090645-0.00028702i,-0.00047311+0.00027971i,-0.00042242+0.00036478i,-0.00045537+0.00049355i,0.00022136+0.00030593i
0.00097426+0.00010112i,0.0031101-0.00335i,0.0032274-0.0049973i,0.0016767-0.003088i,0.00046746-0.0022209i,-0.00016977-0.0022169i,-0.00049413-0.0012233i,-8.8953e-05-0.00044125i,-0.00012183-7.8493e-05i,-0.00053905-0.00038849i,-0.00025046-0.00029141i,6.2949e-05+0.0008611i,-7.2858e-05+0.0017758i,-0.00012851+0.0015981i,0.0005866+0.00078053i,0.00066428+0.0003201i,0.00060172+0.00033878i,0.00049477-1.6492e-05i,0.00059102-0.00049683i,0.0002698-3.7642e-05i,-0.0003694+0.00063485i,-0.00062839+0.00049355i,-0.0013531-7.8041e-05i
-0.00022935-0.00012983i,0.0024451-0.0033357i,0.0034536-0.004291i,0.002998-0.0025191i,0.0020204-0.0025949i,0.00084849-0.0031997i,0.00028487-0.0013436i,-0.000162+0.00033391i,-0.00041238-0.00016595i,-0.0003367-0.00041504i,-0.00027182+0.00013057i,0.00056253+0.0007395i,0.0012181+0.00061742i,0.0011829-0.0003654i,0.00070442-0.00050999i,-7.3913e-05-5.3373e-05i,-0.00090215-0.00036832i,-0.00048476-0.00035792i,1.2311e-05-0.00051447i,-0.00037668-0.00032538i,-0.00062381+0.00019927i,-0.0011444+0.00021054i,-0.0017007-0.00012921i
0.00057026+0.0022987i,0.0043212+4.3395e-05i,0.0053554-0.0014552i,0.0041367-0.0017878i,0.002197-0.0019562i,0.00054878-0.0023247i,-5.7628e-05-0.001786i,0.00022633-0.00011172i,0.00081838+0.00063541i,0.00090661+0.00040612i,0.00041862+0.00034808i,-0.00012066+0.00068677i,-0.00033975+0.00022163i,-0.00074031-0.00092835i,-0.00070544-0.00065635i,-0.00049666+4.47e-05i,-0.00073186-5.6902e-05i,-0.00079392-0.00013295i,6.6102e-06+0.0007766i,0.00078087+0.0014149i,0.00057934+0.0011729i,0.00010278+0.00050494i,-0.00022665+0.00036491i
0.0018577+0.0023319i,0.0039352-0.00054739i,0.0042115-0.002327i,0.0025725-0.0027995i,0.00053985-0.0038264i,-0.0007853-0.004606i,-0.0010191-0.0029619i,-0.0011961-0.00098423i,-0.0013691+6.2692e-05i,-0.0013374-0.00011503i,-0.00083943-1.377e-05i,-0.00033222+0.00060387i,-0.00062451+0.00028862i,-0.0011633-3.1612e-05i,-0.0012921-0.00043962i,-0.0010061-0.00028859i,-0.00030991-9.9548e-05i,5.0121e-06-0.00074011i,0.00047605-0.0002052i,0.0009151+4.3846e-05i,0.00038554-0.00037341i,0.00013646+0.00047594i,0.00093288+0.0010625i
-0.00025504+0.00053757i,0.0019718-0.0010499i,0.0024273-0.0021984i,0.0020913-0.0013266i,0.0018421+7.5501e-05i,0.0011978-0.00033152i,3.2592e-05-0.00070731i,-0.00017101-0.00042049i,0.00049407-0.00019916i,0.0012922+0.00043411i,0.0012702+0.00081082i,0.00087295+0.00070745i,0.00065449+0.00014688i,0.00047046-0.00056844i,0.0002047-0.00070638i,0.00044593+0.00018818i,5.684e-05+0.00018022i,0.00013696-3.0339e-05i,2.2251e-05+0.0003344i,-0.00027048+0.00037085i,7.3094e-05+0.00047411i,0.00010291+0.00053164i,-9.5365e-05+0.00013911i
0.0015706-0.00038879i,0.0040462-0.0036546i,0.0032471-0.0054808i,0.0011064-0.0031707i,-0.00018061-0.0022314i,-0.0014697-0.0028512i,-0.0018801-0.0020336i,-0.00058948-0.00033713i,2.7257e-05+0.00034507i,-0.00063239+0.00052615i,-0.0010419+5.0388e-05i,-0.00074789-6.4029e-05i,-0.00035978+0.0012146i,-6.2757e-05+0.0011874i,0.00017048+0.00036695i,1.6272e-05+0.00033596i,-0.00025631-0.00056403i,-0.00058207-0.00068156i,-0.00099043+0.0003741i,-0.00071233-3.1425e-05i,-0.00030526-0.00045738i,-0.00048947-0.00026383i,-0.0010203-0.00049748i
0.0021709+0.0008003i,0.0045656-0.0021323i,0.0043241-0.003526i,0.0016065-0.0032812i,0.00074075-0.003183i,0.00080477-0.0033609i,0.00063548-0.0020878i,0.0006394-0.0011188i,0.0010864-0.0011204i,0.00093624-0.00099766i,-0.00043719-0.00029323i,-0.00066648+0.00070196i,-9.4981e-05+0.00056009i,-0.00015087-0.00044568i,-0.0003274-0.00043363i,8.8945e-05+0.00018932i,0.00053004+0.00032764i,0.00042029-0.00013261i,-0.00022568-0.00067499i,-0.00015269-0.00050488i,5.0491e-05-0.00019528i,-0.00023983+0.00031801i,-0.00080239+0.0002654i
0.001776+0.0013157i,0.0043498-0.001183i,0.0041652-0.0030932i,0.0032149-0.0027895i,0.001685-0.0018155i,-0.00087281-0.001966i,-0.00099099-0.00093449i,0.00073605+0.00068876i,0.0014244+0.00092685i,0.0003542+0.00085897i,-0.00055711+0.00038784i,-3.4292e-05+0.00055012i,0.00056263+0.00071788i,0.00084816+0.00028507i,0.00050654-0.00028898i,-0.00083503-0.0003307i,-0.0013435+1.6948e-05i,-0.00063216+0.00035111i,-0.00082971+0.00038653i,-0.0011876-1.3528e-05i,-0.00072245+0.00029199i,-0.00030693+0.000819i,-0.00058334+0.00055773i
-0.00031574+0.0018312i,0.0025477-0.0014254i,0.0027964-0.003438i,0.0018008-0.0028298i,0.0011707-0.0019738i,0.00033474-0.0025824i,-0.00081553-0.0020813i,-0.001065-0.00058052i,-0.00082645+0.00058276i,-0.00020896+0.0013348i,0.00055964+0.0010354i,0.00017562+0.00043276i,-0.00029067-0.0001277i,-0.00029018-0.00045437i,-0.00032139+0.00019395i,-2.4803e-05-0.00019562i,-0.00030793-0.001045i,-0.00069627-0.0011017i,0.0001915-0.00039237i,0.00041667+0.00031054i,-0.00043396+0.00017511i,-0.00054653+6.587e-05i,0.0001508+0.00043829i
0.00021915+0.0017659i,0.0029732-0.00013322i,0.0031163-0.0018847i,0.0018632-0.0014419i,0.0016866-0.00081405i,0.0010559-0.0011024i,0.00080563-0.0013804i,0.0013963-0.00067803i,0.0014774-0.00021552i,0.00098724+1.8026e-05i,0.00034358+0.0006371i,-0.0004262+0.0013257i,-0.0001205+0.00088174i,0.0011066-0.00042212i,0.0011447-0.0010072i,0.00068446-0.00064248i,-1.3772e-05+0.00026893i,-0.00064777+0.0003743i,-0.00095138+0.00018381i,-0.0009585+0.00059746i,-0.00046303+0.00070552i,-3.4297e-05+0.00077606i,4.8715e-05+0.00080486i
0.00057175-3.9056e-05i,0.0027017-0.0020463i,0.0015959-0.004275i,-0.00048476-0.0036579i,-0.00059726-0.0024236i,2.3788e-06-0.0021368i,-4.7362e-05-0.0014441i,-2.836e-05-0.00075107i,0.0002808-0.00037123i,0.00019326-2.1819e-05i,4.6073e-05-0.00012274i,0.0007246-0.00020892i,0.00078685-2.3813e-05i,0.00019772-2.9572e-05i,-0.00028652-0.00010396i,-0.00021214-0.00010031i,-0.00034759+0.00022909i,-0.0004855-0.00062337i,0.0003522-0.00097007i,0.00035066-0.00050669i,-0.00037578-0.00024212i,-0.00090601+4.7794e-05i,-0.00059849+0.00011318i
0.0010079+0.00065628i,0.002266-0.0017805i,0.0029647-0.0038798i,0.001683-0.0038396i,0.0012608-0.0027098i,0.00092569-0.0011465i,0.0003876-0.00027362i,0.0010939+0.00031495i,0.001693+0.0011378i,0.0012304+0.0012582i,0.00044275+0.00053734i,1.1805e-05+1.7403e-05i,-0.00019219+0.00025933i,-0.00085547+0.00054687i,-0.0013473+0.00088951i,-0.0002276+0.00044734i,4.5608e-05-0.00034524i,-0.00067426-0.00013254i,-0.00045289+0.00091944i,-0.00043664+0.0013722i,-0.00090887+0.00056352i,-0.0010418+0.00056247i,-0.00087257+0.00055864i
-9.6194e-05+8.1989e-05i,0.0022265-0.0023806i,0.0024855-0.0038998i,0.00096892-0.0030069i,0.00054919-0.0020011i,0.00052391-0.0012396i,0.00090076-0.00050245i,0.001437+0.00048926i,0.00077248+0.001072i,-0.00035473+0.0010224i,-0.00045166+0.00080276i,-0.00029184+0.00068654i,-0.00051519+0.00031412i,-0.00035046+0.00054796i,-0.00035139+9.7514e-05i,-0.00038711-0.00050833i,-0.00064316-0.00028803i,-0.00049788+0.00050124i,-0.00061371+0.00083004i,-0.00018551+0.0004585i,0.0007462+0.00044451i,6.5625e-05+0.0003607i,-0.00066231+0.0003201i
