0.0025214+0.00067843i,0.0019046-0.00034213i,0.0010941-0.0024618i,-0.00066682-0.0029928i,-0.0027951-0.0010464i,-0.0041688+0.0016174i,-0.0031142+0.002535i,-0.0011231+0.0021508i,0.00047638+0.0012246i,0.00095436-0.00029948i,0.00023512-0.0015617i,-0.00037238-0.0014124i,-0.0010375+0.00016281i,-0.0009169+0.00055764i,-0.0010188-4.6475e-05i,-0.00078556-0.00020264i,-0.00036343-0.00030467i,-0.0005063-0.00021269i,-0.00074016+0.00049259i,-0.00089754+0.0012851i,-0.00043423+0.00089722i,-0.00023942-0.00018993i,-0.00073303-5.283e-05i
0.24885+0.023839i,0.58715+0.080124i,0.81414+0.06503i,0.71023-0.027258i,0.40826-0.061674i,0.16702-0.02563i,0.043932-0.0023231i,0.0034049-0.0058147i,-0.0039303-0.025696i,-0.012368-0.031861i,-0.011129-0.015218i,0.0022968-0.0026793i,0.0093307+0.0057041i,0.0089981+0.019336i,0.0094392+0.030464i,0.015015+0.036481i,0.019509+0.033091i,0.013876+0.017899i,0.00053811+0.0052327i,-0.0082992+0.0019963i,-0.0094032-0.0023921i,-0.011566-0.010323i,-0.015338-0.01184i
-0.19992+0.21603i,-0.44143+0.39361i,-0.58168+0.36073i,-0.45333+0.10421i,-0.25475-0.13323i,-0.17085-0.15932i,-0.09629-0.070596i,-0.02584-0.054476i,-0.025135-0.065419i,-0.027125-0.031145i,0.0020723-0.00287i,0.02322+0.0018404i,0.028829+0.00053258i,0.02388+0.00047859i,0.012766+0.0033572i,-0.00088071+0.0070703i,-0.007975+0.013337i,-0.0014904+0.015928i,0.0085694+0.010705i,0.013713+0.0038961i,0.017569-0.0036164i,0.020071-0.011253i,0.014767-0.016193i
-0.089586-0.083586i,-0.017082-0.17235i,0.17766-0.24496i,0.17156-0.22893i,-0.039358-0.1206i,-0.10843+0.0013043i,-0.051122+0.035524i,-0.03756+0.03445i,-0.04403+0.054514i,-0.033717+0.06094i,-0.02175+0.043854i,-0.017512+0.020797i,-0.023812+0.0028047i,-0.027732-0.0094475i,-0.022393-0.01808i,-0.011302-0.022493i,-0.00078184-0.024806i,0.0041004-0.022385i,0.0042426-0.017693i,0.0027684-0.013956i,0.0062425-0.0058594i,0.014405+0.0011255i,0.017703+0.00072434i
-0.1791-0.22746i,-0.45418-0.19265i,-0.63226+0.098738i,-0.48578+0.38645i,-0.1559+0.39317i,0.031047+0.2079i,0.060021+0.072605i,0.058591+0.04443i,0.069123+0.040148i,0.065604+0.0082251i,0.029763-0.022775i,-0.008652-0.025059i,-0.018533-0.015219i,-0.012265-0.010433i,-0.010593-0.0071225i,-0.010534-0.0040846i,-0.011627-0.0061414i,-0.01661-0.0037514i,-0.015536+0.0064385i,-0.008318+0.011241i,-0.0075931+0.012774i,-0.0095966+0.017406i,-0.0056001+0.016806i
0.51079-0.24921i,0.82512-0.54063i,0.8275-0.68078i,0.54042-0.5104i,0.27702-0.22109i,0.14665-0.077687i,0.049614-0.052202i,-0.00045418-0.026184i,0.0071418-0.01531i,0.013957-0.015613i,0.022754-0.0082217i,0.0394-0.0061747i,0.037932+0.0018756i,0.026603+0.018799i,0.021728+0.026327i,0.023289+0.021759i,0.025927+0.014194i,0.017786+0.0043536i,-0.00025287-0.0020427i,-0.011382-0.00051984i,-0.013839-0.0021211i,-0.018816-0.0058948i,-0.022347-0.00045902i
0.089257+0.59192i,0.054809+0.92525i,-0.042775+0.90133i,-0.041408+0.49548i,-0.0077943+0.087585i,-0.049064-0.063485i,-0.060778-0.056684i,-0.034666-0.06799i,-0.038144-0.086162i,-0.035672-0.057916i,-0.012771-0.014523i,0.0059143+0.011694i,0.010015+0.0097119i,0.0014183-0.0015987i,-0.0071621+0.0010596i,-0.014671+0.0089143i,-0.017226+0.012551i,-0.0027548+0.0098589i,0.014649+0.0016627i,0.018996-0.0041606i,0.020301-0.0096892i,0.022033-0.020513i,0.016272-0.027783i
-0.39134+0.11247i,-0.37815-0.016496i,-0.17726-0.30959i,-0.098522-0.4215i,-0.15759-0.25469i,-0.14032-0.065289i,-0.086387+0.015457i,-0.061579+0.046313i,-0.049628+0.059318i,-0.045558+0.054097i,-0.043565+0.035895i,-0.046516+0.018347i,-0.042744+0.01184i,-0.026385+0.0047366i,-0.012807-0.0076162i,-0.0084077-0.016143i,-0.011887-0.017253i,-0.016505-0.011913i,-0.015601-0.0030933i,-0.0099179+0.0024821i,-0.00070248+0.0070902i,0.010439+0.01307i,0.016838+0.010638i
-0.40241-0.2129i,-0.5694+0.011796i,-0.46697+0.4322i,-0.20499+0.56706i,-0.051156+0.35409i,-0.0079769+0.16648i,0.038472+0.087853i,0.050812+0.04888i,0.038983+0.040329i,0.036396+0.019043i,0.016818-0.010536i,-0.0045467-0.012755i,-0.0045584-0.0073011i,0.0019289-0.0087506i,0.0019527-0.0050042i,0.0051731+0.009024i,0.012366+0.0223i,0.014282+0.025684i,0.011213+0.016407i,0.003066+0.0026398i,-0.011822+0.0022452i,-0.021507+0.015798i,-0.018554+0.0265i
0.31669-0.66434i,0.3278-1.0037i,0.12027-0.98722i,-0.078903-0.58507i,-0.07157-0.17865i,-0.020813-0.048868i,-0.035505-0.034424i,-0.010789-0.0017963i,0.030208+0.0031222i,0.029854+0.0051233i,0.036444+0.016541i,0.051196+0.0012479i,0.041663-0.011577i,0.019769-0.00019721i,0.0069217+0.0081905i,0.0057209+0.0016299i,0.0098479-0.012823i,0.0079179-0.025554i,-0.0027881-0.02375i,-0.0081698-0.010505i,-0.0083662-0.003775i,-0.012394-0.004929i,-0.016298-0.0011572i
0.57209+0.5183i,0.67625+0.79249i,0.5807+0.80163i,0.43194+0.4967i,0.25579+0.15809i,0.089173-0.0038781i,0.011514-0.05937i,-0.032367-0.10475i,-0.062286-0.10587i,-0.052058-0.064874i,-0.032338-0.021764i,-0.017571+0.014723i,-0.0092897+0.024917i,-0.012646+0.012367i,-0.013807+0.0045358i,-0.01438+0.002697i,-0.020675+0.0028008i,-0.016936+0.0062731i,-0.0023546+0.006576i,0.0071941+0.0040814i,0.012097-0.002102i,0.013445-0.016077i,0.007376-0.02779i
-0.43179+0.33143i,-0.5884+0.1301i,-0.57403-0.20942i,-0.41973-0.30161i,-0.24149-0.17893i,-0.13308-0.065314i,-0.090126+0.014335i,-0.046438+0.065485i,-0.013922+0.059035i,-0.0071749+0.027297i,-0.017575-0.0073956i,-0.044031-0.0265i,-0.046315-0.013544i,-0.015829-0.0018632i,0.0024514-0.0073589i,0.0016585-0.01099i,-0.0028242-0.0079511i,-0.0073072-0.00072882i,-0.0068128+0.0062407i,0.00054834+0.0055809i,0.0098627+0.0040105i,0.021828+0.007241i,0.030057+0.0032159i
-0.26983-0.10456i,-0.11511-0.010986i,0.17761+0.12558i,0.27316+0.099374i,0.1529+0.010641i,0.079681+0.017746i,0.094433+0.037451i,0.091356+0.045274i,0.076371+0.052318i,0.061695+0.02359i,0.043424-0.0081024i,0.039787-0.021374i,0.031812-0.033321i,0.0061618-0.028539i,-0.0083445-0.00079472i,0.0047459+0.021941i,0.030541+0.023381i,0.043606+0.0093941i,0.032521-0.0064625i,0.011469-0.008989i,-0.0058247+0.0010714i,-0.018411+0.015592i,-0.021709+0.028502i
-0.10036-0.56227i,-0.17102-0.69896i,-0.34793-0.5676i,-0.43598-0.23273i,-0.29579+0.0062063i,-0.12842+0.028709i,-0.050817-0.0091743i,0.0096022-0.03874i,0.037925-0.059602i,0.020739-0.024983i,0.0164+0.020076i,0.01736+0.022935i,0.006426+0.0136i,-0.0012086+0.013022i,-0.0057569+0.014742i,-0.014438+0.010295i,-0.026811-0.002505i,-0.037441-0.012222i,-0.035354-0.0091855i,-0.019835-0.0022658i,-0.0083197-0.00802i,-0.011907-0.020517i,-0.022238-0.021189i
0.67833+0.066298i,0.79389+0.25524i,0.69834+0.30851i,0.48068+0.19574i,0.25226+0.10666i,0.12272+0.03223i,0.031853-0.072184i,-0.081455-0.10616i,-0.10676-0.072601i,-0.057291-0.049792i,-0.022471-0.023167i,0.00071436+0.011388i,0.01163+0.030252i,0.014355+0.02901i,0.01679+0.0088957i,0.012621-0.010079i,0.0074292-0.0088408i,0.011813+0.0012481i,0.019155+0.0025085i,0.018029-0.0019832i,0.016357-0.0040232i,0.017647-0.0073849i,0.017875-0.013762i
-0.35879+0.50037i,-0.69183+0.57139i,-0.71097+0.5277i,-0.38952+0.4043i,-0.13746+0.2129i,-0.12835+0.074777i,-0.15879+0.070398i,-0.11891+0.1061i,-0.070425+0.10609i,-0.030797+0.064233i,-0.017913+0.0024718i,-0.039965-0.022504i,-0.035448-0.012427i,-0.0066425-0.012421i,-0.0014241-0.010934i,-0.0073047+0.0055878i,-0.0068644+0.017676i,-0.0067285+0.023137i,-0.0047556+0.022292i,-0.0016335+0.0097113i,0.00081938+0.0011738i,0.0087752+0.0026004i,0.0163+0.0025143i
0.0094587-0.065768i,0.18395-0.22185i,0.32844-0.29948i,0.34327-0.33421i,0.23051-0.31526i,0.10857-0.18448i,0.082502-0.037617i,0.099474+0.049327i,0.10475+0.088509i,0.086706+0.074049i,0.054468+0.025769i,0.039909-0.019606i,0.021665-0.047517i,-0.010738-0.035306i,-0.018187-0.0058898i,-0.0066961+0.0022691i,0.0040414-0.0021284i,0.014711-0.010016i,0.015821-0.017568i,0.0072526-0.010744i,0.0003844+0.0053813i,-0.0052175+0.017769i,-0.0065348+0.023431i
-0.37955+0.085433i,-0.25266+0.13704i,-0.1401+0.095282i,-0.18489+0.064934i,-0.21808+0.091259i,-0.13394+0.10096i,-0.003436+0.054882i,0.082035-0.032289i,0.073248-0.078998i,0.027893-0.031781i,0.0082386+0.043924i,0.011857+0.08484i,0.02128+0.076017i,0.018698+0.037307i,0.0066906+0.0071738i,-0.0011883-0.0050973i,-0.012622-0.010992i,-0.028469-0.011438i,-0.033892-0.0037557i,-0.022517+0.0048581i,-0.0085447-0.001844i,-0.01208-0.01995i,-0.031453-0.027717i
0.20524-0.67909i,0.12295-0.71791i,-0.046634-0.57583i,-0.18333-0.31201i,-0.16835-0.051713i,-0.04142+0.017996i,0.0066852-0.075815i,-0.037357-0.14805i,-0.066387-0.15054i,-0.055484-0.11325i,-0.021044-0.07395i,-0.0086933-0.058535i,-0.018943-0.03437i,-0.016267-0.0085383i,-0.0135-0.0041627i,-0.0098337-0.0015239i,0.011851-0.0015512i,0.034379-0.011822i,0.038345-0.017072i,0.031705-0.010016i,0.027631+0.0013703i,0.029845+0.0055311i,0.034229-0.0011793i
0.010105+0.30109i,-0.2497+0.36918i,-0.31451+0.43138i,-0.14661+0.46785i,-0.011718+0.36553i,-0.0061066+0.2052i,-0.034966+0.12695i,-0.07694+0.10666i,-0.11689+0.11115i,-0.086724+0.1028i,-0.026741+0.041267i,-0.010759-0.0076782i,-0.014909-0.0078759i,-0.019054+0.00063585i,-0.023241+0.011044i,-0.01744+0.019952i,-0.011492+0.023112i,-0.011441+0.033371i,-0.0090466+0.037467i,-0.0070529+0.027151i,-0.0082783+0.023614i,-0.0034431+0.030056i,0.010858+0.034675i
0.11466-0.26303i,-0.047041-0.42977i,-0.22793-0.25776i,-0.13288-0.069684i,0.013865-0.12657i,-0.062491-0.19198i,-0.15837-0.080882i,-0.11054+0.068624i,0.00013137+0.1172i,0.042034+0.070567i,0.002252+0.022468i,-0.029964+0.010612i,-0.028763+0.018535i,-0.011012+0.04211i,0.011397+0.050932i,0.011679+0.035751i,-0.003808+0.01559i,-0.019443-0.0057756i,-0.032141-0.0154i,-0.028802-0.010563i,-0.017323-0.0089159i,-0.016602-0.013128i,-0.021948-0.010621i
-0.049332+0.83818i,0.41832+0.87069i,0.6913+0.47324i,0.52468+0.14372i,0.25118+0.12366i,0.18173+0.19708i,0.24299+0.15157i,0.25161+0.01201i,0.16918-0.072716i,0.08563-0.040911i,0.070497+0.018307i,0.086441+0.027164i,0.071755-0.0054038i,0.032702-0.038601i,0.0033275-0.041912i,-0.000673-0.027357i,0.004212-0.0099054i,0.011847+0.0085224i,0.02533+0.018891i,0.030182+0.017581i,0.027535+0.0075258i,0.021665-0.0080282i,0.0042358-0.020558i
-0.43813-0.90622i,-0.53055-0.75451i,-0.41439-0.41971i,-0.30855-0.27062i,-0.27079-0.25687i,-0.20998-0.23937i,-0.16493-0.19463i,-0.14574-0.13515i,-0.11978-0.12221i,-0.11437-0.12134i,-0.1117-0.073414i,-0.098175-0.018795i,-0.079889+0.011509i,-0.051042+0.017697i,-0.015436+0.007657i,0.023915-0.0055502i,0.052455-0.025057i,0.053667-0.043474i,0.034754-0.046972i,0.011726-0.03311i,0.0015913-0.0051168i,0.0073804+0.020106i,0.019412+0.024509i
0.74215+0.016457i,0.71337-0.24099i,0.41943-0.45783i,0.038385-0.27726i,-0.18245+0.16605i,-0.17863+0.48388i,-0.096364+0.53426i,-0.031042+0.41666i,0.022664+0.29618i,0.08282+0.18387i,0.11341+0.030978i,0.081883-0.078126i,0.048189-0.086295i,0.033998-0.059549i,0.0036179-0.040312i,-0.033378-0.016959i,-0.046587+0.01085i,-0.032259+0.027084i,-0.01505+0.019605i,-0.011359+0.0052507i,-0.016562-0.0040193i,-0.023194-0.012511i,-0.030582-0.014882i
-0.14798-0.059941i,-0.39479+0.018834i,-0.45085+0.34181i,-0.16763+0.36719i,0.077337-0.08459i,0.042829-0.55268i,-0.025291-0.66446i,0.012414-0.49075i,0.067159-0.29368i,0.040397-0.16759i,-0.0034178-0.046294i,0.013498+0.034118i,0.017707+0.034361i,-0.015754+0.025539i,-0.03576+0.023949i,-0.046794+0.0021079i,-0.056979-0.018869i,-0.05279-0.017168i,-0.039478-0.0025848i,-0.022857+0.0013842i,-0.0074307-0.01722i,-0.0055267-0.032736i,-0.009527-0.023428i
0.13847+0.70297i,0.48704+0.53169i,0.49012+0.097426i,0.26152+0.020177i,0.17281+0.36752i,0.27048+0.69529i,0.3545+0.71593i,0.31972+0.44991i,0.19999+0.17744i,0.10997+0.068954i,0.050173+0.016561i,-0.017918-0.029555i,-0.052695-0.03883i,-0.050267-0.0069385i,-0.019222+0.063676i,0.046404+0.12321i,0.095038+0.1063i,0.082757+0.032698i,0.045724-0.020627i,0.03247-0.031728i,0.039751-0.028569i,0.041643-0.023939i,0.026175-0.010854i
-3.0133+7.5652i,-0.82182+6.3385i,3.066+5.7262i,5.3672+2.505i,4.9035-0.83903i,2.5687-2.173i,0.38921-1.2236i,-0.30457+0.25988i,0.28576+0.95779i,1.2778+0.51638i,1.5613-0.61858i,1.0916-1.4449i,0.61649-1.4767i,0.57825-0.98522i,0.85562-0.70698i,0.69184-0.67645i,0.15091-0.43637i,-0.11145-0.19683i,-0.15293-0.22228i,-0.14857-0.24042i,-0.025477-0.21136i,0.094602-0.31984i,0.018966-0.43466i
0.85944-0.33035i,0.77412-0.6334i,0.36625-0.71372i,0.0439-0.40412i,0.0045895+0.021087i,0.031552+0.22764i,0.0070384+0.29952i,0.05823+0.33563i,0.13195+0.25082i,0.13586+0.14004i,0.12899+0.07734i,0.1195+0.011201i,0.081688-0.025521i,0.060274-0.0096109i,0.07235+0.0091237i,0.080889+0.018374i,0.061463+0.025518i,0.017159+0.021185i,-0.017713+0.013896i,-0.02245-0.00072339i,-0.023987-0.021502i,-0.030599-0.023569i,-0.025244-0.0072316i
0.19701+0.55854i,0.29694+0.60339i,0.36411+0.50248i,0.43378+0.2283i,0.49455-0.1073i,0.53735-0.32499i,0.50163-0.41988i,0.30416-0.38491i,0.10629-0.21518i,0.02463-0.05499i,-0.0043812+0.048644i,-0.00048805+0.11096i,0.0070868+0.11291i,-0.00089028+0.099314i,0.0047091+0.10255i,0.018642+0.10916i,0.020744+0.10096i,0.01397+0.071771i,0.0072068+0.046924i,0.011397+0.038684i,0.021416+0.026536i,0.027459+0.012128i,0.031002-0.0039612i
-0.48339+0.21755i,-0.5256+0.20019i,-0.50473+0.11316i,-0.3279+0.033748i,-0.041173-0.19586i,0.041841-0.57253i,-0.15729-0.67407i,-0.2648-0.39816i,-0.16017-0.16154i,-0.090442-0.090078i,-0.074486-0.017851i,-0.015129+0.017125i,0.018505-0.009914i,0.011724-0.015433i,0.00033204-0.016112i,-0.030913-0.031285i,-0.049299-0.031199i,-0.031411-0.022164i,-0.0093763-0.018458i,-0.00075404-0.021165i,0.0026423-0.02395i,0.0054652-0.021145i,0.002921-0.013482i
0.037328-0.49262i,0.233-0.35538i,0.52117-0.17744i,0.60631-0.18875i,0.3952-0.28461i,0.057546-0.26057i,-0.20022-0.12958i,-0.24624-0.0062999i,-0.14847+0.02633i,-0.064537+0.017736i,-0.0063178+0.015449i,0.042177-0.0097452i,0.053841-0.028504i,0.052118-0.021839i,0.053234-0.039825i,0.037023-0.076252i,0.015687-0.077726i,0.013981-0.052029i,0.016825-0.036902i,0.0035586-0.030641i,-0.011573-0.019568i,-0.010261-0.0074627i,-0.00026738-0.0011237i
0.18309+0.054064i,-0.0010484-0.078397i,-0.18539-0.2175i,-0.21098-0.27794i,-0.040531-0.28451i,0.19944-0.25813i,0.30648-0.21057i,0.20803-0.15124i,0.049503-0.060704i,-0.030374-0.0029559i,-0.086684+0.016611i,-0.12705+0.070568i,-0.0972+0.10942i,-0.03943+0.097809i,0.015213+0.080066i,0.057963+0.059449i,0.052572+0.033397i,0.011124+0.015469i,-0.019567+0.0070159i,-0.022937+0.0019798i,-0.018039-0.0057878i,-0.018263-0.012303i,-0.021219-0.017229i
0.19239-0.0050766i,0.21972-0.17025i,0.10732-0.24239i,0.069056-0.22915i,0.19794-0.26119i,0.35225-0.37172i,0.35467-0.42934i,0.25513-0.33316i,0.19164-0.20324i,0.11731-0.14871i,0.02855-0.09307i,-0.0029464-0.036688i,-0.01793-0.025289i,-0.043559-0.013104i,-0.057187+0.023572i,-0.052085+0.06342i,-0.02309+0.072709i,0.0074443+0.04734i,0.021189+0.027632i,0.029734+0.016933i,0.033236+0.0039628i,0.028953+0.0001466i,0.025253+0.0054311i
-0.40618+0.39811i,-0.24735+0.61726i,0.040901+0.5313i,0.20617+0.23704i,0.18794+0.012757i,0.071537+0.008469i,0.0080618+0.094802i,0.008492+0.051341i,-0.051148-0.055863i,-0.10317-0.057182i,-0.057947-0.0262i,-0.0024989-0.032602i,0.011999-0.030239i,0.0034161-0.017969i,-0.019977-0.0038487i,-0.038653+0.012013i,-0.040683+0.018511i,-0.028491+0.017436i,-0.01076+0.011048i,-0.0059314+0.0016795i,-0.0080047-0.00024549i,-0.0044285+0.0071871i,7.4732e-05+0.015505i
0.16924-0.75935i,-0.026579-0.83055i,-0.21489-0.6172i,-0.27345-0.3868i,-0.21304-0.2455i,-0.086531-0.1479i,-0.03915-0.076323i,-0.086512+0.036655i,-0.054545+0.13885i,0.023794+0.10045i,0.010286+0.03367i,-0.019758+0.050193i,0.009076+0.065529i,0.038945+0.034892i,0.039116-0.012334i,0.022681-0.040522i,0.016826-0.031184i,0.019194-0.011897i,0.0080436-0.0034647i,-0.0063531+0.0027152i,-0.017595+0.0068082i,-0.023312+0.0077978i,-0.012415+0.0075619i
0.3422+0.60645i,0.46639+0.47448i,0.38781+0.24641i,0.21939+0.2899i,0.19011+0.41739i,0.24721+0.29085i,0.20329+0.056517i,0.12762-0.020392i,0.10662+0.0063172i,0.062265+0.023917i,0.0091266+0.047926i,0.016065+0.058506i,0.033969+0.032992i,0.024366+0.0077607i,0.0029297+0.001376i,-0.011389+0.015542i,-0.016438+0.02418i,-0.022649+0.012875i,-0.030721+0.010262i,-0.025513+0.024164i,-0.0011537+0.028365i,0.020508+0.0070012i,0.015292-0.021644i
-0.54736-0.13419i,-0.69262-0.032315i,-0.5863+0.13107i,-0.22464+0.11888i,0.064758-0.060368i,0.063826-0.17544i,-0.058246-0.17682i,-0.14264-0.18694i,-0.18567-0.1992i,-0.15164-0.1478i,-0.054673-0.10379i,-0.014778-0.10005i,-0.0384-0.070122i,-0.042393-0.026241i,-0.018961-0.01716i,-0.0064529-0.034256i,-0.01741-0.040515i,-0.023113-0.018632i,-0.0030291+0.0049525i,0.017171+0.0075993i,0.016187+0.0081631i,0.0067435+0.021437i,0.006698+0.031358i
0.24582-0.13634i,0.52547-0.09183i,0.62266-0.15083i,0.33352-0.21016i,0.01364-0.089852i,-0.014964+0.075253i,0.03966+0.11047i,-0.025874+0.15044i,-0.052567+0.23651i,0.023978+0.19481i,0.051952+0.062164i,0.017826-0.011097i,-0.011714-0.024115i,-0.032847-0.0080289i,-0.028307+0.018424i,-0.0073736+0.023374i,0.0078842+0.022775i,0.023638+0.016494i,0.028228-0.0079463i,0.014703-0.025124i,0.0022744-0.025474i,-0.00010425-0.019659i,-0.0037476-0.0094902i
0.35173+0.10969i,0.20648+0.14596i,-0.027231+0.22534i,-0.087757+0.30543i,0.055903+0.29467i,0.24194+0.13433i,0.34475-0.05366i,0.37451-0.12399i,0.3491-0.10736i,0.23037-0.068892i,0.091887+0.0083821i,0.046595+0.076107i,0.04939+0.071792i,0.033857+0.049306i,0.012561+0.049307i,0.0022462+0.049097i,0.00065117+0.027856i,-0.002505-0.000834i,-0.0096564-0.0079619i,-0.011515+0.0014081i,-0.009102+0.0060417i,-0.0078114-0.00032113i,-0.0036636-0.01287i
-0.52863+0.069561i,-0.58671-0.097645i,-0.37605-0.24442i,-0.050405-0.2666i,0.13209-0.24713i,0.12094-0.21791i,0.046048-0.17988i,-0.020118-0.19404i,-0.09403-0.21343i,-0.11759-0.15229i,-0.080108-0.087661i,-0.070175-0.064298i,-0.079567-0.03145i,-0.062382-0.0059307i,-0.041469-0.009216i,-0.025928-0.019347i,-0.015976-0.02732i,-0.015475-0.022358i,-0.011416-0.0046369i,0.000734+0.0021989i,0.0093755-0.001685i,0.0099242+0.00043237i,0.0076305+0.0045505i
0.27107+0.05744i,0.4164+0.3315i,0.41087+0.51027i,0.32983+0.40468i,0.25426+0.22255i,0.20724+0.19247i,0.16844+0.22352i,0.055957+0.22734i,-0.040515+0.23097i,-0.018343+0.18471i,0.025813+0.098183i,0.033249+0.048413i,0.02001+0.019i,-0.016813-0.008735i,-0.051414-0.011685i,-0.058503+0.0060215i,-0.034366+0.027219i,0.0053985+0.030972i,0.02338+0.016177i,0.01727+0.0060639i,0.0098115+0.0033742i,0.0017248-0.0017224i,-0.010467-0.0091195i
-0.10312-0.28002i,-0.1111-0.51963i,-0.10101-0.6638i,-0.15621-0.50462i,-0.10616-0.20775i,0.033685-0.0554i,0.10344-0.031124i,0.15838-0.028495i,0.17401-0.061935i,0.074524-0.069969i,-0.022307-0.0059186i,-0.032958+0.046882i,-0.0018651+0.043619i,0.019799+0.007404i,0.01699-0.027039i,0.0059158-0.035074i,0.001397-0.024705i,-0.0047163-0.013966i,-0.013751-0.0055016i,-0.016051-0.0013321i,-0.013864-0.0042194i,-0.00797-0.0063461i,0.0028531-0.0049413i
0.27172+0.1672i,0.15804+0.20412i,0.050833+0.23583i,0.13413+0.11472i,0.18496-0.08178i,0.11028-0.1407i,0.03646-0.10422i,-0.043565-0.11602i,-0.098064-0.11072i,-0.055073-0.073343i,0.0070926-0.070553i,0.014641-0.080293i,-0.013072-0.075191i,-0.037918-0.063803i,-0.041695-0.051988i,-0.028118-0.041942i,-0.010322-0.028851i,0.0039146-0.014964i,0.0078771-0.0078958i,0.0028445-0.0025215i,0.0018963+0.0039974i,0.0054816+0.0037203i,0.0062417+0.0015972i
-0.3978+0.30093i,-0.26976+0.42597i,-0.14731+0.34379i,-0.21366+0.20706i,-0.2896+0.1959i,-0.22134+0.25116i,-0.11515+0.27111i,-0.05346+0.26752i,-0.026242+0.22834i,-0.021462+0.14956i,-0.023104+0.077633i,-0.013332+0.036239i,0.0094944+0.010596i,0.029466-0.015969i,0.02993-0.045263i,0.0072549-0.052043i,-0.01444-0.028931i,-0.014968-0.0067067i,-0.010588-5.8525e-06i,-0.013454+0.0089287i,-0.011973+0.025618i,-0.0030666+0.032919i,0.0059836+0.018125i
0.19943-0.53254i,0.17793-0.64768i,0.12755-0.5371i,0.074696-0.26711i,0.066099-0.042633i,0.11208+0.0013578i,0.14214-0.079123i,0.14056-0.13541i,0.13281-0.12306i,0.09289-0.076159i,0.036806-0.017366i,0.0089001+0.015147i,0.0013004+0.017316i,0.0073373+0.017151i,0.028732+0.011213i,0.040897-0.0022749i,0.030614-0.0024033i,0.013301+0.011435i,0.0081344+0.020434i,0.010414+0.012731i,0.0029487-0.0042852i,-0.005621-0.01278i,0.0036644-0.010039i
0.095233+0.18127i,-0.070354+0.23138i,-0.17311+0.31084i,-0.070492+0.27335i,0.023091+0.087236i,-0.034657-0.033465i,-0.11113-0.039052i,-0.14702-0.050255i,-0.1601-0.064615i,-0.12619-0.050705i,-0.06741-0.040578i,-0.033842-0.039311i,-0.019049-0.027462i,0.00043122-0.0088017i,0.022983+0.0098844i,0.034504+0.020055i,0.026234+0.014176i,0.011708+0.00035687i,0.0047767-0.01529i,0.0011153-0.028283i,0.0008787-0.029578i,0.0069711-0.020956i,0.010447-0.012253i
-0.13452+0.47001i,0.098625+0.41787i,0.16541+0.093791i,0.0093607-0.045584i,-0.040645+0.11938i,0.057906+0.22291i,0.10568+0.19277i,0.080626+0.16995i,0.053204+0.15518i,0.040527+0.10816i,0.028786+0.053834i,0.018488+0.031921i,0.025878+0.021623i,0.036709-0.0084063i,0.024334-0.031984i,-0.0027759-0.025198i,-0.015994-0.0060652i,-0.0080694+0.0033369i,-0.0025627+0.0042395i,-0.0087357+0.012368i,-0.010561+0.02452i,-0.0058922+0.029725i,0.00072552+0.027266i
-0.10684-0.85064i,-0.14323-0.76917i,0.056927-0.33856i,0.28624-0.11115i,0.27512-0.18593i,0.12545-0.22597i,0.014695-0.17341i,-0.017364-0.11363i,-0.0010334-0.075993i,0.011043-0.055457i,0.0043994-0.034082i,-0.0062663-0.026946i,-0.023141-0.028655i,-0.03649-0.0041162i,-0.025917+0.030278i,-0.0030598+0.038797i,0.0068321+0.027126i,0.0068295+0.019457i,0.014695+0.015263i,0.025588+0.00098506i,0.022462-0.013673i,0.0067339-0.01286i,-0.0027041+0.0027415i
0.35427+0.66742i,0.16806+0.64176i,-0.179+0.34199i,-0.28482+0.11493i,-0.12388+0.071235i,0.020899+0.075511i,0.078051+0.085927i,0.10268+0.073712i,0.092736+0.044044i,0.057766+0.027579i,0.020271+0.024933i,0.0083617+0.035679i,0.025917+0.040702i,0.035993+0.028809i,0.027536+0.013096i,0.011298-0.0040099i,-0.0031236-0.016793i,-0.0095294-0.016191i,-0.010724-0.0079872i,-0.0088829-0.0030993i,-0.0023598-0.0033062i,0.0072671-0.0054437i,0.010984-0.0068091i
-0.1697-0.098281i,0.14394-0.19229i,0.44686-0.20914i,0.39583-0.16898i,0.17651-0.1074i,0.091675-0.053509i,0.09118-0.057514i,0.066506-0.067367i,0.03231-0.056126i,0.010028-0.051028i,0.0033478-0.056514i,-0.0066351-0.060997i,-0.027732-0.042008i,-0.034639-0.012311i,-0.032126-0.00015627i,-0.031061+0.0034921i,-0.022709+0.0060427i,-0.011371+0.0056529i,-0.0050401+0.0080336i,-0.0011864+0.011118i,-0.0029407+0.010405i,-0.013745+0.010148i,-0.024216+0.011291i
-0.3388-0.24124i,-0.61634-0.056164i,-0.66669+0.17032i,-0.4113+0.22064i,-0.14656+0.10588i,-0.083095+0.027031i,-0.10032+0.026636i,-0.11907-0.00040036i,-0.13261-0.021567i,-0.10216+0.00073954i,-0.050587+0.026185i,-0.016087+0.035884i,0.003734+0.025432i,0.011745+0.008386i,0.017998+0.0012287i,0.024192-0.0033781i,0.019106-0.0001536i,0.010175+0.01205i,0.0046641+0.015172i,-0.0048548+0.01011i,-0.012625+0.0070359i,-0.010321+0.0045516i,-0.0050348+0.0050868i
