-0.0052664+0.0020483i,-0.0033761+0.0020638i,-0.0032391+0.0015838i,-0.0027181+0.00015773i,-0.001935+0.00063441i,-0.0016749+0.0022771i,-0.00056357+0.0023871i,0.00090307+0.002099i,0.0017855+0.0014174i,0.0019649+0.00065449i,0.0011791+0.00021396i,0.00048219-0.00047744i,0.00087965-0.00097941i,0.00027317-0.0012556i,-0.00056534-0.0013412i,-0.00070833-0.00027937i,-0.00072136+9.5209e-05i,0.00034923+3.2446e-05i,0.00059933+0.00015371i,1.4667e-05-0.00065927i,-7.3322e-05-0.00093147i,-0.00052965-0.00035684i,-0.00064467-3.6714e-05i
-0.032728-0.26964i,-0.0011271-0.34517i,-0.0088578-0.30142i,-0.024751-0.16858i,-0.0087782-0.069183i,0.0059481-0.036552i,-0.0023862-0.017436i,-0.0038719+0.0036274i,0.0020381+0.0073593i,0.00060744+0.003443i,-0.0012229+0.0036878i,-0.00092682+0.003543i,-0.0010078+0.0031046i,-0.001829+0.0031675i,-0.0037436+0.0021471i,-0.0032364+0.0024864i,0.0017261+0.0039279i,0.0060562+0.0025265i,0.0052951-0.0012743i,0.0010643-0.0032589i,-0.0030642-0.0023121i,-0.0047102-1.3173e-05i,-0.0031827+0.0027194i
0.16074+0.17464i,0.15549+0.27795i,0.13714+0.24139i,0.093958+0.11215i,0.043537+0.023537i,0.017454+0.010107i,0.015808+0.0096782i,0.0073234-0.0028119i,-0.0055077-0.0065024i,-0.0072922-0.0017383i,-0.0044609-0.00059981i,-0.0018247-0.0018264i,-0.0010253-0.0014028i,-0.0020714-0.0018459i,-0.0014202-0.0023161i,-0.0012462-0.0013121i,-0.003794-0.00064732i,-0.0052163+0.0012313i,-0.0034099+0.0035276i,0.0011018+0.0028809i,0.0047231+9.34e-05i,0.0049775-0.0032477i,0.0028166-0.0046021i
-0.18599-0.048298i,-0.24377-0.16307i,-0.23112-0.14525i,-0.15818-0.040337i,-0.084603+0.021471i,-0.049105+0.013298i,-0.034456+0.0016481i,-0.014104+0.0038993i,0.0030542+0.0015524i,0.0057744-0.0033418i,0.0029848-0.0041978i,0.0014468-0.0019055i,0.001393+9.8633e-05i,0.0024586+0.0015548i,0.001467+0.0013181i,0.00026234+0.00024174i,0.0017391-0.00081639i,0.0021455-0.0027652i,-0.00032344-0.0030653i,-0.0025845-0.00039805i,-0.003929+0.0021734i,-0.0034002+0.0033301i,-0.0014112+0.0027159i
0.12436-0.022376i,0.24932+0.05292i,0.25112+0.050746i,0.17093-0.01279i,0.094995-0.044511i,0.063074-0.025015i,0.042052-0.0082218i,0.013933-0.0021983i,-0.0017391+0.0027318i,-0.0027507+0.0051023i,0.00030117+0.0043087i,0.00049629+0.00069267i,-0.0020183-0.00086203i,-0.001623+0.00035355i,0.0014125+0.0013974i,0.003148+0.0019253i,0.0029387+0.003229i,0.0031742+0.004521i,0.0039104+0.0023405i,0.0032382-0.0018233i,0.0025714-0.0035128i,0.0020824-0.0031889i,0.00056105-0.00235i
-0.086821+0.020508i,-0.23869+0.028751i,-0.25175+0.036159i,-0.17006+0.057857i,-0.10065+0.055085i,-0.071483+0.029865i,-0.042746+0.014888i,-0.013948+0.0046147i,-0.0019327-0.0017422i,0.0002912-0.0019832i,-0.00086569-0.0024454i,-0.0010034-0.0022973i,0.0012718-0.00096335i,0.00050984-0.00019047i,-0.0025537+0.00066208i,-0.0048175+0.00089591i,-0.0054934-0.00048971i,-0.0044712-0.0026503i,-0.0035532-0.0015667i,-0.002286+0.0014659i,-2.3774e-05+0.0030415i,5.571e-05+0.0031846i,-0.00074972+0.0017794i
0.11142-0.015671i,0.22342-0.097001i,0.23418-0.10918i,0.15212-0.089955i,0.089823-0.050112i,0.063822-0.022177i,0.029054-0.011248i,0.0052986+0.001734i,0.0011421+0.0055272i,-0.00077972+0.0012199i,-0.00023874+0.00062826i,0.0003813+0.0013342i,-0.00073771+0.0013891i,0.00015888+0.00047849i,0.0018215-0.00067607i,0.0024385-0.0011985i,0.0026428+7.9682e-06i,0.0037295+0.00080457i,0.0037563-0.0014662i,0.0011036-0.0034339i,-0.0018176-0.0032871i,-0.002344-0.0026389i,-0.0011828-0.0015714i
-0.13595+0.078904i,-0.18351+0.18024i,-0.18577+0.1869i,-0.12005+0.12133i,-0.075538+0.043907i,-0.054734+0.013469i,-0.017982+0.010314i,0.0021691+0.00018872i,0.0009144-0.0041761i,0.001077-0.00035717i,-0.00024906+0.00094877i,-0.0021633-0.00042201i,-0.00047521-0.0024187i,0.001034-0.0015902i,0.00068583+0.0015589i,-0.00080944+0.0024731i,-0.0022795+0.0012035i,-0.0038782+3.2682e-05i,-0.0030231+0.0004183i,0.00012892+0.0010522i,0.0032552+0.00094601i,0.0047025+0.0012204i,0.0038389+0.0008871i
0.085998-0.173i,0.087797-0.25779i,0.085323-0.24876i,0.047607-0.13824i,0.033532-0.03648i,0.028593-0.0046766i,0.0046061-0.00075165i,-0.0051522+0.0065442i,-0.00025031+0.0077435i,0.0004624+0.0033389i,0.00012958-0.00020275i,0.00036333-0.001891i,0.00019631+2.1194e-05i,-0.00025317+0.0024404i,-0.00054027+0.0025872i,0.00056446+0.0028366i,0.0017211+0.0034204i,0.0028933+0.0024861i,0.002632+0.00098147i,-0.00026822+0.00044963i,-0.0033248+0.001053i,-0.0045087+0.0015956i,-0.0026474+0.0020926i
0.028+0.20223i,0.038934+0.27107i,0.036908+0.25713i,0.032582+0.1323i,0.0071163+0.029715i,-0.0035923+0.0052149i,0.0072107+0.0018204i,0.0059215-0.0052062i,-0.0022371-0.0069302i,-0.0026874-0.0035465i,0.00049338+0.00049097i,0.0016413+0.0019185i,0.00027239-0.0001746i,-0.00079478-0.0021508i,-0.0012196-0.0010874i,-0.0026992-4.5656e-05i,-0.0045966-0.00030009i,-0.004977+0.0011067i,-0.0032724+0.0019809i,-0.00033816+0.00012417i,0.002585-0.0021547i,0.0037923-0.0036755i,0.0015838-0.0033476i
-0.1394-0.13854i,-0.16353-0.20425i,-0.15722-0.19668i,-0.11346-0.092543i,-0.057305-0.015148i,-0.027445-0.0038681i,-0.018063-0.0032809i,-0.0066903+0.0019058i,0.0012055+0.0040261i,0.0014178+0.0026822i,-0.0018205-0.00018729i,-0.002581+0.00019319i,0.00035913+0.0024033i,0.0033798+0.0032628i,0.0045144+0.0017179i,0.0049129-0.0011246i,0.0053247-0.0029402i,0.0038116-0.0036512i,0.0011887-0.003035i,0.000151-0.0010237i,0.00014237+0.0008849i,0.00026592+0.0017648i,0.00035726+0.0017568i
0.16023+0.03045i,0.2145+0.096331i,0.21067+0.10275i,0.14299+0.040936i,0.07968+0.0051814i,0.044688+0.0084289i,0.020069+0.0086063i,0.0030336+0.004363i,-0.0036662+0.00036255i,-0.0038905-0.0030115i,-0.00028073-0.0036278i,0.00014577-0.0037016i,-0.0032636-0.0018703i,-0.0043688+0.0020578i,-0.0035748+0.0046656i,-0.0019539+0.0062406i,0.00023739+0.00692i,0.0016141+0.0054154i,0.0024334+0.0027447i,0.0014856+0.00086741i,-0.00065214+0.00020912i,-0.001476+0.00058779i,-0.00098722+0.0010392i
-0.1146+0.041668i,-0.20363-0.0010233i,-0.21778-0.01555i,-0.15163+0.0027388i,-0.09115-0.0017086i,-0.056835-0.015798i,-0.024807-0.010109i,-0.0048876-0.0016471i,0.0012301+0.0033235i,0.0034132+0.0064682i,0.0020019+0.0053025i,0.00099473+0.0022743i,0.0034373-0.0015658i,0.0033578-0.0042625i,0.00019346-0.0053093i,-0.0035685-0.0053276i,-0.0056487-0.0056586i,-0.0043644-0.0047546i,-0.0035465-0.0017947i,-0.0020555-5.6873e-05i,0.0007909-0.00085362i,0.001419-0.0022113i,0.00020201-0.0021463i
0.075573-0.049472i,0.1711-0.060001i,0.19657-0.048487i,0.13738-0.029497i,0.081129+0.0014834i,0.051161+0.019434i,0.021403+0.013281i,0.0021838+0.005496i,-0.0040953+0.0004715i,-0.0071098-0.0032646i,-0.0062106-0.0050658i,-0.0037088-0.0034526i,-0.0022336+0.0021966i,0.00022849+0.0055199i,0.0037283+0.0051124i,0.0055429+0.0041035i,0.0051057+0.0026972i,0.0043118+0.0014894i,0.0033195+0.00054913i,0.0012927-0.00043729i,-7.5606e-05+0.00038536i,-2.2771e-05+0.0013131i,0.0006647+0.00087671i
-0.068226+0.049712i,-0.14304+0.10245i,-0.16657+0.10338i,-0.11412+0.053608i,-0.07163+0.00022296i,-0.047724-0.016211i,-0.017559-0.0047337i,0.0027037+0.0029336i,0.0089769+0.0021405i,0.010326+0.0011783i,0.0088654+0.001688i,0.0042154+0.00045155i,-0.00053905-0.0027942i,-0.0033661-0.0027124i,-0.005646-0.00021577i,-0.0063783+0.00091917i,-0.004742+0.0013132i,-0.0024321+0.0019832i,-0.0012155+0.002447i,-0.0011805+0.0025001i,-0.00075305+0.0012232i,-0.00076378-0.00043801i,-0.0011613-0.0013281i
0.062062-0.092226i,0.092449-0.15107i,0.10273-0.1548i,0.062847-0.08086i,0.037447-0.0046826i,0.025989+0.015518i,0.0045683+0.0041978i,-0.0090837+0.00033915i,-0.010734+0.0056165i,-0.0092969+0.0061498i,-0.0076023+0.0016242i,-0.0035584+0.00045905i,0.0015155+0.0023414i,0.0037089+0.0018299i,0.0043375-0.00020085i,0.0039894-0.00091687i,0.0033477-0.00056067i,0.0028844-0.00096066i,0.0018137-0.0022902i,0.00050371-0.0029959i,-0.00022376-0.0033048i,-8.4215e-05-0.0028107i,0.00095188-0.0013484i
-0.007516+0.12977i,-0.016448+0.1788i,-0.020742+0.17862i,-0.010157+0.094491i,-0.0089822+0.018325i,-0.0095623-0.00018799i,0.0013589+0.0046435i,0.01039-0.00045204i,0.0096061-0.0093516i,0.0057049-0.010512i,0.0053203-0.0068301i,0.004094-0.0040664i,-0.00044685-0.0014021i,-0.0020915+0.0013055i,-0.0012139+0.0025958i,-1.5631e-05+0.0029133i,-0.00044925+0.0025591i,-0.0013539+0.0026199i,-0.00032937+0.0026306i,0.00074264+0.0025909i,0.0013539+0.0033236i,0.0016122+0.0037666i,0.0013828+0.0022926i
-0.07672-0.10815i,-0.070882-0.15595i,-0.069735-0.15671i,-0.054957-0.083391i,-0.029921-0.028511i,-0.012682-0.015479i,-0.0085853-0.0080136i,-0.0079092+0.0046707i,-0.0045195+0.013077i,-0.0020911+0.012687i,-0.0021583+0.0089129i,-0.0017701+0.0038597i,-0.00028947+0.00039104i,-0.00055812-0.00042537i,-0.0013191-0.0010761i,-0.00098692-0.0020279i,-2.2313e-05-0.0028019i,-9.7664e-06-0.0032315i,-0.0013549-0.0030489i,-0.0019728-0.0024234i,-0.0022935-0.0034862i,-0.0028025-0.0040066i,-0.002262-0.0024219i
0.12062+0.031669i,0.12079+0.089505i,0.11883+0.10173i,0.089566+0.060639i,0.055428+0.032909i,0.029235+0.026714i,0.011536+0.014753i,0.0025847-0.0024512i,-0.0021342-0.013562i,-0.0042692-0.014709i,-0.0031793-0.01144i,-0.0017883-0.0080613i,-0.0014048-0.0033791i,-0.00022644-0.0013124i,0.0010411-0.0014374i,0.0016833-3.711e-05i,0.0021405+0.0018647i,0.0029569+0.0020051i,0.0037975+0.00118i,0.0039401+0.00083737i,0.0036755+0.00141i,0.0031551+0.0025517i,0.0024962+0.0025377i
-0.093044+0.048727i,-0.1271-0.018029i,-0.13539-0.040902i,-0.10437-0.030739i,-0.075176-0.02601i,-0.047136-0.026948i,-0.020055-0.013092i,-0.0029336+0.0053524i,0.0056562+0.012696i,0.0089968+0.011817i,0.0082296+0.0086525i,0.0061301+0.005197i,0.0036953+0.0023254i,0.0014821+0.0018855i,0.00090847+0.002035i,-0.00046506+0.00067091i,-0.0027263-0.00061525i,-0.0032894-0.00045729i,-0.0033599+0.0001683i,-0.00361-0.00046106i,-0.0026691-0.0011158i,-0.0016037-0.0013381i,-0.0012341-0.0011425i
0.023113-0.077127i,0.094362-0.026604i,0.11565-0.0020409i,0.087005+0.0060514i,0.05898+0.015463i,0.034871+0.021398i,0.013422+0.0090548i,-0.0033677-0.0050882i,-0.014334-0.0071205i,-0.015548-0.0037854i,-0.012161-0.0024031i,-0.0079991-0.0013136i,-0.0043722+0.0015882i,-0.0023351+0.0032037i,-0.0019302+0.0029749i,-0.00053245+0.0013198i,0.0021447-0.0012028i,0.0031863-0.0037639i,0.0028814-0.0049723i,0.0024282-0.0039793i,0.0013305-0.0019056i,0.00070333-0.00080294i,0.001515+0.00023338i
0.033876+0.041617i,-0.057085+0.032959i,-0.090059+0.019552i,-0.06844+0.0036158i,-0.0375-0.010167i,-0.019772-0.0132i,-0.0083209+0.0029928i,0.0072552+0.010057i,0.017564+0.0017714i,0.016094-0.0033375i,0.010701-0.00357i,0.0049808-0.0033917i,-0.00025345-0.003012i,-0.0022709-0.0023464i,-0.0022433-0.0012783i,-0.0019428+0.00068516i,-0.0010064+0.0025819i,-6.4721e-05+0.0035187i,-0.0007298+0.0046518i,-0.0014268+0.0048824i,-0.0004443+0.0039837i,-0.00019847+0.0026673i,-0.0013177+0.00069586i
-0.032626+0.010705i,0.039167-0.030838i,0.066192-0.033066i,0.043113-0.010826i,0.0067744+0.0092771i,-0.0051503+0.013266i,-0.0068446-0.0020145i,-0.014912-0.0035612i,-0.016484+0.0087742i,-0.0099148+0.011494i,-0.005174+0.0075104i,-0.0021502+0.0042454i,0.00046795+0.001622i,0.0012426+0.0014319i,0.0010722+0.001253i,7.4386e-06+0.0001563i,-0.0015419-0.00065706i,-0.0025927-0.0015889i,-0.0026136-0.0022169i,-0.0015823-0.0033223i,-0.00065613-0.0036356i,-0.00096271-0.0034774i,-0.00033081-0.0025307i
-0.0024947-0.038356i,-0.040899+0.026807i,-0.056719+0.044515i,-0.030294+0.02609i,0.0042474-0.0014822i,0.012602-0.0079234i,0.014169+0.0037143i,0.017519-0.00058858i,0.012321-0.013585i,0.0048142-0.014006i,0.0017245-0.0087779i,-0.00031406-0.0041447i,-0.0013037+0.00035593i,-9.3159e-05+0.001315i,0.0012252+7.3096e-05i,0.0022735-0.0002195i,0.0026863-0.0003616i,0.0031126+0.0005433i,0.0033189+0.0012846i,0.0029539+0.0014362i,0.0026894+0.0031579i,0.002168+0.0042779i,0.0011631+0.0043349i
0.038201+0.023858i,0.036234-0.035602i,0.036118-0.059892i,0.0078255-0.042216i,-0.018163-0.0078654i,-0.016675+0.002536i,-0.014646+0.0014512i,-0.013704+0.011911i,-0.0039769+0.019311i,0.0028464+0.015038i,0.0027932+0.0081773i,0.0011213+0.0032287i,-0.00082125+0.00088736i,-0.0015299+0.0019642i,-0.000603+0.0033814i,8.181e-05+0.0036009i,0.00016252+0.0027944i,-0.00071528+0.0013873i,-0.0020716+0.0002045i,-0.0031835-0.00096619i,-0.0030471-0.0026245i,-0.003083-0.0041995i,-0.0037167-0.0039291i
-0.052205+0.010506i,-0.028336+0.054139i,-0.015094+0.075763i,0.0098499+0.05459i,0.022273+0.020529i,0.01223+0.0071477i,0.0071231-0.0021562i,0.0026857-0.01602i,-0.0065224-0.017859i,-0.0079294-0.011165i,-0.0045305-0.0061022i,-0.0016666-0.0024082i,0.0013076-0.00067482i,0.00090742-0.00087173i,-0.00080771-0.0019101i,-0.00055845-0.0022816i,2.9076e-05-0.0020069i,0.0012291-0.00079491i,0.0024505-0.00040388i,0.0026486-0.000535i,0.0030601+0.00042311i,0.0043837+0.00057555i,0.0048669+0.00013174i
0.037806-0.039969i,0.011785-0.06622i,-0.0086432-0.0822i,-0.030218-0.058996i,-0.02846-0.029994i,-0.012241-0.01744i,-0.0036478+0.00088485i,0.0054815+0.015935i,0.012694+0.013048i,0.010363+0.0053496i,0.0054796+0.0016211i,0.0013773+0.00077951i,-0.00069945+0.0018293i,0.00045187+0.0022789i,0.0023315+0.0016992i,0.0027195+0.0011012i,0.00093168+0.00071348i,-0.00075396+0.0017057i,-0.0015236+0.0018983i,-0.0022776+0.0012329i,-0.0031159+0.0014822i,-0.0034357+0.0022319i,-0.0025202+0.0022811i
-0.01193+0.055335i,0.011066+0.070933i,0.029172+0.082853i,0.036358+0.05563i,0.019098+0.028118i,0.0013355+0.02048i,-0.0040099+0.0041267i,-0.014069-0.0070321i,-0.018317-0.0033921i,-0.011579-0.00066219i,-0.0054737-0.0010268i,-0.0012629-0.0011697i,0.00021534-0.0015352i,-0.0016961-0.000529i,-0.0032011+0.0013615i,-0.0024511+0.0017713i,-0.0013284+0.00041273i,-0.0005126-0.0016059i,8.3244e-05-0.0027623i,0.00021442-0.0030843i,9.2828e-05-0.0034004i,-0.00021523-0.0044561i,-0.00051116-0.0044276i
-0.011755-0.055909i,-0.038319-0.071623i,-0.057714-0.077877i,-0.047302-0.044252i,-0.014109-0.018116i,0.0042728-0.012602i,0.0076709+0.00068248i,0.015284+0.0054932i,0.016528-0.0029194i,0.0096517-0.0055984i,0.0049469-0.0038784i,0.0021598-0.001862i,0.00076263+0.00073334i,0.0012927-0.00010168i,0.0014842-0.0029778i,0.00050888-0.0023161i,0.00085687+0.00075714i,0.0017043+0.0026265i,0.00083106+0.0021067i,0.00044166+0.0020733i,0.0012088+0.0033762i,0.0029615+0.0033265i,0.0035514+0.0019349i
0.034584+0.043584i,0.059904+0.053867i,0.07932+0.054433i,0.046607+0.025679i,-0.0052641+0.012561i,-0.018552+0.012634i,-0.012695+0.0028115i,-0.013119+0.0041782i,-0.010982+0.011827i,-0.0060238+0.010343i,-0.0029805+0.0067531i,-0.0014502+0.003303i,-0.0012351+0.0011032i,-0.00030047+0.0029956i,0.0015879+0.0049373i,0.0012861+0.0038021i,-0.0013666+0.0019576i,-0.0021291+0.0016373i,-0.00032403+0.00020812i,-0.00034017-0.0016125i,-0.002312-0.0014027i,-0.0036192-0.00085684i,-0.0032825-0.00081415i
-0.053508-0.032121i,-0.085394-0.031167i,-0.10384-0.020054i,-0.054456-0.00066883i,0.0080354-0.0066245i,0.019093-0.011379i,0.011108-0.003266i,0.0086721-0.0076977i,0.0027619-0.013392i,-0.0011047-0.0099861i,-0.0013283-0.0059256i,-0.00091107-0.0023292i,0.00068872-0.00022272i,0.00031183-0.0013882i,-0.0018899-0.0032054i,-0.0014755-0.0028924i,-0.00018554-0.0023901i,0.00062327-0.0015313i,0.001421+0.00068253i,0.0025093+0.0016195i,0.0030136+0.0011179i,0.0026099+0.00042037i,0.0023834+0.0002233i
0.064166+0.0079752i,0.094335+0.001323i,0.10391-0.022767i,0.043128-0.027859i,-0.0099164-0.00023524i,-0.012358+0.012361i,-0.0068229+0.0088154i,-0.0033647+0.011998i,0.0030282+0.011985i,0.0042835+0.0068573i,0.0041196+0.0031705i,0.0031293+0.00058527i,-0.00026522+0.00037562i,0.00041331+0.0012806i,0.0027279+0.001528i,0.0022998+0.0023456i,0.0014777+0.0031863i,0.00055554+0.0021157i,-0.00054418+0.00083459i,-0.0008515+0.00053057i,-0.00056002+0.00044469i,-0.00032518+0.00046394i,-0.00078843+0.00058596i
-0.076024+0.030274i,-0.099241+0.045062i,-0.09503+0.077018i,-0.035243+0.06293i,-0.0025762+0.017254i,-0.0058172-0.00045958i,-0.0025639-0.0040119i,-0.0026513-0.0090604i,-0.0059486-0.0065213i,-0.0035619-0.0026025i,-0.002574-0.0013252i,-0.0016982-0.00020276i,1.5163e-05-0.00088544i,-0.0013745-0.0013244i,-0.0036914+0.00058883i,-0.0037435+0.0014101i,-0.0029458+6.7002e-05i,-0.0019502-0.00039958i,-0.00017937-3.7966e-05i,0.00040781-0.0014792i,-0.00010821-0.0022229i,0.00040324-0.001394i,0.0013065-0.00095807i
0.052451-0.068108i,0.074381-0.090604i,0.055729-0.11874i,0.0078489-0.080223i,0.0021633-0.029173i,0.014305-0.012847i,0.010384-0.0010011i,0.0085004+0.008184i,0.0079425+0.0042167i,0.003842+0.00077279i,0.002748-2.4904e-05i,0.0017388-0.00054804i,-0.00026937+0.00053877i,0.0001529-0.0012258i,0.0030971-0.0039476i,0.0037673-0.0033096i,0.0025922-0.0012119i,0.0017054+4.2543e-05i,0.00034473+0.00058738i,-0.00040913+0.00045947i,0.0011043+8.7702e-05i,0.0021736+0.00061938i,0.00045618+0.0014045i
-0.00064755+0.092629i,-0.025786+0.12508i,0.001192+0.1433i,0.022246+0.08493i,0.00040738+0.037257i,-0.014403+0.026704i,-0.011385+0.011689i,-0.011138+0.00073881i,-0.0086024+0.00082957i,-0.0027746+0.00024946i,-0.00029386+8.9565e-05i,0.00080914+0.00067803i,0.00064657+0.0011808i,-0.0004044+0.0036913i,-0.0015043+0.0059668i,-0.0020113+0.0055908i,-0.0019374+0.0035814i,-0.00084313+0.0018707i,7.3358e-05+0.00078892i,-0.00075191-6.7382e-05i,-0.001535-0.00073939i,-0.0019031-0.0013473i,-0.0026069-0.0019899i
-0.054724-0.069878i,-0.036833-0.12221i,-0.065834-0.12806i,-0.05299-0.067067i,-0.0074001-0.031137i,0.0082868-0.02526i,0.0050732-0.013478i,0.0071908-0.0064513i,0.0056932-0.0051471i,0.0018807-0.0022038i,0.001169-0.0010163i,7.8615e-05-0.00053025i,-0.0011027+0.00055407i,-0.0019086-0.000703i,-0.0031794-0.0036581i,-0.0024304-0.0039647i,-0.00065381-0.0025569i,-0.00011237-0.0019328i,-0.00098224-0.00081474i,-0.00069976+7.0798e-05i,0.0015555-0.00051589i,0.0035429-0.00050964i,0.0039388+0.0005272i
0.077071+0.0085483i,0.086783+0.081134i,0.11246+0.078517i,0.065578+0.030863i,0.0077948+0.014644i,-0.0029478+0.014968i,0.0012432+0.010315i,-0.0017298+0.009739i,-0.0031075+0.0089314i,-0.002736+0.004558i,-0.0017919+0.0014593i,0.00020305-0.00056316i,0.0016788-0.0019117i,0.0031627-0.00028381i,0.0041163+0.0019897i,0.0023782+0.0025949i,0.00071528+0.0027614i,0.0010731+0.0020978i,0.0016555+0.00045718i,0.00082794-0.00047183i,-0.00020671+0.0003751i,-0.0015995+0.0024067i,-0.0029865+0.0033676i
-0.045069+0.035353i,-0.10615-0.033371i,-0.13524-0.016307i,-0.073819+0.01204i,-0.014379+0.0051654i,-0.0056473-0.0014771i,-0.0081407+0.00080254i,-0.0053806-0.0030496i,-0.0031443-0.0052686i,-0.00041485-0.0034138i,0.00095008-0.0030624i,0.00086814-0.0013285i,0.00081872+0.001679i,-0.0013078+0.0019662i,-0.0032598+0.0011547i,-0.0022596+0.00030509i,-0.00079259-0.0012576i,-0.0013876-0.0015032i,-0.0014799-0.00045438i,-0.00011371-0.00065586i,0.00043299-0.0024352i,0.00029475-0.0039505i,-0.00033894-0.0043757i
-0.0057323-0.036218i,0.094255-0.0078848i,0.11681-0.041507i,0.052993-0.045061i,0.005397-0.017173i,0.0019704-0.0065698i,0.0051491-0.0054716i,0.006559+0.00027923i,0.0063354+0.0021163i,0.0029083+0.0023551i,0.0017209+0.0017665i,0.0007983-0.00043735i,-0.00095959-0.0011407i,-0.00077967-0.0015896i,0.0013243-0.0011278i,0.0015969+0.00098024i,0.00098777+0.0020416i,0.0012975+0.001281i,0.0011339-0.00033558i,0.0017155+0.0002926i,0.0040486+0.002514i,0.0051915+0.0023921i,0.0036222+0.0011105i
0.024822-0.0059744i,-0.080522+0.033269i,-0.083855+0.084832i,-0.02914+0.066612i,-0.004925+0.025383i,-0.0062772+0.014667i,-0.0046402+0.013645i,-0.0041587+0.0074725i,-0.003843+0.0036553i,-0.0016274+0.0015591i,-0.0012337+0.00086718i,0.00042085+0.0016553i,0.0018111+0.0018132i,0.00016257+0.0020763i,-0.001769+0.0022786i,-0.0029116+0.0010361i,-0.0030274-0.00081924i,-0.0014011-0.00014079i,-0.00026493+0.0014972i,-0.00040358+0.0011031i,-0.0027615+0.00082355i,-0.0047719+0.0011547i,-0.0037112+0.00028455i
0.0072902+0.04935i,0.073456-0.048806i,0.046032-0.10519i,0.0026789-0.07111i,0.0035588-0.027223i,0.008979-0.017353i,0.00089647-0.012958i,-0.0018033-0.0067201i,-0.00091691-0.0033486i,-0.00038003-0.0015294i,0.00078712-0.0016405i,-0.00020181-0.0016609i,-0.0022587-0.00059097i,-0.0021212-0.0010087i,-0.00075786-0.0024066i,0.00084408-0.0019407i,0.0026281-0.00089118i,0.0027568-0.00098891i,0.0013964-0.0015592i,0.0011509-0.0013916i,0.0030105-0.0020155i,0.003753-0.0023373i,0.0027176-0.00092875i
-0.0604-0.029522i,-0.059963+0.085346i,-0.0032383+0.12045i,0.019976+0.069252i,0.0010958+0.029038i,-0.0046081+0.019861i,0.0041926+0.011271i,0.0056393+0.0043609i,0.0030351+0.0019697i,0.0010757+0.00098152i,0.0010072+0.0013515i,0.0031981-0.00032718i,0.0030113-0.0025202i,0.0016418-0.00095168i,0.00078926+0.0014098i,-0.0012606+0.0021844i,-0.0020896+0.0033972i,-0.0011439+0.0031784i,-0.00098745+0.0020215i,-0.0016417+0.0025659i,-0.0019471+0.0038084i,-0.0011313+0.0042907i,-0.0011586+0.0027804i
0.080084-0.01952i,0.022177-0.114i,-0.045845-0.11037i,-0.041715-0.052982i,-0.0071026-0.02736i,-0.0013178-0.021962i,-0.0083042-0.01117i,-0.0062805-0.0027427i,-0.0023702+6.5058e-05i,-0.0005054+5.064e-05i,-0.00089461-0.0012359i,-0.0025538-0.0001681i,-0.002277+0.0021681i,-0.0013708+0.0011887i,-0.001531-0.00101i,-0.0013947-0.0019267i,-0.0014108-0.002011i,-0.0015817-0.0019746i,-0.00062739-0.0017344i,0.00040142-0.0022217i,0.00026643-0.0025279i,0.00028129-0.0016077i,0.00096779-0.0019835i
-0.05065+0.094595i,0.046658+0.13445i,0.11191+0.087632i,0.078072+0.025948i,0.032909+0.0073714i,0.020025-0.0022904i,0.010545-0.0079863i,0.001659-0.0031666i,0.00025186+0.0016212i,0.004126+0.0017349i,0.0061368-0.001234i,0.0026858-0.0039739i,-0.0010669-0.0045418i,-0.0013299-0.0032277i,-0.00010797-0.001638i,0.00062988+0.00050933i,0.0013473+0.0028491i,0.0020691+0.0034931i,0.0012248+0.0027941i,0.00051776+0.0025704i,0.0015063+0.0026725i,0.0025411+0.0020996i,0.0024847+0.0015072i
0.0084263-0.094814i,-0.094826-0.092076i,-0.12381-0.024346i,-0.071063+0.011419i,-0.030714+0.0080077i,-0.022966+0.0090626i,-0.016627+0.011249i,-0.0073751+0.0051281i,-0.0028923+0.00013025i,-0.0030471-0.00074467i,-0.0030947+0.00028271i,-0.0006251+0.0033336i,0.0023214+0.0054871i,0.0024965+0.0046676i,0.00062006+0.0036478i,-0.00029703+0.002528i,-0.0011035+0.00022498i,-0.0018676-0.0011135i,-0.0010516-0.0018316i,-0.00084526-0.0029862i,-0.0022763-0.0023314i,-0.0030208-0.00074976i,-0.0020409-0.00052497i
0.022009+0.074749i,0.11007+0.030255i,0.096857-0.041777i,0.037096-0.048764i,0.0091675-0.026814i,0.0050975-0.018689i,0.0029189-0.014661i,0.0017445-0.0069217i,0.00085674-0.001407i,0.00052757-0.00035172i,0.00094851-0.0018642i,-0.0010355-0.0032877i,-0.0036163-0.00295i,-0.0033841-0.0020578i,-0.0022439-0.0012658i,-0.0011595-0.00025107i,0.00077148+9.0382e-05i,0.0017062-0.00090406i,0.0022418-0.00065997i,0.0035282+0.00020378i,0.0039334-0.00030107i,0.0033554-0.0014448i,0.0028494-0.00094436i
