0.002752+0.0006995i,0.0011609-0.0018959i,0.00029207-0.0038199i,0.00028566-0.0037334i,-0.00060008-0.0021885i,-0.0022474-9.4725e-05i,-0.002421+0.00098322i,-0.0005265+0.00093022i,0.0015821-4.4109e-05i,0.0018331-0.00071718i,0.001084-0.00046721i,0.00057131-0.00051782i,0.00097261-0.00088791i,0.00087155-2.1276e-05i,-7.1502e-05+0.00089653i,-0.00048852+0.00050485i,1.9096e-05+6.2763e-05i,0.00067401+3.1993e-05i,0.00047826-0.00017477i,0.0006101+7.6646e-05i,0.00015728+1.1556e-05i,-2.077e-05-0.00011337i,0.00020377+0.00058672i
-0.00097125+0.00053363i,-0.0012487-8.7176e-05i,-0.0011605-0.00026429i,-0.0010655-0.00055535i,-9.3375e-05-0.0013157i,0.00045199-0.00060276i,0.00072379-0.00042329i,0.0011046-0.00012993i,0.00056134+0.00045896i,7.5952e-05+0.00071736i,8.1188e-06+0.00038978i,0.00092283-0.0003708i,0.0013517-0.00043355i,0.00089937+0.00019372i,0.00024294+0.00057499i,-0.00047318+0.001031i,-0.00058357+0.00088423i,-2.7164e-05+0.00020614i,0.00052737+0.00057447i,-0.00027749+0.00075275i,-0.00057372+0.00064672i,8.4356e-05+7.7709e-05i,0.00013126-0.00038347i
0.0002426-0.0016754i,0.00040683-0.001685i,0.00056155-0.00087882i,1.7723e-05-0.00026706i,-0.00034381-0.0012442i,-0.0010534-0.0013527i,-0.00060604-0.00035315i,-4.1664e-05-0.00016875i,0.00036334-0.00031855i,0.00040771-7.8767e-05i,8.6517e-05-6.9428e-05i,0.00068224-1.1264e-05i,0.00078073+0.00022907i,5.0907e-05-0.00063185i,8.7563e-05-0.0013094i,0.00097708-0.0011828i,0.0014819-0.00058729i,0.00080313-1.9719e-05i,0.00025925-0.00022315i,0.00053983+0.00018261i,0.0003567+0.00060443i,-1.4405e-05-3.1269e-05i,-0.00025414+5.2647e-05i
0.00071565+0.00060445i,0.00084731+0.00082178i,0.0014489-0.00013948i,0.0020696-0.0015958i,0.0020472-0.0025388i,0.00077717-0.0016041i,-0.00080915-0.00014159i,-0.00082462+6.3703e-06i,0.00039865-4.7213e-06i,0.00047824-4.8182e-05i,0.00042342-0.0005127i,-0.00013615-0.00034007i,-0.00086784+0.00018944i,-0.00033179+0.00080618i,-0.00019509+0.00090704i,-0.00038113+0.00052921i,-0.00025447+0.00062255i,-3.2667e-06+0.00054577i,-6.6229e-06-7.2516e-05i,0.00028417-7.8838e-05i,0.0010374+0.00048375i,0.00091655+0.00082852i,0.00055462+0.00041544i
0.0023073+0.00095209i,0.0018123+0.00063954i,0.0029544+0.0003677i,0.0022928-0.00073859i,0.001128-0.0020105i,0.00049596-0.0014698i,-0.00021284-0.00058606i,0.00011859-0.00043784i,0.0013198-0.0002825i,0.0016575-0.00080524i,0.00030733-0.001287i,-0.00050386-0.00084521i,-0.00087806-3.1495e-05i,-0.0011747-3.9699e-05i,-0.00031085+0.00017877i,-0.00016317+0.00068463i,4.5614e-05+0.00051197i,0.0014607-0.00010632i,0.0017235-0.00037152i,0.0006368+0.00016264i,-0.00019094+0.0007593i,-0.00064658+0.00049003i,-0.00047501-0.00035005i
0.00055295-0.0014531i,-0.00071763-0.0014536i,-0.0012241-0.0018659i,-0.00074487-0.0018929i,-0.00065878-0.0015158i,-0.00070615-0.00076055i,-0.00058078+0.00013025i,-2.9459e-05+0.00064531i,0.00045756+0.00087347i,0.00069922+0.00046858i,0.00059789-5.6375e-05i,0.0007854-0.00038419i,0.00045571-0.00025348i,-2.4886e-05-0.00044592i,0.00017994-0.00049337i,-9.2042e-05+0.0001804i,-0.00019443+0.00025297i,-0.00010661+0.00026827i,-0.00037828+0.00063203i,-0.00055981+0.00067267i,-9.8954e-05+0.00030043i,0.00062372-0.00021357i,-0.00014054-6.1368e-05i
0.00077956-0.0010621i,0.0010066-0.0010228i,0.00046742-0.0011797i,-0.0002473-0.00083984i,0.00014842-0.00082286i,4.5243e-05-0.00079405i,2.6961e-05-0.00047495i,0.00059928-0.0003681i,0.00093285-0.00033322i,0.00037154-0.00066132i,0.00018348-0.00082616i,0.00065141-0.00082391i,0.00033374-0.0010272i,-0.00010674-0.00048062i,0.00029019+0.00028697i,0.00065802+7.0091e-06i,0.00020596-7.4255e-05i,-0.00012504+0.00012408i,5.9483e-05-8.6297e-05i,0.00027514-0.000483i,-0.00016844+0.00027704i,-0.0010132+0.0012392i,-0.00073051+0.00098136i
-0.00047623-0.00020415i,0.0002166-0.00064038i,0.00081433-0.00016722i,0.0010738+0.0009157i,0.00060553+0.00064244i,-5.6582e-06-0.0008644i,-0.00044075-0.00029567i,-0.00014194+0.00061339i,0.00053122+0.00013892i,0.00038454-4.6812e-06i,0.00015211-3.9486e-05i,-0.00037101+0.00034679i,-0.00050745+0.00035254i,0.00024693+0.00042639i,0.00022395+0.0010048i,-0.00033827+0.00036954i,-0.00020759-0.00045714i,-0.0002709-0.00024042i,-0.00020211-8.1933e-05i,-9.7421e-05-0.00043002i,-3.5924e-05-0.00046573i,-2.0151e-06-0.00027246i,0.00051355-0.00073109i
0.0014904+0.00082726i,0.0016585-0.00032649i,0.0022626-0.00075431i,0.0016892-0.0011146i,0.00011105-0.0010198i,-0.0013408-0.00053315i,-0.0016425-0.00056276i,-0.00020641-0.00015318i,0.0002539-0.00027283i,-7.9943e-05-0.0010432i,-6.4448e-05-0.001254i,0.00016904-0.00048701i,0.00037241+0.00055355i,1.1105e-05+0.00072544i,-0.00018695+0.00027172i,0.00028576-0.00023703i,0.00044937-0.00057469i,-2.0199e-05-0.00040775i,-0.00030085+0.00033659i,-0.00013922+0.00077132i,0.00035718+0.000284i,-0.00041908-0.00023794i,-0.000619-0.00043506i
0.0028056-0.0014125i,0.0010053-0.0012629i,0.00069548-0.0017367i,0.00079203-0.0015886i,0.000158-0.0019698i,-0.00087755-0.001775i,-0.0011148-0.00071703i,-0.00072427-2.8014e-05i,-0.0003785+0.00033769i,-0.00019061+0.00071984i,-0.00026857+3.7245e-06i,-0.00036322-0.0004321i,0.00010979-0.00051222i,0.00056647-0.00087283i,0.00094942-0.00063029i,0.001338+0.00055082i,0.0004837+0.0010297i,-0.00037085+0.00051762i,-0.00056451-0.00022525i,-0.00038875+0.00015187i,0.00025519+0.00048687i,0.0006164+0.00068339i,0.00058844+0.00070446i
0.00018507+0.00076301i,-1.1505e-06+0.0008274i,0.0010179+0.00097026i,0.0012684+0.00076085i,0.00071943+5.442e-05i,-1.5103e-05-0.00026482i,7.129e-05-4.0581e-05i,0.0007121-4.0296e-05i,-0.00014517+8.8367e-06i,-0.00074774-0.00021114i,0.00011039-0.00010616i,4.0131e-05+0.00039172i,-0.00066884+0.00013569i,0.00019327-0.00016838i,0.00051753-0.00050916i,0.00015321-0.0005228i,-0.00012702-1.9012e-05i,0.00025597+0.00055766i,0.00052523+0.00087395i,-0.00018094+0.00060779i,-0.00095582-8.0124e-05i,-0.0011852-0.00025022i,-0.00036844+0.00035262i
-3.1807e-05-0.0001559i,0.00099017+0.00052319i,0.0019693-2.7126e-06i,0.0012041-0.0014171i,0.00056981-0.0021289i,-8.5513e-05-0.0015274i,-0.0011394-0.00090744i,-0.00041512-0.000642i,0.00037002-0.00016756i,0.00027499+0.00033611i,0.00023963-0.00011731i,-0.00019669-0.00010194i,-0.00043334+0.00043938i,-3.0251e-05+0.00053341i,0.00022323-0.00046102i,0.00015891-0.001113i,0.00066687+4.3826e-05i,0.0012136+0.00048211i,0.00034966-0.00044255i,-0.00042271-0.00083924i,0.00028312-0.00061804i,0.00020194-0.00055703i,0.00017998-0.00093266i
0.00075586+0.000543i,0.0005519-0.00060707i,0.00086552-0.0016265i,0.0010526-0.0013764i,-0.0005036-0.0013802i,-0.0015722-0.001349i,-0.00092739-0.00035637i,-0.00070769-0.00030225i,-0.00023166-0.00095245i,0.0008547-0.00069652i,0.00075764-0.00031533i,-0.00028715-0.00047701i,-0.00045523-0.00084245i,-0.00056773-1.154e-05i,-0.00040297+0.0014616i,-0.00013486+0.0020541i,0.00034747+0.0012534i,0.00060353+0.00046183i,8.0437e-05-9.931e-05i,-0.00016463-0.0001647i,-0.00037563-0.00021196i,0.0002699+0.00021457i,0.0010025+0.00043807i
-0.00061462-0.00045404i,0.00055448-0.00068955i,0.0012521-0.0016551i,0.0018898-0.0021755i,0.0017942-0.00083594i,0.00051275-0.00043311i,-0.0004167-0.00016193i,-0.00018765+0.0002599i,0.00057087-1.8805e-05i,0.0010805-0.00039663i,0.001001-0.00022692i,-5.0196e-05+0.00030107i,-0.00062895+1.3287e-05i,-0.00065588+0.00021398i,-0.00099504+0.00075453i,-0.00075059+0.00078666i,-0.00036074+0.00047628i,0.00023769+0.00056147i,0.00014522+0.00052711i,-0.00055484+0.00023113i,-0.00036768+0.00031461i,0.00049727+0.001099i,0.0004453+0.0012517i
-0.0011983-0.00078272i,-0.0013081+4.3001e-05i,-0.00087087-0.00045623i,-1.6362e-05-0.00048749i,-3.8705e-05-0.00051067i,0.00030545-0.00088144i,0.00069588-0.00049836i,0.00031598+6.3618e-05i,-0.00038083-1.4708e-06i,-0.0012282-0.00056365i,-0.00069684-0.00018482i,-0.00040037+0.00024033i,-0.00069821+0.0003738i,-0.00070719+0.000842i,-0.00037306+0.00064244i,-4.2648e-05+0.0001001i,0.00012369-8.0963e-05i,-0.00011497+0.00036597i,6.6084e-05+0.0010616i,0.00017843+0.00027758i,-0.00014164+0.0001347i,0.00018376+0.00066012i,0.00040375+0.00069148i
-0.00075052+0.0021594i,-0.00086588+0.0021465i,-8.7965e-05+0.0022472i,0.00064057+0.0015407i,0.00036761+0.00029465i,6.6379e-07-5.9571e-05i,0.00012123+9.6482e-05i,0.00063654+0.0003675i,0.00077066+0.00083386i,0.0010107+0.00069094i,0.00072741-0.00022005i,0.00059122-0.00075006i,0.00074898-0.0010569i,0.00074439-0.00079633i,0.00090056+0.00049521i,0.0003656+0.0013817i,-0.00014899+0.0010249i,-7.9094e-05+0.00070128i,0.00016854+0.00038282i,-0.00010228-0.00038076i,-0.00019521-0.0006592i,-0.00010946-0.00014044i,3.8793e-05+0.00022652i
-0.00031212-0.0011348i,-0.00095183-0.0016339i,-0.0014471-0.00087331i,-0.00016824+1.5553e-05i,0.00022596-0.00041669i,-5.0037e-05-0.00033408i,-6.1265e-05+0.00034644i,0.00018009+0.00068483i,0.00026876+0.00012151i,-5.7194e-05-0.00020226i,1.5579e-05-0.0002908i,0.00064186-0.00039646i,0.00034351-0.00019441i,-6.38e-05+0.00015386i,-0.00032519+0.00087135i,-0.00042938+0.0013396i,-0.00020358+0.00071191i,0.00012851+0.00013539i,0.00068213+0.00047038i,0.00025812+0.00067262i,-0.00043137+0.00012799i,-0.00044426+4.3989e-05i,-8.0342e-05+0.00018659i
-0.00023904-0.00024279i,0.00099269-0.00056147i,0.00051749+0.00046418i,-0.00011692+0.00066521i,0.00032792-5.5416e-05i,0.00036722-0.00089554i,0.00047553-0.0010281i,0.00027827-0.00029344i,5.5776e-05+0.0001024i,0.00057155+0.0003413i,0.00075215+0.00022735i,-0.00010935-0.00021205i,-0.00072492-0.00059822i,-0.00059082-0.00043317i,-9.1115e-05-0.00023399i,-0.00017848+0.00017255i,-0.00081693+0.0007931i,-0.0015828+0.00096801i,-0.00077116+3.038e-05i,0.00089543-0.0005003i,-0.00015383-5.1937e-05i,-0.0014023+0.00019931i,-0.0013611+0.00032306i
-0.0013994-0.0019677i,-0.0028931-0.0013661i,-0.0029569-0.0011096i,-0.0016591+0.00021118i,-0.0012452+0.00054762i,-0.00067199-0.0004419i,0.00018427-0.00019377i,0.00038703+0.00085489i,-0.00016682+0.00084422i,-0.00052337+0.00012954i,-0.00015241-0.00066726i,0.0004109-0.0011824i,0.00093884-0.0012892i,0.00082804-0.0011319i,0.00033127-0.00095145i,-0.00019669-0.00036631i,-0.00038959+0.00014798i,0.00020114-0.00017886i,0.00012667-0.00069203i,-0.00035868+0.00016965i,-0.00027333+0.00086691i,-2.8381e-05+0.00049947i,-0.00012375+0.00031555i
0.0010431-0.0022861i,-0.00029188-0.0012952i,-0.00095109-0.0017776i,-0.00017606-0.0012601i,-0.00033841+0.00018373i,-0.00095983-1.7347e-05i,-0.00048423-0.00064766i,-0.00022568-0.00027719i,-0.00023901+4.5779e-05i,-0.00026158-0.00013523i,-0.00052463-0.00075324i,1.7452e-05-0.0012513i,-9.6924e-07-4.424e-05i,-0.00033694+0.00068281i,-0.00060181+0.00033983i,-0.00046773-0.00033618i,0.00051025-0.00070576i,-6.3745e-06+0.00034953i,-0.00071924+0.00062072i,-0.00042789-0.00031426i,-2.0577e-05-0.0005376i,0.0012311-0.00037689i,0.00098648+8.9403e-05i
0.00073107+2.375e-05i,0.001074-0.00028864i,0.0026286-0.00044533i,0.0030674-0.0011676i,0.0016184-0.0028563i,-0.00026202-0.0025051i,-0.00067495-9.4932e-05i,0.00020209+0.00047724i,0.00062431+3.1706e-05i,0.0005872-0.00047042i,0.00020409-0.0011451i,-0.00033926-0.00089395i,-0.00066882-0.00036205i,-0.0005704-0.0001039i,8.9958e-05+0.00027359i,0.00018938+0.00033007i,0.00031601+0.00063258i,0.00044367+0.00092645i,0.00043018+0.00043544i,0.0007126-0.0002596i,0.0010946-1.8648e-05i,0.00073175+0.0001591i,-0.00017569-0.00024339i
0.00095456-0.001648i,0.0017938-0.001675i,0.00174-0.0020364i,0.00025625-0.0011683i,-0.00029625-0.000354i,-0.00019544+0.00024894i,-0.0004616-0.00019218i,0.00043194-0.00031316i,0.00031237-1.6872e-05i,-1.9055e-05-0.00039584i,-0.00021401+1.4743e-06i,-0.0011392-3.9204e-06i,-0.0010047-0.00097176i,-0.00047362-0.0012401i,-7.3357e-05-0.00092697i,0.00029362-0.00053503i,0.00048394-0.00021553i,0.00056911-5.369e-05i,0.00070386+6.4983e-05i,0.00045452-9.6563e-05i,-5.8078e-05-0.0002661i,-0.00013212-0.00014138i,-0.00022949+0.00013259i
-0.00044347+0.00060839i,-0.00022785+0.001087i,0.00024021+0.0010657i,0.00062051+4.6288e-06i,0.00065064-0.0014977i,-0.00013516-0.0016907i,0.00016503-0.00088867i,-8.4816e-05+7.9328e-05i,-0.00020072-0.00030973i,0.0011768-7.1262e-05i,0.0010195+0.00039988i,0.00072783-0.00076521i,0.00060675-0.00076413i,0.00014384+0.0003484i,1.606e-05+0.00038527i,-6.6105e-05+0.00010766i,-0.00011157+0.0007928i,-3.0438e-05+0.00084745i,0.00022227+6.6589e-05i,0.00014787-0.00020224i,-9.64e-05+0.00018867i,9.5734e-06+0.001021i,0.00054086+0.0012433i
0.00070755-0.0035556i,-0.00052854-0.0024915i,-0.00058656-0.0025711i,-0.00039445-0.0021147i,-0.00093764-0.0015663i,-0.001161-0.00079771i,-0.00079895-0.00018272i,-0.00026163-0.00074557i,-0.00033452-0.00052509i,-0.00053835+7.4988e-05i,-0.00042817-0.00011863i,-0.00095442+0.00015759i,-0.00095701+0.00091407i,-2.0763e-05+0.00066471i,1.0545e-05-0.00072309i,-0.0001621-0.00088205i,-5.4762e-05+0.00034898i,3.5391e-05+0.00028725i,-4.2468e-05-0.00039728i,-0.00039204-0.00044105i,-0.00078838-0.00078597i,-0.000944-0.0012534i,-0.0012547-0.0011135i
-0.0015638-0.00024947i,-0.00090703+3.4722e-05i,-0.0013443+0.0013539i,-0.0010354+0.0010142i,0.00067444-0.00047553i,0.0013216-0.001715i,0.0011644-0.0012248i,0.0010995+0.00044127i,0.00055041+0.001219i,0.00017543+0.00043371i,0.0005897-0.00016097i,0.0010991-0.00056803i,0.0002979-0.0010992i,-0.00099572-0.00088623i,-0.0003753-0.00070573i,0.0004811-0.00037936i,0.00026432+1.5211e-05i,0.00028037+0.00048793i,-0.00040178+0.00055239i,-0.00054617+0.00032041i,-0.00057908+0.00076717i,-0.00059655+0.00041205i,0.00010338+8.8268e-05i
-2.9201e-05+0.0023879i,0.00068546+0.0018449i,0.00053759+0.0014781i,0.0014094+0.0010234i,0.0022164-0.00018154i,0.0018445-0.00097548i,0.0008388-0.0002818i,0.00035125+0.00042716i,0.00078182+0.00041875i,0.00088081-0.00050506i,0.0002747-0.0011079i,-0.00014274-0.00089292i,-4.403e-05-0.00031029i,-0.00063822+0.00029913i,-0.0010301+0.00046699i,-0.00038456-0.00014752i,0.00015577-0.00050926i,0.00065575-0.0006461i,0.00080051-0.00022186i,0.00075824+0.00041857i,0.00034808+0.00024319i,-0.00042572+0.00040263i,-0.00055919-2.0055e-05i
-0.0011738+0.00057862i,-0.00090293+0.00017585i,-0.00053767-0.00012958i,-0.00071489+0.00012392i,-0.0010136-0.0003607i,-0.00039524-0.00038333i,-0.00066533-0.00060649i,-0.00098548-0.00043288i,-0.00062404+0.00038813i,4.8671e-05+0.00067798i,0.0004698-0.00017797i,0.00014826-0.00075279i,0.0002707-0.0004377i,0.00067392-1.9968e-05i,-2.2781e-05+0.00015116i,-0.00083827-6.4296e-06i,-0.0007852-0.00033572i,2.6526e-05+0.00029006i,0.0011119+0.00050191i,0.00094908-0.00018758i,-0.00064668+0.00014812i,-0.0005362+0.00068716i,0.00044072+0.00074195i
-0.0021055-0.0012228i,-0.001824+2.7038e-05i,-0.0021072+0.00093954i,-0.00099541+0.00090592i,-0.00034431+0.00043904i,-9.4422e-05+0.00012807i,-0.00013853+9.0025e-05i,-0.00066414+0.00030672i,-5.9012e-05-0.00016405i,0.0010206-0.00029186i,0.001199+1.1882e-05i,0.00069773-0.00010426i,0.00027099-0.00076058i,-0.00042026-0.00081403i,-0.0008639-0.00058672i,-5.8399e-05-0.00095219i,0.00050366-0.0010116i,-0.00023768-0.00028356i,-0.00037263+0.00030709i,3.2955e-05+0.00015719i,-0.00020372-0.00028988i,-0.00023593-0.00015894i,-3.349e-05-0.00041086i
0.00040401-0.00065796i,-6.5939e-05-0.0013934i,-0.00047495-0.00072184i,-0.00019892+0.00041192i,-0.00050495-8.6177e-05i,-0.00077509-0.00080197i,-0.0007302-0.00061191i,0.00034487-1.8451e-05i,0.00063211+0.00021205i,-0.00015241-0.00069055i,0.00035447-0.0010633i,0.00081237-0.00037589i,0.00030963+6.01e-05i,-0.00025108+0.00050164i,-0.00071334+0.001376i,-0.0006784+0.0011036i,-0.0005105+0.0002284i,-0.00013213-0.00015311i,0.00045306-0.00017609i,0.00075318+0.0002208i,0.00024492+0.00027973i,-0.00028457-0.0003181i,0.00023381-0.00010356i
0.00080058+0.0003573i,0.00096297-6.666e-05i,0.00090461-0.0015157i,0.00085143-0.0014936i,0.00041211-0.0015393i,0.00023901-0.0016538i,0.0002411+2.1446e-05i,0.00038636+0.0010418i,0.00085136+0.000698i,0.00066275+0.00093973i,0.00033119+3.6449e-05i,0.00015716-0.00080925i,-0.00049281-0.0011242i,-0.00071476-0.0013795i,-0.00025124-0.0013966i,4.855e-05-0.0010017i,-0.00032891-0.00066019i,-0.00079446-0.00020395i,-0.00080583-0.00014559i,-0.00041267+0.00010174i,-0.00064345+0.00094735i,-0.00046068+0.00023747i,-0.0003627-0.00030036i
4.3778e-05+0.0020316i,0.00053322+0.0016987i,0.0018661+0.0009767i,0.0019831+0.00023108i,0.002226-0.00089795i,0.0015947-0.00065652i,-0.00035963+0.00035501i,-0.00049494-7.9669e-05i,-0.00010929+0.0001115i,-0.00020572+0.00010226i,-0.00068529-0.00058242i,-0.00031094-0.00078855i,0.0005606-0.0010291i,0.00040345-0.00042909i,2.2296e-05+0.0005856i,1.2879e-05+0.00073965i,0.00038527+9.985e-05i,0.0003308+8.1076e-05i,-0.00033323+0.00087335i,-0.00080509+0.00032382i,-0.00024218-0.00081881i,-0.00067834-0.00032559i,-0.00071229-0.00030201i
-0.00079682+0.00015781i,-0.0013487+0.001127i,-0.0011805+0.001598i,-0.0007468+0.00030969i,-0.00070151-0.00093783i,-0.00043252-0.00063182i,-0.00029724-0.00042717i,-2.1514e-05-0.00058276i,6.4025e-05-8.2087e-05i,0.00049166+0.00018457i,0.00059324-0.00028884i,0.00011415-0.00015361i,-0.00053787+0.00058432i,-0.00073717+0.0001325i,3.0622e-05-0.00037323i,0.00066501-6.1547e-05i,0.00056363+0.0005128i,0.00017724+0.00057243i,-6.3101e-05+7.9819e-05i,4.3963e-05-0.00012593i,0.00012684-0.00015481i,0.00045096+0.00013817i,0.00045556-0.00020225i
-0.00062525+0.0003571i,-0.0016563-0.00050175i,-0.0012941+0.00041885i,0.00072814+0.0012346i,0.0013835-0.00010918i,0.00015806-0.00074861i,-0.00060888+0.00050333i,0.00030833+0.001069i,0.0004783-1.9612e-05i,0.00049754-0.0010696i,0.00083698-0.00070518i,0.00061897-0.00066907i,0.00045133-0.00075098i,0.000132-0.00069487i,0.00013265+0.00017068i,0.00046958+0.00027051i,0.00055784-0.00056014i,9.9581e-05+0.00020716i,-0.00053517+0.00057075i,-0.00043573-0.0003035i,0.00015856-0.00064677i,0.0004628-0.00039448i,0.00029076+0.00045883i
0.00046966+0.0029259i,0.00032111+0.002534i,0.00077234+0.0018158i,0.001175+0.00042938i,0.0014872-0.0014122i,0.0010446-0.0015172i,6.5013e-05-0.00062225i,-0.00025438+0.00036437i,-0.0001682+0.00015412i,0.00012578-0.000634i,3.4994e-06-0.0010782i,-0.00019505-0.00093627i,-0.00024185-0.00080909i,-0.00072842+0.00026698i,-0.0017927+0.0011675i,-0.0018004+0.00044948i,-0.0014917+1.5827e-05i,-0.00078548+0.00057125i,0.00039781+0.00047751i,0.0004209-8.6486e-05i,9.7092e-05+0.00040355i,0.0011898+0.0011164i,0.0013788+0.00078392i
-0.0008037+0.00073907i,0.00010207+0.00053165i,0.0014114+0.00049594i,0.0016791-0.00017299i,0.0017291-0.00061596i,0.0013426-0.00086534i,0.00047009-0.00027104i,7.2297e-05+0.00091542i,-0.00031799+0.0018589i,0.0001677+0.0015222i,0.00029768+0.00019143i,0.00017173-0.00058088i,0.00019451-0.00048902i,-0.00096484+0.00021621i,-0.001002+0.0010375i,-0.00053391+0.001257i,-0.00030176+0.0012269i,0.0004675+0.00076196i,0.00091037+0.00036017i,0.00023814+0.00014903i,-0.00062797+0.00050626i,-0.00094147+0.0010723i,-0.00058006+0.00018631i
0.0014328-0.00033467i,0.00044849+0.0012262i,0.0014185+0.00073405i,0.0019749-0.00082956i,0.00095169-0.001467i,-0.00041055-0.00055274i,-0.00053471+0.00024224i,0.00028297+1.3746e-05i,0.00084381-0.00050569i,0.0008292-0.0010653i,5.3126e-05-0.0010813i,-0.00043359-0.00019683i,-0.00011486+0.00012103i,0.00055231+1.9838e-05i,0.00010998+0.00041318i,-0.00019654+0.00079269i,-0.00015095+0.00094481i,1.5325e-06+0.0010903i,0.00058782+0.00070637i,0.00028217-0.00030668i,-0.00041529-0.0006023i,-0.00060174-0.00025966i,-0.00025109+0.00013701i
-0.00083114+0.00059764i,-0.0011179+0.00052782i,-0.0014816+0.00023599i,-0.0007234-0.00050671i,0.00025657-0.0012031i,0.00019131-0.00092075i,-0.00052383-0.00036883i,-0.00030765-0.00025808i,0.00040683-0.0002256i,0.0001601-0.00075391i,-9.1392e-05-0.0010674i,0.00039109-0.00031316i,0.00019916+0.00035692i,-0.00083155+0.0010884i,-0.00099554+0.0010262i,-0.00023329+0.00011364i,3.0517e-05+0.00015859i,-0.00076299+0.00036891i,-0.00089952+6.1189e-05i,1.5211e-05-0.00026516i,5.201e-05-8.9314e-05i,0.00018066+0.00015323i,6.861e-07+7.7877e-05i
-0.0022931+6.6144e-05i,-0.0023247-0.00016107i,-0.0023194+0.0012454i,-0.00083293+0.0023812i,0.00045785+0.0012612i,0.00058541+0.0001004i,-0.00016686-0.00031175i,-0.00045443-0.00012664i,-0.00056691+0.00025366i,-0.00057524-0.00025977i,-8.2421e-05-0.00013704i,-0.00029813-0.00019461i,-0.00073595-0.0011225i,-0.0005008-0.0012969i,-0.00070294-0.00089381i,-0.0011525-0.00023314i,-0.0011179+1.336e-05i,-0.00049622-0.00028487i,-0.0001809+0.0001242i,-0.00024038+0.00040567i,-0.00089961+0.00058714i,-0.00088038+0.00059833i,-0.00042089+0.0001554i
0.00040975+0.00030315i,-0.00052251+0.00068507i,-0.00048417+7.1569e-05i,3.3426e-05-0.00083164i,0.00010982-0.00092994i,-0.00019445-0.0005871i,-0.00062233-0.00032802i,-0.00053881+0.0007301i,-0.00042335+0.0013124i,0.00030318+3.8677e-05i,0.00069311-0.00060686i,-0.00017214+7.817e-05i,-0.0003203+0.0005927i,-0.00018463+0.0011209i,-0.00049709+0.0017871i,-0.00052812+0.0016156i,-0.00045431+0.0011618i,9.9819e-05+0.0012533i,0.00022962+0.0012541i,-0.00043508+0.00082217i,-0.00016374+0.00052712i,0.0001647+0.00017408i,-0.00022508-0.00014032i
0.00012487-0.00093796i,1.8812e-05-0.00032631i,-0.00050408+0.00034012i,-0.0013692+0.00016936i,-0.0008051-0.0012157i,-0.00022874-0.0012519i,-0.0002008-0.00015292i,-0.00034465+0.00044176i,0.00014394+0.00034594i,0.0008157+0.00034527i,0.0010518-0.00036257i,0.00097562-0.00050034i,0.00039948-0.00016934i,0.0002787-0.00052301i,0.00024507-0.00036738i,-0.00019914-2.1814e-05i,-0.00067458-0.0002255i,-0.00062313-0.00014027i,-0.00045452-9.8749e-05i,-0.00014463-1.1067e-05i,0.00020129-6.5898e-05i,-5.6728e-06-0.00048962i,6.1302e-05+0.00033627i
-0.0016564+1.2581e-05i,-0.001392+0.00057673i,-0.00065539+0.00015522i,0.00036678+0.00020687i,0.0018752+0.00098115i,0.0012982+0.0005044i,-0.00042085-3.2899e-05i,-0.0010779+0.00023218i,-0.00030647+0.00010398i,0.00053642-0.00032461i,0.0012058-0.00035417i,0.0012386-0.00010152i,-8.2594e-05+8.6062e-05i,-0.00067633+0.00040885i,-0.00016345+0.00040994i,0.00019435+0.0003424i,-0.00018362+0.00084905i,-0.00022078+0.0013995i,0.00026881+0.00061281i,0.00014165-0.00054124i,-7.5384e-05-0.00046113i,0.00060953-0.00047279i,0.0015113-0.00053764i
0.00054801+0.00069583i,0.0010923+3.2917e-05i,0.0014823-0.00063291i,0.0015614-0.0013205i,0.0018589-0.0013832i,0.00082463-0.0016969i,-0.00048215-0.0014894i,-0.00071304-0.0003818i,-0.00030411+3.864e-05i,0.00030667-0.00019443i,6.5559e-05-0.00030189i,-9.1879e-06-0.00075714i,0.00026468-0.00083623i,0.00013523-0.00052702i,-5.2107e-05-0.00017931i,-1.5343e-05+0.00040504i,-3.4837e-05+0.00084468i,-4.9263e-06+0.0006683i,-2.4416e-06+3.1184e-05i,-0.00026038-0.00029168i,-0.00057456-4.5198e-05i,-5.9671e-05+1.9355e-05i,0.00061318-9.1514e-05i
-0.0014673+0.0025564i,-0.00063955+0.0027775i,0.00035213+0.003248i,0.0011544+0.0021783i,0.0010499+0.00011038i,0.00014659-0.0012158i,-0.00032411-0.0014117i,-0.00021229-0.001143i,0.00019524-0.00099587i,0.00070223-0.0010702i,0.00051371-0.0012112i,0.00012203-0.0014654i,0.0001276-0.0010162i,-0.00024248-0.0002386i,-0.0007189-0.00025983i,-0.0010889+0.0001144i,-0.00080668+2.1792e-05i,-6.9256e-05-6.5344e-05i,8.0951e-05+0.00041613i,-0.00021288+0.00041749i,-0.00077795+0.00089191i,-0.00014862+0.0012644i,0.00038451+0.0011669i
