0.002752+0.0006995i,0.0011609-0.0018959i,0.00029207-0.0038199i,0.00028566-0.0037334i,-0.00060008-0.0021885i,-0.0022474-9.4725e-05i,-0.002421+0.00098322i,-0.0005265+0.00093022i,0.0015821-4.4109e-05i,0.0018331-0.00071718i,0.001084-0.00046721i,0.00057131-0.00051782i,0.00097261-0.00088791i,0.00087155-2.1276e-05i,-7.1502e-05+0.00089653i,-0.00048852+0.00050485i,1.9096e-05+6.2763e-05i,0.00067401+3.1993e-05i,0.00047826-0.00017477i,0.0006101+7.6646e-05i,0.00015728+1.1556e-05i,-2.077e-05-0.00011337i,0.00020377+0.00058672i
-5.0506e-05-0.0031416i,6.4081e-05-0.0029239i,-0.00052664-0.0036215i,-0.0022399-0.0029072i,-0.0028078-0.0014662i,-0.0010521+0.00019151i,-0.00048569+0.0010167i,-0.00055469+0.00042624i,-7.5431e-06-7.7204e-05i,-0.00038485-0.00035083i,-0.00032012-0.00044989i,-0.00048985-0.00022779i,-0.00068327-0.00031761i,0.00063746-0.0007431i,0.001949-0.0011235i,0.0020899-0.00042243i,0.0011571+0.00025584i,0.00063372-0.00056634i,0.00046166-0.0004359i,1.907e-05-0.00025079i,-0.00031756-4.1547e-05i,8.7922e-05+0.00016008i,0.00063089-0.0003245i
0.00079685+0.0012332i,0.00079533-0.00010811i,0.00081382+0.00010314i,0.00073787-0.00052495i,0.00040152-0.00090284i,0.00028078-0.00080526i,2.2218e-05-0.0010159i,-8.9278e-05-0.00027378i,0.00032709+0.00013503i,0.00043878-5.6463e-05i,-0.00013609+0.00082162i,-0.00055557+0.0014395i,6.1702e-05+0.0013037i,0.00037591+0.0006693i,0.00074679+0.00047702i,0.00090132+0.00068322i,0.00089258+9.1105e-05i,0.0010118-0.00037183i,7.7791e-05-0.00039261i,-0.00028562-0.00060081i,0.00055492-0.00054655i,0.0010544+3.3029e-05i,0.00064312+0.00056324i
-0.00095371+0.0001243i,-0.00096849+0.0005893i,-0.00042735+0.0014643i,-0.00033176+0.00029885i,-0.00033143-0.001488i,-0.00095247-0.0013612i,-0.0013055+9.8379e-05i,-0.00037818+0.00036038i,-0.00026626-0.00014049i,-0.00065374-0.00038948i,-0.00033376-0.00061251i,-3.3373e-05-0.00074916i,-0.00057125-0.00053963i,-0.00032099-0.00024321i,-0.00036054-0.0003086i,-0.00030238-0.00013427i,-4.122e-05+0.00044122i,-3.4963e-05+0.00075334i,0.00048712+0.00089318i,0.00067336+0.00027935i,0.00046145-0.00035054i,0.00024674-0.00020728i,5.2471e-05-0.00017493i
0.0012136+0.0020426i,0.0021159+0.0013692i,0.0018076+0.00013796i,0.0012221-0.00074213i,0.00033755-0.00077631i,-0.00050578-0.00037056i,-0.00077696+0.00033267i,-5.0175e-05+0.00012824i,0.00034888+4.3714e-06i,-0.00062145+8.3925e-06i,-0.0010495-0.00025388i,-0.0010056+0.0001603i,-0.00043265+0.00069637i,-8.4882e-05+0.0012708i,-0.00035013+0.0010474i,-8.7166e-05+5.6879e-07i,0.00035824+5.9691e-05i,0.00076708+0.00031171i,0.0015875-0.00025422i,0.001428-0.00014298i,0.00053909+0.00024193i,0.00071426+0.00032989i,0.00091019+0.00021238i
0.0014761-0.00065633i,0.002359-0.00042579i,0.0020112-0.00048595i,7.2583e-05-0.00038207i,-0.0015116-0.00072222i,-0.0019875-0.00082171i,-0.0014052-0.00027412i,-0.00075502-0.0010966i,-0.00030096-0.0018141i,-0.00053474-0.00093647i,-0.00082814-0.00039702i,-0.00093352+0.00057364i,-0.00048365+0.00063515i,0.00047733+0.00027254i,0.00024755+0.00038898i,0.0002734+0.00032955i,0.000361+0.0002172i,0.00026358-0.00045028i,0.00055558-5.6943e-05i,0.00054883+0.00040373i,9.7337e-05+0.00011821i,-8.3401e-05+0.00044329i,-0.00031037+0.0010111i
0.00064493+0.0017095i,0.00062613+0.0014046i,0.0013136+0.00041276i,0.0018475-0.0014536i,0.0016252-0.002216i,0.00089062-0.00074534i,0.00070979+0.0011185i,0.00078318+0.001405i,0.00088381+0.00011579i,0.00071692-0.0018267i,-3.4226e-05-0.0023729i,-0.00077543-0.00081691i,-0.00089692+0.00095876i,-0.00066662+0.00091472i,-0.00036494+0.0012664i,8.48e-05+0.0010479i,9.178e-05-4.0339e-05i,0.00019367-0.00042643i,0.0004015-0.00040438i,0.00030235-0.00076245i,0.0007337-0.00069773i,0.00050837-0.00017754i,0.00033207+0.00019418i
-0.0015315-0.0016929i,-0.0026909-0.0025265i,-0.0028143-0.0035348i,-0.0028921-0.0027994i,-0.0030635-0.00099281i,-0.0029586+0.0001529i,-0.0020853+0.00058991i,-0.00048769+0.00024965i,-0.00012616-0.00042272i,-0.00055633-0.0010885i,-0.00028506-0.001118i,-0.00012013-0.00059801i,-0.00048369-0.00057662i,0.00050473-0.0012427i,0.0016596-0.0018192i,0.0013248-0.001409i,0.00045137-0.00069458i,0.00013756-0.00020077i,0.00031315-0.00022664i,0.00031861-2.1558e-05i,0.00037797+0.00040046i,-3.0497e-05+0.00018904i,-0.00063965-1.1986e-05i
-0.00083182+0.0031923i,0.00028045+0.0026367i,0.00099099+0.0028167i,0.0013889+0.0028283i,0.0012293+0.0016661i,0.00059201-0.00039566i,0.00081483-0.00064203i,0.0010526+0.0002793i,0.0012303+0.00034565i,0.0008857-0.00058411i,-6.9092e-06-0.0011252i,-0.00040406-0.0010318i,-0.00014051-0.00074369i,-0.00025743-0.00028233i,-0.00072873+0.0010063i,-0.00023148+0.0013617i,0.00041176+0.00074405i,0.0006483-3.4871e-05i,0.00064337-0.00031018i,0.00041604+0.00015146i,-0.0003901+0.00035663i,-0.00016859+4.6262e-05i,0.0012258-0.00032141i
0.00015133-0.00018358i,0.00078352+0.00017893i,0.00037443+8.0999e-07i,-0.0008386-0.00072597i,-0.0016353-0.0012518i,-0.0017824-0.00036513i,-0.00086029+0.0003778i,0.00097668+0.00036877i,0.00089138+8.9819e-05i,-0.0001853-0.00053667i,-0.00012657-0.00061303i,0.00016886+0.00047435i,-0.00019757+0.0010537i,0.00019801+0.00032982i,0.00052549-0.00049131i,0.00015119-0.00043919i,0.0004841-0.00042289i,0.0013516-0.00023751i,0.0010496-0.00017378i,-0.00012945-0.00025152i,-0.00030348+0.00010499i,-0.00049596-2.5034e-05i,-0.00035814-0.00044376i
-0.0021664+0.00065456i,-0.0023166+0.0010149i,-0.0019225+0.00071415i,-9.7846e-05+0.0011255i,0.000791+0.0012128i,0.00040168+0.00054172i,0.00023348+0.00085387i,0.00065945+0.00067193i,0.0010719+0.00018601i,0.00068383-0.0001818i,-0.00065824-0.00030726i,-0.00084664-0.00011369i,0.00013335+0.00019788i,0.00026904+0.00018208i,-0.00022161-0.00018442i,-0.00043034+3.272e-05i,0.00053228-0.00018988i,0.00017507-0.00032723i,-0.0011281+5.631e-05i,-0.0013736+0.00087504i,-0.0010647+0.0012214i,-0.00048298+0.00092029i,-0.00017148+0.00047923i
0.00012341-0.00064574i,-0.00099829-0.0008559i,-0.00095364-0.00081i,-0.00034244-0.0005931i,-0.0012587-0.00078029i,-0.0014713-0.00097659i,-0.00086766-0.00018367i,-0.00031248+0.00028183i,-0.00011907-0.0003986i,-0.0002237-0.00040074i,-0.00030949+0.00055645i,0.00019877+0.00075342i,0.00070037-0.00041944i,0.00063761-0.00077249i,-0.00032718+0.00034301i,-0.00082696+0.00068155i,6.586e-05+0.00012023i,0.0011584+0.00016193i,0.00097779-6.4106e-05i,0.00040978-0.00091181i,0.00033498-0.00076892i,1.7595e-05-0.00035269i,-0.00023905-9.3017e-05i
-0.0019378-0.00022759i,-0.0025953-0.00061745i,-0.0023487-0.00061272i,-0.0017227+0.00023606i,-0.0012477+0.00017214i,-0.0010807+9.0741e-05i,4.4597e-06+0.0010288i,0.00048539+0.0012329i,0.00018267+0.00064458i,0.00050994-0.00026392i,-1.424e-05-0.00086858i,-0.00097761-0.00047197i,-0.00043805-4.9338e-05i,-1.0335e-05+0.00050856i,-2.7346e-05+0.00066728i,1.2496e-05+0.00050652i,0.00056849+9.8263e-05i,0.0011135-0.00046748i,0.00074773-0.00041656i,0.00034033-4.756e-05i,0.00045254+0.00043206i,0.00039689+0.0004915i,-0.0005854-0.00023004i
-0.001928+0.00010858i,-0.0016075-0.00073867i,-0.001194-0.0005107i,-0.00065179+3.4995e-05i,-0.0015007-0.00023508i,-0.0017875-0.00081806i,-0.00073879-0.00037386i,0.00023058+0.00083024i,0.00013628+0.00032475i,0.00017612-0.00094102i,0.0003464-0.00065284i,0.0001853+0.00033063i,3.0966e-05+0.00067234i,0.0001082+0.00045308i,0.00043754+0.00019816i,0.00077986+0.00053389i,0.00078363+9.5103e-05i,0.0013723-0.00073841i,0.0017856-0.00024984i,0.00082884+0.00074099i,-0.00057012+0.00083376i,-0.00092683+0.00040709i,-0.00094898+2.2112e-05i
-0.0014769-0.0017331i,-0.00041441-0.00079159i,-0.00087352-0.00020637i,-0.0017373-0.00024512i,-0.0010239+0.0007418i,-0.00042221+0.00097901i,-0.00061814+0.0012512i,0.0002329+0.00065091i,0.0008783-0.0003431i,9.6948e-05-0.00037312i,-0.00047334-0.00054845i,-0.00022117-0.00056477i,-0.00021698+9.0597e-06i,-8.3392e-05+0.00097458i,0.0008033+0.0014318i,0.00076783+0.00069127i,0.00021532+0.00030561i,-0.00024001+0.0002987i,0.00037086+0.00013021i,0.00055326+0.00046404i,-0.00035654+0.00090502i,-0.0004906+0.00027152i,0.0001823-7.6643e-05i
0.00071292+0.0028733i,0.0011997+0.0021372i,0.0013178+0.0026722i,0.0013623+0.00079358i,0.00099485-0.0014646i,0.00017112-0.0017599i,0.00014027-0.00035316i,0.00036841+0.0011283i,2.7714e-05+8.9334e-05i,-0.00055538-0.00096483i,-9.4678e-05-0.0008777i,0.00027025-0.00083324i,-0.00025683-0.00067334i,-0.00086752-0.00043252i,-0.00082813+0.00022955i,1.864e-07+0.00062463i,0.00010487+5.9169e-05i,-0.00049746-0.00024108i,-0.00097044+0.00010594i,-0.00093868-0.00026115i,0.00016456-0.00038331i,0.0013666+0.00011151i,0.0012496+0.00011503i
0.0021621+0.00036593i,0.0012239+2.4169e-05i,0.0004255-0.00077417i,-0.00042675-0.0017288i,-0.001065-0.0019596i,-0.0016112-0.0010027i,-0.0013891-0.00010892i,-0.00063632-0.0003427i,0.00031697-0.00095787i,0.00053537-0.001079i,8.2786e-05-0.0002325i,-0.00030201+0.00077735i,-0.00044089-1.498e-05i,-0.00033932-9.4495e-05i,-0.0006547+0.0006972i,-0.00044651+0.00099323i,0.00075166+0.000611i,0.001126-0.00051362i,0.00067415-0.00046459i,0.00027463-0.0002591i,-0.00022478-0.00059644i,0.00024119-0.00020108i,0.0001896+0.00015361i
-7.1438e-05+0.0013267i,-0.0002401+0.00065791i,-0.00080711+0.00039424i,-0.00077537-6.9713e-05i,-0.00044107-0.00063953i,-0.00069881-0.00069846i,-0.00046827-0.00067586i,-0.00022348-0.00068563i,-0.00036449-0.00073143i,0.00039322+1.8999e-05i,0.00057554-0.0003829i,0.00051426-0.0013076i,0.00029014-0.001323i,0.00012159-0.0011503i,0.00084182-0.00019414i,0.00077697+0.00037523i,0.00045498+0.00035554i,0.00067003+0.00035543i,0.00033358+0.0004905i,-0.00018109+0.00043823i,-0.00041033+0.00048984i,0.00043207+0.00027703i,0.00095245-0.0002502i
-0.00075146+0.0010608i,-0.001443+0.00020101i,-0.00094412+0.00010367i,-0.00066442+0.0004285i,-0.0010404-0.00010164i,-0.0014021-0.00043031i,-0.00074748+0.00032099i,6.2914e-05+0.00052126i,2.4026e-05+1.3308e-05i,0.00025788-0.00051276i,-0.0002765-0.00051582i,-0.0013501-0.00026528i,-0.0013499-0.00059421i,-0.00055843-0.00077408i,-7.1947e-05-0.00015323i,8.2408e-05-0.00031619i,-9.3105e-05-0.00044327i,0.00028027-0.00087778i,0.0010156-0.0010697i,-9.7125e-06-0.00047442i,-0.00052851-0.00029264i,0.00024879+4.6227e-05i,0.00028167+0.00016676i
0.0011475-2.2269e-05i,0.0013553-0.000494i,0.0012512-0.0007789i,0.00044482-0.0015399i,-0.0011291-0.0017017i,-0.0013376-0.00072705i,-0.00010401+0.00041449i,0.00043549+0.00059339i,0.00062773-0.00031839i,0.0010634-0.00074172i,0.0006919-0.00037422i,0.00023547-0.00039244i,0.00018972-0.0007938i,-0.00012981-0.00057148i,-5.1893e-05-2.1283e-05i,-4.7675e-05+0.00057688i,-0.00014012+0.00041606i,0.0004154-0.00012225i,0.00048895-0.00056879i,9.6344e-05-0.00085597i,0.00017162-0.0010204i,0.00035204-0.00086092i,0.00039424+1.735e-05i
0.0001099-0.0015052i,0.00036609-0.00059257i,-0.00028084-0.0010683i,-0.0013409-0.00074157i,-0.0020985+0.00047119i,-0.0024115+0.00051603i,-0.0012295+0.001145i,-0.0001555+0.001496i,-0.00017979-0.00014348i,-0.00072504-0.0014365i,-0.001263-0.0008524i,-0.00097513+0.00029884i,0.00016489+0.00082026i,0.0019396+0.00033044i,0.0017494-0.0002225i,0.00045574+0.00025461i,0.00080478+0.00089605i,0.0012757+0.00061404i,0.00050408-0.00010987i,8.8818e-05-5.7646e-05i,0.00018065+0.00032411i,-0.0001601-8.1649e-05i,-0.00039564+0.00020869i
-0.0018888+0.00040897i,-0.00060056+4.3414e-05i,-7.7996e-05-0.00015863i,0.0004784-0.00052928i,-0.00019129-0.001086i,-0.00036121-0.00104i,-0.00038045+9.0098e-05i,-0.00018837+0.00020105i,-0.00034749-0.00058739i,-0.00065386-0.00097093i,-7.2121e-05-0.00084832i,0.00053087-0.00026237i,0.000366+0.00036987i,-0.00071914+0.00025534i,-0.00096486-0.00057365i,0.00011989-0.00087546i,0.00075275-0.00041306i,0.001182-0.00026508i,0.0014071+0.00031928i,0.00094509+1.2323e-06i,0.00040204-0.00022392i,0.00017515+0.00023981i,0.0005533+0.00031221i
-0.00027379-0.0011285i,-0.00019438+0.00027707i,-0.00099586+0.0014576i,-0.0011771+0.00055534i,-0.0010674+0.00055957i,-0.00096444+0.001227i,-0.00018965+0.00025852i,0.00065497-0.00057722i,0.00052095-0.00051019i,-0.00015658-0.00062616i,-0.00045577-0.00012338i,-2.7914e-05+0.00094429i,0.00056002+0.00024735i,0.00024696-0.00081814i,-0.00062973-0.0010518i,-0.00015783-0.00053007i,0.00044445+0.00019121i,0.00052326+4.3483e-05i,0.0012161-0.00023517i,0.0011812-0.0006969i,0.00063606-0.00054317i,-0.00016721+0.00028315i,-0.00048806+0.000319i
0.0027527+0.0015978i,0.00247+0.0010259i,0.0028067-0.0001369i,0.0023614-0.0021147i,0.00079079-0.0026173i,-0.00020555-0.0013225i,-0.00038921-0.00015403i,0.00011291+0.0002399i,0.00029786-1.2979e-05i,-0.00025739-0.00066548i,-0.00028936-0.00047331i,0.00011472-8.6648e-05i,-0.00011159+0.00063289i,-0.00023782+0.0010909i,0.00025597+0.00089926i,0.00042928+0.00031125i,-0.00018475+0.00022017i,0.00033285+0.00040606i,0.00060237-0.00038055i,0.00029595-0.00033962i,0.00043434+0.00032457i,0.00097047+0.00038758i,0.00091588+3.3144e-05i
0.00055696+0.0015417i,0.0017652+0.0010456i,0.0015561+0.00071291i,0.00021402+0.00026193i,-0.00032574-0.0011021i,-0.00076102-0.00066013i,-0.0014861-1.2668e-05i,-0.00036603-0.00011901i,0.00066262+0.00019511i,0.00013858-2.8407e-05i,-0.00076284-0.00045538i,-0.0012605-0.00026737i,-0.00056197-0.00043349i,0.00042525-0.00057856i,0.00036402-0.00048949i,0.00014267-0.00038115i,0.00020262-0.00048342i,0.00038077-0.0016307i,0.00028419-0.0015884i,0.00017209-0.00023195i,0.00044244+0.00034036i,0.00022784+0.0002586i,0.00017712-0.00012703i
0.00066583+0.00046721i,0.00044355+0.00049455i,0.00039693+0.00060254i,1.2727e-05-0.00021529i,-0.00039993-0.00040894i,-0.00062501+0.00022411i,-0.00089319+0.0010928i,-0.00020381+0.00095114i,-0.00032862+6.3874e-05i,-0.00064805-0.0002739i,-0.0010551-0.00035508i,-0.0012344-0.00030888i,-0.00048419-0.00010565i,4.0975e-05+3.83e-05i,0.00080858+0.00035205i,0.00057171+0.00066382i,-0.00010533+0.00048604i,0.00038931-0.00010055i,0.00036195-0.0005214i,-0.00010523-0.00059599i,0.00075738-0.0007643i,0.0013294-0.00055599i,0.00044338-0.00043234i
0.00054946+0.0017505i,0.00038668+0.0019577i,0.0014012+0.0011989i,0.0012946-0.0015605i,4.1981e-05-0.0027847i,-2.7663e-05-0.0020688i,-0.00033304+6.0394e-05i,-0.00042473+0.0008655i,-8.3393e-05-0.00034824i,-0.00070879-0.0010123i,-0.0010145-0.0010081i,-0.00099468-0.00045971i,-0.00059221+0.0009518i,5.5616e-05+0.0011755i,0.00027832+0.00071682i,0.00052176+0.00064261i,0.00051592-5.324e-05i,0.0005766-0.00074936i,0.00057534-0.00060095i,0.00026503-0.00025311i,0.00027374-0.00014713i,0.00021967+0.00042065i,2.5122e-05+7.6962e-05i
-0.0013879-0.00044345i,-0.001468-0.00087619i,-0.0016025-0.00085744i,-0.0018969-0.00048216i,-0.0020663-3.9492e-05i,-0.0016126+0.00028886i,-0.00037762+0.0010143i,0.00067439+0.00069114i,0.00065654-0.00011851i,0.00035069-0.0010394i,-0.00021337-0.00088848i,-0.00090504-7.8318e-05i,-0.0008571-0.00022194i,-0.00025003-0.00089906i,0.0004377-0.0005381i,0.00067694+0.00052578i,0.00059037+0.00064726i,0.0007035+0.00048625i,0.00064151+0.00044843i,0.00028467+0.00075813i,0.00064667-6.4955e-06i,0.0012362+0.00017087i,0.00068573+0.001057i
0.00011748+8.4057e-05i,7.5011e-05-0.00017788i,6.7078e-05-0.00012988i,0.00030219-0.00097717i,-0.0004782-0.001379i,-0.0012689-0.00060513i,-0.00076603+0.00068647i,-0.00029812+9.6765e-05i,-0.0002728-0.0011945i,-0.00020528-0.001066i,-0.00034233-0.00058088i,-0.00079766-0.00060263i,-0.00050657-0.0010111i,0.00014103-0.00097523i,5.5637e-05-0.00038194i,-0.00047597+0.00014926i,-0.00073093-0.00028235i,-0.00053788-8.1508e-05i,-0.00072237+0.00062481i,-0.00020089+0.00046279i,0.00035434-1.033e-05i,0.00025412-0.00026581i,-0.00017792+0.0001155i
0.0021211+0.00025671i,0.0021164-0.00011715i,0.0015391-0.0011524i,0.0010759-0.0015591i,6.5343e-05-0.0019396i,-0.0004312-0.001611i,0.00012139-0.0011342i,0.00028203-0.0014933i,-0.00012662-0.0014447i,0.00011054-0.0013016i,0.00030626-0.00084577i,-0.00015539-0.00017453i,-0.00076181+0.00049549i,-0.0012693+0.001063i,-0.00072846+0.00087991i,0.00011867+0.0011449i,-5.7464e-05+0.0012559i,-0.00037196+0.00090068i,0.00020221+0.00045156i,0.00065325-0.00010099i,0.00087885-0.00046193i,0.00045736-0.00052518i,0.00022355-0.00061347i
-0.0014467+0.0020049i,-0.0011908+0.0023562i,0.00051051+0.0015638i,0.0012801+0.00091934i,0.00067217+0.00091001i,7.8588e-05+0.00043435i,-0.00021136+0.00049728i,-0.00015783+0.0014598i,-1.5915e-05+0.0015462i,0.00023503+0.00026445i,0.00053137-0.00027229i,0.00022873-5.4521e-05i,0.00018814+0.00011252i,4.166e-05+3.5433e-05i,-0.00042485+2.6329e-05i,-0.000409-8.8179e-05i,0.00052881+2.8573e-05i,0.00089055+0.00027996i,0.0002223-0.00017023i,0.0003165-0.00040631i,7.5653e-05+1.3859e-05i,-0.0002556+0.00051754i,-0.00019309+0.0009279i
0.0017936-0.00037661i,0.0013112-0.00047807i,0.00053164-0.00051025i,8.2572e-05-0.0011099i,-0.00091909-0.0012242i,-0.0017674-0.00057235i,-0.0011225-0.00016407i,0.0006092+0.00014341i,0.0010239-0.00053906i,-0.00033998-0.0014074i,-0.00083538-0.001151i,-0.00053922-0.00046101i,-0.00029009+1.0769e-06i,-0.00013054+8.0235e-05i,-0.00050113-0.00026592i,-0.0010404+1.2159e-05i,-0.00043606-0.00034086i,0.00044594-0.00023643i,0.00043571+3.9132e-05i,-0.00018876-0.00026605i,0.00036297-0.00094787i,0.00050696-0.0013401i,-3.1363e-05-0.0011205i
0.00013622-0.0022288i,0.00046256-0.0027189i,-0.00050948-0.0036973i,-0.0015004-0.0025518i,-0.0023591-0.0015377i,-0.0024643-0.00070396i,-0.0012382+7.0588e-05i,-2.0945e-05+0.00052825i,0.00028266+0.00022934i,-3.617e-05-0.00048946i,-1.568e-05-0.00040752i,5.6361e-06+0.0003667i,-0.00010373+0.00093175i,0.00024177+0.0013326i,-0.00037284+0.001708i,-0.00050381+0.0010351i,0.00037225-1.9291e-06i,0.00073658+1.1381e-05i,0.00020943-0.00039259i,-0.00080794-0.00072347i,-0.0009984+0.00034797i,-0.00037284+0.00095286i,4.2081e-05+0.00017446i
0.00017134-0.0010714i,0.0012486-0.00024124i,0.0010628-0.00053118i,-3.8167e-06-0.00091774i,-0.00033246-0.0010362i,-0.00030873-0.0004146i,1.6431e-05-7.8801e-05i,0.0010817+0.00014852i,0.0011153+3.2001e-06i,0.00024515-0.00070807i,-0.00072481-0.00080751i,-0.00092134-0.00035992i,-0.00036846-6.108e-05i,2.0987e-05-0.00040327i,-0.00035227-0.00011693i,-0.0004652+0.00029076i,-0.00037288+8.9169e-05i,-0.000323-0.00043299i,0.0002586-0.00019331i,0.00028813-0.0001988i,2.6411e-05-0.0002277i,0.00018067+0.00031149i,0.00057617-0.0001985i
-0.0018548-0.00051705i,-0.0017164-5.9385e-05i,-0.0013989-0.00095392i,-0.0015103-0.00062968i,-0.0020816+0.00012557i,-0.0016229+0.00022277i,-0.00028294+0.00051332i,0.00035981+0.0009753i,0.00016254+0.0013041i,-0.0003995+0.00042166i,-0.00081752-0.0011154i,-0.00074122-0.00085107i,-4.6948e-05-0.00034424i,0.00061611-0.00013383i,0.0012188-0.00055484i,0.0011422-0.0003041i,0.00043516-0.00010586i,0.00046674-0.0001386i,7.9185e-05-0.00016768i,-0.00062511-0.00031725i,-0.0011478-0.000147i,-0.00058693+5.5777e-05i,0.00034131+0.00051821i
0.00061182-0.00020925i,0.00061344+0.00015289i,0.00069199-5.3521e-05i,0.00053282-0.0014279i,-0.0008345-0.002411i,-0.0014007-0.0019682i,-0.000218-0.00042779i,0.00055677+0.00010363i,0.00051579-0.00038189i,0.00089071+2.1265e-05i,0.00072087+0.0007995i,-2.7713e-05+0.00058254i,-0.00074773-0.00032205i,-0.0013117-0.00038048i,-0.0010692+0.00081862i,-0.00014753+0.0014024i,0.00028303+0.0017066i,0.00039175+0.00087391i,0.00053598-0.00061877i,0.00020403-0.0002893i,-7.6577e-05+0.00062693i,-5.4235e-05+0.00065331i,1.7242e-05+0.00041692i
0.00010618-0.0022562i,0.00011851-0.0024208i,-0.00095654-0.0027898i,-0.0017446-0.0014731i,-0.002362-0.00036702i,-0.0021607-2.2042e-05i,-0.0015371-0.00034112i,-0.00063645-0.0013616i,0.00012121-0.0020237i,0.0003608-0.0010385i,0.00056801+0.0001607i,0.00098623+0.00018212i,0.0014438+0.0011391i,0.0017362+0.0016473i,0.0012022+0.00069996i,0.00022323+0.00071032i,0.00017421+0.00045837i,0.00027851-0.00025568i,0.00024163+0.00011866i,9.7305e-05+0.00052595i,9.5089e-06+0.0005474i,0.00022458-4.4769e-05i,0.00062176-0.00055513i
-0.0017901-0.00081993i,-0.00082039-6.129e-07i,-0.0011175+0.00089973i,-0.0017558+0.00068731i,-0.0016539+0.00050802i,-0.00090172+0.00090341i,-0.00048211+0.00052982i,-1.7957e-05-0.00044865i,0.0003581-0.00098376i,3.542e-05-0.0007033i,-0.00013153-0.00057647i,0.00079578-0.0010233i,0.0011529-0.00081165i,0.00030353-0.00058311i,-0.00068984-0.00035023i,-0.0012341-0.00022806i,-0.00089272+0.00017856i,-0.00040046+0.00034772i,-0.0002101-0.00049635i,-0.0001538-0.00095629i,3.6408e-05-0.00020269i,0.00035901+0.0012055i,0.00057762+0.0014944i
-0.00068335-0.0010797i,-0.00032564-0.00071532i,-0.0010573-0.00019198i,-0.00049754-3.3157e-05i,0.00036726-5.7181e-05i,7.2499e-05-9.3829e-05i,-9.8669e-05+0.00031947i,0.00038922-0.00021494i,0.00063763-0.0014145i,0.0008472-0.0014539i,0.0006652-1.4908e-06i,5.2705e-05+0.00099281i,6.0798e-05+0.00064383i,-5.5347e-05-0.00026732i,-6.3131e-05-0.00056724i,0.00021617-0.00022598i,-0.00044947-0.00011434i,-0.0012665+5.579e-05i,-0.00086948+0.00063182i,-9.0504e-05+0.0013612i,0.00042634+0.0010337i,0.0012765+6.2208e-05i,0.0013991-0.00056426i
0.00019372-0.0007633i,-0.00078964-0.0014796i,-9.2011e-05-0.0017536i,-0.00073766-0.0019678i,-0.0021644-0.0021256i,-0.0018551-0.001382i,-0.0010016-0.00052244i,-0.00029552-0.00046378i,-0.00031455-0.00087306i,-0.00017871-0.0012777i,0.00011753-0.0013125i,8.7092e-05-0.00071351i,1.8448e-05+0.0005625i,-0.00049915+0.00061116i,-0.00068377+0.00024828i,-0.00022996+4.3634e-05i,0.00060853-0.00016271i,0.00030573+0.00050578i,-0.00050249+0.0012444i,-0.00053466+0.00086858i,-0.00040501+3.0992e-05i,-0.00017456-0.00082847i,-0.00037225-0.0004005i
-0.0017737+0.0013517i,-0.0019495+0.00094661i,0.00011926+0.0016795i,0.0018418+0.0014822i,0.00052238+0.0010418i,-0.00064795+0.0003695i,0.00047997+1.4696e-05i,0.0017998-0.00012261i,0.00099752-5.8212e-05i,-0.0002282+0.00020195i,0.00022232+0.00028426i,0.00067494+0.00039514i,-9.5335e-05+0.0002844i,-0.00059414+0.00032952i,-0.00084029+0.00021873i,-0.001131+9.1714e-05i,-0.00071242-6.0264e-05i,-9.2935e-05+0.00046863i,0.00086211+0.00072558i,0.00087717+4.0718e-05i,0.00023282-0.00023708i,6.9069e-05-5.2166e-05i,0.00031819+3.4258e-05i
-0.0011271-6.8877e-05i,-0.0014272+5.9247e-05i,-0.0013509+0.00018706i,-0.00029905+5.9645e-05i,-0.00067742-0.0012058i,-0.0015738-0.0015182i,-0.00077559-0.00047421i,0.00066716-0.00030547i,0.00050018-0.00080649i,-0.00029218-0.0010206i,-3.2526e-05-0.00088815i,-0.00034661-0.00077502i,-0.00039651-0.00051652i,9.0231e-05-0.00040964i,0.0002547-0.00074449i,0.00027774-0.00050736i,5.4775e-05-3.2211e-05i,4.0589e-05+0.00036226i,0.00030447+0.00087807i,-0.00021808+0.00025182i,-0.00052413+2.6587e-05i,0.00023497+0.00037039i,0.00028274+0.0005862i
0.00053243-0.0018271i,-0.00024767-0.0015839i,-0.0014954-0.0026358i,-0.0019083-0.0024498i,-0.0022608-0.00096418i,-0.0016294+0.00033085i,-0.00011401+0.00038931i,0.00093526-0.00028264i,0.0012094-0.00070308i,0.0007989-0.00093308i,0.00074078-0.00088463i,0.00099504-0.00035686i,8.5181e-05+0.00063788i,-0.00092495+8.5163e-06i,-0.0009025-0.00046799i,-0.00079073+8.5426e-06i,-0.0003317-6.3141e-05i,-0.00024474-0.00035827i,0.00011185+0.00015673i,0.00019344+0.00021707i,0.00023771+7.664e-05i,0.000231-2.5308e-05i,-0.0001448-0.00010482i
