-0.0014255-0.00023618i,0.00035244-0.00011015i,0.00072572+0.00098355i,0.00039586+0.0009792i,-3.605e-05+0.00025467i,0.00089412+0.0006022i,0.0012199+0.0006135i,0.00047613+4.6195e-05i,0.00047093+0.00011323i,0.00082073+0.00070837i,0.00079779+0.00080118i,0.00034371-0.00020989i,0.00025032-0.0011284i,0.00038763-0.0011973i,0.00068534-0.00090021i,0.00017105-0.00047552i,-0.00041283-0.00057527i,-9.9066e-06-0.00072951i,0.00044632-0.00042727i,0.00059404+6.1168e-05i,4.1887e-05+0.00028447i,-0.00047807+0.00048925i,-0.00085106+0.00054215i
-0.00076218+0.00015764i,-0.0011349+0.0010479i,-0.0012388+0.0010386i,-0.00065264+0.00041096i,-0.00082233-0.00023421i,-0.00053518-3.31e-06i,0.00094891+0.00052243i,0.0012336+0.00033489i,0.00012923-0.00059585i,-3.3649e-05-0.001137i,-0.00020396-0.00043919i,-0.00097128+1.5313e-05i,-0.0010243+0.00015453i,-0.000161-0.00016366i,0.0011097+0.00021704i,0.00075072+0.00045314i,-0.00026438+0.00015299i,7.5288e-05+0.00060247i,-8.6714e-06-6.4994e-05i,-0.00023637-0.00082444i,-0.00037496-0.00055283i,0.00016806-0.00035583i,0.00040073-0.00017366i
-0.00018229-0.00256i,-0.00049398-0.0033283i,-0.00013387-0.0024966i,-0.0003577-0.00018577i,-0.0014242+0.001286i,-0.00093761+0.00131i,0.00025039+0.00055191i,0.00079295+0.00015503i,0.00059807+0.0001502i,-0.00070519+0.00021729i,-0.0010608+0.00085082i,0.00026407+0.00078697i,0.00087522+0.00063313i,0.00061332+0.00023878i,0.00025383+0.00030636i,8.6168e-05+0.00086462i,0.00038669+0.00028465i,0.00052618-0.00070533i,0.00069704-0.0010085i,0.00084859-0.00038985i,0.00027117-0.00010729i,-7.2203e-05-0.00028798i,0.000389-0.00050796i
0.00020463-0.00095695i,0.00087552-0.00092853i,0.00093903+0.00017604i,0.0010289+0.00047827i,2.9429e-05+3.5042e-05i,-0.00052351-0.00049635i,0.0003576+0.00011284i,0.00067077+0.00094916i,0.00064862+0.00054547i,-9.7103e-06+0.00089513i,-0.00032562+0.0010804i,0.00013413+7.1356e-05i,0.00058766-0.00011283i,0.00034618-0.00064034i,-0.00046927-0.00089377i,-0.00084573-0.00042349i,-0.00050935-0.0004894i,0.00020781-0.00044748i,0.00023888-0.00029484i,0.00013832-0.00055654i,-3.4929e-05-0.0005808i,0.00029581-8.7445e-05i,0.00072499+0.00035325i
-0.00078975+0.0011657i,-0.00010123+0.0018678i,4.811e-05+0.001293i,0.001372+0.00040275i,0.0025897-0.00017319i,0.0017884-0.00043022i,0.00083786-0.000557i,0.0011874-0.0011649i,0.00050033-0.00085263i,-0.00064395+2.8604e-05i,-0.00071341-0.00016646i,-0.00046639-0.00020878i,7.0992e-06+0.00020552i,0.00020558-0.00046519i,7.6337e-05-0.0012257i,6.5424e-05-0.0012719i,0.00033476-0.00066603i,-0.00056688+0.00018683i,-0.0014694+0.00042776i,-0.0011703+0.0002734i,-0.00078464+0.00021432i,-0.00057803+0.000283i,-5.9226e-05+0.00045265i
-0.00011817+0.0018015i,-0.00076294+0.0014245i,-0.00042982+0.00047361i,-0.00063515-0.00081313i,-0.00057277-0.0010626i,-0.00019456-0.0003254i,0.00027342+0.00040469i,0.00038509+0.00029693i,-3.05e-05+0.00023097i,-0.0004695+0.00045299i,-0.00024605+0.00015585i,-0.00012809-0.0006104i,-0.0011849-0.00071979i,-0.0022284-1.2659e-05i,-0.0015372+0.00043906i,-0.0001311+0.00073906i,0.00040568+0.00098126i,-0.00035255+0.0010473i,-0.00028345+0.00027606i,0.00038189-0.00078116i,-4.8359e-06-0.00061205i,7.1169e-05-0.00036462i,0.00023013-0.00011132i
-0.0032817-0.001891i,-0.0038366-0.0023489i,-0.0020044-0.0019259i,-0.00045952-0.0005487i,-0.00053285+0.00035075i,-0.00022482-2.8491e-05i,0.00023029-0.00018484i,0.00018472-0.00012608i,-0.00056183-0.0008883i,-0.0015285-0.0015612i,-0.0010024-0.0013671i,0.00030984-0.00050088i,0.0011792+0.00024011i,0.0011129+0.00024777i,0.00098002+0.00026576i,0.00074779+0.00029632i,0.00061944+0.00030595i,0.001115+0.00013755i,0.00030631-0.00018939i,-0.00047106+0.00040726i,-2.3643e-05+0.00023684i,0.00026947-0.00018729i,-7.2856e-05+0.00040532i
0.0004326-0.0018019i,0.0013631-0.0018474i,5.9527e-05-8.7478e-05i,-0.0012508+0.00023694i,-0.0010487-0.00029638i,1.408e-05-0.00031965i,0.00085684+4.6465e-05i,0.00045692-0.00017605i,-6.9796e-05-0.0012548i,0.00049591-0.0011525i,8.1695e-05+0.00042366i,-0.00095414+0.0011144i,-0.00044077+0.00064615i,0.00050817-0.00050959i,0.00076753-0.0011216i,0.00016182-0.00024253i,-0.00028095+0.00059784i,0.00020144+0.00045747i,0.00023145-4.1305e-05i,-0.00014804-0.00021283i,0.00024453-6.7355e-05i,3.8488e-05+0.00049018i,-0.00089326-0.00018162i
0.0015922+8.07e-05i,0.0023019+0.00028832i,0.0015521-0.00019926i,8.873e-05-0.00061077i,-0.00029848+0.00093212i,-3.3287e-05+0.0013372i,0.00059377+0.00015676i,0.0011963-0.0011864i,0.00011375-0.0016788i,-0.00046035-0.0014014i,-0.00023566-0.001026i,-0.00024241-0.00035188i,-0.00021175-0.00023439i,0.0002039-0.00010142i,0.00074596+3.4594e-05i,0.00081031-3.4412e-05i,0.0004956+6.9626e-05i,0.00023576+0.00035346i,0.0002882+0.00070756i,4.9445e-06+0.000455i,-0.00066378-0.00039976i,-0.00059626-0.00053491i,0.00021076-0.0010191i
-0.00086018+0.002061i,-0.0011517+0.0024958i,-0.00080366+0.0034206i,-0.00067748+0.0024161i,-0.0012569+0.00086466i,-0.00083386+2.0453e-05i,0.00085612-0.00031671i,0.00079073-5.3256e-05i,0.0002995+0.00047898i,0.00057967+0.00071721i,1.6431e-05+0.00014406i,-0.00081236-0.00013851i,-0.00065175-0.00032i,0.00027624-0.00073728i,0.00042629-0.00044217i,-0.00017398-0.00031788i,-0.00028423-0.00073444i,6.7458e-05-0.0013461i,0.000452-0.0010697i,1.6256e-05-0.00064621i,-0.00010499-0.00060416i,0.00031705-3.1785e-05i,0.00045102+0.00054004i
-0.0028182+0.0010097i,-0.0011716+0.0011694i,-0.0014678+0.001827i,-0.00057177+0.001279i,0.001135+0.00017501i,0.0014389-0.00035144i,0.00092922-2.8574e-05i,0.00044878+0.00010457i,0.00019298+0.00044773i,-0.00038473+0.0008425i,-0.00032601+0.00027459i,0.00043357-0.0010718i,0.00099654-0.0016933i,0.00077508-0.0012657i,0.00050465-0.0010004i,0.00078968-0.00078474i,0.0007149-3.9916e-05i,0.00045536+0.00051666i,-0.00049063+0.00033681i,-0.00064984+0.00063077i,0.00026107+0.00091412i,0.00093357+0.0002536i,0.00074469-0.00035263i
-0.00093251-0.002513i,0.00029905-0.0019318i,0.0015076+9.0829e-05i,0.0017939+0.00030532i,0.0015579+0.00051891i,0.00095679+0.00029646i,0.00035341-0.00046484i,0.00081995-0.00065485i,0.0009874-0.00031019i,0.00026609+0.00042815i,-0.0003249+0.00077619i,-0.00034765+0.00046077i,-0.00054446+0.00058066i,-0.00055851-6.4975e-05i,9.5966e-05-0.00084063i,0.00027103-0.0006876i,-0.00023909-0.00024799i,-0.00042603+0.00038335i,-0.00039502+0.00042545i,-0.00040401+0.00074489i,-0.00042854+0.00064962i,-0.00012834-7.2584e-05i,-0.00026691-0.00013267i
0.0014823+0.00029838i,0.0027986+0.00061593i,0.0026239+0.000473i,0.0010143-0.00017537i,-4.427e-05-2.8439e-05i,-0.00020903+0.00056676i,-0.00055808+0.00012759i,-0.00059351-0.00026142i,-9.1467e-05+2.6481e-06i,-0.00065029+0.00017449i,-0.0013662-0.0005072i,-0.00054743-0.0011047i,-6.2853e-05-0.00045522i,-7.4989e-05+0.00024581i,0.0001575+0.00042029i,-7.1517e-05+1.1249e-05i,-0.00036014-0.00014496i,-0.00028605+6.7853e-05i,0.00041875-7.5051e-05i,0.00010828-9.2844e-05i,5.5921e-05+0.00017018i,0.00097342+0.00021016i,0.001108+0.00036298i
0.0010859+0.00032731i,0.00054842+0.0011291i,0.00048382+0.00055375i,-0.00030394-0.0013871i,-0.00081087-0.0011326i,-0.00068639+9.4986e-05i,-4.2593e-05+0.00060388i,0.00025646+0.00053345i,-0.00052255+7.7337e-05i,-0.00043211+5.9235e-05i,-0.00020832+0.00040141i,-0.0008492+0.00065567i,-0.00082323+0.0010452i,-0.00014014+0.00053957i,0.00026302-0.00045142i,0.00040564-0.00043217i,0.0010639+4.7949e-05i,0.0015644+0.00034974i,0.00078826+2.667e-05i,0.00045162-0.00027295i,6.0704e-05+2.681e-05i,-0.00086604-0.00011018i,-0.0011843-0.00021456i
-0.0015645+0.00039242i,-0.0021005+0.00079055i,-0.0024597+0.0017042i,-0.0021061+0.001814i,-0.0012303+0.00096773i,-0.00052664+0.00089863i,8.5332e-05+0.00099304i,0.00069803+0.00055426i,0.00053423+0.00055311i,-0.00013855+0.00027323i,-0.00095437-0.00039158i,-0.0010643-0.00022614i,-0.00081691+0.00071526i,-0.00035984+0.0013418i,0.00021693+0.001193i,0.0011224+0.00096805i,0.0013858+0.00042362i,0.0005659-0.00062818i,0.00031815-0.00073681i,0.00042971-0.0005708i,0.00055919-0.00034242i,0.00065968-0.0001834i,0.000691-0.0006164i
0.00045122-0.0025792i,0.00040614-0.0035237i,0.00058874-0.0030965i,0.00026099-0.0022207i,-0.00078883-0.0013269i,-0.0014901-0.00087892i,-0.0010483-0.00021185i,-0.00050665+0.0002415i,-0.00053959+2.299e-05i,-0.00012522-0.00017944i,-0.00013441+0.00017981i,-0.00033109+0.00092658i,-0.00053218+0.00096834i,-0.00050644+0.00057757i,0.00039685+0.00018616i,-3.6072e-05-0.0004474i,-0.00049124-0.0006287i,6.2163e-05-0.00088674i,3.7675e-05-0.0011893i,-0.00016214-0.00088846i,2.6535e-06-0.00056312i,9.9779e-05-0.00034418i,-0.00012026+3.017e-05i
0.0019084-0.0011813i,0.0027174-0.0012534i,0.0019912-0.0004277i,0.00048238+0.00049957i,-0.00042382+0.0010525i,-0.00040016+0.00065313i,0.00068865+0.00053131i,0.0018373+0.00014261i,0.00090133-0.00022569i,-3.9554e-05+0.00058989i,2.9695e-05+0.00094696i,-0.00016141+0.0004502i,-0.00017479-0.00025548i,1.7779e-05-0.0010505i,0.00040968-0.0013219i,8.0953e-05-0.00053948i,-0.00071179-0.00031464i,-0.00061423-0.00043503i,-0.00031772+0.00040614i,-0.00091979+0.00036875i,-0.00074676-0.00030647i,0.00018978+4.1274e-05i,0.0003065+0.00029243i
-0.00032739+0.0026293i,-0.00039315+0.0028189i,-0.00082767+0.0029565i,-0.00017078+0.0016378i,3.0391e-06+6.7262e-05i,0.00021541-0.00087993i,0.00021566-0.0013386i,-0.00035941-0.00030613i,-0.00026874+0.00037407i,0.0001927+0.0001492i,-0.00012465-0.00020016i,-0.00074632+0.00034604i,-0.00063333+6.7742e-05i,-0.00056134-0.00048494i,-0.00072615-0.00034219i,-0.00045358+0.00049654i,-0.00050737+0.0008153i,0.00013911+0.00032374i,0.00023435-0.00024i,-3.6522e-05-0.00021083i,-0.00026693+0.0006089i,-0.00084053+0.00096032i,-0.00056172+0.00086264i
-0.0024081+0.00051824i,-0.0022218+0.00052069i,-0.0019014+0.00024412i,-0.0015273+0.00011329i,-0.0013927-0.00051614i,-0.0010556-0.00028801i,0.00016568+0.00042498i,0.00078974+0.00048638i,0.00057269-8.3674e-05i,0.00048449+0.00013968i,0.00024742+0.0011712i,-0.00035228+0.0013228i,-0.00022608+0.00069345i,-9.1751e-05-0.00037299i,-0.00065972-0.00058613i,-0.0008709+6.2104e-06i,-6.1897e-05+0.00057083i,-0.00013407+0.00071443i,-0.00044271-0.0001432i,-0.00072776-0.00042399i,-0.00069986+9.3481e-05i,0.00048212+0.00043091i,0.00096977+0.00033171i
-0.0022913-0.0030633i,-0.0032644-0.0028078i,-0.0039799-0.0011184i,-0.0022709+0.00020448i,-5.2683e-05+0.0015659i,0.0012629+0.0016525i,0.0013436+0.0002837i,0.0012449-0.00044814i,0.00079414+7.0315e-05i,5.4935e-05+0.00041151i,-0.00059483-0.00018278i,-0.00084503+3.509e-05i,-0.00062625+0.00083707i,-0.00037193+0.00033148i,0.00010395-0.00017088i,0.00054606+1.8289e-05i,0.00055241+0.00017385i,0.00077836-0.00030884i,0.00075377-0.0012003i,0.00050071-0.0015499i,0.0010725-0.00084215i,0.0011967-4.0627e-05i,0.0012559+0.00044146i
0.0013441-0.0042039i,0.0010344-0.0043257i,0.00019192-0.0027195i,9.2684e-05-0.0012235i,0.0007795+0.00011595i,0.0010089+0.00019769i,0.00079381-0.0011212i,7.1305e-06-0.0010109i,-0.00028607-0.00049608i,-0.00036191-0.00011262i,-0.00064483+0.00065793i,-0.00049201+0.0011452i,-0.00032554+0.0014901i,0.00049016+0.0010625i,0.00054132+0.00073268i,-0.00020922+0.001501i,-0.00014328+0.00097666i,0.00052256+6.7295e-05i,0.00089689+0.00034i,0.0011048-0.00042165i,0.00041447-0.0012408i,-0.00012847-0.0010299i,5.6826e-05-0.00038221i
0.00077008+0.0012907i,0.001309+0.0018683i,0.00027386+0.0021655i,-0.0012055+0.0012952i,-0.0013503+0.00026895i,-0.0010841+0.00013899i,-0.00040949+0.00023572i,0.00024943-0.00053004i,-0.00040606-0.00073195i,-0.0008833-0.00019382i,-0.00065028-3.205e-05i,6.1404e-05-0.00014256i,0.00050088+0.00034289i,8.4108e-05+0.00067388i,-0.0002365-0.00020137i,-0.00029378-0.0010825i,-0.00034268-0.0014891i,0.00024596-0.0016922i,6.7864e-05-0.00077984i,-0.00048512-0.00028937i,-0.0011824-0.00039563i,-0.0016698+2.6998e-05i,-0.0011055+0.0002584i
-0.0034345-1.0384e-05i,-0.0050118+0.0001782i,-0.0037267+0.00020844i,-0.00091951+0.00080089i,7.0356e-05+0.00068936i,-0.00013677-0.00065683i,9.9925e-05-0.0018323i,0.00014556-0.0015433i,5.631e-05-0.00073271i,-0.00018163+0.00022709i,-8.1861e-05+0.0014711i,0.00089927+0.0009973i,0.00099316-0.00027647i,0.00093574+5.7236e-05i,0.00076631+0.00026083i,0.00025037-0.0004864i,2.3568e-05-0.00071421i,4.7346e-05-0.00030744i,-7.4233e-05+0.00038134i,-0.00041223+0.00096853i,-0.00044366+0.00056078i,4.1539e-05-0.00027075i,0.00030778-0.00045924i
-0.002542-0.00071977i,-0.0026091-0.00045245i,-0.0034466+0.0025812i,-0.00090971+0.0035075i,0.00088769+0.0022797i,0.0011897+0.00094978i,0.00093595+0.00056493i,-0.00010732+0.00044434i,-0.00066925+0.00012166i,-0.00023735+0.00044809i,0.00012644-0.00023588i,0.00042607-0.00093528i,0.00097868-0.0011073i,0.0015334-0.0013459i,0.0017356-0.0014126i,0.0003851-0.00082506i,-0.00055608-0.0004753i,-0.00044507-0.0011118i,-0.00015028-0.0011974i,-0.00061472-0.00055011i,-0.00064434+0.00015882i,-0.00012292+0.00056247i,0.00062396+0.0004338i
-0.0097681-0.0018398i,-0.011284+0.0022846i,-0.010465+0.0071675i,-0.0050469+0.0078102i,0.00096578+0.0061727i,0.0027232+0.0012213i,0.00081276-0.0032933i,-0.00030775-0.0027529i,-0.0012738-5.2588e-05i,-0.0011577+0.0016445i,6.436e-05+0.0014609i,0.00089462+0.00031558i,0.0012249-0.0011484i,0.002744-0.0023883i,0.0037691-0.0022165i,0.0025426-0.0012464i,0.0015831-0.00055291i,0.0012094-0.00069445i,4.2784e-05-0.0013622i,-0.0014507-0.0014335i,-0.0018716-0.00024593i,-0.00078787+0.0010194i,0.00055485+0.001836i
0.0084582-5.2013e-05i,0.010435-0.0011429i,0.0095304-0.00419i,0.0054769-0.0047233i,0.0010347-0.0034609i,-0.0018678-0.0015093i,-0.0016479+0.00032029i,-0.00011708+0.0010567i,0.00087323+0.00092862i,8.6562e-05-0.00073236i,-0.0012012-0.0011901i,-0.0020838-0.00016013i,-0.0029331+0.00046004i,-0.0035263+0.0015049i,-0.0028364+0.0022758i,-0.0014557+0.0016719i,-0.00080426+0.00047879i,-0.00068182+7.4182e-06i,-0.00018604+0.00034931i,0.00086103+0.00024065i,0.0012538-0.00040244i,0.00090555-0.00090666i,0.00048331-0.00090721i
0.0010735+0.002683i,0.00066045+0.0023211i,0.00089367+0.00084105i,2.6825e-05-0.00040209i,-0.0011608-0.0012898i,-0.0010597-0.0015094i,9.6819e-05-0.00027967i,0.00052591+0.00059114i,0.00014234+0.00068952i,-0.00023718-6.7275e-05i,-0.00072281-0.00052361i,-0.0011219-0.00037471i,-0.00090484+0.00044115i,-0.0015842+0.00059855i,-0.0022515+8.0757e-05i,-0.0015581+0.00032486i,-0.00068445+0.0002089i,-0.00040443+4.4938e-05i,-0.00027049+0.00046559i,-4.203e-05+0.00084402i,0.00030684+0.00022091i,0.00088404-0.00065631i,0.00065738-0.00046658i
0.0023479-0.00029519i,0.0022384-0.0019508i,0.0021417-0.0030509i,0.0015191-0.0029929i,0.00030969-0.0029484i,-0.00090652-0.0018918i,-1.6416e-05+0.00011436i,0.00074851+0.00064575i,0.00048151-0.00016268i,0.00037524-0.00038081i,-0.00031892+0.00021227i,-0.0012182+0.00017333i,-0.0011416-0.00040349i,-0.0012687-0.00039417i,-0.0017325+0.00029649i,-0.00078146+0.00051963i,0.00029698-0.00014182i,0.00051431+0.00010442i,0.00013861+0.00089529i,-1.5423e-05+0.0012819i,4.5854e-05+0.00046696i,-0.00010134-0.0005259i,0.00030799-0.00062998i
0.0013816+0.002474i,0.0021983+0.0025418i,0.0021287+0.0012396i,0.00066785+0.00012908i,-0.00076889+4.6093e-05i,-0.001886+0.00052816i,-0.0018395+0.0010335i,-0.00056435+0.00068469i,-0.00025254+0.00027243i,-0.0010128+0.00061475i,-0.0012031+0.00052639i,-0.00061317+0.00018716i,-0.00076747-9.0536e-05i,-0.0015345-0.00076574i,-0.00053724-0.00071756i,0.0002624-0.00019383i,9.767e-05+0.00060832i,-0.00010168+0.0011471i,-0.00076717+0.0013419i,-0.0010831+0.0015182i,-0.00077573+0.001252i,-0.00020567+0.00032446i,0.0010339-0.00063652i
0.0014374-0.0034534i,0.0017308-0.0037185i,0.0020536-0.0038291i,0.00056836-0.0032915i,-0.00063237-0.0018012i,-0.00067592-4.8477e-05i,0.00043286+0.00062644i,0.0012542-6.3543e-05i,-0.0001466-0.0011434i,-0.0014156-0.001014i,-0.0008394+9.4736e-06i,-0.00029161+0.00053078i,-0.00052907+0.00071635i,-0.00024716+0.00086325i,0.00044047+0.00025813i,-0.0001102-0.00051765i,-0.00035937-0.00030265i,6.5709e-05+0.00089755i,0.00015543+0.00079726i,0.0002647+0.00056118i,0.00020678+0.00061069i,-0.00021068-0.00033413i,-0.00065891-0.00088961i
0.0038272+0.0015944i,0.0044939+0.0015977i,0.0037064+0.00077732i,0.0018424-0.00016303i,0.00061591-0.0012324i,-0.00032083-0.00099064i,-0.00064056-2.6691e-05i,0.00015749+0.00026231i,0.00041913+0.00062102i,3.3359e-05+0.00049712i,-0.00033062+0.00037226i,-0.00073941+0.00094092i,-0.00099594+0.00045089i,-0.0011851-0.00045388i,-0.00097162+8.585e-06i,-0.00051975-0.0002865i,0.00015517-0.00050488i,0.00033755+0.00070514i,-2.1106e-05+0.0014044i,0.00029652+0.0010588i,0.00077131-0.00029139i,0.00065704-0.0012125i,0.00024253-0.0005878i
-0.0022283+0.0021659i,-0.0027714+0.0016001i,-0.0016065+0.00042498i,-0.00018262+0.00023125i,7.4966e-05-0.00011215i,0.00023548-0.00068174i,0.0014799-0.00036352i,0.0018185-0.00045696i,0.0013686-0.0009301i,0.0010092-0.00054631i,6.452e-05+0.00026038i,-0.00046656+0.00044438i,-0.0003595+0.00050681i,-0.00056973+0.00027841i,-0.00079085-0.00031981i,-0.00056337+3.9222e-05i,0.00041471+0.00072028i,0.00038254+0.00021045i,9.6196e-05-0.0003312i,-0.00019695-0.00029148i,-0.00076991-0.00055284i,-0.00087823-0.00010506i,-0.00069138+0.00019237i
-0.00075596+0.00019125i,0.00091708-0.00048232i,0.0025884-0.0013798i,0.0027827-0.0019469i,0.0018316-0.0024958i,0.0010255-0.0024929i,0.00038317-0.00092868i,4.7355e-05+0.00046442i,0.00035872+0.00081365i,0.00047258+0.00022499i,0.00032005-0.00061752i,-0.00027174-0.00043044i,-0.00066116+0.0001027i,-0.00043894+0.00026283i,-0.00021049-0.00021422i,-0.00018553-0.00067395i,0.00035897-0.0004611i,0.00086787+0.00056008i,0.00039281+0.00076348i,0.00052207+9.7329e-05i,0.00082738+0.00019365i,0.0013892+0.00013172i,0.0013407+8.8624e-05i
-9.7808e-05-0.0014456i,-0.0003076-0.0011481i,-1.7232e-05-0.00052753i,0.00059672+0.00038944i,0.00036526+0.00071775i,-0.00041011+0.00068159i,0.00021511+0.00046938i,0.00096937-0.00013025i,0.00031298-4.4368e-05i,-6.593e-05+0.00042726i,0.00013125-1.0875e-05i,0.00033224-5.8812e-05i,0.00030287+0.0009629i,0.00023964+0.0013312i,0.00087444+0.00050762i,0.00036081+7.1813e-05i,-0.0001745-0.00022935i,5.5911e-05-0.00018644i,0.00035781+0.00027888i,0.0001801+0.00052403i,0.0001538+0.000431i,6.1009e-05+0.0005148i,-9.1848e-06+0.00039114i
0.0030958-0.00030865i,0.0019486-0.0011091i,0.00057992-0.0015067i,0.0002767-0.001258i,-0.00025846-0.00020642i,-0.00022417+0.00083349i,0.001309+0.0012989i,0.0017563+0.00090116i,0.00067142+1.916e-05i,-0.00025918-0.00052728i,-0.000629-0.00020383i,-0.0010161-5.0567e-05i,-0.00086758-1.5971e-05i,-0.00064522+0.00059581i,-0.00060181+0.00078669i,-0.0003751+0.00062964i,-6.8451e-05+0.00017838i,0.000356-8.4715e-05i,0.00011832+0.00023031i,0.00012864+0.00029666i,0.0007108+0.00039152i,0.0010044+0.00070887i,0.00052447+0.00067329i
-7.4692e-05+0.001884i,0.00059183+0.0023129i,0.0016577+0.0009289i,0.0015048-0.00034026i,0.0010185-0.00077362i,-0.00012648-0.001816i,-0.00060902-0.0025555i,-0.00042449-0.0021318i,-0.00068721-0.0010946i,-0.00022657-0.00016673i,-0.000257-3.9326e-06i,-0.0014225-0.00011499i,-0.0014329+0.00017567i,-0.0013774-0.0004729i,-0.0012544-0.0010567i,-0.0003199-0.00089737i,0.00032593-0.00027727i,0.00059591+0.00023559i,0.00027474+0.00047001i,-0.00022991-7.3676e-05i,-0.00020475-0.00085343i,-1.2204e-05-0.00083552i,7.1268e-05-0.00081284i
-0.0011089-0.0020423i,-0.0024277-0.0027714i,-0.0028237-0.0020271i,-0.0023031-0.00084597i,-0.0019306-0.00034004i,-0.0015914+0.00082415i,-0.00033484+0.0014733i,0.00039307+0.00038674i,0.00029198-0.0007218i,0.00037424-0.00084214i,0.00010288-0.00081598i,-0.00083608-0.00058606i,-0.0010787-0.00023135i,-0.00052991+4.5033e-06i,-9.9076e-05-0.00050501i,3.7062e-05+9.0329e-05i,-4.7823e-06+0.00081114i,-3.3414e-05+0.00057526i,0.00028413+0.00033079i,0.0002587-0.00028414i,0.00021245-0.00042033i,0.00030264-5.2258e-05i,6.8004e-05+0.00076568i
0.0021335-0.0011636i,0.0015429-0.00085858i,0.00148-0.00081693i,0.001513-0.00040136i,0.0015104-0.00020246i,0.00057669+0.00067422i,-0.00013087+0.0011111i,0.00018277+0.00023792i,-0.00016596-0.00028933i,-0.00068725+5.7114e-05i,-0.0010384+0.00030508i,-0.0012086+0.00042751i,-0.0009626+0.00068267i,-0.00046558+0.00055758i,-0.00012946+0.00017972i,-0.00031411+0.00039229i,-0.0007514+0.00066888i,-0.00011822+0.00011161i,-0.00029389-0.000108i,-0.00038893+0.00046573i,6.605e-06+0.00088803i,0.00014753+0.0010057i,0.00018327+0.0014155i
0.0017578+0.0011462i,0.0026305+0.000873i,0.0030767+0.00025619i,0.0020252-0.00014359i,0.00027547-0.0013926i,-0.00036189-0.0019314i,4.16e-06-0.0014938i,0.00048268-0.0012766i,0.00012287-0.0013019i,-0.00058171-0.00082486i,-0.00097687+0.00013009i,-0.0013573+0.00060033i,-0.00091388+0.00080777i,-0.00023636+0.00088867i,-0.00025809-2.0395e-05i,-0.00020801+8.1614e-05i,0.00030451+0.00046649i,0.00022456+8.7137e-05i,-0.00061738-0.00017277i,-0.00025329-4.184e-05i,0.0007584+1.0072e-06i,0.00069056+0.00024143i,0.00029945+0.00090582i
-0.0015919+0.0032805i,-0.00060975+0.0028081i,0.00034496+0.0024459i,0.00079033+0.0017654i,0.00065892+0.00087723i,0.00031326+0.0010561i,0.00022716+0.0013495i,-0.00042421-0.00012829i,-0.00083765-0.00049317i,-0.00042545-0.00050164i,-2.9045e-05-0.00069215i,-0.00015091-0.00014686i,-0.00066695-0.00015595i,-0.0006718-0.0013496i,-0.00041742-0.0017965i,-0.00070835-0.00075883i,-0.00083505+0.00024981i,-0.00093001+0.00055864i,-0.00079754+0.00049829i,-0.00072543+0.00093074i,-0.0010665+0.0011335i,0.00015378+0.0009392i,0.00080931+0.00095497i
0.00089128-0.0021988i,0.0012036-0.0032693i,0.0022733-0.0030791i,0.0022926-0.001478i,0.0014194-0.00054196i,0.00076366-0.00026389i,0.00078258-0.00027247i,0.00078597-0.00071571i,0.00025713-0.00078008i,-0.00035198+3.1843e-05i,-0.00043272+0.00052834i,-0.00015981-0.00037906i,-0.00016876-0.0011511i,-0.00023009-0.00075534i,0.00010209-9.6208e-05i,0.00040054+0.00017396i,4.2998e-05-0.00012245i,-0.00042954-0.00085954i,-0.00067391-0.00018532i,-0.0011504+0.0012745i,-0.00053806+0.0011823i,0.00024907+0.00052539i,-0.00024328-0.00017357i
0.00091225+0.0010129i,0.0017296+0.0008994i,0.0013224+0.00018589i,-0.00048253-0.00084467i,-0.00056289-0.0010388i,-0.0004129-0.0010659i,0.00014921-0.00088747i,0.00056195-6.7662e-05i,3.5161e-05-0.00018716i,-0.00017629+1.6177e-05i,-0.00038956+0.00020353i,-0.00044579+0.00016115i,-0.0010328+0.00030008i,-0.00054763-6.0853e-05i,0.00091068-0.00024192i,0.0010918-4.5034e-05i,0.00060877+0.00055184i,0.00035456+0.00070431i,-0.00015692+0.00076112i,-0.00026691+0.00059693i,0.00041431-3.4722e-05i,0.0013645-0.00027009i,0.00073202-0.00076921i
-0.0030676-0.00035264i,-0.0016109+0.0013635i,-5.5539e-05+0.0029074i,0.0014261+0.0017874i,0.0018619+0.00059208i,0.001621+0.00062334i,0.0018125+0.00034241i,0.0012988-0.00053447i,0.00019795-0.0008888i,-0.00030039-0.0004213i,-0.00060751+0.00017063i,-0.00047317-0.0001319i,0.00056407-0.00087958i,0.00024912-0.0011568i,-0.00067265-0.0010613i,-0.00065718-0.0010762i,-0.000493-0.00026737i,-0.00012107+0.00034691i,4.4317e-05+0.00035354i,3.7426e-05+0.00066758i,0.00020712+0.00059377i,0.00050982-0.00020366i,0.00068799-0.00048423i
