-0.003581+0.0009409i,-0.003457-0.00015002i,-0.0036661+0.00026652i,-0.0026938+0.00093657i,-0.0015709+0.0014955i,-0.00083653+0.0014873i,-0.00019703+0.0014236i,0.00029955+0.0014678i,0.00045533+0.0014092i,0.00027293+0.0011368i,0.00051484+0.00018554i,0.00070731-0.00046236i,2.9347e-05-0.00019538i,-0.00043295+0.0002097i,-0.00034844+0.00067612i,0.00025988+0.00097142i,0.00045728+0.00047998i,0.00019854-0.00059441i,-1.9614e-05-0.00011066i,-0.00043347+0.00031793i,0.00012353+0.0003003i,-6.3432e-06+0.00041582i,-0.00080612-0.00021993i
0.12978-0.0093814i,0.087597-0.08691i,-0.063847-0.21095i,-0.18907-0.21854i,-0.14909-0.12418i,-0.081694-0.022199i,-0.057323+0.087194i,0.0029302+0.17764i,0.08993+0.21971i,0.15394+0.16746i,0.11035+0.05319i,-0.00029183+0.01821i,-0.032693+0.050029i,-0.019306+0.059789i,-0.025579+0.059692i,-0.028236+0.050289i,-0.026261+0.017655i,-0.013016-0.014266i,0.012133-0.042226i,0.025742-0.073537i,0.023678-0.083399i,0.013068-0.058094i,0.012158-0.021744i
0.028268+0.35826i,0.2058+0.5017i,0.51731+0.35915i,0.62463+0.096411i,0.4423-0.0651i,0.18673-0.15318i,0.036416-0.18567i,0.037122-0.13326i,0.083074-0.070391i,0.072222-0.035949i,0.033021-0.023925i,0.0078738-0.0173i,0.014615-0.021692i,0.012429-0.063218i,-0.021495-0.10559i,-0.030861-0.11726i,-0.0079729-0.11617i,0.014388-0.089298i,0.031576-0.031735i,0.042402+0.014356i,0.045032+0.02232i,0.045674-0.00025976i,0.045227-0.023295i
-0.30618+0.22056i,-0.31788+0.44782i,-0.047412+0.45927i,0.21622+0.15194i,0.25325-0.060743i,0.23331+0.035125i,0.29742+0.079847i,0.26883-0.070558i,0.14808-0.1495i,0.11243-0.1158i,0.08287-0.10051i,-0.0036874-0.053891i,-0.023664+0.027037i,0.021129+0.052867i,0.052411+0.046307i,0.050491+0.024727i,0.00065853-0.004592i,-0.052268+0.00025399i,-0.054773+0.023301i,-0.028393+0.031102i,-0.00066877+0.016573i,0.011076-0.014344i,-0.0065777-0.033665i
-0.4368-0.4412i,-0.78702-0.53024i,-0.82387-0.25238i,-0.43394+0.12497i,-0.041351+0.2131i,0.1004+0.049086i,0.14911-0.063661i,0.19235-0.072808i,0.17101-0.12368i,0.050554-0.20356i,-0.082627-0.16067i,-0.10055-0.022805i,-0.034567+0.036529i,-0.016306+0.0021135i,-0.054612-0.023524i,-0.08741-0.0089607i,-0.09792+0.016378i,-0.083635+0.029756i,-0.046737+0.032526i,-0.008272+0.032786i,0.0075937+0.021716i,0.0021824+0.0064668i,-0.001591+0.0011778i
0.46116-0.51981i,0.58758-0.84642i,0.33259-0.87513i,-0.18014-0.61554i,-0.45234-0.31587i,-0.34749-0.12643i,-0.215-0.018339i,-0.19686+0.08222i,-0.15193+0.16486i,-0.063796+0.17084i,0.0028262+0.11054i,0.01902+0.028728i,-0.015664-0.01306i,-0.037742+0.0042814i,-0.029402+0.029988i,-0.026843+0.044008i,-0.022181+0.054681i,-0.0001538+0.049299i,0.022769+0.02586i,0.017682+0.0074743i,-0.0018684+0.014181i,-0.0020088+0.022301i,0.0045145-0.0017247i
0.40721+0.17977i,0.47022+0.26903i,0.30439+0.34482i,0.24963+0.30866i,0.28807+0.081032i,0.13648-0.15066i,-0.059022-0.14705i,-0.1091-0.046056i,-0.11858+0.011887i,-0.093444+0.053364i,-0.040597+0.041965i,-0.042235+0.022941i,-0.053454+0.049388i,-0.025128+0.068325i,0.031104+0.057402i,0.081792+0.02746i,0.085871-0.010531i,0.051841-0.03642i,0.022414-0.032872i,0.019478-0.0067114i,0.029754+0.017689i,0.0276+0.022679i,0.0045162+0.0097759i
0.22197+0.47434i,0.48364+0.41823i,0.54418-0.033235i,0.29579-0.34098i,0.12426-0.22709i,0.18468-0.10277i,0.1399-0.14244i,-0.0065717-0.1342i,-0.052991-0.094956i,-0.054669-0.074813i,-0.045886-0.026897i,-0.0075675+0.0045556i,0.029134+0.0011135i,0.035871-0.010114i,0.012567-0.014736i,-0.0069404-0.0031664i,-0.015377+0.017587i,-0.025188+0.032072i,-0.033594+0.020063i,-0.030388-0.013489i,-0.013621-0.039815i,-0.0014841-0.040236i,0.003908-0.0083808i
-0.558+0.46584i,-0.73931+0.9105i,-0.53355+1.0956i,-0.17774+0.79228i,-0.035428+0.3729i,-0.015765+0.24245i,0.083053+0.25295i,0.15004+0.1819i,0.098331+0.08463i,0.022382+0.036938i,-0.016+0.014413i,-0.028331+0.003456i,-0.031446+0.0035738i,-0.039277-0.0066261i,-0.05118-0.017343i,-0.04541-0.00012929i,-0.0062279+0.032954i,0.042729+0.043881i,0.059932+0.023741i,0.043085+0.00217i,0.023805-0.00022179i,0.023093+0.01089i,0.036394+0.021022i
-0.43018-0.47143i,-0.6584-0.65856i,-0.5776-0.52644i,-0.31492-0.19098i,-0.2204+0.039416i,-0.24783+0.12928i,-0.16909+0.15901i,-0.0010384+0.15993i,0.14645+0.1426i,0.17338+0.076468i,0.08783+0.017761i,0.018348+0.011425i,0.012494+0.010648i,0.035973+0.015423i,0.062265+0.017904i,0.064201-0.014459i,0.031807-0.066967i,-0.019435-0.089564i,-0.056187-0.055697i,-0.054408-0.00096703i,-0.034191+0.029921i,-0.014854+0.030425i,0.0026553+0.0039062i
0.22327-0.43117i,0.23759-0.68784i,0.025127-0.65487i,-0.17209-0.31672i,-0.1021+0.0075908i,-0.0088706+0.12281i,-0.085064+0.13705i,-0.157+0.12021i,-0.1192+0.050848i,-0.029106-0.017705i,0.039499-0.04935i,0.043168-0.070207i,-0.00015704-0.07827i,-0.047901-0.066631i,-0.082721-0.036688i,-0.085752-0.00034582i,-0.062809+0.014106i,-0.033088+0.0037542i,-0.0046484-0.014422i,0.005858-0.031769i,0.0011877-0.034102i,-0.0050585-0.02247i,-0.011282-0.007766i
0.44193+0.18354i,0.80835+0.38408i,1.1389+0.485i,1.3125+0.21861i,1.1717-0.23739i,0.79551-0.41062i,0.48657-0.27771i,0.28342-0.15008i,0.076876-0.085351i,-0.046821-0.023343i,-0.061376-0.0009779i,-0.05535+0.0067641i,-0.033544+0.018465i,0.0051639-0.0054322i,0.026408-0.040585i,0.020501-0.046973i,0.0082946-0.027554i,-0.0014978+0.0027214i,-0.012927+0.028189i,-0.014444+0.036762i,-0.0012829+0.018033i,0.0039551-0.010959i,-0.0040686-0.012262i
-0.13132+0.20687i,-0.35086+0.14232i,-0.71532-0.18097i,-1.0981-0.35209i,-1.1991-0.10904i,-0.88449+0.095093i,-0.45802-0.018634i,-0.18245-0.15534i,-0.029777-0.1461i,0.025868-0.06757i,0.03772+0.004181i,0.052298+0.011495i,0.030613+0.0082599i,0.0098833+0.06674i,0.037854+0.11778i,0.064682+0.094624i,0.048559+0.034773i,0.022539-0.014699i,0.02083-0.041436i,0.023513-0.039003i,0.0090676-0.0027589i,-0.0026288+0.042158i,0.0038424+0.057232i
-0.17922-0.054945i,-0.33857+0.024522i,-0.42195+0.39412i,-0.29771+0.82202i,-0.032018+0.79031i,0.10056+0.4223i,0.052843+0.23332i,-0.007372+0.21602i,-0.035325+0.17335i,-0.019595+0.10727i,-0.0031772+0.029923i,-0.031243-0.0011449i,-0.017167+0.025772i,0.033524+0.0061023i,0.034544-0.052405i,0.00046977-0.069017i,-0.016311-0.042902i,-0.014263-0.014862i,-0.01804-0.0047157i,-0.023996-0.0032599i,-0.015691-0.010187i,-0.00024598-0.024793i,0.0053728-0.034367i
0.19384-0.020216i,0.59108-0.057696i,1.1655-0.29509i,1.4498-0.73869i,1.0935-0.89499i,0.50715-0.56702i,0.23225-0.23004i,0.19369-0.095703i,0.16682+0.0005015i,0.12464+0.052323i,0.083396+0.038523i,0.067156+0.021381i,0.052083-0.015998i,-0.013665-0.055889i,-0.087789-0.047738i,-0.10431-0.0036314i,-0.06927+0.040275i,-0.021714+0.066527i,0.020324+0.066749i,0.047656+0.037831i,0.051003+0.0036324i,0.038445-0.013195i,0.017888-0.0174i
-0.061704-0.030486i,-0.42189-0.17784i,-1.1091-0.30674i,-1.5696-0.16968i,-1.2562+0.076855i,-0.59206+0.087015i,-0.25819-0.02549i,-0.17297-0.087728i,-0.090499-0.15564i,-0.042038-0.1885i,-0.030704-0.15226i,-0.028501-0.12934i,-0.03793-0.11412i,-0.021685-0.072167i,0.028187-0.025175i,0.072562-0.0070574i,0.08283-0.025964i,0.061986-0.044395i,0.024011-0.0351i,-0.016554-0.0080859i,-0.032439+0.019367i,-0.019889+0.02582i,-0.0047808+0.015974i
0.041103+0.28931i,0.38724+0.65272i,1.007+0.92276i,1.3752+0.81981i,1.1498+0.46023i,0.71931+0.15223i,0.37363-0.034158i,0.060331-0.066516i,-0.13872+0.019646i,-0.16703+0.088306i,-0.12985+0.12443i,-0.088299+0.15424i,-0.051076+0.15773i,-0.040287+0.1392i,-0.04456+0.11717i,-0.033386+0.082292i,-0.016655+0.019015i,-0.01192-0.047626i,-0.01333-0.078267i,-0.017867-0.068783i,-0.034933-0.049102i,-0.060423-0.024825i,-0.063378+0.0050748i
-0.32002-0.23238i,-0.67806-0.42358i,-0.89669-0.52288i,-0.78317-0.45316i,-0.60184-0.28114i,-0.55944-0.092247i,-0.42494+0.076445i,-0.12062+0.14764i,0.12108+0.11024i,0.1695+0.028365i,0.10848-0.041778i,0.052759-0.054974i,0.05291-0.025905i,0.091345-0.022217i,0.10288-0.071536i,0.045757-0.10391i,-0.030196-0.054211i,-0.063848+0.025099i,-0.046893+0.062901i,-0.0025443+0.05996i,0.037788+0.044937i,0.060606+0.030381i,0.058914+0.016038i
0.18181-0.18854i,0.23177-0.29202i,0.1119-0.25537i,-0.081673-0.18789i,-0.10594-0.1746i,0.02821-0.047542i,0.14841+0.11211i,0.12322+0.10876i,0.01375+0.053936i,-0.0069453+0.048362i,0.021996+0.030842i,0.014849+0.0030782i,-0.014251-0.020072i,-0.063664-0.02482i,-0.1012+0.021397i,-0.078514+0.078396i,-0.012191+0.090491i,0.039073+0.062474i,0.042602+0.026364i,0.019526+0.0071065i,-0.0016791+0.0027735i,-0.008435+0.0016544i,-0.0020582-0.0012031i
0.27039+0.050266i,0.5075-0.03838i,0.59344-0.13949i,0.53174-0.011162i,0.49416+0.16419i,0.40746+0.032602i,0.17628-0.16391i,0.0044472-0.13863i,-0.03575-0.056875i,-0.053008-0.024688i,-0.036263-0.0079954i,0.0030637-0.022452i,0.020852-0.039841i,0.035002-0.045187i,0.046382-0.053895i,0.043386-0.053778i,0.033116-0.041368i,0.030979-0.020667i,0.036094-0.0025046i,0.032073-0.0097355i,0.019489-0.034277i,0.00038428-0.046593i,-0.015096-0.034528i
-0.19076+0.38199i,-0.2747+0.82423i,-0.21947+1.0593i,-0.15638+0.83718i,-0.23672+0.53344i,-0.25438+0.42523i,-0.10225+0.29454i,0.010733+0.088635i,0.039973-0.022244i,0.037537-0.046547i,-0.0054876-0.042086i,-0.050387-0.0091566i,-0.067268+0.027128i,-0.058101+0.043925i,-0.036643+0.031075i,-0.029283-0.0016547i,-0.042916-0.021892i,-0.050211-0.027757i,-0.034367-0.036676i,-0.012534-0.036982i,0.0082529-0.021827i,0.017697-0.0069889i,0.0075963-0.0031132i
-0.20254-0.37866i,-0.43164-0.80774i,-0.54337-1.1038i,-0.41746-1.088i,-0.23147-0.94289i,-0.14831-0.72373i,-0.084026-0.3809i,0.017971-0.11631i,0.058484-0.033179i,0.051714-0.011776i,0.066068+0.0075323i,0.084856+0.028221i,0.087737+0.04189i,0.077253+0.046864i,0.073698+0.052911i,0.076182+0.044023i,0.056793+0.024045i,0.017612+0.023004i,-0.014126+0.046684i,-0.024475+0.06572i,-0.030194+0.061718i,-0.027992+0.04753i,-0.0060574+0.029431i
0.34158+0.0021285i,0.65948+0.064946i,0.77227+0.21177i,0.60979+0.37084i,0.45154+0.43712i,0.33381+0.36868i,0.15246+0.22169i,0.0064975+0.11182i,-0.055511+0.067025i,-0.076755+0.059851i,-0.067326+0.050811i,-0.040656+0.013882i,-0.012512-0.028923i,-0.011799-0.056689i,-0.04965-0.046807i,-0.064726+0.0052062i,-0.020302+0.039589i,0.032756+0.022946i,0.048819-0.011476i,0.035945-0.035671i,0.018061-0.051587i,0.0040778-0.062151i,-0.010379-0.06013i
-0.011169+0.25899i,-1.5637e-05+0.43377i,0.0032162+0.38609i,-0.05017+0.16185i,-0.13561+0.034808i,-0.13332-0.0068719i,-0.090567-0.050556i,-0.078445-0.01134i,-0.022013+0.062927i,0.04282+0.06175i,0.040421+0.025753i,-0.0010044+0.0070357i,-0.030157+0.0043186i,-0.014963-0.0074542i,0.013776-0.046653i,0.009837-0.085972i,-0.015546-0.093042i,-0.035764-0.070207i,-0.036126-0.041956i,-0.011623-0.016537i,0.029397+0.0052201i,0.052588+0.01086i,0.036638+0.0070985i
-0.32605+0.029252i,-0.62073+0.13885i,-0.67202+0.26842i,-0.37448+0.25953i,-0.076396+0.13306i,0.022643+0.088225i,0.075565+0.090693i,0.096353+0.0025856i,0.048926-0.073596i,0.02271-0.071835i,0.025495-0.059996i,0.012764-0.040189i,-0.016374+0.0033954i,-0.037979+0.052874i,-0.024419+0.08044i,-0.0059434+0.06317i,-0.02385+0.031031i,-0.042156+0.017087i,-0.034214+0.011599i,-0.02889+0.0082117i,-0.036623+0.016109i,-0.0348+0.031016i,-0.013167+0.041039i
0.09823-0.33691i,0.17876-0.65598i,0.20091-0.74857i,0.12885-0.48527i,0.061818-0.21714i,0.050115-0.17119i,0.020918-0.15477i,-0.0056202-0.076464i,-0.013014-0.036719i,-0.034268-0.037443i,-0.060196-0.020504i,-0.059418+0.020297i,-0.011641+0.035897i,0.029838+0.00041617i,0.02116-0.029644i,0.010752-0.016834i,0.030353+0.00052113i,0.039926+0.0010792i,0.019601+0.0022213i,0.0047473+0.0095116i,0.0084914+0.0059191i,0.0097983-0.0053082i,0.0066185-0.006954i
0.19315+0.1548i,0.313+0.301i,0.26989+0.35402i,0.097842+0.24021i,-0.0060678+0.12507i,-0.035341+0.12253i,-0.065597+0.11648i,-0.065847+0.088754i,-0.015803+0.088012i,0.031343+0.065461i,0.040801+0.013672i,0.034823-0.031504i,0.021162-0.054342i,-0.0055519-0.048643i,-0.040702-0.026587i,-0.064562-0.0060211i,-0.062252+0.0061413i,-0.042398+0.011061i,-0.015184+0.015175i,0.011547+0.018191i,0.031106+0.02236i,0.041617+0.025066i,0.044136+0.014606i
-0.09861+0.092091i,-0.11859+0.13785i,0.017571+0.13376i,0.24263+0.1236i,0.30335+0.1146i,0.19243+0.054216i,0.086795-0.029421i,0.012201-0.087404i,-0.056953-0.096607i,-0.080869-0.048958i,-0.053511-0.0095865i,-0.037126-0.018792i,-0.055289-0.016529i,-0.045831+0.023418i,0.021947+0.047875i,0.077689+0.033513i,0.079988+0.026713i,0.07326+0.039852i,0.069946+0.028951i,0.036844-0.0041831i,-0.0084861-0.025968i,-0.026928-0.030834i,-0.029376-0.027214i
-0.096809-0.10924i,-0.21631-0.20625i,-0.3843-0.25972i,-0.56396-0.22392i,-0.61741-0.11822i,-0.44665+0.016184i,-0.18479+0.089536i,-0.019647+0.080893i,0.041349+0.050614i,0.053076+0.024271i,0.032512+0.032589i,0.019079+0.074134i,0.030118+0.082732i,0.027142+0.042572i,0.0028871-0.002916i,-0.013716-0.037305i,-0.018558-0.079768i,-0.030545-0.1121i,-0.044522-0.093396i,-0.042303-0.049499i,-0.039191-0.025815i,-0.045033-0.011937i,-0.036533+0.0093732i
0.14194-0.062395i,0.30988-0.11572i,0.4613-0.16273i,0.53542-0.23891i,0.51472-0.32246i,0.34967-0.30393i,0.15367-0.16068i,0.087836-0.029018i,0.094795+0.0083561i,0.086453-0.0065464i,0.070494-0.043987i,0.063257-0.076793i,0.065038-0.090978i,0.04924-0.099943i,-0.00046929-0.08788i,-0.05201-0.035789i,-0.078539+0.035015i,-0.07894+0.076416i,-0.047795+0.072627i,0.0044355+0.059439i,0.047046+0.059766i,0.062079+0.058574i,0.056788+0.039795i
0.022547+0.12356i,-0.00092413+0.24124i,-0.087394+0.33281i,-0.16932+0.42826i,-0.15952+0.52376i,-0.085928+0.45883i,-0.048449+0.25029i,-0.078633+0.10405i,-0.10848+0.066206i,-0.087719+0.05949i,-0.046081+0.037132i,-0.033852-0.00014504i,-0.049504-0.0068702i,-0.042403+0.031839i,0.00099495+0.067188i,0.053863+0.069027i,0.10789+0.056029i,0.14029+0.040637i,0.11286+0.016965i,0.041841-0.0078248i,-0.015136-0.023422i,-0.034456-0.031467i,-0.041289-0.030187i
-0.077983+0.039975i,-0.12288+0.084231i,-0.11154+0.074783i,-0.1073-0.052149i,-0.16089-0.21153i,-0.15629-0.24394i,-0.052342-0.18894i,0.028882-0.15673i,0.032319-0.13172i,0.0026296-0.07392i,-0.012787+0.0078564i,-0.0078706+0.071177i,-0.0057773+0.083395i,-0.011858+0.060864i,-0.0091668+0.032786i,-0.011527-0.0069536i,-0.036545-0.066026i,-0.047475-0.10175i,-0.025362-0.088485i,0.00035209-0.063165i,0.015256-0.050987i,0.021471-0.045956i,0.015469-0.033419i
-0.053231-0.051382i,-0.10799-0.073187i,-0.08351-0.050646i,0.065064-0.034163i,0.18248-0.060139i,0.14572-0.045279i,0.063452+0.022337i,0.034048+0.04831i,0.037394+0.037946i,0.047341+0.022725i,0.033846-0.015692i,0.0065975-0.040622i,0.0079157-0.036432i,0.013623-0.045776i,-0.0022983-0.061045i,-0.018891-0.040891i,-0.037948+0.0097021i,-0.073549+0.045584i,-0.089268+0.055536i,-0.051927+0.055647i,-0.0023428+0.046228i,0.0064748+0.037673i,-0.0014108+0.039298i
0.041061-0.044645i,0.053638-0.071507i,0.02055-0.0078452i,-0.0034085+0.1704i,0.045902+0.28302i,0.088027+0.20332i,0.049617+0.086165i,0.0059934+0.060344i,-0.0017835+0.058588i,-0.0033563+0.029995i,0.0025667-0.0026869i,0.0094629-0.027182i,0.013528-0.037922i,0.021099-0.032538i,0.01759-0.024685i,0.010957-0.023855i,0.02804-0.011782i,0.056707+0.019226i,0.060706+0.038255i,0.024903+0.032586i,-0.022358+0.027907i,-0.034341+0.028208i,-0.019649+0.0163i
0.032019+0.014573i,0.070516-0.03423i,0.046503-0.17842i,-0.10978-0.32736i,-0.2818-0.32047i,-0.29866-0.19451i,-0.19952-0.11348i,-0.12339-0.095888i,-0.082412-0.07418i,-0.044126-0.038822i,-0.020076+0.00040843i,-0.012514+0.033921i,-0.018058+0.054073i,-0.022944+0.075326i,-0.0072951+0.1052i,0.01464+0.11365i,0.023149+0.069229i,0.029966-0.0024345i,0.03141-0.04885i,0.020011-0.058707i,0.019691-0.057191i,0.029146-0.062726i,0.023491-0.064671i
-0.026357+0.03336i,-0.012053+0.09362i,0.10164+0.16305i,0.31077+0.1472i,0.44196+0.038689i,0.37338-0.033975i,0.24056-0.015399i,0.16707+0.018535i,0.1254+0.018486i,0.076306+0.00011087i,0.023481-0.0089016i,0.00029493+8.1084e-08i,0.010653-0.0015526i,0.012159-0.037815i,-0.00016701-0.093378i,-0.0083009-0.12795i,-0.023389-0.11268i,-0.052173-0.059186i,-0.055635-0.005048i,-0.015198+0.02233i,0.019224+0.02533i,0.019618+0.02929i,0.013844+0.036415i
-0.023168-0.060302i,-0.093022-0.12511i,-0.2272-0.13595i,-0.37065-0.015903i,-0.40767+0.13488i,-0.31421+0.17318i,-0.19778+0.13908i,-0.10575+0.11139i,-0.042285+0.086632i,-0.016729+0.055197i,-0.0024898+0.018638i,0.0063282-0.015667i,0.0043357-0.030071i,0.002307-0.021537i,-0.012066+0.0022739i,-0.035083+0.033492i,-0.042128+0.059737i,-0.035443+0.068202i,-0.030082+0.056124i,-0.034472+0.04284i,-0.039835+0.044131i,-0.027737+0.040208i,-0.0079482+0.021175i
0.066698-0.013423i,0.16616-0.053738i,0.25839-0.14371i,0.27651-0.2727i,0.23228-0.31897i,0.1637-0.22685i,0.088679-0.11442i,0.013132-0.058123i,-0.038538-0.02883i,-0.032437-0.00048833i,0.0048213+0.022885i,0.027626+0.035518i,0.0296+0.036978i,0.030254+0.036775i,0.042411+0.040508i,0.057978+0.038597i,0.07023+0.01964i,0.076347-0.014877i,0.062173-0.044703i,0.034847-0.057698i,0.021361-0.062726i,0.017716-0.061038i,0.0052443-0.045895i
0.025125+0.088702i,0.07046+0.21471i,0.12806+0.34564i,0.16317+0.40344i,0.14221+0.34878i,0.09226+0.18747i,0.063385+0.020277i,0.056345-0.066031i,0.045973-0.079223i,0.022062-0.051921i,-0.0031448-0.023747i,-0.02434-0.010853i,-0.035538+0.0034021i,-0.034786+0.014243i,-0.033174+0.0064793i,-0.037618-0.013924i,-0.045003-0.034305i,-0.043418-0.040289i,-0.024145-0.018815i,0.0064562+0.014863i,0.024872+0.031508i,0.017344+0.031773i,0.0065006+0.026689i
-0.096628+0.032207i,-0.22844+0.070219i,-0.34916+0.082629i,-0.37064+0.038043i,-0.29547-0.0087173i,-0.18061+0.019672i,-0.081214+0.068642i,-0.039377+0.068478i,-0.032397+0.056431i,-0.017857+0.04636i,-0.011064+0.023272i,-0.021519+0.0096321i,-0.022533+0.0055517i,-0.012217-0.010555i,-0.0023465-0.027557i,0.011244-0.026351i,0.015761-0.0019724i,0.0054217+0.029252i,-0.00023233+0.032537i,-0.0073529+0.012632i,-0.022817+0.0077165i,-0.023502+0.016107i,-0.011644+0.014641i
-0.013818-0.08199i,-0.0051808-0.18923i,0.052466-0.26483i,0.13995-0.25794i,0.1675-0.21977i,0.098222-0.19305i,0.010485-0.14393i,-0.016367-0.061245i,-0.00027167-0.002958i,0.0076518+0.0010447i,0.0025275-0.014144i,0.00020848-0.018822i,0.0036625-0.010358i,0.0082751+0.010148i,0.0079832+0.038124i,0.010081+0.055132i,0.024501+0.041333i,0.034665+0.0076029i,0.018275-0.018572i,-0.0091017-0.030717i,-0.018106-0.040199i,-0.011546-0.040385i,-0.0010973-0.021617i
0.063744+0.0035201i,0.11664+0.036444i,0.12588+0.12605i,0.093809+0.24887i,0.079666+0.31569i,0.078177+0.27345i,0.056616+0.17325i,0.028119+0.077122i,0.011017+0.015114i,0.0065638-0.0017054i,0.0052091+0.00225i,-0.0037658+0.0056644i,-0.0066594+0.0037081i,0.0038344-0.01222i,0.010824-0.037612i,0.00037336-0.056512i,-0.020642-0.06329i,-0.030442-0.053375i,-0.017686-0.027209i,0.0075772-0.00096145i,0.024514+0.014515i,0.023074+0.020331i,0.014642+0.014123i
-0.017135+0.045499i,-0.05629+0.066157i,-0.14598+0.011701i,-0.27775-0.086002i,-0.34426-0.11722i,-0.25718-0.079904i,-0.1044-0.039292i,-0.00087377-0.0038101i,0.045157+0.015722i,0.048654+0.0031689i,0.031512-0.01232i,0.018315-0.0167i,-0.0020632-0.017108i,-0.032945-0.0086814i,-0.055117+0.0079765i,-0.058928+0.02988i,-0.046142+0.056597i,-0.028577+0.074763i,-0.017696+0.072601i,-0.018223+0.061626i,-0.020847+0.049839i,-0.015958+0.028279i,-0.014211+0.0063761i
-0.053946-0.043198i,-0.068287-0.10031i,0.030866-0.16876i,0.23506-0.23356i,0.33674-0.25699i,0.22646-0.18816i,0.078598-0.080581i,0.012942-0.04085i,-0.019715-0.036604i,-0.029699-0.010762i,-0.014344+0.0027169i,0.00078229-0.0027436i,0.016749-0.0038046i,0.036727-0.0021801i,0.057257-0.0064416i,0.077921-0.017776i,0.087687-0.033621i,0.077454-0.042861i,0.054056-0.041772i,0.030498-0.043722i,0.011174-0.047049i,-0.0023745-0.037214i,-0.0061419-0.017884i
0.063559-0.046237i,0.11982-0.056444i,0.11068+0.052918i,0.015279+0.28625i,-0.043089+0.42553i,-0.0020068+0.32696i,0.033257+0.14759i,0.014771+0.061466i,-0.0058192+0.040452i,-0.010163+0.021441i,-0.0066079+0.0068444i,-0.0012591-0.0030986i,-0.0055741-0.007946i,-0.018637-0.0041343i,-0.038383+0.00054334i,-0.067674+0.0029093i,-0.092522+0.0022472i,-0.0965-0.0014961i,-0.068903+0.0039717i,-0.013869+0.016538i,0.032077+0.017852i,0.038589+0.012764i,0.025634+0.013851i
0.045826+0.059051i,0.075988+0.083597i,0.040606-0.028637i,-0.099086-0.27418i,-0.23988-0.4002i,-0.26381-0.28798i,-0.18764-0.13468i,-0.10428-0.075854i,-0.064772-0.057953i,-0.046712-0.025022i,-0.021674+0.0084655i,-0.00058236+0.019063i,0.003174+0.014186i,0.0042238+0.0098985i,0.02016+0.013576i,0.045389+0.019986i,0.063243+0.029743i,0.064533+0.035517i,0.041037+0.020936i,-0.00050059+0.0025043i,-0.028361+0.0036488i,-0.026027+0.010357i,-0.015353+0.0056396i
-0.048069+0.048785i,-0.060442+0.11774i,0.052935+0.17854i,0.26852+0.16962i,0.36897+0.094402i,0.28016+0.012883i,0.15133-0.015989i,0.075146-0.00088832i,0.043817+0.01306i,0.030725+0.0098936i,0.012643+0.0043922i,0.0006634+0.0085731i,0.0079786+0.0081608i,0.013629-0.0033635i,0.0039569-0.018972i,-0.0084475-0.038737i,-0.010728-0.060941i,-0.0035976-0.070392i,-0.00061896-0.055537i,-0.00911-0.032769i,-0.017787-0.024273i,-0.016853-0.027204i,-0.010155-0.030096i
-0.038648-0.053223i,-0.11316-0.071425i,-0.20829+0.011243i,-0.24601+0.1765i,-0.18797+0.24166i,-0.1108+0.16449i,-0.062752+0.080145i,-0.011089+0.037615i,0.021503+0.014734i,0.015255+0.0067512i,0.0020892+0.002577i,-0.0063855-0.00065434i,-0.0068224+0.0026358i,0.0024211+0.0053759i,0.0093208+0.0071128i,0.0048115+0.013599i,-0.015032+0.021525i,-0.037419+0.024467i,-0.032072+0.016283i,-0.0010553+0.00063602i,0.020427-0.0078798i,0.018736-0.00422i,0.0080278+0.0043797i
0.050923-0.01769i,0.083961-0.068973i,0.03177-0.16061i,-0.12289-0.23242i,-0.23164-0.19671i,-0.19666-0.093848i,-0.11141-0.02287i,-0.06365+0.014122i,-0.030585+0.027933i,-0.0015996+0.012761i,0.0048996-0.0067902i,-0.0012544-0.012507i,-0.010826-0.011558i,-0.026185-0.01131i,-0.040409-0.0096595i,-0.037577-0.0019424i,-0.012281+0.012031i,0.014245+0.024615i,0.014522+0.031949i,-0.0025032+0.042481i,-0.0071162+0.050717i,0.0024028+0.043849i,0.01118+0.033478i
-0.0051904+0.054503i,0.024458+0.10787i,0.15163+0.10528i,0.34506-0.011796i,0.42382-0.15255i,0.32745-0.19487i,0.18832-0.14731i,0.10036-0.088216i,0.056438-0.05499i,0.029148-0.03543i,0.012477-0.015299i,0.010268+0.00017142i,0.023616+0.0037094i,0.04195-0.000336i,0.0528-0.0027194i,0.052895-0.0069909i,0.04235-0.019665i,0.032326-0.035054i,0.025208-0.044222i,0.0073845-0.04614i,-0.016794-0.039459i,-0.026144-0.026648i,-0.018216-0.023986i
-0.058167-0.023722i,-0.14606-0.017434i,-0.23444+0.097316i,-0.25386+0.31906i,-0.19254+0.4495i,-0.097486+0.3662i,-0.037803+0.20081i,-0.0198+0.090316i,-0.012252+0.042681i,-0.0015427+0.02268i,0.0017883+0.0023167i,-0.0084042-0.010097i,-0.01805-0.0023864i,-0.022234+0.0073682i,-0.028988+0.0092007i,-0.038232+0.012778i,-0.046251+0.024768i,-0.0473+0.039329i,-0.026686+0.042236i,0.014027+0.02846i,0.045188+0.0092584i,0.045822-0.0021219i,0.027261-0.0038487i
