-0.00053772+0.00063089i,0.00099314+0.0010852i,0.00050796+0.0015568i,-0.0004097+0.0026563i,-0.0010087+0.0029315i,-0.00027169+0.0013773i,0.00060162+0.00065333i,0.00082384+0.00088372i,0.0011009+0.00033456i,0.0011961+0.00014464i,0.00083541+0.00068879i,9.7201e-06+0.00049501i,0.00022519-0.00076076i,0.001055-0.001438i,0.0014873-0.00049489i,0.0011457+0.00042439i,4.706e-05-0.00031696i,-0.00053704-0.00041157i,-0.00050101+0.00015031i,-0.00034243+0.00038741i,-0.00069+0.00066705i,-0.00071487+0.0008042i,0.00043682+0.0010384i
-0.00010891+0.0030008i,-0.00059703+0.0046814i,-0.00083622+0.0049699i,0.00014989+0.0031748i,0.00046882+0.00040946i,-1.0384e-05-0.001592i,7.0922e-05-0.0022528i,0.000802-0.0012351i,0.0018431+0.00081806i,0.0022607+0.0013596i,0.00097019+0.00091067i,-0.00018147+0.0002322i,-0.00034471+3.4975e-05i,0.0001269-0.00018741i,0.00035543-0.00052892i,0.00023208-0.00046248i,0.0003861-0.00052984i,0.00074087-0.00026547i,0.00073792-9.2737e-05i,0.00076417+0.00031405i,0.00038998+0.00084488i,-1.1937e-06+0.00095448i,0.00012919+0.00057013i
0.0017549+0.0029398i,0.0010882+0.0033914i,0.0008557+0.0036863i,0.0016061+0.002466i,0.0016526+0.00015846i,0.00081087-0.0012649i,-0.00018748-0.001502i,-8.3733e-05-0.0018877i,0.00074025-0.0021013i,0.00063402-0.0017291i,-0.00039123-0.0013181i,-0.00080982-0.0010046i,-0.00077727-0.00035099i,-0.00047829-0.00048673i,-0.00081096-0.0011336i,-0.0010459-0.0017487i,3.2003e-05-0.00077156i,0.0010435-3.2752e-05i,0.0012056-0.00024061i,0.0006207+6.2204e-05i,-0.00065467+0.00040951i,-0.00095634-3.5445e-05i,-0.00040112-0.00047465i
0.0015623+0.0039723i,0.0014684+0.0051917i,0.0015474+0.0058786i,0.0018434+0.004544i,0.0015114+0.0014717i,0.0011069-0.00074881i,0.00087279-0.0015955i,0.00099675-0.0016333i,-0.00015229-0.00091605i,-0.0009204-0.00021847i,-0.00097896-0.00011181i,-0.0015084-4.8904e-05i,-0.0010402+0.00025782i,5.2813e-05-9.0556e-05i,-0.00072575-0.00053681i,-0.0016567-0.00030263i,-0.00017576-0.00010203i,0.0013577+6.0912e-05i,0.0014521+0.00050396i,0.00018347-5.8114e-05i,-0.00045579-0.00042157i,4.1517e-05-0.00062402i,0.00016199-9.2871e-05i
0.00051568+0.00090082i,0.00097029+0.0022098i,0.00094329+0.0017348i,0.00090192+0.00084658i,0.00093226-0.00046645i,0.0010795-0.00081777i,-1.5059e-05+0.00021251i,-0.000795+0.00074921i,-0.00040704+0.0011889i,0.00070794+0.0011719i,0.001121+0.00059128i,0.00061943+0.00051115i,3.5701e-05+0.00021396i,-0.00099243+0.00012142i,-0.0015015+0.00032679i,-0.00089158-0.00017736i,-4.7402e-06-0.00046695i,-0.00011922+0.00027205i,-0.00044865+0.00052153i,-0.00057504-0.00031884i,-0.0007441-0.00077146i,-0.00046723-0.00032881i,0.0010127+4.4619e-05i
0.0030003+0.00074964i,0.0022285+0.0018498i,0.00025341+0.0026278i,-0.0007631+0.0036552i,-0.00083517+0.0026218i,-1.356e-05-0.00012706i,0.0010551-0.0013222i,0.0018253-0.0010371i,0.0019405-0.0008643i,0.0010607-0.0006582i,0.00072011-0.00040851i,0.00044001-0.0012651i,0.00045613-0.00083587i,0.00040095+0.00025901i,0.00050011+2.9925e-05i,0.00037521-0.00032012i,-0.00050977-0.00037366i,-0.00029912-6.0385e-05i,0.00017996+0.00057783i,0.00013367+0.00018984i,-0.000115-0.0010346i,0.00062888-0.00062327i,0.00087861-0.00019505i
0.00063523-5.6583e-05i,0.00011395+0.0033294i,-0.00088174+0.0053739i,-0.0010429+0.0043641i,-0.00018652+0.0016467i,0.0010179-0.00021913i,0.0010695-0.0013885i,0.00067965-0.0018259i,0.00041365-0.0012499i,-0.00070712-0.0011152i,-0.0010948-0.0016298i,-0.00026655-0.0011905i,0.0010072-0.00061871i,0.0012171-0.00016911i,0.00047243+0.00012169i,-0.00047502-6.6163e-05i,-0.00038739-0.00032011i,6.7482e-05-0.00036836i,-2.3415e-05-0.0012502i,-0.00022037-0.0016868i,-0.00012795-0.0010189i,-0.00017921-0.00076709i,9.0914e-05-0.0005883i
0.0019695+0.0011704i,0.002074+0.002263i,0.00099078+0.0032872i,-5.1334e-06+0.0023589i,0.00066243-0.00016425i,0.0010609-0.0024067i,0.00079251-0.0024545i,0.00049616-0.001648i,0.00010168-0.0010275i,-0.00083108-0.00027559i,-0.0016106-0.00012262i,-0.0010336-0.00015138i,-0.00022457-8.0231e-05i,-0.00035287-0.00066975i,-0.00087437-0.00092664i,-0.0012188+5.5964e-05i,-0.00046179+0.00011354i,0.00032059-0.00048458i,0.0004607-0.00062588i,0.00092001-0.0010763i,0.00067385-0.00052199i,0.00027342+3.9542e-06i,0.00020721-0.00043968i
0.0008835+0.0031639i,0.0010468+0.0049139i,0.00033695+0.0061403i,0.0005575+0.004299i,0.0015107+0.00064047i,0.002848-0.0012868i,0.0023721-0.0013507i,0.00010082-0.0013492i,-0.00072691-0.00054219i,0.00057278-6.3542e-05i,0.0021609-0.0007717i,0.0020556-0.0005922i,0.0014875-0.0010421i,0.00062927-0.001141i,-3.6037e-05-0.00083351i,-0.00015439-0.00055749i,-0.00067611+0.00016674i,-0.00064965+0.00076941i,0.00020047+0.00093437i,0.00013152+0.00044282i,-0.00047489-0.00058217i,-0.00068037-0.00050405i,-0.00030647-0.00044103i
0.0017832+0.0022666i,0.00093574+0.0033258i,0.0011054+0.0046513i,0.0015971+0.0041195i,0.0022403+0.0015807i,0.0012792-0.00050423i,0.00062361-0.00097586i,0.0007791-0.00087662i,0.0005386-0.0011947i,0.00039595-0.0016147i,0.00035585-0.0017878i,0.00061687-0.0010254i,0.00078348-0.00061294i,0.00026485-0.0004638i,-0.00066952-0.00037397i,-0.0012825-0.00090772i,-0.00088612-0.00097463i,0.00045477-0.00062002i,0.00081904-0.00078663i,0.00036283-0.00055174i,0.00013615+0.00020943i,0.0011097+0.00036534i,0.0013684-0.00023667i
0.0015038+0.0016874i,0.0012985+0.0018358i,9.1809e-05+0.0021157i,-0.00014699+0.0018i,0.00067667+0.00016678i,0.0012142-0.00080826i,0.0001508-0.00097858i,-0.00043593-0.0012176i,-0.00025953-0.0010737i,-1.0658e-05-0.00056718i,0.00020972-0.00066687i,0.00073579-0.00042085i,0.0018209+4.1356e-05i,0.0013444-0.00034124i,1.833e-05-0.00031132i,-0.00070447-0.00013468i,-0.00021277-0.00030241i,0.00028336-0.00040545i,5.9432e-05-0.0010899i,-0.00025848-0.0011279i,-0.00020919-0.00028187i,-0.00068654+0.00024074i,-0.00078953+0.0001967i
0.0010882+0.0018178i,0.0010279+0.0045047i,0.00042113+0.00609i,0.00044942+0.0036815i,0.00076833-0.00021351i,0.0012873-0.0016316i,0.0014748-0.0019803i,0.00090299-0.0015415i,5.978e-05-0.00049198i,-0.00019808-0.00073266i,6.9676e-05-0.00020342i,0.00062643+0.00098248i,0.0013747+0.00067114i,0.0013787-4.7186e-05i,0.00038775-0.00015773i,8.9724e-06-0.00024667i,-8.0687e-05-0.00048153i,-0.00042868-0.00043736i,7.7852e-05+5.669e-05i,0.00038404+0.0010793i,0.00028135+0.0009808i,0.00042956+0.00048324i,0.00034555+0.00072726i
0.0017709+0.0023444i,0.0016024+0.0049296i,0.00037474+0.006647i,-0.00084857+0.0051495i,-0.00089043+0.0023105i,-0.00050227+2.2924e-05i,0.00014936-0.0010179i,-0.00021517-0.0011803i,-0.00040437-0.00119i,0.00061617-0.0007531i,0.0010391-9.4e-05i,0.00035556-0.00047583i,-0.0004534+7.0465e-05i,-0.00060322+0.00052043i,-0.00045773+0.00018053i,-0.00058031-0.00053597i,-0.0002256-0.0002002i,0.0010315+0.00019297i,0.001797-0.00018895i,0.0010535-0.00067998i,-4.8997e-05-0.0010284i,-0.00027346-0.00057925i,0.0001696-3.9296e-05i
0.0023252+0.0028275i,0.0011398+0.0041374i,-0.00069545+0.0038676i,-7.2262e-05+0.0018192i,0.0016523-0.0010903i,0.001852-0.0022644i,0.00096851-0.0020701i,-9.2366e-05-0.0018472i,-0.00058412-0.00062092i,-0.0004636+0.00044346i,-0.00095746+0.00011198i,-0.001207+0.00037874i,-0.00076112+0.0011428i,-0.00067922+0.0011793i,-0.00056421+0.00010634i,-0.0003055-0.00055067i,-4.6389e-05-0.00074294i,0.00079503-0.00069996i,0.0012482-0.00078174i,0.00022646-0.00025931i,-0.00030071-0.00017384i,5.9309e-05-0.00041192i,-0.00017797-0.00012517i
0.00097397+0.0041083i,0.00068633+0.0047283i,-0.00012514+0.0043137i,-0.00077623+0.0027064i,-0.00082844+0.00044268i,-7.8086e-05-0.00155i,0.00093725-0.0018707i,0.00092455-0.0014994i,0.00056518-0.00069269i,0.001024+0.00035629i,0.001738-0.00016689i,0.0017954-0.00046307i,0.00043507+0.00020899i,-0.00070935+0.00056769i,-0.00090504+0.00020322i,-0.00059909+6.0172e-05i,-0.00069978+0.0002572i,-0.00097388+0.00060616i,-0.00034545+0.00028287i,0.0007108+5.2216e-05i,0.00088718+0.0003523i,-0.00039277+0.00028395i,-0.0012354+0.00043308i
0.00061975+0.0033436i,-5.3493e-05+0.0054287i,-0.00050975+0.005651i,-0.00044171+0.0045455i,-0.00095958+0.0020719i,-0.00088217-0.00090478i,0.00024797-0.0012915i,0.00066361-0.0010467i,0.00042881-0.0013846i,-0.00013239-0.00072481i,0.00044461-0.00042846i,0.00017622-0.0005053i,-0.00080464-0.00059931i,-0.00054598-0.00044053i,-0.00058837-0.0010062i,-0.0004511-0.0013241i,0.00012793-0.00015276i,0.00095728+0.001453i,0.0010678+0.0020785i,0.00041207+0.0018069i,0.00035469+0.0005402i,0.00019234-0.00044059i,-0.00021164-0.00075184i
-8.7883e-05+0.0016445i,-6.4084e-05+0.0036816i,-0.00038249+0.0055323i,0.0013016+0.0048454i,0.0037016+0.0023574i,0.0032304+0.00013866i,0.0011376-0.0008498i,-0.00031473-0.00084461i,-0.00056155-0.00077274i,0.00023301+0.00019359i,0.00034182+0.00086292i,-0.0006694+0.00055479i,-0.0013316+0.00028764i,-0.00065209-4.7782e-05i,0.00042091-0.00087427i,0.00056854-0.00049541i,0.00069941+0.00028799i,0.00094108+0.00027442i,0.00086807-9.1787e-05i,0.00037062-0.00045086i,0.00017737-0.00089005i,0.00015508-0.00087145i,0.00011815-0.00086671i
0.0020315+0.0030708i,0.001681+0.0041639i,0.00055965+0.0042642i,0.00022617+0.0025086i,-0.00013733-0.00089819i,6.7547e-05-0.0029723i,0.00091031-0.0025157i,0.00065612-0.0016907i,0.0010537-0.00083369i,0.0010957+8.0586e-05i,0.00014957+0.00072234i,-0.00015081+0.0017709i,0.00021972+0.0025842i,-0.0001161+0.0023667i,-0.0011904+0.0015972i,-0.0010822+0.00061234i,0.00069282+0.00041209i,0.0010293+0.00033385i,-3.9669e-05+0.00013009i,-0.00025228+0.00091499i,-0.00046285+0.0010449i,-0.00074529+0.00045834i,-0.00024693+0.00015847i
0.0018467+0.0013752i,0.00067418+0.0019941i,8.8938e-05+0.0035643i,0.00044917+0.0037965i,0.00081347+0.0027161i,0.00030713+0.0011674i,1.4809e-05-0.0005566i,-5.7519e-05-0.0011001i,0.00014434-0.00091981i,0.000459-0.00080162i,0.00053956-0.00023363i,0.00089641+5.482e-05i,0.00082496+0.00035964i,0.00063696+0.00069157i,0.00017715+0.00078927i,0.00046628+0.00055757i,0.0010593+5.582e-05i,0.00028312+0.00048626i,-5.7432e-05+0.0014051i,0.00052319+0.0011181i,0.00077387+0.00047965i,0.0002572+0.00032417i,4.5342e-05+0.00018046i
-0.0013019+0.0021895i,-0.0011915+0.0042027i,-0.0019088+0.0055254i,-0.00066495+0.0042141i,0.0022223+0.0011641i,0.0027556-0.0014461i,0.0020932-0.0026535i,0.0018746-0.0022753i,0.0008159-0.0011375i,-0.00061754-0.00064528i,-0.00062066-0.00093045i,-0.00080846-0.00063316i,-0.0004441+4.091e-05i,0.00026946+4.1753e-05i,4.5429e-05-0.00063392i,-0.00010758-0.00041398i,-5.7308e-05+0.00049983i,0.00022181+0.00064959i,0.00051334+0.00058233i,0.00046772+1.9594e-05i,0.00042389+0.00024074i,9.3862e-05+0.000474i,-0.00028607-0.00018976i
0.001657+0.0026234i,0.0012359+0.00384i,0.00033199+0.0039215i,-0.00061108+0.002077i,-0.0010132-1.4361e-05i,-0.00047841-0.00071517i,7.7737e-05-0.0013477i,0.00053396-0.0015551i,1.6128e-05-0.0004911i,-0.00082995+0.00032979i,-0.00090731+0.00011249i,-0.0012412-3.6942e-05i,-0.0019582+0.000552i,-0.0022458+0.00031901i,-0.0020329-0.00036153i,-0.00078297+0.00030714i,0.00058204+0.00032206i,0.00023091-6.4401e-05i,-0.00017339+0.00032946i,0.00013658+0.0004461i,0.0006071+0.00031082i,0.00049667+0.00078004i,0.0007041+0.00072315i
0.0038234-0.0011748i,0.001369-9.5643e-05i,-0.0013713+0.001652i,-0.0020327+0.0020028i,-0.00090132+0.0016091i,-0.00041521+0.0010613i,0.00041234+0.00033376i,0.0013848-0.000587i,0.0010529-0.00054581i,0.00023812-0.00016267i,-8.3373e-05-0.00026659i,-0.00076863+0.00013776i,-0.00051964+0.0011293i,-0.00017747+0.0018652i,-4.577e-05+0.001432i,0.0010275+0.0005547i,0.0015581+0.00076964i,0.00097029+0.0012897i,0.00032529+0.0015466i,0.00026102+0.0011923i,0.00059521+0.00045766i,0.00044417+0.00048306i,0.00014813+0.00044884i
0.003382+0.0013652i,0.002639+0.0034584i,0.0019349+0.0045162i,0.0026263+0.003442i,0.0041055+0.00085396i,0.0029525-0.0016302i,0.0016181-0.0025442i,0.00094587-0.0021089i,0.00071036-0.0016241i,-0.00011358-0.0013229i,-0.0010679-0.0013122i,-0.0014505-0.00088887i,-0.0013669-0.00089101i,-0.00044805-0.0010704i,0.00018772-0.0012203i,0.00062809-0.001179i,0.00095183-0.00079586i,0.00056132-0.00037504i,-0.00051668+7.3244e-05i,-0.00048261+0.00045021i,-0.00015764+0.00083243i,-0.00017195+0.00029643i,0.00013564-1.5373e-05i
0.00021175+0.00079677i,-0.0015696+0.0032186i,-0.0027892+0.0056049i,-0.0023391+0.0052082i,-0.00078295+0.0028594i,0.00022665+0.0010453i,0.00077609-0.001468i,0.00086076-0.0025781i,0.00044369-0.0019905i,-0.00025769-0.0013307i,-0.00062448-0.00041742i,-0.0010829-0.00029441i,-0.00091281-0.00049164i,-3.5898e-05-0.00056199i,-4.843e-05-0.0012701i,-0.0010659-0.00052393i,-0.0015261+0.00061305i,-0.0014879+0.00047049i,-0.0014882+0.00013143i,-0.00077706-8.8667e-05i,-0.00037367+0.0004979i,-0.00020093+0.0014712i,0.00042383+0.0013215i
0.0010637+0.0039876i,0.00073347+0.0046797i,-1.5233e-05+0.0052848i,0.0004707+0.0041337i,0.0011782+0.0021708i,-0.0001102-0.00049528i,-0.00075276-0.0020271i,-0.00038382-0.001604i,0.00037411-0.001247i,0.00068627-0.0012863i,0.0005898-0.001716i,0.00018094-0.001658i,-0.00028115-0.0011312i,0.00019002-0.00065599i,-0.0002201-0.00011919i,-0.00070706+0.00095111i,-0.00054598+0.0013614i,-0.00057054+0.0014716i,-0.00067501+0.0010988i,-0.00061206+0.00087644i,0.00026684+0.001701i,0.00040121+0.0021575i,-0.00036896+0.00073516i
0.00061984+0.0039892i,0.0012439+0.0046835i,0.0015607+0.0055528i,0.001081+0.0054112i,0.0010095+0.002174i,0.00062976-0.0018105i,0.00076726-0.0027053i,0.00083463-0.0021397i,0.00074102-0.00177i,0.0015108-0.0019657i,0.0012182-0.0023012i,0.00031591-0.0020454i,3.1384e-08-0.0016757i,0.00021442-0.0013489i,0.00041009-0.00070368i,0.00051913-2.7712e-05i,0.00082555-0.00054866i,0.0011012-0.00020107i,0.0010299+4.4818e-05i,0.00010312+0.00011707i,-0.0010186+0.00095622i,-0.00054083+0.0008731i,-0.00013302+0.0004914i
0.0020973+0.00083108i,0.001436+0.0035462i,0.00014887+0.0039749i,-0.00048828+0.0019876i,-0.00011548-0.001299i,0.00052477-0.0031913i,0.0010317-0.0039995i,0.0013393-0.004183i,0.0013175-0.003152i,0.00074003-0.002994i,-0.00019629-0.002273i,-0.00092984-0.0010919i,-0.00076951-0.00077897i,0.00025305-0.00084448i,0.00084314-0.00074207i,-0.00012708-0.00012526i,-0.0016491+0.0004605i,-0.0019646+8.1186e-05i,-0.0013329-0.00047495i,-0.00062077-5.5785e-05i,-0.00031626+9.7739e-05i,-0.00067105-0.00052187i,-0.00035091-1.612e-05i
0.0025189+7.5702e-05i,0.0010785+0.00093558i,-0.00059789+0.00067778i,-0.0020418+0.0014693i,-0.0020675+0.0019886i,-0.00068618+0.00064263i,0.00056799-0.0012625i,6.0509e-05-0.0021371i,-0.00080773-0.0014245i,-5.8932e-05+5.5593e-05i,0.00052343+0.00067169i,0.00055178+0.00045139i,0.00042111+0.00038921i,-0.00071142+0.00051745i,-0.001853+0.00048572i,-0.00098273+0.00095905i,0.00035017+0.0010652i,-0.00010808+0.00065757i,-0.00022507-4.7492e-05i,-9.8503e-05-0.00012312i,0.00039424+0.00015312i,0.00045655+0.00037102i,-3.0207e-06+0.00023883i
0.00079408+0.0020775i,-0.00038314+0.0053276i,-0.0014608+0.0055922i,-0.0010875+0.0043255i,0.0011025+0.0022211i,0.0023804-0.0007725i,0.0018958-0.0026121i,0.0013346-0.0028807i,0.00055695-0.0019976i,0.0007088-0.001289i,0.0011145-0.0011114i,0.0017745-0.00091938i,0.0025355-0.00051686i,0.0026768-0.00012898i,0.0022966+0.00050205i,0.0012016+0.00085348i,0.00084684-0.00019979i,0.00080755-0.001005i,0.00046889-0.00037974i,0.00049409-7.7942e-05i,0.00052277+4.4086e-05i,-5.4038e-05+0.00053009i,-0.00022911+0.00061932i
0.0006166+0.0037066i,0.00026239+0.0037506i,0.00080584+0.0031594i,0.0010327+0.0016613i,0.00010472-0.00047678i,5.6414e-05-0.0018466i,0.0010165-0.0018985i,0.0015061-0.0024131i,0.0014254-0.0024224i,0.00068988-0.0017461i,-0.00014155-0.0016695i,0.00027686-0.0017091i,0.00079633-0.0017866i,0.0013239-0.0017637i,0.002106-0.0013987i,0.0018748-0.00098305i,0.0011542-0.00084459i,0.00055396-0.001407i,4.5448e-05-0.0018838i,-0.00098347-0.0009594i,-0.001273-6.7642e-05i,-0.00052416-0.00073578i,-0.00030043-0.00113i
-0.00066055+0.0049578i,8.7306e-05+0.0066379i,-0.00033604+0.0069078i,0.00030275+0.0051719i,0.0018076+0.0021761i,0.0015911-0.000778i,0.00075106-0.0018874i,0.00023906-0.0021941i,-0.00022091-0.0025224i,0.00074402-0.0020387i,0.0014967-0.00027177i,0.00077646-0.00032413i,0.00034327-0.0012575i,2.6983e-05-0.0013972i,-0.001006-0.0018674i,-0.0014365-0.0015382i,-0.00059147-0.00038874i,0.00015733+0.00015767i,-0.00026665+0.00062066i,-0.00074548+0.00098577i,-0.00057512+0.00042261i,-0.00042709-0.00034529i,4.877e-05-0.00028976i
-0.00078782+0.0030042i,-0.0006121+0.0038723i,-0.00093901+0.0043797i,0.00014077+0.0029309i,0.0023281+0.00035904i,0.0025094-0.0017067i,0.0022903-0.0026284i,0.0018599-0.0020918i,0.001458-0.0013416i,0.0015071-0.0012484i,0.0018893-0.0013261i,0.0024231-0.00078563i,0.0023153+0.00090722i,0.0010316+0.0023434i,-0.00013798+0.0018339i,-0.0011515+0.00082291i,-0.0012033+0.00028916i,-0.00056642+0.00074652i,-0.00027724+0.0012425i,0.00021226+0.00079506i,0.00037171-0.00015932i,0.00052523-0.00029536i,0.0010373+0.00089009i
-0.0024318-3.0809e-05i,-0.0028868+0.002775i,-0.0022439+0.003985i,-0.0018468+0.0021226i,-0.0018504-0.0010007i,-0.0006972-0.0028922i,0.0021162-0.0034141i,0.003626-0.0031077i,0.0029339-0.0018888i,0.0016399-0.00029062i,0.00012142+0.0005654i,-0.00015968+0.00036562i,0.0012161+0.00043095i,0.0025097+0.0011837i,0.0028553+0.00081844i,0.0022755+0.00011662i,0.0010056-9.7835e-05i,0.0007452-0.00067694i,0.0007845-0.0019725i,-1.3298e-06-0.0027529i,0.00054483-0.0017213i,0.00053195-0.00067877i,-0.00020118-0.00050023i
-8.8786e-06+0.00034007i,-0.00094206+0.001559i,-0.0014758+0.0030787i,-0.0019049+0.0036849i,-0.0013988+0.001828i,0.00042221-0.0007748i,0.0019045-0.0013088i,0.0014155-0.0016254i,0.00093003-0.001467i,0.00060064-0.00034625i,0.00015603+0.00066992i,0.00014288+0.00034051i,0.00062893-0.00043321i,0.00078176-0.0013454i,-5.4404e-05-0.0016971i,-0.00031423-0.0012611i,0.00052597-9.9848e-05i,0.00072463+0.0010883i,0.00023448+0.00069111i,0.00052917+0.0002206i,0.0004873-0.00010053i,-0.00019938-0.00030157i,-0.00027049-0.00050926i
-0.00043608+0.00081299i,-0.002515+0.0036593i,-0.0032205+0.0056349i,-0.0004278+0.004331i,0.0033246+0.0013012i,0.0041174-0.0024855i,0.0034169-0.0040816i,0.0032961-0.0025559i,0.0027307-0.00077486i,0.0016775+0.00026175i,0.0016501+0.00027337i,0.0020703-1.8532e-06i,0.0015323-0.00022123i,0.00021757-0.00035405i,-0.00086882-9.6227e-05i,-0.00015387+0.00062454i,0.00072484+0.0014434i,0.0010629+0.0005821i,0.001361+3.5778e-05i,0.0011317+0.0010184i,0.001068+0.0012916i,0.0011151+0.0014284i,0.0014199+0.0016679i
0.002071+0.001004i,0.0012243+0.0029549i,-0.00047109+0.004774i,-0.00018032+0.0032134i,0.0011329-4.5488e-05i,0.0014077-0.0025766i,0.0022209-0.0032472i,0.0033354-0.0031985i,0.0029932-0.0023236i,0.002123-0.0011662i,0.0009422-0.0004012i,0.00022251-0.00029488i,0.00081328+0.00025862i,0.0011049+0.00087514i,0.0015496+0.00092268i,0.0018356+0.00041388i,0.0016518+0.00019858i,0.0013838-0.00025165i,0.001159-0.00093644i,0.00095902-0.00094495i,0.00070895-0.00041321i,0.0012477-0.00038173i,0.0010175-0.00064774i
0.00040112+0.0028182i,-0.0015706+0.0040388i,-0.0019565+0.0052181i,-0.00013271+0.0058623i,0.0011129+0.0036853i,0.0018759-0.00067294i,0.0022721-0.0022767i,0.0013193-0.0014738i,0.00068365-0.00075575i,0.0011311-0.00011504i,0.0014456+0.00086652i,0.0011593+0.0010891i,0.0011019+0.00058814i,0.001282-4.0529e-05i,0.0014462-0.00054145i,0.001127-0.00055173i,0.00073553+0.00051793i,0.00023017+0.001008i,-0.00037023-9.4125e-05i,-0.00032558-0.0002543i,-2.4108e-05+0.00011123i,0.00070513+0.00026999i,0.00081687+0.00069662i
0.00097942+0.0036179i,-1.697e-05+0.0052829i,-0.001004+0.0068637i,0.00073695+0.0053562i,0.0027399+0.0011492i,0.0031008-0.0023359i,0.0026658-0.0021287i,0.0020026+0.00031744i,0.0010135+0.0011636i,0.00063719+0.0005162i,0.0016792+0.00030214i,0.0017643+0.00050357i,0.00045935+0.00046825i,-0.00084538-0.00030408i,-0.0015714-0.00023581i,-0.0010813+0.0012401i,-0.00019936+0.0020717i,-0.00042073+0.0024599i,-0.00094522+0.0023021i,-0.00082128+0.0024301i,3.6667e-05+0.0017614i,0.00057338+0.0014992i,0.00047127+0.0015286i
0.0017121-0.00032962i,0.00029742+0.0030051i,-0.0014819+0.0057412i,-0.0018057+0.0044438i,-0.0012583+0.0010251i,0.00026824-0.0006234i,0.0032108-0.00074087i,0.0048926-0.00054723i,0.0044958+0.00021518i,0.0029924+2.8489e-05i,0.0022552-0.0004563i,0.0020828+0.00035261i,0.0010475+0.0025421i,0.00033391+0.0032243i,-0.00036391+0.0027932i,-0.00057523+0.0030789i,-0.00028086+0.0022001i,0.00011923+0.0010229i,0.0010995+0.00055078i,0.0009394+0.0001003i,0.0010515+0.00035818i,0.0017931+0.00062524i,0.0020315+0.0004926i
0.0028996+0.0011183i,0.00092511+0.0025479i,-0.0015791+0.0030939i,-0.0018979+0.0021806i,-0.00042969-0.0001848i,0.00073921-0.0016315i,0.0019018-0.0020507i,0.0021065-0.0026702i,0.001605-0.0024615i,0.001229-0.0013435i,0.0004774+2.7357e-05i,0.00022321+0.0012257i,0.00017917+0.0019985i,0.00047109+0.0012275i,0.00098105+0.0011004i,0.001517+0.0015522i,0.00086314+0.0016762i,-0.00044773+0.00081335i,0.00045426-0.00066245i,0.00078599-0.00043398i,-0.00013457+0.00045218i,-6.827e-06+0.00026814i,-0.00023413-0.0001389i
0.0033642+0.0017333i,0.0012969+0.0032236i,-0.0015487+0.0037978i,-0.0021493+0.0030121i,-0.00052195+0.00087943i,0.0010918-0.00035217i,0.0013845+8.0633e-05i,0.00072837+0.00045706i,-6.6307e-05+0.0005937i,-0.0004514+0.00041449i,0.00019452+0.00047597i,0.00044813+0.0013931i,-0.00036541+0.0013885i,4.4722e-05+0.00049467i,0.00031963+0.00042274i,-0.00027344+0.00089675i,-0.00086614+0.0012209i,-0.0014384+0.0013251i,-0.00054789+0.0014757i,-0.0002235+0.00069483i,-0.0012899-9.3102e-05i,-0.0010065+0.00032202i,0.00024469+0.00085854i
0.0019469+0.0033705i,0.00089038+0.0054537i,-0.0007277+0.0072768i,-0.00077132+0.0056789i,0.00098092+0.0016943i,0.0027878-0.00068885i,0.0044882-6.4994e-05i,0.0046601+0.0016726i,0.003232+0.0022234i,0.0018423+0.0011628i,0.0016209+0.0011364i,0.0013519+0.0020256i,7.9916e-05+0.0014284i,-0.0013374+0.0012511i,-0.0021349+0.0022026i,-0.0023672+0.0021156i,-0.00126+0.0013797i,0.00035231+0.00059094i,0.001213+0.0010252i,0.0011584+0.0014165i,0.00068793+0.0010819i,0.0009598+0.001157i,0.00080637+0.0012784i
0.0021103+0.0047429i,0.0022234+0.007823i,0.00066141+0.0082603i,0.0001496+0.0045948i,0.0012702+9.1887e-05i,0.0030678-0.0020643i,0.004912-0.0017338i,0.0053779-0.00044704i,0.0039422+0.00042653i,0.0023014+0.00092644i,0.00073104+0.00084021i,-0.00041989+0.0013036i,-4.3458e-05+0.0018131i,0.0004098+0.00095051i,-0.00028841+0.00040363i,-0.00051184+0.0010402i,0.00039476+0.00077279i,0.00013763+0.000142i,-0.00044805-2.9536e-05i,-0.00052925-0.0010104i,-0.00045052-0.00090668i,-0.00026341-0.00032721i,-0.00049246-0.00092924i
0.0016296+0.0067651i,0.0006093+0.0077592i,-0.0008931+0.0060847i,-0.0001019+0.002724i,0.001417-0.00013682i,0.0016582-0.0017667i,0.00088904-0.0019994i,0.00030803-0.0013143i,0.0010061-0.00075346i,0.0019601-0.00055894i,0.0010105+0.00027474i,-0.00031512+0.00029493i,-0.00068889-0.00020861i,-0.00092593-0.0008534i,-0.0013765-0.0012203i,-0.0018474-0.00058297i,-0.0014279+0.00020916i,-0.00076801+0.00014567i,-0.00080109-0.00048619i,-0.00092313-0.00073259i,-0.00089777-9.8419e-05i,-0.00036692+0.00085764i,-0.00011328+0.0014841i
