-0.0091629+0.00030508i,-0.01007+0.0008097i,-0.0088238+0.0044318i,-0.0043108+0.0064396i,-0.00010776+0.0054994i,0.00088529+0.0024867i,-0.00033157+0.00045391i,-0.00044335+0.00076363i,0.00025103+0.0011897i,0.0012998+0.00097361i,0.0022422+0.00043818i,0.0015331-8.2272e-05i,0.00024632-2.904e-05i,0.0003268-0.00023995i,0.00047957-0.0016432i,0.00039887-0.0019027i,0.00042608-0.00031758i,-0.00029062+0.00030692i,-0.00024362-7.0277e-05i,3.9813e-05+2.952e-06i,-2.859e-05-0.00095433i,0.00024084-0.0023487i,-0.00019191-0.0015682i
-0.13105-0.078702i,-0.35087-0.16511i,-0.5678-0.18706i,-0.56901-0.10871i,-0.36137-0.034502i,-0.15306-0.0028719i,-0.039642+0.031782i,0.020015+0.056419i,0.04766+0.043612i,0.045906+0.011348i,0.027595-0.0058557i,0.014246-0.0049141i,0.010879-0.0015867i,0.0081535+0.0020121i,0.0080761+0.0032511i,0.00963-0.0010394i,0.007005-0.0022906i,0.0026635+0.0040082i,0.0021887+0.0069983i,0.0047474+0.0038852i,0.0069965+0.0032123i,0.0062349+0.0049083i,0.0019884+0.0062396i
0.15477-0.035008i,0.40252-0.087093i,0.64259-0.12708i,0.66507-0.11418i,0.47954-0.067953i,0.26962-0.035771i,0.12255-0.039067i,0.028548-0.04135i,-0.01886-0.022627i,-0.034681+0.0029418i,-0.031971+0.017385i,-0.025095+0.016332i,-0.020566+0.015299i,-0.009454+0.01334i,-0.00033426+0.002572i,-0.0027189-0.0033194i,-0.00447-0.0022251i,-0.0043439-0.0047861i,-0.010105-0.0044688i,-0.016128+0.0018514i,-0.014577+0.003177i,-0.0098738-0.0024878i,-0.0073647-0.0080167i
-0.082813+0.11696i,-0.23918+0.26339i,-0.43806+0.34752i,-0.52038+0.27169i,-0.42282+0.12804i,-0.26565+0.03921i,-0.1401+0.0089422i,-0.067936-0.0066796i,-0.029026-0.014678i,-0.00035937-0.017899i,0.011477-0.022722i,0.010232-0.023892i,0.0085308-0.02891i,0.002471-0.032913i,-0.002981-0.018722i,0.00095801-0.00038905i,0.0071088+0.0069203i,0.01208+0.0098275i,0.019901+0.010448i,0.022797+0.0061545i,0.016849+0.0026833i,0.011463+0.0062512i,0.0133+0.010858i
-0.018237-0.1195i,0.011945-0.25585i,0.12658-0.33925i,0.24421-0.26756i,0.24039-0.11648i,0.15885-0.024057i,0.0951+0.0088187i,0.068285+0.02005i,0.044164+0.017651i,0.0063351+0.018638i,-0.015963+0.03077i,-0.01018+0.037778i,1.5899e-05+0.036224i,0.0040535+0.033273i,0.0053459+0.021526i,0.0023847+0.0042991i,-0.0028756-0.007232i,-0.0092534-0.012796i,-0.013995-0.011706i,-0.010011-0.0058811i,-0.0032643-0.0038842i,-0.0035886-0.00825i,-0.0096367-0.011135i
0.09018+0.041503i,0.14953+0.091376i,0.11936+0.122i,-0.0008877+0.090757i,-0.071254+0.030078i,-0.062193-0.0096635i,-0.057044-0.026162i,-0.051695-0.017837i,-0.024563-0.0041784i,0.0054549-0.0045168i,0.018632-0.012948i,0.012228-0.018367i,-0.0018881-0.019185i,-0.0113-0.018002i,-0.01282-0.0092689i,-0.0079433+0.0024139i,-0.0024319+0.0073562i,0.00096414+0.0086644i,0.0032334+0.0071925i,0.001087+0.0036068i,-0.0032636+0.004051i,-0.0017273+0.0062056i,0.0045994+0.0054812i
-0.075035+0.0421i,-0.15201+0.098011i,-0.17083+0.14839i,-0.10158+0.14722i,-0.053132+0.10874i,-0.049587+0.099858i,-0.016576+0.098651i,0.0061909+0.059146i,-0.0071876+0.018043i,-0.013857-0.00060946i,-0.0094726-0.0050594i,-0.002752-0.0034597i,0.0026898-0.0029253i,0.0040831+0.0030841i,0.0074751+0.0065725i,0.010185-0.002859i,0.0050404-0.010178i,-0.00082246-0.008964i,-0.0013563-0.0084945i,-0.00049252-0.008771i,0.0011676-0.0068457i,0.0016883-0.0038938i,-0.0031484+0.00058568i
0.021837-0.094976i,0.058832-0.22698i,0.076993-0.33711i,0.070327-0.30457i,0.082746-0.18431i,0.083362-0.11621i,0.031081-0.087629i,-0.00075123-0.041993i,0.01477-0.0073835i,0.018716+0.0020838i,0.0084377+0.0054384i,0.0041408+0.0072224i,0.0079003+0.01148i,0.016395+0.0098691i,0.014883-2.923e-05i,0.0034994-0.0028219i,-0.002639+0.00094163i,-0.0048322+0.0040177i,-0.0094829+0.0090086i,-0.011293+0.01345i,-0.0080429+0.011817i,-0.0035167+0.0048192i,-0.00033377-0.0020575i
0.037221+0.083398i,0.065521+0.23011i,0.063544+0.36628i,0.013931+0.35446i,-0.040183+0.22408i,-0.041516+0.11531i,-0.0025232+0.056473i,0.0052778+0.0086003i,-0.018255-0.017363i,-0.023007-0.021671i,-0.014838-0.025347i,-0.01539-0.023855i,-0.021734-0.018973i,-0.027509-0.015988i,-0.023607-0.0082811i,-0.010105-0.0019314i,0.0017782+0.0013202i,0.011419+0.0031447i,0.018453+0.00068383i,0.016593-0.0034125i,0.0095065-0.0048035i,0.004853-0.0018979i,0.0055435+0.0021497i
-0.063231-0.045155i,-0.12174-0.14508i,-0.12189-0.27716i,-0.048894-0.31534i,0.0061115-0.20265i,0.016008-0.06885i,0.0086756-0.0048317i,0.008394+0.027884i,0.014526+0.042763i,0.0047648+0.039914i,-0.0070246+0.038217i,0.0016639+0.030868i,0.017674+0.017199i,0.025962+0.0098144i,0.019545+0.0046707i,0.0047376+0.0015949i,-0.0052766-0.0010657i,-0.011539-0.0055764i,-0.015312-0.0050862i,-0.012037-0.0025933i,-0.0066247-0.0028707i,-0.005636-0.0046231i,-0.008323-0.004615i
0.038679-0.0097058i,0.071001+0.033425i,0.058714+0.15898i,0.021136+0.25381i,0.017199+0.16966i,0.012504+0.019955i,-0.0084523-0.03981i,-0.005584-0.042717i,0.0048343-0.041721i,0.006754-0.031681i,0.006629-0.021345i,0.0004022-0.014444i,-0.0091346-0.0081722i,-0.017427-0.0067981i,-0.018384-0.0012032i,-0.0086483+0.0090733i,0.0021274+0.012606i,0.0089687+0.010731i,0.013412+0.006808i,0.012897+0.0046535i,0.010685+0.0075164i,0.010074+0.0087339i,0.010234+0.0027801i
0.001385+0.028389i,0.0251+0.015408i,0.058366-0.086243i,0.04882-0.19193i,-0.0076905-0.13591i,-0.027098+0.0095105i,0.00055224+0.064638i,-0.0097049+0.048143i,-0.034291+0.044349i,-0.026937+0.04008i,-0.013228+0.026171i,-0.00379+0.014803i,0.0014935+0.0065713i,0.0055031+0.0080903i,0.013154+0.0090929i,0.01568-0.0012648i,0.0080776-0.0097438i,-0.0017369-0.011054i,-0.0087894-0.010217i,-0.011318-0.0098483i,-0.0099938-0.0091521i,-0.0089724-0.0056074i,-0.0079312-0.00015345i
-0.034386-0.016517i,-0.099051-0.0010304i,-0.15933+0.075506i,-0.13653+0.16546i,-0.047821+0.13918i,-0.009677+0.025035i,-0.027723-0.026799i,-0.0015195-0.023184i,0.045032-0.034433i,0.044315-0.039433i,0.024247-0.023376i,0.013442-0.010346i,0.011848-0.0078581i,0.01301-0.012064i,0.0086028-0.015515i,0.0026486-0.010797i,-0.00043326-0.0029105i,-0.0033312+0.0044447i,-0.0027977+0.011805i,0.00091469+0.014768i,0.0041776+0.012282i,0.0049135+0.0068312i,0.003415+0.0016534i
0.043976-0.0060749i,0.12016-0.026592i,0.20067-0.074459i,0.19424-0.1319i,0.096452-0.12527i,0.032086-0.058495i,0.024977-0.025378i,-0.0057621-0.022161i,-0.040464-0.0013199i,-0.030419+0.0090358i,-0.013341-0.0039109i,-0.012579-0.0074571i,-0.01709+0.0022621i,-0.019472+0.010161i,-0.013919+0.0082424i,-0.0063152+0.00012796i,-0.0020287-0.0036286i,0.0048997-0.0045783i,0.010569-0.0075106i,0.008132-0.0093459i,0.0030277-0.0069476i,0.0017422-0.0019326i,0.0036598+0.00021561i
-0.02903+0.011594i,-0.094938+0.023313i,-0.18801+0.037556i,-0.22189+0.07207i,-0.14531+0.11255i,-0.045947+0.11319i,-0.0058936+0.086897i,0.012754+0.073143i,0.030002+0.052625i,0.019929+0.028778i,0.0061096+0.021098i,0.0079211+0.010869i,0.011906-0.0041341i,0.012851-0.011585i,0.0060723-0.011576i,-0.0054824-0.0045375i,-0.010823+0.00229i,-0.012514+0.0049465i,-0.013593+0.0062048i,-0.01195+0.0044883i,-0.0091836+0.0013293i,-0.0072528-0.0015011i,-0.0062958-0.0015832i
0.0041946-0.0030889i,0.054622+0.012426i,0.16197+0.057557i,0.25465+0.058285i,0.21858-0.031789i,0.085346-0.10279i,-0.00066884-0.092433i,-0.018548-0.078612i,-0.02867-0.07271i,-0.030239-0.048151i,-0.019495-0.026049i,-0.011154-0.011204i,-0.0081751+0.00097945i,-0.011625+0.0072705i,-0.012804+0.011947i,-0.0054131+0.015798i,0.0049442+0.013184i,0.01304+0.004397i,0.013354-0.0031428i,0.008735-0.0038174i,0.0066019-0.0011418i,0.0063343-0.00047161i,0.0043296-0.0033763i
-0.0034049-0.010106i,-0.040797-0.062789i,-0.15343-0.15789i,-0.27845-0.1864i,-0.26165-0.07225i,-0.1145+0.046591i,-0.010675+0.068926i,0.0027159+0.071517i,0.0045421+0.078883i,0.0094209+0.058411i,0.0042134+0.033237i,0.0013725+0.016832i,0.0033075+0.0058493i,0.01013+0.0046606i,0.016763+0.0045224i,0.01377-0.00096703i,0.0038456-0.0061443i,-0.0061181-0.0068984i,-0.012503-0.0031332i,-0.012052+0.0016974i,-0.0074474+0.0040404i,-0.0038563+0.0046626i,-0.0013866+0.0067402i
0.0037335+0.025365i,0.045356+0.10449i,0.1604+0.23035i,0.2878+0.28099i,0.27531+0.17505i,0.12804+0.040231i,0.020896-0.0058222i,0.017897-0.028389i,0.027957-0.057452i,0.014087-0.050263i,0.0058996-0.026151i,0.0042519-0.013234i,0.0031086-0.010867i,0.00037133-0.013053i,-0.0020731-0.010814i,0.00018368-0.0034195i,0.002976+0.0024123i,0.0043323+0.0061225i,0.0069938+0.0068376i,0.008864+0.0039493i,0.0080236-0.00063737i,0.0044762-0.0031071i,0.00010862-0.0026272i
-0.013521-0.020359i,-0.054607-0.097157i,-0.13981-0.22666i,-0.23654-0.31136i,-0.24777-0.25025i,-0.14903-0.12218i,-0.055642-0.054486i,-0.04121-0.01522i,-0.039069+0.028695i,-0.01129+0.034812i,0.0026409+0.014149i,0.00011389+0.0051305i,-0.00067213+0.0076849i,0.0018214+0.0105i,0.0055534+0.0055707i,0.0054677-0.0029561i,0.0022834-0.0061065i,0.00051697-0.0068858i,0.0001211-0.0080167i,-0.00024539-0.0059338i,-0.0013704-0.00062637i,0.00010682+0.0030368i,0.0037113+0.0026086i
0.013367+0.010109i,0.034049+0.065074i,0.06464+0.18357i,0.10722+0.30745i,0.14131+0.3103i,0.12729+0.20188i,0.084498+0.10557i,0.066602+0.050737i,0.054163+0.010548i,0.025481-0.0020229i,0.009203+0.0045725i,0.0051175+0.0023671i,0.00034936-0.0067035i,-0.0034371-0.013679i,-0.0081972-0.013958i,-0.011589-0.0075569i,-0.010316+0.0003439i,-0.0059024+0.0072111i,-0.0015937+0.0097882i,0.00054293+0.0080602i,0.00079008+0.0043121i,0.00029485+0.0013615i,0.0011347+0.0017023i
-0.0018802-0.0011688i,0.018849-0.030196i,0.064396-0.12061i,0.083407-0.24949i,0.027159-0.29038i,-0.048881-0.20029i,-0.070612-0.10067i,-0.069095-0.064583i,-0.067867-0.046522i,-0.049015-0.02858i,-0.028188-0.018251i,-0.01436-0.0078594i,-0.0042619+0.0027924i,-0.0020534+0.010139i,-0.0017198+0.011965i,0.0017229+0.0086056i,0.0057759+0.0024712i,0.0064363-0.0054561i,0.0029009-0.011233i,-0.0015989-0.01077i,-0.0037126-0.0077638i,-0.0042998-0.00554i,-0.0060889-0.0059036i
-0.019705+0.0023438i,-0.081101+0.020574i,-0.19866+0.091959i,-0.27284+0.21207i,-0.19209+0.26541i,-0.042944+0.18458i,0.022249+0.086668i,0.031115+0.064766i,0.044637+0.058214i,0.040651+0.031064i,0.021102+0.014266i,0.0078886+0.0071047i,0.00061605+0.0017673i,-0.00037918-0.00144i,0.0020225-0.0027671i,0.0006346-0.0021368i,-0.0043439-0.0010219i,-0.0086105+0.0021896i,-0.0083281+0.0077234i,-0.0033264+0.010189i,0.0014816+0.0086535i,0.0030125+0.0069272i,0.0035927+0.0064331i
0.0245-0.0051974i,0.11762-0.020377i,0.29023-0.072128i,0.41799-0.15971i,0.34573-0.20015i,0.15136-0.13957i,0.028236-0.060322i,-0.0050285-0.043491i,-0.020385-0.045868i,-0.024273-0.025693i,-0.01387-0.0084013i,-0.0038479-0.0025858i,0.00064264-0.0012468i,-0.00018152-0.0014136i,-0.0013997+0.0015831i,0.00095365+0.0050385i,0.0041115+0.0048073i,0.0064713+0.0022516i,0.0071992-0.0020262i,0.0050641-0.0060567i,0.0015477-0.0078273i,-0.001317-0.006437i,-0.0027942-0.0031521i
-0.032064+0.013569i,-0.12678+0.036805i,-0.30401+0.070596i,-0.45273+0.10051i,-0.41682+0.10186i,-0.23866+0.064328i,-0.099356+0.026141i,-0.045127+0.031042i,-0.014526+0.045175i,0.0057331+0.028436i,0.0087662+0.0077419i,0.0056864+0.0010104i,0.0046488+0.0010147i,0.0059144+0.0031086i,0.0054733+0.00064945i,0.0018834-0.0022996i,-0.0014528-0.0020323i,-0.0041053-0.00030133i,-0.0054748+0.0011194i,-0.0042908+0.0017214i,-0.001043+0.0026787i,0.0019773+0.0013759i,0.0035663-0.0016417i
0.018737-0.011812i,0.086212-0.026625i,0.2294-0.019107i,0.3794+0.012568i,0.38821+0.027935i,0.25263+0.020108i,0.12765+0.016153i,0.077847-0.00035558i,0.047327-0.021565i,0.018782-0.015026i,0.007984-0.00073305i,0.0049052+0.00028711i,0.0012188-0.0042969i,-0.0017362-0.0081962i,-0.0035681-0.0070536i,-0.0034268-0.0014155i,-0.00095416+0.0033674i,0.0035469+0.004707i,0.0067647+0.0027491i,0.0052977+0.00082178i,0.001484-0.00035475i,-0.0013465-0.00063186i,-0.00069398+0.0011462i
-0.004555+0.004639i,-0.030049-0.0068108i,-0.114-0.062918i,-0.23924-0.14432i,-0.28873-0.15365i,-0.21538-0.077994i,-0.11859-0.020345i,-0.075262-0.0053446i,-0.055962+0.0036816i,-0.033098+0.0045324i,-0.018827-0.00097876i,-0.010412-0.0016756i,-0.0015178-7.6922e-05i,0.0048716+0.001753i,0.0075786+0.0013088i,0.0073996-0.0025502i,0.0054278-0.0065958i,0.00014818-0.0084767i,-0.0056577-0.0070275i,-0.005772-0.0035596i,-0.0037461-0.00011756i,-0.00366+0.0015556i,-0.0055028+0.00076478i
-0.0049363+0.011925i,-0.010165+0.060398i,0.012473+0.17338i,0.083485+0.2988i,0.14618+0.30124i,0.13441+0.16699i,0.081466+0.053446i,0.05409+0.022011i,0.048736+0.009075i,0.033769-0.0032076i,0.015377-0.0042485i,0.0034558-0.0011279i,-0.0040897-0.00025339i,-0.0067385-0.0020121i,-0.0044826-0.0021367i,-0.0018114-8.2225e-06i,-0.0017458+0.002782i,-0.0021914+0.0056973i,-0.00070798+0.0070545i,0.002878+0.0054186i,0.0064068+0.0026674i,0.0065772+0.0016794i,0.0056717+0.0019995i
0.0057547-0.025941i,0.024741-0.10207i,0.05128-0.25078i,0.047491-0.38841i,0.0097502-0.36756i,-0.015232-0.20667i,-0.016204-0.080089i,-0.025248-0.044114i,-0.037247-0.027008i,-0.028721-0.0046096i,-0.013725+0.0056454i,-0.0046555+0.0043488i,0.00070854-5.8419e-05i,0.0023281-0.0014069i,0.002027+9.5454e-05i,0.00056295+0.001155i,0.00046645+0.00044658i,0.0015454-0.0025234i,0.0005042-0.0055927i,-0.002028-0.0052145i,-0.004127-0.0015455i,-0.0033737+0.0012514i,-0.0012456+0.0015287i
0.00021538+0.033699i,-0.017135+0.11653i,-0.066537+0.2691i,-0.11853+0.39861i,-0.11697+0.36765i,-0.071363+0.20556i,-0.037461+0.07812i,-0.01595+0.041947i,0.0040316+0.029533i,0.007454+0.0081991i,0.0013515-0.0035466i,-0.0018774-0.0035667i,-0.004307+0.0012405i,-0.0065263+0.0057232i,-0.00721+0.0048442i,-0.0070833+0.0019154i,-0.0060996+0.0013229i,-0.0046581+0.0042906i,-0.0028139+0.0074876i,-0.00091141+0.0067364i,0.0017268+0.0045512i,0.0029874+0.0012304i,0.0020098-0.0019001i
-0.003047-0.019147i,0.012684-0.082578i,0.081479-0.20091i,0.1834-0.30525i,0.21073-0.29421i,0.1358-0.17964i,0.064427-0.07381i,0.037465-0.033996i,0.020757-0.024649i,0.011295-0.010882i,0.0099499-0.0010605i,0.0091844-0.0016092i,0.0079656-0.0057619i,0.0057077-0.0074822i,0.0028393-0.0046883i,0.0017568-0.0014231i,0.0034042-0.00066523i,0.0058295-0.0029645i,0.005839-0.006176i,0.0039921-0.006402i,0.0017471-0.0044756i,-0.00035062-0.0030672i,-0.0007846-0.0027899i
0.0013572-0.00029859i,-0.014565+0.026946i,-0.095406+0.086527i,-0.22349+0.14713i,-0.26949+0.15255i,-0.1877+0.10895i,-0.096897+0.062058i,-0.057541+0.040524i,-0.034064+0.035083i,-0.01618+0.024789i,-0.0087995+0.012815i,-0.0046152+0.006709i,0.00052483+0.0050535i,0.0053267+0.0061837i,0.0065466+0.0053518i,0.0031098+0.0019202i,-0.002035-0.0011959i,-0.0068849-0.002285i,-0.0087053-0.0003401i,-0.0064656+0.0017803i,-0.0031208+0.0019898i,-0.0031479+0.0012434i,-0.0049234+0.0013149i
0.005049+0.010974i,0.035882+0.024671i,0.12369+0.036124i,0.24209+0.033361i,0.27093+0.021392i,0.1738+0.0024462i,0.07669-0.0046406i,0.043894-0.0039986i,0.030273-0.0084842i,0.012694-0.0094985i,0.00072728-0.0061725i,-0.0038915-0.0041687i,-0.0043911-0.0044949i,-0.0025994-0.0042396i,0.000897-0.0018004i,0.0044751+0.00030085i,0.0056695+0.00076351i,0.0055259+0.00026946i,0.0058126+1.3906e-05i,0.0048129-0.0011051i,0.0029196-0.0030811i,0.0017632-0.0023694i,0.0017091+7.0216e-06i
-0.023475-0.011562i,-0.066888-0.044628i,-0.15186-0.10607i,-0.24439-0.15711i,-0.24608-0.14093i,-0.14363-0.071294i,-0.053282-0.026147i,-0.028286-0.018277i,-0.02569-0.01179i,-0.013811-0.0037286i,-0.0022743+0.0012461i,0.0020781+0.0016613i,0.003282-0.0014721i,0.0035621-0.0040935i,0.0024478-0.0039164i,0.0003045-0.0016194i,-0.00092379+0.00031915i,-0.0019266-0.0006276i,-0.0036151-0.0023766i,-0.0047993-0.00076572i,-0.0041392+0.0028061i,-0.0018084+0.0048231i,5.6438e-05+0.0041597i
0.024156+0.008964i,0.072209+0.048086i,0.1517+0.14244i,0.21571+0.24031i,0.19559+0.24167i,0.11028+0.1476i,0.041345+0.063831i,0.01923+0.031073i,0.016467+0.013451i,0.0070931+0.00010998i,-0.0021422-0.0022614i,-0.0052968+0.0013704i,-0.0051919+0.0040217i,-0.0052397+0.0066122i,-0.0052078+0.0069739i,-0.0033377+0.0045733i,-0.0026176+0.0041836i,-0.0020318+0.007287i,0.0007277+0.0095966i,0.0027414+0.0087398i,0.0019025+0.0063426i,0.0010159+0.0031184i,0.0006503+0.0013621i
-0.0092089+0.0010337i,-0.044145-0.033385i,-0.094943-0.13058i,-0.11868-0.24672i,-0.086697-0.2659i,-0.037493-0.17265i,-0.0047395-0.081024i,0.0063039-0.043059i,0.0050876-0.024944i,0.0053383-0.0099793i,0.0062992-0.0027805i,0.0053368-0.0030303i,0.0022993-0.0071227i,-0.00099448-0.010462i,-0.001715-0.0099186i,-0.00044305-0.0080948i,0.00053288-0.0079375i,0.00037257-0.0091395i,0.00020585-0.0087077i,0.0014293-0.0057101i,0.0026892-0.0016857i,0.0027726-0.00038971i,0.0018046-0.0011832i
0.0042206-0.00075404i,0.018447+0.022598i,0.02836+0.10149i,0.013986+0.20859i,-0.014581+0.23108i,-0.023587+0.14901i,-0.024226+0.071087i,-0.025844+0.043649i,-0.017838+0.033911i,-0.0086075+0.021884i,-0.0043741+0.011326i,-0.0007231+0.0065369i,0.00192+0.007463i,0.0018796+0.0092908i,0.00069567+0.0083128i,-0.0013768+0.0063921i,-0.0028413+0.0050508i,-0.003521+0.0046337i,-0.0039736+0.0047527i,-0.0024662+0.0038011i,0.00039636+0.001253i,0.0012026-0.0004744i,0.00098571+0.00012529i
0.0074698-0.0027482i,0.020489-0.021656i,0.051224-0.078972i,0.093644-0.157i,0.10724-0.17206i,0.066242-0.11071i,0.027051-0.049364i,0.018915-0.023368i,0.011748-0.015284i,0.00039596-0.009172i,-0.0042558-0.0041923i,-0.0040978-0.0015057i,-0.0036455-0.0024814i,-0.0019767-0.0043344i,0.001187-0.0038199i,0.0035817-0.0027966i,0.0043606-0.0035782i,0.0050949-0.0049581i,0.0047527-0.0053837i,0.0024922-0.0049567i,-0.00014334-0.0035454i,-0.0012133-0.0022768i,-0.0010958-0.0021522i
-0.01251+0.011896i,-0.041124+0.028996i,-0.10161+0.064231i,-0.17067+0.10166i,-0.18145+0.10113i,-0.11525+0.062304i,-0.052692+0.02604i,-0.03233+0.0085746i,-0.021231+0.0014052i,-0.0072608-0.0035643i,0.00069178-0.005877i,0.0019664-0.0045346i,0.0029848-0.0021597i,0.0033637-0.00071575i,0.00099868+0.00033606i,-0.00091545+0.0019518i,-0.00054611+0.0036357i,-0.0011801+0.0037496i,-0.0027558+0.0026004i,-0.0025448+0.0015573i,-0.0009835+0.00090762i,0.00025603+0.00058078i,0.00016471+0.00013321i
0.0069236-0.010782i,0.042119-0.026521i,0.11926-0.03792i,0.20014-0.032901i,0.19888-0.009654i,0.11631+0.011509i,0.048643+0.018864i,0.028845+0.017511i,0.02203+0.0095303i,0.010558+0.0027845i,0.0013214+0.00072799i,-0.0018672+0.0016049i,-0.0017158+0.0026203i,0.00010421+0.0029162i,0.0034698+0.0022161i,0.0043767+0.00080973i,0.0032064+0.0017979i,0.0041214+0.0034202i,0.004907+0.0028621i,0.0028625+0.001578i,0.00039132+0.0013908i,-0.00092316+0.0012597i,-0.00025899+0.00032529i
-0.0013289+0.0068299i,-0.031215+0.014885i,-0.10196+0.010791i,-0.17733-0.016674i,-0.17579-0.04489i,-0.10117-0.039242i,-0.037694-0.025737i,-0.01528-0.024227i,-0.0077778-0.016408i,-0.0015958-0.0064804i,0.001061-0.0016979i,0.00064369-0.00015867i,-0.0015377-0.001698i,-0.0048136-0.0044969i,-0.0056431-0.0053082i,-0.0046925-0.0048428i,-0.0043779-0.0051964i,-0.0048073-0.0057707i,-0.0045738-0.0049503i,-0.002669-0.00165i,0.00030984+0.0013053i,0.0018953+0.0012215i,0.00018088-0.00057765i
0.0038374-0.0027202i,0.024312-0.0037269i,0.075158+0.017686i,0.1291+0.067852i,0.12895+0.097949i,0.077097+0.073611i,0.02901+0.042669i,0.0072198+0.031712i,-3.6578e-05+0.023497i,-0.0042727+0.01386i,-0.0054107+0.0075578i,-0.0025966+0.0040928i,0.0016954+0.0031519i,0.0041511+0.0047661i,0.0028594+0.0058266i,0.0011923+0.005044i,0.00063323+0.0052504i,-0.00027413+0.0059822i,-0.00060828+0.0048737i,-0.00023949+0.0035707i,0.000188+0.0023525i,0.00067348+0.0012364i,0.001546+0.00087983i
0.00099303-0.00052426i,-0.0058495-0.010676i,-0.028072-0.046237i,-0.05449-0.10298i,-0.050451-0.12547i,-0.026378-0.088118i,-0.0073457-0.046922i,0.0028608-0.030842i,0.0021298-0.021142i,-0.0019824-0.010408i,-0.0012469-0.0034366i,-0.00033045-0.0025202i,-0.0028341-0.0041991i,-0.0042232-0.0051315i,-0.0026296-0.0053727i,-0.0013459-0.0050501i,-0.002048-0.0047832i,-0.0021605-0.0038924i,-0.0005732-0.0025122i,0.00092029-0.0012452i,0.0012919-0.00032594i,0.0010468+0.0013542i,0.00021663+0.0015736i
0.0042004+0.0040629i,0.0047796+0.023112i,0.0030699+0.066805i,-0.0033059+0.11895i,-0.014679+0.12664i,-0.017589+0.078348i,-0.016515+0.034397i,-0.019116+0.020352i,-0.014166+0.012927i,-0.0047556+0.0033034i,0.00029649-0.0020062i,0.0008588-0.0014231i,0.0015018+0.00098943i,0.0019888+0.0026007i,0.00015797+0.0036538i,-0.00056518+0.004894i,0.0010095+0.0052302i,0.0015657+0.004526i,0.00082635+0.003841i,0.00051158+0.0020209i,0.00097517-0.00018309i,0.001084-0.00049896i,0.00085488-3.1322e-06i
-0.00057994-0.0056996i,0.0019582-0.027253i,0.019341-0.071635i,0.046873-0.11517i,0.055604-0.10785i,0.036505-0.05631i,0.020023-0.016742i,0.019263-0.0029074i,0.018195+0.00059916i,0.012039+0.0018907i,0.0049208+0.0012525i,-9.2443e-06+9.9494e-05i,-0.0009193-0.0013842i,0.0012552-0.0024907i,0.0043876-0.0028634i,0.0063508-0.003092i,0.0066035-0.0028836i,0.0064269-0.0020878i,0.0050862-0.0011235i,0.0028431-0.00085457i,0.0011134-0.0013536i,-0.00011789-0.0021286i,-0.00053664-0.0022062i
0.00073379+0.004551i,-0.0045113+0.024465i,-0.028871+0.061615i,-0.070728+0.091217i,-0.09007+0.077867i,-0.065411+0.039598i,-0.037688+0.011356i,-0.026953-0.00092559i,-0.017914-0.001109i,-0.0083974+0.00015043i,-0.0019089-0.0005745i,0.0016899+0.0010001i,0.0027715+0.0029215i,0.0013517+0.0027058i,-0.0010643+0.0022014i,-0.0022644+0.0026813i,-0.0030547+0.0018005i,-0.0042647-0.0012466i,-0.0043037-0.0030242i,-0.0029084-0.0026961i,-0.00061338-0.0019583i,0.00048075-0.0017566i,-0.00024168-0.00079955i
-0.0010677-0.0070201i,0.0062568-0.01916i,0.032749-0.03537i,0.076177-0.04105i,0.092928-0.02236i,0.063657+0.00053198i,0.031903+0.012874i,0.018546+0.016557i,0.0099312+0.012239i,0.00093652+0.0062935i,-0.0045239+0.0046208i,-0.0050385+0.0039844i,-0.0030057+0.0014911i,-0.00074385+0.0007865i,7.3791e-05+0.0015802i,0.00049383+0.00084172i,0.00065911+0.00080106i,0.00041455+0.0012573i,-8.3328e-05+0.001409i,-0.0012893+0.0011737i,-0.0021019+0.00076917i,-0.0016257+0.00097446i,-0.00062499+0.0004325i
0.0019799+0.0065579i,-0.0046332+0.011957i,-0.029489+0.013091i,-0.066473+0.0035779i,-0.073236-0.011747i,-0.045399-0.014553i,-0.021068-0.013263i,-0.01145-0.019008i,-0.0079029-0.020491i,-0.0051643-0.015505i,-0.0025303-0.0091098i,-0.00065741-0.006434i,-0.00095224-0.0059926i,-0.0024893-0.0049712i,-0.0020219-0.0050022i,-0.0020645-0.0057601i,-0.005171-0.0049782i,-0.0066015-0.0027108i,-0.0038279-0.00053002i,-0.0014328+0.0020245i,-0.0013648+0.0032698i,-0.0010019+0.0024983i,-0.0012385+0.0018984i
0.00063597-0.0039903i,0.0094638-0.00030169i,0.030104+0.012866i,0.055631+0.035385i,0.057244+0.049766i,0.033509+0.038357i,0.011552+0.024149i,0.0026059+0.021593i,0.0014416+0.015631i,0.0011719+0.0058911i,0.0020169+0.0014301i,0.0036003+0.0013694i,0.0035967+0.0022559i,0.0032153+0.0044901i,0.0019761+0.0064226i,0.0015229+0.0065883i,0.0026106+0.0053121i,0.001792+0.004156i,-0.00035378+0.0035112i,-0.00044651+0.0021001i,0.00071196+0.0014116i,0.00096974+0.002227i,0.00032569+0.0021124i
