-0.001672+0.00022706i,-0.0029634-0.00084264i,-0.00412-0.0013657i,-0.0025098-0.0011103i,-0.00085897-0.00020914i,-0.00016758+0.0008238i,0.00030667+0.0014362i,0.0007348+0.001569i,0.00088266+0.00046287i,0.0011506-0.00040799i,0.000888-0.0007873i,-0.00048105-0.00099393i,-0.0011176-0.00054922i,-0.0011159+0.00038725i,-0.0010901+0.00023947i,-0.00068284+0.0001832i,-0.00042847+0.00033277i,-8.8494e-05+0.00034035i,-3.468e-05+5.0397e-05i,-0.00082283-0.00080157i,-0.00015043-0.0013336i,0.000963-0.0011199i,0.00024447-0.0002339i
-0.0016392+0.00096085i,-0.0016065+0.00060073i,-0.00080676+0.00058791i,7.0295e-06+0.001194i,0.0012767+0.00077924i,0.0013141-0.00072177i,-1.4187e-06-0.00099269i,9.949e-05-0.00023282i,0.00044234+9.2262e-05i,0.00033303-5.2874e-06i,2.1825e-05-0.00041438i,-0.0011661-0.00031449i,-0.0009478-0.00032249i,3.0546e-05-0.0001102i,-0.00060265+0.00031585i,-0.001696-0.00025475i,-0.0015104-0.00035764i,-0.00095381-0.0001589i,-1.0942e-05-0.00057654i,0.00061256-0.0011018i,0.00016291-0.0012553i,1.9747e-05-0.00094709i,0.00035417-8.1275e-05i
-0.00088234-0.0040469i,-0.0025375-0.0037344i,-0.0027188-0.0021237i,-0.0030574-0.00078439i,-0.0027769-0.00025421i,-0.0007146+0.00052007i,0.00045476+0.00036635i,0.00023864+9.068e-05i,9.7872e-05+0.00017554i,-0.00013626-1.8993e-05i,-0.00017553-0.00043034i,-6.4902e-05-0.00021652i,0.00018381-0.00018363i,0.00049205-6.8939e-05i,0.00077064-6.1121e-06i,0.00048258-0.00031111i,7.8286e-05-0.00074212i,-0.00023193-0.00015784i,0.00020814+0.00078887i,0.00060484+0.00097916i,0.00014366+1.3888e-05i,-0.00031717-0.00092887i,-9.4018e-05-0.00089375i
6.9299e-05-0.00041507i,-0.00035421-0.0014352i,-0.00087381-0.0013348i,-0.0013597-0.00052212i,-0.001229-0.00030068i,-0.0006634-0.00053372i,0.00045558-0.0010054i,0.000978-0.00058806i,0.00061866-0.00015448i,0.00027569-0.00044083i,-0.00011132-0.00054691i,-0.00073307-1.1113e-05i,-0.0011147-6.2075e-05i,-0.00027312-0.00023157i,-0.00057526+0.0003384i,-0.0014282+0.00032432i,-0.0010774+7.5635e-05i,-0.00066956+0.00038264i,-0.00016023+4.8108e-05i,9.3865e-05-0.0007676i,8.8488e-05-0.00044318i,0.0002094-0.00066397i,0.00020952-0.00054592i
-0.0019346-0.0016048i,-0.0010013-0.0009749i,-0.0013208+0.00015366i,-0.0016311-4.1279e-06i,-0.0010496-0.000504i,-0.00026499-0.00036695i,-7.2199e-05-0.00029802i,-0.00049936-0.00040983i,-7.337e-05-0.00065752i,0.0011106-0.00046163i,0.0013397+0.00028903i,0.00017472+0.00064077i,-0.00085148+0.00052872i,-0.00088341-0.00014768i,-0.00058884+0.00013282i,-0.00067565+0.00036192i,-0.00047293-9.3878e-05i,-0.0003309+0.00023408i,0.00040878+0.00081807i,0.00091846+0.00092924i,0.00063462-8.7237e-05i,-8.473e-05-0.00082884i,-0.00069838-0.00059514i
0.00054889-0.0014771i,-0.00035776-0.0013834i,-0.0014562-0.0011573i,-0.0015755-0.0004015i,-0.0010268+0.00051493i,-0.00033545+0.0011278i,8.5321e-07+0.0010081i,-6.7385e-05+0.0010604i,-3.1258e-05+0.00080473i,-0.00044365+0.00044349i,-0.00054795+0.00029001i,0.00025263+0.00062317i,-8.2852e-05+0.00095913i,-0.00086504+0.00069718i,-0.00094168+2.6662e-05i,-0.00076509-0.00010046i,-0.00094736+0.00077373i,-0.00086761+0.00085362i,-0.00013755+0.00070889i,-4.9163e-05-0.00010991i,-0.00012312-0.00051496i,0.00048378-0.00054491i,0.00079464-0.00040442i
-0.00049663+0.0016635i,-0.0011652+0.001803i,-0.0010633+0.0011834i,-0.00019563+0.00052266i,3.0261e-05-0.0004693i,3.5699e-05-0.00067428i,0.00097388-0.00061833i,0.0010392+1.8938e-05i,0.00025783+0.00087835i,-0.00010594+0.00041015i,-0.00049936-0.00058073i,-0.00071889-0.00014768i,-0.00089016+0.00087049i,-0.0013336+0.0010438i,-0.0010332+0.001387i,-0.00090063+0.0010204i,-0.0011067+0.0006276i,-0.00085153+0.0010235i,-0.00059973+0.00072235i,-7.1513e-05+0.00033299i,0.00019277+0.00054159i,0.00069997+0.00027204i,0.00044074-0.00064071i
0.0014392-0.00019264i,6.8473e-05-0.00073963i,0.00017586-0.001054i,3.885e-05-0.00045211i,0.00031511+4.6827e-05i,0.00050524-0.00016928i,-0.00018994-0.0002552i,0.00034272+7.525e-05i,0.00064628-0.0002807i,0.00056405-0.00074136i,-0.00018158-0.00062876i,-0.00045437-0.00082367i,0.00018768-0.00060863i,6.7743e-05-0.00058152i,-0.00038852-0.00027415i,-0.00085224+0.000244i,-0.00055002+0.00033802i,-0.00044621+0.00015545i,-0.00010623-0.00026566i,0.00057046-0.00015524i,0.00086893+0.00026561i,0.0008993+0.00029018i,0.00044725+0.0002575i
-0.00036092+0.0018744i,-0.00078864+0.00010969i,-0.00012286+0.00057164i,0.00091242+0.001429i,0.0010642+0.00054372i,0.0010513-0.00030076i,0.00094812+2.0395e-05i,0.00017582+0.00026i,-0.00051063+0.00053065i,0.00015078+0.0007815i,0.00098094+0.00042414i,0.0002062+0.00033653i,-0.00091651+0.00033141i,-0.0011129+0.00029775i,-0.00071196+6.248e-05i,-0.00093997+0.00011321i,-0.001375+0.0006689i,-0.00095795+0.0014138i,-0.00034902+0.0017799i,-0.00053086+0.0013751i,-0.00051271+0.00055474i,-0.00011583+0.00042284i,-0.00026282+0.00029369i
0.00010561+0.0026628i,0.00048563+0.0029879i,0.0014773+0.0020216i,0.0024096+0.0010562i,0.0016775+0.00024874i,0.00078343-0.00068962i,0.00032406-0.000482i,0.00056547-0.00039096i,0.0013042-0.00031786i,0.0011896+4.9172e-05i,0.00032272-0.00036733i,-3.949e-06-0.00061685i,0.00053528-0.00019034i,0.00090303+0.00029113i,0.00077855+0.00011433i,5.3622e-05+0.00013118i,-0.00075169+0.00034379i,-0.00050059+0.0002761i,-0.00019992-1.7849e-06i,0.00037244-0.00038409i,0.00025354-0.00062237i,0.00034841-0.00073601i,0.0011353-0.00092545i
-0.0031662-0.0001873i,-0.0036658+0.00070258i,-0.0048613+0.0026181i,-0.0039633+0.0030425i,-0.0011179+0.0020394i,0.00064076+0.0010216i,6.9442e-05+0.00024993i,-0.00093438-0.00070346i,-0.00055246-0.00084246i,-5.323e-05+0.00025388i,-0.00043508+0.00050888i,-0.00088627-0.00012018i,-0.00093982-0.00013559i,-0.00052951+0.00016794i,-0.00017787+0.00048896i,-0.00014421+0.00051652i,-0.00020792-0.00022245i,-0.00044945-0.00055101i,-0.00053415-0.00039168i,-0.00024838-7.3525e-05i,0.00052843-0.00017852i,0.00035508-0.00026133i,-0.00071993-0.00044164i
0.00089089+6.34e-05i,0.0010348-0.00022431i,0.0017645-0.00060817i,0.0015659-0.0018052i,0.0011758-0.0021442i,0.00069715-0.0019074i,0.00021259-0.0012106i,-0.00029822-0.00028774i,0.00025703+0.00018171i,0.00083612-0.00029605i,0.0001392-0.00038875i,-0.00074766+0.00079691i,-0.00025189+0.0014004i,-0.00014599+0.00096631i,-0.0008115+0.00051583i,-0.00080494-0.00030575i,-0.00021182-0.00057131i,0.00023695+0.00011852i,0.0005351+0.00031573i,0.00063811+0.00054305i,0.00067418+0.00041091i,0.00048604-0.00042323i,0.00020374-0.00031907i
0.0024866-0.00095711i,0.0023679-0.0012705i,0.0033817+0.00051022i,0.0025822+0.0004991i,0.00073382+0.00016266i,0.00034172-0.00074915i,0.00092817-0.00076168i,0.00047658-0.00043044i,0.00019143-0.0010563i,0.00051435-0.0010563i,0.00051898-0.00037067i,-0.00013929+0.00025477i,-0.0011984+9.8739e-05i,-0.0011589+0.00018632i,-0.00031553+0.00054251i,-0.00011756+0.00050686i,-0.00063732+0.0004202i,-0.00055711+0.00018745i,0.00011065+1.2065e-05i,0.00030334+0.00061314i,-0.00028697+0.00062827i,0.00010392+0.00022048i,0.00040978-0.00013114i
0.00027334-0.00019152i,0.00042372-6.3809e-05i,-0.00024783+7.435e-05i,-0.0014622+8.6804e-05i,-0.0014009+0.00012584i,-0.0005161+0.00020581i,0.0003914-8.7611e-05i,0.00099318-0.00070736i,0.00053852-0.00075453i,-0.00046511-0.0010679i,-0.0006867-0.001306i,-0.00042364-0.00098723i,-0.00053725-6.7786e-05i,-0.00027915+0.00052656i,-0.0002097+0.00079965i,-0.00039077-0.00018306i,-0.00033813-0.0009754i,-0.00028658-0.00052002i,0.00010509-1.9578e-05i,0.00030612+0.00046879i,0.00048297+0.00027534i,0.00074031-0.0004564i,0.00039987-0.00082002i
0.00097294+0.0007246i,-7.5619e-05+0.0011252i,-0.0014057+0.00073928i,-0.0012858-0.0011598i,-0.0008881-0.0015855i,-0.00026287-0.00037837i,0.00012345-0.0001092i,0.00010986-0.00041295i,0.00040387-0.00037321i,0.00083549-0.00019492i,0.00064682+0.00010141i,-0.00013608+0.00049628i,-0.00084717+0.00097433i,-0.0015301+0.001946i,-0.001518+0.0017225i,-0.00078672-0.00018902i,-0.00088078-0.0010087i,-0.001258-0.0007066i,-0.0010769-0.00039819i,-0.00036061+9.1726e-05i,0.00098941+0.00057993i,0.00096194+0.00030423i,0.00032078-0.00014i
0.0001375-0.0010533i,1.8326e-05-0.00065602i,0.00028974-0.0018242i,0.00084662-0.0023112i,0.00062214-0.0017047i,-3.7001e-05-0.00093175i,-0.00014044-0.00070484i,0.00017849-0.00097101i,0.00053087-0.00093256i,8.9805e-05-0.00081074i,-0.00043127-0.00082484i,-0.00026516+0.00011247i,-0.00023706+0.00066558i,-0.00034675-3.7158e-05i,-0.00038181+2.9655e-05i,-0.00052563+0.00029685i,7.7729e-05+0.00043222i,0.00024184+0.00033488i,-3.2936e-05+0.00036899i,0.0005001+0.00078746i,0.001031+0.0010341i,0.0006385+0.0011167i,0.0003757+0.00053197i
0.00066854-0.00060216i,0.001119-0.00078349i,0.001402-0.00092317i,0.00067011-0.00079831i,-0.00010236-0.00068232i,-0.00073774-0.00037734i,-0.0001686+6.4039e-05i,0.00068156+0.00028266i,0.00049969+0.00070022i,0.0002252+0.00077587i,4.0097e-05+0.000586i,0.00020428+0.00024107i,1.7466e-05+0.00035674i,0.00013895+0.00018506i,0.0008969-0.00048536i,0.0010247-0.0006399i,0.00054509-0.00059223i,0.00064058-0.00024013i,0.00096286+0.00062837i,0.00051497+0.00067818i,-0.00013136+0.00023544i,-0.00048321+0.00051111i,-0.00075406+0.00075379i
-0.0012825+0.0017575i,-0.0010641+0.0017623i,-0.0007346+0.0021991i,-0.00012953+0.0012775i,0.00011862-0.00037074i,-0.00028334-0.0014337i,3.964e-05-0.00098418i,-6.1491e-05+0.00026879i,-0.00042973+0.00015246i,-0.00033765-0.00052435i,-0.00028673-0.0011409i,0.00021415-0.0013769i,-2.4565e-05-0.00026296i,-0.0010767+0.00013921i,-0.001405-0.00066031i,-0.00030078-0.00076641i,0.00019728-2.1577e-05i,-0.00039346+0.00089773i,2.4783e-05+0.0016551i,-0.00010952+0.0012244i,-6.5744e-05+1.5442e-05i,0.00050141-6.317e-05i,8.0997e-05-0.0001761i
0.0011328-0.0013549i,0.00089095-0.0016942i,-0.00089635-0.001933i,-0.0014024-0.0011702i,-0.00066175-0.00028533i,0.00029428+0.00083968i,0.00068465+0.00072251i,0.0004994-7.7621e-05i,0.00033585-0.00012015i,-3.587e-05-0.00043843i,-0.00048893-0.00072337i,-5.2221e-05-0.00084806i,0.00037393-0.00028141i,-1.7746e-05+4.1805e-06i,-0.00045499+0.00035147i,-0.00075979+0.00056221i,-0.00017068+0.00080529i,0.00071235+0.0009033i,5.4926e-05+0.00081437i,-0.00016316+0.00094597i,0.00090947+0.00039607i,0.00085215+0.00038306i,2.7462e-05+0.00033131i
-0.0022839+0.0018061i,-0.0026815+0.0022056i,-0.0022596+0.0021862i,-0.00098777+0.0014831i,0.00048796+0.00025625i,0.0011893+8.1818e-05i,0.00067967-0.00013469i,0.00055061+7.9052e-05i,0.00074807+0.00033594i,0.0009488+3.0652e-05i,0.0009221+1.603e-05i,0.0003734-0.00011315i,-0.00035378-0.00023831i,-0.0004964-0.00046109i,-0.0004253-0.00061313i,-0.00088793-0.00016325i,-0.0010209+0.00021356i,-9.3863e-05+0.00029365i,0.00099954-6.2097e-05i,0.00098195+4.2917e-05i,0.00041263+0.00035453i,-0.00022539+0.00045766i,-0.00044038+0.00019991i
-0.00063711-0.00017831i,-0.00011065-0.00014005i,0.00032147+0.0011705i,-0.00070758+0.0020424i,-0.0013628+0.0010496i,-0.00050748-5.2207e-05i,0.00037057-0.00025993i,0.0011524-0.0001234i,0.001842-0.00026716i,0.0015329-0.0006039i,0.00027327-0.00050223i,-0.00097685-0.00050763i,-0.00093095-0.00044419i,-0.00074324-0.00045843i,-0.00082832-0.00073949i,-0.00047307-0.00085922i,-0.00030658-0.00060885i,-0.00070283-0.00032464i,-0.00071828-0.000277i,-0.000387-0.00039967i,0.00017279+8.4043e-05i,0.00049385+0.00056236i,0.00029759-0.00020054i
0.00019491+0.00055875i,-7.0275e-06+2.0707e-05i,-0.00034648-0.00038355i,-0.00055475-0.00030376i,9.2331e-05-3.2471e-05i,0.00047819-6.0066e-05i,0.00080639-0.00027094i,0.00056515-0.00012047i,0.00094654-4.1458e-05i,0.0007067+0.00040219i,-0.00023553+3.3197e-05i,0.00027109-0.00011475i,0.00065516-0.0004113i,-0.00046575-0.0010707i,-0.0011296-0.00080501i,-0.00070424-0.00059824i,-0.00045528-0.00011097i,-0.00085089+0.0001008i,-0.00030478+0.00055302i,0.00029944+0.00073035i,0.00029015-0.00032497i,0.00012466-0.0012923i,1.0596e-05-0.00080061i
0.00060381+0.0010759i,0.0010279-0.00058903i,0.00048328-0.0019669i,0.00054395-0.0017594i,-0.00021169-0.0014774i,-0.00046914-0.0011967i,-1.5993e-05-1.8971e-05i,0.00084381+0.00024991i,0.0013355+0.00025396i,0.0010848+0.00016993i,0.00019568+4.8154e-07i,0.00016703-0.00031784i,0.00094319-0.00057198i,0.0006969-0.00014274i,-0.00038078+0.0011857i,-0.00086071+0.0019341i,-0.0012457+0.0016363i,-0.00079523+0.00036603i,2.6878e-05+0.00038865i,0.00076655+0.00055251i,0.00086988-0.00046195i,-3.1897e-05-0.00071794i,7.9286e-05-0.00032736i
0.0015125+0.0016446i,0.0021607+0.00078874i,0.001738-0.00011745i,0.0014499-0.00024111i,0.0013023+0.00024208i,0.0015848+0.0001869i,0.0019422-0.00044858i,0.0014189-0.0003785i,0.00053075-0.00043496i,-0.0001771-0.00074951i,-0.00031635-0.00096286i,0.00010244-0.00067323i,-0.00062244-3.0598e-05i,-0.0014271+0.00032152i,-0.00068507+0.00020997i,-0.00034659+0.00015473i,-0.00096005-5.314e-05i,-0.000705-0.00054727i,0.00026806-0.00057898i,0.00034571-0.00027993i,0.00050222-0.00042092i,-1.3487e-05-0.00058895i,0.00044383-0.00037803i
-0.00049088+0.0010663i,-0.00079652+0.0021541i,-0.00028652+0.0030192i,-0.00069802+0.0032589i,-0.00075729+0.0026068i,-9.4391e-05+0.0015437i,0.00030884+0.00025552i,-5.6822e-05-0.00061953i,-0.00033613-0.00052619i,-1.4455e-05-0.00038654i,0.00025327+0.00012953i,-0.00028044+0.00038071i,-0.00084466-0.00043951i,-0.0010162-0.00033645i,-0.00056543-7.5506e-05i,-0.00063409-0.00045838i,-0.0013568-0.00022301i,-0.0010945+0.0010349i,-0.00072242+0.0012747i,2.9308e-05+0.00052809i,0.0013975+0.00058111i,0.001512+0.0010658i,0.00028134+0.00076399i
-0.00081599-0.00012919i,-0.0014385+0.00024916i,-0.0013217+0.00093219i,-0.00067069+0.00086122i,-0.00032152-0.00080547i,0.00060075-0.0017044i,0.00060698-0.00072144i,0.00022659-0.00013432i,0.00044476-0.00030224i,0.00023371-0.00039905i,0.0002959+9.8232e-06i,-0.00027744+0.00017521i,-0.00109-0.00043865i,-0.0011519-0.00044256i,-0.00089805-5.913e-05i,-0.00093375+0.00057692i,-0.00035698+0.00060026i,2.0241e-05+0.00056637i,-7.8689e-05+0.00098661i,-8.5513e-05+0.00083215i,-0.00030932+0.00059217i,-0.00011856-0.00016929i,-0.00023523-0.00010056i
-0.0011566+1.8376e-05i,-0.0014413+0.00066495i,-0.0011853+0.0021128i,5.1967e-05+0.0027839i,0.0014291+0.0024728i,0.0014399+0.0010184i,0.00088439-0.00011785i,0.00026909-0.0006966i,-3.2568e-05-0.00032112i,0.00026179-0.00034932i,0.00071951-0.00054592i,0.00091614-0.000126i,0.00092435-0.00032071i,0.00061167-0.00049759i,0.00019664-0.00063304i,0.00013586-0.00026816i,-0.00037453+0.00029444i,-0.00062918+0.00057292i,4.8132e-05+0.0010382i,0.00055049+0.0010339i,0.00051209+0.00055206i,0.00030602-8.9704e-05i,-0.00020143-0.00035519i
0.00058461-7.1123e-05i,-0.00012978+0.00071296i,-0.00067995+0.0014505i,-0.00092004+0.00062935i,-0.00050979-0.00077635i,-1.4858e-05-0.0012001i,-0.00018445-0.0005348i,-0.00053872+0.00017289i,0.00014267+0.00063177i,0.0004637+0.00078674i,-0.00065076+0.0010256i,-0.0010002+0.00083967i,-0.00062892+0.0004205i,-0.00038224+0.0001374i,-0.00034756+0.00035809i,-0.00041849+0.00018593i,-0.00081049-0.00025157i,-0.00048889+8.7186e-05i,0.00012056+0.00021224i,-9.5951e-05-5.8887e-05i,-0.00037891-8.0742e-05i,-0.0004578-0.00014087i,-9.8057e-05-0.00075722i
0.00060853+0.00056651i,0.00031182-0.00050994i,0.0013371-0.0013005i,0.001534-0.0015809i,0.0012072-0.0011067i,0.00086368-0.00072437i,0.00061972-0.00018258i,0.00034426-0.00010368i,7.4571e-05-0.00053046i,0.00025451-0.00084728i,0.00010522-0.00056002i,0.00044863-0.00026613i,0.00017021-0.00037365i,-0.00045287-0.00057902i,6.0282e-05-0.00030809i,-0.00019593-0.00014954i,-0.00094655-0.00022879i,-8.8571e-05-0.0005488i,0.00038901-0.00017556i,0.00020065+0.00032421i,-8.3151e-05+0.00060859i,-0.00036009+0.00043234i,-0.00030551-9.2726e-05i
0.0010174+0.00099062i,0.0012008+0.0010367i,0.0024381+0.0002653i,0.0016731-0.0012365i,0.00098493-0.001692i,0.0018045-0.0014776i,0.0013693-0.00053582i,0.00042925+0.00044732i,0.00066493+0.0005198i,0.00031996+0.00055961i,-0.00029888+8.1808e-05i,-8.5216e-05-0.00045398i,-0.00063161-0.00048034i,-0.0010536-0.00025681i,-0.00099367+0.00046558i,-0.0011628+0.00091901i,-0.00066571+0.0015383i,-0.00039223+0.0015145i,3.1434e-05+0.0005776i,0.0010185+0.00087016i,0.00081435+0.00091565i,0.00076409+0.00015253i,0.001131-4.9403e-05i
0.001726+0.00075392i,0.0012545+0.0012255i,0.0017151+0.0018907i,0.0011053+0.00080639i,-0.00066441+4.2416e-05i,-0.0011773+0.00036023i,-0.00059927+0.00085269i,-0.00027526+0.00090845i,-0.00023738+0.00088395i,-2.7372e-05+0.00053063i,0.0002865+0.00081467i,4.7496e-05+0.00090391i,-8.575e-05+0.0011148i,-5.5417e-05+0.0016749i,-0.00016565+0.0011086i,-0.00020334+0.00066721i,-0.00082153+0.00069655i,-0.00083849+0.00046908i,-0.00088393+0.0004614i,-0.00083646+4.6914e-05i,-0.00029322-0.00019364i,-9.5903e-05+6.9776e-05i,-0.00023973+0.00069285i
-0.00039114-0.00098391i,-0.00031213-0.00079892i,-0.00057267-0.00054747i,-0.00051749-0.00039288i,2.8233e-05-0.00078903i,0.00029018-0.0011123i,0.00042863-0.00054947i,0.00045155-0.00023051i,0.00017231-0.0006803i,-0.00034225-0.0012046i,-0.00020626-0.00043519i,0.00014818+0.00078288i,-0.00023644+0.00060269i,-0.00075239+4.1578e-06i,-0.00033382-0.00034757i,0.00010127-0.00019896i,-0.00069608-0.00026438i,-0.0011013-0.00083652i,-0.00052378-0.0005763i,2.8162e-05+0.00032175i,0.0010925+0.00054077i,0.0016001+0.00062746i,0.00068079+0.00058107i
0.0011536-0.0011146i,0.001846-0.0015852i,0.0011607-0.0019374i,-0.00047705-0.0011394i,-0.0016479+0.00025114i,-0.0019216+0.0010758i,-0.0011823+0.00075748i,-0.00020211-0.00022826i,0.00052821-9.8599e-05i,0.00064437-0.00035115i,0.00039553-0.0001196i,5.1953e-05+0.00059534i,-7.4808e-06+0.00027242i,-0.00026483+0.00011581i,-0.0008297-9.8226e-05i,-0.00081957+0.00045805i,-0.00058087+0.00058554i,-0.00095938-0.00022607i,-0.00038375-0.00015739i,0.00077076-0.00014542i,0.00032851+0.00020488i,-0.00056864+0.0005156i,-0.00053516-1.2553e-05i
0.00032436+0.00077126i,-0.00017981+0.0004065i,-0.00087508-0.00091834i,-0.00016275-0.00091524i,-0.00015475-0.00053799i,0.00064649-0.0001049i,0.001065-0.00031153i,1.2533e-05-0.00050067i,-0.00036843-0.00056869i,-0.00022023-0.00094951i,0.00041376-0.00021392i,-1.1878e-05+0.00084022i,-0.00039256+0.0005743i,0.00047562-0.00073312i,7.4532e-05-0.00097307i,-0.00062499-0.00046006i,-0.001049-6.7961e-05i,-0.00079794-3.6346e-05i,-0.00030102-0.00024614i,-4.4037e-06+0.00052977i,0.00075253+0.00063832i,0.0012626-0.00013204i,0.00065692+0.00038714i
-0.00099201+0.00044295i,-0.0013969+0.0010389i,-0.00067083+0.0005599i,-0.00039669+0.00046896i,-0.00095335+0.00041894i,-0.0004609+8.2957e-05i,3.0397e-05+0.00045529i,0.00019742+0.00061849i,-0.00044426+0.00032094i,-0.0011574-0.0004737i,-0.00084834+0.00014983i,-0.00026748+0.0010844i,0.00055177+0.00012072i,0.00074629-0.00048224i,-0.00037793-0.00023951i,-0.001641+0.00012795i,-0.0018134-0.00017963i,-0.00047716-0.00035806i,0.00053722+0.00024012i,-2.212e-05+0.00033903i,-0.00063014-0.00020908i,-0.00015141-0.00018116i,0.0004355-0.0001027i
-0.00042903-0.0015547i,-0.00069765-0.0015101i,-0.001429-0.0016493i,-0.0015-0.0016877i,-0.00087617-0.00093026i,-0.0010223-0.00033691i,-0.0010323-1.6029e-05i,-0.0005228+0.00023032i,-0.00017988-1.6893e-05i,-2.8258e-05-8.6544e-05i,0.00015362-1.2648e-05i,9.1092e-05+0.00015i,-0.0006561+0.00036321i,-0.00052703+0.00022926i,1.8855e-05-0.0002063i,-4.6084e-05-7.1454e-05i,-0.00010057+0.00082977i,0.00014608+0.0011619i,-7.9353e-05+0.00067451i,1.7792e-05+0.00066166i,0.00091203+0.00065089i,0.00051942+4.8749e-05i,0.0002229+0.0002917i
0.0012659-0.0030302i,0.0011946-0.0034172i,0.00086139-0.0032732i,0.00030818-0.0022699i,-0.00018899-0.0012122i,-0.00091753-0.00014589i,-0.00041602+0.00026475i,0.00026304+9.1653e-05i,0.00012455-0.00048555i,-0.00051015-0.0007011i,-0.0010405-0.00071251i,-0.00021065-0.00024798i,0.00045185+0.00042756i,-0.00059169+0.00012179i,-0.0010795-0.00030005i,-0.00084737-0.00029345i,-0.0014828-0.00058466i,-0.0012067-0.00049808i,0.00032131-0.00040588i,0.00082257-0.00013857i,-0.00015894-0.00043058i,-0.00085785-0.00063855i,-0.00010329+6.6266e-05i
-0.0018543+0.00029926i,-0.00024267+0.0019246i,-0.00055516+0.002846i,-0.0010071+0.0019209i,0.00013735+0.0010576i,0.0013441+0.0007675i,0.0010041-8.6547e-05i,0.00076433-0.00041428i,0.00035075-0.00028946i,-0.00046512-0.0005527i,-0.0010272-0.00025461i,-0.00091774-0.0006173i,0.00011625-0.00086891i,0.00072291-0.00023936i,0.00054554-3.5238e-05i,-8.3527e-06-0.0005887i,5.401e-05-0.0005658i,0.00051003+0.00038689i,0.0010371+0.00049693i,0.00090502+0.00070042i,0.00041323+0.00062642i,0.00036158+0.00064461i,0.00026523+0.0011351i
-0.00070532+0.0023096i,-0.0010537+0.0029853i,-0.0012291+0.0023949i,0.00011335+0.00068575i,0.0013298+0.00019106i,0.00072448+6.1353e-05i,-0.00023065+3.9427e-06i,-0.00043651-0.00026213i,-0.00024487-0.00044639i,-0.00038574-0.0004876i,-0.00030011-0.0001693i,0.00011286+0.00022117i,-0.00022241+0.0012583i,-0.0012679+0.0017702i,-0.0011288+0.00061352i,-3.3922e-05-0.00021805i,0.00051553-0.00017311i,0.00022174+8.6591e-05i,-0.00023349+3.6434e-05i,0.00025614+0.00040808i,0.00079847+0.00058569i,0.00083403+0.00070614i,0.00032558+0.00086074i
0.00063944-0.0022819i,0.00067094-0.0025107i,-0.00079572-0.0029506i,-0.0015623-0.0024126i,-0.0010834-0.0010864i,-0.00014688-6.1669e-05i,-0.00030902+0.00037266i,-0.00092012-0.00023048i,-0.00056454-0.00089769i,-0.00050994-0.00061147i,-0.00087131+2.6077e-06i,-0.00064329+0.00039366i,0.0002696+0.0006333i,0.00072797+0.00037857i,-3.8103e-05+0.00014065i,-0.0004495+3.0758e-05i,-0.00016731+1.359e-05i,-0.00030213-0.00024808i,-0.00038947-0.0011272i,6.8539e-05-0.00089147i,0.0004765-0.0001677i,0.00051492-2.6675e-05i,-2.3592e-05-0.0001983i
0.0010151-0.0022937i,0.0021654-0.002035i,0.0017772-0.0023133i,0.00034132-0.0026156i,-0.00011486-0.0015495i,-0.00073072-0.00067779i,-0.00035834-0.00094141i,5.0286e-05-0.00046759i,-0.0011784+0.00017426i,-0.0013874+0.00012409i,-0.00014519-0.00037622i,0.00039849+6.3668e-05i,-7.1369e-05+0.0011959i,-0.00061391+0.0011893i,5.431e-05+0.00068661i,0.00084239+0.00021922i,0.00064767-4.2891e-05i,0.00020007-0.00010282i,5.4031e-06-1.5152e-05i,0.0001783+0.0001204i,6.8405e-05+0.00040715i,-0.00031012+9.3921e-05i,-0.00010618-2.136e-05i
0.0024674+0.0014976i,0.0026655+0.0018148i,0.0029791+0.0016914i,0.0015628+3.9956e-06i,0.00091415-0.0013028i,0.00074354-0.00076786i,0.00046442-0.00026256i,0.00084046-0.00063556i,0.0012426-0.00096878i,0.00074563-0.001285i,-0.00011378-0.0014828i,-0.00068281-0.00022708i,-0.00054283+0.0013266i,-0.00060021+0.0012049i,-0.0010472+0.00088811i,-0.00090095+0.00069582i,-0.00068038-0.00051928i,-0.00033295-0.0010941i,-0.00011898-6.4799e-05i,-0.00023631+0.00068741i,0.00059836+0.00032605i,0.00060917-0.00039208i,0.00079534-0.00032907i
-0.0008071+0.0019203i,-0.00092244+0.0023678i,-0.0014206+0.0018725i,-0.00033173+0.0013028i,0.00051372+0.00050725i,0.00018414-0.00032205i,0.00065857-0.00039323i,0.00073985-5.8885e-05i,0.00053181+8.5467e-05i,0.00046396-0.00071617i,0.00051944-0.00037314i,-9.4889e-05-0.00014642i,-0.00041826-0.00086455i,-0.00086461-0.00061718i,-0.00082397-0.0004473i,-0.00030284-0.00014709i,-0.00075529+0.00016393i,-0.00058417+8.1759e-05i,-0.00020644-4.8198e-05i,-0.00017932+0.00034044i,0.00030507-0.00056198i,-0.00041102-0.00096048i,-0.00052556-0.00011981i
