-0.0035176-9.0264e-05i,-0.0026859-0.00043074i,-0.0025633-9.7365e-05i,-0.0029035+0.0015518i,-0.0032113+0.0027545i,-0.0022779+0.0018742i,-0.0016203+0.00060144i,-0.0012448+0.0010522i,0.00011005+0.0018003i,0.0014115+0.0010189i,0.0015972+0.00021481i,0.0013097-0.00051215i,0.00096704-0.00050562i,0.00029633-0.00040883i,0.00016789-0.0003239i,-0.00025352+6.2473e-05i,-0.00012317+1.222e-05i,9.4876e-05-0.00027116i,-0.0007415-9.9531e-05i,-0.00074952-0.0003667i,5.0251e-05-0.00066645i,-0.00029228-0.00093704i,-0.0007073-0.00097908i
0.0013041-0.00029604i,0.0014957-0.00026371i,0.0013224-0.00079215i,0.00050846-0.0015306i,-4.5034e-05-0.0017433i,-0.00055891-0.0013296i,-0.00082441-0.00037268i,0.00060286-1.7451e-05i,0.001361+2.8432e-05i,0.0012435-9.2749e-05i,0.0011461-0.0005318i,0.00036435-0.0008939i,-4.3293e-05-0.00054062i,0.00044795+0.00012566i,0.00060928+6.0378e-05i,0.00033896-0.00029931i,-8.3098e-05+4.617e-05i,0.00026876+0.00026716i,0.00072605+0.00025636i,0.00066115-0.00023426i,0.00064903-0.00086536i,7.74e-06-0.00033299i,-0.00047458+0.00045043i
0.00057451-0.00012731i,0.00014069-0.0011599i,-0.0011219-0.0013079i,-0.002689-0.00060843i,-0.0028267+1.8366e-05i,-0.00082111+0.00059716i,0.00041029+0.0012424i,0.00017802+0.00068756i,0.00066636-0.00048757i,0.0012898-0.0008827i,0.00085963-0.00041482i,0.00098567+4.038e-05i,0.0015692-0.00056046i,0.00098211-0.0010715i,-0.00025057-0.0002365i,-0.00084464-0.00012549i,-0.00098017-0.0004856i,-0.00059069-0.0001149i,-0.00025413+0.00031945i,0.00012109+0.00035354i,-0.00010219+0.00057865i,-0.00066614+0.00047505i,-0.00027989-0.0001939i
-0.0011554+0.0020238i,-0.0013433+0.0013703i,-0.0017111+0.0008477i,-0.0012604+0.00057222i,-0.0012243+0.0010448i,-0.00094782+0.00054586i,-8.2652e-05-0.00041731i,3.8552e-05-0.00034426i,0.000309+1.3487e-05i,0.001365-3.4263e-05i,0.0013511+1.3617e-06i,0.00053486-3.0479e-05i,0.00049614-0.0008395i,-0.00017015-0.0015294i,-0.00075068-0.0012931i,-0.00083372-0.00039803i,-0.00038921-0.00034967i,-0.00029752-0.00053304i,-0.00048353-0.0004082i,-0.00011544-0.00028417i,8.9729e-05+2.7144e-05i,0.00032107-0.00027569i,7.7686e-05-0.00078721i
-0.00014058+0.0001401i,-0.00049787-0.0011902i,0.0005156-0.0014584i,0.0010999-0.00048237i,-0.00049247+5.9709e-05i,-0.0011312-0.00021959i,-0.0011253-0.00019507i,-0.00079139-0.0004334i,0.00023477-0.00084572i,0.00072265-0.00052993i,0.00038212-0.00034109i,0.00029906-3.2239e-05i,0.00019104+3.8298e-05i,-0.00076957-0.00058493i,-0.00089608-0.00088069i,0.00018135-0.0001281i,0.00097355-3.9556e-05i,0.00074498+5.3173e-05i,0.00042063+0.00059644i,0.00010202+0.00027787i,-0.00011032-0.00015236i,-0.00017787+6.506e-05i,0.00013627+0.00028008i
0.0014076+0.00064223i,0.0015947-0.0003936i,0.00069769-0.0012278i,-1.3899e-05-0.0013962i,0.00026379-0.0013744i,-0.0001586-0.0010053i,-0.00014115-0.0006619i,0.00049585-1.8602e-06i,0.00067325+0.00064233i,0.00067124+0.00031728i,0.00025047-5.7973e-05i,2.8441e-05-0.00044702i,-0.00016277-0.00044965i,-0.00055278-0.00080887i,-0.00097022-0.00039419i,-0.00060654+0.00057021i,-0.00038982-4.9141e-05i,-0.00038816-0.0004888i,7.5919e-05-0.00079423i,-4.5711e-05-0.00065984i,-0.00017562+1.4455e-05i,-4.4967e-05-4.8532e-06i,0.00033638-0.00022838i
0.00038717+0.0013i,0.00071415+0.002562i,-6.7164e-05+0.0029316i,-0.0018059+0.0023735i,-0.0024328+0.0014563i,-0.0010742+3.9287e-05i,-0.00013414-0.00052726i,0.00037182+0.00017613i,0.0013248+0.00041303i,0.0021879-4.2237e-05i,0.001751-0.00070536i,0.0005639-0.0017116i,0.00025239-0.0012953i,0.0005415-0.00018852i,-6.1299e-06+0.00016823i,-0.00010406+9.7286e-05i,0.00064371-0.0002738i,0.00048118-0.00047516i,0.00023958-0.0013788i,0.00020792-0.0019685i,-0.00018759-0.0011545i,-0.0005642-0.00059706i,-3.0045e-05-0.00038421i
-0.0027911+0.00034118i,-0.0036687+0.00076998i,-0.0030996+0.0017622i,-0.0009338+0.0026921i,-8.665e-05+0.0022054i,-0.00018746+0.0011181i,0.00014243+0.00054647i,0.00064036+0.0010332i,0.0017853+0.0013445i,0.0019434+0.00025779i,0.0014557-0.00069689i,0.00117-0.0011179i,0.00050641-0.00075453i,-5.9202e-05-0.00063924i,0.00017573-0.00051224i,0.00017477-0.00067879i,-0.00026324-0.00055383i,-0.00010167+0.00043375i,0.00032894+0.0009993i,0.00044835+0.00049313i,1.4078e-05+0.00020542i,-0.00069969-0.00020948i,-0.00021722+8.1749e-05i
0.00079139-0.0032663i,0.0011646-0.0024961i,1.8354e-06-0.0019461i,-0.0023006-0.0011238i,-0.0032884+3.626e-05i,-0.0026156+0.00098282i,-0.0016248+0.0011426i,-0.00050496+0.0005218i,0.00091374-3.9647e-05i,0.0019217-1.4901e-05i,0.001775-0.00046812i,0.0013698-0.0006543i,0.0014742-9.2832e-05i,0.0015875+0.00026953i,0.00097396+9.7011e-05i,5.8844e-05-0.0003968i,-0.0001179-0.00051299i,0.00048357-0.00077905i,0.00069366-0.00041375i,0.00015002-0.00026683i,0.00010359-0.0005523i,0.00025348-0.00055726i,0.00022981-0.00046194i
0.0025179+0.00071624i,0.0016559-0.00055576i,0.0009824-0.0015717i,0.000522-0.0016521i,0.00011694-0.0017138i,-0.00052456-0.0014242i,0.00029888-0.00059543i,0.0019213+0.00028755i,0.0028182+0.00058299i,0.0019264-0.00085956i,0.00063617-0.002448i,4.7337e-05-0.0018158i,-0.00051917-0.00090059i,-0.0010853-0.00073552i,-0.00064188-0.00063664i,5.4428e-05-4.9248e-05i,0.00056634+0.00033741i,0.00072905+1.4888e-05i,0.00090224+0.00029438i,0.00086503+0.00049829i,0.00052345+1.1845e-05i,0.00088975-0.00034961i,0.001485+0.00010153i
0.00048108-0.0022294i,0.00019067-0.0015931i,-0.0003425-0.0016103i,-0.0012811-0.0013775i,-0.0022206+0.00039958i,-0.00086013+0.0015698i,0.0026852+0.0018876i,0.0065888+0.0003703i,0.0085107-0.0029611i,0.0067684-0.0057249i,0.0032495-0.0057665i,0.00061153-0.003819i,-0.0014349-0.0027099i,-0.0021524-0.0020045i,-0.0017651-0.00077285i,-0.0017075-0.0005034i,-0.0013446-0.00096775i,-0.00051997-0.00088187i,0.00041023-1.2272e-05i,0.00084832+0.00076425i,0.0005108+0.00088025i,-0.00018652+0.00026026i,-0.00071958-0.00038687i
-0.00013424+0.0018394i,0.00012685+0.00046724i,0.0001961-0.00072362i,0.00024247-0.00072517i,7.5071e-07-0.00012207i,-0.00049853+0.00084834i,-0.0014622+0.0012807i,-0.0017181+0.00052523i,-0.0012296+0.00053414i,-0.0013154+0.00095658i,-0.0019648+0.00063802i,-0.0016987+0.00091562i,-0.00040067+0.0012573i,0.00062731+0.0011001i,0.00058727+0.0011159i,-0.00020545+0.00046226i,-0.00055331-0.00018641i,-0.00097021-0.00041084i,-0.0012875+0.00010512i,-0.0011807+0.00099579i,-0.00039117+0.0012312i,3.4003e-05+0.00034108i,-0.00020518-0.00034002i
-0.0018204-0.00019838i,-0.001625+0.00060037i,-0.0014797+0.000871i,-0.00030072+0.00062967i,0.00047298+0.00065647i,0.00026624-2.6533e-05i,-0.00062717-0.00049045i,-0.00085413+0.00046542i,0.00014063+0.0013048i,0.0008316+0.0011966i,0.00020786+0.00049513i,-0.00060532-0.00018322i,-0.00062289-5.8996e-05i,-0.00027442+3.708e-05i,5.3206e-05-0.00068635i,0.00057725-0.000722i,0.00063549-0.00034715i,-1.5888e-05-0.00032091i,-0.00025401-0.00074295i,-9.2109e-05-0.00066954i,-0.0003566-0.00019964i,-0.00067524-0.00051997i,-0.00024291-0.00031014i
0.001356-0.0012103i,-0.00014256-0.0017476i,-0.0024203-0.0013622i,-0.0029695-0.0013502i,-0.0019717-0.001539i,-0.001167-0.0014251i,-0.0015315-0.00052507i,-0.0015203+0.00033112i,-0.00089819+0.0011536i,-0.00045103+0.00081299i,0.00017407+0.00023551i,0.00038369+0.00088012i,0.00056236+0.00034647i,0.00061722-0.00097232i,0.00049966-0.00099224i,0.00032486-0.00069505i,-0.00035439+4.7042e-05i,-0.0011443+0.0004838i,-0.00091742+0.00053646i,-0.00023704+0.00011303i,0.00024973-0.00038743i,0.00031349+0.00031513i,-0.00021946+0.00010895i
0.00094302-0.0017764i,-0.00061758-0.0013747i,-0.0020943+0.00029816i,-0.0027151+0.0013844i,-0.0013534+0.00086757i,-0.00027071+0.001207i,0.00013321+0.00047641i,0.0001812-0.00021216i,-0.00043962+0.00053574i,2.7137e-05+0.00064083i,0.00099134+0.00070667i,0.0017626+0.00091671i,0.00092462+0.00047666i,-0.00034578+0.00066255i,-0.00026939-2.9153e-05i,0.00031594-0.00093207i,0.00098289-0.0007403i,0.00083706-0.00010459i,0.00070624+8.7819e-06i,0.00087432-0.00054016i,0.00079823-0.00033556i,0.00073613-0.00012301i,0.00028436-0.00014366i
-0.00057913+0.0019882i,-0.00027446+0.0012124i,-0.00042886+0.00030955i,-0.0012245-0.00042911i,-0.00080663-0.00075431i,7.8974e-05-0.00032171i,0.0005066+0.00029583i,0.00070551+0.00040076i,0.00079753+0.00049319i,0.00069593+0.00013859i,0.00013979+6.5491e-05i,-0.0007372-0.00024611i,-0.00027026-0.0015098i,0.00012093-0.0013459i,-6.3015e-05-0.00010308i,0.0004065+0.00060901i,4.0205e-05+0.00079308i,-0.0011567+0.00060573i,-0.0013154+0.00068419i,-0.00023713+0.00066713i,0.00031638+0.00065764i,0.00026382+0.00061007i,0.00050713-5.7087e-05i
-0.00023528-0.0002717i,0.0005504-0.00042229i,0.00027474-0.00065809i,-0.00076381-0.00028732i,-0.0013413+0.00046526i,-0.0012593-0.00011078i,-0.001059-0.00037847i,-0.00073726+0.00028942i,0.0005222+0.00028411i,0.0015857-0.00016203i,0.00055909-0.00015048i,-0.00019876+2.0123e-05i,-1.4188e-05-3.1398e-05i,-0.00032644-0.00029812i,-0.00026063-0.00040088i,0.00043717-0.00063867i,0.00053756-8.3065e-05i,0.00010936+0.00060837i,0.00034273+0.00022811i,0.00038784+1.0339e-05i,-0.00083761+0.00034946i,-0.00097361+0.0010188i,-0.00049144+0.00091141i
0.00093126+0.0017508i,0.0007628+0.0015099i,0.00064252+0.00091616i,0.00096175+0.00067326i,0.00095213+0.00067014i,2.942e-05-0.0003595i,-0.00082771-0.00069877i,-0.00074485-1.1743e-05i,-0.00037822+0.00076711i,0.00047247+0.00036378i,0.0015599-0.00045398i,0.0015475+0.00048405i,0.00064417+0.00087896i,0.0003617+0.00044694i,0.00040945+0.0006881i,0.00031956+0.0009415i,0.00071795+0.00037824i,0.00078139+0.00016016i,-0.00034279+4.6729e-05i,-0.00064222+5.5191e-05i,-0.00063636+5.6514e-05i,-0.00082484-0.00027686i,-0.00021402-0.00056249i
-0.00026387-0.00011316i,-0.000485-0.00064872i,-0.0014204-0.0016161i,-0.0016602-0.0002943i,-0.0019701+0.0010389i,-0.0013117+0.00074852i,-0.00048509+0.00035416i,-0.00031963+0.00031978i,0.0001172-0.0001267i,0.0004472-0.00099329i,0.00029457-0.00059742i,-0.00014583+0.00028705i,-0.00040549+0.00034893i,-0.00022588-0.00061631i,0.00035791-0.00098023i,0.00066628-7.6231e-06i,0.00063747+0.00018619i,0.0001387-0.00018571i,-0.00027741-0.00016076i,0.00014465+0.00024119i,0.00094275+0.00052207i,0.00079829+0.00022112i,0.00028593-0.00051453i
0.00042878-0.00094959i,-0.00013029-0.0019721i,-0.0015387-0.0032337i,-0.0029976-0.0024935i,-0.0037541-0.0015887i,-0.003313-0.001446i,-0.0019665-0.00013844i,-0.0006927+0.00037621i,0.00033714-0.00025304i,9.5142e-05-0.00042038i,-0.00057695+0.00038059i,-0.00041507+0.00090025i,9.6844e-05+0.00056272i,0.00048898-1.069e-06i,0.00027289-0.00011897i,0.00031326-4.7603e-05i,0.00015073+0.00086177i,-0.00083697+0.001427i,-0.00054215+0.0008874i,2.84e-05+0.00057909i,0.00035967+0.00045444i,0.00093684+5.7108e-05i,0.0010369+8.5987e-05i
0.0010354-0.001246i,0.0012514-0.0012797i,0.0011658-0.00093448i,-3.0408e-06-0.0010758i,-0.0012844-0.00090556i,-0.0014096-0.00070171i,-0.000626-0.00014594i,3.4011e-05+0.00035034i,0.00068212+0.00050148i,0.0010697+2.0745e-05i,0.00063787-0.00080318i,0.00064026-0.00024953i,0.0007936+0.00016341i,0.00021834-0.00021193i,0.00026008-0.00035548i,0.00061321-0.00033504i,0.00072027+0.00017953i,0.00051983+0.0003033i,0.00020456-0.00045471i,0.00013421-0.00073258i,6.3151e-05-0.00037325i,0.00012366+0.00011097i,0.00038154-0.00035588i
-0.0011416+0.0029031i,-0.00073241+0.0040406i,-0.0004623+0.0053511i,0.00029399+0.0048944i,0.001234+0.0023986i,0.0010977-0.00021974i,-7.0742e-05-0.00084461i,-0.00079771-0.0001972i,-0.00068868+0.00050293i,0.0001772+0.00057488i,0.0001976-1.0361e-05i,-0.00039564-8.9514e-05i,0.00016413-0.00029495i,0.00060051-0.001014i,-0.0001115-0.0014663i,-0.00063488-0.00085136i,-0.0008884-0.00011806i,-0.00083275+0.00023535i,-0.00019034-8.915e-05i,0.00068499+2.289e-05i,0.00063025+0.00045478i,0.00043541-5.9568e-05i,0.0010393-0.00054409i
-0.0014913-0.00041415i,-0.002157-0.00025038i,-0.0016846+0.00028808i,-0.0011314+0.00043979i,-0.0015838+0.00038697i,-0.0013366-8.3871e-06i,0.00011003-0.00041862i,0.00044308+0.00032688i,0.00015325+0.00070782i,-0.00015256-9.2506e-05i,-0.0002703-0.00065395i,-9.9343e-05-1.1735e-05i,-0.00024961+0.0004871i,0.00054489+6.861e-05i,0.00084506-0.00058352i,-3.6283e-05-0.0012964i,-0.00039227-0.0012744i,-0.00067577-0.00037015i,-0.00033631-0.00024982i,-0.00081094-0.00045672i,-0.0015791-0.0001725i,-0.00021094+0.00051469i,0.00095457+0.00071835i
0.00062243+0.00045021i,3.1069e-05-0.00057932i,-0.00097044-0.0010004i,-0.0018845-0.00096491i,-0.0015891-0.00050621i,-0.00098756-0.00039148i,-0.00064999-8.8125e-05i,-0.00014655+0.00071264i,0.0010302+0.00049832i,0.0023553-0.00065457i,0.0023672-0.00094271i,0.0011945-0.0004045i,-0.00024329+0.00014243i,-0.00029619+0.00069102i,0.00070792+0.00094986i,0.0011418+0.00016715i,0.0010028-0.00065283i,3.0902e-05-0.00018716i,-0.00011403+0.00047985i,0.00057232+0.00060077i,0.00022571+0.00044087i,-0.00070321+3.2164e-05i,-0.00089083-0.00020182i
-0.00067272+0.00014528i,-0.00060962+0.00094406i,-0.00036294+0.0012681i,-0.00085001+0.00018638i,-0.0013336-0.00013296i,-0.0012499+0.00029659i,-0.0007256+0.00090772i,-0.00021772+0.00099091i,0.00026248+0.00030417i,0.00022406-0.00017296i,-0.00030781+0.00022587i,-0.00043611+0.00070142i,-0.00021636+0.0013077i,0.0001879+0.0013106i,0.00018986-3.1346e-05i,0.00060893-0.00053515i,0.0010436-0.00024875i,0.00071598-0.0003873i,-7.7371e-05-0.00024211i,-0.00046231-0.00014432i,-0.00030113-0.00052924i,-0.00042762-0.00068367i,-0.00023621-0.00046338i
0.0012639-6.9548e-05i,0.00028054-0.00090261i,0.00058621-0.0016771i,0.0014662-0.0015418i,0.00036621-0.00028419i,-0.00068291+0.00059556i,-0.00072699+0.00076274i,-0.00017858+0.00056844i,0.00073212+2.3182e-05i,0.00069789-3.5565e-05i,1.1757e-05-0.00013067i,-0.0002906-0.00042754i,0.00021005-0.0010502i,0.00047468-0.0006787i,0.00039042+0.00039897i,1.1023e-05+0.0007636i,-0.0004516+0.00020224i,-0.00032599-0.0004674i,-0.00040039+9.5641e-05i,-5.3467e-05+0.00046729i,0.00012918+0.00041345i,-0.00065177+0.00020305i,-0.00065699-8.7594e-05i
0.00043717-2.0156e-05i,-0.00065426-0.00025713i,-0.0010553-0.00094187i,-0.0020179-0.0012996i,-0.0021032-0.0012342i,-0.0017348-0.00076182i,-0.00096512-0.0007663i,3.6824e-06-0.0005102i,0.0011542+2.7531e-05i,0.0015244-0.0005489i,0.0009381-0.00067773i,0.00048847+0.00035747i,0.00067882+0.00085748i,0.00077121+0.00044076i,0.00077782+0.00015474i,0.00078672-0.00028288i,-0.00030831-0.00067945i,-0.0012781+4.2167e-05i,-0.00079985+0.00035068i,0.00071444+0.00021111i,0.00053479+1.409e-05i,-0.00020579+0.00042261i,-5.4748e-05+0.00076903i
0.00060633+0.00055271i,0.001119+0.00094002i,-0.00011243+0.0010701i,-0.0017504+0.0015867i,-0.0023621+0.0013986i,-0.0020489+0.00071638i,-0.0016382+0.0012936i,-0.00069112+0.0014662i,0.00065475+0.0010647i,0.0013217+0.00032172i,0.00068577-0.00083641i,-0.00029309-0.00098601i,0.00037189+0.00019724i,0.001715+0.0015356i,0.0015917+0.001148i,0.00061671+0.00041901i,9.1595e-05+0.00017453i,2.6992e-05-0.00026802i,-6.3674e-05-0.00090602i,6.9031e-05-0.0006488i,0.00029603+0.00053772i,-0.00021824+0.00070637i,-0.0010526+0.00018829i
-0.00094322+0.0023919i,-0.00047521+0.0012703i,0.00078859+0.0011121i,0.0017276+0.00031162i,0.0016489-0.00058852i,0.0011554-0.001109i,0.00052733-0.00080367i,-6.7905e-05-0.00021037i,0.00084873+0.00023984i,0.0022358+0.0011615i,0.0017565+0.00089522i,0.0010674-0.00062529i,0.00029306-0.0013071i,-0.00030217-0.00091987i,-0.00010548-0.0005823i,-0.00010919-7.4754e-05i,-8.0366e-05-0.0002184i,-0.00014965-0.00018975i,-0.0003901+5.6384e-05i,-8.0326e-05+2.0281e-05i,0.00032977+0.00053002i,6.8905e-05+0.00031499i,-0.00024866-0.0004354i
0.00061683-0.0009728i,-0.0004296-0.0014823i,-0.00094045-0.002001i,-0.00087505-0.0022852i,-0.0011577-0.001814i,-0.00077228-0.00090191i,-0.00066259-5.376e-05i,-0.00077516+0.00041945i,-6.0715e-06+0.00019346i,0.00081755-0.00089329i,0.0010993-0.00077937i,0.00049662+0.00010329i,7.2994e-05+0.00052508i,2.4543e-05-0.00022121i,-0.00010588-0.00089272i,-0.00032241-0.00021085i,-0.00052542+3.3668e-05i,-0.00021886+1.8899e-05i,9.0999e-05+5.6826e-05i,-0.00014918-2.0504e-05i,-3.0832e-05+0.00022245i,0.00036499+3.8045e-05i,0.00022338-0.00039707i
-0.00092276-0.00051293i,-0.00080155-0.0015835i,-0.0018251-0.001605i,-0.0021796-0.00072242i,-0.0023102-0.00026302i,-0.0023603-0.0003449i,-0.0015978-8.0853e-05i,-0.0012505+0.00039929i,-0.00038629+0.00044142i,8.0759e-05+7.3575e-05i,-6.375e-06-3.416e-05i,0.00034635-0.00020987i,0.0008498-0.00040997i,0.00074496+0.00019762i,0.0003773+9.2804e-05i,0.00051267-0.0005698i,0.00071896-0.00066434i,0.00060816-0.00035105i,0.00031275-0.00048908i,0.00016165-0.00080231i,0.00026066-1.132e-05i,0.00049947-0.00026452i,-0.00010752-0.00099176i
-0.0006941+0.00079193i,-0.00017929+0.001129i,-1.6098e-05+0.0018529i,-0.00057389+0.0013446i,-0.00073995+0.00027591i,0.00058198-8.2547e-05i,0.0011602+0.00054853i,0.00028014+0.00086635i,-5.9946e-05+0.00058657i,-0.00028425-0.00029561i,-0.00030186-0.00050665i,-4.1386e-05-3.7312e-05i,4.4182e-05-0.00022012i,-8.5263e-05-0.00022654i,-0.00052869-0.00051067i,-0.0010628-0.00055189i,-0.00092866-0.0002382i,-0.00010756-0.00020024i,0.00018379-0.00050793i,-2.3317e-05-0.00056526i,-0.00049426-0.00014145i,0.00015164-0.00040189i,0.00056445-0.0010955i
-0.00015834+0.00073371i,-1.1644e-05+0.00042716i,0.00045508+0.00095935i,0.0014038+0.0024193i,0.0010949+0.0018975i,0.000298+0.00047821i,-0.00030497+6.034e-06i,-0.00072665+0.00013969i,0.00049637+0.00014218i,0.0013637+0.00055091i,0.0009314+0.00023118i,0.00036749-0.00051059i,0.00083711-0.0009609i,0.0013123-0.00055284i,0.00052374-8.6027e-05i,-0.00017003+0.00017826i,-3.6921e-05+0.00019767i,-0.00011757+8.1139e-05i,-0.00037591+9.3358e-05i,-5.7376e-05+0.00015697i,0.00043939-6.9135e-05i,0.00026697-0.0010059i,3.5746e-05-0.00057923i
-0.00011135-0.00032364i,-0.00092965-9.9887e-05i,-0.0019183+5.7521e-06i,-0.0011976-0.0010783i,-0.00042186-0.0018358i,-0.00036538-0.0011453i,-0.00073301-0.00015225i,-0.00050785+0.00019857i,0.00064697-0.00011477i,0.00061874-0.00038662i,-0.00025186-0.00014062i,0.0001967-6.8971e-05i,0.00099996-0.00025865i,9.4699e-05+0.00029156i,-0.00082885+0.00027976i,-0.0001944+0.00012709i,3.9977e-07+0.0002423i,-9.8201e-05+0.00061434i,-0.00024757+0.00049982i,-0.00061565-0.00027025i,-0.00036064+0.00027795i,-0.0004219+0.00074621i,-0.00083652-2.9465e-05i
-0.00030668-0.00074314i,0.00023457-0.00042862i,0.00015359-0.00032098i,-0.00067345-0.00047881i,-0.00065549-0.00071468i,-0.00023712+0.00021284i,-0.00017677+0.00093784i,-0.00014439+0.00021479i,0.00034028+0.00023695i,0.00061296+0.00053463i,-8.5833e-05-0.00025964i,-0.00021849-0.00052709i,-7.1737e-05-0.00027642i,-0.00044029-0.00069168i,-0.0005868-0.00083726i,-0.00052216-6.4166e-05i,-0.00030579+0.00088169i,-9.352e-05+0.00094413i,0.00022006+0.00044501i,0.00051754+0.00018378i,0.00027798+0.00012435i,-0.00048878+0.00061169i,-0.00089451+0.00073718i
0.00078918+0.0019831i,0.00086801+0.00088213i,0.0011296+0.00063743i,0.0010122+0.00055388i,0.0001606-0.00063833i,0.00012573-0.0016719i,4.2898e-05-0.001098i,-9.3609e-05-0.00043666i,0.00043189-0.00025346i,0.00098815-0.00025644i,0.00093193-0.00020005i,0.00033178+8.73e-05i,0.00011638-0.00030822i,0.00032796-0.00025783i,-0.00011527+6.5575e-05i,-5.9429e-05-0.00016855i,-7.3768e-05-0.00036548i,-0.00040825-1.2472e-05i,0.00010969-0.0005704i,0.00089831-0.00060021i,0.00054244+0.00012203i,-4.2412e-05-4.4158e-06i,8.4284e-06-4.6014e-05i
-0.00096341+0.0020717i,1.3003e-05+0.0025817i,-0.0001431+0.0021743i,-0.00053567+0.0018969i,0.0007049+0.0013099i,0.0014538+0.00015242i,0.00044812-0.00019546i,-0.00056628+1.5656e-05i,0.00037137+0.00058668i,0.0015017+0.00037215i,0.00083636-0.00077391i,9.4966e-05-0.0008539i,1.8975e-05-0.00030612i,-0.00031198-0.00015644i,-0.00048334-0.00013422i,-0.000224+0.00039623i,-0.00061246+0.00011599i,-0.00054193-0.00053349i,-6.2918e-05-0.00038954i,-0.00051571-0.00072165i,-0.00066343-0.0003524i,0.000393+3.5853e-05i,0.00052721-0.00019785i
-0.0021034-0.0010633i,-0.0031318-3.015e-05i,-0.0033813+0.0010243i,-0.0029726+0.00045535i,-0.0016183+0.00018989i,-8.8354e-05+0.00078911i,6.7895e-05+0.000641i,0.00051612-0.00014486i,0.0015524-0.00058697i,0.0017277-0.0011345i,0.0010577-0.0012021i,0.00023108+0.00014193i,0.00076966+0.00026085i,0.00090738-0.00040957i,-0.00015763-0.0012428i,-0.00076142-0.0017913i,-0.00088435-0.00077271i,5.4195e-05-0.00039208i,-1.6897e-05-0.00024991i,-0.00064945-6.1945e-05i,-0.00013133-0.00063216i,0.00022403-0.00090649i,0.00035809-0.00081816i
-0.0012536+0.00084044i,-0.00092665+0.0014644i,0.00026477+0.00093769i,0.00043168+0.00058513i,-0.00019274+0.00061703i,-0.00062514+0.00066063i,-0.00035975+0.00065i,-0.00040612+0.0005592i,7.9041e-05+0.00088743i,0.00099809+0.00094562i,0.00092924+0.00038569i,-0.00014564-0.00017636i,-0.00048597-0.00065076i,-0.00035743-0.001611i,-8.3768e-05-0.0011623i,0.00032446+5.2218e-05i,0.00087565-0.00010642i,0.00056298+0.00017789i,2.96e-05+0.00020658i,-0.00048769+3.4651e-05i,-0.00061278+0.00012635i,-0.00064235+0.00050522i,-0.0010983+0.00020675i
0.0014461-0.0011149i,0.00061948-0.0020511i,-0.00093221-0.0026405i,-0.0014829-0.0022489i,-0.0011034-0.0013869i,-0.0001459-5.8649e-05i,-0.00014191+0.00055021i,-0.0004054+0.00076313i,0.00018835+0.00081431i,0.00067858+0.00012324i,0.00055696+0.00022709i,8.6033e-05+8.4451e-05i,0.00065005+0.00014213i,0.000835+6.636e-05i,-3.8656e-05-0.0010512i,-0.00069065-0.0010529i,-0.00022931+0.00027466i,6.1453e-05+0.00067858i,-8.9202e-05-9.8361e-05i,-0.00024365-0.00022553i,-0.00032802-0.00018256i,-0.00043424-0.00071429i,0.00017385-0.00044383i
-0.0002402+0.00090873i,-0.00052439+0.00040662i,-0.00079145-0.00070489i,-0.0015574-0.00051533i,-0.0017566+2.3336e-05i,-0.0006028+6.1903e-05i,-0.00038401-0.00038443i,-0.00058206-0.00097215i,-9.3924e-05-0.00062668i,0.00091657-0.00013053i,0.0014066-0.00020758i,0.00077451+0.00010417i,0.00075208+0.00017526i,0.00065033-0.00062199i,0.00047091-0.0012856i,0.0006372-0.001362i,0.00010542-0.0011898i,7.3333e-05-0.0008072i,0.00038921-0.00046831i,0.00023125-0.00078539i,0.00041177-0.00096696i,-0.00018873-7.8461e-05i,-0.00091727-1.872e-05i
-0.00039407-0.00043021i,1.0585e-05-0.00067471i,-0.00040923+0.00013347i,-0.00031128+0.00044634i,-0.00036104+0.00032859i,-0.00033522-0.00057661i,0.00018975-0.0004854i,0.00024996+0.00031386i,0.00060874+0.00020157i,0.0014025-0.00015327i,0.0011432-0.0001675i,0.00039178-6.931e-05i,-0.00026583-2.5899e-05i,-0.00038759-0.00026377i,8.1383e-05-0.00024271i,0.00080386+4.2389e-05i,0.00029416+0.000534i,-4.6399e-05+0.000675i,0.00103+0.00013012i,0.0007222-0.00039729i,-0.0003321-0.00065046i,-0.0004724-0.0004949i,-0.00024501+7.896e-06i
0.00029835-1.5998e-05i,-0.0002726-0.00064978i,-0.0010567-0.0010261i,-0.0020549-0.0013237i,-0.0022439-0.0016705i,-0.00089342-0.00093527i,-0.00085999+0.00057568i,-0.0011504+0.0013376i,-0.00064624+0.00041547i,2.4267e-05-4.9402e-05i,0.00032975-0.00024769i,6.9954e-05-0.00058186i,5.7372e-05-0.0002463i,-7.4351e-05-0.0003914i,-0.00021947-0.0011838i,0.0003787-0.00088728i,0.00074735-0.00048465i,0.00026642-0.00020204i,-0.00041935+0.00028576i,-0.00010686+0.00036198i,0.00038173+0.0003721i,1.234e-05+0.00038643i,-0.00030172+0.00029246i
