-0.0030314-0.0001683i,-0.0026437+0.00055039i,-0.0035962+0.0017806i,-0.0033551+0.0011584i,-0.0022883+0.0011917i,-0.00184+0.0021234i,-0.00045848+0.0021845i,0.0017078+0.0011536i,0.0017388+0.00041741i,0.0010575-7.7152e-05i,0.00067676-0.00079037i,0.00018676-0.00078668i,0.0005443-0.00028735i,0.0016939-0.00035242i,0.0025134-1.0426e-05i,0.00082919+0.00011627i,-0.00074775-0.00019783i,-0.00097801-0.00030047i,-0.0010979-0.00026965i,-0.0010559-0.00027343i,-0.00057954-0.00049621i,0.00011013-0.00043432i,0.00042913+4.573e-05i
0.0029697+0.0083811i,0.0065822+0.0062457i,0.011094-0.011312i,0.011463-0.039126i,0.0067385-0.052659i,0.0097376-0.04042i,0.023511-0.027412i,0.029082-0.031237i,0.016092-0.035582i,0.0029268-0.02589i,0.0017165-0.012385i,0.0040192-0.0044363i,0.0047718-0.0023083i,0.0062806-0.0032669i,0.0070886-0.0033828i,0.0065106-0.0015423i,0.0051204+0.00023256i,0.0035258-0.0017458i,0.0019273-0.0048001i,0.0009197-0.005047i,-0.00019097-0.0031128i,-0.0014445-0.00046707i,-0.0012007+0.00057367i
-0.0080914-0.00063412i,-0.016837+0.0020102i,-0.024603+0.017554i,-0.023701+0.04638i,-0.012098+0.058662i,-0.0050815+0.036666i,-0.014938+0.01021i,-0.022719+0.0067264i,-0.013997+0.013137i,-0.0063778+0.01139i,-0.0091894+0.0057168i,-0.011021+0.0058788i,-0.0069154+0.0087111i,-0.0015451+0.0094132i,0.001042+0.0083249i,0.00211+0.0053695i,0.0022346+0.0019351i,0.001261+0.00020433i,0.0014924-0.00032041i,0.0027086+0.00013244i,0.0034052-0.0001869i,0.0032056-0.0022547i,0.001625-0.00393i
0.0019612-0.0078372i,0.008136-0.01208i,0.01465-0.018719i,0.016035-0.031884i,0.016121-0.041957i,0.023847-0.035899i,0.039757-0.026768i,0.047362-0.032203i,0.033557-0.037851i,0.01499-0.027519i,0.0089048-0.011814i,0.0087631-0.0041271i,0.0054823-0.0037133i,0.0015076-0.0055678i,-0.00084467-0.0075897i,-0.0022031-0.0060416i,-0.0021893-0.00094099i,-0.00066012+0.0013929i,0.00072781-0.00034772i,0.00047039-0.0011507i,6.6375e-05+0.00010931i,-0.00038302+0.00049384i,-0.00073911+0.0013166i
0.0057323+0.0020304i,0.0062495+0.0066223i,0.0054484+0.016562i,0.0089222+0.032991i,0.014317+0.044806i,0.010051+0.03916i,-0.0057585+0.028626i,-0.018201+0.028723i,-0.01549+0.029808i,-0.0099124+0.022122i,-0.012408+0.012664i,-0.015593+0.0071929i,-0.012509+0.005415i,-0.0065373+0.0059671i,-0.0014271+0.0060986i,0.0013295+0.0038629i,0.00066999+0.00089907i,-0.0015723+0.0010625i,-0.003184+0.003414i,-0.0029148+0.0037065i,-0.00099497+0.0014046i,0.00058358-0.0016966i,-4.821e-05-0.0039927i
-0.00022146+0.00038198i,0.00060605-0.0014046i,0.0043924-0.01329i,0.0032886-0.032967i,-0.0051869-0.042434i,-0.0020382-0.029038i,0.017674-0.012434i,0.032052-0.012175i,0.025333-0.017464i,0.01145-0.016024i,0.0062445-0.012178i,0.0061428-0.010825i,0.0049063-0.0089311i,0.0012328-0.0047998i,-0.0033744-0.0010304i,-0.0058217+0.0013748i,-0.00404+0.002964i,-0.00064601+0.0018964i,0.00081792-0.0011533i,0.00050878-0.0014287i,-0.00032559+0.00041988i,-0.00019449+0.0014703i,0.00086935+0.00083865i
-0.0040163-0.0054758i,-0.0083775-0.0069019i,-0.014472-0.00061132i,-0.014537+0.01559i,-0.008178+0.030086i,-0.0073129+0.027918i,-0.020485+0.020458i,-0.032223+0.026317i,-0.024819+0.031477i,-0.0095213+0.021075i,-0.0040445+0.0072624i,-0.0049916+0.0029093i,-0.0049513+0.0042491i,-0.0044367+0.0041218i,-0.002588+0.0027254i,-0.00063896+0.00057547i,-0.00063128-0.0014543i,-0.00072366-0.00025488i,-0.00019312+0.0021724i,-0.00065148+0.003021i,-0.0010707+0.0033571i,0.0003293+0.0030192i,0.00079946+0.0014872i
0.0045682-0.003492i,0.0087621-0.0070305i,0.0062818-0.011162i,-0.0053846-0.018231i,-0.015725-0.023907i,-0.0098287-0.018448i,0.010661-0.013132i,0.024229-0.01719i,0.020069-0.02064i,0.010802-0.015325i,0.0065361-0.0056261i,0.0064113-0.0013813i,0.0060649-0.0029878i,0.0052781-0.0062268i,0.004454-0.007739i,0.0032022-0.0056497i,0.0020918-0.0029304i,0.0015579-0.0024025i,-8.1646e-05-0.0035145i,-0.0018764-0.0042447i,-0.0029752-0.0020604i,-0.003727+0.00045783i,-0.0028744+0.00084774i
0.0022087+0.0036359i,0.0010656+0.0095937i,-0.0010262+0.020793i,0.0020883+0.035924i,0.0091675+0.042148i,0.0032237+0.029083i,-0.017639+0.012817i,-0.033551+0.010165i,-0.029387+0.012568i,-0.017167+0.0096238i,-0.012753+0.0038368i,-0.010987+0.0023056i,-0.0057016+0.0054097i,-0.00078863+0.0082407i,0.00078487+0.0068413i,0.002402+0.003629i,0.0031349+0.0011248i,0.0015204-0.00023866i,0.0012263-9.9378e-06i,0.0026982-0.0005244i,0.0025628-0.002051i,0.0012882-0.0022502i,0.00058357-0.0014729i
-0.0011339+0.00031488i,-0.0014525-0.0010388i,-0.00059079-0.0062164i,-0.0014805-0.016496i,-0.0040792-0.029793i,0.002928-0.033603i,0.022011-0.030449i,0.034049-0.031926i,0.026192-0.031897i,0.012004-0.020817i,0.0078685-0.0072172i,0.0087469-0.00035332i,0.0062509+0.0004311i,0.002058-0.0016721i,-0.00084482-0.0033084i,-0.0020715-0.0033913i,-0.0021616-0.0024019i,-0.001203-0.0018693i,0.00025324-0.0027474i,0.0015198-0.002956i,0.0017022-0.0020432i,0.00033708-0.0014935i,-0.00025907-0.00062017i
0.0022387-0.0040354i,0.0033839-0.0082143i,0.0070132-0.0063556i,0.015448+0.0029274i,0.023728+0.013133i,0.0177+0.013846i,-0.001747+0.010048i,-0.016837+0.010949i,-0.017154+0.012175i,-0.010921+0.010119i,-0.0092538+0.007215i,-0.01151+0.0070324i,-0.011386+0.007362i,-0.007574+0.0059382i,-0.002256+0.0049503i,0.0018261+0.004092i,0.0024071+0.0020915i,0.0011633+0.0021993i,0.0011507+0.0033429i,0.0014202+0.0021653i,0.00076686+5.6451e-05i,0.00035019-0.0010144i,-0.00022641-0.00090566i
0.0050447-0.0019399i,0.0069836-0.0046685i,0.0035108-0.011107i,-0.010459-0.022635i,-0.019241-0.031602i,-0.0081084-0.02692i,0.017125-0.015807i,0.036149-0.012198i,0.032909-0.013443i,0.017351-0.010178i,0.0064039-0.0048724i,0.0021687-0.0045066i,0.0015994-0.0050652i,0.0013708-0.0025713i,-0.00014059-0.00085043i,-0.0015073+0.0002656i,-0.0014027+0.0020897i,-0.00060064+0.0017687i,-0.00065816+0.00077825i,-0.00027214+0.00040554i,-6.7099e-05-0.0011014i,-0.00080174-0.0023865i,-0.0008822-0.0019694i
-7.9528e-05-0.0001595i,-0.0033934+0.0009773i,-0.0049388+0.003864i,-0.0016207+0.011358i,0.0045141+0.021688i,0.0024379+0.025181i,-0.0094137+0.022388i,-0.018783+0.022887i,-0.016806+0.022128i,-0.0099657+0.012964i,-0.007875+0.0017728i,-0.0076245-0.0022185i,-0.005649+0.0010124i,-0.0049251+0.0048733i,-0.0049499+0.0060104i,-0.0031576+0.0049176i,-0.00095386+0.0042819i,-0.00069451+0.0044747i,-0.00030044+0.0047578i,0.00075355+0.005238i,0.0015969+0.0041053i,0.0032866+0.0014634i,0.0034315-0.00072373i
-0.001659-0.00038125i,-0.0032855-0.0014274i,-0.0074171-0.00056592i,-0.016434-0.0014493i,-0.022733-0.0061178i,-0.012305-0.0076416i,0.0086254-0.0041407i,0.022633-0.0035223i,0.021934-0.0072815i,0.012527-0.0076644i,0.006114-0.0038706i,0.0049305-0.0014096i,0.0048897-0.0026073i,0.0039529-0.0062427i,0.0024866-0.0075398i,0.00075362-0.0061552i,-0.00021331-0.0055552i,-0.00059377-0.0049162i,-0.0018601-0.0048463i,-0.0029517-0.0036026i,-0.0033172-3.8368e-07i,-0.0027995+0.0015081i,-0.0017594+0.00067255i
0.00073068+6.4702e-05i,0.0047402+0.00035479i,0.010297+0.005361i,0.018997+0.016949i,0.025923+0.02828i,0.015163+0.024891i,-0.011135+0.014089i,-0.03067+0.011885i,-0.029365+0.013207i,-0.017036+0.0083724i,-0.0095406+0.0012483i,-0.0078509-0.00072393i,-0.0054201+0.00035661i,-0.0017995+0.00068928i,0.0011088+0.00054721i,0.0038225+0.00046135i,0.0044303+0.00069247i,0.0030686+0.0013433i,0.001543+0.00073434i,0.00061718-0.0006873i,0.00037272-0.0008698i,0.00017093+0.00024999i,-0.00020036+0.00072683i
0.00066338-0.0019771i,0.0025475+5.9605e-05i,0.0011545-5.866e-05i,-0.0052693-0.0072391i,-0.010738-0.018824i,-0.0061106-0.025017i,0.0062296-0.022633i,0.016347-0.018365i,0.015536-0.014413i,0.008704-0.0085259i,0.0057373-0.0032072i,0.0068855-0.0012215i,0.0074141-0.0018588i,0.0059115-0.0018609i,0.0036365-0.0017679i,0.00092401-0.0022714i,-0.0013901-0.0025187i,-0.0018991-0.0029757i,-0.0011228-0.0032074i,-0.00076906-0.0030276i,-0.0011389-0.0024899i,-0.0015391-0.0021546i,-0.00083439-0.0013124i
-0.001114+0.0046927i,0.0020361+0.0051937i,0.00823+0.0026947i,0.017377+0.0012534i,0.022133+0.005374i,0.011856+0.0070076i,-0.0068967+0.0015597i,-0.020891-0.00057727i,-0.021807+0.0018707i,-0.012362+0.0020501i,-0.0047767+0.0010183i,-0.0028358+0.0019108i,-0.0035329+0.0033842i,-0.0045747+0.0024096i,-0.0040498+0.0017029i,-0.0021048+0.0014178i,-2.9197e-05+0.0018554i,0.00071866+0.0029255i,0.0011287+0.0029665i,0.0010724+0.0034665i,0.0010306+0.0028434i,0.001808+0.0015749i,0.0018245+0.0013219i
0.00088117-0.0027921i,-0.002764-0.0063711i,-0.0085651-0.010976i,-0.019451-0.017059i,-0.024503-0.024809i,-0.011366-0.026682i,0.012185-0.021078i,0.027984-0.01779i,0.026253-0.015769i,0.014581-0.0099324i,0.0061529-0.0030098i,0.0029952+0.00047354i,0.0025352+0.00052048i,0.0040021-0.00074997i,0.0047269-0.0017647i,0.0035934-0.0014646i,0.0024667-0.00076384i,0.0015917-0.0013087i,0.00060882-0.0014764i,-0.00034877-0.0014964i,-0.0014097-0.0027669i,-0.0033228-0.0033984i,-0.0034646-0.0021695i
0.0017498-0.0025557i,0.0029666-0.0032057i,0.0043213-0.0017519i,0.0068651+0.0050493i,0.011418+0.016504i,0.012033+0.019842i,0.0042533+0.010673i,-0.0064367+0.0026534i,-0.010851+0.0010777i,-0.0079347+0.00082015i,-0.0057165-0.00014372i,-0.0066448-1.506e-05i,-0.0064483+0.0024588i,-0.00395+0.005324i,-0.0020007+0.0065386i,-0.0007868+0.0066752i,-0.00024969+0.0063533i,0.00017906+0.0060121i,0.0017952+0.005587i,0.0033949+0.0041116i,0.004382+0.0023175i,0.0040328+0.00081093i,0.0025213-0.00061753i
0.0012213-0.00054053i,0.00038047+0.00218i,-0.003485+0.0064825i,-0.011567+0.0070631i,-0.015106+0.00028101i,-0.0026046-0.0046175i,0.016829-0.0031164i,0.028042-0.0022195i,0.024307-0.0032475i,0.012226-0.0015386i,0.0038526+0.00066764i,0.001704+0.00074645i,0.0020196+0.00021181i,0.00094289-0.00065537i,-0.0015344-0.0016488i,-0.0031543-0.0023855i,-0.0035808-0.0035688i,-0.0031886-0.0039805i,-0.0027266-0.003148i,-0.0023565-0.0017029i,-0.0021864+0.000125i,-0.0020509+0.0011009i,-0.0013887+0.00086473i
-0.00052913-0.00046805i,-0.0014853-2.4066e-06i,0.0029537+0.0025083i,0.01446+0.0099936i,0.021636+0.019278i,0.012867+0.022446i,-0.0030101+0.017156i,-0.014258+0.011595i,-0.015566+0.008511i,-0.010851+0.0054573i,-0.0076577+0.0033311i,-0.0067014+0.002429i,-0.0058839+0.0017681i,-0.0042352-2.7486e-05i,-0.002442-0.0019867i,-0.00056754-0.0012765i,9.9365e-05+1.6318e-05i,5.9217e-05-3.3871e-05i,3.781e-05-8.2077e-05i,-0.00074994-0.00013403i,-0.00038238-0.00037175i,0.00077-0.00033784i,0.00069748-0.0002533i
-0.00023303-0.002349i,-0.00010195-0.0038508i,-0.0027678-0.0048814i,-0.0076881-0.0071119i,-0.010138-0.013328i,-0.0045257-0.012497i,0.0060297-0.0036775i,0.015015+0.0020691i,0.015095+0.0013877i,0.0076812-0.00034547i,0.0018034-0.00010529i,0.0011492-0.0009802i,0.0036178-0.0026217i,0.0057865-0.0025607i,0.0062073-0.0015478i,0.0041313-0.00043765i,0.0012999-0.00041711i,-0.00052651-0.0021967i,-0.0010402-0.0034292i,-0.00056403-0.0033884i,-0.00051169-0.0025511i,-0.00057037-0.0017118i,-0.00045857-0.0016356i
0.001427+6.1626e-05i,0.0054357-0.0011574i,0.0094299-0.0025259i,0.013838-0.0012874i,0.015476+0.0051835i,0.0061687+0.01021i,-0.0081336+0.0083049i,-0.016609+0.0046354i,-0.016121+0.0021305i,-0.009703+0.00023981i,-0.0038919-0.0013051i,-0.0019241-0.0021565i,-0.0033767-0.0001108i,-0.0058988+0.0029993i,-0.0061952+0.0038713i,-0.0042513+0.0027636i,-0.0016116+0.0016194i,-0.00066146+0.0015385i,-0.0012079+0.0019943i,-0.00091213+0.0028007i,0.00013602+0.0034497i,0.0010241+0.0032004i,0.0016266+0.0016902i
0.0017708-0.00061112i,-0.00047685-0.0009155i,-0.0084761-0.0031571i,-0.021103-0.006388i,-0.025226-0.013717i,-0.015245-0.017144i,-2.8561e-06-0.012615i,0.011833-0.0072796i,0.013874-0.0054757i,0.0075476-0.0045433i,0.0025233-0.0018919i,0.0022097+0.00041146i,0.0026275+0.00017534i,0.0021692-0.0017432i,0.001896-0.0034953i,0.0019208-0.0047401i,0.0019834-0.004584i,0.0014756-0.0032528i,0.00040365-0.0018377i,-4.1749e-05-0.0016411i,-0.0018622-0.0024141i,-0.0033056-0.0019823i,-0.0022324-5.9417e-05i
-0.00095383+0.0025708i,-0.00038182+0.00064121i,-0.00052321-0.00043998i,0.00070542+0.0049644i,0.0047136+0.012963i,0.0028937+0.010787i,-0.0049981+0.00092757i,-0.012393-0.0048951i,-0.013546-0.0049438i,-0.0088372-0.0040698i,-0.0046326-0.0044623i,-0.0034719-0.0031553i,-0.0023571-0.00088748i,-0.0011815-0.00021674i,0.00045794+0.00088999i,0.0027814+0.0024678i,0.0032882+0.0032839i,0.0029171+0.0030214i,0.0026159+0.0013281i,0.003041-0.00059112i,0.0031984-0.0011523i,0.0029574-0.00093006i,0.0022713-0.00076397i
0.0039055+3.2193e-05i,0.0058608-2.7713e-05i,0.0052508-0.0011557i,-0.0017158-0.0021114i,-0.0056168-0.0053733i,0.00074924-0.01024i,0.0098602-0.010312i,0.01496-0.005374i,0.014934-0.00098557i,0.0095291+0.00017566i,0.0031885+7.5468e-05i,0.00031448+0.00052964i,-0.0001944+0.0015608i,0.00034908+0.0025073i,0.00035048+0.0028342i,-0.00053122+0.0020628i,-0.0012877+0.0010227i,-0.001021+0.00028745i,-0.00019323+0.00034497i,7.3505e-05+0.00094438i,-0.00043829+0.00064284i,-0.00080795-5.3286e-05i,-0.00049543-0.00051877i
0.00046144+0.00052464i,0.0018966+0.0029146i,0.0078579+0.0043477i,0.016323+0.0049836i,0.019436+0.010159i,0.01421+0.010288i,0.0042065+0.0023373i,-0.0054102-0.0019515i,-0.0084205+3.6494e-06i,-0.0049712+0.0019634i,-0.0019789+0.0017831i,-0.0018021+0.0017053i,-0.0024429+0.0010872i,-0.0039506-0.0004349i,-0.0051363-0.00085688i,-0.0030791-0.00049486i,-0.00082839-0.00012867i,0.00021285+0.0001466i,7.9616e-05+0.0010711i,-0.0015817+0.0015846i,-0.0012949+0.0011132i,-0.00017067+4.8795e-06i,-0.00032588-0.0011109i
0.00049579+0.0025695i,-0.001217+0.0019046i,-0.0021773-0.00079043i,-0.0039174-0.0083608i,-0.005343-0.015607i,0.00016211-0.016368i,0.0089588-0.0081011i,0.013859+0.0013372i,0.012837+0.0043687i,0.0071253+0.0034009i,0.0015801+0.0022336i,-0.00013309+0.0018883i,0.0016316+0.00057417i,0.0027003-0.0018681i,0.0025645-0.0037416i,0.0017605-0.0031431i,0.00012203-0.0018827i,-0.001167-0.0014053i,-0.002331-0.0017852i,-0.0018934-0.0022445i,-0.00052286-0.0019385i,-0.00042509-0.0013837i,-0.00092298-0.0014204i
-0.0019689-0.0024654i,-0.0029022-0.0048419i,-0.0017998-0.0038185i,0.0022354+0.0011753i,0.0052503+0.008718i,0.004055+0.013406i,-0.000199+0.0090826i,-0.0048716+0.0013498i,-0.0072317-0.0022755i,-0.0060453-0.002669i,-0.0027787-0.0022881i,-0.0014917-0.00078224i,-0.001856+0.00049823i,-0.0015034+0.0018393i,-0.0014119+0.0027522i,-0.0014384+0.0024739i,-0.00078427+0.0019987i,-0.00046875+0.0023505i,-0.00012355+0.0023692i,0.00029022+0.0014642i,0.0021472+0.0014453i,0.0026085+0.0019217i,0.0014885+0.0024978i
0.001792-0.00088263i,0.0014817-0.0019761i,-0.0011275-0.00023531i,-0.0069023+0.00084789i,-0.0091498-0.0030204i,-0.0024599-0.0045603i,0.0065708-0.0021779i,0.010436-0.00050433i,0.0094133-0.0011638i,0.0053833-0.0017202i,0.0023404-0.0018193i,0.00042586-0.0018398i,-0.00078517-0.00085019i,-0.00049201+0.00073294i,-0.00039908-0.00016774i,-0.00027348-0.00263i,-0.000515-0.003759i,-0.0018718-0.0025979i,-0.0024902-0.00061047i,-0.002266-0.00012846i,-0.0022599-4.7733e-05i,-0.0023205+0.0007821i,-0.0014497+0.0012719i
0.00058417-0.00054316i,0.00026665+0.00083849i,-0.00025601+0.0033865i,0.001989+0.0091524i,0.0037898+0.013623i,0.0010004+0.010792i,-0.0025033+0.0027036i,-0.0057383-0.0045158i,-0.0081744-0.0062018i,-0.0073684-0.0035501i,-0.0046327-0.0011307i,-0.0027445-0.00077461i,-0.0017453-0.00091643i,-0.00067315-0.00083061i,0.00096174-0.00063214i,0.0026753+0.00024495i,0.0030685+0.00065008i,0.0026664-0.00021715i,0.0022227-0.0012052i,0.0012896-0.0012619i,6.3738e-05-0.0012682i,-0.00044024-0.0012703i,0.00047587-0.00029906i
9.1725e-05+0.0026612i,0.0013205+0.0013651i,0.0010367-0.00027533i,-0.0014678-0.0016855i,-0.0036517-0.0057254i,-0.0019909-0.0083741i,0.0031312-0.005029i,0.0075367-0.00038046i,0.0081453+0.00082625i,0.0054365-9.0513e-05i,0.0013598-0.0010911i,-0.00067125-0.00080938i,0.00062925+0.00033434i,0.0021463+0.00042208i,0.0022517+0.00020588i,0.0017699+0.00017438i,0.0012253-0.00039964i,0.00061667-0.00027461i,3.5926e-05-0.00050907i,0.00052969-0.0012416i,0.00025222-0.00063337i,-0.0010645-0.00022419i,-0.0007217-0.00075703i
-0.0016548-0.0010899i,-0.00022887-0.0017449i,0.0024745-0.0020046i,0.0055257+0.00099143i,0.0065408+0.0059966i,0.0029318+0.0062231i,-0.0017164+0.00069841i,-0.0035488-0.0032834i,-0.002238-0.0039121i,0.00081923-0.0030626i,0.0022639-0.0012582i,0.00076563-0.00033107i,-0.0016155-2.3709e-05i,-0.002572+0.001106i,-0.0024443+0.0024184i,-0.0016018+0.0023303i,0.00018573+0.00078679i,0.0012558+6.1029e-06i,0.00071362+0.00077437i,-2.6588e-05+0.00094396i,-0.00058491+0.00017113i,-0.0010706-0.00048925i,-0.0011386-0.00090251i
0.0014033-0.0040903i,0.00039966-0.0043937i,-0.0022107-0.0047763i,-0.0051284-0.0063321i,-0.0044324-0.0091161i,-0.0003971-0.0096512i,0.004245-0.0043763i,0.0092063+0.0025965i,0.011377+0.0053982i,0.0074315+0.0044671i,0.0031737+0.0033942i,0.001723+0.0026816i,0.0017241+0.00067906i,0.0011113-0.00067378i,-0.00024237-0.00077673i,-0.0003595-0.00053575i,-0.00087666+0.00035341i,-0.0012424+0.00081223i,-0.00066863+0.0012223i,-7.0527e-05+0.0005593i,3.8793e-05-0.0010424i,-0.00072676-0.0016587i,-0.00091139-0.0013372i
0.0012602-0.0028717i,0.00098728-0.0031082i,0.00077883-0.0041024i,0.00090831-0.0014474i,0.0014925+0.004344i,0.0033016+0.0059279i,0.0037003+0.0019623i,0.0019371-0.0023204i,7.3629e-05-0.0039967i,-0.00045005-0.0029711i,-0.00043297+2.8924e-05i,0.00014064+0.0017439i,0.00019736+0.0018853i,-0.00039342+0.002102i,-0.00070646+0.0026096i,-0.00089155+0.0029539i,-0.00065299+0.0023598i,-0.00068575+0.0010984i,-0.00039726+0.00048509i,0.00090462+0.00035336i,0.0017393-3.497e-05i,0.0013749-0.00032857i,0.00089663+0.00023142i
0.001066-0.0025762i,9.8481e-05-0.0021153i,-0.002491-0.0031837i,-0.0046984-0.004562i,-0.0043368-0.0045955i,0.00049234-0.0045582i,0.0049968-0.0019397i,0.0058204+0.0024194i,0.0037286+0.0042755i,0.00066594+0.0031458i,-0.0011172+0.0017257i,-0.001474+0.0018131i,-0.0011579+0.0023238i,-0.0002723+0.0022436i,0.00040728+0.000846i,-0.0010824-0.0017739i,-0.002434-0.0022606i,-0.0019231-0.00078761i,-0.00061497+0.00037418i,-2.5136e-05+9.9166e-06i,-0.00064427-0.00016999i,-0.0013295+0.00086037i,-0.00066102+0.0015718i
-0.001057-0.0013391i,-0.0011536-0.0013875i,0.00010867+0.00076246i,0.0019463+0.005613i,0.0016469+0.01108i,0.00081093+0.010436i,-0.0001983+0.0031619i,-0.0030594-0.0016197i,-0.0052881-0.00093525i,-0.0050199+0.00046782i,-0.0037299+0.00053951i,-0.0030491+0.00027393i,-0.0027775-0.00012973i,-0.0021653-0.0011164i,-0.0011212-0.0011685i,0.00037631-0.00052505i,0.00097127-0.00059825i,0.000363-0.0010096i,0.00025316-0.00056612i,-0.00015603+0.00027509i,-0.00056793+0.0011738i,0.00027306+0.00053394i,0.00050283-0.00057113i
0.0012224+0.0013135i,0.0025858+0.00074454i,0.0049927+0.00037551i,0.006127-0.00054037i,0.0071063-0.0034021i,0.007787-0.0040248i,0.0055599-0.00089313i,0.0027715+0.0039348i,0.0010588+0.0065515i,-0.00040895+0.0045156i,-0.0027098+0.0016191i,-0.0038819+0.00054253i,-0.0017742-0.00025863i,0.00016996-0.0013499i,0.00010593-0.0023313i,0.00013964-0.002789i,0.00058837-0.0019104i,7.5775e-05-0.00094866i,-0.00058623-0.0014261i,0.00048957-0.0018713i,0.0016639-0.0010917i,0.0015482-0.00083297i,0.0011875-0.0011952i
0.0016276-0.0012069i,0.0013171-0.0025412i,0.0017154-0.003036i,0.0019215-0.002089i,0.00028356-0.00047195i,-0.0021702-0.00068973i,-0.0028554-0.0026177i,-0.0024443-0.0045292i,-0.0031273-0.0056961i,-0.0029809-0.0048471i,-0.0029958-0.0039152i,-0.0031135-0.0029133i,-0.0020753-0.0011601i,-0.0011291-0.00045338i,-3.6831e-05+7.228e-05i,0.0012785+0.00086995i,0.0020602+0.00040579i,0.0015141-0.00072194i,0.00047388-0.00045602i,0.00068165+0.00026641i,0.00097279+6.5471e-05i,0.00046353+0.00041812i,-8.6612e-05+0.00065727i
0.00064884+0.00052683i,0.001569+0.0016274i,0.00082991+0.0010076i,-0.0021997-0.0017507i,-0.0037967-0.0040726i,-0.0022576-0.0036515i,0.00031877-0.0018653i,0.0019834-0.002044i,0.0019677-0.0023399i,0.0014712-0.0025522i,0.0013608-0.0030373i,0.00077648-0.0025613i,0.00036713-0.0023195i,0.0020782-0.0025323i,0.0032105-0.0025295i,0.002475-0.0025977i,0.00093971-0.0010281i,-0.00063967+0.00032314i,-0.0012199+1.8098e-06i,-0.0012181-8.3419e-05i,-0.0011195-0.00050658i,-0.0011729-0.0011912i,-0.00077208-0.0014398i
0.00076878+0.0031399i,0.0019236+0.0023338i,0.001344+0.0013551i,-0.0011856+0.003104i,-0.0014593+0.0058473i,0.00030657+0.0035696i,0.0014013-0.0031693i,0.00083228-0.0084119i,0.00057825-0.0090168i,0.00073312-0.006496i,0.0011901-0.0038023i,0.0012139-0.0021916i,-0.00022279-0.0016181i,-0.0017045-0.00034043i,-0.0015143+0.0016314i,-4.8714e-05+0.0034765i,0.00033485+0.0034206i,-0.00028001+0.0018033i,-8.3331e-05+0.00040014i,0.00024381+0.00017652i,-6.811e-05+0.000254i,-0.00030885+0.00063572i,-0.00043419+0.0013605i
-0.001225+0.0013129i,-0.0029656+0.0027575i,-0.0025424+0.0030613i,-0.0011013+0.0016387i,0.0017926-0.0010482i,0.0059696-0.0031979i,0.0077976-0.0036963i,0.0068727-0.0020801i,0.0049356-0.00014481i,0.0023307-0.00013821i,0.00055298-0.00036312i,0.00038774+0.0006597i,0.0010034+0.0029835i,0.001763+0.0034386i,0.0013771+0.0012646i,0.00038869+0.00029386i,0.00017004+0.0011052i,0.00029326+0.0015622i,0.00088201+0.00089216i,0.001419+0.00033995i,0.0005993+0.00073409i,-0.00028424+0.0011723i,-0.00032845+0.00071161i
-0.0019927-0.0033745i,-0.0015222-0.0040797i,-0.00088046-0.0025735i,0.00053932+0.0016771i,0.00087566+0.0045713i,0.0011247+0.0024822i,0.0031842-0.0011595i,0.0053714-0.0031519i,0.0052503-0.0041465i,0.0036958-0.0030907i,0.0027697-0.0011205i,0.00079083+8.2886e-05i,-0.0016032-2.1095e-06i,-0.0018089+0.00041312i,-0.00090948+0.0016261i,-0.0002775+0.0018875i,-0.00016233+0.0016992i,-9.9983e-05+0.00064977i,0.00025503-0.00061634i,-0.00022033-0.00028418i,-0.00069544+0.0002425i,0.00013862+0.00030296i,0.00059328+0.00023983i
0.0012238-0.0047856i,0.0013126-0.005075i,0.00078612-0.0030861i,0.00071189-0.0020331i,0.0016582-0.0012413i,0.0035506+0.00073653i,0.0055593+0.0030362i,0.0068523+0.0050563i,0.0062023+0.0056667i,0.0038897+0.0048959i,0.0016122+0.0032139i,0.00038187+0.0022526i,0.00065009+0.0015822i,0.0010268+0.00017795i,0.0009289-0.0012678i,0.00056247-0.0018404i,-7.2992e-05-0.00067531i,-0.00059328-0.00035234i,-3.1537e-05-0.0018641i,0.00073376-0.0017975i,0.0012499-0.00106i,0.0018593-0.00034574i,0.0017322+4.51e-05i
0.0010362+6.9827e-05i,0.0029131+0.00099983i,0.0019443+0.00047771i,-0.00046927+0.00020762i,-0.00072815+0.0018995i,0.00039978+0.002594i,0.0022944+0.0020023i,0.0032361+0.0014771i,0.0032908+0.0013417i,0.0017899+0.001892i,-0.0012448+0.0023147i,-0.0024933+0.0029989i,-0.0020552+0.0019872i,-0.0019843+0.00047932i,-0.0021422+0.00039773i,-0.002324+0.0010255i,-0.0019743+0.00072191i,-0.0017455-0.00060924i,-0.0015127-0.00106i,-0.0011421-0.00038774i,-0.0010502-0.0005164i,-0.00061225-0.00042425i,-0.0006252+0.0002429i
