-0.002459+0.00030729i,-0.0014336-3.0797e-05i,-0.0022612+0.00057718i,-0.0018774+0.00075177i,-0.00086814+0.0017305i,-0.0010816+0.0016062i,-0.0011476+0.0012716i,0.00029309+0.0010247i,0.0017354+0.00045195i,0.0013577-8.7871e-05i,0.00085988-0.00016729i,0.0011154-0.00034158i,0.0011267-0.00075141i,0.0009343-0.0002898i,0.0010229-0.00038797i,0.00084699-0.00085881i,-0.00043041-0.0001453i,-0.0012984-1.2367e-05i,-0.00070337+0.00035746i,-0.00016297+0.00098439i,0.00063893+0.00061104i,0.00086552-0.0005783i,0.00037435-0.0011498i
0.00064312+0.0013664i,0.0017644+0.0003223i,0.0010252-3.7402e-05i,-0.00027805+0.00069182i,-0.0004278+0.0010635i,0.00011059+0.00077242i,0.00039112-5.1846e-05i,0.00059409-0.0006264i,0.00061119+6.396e-06i,0.00038663+0.00034679i,0.00059965+0.0004566i,0.00079936+0.00035884i,0.0008241-5.1213e-05i,0.00021361-2.8085e-05i,-0.00032763-0.00032248i,0.00016437-0.0010838i,0.00078295-0.00067331i,0.00056919+8.5064e-05i,0.00021078-0.00015975i,-0.00056332-0.00049389i,-0.0014051-6.6398e-05i,-0.00073954-0.00030732i,0.00014655-0.0009516i
-0.00083991-0.0010318i,-0.0014005-0.0008204i,-0.0019665-0.00056521i,-0.002875-0.00088805i,-0.0023497-0.0024055i,-0.0011643-0.00273i,-0.00036542-0.0014219i,-0.00029608-0.0013203i,-0.00063149-0.00085117i,-0.0010034+0.00013262i,-0.00029564+0.00048238i,0.00045558+0.00061543i,0.00041034-0.00026081i,4.4236e-05-0.00089872i,1.1072e-05-0.00027648i,0.00029001+0.00038366i,0.00043843-0.0002544i,0.00052051-0.0010092i,0.00052198-0.00053132i,0.0001012-4.6969e-05i,6.308e-05+0.00027368i,-0.00030306+0.00035966i,-0.00032227+0.00095568i
0.0009247+0.0013524i,0.00044283+0.00040803i,-0.00027417-0.00020123i,-0.00077566-3.3773e-05i,-0.0014749-2.9048e-05i,-0.0010353-0.00034835i,-0.00061815-0.0011072i,-0.00041853-0.0013696i,-3.5367e-05-0.00078313i,-0.00011969-0.00054461i,-0.00024198-0.0007408i,-0.00046507-0.00086551i,-0.00070506-0.00065704i,-4.9219e-05-0.00060834i,0.00034169-0.0005549i,-0.00055455-0.00043169i,-0.00069133-0.0003044i,-8.0044e-05-0.00013906i,0.0003196-7.9738e-05i,0.00029162+0.00037354i,-8.7303e-05+0.00017779i,-0.00028765-0.00068691i,0.00013523-0.00060231i
0.00079866-0.00022326i,0.00063948-0.0013178i,0.00069485-0.0017421i,-0.00015215-0.00096728i,-0.0017174-0.00053947i,-0.0013871-0.00051039i,2.8345e-05-0.0010556i,0.00058906-0.0017292i,0.00052994-0.0013088i,0.00016684-0.00040826i,0.00014538-0.0005394i,1.6143e-05-0.00048315i,-0.00049986-0.00025084i,-0.00055992-0.00023617i,-0.00061196+0.00017643i,-0.00041819+1.1829e-05i,0.00013326+0.00012079i,-0.0001438+0.0011677i,-0.00078956+0.0015672i,-9.9062e-05+0.00060141i,0.00071247-0.00037703i,0.00031434+5.995e-05i,0.00057908+0.0002824i
-0.00040999-0.0014433i,-0.00063691-0.0016896i,-0.001265-0.0024042i,-0.0020101-0.0015843i,-0.0017715-0.00057261i,-0.00071711-0.00068344i,0.00069481-0.0009463i,0.00067067-0.00014378i,-9.4729e-05+0.00014805i,-1.6522e-05-0.0002052i,-5.8309e-05-0.0003058i,-0.00017966-0.00023448i,-4.7049e-05-4.6961e-05i,2.7014e-05-4.4605e-05i,-0.00017011-0.00028661i,-0.00016313-0.00075534i,-0.00013102-0.0010902i,-7.8401e-05+4.1075e-05i,0.00036431+0.00075791i,0.00040111-0.00017174i,9.5559e-05-0.00054771i,-0.00039475-0.00025939i,-0.00062661+0.00048111i
0.0014715-0.0021911i,0.0010675-0.002105i,0.0009954-0.0017524i,5.5989e-05-0.0010035i,-0.0014009+0.00021509i,-0.0018463+0.00052789i,-0.00063534-0.0004198i,0.00049088-0.0012884i,-0.00024058-0.00036561i,-0.00083674+0.00054433i,-0.00057532+0.00055899i,-0.00029353+2.9935e-05i,-3.6594e-06-0.00012387i,-0.00045568-0.00017268i,-0.00055658+9.0912e-06i,-0.00012828+2.6338e-05i,-0.00028927-0.0004709i,-0.00069529-0.00088929i,-0.00056637-0.00049125i,-0.00042242+0.0002938i,-0.0002132+0.00077603i,-0.00041502+0.00058731i,-0.00057814+0.00014596i
-0.00024383+0.001947i,-0.00048145+0.0012651i,-0.0015202-0.0003067i,-0.0020318-0.001269i,-0.0020661-0.00097487i,-0.0016924-0.00032032i,-0.00021248-0.00026842i,0.00060022-0.00031733i,8.8923e-05-0.00037996i,0.00030216-0.00075924i,0.00036092-0.00054038i,8.8144e-05-0.00012113i,-0.00033864-8.7109e-06i,-0.00043446-0.00061498i,-0.00040433-0.00067361i,-1.4113e-05+2.7787e-05i,-0.0001257+0.00010889i,-0.00057197-3.3294e-05i,-0.00033938+0.00081584i,-0.00017466+0.0010819i,0.00012385+0.00080728i,0.0010901-5.8176e-05i,0.0010378-0.00030683i
0.0010642-0.0013182i,0.00011328-0.0016713i,-0.001208-0.001001i,-0.0023618+0.00013958i,-0.0021518+0.0011571i,-0.001524+0.0022648i,-0.00068186+0.0017338i,0.00026671+0.00012008i,0.0002915-0.0004573i,9.7225e-05-1.3167e-05i,-3.2556e-06+0.00071393i,-0.00042412+0.0012293i,-0.00052959+0.00058136i,-0.00043168-0.00021445i,-0.00044615-0.00014313i,5.9094e-05-0.00047325i,-5.7282e-05-0.00074831i,-0.00043677-0.00054684i,0.00032197-7.6837e-05i,0.00024561+0.00063211i,0.0002311+0.00095479i,9.4725e-05+0.00053327i,2.8788e-05+3.2669e-06i
-0.0017254-0.00122i,-0.00023118-0.0014271i,-0.00060846-0.00053147i,-0.0013306+0.0010975i,-0.00085767+0.0018238i,0.00014055+0.0010533i,0.00071973+6.661e-05i,0.00037381-7.8726e-05i,0.00032005+0.00041711i,-0.00028333+0.00055497i,0.00014233+0.00059105i,0.0013485+0.00053661i,0.00075368+0.00038129i,-0.00033276+0.00050621i,3.6474e-05+0.00080949i,0.00056483+0.00084052i,0.00020843+0.00021261i,7.2339e-05+0.00011092i,-0.00043799+0.00034654i,-0.00082656+0.0007348i,-0.0012656+0.00070276i,-0.0015971+0.00021497i,-0.00038709+0.00011252i
-0.00042586-0.00033216i,-0.0013894-0.00091651i,-0.0014962-0.0012141i,-0.0012557-0.0013229i,-0.0011114-0.00079301i,-0.00025236-9.3312e-05i,0.00010108-0.00028898i,-0.00011756-0.00018474i,9.0447e-06+0.00018657i,-0.00045698+0.00041221i,-3.4038e-05+0.00020886i,0.00047341+0.00020734i,1.6987e-05+0.00042719i,-0.00027856+0.00010414i,-0.00019458-0.00027203i,0.00017986-0.00061155i,0.00065056-0.00024494i,0.00050485+0.00043331i,0.0012+0.00038462i,0.0012685-3.3531e-05i,0.00014593-0.00020563i,-0.00012463+0.00055391i,6.0622e-05+0.0007988i
2.9989e-05-0.0016953i,0.0007244-0.0014729i,0.00052045-0.002295i,-0.0011874-0.0022369i,-0.0025151-0.0010368i,-0.0017749-0.0003577i,-0.00027982-0.00039812i,-3.7011e-05-0.00064855i,-0.00052683-0.001182i,-0.00088483-0.00097793i,5.7522e-05+0.00023965i,0.00093955+0.00064099i,-4.5045e-05+0.00022073i,-0.00048641-0.00071868i,-0.00021556-0.00055374i,-0.00049477-0.00049198i,-0.00059396-0.00040336i,-0.00068045-0.00022283i,-0.00046978-0.00045737i,4.8978e-05-0.00070228i,0.00043378-1.8025e-05i,8.6346e-05-2.2978e-05i,-0.00037443-4.9733e-05i
-0.00078493+0.0008705i,-0.00097586+0.00068945i,-0.0013716-0.00011491i,-0.0014298-0.00053356i,-0.0010428+0.00028108i,-0.0009666+0.00045227i,-0.00032426-0.0002101i,0.00020117-0.0011408i,1.4861e-05-0.0010751i,-0.00053847-6.1964e-05i,-0.00062077-1.3078e-06i,4.8934e-05-0.00047745i,-0.00029576-0.00039692i,-0.00062014-6.9864e-05i,0.00020142-0.00031215i,0.00027972-0.00024221i,-0.00053597+0.00033869i,-0.00039869+0.00039346i,0.00032859+0.00047119i,0.00050762+0.00025514i,-0.00020486-0.00023284i,-0.0003892-0.00023738i,-3.4029e-05+0.00040068i
9.7018e-05-0.00014891i,-0.00064245-0.0015341i,-0.0005933-0.002229i,-0.00029819-0.0015405i,-0.0005154-0.00061562i,-0.0008408-0.00026684i,-0.00062926-3.2158e-05i,-0.00030121-0.0003654i,-0.00039903-0.00080028i,-0.00017511-0.00051061i,-0.00068012-0.00036032i,-0.00099171-0.0004308i,-0.00048116-0.00073761i,-0.00048588-0.00048758i,-0.00045314+3.132e-05i,-0.00082801+0.00037937i,-0.0006894+0.00062303i,-0.00022724+0.00096213i,-0.00032744+0.00020031i,-0.00011914-0.00056814i,-0.00050815-0.00016939i,-0.00075213+0.00041735i,-0.00043332+0.00092802i
-0.00027649+0.0010717i,-0.00069549+0.00055107i,-0.00021052+0.00046375i,0.00075151+0.00060255i,0.0018181+0.00051547i,0.0014927+0.00067763i,0.00025635+0.00059613i,-0.00018683+0.00032707i,4.4843e-05+0.00015407i,0.00023393+0.00018217i,-0.00037308+0.00043631i,-0.00074837+0.00042212i,-0.00046756+7.1913e-05i,5.1137e-05+0.00036716i,0.00037435+0.0011245i,-2.8891e-05+0.00083653i,-0.00073743+0.00011763i,-0.00068883+1.3282e-05i,0.00013531+0.00016989i,0.00096392-0.00010059i,0.00021836-0.00040485i,-0.00080043-0.00045263i,-0.00051102-9.9179e-05i
0.00011956+0.00062725i,0.00019865-0.0003149i,-0.0016905-0.0010391i,-0.0018177-0.0010608i,-0.0008287-0.0012997i,-0.00074838-0.0019788i,-1.6176e-05-0.0018317i,-3.3699e-05-0.0013755i,-2.5065e-05-0.0010241i,0.00069178-0.0002518i,0.0015389-0.0001059i,0.0010188-0.0002141i,-0.00016249-0.00074841i,6.3002e-05-0.0006591i,0.00068863+5.1641e-05i,0.00090007+0.00017856i,0.00094744+5.7164e-05i,0.00039809-0.00027585i,-0.00014362-0.00023839i,-5.2028e-05-0.00015217i,-0.00026857-0.00046963i,-0.00018544-0.00050955i,0.00017052+0.0001393i
0.001088+1.5099e-05i,0.00036714-0.00045165i,-0.00043858-0.00079142i,-0.0025818-0.00016757i,-0.0032714-0.00013224i,-0.0019404-0.00040576i,-0.00034565-0.00045936i,0.00043718-0.00087172i,0.00051582-0.0011044i,8.1272e-05-0.00050236i,-0.00064932+0.00026184i,3.8163e-05+0.00053342i,0.0013576+5.7263e-05i,0.0012526+3.9518e-05i,0.00015715+0.00062931i,0.00017904+0.00075178i,0.00026966+0.00044175i,-0.00041466+0.00011733i,-0.00054085+9.726e-05i,0.00016192+6.1134e-06i,0.00098315-0.00017996i,0.00053571+0.00070933i,-0.00063921+0.0010885i
-0.00074767-0.0010347i,-0.00030429-0.00044728i,-0.0011677-0.0004647i,-0.0018424-9.9725e-05i,-0.0023105+0.00068546i,-0.001348+0.00076784i,2.0613e-05+0.00013173i,-0.00034874-0.00063719i,-0.00089092-0.00049291i,-0.00044283-0.00029718i,0.00078136+0.00034646i,0.0012659+0.00063852i,0.00099473+0.00019191i,0.0011927+0.0001448i,0.0010943+0.00026138i,0.00086644+0.0005588i,0.00019493+0.00032174i,-0.00025187+1.1629e-06i,0.00010508-5.5156e-05i,0.00035359-0.00036997i,9.1885e-05-0.00034014i,5.264e-05+0.00010552i,0.00011358+0.00041605i
0.00076804+0.00015994i,0.00012151-0.00088799i,-0.00028109-0.0011993i,-0.00095108-0.0010195i,-0.0018773-0.00073941i,-0.0015966-0.00082367i,-2.4978e-05-0.00077639i,0.00018859-0.00054789i,2.6682e-05-0.00058872i,5.4257e-05-0.00052235i,-9.7046e-05+0.00069697i,-0.00012952+0.0018713i,-0.00023689+0.00076749i,4.7591e-05-0.00033908i,-3.4493e-05-0.00010031i,0.0001603+0.00054356i,2.3743e-05+0.0004486i,0.00021872+9.1363e-05i,0.00071549+2.5362e-05i,-8.5009e-05+6.3185e-05i,-0.00061362-7.8111e-06i,-0.00014349-0.00035598i,0.00019053-0.00020922i
-0.00059649-0.000414i,0.00042848-0.0016741i,-1.5114e-05-0.0017478i,-0.0006808-0.00063991i,-0.00025631-0.00045351i,0.00033858-0.00063172i,0.00068095-0.00097538i,7.5566e-06-0.0011678i,-0.00045257-0.00022397i,-0.00034963+0.00049303i,0.00035873+0.00059895i,0.00099117+0.00031824i,0.00084745+0.00022476i,0.00021272+0.00032533i,0.0003685+2.7549e-05i,0.0007805-0.00048843i,0.00069003-0.00065391i,0.00057603-4.583e-05i,0.00054677+0.00055904i,0.00052411+0.00026125i,0.00041093+0.00019292i,0.00041089-4.2638e-06i,0.00040354-0.00010444i
0.00017484-0.0009895i,0.00018225-0.00022499i,-0.00080242-0.00029125i,-0.0022192-0.0011389i,-0.0022831-0.00072016i,-0.00040793-0.00031849i,0.0010828-0.00041887i,0.00064969-0.00037445i,-0.00010123+3.7237e-05i,-0.00065874+0.00062807i,-0.00044764+0.00040371i,-0.00013461-9.5178e-05i,0.00040568-0.00057699i,0.00076843-0.00080525i,0.00039159-0.00041014i,0.00020471-0.00056854i,7.9329e-05-0.0008725i,-9.7682e-06-0.000311i,-0.00017328-0.00015976i,-0.00049443-3.8331e-06i,-0.00018392+0.00050871i,0.0006634+0.00031836i,0.00058197+0.00021796i
5.145e-05-0.003154i,-0.00054401-0.0029634i,-0.0018947-0.0027261i,-0.0026565-0.0010411i,-0.0028527+0.00079866i,-0.0013765+0.0016703i,-0.00017188+0.0014791i,0.00025323+0.00026523i,9.7875e-05-5.7666e-05i,-0.00035191+0.00048739i,-0.00023145+0.00065445i,8.1147e-06+0.0014087i,-0.0001191+0.0017234i,-0.00050839+0.0006365i,-0.0004371+0.00029187i,2.1895e-05+0.00058946i,-0.00029185+0.00011925i,-0.00024597+0.00035506i,1.4344e-05+0.00030549i,-0.00023651-1.8322e-05i,-0.00019699-0.00071936i,0.00067495-0.00048174i,0.0012866+0.00051747i
-0.00092417+0.00084525i,-2.7318e-05+0.0008612i,-2.2675e-05+0.0011183i,-0.00040223+0.00059115i,-0.00076126-0.00021229i,-0.00046574-0.001292i,-0.00020733-0.0016363i,0.00010553-0.00087972i,0.00040477-5.9737e-05i,0.00019649+0.00050387i,-2.3851e-06+0.00065561i,8.1056e-06+0.00033436i,0.00068272+0.00051728i,0.00093732+0.00070424i,0.00044048+0.00013858i,7.747e-05-0.00030989i,-0.00065641+1.452e-05i,-0.00093138+8.2795e-05i,-0.00055256+0.001102i,6.6734e-05+0.0013244i,0.00097817+0.00055954i,0.00041306+0.00017963i,-3.04e-05-0.000459i
-0.00053848-0.003078i,-0.0013626-0.0026068i,-0.0031984-0.0010971i,-0.0037665-0.00032687i,-0.0034831+2.1831e-05i,-0.0017804+0.00047809i,0.00051982+0.00067484i,0.0015874+0.00016044i,0.0015286-0.00057851i,0.00027327-0.0005224i,-0.0011944+0.00077719i,-0.0012896+0.0012028i,-0.00071322+0.0010967i,-0.00049427+0.00083076i,-0.00081601+0.00011598i,-0.0010194+0.00031175i,-0.0012165+0.00060039i,-0.00051358-0.00023435i,0.00038645-0.00019293i,-0.00029647+0.00066993i,-0.00046028+0.00071779i,-4.2652e-05+0.00042748i,-0.00013842+5.944e-05i
-0.00052416+0.00072881i,0.00044503-0.0010221i,0.0010093-0.0015975i,0.00093303-0.0018242i,-0.00059906-0.0021239i,-0.0014958-0.0013601i,-0.0012904-0.00027091i,0.00011271-4.8003e-05i,0.00089444+0.00016047i,0.00061848-2.0166e-05i,-0.00021273-0.00037107i,-0.00083727-0.00082019i,-6.9407e-05-0.00097077i,0.00026735-0.0002867i,0.00034814+0.00014506i,0.00029975+0.00028924i,-0.00025724+0.00048521i,-0.00051176+0.00050513i,-0.0009073+0.00042073i,-0.00080387+0.00019953i,-0.00070604+0.00038664i,-0.00061613+0.00026073i,-0.00027676-0.00012276i
-0.00015917-0.00086405i,5.3327e-05-0.0005467i,-0.00068698-0.00033961i,-0.0020723-0.0001405i,-0.0021816+0.00019474i,-0.0010767-0.00026474i,0.00027717-0.0013819i,0.00078923-0.0016424i,6.9387e-05-0.0011579i,-0.00055798+0.00043457i,-0.00019866+0.0009608i,-0.00014518-1.1398e-05i,-0.00019008-0.00023564i,-9.5712e-05+6.5813e-05i,-0.0006545+0.00031624i,-0.00017899+0.00034418i,0.00040367+7.5049e-05i,-0.00023041+0.00018006i,-0.00069346+9.4275e-05i,-0.00027319+0.00027509i,0.00013798+0.00026235i,-0.0002751+0.00027773i,4.0085e-05+0.00047007i
-0.00099061-0.00074914i,-0.0011239-0.0014573i,-0.0026323-0.001284i,-0.0032007+0.00042842i,-0.0024648+0.0013034i,-0.00092708+0.0010332i,2.6443e-05+0.00065151i,-0.0002939+2.3931e-05i,-0.00052674+8.1345e-05i,-9.9226e-05+0.00070885i,-0.00023063+8.3385e-05i,-0.00046906+0.00028316i,7.9471e-05+0.00054678i,0.00099669-2.4927e-05i,0.00084616-7.2572e-05i,0.00030814-0.00035979i,-0.00033105-0.00041779i,-0.00088813+0.00028032i,-0.00084624+0.00068764i,-0.00082053+0.00015567i,-0.00043522-0.0007577i,-0.00035987-0.0013036i,-0.00051613-0.00097289i
0.00090756+0.00014243i,0.0016016-4.7241e-05i,0.00053176-0.00062432i,-0.00031138-0.00082671i,-0.00082046-0.00051901i,4.5127e-05-4.767e-05i,0.00064659-4.6948e-06i,0.00010137-0.00025964i,-0.00017703-0.00031317i,-0.00044224-0.00014674i,-0.00073461-0.00010645i,-5.5868e-05+0.0005199i,7.0237e-05+0.00065107i,-0.00049001+0.00015259i,-0.00079364+0.00012548i,-0.00045631+0.00043327i,-0.00017975+0.00023681i,-0.0002397+0.00049787i,5.2873e-05+0.00085124i,-0.00013108+0.00044228i,-8.2857e-05+0.0003062i,0.00062911+0.00068507i,0.00093564+0.0001406i
-0.0013532-0.00055278i,-0.0014262-0.0014266i,-0.0019243-0.00065578i,-0.001367+0.00089119i,-0.00080613+0.0012741i,-0.00080845+0.00061035i,0.00037514+7.6452e-05i,0.00096571-0.00055808i,-0.00040016-0.00099235i,-0.00089911-0.00065655i,-0.00022006-0.00053878i,0.00016799-3.889e-05i,0.00035639+0.00018468i,-5.6648e-05-0.00012517i,-0.00047819-2.0303e-05i,-0.00019535-0.0002163i,0.00066729-0.00088238i,0.00058392-0.00086914i,0.00029105-0.00011874i,0.00032047-0.00011439i,-3.4692e-05+3.2497e-05i,-0.00029702+0.00043031i,0.00022147+0.00054411i
-0.00038175+0.00042632i,-0.00093604-0.0008028i,-0.00088941-0.0031322i,-0.0012365-0.0021741i,-0.0010492-0.00057397i,-0.00064326-0.00073997i,-0.00073898-0.00058546i,-0.00051977-0.0003933i,-0.00012883-0.0004368i,-3.0264e-05-0.00041442i,0.00019931-0.00057524i,0.00089716-0.00042084i,0.00065983-0.00049913i,-0.00029175-0.0014747i,-0.0002994-0.0010113i,-0.00064005+0.000227i,-0.0004809+7.6694e-05i,-4.0049e-05-0.00011505i,6.5626e-05+0.00068706i,0.00027145+0.00083611i,-0.00013533+0.00073115i,-0.00064499+0.0007721i,-0.00051048-0.00038671i
0.00065452-0.0010534i,0.00070117-0.0014894i,-0.00016269-0.0020808i,-0.0014481-0.0011098i,-0.0020517+0.00025904i,-0.00084603+0.00063855i,0.0012038+0.00029666i,0.0012552+0.00034476i,0.00019251+0.00025534i,-0.00047315-2.9817e-05i,-0.0011807-0.00017275i,-0.00090713-8.4714e-05i,-9.2191e-05-0.00076959i,0.00044573-0.00077698i,0.00040376+0.00042481i,-0.00030191+0.0009574i,-0.00059299+0.00092064i,-0.00014059+0.00051174i,0.0001105-0.00018103i,0.00021429-0.00017455i,9.5861e-05-3.479e-05i,-0.00022054-0.00035279i,6.1368e-05-0.00026322i
-0.00017904-0.00083057i,-0.00087936-0.002078i,-0.0015599-0.001851i,-0.0017137-0.0013712i,-0.0014979-0.00071579i,-0.00098717-0.00050944i,0.00027125-0.001185i,0.00068262-0.0016652i,0.00046564-0.0013833i,-0.00015501-0.00016639i,-0.0009446+0.00043569i,-0.00062672+0.0005406i,0.0001896+0.0005856i,0.00014519+0.0002859i,0.00016599+8.9157e-06i,0.00045921+0.00074053i,0.00034135+0.0011202i,2.4379e-05-0.00024304i,-3.7385e-05-0.0011523i,8.974e-05-0.0005105i,7.0473e-05-9.7451e-05i,0.0003242-0.00013235i,0.00034351-0.00050811i
0.00011359-0.00087574i,0.00031782-0.0015223i,-0.00017748-0.0014288i,-0.0013714-0.00031665i,-0.0017554+0.00046882i,-0.00042975+0.00031307i,0.0004127-0.00053597i,0.00023031-0.0010144i,-0.00027699-0.00046477i,-0.00063283-0.00025682i,-0.00027025-0.00049612i,0.00042526-0.00044642i,0.00064761+0.00049576i,0.00074744+0.0010297i,0.00096163+0.00083083i,0.00052027+0.00039455i,0.00026866-0.0010861i,0.00092451-0.0014754i,0.00045609-0.000724i,-0.0004161-0.00045733i,-0.000191-0.00070716i,-0.00054318-0.00085438i,-0.00094208+7.4429e-05i
0.0017363+0.0015316i,0.0015648+0.00030918i,0.0010985-0.001161i,0.0002582-0.0012705i,-0.0013094-0.001023i,-0.001366-0.0003258i,-0.00065141+0.00010971i,-0.00048525-0.00068422i,-0.00029944-0.00061417i,2.3244e-05-0.00012512i,-1.8511e-05+0.00024308i,-0.0002356+0.00045016i,-6.7642e-05+0.0006856i,0.00078256+0.0002409i,0.00079759-0.00021883i,6.9112e-05+0.00012737i,-0.00057917+0.00074929i,-0.0009167+0.00056539i,-0.00036991+0.00045621i,-0.00054469+0.0004427i,-0.00076515-0.00069731i,-0.00073406-0.00089353i,-0.0004025-0.00036173i
0.00067246-0.00071492i,0.00034151-0.0016791i,1.8343e-05-0.0029022i,-0.00091-0.0020864i,-0.0011764-0.00055689i,6.3445e-05-0.00026266i,0.00059998+3.5133e-05i,0.00043102+0.00054124i,0.00054947+0.00027312i,0.00051473-0.00017382i,3.2568e-05+0.00020273i,-0.00068794+0.00039696i,-0.0008652+1.2562e-05i,-0.00056486-0.00020652i,-0.00036994-0.00023567i,-0.00023356-0.00054147i,-0.00030526-0.00059602i,-0.00017321-0.00042789i,2.9199e-05+4.7265e-05i,-0.00018001+0.00047354i,-0.00055066+9.0065e-05i,-0.00053438-0.00043432i,-0.00014409-0.00053774i
-3.3732e-05-0.0010846i,4.5737e-05-0.00046719i,-0.0012888-0.00016529i,-0.0023929+6.9049e-06i,-0.0018431+0.00028353i,-0.00087331-0.00058868i,-0.00026434-0.0012384i,5.9194e-05-0.0010029i,0.00092706-0.00021021i,0.001082+0.00026195i,0.00041738-3.7302e-05i,3.9179e-05-0.00026493i,0.00037716-0.00032939i,0.00046429-0.00045787i,0.00034147-0.00010764i,0.00063822-0.0003203i,0.00019836-0.0010507i,-0.00049635-0.0010821i,-0.00081879-0.00079089i,-0.00023153-0.00083774i,0.00042007-0.00019878i,6.075e-05+0.00021259i,-9.1101e-05-5.1949e-05i
-0.00079755-0.00098166i,-0.00097718-0.0017463i,-0.00098202-0.0021387i,-0.0015287-0.001752i,-0.0018178-0.00080324i,-0.001359-0.00049211i,-0.00081419-0.0013393i,-0.00057024-0.0015544i,-0.00067816-0.00073718i,-0.00043978+9.3441e-05i,-0.00049798+0.00034624i,0.0004025+7.6421e-05i,0.0011177+0.00033435i,0.00055653+0.00048547i,7.3427e-05-5.9163e-06i,-0.00032035-0.0003808i,-0.0012947-0.0001474i,-0.00098382+0.00057536i,-2.4715e-05+0.00036074i,0.00019047+7.3081e-05i,0.00039336+0.00025616i,0.00057096+0.0005467i,0.00046264+0.00091144i
0.0015509+0.0013739i,0.0017534+0.0010871i,0.0021797-0.0010225i,0.0015146-0.0020896i,-0.00082197-0.00097381i,-0.0018798+0.00050078i,-0.00042601+0.00010522i,0.00020519-0.00069734i,-7.3905e-05-0.00042228i,-5.1192e-05-0.00062004i,-0.00019364-0.00064989i,-0.00044928-0.00035181i,-0.00042665+1.5606e-05i,-0.0005827+1.0945e-05i,-0.0004033+7.3386e-05i,0.00010103+0.00016822i,0.00017419-0.00013976i,0.00038993-0.0002379i,0.00072937-0.00018937i,0.0004588-4.1954e-05i,-1.9691e-05-0.00049981i,-1.4942e-05-0.0004413i,0.00016265-9.0908e-05i
0.00053015-0.0011056i,0.00035395-0.0013933i,0.00033801-0.001054i,-0.00067448-0.00036121i,-0.0014712-0.00039406i,-0.00047097-0.00053961i,0.00057582+0.00013391i,3.5728e-05+0.00062062i,-0.00091831-0.0001053i,-0.00082941-0.00023278i,-0.00034498+0.00063896i,1.2542e-05+0.0012175i,2.067e-05+0.0011292i,1.8426e-05+0.00015355i,0.00015666+0.00022402i,4.6922e-05+7.7109e-05i,-4.5606e-05-0.00026765i,7.2591e-05+0.00051724i,1.3329e-05+0.00066707i,-5.7225e-05+0.00016253i,-7.5492e-05+0.00080285i,0.00022221+0.0010543i,0.00046933+0.0001004i
-0.0001208-0.0012453i,-0.00077735-0.00094324i,-0.00054223-0.00064318i,-0.00063988-0.00097563i,-0.00055977-0.00042635i,-0.00044191+0.0002094i,-0.00024891-0.00057714i,8.8208e-05-0.0010279i,0.00041965-0.00088918i,0.00045314-0.00031215i,0.00059961+0.0001125i,0.0007619+0.00060489i,0.00042486+0.001362i,-0.00059527+0.00082984i,-0.0010157-2.0879e-05i,-0.00061508+0.00011813i,0.00015434+0.00012053i,-0.00046602+0.00074346i,-0.00092845+0.0014751i,-0.00092041+0.00068254i,-0.0010547-0.00042386i,8.5955e-05-0.00061853i,0.0005988+0.00038194i
-0.00042358-0.00038866i,0.000153-0.00033339i,-0.00075907+0.0016963i,-0.0015114+0.0016029i,-0.00091307+0.00050813i,-0.00050108+8.1203e-05i,-0.0006747-0.00011017i,0.00013996+6.6422e-05i,0.00035519+0.00069919i,0.00047168+0.0008397i,0.00058001+0.00031888i,0.00035448-0.00013112i,0.0003157-6.6035e-05i,0.00030645-0.00039327i,0.00047887-0.0010309i,0.00074076-0.00062556i,0.0011204+8.2538e-05i,0.00063132+0.00035087i,0.00025922-3.5067e-05i,0.0008515-7.5873e-05i,0.00079691+0.00030346i,0.00030788+0.00021913i,0.00022565-0.00016289i
-0.00095646+0.0011779i,-1.1787e-06+0.00060194i,-0.00030512-2.8126e-05i,-0.001106-0.00045099i,-0.00083376-0.00088046i,0.00019735-0.00086963i,0.0011727-0.00012387i,0.0011566+0.00068412i,0.00041278+0.00061882i,-3.4098e-05+0.0001425i,-4.8434e-05-0.00021983i,0.00032644-0.00046167i,0.00018237-0.00013456i,-7.8563e-05+0.00038473i,0.00016537-0.00010215i,0.00028323-0.00018318i,-0.00016665+6.185e-05i,-0.00038907+0.00028193i,-0.00029152+0.00018437i,0.00027911+0.00052553i,0.0003835+0.00046236i,-0.00024412-0.00029122i,-0.00045751+0.00020026i
0.0025844-0.00020086i,0.0010216-0.0017094i,-0.00030482-0.0025012i,-0.001928-0.0021887i,-0.0023093-0.0022261i,-0.0011041-0.0016194i,0.00030065-0.00047068i,0.0011477-0.00043381i,0.00042129-0.00098455i,-0.00075618-0.0007784i,-0.00059746-0.00036445i,0.00020539+0.00027158i,-0.00015294+0.00052349i,-0.00060972+3.8385e-05i,-0.00061192-0.000324i,-0.00052459+0.00011199i,0.00039487+0.00024536i,0.0015824+9.0632e-05i,0.0018223+0.00050691i,0.00065293+0.00045621i,-0.00054399-0.00014591i,-0.00047691-0.0005397i,5.2495e-05-0.00076532i
