-0.003201+0.00014319i,-0.0033336-0.00024468i,-0.0044859+0.00062932i,-0.0038641+0.0018037i,-0.0022691+0.0021424i,-0.0014451+0.0025958i,-0.00036694+0.0025615i,0.00083899+0.0021678i,0.00042687+0.0014357i,0.00027003+2.3797e-06i,0.00096505+0.00022459i,0.00063131+0.00035908i,0.00088315+0.00042602i,0.00072665+0.00071397i,-0.0004906+0.00098675i,-0.00041183+0.0005276i,0.0002003-0.00045324i,-0.000246-0.00023208i,-0.00027411-0.00057752i,0.00010384-0.00083775i,-0.00021849-0.00057309i,-0.00023519-0.00041157i,9.5755e-05+0.00037125i
0.01007+0.0045475i,0.034476+0.021696i,0.072578+0.061588i,0.1195+0.092056i,0.16081+0.079897i,0.1499+0.046145i,0.074795+0.028452i,0.0075819+0.022852i,-0.0087929+0.011401i,-0.0067747+0.00091197i,-0.0074981+0.0022835i,-0.0040951+0.0057427i,0.0016235+0.0052051i,0.0028343+0.0016761i,-8.3458e-05-0.0014796i,-0.0025709+0.00014253i,-0.0023352+0.0042106i,-0.0027408+0.00548i,-0.0032907+0.0042576i,-0.0005421+0.0013291i,0.0035415-0.0047829i,0.0057295-0.0097654i,0.0060257-0.0079423i
-0.0079724+0.013359i,-0.029562+0.016734i,-0.071074-0.0017412i,-0.11849-0.046416i,-0.14505-0.075004i,-0.11734-0.056633i,-0.042253-0.02661i,0.0062449-0.017769i,0.0034939-0.014235i,-0.0041477-0.0031916i,-0.0004726+0.00054611i,0.00081344-0.0028585i,3.8741e-06-0.0024141i,0.00062502-0.0002643i,0.0024554-0.00068272i,0.0044175-0.0044887i,0.0044539-0.0078484i,0.0037012-0.007803i,0.0030383-0.005051i,0.0029304-0.00059804i,0.0037129+0.0050917i,0.0036252+0.0088346i,0.00096072+0.0054294i
0.0042269-0.011503i,0.012009-0.025081i,0.03875-0.022432i,0.07766+0.025179i,0.099226+0.085476i,0.074917+0.08772i,0.02101+0.040526i,-0.0071134+0.0080308i,-0.00026463-0.0026514i,0.0047721-0.0084466i,-0.0010367-0.0065425i,-0.0049297-0.0019434i,-0.0047815-0.0011838i,-0.0022941-0.00065903i,-0.00031506+0.001054i,-0.0015402+0.0035909i,-0.0037298+0.0041499i,-0.0051736+0.0027498i,-0.0059063+0.00072509i,-0.0079281-0.00071744i,-0.010741-0.0025022i,-0.010683-0.0033682i,-0.0080201-0.00080614i
0.0098713+0.0035509i,0.019904+0.012797i,0.021959+0.010809i,-0.0020683-0.035735i,-0.036974-0.10689i,-0.041619-0.11452i,-0.010704-0.051458i,0.01618-0.0039296i,0.011796+0.003545i,0.0010217+0.002329i,0.0028016+0.0013283i,0.0066655-0.0016707i,0.0057329-0.0034006i,0.00015469-0.0018683i,-0.004823+0.0017876i,-0.0042823+0.0032122i,0.00020323+0.0010578i,0.0041355+0.0010671i,0.0066783+0.0023213i,0.0088754-0.00053294i,0.0080453-0.0065339i,0.005181-0.0092924i,0.0040301-0.0065317i
-0.0092563+0.0067002i,-0.026491+0.011287i,-0.04839+0.024734i,-0.048265+0.063578i,-0.021575+0.11144i,-0.005807+0.10328i,-0.015893+0.03833i,-0.024139-0.0019815i,-0.011512+0.001277i,0.0033923+0.0037501i,0.0019413+0.00053197i,-0.0046671+0.0025158i,-0.0048726+0.0035089i,-0.0020253-0.00080284i,-0.00098895-0.0066408i,-0.0039307-0.0066807i,-0.008191-0.0018403i,-0.010382+0.0007266i,-0.010754+0.0013801i,-0.0088781+0.0048374i,-0.0032044+0.01024i,0.0022609+0.011346i,0.002715+0.0067841i
0.0061893-0.0028034i,0.019324-0.017877i,0.049376-0.048421i,0.076874-0.092938i,0.077713-0.13057i,0.062506-0.11603i,0.044881-0.052807i,0.021373-0.0089933i,0.00039865-0.00012727i,-0.0068968+0.0040371i,-0.0040653+0.0070861i,0.00035973+0.0052518i,0.0025014+0.0026055i,0.0031042+0.0017315i,0.0033006+0.0033101i,0.0046001+0.0039324i,0.0062288+0.0024928i,0.0066103+0.0010654i,0.0060485-3.1158e-05i,0.0022147-0.001742i,-0.0035816-0.0046295i,-0.0077457-0.0053435i,-0.0068606-0.003154i
-0.00034747+0.0051978i,-0.003434+0.023467i,-0.024858+0.059653i,-0.062337+0.10476i,-0.083571+0.13162i,-0.062737+0.10449i,-0.024365+0.036644i,-0.0056931-0.0055465i,-0.0029634-0.0066349i,-0.0026595-0.0013814i,-0.0054832-0.0030715i,-0.0085531-0.0034101i,-0.007818-0.0016067i,-0.0054074-0.00023545i,-0.0033716-0.00038481i,-0.0026023-0.0018112i,-0.0025119-0.0018815i,-0.0018532-0.002304i,-0.00042143-0.0034216i,0.0022708-0.0034478i,0.0056591-0.003376i,0.0067149-0.0035667i,0.0047614-0.002397i
-0.004421+0.0010352i,-0.0093104-0.0079701i,0.0039171-0.032627i,0.048355-0.067957i,0.093179-0.082185i,0.084207-0.052333i,0.038736-0.0038898i,0.015086+0.015765i,0.008741+0.0033975i,0.0012105-0.0042184i,-0.00048451+0.00035375i,0.0023776+0.0026506i,0.0022547+0.0019688i,0.00036768+0.00015034i,-0.00076417-0.00052655i,0.00029569+0.00068301i,0.0023365+0.002851i,0.00292+0.00501i,0.0018644+0.0076864i,0.0012851+0.0097389i,0.0012645+0.009124i,0.0002729+0.0064922i,-0.00097995+0.0015395i
0.0013161+0.001403i,0.007367-0.00091234i,0.00091388+0.0055527i,-0.041571+0.024584i,-0.095227+0.036287i,-0.094614+0.021535i,-0.041111-0.00077403i,-0.0016348-0.0064527i,0.0052775+0.0013102i,0.0049224+0.0026686i,0.0047315-0.0033455i,0.0029729-0.0068884i,0.0025885-0.0066513i,0.0048073-0.0031067i,0.0067099+0.00010977i,0.0057913-0.00066054i,0.0018513-0.0047762i,-0.0017831-0.0093946i,-0.0034538-0.012199i,-0.0053565-0.012399i,-0.0080694-0.0098791i,-0.0089344-0.005285i,-0.0067412-0.0013082i
-0.0033598+0.0057176i,-0.0018121+0.0162i,0.011657+0.0281i,0.051768+0.024643i,0.095541+0.010468i,0.084337+0.0068373i,0.027278+0.01038i,-0.0071326+0.0088493i,-0.0065221+0.0030946i,-0.00036473-5.8621e-05i,0.0017276+0.0026405i,0.0033259+0.0064562i,0.0030075+0.0065634i,-0.0019145+0.004279i,-0.0082709+0.0026576i,-0.0089848+0.0036073i,-0.0048255+0.0056085i,-0.0011502+0.0061193i,0.00070242+0.0063966i,0.0037242+0.0056091i,0.0068425+0.00099922i,0.0069812-0.0035321i,0.0052806-0.0030085i
-0.0091546-0.0020739i,-0.019735-0.011103i,-0.043195-0.028732i,-0.075291-0.046255i,-0.095134-0.053466i,-0.068668-0.052893i,-0.016948-0.045557i,0.0015431-0.028876i,-0.0051359-0.0090389i,-0.0044255+0.0025126i,-0.001055+0.0025227i,-0.0009906-0.0011174i,-9.5634e-05-0.0033104i,0.0022695-0.0049086i,0.0055694-0.006353i,0.00476-0.0076794i,-0.00021318-0.007887i,-0.0027876-0.0053139i,-0.0034584-0.0028654i,-0.0033662-0.0017458i,-0.0034868+0.0017802i,-0.0029822+0.0050236i,-0.0026819+0.0032569i
0.0032701-0.00095084i,0.017739+0.0035003i,0.04641+0.021486i,0.081488+0.052052i,0.097253+0.073054i,0.071688+0.061702i,0.026582+0.027194i,0.0034332+0.0022937i,-0.00013231-0.00525i,-0.0034833-0.0033823i,-0.0068735+0.0019136i,-0.0066714+0.0049421i,-0.004719+0.0058183i,-0.0016592+0.0053207i,0.00044379+0.0051219i,0.00072232+0.0051544i,-0.00015959+0.0052379i,-0.0027923+0.0047293i,-0.004326+0.00301i,-0.0049834+0.00062611i,-0.0047082-0.002798i,-0.0033939-0.0045759i,-0.0026295-0.0020378i
0.002017+0.0033672i,-0.0066631+0.0062223i,-0.028601-0.0059944i,-0.057452-0.041168i,-0.063911-0.071851i,-0.031876-0.058253i,0.0073959-0.017776i,0.018408+0.0026174i,0.0080324+0.0014083i,-0.00012902-0.0013098i,-0.00073655-0.0029737i,-0.00055322-0.0040287i,-0.00080888-0.0021648i,-0.0015908+0.0013654i,-0.0032704+0.0041657i,-0.0030884+0.0043995i,-0.00018502+0.0018716i,0.0051139-0.00052176i,0.0099741-0.0017411i,0.010857-0.0035571i,0.0080867-0.0048409i,0.0052408-0.0038443i,0.0038087-0.0024971i
-0.0031363+0.00070889i,-0.0027524-0.0012542i,0.0077398+0.00913i,0.026239+0.041704i,0.02888+0.076807i,0.0047888+0.069149i,-0.015966+0.030963i,-0.01266+0.010269i,-0.001676+0.007042i,0.001266+0.003586i,-0.0015578+0.00076136i,-0.0037579+0.0011157i,-0.0038724-3.4354e-05i,-0.0024831-0.0037962i,-0.0016505-0.0069936i,-0.002543-0.0062541i,-0.0041254-0.00218i,-0.0065855+0.0015782i,-0.008821+0.0043707i,-0.0083612+0.0072986i,-0.0046213+0.0084225i,-0.00025878+0.0064415i,0.001321+0.0030902i
0.0011647-0.00030386i,0.0047179-0.0006258i,0.0072803-0.011103i,0.0041809-0.040262i,0.002835-0.068084i,0.011145-0.055839i,0.012791-0.015216i,0.0036475+0.0054111i,-0.0011626+0.0050067i,0.0017898+0.0036875i,0.0055111+0.0022365i,0.0063554+0.00049013i,0.0060713+0.0011709i,0.0061905+0.004465i,0.0058486+0.0083278i,0.0044707+0.0082222i,0.0036054+0.004368i,0.0038918+0.00013784i,0.0049487-0.0033678i,0.0049421-0.007073i,0.0019601-0.0084857i,-0.0017982-0.0060094i,-0.002284-0.0022459i
-0.0039921+0.0034498i,-0.0083636+0.011733i,-0.016763+0.028286i,-0.023822+0.051853i,-0.029253+0.060821i,-0.029868+0.032684i,-0.020209-0.0074411i,-0.0094655-0.017832i,-0.0039316-0.0071004i,-0.0013881+1.9527e-05i,-0.0021624+0.0023392i,-0.0033407+0.0022469i,-0.0034936+0.00051555i,-0.0042352-0.0017292i,-0.0055176-0.0041555i,-0.0064218-0.0049448i,-0.0052056-0.0039935i,-0.0022976-0.0030253i,-0.0011081-0.0021909i,-0.0019989-0.0013017i,-0.00055879-3.968e-05i,0.0024634+0.00029538i,0.0032188+8.1512e-05i
0.00094648-0.0048009i,0.0031614-0.013868i,0.013277-0.033497i,0.032451-0.055168i,0.050241-0.058637i,0.050633-0.031871i,0.033925-0.0031454i,0.016485-0.00015569i,0.0049185-0.0057217i,-0.00024195-0.0023651i,0.00044727+0.0026779i,0.0034552+0.0026292i,0.0049253-2.1155e-05i,0.0048262-0.0011862i,0.0050486-0.001012i,0.0057682-0.0010084i,0.0052305-0.00072378i,0.0035883+0.0016323i,0.0038576+0.0045324i,0.005086+0.0046425i,0.0043643+0.002489i,0.0013817+0.0012473i,-0.00082723-0.00071471i
0.011474+0.0060042i,0.014439+0.013007i,0.0066058+0.027491i,-0.019805+0.042372i,-0.043365+0.039058i,-0.03453+0.012942i,-0.0061838-0.0095689i,0.0069555-0.011135i,0.0041259-0.0063508i,-0.0019932-0.0062386i,-0.00566-0.0054758i,-0.0060515-0.0035332i,-0.0043077-0.0029742i,-0.0012126-0.0017496i,0.00065376+0.0002969i,0.0011371+0.0017819i,-0.00026623+0.0011111i,-0.0032031-0.0021706i,-0.0067336-0.0054715i,-0.0094315-0.0062207i,-0.0090775-0.0040284i,-0.0065739-0.0022198i,-0.0038891-0.00083296i
7.9957e-05+0.0037383i,-0.00092766+0.0033144i,0.0066195-0.0051457i,0.02843-0.017871i,0.048421-0.012878i,0.035691+0.011354i,0.0068341+0.025817i,-0.0025358+0.019413i,0.00060061+0.0085644i,0.0007509+0.0037461i,-0.00054507+0.0019932i,-0.00035731+0.0016702i,0.00011817+0.0022217i,-0.002949+0.0021823i,-0.0083014+0.001153i,-0.010114+0.00070174i,-0.0067342+0.001063i,-0.0014089+0.0013704i,0.0029674+0.0036525i,0.0069437+0.0048782i,0.0079558+0.0016404i,0.006358-0.0023322i,0.0043453-0.0032893i
0.0022432-0.0017383i,-0.00069756-0.0038441i,-0.0096799-0.0044196i,-0.030016-0.0012334i,-0.044934-0.0049429i,-0.031348-0.018173i,-0.0078744-0.021369i,-0.0025822-0.012294i,-0.0054822-0.005009i,-0.0032686-0.0038331i,-0.001981-0.0049175i,-0.0015335-0.0050401i,-1.2213e-05-0.0039129i,0.0019315-0.0041499i,0.0046096-0.0055803i,0.0054991-0.0062493i,0.0036054-0.0048598i,0.00121-0.0030188i,-0.00098381-0.002507i,-0.0033244-0.0023975i,-0.004143-0.0013632i,-0.0033715+0.0001193i,-0.003495+0.00048644i
0.0026491+0.0027126i,0.0082741+0.0060081i,0.021381+0.0116i,0.036598+0.015714i,0.039749+0.018943i,0.015995+0.021255i,-0.0097739+0.013691i,-0.010763+0.0031768i,-0.0028551+0.0018578i,0.00031395+0.0055343i,0.0013895+0.0068868i,0.00083386+0.0058798i,-0.00023973+0.0051163i,-0.0011358+0.00495i,-0.002811+0.005443i,-0.0029208+0.0059147i,-0.0019836+0.0045604i,-0.0010269+0.0028422i,-8.3313e-05+0.0031444i,0.00075739+0.0036655i,0.0013386+0.0024955i,0.0012532+0.00076312i,0.0017714+0.00079747i
-0.0033591+0.0051619i,-0.0099631+0.0066045i,-0.020808+0.0014198i,-0.028602-0.012624i,-0.021462-0.028989i,0.0050881-0.03251i,0.025634-0.021357i,0.020876-0.011522i,0.0085546-0.006159i,0.0029549-0.0020071i,0.0017412-0.0011912i,0.0014108-0.0029489i,0.0018708-0.0045208i,0.0022654-0.0037547i,0.0023458-0.0026436i,0.0012903-0.002289i,0.00062497-0.0017979i,0.0029643-0.0019281i,0.0047132-0.0036036i,0.0034871-0.0059524i,0.0011174-0.0061659i,-0.00011854-0.0043986i,-0.00045161-0.0029942i
0.0027849-0.00068263i,0.0079044-0.0018548i,0.018865+0.0013186i,0.027484+0.013385i,0.020032+0.025715i,9.48e-05+0.023431i,-0.0088822+0.010314i,-0.0035634+0.0053437i,-0.00041841+0.0061925i,-0.0034017+0.0051926i,-0.0045177+0.0042925i,-0.0023892+0.0025598i,0.00010302+0.00082551i,0.00082761+0.0011078i,0.00016466+0.00049947i,0.00022143-0.00046427i,0.0012661-0.00048137i,0.00059174+0.0010259i,-0.002746+0.0045691i,-0.0039394+0.0081718i,-0.0011171+0.0086593i,0.0011187+0.0059342i,0.00095816+0.0032892i
-0.00059985+0.0009869i,-0.003131+0.0021048i,-0.0096261-0.00088301i,-0.015688-0.011548i,-0.0060335-0.019044i,0.016142-0.010216i,0.023201+0.0030945i,0.013255+0.0047854i,0.0057275+0.00030242i,0.004265-0.0029099i,0.0024933-0.003684i,0.00062595-0.0012955i,0.0003942-0.00010176i,0.0003429-0.00015254i,-2.5097e-06+0.0018546i,-0.00062371+0.0035571i,-0.00082032+0.0038554i,-0.00020164+0.0011528i,0.00032895-0.0038125i,-0.00010872-0.0074558i,-0.0017924-0.0091278i,-0.0032911-0.0070828i,-0.0027378-0.0037058i
-0.0041553-0.001169i,-0.0042285+0.00029778i,-0.0028134+0.005764i,-0.00040919+0.018075i,-0.0070076+0.024185i,-0.022472+0.0095363i,-0.026988-0.0075495i,-0.019263-0.008564i,-0.01315-0.0042354i,-0.0098104-0.0011584i,-0.0078796+0.00019004i,-0.0063291+0.00011685i,-0.0038225-0.00033338i,-0.0036005-0.001893i,-0.0049096-0.0034876i,-0.0050636-0.0042009i,-0.004633-0.0042498i,-0.0039091-0.0031103i,-0.003473-0.00034058i,-0.0028798+0.0031022i,-0.0020551+0.0036922i,-0.00096394+0.0014388i,-0.00097217+2.6291e-05i
0.00087571+0.0018889i,0.00096768-6.9813e-05i,0.0034216-0.0063066i,0.0080717-0.016053i,0.016985-0.018079i,0.023376-0.003504i,0.018895+0.0075384i,0.010697+0.00094831i,0.0061285-0.0041142i,0.0051051-0.0029676i,0.0041592-0.0030897i,0.0027543-0.0027307i,0.0016547-0.0010387i,0.0017482-6.4968e-06i,0.0030928+0.0004734i,0.0032763+0.00013725i,0.002829-0.00042441i,0.0026503+0.00062545i,0.0042154+0.00030322i,0.0064642-0.0024071i,0.0070027-0.0042i,0.0050832-0.003929i,0.0023531-0.0021143i
0.0019762+0.0023325i,0.0023389+0.0074328i,0.0008601+0.015445i,-0.0040513+0.018642i,-0.013946+0.0068967i,-0.016541-0.015755i,-0.0074156-0.026008i,-0.0014342-0.01805i,-0.001073-0.0080678i,-0.0019545-0.0029312i,-0.0025672+0.00017213i,-0.0026342+0.00074625i,-0.0020655-0.00081198i,-0.001866-0.0013326i,-0.0017939-0.00033083i,-0.0003997+0.00079584i,0.0013203+0.00081785i,0.00050877+0.00085048i,-0.002991+0.0011782i,-0.0065432+0.002307i,-0.0077708+0.0030548i,-0.0062442+0.0020954i,-0.0034075+0.0017768i
-0.0005003+0.0028734i,-0.0012137+0.0013626i,0.0016245-0.0039565i,0.010122-0.0082495i,0.018497+0.00075336i,0.019404+0.018119i,0.014222+0.022508i,0.01073+0.016513i,0.0090584+0.012071i,0.0054173+0.0095738i,0.0030345+0.0068147i,0.0026917+0.003564i,0.0029283+0.00151i,0.0019242+0.0023333i,-0.0011088+0.0035052i,-0.0037839+0.0033403i,-0.0041316+0.0021854i,-0.0023384+0.0015357i,0.0010514+0.0015879i,0.0054641+0.0011695i,0.006517-0.0012011i,0.00388-0.0037815i,0.0019008-0.0036386i
-0.0041257-0.0034705i,-0.0047187-0.0032808i,-0.0062131-0.00033597i,-0.0096422+0.0024673i,-0.011832-0.0047739i,-0.0043572-0.019056i,0.003304-0.020283i,0.0013798-0.009593i,-0.0029968-0.002577i,-0.0040566-0.0012769i,-0.0036623-0.0012176i,-0.0032552-0.00019328i,-0.0030558+0.0009431i,-0.0022751+0.00051224i,-0.00072821-0.0010075i,0.00067313-0.0025925i,0.0021122-0.0025334i,0.0028527-0.0021629i,0.00095283-0.0029662i,-0.0040393-0.0025989i,-0.0069406-0.00030386i,-0.004763+0.0014787i,-0.0028453+0.0012832i
0.0002746+0.0037831i,0.0017678+0.0040765i,0.0031624+0.004325i,0.0067718+0.0060823i,0.0085051+0.014948i,-0.00046714+0.026494i,-0.0092699+0.024803i,-0.0078905+0.013802i,-0.0047832+0.0078102i,-0.0025358+0.0062797i,-0.00027667+0.0040236i,0.00087951+0.0021168i,0.00041152+0.00072675i,-0.00093646+0.00057829i,-0.0015806+0.0022606i,-0.0012589+0.0026399i,-0.00098615+0.0027062i,-0.0011674+0.0036331i,0.00032947+0.0041013i,0.0038191+0.0032417i,0.0047806+0.002015i,0.0028846+0.001026i,0.0019458+0.00094843i
-0.0010552+0.0037608i,-0.003262+0.0039142i,-0.0066664+0.0036197i,-0.0087689-0.00013573i,-0.0030308-0.012361i,0.0087736-0.02238i,0.014158-0.022187i,0.009405-0.019062i,0.0033869-0.015593i,0.00022132-0.010789i,-0.0012898-0.0067958i,-0.0017268-0.0046836i,-0.00084857-0.003453i,-3.7e-05-0.0026434i,-0.00086588-0.0026725i,-0.0016611-0.0026429i,-0.0016982-0.0027855i,-0.0016902-0.0037451i,-0.0020184-0.0055871i,-0.0037774-0.0072205i,-0.0049711-0.0072931i,-0.0035853-0.0063608i,-0.0020607-0.004573i
-0.0019179+0.00040035i,0.00023301+0.0006501i,0.0049385+0.0031266i,0.0080654+0.0072488i,1.5721e-05+0.01322i,-0.012316+0.015183i,-0.014052+0.009972i,-0.0069492+0.0044151i,-0.0014104+0.0020464i,0.00068471+0.0016607i,0.0013417+0.0020592i,0.0011295+0.00068484i,0.0012385-0.0014678i,0.0011064-0.0015404i,0.0011498-0.00060354i,0.0010919-0.0011775i,0.00093647-0.0023476i,0.00075843-0.0013563i,0.00035664+0.0015338i,0.0021962+0.004546i,0.0046943+0.0058257i,0.0048027+0.0053336i,0.0035134+0.0040038i
-0.0050447+0.0010595i,-0.0062273+0.0033243i,-0.0077493+0.0021022i,-0.0042738-0.004152i,0.0083195-0.010504i,0.023579-0.012233i,0.025763-0.0088383i,0.017513-0.0038869i,0.010658-0.0013309i,0.0058285-0.00086632i,0.0022967-0.00040815i,0.00091029+0.00047784i,0.0011082+0.0002346i,0.0022758+0.00014468i,0.0035136+0.0015243i,0.0031041+0.0034553i,0.0020018+0.0048531i,0.00059356+0.0047254i,-0.0010726+0.0016837i,-0.0024856-0.0027438i,-0.003709-0.0055016i,-0.0042364-0.00523i,-0.0040157-0.0034544i
0.0029617-0.00022112i,0.005256-0.00024588i,0.0081341+7.9752e-05i,0.0046283+0.0023146i,-0.0074233+0.0060361i,-0.020126+0.0032514i,-0.020707-0.00015708i,-0.014491+0.0027538i,-0.0099464+0.0061627i,-0.007095+0.005887i,-0.0052823+0.0046178i,-0.0030306+0.0038049i,-0.0016174+0.0033904i,-0.0025358+0.0027549i,-0.0041266+0.00066993i,-0.0055367-0.001656i,-0.0066386-0.0027933i,-0.0060448-0.0022637i,-0.0042881+0.00021453i,-0.0024188+0.0028367i,-0.00032107+0.0031202i,0.00083508+0.00089949i,0.0001793-0.00038459i
0.0034995+0.0020788i,0.0044074+0.0018016i,0.0039912+0.0001153i,0.0056787-0.001887i,0.016482-0.0019806i,0.026456+0.003257i,0.023988+0.0069376i,0.014659+0.003447i,0.0068078+0.00081391i,0.0027105-0.0004095i,0.001196-0.0016709i,0.00028268-0.0014167i,-0.00056604-0.0011872i,-0.00055863-0.0013167i,0.00088335-0.00069144i,0.0024627-0.00014823i,0.0039796+0.0011688i,0.0048848+0.0016393i,0.005354-0.00072811i,0.0060009-0.0040516i,0.0051138-0.0044321i,0.0026585-0.0019373i,0.0017771-0.00019549i
0.00074562+0.0015356i,0.00079995+0.0019632i,-0.0003171+0.0042666i,-0.0033668+0.0059372i,-0.011164-5.1389e-05i,-0.017969-0.0079908i,-0.015296-0.011151i,-0.01083-0.010106i,-0.0087256-0.0072615i,-0.0072826-0.0033009i,-0.0050094-0.00066501i,-0.002486-0.00046398i,-0.001425-0.00050948i,-0.0014487+0.00044255i,-0.0011726+0.0022442i,-0.00088908+0.0035797i,-0.0013033+0.0033853i,-0.0018579+0.0022547i,-0.0036594+0.0036307i,-0.005137+0.0060424i,-0.0053148+0.0056049i,-0.0049077+0.0028335i,-0.0025066+0.0013979i
-0.0017836+0.003839i,-0.003351+0.0036321i,-0.00081855+0.0032417i,0.005606+0.0031929i,0.012955+0.0081811i,0.018258+0.015616i,0.017809+0.014166i,0.014558+0.0065817i,0.011069+0.0020725i,0.0068449-0.00046274i,0.0037707-0.0024456i,0.0019608-0.00314i,0.0003992-0.0026549i,-0.00025377-0.0016862i,-0.00076364-0.0012892i,-0.0023177-0.0014399i,-0.004005-0.00075359i,-0.0039396+1.7877e-05i,-0.00090425-0.0013365i,0.002573-0.0046089i,0.0043583-0.0067419i,0.0044835-0.0058831i,0.0032324-0.0037276i
-0.0013413-0.00098879i,-0.0022837+0.00030762i,-0.0021858+0.0014121i,-0.004023-0.0016923i,-0.0091254-0.010914i,-0.0098343-0.020065i,-0.0068609-0.019154i,-0.0044484-0.011669i,-0.0028171-0.0056038i,-0.0015228-0.0015578i,-0.00046569+0.00029554i,0.00073861-0.00033253i,0.0014514-0.0010115i,0.0012621-0.0019818i,0.0016038-0.0026139i,0.0024311-0.0031763i,0.0034241-0.0044138i,0.0032738-0.004044i,0.00059249-0.0014533i,-0.002851+0.00071862i,-0.0033217+0.0019411i,-0.001722+0.0017893i,-0.00078148+0.00072336i
0.0011387-0.0010871i,0.00093488+3.5589e-05i,0.0027371+2.0247e-05i,0.0059594+0.0033108i,0.0093794+0.013657i,0.0080837+0.020654i,0.0047243+0.018627i,0.0017281+0.013517i,0.00045033+0.0096648i,0.0015595+0.0064466i,0.0014104+0.0044011i,0.0011809+0.0032892i,0.0015249+0.0026962i,0.00099414+0.0025615i,0.00029546+0.0030006i,-0.0005506+0.0035994i,-0.0020017+0.003914i,-0.0024104+0.0036185i,-0.00057255+0.0029943i,0.0021516+0.0018938i,0.0026258+0.00035823i,0.00063845-0.00094806i,-0.0007195-0.0014103i
0.00035689-0.00017088i,0.00080005+0.0015535i,-0.00020205+0.00093249i,-0.0027035-0.0042054i,-0.0025722-0.014615i,0.001501-0.022319i,0.0042659-0.020938i,0.0027138-0.015059i,-0.00016912-0.0085643i,-0.0026158-0.0031852i,-0.0045878+0.00076648i,-0.0040966+0.0021603i,-0.0027342+0.0015137i,-0.0019959+0.00043586i,-0.0016674-0.00091261i,-0.0014079-0.0028938i,-0.00086767-0.0043141i,-3.9785e-05-0.0049361i,-0.00089678-0.004817i,-0.0030724-0.004086i,-0.0037245-0.0030301i,-0.0026652-0.0026321i,-0.001798-0.0025075i
0.0019997+0.0042977i,0.0012094+0.0047116i,0.0027751+0.0070269i,0.0051005+0.010676i,0.0032246+0.016081i,-0.0016611+0.019838i,-0.0023611+0.016434i,-0.0023946+0.0089137i,-0.0027822+0.0033819i,-0.0020505+0.0010178i,-0.0018036-0.00052904i,-0.00092922-0.0016528i,0.00079719-0.0023797i,0.0016759-0.0021181i,0.0016389-0.00021096i,0.0018388+0.0011649i,0.0019249+0.0018932i,0.0012908+0.0028286i,0.0023959+0.0033816i,0.0055916+0.0045934i,0.0068042+0.0043504i,0.0041059+0.0025707i,0.0015255+0.0018349i
0.00089786+0.00033516i,0.00017599-0.0010972i,0.00057575-0.0021971i,0.0027017-0.0052988i,0.0070293-0.013272i,0.01211-0.017432i,0.012502-0.015247i,0.010471-0.011133i,0.0064093-0.0080242i,0.0017092-0.0069611i,0.00041426-0.0054542i,8.395e-05-0.0030901i,7.7939e-05-0.0016191i,0.00028056-0.00058274i,-0.00079672-4.1066e-05i,-0.0019023+0.0011405i,-0.0012352+0.0025492i,-0.00092027+0.0021091i,-0.0025582+0.00039001i,-0.0044024-0.0020965i,-0.005605-0.003496i,-0.0047144-0.002847i,-0.0032693-0.0022765i
0.0024126+0.0032204i,0.0026065+0.0049425i,0.005057+0.0057371i,0.0041952+0.0062278i,-0.0042585+0.0090986i,-0.013203+0.010292i,-0.01329+0.0095754i,-0.0082051+0.0074879i,-0.0034657+0.0043284i,2.9146e-05+0.0025953i,0.0016255+0.001336i,0.0012382-0.00043998i,0.00053736-0.0017157i,0.00025186-0.0015476i,-0.00021756-0.0009715i,-0.0014767-0.0013978i,-0.0034726-0.0019661i,-0.0042632-0.0016911i,-0.0023978-0.00039954i,0.00011249+0.0011364i,0.0015682+0.0019054i,0.0020037+0.0011335i,0.0023542-0.00017756i
0.01343+0.0085536i,0.014841+0.011795i,0.020281+0.0093908i,0.018826-0.001181i,0.02077-0.011061i,0.021657-0.013447i,0.017719-0.0085378i,0.01311-0.0041297i,0.0083209-0.0015458i,0.005062-0.0015917i,0.0031296-0.0027162i,0.0024586-0.0025979i,0.0019861-0.002517i,0.001344-0.0027175i,0.0015102-0.0023947i,0.0025715-0.0016886i,0.0033905-0.00025276i,0.0030627+0.0015078i,0.0020713+0.00024715i,0.00094254-0.002407i,0.00079051-0.0022286i,0.00055347-0.0007772i,0.0003409-0.00024212i
-0.0032735+0.0054321i,-0.0038178+0.0052844i,-0.0075762+0.0050602i,-0.010371+0.0050341i,-0.013381+0.0064323i,-0.015099+0.0045674i,-0.011988+0.0010086i,-0.008955-0.00098023i,-0.0067597-0.00091151i,-0.0036909+0.0011152i,-0.0016433+0.0032026i,-0.00016832+0.0038942i,0.0010943+0.0029504i,0.00028867+0.0019133i,-0.0017787+0.0016212i,-0.0025417+0.00077235i,-0.0029802-0.00034582i,-0.0029272-0.00080629i,-0.0027081+0.00047313i,-0.0023747+0.0029418i,-0.0011759+0.002898i,-0.0012543+0.00092614i,-0.0015936+0.00025459i
