-0.0032704+0.00013026i,-0.0021528-0.00011363i,-0.0033312-0.00050218i,-0.003567+2.2799e-05i,-0.0020581+0.00077346i,-0.00055177+0.0011127i,0.00021159+0.0010805i,0.00080097+0.0007844i,0.0010611+0.00066648i,0.00052009+0.00070161i,0.00033861+0.00029885i,-0.00019457-1.3763e-05i,-0.00042021+0.00011073i,0.00020654+0.00049405i,-0.00028426+0.0011224i,-0.00058993+0.00073503i,1.6396e-05+0.00068253i,-0.0007652+0.00051125i,-0.0011729+0.0001584i,-0.00039809+0.00041907i,-0.00051522+0.00015601i,-0.0006796-0.00024312i,-0.00038533+2.9241e-05i
0.0019121+0.00080645i,0.0012927-2.334e-05i,0.0022159-0.0011724i,0.0015685-0.0013175i,4.1035e-06-0.0013709i,-0.0011795-0.0013744i,-0.0013591-0.00092538i,-0.00079593-0.00059599i,-0.0011554-0.0010596i,-0.0012838-0.00084213i,-0.00044876-0.0005862i,0.00045215-0.00028337i,0.00074683-0.00029123i,0.00010215-0.00041205i,-0.00014752-0.00027134i,-0.00043621-0.00062962i,-0.00068907-0.00045121i,-0.00050022+9.8665e-05i,-0.00063812+0.00078093i,-0.00059522+0.0012605i,0.00043704+0.00060464i,0.00089608+0.00032084i,0.00028877+0.0007648i
-0.00030693+0.001135i,0.00043505+0.00194i,0.001447+0.0029812i,0.0017+0.0018789i,0.0012524-0.00041408i,0.00080734-0.0018805i,0.00043293-0.0013137i,-0.00019425-0.00062161i,-0.00073617-0.00021886i,-0.00047136+0.00016002i,0.00030354+0.00034544i,0.0005841+0.00045099i,0.0001297-8.9371e-05i,-0.00066725-0.00075603i,-0.00031603-0.00029898i,0.00057908+0.00030549i,0.00063416+0.00022751i,0.00011027+0.00042511i,-4.5177e-05+0.00060089i,7.3827e-05+0.00070464i,0.00014006+0.00081207i,-0.00010293+8.942e-05i,-0.00020865+2.3985e-05i
0.0020292+0.00048948i,0.0019346+0.00025129i,0.0023618-0.00084508i,0.0014151-0.0015279i,-0.0007172-0.0010584i,-0.00082918+7.4836e-05i,0.00011219+0.00041616i,0.00027361-0.00059908i,0.00021124-0.0008153i,-8.7697e-06-0.00068975i,0.00020022-0.00076122i,0.00063332-0.00064484i,0.00030144-0.00061399i,-7.3381e-05-0.00065373i,-6.8675e-05-0.00061294i,-0.00037621+0.00019872i,0.00014333+0.00027623i,0.00058834-0.00024139i,-0.00010355-0.00017982i,-0.00035697-0.00070196i,-1.5874e-05-0.0011199i,-5.5123e-05-0.00027273i,-0.00046664+0.00010918i
-0.0012155+0.0007421i,-0.0012728-0.00027147i,-0.00080991-0.0011131i,0.00019933-0.00099035i,-0.00023593+2.2077e-05i,-0.00063153-0.00027441i,-0.00074398-0.0010539i,-0.0010628-0.0012127i,-0.00058553-0.00134i,0.00033021-0.00083295i,0.00097631+5.7865e-05i,0.00047635+0.0010204i,4.1267e-05+0.0012265i,-0.00017099+0.001436i,-0.00051428+0.00167i,-0.00016152+0.0013608i,-0.00016574+0.00094704i,-0.00019434+0.00036051i,9.5463e-06-0.00053175i,-0.00050648-0.00063374i,-0.0003733+0.00017547i,0.00031697+0.0004208i,0.00055028-0.00012309i
0.00046024+0.0012441i,0.0011634+0.0011785i,0.00097099+0.0014299i,-5.6991e-05+0.0003273i,-0.00049586-0.00056936i,-1.6219e-05-0.00063898i,0.00070513-0.00069257i,0.00031991-0.0010001i,-0.00050028-0.00036103i,-0.00019196+0.00010618i,-6.1353e-05+0.00026524i,-0.00044345+0.00037269i,0.00024047+0.00019996i,0.00053495+0.00046044i,-0.00021856+0.00050352i,-0.00063036-7.8607e-05i,0.00012487+8.5224e-05i,0.00048909+0.00039413i,0.00029745+0.0011484i,0.00038922+0.0012934i,-9.1212e-05-0.00017024i,-0.00036072-0.00011158i,-0.00034929+0.0011566i
0.00078534+0.0013659i,0.00068596+0.0011635i,0.00069157+0.00040375i,0.00064333+2.3091e-05i,0.00048094-0.00072711i,-2.6061e-05-0.0011981i,-0.00055782-0.0010769i,-0.00075119-0.00088385i,-0.00043294-0.00094553i,-0.00025475-0.00085782i,-0.0002487-0.00082739i,0.00013162-2.3767e-05i,0.00022312+0.00039083i,0.00037816-0.00010109i,0.0005754-0.0001792i,0.00051228-0.0002721i,0.00015381-0.00021061i,-0.00013271+0.00030796i,-0.00010499+0.00071324i,0.00033422+0.00068909i,0.00020419+0.00062085i,-0.00052464+0.00044035i,-0.00013656+0.00035689i
0.00095889+0.0022235i,0.0017475+0.0036413i,0.0025465+0.0042028i,0.0021642+0.0028685i,0.00023228+0.00078277i,-0.0011108-0.00083027i,-0.0015051-0.0014585i,-0.0010556-0.0019557i,0.00018472-0.001437i,0.00056276-0.00077484i,0.00064675-0.00029248i,0.0010627+0.00022567i,0.0010602+0.00056i,0.00055874-1.0432e-05i,0.00027087-0.00089694i,0.00029703-0.00095497i,0.00014896-0.00067012i,0.00016469-5.6566e-05i,0.00017876+0.00048707i,2.9266e-05+0.00015993i,0.00011683+0.00022503i,0.0006439+0.00095177i,0.00074363+0.00088171i
0.0012202-0.00038429i,0.00050614-0.0008407i,0.0013775-0.0028695i,0.00035712-0.0027374i,-0.00085136-0.0013419i,-0.0010098-0.00083752i,-0.00057766-0.0010484i,-0.00052589-0.0016124i,-0.00037961-0.0016379i,0.00036946-0.0016546i,0.00022655-0.0015908i,4.0154e-05-0.0012918i,-0.00031928-0.0012646i,-0.00056776-0.00062681i,-0.00014549-0.00042481i,0.00034843-0.0010599i,0.0010658-0.00098688i,0.00087352+0.00013938i,0.00072751+0.00094754i,0.00028085+0.00066107i,-0.00026697+0.00014092i,-0.00033085-0.00043614i,-0.00072499-0.0012204i
-0.00067075+0.00084256i,-0.00095705+0.00037403i,0.00072354+0.00023809i,0.0013513+0.00043357i,0.00078441+0.0001189i,-1.0742e-06-0.00032401i,-0.00027974-0.0010164i,-0.00023328-0.0012836i,-0.00010735-0.00090435i,0.00035892-0.00087967i,0.00096194-0.00046834i,0.0011342+0.00058044i,0.0011118+0.00018169i,0.00026637-0.00050631i,-0.00046763-0.00060048i,-0.0001709-0.00052461i,-0.00020374+0.00023679i,-0.00022071+0.0004476i,-0.0001913+4.6054e-05i,0.00032212-2.3323e-05i,0.00034803+0.00031819i,-0.00068899+0.00045511i,-0.0010797+0.00013074i
-2.3193e-05-0.00088589i,0.00066528-0.00040705i,0.0015149+0.00049517i,0.0011824+0.00024995i,9.5671e-05-0.00043052i,-8.526e-05-0.00082725i,0.00031854-0.00089975i,0.0004614-0.0010083i,-0.00052365-0.00077934i,-0.0012557+0.00013806i,-0.0010235+0.00071003i,-0.00064323+0.00054711i,-0.00067927-5.6785e-05i,-0.00015089-0.00029002i,0.00052537-0.00024817i,0.00040409-0.00041816i,0.00012294+2.5147e-05i,-0.00072196+0.0004937i,-0.0006918+0.00023494i,0.00057031+0.00032499i,0.00090576+0.000386i,0.00079616-0.00015113i,0.00037794-0.00044414i
0.0011957+0.00044311i,0.0012381+0.0011627i,0.001089+0.00069919i,-0.00083999-0.0013136i,-0.0024811-0.0022965i,-0.0021283-0.0016968i,-0.0015122-0.00087878i,-0.0017349-0.00090096i,-0.0018151-0.0010421i,-0.0010494-0.00077963i,-0.00050006-0.00062464i,-0.00060465-0.00056063i,-0.00051771-0.00028614i,-0.00019106+0.00017999i,0.0003943+0.00055344i,0.00089927+0.00011259i,0.0009265+0.00012825i,0.00048422+3.9386e-05i,3.2857e-05-0.00055923i,-2.7471e-05-0.00043484i,0.00025746-0.00048461i,0.00025296-0.00040584i,9.465e-06-0.00017065i
-0.00087484+0.00046652i,-0.0015029-0.0002175i,-0.00067211-0.00076801i,9.2929e-05-0.0006309i,0.00029901+0.00025656i,0.00025249+0.00079079i,0.00062881+0.00012556i,0.00049928-0.00079563i,-0.00051285-0.00088223i,-0.00081658-0.00063659i,-0.00085853+0.00010581i,-0.0011109+0.00098489i,-0.00072916+0.00029197i,-0.000828-0.00055199i,-0.00096983-0.00064714i,-0.00043153-0.00015198i,0.00017985-9.4322e-05i,5.5434e-05-0.00028669i,-0.00029773+0.00023538i,-0.00015916+0.00012354i,-0.00025285-3.0646e-05i,-7.8074e-05-1.8196e-05i,0.00040433-0.00051189i
-0.0012121-0.0010306i,-0.0010725-0.001213i,-0.0017444+0.000101i,-0.00092148+0.0006712i,-0.00059866+0.00083429i,-0.0012139+0.00081923i,-0.0011097-0.0003759i,-0.00088234-0.0012325i,-0.00042539-0.00087615i,-0.00014239-0.00036192i,0.00042158+3.4904e-05i,0.0010499+0.00051744i,0.00061054+0.0006117i,-0.00015137+0.00029818i,-0.00083176+0.00015326i,-0.00090521-0.00016354i,-0.00059255+2.4713e-05i,-0.00068785+0.00047672i,-0.00061638+4.2736e-05i,-0.00050135-2.4369e-05i,-0.00030373-0.00033536i,-0.00050872-0.00090256i,-0.00032569-0.00087395i
-0.0019271+0.0013179i,-0.001328+0.002056i,-0.001712+0.0024242i,-0.0012667+0.00064961i,-0.00030025-0.00048564i,0.0004153-0.00067495i,0.00060284-0.0005663i,-0.00019449-0.00086198i,-0.0005029-0.0010012i,-0.00022768-0.00052339i,-0.00037695+0.0001673i,2.9007e-05+0.00051316i,0.00058826+0.00049766i,0.00014315+0.00025399i,4.8252e-07+0.00093479i,0.00059932+0.0014852i,0.00067284+0.00076286i,0.00077686-0.0001073i,0.00030564-0.00023574i,-4.6169e-05+2.5716e-05i,0.00019037-9.2126e-06i,-6.72e-05+0.00025249i,-0.00019416+0.00021021i
-0.0028123+0.00047324i,-0.0023684+0.0018573i,-0.0013536+0.0017702i,-0.00069491+0.00035706i,-0.00051041-2.4991e-05i,-2.0122e-06-0.00015246i,0.00091948+0.00022451i,0.0010387+2.3007e-05i,-0.00012921-0.0002794i,-0.00059477-0.00090006i,-0.00038564-0.0011012i,-0.00053328+0.00032348i,-0.00040183+0.0014279i,-0.00025047+0.0016173i,-0.00035826+0.00039309i,-0.00072745-0.00062687i,-0.00022709-0.00070135i,0.00074871-0.00046646i,0.00035394+0.0001694i,-0.00021893+0.00066502i,-0.00013317+0.00054475i,-3.634e-05+0.00030653i,-0.00046046+0.00041872i
-0.00070995+0.00070383i,-0.00076194+0.00096551i,-0.00046134+0.0005145i,7.3186e-06-4.3024e-05i,-0.00023265-0.000637i,-0.00083647-0.00058964i,-0.001189-0.0011829i,-0.00089316-0.0015398i,-0.00086044-3.8557e-05i,-0.0013494+0.00064034i,-0.00086265+0.00040218i,-0.00033492+0.00076303i,-0.00062607+0.00033037i,-0.00095704-0.00091978i,-0.00034866-0.0005833i,0.00047528+0.00055326i,0.00032624+0.00084968i,0.00024546+0.00044953i,0.00051308+0.00027295i,0.00049409+0.00019593i,-0.00028881+0.00086824i,-0.00048873+0.00063287i,-0.0002374+9.9536e-05i
-0.0029802-3.3167e-05i,-0.0037481+0.00061869i,-0.004706+0.0022544i,-0.0031692+0.0028345i,-0.0013078+0.0033874i,-0.00049066+0.0033282i,-2.2976e-05+0.0012356i,-0.00012895-0.00042323i,-0.00049841-0.0013123i,-0.00012451-0.0011685i,-6.4488e-05-6.2947e-05i,-0.00028805+0.00092698i,-5.4185e-05+0.0012222i,0.00071958+0.00089567i,0.00088655+0.00063047i,0.0003114+0.000326i,-0.00033685+0.00013792i,-0.00052817-9.2665e-05i,-0.00027453-0.00038452i,-0.00024219-7.2656e-05i,-0.00039726+0.00062792i,-0.00018021+0.00061091i,0.00015479+0.00058075i
-0.00054304+0.00037144i,-4.3723e-05+0.00074573i,0.00057014+0.00065548i,0.00023743-1.8397e-05i,-0.00029697-5.6683e-05i,-0.0013023+0.00035484i,-0.0016668+0.00018731i,-0.00066419+0.00021229i,-0.00052297+0.00072324i,-0.00076875+0.0005888i,-0.00061057-5.0826e-05i,-0.00046041-0.00060688i,-0.00060779-0.00017294i,0.00016359+0.00032479i,0.00025185+0.00098994i,-0.00030337+0.0013793i,0.00017976+0.00052541i,5.1441e-05-0.00011657i,-0.0002206-0.00049613i,0.00029925-6.2116e-05i,-7.2252e-05+0.00041713i,-0.00018087+0.00085835i,0.00074684+0.00073057i
-0.0011746+0.00031987i,-0.00039912+0.00025208i,0.00092243+0.00026542i,0.00052755+0.00049948i,0.00016265+0.00015837i,2.2873e-06-1.0638e-05i,-0.00014618-0.00092456i,0.00017031-0.0016209i,-5.5384e-05-0.0010523i,-0.00048359-0.00021223i,-0.00062838-0.00019184i,-0.00053206+0.0002247i,4.9071e-05+0.00030164i,0.00018502-0.00029467i,0.00023511+0.0003564i,0.00033281+0.00049044i,0.00025733+0.00031303i,0.00015096+0.00022506i,0.00052395+0.00013741i,-0.00016623+0.00017811i,-0.00096405+0.0004466i,-0.0013522+0.00068658i,-0.00092659-9.6757e-05i
-0.0035638-0.00026273i,-0.0027127-0.00094118i,-0.0023023-0.00063976i,-0.0019126+0.00042784i,-0.001355+0.00088404i,-0.0003881-0.00023598i,-6.8916e-06-0.00094635i,-0.0011604-0.00031115i,-0.0018624+0.0001991i,-0.001345+0.00058329i,-0.0003174+0.0001452i,0.00014219+0.0001083i,0.00046998+0.00066587i,9.3201e-05+0.00049398i,-0.00022195+0.00015375i,0.00031249-0.0005378i,0.00024609-0.0008549i,-4.1433e-05+1.8031e-05i,0.00012878+0.00086536i,-0.00017889+0.00095144i,-0.00015876+0.00072793i,0.00022905+0.0010453i,0.00056049+0.00099767i
0.00054342-0.00026346i,0.0015007+3.5686e-05i,0.00087584+0.00062692i,-0.0007895+0.00065652i,-0.0019278+0.00032053i,-0.0019168+0.00076429i,-0.0013804-0.00067813i,-0.00095559-0.0021934i,-0.00095384-0.0017602i,-0.00096765-0.0014872i,-0.00082946-0.0012391i,-0.00099493-0.00022964i,-0.0012598+0.00052235i,-0.0010771+0.00019709i,-8.0351e-05-0.00023721i,0.00017716-0.00028799i,8.9786e-05+0.00060935i,-0.00031678+0.00051229i,-0.00036251-0.00044729i,0.00017859-0.00052922i,-0.00027375-0.00031673i,-0.00030462-0.00023133i,0.00087218+0.00045685i
-0.0017049-0.0010046i,-0.0023505-0.0010041i,-0.0020079-0.00040714i,-0.001129+0.00033099i,-0.00043764+0.00071423i,0.00015516-0.00031261i,0.0012878-0.0011081i,0.0011397-0.0010567i,0.00082324-0.0007534i,0.00069911-0.00017218i,0.0002254-0.00013222i,-0.00031435-0.00020723i,2.5719e-05-0.00064478i,0.00020034-0.0011539i,5.3394e-05-0.00032072i,0.0002174+0.00038421i,7.3899e-06+0.00010814i,-0.00055575-0.00036705i,-0.0012587+0.00036548i,-0.001138+0.00078406i,-0.00029927+0.00028818i,-3.996e-05+0.00036647i,-0.00026427+0.00062363i
-0.00023048+0.0019346i,-0.000704+0.0026742i,-0.001419+0.0023362i,-0.0012737+0.0017004i,-0.00036611+0.0012427i,0.00035918-5.4052e-05i,0.0004382-0.00089585i,0.0006236-0.00088273i,0.00056039-0.00059626i,-8.767e-05-6.4322e-05i,-0.00049452+0.00045454i,0.00039314+0.00095502i,0.0013821+0.00051844i,0.0011399-0.00037047i,0.00018436-0.00032778i,-0.00017623-0.00017955i,0.00033376-0.00025782i,0.00020879+0.00032255i,0.00052736+0.0003657i,0.00044173+0.00058226i,-0.00020902+0.00091256i,-5.2915e-05+0.00062534i,0.00038356+0.0010654i
0.00025991-0.0014113i,0.0004629-0.00097756i,-0.00091264+1.3411e-05i,-0.001136+0.00021076i,-0.00031847+0.00020304i,-0.0003937+0.00035555i,-3.3134e-05+0.00034613i,0.00051623-9.5876e-05i,0.00020248-0.00056943i,-0.00083584-0.000931i,-0.0010274-0.0011266i,-0.00024873-0.00052614i,0.00056321+0.00077627i,0.00047299+0.00050444i,0.00078191-6.6786e-05i,0.0011215+2.9017e-05i,0.0004029+6.9969e-05i,0.00097932+0.00047433i,0.0015441-7.6146e-05i,0.00071783-0.0012814i,0.00030951-0.001648i,-0.00028257-0.0010515i,-0.00037544-0.00064728i
0.00085921+0.00024479i,0.0014023-0.00090254i,0.00099171-0.00212i,0.00021076-0.0029665i,-0.00044724-0.0022792i,-0.00029278-0.00094179i,0.00023089-0.00083744i,-0.0003991-0.0013298i,-0.00073956-0.0014125i,-0.00064795-0.00086593i,-0.0014288-0.00080199i,-0.0011301-0.000872i,-0.00036244-0.00012804i,0.0001944+0.00025114i,0.00012695+0.00019777i,-0.0002169+9.1354e-05i,1.5112e-05-4.0376e-05i,-8.9906e-05+0.00035667i,-2.5434e-05+0.00066079i,0.00059071+0.00091362i,0.00056926+0.00085744i,0.00062504-3.934e-05i,0.00049105-0.00034166i
0.0018094+7.018e-05i,0.0016239+0.00016677i,0.0011292-0.00029617i,0.00094039-0.00032136i,7.4724e-05-0.00080428i,-0.00064786-0.0012845i,-0.00039739-0.00087046i,-0.00037917-0.00054959i,-0.00020888-0.00086324i,3.3253e-05-0.00062284i,-6.7818e-05-0.00090805i,-0.00018608-0.0011072i,0.00032186-0.00062141i,0.00041405-0.00025921i,0.0001524-0.00059831i,0.00019273-0.00028812i,0.00038738-0.00028944i,7.8282e-05-0.00019471i,-0.0002058+0.00041262i,-9.1082e-05+0.00064005i,0.00010856+0.00024691i,0.00051629-0.0004897i,0.00014727-0.0010122i
-0.00079966-0.0031647i,-0.00092301-0.0027005i,-0.0028744-0.0023566i,-0.0033835-0.0010713i,-0.0023487+0.0007506i,-0.001115+0.0011606i,-0.00022462+0.00051779i,5.3969e-05-0.00012975i,-0.00069465-0.00106i,-0.0011764-0.0013082i,-0.0010421-0.00090848i,-0.00096884-0.00087475i,-0.00032014-0.00044951i,-6.0556e-05-4.9578e-05i,-7.1253e-05+0.00021313i,0.00061159+0.00012053i,0.00098722-1.1362e-06i,0.00035824+0.00036492i,-0.0003747+0.00012858i,-0.00057231-0.00043956i,-0.00063226-0.00030365i,-0.00050942-0.00029416i,-0.00025056-0.00049622i
-0.00085458+0.00069406i,-0.0018217-0.00036377i,-0.00129+0.00050258i,-0.00052038+0.00075351i,-0.0013667+0.0005366i,-0.0015931+0.001023i,-0.0010683+0.00035011i,-3.8092e-05-0.00095841i,0.00049703-0.0009239i,-0.00064363-0.00046434i,-0.0015529-0.00063354i,-0.00094062-0.00029411i,0.00023818-0.000146i,0.00027418+0.00036505i,-0.00019074+0.00084517i,-0.00088362+0.00051514i,-0.0013015+0.00069505i,-0.000579+0.00069488i,0.00052951+0.00043012i,0.00061834-8.8386e-05i,0.00034255-0.00029108i,0.00057559-0.00022168i,0.0010401-0.00060797i
0.0021572-0.0023859i,0.002296-0.0034958i,0.0027419-0.0034267i,0.0019921-0.0028483i,-0.00067868-0.0028681i,-0.0012461-0.0021i,3.8432e-05-0.0014942i,0.00079188-0.001586i,0.0007529-0.0010525i,-0.00041832-0.00088772i,-0.0013538-0.0008139i,-0.0012089+0.00010496i,-0.00075508+0.0002282i,-0.00077865-0.00010428i,-0.0010582+2.4896e-05i,-0.0011983-0.00035839i,-0.00039567-0.00080898i,-0.00027889-0.00042722i,-5.1973e-05-0.00017953i,0.00040381+0.0003383i,0.00067105+0.00094582i,0.00055408+0.00076147i,-0.00013343-0.00050696i
-0.0015906-0.00072363i,-0.0018644+0.00024288i,-0.0034026-0.00017178i,-0.0029657-0.00022016i,-0.0021322+0.00054594i,-0.00097436+0.00069953i,3.0676e-05+0.00037929i,-0.00071609-0.00041693i,-0.0010625-0.00077075i,-0.00055536-0.00016862i,-0.00095177+5.1624e-05i,-0.00091277+0.00034868i,-0.00033455+0.0008022i,-0.00016097+0.00015372i,0.00045438-0.00073422i,0.00092019-0.0007407i,0.00070586-0.00046302i,0.000957+0.00027065i,0.0011888+0.0005272i,0.0009378+0.00047842i,0.00056193-0.00012114i,-0.00051095-0.00053153i,-0.00094386+0.00037978i
-0.00077066+0.0011637i,-0.0008193+0.0018928i,-0.00017486+0.0014803i,0.00081142+0.0015475i,0.00063401+0.0013571i,-0.00017501+0.00049516i,-0.00061276-0.00059931i,-0.00060308-0.0011351i,-0.00083957+0.00015109i,-0.0006116+0.0014074i,-8.5014e-05+0.0011485i,0.00048+0.00095618i,0.00041138+0.00089118i,4.8826e-05-0.00025574i,0.0001887-0.00044132i,-8.427e-05+0.00031667i,-2.0126e-05+0.00046228i,0.0010251-0.00018425i,0.00092412-0.00041546i,0.00014692+0.00028492i,-4.7073e-06+0.00013139i,-0.00035902-0.00017037i,-0.00033287-0.00044442i
0.00015533-0.0017192i,0.00011726-0.0025853i,-5.9529e-05-0.0036226i,-0.0014359-0.0032569i,-0.0020774-0.0012178i,-0.00067333+0.00046673i,-0.00078357+0.00028767i,-0.00068827-0.0010492i,-0.00017013-0.0012947i,-0.0013303-0.00094802i,-0.0019946-0.00046153i,-0.0012543+0.00035186i,-0.00017933+0.0004675i,-0.00025739+0.00052612i,-0.0011873+0.00085585i,-0.0013392+0.0010798i,-0.00090337+0.00082947i,-0.0003539-0.00015072i,0.00048626-0.0006677i,0.0010056-0.00022944i,0.00033949+0.00029274i,-0.00064017+0.00094223i,-0.00069144+0.00080882i
0.0011516-0.0005566i,-0.00018948-0.00028006i,-0.00054901+0.00034205i,-0.00021891+0.0007558i,0.00021865+0.00041741i,0.00038425+0.00017403i,0.00035981-0.00029525i,-0.00017345-0.00056598i,-0.00072642-0.00067597i,-0.0012098-0.00086541i,-0.0011798-0.00076797i,-0.0012881-0.00011649i,-0.00075948-0.00021197i,-6.8257e-05-0.00054127i,8.5003e-06+2.6989e-05i,-4.1433e-05+0.00050084i,-4.8411e-05+0.00014418i,0.00046689+0.00025359i,0.00042075+0.0009642i,-0.00034134+0.00065296i,-9.4463e-05-0.00019582i,0.00043272+8.66e-05i,0.00047406+9.3698e-05i
-0.0011288-0.0016315i,-0.00017618-0.0008269i,-0.0001373-0.0012084i,-0.00040002-0.0011826i,-0.00094534-0.0003749i,-0.0008918+0.00012282i,6.3749e-06-0.00051604i,0.00013561-0.00011673i,-0.00095983+0.00050993i,-0.0010431+0.00043163i,-0.00029617+0.00097102i,-0.0007189+0.0010288i,-0.00076636+0.0010203i,-0.00017165+0.0011709i,-0.00053353+0.0006539i,-0.00101-0.00063072i,-0.00059144-0.00084319i,6.1308e-05-0.00022851i,0.00054229-0.00012073i,0.00086047-7.1855e-05i,0.00065344+9.746e-05i,-0.00013675+0.00034772i,-0.00055107+0.0001274i
-0.00030908-0.00051158i,-0.00064654-0.0012946i,-0.0015049-0.0015167i,-0.0018665-0.00085139i,-0.0015635+9.4809e-05i,-0.00069468+0.0003991i,5.6514e-05+0.00031288i,0.00029757-0.00084454i,-0.00029603-0.0024331i,-0.00020315-0.0019124i,7.1637e-05-0.00052527i,-0.00035625+0.00028387i,-0.00040864+8.4321e-05i,-0.00026078+0.00030846i,-0.00023915+0.00026447i,-0.00010812-0.00020351i,0.00031449+8.3784e-05i,-4.5448e-05+0.00091308i,-0.00027909+0.0016831i,0.00038806+0.00088015i,0.0005605+0.00022672i,0.00054667+0.00062747i,-0.00013718+1.6761e-07i
-0.00024995+0.00095077i,0.0003792+0.00074535i,0.0010258+0.00092929i,0.0019992+0.0011354i,0.0023904+0.00027472i,0.001178-0.00072531i,5.1636e-06-0.00055384i,0.00025452-0.00034142i,-0.00020492-0.00046964i,-0.00044045-0.0002196i,-0.00045477-0.00044641i,-0.00094881-0.00066918i,-0.0007855-0.000256i,0.00012143+9.582e-05i,0.0007234-0.00018208i,0.0010636-0.00066751i,0.00086837-0.00022392i,0.00044599+0.00024517i,0.00049759+3.4836e-05i,0.00058991-0.00075795i,0.00058261-0.0011917i,0.00026271-0.00024967i,0.0001061+0.00081881i
0.0021399+0.0017947i,0.002087+0.0018711i,0.0020189+0.0015592i,0.0014913-0.00019131i,0.00042986-0.001747i,-0.0005166-0.00077696i,-0.00066149+0.00017086i,-0.00024081-0.00071441i,0.00048041-0.001098i,0.00049411-0.0010329i,-0.00032931-0.00074219i,-1.2347e-05-0.00053066i,0.00074891-0.0006516i,0.00090148-0.00077136i,0.00074896-0.00064597i,-0.00023324+7.0565e-05i,0.00014039+0.00041633i,0.0005902-1.6784e-05i,0.00017942-5.7547e-05i,0.00033786-6.4386e-05i,0.00097207-0.0001462i,0.00077852-0.00016049i,-7.2162e-05+0.00020701i
0.00095691-0.0016191i,0.0010929-0.00035223i,2.0884e-05-0.00027714i,-0.0012317-0.00071167i,-0.0018411-0.0005028i,-0.0011303-0.00029096i,-0.00019575-0.00036124i,-1.9416e-05-0.00092971i,9.3711e-05-0.00074586i,8.2982e-05-0.00024469i,-0.00032989-0.00023644i,-0.0006435-2.4653e-05i,-0.0003597+0.00014079i,-0.00015628-0.00018839i,-0.00046798-0.00015742i,-0.00025686+0.00013458i,0.00045559+0.0005825i,0.00040856+0.00034278i,0.00029348+0.00026452i,0.00010324+0.00013222i,-0.00031732-0.00024203i,-0.0003248-9.2688e-05i,-0.00058038+0.00067357i
0.0017664-0.00072711i,0.0016083-0.00059936i,0.0027773-0.0017676i,0.0027925-0.0028698i,0.0004134-0.0024558i,-0.0014619-0.0017395i,-0.0011194-0.0017631i,-8.4528e-05-0.0013972i,0.00026956-0.00070655i,0.00021543-0.00017681i,-1.4042e-05-0.00045734i,-0.00042283-0.00072451i,-0.00033803-0.0002694i,-0.00085365+0.00013085i,-0.0010153+1.4916e-05i,0.00030603-0.00017981i,0.00071523-8.253e-05i,0.00010832+0.0003876i,0.00037762+0.0004942i,0.00023142+0.00069893i,-0.00013588+0.00095349i,-4.3332e-05+0.00030122i,-0.00024251-0.00069699i
-0.0014367-0.00095736i,-0.0018398-0.00085878i,-0.0017872-0.0012455i,-0.00074393-0.001391i,-3.2687e-05-0.0009542i,-0.00034955-0.00050252i,-0.00096809-0.00048882i,-0.00094312-0.0015404i,-0.0009728-0.0014362i,-0.0007827-7.2109e-05i,-0.0004957-8.303e-05i,-0.00021797+0.00020108i,0.0001903+0.00054504i,0.00070045+0.00010053i,0.00050201-7.3749e-05i,0.00032752+0.00045895i,0.00068897+0.0010392i,0.0009827+0.00042196i,0.0007607+0.00018119i,0.00018293-0.00011747i,-0.00024034-0.00016078i,-0.00017893-2.8682e-05i,0.00019001-0.0001489i
0.00036766+0.00019042i,0.00093226-7.7105e-05i,0.0014922+0.00056345i,0.0013862+0.0011834i,0.00070433+0.00083656i,-0.00046202+0.00010287i,5.3293e-05-0.00094256i,0.00074092-0.0015677i,-9.4907e-06-0.00044523i,-4.5194e-05-0.00018657i,0.00010349-0.00054931i,-5.7508e-06-0.00036015i,0.00042515-0.00050445i,0.00063685-0.00077817i,-5.6312e-05-0.00092315i,-2.4912e-05-0.00084411i,0.00055077-1.3096e-05i,0.00049184+0.00048516i,0.00052211+0.00022492i,0.0002682+0.00010158i,3.0291e-05+0.00040767i,0.00017447+0.0005458i,0.00014722+0.00016885i
0.0040687-0.0003348i,0.004034-0.00040419i,0.0047088-0.0019246i,0.0026643-0.0025574i,0.0001204-0.0019967i,-0.00068423-0.00071813i,-0.00020199-0.00039594i,0.00062205-0.001598i,0.00076155-0.0018603i,4.5354e-06-0.0007303i,-0.00046298-0.00041314i,-0.00060575-0.00063341i,-0.00066316-0.00085618i,-0.00069999-0.0011392i,-0.00069893-0.00021373i,-0.00018645+0.00020583i,0.00024022+9.3122e-07i,-4.1199e-05+0.00062783i,-0.00011066+0.0012415i,0.0001798+0.00095753i,0.00039374+0.00032317i,0.00017463-1.7496e-05i,-0.00047546-0.00072903i
