-0.0055752-0.00055957i,-0.0054334+0.00053694i,-0.0049397+0.0040566i,-0.0026998+0.006578i,-0.00086453+0.0058203i,-0.00016444+0.0033854i,-0.00050298+0.0013571i,-0.00021369+0.00038484i,0.00012093-0.00010595i,0.00028891+0.00014328i,0.00061322-1.4827e-05i,0.00078294-0.00060325i,0.00030788-0.0007198i,0.00056489-0.00048872i,0.00094323-0.00067625i,0.00066591-0.0006299i,0.00023716-0.00029442i,-6.8576e-05-0.00076008i,-0.00018534-0.0007684i,-0.00038682-0.00043231i,8.7085e-05-0.0009034i,0.00029443-0.0011202i,0.00021159-0.00090457i
-0.0017356+0.00049852i,-0.0015966+0.00081662i,-0.0015575+0.0017902i,-0.00074275+0.00221i,1.1258e-05+0.0014858i,0.00041321+0.0003571i,0.00046625-0.00039765i,-0.00013808-0.00063715i,-0.00034043-0.00059739i,0.00018897+0.00012501i,0.00032303+0.000244i,-0.00017553-0.00048561i,-0.00039012-0.0010723i,0.00016672-0.00076342i,0.0004777+0.00017111i,0.0001462+0.00038492i,-8.9788e-05+0.00043269i,-0.00049251+0.00082779i,-0.00082595+0.00094739i,-0.00086859+0.00045698i,-0.00056281+0.00053707i,-0.00019988+0.0011644i,0.00010794+0.00076143i
0.0014123+0.0001177i,0.0016173+0.00042978i,0.0026844+0.0013477i,0.0028257+0.0013351i,0.0012503+0.0005174i,-0.00046361+0.00015375i,-0.0010649-0.00039867i,-0.00049768-0.00065154i,-0.00031784-0.00039961i,-0.0010387-0.00029838i,-0.00074193-0.00067789i,-7.0139e-05-0.00042554i,-0.00064395-2.2192e-05i,-0.00087227+2.5435e-05i,-0.00040658+8.8868e-05i,5.8148e-05+0.00039099i,0.00021902+0.00022961i,2.0106e-05+0.00027712i,-0.00035745+7.9343e-05i,-2.8762e-05-0.00052976i,0.00017923-0.00097612i,0.00040614-0.0010934i,0.00070246+7.4948e-05i
-0.0033747+0.0012325i,-0.0032655+0.0019858i,-0.0039205+0.0022962i,-0.003073+0.0021727i,-0.0020811+0.0023025i,-0.00091599+0.0016104i,-0.00036525+0.00017715i,-3.249e-05-0.00066816i,-0.00020026-0.00039168i,-0.00014267-0.00010755i,0.00072149+5.5649e-05i,0.00090599+0.00079186i,7.2208e-05+0.00077103i,-0.00053124-0.0001784i,-0.00013865-0.0010533i,0.00011535-0.0011678i,-0.00033598-0.00046852i,-0.00052293-0.00018262i,-0.00079675-0.0003882i,-0.0011482-0.00095346i,-0.00016831-0.00063411i,0.00088341-0.00016509i,0.00076364-5.7366e-05i
1.8026e-05-0.0008631i,-0.00016946-0.0004933i,-0.00045288+0.00082088i,-5.1779e-05+0.0021181i,-0.00034951+0.0024327i,-0.00094592+0.0016088i,-0.0015001+8.2809e-05i,-0.0012836-0.00094009i,-0.0011188-0.00064571i,-0.00075662-0.00012436i,-4.9729e-05+7.4941e-06i,-6.0418e-05+0.00034216i,-0.00016021+0.00050818i,-0.00021107+0.00020252i,-0.00050386+0.00027854i,-0.00063386+0.00015307i,0.00023312-0.0001748i,0.00071421+5.5359e-05i,0.00020258-4.7122e-05i,0.00031809-0.00041766i,0.00096365-0.00013339i,0.00067819+0.00030074i,0.00039122+0.00076287i
-0.00036891-0.00034722i,-0.00032776+0.00043784i,-0.0010419+0.0011033i,-0.0013122+0.0012612i,-0.00049612+0.0011259i,-0.00037663+0.00016639i,-0.0013383-0.00032161i,-0.0014282-0.0008906i,-0.00036884-0.00078949i,0.00015198+0.00034156i,8.8178e-05+0.00019767i,0.00021406-0.00030232i,0.0002897+0.00018979i,-0.00015549+0.00094624i,-0.00038667+0.00090276i,9.6405e-05+0.0001432i,0.00019737-0.00024989i,0.00031668-0.00063472i,0.00016182-0.00077311i,1.1591e-05-0.00073061i,0.0002046-0.00083093i,-0.00020593-0.00071782i,-0.0010143-0.00014022i
0.0016082+2.8686e-05i,0.0022747-0.00060304i,0.00205-0.0014834i,-0.00033796+0.00019863i,-0.0023918+0.0020156i,-0.0026386+0.00157i,-0.0013768-0.00026788i,-1.3987e-05-0.00073716i,-0.00041656-0.00027875i,-0.0010561-0.00045517i,-0.0010317+6.0838e-05i,-0.00099754+0.00067247i,0.00030101+0.00039376i,0.0011063+0.00023435i,0.00070263+0.00069068i,0.00070313+0.00095572i,0.00068016+0.00081291i,-0.00022655+0.00070801i,7.5778e-05+0.00020627i,3.3203e-05-0.00020226i,-0.00045011+5.2404e-05i,-0.00030495+0.0005063i,-0.00049018+0.00089887i
-0.0010543+0.00032871i,-0.00014049+0.00048828i,0.00092746+0.00053912i,0.0014621+0.00068689i,0.001066+0.00041226i,0.00037714-0.00018356i,-0.00036797-0.00067086i,-0.0011234-0.00034471i,-0.00076522+0.00036554i,2.1947e-05+0.00056034i,0.00010648+0.00068926i,-9.9841e-05+0.00082935i,-8.2106e-05+0.00056366i,-0.00020309+0.00056065i,-0.00022265+0.0010632i,-0.00019925+0.00073673i,0.00017218-0.00021555i,-0.00014798-0.00012149i,-0.00050597+0.00029434i,-0.00029593+0.00010561i,0.0001842-0.00051628i,-6.4718e-05-0.00059919i,-0.00020183+5.6164e-05i
0.0014051+0.0014208i,0.00059858+0.00064479i,0.00054426+0.0004325i,0.00095787+0.00084288i,0.0006745+0.00063418i,-0.00048057-0.00058436i,-0.00073997-0.0016221i,0.000327-0.0016021i,0.00093991-0.00094964i,0.00091897-4.4075e-05i,0.00026958+0.00017814i,-0.00012503-0.00044046i,-0.00024385-0.00019199i,-0.00058634+0.00062107i,-0.00060752-2.3324e-05i,-0.00036056-0.0003209i,0.00046658+0.00050035i,0.00077024+0.00061748i,0.00021267-0.00021923i,-0.0001614-0.00063904i,-0.00085256-0.00016989i,-0.0013842+0.00032155i,-0.0005364+0.00042377i
-0.0017394+0.00074699i,-0.001678+0.0013868i,-0.0012854+0.0002302i,-0.0012571+0.00051126i,-0.002155+0.0013607i,-0.0019353+0.0007938i,-0.00095504-0.00041603i,-0.00069752-0.00075322i,-0.00061936-0.00060106i,-0.00041221-0.00030369i,-0.0004198-0.00016708i,-0.00019262+0.00019307i,9.951e-05+0.00019036i,0.00020439-0.00016815i,-7.1299e-07+8.9805e-05i,8.8591e-05+0.00082798i,0.00057272+0.001893i,0.001151+0.0013907i,0.00057843+2.3191e-05i,-0.00044701-0.00083608i,0.00017084-0.00049953i,0.0011952-0.00012202i,0.00014486-0.00058709i
-0.0027133+0.00028211i,-0.0035524+0.00094577i,-0.002843+0.002004i,-0.0012883+0.0027779i,-0.00054951+0.0031104i,-0.00060046+0.0016675i,-0.0017573+0.00016437i,-0.0018282-0.00039304i,-0.0009223-0.00058652i,-5.7663e-05+0.00017138i,0.00053253+0.00076045i,0.000389-3.0617e-05i,-0.00033832-0.00023045i,2.6501e-05+0.00031642i,0.00065412+0.00032693i,0.0010033+0.00041219i,0.0012042+0.00029492i,0.00097434+0.0001191i,0.00051848+0.00054707i,-2.6278e-05+0.0012306i,-0.00040089+0.00168i,-0.00044283+0.00092779i,-0.00041432-0.00063095i
0.0016109-0.0020676i,0.00047181-0.0022282i,-0.00027152-0.0021265i,-0.0012135-0.0013799i,-0.0018936-0.00062431i,-0.0016818+0.00017841i,-0.0014717+0.00010069i,-0.0014178-0.00021285i,-0.00118+0.00075295i,-0.00053831+0.00098545i,-0.00038627+6.4909e-05i,-0.00075179-0.00015467i,-0.00063461-0.00052091i,-0.00024845+0.00040032i,-6.9799e-06+0.00097715i,0.0002241+0.00021768i,0.00040208-0.00044154i,9.6872e-05-0.00029452i,-0.00034169+0.00039351i,-0.00026625+0.00031736i,-0.0003637-2.0116e-05i,1.6746e-05-0.00017656i,0.0005685-0.00015951i
9.6464e-08+0.002714i,-0.00015417+0.0032107i,0.0013141+0.0034798i,0.0020413+0.0026343i,0.00095239+0.0012605i,0.00041563+0.00041891i,8.919e-05-2.4222e-06i,-0.00032404-0.00045644i,4.9035e-05-0.00025466i,0.0003078+2.6939e-05i,-0.00022297-2.5948e-05i,-0.00086118-0.00032047i,-0.00083441-0.00012152i,-0.0003292+0.0002823i,8.8443e-05-0.00028212i,0.00059363-0.00045703i,0.00083873-0.00017294i,0.00065965+0.00017274i,0.00076732-4.5201e-05i,0.00055226+0.0003487i,5.0255e-05+0.00083609i,-0.00027652+0.00045435i,-0.00061299+0.00015277i
0.00017991+0.00013142i,3.6166e-05-0.00036154i,0.00043666-0.00021468i,8.8518e-05-0.0005564i,-0.00064759-0.0013034i,-0.0012085-0.00097153i,-0.0012606-0.00049356i,-0.0014967+0.00014222i,-0.00083586+0.00030239i,-0.00029277-0.00019358i,-0.00054011-9.0016e-05i,-0.00065156+0.00059524i,-0.00018511+0.0010955i,0.00027771+0.0010505i,0.00010952+0.00064444i,-0.00026608+0.00039499i,-0.00025449+0.00047118i,1.2277e-05+0.00040583i,0.00020762+0.00029875i,0.00054003+0.00044187i,0.00038167+0.00067179i,0.00037059+0.00055351i,0.00045623+0.00036407i
-0.001681+0.00037825i,-0.0011394+0.0010525i,-5.1969e-05+0.0024332i,0.001531+0.0029895i,0.0015793+0.0021716i,0.00079868+0.0012524i,0.00021648-0.00026792i,0.00011072-0.00048667i,-3.5923e-05+0.00037102i,-0.00061201+0.00043656i,-0.0010428+0.00037779i,-0.0011379+0.00051128i,-0.00078593+0.00049085i,-0.00055748-7.4458e-05i,-0.00076467-0.00041403i,-0.0014326-0.0002971i,-0.00095065+0.00037959i,-0.00033938+0.00054637i,-0.0006471+8.0189e-05i,-0.00070643+0.00022919i,-0.00042505+0.00023659i,4.5862e-06-4.9718e-05i,0.00020364+0.00037476i
0.0004968+0.0025408i,0.00078239+0.00319i,0.00025843+0.0021349i,-0.00033692+0.00085646i,-8.5883e-05-6.3154e-05i,-0.00094922-0.00094839i,-0.0010242-0.0010445i,-0.00058127-0.00077321i,-0.00030837-6.8303e-05i,0.00044289+0.00051102i,0.00078801+0.00042092i,0.00058374+0.00010753i,-0.00023643-0.00015242i,-0.00023411-8.4742e-05i,-0.00022998+0.00014091i,0.00012806+0.00023723i,0.00058309+0.0010149i,0.00026497+0.00082391i,0.00031468-0.00036148i,0.00064359-0.00034115i,0.0014613+3.3186e-05i,0.00075612+0.00018846i,-0.00084938+0.00045032i
-0.0020222+0.00068596i,-0.001517+0.00053258i,-0.00076264+0.0012284i,0.00020994+0.0025189i,-9.3962e-06+0.003225i,-0.00033342+0.00258i,-0.00035633+0.00080388i,-0.001341-0.00086654i,-0.0010314-0.0013823i,-0.00081221-0.00035905i,-0.00067946+0.00012708i,-0.00013672-0.00033048i,-6.9278e-05-4.6962e-05i,4.0858e-05+0.00026695i,0.00012234+0.00017934i,0.00025488-4.404e-05i,0.00019604-0.00050871i,7.7125e-05-0.00072699i,0.00017837-0.0002888i,-1.193e-05-0.00030058i,-0.00028623-0.00035185i,-0.00056686-0.00019593i,-0.00045804+0.00023196i
0.0011459-0.00065349i,0.001689-0.00073116i,0.0013833+0.00092776i,0.0011596+0.0015309i,0.00011935+0.0016449i,-0.00088758+0.00091489i,-0.0010477-0.00017528i,-0.0012661-6.1896e-05i,-0.00083204+0.00020701i,-0.00031729-0.00032547i,-0.00045017-0.00088193i,-0.00076009+1.2019e-05i,-0.00048567+0.0011523i,-0.000318+0.0011907i,0.00024511+0.00085643i,0.00045544+0.00032523i,-0.00014741+0.00018666i,0.00011864+0.00067411i,0.00016286+0.0011089i,-0.00020153+0.0011463i,4.2151e-05+0.00064215i,0.00012998-8.1323e-05i,-7.713e-05-0.00029189i
-0.00027079+0.00034527i,-0.0010247-1.0316e-05i,-0.0008139-0.00088048i,-0.00069067+0.00021786i,-0.0017261+0.0015284i,-0.00205+0.00029703i,-0.0016964-0.00072982i,-0.0014523-0.00077259i,-0.00064189-0.00087591i,-0.00068216-0.0010584i,-0.00089948-0.0010069i,-0.00031588+0.00011108i,-0.00051533+0.0010321i,-0.00056618+0.00085235i,-0.00011745+0.00021833i,8.6183e-05+0.00014348i,-7.5359e-05-0.00041132i,-0.00014506-0.00077486i,-0.00019422+0.00014292i,-0.0002372+0.00082604i,0.00015347+0.00043i,0.00018846-0.00034512i,9.6983e-05-0.00099276i
0.00030371+0.0041815i,0.0013586+0.0038914i,0.0020979+0.0029515i,0.0018838+0.0021459i,0.0003853+0.0006753i,-0.0015425-0.00039181i,-0.0015221-0.00087453i,-0.00075556-0.001236i,-0.00014414-0.00086721i,0.00025737-0.00035147i,7.8058e-05-0.00052317i,-1.94e-05-0.00059648i,-0.00025734-0.00059351i,-0.0006915-0.00017815i,-0.00073156+0.00040478i,-0.00045745+0.00042405i,-0.00012735-0.00044673i,0.000359-0.00066629i,0.00045347-0.00028601i,0.00045696-0.00041439i,0.00026935-0.00010382i,-0.00037333+0.00010907i,-0.00067339+5.3455e-05i
0.00023183-3.0999e-05i,-0.00057164-0.00077201i,0.00041336-0.0010836i,0.001014-0.0012539i,-0.00012971-0.0011034i,-0.001693-0.0005946i,-0.0019782-1.4356e-05i,-0.0017335-0.00053091i,-0.001822-0.00085567i,-0.0016938-0.00033747i,-0.0014759+0.00021666i,-0.001435+0.00051082i,-0.00063057+0.00065921i,-0.00051109+0.0009398i,-0.00081222+0.00066577i,-0.00018286+0.00082298i,0.00090638+0.00048i,0.00064781-0.00030881i,-2.4884e-05+7.8531e-05i,-0.00028573-4.7144e-05i,-0.00029251-0.000468i,-5.8375e-06-0.00069905i,0.0001217-0.00032877i
-4.6308e-05+0.00083545i,0.0011874+0.0012055i,0.00080101+0.0021588i,-0.00012369+0.0027367i,-0.00092844+0.0028248i,-0.00078306+0.0016953i,-0.00021803+0.00044653i,-0.00035502-0.00031099i,-0.00033465+9.1225e-05i,0.00017003-6.5716e-05i,0.00083316-0.00063029i,0.0009735-0.00017078i,0.0010048+0.00060893i,0.00029414+0.00073206i,-0.00049416+0.00059168i,-0.00051812+0.00034022i,-0.0001709+0.00014164i,0.00032877+3.9816e-06i,0.00071881-0.00039852i,0.00078022+1.5308e-05i,0.00021715+0.00038802i,-9.2035e-05-0.00036789i,0.00039581-0.00048591i
0.0063692+0.011463i,0.0085072+0.011451i,0.014212+0.0048484i,0.012351-0.0031537i,0.0061931-0.0081527i,-0.0013973-0.0066907i,-0.0033631-0.001875i,-0.0012566-0.00045678i,0.00036544-0.00065696i,0.0010441-0.0016876i,0.0001528-0.0028114i,-0.00097409-0.0023322i,-0.0021333-0.0010829i,-0.0031523+1.6516e-05i,-0.0032426+0.0012529i,-0.00053533+0.0012694i,0.0020264+0.00043499i,0.0012377+0.0004387i,0.00087389+0.00056073i,0.00049127+0.00012977i,-0.00030901+0.00043216i,-0.00072066+0.0011196i,-0.00012145+0.0014944i
-0.00045179-0.00027901i,0.00081507+0.00014362i,0.0017957+0.00079995i,9.8555e-05+0.0014783i,-0.0009131+0.0010497i,-0.00064597+0.00075104i,-0.0011657+0.00085041i,-0.0011072-7.7181e-05i,-0.00045371-0.00037463i,-0.00064555-0.00034237i,-0.00058222+0.00024854i,-0.00023104+0.0010343i,7.5719e-05+0.0010169i,0.00028344+0.0011077i,0.00049377+0.00080674i,0.00072649-0.00010642i,-3.3709e-05-5.5952e-05i,-0.00056479+6.7659e-05i,-0.00076879-5.0527e-05i,-0.00028017-0.00064572i,-2.2523e-05-0.00075706i,-0.000438-0.00020039i,9.1405e-05+7.4534e-05i
0.0014136+0.00015256i,0.00070189-0.00046287i,0.00019-0.00056104i,-0.00015772-0.00016141i,0.00032466-1.1085e-05i,1.6254e-05-0.00013857i,-0.00083675-0.00085149i,-0.00022181-0.0010347i,0.00046159-0.00065793i,0.00016344-0.00036187i,-0.00028681-0.00023886i,-2.0917e-05-0.00032496i,0.00017643-0.00027337i,2.7426e-05-0.00016562i,0.00022003-0.00043956i,0.00053662-0.00068653i,0.00074037-0.000117i,0.00066714+0.00065452i,0.00015761+0.00072525i,0.0002254+0.0001587i,-1.1615e-05+0.00018999i,-0.00018604+0.00048895i,0.00010454+0.00059798i
-0.00043747+0.0012768i,0.00016434+0.00069356i,0.0016206+0.00014767i,0.0025307-0.00014197i,0.0019882+0.00051326i,-0.00014038-0.00013622i,-0.001836-0.0010057i,-0.0017694-0.00038377i,-0.00083435-0.00013167i,9.4303e-05-0.00012443i,0.00010334+2.3534e-05i,-7.0153e-05+0.00022595i,-0.00043636+0.00019202i,-0.00086888+1.3322e-05i,-0.00099998-0.00066768i,-0.00068904-0.001109i,0.00028071-0.00019821i,0.00034509+0.00020489i,6.3632e-05-0.00043096i,6.321e-05-0.00051403i,0.00035357-0.00040867i,0.00067406-0.00058702i,9.5809e-05-0.00069169i
-0.00023676-0.002289i,8.6877e-05-0.00085391i,-0.0015304+0.00024635i,-0.0025499+0.0010739i,-0.0016173+0.002157i,-0.00067909+0.0023879i,0.00022329+0.0012215i,2.5357e-05-0.00022405i,-0.00045425+4.4882e-05i,-0.0006776+0.00069i,-0.0011138+0.00076591i,-0.00078148+0.0010361i,-2.6823e-05+0.00080768i,-0.00028289+0.00082038i,-0.00019542+0.00032823i,0.00045377-0.00062456i,0.00033123-1.0927e-05i,-0.00014789+0.00031467i,-0.00034103-0.00049657i,-0.00037479-0.00051407i,-0.00034003-0.00042748i,0.00071992+8.636e-05i,0.0010637+0.00032645i
-0.002517-0.0013446i,-0.0025313-0.0013738i,-0.0024001-0.00029511i,-0.00068657+0.00059034i,3.6009e-05+0.0014851i,-0.00047738+0.0013457i,-0.00030609-0.00079381i,-0.00013919-0.0012026i,-0.00028031-0.00037605i,-2.0484e-05-0.00034051i,0.00052013-7.1462e-05i,0.00017645+0.00023467i,0.0003337-0.00033454i,0.00084747-0.00082799i,0.00079335-0.00066238i,0.00070252-0.00022965i,0.00029751-0.00028772i,1.1135e-05+0.00012697i,7.0053e-05+0.00042614i,-0.00040541+0.00038421i,-0.0010146+5.0992e-05i,-0.0011014-0.00021491i,-0.00050947-0.00043102i
-0.00042075-0.0014049i,-0.00034503-7.7366e-05i,2.66e-05+0.001159i,0.0001893+0.0019698i,-0.00027286+0.0017094i,-0.00048074+0.0014324i,-0.0006137+0.0004311i,-0.0013959-0.00039922i,-0.001266+0.00029974i,-0.00033569+0.00058762i,7.5279e-06+4.0107e-05i,0.00053418+0.00043767i,0.0012777+0.00067435i,0.001024+0.00098109i,0.00042654+0.0004914i,0.00020646-0.0002982i,-0.00022891-6.0129e-05i,-0.00016869+0.00013284i,0.0003719+0.00013091i,6.3918e-05-0.00037347i,3.5404e-06-0.00015204i,0.00039756+0.00012875i,0.00014425-0.00037385i
-0.00070244-0.0016375i,-0.0013263-0.0020299i,-0.0013659-0.0025256i,-0.00043682-0.0022483i,-0.000153-0.00026849i,-0.00016954+0.0013635i,-0.00027231+0.00049627i,-0.00069828-0.00071271i,-0.00083579-0.0011648i,-0.0013857-0.00096334i,-0.0020372-0.00012718i,-0.0016061-0.00043209i,-8.8151e-05-0.00062156i,0.00047053-3.8617e-07i,0.00037935+0.00046879i,0.00020559+0.00041085i,-0.00037178-8.31e-05i,-0.00012364-8.2902e-05i,0.00047211+0.0003839i,0.00018521+4.056e-05i,-0.00025437-0.00020339i,-0.00031681+0.00018912i,-0.00035711+0.00031412i
-0.0010115-0.0012677i,0.00064274-0.00088163i,-0.00048873+0.0011198i,-0.0022705+0.0017793i,-0.0014376+0.0012663i,0.00012668+0.00018357i,-0.0001391-0.00077624i,-0.00083605-0.0011104i,-0.0008805-0.00085588i,-0.00065747-0.00026375i,-0.00127-0.00026349i,-0.0016445-0.00085923i,-0.00082458-0.00047266i,0.00017264+0.00038124i,0.0010632+0.00052251i,0.0010204+0.00049863i,0.00070119+0.00036566i,9.4999e-05-0.00033065i,-0.00054735-0.0010055i,-0.00045651-0.00067979i,-0.00048491-0.00024965i,-0.0009824-0.00058473i,-0.00056193-0.00095434i
-0.0012228+0.0002008i,-0.0011361+7.9809e-05i,-0.00066536+0.00093424i,-0.0011954+0.00057563i,-0.0022433-0.00026071i,-0.0027224-0.00032518i,-0.0021184-0.00012591i,-0.0024188-0.00034215i,-0.0015121-0.00061962i,7.7342e-05-0.00017328i,7.8979e-05+5.0311e-05i,-0.00038354+0.00021723i,-0.00068659+0.0012114i,-0.00064722+0.0009837i,-0.00053466+0.00047144i,-0.00053206+0.00065487i,-0.00013853+0.00019696i,0.00014368-0.00054795i,0.0001383-0.00067987i,9.0517e-05-0.00079818i,2.2853e-05-0.0001963i,0.00027269+0.00097806i,0.00067718+0.00055028i
-0.00015341-0.00020559i,6.4723e-05-0.00038377i,0.00052179+0.00064191i,0.00066277+0.0018316i,0.00037608+0.0021668i,-9.7605e-05+0.00111i,-1.6307e-05+8.4985e-05i,-0.00028752+5.85e-05i,-0.00082193+0.00017433i,-0.0001349+5.5509e-05i,0.00067596-0.00077818i,0.00037515-0.00024002i,0.00013871+0.00043265i,0.00022575+0.00021164i,-1.365e-05+0.00043405i,-0.00041318+0.00045296i,-0.00037672-6.7359e-05i,-2.774e-05-0.00059022i,0.00077257-0.00082877i,0.00082687-0.0002607i,0.00012632-0.00032155i,-0.00061509-0.00047147i,-0.00060412-8.6764e-05i
0.0010845+0.0017717i,0.00059032+0.0014494i,0.00044288+0.00042019i,-0.00024394-0.0012225i,0.00010557-0.0013491i,0.00050465-0.00032834i,-6.298e-06-0.00042043i,-0.00024859-0.00034714i,-0.0004097-0.0001891i,-0.00058531-0.000592i,-0.00087216-0.00081509i,-0.0012693-0.00036301i,-0.00068972-0.00028855i,8.5987e-05-0.00020317i,0.00017061-0.00040234i,0.00054755-0.00045349i,0.00060156-0.00069607i,0.00031597-0.0013397i,0.00061065-0.0013778i,0.00027145-0.00036581i,-0.00021544+2.5433e-05i,-8.6977e-05+0.00052005i,-0.00045108+0.0013051i
-0.0026126+0.0022981i,-0.0017362+0.0021009i,-0.00061236+0.0030711i,0.00015065+0.002703i,0.00088035+0.001018i,0.00027281-0.00041589i,-0.00060859-0.00038108i,-0.0011959-0.00059781i,-0.0012824-0.00055833i,-0.00057403+7.5476e-05i,0.00020876-0.00041852i,0.00024934-0.00108i,6.0946e-05-0.00075634i,0.00010421-0.0011059i,0.0009883-0.0010456i,0.0013549+0.00027243i,0.00076186+0.0003537i,0.00019586-0.0002479i,0.00014205+0.00024763i,0.00016241+0.00074796i,0.00020721+0.00039909i,-0.00060241-0.0002232i,-0.00077024+0.00046368i
0.0021438-0.00094474i,0.002134-0.00060359i,0.0010325+0.00011881i,-0.0010697-6.9949e-05i,-0.0028105+8.9453e-05i,-0.001819+0.0003465i,-0.0011468-0.00077305i,-0.0013097-0.0012287i,-0.00045998-0.00055627i,-0.0003903-0.00034685i,-0.0007675-0.00015416i,-0.00062832+0.0004797i,-3.3617e-05+0.00085018i,-0.00013317+0.00060255i,-0.00034871-5.0938e-05i,0.00052023-0.000562i,0.0011661-0.00052942i,0.0012112+9.1857e-05i,0.0011492+7.1239e-05i,0.00058717+1.8551e-05i,-0.00087477-0.00022844i,-0.0007843-0.00065917i,0.00059857+0.00024404i
-0.0016717+0.00026617i,-0.0023267+0.000286i,-0.0018663+0.0012706i,-0.00037121+0.0027229i,0.00040486+0.0028133i,0.00076054+0.0013269i,0.00020724-0.00025396i,-0.0008734-0.00099287i,-0.00090823-0.00043748i,-0.00016303+0.00054541i,-0.00037693+0.00081477i,-0.0007002+0.00029258i,-0.00047979-0.00048875i,3.4784e-06-0.00035955i,0.00086697+0.00044374i,0.0012395+0.00047843i,0.00080827-0.00017492i,1.4229e-05-6.7437e-06i,-4.9206e-05+0.00057125i,0.00043992+0.00044364i,-0.00026506+0.0001026i,-0.0010291-0.00012955i,-0.00093292-0.00047602i
0.00038112+0.0016406i,0.0024467+0.0014054i,0.0024131+0.0010409i,0.0016064+0.0012589i,0.0011809+0.0016587i,0.00010869+1.7555e-05i,-0.00078727-0.001124i,-0.00086617-0.00051409i,-0.001288-0.00014376i,-0.0010057+1.9342e-05i,-0.00041845-0.00023785i,-0.00018445-0.00031936i,-0.0004855+2.0662e-05i,-0.00018923+0.00042069i,0.0011305+0.0014082i,0.0019985+0.0015706i,0.0018814+0.00020514i,0.0015469-0.0003591i,0.00050815+0.00022886i,1.7374e-06+0.00069274i,-0.00030166+0.00016075i,-0.00045224-0.00050373i,-0.00013963-5.9776e-05i
-0.0012531+0.00088902i,-0.0025025+0.0010014i,-0.0017285+0.0016642i,0.00037461+0.0021053i,0.00048826+0.002228i,-0.00076361+0.0018648i,-0.0011077+0.00063336i,-0.00092338-0.00042452i,-0.00065251-0.00020059i,-0.00029379-0.00034528i,-0.00069599+0.00011517i,-0.00062908+0.00054112i,-4.3576e-05+0.00069i,0.00021834+0.0015482i,0.00041985+0.00068248i,0.00036287-0.00058388i,0.00030374-0.00051554i,0.00034551+0.00059257i,-0.00046686+0.0010276i,-0.00074563+0.00024176i,-0.00038361+0.00028857i,-3.9791e-06+0.00054589i,0.00025449+0.00067628i
0.0013201-0.0018229i,0.0020904-0.002102i,0.00063187-0.0019487i,-0.0001815-0.0001468i,-0.00051328+0.0016559i,0.00013489+0.001472i,0.0004524+0.00066724i,-0.00039988-0.00053002i,-0.00072081-0.00063174i,-0.00010416+0.0003215i,0.00039617+0.00039493i,0.0003528-1.6793e-05i,0.00033685-9.9038e-05i,-0.00010767+0.00033411i,0.00041691+0.00017993i,0.00073196-6.2792e-05i,0.0001514-0.00018344i,-0.00025796-5.3627e-05i,-8.3129e-05+0.00026965i,0.00054808-8.2488e-05i,0.00051789-0.00039273i,-0.00016386-0.00038088i,-0.00067739-0.00039989i
6.2454e-05+0.0012297i,-0.00061994+0.0014738i,-0.0011162+0.00049584i,-0.0011915-0.00080891i,-0.0012928-0.0010697i,-0.0017722-0.00058905i,-0.0013345-0.0007715i,-0.00065475-0.00081247i,-0.00092279+9.6223e-05i,-0.0012616+0.00044504i,-0.00089102-0.0003602i,-0.00038843-0.00088448i,-0.00015624-0.00049486i,-0.00015279-0.00019133i,3.7606e-05+0.00043318i,0.00011453+0.00052564i,0.00030095-6.8938e-05i,0.00025009+3.167e-05i,-0.00080778-8.3835e-05i,-0.00057524-0.00022693i,0.00089416-0.00045184i,0.0012809-0.00015715i,0.00076393+5.4501e-05i
0.0004592+0.00019193i,0.0010379+0.00021912i,0.0012513-0.0006532i,0.00046382-0.00065799i,-0.0011345+8.0864e-05i,-0.0018425+0.0004721i,-0.0011017+0.00043334i,2.907e-06+0.00042055i,0.00024236+1.6382e-05i,9.6671e-05-0.00017234i,-0.0001341+0.00029646i,-0.00063606+0.00043357i,-0.00020454-0.00030613i,0.00024391-0.00052843i,0.00034765+0.00035845i,0.00076143+0.00088441i,0.0011514+0.00082315i,0.00064351+0.00067036i,-1.2869e-06+0.0001063i,0.00021509+0.00032021i,0.00016094+0.0012549i,0.00042436+0.0016663i,0.00035676+0.0013343i
0.00098352+0.0018589i,0.00039956+0.001302i,0.0012276+0.00099512i,0.0019347+0.0013427i,0.00079234+0.00085957i,-0.00065914-0.00016448i,-0.00091162-0.00082451i,-0.0002657-0.0014965i,0.00014785-0.00090861i,0.00022837-5.2001e-05i,0.0002129+0.00062861i,0.00028026+0.0002312i,0.00021572-0.00068569i,0.00031836-0.00056221i,0.00088649-0.00037553i,0.0011883-0.00022512i,5.8126e-05-8.9047e-05i,-6.4519e-05-3.6921e-05i,0.00017616+0.00016772i,-0.00027691-0.0001702i,-7.8141e-05-8.781e-05i,0.0002236+0.00065519i,0.00038586+0.00055689i
