0.00165+0.00074835i,0.00032325-0.0019661i,-0.00068943-0.0045949i,-0.0012069-0.0046674i,-0.0016526-0.0022645i,-0.002092+0.00053658i,-0.0010366+0.0019386i,0.00048369+0.0017442i,0.0012532+0.00040588i,0.0011504-0.00044387i,-0.00053087-0.00055464i,-0.0011483-0.0002778i,-0.00024342-0.00033169i,0.00023268-0.00043614i,0.00061773+0.00030589i,0.00075333+0.00052695i,0.00048142+0.00048958i,-0.0001911+0.0010679i,-0.00073751+0.0015843i,-0.00046907+0.00093095i,0.00030605-0.00013394i,0.00037959-0.00016819i,-0.00036956-0.00031571i
-0.0015864+0.00064915i,-0.00048641+0.00059271i,-0.00028711-0.00013636i,8.3828e-05-0.00067901i,0.0008749-0.0011236i,0.0014065-0.0012772i,0.0009248-0.00046936i,-2.7342e-05-0.00019528i,-0.0010399-0.00055983i,-0.0012461+2.9456e-05i,-0.00037329+0.00071518i,0.00096441+0.00054568i,0.0015481+0.00041781i,0.001395+0.00054908i,0.0010279+0.00025495i,0.00080474-0.00028586i,0.00046593-0.0003858i,-0.00021133-0.00017543i,0.00028755+0.00027158i,0.0010657+0.00047803i,0.00086594-0.00019458i,0.00070099-0.00065357i,0.00068451-0.0006955i
0.0010527-0.00032972i,0.00022103+0.00010016i,-0.00029046-0.00066668i,-0.00073533-0.0014104i,-0.0011086-0.0016148i,-0.001443-0.0017178i,-0.00064073-0.0015756i,-0.00046829-0.00083969i,-0.00017419-7.9981e-05i,0.00016764-0.00031803i,-0.0011098-0.00043818i,-0.0017064+0.00010394i,-0.00075975+5.8432e-06i,0.00046769-0.0004618i,0.00065244-0.0002462i,0.00052986+1.7157e-05i,0.00085832-4.0645e-06i,0.001122-0.00018066i,0.00088965-0.00041677i,0.00021671-0.00093294i,-0.00024084-0.0011489i,-0.00028363-0.00030394i,-0.0004538+0.0012895i
-0.00048252-0.00045643i,-0.0013586-0.0010571i,-0.0013272-0.00091853i,-0.00034719+0.00015695i,-9.7441e-05+0.00038291i,0.0004927+0.00035943i,0.0010665+0.00047714i,0.00053983-0.00018567i,0.00072238-0.00078878i,-2.3485e-05-0.00028742i,-0.00064015-0.00020829i,0.00065512-0.00051302i,0.00078315-0.00023714i,0.00033226+5.7386e-05i,7.2581e-06-4.1525e-05i,-0.00025522+0.00022958i,-0.00028593+0.00038074i,-0.00055797+0.00033027i,-0.00029986+0.00014912i,-0.00030597+0.00026451i,-0.00080563+0.00023492i,-0.0010026+0.00021204i,-0.00087605+7.4875e-05i
-0.0011788+0.0010105i,-0.00027595+0.0010063i,-4.6517e-05+0.00066221i,-3.6523e-05-0.00034954i,-0.00051823-0.0010059i,-0.0011938-0.0018029i,-0.0012833-0.0018167i,-0.0010422-0.0010611i,-0.00078235-0.00084133i,-0.00030604-0.00015606i,-0.00010555+0.00032739i,0.00010343+0.0001033i,4.5677e-05+0.00042437i,-0.00059478+0.0011903i,-0.0010219+0.00088051i,-0.00048014+0.00022823i,-0.00015249-0.00031694i,3.9904e-05+0.00040679i,-0.00013959+0.00096406i,-0.00011389+0.00027106i,0.00031177-0.00011453i,0.00045933-5.0281e-05i,0.00045668+0.00010375i
-0.0015704+0.0017039i,-0.0014259+0.0013317i,-0.00068089+0.00057785i,8.5893e-05-0.0011132i,-7.4066e-05-0.0011037i,-0.00012177-0.00096151i,-0.00035682-0.0015367i,-0.00092642-0.00092412i,-0.0010343-0.00012067i,-0.00060744+0.00012689i,0.00020172+0.00013059i,0.00020519+0.00025408i,-0.0002717+0.00045994i,-0.0001737+0.00034999i,-0.00016442+0.00018511i,0.00010503+0.00024833i,0.00076809+0.00025845i,0.00052884+0.00022775i,-0.00019682+0.00054046i,-0.00023368+0.00066698i,0.0002073+0.00053484i,0.00014896+0.00027984i,0.00045371-2.9219e-05i
0.0026122-0.00029577i,0.0020903-0.00065298i,0.0021201-0.0011612i,0.001823-0.00097833i,-1.5313e-05-0.00017524i,-0.0010387+0.00014927i,-0.00034655-0.0002232i,0.00064452-0.00035036i,0.00089199-0.00040356i,0.00064564-0.0007219i,0.00029322-0.00081828i,0.00044097-8.6012e-05i,0.00040979+0.00050076i,-5.5257e-05+0.00063286i,0.00025682+0.00085333i,0.00033994+0.00074927i,0.00036346+0.00071312i,-0.00014742+0.0010708i,-0.00088944-5.9131e-05i,-0.00033494-0.0006187i,-0.00019882+0.00042016i,-0.00024369+0.00066835i,0.00020159-9.6517e-05i
0.00040039-0.00096133i,3.1494e-05-0.00044002i,0.00022191-0.0002491i,0.00082231-0.0011794i,0.00099548-0.0016523i,-4.878e-05-0.00096263i,-0.00059535-0.00034081i,-0.00041398+0.00014751i,-0.00023935-0.00024983i,-0.00028357-0.00092927i,-0.00049998-0.00030539i,-0.00038519+0.00023699i,0.00024142-0.00039442i,0.00014606-0.00093952i,-0.00073659-0.00043033i,-0.00073217+0.00052599i,-0.00035751+0.00070282i,-0.00061961+0.00070928i,-0.0010448+0.00072811i,-0.00067647+5.4512e-05i,-0.00055007-0.00065827i,-0.00076046-0.00081762i,-0.00026291+9.6962e-06i
0.00042652+0.00035291i,0.0015599+0.00043758i,0.0018765+0.00017542i,0.0014276-0.00074968i,0.00067007-0.00173i,0.00035598-0.0021736i,0.0007514-0.0015176i,0.00015826-8.8667e-05i,-0.00063375+0.00075447i,-0.0010737+0.00040483i,-0.0010485+0.00021626i,-0.00058115+0.00028308i,-0.00017036-6.8032e-06i,-0.00033513+0.00042096i,-0.00082778+0.0010654i,-0.00043115+0.00055059i,0.00023927-0.00033045i,0.00011156-0.00045177i,0.00017428-0.00011112i,0.00018908-0.00028235i,0.00028694-0.00069131i,0.00075235-0.00072008i,0.00062242-0.0006704i
-0.0011867-6.7075e-05i,-0.0021692-1.9774e-05i,-0.0019614+0.00052825i,-0.00089334+0.00025392i,-0.00035857-0.00086941i,6.3498e-05-0.0010953i,-3.1783e-05-0.00074171i,2.8766e-05-0.00066156i,0.00063709-0.00047176i,0.00081291-4.6668e-05i,0.00068091+0.00020334i,-3.215e-05+7.7182e-05i,-0.00080661-0.0002288i,-0.0011844-0.00043808i,-0.00082191-5.5375e-05i,-1.9433e-05+0.00022181i,5.6081e-05-0.00010599i,-0.00074638-0.00073622i,-0.00091681-0.00072976i,-2.1459e-05-0.0007694i,0.00015851-0.00087699i,-0.00017127-0.0004272i,-0.00042344+0.00027075i
0.0015035-0.00039094i,0.0017631-0.00059i,0.0010844-0.00095761i,0.0010711-0.0011842i,0.0014349-0.00070533i,0.00094734-2.7431e-05i,0.0004972+9.2638e-05i,0.00073969-0.00093175i,0.001232-0.0011277i,0.00029374+0.00038272i,-0.00021871+0.00083504i,0.00042822-5.9795e-05i,0.00066271-0.00045225i,-0.00020843-0.00077752i,-0.00040651-0.0015854i,0.0001785-0.0012708i,0.00020982-0.00038158i,-0.00019988-0.00012013i,-0.00029826+0.00063717i,-1.4912e-05+0.00078884i,-0.00021696+0.00037694i,2.5095e-05+0.00010156i,0.00065937+0.00056593i
0.00020505+0.0014415i,-0.00016489+0.001253i,0.00049204+0.00067076i,0.0004268+0.00010578i,0.00013151-0.00023223i,0.00013108-0.0010361i,2.4729e-05-0.0020341i,0.00012916-0.0019906i,-3.0232e-05-0.0011483i,-0.00011567-0.00056313i,-0.00023615-0.00027511i,-0.00065045+0.00063793i,1.6678e-05+0.00062473i,0.00040334-0.00036454i,-0.00030945-0.00023682i,-0.00023286+0.00088484i,0.0006935+0.0010292i,0.00073126-7.204e-05i,-0.00031213-0.00048394i,-0.00067273-0.00045734i,8.371e-06-0.0008516i,0.00024017-0.0007145i,0.00072853+0.00013944i
-0.0015206-0.0011137i,-0.0004218-0.0017127i,-0.0010463-0.00066506i,-0.0008394+0.0003886i,0.00024984+0.00061503i,0.00029145+0.0008247i,0.00041798+0.00029882i,0.00064378-0.00054427i,0.00080604-0.00093546i,0.00020147-0.0013448i,-0.00031787-0.00056952i,-8.8801e-05+0.00031814i,0.00016875+0.00024329i,0.00016408+4.1684e-05i,8.4314e-05+0.00069988i,-0.00014316+0.00045938i,0.00013604-0.00081308i,0.0003709-0.0006483i,0.00037142-0.00018965i,0.0005877+0.00026634i,0.0005594+0.00079083i,0.00043621+0.00031086i,0.00030411+0.00017234i
0.00063002-0.0010775i,0.00076013-0.0013416i,0.00076768-0.0019431i,0.00056175-0.00161i,0.00063352-0.00033916i,0.0011122-0.00040021i,0.00071657-0.0010093i,0.00092066-0.001013i,0.0012108-0.00061347i,0.00028297+0.00025515i,-0.00031404+0.00020803i,7.8804e-05+6.8593e-05i,0.00023348+0.00017919i,0.0005415-0.00046841i,0.00096203-0.00053264i,0.00044298-0.00025537i,-0.000149-0.00019494i,-0.00012595-0.00047164i,0.00061764-0.00053831i,0.00089862-0.00048863i,2.2494e-05-0.00040145i,-0.00015644-0.00010125i,0.00027127+6.3713e-06i
-0.0013214+0.00055142i,-0.0005537+0.0016487i,0.00023339+0.0019279i,0.00073772+0.0003747i,0.0008043-0.00094097i,0.0011666-0.00054733i,0.00079177+0.00048164i,-0.00058283+0.0004804i,-0.00090613+0.0004206i,-0.00033659+0.0002269i,-5.0913e-05+0.00014389i,0.00021498+0.0010153i,0.00039909+0.0013288i,0.0003835+0.00082082i,0.00015177+0.0005549i,0.00030153+0.00046898i,0.00086798+0.00038955i,0.00078509-0.00024791i,0.00020114-0.00043442i,-5.6349e-05-0.00011972i,-0.00040572-0.00066523i,-0.0007053-0.0006934i,-0.00028468-0.00010847i
-0.0013971-0.00088228i,-0.0022012-0.0002575i,-0.0014973+4.3296e-05i,-0.00082815-0.0001063i,-0.00083656-0.0004097i,-7.8505e-05-0.00059169i,0.00078287-1.0773e-06i,8.0999e-05+0.00035646i,-0.00014282+8.5263e-05i,0.00014871+0.00029955i,0.00026815+0.00090418i,0.0011098+0.00083351i,0.001074+0.00076483i,0.00062482+0.00047805i,0.001045+6.9895e-05i,0.00097523+0.00016661i,0.00051212+0.00033571i,0.00027093+0.0010612i,-0.00025555+0.0007501i,-0.00034313+0.00080467i,-0.00011067+0.00083487i,-0.00014783+0.00016709i,2.9361e-06-0.00024933i
-0.001825+0.00091341i,-2.023e-05-0.00015446i,0.00031614+2.5662e-05i,0.00096367+0.00031194i,0.0016001-1.7888e-05i,0.0017454-0.00070934i,0.0012098-0.00077685i,0.00040816-0.00074319i,0.00052654-0.00043414i,0.00064245+0.00085104i,0.00041791+0.0012849i,0.00045543+0.00027587i,0.00045771-0.00044273i,0.00042486-9.5775e-05i,0.00059122-5.047e-05i,0.00068248+0.00022538i,-0.00017971+0.00016459i,-0.00052185-9.4316e-05i,-9.483e-05+0.00033857i,-0.00052938+0.00056939i,-0.00065617+0.00089558i,-0.00050214+0.00076016i,-2.0806e-05+0.00022438i
-0.0020217+0.00094561i,-0.0015648+0.0015589i,-0.0013985+0.0012518i,-0.0011239+0.00039244i,-0.00094748+6.3077e-05i,-0.0011564+8.5137e-05i,-0.00084399-0.00060091i,-0.00063224-0.0013433i,-0.00053873-0.00057656i,-0.00033948+0.00078041i,-6.2832e-05+0.00079006i,-0.00013739+0.00024423i,-0.00032127+0.00054555i,0.00012715-0.00047234i,0.00019581-0.00095612i,-0.00029944-0.00029099i,-0.00030091-0.0002017i,-0.00062338-0.00088448i,0.00024432-0.00079884i,0.00083124+8.4048e-05i,0.00054651+7.8109e-05i,0.00093402-0.00016666i,0.00058486+4.1243e-05i
-0.0014846+0.00038066i,-0.0017791-0.00013636i,-0.0011193-0.0014724i,-0.00019948-0.0012472i,-0.00017796-0.00017738i,-0.00028074+0.00014922i,0.00023792-0.0003248i,0.0001214-0.00039935i,-6.4469e-05-0.00015379i,-1.1398e-05+0.00052061i,-9.8764e-07+0.00057689i,0.0002153+0.00060282i,0.00033347+0.00018827i,-5.793e-06-0.00033943i,0.00030159-5.0905e-05i,0.00031966+4.6344e-05i,-0.00035666+0.00029483i,0.00025231+0.00067307i,0.00082325+0.00026157i,0.0001859-0.00023932i,-0.00030208-0.00024028i,-0.00063276-0.00044185i,-0.00068556-0.0010476i
-0.00091473-0.0019476i,-0.0010591-0.00035376i,-0.00051959+5.1618e-05i,0.00020979-0.00067061i,-0.00010065-0.00043943i,-0.00074705+0.00016321i,-0.0011115-0.00014834i,-0.0004803-0.0010975i,0.00083595-0.00068571i,0.00045762+0.00045539i,0.00022257+0.00075035i,0.00086435+0.00026779i,0.00077553-0.00055087i,0.00098712-0.00070735i,0.00064898+0.00036634i,-0.00018408+0.00082098i,-0.00012876+0.00038938i,0.00065207+1.1571e-06i,0.00052384-0.00030934i,-0.00030675+0.00014028i,-0.0002536+0.0003941i,-0.0004468-2.3214e-05i,-0.00096487-3.2423e-05i
-0.002135+0.00133i,-0.0019251+0.0007677i,-0.00097085+0.00074962i,-9.2943e-05-0.00018695i,0.00066169-0.00067091i,0.0005478-0.00097505i,0.00027567-0.0010319i,0.00014045-0.00044464i,0.00046921-0.0002251i,0.00107-0.00030611i,0.00068487-4.9749e-05i,1.5439e-05+0.00026244i,-0.00033617+0.00030222i,-0.00062685-1.0631e-05i,-0.00026958-0.00047508i,4.131e-05-0.00044893i,-9.5682e-06-0.00056403i,-0.0006996-0.00094683i,-0.00094164-0.0008404i,-0.00039056-2.0022e-05i,-0.0003381+0.00054627i,-0.00094507+8.731e-05i,-0.00082388-0.0001779i
-0.00068987+0.0008854i,-0.0014034-0.00054114i,-0.00073689-0.0013734i,0.00093203-0.00094918i,0.0015331+0.0001004i,0.0010036+0.00087882i,-0.00030102+0.00094445i,-0.00048595+0.00053564i,8.66e-05+9.6679e-05i,0.00047508+0.00053467i,0.00066161+0.00088167i,0.00060273+0.000208i,0.00031808-0.00087706i,0.00024412-0.00036863i,0.00019187+0.00031049i,0.0003452+0.00042937i,2.2557e-06+0.00060094i,-0.00024423+0.00093608i,-2.3147e-05+0.000604i,0.00031889+0.00023264i,0.00016456+6.2945e-05i,-0.00045024-0.00017143i,-0.00043439-9.3911e-05i
0.00013668-5.9798e-05i,0.00080521+4.7342e-05i,0.0017639-0.00049013i,0.0013717-0.00087984i,0.00086137-0.00023267i,0.00019207-5.2527e-06i,-4.7941e-05-0.00014793i,0.00084114-0.0005328i,0.0014091-0.00098579i,0.00074436-0.0011267i,2.0751e-06-0.00080578i,0.0001083-0.00032252i,0.00066482-9.0981e-05i,0.00087594+0.00045002i,0.0005746+0.00096964i,0.00059577+0.00017759i,0.00068987-0.00010564i,0.00063077-4.2074e-05i,0.00053228+0.00017469i,-2.8444e-05-0.00049029i,-0.0001407-0.00095425i,-0.00028931-0.00057893i,-0.00050984-0.00089187i
-0.0013966+0.0016395i,-0.00068853+0.00047527i,0.00039414-0.0011883i,0.00027763-0.0010429i,0.00012196-0.00017709i,0.00011951-0.00079731i,0.00046474-0.00088983i,0.00036814+4.1613e-05i,0.00029767+0.00054516i,0.00074292+0.00062414i,0.0012517+0.0007012i,0.00095642+0.00058793i,0.00021458-1.9271e-06i,6.399e-06-0.00043682i,-0.00018186+0.00014736i,-0.00054865+0.0012525i,-0.00093132+0.0014615i,-0.0013325+0.000187i,-0.0005727-0.00035997i,0.00062422-0.00011846i,0.0005645+0.0002866i,0.00028377+0.00023515i,0.00022799-0.00056016i
0.0021094-8.8105e-06i,0.00080412-0.0008968i,0.00035821-0.0018377i,0.00024921-0.0014214i,0.00011309-0.00088198i,-0.00042659-0.0010963i,-0.0012273-0.00086781i,-0.00058675-0.00089135i,0.0010124-0.00088044i,0.0013878-0.00055555i,0.00037845-4.6261e-05i,-0.00034364+0.00053124i,-0.00015826+0.00077097i,-0.00013882+0.0011491i,9.2429e-05+0.0004687i,-0.00011498+0.0006174i,-0.0008194+0.00064675i,-0.00080304+0.0006872i,-0.00052209+0.00044719i,0.00016769-0.00031539i,0.00049092-0.0003042i,-1.9913e-05-0.00065819i,0.00013347-0.0013728i
-0.00038645-0.00024572i,0.00063791+0.00035698i,0.00047182+9.8114e-05i,-0.00014763-0.0010158i,-0.0003397-0.0012582i,-0.00080983-0.00028388i,-0.00014521-2.981e-05i,0.00071926-0.00077659i,0.00073073-0.00112i,0.00043504-0.00076022i,0.00022651+9.6665e-05i,0.00030328+0.00024072i,-8.0625e-05-5.2079e-05i,-0.0004494-0.00016277i,-0.00057846-0.00049379i,-0.00018912-0.00035653i,0.0007354+1.7765e-05i,0.00083228-0.00024663i,0.00041198-0.00055826i,-0.00015722-0.00072641i,-0.00026322-0.0011618i,-2.6257e-05-0.0003457i,5.8733e-05+0.00064103i
-0.0026102-0.0013751i,-0.0025886-0.00011211i,-0.0017217+0.0012615i,-0.00010219+0.00094375i,0.00070594-0.00044552i,0.00063839-0.00070483i,0.00071801-0.0001571i,0.00051281-0.00049863i,-1.32e-05-0.00086652i,-9.5224e-05-0.00050816i,0.00017404-0.00036035i,0.00010762+2.5363e-05i,0.00045507+0.00032632i,0.00088325-0.0005083i,0.00045803-0.00051389i,0.00023404+5.8645e-06i,0.00048392+0.00018809i,0.00062904+0.00051374i,-0.00018905+0.00039042i,-0.00062534-0.00013169i,-1.4733e-05-0.00089958i,0.00048059-0.0010957i,0.00010098-0.00037596i
0.0011074-0.0014135i,0.0012278-0.002041i,0.00067548-0.0023142i,0.00020019-0.0022723i,-0.00020751-0.001403i,-0.00041504-0.00070185i,-0.00033138-0.0011637i,-0.00065796-0.0017698i,-0.00019016-0.0015752i,0.00016797-0.00083927i,-0.00057271-0.00030766i,-0.00064498+0.0002212i,-0.00054295-0.00011061i,-0.00032036-0.00066944i,-0.00018994-0.00032756i,-0.00054637+0.00020927i,-0.0004955+0.00089898i,1.935e-05+0.0012789i,0.00023771+0.00077376i,0.0002655-7.4063e-05i,0.0003129-0.00035407i,1.3485e-05-0.00024955i,0.00038288-0.000195i
0.0011325+0.0010304i,0.00086618+0.0016532i,0.0017986+0.0021277i,0.0026384+0.0012818i,0.0018979-0.00028147i,0.00018465-0.00058251i,-0.00054621-0.00016356i,-0.00010346+0.00018474i,5.1767e-05+0.00024545i,-5.6408e-05-0.00049323i,0.00017704-0.00066486i,0.0009303-5.3296e-05i,0.0010424+0.0001893i,0.00022819-0.00013498i,-0.00014361-0.00046992i,1.9339e-05-0.00025284i,0.00022751-0.0004473i,0.00012762-0.00027362i,-0.00017525+0.0005049i,-0.00016097+0.0010122i,-0.00041548+0.0010372i,-0.00026199+0.00027353i,-3.1452e-05+0.00018573i
-0.00086587-0.0011237i,-0.0014161-0.001322i,-0.0013409-0.00087783i,-0.00038719-0.00081322i,-2.0317e-05-0.00068418i,0.00029086-0.00053849i,0.00024833-0.00114i,-3.8196e-05-0.00091565i,-0.00020857-0.00072854i,0.00010188-0.00017976i,3.6851e-05+0.0010052i,-0.00050263+0.0005536i,-0.00025324-0.00023286i,0.00023074-0.00020858i,0.00068503+0.00012524i,0.0004204+0.00044906i,-0.00031623+0.00039765i,-0.00033629+0.00048483i,-0.00044652+0.0004439i,-0.00072011+0.00014156i,-0.00062832+0.00052376i,-6.8884e-05+0.00096533i,0.00040244+0.00047948i
-0.00081796+0.0032684i,-0.00037609+0.0023276i,0.00075243+0.0016642i,0.0017901+0.00012304i,0.0017187-0.0018644i,0.00061477-0.0017871i,0.00080877-0.0011525i,0.00094909-0.0004486i,0.00015977+0.00011046i,-8.8244e-05-8.659e-05i,8.3051e-05+0.00011614i,-0.00061397+0.00070841i,-0.0010477+0.0008053i,-0.0009255+0.00055908i,-0.00073011+0.00082845i,-6.4747e-07+0.00092009i,0.00010549+0.00053583i,0.00035604-0.00072157i,0.0005389-0.0011862i,0.00025596-0.00042912i,3.7605e-05+0.0003568i,-0.00014554+0.00020308i,-0.00033895-3.6435e-05i
0.00069779-0.0024321i,0.00016489-0.0030554i,-0.00027176-0.0024403i,-0.0014225-0.0017474i,-0.001611-0.0010646i,-0.001423-0.00043518i,-0.0009127-0.00026512i,-1.3487e-05-0.00064289i,0.00016822-0.00083626i,-0.00020847+0.00029613i,-0.00031861+0.00079224i,0.00012837+0.00046112i,0.00037703-6.1573e-05i,0.00029373-0.00015087i,0.00013542+0.00034089i,-0.00018535+0.0010425i,0.00012276+0.0014126i,0.00040927+0.00074007i,0.00047307+2.9514e-05i,0.00046673-0.00015966i,0.0002459+0.00024832i,0.00044878+0.0009151i,0.0004484+0.00069219i
0.0026018-1.7198e-05i,0.0021735-0.00032562i,0.0017585-0.0011413i,0.00049414-0.0019693i,-0.0006059-0.0027003i,-0.00027187-0.0021255i,0.00014167-0.0011817i,0.00035343-0.0010789i,0.00069697-0.00081915i,0.00072854-0.00030628i,7.2591e-05-1.5761e-05i,-0.00016459+0.00021705i,-4.3406e-05-0.00016793i,-0.00023267-0.00074478i,-0.00020157-0.00026406i,-9.769e-05+8.3804e-06i,-0.00032275-1.3405e-05i,-0.00017046+0.00026797i,-0.00018935-7.6004e-05i,-0.00017738+3.6776e-05i,0.00011328+0.00054039i,3.7763e-05+0.00036755i,-0.00045218-0.00021733i
0.0022225+0.00045909i,0.001467+0.0015429i,0.00019556+0.0010766i,0.00073988-0.0012324i,0.0014984-0.0025539i,0.00073687-0.001442i,0.00010157-0.00015762i,0.0005333-0.00060944i,0.00093272-0.0011296i,0.00044186-0.00033366i,1.2535e-05+0.00034732i,6.5146e-05+0.00022007i,-4.1786e-05+0.00017693i,-0.00039916+0.00045099i,-7.6014e-05+0.00052395i,0.00018591+0.00044431i,0.00051084+0.00037366i,0.00075332+0.00017488i,0.00046669+3.9416e-05i,-0.00034668+0.0002525i,-0.00058532+0.00024273i,-0.00054944-0.00013204i,-0.00020667-0.00034957i
-0.0022136-0.00023741i,-0.0023643-0.00018068i,-0.0019241-0.001341i,-0.0008712-0.00092182i,0.0002892+0.00015301i,-0.00017678-0.00034678i,-0.00080536-0.00018408i,-0.00066215+0.00011613i,-0.00088567-0.00042791i,-4.7405e-05+0.00015859i,0.00064378+0.00071304i,-2.2812e-05-0.00015628i,0.0002858-0.00032746i,0.00073194-0.00066931i,0.00078383-0.00076565i,4.3724e-05+0.0002259i,-0.00061669+0.00069926i,-4.6434e-05+3.2695e-05i,-3.716e-05-5.3991e-05i,-0.00093461+9.0678e-05i,-0.00066864+5.2096e-05i,3.1289e-05+0.00049105i,0.00012065+0.0008061i
0.0016682-0.003419i,0.00066717-0.0024595i,-9.5312e-05-0.0012816i,-0.00051347-0.00082406i,0.00030592+7.0799e-05i,0.0010903+0.0010187i,0.00087448+0.0006355i,0.00050242-0.00056669i,0.00067713-0.00085773i,0.00030321-0.00072349i,-0.00056529-3.3878e-05i,-0.00028478+0.00015771i,0.0003087-5.9934e-05i,5.9658e-05+0.00026196i,2.5886e-05+0.00040866i,-0.0001473+0.00061367i,-0.00070806+0.00044715i,0.00035178+0.00054487i,0.00098181+0.00087217i,9.9138e-05+0.00034603i,-0.00071729-0.00019294i,-0.00098546+4.7945e-05i,-0.00044112+0.00064591i
0.0020913-0.0006315i,0.00071202-0.00078816i,-0.00035856-0.0012943i,0.00046738-0.0012583i,0.00010632-0.001308i,-0.00051261-0.00048765i,0.00020361+0.00028268i,0.00019858+0.00025168i,0.00012629+3.6356e-05i,-0.00016419+0.00037253i,-0.0005241+0.00092923i,-0.00010101+0.00098091i,-7.2103e-05+0.0010737i,-0.00017046+0.0012307i,-0.00015401+0.001184i,-0.0001782+0.00026299i,-0.00016844-0.00036769i,-0.00070449-0.00026218i,-0.00094119-0.00027811i,-0.00054713+4.9201e-05i,-0.00037403+0.00034609i,-0.00033155-0.00027472i,0.00035417-0.00054898i
-0.002363-0.00013397i,-0.0022977+0.00083786i,-0.0011878+0.0017823i,-2.0918e-06+0.0016334i,0.00050231+0.00046064i,0.00086681-0.00089098i,0.00065442-0.00086067i,0.00053564-0.00011914i,0.00060538+0.0003736i,0.00027045+0.00048664i,-2.7859e-05+0.0004769i,0.00012691+0.0010709i,0.00019162+0.00066816i,0.0002233-0.00043052i,0.00073701-0.00072892i,0.00081507-0.00054535i,0.00055281+9.8419e-05i,0.00083071+0.0011672i,0.00058189+0.0011241i,-0.00059751+1.2369e-05i,-0.00076085-0.00042487i,-0.00036911-0.00013758i,-0.0010855-0.00049943i
-0.00059435-0.0017294i,0.00093705-0.00075912i,0.00055282-0.00042334i,0.00073074-0.00028503i,0.0011073+0.00029964i,0.000522+0.00045351i,5.9836e-05-0.00035705i,-0.00019224-0.0012287i,-7.8706e-05-0.0008018i,-0.00016668+8.0705e-05i,0.00024536+0.00076882i,0.0015046+0.00073482i,0.0011888+0.00049365i,0.00048223+0.00040124i,-3.3832e-05+4.4402e-05i,-2.0564e-05-0.0002972i,-0.00021237-0.00027113i,-0.00042362-0.00086313i,-0.00012571-0.0015183i,0.00022083-0.0011789i,0.00059633-0.00058179i,0.00075328+6.5575e-05i,0.00045796+0.00023001i
0.00032926-0.00043905i,0.00062628+0.00052848i,0.00027715-0.0002346i,0.00061137-0.000783i,0.00044738-0.00061476i,-0.00010341+1.2144e-05i,-1.9107e-05+0.00048532i,0.0001074-0.00016803i,-2.5581e-05-0.00062746i,-0.00013591-0.00035199i,-0.0010898+0.00057897i,-0.0014342+0.00078568i,-0.001069+0.00024194i,-0.00044711+0.00025076i,-0.00038637-0.00011807i,-0.00054483-0.00032774i,-0.00033635+2.9155e-05i,0.00016775-3.0272e-05i,0.0010834+0.00013652i,0.00096573+0.00061331i,-0.0001327+0.001019i,-2.3693e-05+0.001116i,0.00035779+0.00065962i
-9.8153e-05-0.00025121i,-0.0015633+0.00052323i,-0.002051+0.00094185i,-0.00085133-0.00050981i,-0.00052614-0.001172i,-0.00038531-0.00091759i,-2.4644e-06-0.00041055i,-0.00018271-0.00040975i,-0.00039581-0.00089851i,-0.00017876-0.00089667i,0.00012763-0.00037659i,-0.00010527+0.00033725i,-0.00042503+0.00065697i,-0.00037404+2.6532e-05i,-0.00035611-3.0098e-05i,-0.00025243+0.0005747i,-0.00048411+0.00043447i,-0.00074246-0.00030264i,-4.0564e-06-0.00051702i,-4.1819e-05-0.00035252i,-0.00077198+1.4784e-06i,-0.00089756+0.00047211i,-0.00049681+0.0012172i
0.00036627-0.00053875i,0.00076332-0.00055399i,0.0013526-0.00023859i,0.0010155-0.00082629i,-0.00011617-0.00054368i,-0.00069715-0.00038888i,9.7566e-05-0.00035137i,0.00056818-3.1658e-05i,5.808e-05-0.0003205i,0.00020638+5.7878e-06i,0.00085025+0.00028957i,0.0010325+0.00031514i,0.00079173+0.00013149i,0.0003553-0.00024958i,-0.00019993-5.9054e-05i,-0.0003375+0.00019151i,0.0001364-0.00018564i,0.00031994-0.00017684i,0.00032807-0.00044862i,0.00024231-0.00024739i,-0.00024261-9.7658e-05i,-0.00068908+6.6077e-05i,-0.00086219+3.2848e-05i
-0.00052765+0.00069459i,-4.817e-05-0.00015123i,0.00012467+0.00017009i,0.00095725-0.00045244i,0.0019107-0.0010047i,0.0010034-0.0011817i,0.00028924-0.00099847i,-0.00012402-0.0002958i,-0.00024986-0.00021359i,3.8054e-06-0.00066518i,-0.00059273-0.00020979i,-0.00079765-0.00022411i,-3.9673e-05-0.00053731i,0.00047502-0.00025395i,0.0004917-0.0004274i,0.00043998-0.00018383i,0.00082478+0.00031991i,0.0012511+0.00034782i,0.0011741+0.00026404i,0.00035564-0.00032273i,-0.00022973-0.00039067i,0.00031076+0.00057121i,0.00068268+0.00029717i
