0.001197+0.0014296i,0.0014049-0.00098258i,0.00083761-0.0019498i,-0.00010334-0.0021851i,-0.00065373-0.00093541i,-0.001934+0.00093578i,-0.0022044+0.0014131i,-0.0012767+0.00091858i,0.00011779+0.00065262i,0.0011132+0.00040985i,0.00086844+8.2592e-06i,0.00030853-0.00045099i,-0.00046385-0.00078068i,-0.00057502-0.00083947i,0.00055954-0.00087831i,0.00034564-0.00069383i,-0.0002595-0.00015811i,-0.00013555+0.00012381i,-6.8163e-05+0.00052525i,-0.00037165+0.00070432i,-0.0003214-0.00011595i,-0.00032435-0.00039726i,-0.00022253-8.8746e-05i
-0.19411-0.097544i,-0.4908-0.066171i,-0.74008+0.13556i,-0.69685+0.3631i,-0.43646+0.40125i,-0.19593+0.30849i,-0.042592+0.23348i,0.035067+0.13972i,0.031687+0.038825i,0.0069759-0.0089351i,-0.011512-0.040911i,-0.052872-0.061058i,-0.068449-0.041301i,-0.022914-0.030909i,0.010286-0.071344i,-0.027194-0.11989i,-0.092612-0.13208i,-0.11613-0.11189i,-0.082136-0.076581i,-0.025407-0.045673i,0.0075054-0.035957i,0.00033887-0.036406i,-0.01654-0.028946i
0.1064-0.21351i,0.1414-0.49816i,0.1148-0.72064i,0.063196-0.68525i,0.0014644-0.47367i,-0.10193-0.27754i,-0.19235-0.13807i,-0.17827-0.044185i,-0.10237-0.001158i,-0.027257+0.020087i,0.039381+0.02937i,0.07752+0.020162i,0.060696+0.014033i,0.017642+0.043189i,0.014731+0.095061i,0.059558+0.12317i,0.094364+0.12052i,0.083211+0.10729i,0.040499+0.081909i,-6.1883e-05+0.055534i,-0.016785+0.050097i,-0.0039073+0.054589i,0.014457+0.043199i
0.20725+0.082051i,0.41989+0.10925i,0.49496+0.1187i,0.34233+0.15354i,0.18278+0.16562i,0.16831+0.07899i,0.16729-0.043398i,0.11633-0.083807i,0.062142-0.060921i,0.018347-0.029125i,-0.0079748-0.0073752i,-0.019712-0.0043765i,-0.013139-0.012577i,0.0033613-0.030031i,0.00058247-0.051526i,-0.010078-0.068965i,-0.0034707-0.087345i,0.011594-0.098918i,0.012975-0.084215i,-0.0015861-0.055021i,-0.01087-0.04187i,-0.011889-0.04476i,-0.0092887-0.039935i
-0.035436+0.21123i,0.016219+0.39572i,0.12967+0.40206i,0.18129+0.16621i,0.11655-0.015499i,0.061505+0.014469i,0.059147+0.067068i,0.03079+0.066708i,0.0060299+0.057325i,0.0050874+0.033105i,0.0027756+0.019435i,0.012706+0.025419i,0.017125+0.023463i,-0.0057936+0.019616i,-0.032302+0.028537i,-0.048126+0.049795i,-0.064146+0.072407i,-0.079963+0.076757i,-0.074566+0.054627i,-0.045245+0.028097i,-0.016276+0.020753i,0.002275+0.02817i,0.015348+0.030714i
-0.23846-0.0023465i,-0.47767+0.092608i,-0.58956+0.26438i,-0.43339+0.35358i,-0.19625+0.25392i,-0.067555+0.1122i,0.0059703+0.037936i,0.04663-0.021141i,0.033806-0.049686i,0.013235-0.04064i,-0.0078351-0.044807i,-0.040264-0.050842i,-0.045027-0.039296i,-0.013165-0.033362i,0.019091-0.041908i,0.036729-0.046441i,0.057254-0.037615i,0.085104-0.020708i,0.088882-0.0085227i,0.055412-0.007617i,0.020595-0.011679i,0.0033917-0.0205i,-0.011841-0.025403i
-0.014537-0.24584i,-0.078227-0.51529i,-0.15928-0.68284i,-0.17127-0.58619i,-0.13008-0.34319i,-0.14792-0.12655i,-0.17636+0.026805i,-0.12458+0.086385i,-0.052585+0.065608i,-0.0038726+0.041372i,0.044689+0.027961i,0.071973+0.0054317i,0.054418-0.0038693i,0.029334+0.010841i,0.027727+0.017839i,0.022232-0.0066452i,-0.012031-0.042341i,-0.051392-0.062929i,-0.057276-0.05694i,-0.029879-0.032273i,-0.01016-0.0097413i,-0.0086488+0.0080345i,-0.00079915+0.021849i
0.23962-0.019705i,0.47009-0.053443i,0.5586-0.035772i,0.40762+0.062605i,0.22769+0.098039i,0.15337-0.031573i,0.10567-0.16827i,0.061128-0.17156i,0.036703-0.10677i,0.014521-0.048884i,-0.0067907-0.0010573i,-0.016264+0.024748i,-0.013935+0.020147i,-0.018617+0.0087164i,-0.028599+0.020418i,-0.014601+0.051791i,0.01898+0.077918i,0.03845+0.091972i,0.028474+0.082322i,0.0081463+0.046608i,0.0038598+0.0099399i,0.012028-0.013624i,0.010363-0.024855i
0.060209+0.21851i,0.1295+0.38784i,0.14704+0.37095i,0.062762+0.15391i,-0.0021129+0.043591i,0.039592+0.11946i,0.090906+0.17752i,0.064702+0.14927i,0.018017+0.095879i,-0.00020147+0.04332i,-0.0033206+0.0048118i,0.0019866-0.0054052i,0.011723+0.0025766i,0.021844+0.0072165i,0.029381-0.0068568i,0.027663-0.038138i,0.017956-0.071989i,0.0076696-0.094303i,-0.0018711-0.086553i,-0.011973-0.045748i,-0.014243-0.0034502i,-0.0091541+0.017521i,-0.0038945+0.02248i
-0.20187+0.094129i,-0.35835+0.21606i,-0.3509+0.29074i,-0.16059+0.22405i,-0.02854+0.078296i,-0.030627-0.030076i,-0.035519-0.070522i,-0.0057401-0.082201i,0.015185-0.068474i,0.019527-0.040206i,0.010199-0.022929i,-0.0068981-0.016063i,-0.017598-0.018815i,-0.029107-0.025721i,-0.047236-0.014665i,-0.057559+0.019604i,-0.057294+0.055862i,-0.051237+0.071227i,-0.035122+0.054107i,-0.016165+0.019475i,-0.0056371-0.0010844i,0.0024177-0.0033397i,0.011292-0.0048852i
-0.11317-0.18684i,-0.24469-0.35312i,-0.30357-0.40543i,-0.22585-0.27241i,-0.11478-0.082528i,-0.062846+0.048992i,-0.046199+0.12495i,-0.022803+0.13906i,-0.0067845+0.097568i,0.0016231+0.056815i,0.016956+0.030647i,0.025817+0.0099298i,0.025245+0.0098017i,0.0374+0.02348i,0.064721+0.021488i,0.084561-0.0020483i,0.090337-0.027789i,0.088392-0.033172i,0.074473-0.020905i,0.047624-0.013367i,0.016124-0.012799i,-0.0087886-0.0099749i,-0.020966-0.0028517i
0.1659-0.12779i,0.30579-0.23722i,0.34379-0.24263i,0.21032-0.12812i,0.031936-0.063188i,-0.056117-0.12292i,-0.07832-0.18618i,-0.056861-0.16237i,-0.011516-0.10018i,0.0078381-0.046285i,0.0028555+0.00086089i,-0.0017163+0.024501i,-0.0091644+0.011417i,-0.027682-0.0064556i,-0.047252-0.006058i,-0.05657+4.538e-05i,-0.057079-0.003477i,-0.057306-0.017045i,-0.048452-0.019913i,-0.019129-0.006311i,0.013207-0.00049123i,0.023451-0.0064895i,0.014768-0.0073748i
0.14053+0.13919i,0.2503+0.23445i,0.26064+0.22203i,0.1659+0.083281i,0.12359-0.0045393i,0.17866+0.044319i,0.20964+0.096032i,0.14426+0.087644i,0.050881+0.063806i,0.00014708+0.034682i,-0.019909+0.00090361i,-0.026116-0.011706i,-0.012975+0.0023495i,0.0093387+0.014278i,0.024308+0.014164i,0.030967+0.015566i,0.036622+0.028717i,0.035826+0.045671i,0.015353+0.045487i,-0.013988+0.032906i,-0.028006+0.028064i,-0.019904+0.023614i,-0.0055603+0.0072145i
-0.10642+0.1429i,-0.17705+0.27661i,-0.15866+0.32327i,-0.047767+0.24989i,0.0046377+0.15261i,-0.039649+0.090518i,-0.073281+0.05013i,-0.051049+0.014624i,-0.0070517-0.015857i,0.018322-0.028253i,0.027614-0.021443i,0.031501-0.013406i,0.024637-0.015687i,0.0083788-0.021946i,-0.0067134-0.021837i,-0.0088483-0.021256i,-0.0016677-0.031892i,0.005907-0.050814i,0.012539-0.058104i,0.0084083-0.044115i,-8.1844e-05-0.022995i,0.0019881-0.0061928i,0.011748+0.004914i
-0.16494-0.07834i,-0.30438-0.14326i,-0.35138-0.15329i,-0.27269-0.089616i,-0.17151-0.024676i,-0.098716+0.00744i,-0.048779+0.02314i,-0.029027+0.036731i,-0.021531+0.050139i,-0.010115+0.045338i,-0.0094098+0.024639i,-0.020103+0.015383i,-0.021402+0.023241i,-0.0072681+0.027567i,0.0056793+0.02319i,6.3263e-05+0.025105i,-0.019308+0.038438i,-0.034984+0.051597i,-0.030592+0.047682i,-0.010224+0.01999i,-0.0028091-0.0088236i,-0.012622-0.013311i,-0.01798-0.0017214i
0.057033-0.16303i,0.10551-0.28766i,0.12368-0.30293i,0.08368-0.20625i,0.016628-0.14035i,-0.039385-0.1261i,-0.049473-0.10353i,-0.012187-0.08196i,0.018237-0.063161i,0.023453-0.032215i,0.024239-0.0062823i,0.019145-0.0050663i,0.00097304-0.015933i,-0.014778-0.012947i,-0.013546+0.00093742i,0.0069467+0.0027766i,0.03895-0.011944i,0.061614-0.026569i,0.05669-0.021511i,0.038884-0.0017064i,0.031711+0.0059895i,0.026261-0.0037829i,0.011159-0.011996i
0.15214+0.024048i,0.267+0.041088i,0.26961+0.038317i,0.18123+0.013346i,0.1505+0.0023627i,0.17478+0.014731i,0.15599+0.031102i,0.087843+0.047574i,0.023372+0.051744i,-0.014583+0.034984i,-0.032274+0.014069i,-0.034361+0.004935i,-0.018801+0.0025082i,-0.00050514-0.0094697i,-0.002002-0.028282i,-0.023768-0.03508i,-0.04682-0.024651i,-0.05871-0.011719i,-0.055681-0.00565i,-0.041571+0.0040995i,-0.023718+0.016485i,-0.0082904+0.014841i,-0.0012149-0.00052317i
0.0038253+0.15925i,0.01441+0.27808i,0.027592+0.30013i,0.029323+0.23187i,0.006781+0.1866i,-0.021279+0.16567i,-0.036324+0.12129i,-0.031998+0.057889i,-0.007831+0.0043729i,0.018881-0.022022i,0.040115-0.031103i,0.046877-0.032324i,0.035598-0.021653i,0.020443-0.0016368i,0.016863+0.018104i,0.029486+0.032137i,0.046136+0.040481i,0.054065+0.039619i,0.042005+0.021937i,0.0098544-4.7616e-05i,-0.015879-0.0039054i,-0.01471+0.0085259i,0.0039475+0.021349i
-0.14881+0.026103i,-0.26568+0.041071i,-0.29716+0.018112i,-0.25176-0.039285i,-0.21278-0.079727i,-0.17282-0.080081i,-0.11603-0.067422i,-0.067003-0.039824i,-0.034749+0.0070968i,-0.016264+0.032669i,-0.015159+0.033973i,-0.023858+0.035138i,-0.02314+0.033053i,-0.0093282+0.016718i,0.00038303-0.0090378i,-0.0065622-0.03073i,-0.023946-0.045103i,-0.03218-0.04629i,-0.015537-0.031182i,0.0092298-0.019577i,0.015576-0.020409i,0.0063787-0.021896i,-0.0032107-0.019355i
-0.041624-0.1257i,-0.058389-0.21968i,0.001372-0.22471i,0.10864-0.16923i,0.14949-0.14475i,0.12021-0.1153i,0.1026-0.056631i,0.094102-0.029992i,0.065342-0.031301i,0.0393-0.02629i,0.027144-0.022999i,0.014877-0.030628i,-0.0060019-0.032689i,-0.02337-0.010977i,-0.022803+0.024639i,-0.005127+0.049956i,0.014325+0.057389i,0.014182+0.050085i,-0.001266+0.035658i,-0.0042312+0.020807i,0.005515+0.0058545i,0.0060542-0.001297i,-0.0038702+0.0065238i
0.11904-0.058901i,0.18028-0.093457i,0.15017-0.040195i,0.073908+0.081359i,0.052713+0.14692i,0.042285+0.12398i,-0.0061146+0.092286i,-0.032862+0.081012i,-0.029736+0.061616i,-0.030484+0.04064i,-0.031399+0.031877i,-0.023672+0.024449i,-0.0088052+0.0093385i,0.0035773-0.014591i,0.0040418-0.043066i,-0.0051447-0.06065i,-0.0094838-0.059359i,0.00020635-0.046668i,0.007548-0.027757i,0.00072767-0.0025497i,-0.0023892+0.021987i,0.010456+0.024656i,0.022423+0.0023064i
0.07904+0.097353i,0.13309+0.1418i,0.10402+0.10226i,-0.0047439+0.026146i,-0.070593+0.010805i,-0.040805+0.021895i,-0.0038605-0.0017175i,-0.0049956-0.024928i,-0.0030949-0.025619i,0.015932-0.024191i,0.032878-0.032046i,0.036297-0.039174i,0.026505-0.028743i,0.01758-0.0032743i,0.017194+0.021233i,0.016358+0.035273i,0.0076408+0.038637i,-0.0053247+0.030917i,-0.011855+0.011798i,-0.012092-0.0068664i,-0.016181-0.013056i,-0.023809-0.0062187i,-0.027404+0.0067129i
-0.080489+0.096325i,-0.11844+0.15783i,-0.087131+0.13124i,-0.031837+0.0078715i,-0.041029-0.079969i,-0.073607-0.055245i,-0.058295-0.012181i,-0.025434-0.0031228i,-0.012917+0.0107i,-0.013293+0.030596i,-0.012722+0.044037i,-0.0075813+0.049776i,0.00082637+0.040774i,0.0086477+0.01692i,0.011382-0.0087483i,0.011161-0.027003i,0.012499-0.033029i,0.017264-0.020083i,0.02005-0.0023225i,0.012438+3.0528e-05i,0.0020124-0.0033454i,0.0025688-0.0025315i,0.013731-0.0012383i
-0.095275-0.062056i,-0.15445-0.087373i,-0.10128-0.050478i,0.056609-0.0024485i,0.15378-0.025326i,0.13409-0.060314i,0.098344-0.042555i,0.076092-0.012859i,0.052662-0.013485i,0.031619-0.031998i,0.0091967-0.041601i,-0.0084886-0.037278i,-0.015264-0.022435i,-0.013925+0.0054253i,-0.001786+0.037859i,0.016044+0.05376i,0.022048+0.042065i,0.0080927+0.017389i,-0.0050185+0.0038278i,0.0048984+0.0034735i,0.022451-0.00049329i,0.024005-0.0082253i,0.0099567-0.0092324i
0.03872-0.098077i,0.035617-0.15521i,-0.037868-0.084057i,-0.10725+0.099372i,-0.087771+0.20101i,-0.058393+0.17378i,-0.06891+0.12363i,-0.062739+0.079745i,-0.038135+0.043812i,-0.019244+0.03225i,-0.0057517+0.029597i,-0.0020635+0.021046i,-0.0070167+0.0061984i,-0.01771-0.014804i,-0.034066-0.034943i,-0.047415-0.039931i,-0.044935-0.027346i,-0.029624-0.012313i,-0.020692-0.007093i,-0.027437-0.0031455i,-0.036625+0.011508i,-0.033368+0.027106i,-0.022548+0.030949i
0.1058+0.016944i,0.1743-0.018795i,0.11665-0.12539i,-0.04505-0.21034i,-0.11455-0.18651i,-0.062555-0.1329i,-0.014919-0.10785i,-0.0042494-0.073064i,-0.0011151-0.034156i,0.00068482-0.019215i,0.0043729-0.021128i,0.010016-0.026518i,0.01263-0.021626i,0.020044-0.006439i,0.036367+0.0086115i,0.047114+0.014201i,0.042292+0.0097367i,0.03033+0.0031424i,0.022294+0.00091924i,0.019661-0.0015499i,0.016257-0.010267i,0.011758-0.018953i,0.009907-0.023369i
-0.003807+0.1094i,0.049884+0.19439i,0.15938+0.16668i,0.22939+0.031993i,0.18018-0.031856i,0.093086+0.013357i,0.055011+0.047914i,0.033361+0.034708i,0.0064696+0.023564i,-0.0061351+0.0296i,-0.0021745+0.036629i,0.0067842+0.038119i,0.01288+0.028264i,0.0087776+0.0067724i,-0.0072384-0.011216i,-0.020384-0.02025i,-0.020848-0.023187i,-0.015128-0.020332i,-0.011288-0.017651i,-0.012587-0.016651i,-0.016687-0.014169i,-0.019822-0.010318i,-0.020372-0.0059156i
-0.11402+0.019798i,-0.19969+0.080873i,-0.18089+0.18075i,-0.049172+0.22717i,0.039058+0.15793i,0.021625+0.048428i,-0.0087194+0.0073507i,-0.00098773+0.015082i,0.019166+0.0013591i,0.019225-0.030821i,-0.0028897-0.044352i,-0.019239-0.030629i,-0.015414-0.0050636i,0.00070822+0.020901i,0.022608+0.041297i,0.044877+0.050305i,0.054783+0.046092i,0.043117+0.03457i,0.025853+0.026458i,0.023658+0.021316i,0.033554+0.015537i,0.042627+0.013352i,0.045443+0.015649i
-0.031735-0.10314i,-0.10253-0.18208i,-0.20342-0.16352i,-0.25347-0.034432i,-0.1935+0.065458i,-0.090883+0.065957i,-0.038587+0.030366i,-0.026537+0.0024606i,-0.017836-0.0016353i,0.0042354+0.010634i,0.021678+0.0093339i,0.011383-0.0028i,-0.013861-0.011137i,-0.038919-0.019756i,-0.063489-0.028269i,-0.078338-0.030023i,-0.071643-0.028183i,-0.047986-0.029539i,-0.029587-0.029226i,-0.031178-0.01807i,-0.044309+0.00085916i,-0.052876+0.012351i,-0.052491+0.0081992i
0.096608-0.042061i,0.1708-0.12791i,0.1607-0.24825i,0.054312-0.30886i,-0.021629-0.24638i,-0.017619-0.13864i,-0.0018748-0.063193i,0.0058574-0.015116i,0.0076524+0.00402i,-0.004524+0.0057137i,-0.0092143+0.006451i,-0.00029242-0.0014443i,0.0083417-0.010322i,0.022029-0.0095329i,0.04362-0.0051351i,0.056779-0.00072619i,0.051245+0.0078942i,0.033365+0.017553i,0.019023+0.017345i,0.017692+0.0022727i,0.020771-0.01897i,0.020516-0.02801i,0.019708-0.020495i
0.057682+0.099971i,0.15815+0.17891i,0.29211+0.1868i,0.34349+0.10446i,0.25165+0.045978i,0.13331+0.043209i,0.067709+0.025628i,0.017807+0.00215i,-0.011464+0.0043267i,-0.0083895+0.011517i,-0.00022574+0.0098514i,0.003744+0.0085913i,0.0062758+0.0082332i,0.00055239+0.0040977i,-0.014923-4.8163e-05i,-0.027323-0.0048094i,-0.0233-0.013584i,-0.010075-0.021401i,-0.0046795-0.020194i,-0.0054524-0.0081742i,-0.0020362+0.0015549i,-0.00030918-0.0017238i,-0.0022078-0.0090499i
-0.089459+0.064267i,-0.17678+0.16669i,-0.20305+0.29057i,-0.13534+0.31756i,-0.071855+0.20659i,-0.057363+0.090326i,-0.038275+0.053516i,0.00027393+0.040274i,0.024958+0.012255i,0.020769-0.012581i,0.0035313-0.019805i,-0.0069036-0.010937i,-0.0020803+0.0037056i,0.012973+0.01362i,0.031071+0.017026i,0.044838+0.019769i,0.043522+0.025198i,0.028732+0.026449i,0.016378+0.016214i,0.013647+0.0034078i,0.017632+0.0026599i,0.024386+0.012837i,0.025437+0.019491i
-0.069065-0.083624i,-0.17122-0.17155i,-0.28146-0.20711i,-0.29827-0.1437i,-0.19556-0.065114i,-0.079255-0.040041i,-0.032788-0.045672i,-0.027588-0.041547i,-0.016706-0.021432i,0.0085263-0.0083085i,0.023217-0.011246i,0.010534-0.017393i,-0.014272-0.016106i,-0.035109-0.011665i,-0.051545-0.0074966i,-0.05913-0.0041511i,-0.050171-0.0074893i,-0.029432-0.013179i,-0.014242-0.0092451i,-0.016865+0.0053029i,-0.028809+0.018222i,-0.036896+0.017787i,-0.035054+0.011698i
0.075898-0.069042i,0.15907-0.16837i,0.20408-0.27118i,0.15873-0.29302i,0.082115-0.20672i,0.044371-0.078299i,0.039153+0.0057231i,0.035948+0.028825i,0.021819+0.02406i,0.0019276+0.023716i,-0.0030562+0.028515i,0.0065039+0.018872i,0.013699+0.00092814i,0.022333-0.0089255i,0.035671-0.01565i,0.043429-0.019263i,0.038173-0.0098563i,0.024134+0.0032548i,0.0135+0.0024422i,0.0096933-0.016301i,0.0075683-0.038159i,0.0070396-0.043028i,0.0086564-0.03501i
0.066758+0.064252i,0.16423+0.14219i,0.25834+0.19933i,0.27197+0.1838i,0.18456+0.11791i,0.068904+0.050166i,-0.0055332-0.0014842i,-0.038537-0.018587i,-0.039168-0.0059215i,-0.023433+0.0018537i,-0.014846-0.0015813i,-0.012117-0.0016427i,-0.0081698+0.0029207i,-0.0079649+0.0062555i,-0.014222+0.010755i,-0.021582+0.013892i,-0.022098+0.0075791i,-0.015694-0.0017429i,-0.0091782-0.0014972i,0.00066381+0.010404i,0.017107+0.020116i,0.024887+0.018277i,0.017379+0.013337i
-0.052805+0.068917i,-0.12737+0.16052i,-0.19118+0.23921i,-0.18863+0.22773i,-0.12368+0.13056i,-0.044122+0.057863i,0.022964+0.043665i,0.056917+0.028121i,0.051817+0.0059833i,0.032865-0.0020672i,0.01965-0.0022441i,0.013887-0.0018041i,0.015292-0.00056659i,0.021205+0.00058414i,0.028492-0.0020604i,0.034073-0.0053596i,0.032668-0.0021639i,0.025063+0.0027129i,0.016921-0.001395i,0.0068662-0.0098761i,-0.0024233-0.0091004i,-0.0047421-0.00061979i,-0.0019802+0.0054439i
-0.067768-0.053098i,-0.153-0.12552i,-0.22082-0.18755i,-0.1959-0.17093i,-0.099889-0.098147i,-0.049988-0.046181i,-0.062568-0.022574i,-0.06002-0.0045581i,-0.032265+0.0018637i,-0.0093164-0.0048678i,-0.0010577-0.011035i,-0.0054493-0.010917i,-0.015137-0.0056655i,-0.024128+0.0008183i,-0.029892+0.0081728i,-0.031141+0.01186i,-0.026194+0.0053785i,-0.017044-0.0036958i,-0.0095394-0.0034993i,-0.009153+0.0069066i,-0.014394+0.019944i,-0.016832+0.024197i,-0.013982+0.018542i
0.035635-0.061162i,0.10501-0.13393i,0.167-0.19269i,0.14947-0.17563i,0.078261-0.092572i,0.048999-0.025046i,0.057036-0.0091078i,0.046481-0.010498i,0.027375-0.0029695i,0.017615+0.0074785i,0.014924+0.013997i,0.016301+0.011607i,0.014881+0.001444i,0.015642-0.0071i,0.020495-0.014181i,0.02311-0.01731i,0.022542-0.0081612i,0.017906+0.0055828i,0.010934+0.0076252i,0.0042433-0.0088454i,-0.0010567-0.033678i,-0.0032346-0.046694i,-0.0025663-0.041335i
0.05367+0.03094i,0.11659+0.097762i,0.16738+0.16776i,0.1643+0.16279i,0.10132+0.084611i,0.014048+0.024528i,-0.037682+0.012897i,-0.043433+0.012299i,-0.040194+0.012795i,-0.03592+0.013243i,-0.030215+0.005988i,-0.026417+0.0014472i,-0.01993+0.0042597i,-0.01422+0.0091842i,-0.011532+0.013941i,-0.011899+0.014327i,-0.014405+0.0074015i,-0.013846-0.0014212i,-0.0074079-0.0028308i,0.0060689+0.0053354i,0.020871+0.017867i,0.025463+0.028079i,0.0221+0.030153i
-0.028701+0.047887i,-0.089766+0.099454i,-0.16636+0.13334i,-0.18317+0.12609i,-0.10397+0.087567i,0.0016716+0.037377i,0.055069+0.0044292i,0.059639-0.0062455i,0.048784-0.010454i,0.03622-0.011758i,0.028585-0.010803i,0.02518-0.011833i,0.021676-0.012598i,0.019265-0.010673i,0.019377-0.0091403i,0.021572-0.0094746i,0.020964-0.0067968i,0.01542+0.00045404i,0.0066359+0.0045659i,-0.002084+0.0041975i,-0.0077075+0.0019989i,-0.01058-0.0034403i,-0.013275-0.0088621i
-0.043314-0.016909i,-0.081152-0.068678i,-0.08912-0.1394i,-0.056932-0.16599i,-0.032616-0.1108i,-0.0484-0.023477i,-0.068193+0.032097i,-0.054975+0.043934i,-0.027068+0.031408i,-0.011057+0.013689i,-0.01025+0.0022954i,-0.014784+0.0015689i,-0.015953+0.0058133i,-0.014859+0.0085858i,-0.014478+0.011514i,-0.012499+0.013232i,-0.0082005+0.006135i,-0.0023797-0.0058126i,3.8108e-05-0.012156i,-0.0044122-0.0097517i,-0.01277-0.00072889i,-0.018029+0.0093526i,-0.013963+0.014739i
0.015262-0.038498i,0.058099-0.068273i,0.10867-0.07046i,0.10929-0.027911i,0.063677+0.0079431i,0.043812-0.015284i,0.042132-0.063189i,0.023388-0.068215i,0.012971-0.039962i,0.017193-0.021367i,0.017991-0.014298i,0.015411-0.0096226i,0.012167-0.0068811i,0.010888-0.0071375i,0.0098299-0.010296i,0.0084751-0.010127i,0.0089424-0.0018181i,0.007726+0.0087917i,0.0040069+0.011777i,0.00064079+0.0045864i,0.0017544-0.0082693i,0.007813-0.020243i,0.012625-0.026766i
0.029238+0.012477i,0.05257+0.052105i,0.064403+0.096164i,0.048273+0.075693i,0.011805+0.0086354i,-0.015717+0.0089147i,-0.0049235+0.056018i,0.010317+0.056703i,-0.0051045+0.03704i,-0.017695+0.032147i,-0.016582+0.022351i,-0.017331+0.011732i,-0.016647+0.011049i,-0.012983+0.015253i,-0.0069126+0.017347i,-0.0025755+0.014042i,-0.0055227+0.0056398i,-0.0070303-0.0032171i,-0.001097-0.0083885i,0.0076687-0.007237i,0.014506-0.00099811i,0.01147+0.0074511i,0.0019557+0.016i
-0.0054703+0.018474i,-0.04501+0.031066i,-0.10194+0.04316i,-0.099289+0.064816i,-0.014041+0.069389i,0.041075+0.021297i,0.017116-0.02276i,-0.003567-0.022791i,0.0084639-0.019612i,0.015199-0.022183i,0.016676-0.018073i,0.01841-0.01602i,0.014213-0.015093i,0.0099266-0.012024i,0.0072228-0.0092309i,0.0065225-0.0069049i,0.0083438-0.003396i,0.008015+0.0032056i,0.0047578+0.0089979i,-0.0017175+0.012371i,-0.0095383+0.015173i,-0.011333+0.013539i,-0.0058819+0.0067502i
-0.012826-0.010196i,-0.012452-0.04784i,-0.0081758-0.11683i,-0.031769-0.15151i,-0.081403-0.093088i,-0.084964+0.0050662i,-0.037784+0.047473i,-0.0052812+0.037586i,0.002801+0.030644i,0.0069879+0.027542i,0.0016953+0.019463i,-0.0076192+0.014882i,-0.0094052+0.012097i,-0.0073354+0.0091974i,-0.00383+0.0081712i,0.00040573+0.0072421i,0.0019303+0.0019952i,-0.00024926-0.0061414i,-0.004701-0.010809i,-0.0072953-0.013589i,-0.0068381-0.017558i,-0.0063377-0.019982i,-0.0079101-0.017885i
0.0073824-0.00093907i,0.037738+0.010683i,0.096057+0.040823i,0.14343+0.054526i,0.13766+0.0098982i,0.083601-0.058329i,0.021507-0.082736i,-0.0099526-0.062579i,-0.011447-0.040691i,-0.0056281-0.031981i,0.00062147-0.026017i,0.0051948-0.018863i,0.0058571-0.012672i,0.0062343-0.0088164i,0.0052607-0.0070314i,0.0037486-0.0028463i,0.0060788+0.004041i,0.0093228+0.0086235i,0.0091559+0.0077114i,0.0062035+0.0029759i,0.0037087+0.00055616i,0.0037777+0.0038551i,0.0063598+0.0069252i
6.7483e-05+0.0027697i,-0.016223+0.021888i,-0.050365+0.05219i,-0.084182+0.059542i,-0.084661+0.051807i,-0.039385+0.074438i,0.026222+0.089295i,0.050337+0.060231i,0.025721+0.036676i,0.0094469+0.033608i,0.0071734+0.025306i,0.0012936+0.016668i,-0.0037981+0.015172i,-0.0053179+0.016389i,-0.0022822+0.015083i,-5.7917e-06+0.0099796i,-0.0029808+0.002409i,-0.0063932-0.0049496i,-0.0061207-0.0075664i,-0.00031506-0.0037258i,0.0089794+0.0027745i,0.013871+0.0034079i,0.012516-0.0016613i
-0.0047859-0.0061976i,-0.025504-0.021042i,-0.048318-0.032127i,-0.016096-0.02035i,0.047738-0.016775i,0.029907-0.044697i,-0.048928-0.042754i,-0.065279-0.011572i,-0.03117-0.0089811i,-0.014194-0.015054i,-0.0041675-0.0097584i,0.0040966-0.0089023i,0.0017202-0.011392i,-0.0029792-0.011872i,-0.0054596-0.0091968i,-0.0033527-0.0044109i,0.0023705+0.0010001i,0.007508+0.0071559i,0.010512+0.0088114i,0.006694+0.0049297i,-0.0068502+0.0014038i,-0.019943+0.0022716i,-0.023775+0.0069625i
0.010577-0.0059051i,0.029746-0.031814i,0.027173-0.077399i,-0.038602-0.08033i,-0.10399-0.0062171i,-0.061321+0.05318i,0.027123+0.028376i,0.04938-0.0033287i,0.035173+0.0099568i,0.028379+0.020168i,0.01462+0.013785i,-0.0012571+0.0096395i,-0.0053666+0.0054444i,-0.0012751+0.0023779i,0.0040469+0.00015967i,0.0041434-0.0026682i,-0.00029824-0.0048643i,-0.007067-0.0059485i,-0.012546-0.0029092i,-0.012989+3.4487e-05i,-0.0063213-0.003153i,0.0063306-0.0080105i,0.014889-0.0097608i
0.0061393+0.021371i,0.036236+0.053843i,0.10462+0.076477i,0.17337+0.024354i,0.16938-0.081468i,0.079498-0.11614i,-0.0060201-0.055239i,-0.029703-0.0069656i,-0.027887-0.0087992i,-0.024408-0.01581i,-0.01361-0.017501i,-0.0027198-0.018718i,0.0035078-0.014374i,0.0034995-0.0062929i,0.0011457+0.0015564i,0.0025172+0.0072986i,0.0077225+0.0099524i,0.012461+0.0074558i,0.012901+0.00090898i,0.01086-0.0056398i,0.0081532-0.007837i,0.0020518-0.0045349i,-0.0051619-0.0018619i
