0.001197+0.0014296i,0.0014049-0.00098258i,0.00083761-0.0019498i,-0.00010334-0.0021851i,-0.00065373-0.00093541i,-0.001934+0.00093578i,-0.0022044+0.0014131i,-0.0012767+0.00091858i,0.00011779+0.00065262i,0.0011132+0.00040985i,0.00086844+8.2592e-06i,0.00030853-0.00045099i,-0.00046385-0.00078068i,-0.00057502-0.00083947i,0.00055954-0.00087831i,0.00034564-0.00069383i,-0.0002595-0.00015811i,-0.00013555+0.00012381i,-6.8163e-05+0.00052525i,-0.00037165+0.00070432i,-0.0003214-0.00011595i,-0.00032435-0.00039726i,-0.00022253-8.8746e-05i
-0.0023671-0.00062305i,-0.0024745-0.0012077i,-0.0041654+0.00030204i,-0.0033579+0.0021706i,-0.001632+0.00288i,-0.0010992+0.0029962i,-0.00091146+0.0016758i,-0.0010711-0.00033078i,-0.00108-0.001149i,-0.00072293+0.00019334i,-0.00054202+0.001276i,-0.00013516+0.0010573i,0.00011099+9.2758e-05i,-4.6502e-05-0.00092891i,0.00012561-0.0015925i,-0.00021474-0.0013526i,-0.00060857+3.1058e-05i,-0.00049479+0.0012726i,7.1105e-06+0.0012304i,0.00069179+0.00052153i,0.00088123-0.0001748i,0.00091739+0.00019017i,0.00022962+0.00044034i
-9.4034e-05-0.00010586i,-0.00084028-0.0003219i,-0.0012852+0.0002511i,-0.0019664+0.00019533i,-0.0023289+0.00027109i,-0.0028002+0.001176i,-0.0021011+0.0012221i,-0.0012428+0.00034699i,-0.0010087+0.00010522i,-0.00080195-5.6829e-05i,-0.00039608+0.00054428i,0.00011493+0.0008976i,0.00012562-0.00022814i,-0.0002807-0.00045949i,-0.00050605+0.0007124i,-0.00044636+0.0011055i,-9.9272e-05+0.0010347i,0.00061439+0.0012137i,0.0011389+0.0007702i,0.00074852-0.00022035i,0.00058288-0.00056194i,0.00075758-0.00028196i,-0.00018614+0.00023648i
0.001453+0.001442i,0.0011872+0.0019509i,0.00087626+0.0011555i,0.00065474-2.3843e-05i,0.00062025+3.9598e-05i,0.00010004+0.00050092i,-0.00037832+0.00085424i,-0.00026734+0.00049044i,-0.00027756+1.1013e-05i,-0.00049491-7.2607e-05i,-0.00060605-5.3458e-05i,0.0003456+0.0003155i,0.0010491+0.00051036i,-4.1025e-05+0.0001194i,-0.00090688+3.9737e-05i,-0.00061748-1.2554e-05i,-0.00031261+0.00013263i,0.00080132+0.00029363i,0.0014655+0.00011134i,0.00089626-0.00051133i,0.00031849-0.00094616i,0.00011376-0.00053148i,0.00026817-7.5305e-05i
-0.00015061-0.0017935i,1.5421e-05-0.00075445i,-0.001162+0.00011667i,-0.001584+0.0010053i,-0.0016916+0.0014481i,-0.0016381+0.00095026i,-0.0014156+0.00014487i,-0.0012147-0.0001954i,-0.0011106-4.8457e-05i,-0.0014972+2.1035e-05i,-0.0010758+0.00033644i,0.00017148+0.001063i,0.00027069+0.0008651i,0.0011711+0.00049028i,0.00099249+0.00060906i,-0.00090716+0.0005845i,-0.0010983+0.00077284i,-0.00050725+0.00078829i,-0.00087294+0.00015973i,-0.00042738+0.00011248i,-0.00024666+0.00036538i,-0.00057063+0.00011659i,-0.0006119+2.3476e-06i
-0.00036494-0.0036479i,-0.00057033-0.0033331i,-0.0020017-0.0033121i,-0.0038863-0.0019497i,-0.0042847-0.00071132i,-0.0022406+9.2832e-05i,-0.001315+0.00077574i,-0.0013345+0.00065106i,-0.00086642+8.6574e-05i,-0.0011117-8.4084e-05i,-0.00069381+0.00063171i,0.00033073+0.00064412i,0.0011559-0.00025373i,0.00094132-0.00068325i,0.00012449-0.00025565i,5.7693e-05+0.00017673i,7.578e-05+0.00014175i,0.0004414+0.00010768i,0.00074063+0.00051392i,0.00064013+0.00047087i,0.0003617-7.4345e-06i,0.00038592+3.8389e-05i,0.00068127+0.00034005i
-0.0012803-0.00061156i,0.00010106-0.0010127i,0.00019841+2.568e-05i,-0.00043898+0.00039465i,-0.001449+0.00019188i,-0.00096977+0.00016772i,-0.00051231+0.00011245i,-0.001411-0.00011317i,-0.00079724-6.4435e-05i,0.00015046+0.00035319i,0.00013506+0.0004486i,0.00036177+0.00027271i,0.00079356-0.00059022i,0.00089489-0.0010401i,0.00035086-0.00071276i,-0.00046108+0.00039151i,-0.00094069+0.00098194i,-0.00088958+0.00033252i,0.0002915-0.00023477i,0.00050152-0.00047979i,6.8624e-05+1.2675e-05i,0.00082742+0.0012441i,0.0010708+0.0015127i
-0.0016333+5.514e-05i,-0.0018431+0.00031574i,-0.0027305+0.0007637i,-0.0023331+0.0022972i,-0.0012145+0.0021145i,-0.00013046+0.0010666i,0.00042945+0.00079423i,-0.0006217+0.00079827i,-0.0015362+0.0008075i,-0.0010378+0.00098598i,-0.00047716+0.0011574i,0.00028755+0.00048018i,0.00099717+0.00011213i,0.00047168-2.8855e-05i,9.1976e-05-0.00057498i,0.00068277+0.00045632i,0.00019968+0.0014078i,-0.00031274+0.0010072i,0.00028583+0.00012437i,0.00078412+8.9502e-05i,0.0009194+0.00019874i,0.00065578-6.0244e-05i,-0.00041852-0.00033883i
-0.0022475-0.00087118i,-0.0019772+6.1852e-05i,-0.0013487+0.00062578i,-0.00078046+0.00036628i,-0.00098471-5.9471e-05i,-0.001469-0.00067103i,-0.0019294-0.00071811i,-0.0014793-0.00038419i,-0.00077181+0.00017082i,-0.00029379+0.00082629i,0.00011929+0.00069792i,0.00038703+0.00010764i,0.00054144-0.00091516i,8.5287e-05-0.00089928i,-0.00022463-0.00039263i,-0.00035295+0.00062621i,-0.00025079+0.001158i,-0.00044262+0.00087383i,-0.00049359+0.00080736i,-0.00028153+0.00045443i,0.00012956+0.0002676i,-0.00040942+0.00034508i,-0.00088679+0.00011248i
0.00041086-7.2188e-05i,0.00026862+0.00038778i,0.00044476+0.0003335i,0.0010016-7.9749e-05i,0.00043099+1.858e-05i,-0.00084346+0.00020705i,-0.0011442+4.8571e-05i,-0.00064766+0.00066804i,-0.00027095+0.0005194i,-0.00024395-0.00049241i,-0.00027649-0.00018577i,-0.00025122+3.4774e-05i,-5.1473e-05-0.00022952i,-0.00027144+6.167e-05i,-0.00074394+0.00016941i,-0.00068279+0.00043911i,-0.00050836+0.00075821i,-0.00052709+0.00019175i,-0.00084934+5.1483e-05i,-2.5547e-06+0.00054476i,0.0014187+0.00075489i,0.0015544+0.00048619i,0.00047431-0.00031098i
0.0021216-0.00047301i,0.002033-0.00084073i,0.0018267-0.00079726i,0.0007212-0.0012983i,-0.00098983-0.00095262i,-0.0019157-0.00015696i,-0.0013814+0.00041028i,-0.00047085+0.00094739i,-0.00055908+0.00062951i,-0.0012499+0.00028993i,-0.0011261+0.0006319i,-0.00035687+0.00047957i,0.00015892+0.0003215i,0.00048022+0.00012297i,0.00065041-0.00022825i,0.00030294+0.00043035i,0.00026228+0.00069337i,0.00020139+0.0004577i,-0.00017282+0.00044253i,0.00034868-0.00044133i,0.0008773-0.001087i,0.00022878-0.00062283i,0.00030729-0.00090999i
-0.00022009-0.00097115i,-0.00068474-0.0014645i,0.00036765-0.00083803i,0.00045115-0.00023626i,-0.00026096-0.0014317i,-0.00038058-0.0014084i,3.2662e-06-0.00029499i,-0.00018817-0.00064373i,-0.00033566-0.0012381i,-9.7806e-05-0.0010343i,0.00025556-0.000263i,-2.6812e-05+0.0006189i,0.00018424+0.00093977i,0.00067217+0.00076424i,0.00016909+0.00084137i,0.00054619+0.00091368i,0.00078703+0.00092348i,0.00043019+0.00036018i,0.00049914+0.00040192i,0.0001732+0.00070911i,-0.00032436+0.00096445i,-0.00035408+0.00054144i,3.632e-05-0.00020134i
-0.0014512-0.00093985i,-0.0016874-0.00078606i,-0.001156-0.00038027i,-0.0012956+0.00043845i,-0.0014976+0.0011643i,-0.00087069+0.0012307i,-0.00083676+0.0011987i,-0.0015152+0.0012867i,-0.0014444+0.0010935i,-0.0010119+0.00076369i,4.849e-05+0.00053233i,0.00097606+0.0007747i,0.00080736+0.00069179i,0.00044101+0.00038461i,9.54e-05+0.00072239i,-0.00014738+0.0009943i,-0.00031444+0.00041095i,-0.00055246+0.00027356i,-0.0006836+0.0006847i,-0.00056124+0.00031479i,-0.00037085-8.1424e-05i,-0.00022437-5.0542e-05i,0.00059923-0.00029402i
-6.6749e-05-0.0015131i,9.2024e-05-0.0015157i,-0.0004885-0.00097545i,-0.00091869-0.00024157i,-0.00072008+0.00063714i,-0.00087333+0.0010515i,-0.0021492+0.00065101i,-0.0028108+0.00045751i,-0.0019819-0.00014238i,-0.0010001+0.00015013i,-0.00048897+0.0012457i,0.00045765+0.00098576i,0.00049336+2.3825e-05i,-0.0005517-0.00031519i,-0.0005017-0.000566i,2.084e-05-0.00063194i,0.00020358-0.00018945i,0.00017587+0.00042799i,0.00057998-4.7735e-05i,0.00077931-0.00076851i,0.00045855-0.00074696i,0.00019446-0.00016957i,2.2658e-05+0.0001255i
-1.2276e-05+2.3958e-05i,0.00096952+0.00027633i,0.00088721+0.00077449i,0.00099599+0.0013486i,0.00094609+0.0013698i,-4.7623e-05+0.00042267i,-0.00043781+0.00034531i,-0.0005065+0.00093777i,-0.00077475+0.00095592i,-0.0008604+0.0009448i,-0.00044731+0.0014873i,-0.00016194+0.0012147i,-0.00038352-0.00029939i,-0.00036509-0.0010539i,4.1853e-05-0.00065347i,0.00024618-0.00034311i,-0.00014935+9.9233e-05i,-0.00057287+0.00053107i,-2.2513e-05+0.00089075i,0.00024209+0.00098744i,0.00044922+1.9574e-05i,0.00054848-0.00060401i,-0.00024598-0.00028868i
0.00078454+0.00099539i,-0.00026391+0.0014671i,-4.9294e-05+0.00078252i,5.385e-05+0.00098027i,-0.00024824+0.00186i,-0.00026178+0.0013062i,-0.00023571+0.00066801i,-0.00059567+0.00054651i,-0.00046807+0.00031689i,-0.00097262-0.00022352i,-0.00089976-0.00064068i,0.00011949-0.00059842i,-0.0001511-0.00049465i,-0.00061808-0.0006563i,-0.00064496+1.9509e-05i,-0.00072562+0.00031622i,-0.00051257+5.4386e-05i,-0.00042042+0.00034357i,-0.0001659-0.00015766i,0.00038187-0.00051758i,0.00095869-0.00016582i,0.0003514+0.00095798i,-0.00052586+0.0012113i
-0.0013405+0.00010814i,-0.0011493+0.00040522i,-0.00063134+0.0022017i,-0.0013398+0.0027596i,-0.0017881+0.0026263i,-0.0016878+0.0017336i,-0.0018471+0.00096104i,-0.0010512+0.0010828i,-0.0012064+0.0017325i,-0.0011753+0.0019441i,0.00015929+0.0012128i,0.00041505+0.0002195i,-0.00010345-0.0010781i,-0.00043193-0.0013145i,-0.00038256-0.00072257i,-0.00063658+1.0666e-05i,-0.00088003-0.00013886i,-0.0010065+2.5595e-05i,-0.0011693+0.0010198i,-0.00056936+0.0012149i,0.00048303+0.00070044i,0.00067647+0.00028385i,0.00016712-5.5295e-05i
0.00014714-0.001604i,-0.00050013-0.0013488i,-0.00028425-2.0855e-05i,-0.00047325+0.00034454i,-0.00067614-0.0004091i,2.6214e-05-0.00012739i,-0.00016029+0.0005436i,-0.00054562-0.00018247i,-0.00065039-0.00071012i,-0.00051952-0.00043472i,1.8574e-05-0.00030289i,7.9073e-05+0.00015986i,0.0008521+0.00020605i,0.0014424+0.00072459i,0.0014638+0.0010704i,0.001372+0.0016249i,0.0011944+0.0019743i,0.00049558+0.0011342i,-0.00063364+0.00084112i,-0.00094668+0.0011706i,-0.0010123+0.0013969i,-0.00080528+0.00087977i,-0.00022762+0.00016317i
0.00088678-0.00059135i,-0.00061277-0.0010672i,-0.00040904-0.00079827i,-0.00022425-0.00069622i,-0.00061793-0.0008527i,-0.0008075+0.00019322i,-0.00077262+0.00059389i,-0.00044413+0.00068095i,-0.00011989+0.0007337i,-0.00044972+0.00054754i,-0.00073864+0.00050844i,-0.0007654+0.00040214i,-0.00076388+0.0003756i,-0.0002541+0.00011821i,-0.00030827+0.00031268i,-0.00018397+0.0015264i,-0.00023405+0.0017155i,-0.00072423+0.0012454i,-0.00033061+0.0007771i,-0.00028414-7.3408e-05i,-0.00047529-0.00030319i,8.9517e-05+0.00024135i,0.00059765+0.00035406i
0.00040138+0.0011463i,0.00067861+0.00055508i,0.00012997+0.00057577i,0.00035555+0.00022465i,0.00030573+0.0005549i,-0.00055852+0.0010391i,-0.0010302+0.0005968i,-0.0012591+0.00066491i,-0.0016189+0.00045774i,-0.0019776+0.00037908i,-0.0011974+0.0010427i,-0.00026361+0.00069331i,-0.00023506-0.00035004i,0.00078484-0.0004309i,0.0013309+7.4463e-05i,0.00020747+0.00067117i,-0.00030146+0.0012345i,-0.00093238+0.00064713i,-0.0009589+0.0003693i,-0.00078799+0.0010318i,-0.0013474+0.00076878i,-0.00109+0.00022415i,-0.00029885+0.00027923i
-0.00054691+0.0012159i,-0.0008488+0.0014593i,-0.0012678+0.001267i,-0.00031629+0.00067571i,3.3732e-05+3.9901e-05i,-0.00059531-0.00092636i,-0.00079242-0.0010725i,-0.00077596-0.00068611i,-0.00057353-0.00010487i,-0.00027906+0.00052728i,0.00013072+0.00028482i,0.00013384+4.65e-05i,-0.00021615-0.00041105i,-0.00034475-0.00078899i,-0.00040369-1.2301e-05i,-0.00048166+0.00093351i,0.00012712+0.0011567i,0.00041246+0.00081952i,-9.1378e-05+0.00026516i,-7.5061e-05-0.00041091i,0.00025841-0.00095482i,-0.00032356-0.00058123i,-0.00087686-0.00049394i
-0.00039571-0.00016109i,-0.00041465-0.00029816i,-0.0011076-0.001238i,-0.0014294-0.00089075i,-0.00099404+0.00065233i,-0.00059824+0.0010391i,-0.0011803+0.00018918i,-0.0013535-5.796e-05i,-0.00050971+6.5754e-05i,0.00048531+0.00033402i,0.00053497+0.0008966i,0.00016236+0.00070528i,-0.00039499+0.00015632i,-0.0004565+3.178e-05i,-0.00042593+0.00026269i,-0.00054392+0.0012492i,-0.00062993+0.0017154i,-0.00038273+0.0011041i,-3.3049e-06+0.00098258i,-0.00027222+0.0008272i,-0.0004474+0.00031755i,-0.00022033+0.00028629i,-0.00061165+0.00024909i
0.0020226-0.00016357i,0.0021876+0.0010493i,0.0013338+0.00080514i,0.00066465-0.00027763i,-3.3421e-05-0.00052101i,-0.00047387-0.00024129i,-0.000231-0.00017225i,-0.00046509-0.00028682i,-0.0012321-0.00024744i,-0.0015686+0.00038502i,-0.00060414+0.00083491i,0.00057347+0.00037281i,0.0011362-0.00016614i,0.00015277+0.00022785i,-0.0007437+0.00065095i,-0.00033248+0.00024916i,-0.00010758-9.9548e-05i,-0.0003204+0.00051441i,-0.0006244+0.00085354i,-0.00034541+0.00053467i,-2.0905e-05+1.6825e-05i,0.00041446-0.00038974i,0.00070921-1.0235e-05i
0.00096701-7.7632e-05i,0.00039237-0.00093266i,-0.00057212-0.0020841i,-0.00089113-0.00081636i,-0.00087011+0.00077482i,-0.00090491+0.0010699i,-0.00069578+0.00083321i,-0.00049064+2.765e-05i,-0.00062865-0.00039433i,-0.0010591+0.00044007i,-0.00090074+0.0015112i,-0.00061917+0.0011589i,-0.00016609+3.622e-05i,0.00049978+0.00017516i,0.00058751+0.00031396i,0.00043236+0.00043844i,0.000374+0.00088531i,0.00025451+0.00052193i,-0.00055441-0.00050234i,-0.00070451-0.00089826i,5.5203e-05-0.00076969i,0.00054729-0.00051394i,0.00065072-0.00017091i
0.002163-0.00013062i,0.0027162-0.0003199i,0.0025334-0.00018908i,0.0014226-0.00046511i,-0.00013928-0.00067835i,-0.0008587-0.00023559i,-0.001159+0.00020391i,-0.0020819+0.00019427i,-0.0016559-0.00035002i,-8.7582e-05-0.0005707i,0.00064849+1.6107e-05i,0.00060634+7.0237e-05i,0.0001605-0.00084047i,3.6779e-06-0.00079401i,0.00038236-0.00011536i,-0.00013091+5.4826e-05i,-0.00063476+0.0005496i,2.9549e-05+0.001244i,0.0007802+0.0016645i,0.00046554+0.0014674i,-9.6466e-05+0.00076016i,0.00029587+8.8368e-06i,0.00071378-0.00029483i
-0.0005015-0.0022967i,-0.00026961-0.00040259i,-0.00087018+0.00049883i,-0.0014336+0.0004312i,-0.0010762+0.0011891i,-0.0011347+0.0013598i,-0.0013031+0.0003263i,-0.0010477+0.00041608i,-0.0011563+0.001266i,-0.00075302+0.0016916i,0.00016791+0.001585i,0.00099451+0.0011849i,0.0005491+0.00055502i,-0.00024677+0.00067261i,-0.00060376+0.0012316i,-0.0013179+0.0011316i,-0.0010211+0.00023759i,1.8641e-05-0.00029169i,-0.00021846-0.00051841i,-0.00042168-0.00090944i,-0.00017276-0.00065169i,-0.00022144-0.00033083i,-0.00014007+5.0081e-05i
0.0025546+0.00098294i,0.0021972+0.00072742i,0.0020336-0.00019143i,0.0015965-0.00082515i,5.6664e-05-0.00089236i,-0.00089589-0.00075501i,-0.0008888-0.00040271i,-0.0010493+8.7637e-05i,-0.0012281+0.00037568i,-0.0017015+0.00044821i,-0.0014587+4.8165e-05i,-0.00068302-0.00021441i,-0.0012561+0.00028876i,-0.001572+9.2477e-05i,-0.0011154-9.9181e-05i,-0.00062966+0.00045805i,-8.8335e-05+0.00083048i,0.00033545+0.00063491i,0.00090782+8.9844e-05i,0.0011523+0.00025976i,0.0010916+0.00070425i,0.00072797+0.00064242i,-0.00026093+0.00047202i
0.00049205+0.0029142i,0.00064832+0.0021553i,0.0015295+0.0023428i,0.0023576+0.002301i,0.0018853+0.0013603i,0.001296+0.00079184i,0.0001719+0.00065427i,-0.00085511+0.00030873i,-0.00015359+2.4241e-05i,0.0007359+0.0002497i,0.00092739+0.00082325i,0.00037073+0.00040727i,5.1477e-05+0.00023794i,0.00023479+0.00037659i,0.00022881+0.00058049i,-0.00014579+0.00092081i,-4.7037e-05+0.00096395i,0.00033631+0.00069726i,0.00040178+0.00011697i,0.00029627-1.9423e-05i,7.9061e-05-0.00013437i,-0.00030932-0.00050148i,-0.00060805+1.3768e-05i
-0.0014977-0.00046102i,-0.00063293-0.0011555i,-0.00059611-0.00043174i,-0.0008311+0.0013326i,-0.00044002+0.0018292i,0.00018964+0.0010457i,-0.00036392+0.00067715i,-0.0013992+0.00048907i,-0.0010186+0.00059561i,-0.00012229+0.00018188i,0.00081026+0.00070552i,0.0014211+0.00088132i,0.0020581-0.0004298i,0.0011408-0.00080153i,-0.00076192-0.00025678i,-0.0010603+0.00031753i,-0.00082306+0.00046588i,-0.0004571+0.00075055i,-0.00024153+0.0002764i,-0.0003088-0.0003816i,-0.00033266-0.00048784i,-0.00032394-0.00030404i,4.1186e-05-4.7401e-05i
0.0015234+0.00093049i,0.002062+0.0021325i,0.002618+0.0016068i,0.0021553-0.0001899i,0.0012368-0.00051348i,3.8229e-05-0.00037951i,-0.00080898-5.1409e-05i,-0.0007533+0.0001566i,-0.00043569+0.00052233i,2.7696e-05+0.00045577i,9.3963e-05-9.5174e-05i,0.00033088+9.5212e-06i,0.00066764+0.00039756i,0.00059153+0.00047331i,0.00070592+0.00024731i,6.5338e-05+0.00036108i,-0.00046332+0.00035513i,-0.00082769+0.00027319i,-0.0012072-0.0001578i,-0.00080797+0.00029631i,0.00041592+0.00037381i,0.00102-0.00026503i,7.0611e-05+4.3115e-05i
-0.0019679-0.0008652i,-0.00041408-0.00053037i,-0.00078571-1.4921e-05i,-0.001368+0.00086871i,-0.0014505+0.0017206i,-0.0011957+0.0012603i,-0.00064456+7.206e-05i,-0.00088228-0.00062872i,-0.00099773+0.00018305i,-0.00058253+0.00081087i,0.00020627+0.0010658i,0.00074938+0.0008809i,0.00010993+0.00027431i,0.0001019+0.00033722i,0.00036011+0.00066055i,0.0001064+0.00018243i,0.00025207+0.00013949i,0.0003035+8.3737e-05i,-9.0027e-05-0.00035024i,0.0004128-0.00048726i,0.0010087+1.7258e-05i,0.00035015+0.0004087i,-0.00025862+2.2489e-05i
0.00016803-0.00061768i,0.00036443-0.00076599i,-0.0010256-0.00075943i,-0.0022282+0.00031402i,-0.0015708+0.0011071i,-0.00027036+0.0014128i,-0.00068646+0.0010367i,-0.0011163+4.7324e-05i,-0.00095025-0.00019997i,-0.00060749+0.00056243i,-0.00040232+0.00084774i,-0.00040366+0.00091125i,-0.00034134+0.00073893i,-5.4749e-05+0.00086699i,0.00063258+0.0010691i,0.00051507+0.00061942i,0.000123+0.00088474i,0.00078473+0.0011952i,0.00086675+0.00079192i,0.00068588+0.00022598i,0.0012626+2.23e-05i,0.00097417+0.00014756i,0.00016444-4.5509e-05i
-0.00090322-0.00010605i,-0.00037549-0.00049115i,-0.00099969-0.0014068i,-0.0016147-0.0006372i,-0.0015479+0.00033768i,-0.0015943+0.00065064i,-0.0013597+0.0010888i,-0.0010661+0.0011554i,-0.0006406+7.0246e-05i,-0.00050082-0.00054102i,-0.00073118+0.00088604i,-0.00051792+0.00086756i,-0.00065277-0.00044354i,-0.00041051-0.00031736i,-0.00010706+0.00030724i,-0.00022151+0.00048284i,0.00052267+0.00025077i,0.00076945-8.3437e-06i,0.00040263+0.00076504i,0.00016063+0.00067897i,-0.00014474+0.00037229i,-7.1431e-05+0.00029916i,1.3833e-05-0.00056567i
0.00045832+0.0012138i,0.0018088+0.00094077i,0.002373+0.0011641i,0.0012552+0.0013414i,0.00016525+0.00085252i,-0.0007051+0.00031401i,-0.0016492-8.3437e-05i,-0.0021526+0.00012074i,-0.0022185+0.00053276i,-0.0024573+0.00086746i,-0.0014547+0.0011028i,0.00067763+0.00076262i,0.0005032+0.00026453i,-0.00047074+0.00023884i,-9.9678e-05-0.0001233i,0.00015711+0.00015058i,0.00013865+0.00067935i,6.753e-05+0.00035869i,6.1811e-05+0.00011617i,0.0002817-1.7738e-05i,0.00042688-0.00041656i,0.00045484-0.00042086i,0.00030879+0.00011504i
-0.00025628-0.00071408i,-0.00081281-0.0002165i,-0.00184+0.001432i,-0.0013374+0.002574i,-0.0001739+0.0026734i,0.00021881+0.0018749i,0.00081651+0.0014003i,0.00043801+0.0011074i,-0.00067669+0.00039798i,-0.0009234+0.00062506i,-0.00070636+0.00071828i,-0.00019071-0.00026307i,-0.00018373-0.00049372i,-0.00058112+0.00012753i,-0.0010099+0.0001101i,-0.00043563+0.00039984i,9.3818e-05+0.00085978i,-0.00031152+0.00083085i,-0.00056126+0.00092067i,-0.00026837+0.0013256i,0.00018275+0.001052i,6.3269e-05+0.00076688i,0.00029994+0.0014695i
0.00077394+0.00089544i,9.72e-05-0.00022765i,0.00072476-0.00097245i,0.00015775-0.00039374i,-0.0010668-0.00042247i,-0.0021962-0.00047335i,-0.0021971+0.00034928i,-0.0010236+0.00080879i,-0.00024325+0.0013207i,7.4063e-05+0.0014439i,0.00010538+0.0010579i,-0.0004134+0.00023352i,-0.00049577-0.00042355i,0.00014262-0.00021349i,-0.00093898+0.00043997i,-0.0019152+0.00075941i,-0.00092663+0.00047166i,-0.00025352+0.00049811i,0.00043013+0.00015387i,0.00093308-0.00025547i,0.00045753-5.0631e-05i,0.0006105+0.00048949i,0.0010335+0.0005625i
0.00039625+0.00075994i,0.0009338+0.00060817i,0.00019366+0.00028572i,-0.00055644-0.00010033i,-0.00013936-9.3039e-05i,-0.00012819+0.00046804i,9.6033e-07+0.00028269i,-0.00088777-0.00013728i,-0.0012187-0.00040487i,-0.00079711+0.00013134i,-0.00037065+0.0008419i,-3.3896e-05+0.00061841i,-9.7824e-05-0.0004261i,-0.00013158-0.00049268i,-0.00072881+0.00033063i,-0.00059213+0.0011177i,-0.00034658+0.0015571i,-0.0006625+0.00049541i,-0.00045315-0.00031777i,-0.00030272-0.0004473i,-0.00069071-0.00044513i,-0.00090089-0.0005029i,-0.00014395-0.00033319i
-0.00067615-0.00067099i,0.00020009+0.00057043i,-0.00069837+0.00030501i,-0.0001704+0.00036546i,-0.00034318+0.0010895i,-0.0010714+0.0012006i,-0.00099734-3.6468e-05i,-0.0007812-0.00053493i,-0.00081444-0.00071359i,-0.0003894-0.00031763i,0.00064124+0.0010989i,0.0011621+0.0014487i,0.001036+0.00036308i,0.0011988-0.00038703i,0.0011097+0.00028906i,0.00077367+5.9637e-05i,0.00029863-0.00055995i,-0.00014504-0.00037226i,0.00019337-0.00042662i,0.00057446-0.00080678i,0.00040173-0.00072419i,-0.0002614-0.00027278i,-0.00054928-8.6024e-05i
-0.0028354+0.00083511i,-0.0025388+0.0016769i,-0.0027558+0.0024991i,-0.0018249+0.0026436i,-0.00032775+0.0023505i,0.00054308+0.0011727i,0.00032103+0.00042373i,-0.0011162+0.00047466i,-0.0013294+0.0011298i,-0.00069445+0.0016024i,-7.2205e-05+0.00087111i,0.00049621-5.9654e-05i,0.00079978-0.00029139i,0.00033798+7.6603e-05i,-0.00038167+0.00013608i,-0.00065908+0.00078105i,-0.00049549+0.0010223i,-0.00024816-0.00015031i,0.00017445-0.00012885i,0.00062242+0.00034546i,0.00083445+6.6023e-05i,0.00047492+0.00039184i,0.00011982+0.00081975i
0.0029057+0.0013071i,0.0016408+0.0011424i,0.00089374-0.00039571i,-2.3713e-05-0.0010172i,-0.001501+2.6661e-05i,-0.002357+0.00088909i,-0.0020243+0.00029902i,-0.0008934-0.00026777i,-0.00081435-0.00040388i,-0.0011459-0.0003619i,-0.00037315+0.000504i,0.00075283+0.00069633i,0.00045161+0.00023765i,-3.7456e-05-0.00014055i,0.00014666-0.00025293i,0.00024841+0.00061857i,-0.00034171+0.0014829i,-3.4693e-05+0.0017086i,0.0010904+0.00081507i,0.0012956-0.00021736i,0.00064818-0.0010146i,0.00045112-0.0010239i,0.00030366-0.0010092i
-0.00015201-0.00023612i,0.00088816-0.000829i,0.0014701-0.0011637i,0.00048687-0.00067884i,-0.00084521+0.00036291i,-0.0016331-0.00021961i,-0.0021973-0.00080685i,-0.0016384+0.0001042i,-0.0010586+0.00046465i,-0.0016577+0.00080253i,-0.0010188+0.00076203i,0.00064049+0.00039682i,0.0015982+0.00055604i,0.00083274-1.5871e-05i,-0.00061244-0.0001091i,-0.0005911+0.00042126i,-0.00077121+0.00074772i,-0.0011787+0.00095337i,-0.00024989-5.4618e-05i,0.00064077-0.00047859i,-6.6601e-05-0.00019796i,-0.00049577-0.00047258i,-0.00050848-0.000211i
0.00019575+0.00086053i,-0.00082902+0.0011771i,-0.00015548+0.0022498i,0.00044371+0.00333i,-6.8519e-05+0.0030029i,-0.00017344+0.0013136i,-0.00059856-4.2857e-05i,-0.00079945-0.00044376i,-0.0012198-0.00048964i,-0.0014755-0.0004761i,-9.427e-05-0.00035352i,0.0012181-0.00072699i,0.0012656-0.001257i,0.00063728-0.00087787i,-0.00012936-0.00040367i,-0.0010236-0.00016919i,-0.0012691+0.00049796i,-0.00062957+0.0002478i,-0.00015875-0.0002859i,-4.0292e-05+0.00014311i,-0.00016127+0.00064969i,-0.00057002+0.0011529i,-0.0006906+0.00074494i
-0.0017798+0.00189i,-0.0015314+0.0012506i,-0.0016716+0.00033623i,-0.0015849+0.0013565i,-0.0013233+0.0021265i,-0.0010176+0.0011475i,-0.001055+0.00070641i,-0.00046433+0.00044439i,-0.00026583+0.0003761i,-0.0005344+0.00064101i,-4.636e-05-0.00011712i,0.0010689-0.00079767i,0.0017662-0.00036078i,0.00078349+5.2622e-05i,0.00016745+0.00023573i,4.3245e-05+0.00038863i,-0.00047908+0.00075784i,-0.00055448+0.00079375i,-0.00075419+0.00045831i,-0.00086878+0.00012779i,-0.00038388-0.00051729i,0.00040252-0.00072185i,0.00014643-0.00029954i
