0.00020642+0.00070023i,-0.0014834-0.00079654i,-0.0017394-0.0015979i,-0.0001207-0.0014293i,-1.69e-05-0.00059317i,-0.0012986+0.0015398i,-0.00049815+0.002282i,0.0010358+0.0012459i,0.0012908+0.00055103i,0.0014815+4.9478e-05i,0.001416-6.154e-05i,4.2738e-05-0.00031191i,-0.0010498-0.00013774i,-0.00082151+4.4493e-05i,-0.00013644-0.00051922i,0.00057502-5.6939e-05i,-0.00017957+0.00058111i,-0.0010656+2.4853e-05i,-0.00087815-0.00050704i,-0.0002822-0.00041678i,-9.0429e-06-0.00062169i,0.00052033-0.00080459i,0.00074048-0.00027447i
0.0008082+0.0031914i,0.0012638+0.0022803i,0.0014889+0.0022805i,0.0020419+0.0014289i,0.0025315+0.00012447i,0.0025372-8.8779e-05i,0.0016168+0.00059157i,0.00091595-0.00027882i,0.00061892-0.00072592i,0.0007074-0.00058161i,0.00070242-0.0009857i,1.8563e-06-0.00029247i,-0.00064466+0.00087391i,-0.00023176+0.00019986i,0.00054533-0.00077437i,-0.00020491-0.00066465i,-0.00078083+0.00024025i,-0.00074768+0.00049922i,-0.00078913+0.00028823i,-0.00038422+0.00051806i,5.6919e-05+0.0011999i,-0.00022509+0.0014196i,-0.00061259+0.00049817i
-0.00041204+0.00061938i,-0.00072952+0.0010019i,-0.00060554+0.00021814i,-0.0012311+0.00041907i,-0.00079892+0.0019465i,0.0012105+0.0025036i,0.001673+0.0013159i,0.0011375-6.4378e-05i,0.00079246-0.0004196i,0.00018747-0.00071532i,0.00012845-0.0010365i,0.00035025-0.0011931i,0.00035056-0.0011275i,4.5051e-05+6.5529e-05i,-0.00074652+0.00095247i,-0.0013086+0.00093604i,-0.0010279+0.00053851i,-0.00055328+0.00054008i,-0.00038836+0.00076501i,0.00021952+0.00044317i,0.00043148-0.00035111i,-0.00012586-0.00080593i,-0.00039539-0.00027586i
-0.0034613+0.0015172i,-0.0020527+0.0011582i,-0.00070881+0.0021561i,0.0010115+0.0018478i,0.0022041+0.0016281i,0.0023841+0.0012817i,0.0023914+0.00094351i,0.0016847+0.0012474i,0.0010543+0.00076391i,0.0012166-7.7043e-05i,0.0012228-0.00031994i,0.00061413-0.0012219i,0.00010984-0.001038i,-0.00032447-8.3759e-05i,-0.00092847-0.00015829i,-0.00091902+1.0301e-05i,-0.00027556+0.00035781i,-0.00063958+0.00018821i,-0.00059003+2.9532e-05i,0.00045252+8.7478e-05i,0.00080376+7.6661e-05i,0.00065399+9.8934e-05i,0.00068044+5.5376e-05i
0.00071388-0.0014988i,0.00051747-0.001435i,9.9896e-05-0.0021648i,-0.00074852-0.0018002i,-0.00080398-0.00027775i,0.00062154+0.001438i,0.0017888+0.001665i,0.0017521+0.00065235i,0.0012162-6.4978e-05i,0.00076291-0.00077674i,0.00063107-0.00077512i,7.3682e-05-0.00032549i,-0.00069166+0.00018037i,-0.00096746-5.9903e-05i,-0.0012776-0.00036327i,-0.0013797-0.00035215i,-0.00077082-2.8449e-05i,-0.0003613+0.00026346i,-0.00013719+0.0005277i,-0.00023941+0.00058295i,6.9752e-05+0.00037188i,-0.00043477-0.00020721i,-0.00051106-0.0001446i
-0.00060634+0.00092243i,0.00085119+0.0008933i,0.001087+0.00086642i,0.00091241+0.00089228i,0.0012222+0.0019178i,0.0014685+0.0018127i,0.0017645+0.00059315i,0.0021478-0.00012083i,0.0011014-0.0005204i,0.00044421-0.00042914i,0.00051093-0.00048145i,0.00011758-0.00057032i,-0.00036467-9.0555e-05i,-0.00073244-7.2451e-05i,-0.0016396-0.00037876i,-0.0013434-0.00046145i,-0.000422-0.00014441i,-0.00088394+0.00024442i,-0.00094741+0.0009303i,-4.5968e-05+0.00081529i,0.00019588+0.00027483i,-0.00030153-0.00034536i,0.00021685-0.00045389i
-0.0014627+0.0023314i,-0.0010047+0.00125i,-0.0012621+0.0014253i,-0.00048998+0.001203i,0.00054298+0.00065565i,0.00099328+0.00047773i,0.00090449+2.9036e-05i,0.0010423+7.3347e-05i,0.0010182+0.0003172i,0.0018043+0.00022467i,0.0016888+2.2914e-05i,0.0011939-0.00051483i,0.0010099-0.0011319i,0.00067447-0.00093601i,0.00026804-0.00050848i,-0.00036498-0.00016918i,-0.00051611+0.00028629i,-0.00047914+0.00050365i,-0.00010613+0.00072689i,0.00020594+0.00042638i,-5.2285e-05+0.00034643i,0.0002041+0.00052874i,-0.0001704+0.00027476i
0.00058302+0.0011937i,0.0021734-0.00028703i,0.0033399-0.0017502i,0.0022434-0.0015419i,0.00036973-0.0012011i,0.00085828-0.00032784i,0.0023163+0.00075298i,0.0021997+0.00036698i,0.0014849-0.00069579i,0.0011635-0.00048479i,0.0006288-0.00051445i,0.00022008-0.0010195i,-0.00012108-0.0014406i,-0.00055907-0.0010598i,-0.00025553+0.00014932i,-0.00027423+0.0003859i,-8.1277e-05+0.00030083i,0.00038193+8.2148e-05i,2.3205e-05-0.00041906i,-0.00019124+0.00026248i,-9.1975e-05+0.00057607i,0.00018889+0.00034764i,0.00039688+0.00055599i
0.0008025-0.0036011i,0.0008533-0.0029863i,-0.00083913-0.0024705i,-0.0014589-0.0019775i,-0.0012514-0.00080542i,-0.00087881+0.0010664i,-1.9854e-05+0.0013269i,0.00044994-2.5975e-05i,0.00015269-0.0010882i,-0.00053631-0.001252i,-0.00047178-0.00047511i,0.00069268-7.5219e-05i,0.0012275-0.00027944i,0.00089428-9.0124e-05i,0.0010007-0.00024184i,0.0005165-0.00032015i,-0.00020545+0.0002424i,-0.00096176+0.00070166i,-0.0010313+0.00014728i,-0.00022452-0.00026339i,-6.2514e-05-0.00035771i,-0.00029432-0.00096913i,-0.00038254-0.00065676i
-0.00033859-0.00076344i,-0.00054408+0.00013223i,-0.0012171+0.0003674i,-0.0020817+0.00034826i,-0.0019173+0.00072572i,-0.00069531+0.0010871i,0.00068806+0.0010259i,0.0014511+0.00025556i,0.0015661+6.6246e-05i,0.000985+0.0001355i,0.00068776-0.00024887i,0.0011649-0.0002282i,0.00132-6.8726e-05i,0.00089828+8.5382e-05i,0.00087005+4.9903e-05i,0.00031297+0.00035572i,-0.00053012+0.00068206i,-0.0011484+0.0006792i,-0.00088979+0.00023141i,-0.00065312-0.00023256i,-0.00051525-0.00034206i,7.1959e-05+0.0001346i,0.00021251+0.00020352i
-6.6891e-05-0.0024212i,-0.0010768-0.0018767i,-0.001916-0.0011871i,-0.0013983-0.00044248i,-0.00014102+0.00016112i,0.0011529+0.00082011i,0.0021036+0.0005244i,0.0017383-0.00042935i,0.0009401-0.00051812i,9.5033e-05-9.7834e-05i,0.0002426+0.00040875i,0.00028157+0.00041774i,-0.00035703+0.00051625i,-0.00044851+0.0007844i,0.00010566+0.00034628i,0.00061756-0.00019186i,0.00072674-0.00027679i,0.00068081+9.1778e-05i,2.3582e-05+0.00028654i,-0.0010395+0.00018358i,-0.0011202+0.00023008i,-0.00052013-0.00027281i,-0.00031585-0.00073608i
0.0021945-9.5514e-05i,0.0017285-0.0011416i,0.0012203-0.0020558i,0.00086381-0.0018593i,0.0011669-0.00064212i,0.0022519+0.00047556i,0.0025901+0.00037844i,0.0020681-0.00050295i,0.0015239-0.0011676i,0.00087119-0.00038943i,0.00043361+4.923e-05i,6.4251e-05-0.00043678i,-0.00089242+0.00019983i,-0.00060228+0.00061484i,-0.00014139+0.00037209i,-9.9567e-05+4.258e-05i,-0.00013279-0.00042821i,1.8778e-06-0.00014143i,0.00045574+0.00051742i,0.00065088+0.00041285i,0.00097998+0.00043447i,0.0010101+0.0005925i,0.00046787+0.00011369i
-0.00048912+0.0012261i,-0.0002649+0.0017713i,0.00012206+0.0014417i,0.00024523+0.001309i,0.0009003+0.00087903i,0.0018319+0.001323i,0.0015915+0.0020569i,0.0011131+0.0015264i,0.00079637+0.00075673i,0.00070916+0.0003188i,0.00072106+0.00010549i,-1.2266e-05+0.0003395i,-0.00052645+0.00021152i,-0.00044805-5.208e-05i,-8.9737e-05-0.00012021i,-0.0012071+0.00029019i,-0.0021598+0.00067111i,-0.0012312+0.00050515i,0.00027251+0.00073223i,0.00064575+0.00072175i,0.00023505+0.00037469i,0.00059792-0.00047326i,0.0012991-0.00042646i
-0.00017895+0.0029843i,0.00011432+0.0022614i,0.00086073+0.0013298i,0.0014373+0.00086384i,0.0011787+0.00048262i,0.0011615+0.00074992i,0.0015512+0.00093365i,0.0011794-0.00066425i,0.0011788-0.0011732i,0.00091911-0.00088843i,0.0010463-0.0012598i,0.0013605-0.0011626i,0.00044862-0.00076624i,-0.00020845-0.00089514i,3.2681e-06-0.0011121i,0.00030453-0.00063952i,0.00026567+0.00022441i,-9.4998e-05+0.00057732i,0.00041126+0.00063046i,0.00071958+0.00036931i,0.00049341+0.00024931i,0.00049241-0.00016847i,-0.00022521-0.00063471i
-0.0012323+0.0010367i,0.0004468+0.0018627i,-0.000306+0.0015943i,-0.0012938+0.00066138i,-0.00016364+0.00085533i,0.00073498+0.0011157i,0.0013839+0.0010833i,0.0016109+0.00047128i,0.0007872-0.00024903i,0.000371+0.00044513i,0.00073281+0.00066474i,0.0010013+3.9976e-05i,0.00024821+0.00039278i,-0.00063544+0.00061377i,-0.00080476+0.00071229i,-0.00080751+0.0005944i,-0.00054311+0.00069805i,-0.00034667+0.00035516i,-0.00050169-4.9943e-06i,-0.00025302+0.00038156i,-0.00065241+3.1395e-05i,-0.00071293-0.00078315i,3.2311e-05-0.0010101i
0.0016948+0.0021316i,0.0010116+0.00080617i,0.00071389-0.00025697i,0.00094446-4.3986e-05i,0.0012354-5.7386e-05i,0.0019351-0.00093998i,0.0021327-0.0006075i,0.0011949-0.0009592i,0.0006098-0.00061401i,0.00058447+0.00059187i,0.00060163+0.00030132i,0.0001313-0.00069036i,-0.00067571-0.0010356i,-0.0013058-0.00047784i,-0.0013735+0.00078116i,-0.00077277+0.0012123i,0.00011582+0.00052413i,0.00044863+3.2096e-05i,0.00041476+0.00028459i,0.00024456+0.00026367i,0.00014047-0.00056025i,0.00023956-0.0011005i,0.00081254-0.00098706i
0.0016886+0.00047415i,0.00089491-0.0014295i,0.0014473-0.0026674i,0.00020446-0.0026294i,-0.00089525-0.00070782i,-0.00032528+0.0013996i,0.00040915+0.0013126i,0.00072575+0.00043384i,0.00037526-0.00019034i,-0.00018904-0.0013687i,-0.00018044-0.0018954i,-7.1064e-05-0.00094871i,-7.1811e-05-0.00043861i,5.515e-05-0.00044838i,-9.7731e-05-0.00059637i,-0.00041428-0.00088002i,-0.0010899-0.00052216i,-0.0017308-0.00013913i,-0.0014791-0.00027415i,-0.00059889+3.8764e-05i,-0.00033877-0.00022409i,0.00014058-0.00073681i,0.0011566-0.0007242i
0.0017107+6.7125e-05i,0.0013214+0.0001211i,0.0012235-0.0010736i,0.00045518-0.0013397i,-7.1338e-05-0.00028206i,0.00072881+0.00045276i,0.0010234+0.00089552i,0.00046448+0.001071i,0.0010123+0.00029447i,0.0011433-0.00013721i,8.232e-05-5.758e-05i,0.00020008+0.00010973i,0.0002653+0.00015136i,5.0487e-05+0.00036174i,0.0001743+0.00045464i,0.00011478+0.00045323i,-0.00040125+0.0008981i,-8.858e-05+0.00020618i,-0.00023614-0.00049173i,-0.0001652+8.7532e-05i,0.00049775+0.00027927i,0.00099668+0.0002787i,0.00087815-0.00018907i
-0.00041877-0.00096278i,7.5885e-05+4.347e-05i,-0.00092922+4.185e-05i,-0.0021207-0.00012869i,-0.001492+0.00083129i,0.00017212+0.0013524i,0.0012851+0.0008113i,0.0016463+0.00079387i,0.0013888+0.00042856i,0.00037779-0.00037573i,-5.4037e-05-0.00034979i,0.00048931-0.00018583i,0.00084338-2.1899e-05i,0.00057572+9.7601e-05i,0.00024976-0.00036329i,-0.00061375-0.0005271i,-0.0011832+4.2373e-05i,-0.0013127+0.00074277i,-0.001215+0.000587i,-0.00035118-0.00023944i,0.00021964-0.0003457i,0.00033889+0.00026084i,2.0157e-05-0.00012064i
-0.00061407-0.0012291i,-0.00071224-0.0015445i,-0.00088236-0.0011929i,-0.00066627-0.00026733i,-0.00030581+0.00067407i,0.001048+0.0014952i,0.0019232+0.0013787i,0.0019485+0.0001601i,0.001717-0.00032581i,0.00135+4.0859e-05i,0.0006337-0.00034434i,0.00059427-0.00067389i,0.00046827-3.6215e-05i,-4.72e-05+0.00045297i,-0.00058336+0.00039354i,-0.0008361+0.00029799i,-0.00044925-0.00021352i,4.772e-07-0.00054442i,3.3747e-05+4.3878e-05i,0.00015911+0.0010945i,0.00062503+0.0002777i,0.0007743-0.00064078i,0.00070819+0.0001703i
-0.00082598-0.0017191i,-0.00060196-0.0012991i,-0.0015462-0.000681i,-0.0018644-0.00024968i,-0.00083995+0.0002876i,0.00039843+0.0013593i,0.0011226+0.0019663i,0.0011687+0.0018825i,0.00071535+0.00050974i,0.0005645+0.00016514i,0.00096377+0.00075047i,0.0012164+0.00024784i,0.0006211-0.00016646i,-3.7398e-05-7.8497e-06i,-5.6816e-05-2.8405e-05i,-0.00072518+0.00048608i,-0.0017009+0.00078533i,-0.0013316+0.00075001i,-0.0008005+0.00081448i,-0.00084452+0.00044714i,-6.9814e-06+0.00070777i,0.0006756+0.00041182i,0.00060862-0.00013515i
0.00031937+0.0027831i,0.00010501+0.001591i,0.0016934+0.0011598i,0.003146+0.00041166i,0.0032611+0.00028102i,0.0024827+0.00057822i,0.0019466+0.00050175i,0.00051783-0.00024757i,-0.00074747-0.00082856i,-0.00058598-0.0011497i,-0.00040063-0.0010364i,-0.00039202-0.00050508i,-0.00027693-0.00042686i,-0.00040917-0.00012117i,-0.00036455+0.00013482i,-0.00053427-0.00028286i,-0.00060521-9.0306e-05i,-0.00023571+0.00028668i,9.3257e-05+0.00054736i,0.00081875+0.00034634i,0.00088342+0.00018511i,0.00068116-9.5692e-05i,0.0002267-0.00023479i
1.2683e-05+0.00075793i,-0.00027169+0.00057846i,-0.00098047-0.00023243i,-0.00061374+0.00026953i,-0.00013654+0.0011459i,0.0010468+0.0016621i,0.0019875+0.0011022i,0.0016754+0.00062664i,0.000836+0.00038073i,0.00025992+0.00017731i,0.00022557+0.00029289i,0.00050068+0.00055263i,0.00023849+0.00057865i,0.00021475+0.0003256i,0.00019121+0.00058222i,-0.00061027+0.00027963i,-0.00057484-0.0001654i,-0.00020352-0.00015561i,0.00036742-3.3283e-05i,0.00062554+0.00040084i,-7.6239e-06+0.0010064i,-0.00063848+0.0012577i,-0.00054848+0.00017963i
0.00014926-0.00024678i,-7.3339e-05-5.9271e-05i,-0.00032766+0.00029462i,0.00017387+0.00050227i,0.00053488+0.00078943i,0.00023967+0.0010295i,0.00081599+0.001115i,0.0012124+0.0013148i,0.00029738+0.0005331i,0.00019227-0.0006558i,0.00028352-0.00055984i,-0.00016035-1.8378e-05i,-0.00059253-0.00014405i,-0.00082209-0.00039848i,-0.00066337-0.00022299i,3.6367e-05-0.0006269i,0.00038428-0.00061776i,0.00034034+0.00055122i,0.00038328+0.0010404i,0.00022514+0.00075182i,-9.4238e-05+0.00016621i,-4.0403e-05-0.00078913i,0.00022795-0.00096542i
-0.00069435-0.001503i,-0.00089333-0.0011052i,-0.001243-0.00082527i,-0.0018315-0.00057657i,-0.0010452+0.0011815i,0.000204+0.001352i,0.00080182+0.00041798i,0.00075642-0.00070173i,0.00091374-0.00093676i,0.00043183+0.00044604i,0.0003111+0.00079215i,0.00058292+0.00035024i,0.00066709-0.00010684i,0.00049225-0.00013047i,0.00020949-0.00027532i,0.00024169-0.00034284i,0.00016552-0.00012053i,0.0002204-0.00019857i,-5.6982e-05-0.00097729i,-0.00064425-0.00083293i,-0.0009309+0.00096039i,-0.00032106+0.0010975i,-9.9881e-05-7.5953e-05i
0.00045695-0.0021572i,0.00075631-0.0013538i,-5.0154e-05-0.0010028i,-0.0011958-0.00022089i,-0.0017078+0.00035832i,-0.00036582+0.0018548i,0.0017419+0.0025493i,0.0017746+0.0017229i,0.0012211+0.00038321i,0.00090772-0.00060384i,0.00061242-0.00053916i,0.00023515-0.0007422i,-0.00046258-0.0011341i,0.00051744-0.00071184i,0.0013907-0.0004214i,-0.00013518+3.5039e-05i,-0.00080266+0.00033759i,7.1462e-05+0.00011719i,0.00018261+0.00018607i,7.6199e-05-0.00028611i,0.00040223-0.00059992i,0.00021277+0.00014117i,-0.00039569+0.00032697i
0.00028935-0.00090143i,0.0004937-0.0011011i,-0.00038133-0.0013905i,-0.0015014-0.001461i,-0.0016665-0.00056593i,-0.00034188+0.00052617i,0.00049168+0.00049866i,-0.00024865-0.00016313i,-0.00056866-3.6846e-05i,0.00014268+0.0002955i,0.00088518+0.00039874i,0.00015922+0.00032472i,-0.00032902+0.0003423i,-0.00011155+0.00039483i,-0.00060388+0.00065562i,-0.0006113+0.00030215i,0.0001396-0.00017366i,0.00027716+0.00040102i,0.00022856-0.00027883i,0.00041383-0.0011588i,-0.00033632-0.0013081i,-0.00091365-0.00088849i,-0.0005729-0.0011723i
-0.0010511+0.0010351i,-0.0005483+0.00035339i,-0.00098771+0.00073421i,-0.00082315+0.00089184i,0.00016276+0.0008104i,0.0010659+0.0005554i,0.00068506-0.00016973i,0.00029728-0.00053708i,0.0012466-0.0010455i,0.0017981-0.00079528i,0.00095493-0.00024487i,-0.00019252-0.00088324i,-0.0010154-0.00069201i,-0.0011285+0.0010093i,-0.00042284+0.0013227i,-3.4226e-05+0.00075217i,0.00031917+0.00073263i,0.00013285+0.00073911i,-0.00066999+0.00056359i,-0.00076753+0.00032358i,-0.00013122-0.00016377i,0.0008995-0.00056612i,0.00076733-0.00053041i
-0.00018172+0.00042798i,0.00025755+0.0015183i,0.00031364+0.0017559i,-0.00040716+0.001543i,3.7338e-06+0.001457i,0.0010268+0.00096204i,0.0009729+0.00074085i,0.00059602+0.00042311i,0.00068425-0.0007818i,0.00077856-0.0010707i,0.00091281-0.00029404i,0.00071548+0.00026854i,0.00047677-0.00020758i,0.0005196-0.00020414i,0.00026638+0.0002814i,-0.00029062+0.00025508i,-0.00056105+0.00039273i,1.1899e-05+0.00033999i,0.00028375+1.8941e-06i,5.0891e-05-0.0002053i,0.00040454-1.3988e-05i,0.0010436+0.00077861i,0.0014658+0.0004283i
0.0024718+0.0001448i,0.0021686-0.00073556i,0.001871-0.0018735i,0.00044848-0.00249i,-0.00027304-0.0024934i,0.00073323-0.00017058i,0.0012939+0.0013389i,0.0013272-0.00019076i,0.0014395-0.0011526i,0.0013354-0.00047199i,0.00060637+0.00013452i,-0.00023881+0.00012616i,-0.0006878+6.937e-05i,-0.0003121+0.00014484i,-0.00051877+0.00047016i,-0.0009937+0.00011374i,-0.0011869+0.00037033i,-0.0012844+0.00050167i,-0.00087952+0.00017424i,-0.00056788-0.0002221i,-0.00018178-0.00066187i,0.00035615-0.00019334i,0.00033459+0.00029645i
-0.00032862-7.6523e-05i,-0.00012412-0.00038183i,-9.2132e-05-0.00050859i,-0.00049419-0.00082431i,-4.9867e-05-0.00068514i,0.00071284+0.00038618i,0.001618+0.00096436i,0.0021542+0.00099259i,0.0010949+0.00059219i,-0.00023586-6.4385e-05i,-7.8888e-05-9.5662e-05i,0.00064471+0.00029143i,0.00057777-8.5189e-05i,0.0003223-0.00084691i,-0.00064101-0.00062927i,-0.0011692-0.00018014i,-6.6259e-06-0.00022179i,0.00068106-0.00063613i,0.0010317-0.00053698i,0.00075085-0.00019034i,-9.008e-05-0.00016108i,2.5415e-05-0.00038644i,3.7148e-05-0.00082618i
-0.0024646+0.001574i,-0.0019736+0.0013931i,-0.0020122+0.002165i,-0.0014429+0.0023495i,4.9081e-06+0.0018894i,0.0013816+0.001821i,0.0017291+0.001046i,0.0013421+0.00011423i,0.00086141-0.00033643i,0.00052579-0.00032813i,0.00038878+0.00010061i,-3.436e-05+0.00057813i,-0.0007192+0.00053563i,-0.0011826+0.00028498i,-0.00093937+2.527e-05i,-0.00061289+0.00017509i,-0.00096002+0.0003589i,-0.0015808+0.0006405i,-0.00073195+0.000286i,0.00023256+0.00029616i,0.0007259+0.00059274i,0.0014386-0.00013927i,0.0016134-0.00033479i
0.00073047-0.0016216i,0.00023201-0.0024271i,-0.00051091-0.0029606i,-0.0010819-0.0018732i,-0.00098974+0.0002013i,-0.00054945+0.0015529i,0.0009574+0.00073512i,0.0019496-3.0111e-05i,0.00055988-0.00018011i,-0.00067702-1.0547e-05i,-0.00069345-7.5841e-05i,-0.00012162-0.0010645i,-3.229e-05-0.0010346i,-0.00010636-0.00094773i,0.00029357-0.00046526i,0.00061366+0.00051027i,-0.00063319+0.0011025i,-0.00091112+0.00048612i,-7.1895e-05-0.00012631i,0.00022551+0.0002327i,-0.00020525+0.00056255i,-0.0011446+0.00032236i,-0.0013433-0.00049187i
-0.00027183-0.0030993i,5.6199e-05-0.0028401i,-0.0019763-0.0030366i,-0.0037951-0.0019434i,-0.0024504-0.00053471i,-0.00097357+0.00090575i,0.00035438+0.0011288i,0.001861-3.0995e-05i,0.0015647-0.00080637i,0.00050279-0.00090734i,0.00026275-0.00061707i,-0.00016389-0.00026116i,7.5172e-05-0.00040129i,0.00063641-0.00065464i,0.00045471-0.00095606i,-0.00025449-0.0010443i,-0.00063325-0.00092545i,-0.00058228-0.00018959i,-0.00081347+0.00078063i,-0.00077131-0.00022668i,-6.3042e-05-0.0007426i,0.00026622-0.00063807i,0.0002475-0.00044667i
-0.0018404+0.00091191i,-0.0024238+0.0013333i,-0.0017182+0.0013575i,-0.00011374+0.001434i,0.00054985+0.0010818i,0.0012721+0.00093007i,0.0018623+0.0013561i,0.001476+0.00099773i,0.00083893-6.1051e-09i,0.00019046-8.8961e-05i,0.00076333-9.4567e-05i,0.00094127-0.00030053i,-0.00013658-0.00066168i,-0.00084273-0.00054895i,-0.0013862-0.0005299i,-0.0012323-0.00086872i,-0.001062-0.00054589i,-0.00020763-0.00035014i,5.1892e-05-0.00054173i,-0.00062398-0.00070913i,-0.00085075+0.00020728i,-0.00076412+0.0010396i,-0.00060623+0.00091476i
0.00092143-0.00069957i,-0.00010917-0.00050719i,-0.0003389+0.00049782i,-0.00030659+0.00059245i,-5.9513e-05+0.00041332i,0.0007431+0.0011597i,0.0016873+0.00092039i,0.0020102-0.00031755i,0.0014906-0.0008053i,0.00023504-0.00043316i,-3.1605e-05-0.00012111i,0.00064448-0.00037543i,0.00055399-0.00073909i,0.00047228-0.00080899i,0.00095597-0.00032236i,9.1313e-05-5.8505e-06i,-0.00068373-0.00026497i,-0.00043259-3.6592e-06i,-0.00027238+0.00039559i,-1.4679e-05+0.00044355i,3.3525e-05+0.00063863i,-0.00024701+0.00063656i,-0.00015466+0.00048614i
-0.0022299-0.0014519i,-0.0020594-0.00085589i,-0.0032906-0.0014461i,-0.0025259-0.0012145i,-0.00076395+0.00074949i,0.00028757+0.0015993i,0.00096692+0.00071353i,0.00073986-0.00022424i,0.00030492-7.5872e-05i,2.7677e-05+0.00019634i,6.5636e-05-0.00010165i,0.00029904+1.7221e-05i,-4.0073e-05+0.00059465i,-0.00020625+0.00088341i,-0.00053432+0.0012202i,-0.00043369+0.00049001i,8.7791e-05-0.00044294i,-0.00068086-0.00020472i,-0.00070099+0.00019672i,3.3599e-05+0.00050863i,-0.00012279+0.00018836i,-0.00042985+1.9025e-05i,-0.00068172-7.4033e-05i
0.00052678-0.0010313i,0.00097515-0.00010752i,0.00043625-0.00064304i,-7.0194e-05-0.0001448i,-0.00028587+0.000668i,0.0006073+0.0010793i,0.0014457+0.001407i,0.0013174+0.00077402i,0.0013529+0.00059301i,0.0011589+0.00039412i,0.00023062-0.00015433i,-0.00039119+0.00011696i,-0.00056799+0.00052023i,-0.00059338+0.00094788i,-0.0006387+0.00028473i,-0.00069268-0.00060429i,-0.0011052-0.00062577i,-0.0013281-0.0005003i,-0.0013624-0.0008346i,-0.0010741-0.0010574i,-0.00022522-0.00026744i,0.00038478+0.00033189i,0.00038486-4.6932e-06i
0.00082095-0.0010221i,0.00017323-0.0013492i,8.1483e-05-0.0017545i,-0.00034502-0.0015293i,-0.0010431-0.0010842i,-0.00043938+0.00024701i,0.0010151+0.001554i,0.0018756+0.0013138i,0.0016192+0.00037001i,0.0012688-0.00037225i,0.00016972-0.00041024i,-0.00062816-0.00012578i,-0.00015527-4.6031e-05i,0.00016021+1.1653e-05i,2.4485e-05+0.0003604i,-0.00035631+0.0011678i,-0.00052896+0.0010494i,-0.00021295-8.4672e-05i,-0.00030348-0.00041619i,-0.00017743+1.0631e-05i,0.00030333+4.7011e-05i,8.7479e-05-0.00028073i,-0.00019561-0.0006633i
-0.00041948+0.00091349i,0.00020474+0.0012907i,0.000403+0.0025618i,0.0010197+0.0032046i,0.0014373+0.0023956i,0.0014097+0.00089362i,0.00059931+8.082e-05i,0.00025012+0.00030902i,0.00053548+0.00089332i,0.00080995-0.00016656i,0.00061686-0.00083198i,-4.9867e-05-4.175e-06i,-4.0769e-05+0.00034817i,-0.00012532+0.00018241i,0.0001892-0.00030826i,-0.00012258-0.000213i,-0.00091666+0.0003795i,-0.00080214+0.00039706i,0.00012695+0.00067128i,0.00047746+0.0010068i,7.3546e-05+0.0010918i,-6.5532e-06+0.00021908i,-0.00040486-0.00075738i
-0.00057743-0.0020105i,-0.0001951-0.0024046i,-0.00070426-0.0029482i,-0.001842-0.002626i,-0.0020962-0.0016814i,-0.0008229+1.8687e-05i,0.00079372+0.00060385i,0.0009931+9.108e-05i,0.00099029-0.00033142i,0.00085433-0.00020052i,0.00045791-0.00016181i,0.00055314+0.00013802i,5.8176e-05+0.00069829i,-0.0003737+0.00024103i,-0.00016054-0.00024836i,-0.00031895-0.00048282i,-0.00026332-0.00073301i,0.00050581-0.00025085i,0.00094531-0.00016238i,0.00085069+0.00018038i,0.00032647+0.00041268i,5.564e-05+0.00019465i,-0.00035499-0.00073937i
0.00022678-0.0016677i,-0.00028511-0.0021025i,-0.0009364-0.001818i,-0.001728-0.00065648i,-0.00075289+0.00029105i,0.00065734+0.00081027i,0.0014358+0.00095079i,0.0013745-0.0001839i,0.000908-0.00090985i,0.0010754-0.00027553i,0.00058994+0.00065864i,1.4454e-05+0.00028183i,-0.00043146-0.000189i,-0.00068309+4.8868e-05i,-0.0002968-0.00010591i,-0.00010345-0.00063565i,-0.0001738-0.00043984i,-0.00019518+0.00028694i,-0.00013888+0.00042895i,-0.00047432+0.00054899i,-0.0008143+0.00011524i,-0.00051298-0.00016871i,0.00019005+0.00044948i
0.00036231-0.00021806i,0.00096342-0.00098892i,0.0011333-0.0009326i,0.00071088-0.0014143i,-0.0002775-0.00018181i,-0.00014066+0.0013179i,0.00080923+0.00056014i,0.00099935-2.2334e-06i,0.00080538+0.00050454i,0.00039008+4.6783e-05i,-6.6384e-05-0.00086596i,-0.00047027-0.0011611i,-0.00047076-0.00080298i,-0.00050086-0.00021758i,-0.00025691-0.00018261i,-9.3694e-05-7.2749e-05i,-0.00052442-0.00034709i,-0.00079066-0.00012656i,-9.8716e-05-0.00031414i,0.00040269-0.00086675i,-0.00033935-0.00018342i,-0.00065552+0.00020333i,-0.00075419+0.00030872i
0.0029504+0.00051431i,0.0024689+0.00083536i,0.002489-0.00066673i,0.0022079-0.0010505i,0.0010596-0.00156i,0.0011321-0.0014777i,0.0014231+5.1623e-06i,0.00047753+0.0006575i,0.00012715+0.00039444i,0.00040412+0.00015624i,-9.0251e-05-0.00018154i,-0.00071104+3.5998e-05i,-0.00046783+0.00040414i,-0.00017034+0.00083003i,0.00033302+0.0013902i,0.00069976+0.0013557i,4.8563e-05+0.00048882i,-0.00052791+9.8956e-05i,-0.00062984+9.5139e-05i,-0.00042403+0.00039882i,0.00049395+0.00017494i,0.00068351-0.00026883i,-3.313e-05+4.4167e-05i
