0.00020642+0.00070023i,-0.0014834-0.00079654i,-0.0017394-0.0015979i,-0.0001207-0.0014293i,-1.69e-05-0.00059317i,-0.0012986+0.0015398i,-0.00049815+0.002282i,0.0010358+0.0012459i,0.0012908+0.00055103i,0.0014815+4.9478e-05i,0.001416-6.154e-05i,4.2738e-05-0.00031191i,-0.0010498-0.00013774i,-0.00082151+4.4493e-05i,-0.00013644-0.00051922i,0.00057502-5.6939e-05i,-0.00017957+0.00058111i,-0.0010656+2.4853e-05i,-0.00087815-0.00050704i,-0.0002822-0.00041678i,-9.0429e-06-0.00062169i,0.00052033-0.00080459i,0.00074048-0.00027447i
0.00013392+0.0014344i,0.0020106+0.0004442i,0.0022932+0.00024077i,0.0018211-3.7164e-05i,0.00095357-0.00082999i,0.00077311-0.00022173i,0.0016476+0.0014128i,0.0016399+0.0018423i,0.0009817+0.001312i,0.000274+0.00075621i,0.00052556+0.0004965i,0.00053741+0.00032879i,0.00018204+5.0307e-05i,0.00023291-0.00029586i,0.00035426-0.00032235i,0.00033553-0.0003753i,0.00047083-0.00074754i,0.00086786-0.00023011i,0.00046328-0.00017118i,-0.00018228-0.0010558i,-0.00038114-0.00064977i,0.00027194+0.00051217i,0.0013173+0.00037367i
0.00020843+0.00068816i,0.00079441+0.00028859i,0.0016628-0.00026087i,0.0014634-0.0013337i,0.00041135-0.0017678i,0.0007457+0.00056226i,0.0012409+0.0026837i,0.0014058+0.002603i,0.0022397+0.0023031i,0.0014135+0.0016571i,0.00034213+0.0001649i,0.00054607-0.00039007i,0.00017692+1.3955e-05i,-0.00033925-0.00021202i,-0.00085287+5.7582e-05i,-0.0012548-0.00040829i,-0.0007531-0.0010707i,-0.00051131-0.00013835i,-0.00084417+0.001307i,-0.00052023+0.0011554i,-2.8101e-05+0.00098966i,0.00036959+0.0012684i,0.00047178+0.00050631i
-0.0028554-0.00098802i,-0.0025625+0.00047184i,-0.0023305+0.0012966i,-0.0014407+0.0016219i,-0.00063743+0.0014106i,0.00027055+0.0011522i,0.0010333+0.0023477i,0.00086987+0.0019247i,9.8409e-05+0.0011395i,-1.5965e-05+0.0006342i,-0.00022187-0.00022017i,-0.00018615+0.00016443i,-0.00053171+0.00025008i,-0.0012645-0.00052303i,-0.0012613-0.00074324i,-0.0011416-0.00047245i,-0.00073721-0.0011312i,-0.00077437-0.0015971i,-0.00044466-0.00053722i,-0.0003819+0.00018455i,-0.00081058-0.000311i,-0.00086138-0.00043831i,-0.00048049-7.59e-05i
-0.00024484+0.0017398i,-2.2803e-05+0.0012554i,-0.00029603+0.002113i,0.0011291+0.0011329i,0.0023373-0.00073366i,0.001241+0.00031992i,0.00076798+0.001614i,0.00077239+0.00097654i,0.00080093+0.00076947i,0.0007137+0.00012931i,0.00040212-0.0010321i,-9.8208e-06-0.00060977i,9.3056e-05-0.00049789i,0.00022273-0.0011193i,-8.9197e-05-0.0011835i,-0.00059951-0.00036902i,-0.0010639-0.00021489i,-0.0018671-0.0005313i,-0.0014407-0.00035836i,-0.00056386-0.00053672i,-0.00036296-8.6433e-05i,-9.8835e-05+0.00045102i,-0.00057967+0.00050762i
-0.00033057+0.0013421i,-0.00036833+0.00050632i,0.0018928-0.00023806i,0.0032018-0.0009754i,0.0023536-0.00025492i,0.00092048+0.00090982i,1.9363e-05+0.0017529i,0.00035282+0.0015296i,0.0010315+0.00010874i,0.0017388-0.00021826i,0.0020712+5.7585e-05i,0.0010385-5.0692e-05i,-0.00016141+3.0244e-05i,-0.00049968-6.7466e-05i,-0.00032942-0.00016244i,-0.00072933+0.00041786i,-0.00036354+0.00028306i,0.00045564+0.00018215i,0.00059558+0.00024617i,0.00010402+0.00051427i,-0.00031952+0.00076762i,0.00023182+0.00053154i,0.00085001+0.00039854i
-0.0015085-0.0016926i,-0.0010942-0.0012298i,-0.0011557-0.0012453i,-0.0014899-0.00015421i,-0.002062+0.000964i,-0.0015968+0.0018447i,-0.00025953+0.0021892i,-0.00024044+0.0014202i,-8.4545e-06+0.00074652i,0.00043706+0.00062321i,0.000658+0.00059071i,0.00042481+0.00042652i,-0.0002736-0.0002835i,-0.00049133-0.00056082i,-0.00037168-0.00036814i,0.00021643-0.00086864i,0.0003423-0.00045331i,0.00024007-9.511e-05i,0.00040614-0.00039869i,0.00097528-0.00047706i,0.0011134-0.00025334i,0.00051503-0.00032455i,0.00032376-0.00018393i
-0.00085293+0.00097771i,-0.00096781+0.00054093i,-9.6508e-05+0.00022297i,0.00072135+0.00013611i,0.00047521+0.00043912i,-0.00024202+0.0017386i,0.00021873+0.0022886i,0.0012169+0.0017467i,0.0013001+0.0012191i,0.0013191+0.00063675i,0.0012655-0.0001836i,0.00057472-0.00055525i,0.0001683-5.3951e-05i,3.9572e-05-0.0002481i,-0.000105-0.00075367i,-0.00055213-0.00099159i,-0.00036971-0.00093701i,7.8358e-05-0.00095586i,-0.00022527-0.00068051i,-0.00078539+0.00018033i,-0.00093744+0.00036781i,-0.00037578-0.00043779i,0.0004558-0.00066774i
0.00059528-0.00074899i,0.0013195-0.00064467i,0.0020254-0.0015154i,0.0017575-0.002267i,0.00084761-0.0018134i,-0.00048165-0.00049824i,-0.0011603+0.00029993i,-0.0005279+0.0010013i,0.00037194+0.0007827i,0.00058778+0.00058946i,0.00064108+0.00063187i,0.0012189+0.00039073i,0.00073829+0.00015687i,1.4625e-05+0.00011257i,0.00032513-0.00023853i,0.00029426-9.5619e-05i,0.0003829-0.00026452i,0.00095322-0.00089046i,0.00059316-0.0012733i,-0.00013111-0.00099956i,0.00012975-0.0003728i,0.00010032+0.0002293i,-0.0001087+0.00033554i
0.0009804-0.00058479i,4.8398e-05-0.00095892i,-0.0011738-0.0019692i,-0.0012556-0.0026783i,-0.00044571-0.001397i,-0.00026319+0.00037675i,0.00021656+0.00077006i,0.00037967+0.00023922i,-0.00016584+2.3301e-05i,0.000657+0.00049074i,0.0017362+0.00058338i,0.0012558+0.00065179i,0.0010498+0.00069246i,0.00086262+0.00070432i,0.00048768+0.00084698i,-0.00027459+5.3526e-05i,-0.00090092-0.00076889i,-0.00079747-5.2558e-05i,-9.694e-05+0.00015828i,0.00064117+9.1912e-05i,0.0002819+2.1225e-05i,0.00022509-0.00020385i,0.00077098-0.00046505i
-0.00092119-0.0012668i,0.00010408-0.0012244i,0.00082971-0.00073269i,0.00040535+0.00016802i,-1.9599e-05+0.0011572i,0.000115+0.0022194i,0.00061433+0.0028633i,0.00070979+0.0017207i,0.00067376+0.00032371i,0.00098619+0.00026014i,0.00093577+0.00034916i,0.00060538+7.2552e-05i,0.00046387+0.0001257i,0.00027213+0.00062895i,-0.00060567+0.00057056i,-0.00092674-0.00026673i,0.00023786-0.0010467i,0.00063385-0.00092867i,-0.00045107+5.4762e-05i,-0.0011601+0.00051327i,-0.0011511+0.00034228i,-0.0004329+0.00022208i,-0.00020838+4.8486e-05i
0.0011921+0.0010796i,0.0013963+0.0011721i,0.0021688+0.0001166i,0.0013248-0.00037077i,0.00010716-0.00019097i,0.00016911+0.00072454i,-0.00025503+0.0012187i,-0.00021927+0.00083234i,0.00056764+0.00085077i,0.0015364+8.5163e-05i,0.0013123-0.0007091i,0.00060376-0.00018915i,0.00027687+0.00027191i,-0.00017718+0.00047298i,-0.00018159+0.00039586i,-0.00041158-0.00019162i,-0.00020562-0.00048735i,3.6462e-05-0.00021164i,-0.00079677-0.00023158i,-0.0011263-0.00040645i,-0.00097206-0.00011502i,-0.00031301-0.0004499i,0.00079836-0.00087759i
0.00063075+0.0030101i,-7.1247e-05+0.0030767i,0.00069403+0.0026333i,0.0011725+0.0016233i,0.00045867-7.0399e-05i,-5.2259e-05-0.00098172i,4.1205e-05-0.00021687i,0.0009481+0.00032946i,0.0017602+0.00020319i,0.0014068+0.00025869i,4.9674e-05+0.00056194i,-0.00055755+2.343e-05i,-0.00068487-0.00024866i,-0.00040898+0.00044461i,-5.9217e-05+0.00018722i,-3.5468e-05-0.00057674i,0.00028099-0.00071817i,-8.1049e-05-0.0010636i,8.4319e-05-0.0010872i,0.00061173-0.00034373i,0.00078003-0.00037459i,0.00076085-0.00038118i,0.00033927-0.00017577i
-0.00211+0.00049965i,-0.0017701+0.0012474i,-0.0011129+0.0013992i,-1.6347e-05+0.00050728i,0.0012624+0.0008107i,0.0013278+0.001991i,0.00021586+0.0017712i,0.00053295+0.0011364i,0.0010354+0.001329i,0.001245+0.00040919i,0.001383-0.00031179i,0.00052065-3.0702e-05i,-0.00067899-6.9318e-06i,-0.0011721+1.2773e-05i,-0.0011702+0.00026844i,-0.00093156+0.00031192i,-0.0007206+0.00050186i,-0.0007251+0.00058609i,0.00039861+0.00098512i,0.0008775+0.00062663i,0.00037152-9.236e-05i,0.00011276-0.00025349i,-0.0004399-0.0002483i
-0.00016082-0.0012722i,0.00032157-0.00079395i,0.00041414-0.00056823i,-0.00049834-0.00084905i,-0.0011674-0.00071613i,-0.0010595+0.00021651i,-0.00045104+0.00068792i,0.00060042+0.0003117i,0.00083324+0.00014808i,0.00066303+0.00039826i,0.00086387+0.00030232i,0.0010241-0.00020197i,0.00024305-0.00063086i,-0.00048574-0.0003483i,-0.00078574-0.00014469i,-0.00050887-0.0005294i,-9.8789e-05-0.00049421i,0.00037328-0.00038571i,0.00021193+0.0005447i,-0.00021514+0.0015007i,-0.00042368+0.0012154i,-0.00034112+0.00055676i,0.00038366+0.00029114i
-0.00030196+0.00028239i,-0.00037087+0.00017286i,-0.00030907-0.0015257i,-0.0011822-0.0023318i,-0.00091675-0.0010832i,3.8026e-05+0.00058861i,0.0014482+0.00065867i,0.0022991+0.00064661i,0.0019083+0.00056664i,0.00096013+4.4425e-05i,-3.2379e-05+0.00028745i,-0.00032273+0.00042668i,-0.00068844-0.00029188i,-0.00059166-0.0011984i,-0.00049287-0.0015229i,-0.00036512-0.0013239i,0.00044808-0.00040385i,0.00044028+7.4629e-05i,-0.00036562+0.00052087i,-0.00029795+0.001139i,0.00058444+0.0011659i,0.00056494+0.00021635i,0.00020553-0.0010982i
0.00027577-0.0031878i,0.00047061-0.0022557i,0.00031575-0.0025989i,0.00024645-0.0017959i,-0.00053312+0.00021372i,-0.00087193+0.0023761i,-0.00015647+0.0034846i,0.00033176+0.0023977i,0.0007+0.0013761i,0.00090039+0.00051068i,0.0014324+0.0002779i,0.0013158+0.00060207i,0.00084495+0.00045698i,0.00078416+0.00046772i,0.00065926+0.00021547i,0.00056755-0.00083633i,3.1844e-05-0.00085472i,-0.00078962+0.00022214i,-0.00082354+0.00036329i,-0.0010544+2.9643e-05i,-0.00042566-5.0727e-05i,0.00082163+0.00036354i,0.0011108+0.00034974i
0.00042179+0.001613i,0.0016379+0.00099084i,0.0012451+0.00037089i,0.00068744-0.00079981i,0.00070925-0.00030299i,0.0011563+0.00091387i,0.00091724+0.0016126i,0.0007624+0.001571i,0.00097033+0.0016809i,0.0014483+0.0014492i,0.0015148+0.00017105i,0.00077076-0.00073209i,0.0005631-0.00069189i,0.0010184-7.9871e-05i,0.00054923+0.00039785i,6.0262e-05+9.2945e-05i,3.2343e-06-0.00066278i,-0.00035257-0.0010335i,-0.00068806-0.00079992i,-0.00065102-4.1737e-05i,-8.5588e-05+0.00037478i,0.00060611+0.00057901i,0.00028597+0.00041059i
-0.00085892+0.0017386i,-0.00067033+0.0010176i,-0.00078309+0.0013915i,0.00098821+0.0011371i,0.00095303+0.00066227i,-0.00071417+0.00091555i,-0.00010944+0.0010859i,0.0012264+0.0010382i,0.0013267+0.0011696i,0.0013678+0.00082765i,0.0008605+0.00041283i,7.9184e-05-0.00020179i,8.6241e-05-7.784e-05i,-0.00020398+0.00023096i,-0.00077516-2.4665e-05i,-0.00043797-0.00047727i,-0.00032475+7.8686e-05i,-0.00037801+0.0011037i,-0.00060015+0.00066206i,-0.00041368-0.00026303i,0.00016075+0.00019612i,0.00026615+0.0006815i,0.00016591+0.00017753i
-0.00080579+0.00068056i,-0.00061379+0.00071199i,-0.00087782+0.0017873i,-0.00060873+0.0015036i,0.00045982+0.00094781i,0.0012107+0.0012782i,0.00070587+0.0016997i,0.00086472+0.0017039i,0.00064755+0.001013i,2.0061e-05-4.1234e-05i,0.00058397+0.00015223i,0.00061104+0.00065858i,-0.00015484-0.00076199i,-0.00087856-0.0012001i,-0.00091438-0.00018146i,0.00037926-0.00011113i,0.0012893+0.00078142i,0.00073927+0.001413i,7.435e-05+0.00070853i,0.00027743+0.00093313i,0.00043852+0.0012101i,-3.769e-05+0.00095375i,-0.00076839+0.000279i
0.0020352-8.2514e-05i,0.0016191-0.00038577i,0.0017502-0.0010142i,0.001396-0.0018932i,9.5006e-05-0.0018483i,-0.0012737-0.00017665i,-0.0016739+0.0011991i,-0.00026068+0.0008146i,0.00074848+0.00013112i,0.00079618-0.00033139i,0.00016317-0.00018535i,-0.00029473-7.0372e-05i,-0.00064745-0.00028221i,-0.00072851+0.00023178i,-0.00014444+0.00086894i,7.8634e-05+0.00084965i,0.00046601-0.00076642i,0.0006041-0.0012404i,0.0012053-0.00020804i,0.0011799+0.00033468i,4.2167e-05+0.00039482i,-0.00045663+0.00028071i,-0.00035768+5.7279e-05i
0.0013774-0.00044529i,0.00082785+0.00013896i,0.00085172-0.00052882i,0.00068795-0.0015427i,0.00033503-0.0010964i,-0.00028225+0.00010131i,-0.00040169+0.0016064i,-0.00015136+0.0014725i,-4.869e-05+0.00072965i,-6.1022e-05+0.00045679i,-3.5525e-05+0.00044523i,-6.0586e-05+0.00084519i,-0.00071557+0.00058967i,-0.00097013-8.5192e-05i,-0.00081161-0.00010323i,3.9879e-05+0.00019331i,4.5061e-05-5.7636e-05i,-0.00040432-0.00022177i,0.00054584-0.00075041i,0.0010806-0.00071433i,0.00033786-0.00010752i,-0.00014334-5.4512e-05i,-4.6306e-05+0.00030174i
0.0013936-0.0024291i,0.0011943-0.0028561i,0.00023025-0.0029327i,-0.0015166-0.0021961i,-0.0020828-2.7831e-05i,-0.0018907+0.0013969i,-0.0011374+0.0013337i,-0.00058506+0.001644i,-6.1056e-05+0.0011644i,0.00013929+0.00047168i,0.00026844+0.00064563i,0.0010016+0.0011535i,0.0015337+0.0010363i,0.00076551+0.00032378i,6.6507e-06+0.00013103i,-0.00050025+0.00037923i,-0.001058+0.00016203i,-0.0010311-0.00019357i,-0.0010378-0.00037288i,-0.0011106+2.8989e-05i,-0.0010524+0.00046563i,-0.00077746+8.1417e-05i,-0.00040468+0.00023197i
0.00094383-0.0014567i,0.0011393-0.0015514i,-0.00046968-0.0010747i,-0.0012253-0.00084454i,-0.0011759-0.00051426i,-0.00085657+0.00075589i,0.00031577+0.0017396i,0.00023052+0.0019091i,-0.00028917+0.0014781i,-0.00015438+0.0012973i,-0.00014428+0.00057264i,0.00036642-0.00025463i,0.00029235-0.00060513i,-0.00016565-0.0010603i,0.00014843-0.00062559i,0.00042884-0.00018857i,-4.5825e-05-0.00034771i,-0.00067163+0.00028242i,-0.00055013+0.00071824i,-0.00049287+0.00047544i,-0.00019714+0.00049214i,0.00051438+0.00023279i,0.00064685-0.00038887i
0.0010471-0.0022516i,0.00081541-0.0023752i,0.0001818-0.0029089i,-0.0003688-0.0020423i,-0.0012778-0.00037432i,-0.0014829+0.001338i,-0.00050229+0.0024875i,0.00057722+0.0016537i,0.001186+0.00067189i,0.0014081+0.00096126i,0.00079345+0.00099102i,0.00017797-0.00016903i,0.00048786-0.00067332i,0.0010828-0.00017209i,0.0011969-0.00013716i,0.0005316-1.6772e-06i,-0.00011043+0.00015122i,-0.00026232-0.00017564i,-0.00057084+0.00023039i,-0.00076523+0.00045285i,-0.00049888-0.00010483i,-0.00028997+0.00019988i,-8.4425e-05+0.0001148i
-0.0006663-0.00052036i,-0.000652-0.00042797i,-0.0010453+9.6666e-05i,-0.00162+0.001339i,-0.0018795+0.0018248i,-0.00092591+0.0027115i,0.00091572+0.0028125i,0.0015395+0.002019i,0.0012815+0.0011151i,0.0008433+0.00034691i,0.00016796-0.00017645i,-0.0006753-0.00022751i,-0.00073087-0.00035883i,-5.5129e-05-0.00070222i,0.00012691-0.0002007i,-5.2611e-05+0.00028619i,-0.00018744+0.00048727i,-0.0010536+0.00088284i,-0.00166+0.0012559i,-0.0012496+0.00076609i,-0.00027196+8.3477e-05i,0.00028834-0.00057746i,0.00047227-0.00061411i
0.00061994-0.0014484i,0.00053994-0.00062233i,0.00054317-0.0014155i,0.0002345-0.0027487i,-0.0006253-0.0015297i,-0.0013064+0.00071586i,-0.0013924+0.0023747i,-0.00054721+0.0021722i,0.00018203+0.00029447i,0.00026668-7.4449e-05i,0.00071767+0.00046204i,0.00077351+0.00053993i,0.00038255+0.00029931i,0.00010004+0.00021509i,0.00031431+0.00032152i,0.0002129+0.00059581i,-0.00081088+0.00029076i,-0.0010985-0.00096508i,-0.00096105-0.0011003i,-0.00090955-8.7663e-05i,-0.00049233-0.0007375i,-0.00046522-0.0015671i,3.2664e-05-0.0007157i
-0.00070431+0.00081863i,-0.0011276+0.00056908i,1.7637e-05+0.00067465i,0.00037672+0.00011652i,0.00068319-0.00088649i,0.00088003-0.0003596i,0.00051224+0.00095966i,0.00021736+0.0010444i,0.0004911-0.00022472i,0.0012352-0.00080696i,0.00092584-0.00089413i,6.039e-05-0.00088516i,-0.00035667-0.00060445i,-0.00038523-0.00021749i,-1.5195e-05-0.00054783i,8.5103e-05-0.00012218i,0.00031997+0.00057355i,0.00032006+0.00063744i,0.00011627+0.00072768i,-0.00024281+0.00056271i,-0.00059629+0.00014119i,-0.00045671-0.00035986i,0.00038674-0.00042902i
-0.00054668+0.0013947i,-0.00029357+0.0012193i,-0.00036543+0.00078237i,-0.00048101-0.00042896i,-0.00028253-0.00055615i,0.00026011+0.00070515i,0.00077233+0.0017796i,0.00031264+0.001884i,0.00018689+0.00093331i,0.00095132+0.00028134i,0.00051145-0.00039815i,2.5397e-05-0.00089781i,-2.6642e-05-0.00055308i,6.463e-05+0.00021981i,0.0001095+0.00022369i,3.0925e-05-0.00035892i,0.00040676-0.00021041i,0.00040052-0.00023926i,0.00014856-0.00073843i,-0.00043001-0.00075379i,-0.00061053-0.00033951i,-0.00023585+0.00051932i,0.00039492+0.00050594i
0.00091519+0.0033705i,0.00186+0.0022159i,0.0027801+0.0010912i,0.0023857-0.00090264i,0.0011603-0.00123i,-0.00046985+0.00069492i,-0.00084753+0.0019695i,-0.00010135+0.0021632i,0.0001849+0.0017467i,-0.0002031+0.0006702i,-0.00012804-0.00013706i,0.0004382-0.0001599i,0.00077414+0.00078798i,0.00029356+0.0012381i,-0.00012551+0.00049119i,-1.0229e-05-0.00034425i,-4.9579e-05-0.00073606i,-0.00025723-0.0011701i,-0.0002212-0.00057205i,0.00027353+0.00028825i,0.00014754+0.00054556i,0.00010322+0.00058304i,0.0011902+7.9939e-06i
0.0020394-0.00038758i,0.001793-0.001276i,0.0027683-0.0027287i,0.0021877-0.0030871i,9.6686e-05-0.0017436i,-0.001384+0.00043261i,-0.00063692+0.0013348i,3.4305e-05+0.001063i,-0.00027133+0.0010242i,0.0005583+0.00065396i,0.00035723+0.00030555i,0.00013513+0.0012633i,-0.0002071+0.0013533i,-0.0011977+0.00024912i,-0.0012643+2.4513e-05i,-0.0011598-0.00025509i,-0.0013926-0.00029192i,-0.0010701-0.00036699i,-0.000278-0.00091064i,0.00032693-0.00078648i,0.0010034-0.00059323i,0.0010891-0.0002072i,0.00031059+0.00046258i
-0.00062158-0.0035245i,-0.00052472-0.0031383i,-0.0017407-0.0013472i,-0.0017224-0.00065076i,-0.0011661+2.1198e-05i,-0.00070706+0.00087095i,2.495e-06+0.0015833i,0.00083689+0.0021207i,0.00082691+0.00093514i,0.00043982-4.8162e-05i,0.00075765+0.00020695i,0.00088342-0.00030452i,0.00024302-0.00035173i,-4.117e-05+0.00024329i,-0.00027982+7.2765e-05i,-0.00057966-0.00058208i,-0.00042578-0.0012722i,0.00016972-0.00092024i,0.0006022+0.00015534i,0.00012735+0.00028151i,0.00017291-0.00021898i,0.00027882-0.00087007i,-0.00018839-0.0014265i
-0.00075288-0.0023812i,-0.0014358-0.0022935i,-0.0006667-0.0020081i,-0.00051503-0.0011433i,-0.0014308-0.00010043i,-0.0014275+0.0014065i,-0.0013658+0.0020996i,-0.00011623+0.0020353i,0.00054407+0.0015028i,0.00024732+0.0010074i,0.00075116+0.001104i,0.00049444+0.00034111i,-0.00010997-0.00057639i,-0.00071886-0.00072214i,-0.00017597-0.00028495i,0.00058886-0.00016472i,0.00044876-0.00087142i,0.000177-0.00083135i,-0.00032248-5.0658e-05i,-0.00075883+0.00038386i,-0.00030603+0.00012351i,0.0003064+0.00016881i,0.00025457+0.00074724i
0.0018779-3.0447e-05i,0.0024293-4.2654e-05i,0.0022645-0.00087772i,0.0016188-0.0014849i,0.0013426-0.0010209i,0.00061783+0.0003192i,0.00041122+0.0014906i,0.0007378+0.0023789i,0.0011068+0.0013715i,0.00085977-9.2105e-05i,0.00031088+9.6254e-05i,-0.00015211+0.00023645i,-0.0008075+0.00014565i,-0.00059235+0.00033975i,-0.000459+0.0011486i,-0.00049255+0.001217i,1.4571e-06+0.00054046i,0.00012873+0.00041649i,0.00026828+0.00046712i,0.00055417+0.00016624i,0.0006364-0.00015696i,0.00029648+0.00018151i,5.1123e-05+0.00038412i
-0.0030216-0.0011505i,-0.0019621-0.00011673i,-0.0021201+0.00012367i,-0.002136+0.00060445i,-0.0014915+0.0012615i,-0.00036919+0.0012175i,-0.00031599+0.0015588i,-0.00034748+0.0012535i,0.00028085+0.00072144i,0.0004196+0.00029765i,0.00011353+0.00077685i,-3.8434e-05+0.0013733i,-8.7863e-05+0.0006906i,-0.00031276+0.00027458i,0.000162-6.1399e-05i,0.00016362-0.0006895i,-0.00080154-0.0010702i,-0.0006753-0.00065515i,-0.00054662-0.00034004i,-0.0012373-0.00033083i,-0.00098557-0.00037539i,-0.00045731-0.00044091i,-0.00017732+4.5655e-05i
-0.00043554-5.9527e-05i,-0.0011958+0.00019897i,-0.0007366+0.00089078i,-0.00043025+0.00099634i,-0.00044639+0.00046246i,-0.00054149+0.00093452i,-0.00016469+0.0014626i,0.00051814+0.0010678i,0.0002217+0.00081172i,-0.0002481+0.00024182i,-0.00015336-3.6442e-05i,-0.00020084+6.4692e-05i,-1.1572e-05-0.00031461i,0.00063098-0.00048338i,0.00082169-0.00037984i,-0.00036776-0.0004422i,-0.0012116-0.0004621i,-0.0012924-0.0001629i,-0.0010349-0.00053107i,-0.00088904-0.00042589i,-0.00063165+0.00058938i,-0.00051872+0.00075624i,-0.0005871+0.00014638i
-0.00035666-0.0034525i,-0.00083544-0.003915i,-0.0026748-0.0038476i,-0.0029632-0.002271i,-0.0025399-0.00086828i,-0.0019764+0.00089724i,-0.00096098+0.0022209i,0.00057344+0.0017667i,0.0012925+0.00079539i,0.00094575+0.0010993i,0.00040746+0.001664i,0.00012418+0.0011376i,-0.00043338+7.8875e-05i,-0.00010251-0.00054307i,2.9205e-05-0.00048555i,-2.9331e-05-0.00050528i,-0.00033709-0.00084318i,-0.00065114-0.00093325i,-0.00088338-5.4169e-05i,-0.00068585+0.00076665i,-7.9831e-05+0.00057653i,0.00040047+0.0001159i,0.00067804+0.00019633i
0.0031031+0.0013272i,0.003116+0.00053587i,0.0040559-0.00090347i,0.0035192-0.0027214i,0.0012538-0.0022108i,-0.00091116-0.00042966i,-0.000562+0.00062028i,0.00094967+0.00088348i,0.0015732+0.00084045i,0.0011623+0.00023462i,0.00012986+0.00034304i,-0.00060878+0.00010383i,-0.00082234-0.0005953i,-0.00079595-0.00046014i,-0.00056824-0.00011692i,-0.00028369-0.00054929i,0.00032051-0.00076231i,0.00042391-0.0010258i,-0.00064697-0.0012244i,-0.0010846-0.00066421i,6.2288e-05+9.5331e-05i,0.0013407+8.6822e-05i,0.0013072-0.00052379i
9.2879e-05-0.0007905i,0.00020164-0.0010308i,0.00028555-0.0014662i,0.00013769-0.0014508i,0.0003121+0.00015407i,-6.1815e-05+0.0022435i,-0.00033437+0.0026449i,-0.00011446+0.0022114i,-0.00022651+0.001392i,-0.00077081+0.00073869i,-0.0010743+0.00043191i,-0.00053745+0.00073941i,-0.00014115+0.00078952i,-0.00048991-0.00014403i,-0.00044853-7.9832e-07i,0.00041674+0.00022717i,0.0008006-0.00058642i,0.00089865-0.00032466i,0.00016212+0.00052089i,-0.00064433+0.00062512i,-0.00081782-9.9066e-05i,-7.9153e-05-0.00036495i,0.00050174+3.2515e-05i
-0.0024144+0.0016295i,-0.0012592+0.00042921i,-0.00078589+4.6569e-05i,-0.00099118+1.1449e-05i,-0.0010903+0.00081892i,-0.0012549+0.0019869i,-0.00070494+0.0014002i,-0.00040445+0.00042218i,-0.00058854+0.00039827i,-0.00024002+0.00030823i,0.00013965-2.5129e-06i,0.00034152-0.00034297i,0.00084788-0.00097008i,0.0010223-0.0013477i,-0.00034465-0.00063955i,-0.0014888-0.00037563i,-0.0013482-0.00016344i,-0.0003504-0.00017855i,0.00030506-0.0003901i,-0.00037449-0.00018722i,-0.00045451+7.0293e-05i,-0.00022542+4.7182e-05i,0.00050286+0.00041173i
-0.00237-0.00022811i,-0.0009538-0.0004193i,5.6733e-05-0.0001336i,0.00087453-0.00058816i,0.00046055-0.0008512i,-0.00031262+0.00038813i,-0.00023938+0.0013072i,-3.1401e-06+0.0010516i,0.00065233+0.00089203i,0.00078863+0.00049627i,0.00037126+0.00022445i,0.0005693+0.00019863i,0.00056108-0.0008564i,-0.00018255-0.0015493i,-0.00026085-0.0014975i,0.00042453-0.00064628i,0.00072569-0.00018636i,0.00060996-0.00023933i,0.0004031+0.00038709i,0.00023773+0.00041348i,0.00037531+0.00020263i,0.00071536-0.00015115i,0.0011776-0.00036055i
-0.0007172-0.0017582i,-0.0002357-0.0015545i,0.00030681-0.00081454i,0.00029851-0.00020885i,0.0001505+0.00049802i,0.00034445+0.0016557i,0.0013039+0.0022895i,0.0014682+0.0016317i,0.0017295+0.00011714i,0.0017538-0.00019766i,0.00056708+0.00087042i,0.0002621+0.00081936i,0.00105+0.00014598i,0.0009745+8.198e-05i,5.0306e-05+0.00043426i,-0.0008944+5.7106e-05i,-0.0013833-0.00099499i,-0.00079855-0.00087618i,0.00035052-0.00012136i,0.00059378+3.9829e-06i,0.00045906+0.00012864i,0.00095822+0.00087059i,0.0010022+0.0012887i
-0.0012556+0.0011845i,-0.0014015+0.00042798i,-0.00062991+0.00041902i,-0.00040808+7.482e-05i,-0.00037935-0.00015267i,-2.7832e-05+0.00066818i,-0.00010819+0.0021362i,0.00023381+0.0022573i,0.0010958+0.0012852i,0.0012468+0.00048374i,0.00042243+1.7879e-05i,0.00015794+7.6737e-05i,0.00057135-0.00044275i,0.00010268-0.00096788i,4.4045e-05-0.00088792i,-0.00030192-0.0012617i,-0.00060443-0.00099196i,-0.00012694-0.00014384i,7.7758e-05-0.00017986i,-0.00018173-0.00069812i,8.038e-06-0.00032172i,0.00035563+0.00061207i,0.00037731+0.0010054i
0.002299+0.0040427i,0.0030175+0.0031997i,0.0044272+0.001583i,0.0050201-0.00040792i,0.0033171-0.0014883i,0.0014661-0.00087717i,0.00062692+0.00067656i,0.00045825+0.0016302i,0.00026859+0.0015513i,0.00019414+0.0005845i,0.00051466-0.00037416i,0.00044955+4.0189e-05i,-0.00010196+3.49e-06i,-0.00033093+8.4425e-05i,-0.00051014+0.00074412i,-0.00029463+0.00020446i,8.9189e-05+0.00021792i,-0.00018698-2.222e-06i,-0.00046671-7.3931e-05i,-0.00043275-3.3061e-05i,0.00019152+0.00037045i,0.00053753+0.00087292i,0.00077582+0.00058561i
