-0.0064014+0.00050133i,-0.0081399+0.0015623i,-0.0072393+0.0059219i,-0.0020395+0.0074704i,0.0020751+0.0064802i,0.0023062+0.0029636i,0.0013866+0.00062397i,0.00090872+0.0010146i,0.0010719+0.0013266i,0.00191+0.0011601i,0.0024383-1.2685e-05i,0.0020554-0.001276i,0.0011822-0.0016056i,0.0007154-0.0014387i,0.0002649-0.00099657i,0.0002526+0.00021668i,0.00058773+0.00101i,-9.348e-06+0.00075694i,-0.0011065+0.00078995i,-0.0011545+0.00093349i,-0.00031104+0.00054332i,-0.00020612-0.00010005i,-0.00030095-0.00013402i
-0.0055884-0.0018201i,-0.0059242-0.0017409i,-0.00067456-0.00014572i,0.0089969-0.00018947i,0.0095814+0.0025706i,0.0051517+0.0058345i,0.0033974+0.0031897i,0.0013264-0.00084249i,-4.6932e-06-0.0023616i,0.00016325-0.0024326i,0.00057542-0.0025953i,0.00023615-0.0030825i,0.0002109-0.0034957i,0.00024245-0.0033049i,-0.00028469-0.0026803i,-0.00017866-0.002091i,-0.00031802-0.0019595i,-0.00043036-0.0015223i,-4.8091e-05-0.00062574i,-0.00061006-0.00014792i,-0.0014374-9.7109e-05i,-0.0015138+0.00044784i,-0.00044514+0.00059611i
0.0017687-0.00080364i,0.00065099-2.7034e-05i,-0.0027279-0.0010839i,-0.0086326-0.0048096i,-0.010009-0.0050002i,-0.0046454-0.0029979i,-0.00049168-0.00097513i,-0.00040834+0.001123i,-0.0015982+0.0026927i,-0.00044691+0.0026614i,0.001509+0.0024399i,0.0026589+0.0034358i,0.0023358+0.0033109i,0.0010371+0.0016178i,6.8909e-05+0.00036031i,-0.00039553+0.00049183i,-0.0004996+0.0010582i,0.00033298+0.001538i,-0.00020137+0.00078378i,-0.00047365-2.0735e-05i,0.00094093+6.3486e-05i,0.00093154-8.8631e-05i,0.00045783+0.00025201i
0.0018477-0.0024804i,0.0031804-0.0025729i,0.0064777-0.0034468i,0.0079961-0.0016295i,0.0069631+0.0036767i,0.0014576+0.0035632i,-0.0010248+0.00065686i,-0.00012437-0.0012389i,-0.00035416-0.0013845i,-0.0011715+0.0011509i,-0.0021118+0.0026458i,-0.0029222+0.0015943i,-0.0029631+0.00079637i,-0.0022648+0.00072594i,-0.00026719+0.00040435i,0.0015159+0.00013072i,0.00094006+0.0004656i,0.00017792+0.00080367i,0.00060502-0.00010546i,0.0013479-0.0013696i,0.001148-0.0016766i,0.00064733-0.0012723i,0.00040416-0.00090535i
0.0036063+0.0031465i,0.0039177+0.0038654i,0.0027843+0.0034293i,0.0005976+7.4843e-05i,-0.0005593-0.0065897i,-0.0012659-0.0060204i,-0.001072-0.00076254i,-0.00014805+0.0012544i,-0.00096666+0.0012837i,-0.0014363-0.00049966i,0.00027047-0.002926i,0.0013588-0.0032095i,0.0011066-0.0021339i,0.00012896-0.00097436i,-0.0012555-2.7234e-05i,-0.0013739+0.00042303i,-6.9949e-05+0.00079632i,0.00084819+0.00094273i,0.00046933+0.00084372i,-0.00063619+0.00025845i,-0.00073506+0.00014324i,-0.00041295+0.0006196i,-0.00076917+0.0011329i
-0.004018-0.0010776i,-0.0034939+0.00069649i,0.0016572+0.0020009i,0.008572+0.0025178i,0.0067132+0.0024956i,0.0028466+0.0030603i,0.0024015+0.0017893i,0.0012848-0.001223i,-0.00036459-0.0015754i,3.1258e-05+0.00098176i,0.0016322+0.0026667i,0.0021201+0.003281i,0.00099141+0.0026442i,0.0007122+0.0013702i,0.001433+2.8944e-05i,0.0019665-0.00018565i,0.00099941+0.00019397i,-0.0002934+0.00045947i,7.7327e-05+0.00034986i,0.00053096-0.00031379i,0.00073985+3.0519e-05i,0.0007856+0.00063792i,0.00058286+0.00063404i
9.6639e-05+0.00071024i,-0.0004224+0.0026972i,-0.0021187+0.0012073i,-0.0028959-0.0042862i,-0.0034666-0.0059502i,-0.00097718-0.0024173i,0.0016632-0.00058562i,0.001056-0.00076747i,-0.00080196-0.00081428i,-0.0023925-0.00067331i,-0.0032528-0.00029161i,-0.0034422-4.0577e-05i,-0.0021182+0.00042064i,-0.0006537+0.0011666i,-0.00012325+0.0012845i,-0.00013473+0.00059185i,-0.00057497-0.00053123i,0.00021081-0.0009875i,0.00087049+6.3674e-05i,0.00039624+0.00076297i,-7.1218e-05+0.001291i,-0.0006648+0.001161i,-0.00077278+0.00046017i
-0.0045051+0.0013286i,-0.0016994+0.0014411i,0.0035249+0.00081701i,0.0064798+0.0010357i,0.0063446+0.0031117i,0.0036824+0.0010986i,0.0015871-0.0021136i,0.001462-0.0035437i,0.0015544-0.0032115i,0.0012881-0.0024877i,0.0008663-0.0028467i,0.00041677-0.0029852i,1.755e-06-0.0027614i,-0.0008746-0.0016143i,-0.00091653+0.00022034i,0.00049663+0.00062002i,0.001815-0.00010175i,0.0013935-0.00035953i,0.00067096+0.0013619i,0.00074282+0.0019704i,6.6647e-05+0.00034884i,-0.0016716-0.00080009i,-0.0013913-0.0012582i
0.0014703-0.0037538i,0.0035883-0.0043235i,0.00098222-0.0020953i,-0.0023301-4.4352e-05i,0.00070498-0.001484i,0.0017005-0.0014279i,0.00069625+0.00031634i,0.0016443+0.00072892i,0.0021502+0.0007005i,0.0019938+0.0013104i,0.001876+0.0014207i,0.0014792+0.00087932i,0.0008207+0.00036455i,0.00046295-0.0011381i,0.00019221-0.0023655i,8.4386e-06-0.0021419i,0.00031242-0.0012472i,0.00044784-0.0017009i,0.00077845-0.0025712i,0.00028959-0.0017989i,-0.00029112-0.00031003i,0.00034404+0.00027614i,0.00062213+0.00026572i
-0.002227-0.0010514i,-0.0018044-7.5045e-06i,-0.00052872+0.0029792i,0.002614+0.0044797i,0.0024692+0.0024906i,0.00067192+0.0018964i,0.0010242+0.001549i,0.0011789-0.00014108i,0.00053302+0.00026599i,-0.00080302+0.0018867i,-0.0019638+0.0018379i,-0.0027135+0.00099339i,-0.0016445-0.00072424i,6.0523e-05-0.0012348i,0.00098175-0.00010809i,0.0013339+0.00045424i,0.00095284-3.0141e-05i,0.00093+0.00013834i,0.00041788+0.00059354i,0.00021475-0.00044315i,0.00072582-0.0006673i,0.00075854+0.0008308i,0.00060143+0.0011878i
-0.00053336-0.0014979i,-0.0029097+0.00089919i,-0.0007399+0.000529i,0.0014462-0.0029552i,-0.00081834-0.0027469i,-0.0010104+0.00077103i,0.00041684+0.0019246i,7.9978e-05+0.00045159i,-0.00082047-6.293e-05i,-0.00098444+9.218e-06i,0.00023517-0.0003343i,0.0017817+0.00022761i,0.0021416+0.00030205i,0.0015424-0.00048197i,0.0012703-0.00097179i,0.0015216-0.0008901i,0.0012838-0.00045581i,0.00030867+0.00084033i,-3.8701e-05+0.0012967i,-7.6948e-05+0.00082911i,0.00024875+0.00038518i,0.0011135+0.00022348i,0.00093327+0.00056676i
-0.002896+0.0025731i,-0.0022504+0.004038i,0.0017728+0.00067666i,0.0032083-0.0029372i,0.0012833-0.00036429i,0.001067+0.0002751i,0.00083266-0.00092063i,8.6777e-05-0.0012846i,-0.0012386-0.0015782i,-0.00048441-3.9837e-05i,0.0018166+0.0024076i,0.0010308+0.0035833i,-0.00055147+0.0033297i,-0.001219+0.0022745i,-0.00026402+0.0016284i,0.00070384+0.0020835i,0.00018673+0.0018987i,-0.00051226+0.0018289i,-0.0015138+0.0015387i,-0.0013169+0.00087914i,-0.00019502+0.00016469i,6.1675e-05-0.00049189i,3.1e-05-0.00019762i
-0.0010146-0.0020141i,0.0014341-0.0028495i,0.0020574-0.0037096i,0.0010434-0.003575i,0.002948-0.0031866i,0.0016777-0.00245i,-0.0013148-0.0013903i,-0.0023799-0.001457i,-0.0023884-0.0014002i,-0.0012979-9.4932e-05i,-0.00074156+0.0002193i,-0.0016269+0.00017437i,-0.0016116+0.00055805i,-0.00039641+0.00079453i,0.00014031+0.00057075i,-0.00038088-0.00039447i,-0.00044493-0.00079555i,0.0004427-0.00062502i,0.00068594-0.00096741i,0.00035325-0.0012425i,-0.00023685-0.00075226i,-0.00040704+0.00019376i,-0.00018173+0.00050643i
0.0067341+0.00074185i,0.0082289-0.00098017i,0.0060601-0.00086126i,0.0027724+0.00087267i,0.00040837-0.001975i,-0.00095678-0.0021473i,0.00060267-0.00012235i,0.001971-0.00090046i,0.0013373-0.0029142i,0.00012279-0.0036223i,-0.00032935-0.0028982i,-0.00044503-0.0022161i,-0.0013168-0.0012211i,-0.001537-7.44e-05i,-0.00083735+0.00097601i,-0.00013949+0.00081758i,0.00018602-0.00019045i,0.00086272-0.00021283i,0.0018899+0.00018924i,0.0011563-1.1334e-05i,-0.00035285-0.00022647i,-0.00041341+0.00013396i,4.4067e-05+0.001056i
-0.0034307+0.00036376i,-0.0048668+0.0030312i,-0.0012207+0.0056752i,0.0044413+0.0030532i,0.004697-0.00063131i,0.0038858+0.00066794i,0.0046632+0.0011502i,0.0036712-0.00019501i,0.0021536-0.00028261i,0.0014493+0.00029655i,0.0012301+0.00043127i,0.0017666-0.00033428i,0.0023108-0.0018653i,0.0018341-0.002701i,0.00039331-0.0027439i,-0.00015051-0.002887i,0.00047615-0.0019023i,0.00089858-0.00079655i,0.00097997-0.00095011i,0.00033904-0.00081526i,-0.00066737-0.0001997i,-0.00058569+0.00074844i,-0.00055804+0.0011562i
-0.004279+0.00040185i,-0.0055463+0.002645i,-0.0008488+0.0035596i,0.0030099+0.0013131i,0.0012833+0.0023873i,-0.00023007+0.0040277i,0.00060554+0.0037449i,0.0018513+0.0025948i,0.0018423+0.0018566i,0.00082273+0.001108i,-0.00017905+0.00037296i,-0.00011585+3.2702e-05i,-0.00025008-0.00028179i,-0.00092104-0.00057406i,-0.00020725-0.00012848i,0.0013839+0.00085184i,0.0012951+0.00096336i,0.00025417-9.228e-05i,-0.00017805-0.00077572i,-0.00010285-0.00041042i,0.00024274+9.1346e-05i,-0.00033926+0.0001651i,-0.00043933-0.00026541i
-0.006986-0.0058839i,-0.0055134-0.0053528i,-0.0044443-0.005338i,-0.0037599-0.0062764i,-0.0004315-0.0026071i,0.00060089-6.2198e-05i,-0.00066539+1.7742e-05i,-0.00083486-3.8863e-05i,-0.00019936+0.00039627i,0.00066409+0.0012183i,0.0015145+0.00069159i,0.0016017+0.00066594i,0.0026993+0.00080187i,0.0029562-5.1931e-05i,0.0015204-0.00074796i,0.0011695-0.0003731i,0.0009793+0.00059196i,1.1997e-06-7.6282e-05i,-0.000772-0.00030375i,-0.00032696+0.00097909i,0.00051648+0.00078054i,0.0014852-0.00056158i,0.0014402-0.00082614i
0.0072048+0.0009378i,0.012727-0.00032063i,0.01091-0.0018159i,0.0047351-0.0011277i,0.0026614-0.0012631i,0.0007595-0.00080272i,-0.00055915+0.00029299i,-0.00026509+0.00020872i,-0.00066709-0.00059988i,-0.0005221+7.6023e-05i,-0.00033086+0.00093611i,-0.00080779+0.0014729i,-0.0019037+0.0021208i,-0.0021259+0.0015097i,-0.0020326+0.0015619i,-0.0011886+0.0018729i,-0.00044382+0.00054281i,-0.00069297-0.0006999i,-0.00087059-0.00038406i,-0.00082981-0.00010167i,-0.0010332-0.00028336i,-0.000786-0.00012594i,-0.0001184+0.00072618i
-0.0027461+0.0024328i,-0.0040991+0.0038522i,-0.0050552+0.0063967i,-0.0022584+0.007586i,0.00024441+0.0040912i,0.0016807+0.0022944i,0.00091667+0.00038166i,-0.0012859-0.0017104i,-0.0026795-0.0013585i,-0.0028336+6.0888e-05i,-0.0026911+0.00066316i,-0.0023374+1.1937e-06i,-0.0019675-0.00063638i,-0.00081374-0.0004849i,0.0001007-0.00040725i,-0.00080801-0.00063112i,-0.0014746-0.00022085i,-0.00094616+0.00065256i,-0.0003423+0.00065668i,-0.00033525+0.00038804i,-0.00055805+0.00013569i,-0.00050318-0.00024188i,-6.1657e-05-8.9625e-05i
-0.0047908-0.0014332i,-0.0087003-0.0018937i,-0.0042699-0.0012104i,0.0014863-0.00038846i,-0.0011525-0.00050007i,-0.0020549-0.00037598i,0.0010014-0.0011988i,0.0025981-0.0026952i,0.0004884-0.0030965i,-0.00052677-0.002063i,0.00035035-0.00093764i,0.00072426-0.0015442i,6.1127e-05-0.0013775i,-0.00044979+0.00072673i,-0.0001398+0.0016538i,-0.00016071+0.00095586i,-0.00049972+0.00029705i,-0.00068954+0.0011457i,-0.00038647+0.0017421i,-0.00099752+0.00024056i,-0.0011831-0.00097078i,0.00010389-0.00088715i,0.0009306-0.00068194i
-0.0021381-0.0050317i,-0.0026119-0.0035151i,-0.00079272-0.0033262i,7.6232e-05-0.005477i,-0.0010443-0.0033519i,-0.00085448+0.0002971i,0.00061669+0.0015635i,0.00089426-0.00017374i,0.00043305-0.0025208i,0.00030379-0.0023578i,0.0001798-0.00066674i,0.00019031+0.00041837i,0.00044295+0.0011912i,0.0004548+0.00072149i,0.00017066-0.00041849i,9.2076e-05-0.0011758i,0.00037048-0.001468i,0.0016905-0.0012653i,0.0018388-0.00082304i,0.00053513+0.00011465i,-0.00010184+0.00053732i,0.000125+0.00013927i,0.00010319+0.00016066i
0.0027098-0.00087991i,0.0067132-0.00019542i,0.0063638-0.0018451i,0.0029717-0.0031965i,0.0037977-0.0013912i,0.0036607-0.0004035i,0.0025088+0.00035453i,0.0021416-0.00024319i,0.0015206-0.00056316i,0.001329+0.00018265i,0.0014891+0.00014785i,0.00071384-0.00021355i,-0.00059947-0.00035213i,-0.0011307-0.0011193i,-0.00043611-0.00043202i,0.00066212+0.00044247i,0.0017326+0.00010774i,0.0016689-0.00020777i,0.00089652+0.00063869i,0.00084227+0.0004456i,0.00025514-0.00043013i,-0.00037865-0.00041208i,1.3289e-05+0.00023669i
0.0040796+0.0086063i,0.0072497+0.0092563i,0.0057908+0.0070442i,0.0029029+0.0047638i,0.0024436+0.0016262i,0.0015903+0.00069021i,0.0014262+0.0016452i,0.0013241+0.002063i,0.00059177+0.0019579i,1.565e-05+0.0013516i,0.00035999+3.7276e-05i,0.00091122-0.00041164i,0.0016828-0.00085613i,0.0013206-0.00086026i,0.0008556-0.00041676i,0.0013712+0.00020344i,0.0015011-0.00016456i,0.0012574-0.0008939i,0.00073956-0.00039445i,0.0010195-9.9831e-05i,0.0013259+0.00017492i,0.0012398-1.8564e-05i,0.00088501-0.00062086i
-0.002121-0.00056479i,-0.0045447-0.0022116i,-0.0031366-0.0017996i,0.00089288+0.00027814i,0.00047754-0.00012137i,-0.00040167-0.00016544i,0.00068236+0.00033888i,0.00063709+0.00058378i,0.00017895+0.00024753i,7.3184e-05+0.0011998i,0.00018044+0.0018286i,3.4677e-05+0.0011131i,-9.9773e-05+0.00036411i,-0.00078154-0.00012829i,-0.0011651+0.00050331i,-0.00062099+0.0013099i,-1.3261e-05+0.0010259i,0.00022375+0.0011658i,-0.00023764+0.0014467i,-0.00057323+0.00063986i,0.00026552-0.00028497i,0.00062178-6.7122e-05i,0.0004628-1.209e-05i
-0.0053257-0.0034982i,-0.0060867-0.003696i,-0.00176-0.00073269i,0.0044689-0.00028338i,0.0041238-0.0015702i,0.0010303-0.0014694i,-0.0004243-2.682e-05i,-0.00035401-0.00052033i,-0.00097417-0.00067954i,-0.0017176+0.00024669i,-0.00093093+0.00016828i,-0.00048514-0.00021775i,-0.00053956-0.00034009i,-1.0329e-05-0.00056276i,0.00065252-0.0011327i,0.00022112-0.00059897i,0.00034725+0.00034714i,0.0011572+0.00074725i,0.00098262+0.00047169i,0.00070434+0.00015159i,0.00097551-7.2001e-05i,0.00077205+0.00056872i,0.0011192+0.00071957i
0.0011402-0.0012699i,0.0011958+0.0021604i,0.0019767+0.0021573i,0.0027307-0.00091225i,0.0022313-0.00014552i,0.0016841+0.00087403i,4.1939e-05+0.00015818i,-0.0018522-0.0012185i,-0.0025204-0.0007297i,-0.0015097+7.6984e-05i,-3.6506e-05+0.00033678i,0.00035413+0.00058103i,-0.00052805-0.00053431i,-0.0017289-0.0014059i,-0.0021977-0.0005916i,-0.0013927+0.00084184i,-0.0012977+0.0018179i,-0.00098157+0.0019344i,2.2477e-05+0.0010969i,0.00014031-0.0001085i,0.00030154-0.00072563i,0.00072502-0.00097213i,0.00028362-0.00052017i
-0.0013561+0.005677i,0.00047749+0.0085983i,0.0016983+0.0080162i,0.00021906+0.0042193i,-0.00033977+0.0015983i,0.00032281+0.0011347i,0.0016849+0.0011023i,0.0009219-0.0011833i,-0.00048315-0.0023915i,-0.00012772-0.00065015i,0.00076112+0.00088017i,0.00065989+0.002093i,0.00031826+0.0023186i,0.00045908+0.0011954i,0.00076494+0.00079493i,0.00076999-9.9815e-05i,0.00025481-0.00085349i,0.00046333-0.001316i,0.00094542-0.0012778i,0.00036787-3.8302e-05i,-0.00024666+0.00019678i,-0.00042597-0.00011215i,-0.00045603+0.00027327i
-0.0046815+0.00031652i,-0.0030905-0.0020003i,-0.0029029-0.0027431i,-0.0034672-0.00087792i,-0.0011303+0.00080524i,0.00074511+0.0017681i,0.0013067+0.00044726i,0.00095443-0.001421i,0.0003949-0.002316i,-0.00050136-0.001304i,-0.00050794+6.5933e-05i,-0.00046214+0.00054273i,-0.00086694-0.00021421i,-0.00059851-0.0016368i,0.00042943-0.00098118i,0.0008234+0.00063155i,0.00010847+0.00078639i,-0.00080964+0.00034685i,-0.0007101+0.00060814i,3.1614e-05+0.00086285i,8.4524e-05+0.00047253i,0.00037244-0.00058665i,4.9332e-05-0.00066811i
0.0019874-0.0042319i,0.0021625-0.0076936i,0.0023268-0.0065616i,0.0032743-0.0031023i,0.0028769-0.0015951i,0.001821+5.7002e-05i,0.0024202+0.00099989i,0.0026418-0.00011804i,0.00058228-0.0020317i,-0.00093027-0.0010913i,-0.00062711-0.00023989i,-8.0784e-05-0.00027936i,0.0006173-9.6794e-05i,0.0015043-3.8763e-05i,0.0021256+1.232e-06i,0.0023418+1.7594e-05i,0.0021596-0.00056197i,0.0016339-0.001056i,0.00095387-0.00038085i,0.001378+0.00019321i,0.0013786+0.00053119i,0.00030325+0.00087539i,-0.00018799+0.00021399i
-0.00056553+0.0019935i,-0.0017494+0.0037429i,-0.0019873+0.0049778i,0.00010275+0.0035075i,0.00048785+0.0015955i,0.00044145-0.00060912i,0.00043732-0.00084337i,0.00097038+3.3426e-05i,0.00078568+0.00026664i,0.0011384+0.00026323i,0.00055899+0.00045803i,-0.00044288+1.2408e-05i,-0.00067159-0.0011726i,-0.00094669-0.0017875i,-0.0010763-0.0008679i,-0.00034097+0.00053811i,0.00023979+0.0014738i,0.00016341+0.0011199i,-0.00035072+0.00017451i,-0.00051298-1.232e-05i,-2.9335e-05+3.5817e-05i,0.00019256-0.00086537i,0.00014346-0.0011213i
-0.0011825+0.0047379i,-0.0018074+0.0064689i,0.0028374+0.0033896i,0.0059541-0.0024116i,0.0042176-0.0024219i,0.001487+0.00091009i,0.00082942+0.0032908i,0.00074981+0.0020414i,0.00050124+0.00091636i,0.00052176+0.001039i,0.00074306+0.00013718i,0.0010222-0.00091333i,0.00015931-0.00038751i,-0.00030117+0.00023472i,0.000334-0.00022306i,0.0013625-0.00063819i,0.0015725-0.00029915i,0.001309-0.00034657i,0.00071625-0.00037725i,0.0003995+0.00026635i,-3.0888e-05+0.00046128i,-0.00040409+0.00058909i,9.5678e-05+0.0013651i
-0.0023526-0.004708i,-0.0006096-0.0037068i,-0.00060529-0.0023901i,-0.0023643-0.0012257i,-0.0016503+0.00057285i,0.00019297+0.0024746i,0.0017074+0.0023451i,0.00037319+0.0004725i,-0.0015345-0.00031073i,-0.0016319+0.0010168i,0.0001143+0.0015843i,0.0014886+0.00087846i,0.0011166+0.0001208i,-0.00035694-0.00077031i,-0.00068718-0.0010283i,2.9332e-05-0.00030996i,0.00011734+0.0010013i,-0.0001709+0.00076451i,-0.00036475-0.0012257i,-0.00089905-0.0010987i,-0.0012778-0.00010081i,-0.00038992-0.00047093i,0.00054781-0.00097582i
-0.0011642-0.0013067i,0.00020192-0.00049467i,-0.0012215-0.00033565i,-0.0021297-0.00099706i,-0.0018401-0.0024057i,-0.0031588-0.0019809i,-0.0036001-0.0011867i,-0.0023851-0.00031608i,-0.002081-0.00028576i,-0.0016615+0.00012411i,0.00050145+0.0012781i,0.0016242+0.0020258i,0.0012939+0.0020075i,0.0010589+0.0019261i,0.00099869+0.0017294i,0.0012068+0.0006112i,0.00098624-7.1482e-05i,0.00090192+0.00052591i,0.001077+0.00097065i,0.00092413+0.00054723i,0.0012256+0.00038005i,0.0012523+0.00014811i,7.1312e-05+0.00015404i
-0.00014948-0.0061215i,0.00018291-0.0079463i,-0.00088947-0.0053968i,0.00036145+9.8255e-05i,0.0023869+0.0019455i,0.0039912+0.001358i,0.0039958-0.00024474i,0.0029572-0.0024893i,0.0012984-0.0023256i,3.1994e-05-0.00056728i,-0.0006542-2.9098e-05i,-0.0013645-0.00044321i,-0.0014786-0.001185i,-0.00099318-0.00082834i,-0.00058683-0.00050495i,-0.00045465+0.0002525i,-0.00044198+0.0011708i,-0.00079834+0.00079664i,-0.00077772+0.00015367i,9.3728e-05-0.00014246i,0.0004846-0.00073409i,0.0009081-0.00069146i,0.00075231-0.00015122i
-0.0031753+0.0019714i,-0.0031229+0.0026288i,-0.0015262+0.0015576i,0.0017593+0.0007693i,0.00188+0.0010383i,0.00042102+0.002879i,0.00024129+0.0039353i,0.00047618+0.0021757i,-0.00050653-8.7065e-05i,-0.0010362-0.0003982i,-0.00030028-5.1295e-05i,-0.00017669-0.0008108i,-0.0005232-0.0004909i,0.00041189+0.0010582i,0.0012207+0.00080798i,0.0012082+0.0001459i,0.00075948-0.00016364i,0.00066958-0.00012859i,0.0010432-7.2627e-05i,0.00066791+0.00023579i,-0.00028527+0.0012544i,-0.0005254+0.0014987i,-0.00048946+0.0011509i
0.010759-0.032295i,0.010547-0.035711i,-0.0077584-0.040077i,-0.021746-0.026962i,-0.023823-0.0063674i,-0.011308+0.0088793i,0.0034121+0.0061406i,0.0040256-0.0018267i,-0.00095072-0.0043392i,-0.0049989-0.0026761i,-0.0052448+0.00097543i,-0.0016472+0.0024822i,0.0011284+0.003102i,0.0025647+0.00414i,0.003072+0.0034924i,0.0007473-0.00028322i,-0.003193-0.0033415i,-0.0031045-0.0024544i,-0.0004104-0.0025973i,0.0002194-0.0028213i,0.00063409-0.00052407i,0.0020723+0.00021524i,0.0024749-0.00070105i
0.0021466+0.0022507i,0.0039125+0.0046642i,0.0055453+0.0043152i,0.0050967+0.0023435i,0.0047172+0.00010599i,0.0032196-0.001246i,0.00068613+0.00039075i,4.2657e-05+0.0014429i,0.00046945+0.00085287i,-0.00013968+0.00023914i,-0.00055232-0.00027352i,-5.3562e-05-0.00018657i,0.00018633-6.6199e-05i,0.00043748+0.00021268i,0.00042632+0.00057807i,0.00063077+8.6384e-05i,0.001219+0.00045682i,0.0015107+0.0007832i,0.0010454+2.077e-05i,-0.0005126+0.00019682i,-0.0010206+0.00069327i,-0.00064996+0.00077636i,-0.0010167+0.00030176i
-0.00072725+0.0077729i,0.0005993+0.0087497i,0.0030348+0.0083824i,0.0043308+0.0050366i,0.0033687+0.00086407i,-0.00033114-0.00021734i,-0.001719+0.00079172i,-0.00056826+0.0022178i,-0.00010453+0.0020643i,0.00073523+0.00081805i,0.0014594+0.00039211i,0.00075305-0.0006672i,-0.00034681-0.0018431i,-0.00046674-0.0017243i,-0.00089493-0.00097888i,-0.00077058+0.00050338i,0.00046057+0.0010903i,0.00011742+0.00053307i,-0.00089561+0.00032772i,-0.00034797+0.00026371i,-0.00038648+7.9169e-05i,-0.00073133-0.00038852i,-0.0005038-0.00035903i
-0.0032175+0.0028644i,-0.0030246+0.00066738i,0.00061026+0.0015426i,0.004952+0.0026415i,0.0053+0.00051228i,0.0024703-0.00080533i,-0.00062174+0.00057123i,-0.0011014+0.000918i,-0.0015281+0.00093222i,-0.00081389+0.0016011i,0.00037417+0.0019569i,0.0003776+0.0010591i,5.5753e-05+0.00038869i,-2.2066e-05+0.0010779i,0.00068395+0.0007767i,0.001233+0.00025037i,0.0008976+0.00077042i,0.00024719+0.0013142i,-1.5108e-05+0.0010407i,0.00069542-0.00025515i,0.00018652-0.001116i,-0.0012437-0.00015198i,-0.0012124+0.00014101i
0.00089774-0.0002192i,-0.0017123-0.00020471i,-0.002301+0.00013912i,-0.0009754-0.00041614i,-0.0018373-0.00059487i,-0.0024972-0.00062309i,-0.0018482-0.00014145i,-0.00059382-0.00012732i,0.00022311-0.00044817i,-0.00037168-0.00013654i,-0.0011068-1.1865e-05i,-0.00068912+0.00015618i,-8.7331e-05+0.00041007i,-0.00036964-0.00010427i,-0.00073751-0.00016505i,-0.0010669+0.00077366i,-0.0009061+0.0004899i,-0.00066971-0.00030772i,-0.00065501-0.0011672i,-0.000249-0.0012695i,0.0006284-0.00064757i,0.0013391+5.8178e-05i,0.00097393+0.00037113i
0.00097927+0.00085601i,0.0021697+0.0031477i,0.0052841+0.0026085i,0.0080533+0.00028331i,0.0075757+0.00010709i,0.0048015+0.00080785i,0.0032556+0.00025244i,0.0023629-0.00084617i,0.00052443-0.0010031i,-0.00043646-0.00071045i,-0.00086191-0.0009617i,-0.00089242-0.00053453i,-0.00068825+0.00016646i,-0.00031846+0.00043687i,-0.00067621+0.00021672i,-0.00066451+0.00065347i,-0.0010498+0.0013713i,-0.00086313+0.00047645i,-0.00036237-0.00052519i,-0.00070138-0.00037133i,-0.00073743+0.00049591i,-0.0004831+0.00013097i,5.0264e-05-0.00050686i
-0.0052056+0.0011769i,-0.004666+0.0037535i,-0.0041416+0.0055412i,-0.0035998+0.004884i,-0.00030358+0.0032523i,0.0012633+0.0010373i,0.0015556-0.0010263i,0.0017038-0.0022924i,0.00083751-0.0017058i,0.00058124-0.00020778i,0.00061419-0.00012872i,0.00061956-0.00068301i,0.000253-0.001149i,-0.00058716-0.0020797i,-0.00087115-0.0020343i,-0.00088329-0.00083942i,-0.0011723-0.00092148i,-0.0017897-0.00090686i,-0.0010012+1.988e-06i,-0.00010706+0.0002024i,3.0137e-06+0.00037437i,0.00027095+0.00045371i,0.00027915+0.00084429i
-0.0088759+0.0011219i,-0.0070199+0.0015881i,-0.0038293+0.0025728i,-0.00080042+0.0028471i,0.0011976+0.0011116i,0.00076834-0.00069443i,0.00022691-0.00076263i,0.00057622-7.2616e-05i,0.00073738-1.777e-05i,0.0012521+0.00041525i,0.0014172+0.0010393i,0.0007316+0.00035079i,8.8113e-05-0.0006378i,1.9239e-05-0.0002046i,-0.00040594+0.00036711i,0.00011417+0.0005334i,0.00084033+0.00062999i,0.00015701+0.00055286i,-0.0005547+0.00038436i,-0.00056055+0.00022217i,-0.00034934-0.00012771i,-0.00076391-0.0004932i,-0.00084532-0.0005728i
-0.00046481-0.0024276i,0.00078233-0.0035123i,0.0015484-0.0017458i,0.0022157-0.00024876i,0.0026339-0.001397i,0.0018191-0.00091285i,0.0021325-0.00024409i,0.0026909-0.0010248i,0.001252-0.0013267i,-0.00051306-0.0012828i,-0.00056754-0.0016765i,0.00028135-0.0017824i,0.00053793-0.00081938i,0.0002969-0.00056133i,8.8567e-05-0.00067945i,0.00035399-0.0011425i,0.00085651-0.0019928i,0.00079184-0.0014758i,1.2253e-05-0.00037368i,-0.00048459+0.00049839i,-0.00040974+0.00082262i,0.00037637+0.0004537i,0.00084441+0.00059437i
