0.0010178-0.00089457i,0.0010548-0.0011857i,9.1367e-05-0.0024219i,-0.0008712-0.0022049i,-0.00048055-0.0011955i,-0.0001788+0.00077473i,8.7003e-05+0.0014019i,0.0016231+0.0011165i,0.0020667+0.00058398i,0.00094491-0.00025439i,0.0006995-0.0006088i,0.0011019-0.00038844i,0.0010243+0.00023039i,0.00029928+0.00049481i,-0.00031467+0.00055102i,-0.00019245+0.00039822i,-0.00058106+0.00041527i,-0.00097389+0.0010007i,-0.001005+0.00074632i,-0.00092501-0.00020029i,-0.00016394+0.00016497i,0.00066136+0.00071081i,0.00059397+0.0003039i
0.0019395+0.0019335i,0.0012634+0.0032882i,0.0012677+0.0016317i,0.0015649-0.00010801i,0.00016231-2.9102e-05i,-9.998e-05-5.6691e-05i,0.00074758+0.00021364i,0.00050789+0.00077363i,0.00022798+0.0004514i,0.00044309-0.00048479i,0.00012264-0.00018325i,-0.00041661+0.00066675i,-0.00036463+0.0010623i,-0.00012536+0.0011878i,-2.2171e-05+0.00033501i,-0.00043081-0.0007847i,-0.0004377-0.0012497i,0.00036295-0.00073461i,0.00010665-0.0002405i,-0.00026604+0.0002863i,-0.00053663+0.00041909i,-0.00036112-3.9227e-05i,5.4597e-05-0.00061262i
-0.0039214-0.0022767i,-0.0048711-0.0031261i,-0.0040044-0.0031032i,-0.001839-0.00097993i,0.00059985+0.00065571i,0.0020975+0.00046432i,0.0023284-0.00010994i,0.0016806-0.00031384i,0.00099096+0.00012816i,0.0012563+0.00066292i,0.0017111+0.00097169i,0.0008453+0.00045491i,-0.00011301-0.00076689i,0.00039461-0.0010143i,0.00082195-0.00056096i,0.00022481+4.6446e-05i,-0.00037721+9.5521e-05i,-0.00038781-0.00026837i,-0.00018417-0.00019927i,0.000566+0.00051446i,0.0001744+0.00030243i,-0.00072057-0.00047683i,-0.00032322-0.00019277i
-0.0002506-0.0006737i,7.1335e-05+0.00045359i,-0.0002045+0.00099674i,0.00037547+0.00067677i,0.0014349+0.0006721i,0.0019741+0.00097609i,0.0014722+0.00094248i,0.00030218+0.00032399i,-0.00058822-0.00048496i,-0.00053554-0.00060589i,-7.2864e-05-0.00053897i,0.00084996-0.00075089i,0.0009961-0.0010977i,7.5243e-06-0.00096054i,-0.00055514-8.658e-05i,-0.00040028+0.00079867i,-0.00019768+0.00049585i,-0.0004057-0.00018412i,-0.00038315-0.00028016i,-0.00023779-0.00015641i,-0.0003131+0.00034047i,-0.00020431+0.00031568i,9.3179e-05+0.00038217i
0.0046321+0.0017542i,0.0056598+0.0012172i,0.0067778-0.00031685i,0.0050584-0.00072607i,0.0022814-0.000173i,0.0010972+0.00088949i,0.0012528+0.00090368i,0.0011767+0.00016965i,0.00036552-0.00019073i,-0.0010163-0.00080347i,-0.0014689-0.0012311i,-0.00088779-0.0010672i,-0.0010505-0.00023743i,-0.00092354+0.00070767i,-0.0002653+0.00073767i,0.00021901+0.00076016i,0.00041298+0.00077335i,0.00010657+0.00048387i,-0.0004296+0.00015159i,-0.00067758+0.00026094i,-0.00030217+0.00022905i,0.0003208+0.00024024i,0.00043802+0.00035524i
0.0014108+0.0015815i,0.0017852+0.0014874i,0.0016525+0.00037357i,0.0018584-0.00048455i,0.002117-0.00096558i,0.00097823+0.00023152i,-7.3337e-05+0.00055857i,-0.00011012+0.00032324i,-0.00020595+4.4799e-05i,-0.00092812-0.00046623i,-0.0013817-0.0006341i,-0.00096126+0.00014523i,-0.00054173+0.0014059i,-0.00062573+0.0011671i,-0.00023205+0.00016004i,0.0005091+0.00030554i,0.00057347+0.00053988i,0.00014717+0.00038888i,-3.825e-05+0.00091349i,0.0007212+0.00072144i,0.0012925+0.00038118i,0.00093691+0.00040401i,7.0251e-05+0.000451i
-0.0016669+0.0042588i,-0.0021142+0.0036668i,-0.00065353+0.0023252i,0.0017955+0.0013107i,0.0022344+0.00099851i,0.0012954+0.00059016i,9.6534e-05+0.00071927i,-0.00056277+0.00012818i,-0.00022322+0.00015999i,-7.6992e-05+0.0010043i,0.00022612+0.00084878i,0.00080872+0.00053425i,0.0009915+6.6605e-05i,0.0010307-0.0015202i,0.00069543-0.0021418i,0.00046905-0.00085009i,0.00045197-3.7743e-05i,0.00023684-0.00049493i,-5.8051e-05-0.00017862i,-0.00075235+0.00059568i,-0.00056159+0.00031965i,0.0001446-0.00019364i,0.0004955-0.00056441i
-0.00062856+3.3388e-05i,-9.7477e-05-0.0014752i,0.00024144-0.0014527i,0.00056506-0.00017181i,0.0017584+0.00087397i,0.0019064+0.0010729i,0.00063269+0.00064853i,-0.00046559+1.4856e-05i,-0.0004486-0.00026033i,-0.00040828-0.00034366i,2.7078e-05-8.2996e-06i,0.0001295+3.0238e-05i,-0.00029627+0.00031622i,-0.00031724+0.00055718i,-0.00058496-0.00035941i,-0.00013229-0.00098097i,0.00069607-0.00043189i,0.00055446+0.00015957i,-0.00024761+0.00036862i,-0.00034072-0.00014251i,0.00021684-0.00035531i,0.0010081-0.00062509i,0.0010605-0.00058345i
0.0026609+0.001061i,0.0037178+0.0012182i,0.0044215+0.00067167i,0.0038096+0.00022009i,0.0024709-9.0247e-05i,0.0018111+0.00014083i,0.0013215+0.0007837i,0.0011316+0.00078358i,0.0014939+0.00031478i,0.0012614-0.00042068i,0.0011479-0.00070795i,0.0013545-0.00025389i,0.00072404+0.00019863i,0.00020644+0.00046035i,-0.00029378+0.00013227i,0.00033481-0.00031055i,0.00076526+0.0004263i,0.00021555+0.00028647i,6.0549e-05-0.00012961i,0.00016638+4.1499e-05i,0.00019718-0.00027209i,-0.00013057-0.00064786i,-0.00033382-0.00078584i
0.00046525-0.00024623i,-0.0004715-2.4325e-06i,-0.00093689+0.00057073i,-0.00012899+0.0011487i,0.0011292+0.00083786i,0.00078222+0.00022311i,-7.3112e-05-0.00034133i,-0.00018851-0.00085391i,0.00022502-0.0013867i,-4.1015e-05-0.0016095i,-4.1312e-05-0.0013736i,-6.7715e-06-0.0014454i,8.9634e-05-0.0014071i,0.00020976-0.00085272i,-0.00016499-0.00018777i,-0.00033488+0.00066885i,0.00059449+0.00083361i,0.001214+0.00047042i,0.0001043-0.00017491i,-0.00050797-0.00035237i,4.4457e-05+1.8593e-05i,0.00019631-0.00028704i,-0.00010341+8.3141e-05i
-0.00089528-0.00027108i,-0.00075492+0.00014925i,0.00059067+0.00010588i,0.0010899-0.00012965i,0.0018945+0.00033013i,0.0022476+0.00021624i,0.0011593+0.00033501i,0.00010172+0.00077527i,-0.00034763+0.00050108i,-0.00045727-0.00041285i,-0.00064233-0.00043738i,-0.00063081+0.00058042i,0.00011807+0.00077281i,0.00027064+1.3855e-05i,-0.00032366-0.00062108i,-0.00056596-0.00064094i,0.00010966-8.1686e-05i,0.00054643+0.00047955i,5.4835e-05+0.0012847i,-0.00053668+0.0015607i,-0.0010712+0.00095655i,-0.00061379+0.00072043i,-4.4259e-05+0.00099341i
0.0012012-0.00018311i,0.0018309-0.0011023i,0.0021917-0.0014835i,0.001869-0.00090753i,0.0018137-0.00048176i,0.0011814+0.00063128i,8.6271e-05+0.0012954i,-0.00021212+0.0006125i,-0.000301-0.00047977i,-0.00033358-0.00081611i,-0.0011556-0.00010315i,-0.0009949+0.00052471i,-0.00090469+0.00042869i,-0.0016236+0.00018643i,-0.0011065-0.00026226i,-0.0003012-0.00063484i,-0.00027615-0.00090805i,3.767e-05-0.00081548i,0.00024281-0.00034125i,-0.00048694-0.00026913i,-0.00073274-0.00080019i,-0.000672-0.00026108i,-0.00058345+0.000114i
0.002799+0.0014972i,0.0022385+0.00014798i,0.0023264-0.00013209i,0.0025315-0.00018076i,0.00209-0.0003445i,0.00073661+0.00022113i,0.00010876+0.00010614i,0.00082866+5.8027e-05i,0.0010906+0.00022979i,0.00018539+0.00033812i,-0.00076407+0.00063104i,-0.00097716+0.0010697i,-0.00047111+0.00058402i,-0.00035-0.00022538i,-7.862e-07-0.00036978i,0.00018448-0.00072594i,-0.00037366-0.00081108i,-1.8217e-05-0.00054335i,9.2148e-05-0.00074395i,0.00014354-0.00067809i,5.7253e-05-0.00038972i,-0.00048252+1.4043e-05i,-0.00065218+8.8255e-05i
0.0010553+0.0017747i,0.0026084+0.0024432i,0.0052364+0.0015812i,0.0052222+9.8126e-05i,0.0027858-0.0014062i,0.0010719-0.00094064i,0.00034693+0.00011011i,0.00066145+0.00010022i,0.0014366-7.2256e-05i,0.0013295-0.00032391i,0.0010043+0.00028599i,0.00024693+0.00060106i,-0.00041616+0.00012803i,-0.00068436+0.00023872i,-0.00075356+0.00082199i,-0.00098252-8.736e-05i,-0.00054946-0.00030445i,0.0009414+5.288e-05i,0.00096332-0.00013823i,0.0003525+5.776e-05i,0.00014452+2.3642e-05i,0.00050743-0.00033736i,0.00075861-0.00044627i
-0.0021969-0.0023862i,-0.0031134-0.0023651i,-0.0038391-0.0019374i,-0.0032127+0.00025341i,-0.0013896+0.00093189i,-0.00036111+0.00086965i,-0.00016842+0.0010339i,-0.00015942+0.0010803i,0.00014468+0.00079937i,0.00099932+1.6198e-05i,0.00084604-0.00088616i,0.0004012-0.0011801i,8.9688e-05-0.00022164i,-0.00030152-2.9639e-05i,-0.00015068+4.0429e-05i,0.00016357+0.00067044i,0.00016587+0.00044034i,-0.00031608+6.4941e-05i,-0.00019663-0.00013264i,-0.00027379-9.2155e-05i,-0.00056587+0.00027056i,-0.00042992+0.0003067i,-0.00044477-2.1017e-05i
0.00057089+0.0022185i,1.5458e-05+0.0036738i,0.00070108+0.0032654i,0.0025208+0.0019257i,0.0038897+0.0010409i,0.0035529+1.9478e-05i,0.0021591-7.7666e-05i,0.0012112+0.0011064i,0.00097928+0.00098439i,0.00044712-0.00029635i,0.00077985-0.0005688i,0.0016703-0.00024464i,0.0010325-0.00035359i,-0.00060959-0.00034819i,-0.00076614-1.6472e-05i,0.00025056+0.00046543i,0.00045477+0.0009198i,0.00036859-8.4682e-05i,-0.00039968-0.0013369i,-0.0011921-0.0012388i,-0.00047529-0.0013937i,0.00048252-0.0013889i,0.00066986-0.00030587i
0.0033289-0.00024854i,0.00348-0.0012766i,0.0025838-0.001138i,0.0013529-0.0020326i,0.00040065-0.0020583i,-0.00028207-0.0012365i,-0.00092027-1.3794e-05i,-0.00024787-0.00031758i,0.00082818-0.0018992i,-0.00014283-0.0018734i,-0.001244-0.0016889i,-0.0010464-0.0018644i,-0.00026363-0.00077513i,0.00021304-3.4238e-05i,-1.3219e-05+0.00051078i,-0.00045628+0.00090546i,4.8565e-05+0.00060718i,3.8062e-05+0.00047766i,-0.00072447+9.448e-05i,-0.00084963-0.00042694i,-0.0011259-1.0915e-05i,-0.00053685+0.00065395i,2.9755e-05+0.0010055i
-0.00083546+0.0030364i,4.2159e-05+0.0031112i,0.0026216+0.00082238i,0.0034676-0.00021789i,0.0028642+0.00028866i,0.0017475+0.00037763i,0.00057758+0.00053405i,-6.3657e-05+0.00041309i,0.00019584+0.00010924i,-0.00041544+7.7865e-05i,-0.00070045-0.00044422i,-0.00088628-0.00058279i,-0.00069773-0.00028616i,-0.00052768-0.00013514i,-0.00031975+0.00027142i,0.00034506+0.00033565i,0.00048305+0.00019023i,0.0010345-0.00010012i,0.0011243-0.0007686i,0.00041711-0.0003981i,0.00013761-0.000305i,0.00031637-0.0007174i,0.00025032-0.00074498i
-0.00016099-0.001606i,-0.00043125-0.00078836i,-0.00037423+0.00021028i,0.00016844+0.0005572i,0.0011118+0.00055408i,0.0015125-0.00010072i,0.00097285-0.00026503i,0.00053153+3.7696e-05i,0.00044859+9.9251e-05i,0.00065185-5.1568e-05i,-3.6595e-05+0.00047253i,-0.00062199+0.0010761i,-0.00025797+0.00075508i,-0.00064105-0.0001271i,-0.00095611-0.00052008i,-0.0007703-0.00028138i,-3.7196e-05-4.7899e-05i,0.00036278+0.00034598i,-0.00017382+0.00031581i,-0.00033046+0.00050676i,0.00018204+0.0007831i,-4.2059e-06+0.00044465i,-7.1234e-05-0.00028782i
0.00087948+0.0027442i,0.00098409+0.0018359i,0.0020018+0.00078986i,0.0029727+0.0008422i,0.0029635+0.0012583i,0.0023176+0.0015313i,0.00047268+0.0017197i,-0.0002301+0.00088863i,0.00015827+0.00034777i,0.00050151+0.00066063i,0.00053974+0.00038709i,0.00027398+0.00026789i,0.00030431+0.00012926i,0.00020495-0.0003331i,-0.00023861+0.00032679i,-3.7748e-05+0.00053404i,-0.00018478+0.00014462i,-0.00094451-0.00026811i,-0.00070417-0.00096774i,-0.00054478-0.00036359i,-0.00047288+0.0012431i,-0.00033691+0.0013543i,-0.00063896+0.00044612i
-0.00057393+0.0011194i,-0.00064943+0.0009107i,0.00060095-6.8245e-05i,0.0017164-0.00019127i,0.0014099+0.00038615i,0.00099035+0.00064347i,0.00048569+0.00068008i,0.00029238+0.00085823i,0.00040382+0.00093679i,0.00088623+0.00025961i,0.0014657-0.00042755i,0.0010366-0.00017722i,0.00050976+5.4732e-05i,0.00030117+4.002e-05i,-1.4562e-05+5.1896e-05i,0.00039092-0.0002417i,0.00061076-6.6511e-07i,0.00023635+0.00056679i,-1.0561e-05+0.00015502i,-0.00012083-5.0964e-05i,0.00020427-0.00020796i,0.00050107-0.00012564i,0.00030909+0.00010382i
0.0011575+0.002184i,0.00048456+0.00092624i,-0.00023706+0.00080218i,0.00022218+0.001135i,0.0013659+0.0012812i,0.00098364+0.00082716i,0.00053504+0.00090069i,0.00010985+0.00078823i,0.0001401-0.00027192i,0.00059651-0.00066164i,0.00083656-0.0010572i,0.00063495-0.0012118i,-0.00026877-0.00070826i,-0.00035837-0.00021354i,0.00063817-0.00014434i,0.00074534-0.00033203i,0.00047009-0.00072218i,0.00086786-0.00067157i,0.00036914-7.5527e-05i,-0.00045626+0.00028401i,-0.000164+0.00033957i,9.9326e-05+0.00032454i,-0.0003879+0.00072198i
0.00019978+0.0012705i,0.00053033+0.0012785i,0.0026753+0.001536i,0.0041758+0.00090881i,0.0039226+2.6737e-05i,0.0025264-0.00095518i,0.00044293-0.00023264i,-0.00020978+0.00090392i,0.00040794+0.00026353i,0.0007993-0.00039727i,0.00018241-0.00041384i,-0.0012901-0.00067941i,-0.0014279-0.00085084i,-0.0009471-0.00029374i,-9.3617e-05-0.00040825i,0.00038766-0.00097093i,-0.00010774-0.00063707i,-0.00069585+0.00056048i,-0.0010275+0.0007024i,-0.00063112+0.00023255i,0.00029624-0.00036605i,0.0010093-0.00051777i,0.0014879-0.00084529i
-7.5805e-05+0.0025422i,-0.0010735+0.0030007i,-0.00018413+0.0034382i,0.00075936+0.0022976i,0.0013143+0.0011031i,0.0018755+0.00061481i,0.00176+0.00033047i,0.00093178-0.00022418i,0.00026773-0.00013018i,-0.00028113+0.0003405i,-0.0012545+0.00055016i,-0.0012053+0.00056589i,-0.00050644-0.00011197i,-0.00049048-0.00072374i,-0.00058639-0.00071367i,-0.00023471+5.3581e-05i,0.00040039+0.00086928i,0.00065861+0.0003707i,0.00057782-2.7049e-05i,0.00015425+0.00028225i,-0.00012825+8.0542e-05i,-0.00013048+0.00060854i,-0.00049789+0.0013316i
-0.0017739-0.0026505i,-0.0026071-0.0027376i,-0.0021021-0.0028738i,-0.00068169-0.0019621i,0.00074649+0.0001354i,0.0015361+0.00077953i,0.00096451+0.00045942i,0.00026464+0.0011066i,0.00047151+0.0018776i,5.4874e-05+0.0018997i,-0.0004844+0.0015676i,0.00053898+0.0011647i,0.0010375+0.00026798i,0.00083786-0.00028444i,0.00048311-0.00028349i,0.00045919-0.00014231i,-0.00029061+0.00023706i,-0.0013676-6.4138e-05i,-0.00098763-0.0010415i,-0.00094798-0.00066008i,-0.00098573+0.00075513i,-0.00075599+0.00098317i,-0.00071366+0.00072084i
-0.0015461+0.0012163i,-0.00067176+0.0016486i,0.000356+0.0028154i,0.0012726+0.0025205i,0.0027214+0.00098983i,0.0027488+0.00053979i,0.00072016+6.7785e-05i,-0.00022633-0.00012589i,0.00032627-2.3684e-05i,0.0012461+0.0002419i,0.0022493+0.00051837i,0.002746+0.00062956i,0.0023737+0.00031783i,0.0012475-3.3367e-05i,5.679e-05-0.00020148i,-0.0010809-0.00016089i,-0.0011893+0.00061384i,1.9096e-05+0.0010197i,0.0005894+0.0002111i,0.0002921-0.0010226i,-0.00041849-0.0015713i,-0.00034685-0.0010305i,-0.00038142-0.00032603i
-0.00054887-0.00049419i,-0.0016978-0.00093417i,-0.0010005-0.00044569i,0.00067689+0.00059094i,0.00054118+0.00082983i,0.00048141+0.00071561i,0.00022816+0.00058698i,-0.00018406-0.00021178i,0.00021533-0.00065689i,0.00079193-0.00043848i,0.00088122-0.00043288i,0.00073045-6.8263e-05i,0.000731+0.00025165i,0.0010819+0.00056341i,0.00092037+0.00041263i,1.5353e-05+0.00041049i,-0.00071721+0.0001941i,0.00017427-0.00051314i,0.0010691-0.00051111i,0.00098689+0.00023657i,0.00071811+0.0002072i,0.00086931-0.00048692i,6.499e-05-0.0011358i
0.0011597+0.0041494i,0.0022314+0.0029474i,0.0034912+0.0013024i,0.0030703+0.00010749i,0.0024023-4.4622e-05i,0.0012698-0.00049608i,0.00015683-0.00062323i,0.00044833-0.00029186i,0.0010538-0.00021233i,0.00086363-0.00069985i,0.0011818-0.0014478i,0.0017358-0.0014987i,0.00010636-0.0012147i,-0.00076332-0.00041086i,-0.00068759-0.00019726i,-0.00048791-0.00026039i,-2.4873e-06-9.6666e-05i,0.00024491+0.00012622i,-0.00012819+0.00039706i,-0.00040184+0.00042477i,-0.00025222+0.00035758i,4.6545e-05-0.00014641i,0.00052801-0.0011374i
-0.00098245-0.00012943i,-0.001864+0.00073288i,-0.0015846+0.0025816i,-0.00018972+0.0029735i,0.0010835+0.0018681i,0.0014232+0.0012698i,0.0008401+0.00053022i,0.00019987-0.00057278i,0.00010424-0.00069561i,0.00049491-0.00041567i,6.4482e-05+0.00055452i,-0.0010782+0.00034591i,-0.0016664-0.0011597i,-0.0014273-0.0011766i,-0.0003835-0.00021826i,0.00063089+0.00064474i,0.00089775+0.00082052i,0.00049568+0.00080424i,-0.00023748+0.0007815i,-0.00051863+0.00065127i,-0.00058116+2.3628e-05i,-0.00024887-8.1821e-05i,0.00010214-0.00013466i
0.0011249+0.0019275i,0.0017295-0.00020607i,0.0015501-0.0012655i,0.0014208-0.00058668i,0.0016166-0.00010248i,0.0017559-0.0003903i,0.00092124-0.00063914i,-0.00039422-0.0009547i,-0.0010863-0.00082907i,-0.0011251-0.00015616i,-0.00081535+0.00020353i,-0.00095112+0.00038217i,-0.0011762+8.4798e-05i,-0.00061608-4.7406e-05i,0.00031792+0.00023914i,0.00060478+0.00032451i,0.0004699+0.00063967i,0.00032328+0.0004338i,-0.00026604+1.1785e-05i,-0.00036138-0.00024659i,-0.00019351+0.00011097i,-1.529e-05+0.00073863i,0.00016558+0.0011077i
-0.00084844-1.0977e-05i,-0.00052189+0.0025864i,0.00050464+0.0037112i,0.0010855+0.0028758i,0.0014061+0.0021984i,0.0019342+0.001607i,0.0012397+0.00058179i,-0.00028434+0.0006138i,-0.00011522+0.001172i,0.00054972+0.0016691i,0.00026115+0.0023763i,0.0003001+0.0020339i,0.00047942+0.0013171i,3.8119e-06+0.00089659i,-0.00026288+0.00045253i,0.00023317+0.00055812i,0.00061554+0.00058138i,0.00090298-0.0002378i,0.0011477-0.00077809i,0.00027312-0.00048451i,-0.00020868-0.00048863i,-0.00032099-0.00094945i,-0.00028597-0.000539i
7.8996e-06+0.00034116i,-0.0010208-0.00033964i,-0.0014191-0.0020182i,-0.00058524-0.0028014i,0.00047011-0.0024237i,0.00089166-0.0016895i,0.0010239-0.00059999i,0.0013541+0.00018189i,0.0014837+4.3818e-05i,0.0016277-0.0002852i,0.0013484+6.2337e-06i,0.00037497+0.00038563i,-0.00083964+0.00034112i,-0.0011171+0.00037633i,-0.00082514+0.00025591i,-0.00010424+0.00019512i,0.00047619-9.4619e-05i,0.00055744-0.00082083i,-1.3899e-05-0.0011449i,-0.00023199-0.00059439i,-0.00016236+0.0007484i,-0.00016381+0.00067297i,-8.2965e-05+0.00032828i
-0.0017147-0.00073246i,-0.00048203-7.9664e-05i,0.00047997+0.00030855i,7.9897e-05+0.0021245i,0.00050783+0.0030116i,0.00093138+0.0019025i,0.0005497+0.00094524i,0.00052758+0.00034153i,0.0004684-0.00039089i,0.00024642-0.00087927i,0.00011079-0.00068263i,0.00059515-6.0203e-06i,0.0015561-4.7194e-05i,0.0016544-0.00071996i,0.0010724-0.0012309i,0.00049764-0.00099075i,7.5048e-05-0.00024683i,9.3216e-05+0.00020315i,0.00040606+0.00042389i,0.00017315+0.00059715i,-0.00038239+0.000963i,-0.00037396+0.0007027i,0.00037417+0.000418i
0.0010167+0.0014295i,-0.00048952+0.0010893i,-0.00022205+0.00054918i,0.0014462+0.0010088i,0.0023525+0.0015151i,0.0020922+0.00044799i,0.00073208-7.3695e-05i,0.00037687-5.9029e-06i,0.00085193-0.0003171i,0.00049868-0.00071994i,-0.0003098-0.0010156i,-0.00085798-0.0016249i,-0.00039738-0.0016525i,-0.00019359-0.00083786i,-0.00060691-0.00096049i,1.4895e-05-0.00059767i,0.00027055+6.638e-05i,-0.00036053+0.0004032i,-0.00028966-2.3922e-05i,-0.00012404+1.9652e-05i,-7.275e-06+0.00068451i,0.00081558+0.000472i,0.0003843-0.00037061i
-0.0011318+0.001889i,-0.00022264+0.0013332i,0.00045958+0.0017261i,0.0014337+0.0014271i,0.002361+0.00065499i,0.0011852-0.00033246i,0.00020827-0.00051274i,-9.7146e-05-2.1615e-05i,-0.00051341-0.00010373i,-0.00091695-0.00084996i,-0.0016568-0.0013025i,-0.0019445-0.00082278i,-0.0015556-0.00071109i,-0.0010191-0.0013622i,-0.00045694-0.0012347i,0.00015303-0.00035325i,0.00064792+7.4073e-05i,0.00014691+0.00035649i,-0.00055996+0.00031536i,-0.00032805-0.00040013i,-0.00026083-0.00063805i,-0.0001752-2.4047e-05i,0.00032317+0.00017077i
0.0013253+0.0007111i,0.0022463+0.0012117i,0.0024877-0.00077477i,0.0020278-0.0015835i,0.0012859-0.0015016i,0.00050046-0.0017603i,-0.00010381-0.00079817i,-0.00066662+0.00056072i,-0.00046207+0.00068476i,-0.00098962+0.00083423i,-0.0016531+0.00092961i,-0.0010796+0.00035565i,-0.00052692+1.2126e-06i,0.00022544+0.00068946i,0.00042305+0.0011148i,-1.9033e-05+0.0007223i,1.3185e-05+0.00035826i,0.00065276+0.00036914i,-4.0664e-05+6.3647e-05i,-0.0001188-0.00034695i,0.00055789+2.2056e-05i,0.00057331-0.00021475i,0.00057442-8.0591e-05i
-0.00058888-0.0026534i,-0.00018291-0.0038429i,-0.001153-0.0031928i,-0.0012339-0.0014702i,0.00040856-7.4102e-05i,0.00059214+0.0011158i,-0.0001669+0.0015702i,2.4384e-05+0.0014745i,-6.0762e-05+0.00084758i,3.0201e-05+0.0010792i,4.9264e-05+0.0013375i,4.5334e-05+0.00094942i,2.9043e-05+0.00079594i,0.00023329+0.00050468i,0.00076014+0.00068082i,0.0010765+0.00053219i,0.00088027-0.00014952i,0.00054776-0.0001204i,0.00019899+6.4313e-05i,-0.00014067+0.00026126i,-0.00032998+0.00033251i,-4.7213e-05+0.0003391i,4.536e-05+0.0008358i
0.0016158-0.00047364i,0.0034445+0.0010997i,0.0027921+0.0013951i,0.0016966+0.00087869i,0.0011593+0.00047474i,0.001032+0.00062789i,0.00068758+0.0014853i,0.0007432+0.00079859i,0.00050469+0.00048399i,0.00024887+0.00099882i,0.00060415+0.00083448i,0.00087491+0.00038287i,0.00043943+0.00025357i,0.00022255-0.00043691i,-5.1674e-05-0.00089689i,5.7288e-05-0.00085237i,0.00039557-0.00041561i,0.00046022-4.4396e-05i,0.00011823+0.00015923i,-0.00018351+0.0013457i,-0.00061716+0.0014888i,-0.00091237+0.00026617i,-0.00082703-0.00066214i
0.002044+0.0023192i,0.0014266+0.0012783i,0.0017845+5.4119e-06i,0.0016155-0.00035826i,0.0021375-0.00067479i,0.0014315-0.00046309i,0.00065517+3.3096e-05i,0.00086344+0.0004177i,0.0012842+0.00013369i,0.00080626-0.00074014i,0.00047627-0.0011505i,0.0002899-0.00017285i,0.00034834+8.1029e-05i,0.00044028+2.4287e-05i,-0.00010007+0.00063786i,-0.00023422+0.00053666i,0.00041946-8.8401e-05i,0.00067985-0.00041242i,0.00053661-0.00018813i,0.00016485+0.00043039i,2.062e-06+0.00071703i,-8.6558e-05+0.00059156i,-0.00060154+0.0002645i
-0.002031-0.0018493i,-0.00092019-0.0019046i,0.0011856-0.0014838i,0.0025591-0.00064277i,0.0026457+0.00059486i,0.0016439+0.0012047i,0.00073107+0.00055975i,1.6565e-05+0.00027558i,-0.0003475+0.00044087i,0.0001715-0.00067564i,0.0003947-0.0012787i,0.00038629-0.0011877i,9.0041e-05-0.0013811i,-0.00020271-0.0013536i,-0.00039471-0.00054864i,-0.00071387-0.00010212i,-0.00051898+0.00023081i,-7.5258e-05+0.00041947i,5.2554e-06+4.8622e-05i,-2.3946e-05-0.00020009i,0.00015336-0.00025247i,0.00052844+0.00059367i,0.00081351+0.00086305i
0.0013261-0.0024311i,0.0010091-0.0022038i,-0.00015644-0.0016175i,-0.0013083-0.00037602i,7.1665e-05+0.00019216i,0.0013635+0.00061305i,0.00037885+0.00076814i,-0.00046538-0.00012219i,-0.00063513-0.0011365i,-0.00061286-0.0013165i,-0.0014392-0.001276i,-0.0018458-0.0013792i,-0.0011754-0.00095065i,4.0283e-05+9.3629e-05i,0.00021168+0.00061298i,-0.00029858+0.00058229i,0.00078716+0.00049861i,0.0010142+0.00046215i,0.00018404+8.5689e-05i,4.1939e-05-0.00033125i,0.00040697-0.00012749i,0.0010996-0.00044419i,0.0011647-0.0010201i
-0.00077477+0.0018384i,-0.0012647+0.0035351i,-0.00042069+0.0043289i,0.00082094+0.0034912i,0.001479+0.0022518i,0.0011693+0.0012166i,0.00036335+0.00066931i,-0.00018538+0.00095528i,-0.00022333+2.9903e-05i,-0.0005481-0.00055284i,-0.0011205+9.9189e-05i,-0.0010894+0.00051802i,-0.0011002+0.00068358i,-0.00094066+0.00031289i,-1.4203e-05-0.00022606i,0.00050604-0.00053438i,0.00069186-0.0010329i,0.00072949-0.00051079i,0.000467+0.00022647i,0.00053363+0.00010491i,0.00089656-0.00089739i,0.00069795-0.0014565i,-0.0002667-0.00045563i
0.00099848+0.0012906i,0.0016437+0.00092791i,0.0013821-0.00048743i,0.00051716-4.8202e-05i,-0.00017631+0.00060673i,-5.1429e-05+0.00015722i,0.00045687+0.00021384i,2.2966e-05+0.00083132i,-0.00058698+0.0013646i,1.4585e-05+0.0018843i,0.0011201+0.0021515i,0.0014569+0.0016366i,0.00060185+0.00064886i,0.00062047+0.00034399i,0.0012513-0.0001426i,0.00068027-0.00063969i,0.00021064+4.27e-05i,0.00021349+0.00070649i,-0.00019171+6.4434e-05i,-0.00071042-0.001012i,6.0632e-05-0.00030489i,0.00040983+0.00067476i,-0.00031991+0.00016223i
-0.0012115-0.00093824i,-0.0010443-0.0013645i,-0.002125+0.00030694i,-0.0005569+0.0021483i,0.0015967+0.00216i,0.0016863+0.0012621i,0.0014168+0.0003992i,0.00089269+0.00059881i,0.00028783+0.0012537i,0.00069368+0.0013874i,0.0018649+0.0011761i,0.0018975+0.0012087i,0.00037983+0.00056753i,8.6429e-06-0.00091193i,0.00096962-0.0013913i,0.00056926-0.00048006i,-0.00020374+0.00014588i,0.00012192+0.00019497i,-5.6694e-05+0.00010522i,-0.00049835+0.00011924i,-0.00059877-0.00043214i,-0.00059294-0.00036571i,-9.7551e-05+0.00036884i
