0.0015738-2.8016e-05i,0.00033504-0.0013483i,-0.00082096-0.002293i,-0.0010804-0.0017047i,-0.0011227+0.00027437i,-0.0010955+0.0013173i,-0.00058037+0.00086122i,-0.00010134+0.00064135i,-0.00044094-1.9533e-05i,-0.0005817-0.0009359i,-0.00013017-0.00086543i,-0.00081058-0.00025106i,-0.0011237+0.00015107i,0.00042787-1.0664e-05i,0.00097507+0.00013073i,0.0010543+0.00047936i,0.0010779+0.00071147i,0.00029155+0.00056252i,0.00026288+0.00022801i,0.00074085+0.000153i,0.0007349+0.0002064i,0.00067847+8.8281e-05i,0.00116-0.00068429i
-0.00079107-0.00083252i,0.00016184-0.0010184i,0.00025988-0.00034758i,-0.00056148+5.7402e-06i,-0.00058489+0.00052268i,0.00041208+0.00080175i,0.00078699+0.00065723i,0.00031248+0.00050111i,-2.0646e-05+0.0011198i,8.735e-05+0.0017752i,-0.00011006+0.0012656i,-0.00052072+0.00061051i,0.00029029+0.00023914i,0.0008578-0.00026845i,3.9131e-06-0.0009349i,-0.00082175-0.00084926i,-0.00017534-0.0006206i,-5.6758e-05-0.00058951i,-0.00085565+0.00010769i,-0.0012341+1.305e-07i,-0.00070756-0.0005558i,5.1601e-05-0.00032965i,8.3238e-05-0.0001079i
-0.0019606+0.00057502i,-0.0018846+0.001009i,-0.001344+0.0016878i,-0.00093239+0.0024913i,0.00042367+0.0012825i,0.00084555-0.00020598i,0.00024135-1.2065e-05i,-0.00041462+0.001032i,-0.00060485+0.0013081i,-7.2076e-06+0.0010584i,0.00078121+0.00079914i,0.00081072-0.00010468i,-8.5812e-05-0.00079754i,-0.00036276-0.00083484i,-0.00023205-0.0012804i,-0.00022761-0.00086444i,-0.00012385-0.00016351i,-0.00082704-2.104e-05i,-0.00042267+0.00060244i,0.0012507+0.0015824i,0.00091263+0.001064i,-0.00042813-7.7078e-06i,-0.00014076-0.00028791i
-0.0011992-5.7586e-05i,-0.00081236+0.00029276i,-0.00075458+0.00080016i,-0.00075084+0.0017654i,-0.00077932+0.0024013i,-0.0010068+0.00033787i,-0.00065642-0.00047746i,-0.00057076+0.0012781i,-0.0014793+0.0019092i,-0.0013395+0.0010004i,7.7334e-05+6.2145e-05i,0.0007392-3.9292e-05i,0.00070903+0.00028857i,0.00042289+1.8646e-06i,-4.3108e-06+0.00034309i,-0.00047276+0.00091721i,-0.00071658+0.00054842i,-0.00053513+7.285e-07i,-0.00027911+0.00023799i,-0.00027792+0.001311i,-0.00024929+0.0012008i,0.0002147+0.00063913i,-0.00015753+7.0627e-05i
-0.0043515-0.00014776i,-0.0047571+0.00052612i,-0.0045757+0.0024123i,-0.0032726+0.0027455i,-0.0011958+0.0017361i,0.0001458+0.00081716i,-0.00036367+0.00056662i,-0.00093643+0.00094481i,-0.00033073+0.0015755i,-7.5702e-05+0.0019379i,0.00059623+0.0012222i,0.0010701+0.00045001i,-0.00027804-1.6957e-05i,-0.0003867-0.00096368i,-0.00015825-0.0010065i,-0.00045102-0.00050727i,-0.00033326-0.00067967i,-0.00036142-0.00087527i,-0.00034782-0.00052883i,-0.00057955+0.00042147i,-0.00058435+0.00068743i,0.0002529-1.8175e-05i,0.00081166-0.00038662i
0.0010913-0.0030756i,-0.00021054-0.00407i,-0.0006747-0.0033715i,-0.00050229-0.0014801i,-0.00039015-0.00025976i,-0.00039885-0.00064125i,-0.00027948-0.0013064i,-0.00013781-0.00064103i,-0.00029111+0.00043792i,-0.00054851+0.0006594i,-0.0010324+0.00040219i,-0.00070842+0.00058395i,6.4696e-05+0.00043116i,0.00096948-0.00041734i,0.00085843-0.00081094i,0.00016756-0.00018465i,-0.00015204+0.00012962i,-0.0012143-0.00045045i,-0.0017234-0.00076195i,-0.0010626-3.3477e-05i,-0.00041261+0.00086094i,0.00030141+0.0013674i,0.0004733+0.001215i
3.9738e-05+0.00060829i,-0.00050867+0.00023574i,0.0010428+2.3285e-05i,0.0011696+0.00033238i,0.00049971+0.00018928i,0.00023777+0.00015914i,-1.9548e-05+0.00043166i,-0.00023996+0.00035555i,2.7616e-06+0.00065045i,-0.00021633+0.0013065i,-0.00041033+0.00059916i,-0.00011965-0.00027313i,4.4706e-05-0.00074895i,8.1673e-05-0.0010881i,-0.00019181-0.00065003i,-0.00096932+2.5835e-05i,-0.00088045+0.00015011i,-0.00027874+0.00029231i,0.00031943+0.00086176i,0.00070215+0.0012524i,0.00021728+0.00092012i,-0.00035255+0.0010723i,3.4042e-05+0.0010641i
0.0020512-0.0032082i,0.0030714-0.002673i,0.002304-0.0032298i,0.00053616-0.0022053i,-0.00017818-4.2364e-05i,-0.00069472+0.00072885i,-0.0011179+0.00031079i,-0.0015187+0.00064752i,-0.001197+0.0011447i,-0.0011077+0.0011045i,-0.0013952+0.0010098i,-0.00061935+0.00046069i,0.00056448+0.00033779i,0.00080309+0.00067282i,0.0011835-8.0593e-05i,0.0014396-0.00085366i,0.00038636-0.0016861i,-0.00044305-0.0018338i,-0.00069709-0.00035511i,-0.00029316+0.00038818i,0.00042893-8.3136e-05i,0.00037774-0.00069628i,0.00020478-0.00065138i
0.0012287+0.0019238i,-3.9751e-05+0.001646i,0.0001342+0.0011459i,0.0011332+0.00016258i,0.0010399-0.00056482i,4.5726e-05-0.0011432i,-0.00069366-0.0013562i,-0.00010211-0.00022516i,0.00052033+0.0010595i,0.00046986+0.0011367i,0.0001665+0.00086079i,-0.00059454+0.00057667i,-0.00059647-0.00011774i,0.00083779-0.00035234i,0.0010059-0.0005525i,-0.00041957-0.0011277i,-0.0008945-0.0008249i,-0.00067819+6.7664e-05i,-0.00090873+0.00042106i,-0.00047072+0.00038651i,0.00010322+0.00045441i,-0.0001499+0.00018759i,-0.00069579-0.0004237i
-0.0015527+0.00036696i,-0.0013299+0.00052204i,-0.001641+0.0011807i,-0.0013767+0.0030083i,-0.000632+0.0026452i,-0.00062342+0.00063064i,-0.0016684-0.00032755i,-0.0021689-9.2105e-05i,-0.0016214-0.00014935i,-0.00012598+0.00021359i,0.00061809+0.0015134i,0.00045943+0.00083473i,0.00013741-0.0007249i,-7.1193e-05-0.00092388i,-0.00021061-0.00082996i,-0.00047922-0.000491i,-0.00030915+7.9062e-05i,-0.00044079+0.00047558i,-0.00055852+0.00013142i,-0.00017234-0.00013022i,-0.00033191-9.8662e-05i,-0.00045927-2.3189e-05i,-6.0132e-05+0.00029521i
0.00099468+0.00062337i,0.00090853+0.00055231i,0.00060462-0.00019306i,0.00098954-0.00084134i,0.0013425-0.0011251i,0.00098092-0.0017783i,-7.9672e-05-0.0011786i,-0.00094967+0.00011797i,-0.0011667+0.0011461i,-0.00044134+0.00099323i,0.00028125+0.00043018i,-0.00025281+0.00031784i,-0.0010098+6.2144e-05i,-0.00086937-0.00010974i,-0.00017647-0.00056287i,3.7572e-05-0.00054643i,-0.00024677-0.00013893i,-0.00037186-0.00053067i,-0.00012034-0.00040087i,1.948e-05+0.0001408i,-0.00010159-0.00018262i,1.7589e-05-0.00055251i,-6.6838e-06-0.00021619i
0.0021365-0.00027395i,0.0014525+0.00049526i,0.00072492-0.00082902i,-0.00010401-0.0020208i,-0.00042865-0.0014982i,-0.00035794-0.00024028i,-0.0010385-0.00033093i,-0.0015511-0.00041114i,-0.00089594+0.0001853i,-0.00013475-5.0882e-05i,0.00030506+0.00053586i,0.00035366+0.0011607i,0.00066308+0.00097431i,0.0014448+0.00026627i,0.0012251-0.00095009i,0.00011004-0.0012168i,-0.00064434-0.00029995i,-0.00099815+8.1799e-05i,-0.0010165+0.00018056i,-0.00058087+6.5335e-05i,-0.00018608-0.00053051i,0.00038247-0.00038014i,0.0010194-0.00020113i
-0.00074629+0.00011525i,-0.0017692+0.00034963i,-0.0017299-0.00026311i,-0.00042167+0.00051126i,-0.00051461+0.0010885i,-0.00021772-4.5741e-05i,-0.00062818-0.00080173i,-0.00098057+9.1108e-05i,-0.00054454+0.0013885i,-0.000656+0.0015302i,-0.00029491+0.0016621i,0.00052115+0.0012053i,0.0005975-0.00033818i,0.00048809-0.0011716i,0.00038914-0.00090233i,-0.00061935-0.00043004i,-0.00083161-0.00025766i,-0.00023593-0.00036454i,-0.00040064-7.2811e-05i,-0.00071714+0.00016146i,8.6916e-05+6.9689e-06i,0.00027781-0.00036472i,-0.00013246-0.00011997i
0.00098765+0.0030926i,0.0018971+0.0028896i,0.0028171+0.0031584i,0.0039836+0.0025548i,0.0035719+0.0013548i,0.0010338+0.00022635i,-0.0007013+4.9502e-06i,-0.00056224+0.00055886i,0.00015489+0.0015779i,0.0007586+0.0023763i,0.00065858+0.00077335i,-0.00019286-0.00086817i,-0.0010298-0.00071646i,-0.00066526+3.159e-05i,1.7826e-05+0.0004529i,-0.00054837+3.5121e-05i,-0.0010008-0.00065544i,-0.0001828-0.0012533i,-0.00050325-0.00075383i,4.1813e-05+0.00065654i,0.00073998+0.0014724i,0.00056421+0.0006589i,0.00024715-0.00061879i
0.00072216-0.00037741i,0.0014145-0.00071803i,0.00038032-0.00027208i,-0.00075827+0.0004521i,-0.00038124+0.00020667i,0.00021639-0.00073598i,-0.00019703-0.0010012i,-0.0016902-0.00081392i,-0.0014852+9.1214e-05i,-0.00034685+0.0013419i,0.00016546+0.0015321i,-6.1991e-05+0.0007824i,3.1869e-05-6.6912e-05i,-8.1743e-05-0.00053489i,-0.00048354-0.00021262i,-0.00019363+0.0001821i,-0.00040905+0.00029594i,-0.00042875-0.00024019i,0.00010415+0.00012012i,0.00034941+0.00068006i,-6.6532e-05+0.00030875i,-5.8606e-05+0.00033966i,0.0010325+8.3201e-05i
0.0010089-0.00028947i,0.00051415-0.001417i,0.00078783-0.0018004i,0.00038608-0.0014409i,-0.00036787+0.00034417i,-0.00066032+0.001369i,-0.00034277+0.00055447i,-0.00054705-0.00030279i,-0.00048985-0.00075944i,-0.00014718-0.00052741i,-0.00017938+0.00087974i,-0.00013528+0.0011546i,0.00025772+0.00090505i,7.3869e-05+0.00094778i,-0.00071495-0.0001374i,-0.00065721-0.00045988i,-0.00014109-0.00026127i,-0.00023256+0.00033426i,-0.00024561+0.0014137i,-0.00027447+0.0012126i,-0.00040204+0.00030541i,-9.5396e-05-0.00025533i,-0.00017573+0.00037889i
-0.0033504-0.00010777i,-0.0033253+0.00039865i,-0.0032445+0.001869i,-0.0023427+0.0027425i,-0.00085729+0.0024622i,7.3643e-05+0.0015481i,-0.00054023+0.0002083i,-0.00067109-3.182e-06i,-0.00038613+0.00098976i,0.0001054+0.0010585i,0.00086643+0.00088047i,0.00077177-8.4977e-05i,0.0011528-0.00052301i,0.0012401-0.00098694i,0.00077863-0.0011418i,0.00085392-0.00035231i,0.00066819+0.00018258i,-0.00014476+0.00032205i,-0.00031089-0.00040263i,0.00042834-0.00059548i,0.00022866-0.00052006i,-0.00064165-0.00047828i,-0.00022082-0.00026196i
0.0013526-0.0023061i,0.0010036-0.0025217i,0.0016817-0.0026753i,0.00087765-0.0022255i,1.5221e-05-0.0010723i,-0.00036784-0.00064939i,-0.00032374-0.00045045i,0.00020787-0.00023908i,0.0010543-0.00015251i,0.0012447+0.00072224i,0.00038477+0.0012786i,-0.00054974+0.00088423i,-0.00016837-4.9896e-05i,0.0011437-0.00040355i,0.0011996-0.0006728i,0.00049827-0.00046222i,0.00050618+0.00036968i,0.00036262+0.00054533i,8.2095e-05-0.00011445i,9.5681e-05-0.00048296i,0.00031137+5.5229e-05i,-0.00030854-0.00012144i,-0.0013799-0.0003779i
-0.00054215+0.0007841i,0.00050753+0.0011186i,0.0017748+0.00046642i,0.0016872-0.00017457i,0.0010046-0.00017727i,0.00061177-0.00054772i,-0.00013101-0.00078152i,-0.00028476+0.00034211i,4.1741e-05+0.0016978i,1.2809e-05+0.0014825i,-0.00011438+0.00067008i,-0.0005168-0.00018471i,-0.00070552-0.0008084i,-0.00040189-0.00091014i,-0.00024333-6.2943e-05i,-3.6577e-05+0.0011916i,0.00012725+0.0011223i,-0.0001199+0.00024276i,-0.00047512+0.00030557i,-0.0010563+0.00083291i,-0.00064514+0.00062865i,0.00041162-0.00045609i,0.00094183-0.0006723i
0.00095503+0.0016656i,0.00069085+0.0017367i,7.9925e-05+0.0012159i,-7.3874e-06+0.00062817i,0.00024279+0.00119i,1.9503e-06+0.001501i,-7.4156e-05+0.00087421i,-0.00048323+0.00020318i,-0.0002726+0.0011093i,-1.0252e-05+0.0023568i,-0.00029441+0.0021713i,-0.00033326+0.0013763i,-0.00078726+0.00016377i,-0.00095277-0.00034187i,-0.0008505+0.00039161i,-0.00063463+0.00065475i,-0.00042555+0.00033674i,-2.8066e-05+0.00036875i,0.00038557+0.00082853i,0.00033761+0.00099434i,0.00036332+0.00055314i,0.00066254-3.6169e-05i,0.00060206-0.00031976i
0.00055571+0.001717i,0.00036658+0.00085759i,0.00051469-0.00034629i,0.0010566-0.00071971i,0.0014883-0.00026417i,0.0020917-0.00046437i,0.0013828-0.00072937i,0.00057278+0.00017573i,0.00096635+0.0013308i,0.00067945+0.0014299i,0.00040399+0.0010573i,0.0004112+0.00024954i,0.00057776+0.00022425i,0.0011815-0.00026687i,0.0010788-0.00079464i,1.717e-05-3.7827e-05i,-0.000382+0.00051528i,-0.00025473+0.00017469i,-0.00030562-0.00017559i,-0.00091785+0.00018425i,0.00010528+0.00025209i,0.0013658+4.9962e-05i,0.0009835-0.00013731i
-0.0036469+0.00060732i,-0.0025307+0.00072758i,-0.0013645+0.0026506i,-0.0004414+0.0037509i,0.00056879+0.0031548i,0.0011874+0.001174i,0.00072315-0.00040732i,0.00021069+0.00011332i,9.4445e-05+0.0011739i,0.00076667+0.0013305i,0.00091374+0.0011198i,0.00085349+0.00091117i,0.00092204+0.00043639i,0.00074272+2.9702e-05i,0.00089399-0.00034012i,0.00042869-0.00017523i,-0.00053973+0.00070938i,-0.00082548+0.00058325i,-0.00075923-7.6317e-05i,-0.00078617+0.0001582i,-0.00095208+0.00054596i,-0.00079554+0.0003386i,-0.00079431-0.00016929i
0.002205+0.00032351i,0.0015529+0.0005038i,0.001808+0.00048688i,0.0016627-0.00059618i,0.00064502-0.0017984i,1.5967e-05-0.0019473i,-0.00036712-0.0013489i,-0.00083061-0.00098449i,-0.0009267-0.00029586i,-0.0010097+0.00050987i,-0.00051083+0.00072168i,5.9624e-05+0.00025605i,0.00014671+0.00024978i,0.00015133+0.00065793i,5.9106e-06+0.0010787i,-0.00023865+0.00091819i,-0.00015221+0.00012962i,0.00015415-0.00023265i,0.00030171-8.4085e-06i,0.00013359-0.00022881i,2.679e-05-0.00058888i,-0.00024696-0.0005076i,-8.7562e-05-0.00044386i
-0.0028899+0.0018677i,-0.0023982+0.0021236i,-0.0013131+0.0029247i,0.00030038+0.0026135i,0.0015793+0.0015087i,0.0014432-0.0002857i,0.00084127-0.0012672i,0.00027783-0.00053144i,-0.00084938+0.00060313i,-0.00087154+0.0012334i,-0.00041029+0.00046412i,-0.0003848-0.00070043i,-0.00062123-0.0011748i,-0.00066821-0.0017376i,-0.001013-0.0017419i,-0.001316-0.0010618i,-0.0011144-0.00040946i,-0.001195+0.00056469i,-0.0015841+0.00095143i,-0.00094338+0.00068824i,1.7179e-05+0.00076427i,7.3608e-05+0.00032609i,-0.00031386-0.00044129i
0.002094-0.00082608i,0.0014823-0.0026189i,0.00074394-0.0031849i,-0.00042684-0.0024935i,-0.00065064-0.0021505i,-0.00085178-0.0014506i,-0.0011275-0.00083561i,-0.00066459-0.00031538i,0.00023878+0.00013584i,0.00028065+0.0010052i,-0.00058778+0.0011039i,-0.00076427-0.00015779i,-0.00033121-0.00086749i,0.00039859-0.00065313i,0.0011734-0.00049095i,0.00095658-0.00053051i,0.00056537-0.0012405i,0.00039406-0.0016077i,0.00088515-0.00074585i,0.00064246+5.3605e-05i,0.00021602-0.0003918i,0.00045608-0.00099959i,0.00036229-0.00083615i
-0.0002541-2.0622e-05i,-0.00045938+0.00063691i,0.00037772+0.0018199i,0.0010371+0.0022743i,0.0013737+0.002176i,0.00070687+0.0017674i,-0.0003547+0.00040763i,0.00013053-0.00046017i,0.00024165-0.00010171i,0.00016445+0.0010332i,0.00057546+0.0014016i,2.3512e-05+0.00061772i,-0.00085894+0.0005887i,-0.0007491+0.00067264i,-0.00013696-0.00037993i,-0.00056012-0.00034754i,-0.0010991+7.6018e-05i,-0.00041565-0.00030134i,0.00021458-0.00019945i,-3.0257e-05+0.00034799i,-0.00046156+0.0016255i,-0.00019859+0.0018643i,-0.00016575+0.00095207i
-0.00055369+0.0018629i,-0.00096104+0.002426i,-0.00032603+0.002444i,0.00029471+0.00166i,-2.6929e-06+0.00032464i,-0.00081366-0.00099799i,-0.00094954-0.00098394i,-0.0005464-0.00027214i,2.753e-05+0.00052381i,0.00028218+0.00038192i,0.00099158-0.00033524i,0.0011208-0.00023002i,0.00036402-0.00037495i,-0.00015304-0.0006835i,-0.00032046-0.00014355i,-0.00049608+0.0004974i,-0.0014487+0.00026072i,-0.0016205-0.00021777i,-0.0004354+6.6145e-05i,8.2915e-05+0.00072773i,-0.00078414+0.00070952i,-0.00099584-0.00023581i,-1.7662e-05-0.00064729i
-0.00055889-0.0026444i,-0.0013734-0.0021494i,-0.0026859-0.0014053i,-0.0024573+0.00013754i,-0.00064611+0.0015468i,0.00077441+0.0013929i,0.00013357+0.00028016i,-0.0011516+0.00011819i,-0.00080908+0.001153i,-0.00044611+0.0018474i,3.1018e-05+0.00091903i,0.00070089+0.00068341i,0.0011511+0.00064852i,0.00098597-2.7284e-05i,0.00033652-0.00075566i,0.00044344-0.00044873i,0.00011615+0.00032419i,-0.00030279+0.00043883i,-8.3517e-05+0.00052117i,-0.00032275+0.0010171i,-0.0003004+0.00089614i,-4.5244e-05+0.00020125i,0.00025296-9.973e-05i
-0.00052232-0.0012759i,-0.00061025-0.0015146i,-0.00072367-0.0015233i,-0.001588-0.0016909i,-0.0012712-0.0010619i,-0.00047456-0.00014392i,-0.00051674+0.00014535i,-9.6692e-05+0.0001245i,0.00023319+0.00013034i,-0.00036743+0.00046199i,-0.00076303+0.00064918i,-0.00028507+0.00016644i,0.0004921+7.0256e-05i,0.00083998-0.0002639i,0.00069883-0.00041332i,2.5026e-05+7.6333e-05i,-0.00055392+4.3256e-05i,-0.00073341+0.00014718i,-0.00043266+0.0001452i,0.00037403+7.4025e-05i,0.00056485+0.00025375i,-0.0001363-4.9137e-05i,-0.0005763-0.00011614i
-9.7354e-05-0.0010931i,0.0005736-0.0006507i,0.000262-8.7205e-05i,-0.00084732+0.00042835i,-0.00072953+4.3105e-05i,0.00014308-4.0082e-05i,-0.00011627-4.3606e-05i,-0.0010957+0.00012957i,-0.00099729+0.00073599i,-0.00061033+0.0010143i,-0.00039859+0.00052191i,-0.00027813-7.8625e-05i,-0.00063206-0.00026612i,0.00021665-0.00044833i,0.00083137-0.00097597i,0.00024581-0.0011255i,-2.615e-05-0.00097604i,-0.0010174-0.00025626i,-0.0015209+0.00017304i,-0.00086143+0.00016812i,0.00040367+0.00028418i,0.0015081-0.0001146i,0.0015563-0.00012394i
0.00071506+0.00095685i,0.0010335+0.001846i,0.002191+0.0021123i,0.002844+0.0012175i,0.0022516-0.00032902i,-0.00022557-0.0001198i,-0.00092741+0.00033493i,-0.00060192+0.00016568i,-0.00052959+0.00034946i,-0.00035982-0.00018343i,-0.00040262-0.00068906i,-0.00039811-0.00055767i,-0.00019411-0.00021786i,6.3771e-05-0.00031458i,7.1071e-05-0.00085682i,-0.00049232-0.0010655i,-0.001012-0.00089219i,-0.001302-0.00025211i,-0.0012384+0.000355i,-0.00046386+0.00016279i,0.00016043+0.00037179i,0.00024218-4.8947e-05i,8.2746e-05-0.0007591i
0.00091139-0.0020117i,0.00058516-0.0020895i,-0.00052677-0.0020034i,-0.00098229-0.00086905i,-0.0015968-0.00048147i,-0.0017474-0.00051774i,-0.0011539-0.00027929i,-0.0010676+0.00028085i,-0.00035261+0.00059237i,-0.00051067+0.0009721i,-0.00097363+0.0012677i,-0.00088117+0.00047742i,-0.00021472-3.7545e-05i,0.00056558-5.1557e-06i,0.00086644-0.0009835i,0.00053637-0.0010392i,-0.0001912-0.00027753i,-0.00070979-0.00012983i,-0.00095174+8.7041e-05i,-0.00043367+0.00051485i,-0.00026309+0.0001805i,6.6731e-05-0.0010717i,0.00083914-0.00092697i
-0.00071499+0.00067099i,-0.0002627+0.0007825i,-0.0017088+0.0020839i,-0.00098814+0.0018098i,0.001183+0.0014435i,0.00095301+0.0006283i,-4.7524e-05-0.00014475i,-0.00074357+0.00048931i,-0.0014264+0.0011724i,-0.00098579+0.0017652i,0.00056699+0.001595i,0.00099963+0.00099631i,3.7968e-05-0.00023728i,-0.00021241-0.0011286i,-0.00030551-0.00053475i,-0.00077746-0.00034924i,-0.00094269-0.00092429i,-0.0012048-0.00084801i,-0.0011352-0.00059442i,-0.00045376-0.00033753i,9.4304e-05-0.0001237i,0.00015498-0.00041234i,0.00046087-0.0010027i
-0.00023058+0.000945i,5.8482e-05+0.0010733i,-0.0012395+0.0006811i,-0.0011234+0.00095084i,2.9361e-05+0.0013992i,0.00039261+7.2142e-05i,0.000133-0.00077428i,-0.00034229+9.5408e-06i,-0.00038541+0.0014831i,0.00016609+0.0015765i,0.00082986+0.0004787i,0.00059593-0.0001347i,-0.00013249+0.00026473i,-0.00074038+0.00010675i,-0.00090824-0.00056525i,-0.00063954-0.00053985i,-0.0008626-0.00029115i,-0.0011516+0.00059104i,-0.0013228+0.0009316i,-0.00091655+0.00061727i,-0.00022542+0.00054793i,0.00029063+0.00070341i,0.0007452-6.9398e-05i
0.0012289-0.001202i,0.00014523-0.00099165i,0.00054251-0.0017787i,0.00042121-0.0015323i,-0.00060249-0.0014226i,-0.00066298-0.00092721i,9.0638e-05-8.119e-05i,2.5739e-05-3.4113e-05i,-0.00035387+0.00048348i,-0.00039803+0.001485i,-0.00044023+0.0018032i,-0.00061259+0.0015789i,-0.00023587+0.0012131i,0.00080864+0.00045341i,0.00067737-0.00088437i,-0.00028441-0.00176i,-0.00058882-0.0014986i,-0.00044075-0.00060117i,-0.0010145-0.00033485i,-0.00080328-0.00061769i,6.2157e-05-0.00054384i,0.00050779-7.6536e-05i,0.0012401-0.00012785i
0.00068752-0.0018305i,-0.00010545-0.0022407i,-0.00073678-0.002524i,-0.00043624-0.001923i,9.5066e-05-0.00067047i,0.00067711-0.00044003i,0.00038508-0.00059144i,-0.00056726-0.00047511i,-0.00043187-0.00070606i,-0.00012255-0.00040353i,4.2424e-05+0.00068501i,-9.6504e-06+0.0011084i,0.00027726+0.00023828i,0.00019634-0.00040256i,0.00023136-0.00073348i,0.0010441-0.00068701i,0.0003496-0.00036869i,-0.001126-0.00029111i,-0.0010397-0.00015483i,-0.00038354+0.00020929i,-0.00048388+0.00054877i,-0.00035662+0.00042414i,0.0003493-0.0006026i
0.00086091+0.0025227i,0.0014426+0.001844i,0.0029063+0.0023553i,0.0022669+0.002247i,0.0013848+0.0016489i,0.0011675+0.00028617i,0.00013454-0.0010183i,-0.0004485-0.00031047i,-8.5509e-05+0.0011353i,0.00029811+0.0016172i,0.0003749+0.0013992i,0.0006936+0.00042889i,0.00088883-0.00076706i,2.2645e-05-0.00099144i,-0.00043614-0.00023921i,-0.00021415-7.2944e-05i,-0.00046057-0.00011889i,-0.00045752+0.00033341i,-0.00073625+0.00074687i,-0.00073476+0.00033864i,-0.00031422+1.5786e-05i,-0.00041014+0.00056713i,-0.00013846+0.00043274i
1.8203e-05-0.00060585i,0.00058538-0.00058559i,0.0013755-0.0013701i,0.00093949-0.0010637i,0.00048447-0.00034972i,0.00024389-0.0003059i,-0.00020519-0.00017538i,-0.00080692-0.00038546i,-0.00057734-0.00032208i,-1.2879e-05-3.7579e-05i,-0.00033247+8.908e-05i,-0.00054812-0.00010665i,-0.00027238-0.00076165i,7.1386e-05-0.001011i,0.00080233-0.00069766i,0.000875+1.8252e-05i,3.3644e-05+0.00031528i,-0.00073945+0.00033564i,-0.00057717+0.00035997i,0.00045391+0.0002831i,0.0012115+8.8372e-05i,0.0011163-0.00011525i,0.00046274+0.00042396i
0.0013578-0.0004354i,0.00089191-7.1587e-06i,0.001577+0.00015652i,0.0016194-3.8743e-06i,0.00082943+0.00087038i,-7.1556e-05+0.00095975i,-0.0012342-0.00023181i,-0.00083896-0.00025129i,0.00018417+0.0006077i,0.00079209+0.00093793i,0.0015884+0.00067303i,0.0019309+0.00072723i,0.0010934+0.00058397i,-6.7565e-05+0.00018985i,-0.0005607-0.00047481i,-0.00049595-0.0010727i,-0.00068078-0.00081021i,-0.00034692-0.00084155i,-0.0002976-0.001252i,-0.00018829-0.001284i,0.00045121-0.00098752i,0.000576-4.7109e-05i,0.00042637+0.00032776i
1.8186e-05-0.0016503i,-0.00064795-0.0011698i,-0.0012045-0.00062853i,-0.00068387+0.00032292i,-0.00055936+0.0010291i,-0.00074053+0.0013663i,-0.00039414+0.00053552i,-0.0012476-9.4376e-05i,-0.0014999+0.00016481i,-0.0011382+0.00052116i,-0.0015801+0.00061248i,-0.0015279+0.00047107i,-0.00014678-0.0004213i,0.0010956-0.00067901i,0.0011375-0.00048156i,0.00063218-0.00028284i,0.00013564-0.00090173i,-0.00038676-0.0008106i,-0.00056663+0.00030297i,-0.00035802+0.00041858i,2.3498e-05+7.8112e-05i,-0.00036126-2.7485e-05i,-0.00042119-0.00026186i
0.00090329+0.0020013i,0.0010569+0.0015946i,0.002744+0.0018946i,0.0031886+0.00041033i,0.0012866-0.00085412i,-2.2716e-05-0.0015076i,0.00027781-0.0013647i,-4.8291e-05-0.00073249i,-0.00017255-0.0004258i,-0.00036599+3.8325e-05i,-0.00030065-0.00020282i,0.0004267-0.00013298i,-0.00041216-0.00033754i,-0.00040711-0.00090695i,-7.2087e-05-0.00021461i,-0.00096236+0.00048092i,-0.0011773+0.00012778i,-0.0009764-0.00024998i,-0.0008204-0.00038301i,-0.00031915-4.4082e-05i,0.0007558+0.00023456i,0.0013469+0.00042548i,0.0011676+0.00074699i
-0.00011925-0.00095658i,-5.8096e-05-0.0005049i,-0.00083608+0.00034179i,-0.0013911+0.0014819i,-0.00032724+0.0017814i,0.0010584+9.0037e-05i,0.0011158-0.0011653i,0.00040092-0.00098426i,-0.00059582+7.2225e-05i,-0.00076645+0.001486i,0.00016928+0.001512i,0.00098196+0.00078012i,0.00083318+0.00060341i,0.00060626+0.00073526i,4.1625e-05+0.00077334i,-0.00061951-0.00064289i,-0.0005365-0.0016134i,-0.00080901-0.00058202i,-0.00060853-0.00017695i,0.00014132-0.00010917i,0.00014563+0.00035629i,0.00010074+0.00053056i,-0.00090539+0.00034306i
0.0023969-0.0011892i,0.0018332-0.0012286i,0.0011153-0.0017597i,0.00021878-0.0024563i,-0.00033788-0.0020882i,-0.00084745-0.0012145i,-0.001412-0.00087611i,-0.0016906-0.00040811i,-0.00086679-0.00012627i,-0.00014232+0.00034247i,-7.926e-05+0.0012361i,0.00023755+0.0009362i,-0.000183+7.8389e-05i,-0.00031572+2.1974e-06i,-0.00040631+0.00017094i,-0.00048365+0.00024885i,-0.00045243+0.00051261i,-0.0010307+0.00067234i,-0.00083413+0.0013458i,-0.00048362+0.0010663i,-0.00025517-2.4492e-05i,0.00042416+0.00021491i,0.00065996+0.00058506i
