0.00086924+0.0016526i,0.0015605+0.00051439i,0.0022008+5.7634e-05i,0.00058144-0.00059781i,-0.0010492-0.00043386i,-0.0022775+0.00078269i,-0.0022487+0.0018585i,-0.00066253+0.0017535i,0.00065978+0.0012899i,0.00049586+0.00071394i,0.0001936-2.7805e-05i,0.00033785-2.0798e-05i,0.0002624+0.00019991i,-0.00021844+0.00012022i,-0.00095176-0.0001842i,-0.00043004-7.5782e-05i,-0.0007235-1.0266e-05i,-0.00074298-0.00042646i,1.1595e-05-0.00042572i,0.00054381-0.00070615i,0.00095215-0.00039754i,0.00019394+0.00014265i,-0.00090883-2.7499e-05i
0.03474-0.13699i,0.031244-0.2824i,-0.036429-0.33559i,-0.083173-0.20218i,0.0044945-0.024171i,0.1003+0.041728i,0.068245+0.036402i,0.017591+0.046027i,0.034774+0.069616i,0.060621+0.065628i,0.051453+0.038474i,0.024373+0.019161i,0.0020708+0.019384i,-0.0033019+0.029643i,0.014964+0.040172i,0.047294+0.055987i,0.063009+0.078843i,0.049204+0.09144i,0.024912+0.084249i,0.0080652+0.060986i,0.0027292+0.025963i,0.0023164-0.0090579i,-0.0023009-0.025885i
0.099813+0.10137i,0.21469+0.18441i,0.24882+0.19199i,0.11381+0.13181i,-0.072752+0.11458i,-0.15095+0.11776i,-0.1153+0.077034i,-0.073178+0.02113i,-0.076742-0.0089123i,-0.078615-0.0024649i,-0.049185+0.0051931i,-0.019554-0.013388i,-0.010537-0.031235i,-0.014809-0.031891i,-0.02479-0.036018i,-0.028626-0.056526i,-0.012607-0.07536i,0.015597-0.068166i,0.029838-0.040565i,0.020884-0.01213i,-0.00047981+0.0054899i,-0.022164+0.011507i,-0.030932+0.016395i
-0.11722+0.048027i,-0.20598+0.11191i,-0.17374+0.12704i,-0.019311+0.030034i,0.083529-0.099575i,0.10586-0.1455i,0.12946-0.12666i,0.14074-0.11059i,0.11347-0.10257i,0.068681-0.087288i,0.035599-0.06132i,0.023071-0.033632i,0.017249-0.020363i,0.01359-0.012141i,0.0061692+0.0078701i,-0.013809+0.030606i,-0.040799+0.033608i,-0.058757+0.014471i,-0.050362-0.0087964i,-0.019496-0.022431i,0.0092177-0.01543i,0.024875+0.0056573i,0.028738+0.013801i
-0.033356-0.13164i,-0.10635-0.23595i,-0.21211-0.20205i,-0.24069-0.018949i,-0.14795+0.11103i,-0.040479+0.12693i,-0.0062747+0.1104i,0.0029877+0.09451i,0.021863+0.079768i,0.028167+0.060484i,0.012462+0.037871i,-0.011163+0.027207i,-0.018657+0.02652i,-0.0054676+0.017773i,0.018056-0.00080641i,0.041597-0.0088448i,0.056994+0.0058636i,0.055016+0.026432i,0.031852+0.031313i,0.00013267+0.021433i,-0.017224+0.0051648i,-0.016656-0.013541i,-0.013824-0.018611i
0.1447+0.031122i,0.31179+0.017759i,0.40826-0.056532i,0.33379-0.13258i,0.17237-0.11772i,0.042558-0.050813i,-0.01436-0.021063i,-0.036087-0.018043i,-0.05787-0.004536i,-0.053699+0.01869i,-0.023345+0.020602i,-0.0041462+0.0017373i,-0.0038065-0.0032959i,-0.010025+0.012979i,-0.011773+0.028499i,-0.0024658+0.02337i,0.0085824-0.0012899i,0.015065-0.020149i,0.021487-0.012949i,0.027603+0.0029694i,0.021646+0.0063564i,0.0040173+0.0068664i,-0.0050577+0.0075553i
-0.093617+0.12295i,-0.17271+0.27577i,-0.1953+0.37718i,-0.14336+0.33793i,-0.072213+0.20238i,-0.014504+0.047114i,-0.0015866-0.046686i,-0.022817-0.062496i,-0.014842-0.063199i,-0.0052908-0.070085i,-0.013098-0.047502i,-0.0033501-0.011883i,0.017042-0.0031656i,0.026857-0.022085i,0.017355-0.045683i,-0.0095525-0.052199i,-0.033006-0.040902i,-0.040627-0.030591i,-0.035457-0.030849i,-0.021703-0.026416i,-0.0042292-0.010751i,0.012788+6.1616e-05i,0.018461-0.0039256i
-0.07159-0.12813i,-0.14999-0.26108i,-0.17515-0.34047i,-0.10764-0.31462i,-0.042565-0.2095i,-0.053858-0.052218i,-0.06408+0.080152i,-0.029416+0.10689i,-0.0040764+0.087913i,0.022146+0.076858i,0.046046+0.051801i,0.038203+0.028335i,0.017877+0.022316i,0.0021526+0.025273i,-0.0070016+0.034186i,-0.0087891+0.042845i,-0.0070735+0.047919i,-0.0035048+0.047609i,-0.0053042+0.037013i,-0.011877+0.019566i,-0.012937+0.0044062i,-0.012042-0.0031888i,-0.012303+0.00039817i
0.13891-0.014722i,0.26846-0.034767i,0.30077-0.023459i,0.19755+0.052515i,0.10035+0.1046i,0.072373+0.027868i,0.02955-0.072771i,-0.011271-0.074172i,-0.015845-0.047416i,-0.030965-0.037456i,-0.048579-0.023415i,-0.045726-0.015262i,-0.037449-0.010101i,-0.026598-7.53e-06i,-0.0069937+0.0028232i,0.019327-0.0062567i,0.039564-0.01555i,0.044408-0.012318i,0.038138+0.0027362i,0.02589+0.011319i,0.01063+0.0053765i,0.00019527-0.00047899i,0.0012259+0.00010986i
-0.044713+0.13673i,-0.062924+0.26597i,-0.03916+0.28457i,-0.02125+0.11722i,-0.066212-0.033742i,-0.082422-0.0040733i,-0.018752+0.055939i,0.02275+0.038451i,0.022251+0.0074181i,0.027842-0.0084822i,0.038367-0.019377i,0.040454-0.026704i,0.028425-0.032106i,0.0062662-0.034362i,-0.021773-0.02745i,-0.048398-0.012088i,-0.059932-0.006778i,-0.055006-0.019924i,-0.039-0.031913i,-0.018782-0.022443i,-0.0026444-0.00065283i,0.0059879+0.012354i,0.0071602+0.011726i
-0.1128-0.098793i,-0.24505-0.17413i,-0.31637-0.15584i,-0.20978-0.038434i,-0.040543+0.023953i,0.023443+0.0087584i,0.034807+0.012608i,0.063862+0.024608i,0.069192+0.027064i,0.045484+0.028976i,0.016121+0.026563i,-0.0072295+0.026752i,-0.0089426+0.029559i,0.0099097+0.029755i,0.037463+0.027768i,0.0565+0.025712i,0.055199+0.036001i,0.040333+0.053024i,0.023786+0.047455i,0.010296+0.015167i,0.00040714-0.012983i,-0.0038121-0.020593i,-0.0045763-0.017835i
0.13446-0.055163i,0.26975-0.13803i,0.29572-0.209i,0.15424-0.17569i,0.028104-0.07986i,-0.007434-0.05127i,-0.044461-0.058036i,-0.066244-0.024681i,-0.054883+0.0021372i,-0.046981+0.0054047i,-0.036283+0.0063461i,-0.024387-0.00024523i,-0.024979-0.0023156i,-0.029673+0.0047851i,-0.031161+0.0088745i,-0.022453+0.00042599i,-0.0021112-0.021794i,0.014709-0.03637i,0.016319-0.024846i,0.0086621-0.0020614i,0.0039638+0.0065178i,-0.0025336+0.0027874i,-0.010378+0.0047139i
-0.0079396+0.14385i,0.0079039+0.3033i,0.052537+0.35707i,0.057883+0.22617i,-0.0080555+0.10935i,-0.022292+0.11506i,0.036832+0.097679i,0.042629+0.025214i,0.013553-0.0069775i,0.01757-0.012156i,0.025838-0.022659i,0.025566-0.024342i,0.026501-0.024939i,0.0262-0.027961i,0.020812-0.022916i,0.0051069-0.0065089i,-0.016517+0.01073i,-0.03067+0.012603i,-0.029017+0.004472i,-0.016038+0.0012897i,-0.0047109+0.0069728i,0.0021467+0.016852i,0.010667+0.019031i
-0.12325-0.053448i,-0.27337-0.096583i,-0.32882-0.060049i,-0.17187+0.013702i,0.017754-0.022765i,0.031452-0.11729i,-0.037139-0.11768i,-0.042256-0.065535i,-0.020562-0.033429i,-0.018203-0.0042112i,-0.014698+0.023705i,-0.0050145+0.037296i,0.0066487+0.03363i,0.015175+0.017262i,0.013617-0.0016722i,0.0069711-0.014988i,0.0089875-0.013673i,0.018421-0.00078274i,0.020777+0.0039127i,0.01273-0.0025712i,0.005225-0.009926i,0.0036643-0.016531i,0.0027489-0.021151i
0.11192-0.093543i,0.22098-0.22607i,0.20938-0.32487i,0.033958-0.2421i,-0.086011-0.023877i,-0.041492+0.115i,0.0076394+0.11069i,-0.0026023+0.078513i,-0.0059508+0.051102i,0.0028012+0.0091861i,0.00040693-0.026866i,-0.012549-0.039093i,-0.024479-0.021461i,-0.027843+0.0075996i,-0.022453+0.026045i,-0.010665+0.024819i,-0.0050178+0.0056297i,-0.0088886-0.0091372i,-0.011887-0.00178i,-0.0086344+0.012871i,-0.00029648+0.017295i,0.005389+0.01139i,0.0017741+0.0028762i
0.026188+0.14787i,0.10378+0.31771i,0.22489+0.38373i,0.29405+0.21491i,0.22465-0.0061426i,0.099957-0.079693i,0.049582-0.070256i,0.039674-0.066608i,0.024757-0.049097i,0.024851-0.012567i,0.037555+0.014837i,0.043237+0.019061i,0.0328+0.0026198i,0.015141-0.020497i,0.00053006-0.035217i,-0.0083637-0.031761i,-0.0082708-0.014566i,-0.0017485-0.0036708i,0.0042837-0.0075643i,0.0011458-0.015063i,-0.009889-0.015565i,-0.018534-0.007448i,-0.021048+0.006134i
-0.15003-0.041317i,-0.34964-0.060916i,-0.50652-0.011646i,-0.45141+0.099122i,-0.25512+0.13022i,-0.11674+0.071397i,-0.063613+0.061411i,-0.017498+0.077247i,0.0078952+0.054095i,-0.0067995+0.024976i,-0.024757+0.010988i,-0.029767+0.0039165i,-0.022223+0.0059662i,-0.0057176+0.015281i,0.0061788+0.025216i,0.0064782+0.030002i,-0.00029117+0.029134i,-0.0054091+0.026153i,-0.0033952+0.020126i,0.0046407+0.010856i,0.011261+0.0034069i,0.011886+0.0035205i,0.014916+0.0073486i
0.105-0.11001i,0.23026-0.27253i,0.30498-0.42861i,0.2355-0.42753i,0.12554-0.25137i,0.086716-0.064355i,0.071714+0.0031977i,0.040251+0.0012987i,0.016571-0.0008794i,0.014705-0.0077354i,0.016196-0.018741i,0.0078479-0.018866i,-0.0061046-0.0093536i,-0.015652+0.0022779i,-0.011214+0.0085621i,0.0067233+0.0049383i,0.024485-0.0035465i,0.030578-0.0054013i,0.02565-0.0011795i,0.015959-0.0010618i,0.010074-0.0042539i,0.014538-0.0075903i,0.019043-0.01735i
0.051159+0.13632i,0.12186+0.32437i,0.18859+0.46805i,0.17211+0.39861i,0.042519+0.18197i,-0.085868+0.015871i,-0.11748-0.037682i,-0.088662-0.031507i,-0.047571-0.016845i,-0.021812-0.002044i,-0.0088743+0.01289i,0.0031101+0.014053i,0.0067093-0.00075347i,0.0017495-0.014161i,-0.0084129-0.016171i,-0.021306-0.0085172i,-0.028836-0.0027771i,-0.030518-0.0081467i,-0.03074-0.012723i,-0.028852-0.0049904i,-0.023633+0.0034269i,-0.021004+0.00047972i,-0.02948-0.0011883i
-0.14718-0.0096368i,-0.34169-0.042462i,-0.48618-0.058706i,-0.40432-0.03411i,-0.1661+0.0055654i,0.0072354+0.040732i,0.062489+0.062319i,0.061034+0.049361i,0.030054+0.024253i,-0.00096276+0.00709i,-0.01761-0.005095i,-0.021183-0.0075356i,-0.007333-0.0034598i,0.014096-0.00092338i,0.029122-0.00081693i,0.032069-0.0007229i,0.023376+0.0066807i,0.013934+0.018542i,0.016869+0.021701i,0.028496+0.0093678i,0.030635-0.0057414i,0.016769-0.0036855i,0.0083795+0.014312i
0.08432-0.10967i,0.21168-0.26067i,0.2998-0.37455i,0.2289-0.32143i,0.073626-0.16048i,-0.027884-0.070185i,-0.07427-0.067459i,-0.081205-0.054308i,-0.043291-0.027873i,0.0037278-0.022006i,0.030567-0.022706i,0.037208-0.017776i,0.025865-0.0075344i,0.005248+0.0042021i,-0.012045+0.0069292i,-0.019071-0.0026522i,-0.012289-0.017311i,-0.0020433-0.025385i,-0.0057913-0.019941i,-0.023039-0.0025488i,-0.02933+0.017245i,-0.0094439+0.024125i,0.01766+0.010429i
0.047148+0.12362i,0.11191+0.30658i,0.16183+0.44935i,0.15495+0.38736i,0.09913+0.19794i,0.044425+0.076352i,0.036949+0.042072i,0.045472+0.02219i,0.02906+0.014707i,0.0059369+0.033886i,-0.0049242+0.04796i,-0.012863+0.04034i,-0.016516+0.021946i,-0.012697+0.0024582i,-0.0058641-0.006059i,0.00021544+0.00057071i,-0.0022722+0.011141i,-0.0082675+0.014762i,-0.0062201+0.013128i,0.0024894+0.0099152i,0.0098726+0.0034085i,0.0089303-0.0090157i,-0.0034855-0.022876i
-0.13139-0.011126i,-0.31454-0.051668i,-0.45982-0.099914i,-0.40978-0.097776i,-0.20192-0.041167i,-0.0078397-0.0047615i,0.066081-0.016655i,0.044607-0.029967i,0.014717-0.020308i,0.0059244-0.021745i,-0.0015683-0.035542i,-0.0029501-0.035408i,0.0055206-0.023739i,0.012408-0.012021i,0.013098-0.0081629i,0.0096651-0.012214i,0.0085287-0.013395i,0.011021-0.0085242i,0.012319-0.0070797i,0.011564-0.01325i,0.0080797-0.021524i,-0.0042937-0.021066i,-0.021526-0.0030088i
0.068396-0.098883i,0.19276-0.22142i,0.32343-0.28802i,0.33086-0.2224i,0.18799-0.1099i,0.0072835-0.040168i,-0.081208+0.012723i,-0.051646+0.044761i,-0.0064382+0.026028i,0.004014+0.010179i,0.012401+0.016708i,0.015617+0.016791i,0.0064694+0.015638i,-0.0024002+0.019668i,-0.0074515+0.025315i,-0.0051112+0.029725i,0.0003225+0.02426i,0.0015227+0.013633i,-3.8621e-05+0.0081076i,-0.0027535+0.0082202i,-0.0080199+0.012755i,-0.0096032+0.021305i,0.0041822+0.027346i
0.056224+0.10183i,0.090776+0.2546i,0.06296+0.3732i,-0.024171+0.32725i,-0.049234+0.17919i,0.035955+0.071584i,0.1065+0.0048147i,0.080711-0.027919i,0.037736-0.013476i,0.022444-0.00014154i,0.0044112-0.0011858i,-0.014809+0.0025116i,-0.021208+0.0031914i,-0.01691-0.0037443i,-0.0077108-0.011508i,-0.0003245-0.016457i,0.00088173-0.013036i,-0.00065578-0.0062448i,-0.0033258-0.0059729i,-0.010153-0.0094189i,-0.010933-0.0069011i,0.0059066-0.0027525i,0.023938-0.014272i
-0.10163-0.0012565i,-0.22981-0.042942i,-0.28174-0.11906i,-0.16431-0.16831i,-0.031257-0.14757i,-0.043956-0.081149i,-0.094059+0.003002i,-0.07035+0.045607i,-0.034516+0.023329i,-0.02885-0.0067924i,-0.019603-0.019276i,-0.0028917-0.028247i,0.0065373-0.031155i,0.010231-0.02399i,0.0059548-0.010204i,-0.0037648+0.0049918i,-0.0096684+0.011024i,-0.0089506+0.0070786i,-0.0014722+0.0060819i,0.01441+0.010351i,0.029735+0.0047468i,0.02081-0.014607i,-0.01297-0.023406i
0.050681-0.084699i,0.1381-0.17034i,0.2009-0.18969i,0.13658-0.09261i,0.00691+0.016865i,-0.035212+0.053055i,-0.004285+0.034874i,0.012241+0.0076472i,0.011564+0.0041192i,0.023341+0.013228i,0.034379+0.015549i,0.02911+0.019859i,0.019535+0.02576i,0.012033+0.024435i,0.010103+0.014755i,0.014522+0.0010851i,0.017372-0.0064482i,0.015167-0.0050966i,0.0092956-0.0040755i,-0.00038837-0.01052i,-0.017268-0.014024i,-0.030973+0.0012678i,-0.02395+0.027254i
0.037924+0.080627i,0.066644+0.19033i,0.056677+0.25583i,0.029394+0.17638i,0.042927+0.032622i,0.054491-0.05677i,0.013433-0.077759i,-0.029963-0.04617i,-0.031463-0.011101i,-0.025839-0.0011932i,-0.031035+0.0015881i,-0.028858-0.0011635i,-0.024719-0.0089568i,-0.022055-0.012199i,-0.019708-0.0081903i,-0.021646-7.4766e-05i,-0.020713+0.0044952i,-0.015151+0.0035154i,-0.012887+0.0034966i,-0.016041+0.0097814i,-0.012199+0.018602i,0.010229+0.018357i,0.03564+0.0064485i
-0.078006-1.3307e-05i,-0.17768-0.029522i,-0.23081-0.080513i,-0.19189-0.092547i,-0.15443-0.026844i,-0.13498+0.068545i,-0.059037+0.10385i,0.013578+0.052178i,0.014475+0.0058617i,0.0032115+0.0065222i,0.012322+0.0046811i,0.017066-0.0060835i,0.015393-0.0090872i,0.015155-0.0071357i,0.016302-0.0035728i,0.019567-0.00087591i,0.018567+0.0016563i,0.011226+0.006271i,0.0093731+0.010385i,0.019815+0.0094771i,0.031581+0.0012398i,0.026776-0.014073i,0.0057608-0.029494i
0.031934-0.073658i,0.097221-0.13202i,0.15544-0.1215i,0.15919-0.01934i,0.14942+0.035708i,0.1469-0.029011i,0.085951-0.092513i,0.01318-0.067487i,0.0051603-0.026163i,0.010828-0.02075i,-0.00069558-0.012949i,-0.0036379+0.0057209i,0.0012032+0.016209i,0.0031406+0.016567i,-0.00035586+0.0068481i,-0.0063918-0.0043443i,-0.0057915-0.0072552i,0.0034875-0.0063958i,0.00987-0.0064626i,0.0047525-0.00841i,-0.0095045-0.012135i,-0.027111-0.0099073i,-0.03926+0.0034925i
0.042808+0.06238i,0.059926+0.1352i,0.028186+0.15621i,-0.054363+0.06846i,-0.12092-0.0097742i,-0.12531+0.021545i,-0.064175+0.068032i,-0.001477+0.052793i,0.0086339+0.025261i,0.0021592+0.02124i,0.003021+0.014443i,-0.0061832-0.00010586i,-0.018532-0.0062104i,-0.019769-0.0040554i,-0.011683+0.0051332i,0.00039928+0.015967i,0.0051073+0.017994i,-0.0024497+0.012225i,-0.012331+0.0049173i,-0.016789+0.0012431i,-0.015167+0.0067394i,-0.0023466+0.020662i,0.018245+0.031129i
-0.056453+0.0079007i,-0.11476-0.0018473i,-0.10434-0.0045192i,0.020451+0.031986i,0.14216+0.070045i,0.15246+0.042793i,0.092163-0.004802i,0.039398-0.013743i,0.021434-0.0066171i,0.020389-0.01165i,0.016108-0.017489i,0.016558-0.014876i,0.023146-0.014114i,0.022458-0.018352i,0.010893-0.023352i,-0.0043907-0.025191i,-0.011002-0.019908i,-0.0074108-0.0096932i,-0.0011541+0.00032336i,0.0076131+0.0095408i,0.019755+0.011625i,0.031166-0.0032806i,0.032468-0.02681i
0.021881-0.050852i,0.059463-0.099256i,0.067954-0.11912i,0.0047982-0.11033i,-0.07081-0.12296i,-0.10263-0.11437i,-0.09492-0.038585i,-0.051554+0.02777i,-0.016239+0.030695i,-0.010117+0.01843i,-0.0052923+0.018656i,-0.00075083+0.014753i,-0.0035714+0.013138i,-0.0048645+0.017634i,-0.0024675+0.01924i,0.0020817+0.017306i,0.0050783+0.010581i,0.0047971+0.0012285i,0.0041042-0.005876i,0.0021997-0.011754i,-0.0063861-0.017831i,-0.027506-0.019228i,-0.048102-0.011738i
0.022468+0.039504i,0.045445+0.086234i,0.055086+0.10159i,0.050881+0.071693i,0.047047+0.080561i,0.052596+0.11443i,0.056161+0.071524i,0.02478+0.00044327i,-0.0067242-0.011995i,-0.0029488-0.0022492i,0.0039623-0.0067445i,0.0014004-0.010864i,-0.0035842-0.011419i,-0.0083282-0.010858i,-0.0060378-0.0087384i,-0.0014396-0.0078712i,-0.0012934-0.0042399i,-0.0018331+0.0024938i,-0.0030564+0.00463i,-0.0077884+0.0026743i,-0.0096613+0.0067553i,0.00097428+0.021824i,0.01448+0.036425i
-0.033679+0.011593i,-0.078872+0.0057892i,-0.090438-0.010268i,-0.053703-0.045453i,-0.031983-0.11184i,-0.046486-0.15503i,-0.052337-0.10218i,-0.027402-0.028639i,-0.0029704-0.016686i,-0.0076481-0.021463i,-0.011334-0.0093554i,-0.0018867-0.0037544i,0.0037044-0.008433i,0.0033479-0.0089204i,-0.00135-0.0038926i,-0.0066345+0.0035547i,-0.0067301+0.0075372i,-0.0033912+0.0036072i,-0.0026682+0.00025903i,-0.0019274+0.0042059i,0.0046124+0.0050809i,0.015047-0.0070457i,0.02386-0.019361i
0.015761-0.029313i,0.033646-0.060921i,0.025705-0.05842i,-0.032072+0.011962i,-0.074807+0.11954i,-0.045862+0.17164i,0.0033612+0.11551i,0.015268+0.033643i,0.0082194+0.0071643i,0.012537+0.0092658i,0.013736+0.0035839i,0.0045054+0.0042216i,0.00072177+0.013167i,0.0049402+0.016905i,0.012466+0.01119i,0.018905-0.0012325i,0.01834-0.0073228i,0.013964-0.00093135i,0.013398+0.006086i,0.01452+0.0041948i,0.00798-0.0034585i,-0.0079338-0.0092818i,-0.02322-0.01544i
0.018506+0.021892i,0.034989+0.047098i,0.045144+0.04023i,0.055338-0.023953i,0.071236-0.097568i,0.060103-0.12848i,0.017904-0.10183i,-0.0065961-0.046882i,-0.0037151-0.015149i,-0.0039405-0.0096982i,-0.009745-0.0048699i,-0.009161-0.0019516i,-0.0092532-0.0057816i,-0.013046-0.0080832i,-0.016054-0.0044292i,-0.015449+0.0034113i,-0.009887+0.0070053i,-0.0048594+0.0025752i,-0.0030442-0.0046896i,-0.0034322-0.009057i,-0.0044414-0.004883i,-0.0037911+0.0077861i,-0.0035752+0.019798i
-0.019748+0.0080913i,-0.046898+0.017427i,-0.057693+0.048811i,-0.047914+0.10372i,-0.055817+0.13338i,-0.070195+0.11976i,-0.038272+0.089639i,0.0073913+0.049347i,0.013787+0.022577i,0.0097378+0.019656i,0.014298+0.014414i,0.013444+0.0048845i,0.013233+0.002952i,0.017232+0.002007i,0.018431-5.6418e-05i,0.01601-0.00089307i,0.0096733-0.0014371i,0.0016314+0.00046017i,-0.0037605+0.0059046i,-0.0062755+0.011727i,-0.0015491+0.012669i,0.011447+0.006787i,0.022799+0.0024938i
0.0023638-0.018681i,0.011708-0.045599i,0.017058-0.064593i,0.028831-0.068157i,0.077834-0.057185i,0.11671-0.037477i,0.071062-0.025077i,0.00086487-0.0051005i,-0.011121+0.017798i,0.0015829+0.014714i,0.0011803+0.0051875i,-0.00069108+0.0040676i,-0.00031966+0.0040816i,-0.0021261+0.0034748i,-0.0069778+0.00034042i,-0.01111-0.0035725i,-0.009656-0.0042953i,-0.0013015-0.0030561i,0.0078349-0.0035884i,0.012173-0.0064479i,0.00925-0.011173i,-0.0017879-0.018767i,-0.010689-0.025503i
0.021106+0.017102i,0.040934+0.033921i,0.062993+0.034685i,0.05047+0.0012278i,-0.031172-0.036731i,-0.10854-0.045082i,-0.084674-0.022919i,-0.024966-0.010128i,-0.01218-0.016546i,-0.019451-0.0098443i,-0.01057-0.0016148i,-0.0025154-0.0052785i,-0.0029285-0.0080897i,-0.0025752-0.0060616i,-0.0012741-5.4608e-05i,0.0016977+0.006131i,0.0032125+0.0062589i,-0.0014291+0.0018334i,-0.007574-0.00053005i,-0.010536+0.00050568i,-0.010191+0.0056644i,-0.0092651+0.016447i,-0.01112+0.024205i
-0.017778+0.0051657i,-0.039767+0.0095465i,-0.048418+0.019013i,-0.015421+0.039103i,0.061608+0.060126i,0.12133+0.064834i,0.098931+0.041269i,0.045709+0.01347i,0.027887+0.0013165i,0.028287-0.011045i,0.017638-0.018387i,0.0083596-0.014013i,0.0079054-0.01011i,0.0063314-0.0093948i,0.0019451-0.0089488i,-0.0037908-0.0071274i,-0.0055212-0.0026086i,-0.0031215+0.0019008i,-0.0016813+0.0044034i,-0.00061123+0.0049781i,0.0039909+0.0029385i,0.013772-0.0019445i,0.019744-0.0025711i
0.0029877-0.016981i,0.005703-0.039284i,-0.0071756-0.065129i,-0.046245-0.088402i,-0.094691-0.10523i,-0.12554-0.10465i,-0.10075-0.06481i,-0.036092-0.019982i,-0.0029386-0.011564i,-0.0063608-0.0084825i,-0.0075+0.0019181i,-0.0044571+0.0034002i,-0.0074155+0.0038653i,-0.0099253+0.0087742i,-0.007689+0.012132i,-0.0027619+0.011493i,0.00064877+0.007565i,0.0007141+0.0045492i,0.0013465+0.0038174i,0.0023607+0.00061999i,-0.00036432-0.0049763i,-0.007191-0.010152i,-0.0096852-0.015005i
0.016172+0.0087828i,0.029029+0.01875i,0.043329+0.025628i,0.048389+0.035083i,0.046084+0.067247i,0.046463+0.099083i,0.047396+0.075595i,0.032591+0.022378i,0.015633+0.0042008i,0.014452+0.0027295i,0.011265-0.0066305i,0.0022047-0.01105i,-0.0011018-0.011697i,0.0002343-0.01205i,0.0038849-0.011806i,0.0058598-0.010974i,0.0052469-0.0072776i,0.0038624-0.0029684i,0.0029668-0.00052064i,0.0027606+0.0015154i,0.001767+0.0054605i,-0.00058727+0.010086i,-0.003262+0.010811i
-0.010994+0.0025024i,-0.028513+0.010964i,-0.043518+0.026177i,-0.040654+0.026894i,-0.021047-0.022306i,-0.0024102-0.072697i,-0.0035639-0.053805i,-0.0050721-0.0054445i,0.0026389+0.0093804i,-0.0012788+0.0049518i,-0.0034844+0.0071802i,0.0019291+0.0076984i,0.0044933+0.0068784i,0.0048825+0.0091893i,0.0028207+0.0099811i,-0.00024671+0.0088844i,-0.00015496+0.0075442i,0.0010685+0.0045228i,-0.0016628+0.0010878i,-0.0055325-0.0011389i,-0.0037085-0.0029121i,0.0012781-0.0037655i,0.0027191-0.0017412i
0.0011891-0.0092755i,0.0024831-0.024229i,-0.003256-0.03832i,-0.028063-0.021459i,-0.067155+0.04852i,-0.080791+0.10713i,-0.054175+0.080006i,-0.037002+0.029236i,-0.037151+0.021459i,-0.022375+0.028949i,-0.0040319+0.020353i,-0.00035708+0.0103i,-0.0011479+0.0070747i,-3.8407e-05+0.0039784i,0.0026395+0.00033719i,0.0054123-0.0032691i,0.0039865-0.0049031i,0.0017237-0.0039258i,0.0021781-0.0016032i,0.0056168+0.00051334i,0.0073036-0.00089053i,0.0052382-0.005148i,0.004661-0.0077837i
0.0017429+0.0082242i,0.015426+0.019649i,0.041793+0.03296i,0.085448+0.025901i,0.12808-0.023677i,0.13603-0.085798i,0.083544-0.083159i,0.023195-0.035243i,0.0049975-0.016033i,-0.001665-0.019002i,-0.0082396-0.011531i,-0.0048591-0.0023895i,-3.4239e-05-0.0014987i,0.00051294-0.0032345i,-0.0024933-0.0040084i,-0.006247-0.0014027i,-0.0057322+0.0017594i,-0.0016525+0.0013271i,0.0007958-0.00073004i,-0.00090202-0.0015731i,-0.0048129+0.001365i,-0.008394+0.005911i,-0.0097733+0.0065718i
0.0049114-0.00067533i,-0.0034582+0.0019823i,-0.018254+0.0045975i,-0.048246+0.010533i,-0.088708+0.030184i,-0.12095+0.057657i,-0.09796+0.05466i,-0.040204+0.021806i,-0.012841+0.0037341i,-0.0019032+0.0063789i,0.0085023+0.0039414i,0.0094964-0.0022841i,0.0077458-0.0024355i,0.0063365-1.4192e-05i,0.0046751+0.0017157i,0.0044777+0.00061423i,0.0023631-0.001275i,-0.0019308-0.00039214i,-0.0040781+0.00099912i,-0.0038154+8.8423e-05i,-0.00071812+0.00038171i,0.0051557+0.0025444i,0.0066562+0.0047811i
-0.0030074-0.0031011i,-0.00087442-0.01323i,0.0072383-0.026445i,0.036357-0.033782i,0.089138-0.034732i,0.12068-0.036639i,0.091749-0.032459i,0.04517-0.018578i,0.030431-0.010456i,0.023721-0.017433i,0.0076805-0.017952i,-0.0017917-0.0087877i,-0.0056024-0.005065i,-0.0088238-0.004631i,-0.010265-0.0033457i,-0.0081071-0.001588i,-0.003748+2.0964e-05i,-0.00063328+0.0012106i,0.0016916+0.0021755i,0.0041743+0.0021621i,0.0057383-0.00063711i,0.0046867-0.0062093i,0.0026422-0.0093924i
0.0047884+0.00074921i,0.0098736+0.0036139i,0.011716+0.0011988i,-0.010068-0.02068i,-0.070281-0.050107i,-0.11238-0.043738i,-0.075682-0.0069314i,-0.012884+0.0062375i,0.0068628-0.0016851i,0.0019597+0.0013791i,0.0038692+0.0033129i,0.0038006-0.0041434i,0.0012656-0.0068957i,0.0019588-0.0050078i,0.0015627-0.0020036i,0.00017555+0.0015903i,0.00071849+0.0033517i,0.0031252+0.0032757i,0.0040085+0.0018988i,0.001162+0.0006131i,-0.0038616+0.0019607i,-0.0077396+0.006141i,-0.0072494+0.0068103i
