-0.0026758+0.0015738i,-0.0011473+0.0014681i,-0.0014061+0.001053i,-0.0011948+0.0002827i,-0.00078639+0.00094738i,-0.0013552+0.0017045i,-0.00094172+0.0013628i,0.0001344+0.0013428i,0.00095944+0.0015067i,0.0018151+0.00037231i,0.0019211-0.00091553i,0.0010479-0.0010232i,0.00049792-0.00059606i,0.00028703-0.00052789i,4.0079e-05-0.00032361i,-5.0291e-05-0.00028879i,0.00013539+0.00030125i,0.00011283+5.2648e-06i,-6.5947e-06-0.0011085i,-0.00030091-0.00091429i,2.976e-05-0.00019543i,0.00014933+1.9042e-05i,-0.00028116+1.6555e-05i
-1.1803e-05-0.00074242i,-0.00067274-0.0012263i,-0.0013767-0.0014602i,-0.00077472-0.00084723i,-0.00038777-0.00020931i,-0.00045609-0.00043707i,-0.000294-0.00064098i,-0.00054351-0.00056457i,-0.00095937-0.00033294i,-0.00073792+0.0003167i,-0.0010411+0.0012314i,-0.0014858+0.0013369i,-0.00075984+0.00025703i,-0.00025918-0.00051334i,-0.00024857-0.00046891i,-0.00016768-0.00050033i,0.00014761-0.00012361i,2.4627e-05-9.6602e-05i,-0.00045446-0.0001932i,-0.00015353+0.00029048i,0.00018307-3.6437e-06i,0.0005435+2.4707e-05i,0.00096218+0.00040203i
0.0015632-0.0010714i,0.00083986-0.0018146i,0.00021318-0.0024945i,0.00022797-0.0018112i,-0.00025819-0.001515i,-0.00034218-0.0012982i,0.00039515-0.00013697i,0.00037251+0.00068143i,0.00031243+0.00057877i,-0.00024+0.00053757i,-0.0011978+0.00057506i,-0.0015429+0.00077748i,-0.0012156+0.0012582i,-0.00045018+0.00081907i,0.0003493+0.00045339i,0.00073207+0.0002674i,0.00031685-0.00020406i,0.00060323+4.6706e-05i,0.0010371+0.00018294i,0.00054163-0.00022994i,-6.3114e-05-0.0003035i,-0.00059155-0.00012061i,-0.00071762-2.6042e-05i
-0.000729+0.001775i,-0.00072492+0.0037011i,0.00062245+0.0037539i,0.0014651+0.0022718i,0.0016059+0.0009933i,0.0013108-0.00031827i,0.0012551-0.00059149i,0.0010446-0.00063887i,0.00076199-0.00044169i,0.0001666+0.00041053i,-0.00051802+0.00015377i,-0.00099763-0.00031034i,-0.00074414+0.00013201i,-0.00035028+0.0004314i,-0.00016235+5.835e-05i,-0.0003425+0.00061502i,-0.00041602+0.00078621i,0.00022101+0.00020357i,0.00033109-0.00049205i,-0.00029107-0.00071142i,-0.0003486-0.00026923i,3.0615e-05-2.6851e-05i,-0.00022988+0.00011005i
-0.0015161-0.001344i,-0.0020479-0.001043i,-0.001864+2.168e-05i,0.00031601+0.00036708i,0.0012418+0.000519i,0.00038689+0.00069074i,0.00012735+0.00056821i,0.00037435+0.0011097i,0.00054896+0.0015651i,0.00017231+0.0009459i,-0.00024978+9.6467e-05i,-0.00030498-0.00023797i,7.1233e-05-0.00043465i,-0.00022175-3.5841e-05i,-0.0013545+0.00070539i,-0.0014121+6.4021e-05i,-0.00028383-0.0009878i,5.9104e-05-0.00085986i,0.00022256-0.00030558i,-0.00021026-0.00071756i,-0.0012522-0.0007254i,-0.0008931+0.00019482i,-0.00061367+0.0005611i
0.00034218-0.0026768i,-0.00043544-0.0019418i,-0.00024021-0.00038167i,-0.00054907+4.2333e-05i,-0.00051463+6.7105e-05i,-0.00018386+0.00041266i,0.00025599+0.00061411i,0.00072966+0.00072182i,-3.6174e-05+0.00025726i,-0.00036522-0.00094935i,0.00026328-0.0010243i,0.00047901-0.00027342i,0.00058897+0.00023585i,0.00033005+0.00027247i,0.00016986+4.2789e-06i,0.00016752-7.8812e-05i,9.6815e-05+0.00033778i,1.1698e-05+0.00066251i,0.00023034+0.00052605i,0.00050183+0.00033485i,0.00071211-0.00021481i,0.00073913-0.00033985i,0.00080281-2.2159e-05i
-1.5839e-05-0.00084336i,0.00031274-0.0001869i,-0.0007036-0.00027987i,-0.0012339-0.00029452i,-0.0014618+0.00062845i,-0.0014959+0.00086202i,-0.00067261+0.0010133i,0.00035089+0.0013114i,0.0010463+0.0016521i,0.0007009+0.0021582i,0.00031337+0.0024218i,0.00054727+0.001762i,0.00043289+0.00073708i,0.00032235+0.00082495i,-0.00010306+0.0011341i,-0.00071237+0.00041878i,-0.00038944-0.00012625i,0.00040796+0.00016266i,-3.5891e-05-0.00016349i,-0.0010146-0.00054937i,-0.00061532+8.6649e-06i,0.00050909-0.00033802i,0.00052799-0.0010886i
-0.00066375+0.0022451i,0.00039283+0.0020849i,0.0014984+0.00077836i,0.0018385-0.00020184i,0.0011709-0.0015684i,0.00033943-0.0016921i,-0.00035727-1.2606e-05i,-0.00048333+0.00063728i,-0.00010436+0.0002937i,5.617e-05+0.00056519i,-6.9611e-05+0.0012382i,-0.00031852+0.0016885i,-0.00011607+0.001785i,-4.4012e-05+0.0014364i,-0.00023626+3.7502e-05i,6.4103e-05-0.00062922i,-0.00015314-0.00033508i,-0.00036433+0.00060493i,0.0003472+0.0012057i,0.00039745+0.0010461i,0.0005214+0.00039313i,0.00060115-0.00010656i,0.00026477-5.0044e-05i
-0.0013601-0.00048156i,-0.0010116-0.00089372i,2.2001e-05-0.0007821i,0.00097147+0.0002247i,0.00048397-9.5066e-06i,-0.00041125-0.00047538i,-0.00046075+0.00023176i,-0.0007192+0.00035571i,-0.00084696+0.00033336i,-0.00068544+0.00011065i,-0.0012299+0.00073079i,-0.0011749+0.0015693i,-7.7283e-05+0.0012889i,0.00026006+0.00054242i,0.00025471-6.9934e-05i,-0.00012474+0.000448i,-0.00023847+0.00092524i,5.9577e-05+0.00023466i,0.00034437-0.00068576i,0.00046604-0.00030044i,-0.00018325+0.00030138i,0.00018576-0.0001061i,0.0010221-0.00026539i
-0.00055817-0.0020545i,-0.0012802-0.0007601i,-0.0009065+0.0010115i,-0.0013512+0.00049832i,-0.001088-0.0010793i,-1.3985e-05-0.00032611i,0.00010065+0.00064065i,-0.0001872+0.00011384i,-5.8393e-05-0.00035036i,-0.00050977-0.00010066i,-0.0009766+0.00045093i,-0.0010992+0.00020201i,-0.00068171-0.00015778i,7.6812e-05+0.00060956i,-0.00014076+0.00051823i,-0.00060694+7.3808e-05i,-0.00057424-8.1678e-05i,9.2182e-05-0.00054756i,0.00046894-0.00061849i,0.00022112-0.00012893i,0.00053616-0.00022659i,0.00046439-0.00043284i,-0.00089614-5.1738e-05i
0.0025804-0.0012593i,0.0034878-0.00083608i,0.0031988-0.00080152i,0.0017595-0.00022449i,-3.9154e-05+0.00073367i,-0.0012164+0.00089323i,-0.0010547+0.00074959i,-0.00043559+0.00064909i,1.4136e-05+0.00048143i,-3.2542e-05+1.7138e-05i,-0.00080334+3.2617e-05i,-0.0008834-0.00023423i,0.00010025-0.00029314i,0.0005199-0.00088759i,0.00037736-0.00084167i,0.00027842+6.6673e-05i,5.2385e-05-0.00013935i,-8.2614e-05+2.4797e-05i,3.4162e-05+0.00062931i,9.4609e-05+0.00051045i,0.00012213+0.00044806i,0.00031089+0.0012101i,0.00060246+0.0012362i
0.0002565+0.0014556i,-0.00048484+0.0012084i,-6.6486e-05+0.00069413i,0.00054761+0.00059684i,-6.6969e-05+6.6774e-06i,-8.5679e-05+0.000397i,0.00058102+0.00096311i,0.0011925+0.00070753i,0.00046806+0.00043993i,0.00053421-3.4041e-05i,0.0011439-9.0441e-06i,0.00059216+0.00038006i,0.00035651+0.00014155i,0.00083524-0.00041645i,4.3585e-05-0.00076151i,-0.00055234-0.0009408i,0.00014642-0.00035417i,0.00038348-0.0002992i,0.00014494-0.00080739i,-0.00025121-0.00080839i,-0.0004887-0.00068599i,2.5701e-06-0.00048988i,4.4006e-05-0.00071574i
-0.00035676-0.002255i,-0.0010095-0.0018033i,-0.00075394-0.0014622i,-0.0008422-0.0010663i,-0.0010381-0.00037728i,-0.0011524-8.6593e-05i,-0.0013219+0.00022636i,-0.0010188+0.00025002i,-8.0479e-06+0.00012167i,0.00067535-0.00017234i,0.00072518-8.2942e-06i,0.00058652+0.00039347i,0.00082841+0.00090305i,0.00083822+0.00037548i,0.00052309-0.00069877i,0.00080716-0.00065202i,0.00048749-0.00031047i,2.7369e-05+0.00011549i,-0.00041839+0.00061589i,-0.00024711+0.00075232i,0.00019957+0.00037566i,0.00039054-0.00010475i,0.00090565+0.00045582i
0.00093436-0.00031989i,0.0011612-0.0010964i,0.00089593-0.00059064i,-2.2465e-05-0.00075967i,-0.00086008-0.001102i,-0.00058523-0.00031868i,-0.00026047+0.00053669i,-0.00051491-0.00028648i,-0.00048368-0.00048335i,-0.00020985+0.0007709i,0.00010846+0.00079664i,0.0005445+0.00086171i,0.0003646+0.0015689i,1.3505e-05+0.00088364i,7.776e-05-0.00011646i,0.00080953-0.00020135i,0.00096919-0.00048352i,0.00050848-0.00041832i,0.00032796+7.7035e-05i,0.00025874+4.7067e-05i,0.00015929-0.00015706i,-0.00039478-1.5899e-05i,-0.00053577+0.00034358i
0.0016241-0.00042968i,0.00050762-0.00043069i,0.0001492-0.00066156i,0.00035647-0.00010875i,0.00031733+0.0006873i,0.00027386+0.00056288i,0.00019221+0.00018868i,0.00041333-2.3304e-05i,0.00076421+0.00035313i,0.00094126+0.00067313i,0.0008011+0.0011265i,0.00042185+0.002022i,0.00025592+0.0014271i,6.5664e-05+0.00066633i,-0.00026644+0.00047343i,3.8926e-05+0.00031653i,0.00062814-9.4746e-05i,0.0007735-0.00053123i,0.00068684+1.3379e-05i,0.00039373+0.00019071i,0.00013614-9.9219e-05i,-2.0732e-07+0.00021988i,-2.8227e-05+0.00051995i
0.00029479+0.0016168i,0.00020884+0.00054472i,0.00099064-0.00011834i,0.00073684-0.00021164i,-0.00074275-0.00041534i,-0.0012113+0.00053658i,-0.0010262+0.00085182i,-0.0005751+0.00031558i,0.0001043+0.00026808i,6.8786e-05+0.0006738i,-0.00082861+0.00096962i,-0.0017368+0.0013466i,-0.0011062+0.0013634i,0.00020222+0.00062221i,0.00081671+0.00029596i,0.00033456+0.00069904i,4.7631e-05+0.00057144i,0.00056374-0.00046008i,8.2417e-05-0.0011608i,-0.0010559-0.000842i,-0.0010756-0.00040333i,-0.0006805+3.2398e-05i,-0.00040807+0.0002804i
0.0022544+0.0010274i,0.0022422-6.7158e-05i,0.0024811-0.00057244i,0.0018887-0.0017295i,0.00034529-0.0018043i,-0.00032419-0.0008224i,-0.00022278+5.4427e-05i,4.4088e-05-1.4804e-05i,0.00089654-0.00044738i,0.00020087+9.9397e-05i,-0.0014015+7.3206e-05i,-0.0019471-0.00053802i,-0.0010958-0.00045533i,0.00021071-0.00015622i,0.0010304+0.00010244i,0.0014534+0.00078806i,0.00064607+0.00086733i,-0.00030573+0.0010222i,-0.00046369+0.00048542i,-5.771e-05-0.00083189i,-0.00021529-0.00090511i,-0.00082903-0.00088072i,-0.00057916-0.0011466i
-0.001115-0.0002854i,0.00020208-0.00046416i,0.00037591-6.6508e-05i,-3.2126e-06+0.00061476i,4.2645e-05-5.8077e-05i,-0.00020813-0.00050188i,-0.00076439-0.00022347i,-0.00068373+1.152e-05i,-0.0003029+0.0003629i,-0.00029406+0.00015259i,-0.0007181-0.00049371i,-0.0007425-0.00097214i,-0.00036515-0.0015425i,-8.3746e-05-0.0015617i,-1.4274e-06-0.00067933i,1.0765e-05+3.8701e-05i,0.00037796+0.00039304i,0.00025735+0.00017818i,-0.00040048+0.00022292i,-0.00033662+0.00028581i,-0.00065731+5.529e-05i,-0.00090552+0.0002523i,-0.00086985+0.00027375i
0.0018605-0.0015682i,0.0022906-0.0019553i,0.002567-0.0017463i,0.0011792-0.0012575i,-0.00024478-0.0005515i,-0.00098811+0.00044227i,-0.0003029+0.00097303i,0.00034838+0.001501i,-0.00020105+0.00064044i,-0.0005347-0.00087076i,0.00036663-0.00097094i,0.00062197-0.00062603i,0.00036594-0.00096972i,0.00085807-0.00018103i,0.00076901+0.00015434i,-0.00038694-0.00029596i,-0.00098505-0.00029493i,-0.00058536-0.00025697i,-0.00048381-0.00077094i,-0.00050657-0.00075507i,0.00010471-0.00011603i,0.00013068-0.00015419i,-0.00049742-0.00030696i
-0.00047399-0.0011892i,-0.00040207+0.00025933i,-0.00020954+0.0011389i,-0.00052134+0.0011992i,-0.00027789+0.00068076i,0.00023438+0.00057243i,0.00058484+0.00061731i,0.00084317+0.00092074i,0.0004366+0.00089153i,0.00028421+0.00056197i,0.001004+1.6333e-05i,0.0013229-4.496e-05i,0.0013848+0.00032741i,0.001251+0.00084713i,0.00054331+0.00066215i,-0.00020823-0.00036305i,-0.0005195-0.00059562i,-0.00016871-0.0007038i,-0.00025574-0.0005472i,-0.00083181-0.00019183i,-0.00051988+1.6082e-05i,-0.00035301+2.7235e-05i,-0.00047061+0.00021134i
0.00030818+0.0019029i,0.0013827+0.0017928i,0.0017485+0.00106i,0.0021611-0.00065843i,0.0018516-0.0015125i,0.0011392-0.00087466i,0.00045009+0.00011223i,-0.00043865+0.00047267i,-0.00026625+0.00015575i,0.00074953+0.00010343i,0.0015824+0.00082011i,0.001726+0.0014476i,0.001183+0.0016691i,0.00056201+0.0022941i,3.7241e-05+0.0022879i,-0.00025973+0.0011376i,5.5002e-05-5.256e-05i,0.00045173-0.00084607i,0.00055238-0.0010612i,0.00020646-0.00066603i,4.9951e-05-0.00034712i,0.00038081-0.00021071i,0.00041342-0.00030005i
-0.0020575+0.00033887i,-0.0015354+0.0017145i,-0.0011223+0.0021571i,-0.00062098+0.0018818i,-0.0001637+0.0021348i,-0.00023338+0.0014689i,-2.6084e-05+0.00066146i,0.00019578+0.00089118i,0.00028201+0.001239i,0.00024708+0.0015343i,0.0002284+0.0016337i,0.00039978+0.001896i,0.00036298+0.0021169i,9.2991e-05+0.0011041i,5.4121e-05-0.0003919i,4.3225e-06-0.00050032i,-0.00045762-0.00072808i,-0.00063901-0.00084721i,-0.00046841-0.00078971i,8.5389e-06-0.00089222i,0.00080603-0.00051446i,0.00087945-0.00018093i,0.00069418-0.0006293i
6.8486e-05+0.00066732i,0.0015251+0.00074702i,0.0028038+9.568e-05i,0.0027653-0.0012244i,0.0019982-0.00152i,0.001025-0.00094225i,0.00039327+0.00034339i,0.00013802+0.0020915i,0.001024+0.0024403i,0.0012367+0.001181i,-0.00011766+0.00073172i,-0.00111+0.0012743i,-0.001957+0.0012463i,-0.002516+0.00098758i,-0.0022642+0.00056535i,-0.0013474-0.00010447i,-0.0001576-0.0006883i,0.00020258-0.0012173i,0.00018526-0.00084983i,0.00019988-8.3113e-05i,-0.00085763+0.00044522i,-0.00074562+0.00073598i,0.00021078+0.00043837i
0.00024458+0.0017761i,0.0015823+0.00067731i,0.0028728+0.0001662i,0.0027091-0.0010189i,0.0021826-0.0019992i,0.00097692-0.0017011i,-0.00021486-0.0010124i,0.00020182-0.00012293i,0.00080274+0.00038613i,0.00041086-0.00050766i,-0.00056469-0.001303i,-0.0010142-0.00066046i,-0.0012513+0.00016343i,-0.0010851+6.7559e-05i,-0.00068772+0.00025008i,-0.00042741+0.00077607i,-0.00027589+0.00060413i,-0.00041535+0.00057689i,-0.00064383+0.00087997i,-0.00058488+0.00014626i,-0.00073073-0.00055596i,-5.1456e-05-3.4621e-05i,0.00068508+0.0001306i
4.5209e-05+0.00050495i,-5.3742e-05-6.0389e-06i,-0.00086846+0.0003259i,-0.00096667-0.00045119i,-0.00037966-0.0006098i,-0.00057872-0.00029339i,-0.00023401-6.7009e-05i,0.00071775+0.0009541i,0.0011117+0.00065456i,0.00078269-0.00022607i,7.837e-05-0.0010305i,-0.0006386-0.0022541i,-0.00068495-0.0025292i,-4.1918e-05-0.0017233i,0.00080983-0.0010306i,0.00083943-0.00032677i,0.000785-0.00027591i,0.00044738-0.00056703i,-0.00018969-0.00043851i,-0.00035875-6.0827e-05i,-0.00061594+5.6427e-05i,-0.00022492-0.00012674i,0.0005698-0.00012277i
0.0024188+0.0018763i,0.0025198+0.00083897i,0.0029036+0.00049538i,0.002452-4.7873e-05i,0.0015199-0.0011148i,0.0010472-0.0013616i,0.00047035-0.0004764i,0.00010554+6.2721e-05i,0.00062506+0.00044976i,0.0012644-0.00011575i,0.00081684-0.00095074i,0.0005921-0.00085047i,0.00071548-0.00030425i,0.0010786-0.0010848i,0.00063227-0.0016706i,0.00011508-0.00098822i,0.00033429+0.00051981i,0.00018033+0.00086183i,0.00035483-0.00012412i,0.00032197-0.00029788i,6.9717e-05+0.00014473i,-4.6029e-05+0.00030027i,0.00014687+1.3542e-05i
-0.0013081+0.0021929i,0.00026773+0.0026646i,0.0014368+0.0027155i,0.0010894+0.0014934i,0.00082165+0.00017059i,0.00070298-0.00058541i,-5.5468e-05-0.00046128i,-0.00011027-0.00038156i,0.00081458+0.00020043i,0.0011045+0.001146i,0.0010908+0.0009516i,0.0017694+0.00053208i,0.002365+0.00086812i,0.0017916+0.00029878i,0.0007545-0.00041582i,0.00025401+0.00020363i,-0.00026661+0.00028114i,-4.8509e-05+0.00039225i,-1.0232e-05+0.00025801i,-0.00082853-0.00037564i,-0.00088181-0.00054853i,-0.00025008-0.00068877i,3.0289e-06-0.00043437i
-0.00065185+0.0011442i,-0.00022949+0.00067069i,-0.00023785-0.00015219i,0.00049631-0.00083216i,0.0011682-0.00096312i,0.0014341-0.00073097i,0.00095199-0.00017521i,0.00017321+0.00041914i,-0.00041128+0.00068817i,0.0004672+0.00094125i,0.0011533+0.0011356i,0.00050902+0.001857i,0.00055553+0.002317i,0.00036519+0.001341i,3.451e-05+0.00074835i,0.00033789+0.00023684i,0.00027741-0.00024944i,1.8381e-05-0.00022768i,0.000209-0.00021847i,0.00025821-0.00046287i,0.00014101+2.8201e-05i,0.00023932+0.00050498i,-0.0002577+0.00019784i
0.0011138-0.00094839i,0.00081318+0.0002835i,0.00014936+0.00057944i,-0.00025681+0.00042202i,-0.001691+0.00054302i,-0.0018023+0.00031109i,-0.00064535+0.00049627i,0.00016749+0.0007177i,0.0001395+0.00055608i,0.00032506+0.00040179i,0.00053278+0.00084622i,0.00051433+0.0022168i,-0.00044414+0.0031014i,-0.00053945+0.0026061i,-3.8628e-05+0.0010477i,0.0002357-0.00030758i,-0.00024292-0.00027593i,-0.00084625+0.00058958i,-0.00035355+0.0005172i,0.00067388+0.00033651i,0.0010841+0.00076408i,0.00059817-8.2318e-05i,0.00027342-0.0011816i
-0.0014994+0.00013619i,-0.0015562+0.00022837i,-0.0014872+0.00021607i,-0.00072773+1.3099e-05i,2.2274e-05-6.2189e-06i,0.00052116-0.00066542i,0.0012299-0.0010138i,0.0010658+0.00013471i,-0.00012143+0.00072487i,-0.00055119+0.00074452i,-0.00087542+0.00095274i,-0.0019778+0.0013559i,-0.0019056+0.0013244i,-0.001879+0.0010225i,-0.0014633+0.0003312i,-0.00012602-0.00022841i,-5.5733e-05-0.00033102i,0.0002188-0.0010724i,0.00060325-0.00085787i,3.6803e-06-0.00031012i,0.00020518-0.00020028i,0.00055814-8.1775e-07i,4.5807e-06-5.6867e-05i
-0.00074327+0.0037596i,0.00027423+0.0034881i,0.0014635+0.00261i,0.001855+0.0017159i,0.0011106+0.00029186i,0.00039337+8.7509e-05i,-0.00012005+0.0010993i,-0.00030767+0.00070402i,0.00022971-0.00014322i,0.00065201-0.00063328i,-0.00026972-0.00062615i,-0.001701-0.00056073i,-0.00229-0.00028728i,-0.0019264+0.00014766i,-0.0012868+0.00024829i,-0.00094536-0.00015669i,-0.00039819+0.00021754i,8.2725e-06+0.00050473i,-1.3022e-05-8.2069e-05i,-0.00051451-0.0006369i,-0.000735-0.00038192i,-0.00035773+3.3906e-05i,-0.00031463+0.00010898i
0.00011855-0.0010267i,0.00045994-0.0015818i,0.00039746-0.0013109i,-0.00060323-0.0017204i,-0.0010855-0.0024367i,-0.00041213-0.0019739i,0.00028366-0.00090788i,-0.00016552-0.00050116i,3.4108e-05+0.00010394i,0.00055208+0.00021456i,-0.00045571-0.00091674i,-0.0012445-0.0019261i,-0.00097667-0.0022935i,0.00023212-0.0022625i,0.0011679-0.0017118i,0.00023028-0.00055023i,-0.00073308+0.00055239i,-0.0005345+1.8875e-05i,-0.00017444-0.00043584i,0.0001098+1.0103e-05i,0.00058909+8.0447e-05i,0.0011933+0.00032311i,0.00096694-5.6306e-06i
0.0013791+0.00094577i,0.0016901+0.0005602i,0.0023778+0.00015552i,0.0025875+0.00052204i,0.0014421+0.0003103i,2.1105e-06+0.00024514i,-0.00071579+0.0009674i,0.00079356+0.0012416i,0.0016304+0.00076532i,0.0015633-0.00026395i,0.0013014-0.00061365i,0.00082099-0.0003952i,0.0003568-0.00065475i,0.00045397-0.0010329i,0.00040173-0.00065098i,0.00032743+0.0002813i,0.00066818+0.00079363i,0.00069507-0.00036069i,0.00033874-0.00014279i,-4.5903e-05+0.0006415i,9.686e-05+0.00061434i,0.00079083+0.00021032i,-9.0236e-05-0.00044835i
-0.00021505+0.0010353i,-0.00099242+0.0014192i,-0.0014757+0.0013968i,-0.00034249+0.00016984i,0.00040569-0.0011041i,0.0001777-0.0020302i,-1.6008e-05-0.0010401i,0.00022013+0.0005716i,0.00045268+0.00093026i,0.00083244+0.00040348i,0.0011412+3.9083e-05i,0.0016133+0.000471i,0.0025961+0.00040243i,0.0024316-0.0005947i,0.001575-0.0010594i,0.00094987-0.00036229i,0.00074471-0.00024314i,0.0002081-0.00071334i,-0.00093988-0.00065971i,-0.00084636-0.00038043i,0.00035056-0.00023449i,0.0006407-0.00012823i,0.00025492-0.00013211i
-0.00085795-0.00085293i,-0.0017754-0.00050843i,-0.001116-0.00018096i,0.00049957-0.00047095i,0.001004+0.00042955i,0.0015035+0.0018262i,0.0011674+0.0017506i,0.00064616+0.00034613i,0.00034073-6.6289e-05i,0.00054631+7.1799e-05i,0.0010516+0.00031035i,0.0011126+0.0016295i,0.0012368+0.0023502i,0.0010699+0.0015132i,0.00067213+0.00037502i,0.0006738-0.00019388i,0.00076239-0.00026984i,0.0003399-0.00014593i,-0.00043893-0.00055895i,-0.0011059-0.0011653i,-0.00069348-0.00049777i,0.00040262+0.00043853i,0.00080803+0.00076136i
-0.0007947+0.00017607i,-0.0010158+0.0013428i,-0.00086256+0.0021872i,-0.00099816+0.0015978i,-0.00039558-0.00027052i,0.00053553-0.00079891i,0.0007621+0.00035593i,-2.7296e-06+0.0013536i,-0.00027066+0.001642i,0.00013792+0.0014647i,-0.00038379+0.0021144i,-0.00079105+0.0031497i,-0.00044283+0.0026697i,0.00028723+0.0015785i,0.00048495+0.00085448i,0.0002635+0.00056708i,0.0010638+0.00046362i,0.0017144+0.00065017i,0.0007627+0.00052534i,-3.2424e-05+0.00026142i,0.00047289+0.00013697i,0.00046285+0.00035103i,0.00016093-8.7938e-05i
-0.0018153-0.0018012i,-0.0002707-0.0015854i,0.00031519-0.001625i,-0.00058607+2.6408e-05i,-0.0010911+0.0013469i,4.3713e-05+0.0018547i,-0.00027762+0.0024995i,-0.0011339+0.0017009i,-0.00117+0.00092664i,-0.0010109+7.8288e-05i,-0.001394+0.00023282i,-0.0020055+0.0014237i,-0.0015553+0.0014882i,-0.00052657+0.0010612i,-0.0005283+0.00062056i,-0.0010676+0.00073832i,-0.0011602+0.0006191i,-0.00022318+1.0502e-05i,0.0005561+0.0001147i,0.00050315+0.00056998i,0.00049755+0.00039655i,0.00029969+4.6313e-07i,0.00017714-5.9694e-05i
0.0023645+0.00036063i,0.0028921+0.00045262i,0.0035668+0.00088283i,0.0027683-0.00037332i,0.0010943-0.0015872i,0.00029304-0.00074438i,-3.2757e-05+0.00041514i,0.00041629+0.0010518i,0.00053792+0.00051206i,9.8569e-05-0.00092363i,-0.00060198-0.0011862i,-0.0019395-0.00096105i,-0.0025007-0.00024878i,-0.002444+0.00080507i,-0.0016669+0.00093004i,-0.0007566+0.0010257i,-0.00064688+0.0011732i,-0.00046507+0.00052393i,-0.00035675-1.8476e-05i,-0.00052104+0.00038993i,-0.0011844+0.00097242i,-0.00083542+0.00041238i,0.00027671-0.00015349i
0.00051882+0.0029754i,0.0020467+0.0021572i,0.0027749+0.0021193i,0.0032272+0.00086497i,0.0032338-3.3085e-05i,0.0021946-0.00074531i,0.00093663-0.00092311i,0.00051805+0.00039489i,0.0013202+0.001611i,0.0018495+0.00074068i,0.00034923-0.0011105i,-0.0012474-0.0020926i,-0.0018969-0.0017313i,-0.00214-0.0007093i,-0.0012959-5.3532e-05i,-0.0011986-0.00013142i,-0.00098482-2.8229e-05i,-0.00039478+0.00026864i,-0.00095626+0.00069583i,-0.0016951+0.00028384i,-0.0015013+0.0002238i,-0.00064227+5.6726e-05i,-0.0005923-0.00025437i
0.00037657+0.0013901i,0.00026878+0.0025128i,-0.0012354+0.0023124i,-0.0014079+0.0018503i,-0.00054562+0.0010217i,-0.00043093+0.00068476i,6.5191e-05+0.0011549i,0.00058737+0.0020074i,0.00068123+0.0015541i,0.00063448+0.00050857i,0.00038998+0.00011711i,0.0011784+4.1129e-05i,0.0011646-0.00075994i,0.00011669-0.0012463i,-0.00011313-0.0014254i,0.00015462-0.00065544i,0.00013814+0.00027192i,-0.00091109-0.00036863i,-0.0013756-0.0011598i,-0.0012986-0.00088294i,-0.00016255-0.00041039i,0.00035213+0.00018715i,-0.00065789+0.00015633i
-0.00038472+0.0041739i,0.0009082+0.00268i,0.0025218+0.0010238i,0.002768-0.00035616i,0.0025714-0.0010612i,0.0019591-0.0012071i,0.00014087-0.0008003i,7.7955e-05+0.00038589i,0.0023164+0.001709i,0.0022464+0.0010915i,0.0012085+0.00013462i,0.0015693+5.141e-05i,0.0020799-0.00022263i,0.0006812-0.00073618i,-0.00030461-0.0016363i,0.00044035-0.0013436i,0.00039022-0.00085142i,-0.00074914-0.00082587i,-0.00070367-0.0006867i,-0.00033445-0.0012031i,-0.0010205-0.00077299i,-0.0013216-1.197e-05i,-0.00069842+0.00013851i
0.00066731+0.00016917i,0.0013292+0.00089171i,0.0015428+0.002294i,0.0021503+0.0021041i,0.00093101+0.00080248i,-7.4842e-05-0.00053732i,-0.00037255-0.00034322i,-0.000366+0.0004141i,-0.00036011+0.00039815i,-0.00084108+0.0010013i,-0.00067887+0.002314i,0.00074815+0.0026169i,0.0015391+0.0017896i,0.0008691+0.00021784i,0.001104-0.0009963i,0.0018313-0.00080528i,0.001927-0.00085601i,0.0011075-0.0013494i,0.00063434-0.0011871i,0.00065698-0.0009698i,0.00018985-0.00060664i,0.00028956+0.00024769i,0.00045147-0.00017875i
0.00029022-0.0015185i,-0.0011792-0.0013876i,-0.0027907-0.0012122i,-0.0026229-0.0017369i,-0.0013305-0.0021347i,-0.00058172-0.00097404i,-0.00041253+0.00017318i,0.00050984+0.0001455i,0.00082846+0.0001741i,0.00022553+0.00059419i,-0.00029811+0.0013118i,-0.00033257+0.0018965i,0.00079168+0.0020754i,0.0014694+0.002214i,0.0012738+0.0010585i,0.0011616+0.00024621i,0.00076675+0.00051613i,-0.00026205+0.00038666i,-0.00035607+0.00059731i,0.0003263+0.0010311i,0.00063958+0.00090619i,0.00040551+0.00021844i,0.0007393-0.00015649i
0.0011496-0.0011055i,0.0012757+0.0003659i,0.001454+0.00046188i,0.00027609-0.00031595i,-0.0011944-0.00015303i,-0.0012013-0.00023696i,-0.00070074+3.3143e-06i,0.0001168+0.00077346i,0.00065252-7.8382e-05i,0.00024377-0.00066971i,-0.001111-0.00030611i,-0.0010416+0.00014743i,-1.2205e-05+0.0014044i,0.0014035+0.0019731i,0.0015695+0.0018786i,0.00045475+0.001511i,0.00030378+0.0014305i,0.00026889+0.0012729i,-0.00033221+0.0010654i,-0.00044221+0.00094538i,-0.00011916+0.00072406i,0.00029988+0.00047835i,0.00061138+0.00060238i
