-0.0026758+0.0015738i,-0.0011473+0.0014681i,-0.0014061+0.001053i,-0.0011948+0.0002827i,-0.00078639+0.00094738i,-0.0013552+0.0017045i,-0.00094172+0.0013628i,0.0001344+0.0013428i,0.00095944+0.0015067i,0.0018151+0.00037231i,0.0019211-0.00091553i,0.0010479-0.0010232i,0.00049792-0.00059606i,0.00028703-0.00052789i,4.0079e-05-0.00032361i,-5.0291e-05-0.00028879i,0.00013539+0.00030125i,0.00011283+5.2648e-06i,-6.5947e-06-0.0011085i,-0.00030091-0.00091429i,2.976e-05-0.00019543i,0.00014933+1.9042e-05i,-0.00028116+1.6555e-05i
0.0010912-0.00023103i,-0.00067951-0.00064754i,-0.0011896-0.00022947i,-0.0012049+0.00028176i,-0.0015444+0.0001263i,-0.0011894-0.00013854i,-0.00019415+0.00053577i,-0.00035347+0.00082896i,-0.00063326+4.0358e-05i,-0.00031261-0.00067723i,-0.0001277-0.00012393i,0.00010369+0.00073404i,0.00069037+0.0011471i,0.00041187+0.0009166i,-0.00014902-0.00065346i,-3.1995e-05-0.0014825i,-5.698e-05-0.00036972i,0.00035494+2.6067e-05i,8.9244e-05-0.00049826i,-0.00075537-0.00072091i,-0.0006955-0.00032968i,-0.00054889-4.9778e-05i,-4.8115e-05-0.00041136i
0.0010498-0.00099042i,-0.00040761-0.00064435i,-0.0014551-0.00090643i,-0.0018821-0.0020487i,-0.0019413-0.002164i,-0.0011141-0.00087102i,0.00016935+0.00064644i,0.00055873+0.00082334i,0.00030134-4.1567e-05i,0.00013007-0.00037375i,0.00059189-0.00029349i,0.00072166+0.00035668i,0.00070238+0.00088791i,0.0012116+0.0012624i,0.00091071+0.0013248i,-0.00025879+0.00067729i,-0.00069623+0.00039046i,-0.00017131+0.00053287i,8.9328e-05+0.00079249i,-2.8817e-05+0.00054441i,-0.0003178+0.00035262i,-0.00031845+0.00046182i,-0.00030509+0.00038519i
0.00047627-0.0015677i,0.00034984-0.0029935i,0.00052488-0.0019819i,0.00052302-0.00066001i,-4.0931e-06+0.00030802i,-0.00072203+0.00023361i,-0.0012558+0.00013467i,-0.00087366+0.00055193i,-0.00045212+0.00013368i,-0.00023359-0.0005435i,-0.00030547-0.00016927i,-0.00030613+0.00016351i,0.00043946-0.00028478i,0.00096678-0.00041247i,0.00065876-0.00073437i,0.00038916-0.00057016i,0.001191-0.00055323i,0.00076631-0.00086911i,-0.00059749-0.00040102i,-0.00035041+0.00024805i,0.00013991+0.00073918i,0.00029769+0.00070008i,0.0004432+0.00046168i
-0.0017231-0.0014597i,-0.0010496-0.00068791i,-0.0014816-6.9068e-05i,-0.0010872-0.00043097i,2.2122e-05-0.00060958i,0.00068778-0.00046061i,0.00086529+8.9784e-05i,0.00052688+0.00040256i,-2.3228e-05-0.00020235i,-0.0010504-0.00032312i,-0.0011597+0.00023082i,-0.001126+0.00034625i,-0.00083477+0.00056915i,7.7697e-05+0.00067785i,-0.00026761+0.00018903i,-0.00098646-0.00020958i,-0.001182-0.00032598i,-0.00053187-0.00038264i,0.0004246-0.0004277i,0.00033813-0.00031257i,0.00038504+0.00011133i,0.00073121+0.00013547i,-2.2493e-05-0.00015573i
0.0010661-0.00079908i,0.00081933-0.0010133i,0.0011385-0.00070355i,0.00052922+0.00018461i,-0.00047184-0.0003314i,-0.00040623+3.8593e-05i,-0.00025266+0.00091894i,-0.00025996-4.0573e-05i,-0.00030214-0.0004988i,-0.00046346+0.00016311i,-1.5129e-05+0.00054769i,0.00017661+0.00052166i,1.0575e-05+0.00089648i,9.1056e-06+0.00043957i,0.00025658-4.7023e-05i,0.0001236+0.00021187i,-0.00019613-0.00019342i,3.7004e-05-0.0010522i,0.00069315-0.00062542i,0.0005552+0.00039389i,0.00015653+0.00096333i,7.7284e-05+0.0014484i,-0.00013774+0.00095489i
0.0018335+0.0012231i,0.0015908-0.0002758i,0.001883-0.002168i,0.0009909-0.0029364i,-0.00042347-0.001965i,-0.0011865-0.00037408i,-0.00053286+6.6352e-05i,5.4989e-05+0.000417i,-0.00014943+0.00037928i,-0.00036674-3.159e-05i,0.00012521+0.00030174i,0.00022163+0.00034457i,-0.00046562+0.00017365i,-0.0003598+0.0003155i,-0.00020285+0.00024563i,0.00020478-0.0001859i,0.00054938+0.00023624i,0.00035709+0.00027093i,0.00024576-0.00021718i,0.0002051+0.00040286i,0.00019425+0.00028393i,0.00072009+0.00061926i,0.00075998+0.00078167i
0.0017117+0.0010549i,0.002135+0.00063703i,0.0033067+0.00091832i,0.0032036+0.00090278i,0.0022179-0.00051449i,0.0016119-0.0010733i,0.00060741-0.00040398i,0.00026165+2.7309e-05i,0.0011825+0.00025404i,0.00085769-2.9974e-05i,-2.7778e-05-0.00076349i,-0.00018668-0.00064471i,2.3931e-06+0.00015829i,0.00035859+0.00083374i,0.00024998+0.0010237i,-0.00038547+0.0012127i,-0.00021367+0.0004994i,0.00064458-0.00095879i,0.00025838-0.00083648i,-0.00082654-0.00051669i,-0.0013419-0.00036596i,-0.00098068+0.00072466i,-0.00087707+0.00068213i
-0.0017421+1.781e-05i,-0.0019554+0.00036445i,-0.00070233+0.00035362i,7.0711e-05+0.00015758i,-0.0002271+8.7375e-05i,-0.00029651-0.00024394i,0.00024274-0.00056054i,0.00019125-6.5829e-05i,-0.00028061-8.8442e-05i,-0.00056367-0.00044531i,-0.0003265+0.00017451i,-0.00023884+0.00083061i,-0.00077259+4.9835e-05i,-0.00054529-0.00041919i,-0.00043198-0.00019216i,-0.00050871-0.00044067i,-0.00058988-0.00014772i,-0.00044301+0.00032356i,0.00024623-0.00023775i,0.00060932-0.0007162i,1.4691e-05-0.00040901i,0.00010393+0.0002771i,0.00076643+0.00099929i
0.0022419-0.0012421i,0.0023049-0.0029205i,0.0013036-0.0037167i,-0.00019527-0.0033532i,-0.00086892-0.0021319i,-0.0014545-0.00046691i,-0.00036816-0.00037931i,0.0014234-0.00050414i,0.0012157-0.00030501i,-2.361e-05-0.00049391i,-0.0009029-0.00029254i,-0.00071753+0.00035207i,-0.00016436+0.00098712i,9.8401e-05+0.00064086i,-0.00030945+5.4533e-05i,-0.00046348+0.00067833i,3.9043e-05+0.00037072i,0.00013344-0.0007885i,4.4103e-05-0.00084506i,-0.00058129-3.9475e-07i,-0.0014807+0.00051805i,-0.0013002+0.00067189i,-0.0011636+0.00039613i
0.0019384+0.0014279i,0.0018442+0.0005602i,0.0017978-0.00076671i,0.0018604-0.0014625i,0.0017419-0.0014581i,0.00057946-0.00090888i,-0.00010628-0.0010452i,-2.1255e-05-0.00046616i,0.00019135-0.0002661i,-0.00023601-0.00087626i,-0.0002967-0.0010119i,-0.00029617-0.00081253i,3.6646e-05-8.1427e-05i,0.0001584+0.00066739i,0.00017178+0.000667i,0.00035098+0.00054133i,5.3062e-05+0.00040077i,-0.00023625+0.00047725i,-0.00079232+0.00018359i,-0.0010034-0.00041153i,-0.0005979-0.00021151i,-1.6959e-05+0.0003812i,0.00011789+0.0010723i
-0.00088762+0.0018923i,-0.00027889+0.0024524i,0.0010126+0.0018246i,0.0019234+0.0011116i,0.0021384+0.0011294i,0.0013212+0.00062314i,-9.5759e-05+0.00045242i,-0.00040259+0.00065117i,-4.2755e-05+0.00027458i,-2.2444e-05-0.0006387i,-0.00024853-0.0010007i,1.5827e-05+3.1828e-05i,-5.3466e-05+0.00021192i,-1.7642e-05-0.00083492i,-5.7086e-05-0.00045719i,-0.00041074+0.00040053i,-0.00070323+0.00055537i,-0.0013141+2.6137e-05i,-0.001173-0.00017073i,-0.00014423+0.00010649i,-0.000137+0.00035863i,0.00033385+0.00056115i,0.00057229+0.00032401i
-0.00077536-8.9842e-05i,-0.0015585-0.00087541i,-0.00092976-0.001289i,0.00061351-0.0016196i,0.0012535-0.0010605i,0.00048783-0.00085675i,-0.00034222-0.0013131i,3.4325e-05-0.001048i,0.00048778-0.00097111i,0.00035258-0.0012626i,0.00081715-0.00043576i,0.00075038+0.00011319i,0.00088876-0.00018691i,0.00045412-0.00077526i,-2.7011e-05-0.0013426i,0.00060423-0.00085892i,0.00038936-0.00051211i,0.00019271-0.00018936i,-0.00060889-6.7679e-05i,-0.00062069-0.00034839i,0.00041607+9.984e-06i,0.00048286+0.00017745i,7.1729e-05-0.00038048i
0.001377-0.00078065i,0.0016205-0.0017561i,0.0012295-0.0020629i,0.00059324-0.00075738i,-0.00044727-0.00033626i,-0.00090457-0.00039426i,-0.00036838-7.4771e-05i,0.00016903-0.00029828i,0.00077271-0.00070874i,0.00060882-0.0003955i,0.00032361-0.00051186i,0.0012979-0.00061907i,0.0010977+2.3572e-05i,0.00076948+0.00046242i,0.00092458+0.00084122i,0.00017235+0.0012806i,-0.00013262+0.0011127i,-0.00014487+0.00038921i,-0.00018145+0.00024918i,0.0004337-0.00022141i,0.00059241-6.2284e-05i,-0.00024509-8.0045e-05i,-0.00072947-0.00070872i
-0.00012581+0.00062145i,-0.00028115+0.0015729i,-0.00027378+0.0014717i,-0.00050506+0.00072264i,-0.0003305+0.00076899i,0.00021075+0.0008068i,0.0010128+3.1608e-05i,0.00084173+0.00014916i,-1.0796e-06+0.00044049i,-2.0681e-05+0.00013996i,-1.2994e-05+0.00034069i,-0.00037433+0.00057677i,0.00016374+0.00024813i,0.00038204-0.00010955i,0.00047891-0.00039355i,0.0011173-0.00029349i,0.00079867+0.00025668i,0.00018063+0.00028259i,-0.00020106-0.00032089i,-0.00056689-0.00061764i,6.5836e-05-0.0011473i,0.00041213-0.00080669i,-0.00043514-0.00025259i
0.00042212+0.00047062i,-0.0002131-0.0014439i,0.0002231-0.0023216i,-2.8151e-05-0.0018504i,-0.0003752-0.0017711i,-0.00083052-0.0015569i,-0.00026821-0.0011441i,0.0012865-0.00071374i,0.0012142-0.00010542i,0.00027022-8.2337e-05i,0.00019206+0.00022041i,-0.00019958+0.00052741i,-0.0004238+0.00086489i,0.00078796+0.00038196i,0.0015329-0.00042483i,0.00072975-0.00042082i,-0.00013982+0.00013808i,-0.00072699-0.00032451i,-0.00047425-0.00063419i,2.8431e-05-0.00018253i,-5.8013e-06+3.3008e-05i,7.9772e-05+0.0004187i,-0.00017537+0.00083473i
-0.0012525-0.00041724i,-0.0018904-0.00049333i,-0.0009784-0.0001652i,-0.00039711-0.0001238i,-0.00070239-9.1066e-05i,-0.0012438+0.00044582i,-0.0007393+0.00049096i,-0.00012552+0.0011061i,-0.00010469+0.0011262i,0.00033444+9.6431e-05i,0.00092958+0.00043391i,0.00071784+0.00065331i,0.0004241+0.00014535i,0.00087414-0.00013635i,0.00048835-0.00047457i,9.1057e-05-0.0004169i,0.00051222-0.00012536i,0.00087666+0.00014514i,0.00066102+0.0002155i,0.00018076+0.00032701i,7.8977e-05+0.00019719i,-0.00011669+0.00022518i,-0.00032685-0.00011065i
0.00079346+0.00091354i,0.0017166+0.00065559i,0.0016403+0.00087649i,0.00086823-0.00023325i,0.00037475-0.0015935i,0.00029207-0.0015421i,0.00024371-0.00020494i,0.0001077+0.00043544i,0.00043272-0.00012233i,0.00031635-0.00038049i,-0.00048711-0.00014189i,-0.00024367+0.00022725i,4.5199e-06+1.7925e-06i,-0.00050894-0.00028881i,-5.2901e-05+0.00018544i,0.00051137+0.00043619i,0.00046017+6.6773e-05i,0.00018535+0.00017658i,-8.2086e-05+0.00082938i,-0.00032318+0.00092627i,-4.1753e-05+4.5922e-05i,0.00023301-0.00035456i,0.00034416-0.0003767i
0.000753-9.3161e-05i,0.00073589-0.00017231i,0.0002169-0.00074089i,-0.00033781-0.00086807i,-0.0010854-2.412e-05i,-0.0013486+0.00082903i,0.00010334+0.00095748i,0.00074162+0.00048865i,4.4491e-05-0.00020886i,-0.00035414-0.00062869i,-0.00030191-0.00026157i,0.00043171+1.1013e-05i,0.00086262-0.00036578i,0.00067269-0.00031211i,0.00037144-0.00014807i,-0.00019622-6.8299e-05i,-0.00021829+0.00051861i,-0.00065163+0.0010196i,-0.00095595-4.6398e-05i,-4.2497e-05-0.00092316i,0.00039813-0.0008911i,0.00019498+0.00020826i,0.00022838+0.0010257i
0.00060272+0.0014463i,0.00010676+0.0011257i,0.00064927-0.00015656i,0.00027427-0.00078315i,-9.6404e-05-0.00080242i,0.00032078-0.00078052i,0.00039447-0.00026758i,-5.1492e-05-3.1421e-05i,0.00013734-0.00019306i,0.00069289-0.0002251i,0.00040902-0.00012807i,0.00040657-0.00022032i,0.00026125-5.9993e-05i,-0.00033335+0.0003549i,-0.00036153+0.0010256i,-0.00045057+0.0011174i,-0.00093105-3.0201e-05i,-0.00094646-0.00079233i,-0.00045719+0.00018841i,-0.00017059+0.00060462i,-0.00012798+0.00024552i,-1.94e-05+0.00037207i,2.3012e-05+0.00010365i
0.0011475-0.0029493i,0.00035258-0.0025396i,-0.00028553-0.0016125i,-0.0019936-0.00055878i,-0.0026884-0.00010625i,-0.0011262-0.00048632i,-6.5959e-05-0.0006443i,0.00037301-0.00052665i,0.0010958-0.0005043i,0.0010702-0.00014314i,0.00011732+0.00033004i,-0.00072784+0.00043009i,-0.00072416+0.00048001i,1.9592e-05+0.00052959i,0.00021479-6.2806e-05i,-0.00016084-0.0003782i,-0.00030095-0.00024969i,-0.00079903+0.00014939i,-0.0008641+0.0001695i,-8.668e-05+0.00030349i,-0.00015196+2.7282e-05i,-0.00069548-0.0003121i,-0.00043815-9.1709e-05i
-0.0015536-0.00052536i,-0.0013498+0.00087698i,-0.001083+0.0027485i,-0.0013145+0.0023158i,-0.00093475+0.00045259i,8.6945e-05-0.00022139i,0.00031384+0.00010963i,6.0515e-05+0.00013063i,0.00032165+9.5503e-05i,0.00075543-0.00041503i,0.00084032-0.000263i,0.00027606+0.00073002i,-0.00026445+0.00098304i,-0.0004491+8.2653e-05i,-0.00052104-0.0010112i,-0.00098751-0.00079569i,-0.00099019-0.0010542i,-0.00040421-0.0014671i,0.00012716-0.00079504i,0.00020705-0.0003263i,-0.0005961-3.3588e-05i,-0.0010251-0.00022919i,-0.00027992-0.00023656i
-0.0020349-0.00025473i,-0.0012372+0.0010076i,0.00035471+0.0019417i,0.00018787+0.0012066i,-0.00026531+0.00023571i,-0.00038785+0.00036391i,-0.00049642+0.00077142i,-0.00020787+0.0015601i,-0.0003771+0.0014004i,-0.00022273+0.0012198i,0.00033646+0.0020234i,-0.0001421+0.0018452i,-0.00085291+0.00047661i,-0.0010764-0.00030455i,-0.00055097-0.00027666i,-0.00011373+0.00030987i,0.00027574+0.00048331i,0.00024219+0.00042648i,-0.00021629+1.5685e-05i,-0.00020921-0.00038537i,0.00011863-0.00021115i,0.00020833+0.00010934i,-0.00026335+0.00070875i
0.0011805-0.00038011i,0.0013237+0.00069715i,0.0014327+0.00028221i,0.0016154-0.00029046i,0.00088673-0.00063873i,0.0012978-0.00029421i,0.0019195-3.0151e-05i,0.0017729+8.1977e-05i,0.0012022+0.00010101i,0.00043476-0.00054306i,-0.00024523-0.00058986i,-0.00041754-0.00040679i,2.5317e-05-8.9264e-05i,0.00023307+0.00018372i,-0.00028959-6.9686e-05i,-0.00023216-0.00022097i,0.00031758+0.00017211i,0.00062453+0.00032104i,0.00076289-3.46e-05i,0.0011767-0.00059007i,0.0016156-0.0003255i,0.00058194+0.00050402i,0.00013276+0.00063947i
0.00071402+0.00078659i,-0.00057812+0.00020858i,-0.00038293-0.00061006i,0.00028851-0.00050345i,8.7757e-05-0.00077609i,0.00020199-0.00059103i,7.5669e-05+0.00027467i,6.5704e-05+0.00018383i,0.00020324-5.8962e-05i,0.00021852+0.00015494i,0.00038353-7.8857e-06i,0.00051335+0.00012442i,0.00063878+1.6115e-05i,0.00014633-8.3051e-05i,0.00036599+0.00033375i,0.00057045+0.00029137i,0.00053932+0.00019123i,0.00040429+2.6483e-05i,-0.0003042+0.00028045i,-0.00059243+0.00065074i,0.00036823+0.00040254i,0.00099113+0.00012083i,0.00066742+0.00019356i
-0.00058076-0.00018132i,-0.00011537-0.00053021i,1.3685e-05-0.0014099i,-0.00017079-0.0014231i,-0.00045117+9.2383e-05i,-0.00036559+0.0012958i,0.00034964+0.001136i,0.00089014+0.00084228i,0.00055129+0.0002825i,0.00033045-0.00053855i,0.00078844-5.4721e-06i,0.00097625+0.00065952i,0.00082025+0.00056665i,0.00085884+0.00013272i,0.00074685-0.00010945i,0.00071668-0.00010932i,0.00046599+0.00056639i,-0.00036211+0.00067885i,-0.00036272-0.00042437i,-0.0008079-0.00099921i,-0.0012952-0.00039786i,-0.00047703+0.00045058i,-0.00022224+0.00069666i
-0.0033437-9.1012e-05i,-0.0033726+0.00054812i,-0.002924+0.0014191i,-0.0008553+0.0013123i,0.0011695+0.00070202i,0.0017453+0.00047068i,0.0006566+0.00035242i,-0.00044691-3.732e-05i,-0.00059361+0.00016179i,2.8173e-05+2.1632e-05i,0.00065625-0.00039525i,0.00093385-0.00044411i,0.0016303-0.00046062i,0.0015184-0.00099055i,0.00064326-0.0009772i,0.00047312-0.00017085i,0.00025861+0.00044117i,-2.2262e-05+0.00059107i,7.2621e-05+0.00075406i,-0.00080343+0.001111i,-0.00076184+0.00093087i,-0.00037866+3.3299e-05i,-0.00055867+2.9426e-05i
8.0246e-05-0.00060941i,-0.00055305-0.000239i,-0.00055978-0.00088369i,-6.0076e-05-0.0008937i,2.336e-05+0.00030609i,-0.00022126+0.00042514i,0.00018088+0.00015656i,0.00025286-0.00021457i,-0.00022826-0.001236i,-0.00035684-0.00081842i,-0.00043113-6.8231e-05i,-0.00039473+0.00015522i,0.00031603+2.0499e-05i,0.00042955-4.3173e-05i,0.00018633+0.00060858i,0.00021947+0.00084387i,-0.00018367+0.00016414i,-0.00063532-0.00065602i,-0.0003793-0.00088561i,0.00017696-0.00061823i,-0.00016542-0.00050319i,-0.00027596-0.00076189i,-0.00030853-0.00072929i
-0.00048306-0.00045639i,-0.00098182-9.741e-05i,-0.00085449-0.0012541i,-0.00093106-0.0010304i,-0.00042198-5.5104e-05i,0.00041872+0.00029507i,5.3116e-05+0.00032142i,-0.00060131+8.4179e-05i,-0.0004639+0.00030511i,0.00015697+0.00048263i,0.00045841+0.00030348i,-1.7885e-05+0.00074352i,-0.00021525+0.00090977i,0.00061491+4.039e-05i,0.00090683-0.00080578i,0.00049627-0.00033491i,0.00014848+0.00030567i,0.00050957+0.00023796i,0.00074764+0.00055411i,0.0004731+0.00034555i,0.00048631-8.0792e-05i,0.00069064-0.00029087i,-3.2339e-05+3.9821e-05i
-0.0020607+0.0015122i,-0.0021707+0.0021538i,-0.0013887+0.0019907i,0.00093509+0.0013698i,0.0021522+0.00080366i,0.0010644+0.00062891i,4.5066e-05+0.00063918i,0.00056814+0.00059575i,0.0009289+0.00060624i,0.00066074+0.00091004i,-0.00041865+0.0010513i,-0.00095732+0.00074016i,-0.00086508+0.00037783i,-0.0012394-7.6647e-05i,-0.00074778-0.00032791i,0.00011792-0.00028977i,0.00084235+0.00023833i,0.0010635+0.00068468i,0.00036407+0.00098894i,-0.00010241+0.00036011i,0.00042854-0.00030652i,0.00088125-0.00025354i,0.0005755-0.00035011i
-0.00067778-0.0014654i,-0.00076428-0.0018235i,0.00051194-0.001371i,0.00063757-0.00048497i,-6.77e-05+6.0683e-05i,-0.00016748-0.00026421i,0.00047062-0.00061001i,0.00082994+0.00041277i,7.3924e-05+0.00027722i,-0.00012704+7.9005e-05i,0.00021143+0.00019321i,0.00024567+6.4892e-05i,-0.00019241-0.00019483i,-0.00071861+0.00021258i,-0.0008593+6.6443e-05i,-0.00034492-0.00028515i,-4.4641e-05-0.0001991i,-0.00046772-0.00046699i,-0.0010372-0.00062704i,-0.0014189-0.00029312i,-0.0010874-0.00012693i,-6.3067e-05+0.0001557i,-3.9395e-05-4.1744e-05i
0.00061896-0.0024959i,0.00050679-0.0026106i,-0.00095344-0.0020296i,-0.0009769-0.00052947i,-0.0010813+0.0010594i,-0.0011475+0.001076i,-0.00016594+0.00049591i,0.00055803+4.0606e-05i,0.00022315-0.00028039i,-0.00023982-0.00025998i,-0.00068725+8.8176e-06i,-0.00050542+0.00043197i,0.00039904+0.00040401i,0.00065807+0.0001345i,0.00035578-0.00037518i,-0.00021093-0.00031585i,-0.00042064+3.0578e-05i,4.3968e-05-0.00018138i,-0.00036149-0.00064271i,-0.00049301-0.0012615i,-0.00022207-0.00034753i,-0.00022167+0.0011476i,-0.00017079+0.00095303i
0.0020141-0.00014692i,0.0014763-0.00038696i,0.00042921-0.0020506i,-0.00081424-0.0026558i,-0.00029877-0.001306i,0.0004244+0.00062487i,0.00017484+0.0013909i,0.00088911+0.00047583i,0.0014613+9.6764e-05i,0.0010529+0.00049208i,0.00087458+0.0005268i,0.00081679+0.00080776i,0.00069319+0.0011643i,0.0006319+0.00030241i,0.00010669-0.0010536i,7.4967e-05-0.0012915i,0.0005544-0.00063076i,0.00090937-0.00021665i,0.0011988+0.00056072i,0.0009563+0.0012481i,0.00074096+0.00065844i,0.00051642-0.00029604i,0.00021906-0.0005084i
0.0012949+0.0017815i,0.00038886+0.0029308i,0.00057437+0.0023116i,0.00055417+0.00046304i,-1.5656e-05-0.00011583i,-0.00046578+0.000817i,-0.00038719+0.0014173i,-0.00081288+0.00019212i,-0.00051648-0.00060632i,-0.00011575-0.00051886i,-0.00084191-0.0004226i,-0.0015112-5.4075e-06i,-0.0010114+0.00019325i,-0.00084784-0.00062879i,-0.00067823-0.00078871i,-3.775e-05-0.00056562i,-0.00034617-0.00089281i,-0.0012486-0.0003251i,-0.001074+0.00060105i,0.00014626+0.00026773i,0.00026217+8.0192e-05i,-0.00013603+0.00073335i,0.00013285+0.00028534i
-0.0017422-0.0015859i,-0.0029991-0.0011686i,-0.0017294-0.00079858i,-0.00055712-0.0014947i,-0.00025657-0.0015688i,-0.00053168-0.0014221i,-0.00021413-0.0011012i,0.00074358+0.00035626i,0.00030388+0.0012077i,2.6109e-06+0.00022099i,0.00060089-0.00069052i,0.00083326-0.0010047i,0.00046659-0.00025684i,9.3282e-05+0.00056569i,0.00014695+9.2995e-05i,-0.00018372-2.2041e-05i,-0.00052938-0.0004924i,-0.0002296-0.00038908i,0.00034579+0.00018097i,0.00044071+9.3237e-05i,-0.00015895-0.00027952i,-0.00020908-0.00017919i,-0.00023786+0.00019613i
0.0015299-0.0041104i,0.0020743-0.0034556i,0.00029643-0.001984i,-0.00089016-0.00097385i,-0.00098424-0.00015351i,-0.0013786+0.00036834i,-0.0010545+1.7237e-05i,0.00045533-0.00032565i,0.00055236+4.9593e-05i,0.00018173+6.4025e-05i,0.00035706-0.00014495i,0.00031841+0.00042521i,0.0010727+0.00096305i,0.00085995+0.00052161i,-0.00022685+0.00014896i,-0.00066559+0.00050969i,-0.00058675+0.00050077i,0.00051233-0.00010045i,0.0010947-0.00034042i,0.0011586-0.00019324i,0.00094966-0.00024097i,0.00092509-4.9396e-05i,0.0004655-0.00011742i
-9.8594e-06+0.00021063i,-0.00034141+0.00022585i,-0.0012431-0.00017039i,-0.00081996+0.00071853i,0.0002304+0.0019894i,-0.00049723+0.0012701i,-0.00020461+0.00041262i,0.00086961+0.00030253i,0.00086841+0.00027841i,0.00016518+0.0008428i,-0.00039095+0.00096848i,-0.00049821+0.00070675i,0.00013613+0.00039158i,0.00035241-0.00011282i,0.00082952+4.9882e-05i,0.00051521-6.1641e-05i,-0.0001912-0.00073177i,-0.00016166-0.00083865i,-0.00021855-0.00095798i,-2.3769e-05-0.00056644i,0.00050789+0.00040984i,0.00072157+0.0008013i,0.0004432+0.00013922i
-0.0022531+0.0026311i,-0.001043+0.0028556i,0.00075777+0.0031657i,0.00046233+0.0016975i,0.00052479-0.00032115i,0.0011182+9.6082e-05i,0.00063939+0.00085885i,0.00025387+0.0010762i,2.7959e-05+0.00085559i,7.9497e-05-0.00010745i,0.00039599-0.00023134i,7.0176e-05+0.00058853i,-0.00029671+0.00041391i,-0.00013139-0.00045369i,7.4898e-05-3.3994e-06i,-8.8106e-05+0.0009903i,-5.1453e-05+0.00056483i,-6.2793e-05-0.00022265i,-0.00062433+0.00015162i,-0.00051653+0.00054784i,-0.00029923+0.00029356i,-0.00075862+0.00024809i,-0.00052837+0.00060795i
-0.00028723-0.00054844i,-0.001074-0.00096463i,-0.00024348-0.00014844i,0.00076126-0.00078979i,0.00037227-0.0013575i,-0.00040185-5.4378e-05i,-3.427e-06+0.00080265i,0.00067282+0.00065329i,0.00086213+0.00028761i,0.0001135+0.00013879i,0.00011531+0.00013475i,0.00060555+0.00024257i,0.00045954+0.0003588i,0.00064773+0.00059083i,0.00094363+0.00014714i,0.00061011-0.00057452i,0.00025506-9.5417e-05i,-2.7847e-05-2.3955e-05i,-0.00033446-0.00026143i,-0.00065537-0.00042351i,-0.00025911-0.00075106i,0.00060624-0.00065422i,0.00067574+0.00019764i
0.00041936-0.00067796i,0.00035815-0.0011088i,-8.3762e-05-0.0010434i,-0.00035315-0.00070001i,-0.00079904-0.001216i,-0.00043804-0.00067581i,0.00036996+0.00032323i,0.00041414+0.00089457i,0.00028814+0.00054665i,2.2663e-05-8.4094e-06i,-0.0001494-4.5462e-05i,-0.00037667-5.0523e-05i,-0.00058861-0.00010209i,4.2853e-05-0.00016888i,0.00016543-0.00047986i,-0.00014302-0.00097013i,0.00045943-0.0013755i,0.00014316-0.00077872i,-0.00097603+0.00029408i,-0.00028547+0.00040688i,0.00037868+0.00052024i,0.001042+0.00010514i,0.001168-0.00050483i
0.0021757-0.00069843i,0.0016919-0.00083961i,0.0014292-0.0014571i,0.0010085-0.0018197i,-1.6051e-05-0.0018082i,5.8726e-06-0.0013372i,2.1105e-05-0.0010685i,-3.3241e-05-0.00058461i,0.00058526-0.00050462i,8.9433e-05-0.00058613i,-0.0007543-9.7315e-05i,-0.00026811+8.4444e-05i,0.00029243-0.00020827i,0.00067166+6.3981e-05i,0.00023455+0.00086024i,-0.0001894+0.00095841i,-0.00045604+0.00016782i,-0.00069744-0.00049507i,-0.00022563+0.00034319i,1.627e-05+0.0013373i,1.4262e-06+0.0012176i,2.0421e-05+0.0010287i,-8.9476e-05+0.00062579i
-0.0012939+0.00037071i,-0.00096457+0.00074849i,-0.00040921+0.001312i,0.00048381+0.0019863i,0.00053295+0.0016647i,-3.6207e-05+0.001341i,-1.2197e-06+0.0013597i,0.00012799+0.0010726i,-0.00014645+0.00090013i,-0.00025652+0.0011369i,0.00018174+0.0013283i,0.0002361+0.00067724i,-0.00021485-0.0008922i,-0.00065532-0.0022736i,-0.00045122-0.0010997i,-0.00017933+0.00035742i,-0.00016542-0.00014728i,0.0001014-0.00028864i,0.00098937-2.632e-05i,0.00074599-0.00018233i,-0.00025403-0.00016873i,-0.00037207-0.00031911i,-0.00038746-0.00035179i
-0.00013701-0.00045792i,3.5947e-05-0.00073557i,0.00028305+0.00017016i,0.00047423+0.00064482i,0.00027264-0.00021598i,9.5055e-05-0.00096159i,0.00057501-0.00076437i,0.00035911+0.00032139i,0.00034201+0.00072678i,0.00078734+4.6515e-05i,0.00096179-0.00021567i,0.00053198-0.0004346i,0.00021175-0.00024398i,0.00038053+0.0003654i,0.00091896+0.00016957i,0.00090678-0.00028571i,0.00022317+0.00016069i,0.00037835+0.00033637i,0.00036289+0.00012306i,-0.00037915+0.00012333i,-0.00045028-0.00023945i,0.00020986-0.00029462i,-4.0277e-05+0.00033627i
