-0.000202-0.00059837i,-0.00092255+0.00042098i,-0.0016388-0.00012823i,-0.00063008-0.00094706i,0.00037023-0.0010846i,0.00055015-0.00045494i,0.00057994+0.00026212i,0.00087231-6.1913e-05i,0.0016921-0.00048469i,0.001672-0.00034194i,0.00063958-0.00037293i,0.00042726-0.0012672i,0.0008323-0.0016668i,0.0003869-0.0010092i,-0.00038338-1.0094e-06i,-0.00063907+0.0010412i,-6.5037e-05+0.00099574i,0.00029204+0.00065373i,-0.00029685+1.3683e-05i,-0.0003473-0.00080858i,0.00047401-0.00052103i,0.00059869-0.00072903i,-0.00036311-0.00060791i
-0.001667-0.00059063i,-0.0010489-0.00047548i,-0.00074189+0.00082304i,-0.00095268+0.002208i,0.00040949+0.0013216i,0.0016727-0.00044442i,0.0013747-0.001592i,0.00079613-0.0016478i,0.00032918-0.00047932i,-0.00012601+0.00014278i,-0.00071768+0.00021205i,-0.00046907+0.00041525i,-8.5486e-05+8.4042e-05i,-0.00035275+0.00011204i,-0.00081547+0.00010194i,-0.0010745+1.608e-06i,-0.00083811-1.8689e-05i,-0.00019428-0.00019856i,0.0010115-0.00019864i,0.0015044+1.287e-05i,0.0016668-0.00011151i,0.0013277+0.00022763i,0.00040327+0.00022963i
0.0010757+0.0014206i,-0.00095651+0.0025175i,-0.0004708+0.0027551i,0.00066345+0.0015201i,4.6841e-05+0.00030882i,-0.00042453-0.00035182i,-9.8576e-05-0.00021336i,0.00078314-3.9984e-05i,0.00088924-0.0008586i,-7.0923e-05-0.0008734i,-0.00011903-0.0005879i,0.00080601-0.00086952i,0.00056269-0.00067899i,0.00031173+0.00044264i,0.00091147+0.0013168i,0.0010586+0.00098298i,0.0003629+0.00035693i,5.8046e-05-0.00065153i,0.00070033+1.2148e-05i,0.00092934+0.00089681i,0.0013482+0.00063348i,0.0018331+0.00087024i,0.000866+0.00042159i
-0.0016471+0.00026032i,-0.0034721+0.0012092i,-0.0039775+0.00079131i,-0.0021932+0.00026914i,-8.4244e-05-9.9761e-05i,0.00032398-0.0004425i,0.00095592-0.0013269i,0.00087715-0.0017612i,0.00047163-0.0014158i,0.00069045-0.0013083i,0.00046512-0.00025454i,0.00051474+0.0006617i,0.00016721+0.00077097i,-0.00063179+0.00082205i,-0.00073997+0.00048778i,-0.00037027-0.0004514i,-0.00086656-0.00030568i,-0.00090438+0.00033112i,7.0138e-05+0.00028168i,0.00088246-0.00034381i,0.0015387-0.00012001i,0.000892+0.00040383i,-1.8128e-05+5.9782e-05i
0.00058467-0.0011755i,-0.00013993-0.00117i,-0.0012404-0.0011878i,-0.0014176-0.00057057i,-0.00058369+0.00012037i,7.2936e-05-0.00041183i,0.00091275-0.0016705i,0.0007815-0.001327i,0.00020653-0.0012658i,0.000323-0.0014028i,0.00068097-0.00021496i,0.00036193+0.00044023i,0.00037807+7.0938e-05i,0.00064476-0.00025036i,0.00026159+0.00018049i,-0.00052262+0.00019947i,-0.00088811-0.00014226i,-0.00098554-4.1584e-05i,-0.0006025+0.00028737i,-0.00014087-0.00047881i,0.00022371-0.00070455i,0.00093794-0.00028392i,0.0012783-0.00048418i
0.00026862+0.00025276i,0.00094442+0.0010304i,0.00028909+0.0014339i,-9.2339e-05+0.0019662i,0.00080952+0.0010706i,0.0014092-0.00053656i,0.00095318-0.0012278i,0.00097118-0.0012712i,0.00089683-0.0013307i,0.0011258-0.0013819i,0.00099088-0.0012408i,0.00056633-0.00076079i,0.00098157-0.00035811i,0.00093912-0.00021792i,-9.8678e-05-0.00065014i,-0.00027345-0.00042085i,4.2506e-05-7.5053e-05i,3.7125e-05-0.00082971i,-7.7815e-05-0.0011423i,0.00048232-0.00067616i,0.0011367-0.00057817i,0.0010448-0.0008685i,0.0004128-0.0012617i
0.00059363+0.0019531i,-0.00086076+0.0029368i,-0.0011942+0.0013505i,-0.00020998+8.0207e-05i,0.00024048+0.00050089i,0.00080735+0.00016512i,0.00075548-0.00054162i,0.00046901-0.00072013i,0.0010628-0.00025447i,0.0010302-0.00087211i,0.00061555-0.0020809i,0.0010918-0.0013354i,0.0013433+0.00024948i,0.00025118+0.0011081i,-0.00041115+0.0013141i,-0.00014549+0.00054707i,-0.00028516+2.6388e-05i,-9.0169e-05+0.00016451i,0.00098429-0.00039765i,0.00081711-0.00014616i,2.4289e-05-0.00016955i,0.00027407-0.00098079i,0.00042419-0.00071306i
-0.0018396+0.00033122i,-0.0023531+0.00032912i,-0.0024033+0.00022825i,-0.0012025+0.00097189i,0.00074131+0.0011754i,0.0011824+0.00099942i,0.00023786+0.00030631i,-0.00013921-0.0013073i,0.00028297-0.0016118i,0.00019935-0.00043047i,1.2912e-06-0.00020599i,0.0010354-0.00080876i,0.0014086-0.00036842i,-8.7961e-05+0.00013061i,-0.0010351-0.00025241i,-0.00080127-0.00053906i,-0.0006244-0.00070894i,-0.00066562-0.00028679i,9.5192e-05+0.00015288i,0.00062822+7.15e-05i,0.00034704-0.00014416i,0.00039081-0.0002218i,3.0765e-05-0.00072899i
-0.00085364-0.0011358i,-6.0213e-05-0.0017513i,-0.0013597-5.1945e-05i,-0.0017135+0.0010207i,-0.00034673+0.00053749i,0.00088251-0.00034263i,0.0012985-0.00038907i,0.00039114+1.0676e-05i,-0.00029441-0.0007785i,-0.00037046-0.00097762i,-0.00022669-0.00026304i,0.00053594+2.0595e-05i,0.00092744-0.00034312i,0.00020547-0.00038025i,-0.00044366+0.0001681i,-0.00012541+0.00023606i,7.9389e-05+0.00033649i,0.00062979+0.0003349i,0.0011783-0.00035874i,0.00097888-0.00042501i,0.00043266-0.00033969i,0.00037433-0.0011796i,-0.00021721-0.00095438i
0.00037673+0.0027384i,0.00090824+0.0017777i,0.00093068+0.0012609i,0.0006262+0.0012422i,0.0010135+0.00072092i,0.0012002-0.00058501i,0.00043571-0.00088576i,0.00051967-0.00082449i,0.00060733-0.0014843i,0.00056758-0.0009036i,0.00018022+0.00032609i,0.00031009+0.00055569i,0.00069612+0.00070097i,0.00049288+0.00039864i,0.00055446+0.00026052i,-8.6998e-05+0.00065203i,-0.0010065+0.00021327i,-0.00044917-0.00066665i,0.0004015-0.00053118i,0.00034068+5.4761e-05i,6.13e-05+0.000608i,-8.842e-05+0.00042774i,-0.00034212-0.00030428i
-0.00091208+0.00066186i,-0.0010986+0.0015853i,-0.0020781+0.0014576i,-0.001481+0.0017774i,0.00049001+0.0011803i,0.0021015-6.0564e-05i,0.0014428-0.00063379i,0.00016717-0.00076185i,1.2474e-05-0.00080832i,-0.00022167-0.00084938i,-0.00065567-0.00025386i,-5.891e-05+8.2841e-05i,0.00034274+0.00017782i,0.00023843-1.0633e-05i,-0.00037573-0.00024756i,-0.00020179-0.00022332i,0.00025529+6.9386e-05i,0.00070084+0.00024007i,0.00096825-0.00025911i,0.00019053-0.00063554i,-0.00030846-0.00042047i,-0.00029759-0.00011081i,-0.00075812+0.00013222i
-0.0009017-0.00074058i,-0.0016081-0.00076749i,-0.0028684+0.00037209i,-0.0024384+0.0012577i,-0.00029683+0.00069024i,0.0013081-0.00018934i,0.00096277-0.00030366i,0.0002996-0.0013089i,-0.00015331-0.0017648i,-0.00039677-0.0010385i,0.0001921-0.00030489i,0.0010836+0.00023258i,0.0012023+6.1279e-05i,0.00046681-0.00019951i,0.00014868+0.00011773i,0.00049341-0.00061033i,6.1296e-05-0.00070003i,-0.00063601+0.00036016i,-0.00056134+0.00022068i,0.00020625+7.2289e-06i,0.00099914+0.00019992i,0.0011371+0.0003136i,0.00036361+0.00026166i
-4.5911e-05-0.000743i,-0.0011467-0.00051774i,-0.0015834+0.00052567i,-0.00033729+0.0014189i,0.00087312+2.5559e-05i,0.0015792-0.00089934i,0.0010267-0.00094842i,-0.0001747-0.0012345i,-0.0007117-0.00064631i,-0.000825-8.1811e-05i,-0.0001656-3.3691e-05i,0.001092+1.6347e-05i,0.0011243+0.00025395i,0.00035701-8.9798e-05i,0.00063443-0.00057197i,0.00037736-0.00046654i,0.00012039-0.00048892i,0.00043064-1.4122e-05i,-0.00012784+0.00032742i,-0.00021487-0.00015497i,0.0001011-0.00075402i,0.00014097-0.00056554i,0.00045357-0.0002449i
0.00079857+0.00074963i,0.00092915-0.00017082i,0.00018522-0.00080853i,-0.00033474-0.00011689i,-6.9423e-05+0.00041647i,0.00029932+0.00023757i,0.00052667-0.00035929i,0.00060937-0.0002106i,0.00012288-0.00047518i,-0.00014608-0.0010756i,0.000313-8.5372e-05i,0.00050888+0.00028617i,0.00013468-0.00067695i,0.00058798-0.0010181i,0.00052433-0.0003543i,-0.00036535+0.00018713i,-0.00063964+0.00024351i,-0.00056308-0.00026872i,-0.00053048-0.00094196i,-0.00019322-0.00092075i,-0.00032933-0.0006631i,-0.00019039+8.0649e-05i,0.0003352+0.00051995i
-0.0015397+0.0016338i,-0.0018105+0.0014206i,-0.0017459+0.0016643i,-0.00084667+0.0019212i,0.00066137+0.001813i,0.0013924+0.00044147i,0.0013011-0.0010553i,0.00076369-0.00092885i,-1.8977e-05-0.0011016i,-0.00023736-0.00097904i,0.00048852-0.00028206i,0.0010574+0.00019582i,0.00065332+0.00013123i,-2.6444e-05+0.00013648i,0.00018333-0.0001161i,0.0002158+0.00046138i,-0.00039859+0.00044676i,-0.00068696-0.00024924i,-0.00034065+7.5273e-05i,-0.00029891+0.00027664i,-0.0007275+0.00022459i,-0.00040554+0.00052934i,-0.0002541+0.00072851i
-0.0012961+0.0010432i,-0.0012068+0.00066028i,-0.00070542+0.00046461i,0.00050527+0.00019628i,0.0017195-8.5226e-05i,0.0016249-0.00033497i,0.0012153-0.0011056i,0.00081477-0.0013174i,6.496e-05-0.0013611i,-0.00017172-0.00094903i,5.7621e-05-0.00031202i,0.0006782-7.7124e-05i,0.0013545+0.00048414i,0.0010954+0.00060203i,0.00046994+0.0001145i,0.00080631-0.00031713i,0.00099713-0.00085033i,1.0679e-05-0.00037863i,-0.00042638+0.00057719i,0.00036664+0.00021629i,0.00051916-0.0007513i,0.0006479-2.1339e-05i,0.0003315+0.000955i
0.00097731-0.00032464i,3.3286e-05-0.0013384i,-0.00029109-0.0013567i,-0.00072182-0.00075097i,-0.00030064-0.00022506i,0.00013936+0.00022676i,0.00042244+0.0009695i,0.00053029+0.00067192i,7.8892e-05-0.00058328i,-6.7418e-05-0.0010504i,-0.00011183-0.00071751i,0.00013175-5.3618e-06i,0.00083092+0.00019619i,0.0011045+0.00050129i,0.00027939+0.00072174i,-0.00051996+2.348e-05i,-0.00062068-0.00058074i,-0.0008567-0.00036363i,-0.00057701-0.00037025i,-0.00039117-0.00035799i,-0.00086087-0.00020055i,-0.00066659+6.5634e-05i,0.00069741-5.523e-06i
0.00096684+0.00049817i,0.0017042+0.00099324i,0.00012544+0.00062357i,-0.00059895-0.00013489i,-2.6753e-05-0.00020459i,0.0010761+0.0003308i,0.0019582+0.00040055i,0.0012088-8.2729e-05i,0.0001222-0.00083531i,-0.00016739-0.00072268i,-7.0523e-05-0.00025135i,0.00012318-0.00014203i,1.9462e-05-7.4612e-05i,-0.0001376-0.00015764i,0.00041172+0.00017839i,0.00088904+0.00046695i,0.00063589+0.0006103i,0.00013742+0.0005586i,0.00044956+0.00014432i,0.00062978+0.00018782i,0.00035681+0.00056048i,0.00013411+3.4613e-05i,8.0799e-06-0.00083836i
-0.00236+0.00046397i,-0.0023688+0.0011626i,-0.0013+0.0015773i,-0.00078925+0.000809i,-0.00011966+0.00037962i,0.00056497-6.8891e-05i,0.00037807-0.00062948i,0.0005129-0.0010026i,0.00056473-0.0014303i,0.00065734-0.0011074i,0.00016709-0.00067837i,-0.00022044-0.00070115i,-0.00042522-0.00022983i,-0.0011231+0.00019482i,-0.00080158+0.00017016i,-0.00018444+0.00056788i,4.4429e-05+0.00059397i,0.0001617+0.00023994i,0.0003238+0.00046155i,-0.00016522+0.00064403i,-0.00083328-0.00021315i,-0.00073518-0.00054523i,-0.00070512+0.00037853i
-0.0011695+0.00019872i,-0.0023814+0.00043453i,-0.0018877+0.00017519i,-0.00045519-0.0002201i,0.00031903+9.8119e-06i,0.00026665+0.00038672i,0.00035596-0.00015174i,0.00085959-0.0013876i,0.00029085-0.0018031i,-0.00076407-0.0010068i,-0.00054154-0.00030431i,0.00014128-2.6065e-05i,0.00045882-0.00016118i,0.00043031+0.00012628i,0.00030029-6.2715e-05i,0.00020223-0.00057701i,0.00028809-0.00091058i,-0.00034273-0.00077338i,-0.0011815-0.00024545i,-0.00036557-1.801e-05i,0.00099439+0.00012641i,0.0016277-0.00013196i,0.00093435-0.00052659i
0.00070684-0.0016429i,-0.00016726-0.0013273i,-0.00063116-0.0013432i,-0.00045709-0.00094854i,0.00041819-0.00062305i,0.00024822+0.00036866i,-0.00027548+0.0011936i,0.00049811+0.00036579i,0.00090599-0.0014148i,-2.6504e-05-0.0012823i,-0.000656-0.00046706i,0.00027605+4.7862e-05i,0.00053427+0.00051911i,0.00017808+0.00045778i,0.00029633+0.00049474i,0.00025066+0.00056289i,-1.255e-05+0.00025343i,-8.2909e-05+0.00020216i,-0.00015275-0.00022419i,-0.00017287-0.00072509i,1.0497e-05-0.00045i,0.00057463+0.00018554i,0.0008862+0.00015898i
0.0004607+0.0020536i,0.00010482+0.0020629i,-0.00076498+0.0019787i,-0.0012077+0.0015814i,-0.0003981+0.0010527i,0.00072964+0.0007913i,0.00086814-0.00010356i,7.968e-05-0.0010634i,-0.00088075-0.00097882i,-0.00089978-0.00064663i,0.00012987-0.00033132i,0.0012442-8.1714e-05i,0.00061581-0.00016358i,0.00030739+3.9261e-05i,6.9409e-05+0.00013757i,-0.0005977-0.00055575i,-0.00048085-0.00050371i,-0.00021622+0.00077839i,0.00034996+0.0003621i,0.00057767-0.0004025i,-0.00043353-0.00034062i,-6.0904e-05-0.0002933i,9.4378e-05-0.00051209i
-0.00095431+0.0006501i,-0.0018904+0.00056376i,-0.0019565+8.9317e-05i,-0.0019366+0.00032673i,-0.0015029+0.00056393i,-0.00038832+0.00089708i,0.0003523+0.00030504i,0.0014352-0.00056999i,0.0014523-0.0013446i,0.00051312-0.00055351i,-0.00021182+0.0014081i,-1.2143e-06+0.0013892i,6.7521e-05+0.00050662i,-0.0001795+3.9582e-05i,-0.00012108-0.0005141i,0.00039068-0.00065949i,0.00056008+6.6106e-05i,-0.00023346+0.00038344i,-0.00044722+0.00040246i,-0.00016717+0.00032577i,0.00036085-0.00011151i,0.00034471-0.00036932i,-0.00037733-0.00041002i
-0.0015882-0.00063346i,-0.0023933-0.00027773i,-0.0037377+0.00022254i,-0.00264+0.0014041i,-0.00023392+0.0024921i,0.0010109+0.0019503i,0.0006319+0.00027071i,-0.00063055-0.0011393i,-0.0009486-0.00063994i,-0.00030579+0.00041664i,0.00021129+0.00027015i,0.00044492-3.3239e-05i,0.00063726+0.00028218i,0.00017894+0.00026268i,-0.00082358-8.5022e-05i,-0.00087551-0.0004286i,-0.00054634-0.00022538i,-0.00044491+0.00043585i,-0.00012162-4.6612e-05i,0.00012459-0.00057142i,-0.0001995-0.00041544i,-0.00074691-0.00017619i,-0.00071373-0.00021123i
0.00010578-0.0012022i,-0.00089466-0.0027316i,-0.00076495-0.002238i,-0.00039723-0.0003144i,0.00052866+0.00028707i,0.0016174-0.00054364i,0.0012029-0.00022565i,0.00062251-0.00066094i,0.0011741-0.0022423i,0.0011961-0.0025457i,0.0010002-0.0016833i,0.00090642-0.0001348i,0.00029871+0.00017349i,0.00027974-0.00031147i,0.00034574+6.0537e-05i,0.00016257+9.0753e-05i,0.00038425-0.00026756i,0.00017193-5.9449e-05i,0.00028593+0.00033071i,0.00059238+0.00062923i,0.00076643+0.00026686i,0.00074981+5.4074e-05i,0.0004937+0.00051398i
0.00022053+0.0037228i,0.00026759+0.0026498i,0.0011128+0.0026712i,0.00024394+0.0018414i,-0.00017981+0.0011901i,0.00041821+0.0011066i,0.00046163+0.00056671i,0.00086032-0.00020285i,0.0012534-0.00043714i,0.00022258-0.00069349i,-0.00066742-0.0012511i,4.787e-05-0.00090109i,0.00055463-0.00029793i,0.00043603+0.00043482i,-0.00053567+0.00069767i,-0.0010432+0.00019757i,-0.00074819-0.00014161i,-0.00025727-0.00060307i,0.00023646-0.00074723i,6.2131e-05-0.00069384i,0.00016212-0.00059723i,0.00041931+0.0003947i,0.00048904+0.00081141i
-0.00072391+7.1381e-05i,-0.0006796+0.00021908i,-0.0015831+0.00013163i,-0.0012225+0.0010569i,9.9504e-05+0.002418i,0.0013532+0.0018006i,0.0021413+0.00038051i,0.0018501-0.00043169i,0.0012395-0.00091975i,0.00093493-0.0010691i,0.0001363-0.0009303i,0.0003162-0.00026708i,0.0011665+0.00019827i,0.0011152+6.4374e-05i,0.00040467+0.0001539i,-0.00059362-0.00017195i,-0.00021246+0.00010424i,0.00081881+0.00092786i,0.00016264+0.00042055i,-6.5217e-05+0.00015271i,0.00020071+0.00010914i,-0.00016895+0.00010054i,-3.2847e-05-7.0048e-06i
-0.00073718-0.00087524i,-0.001898-0.00099999i,-0.0022708+0.00032577i,-0.0016513+0.0018984i,0.00010487+0.0017714i,0.0010166+0.00051729i,0.0012185-0.00044552i,0.00096706-0.00079835i,0.00033432-0.00052942i,-0.00021297-0.00013615i,-0.00051294+0.00013103i,0.00029464+8.4011e-05i,0.00073025-0.00037149i,0.0010155-0.00031805i,0.0010982-2.8361e-05i,8.6425e-05+4.0247e-05i,-0.00073214-0.00027946i,-0.00098776-0.00017384i,-0.00076525+0.00057324i,-0.00057+0.00098908i,-0.00096866+0.0009887i,-0.0009402+0.0002841i,-0.00071033+1.0521e-05i
0.00043427-0.0008419i,0.0011804-0.00080193i,7.2625e-05-0.00046087i,-0.00087214+0.00039307i,-0.00022672+0.0016619i,0.00069957+0.0010171i,0.00051922+9.1388e-05i,-0.00023993-0.00044872i,-0.00021941-0.0012872i,0.00019098-0.00045292i,0.00033978+0.00022919i,0.00052061-0.00010078i,0.00026023+0.00015844i,0.00024127-0.00014485i,0.00073967+0.00011607i,0.00093016+0.00054099i,0.00025199-0.00033578i,-0.00030695-0.00093601i,0.00010547-0.00032416i,0.00054296-1.8197e-05i,0.0005255-2.0428e-05i,-0.00022246+0.0002348i,-0.00057867+0.00028131i
-0.0025069+0.0010154i,-0.0022476+0.0016928i,-0.0018073+0.0025569i,-0.0006144+0.0029477i,0.00045191+0.0016407i,0.0017677+0.00028302i,0.0016607-7.1019e-06i,0.00059866-0.00096872i,-0.00012196-0.0011634i,-0.00029045-0.00081987i,7.6805e-05-0.00044687i,0.00028158+0.00014049i,-4.6892e-06+0.00024407i,-0.00050387-0.00024159i,-0.00069399-0.00066324i,-0.00025583-0.00086385i,-9.7487e-05-0.00022226i,-0.00026986+9.4332e-05i,-0.00019351-0.00014962i,-0.00039924-1.4165e-05i,-0.00080403-0.00022418i,-0.00047046-0.00042314i,0.00037949+8.3466e-06i
-0.0023295-0.00018007i,-0.0029867-0.00038416i,-0.0033215-0.00073549i,-0.0019941+0.00036122i,0.0001167+0.001885i,0.0019007+0.0010053i,0.0012193-0.00094913i,-0.00050359-0.0011234i,-0.0006152-0.0004216i,-0.00014285-0.00089033i,0.00041089-0.00052343i,0.00031903+0.00049688i,-0.00012734+0.00042646i,-0.00014439-0.00023768i,-0.00012046-0.00012464i,-0.00033514-0.00013596i,0.00049245-0.00026818i,0.00093685-0.0002174i,0.00029659-0.00060991i,-0.00083561-0.00085828i,-0.00103-0.0010871i,-0.00017515-0.00047324i,0.00046505+0.0001941i
-0.0015399-0.0017328i,-0.0017627-0.0012689i,-0.0026369-0.00051052i,-0.0021276+0.0012708i,-0.00060277+0.0012018i,0.0011506-0.00022066i,0.0023385-0.0012021i,0.0027898-0.0018567i,0.0016123-0.0015989i,0.00014501-0.00060493i,-0.00014619+0.00015376i,-2.2901e-05-0.0002963i,0.0003304-0.00092616i,0.00047077-0.00058019i,9.8324e-05-9.5716e-05i,-0.00056824-0.00022714i,-0.00041195+5.291e-05i,-0.00021912+0.00031797i,-0.00043635-0.00023151i,0.00029733-0.00061768i,0.0011144-0.00017176i,0.0011857+0.00038235i,0.0010038+0.00019481i
0.00039445-0.00013951i,-0.00040672+0.00066963i,-0.0010098+0.0016317i,-0.0008802+0.002226i,-6.2467e-05+0.0017484i,0.00047481+0.00093246i,0.00032229-0.00058637i,0.00035785-0.0016616i,0.00053837-0.0010562i,0.0004044-0.00038626i,0.00019162-8.8608e-05i,0.00044828+0.00013765i,0.00038402-0.0002135i,0.00012901-0.00082032i,-0.0001346-0.00030223i,-0.00052382+0.00052144i,-0.00011046+0.00044579i,0.00028394-1.5432e-05i,0.00052947-0.00029446i,0.00068528-0.00043011i,0.000586-0.00059622i,0.0002797-0.00070564i,0.00030766-0.00026283i
-0.0011589+0.00079676i,-0.0021261+0.0010212i,-0.0029468+0.00086184i,-0.0013713+0.00066599i,0.00097064+0.00088482i,0.0022659+0.0010422i,0.0021646+0.0010814i,0.0016085+0.00056122i,0.0012013-0.0006778i,0.00059835-0.0015178i,0.00042694-0.00085007i,0.00065413+0.00052163i,0.0012358+0.00046676i,0.0012494+7.8972e-05i,-0.00024524+3.2092e-05i,-0.00090617-0.00017331i,-0.00033578-0.00041938i,0.00023401-0.00068715i,-0.00012233-0.00036059i,0.00025271+0.0010107i,0.0010533+0.0018996i,0.0007317+0.00088843i,0.00030954-0.00041462i
-0.0012771-0.0012015i,-0.0019245-0.00080469i,-0.0023662+0.00032115i,-0.0017136+0.0012715i,-0.00028209+0.0012669i,0.00099361+0.00055558i,0.001433-0.0004184i,0.0013831-0.0012184i,0.0016726-0.0013503i,0.00090149-0.00083554i,-0.00033153+0.00011285i,0.00023412+0.0005522i,0.0002551-0.00046149i,-0.0008056-0.0015077i,-0.0017574-0.0008788i,-0.0016001+0.00014974i,-0.0006901+0.00012589i,-0.00013422+5.902e-05i,-0.00012576+4.652e-06i,-0.00034861-0.000408i,-0.00039236-0.0001255i,-0.00012122-0.00033581i,-0.00031336-0.00080865i
0.00036708-2.7252e-05i,-0.00087944-0.00012703i,-0.00061466+0.00055069i,-0.00069814+0.00074489i,2.7946e-05+0.00062656i,0.0012471-3.4152e-05i,0.00067986-0.00013014i,0.00015102-0.00029179i,0.00107-0.001253i,0.0011812-0.0015493i,0.00049859-0.0012216i,0.00032529-0.00097815i,0.00025705-0.00087816i,0.0002146-0.00059081i,-0.0001214+7.4012e-05i,-0.0007964+0.00054863i,-0.0004318+0.00041639i,-9.3794e-05+0.00037447i,8.2676e-05+0.00019442i,0.00017035-0.0003777i,0.00019544-0.00033867i,0.00038752-0.00016787i,5.5641e-05+0.00040274i
0.00081299-0.00043674i,-7.3541e-05+0.0014372i,-0.0015077+0.0010771i,-0.0015901+0.00052662i,0.00012611+0.00095199i,0.0017165+0.00080222i,0.0025031-0.00026282i,0.0026094-0.001161i,0.0022671-0.0012042i,0.0012177-0.00072438i,0.00077996-0.00024901i,0.00099091-7.1574e-05i,0.00076028-3.083e-05i,0.00016771-0.00026638i,-0.00029592-0.00048488i,-0.00040832-0.00044638i,-0.00069914-0.00085079i,-0.00050055-0.00054911i,0.00022609+0.00067303i,0.00053384+0.00073028i,-0.00028101-0.00013761i,-0.00015623-0.0010513i,0.00058373-0.00067792i
-0.0011761+1.499e-05i,-0.0015919-0.00084875i,-0.0016595-0.00037364i,-0.00024211+0.0013921i,0.0010323+0.0025469i,0.0011205+0.001522i,0.00059485-0.00063415i,0.0009872-0.0018231i,0.0011842-0.0015894i,0.00014849-0.0010009i,7.8979e-05-0.0013584i,0.00083945-0.0013629i,0.00050059-0.00071571i,-0.00011341-0.00015739i,-0.00052106-3.8697e-05i,-0.00076487-0.00029411i,-0.00045257-0.00038933i,-0.00011766-0.00060025i,-0.0001673-0.00034346i,-0.00035494+0.00050981i,-0.00017465+0.0011497i,0.00036311+0.000633i,0.00025806+3.8238e-05i
-0.00017069+0.0019457i,-5.0632e-05+0.00059783i,-2.2584e-05+0.00121i,-7.5173e-05+0.0015776i,0.00068531+0.00080585i,0.0014171-0.00048444i,0.00038802-0.00076451i,-0.00065815-0.0010812i,-5.6098e-05-0.0014649i,0.0010157-0.00096595i,0.00097102-0.00032685i,0.00090994+0.00054892i,0.0014917+0.0015105i,0.00086019+0.0016658i,-0.00039848+0.0011423i,-5.5859e-05+0.00053056i,0.0002285+0.0011397i,-0.00050775+0.0013518i,-0.0014947-4.0689e-05i,-0.0009905-0.00024904i,-0.0002258+0.00020806i,4.7113e-05-0.00037638i,9.3532e-05-0.0010327i
0.00043561+0.0001707i,-0.00091726+2.7609e-05i,-0.0016904+0.00022902i,-0.0012125+0.00018075i,0.00049986+0.00022343i,0.0016531-1.336e-05i,0.001769-0.00016398i,0.0013035-0.00059678i,0.0012229-0.0010819i,0.00072395-0.0010128i,0.00045882-0.00057685i,0.0011747+0.000344i,0.0011386+0.00083454i,0.00045508+0.00070077i,0.00041416-2.6856e-05i,0.00050611-0.00032711i,0.00076769+0.00027379i,0.0012361+0.00071984i,0.0003715+0.00058884i,-0.00059778+8.8976e-05i,0.00033775-0.00077635i,0.001706-0.0004312i,0.0010542+0.00058821i
0.0011527+0.00085618i,-0.0010095+0.0010129i,-0.0018183+0.0014689i,-0.00072151+0.00090032i,0.00016236-0.00018258i,0.00035474-0.0011317i,5.0666e-05-0.0015382i,-0.00049414-0.002222i,-0.00040794-0.0026606i,0.00056273-0.0013924i,0.00063005-0.0001503i,0.00024504-1.8678e-05i,0.00046493+0.00049112i,0.0003396+0.00052483i,0.00053079+8.1681e-05i,0.00084342+0.00012549i,0.00088238+0.00012068i,0.00044397-0.00050457i,0.00033074-0.00051986i,0.0011118+0.00014278i,0.00089635+0.00054541i,0.00025614+0.0010092i,-0.00026769+0.00038769i
-0.0019309+5.5134e-06i,-0.0016675-0.0010859i,-0.0007133-0.00013634i,-1.2363e-05+0.0012317i,0.0014659+0.00089362i,0.0026372-0.00046482i,0.0022845-0.0012647i,0.0011105-0.0015987i,-0.00022508-0.0013413i,-0.00053211-0.00032458i,-0.00010618+8.9365e-05i,0.00039786-0.00051221i,0.00061317+5.7292e-05i,-0.00010664+0.0006868i,-0.00053018+0.00023333i,-8.0994e-05+0.00015732i,-0.00015755+0.00047974i,-0.00018937+0.00016153i,-0.00025583-0.00023425i,-0.00022864-0.00017034i,-7.0692e-05-0.00056095i,-0.00023618-0.00054763i,0.00013263-0.0001815i
0.0013274-0.00072645i,0.00063547-0.00043641i,-0.00051876+6.1648e-05i,-0.0019554+0.00043006i,-0.00097489+0.00025722i,0.00020124+0.00051729i,0.0005519+0.00048405i,0.00081563-0.00056851i,0.00050453-0.0010929i,-0.00028041-0.0012287i,-0.00011191-0.0007987i,0.00052501-0.00029433i,0.00076813-0.00074268i,0.00035938-0.00063683i,0.0009413-0.00036121i,0.0013189-0.00058375i,-0.00011232+2.0598e-05i,-0.00041228+0.00021148i,0.00032319-0.00059434i,0.0001976-0.00079659i,0.00060724-0.00081003i,0.0010115-0.00022766i,0.00061122+0.00040449i
-0.00043547+0.00081411i,-0.00050199+0.0014427i,-0.00065578+0.0021659i,-0.00054689+0.001774i,0.00076248+0.0012111i,0.0015541+0.00036122i,0.0011874-0.0007493i,0.00074839-0.0012366i,0.00045442-0.0013744i,0.00027542-0.00050342i,0.00024438+0.00083428i,0.00054645+0.0005555i,0.00053628-0.0002281i,0.00027656-0.00026971i,-8.4582e-05+8.3736e-05i,-0.00043717-0.00038091i,-0.00038963-0.00030066i,-0.00058989+7.2505e-05i,-0.00079806-0.00049329i,-0.00067565-0.00079146i,-0.00086574-0.00067295i,-0.00051353-0.00029348i,0.00043826+0.00015963i
