-0.000202-0.00059837i,-0.00092255+0.00042098i,-0.0016388-0.00012823i,-0.00063008-0.00094706i,0.00037023-0.0010846i,0.00055015-0.00045494i,0.00057994+0.00026212i,0.00087231-6.1913e-05i,0.0016921-0.00048469i,0.001672-0.00034194i,0.00063958-0.00037293i,0.00042726-0.0012672i,0.0008323-0.0016668i,0.0003869-0.0010092i,-0.00038338-1.0094e-06i,-0.00063907+0.0010412i,-6.5037e-05+0.00099574i,0.00029204+0.00065373i,-0.00029685+1.3683e-05i,-0.0003473-0.00080858i,0.00047401-0.00052103i,0.00059869-0.00072903i,-0.00036311-0.00060791i
-0.0011702+0.000302i,-0.0019836+0.00049597i,-0.0012292+0.0010574i,9.4228e-06+0.0010844i,0.00088545+0.00064218i,0.00088115+0.00023349i,0.0010827-0.00010373i,0.00077299-0.00067322i,0.00031665-0.0011692i,0.00015952-0.00047744i,-0.0006125+0.00031557i,-0.00044106+0.00012362i,-0.00021848-0.00026413i,-0.00032417-0.00016485i,-0.00011831-0.00013202i,-0.00017589-6.2684e-05i,-0.00081204+5.4992e-06i,-0.00038506+0.00061555i,-3.2322e-05+0.00055455i,-0.00051509+0.00012528i,-0.00023396-0.00032794i,0.00019261-0.00096069i,-3.2959e-05-0.0010256i
-0.0016297+0.0013854i,-0.0010419+0.00055078i,-0.00041441+0.0013949i,0.00044353+0.00099916i,0.0011479-7.1713e-05i,0.00094857-0.00099286i,5.899e-05-0.0014172i,-0.00021881-0.0010039i,-0.00041564-0.00020399i,-0.00047985+0.00031293i,-0.00020092+0.0010966i,0.00015329+0.0010166i,0.00043409+0.00034737i,0.00011314+0.00023751i,-0.00035657-0.00032286i,-0.00055661-0.00018335i,-0.00035575+5.9339e-05i,-0.00053043+0.0002493i,-0.00030261+0.0003115i,0.0001609-0.00016259i,0.00012647-0.0002382i,-2.5803e-05-0.00065479i,-0.00030871-0.00085881i
-0.00095491-0.0009802i,-0.0012261-0.00044555i,-0.0014232+0.00081296i,-0.00051993+0.0017236i,0.00098744+0.00091988i,0.0011815+0.00052176i,0.0006178+5.6439e-05i,0.00037289-0.0015168i,0.00037612-0.0017927i,-0.00074162-0.00062384i,-0.001409+0.0012115i,-0.000792+0.0020135i,-5.0286e-05+0.00074608i,0.00057145-0.0002564i,0.00039835-0.00017123i,0.00022402-0.00035283i,0.00019198-0.00077808i,9.1669e-05-0.0013198i,-0.00067846-0.00096051i,-0.00088217-0.00035546i,-0.00035508+0.00032263i,-0.00020749+0.00095352i,-0.00039672+0.00068137i
0.00091061-0.0011043i,-0.00055277-0.00068404i,-0.0018203-0.0005819i,-0.0015683+0.00081817i,-0.000349+0.0012447i,0.00077945+0.0011164i,0.0010249+0.00036618i,0.00060189+6.9754e-06i,0.00055089-0.0005195i,0.0005361-0.00071336i,0.00031691-0.00051981i,0.00029813-0.00046962i,-0.00044719-0.00030378i,-0.00066725+0.00021581i,-1.9885e-05+0.000358i,0.0003426+0.00011208i,-0.00044578+0.0002587i,-0.00046492+0.00043279i,0.00027363+0.00013161i,-5.3154e-05-0.00010377i,-0.00051221+0.00010438i,-0.00013739+0.00034772i,1.6371e-05+5.1378e-05i
-0.0011662+0.0001731i,-0.0016051+0.00036431i,-0.001695+0.00074134i,-0.00045295+0.0014728i,0.001128+0.0012573i,0.00095742+0.00028716i,-4.7041e-05-0.0010774i,-0.00036751-0.0017788i,-0.00010863-0.0012883i,-3.1747e-05-0.00097016i,9.0458e-05-0.0012239i,-6.4519e-05-0.00077017i,-1.094e-05-0.0005328i,0.00054018-0.00047049i,-0.00021066+0.00033994i,-0.0011706+0.00052011i,-0.00049127-5.2339e-05i,0.00013527-0.00026504i,3.3817e-06-0.00070284i,0.00010428-0.00074086i,5.055e-05-0.00069736i,-0.00057043-0.0010334i,-0.00072778-0.00071828i
0.0002482-0.00087541i,-0.00022262+0.00035782i,-0.00075808+0.0007705i,-0.00025285+0.00085925i,0.00089811+0.00068962i,0.0012741-0.0001374i,0.0010846-0.0006898i,0.00052034-0.00084713i,0.00019739-0.00098124i,0.0003175-0.0010924i,0.00082176-0.000323i,0.0010497+0.00010015i,0.00073659-0.00015068i,0.00059103+7.9164e-06i,0.00043416+0.0004553i,0.00043062-0.0001137i,0.00062406-0.00071202i,7.9916e-05-0.00071673i,-0.00074086-0.00020947i,-0.00065649+0.00050624i,-0.00037785+9.1751e-05i,-0.00012468-0.00031978i,-0.00011891-0.00034009i
0.00033767+0.0010659i,-0.0017271+0.0008551i,-0.0013952+0.0011064i,-0.00029038+0.00020988i,0.00031103-0.00016602i,-0.00036321-0.00029089i,-0.00078121-0.00062601i,-0.00021304-0.00069852i,-1.048e-05-0.00087814i,-0.000147-0.00065614i,-0.00013646-0.00011485i,-0.00053241-0.00027278i,-0.00050806-0.00083191i,0.00033671-0.00070695i,0.00050989-0.00057211i,0.00020133-0.00087352i,0.00013297-0.00098448i,0.00025529-0.00038338i,0.0006874-0.0005253i,0.00077428-0.0012018i,0.00023439-0.00093209i,-0.00061169-8.0451e-05i,-0.0010371-2.0966e-05i
0.00076836+0.00090797i,-4.9868e-05+0.0013657i,0.00015859+0.00042339i,0.0011659-0.0001023i,0.0018187-0.00023654i,0.00051263-0.00070336i,0.00029909-0.001028i,0.00029298-0.0018934i,-0.00011855-0.0018134i,6.5415e-05-0.0009962i,0.00016612-6.3716e-06i,0.00025252+0.00068847i,0.00052139+0.00043788i,0.00036559-0.00038952i,-0.00049025-0.00030332i,-0.0011764+0.00030801i,-0.00082313+0.00054632i,-0.00018593+0.00063953i,-0.00046607+0.00041277i,-0.00038056-0.00018023i,-0.00087444-0.0012168i,-0.00087402-0.0013089i,1.181e-05-0.00041975i
-0.0017233+0.0025525i,-0.0028347+0.0022311i,-0.0028521+0.0014997i,-0.0012725+0.0003265i,0.00061236-0.00060894i,0.0010622-0.001352i,0.00064987-0.0016069i,0.00084889-0.0020669i,0.00065823-0.0020488i,0.00022069-0.0010468i,0.00044499-2.4086e-05i,0.00060509-4.6102e-05i,0.00013018-0.0010402i,-0.0001465-0.00092699i,-2.3253e-05-0.00034515i,4.2617e-05-0.0001986i,-0.00042499-0.00022578i,-0.0011891-0.00016019i,-0.00090882+0.00032928i,2.0776e-06+9.398e-05i,0.00067277-0.00071728i,0.00059973-0.00064424i,0.0006064-0.00040142i
0.00059093-0.00041789i,-0.00014802-0.00019731i,0.00021446+0.0012271i,0.00015956+0.0011776i,0.00053376+0.00015774i,0.00027059-0.0010224i,-0.00054617-0.0020515i,-0.0007118-0.0019954i,-0.00060317-0.0010377i,-0.00019902-0.0004657i,3.1481e-05-0.00049489i,0.00054617-0.00023426i,0.00077465-0.00064557i,-0.0002485-0.000917i,-0.00099053-0.00080169i,-0.00080279-0.00020644i,-0.00082848+0.00028154i,-0.00071046+0.00043673i,-0.00058009+0.00026352i,-0.00010812-7.0463e-05i,0.00017621-0.00013921i,-0.00078485-0.00071582i,-0.0013494-0.0011969i
-0.0017001+0.0012866i,-0.0013507+0.0016387i,-0.0015075+0.0025573i,-0.0011184+0.001979i,0.00047741+0.00060218i,0.0014814+9.3588e-05i,0.00050342-0.00043568i,-0.00012617-0.00066965i,-0.00014225-0.00058023i,0.00033115-9.4354e-05i,0.0012988+0.00059559i,0.0012775+0.00066481i,0.0010751+0.00044466i,0.00038893-0.00016575i,-0.00035366-0.0005382i,0.00034939+8.9981e-07i,0.00025568+0.00095492i,-0.00056454+0.00036918i,-0.0002089-0.00046214i,4.5454e-05+0.00018404i,0.00010958+0.00030331i,0.00057237-0.00066761i,0.00011544-0.0012922i
0.0005847+0.00052208i,-0.0014344+0.00039258i,-0.0017427+0.00035585i,-0.0011114+0.00076144i,8.1293e-05+0.00064885i,0.00079171+0.00010118i,6.9567e-05-0.00068873i,-0.00084032-0.001449i,-0.00038526-0.0017156i,0.00034485-0.0012836i,0.00031065-0.00017107i,0.00044703+0.00070919i,0.00032172+0.00052413i,-0.00032381+6.4296e-05i,-0.00073301+0.00021195i,-0.00091578-5.4158e-05i,-0.0006488-0.00017977i,-0.00054939-0.00025871i,-0.00036419+0.00056542i,0.00020096+0.0012451i,0.00023844+0.00028705i,-0.00065854-0.00088185i,-0.00045686-0.0009858i
-0.00019107-0.00016622i,-0.0013103-9.4654e-05i,0.00015541-0.00022315i,0.00072144+0.00032123i,0.00071953-0.00015383i,0.00037892-0.0011365i,-0.00056373-0.0013809i,-6.7131e-05-0.0010591i,0.00063686-0.00076019i,0.00045687-0.00065454i,0.00011601-0.00033138i,1.7168e-05-0.0010489i,0.00030006-0.0010287i,0.0007051+0.00030491i,0.00071532+0.00092715i,0.00024989-4.4354e-06i,-0.0004271-0.0010087i,-0.00064685-0.0008364i,-0.00071287-0.00030953i,-3.0573e-05+0.00012222i,0.00065785+9.295e-06i,0.00030199-0.00061072i,0.00063842-0.00032182i
0.0012913+0.00034929i,0.00024334+0.0013474i,0.00048826+0.00204i,0.00051153+0.0020738i,0.00080231+0.0011377i,0.0010618+0.00010624i,0.0008262-0.00023098i,0.00023566-0.0009169i,0.00036525-0.0011351i,0.00076444-0.00095826i,0.0013286-0.00093246i,0.001817-0.00075434i,0.00068339-0.00056537i,-0.00013618-0.00062217i,0.00053934+0.00017908i,0.0012196-0.0001438i,0.00064136-0.00066025i,-3.4981e-05+0.00017749i,-0.00013419+0.00045581i,0.00045309+0.00025915i,0.00075569+1.0069e-05i,0.00034889-0.00091016i,0.0002677-0.00092866i
-0.00056201+0.0015693i,-0.00095401+0.002089i,-0.00012434+0.0018861i,0.00049476+0.00031745i,0.001212-0.00075089i,0.00067062-0.00069215i,-0.00012626-0.00070798i,0.00041693-0.00074187i,0.00064463-0.00041863i,0.00063206-0.00098359i,0.00036909-0.00064872i,0.00050054+0.00068937i,0.00065108+0.00081234i,0.0008329+0.0004666i,0.0014483+0.0001718i,0.0012319-0.00015709i,0.00052813-0.00031974i,-9.4119e-05-0.00025519i,-0.00063416+1.157e-05i,-0.0006493-8.5089e-05i,-0.00022136-0.0004035i,7.6385e-05-9.5614e-05i,-0.00023029+0.00011264i
8.0836e-05+0.0021694i,-0.0012453+0.0014465i,-0.00014356+0.0012091i,0.00090223+0.00082043i,0.0019421-0.00045195i,0.001751-0.00098549i,0.00035426-0.00092147i,-0.00034525-0.0011758i,-0.00041601-0.0010166i,-1.2767e-06-0.00093743i,-0.00018014-0.0010429i,-0.00043333-0.00090516i,0.00016423-0.00010469i,0.00069632-0.00028668i,0.00056425-0.00059071i,0.00036248-0.00030366i,0.00038685+0.00028694i,0.0001925+0.00089312i,-3.574e-05+0.00093526i,-0.00050806+0.00020409i,-0.00037058-0.00065983i,0.00017557-0.00065818i,0.00028893-0.00045631i
-0.00028184-0.00019713i,-0.0018259-0.00095965i,-0.0020061-0.00059209i,-0.0011374+0.00046797i,7.4932e-05+0.00040993i,0.00020986-0.0013314i,0.00078514-0.0015311i,0.0012702-0.0011593i,0.0013198-0.0016225i,0.00056085-0.0010621i,-0.00027636+0.00042123i,-1.6031e-05+0.00072376i,-9.6316e-05+0.00012602i,-0.00064513-9.9416e-05i,-0.00047247+8.4317e-05i,-0.00015892+0.00022002i,0.00017939-0.00051625i,0.0004986-0.00035126i,0.00076136+0.00021379i,0.00036639+0.00029421i,0.00014422-1.417e-05i,1.8765e-05-0.00069i,-0.00041005-0.0009947i
-0.00083083+0.0010373i,-4.7898e-05+0.0011794i,0.00074054+0.001036i,0.0005514+0.0006147i,0.00049808-0.00019311i,0.00075438-0.00029464i,6.4365e-06-0.00064098i,-0.00081614-0.00094584i,-0.00021605-0.0012105i,0.00073426-0.0012928i,0.00062061-0.0011889i,0.00038582-0.00067404i,-0.00032033+4.5614e-05i,-0.00075426-2.0657e-05i,-0.00018396-0.00041313i,-4.0452e-05-0.00013888i,1.4834e-06+1.1573e-05i,0.00012285-9.384e-05i,-0.00028439+0.00049162i,-0.00053867+0.0002321i,-0.00014055-0.00053957i,0.00026242-0.00049132i,0.00057236-0.00046219i
-0.00041104+0.00099392i,-0.00018425+0.0015719i,-0.00064351+0.0023444i,-0.00044116+0.0017042i,0.00058719-7.1406e-05i,0.0011621-0.001722i,0.00022375-0.0018217i,-0.00054467-0.0012642i,-0.00048621-0.00049772i,-0.00012085+0.00032425i,0.00071902+5.458e-05i,0.0010635-0.00035248i,0.00043971-0.00051523i,0.00035086-0.00037216i,0.00013467-0.00023645i,0.00013031-0.0003927i,0.00042287-0.00019323i,1.2485e-05+0.00020348i,1.1544e-05-0.00046678i,0.00024008-0.0011255i,6.0853e-05-0.0010871i,0.00035693-0.0014862i,0.00025326-0.0012933i
-0.00066435-0.00073869i,-0.0024037+0.00060312i,-0.0025157+0.0012939i,-0.0018369+0.0013074i,-2.9084e-05+0.00050118i,0.0011487-0.00028309i,0.00050328-0.00042846i,9.1767e-05-0.00045694i,-0.00046971-0.00053829i,-0.00087907-0.00095223i,-0.0004028-0.00028731i,-0.00010131+0.00077695i,0.0005255+0.00087221i,0.000847+0.00069441i,0.00042115+0.00028975i,-4.5461e-05-0.00029437i,-0.00023379+0.00021046i,0.00031661+0.00033737i,0.00052453+0.00037877i,0.00069609+0.00015748i,0.00091907-0.00032742i,0.00037029-0.00012552i,-9.4318e-06+2.3828e-05i
0.0016398+0.00088047i,0.0011485+0.0011518i,0.00079365+0.001082i,0.00030946+0.00037543i,3.0772e-05-0.00077085i,-0.00052651-0.0014617i,-0.00049805-0.0013089i,-0.00054654-0.0014216i,-0.00062689-0.0016339i,0.00014853-0.0018018i,0.00039596-0.00097846i,-6.5433e-05-0.00014021i,-0.00077339-0.00015846i,-0.00048072+0.00011985i,0.00026795+0.00018612i,-0.00049019-0.00010985i,-0.00045882+0.00037147i,0.00029077+0.00057313i,0.00038871+0.00033858i,0.00062601+0.00023559i,7.9428e-05-0.00010324i,-0.00085096-0.00040333i,-0.001088-0.00065802i
0.00022389+0.0010271i,0.00030225+0.0013338i,7.0008e-05+0.00082854i,-0.00011127+0.00016958i,0.0010165-0.00012148i,0.0018899-0.00033177i,0.0013412-0.00072304i,0.00018674-0.0011699i,-0.00045056-0.0011095i,-0.00024182-0.0010381i,0.0005603-0.00084796i,0.0014614-0.0011833i,0.0015992-0.0016574i,0.00042292-0.00079259i,-0.0003714+0.00016123i,-0.00026387+0.0005649i,-0.00041867+0.00047233i,-0.00037064+0.00026564i,-0.00031928+0.00057236i,1.9976e-05+0.0011251i,0.00066562+0.00035358i,0.00055569-0.00038465i,0.00052797-0.00022225i
-0.0011496+0.00061548i,-0.0010422+0.00083024i,-0.00033712+0.0020923i,0.0010352+0.0020714i,0.0019857+0.00061629i,0.0020781-0.00022087i,0.0016717-0.0011136i,0.00078939-0.0012388i,-6.9288e-05-0.00096121i,7.5274e-05-0.0011217i,0.00092024-0.00040988i,0.001534+0.00056971i,0.0013893+0.00060983i,0.00074518+0.00069394i,0.00036349+0.000513i,0.00017381+5.6568e-05i,-5.494e-05-0.00058711i,-4.5001e-05-2.0273e-05i,-0.00048838+0.00046192i,-0.00013321-0.00048533i,0.00048488-0.00075111i,-0.00027581-0.00033627i,-0.00044483-0.00094916i
-0.00052005+0.000103i,-0.0013219+0.0012037i,-0.0012056+0.0011319i,-0.00020216+0.001673i,0.00045479+0.0014084i,0.00017415-0.00030496i,0.00018429-0.0007163i,0.00031068-0.00053294i,-0.00025801-0.0012149i,-0.00071854-0.00097557i,-0.00043185+1.6513e-05i,3.276e-05+0.00013538i,1.1255e-05-7.2688e-05i,0.00018421+0.00028326i,0.00042909+0.00069453i,0.00035607+0.00076515i,0.0007297+0.00015654i,0.00093316+0.00044803i,0.00064383+0.00072967i,9.7316e-06-6.6201e-05i,7.5685e-05-0.00043643i,0.00043831-0.00022895i,0.00033941-0.00041178i
-0.00025499-0.00077724i,-0.001082+0.00022901i,-0.0015282+0.0010121i,-0.00088794+0.00079267i,0.00035898+0.00054892i,0.0015702+0.00031618i,0.0011702-0.0003983i,-9.7419e-05-0.0015953i,-0.00030911-0.0014751i,-0.0005653-0.00031539i,-0.00034536-0.00023449i,0.00041144-0.00048501i,0.00099072+5.3214e-05i,0.0009599+5.7664e-05i,2.3997e-05-0.00076183i,-0.00036269-0.00082215i,-0.00040792-0.00026751i,-0.00060087-6.6972e-05i,-0.00079494-8.4382e-05i,7.4429e-05+6.034e-05i,0.00028391+0.00041283i,-0.00038413+0.00045912i,-0.00027199+0.00074865i
0.00066684+0.0015373i,0.00084172+0.0020308i,-0.00070057+0.0015597i,-0.0014043+0.00062301i,-0.00061172-0.00035249i,0.00025822-0.00047296i,0.00086201-0.00014899i,0.00069787-0.00024813i,0.00029794-6.1726e-05i,0.00042123-0.00065113i,0.00079539-0.00062596i,0.00085499+0.00011813i,0.00082972+9.9487e-06i,0.0004564-0.00038569i,0.00029889-0.00017647i,0.00012438-0.00010149i,0.00031445-0.00033807i,0.00046652-0.00040493i,-0.00039049-0.00056908i,-0.00065784-0.00015701i,0.00024846+0.00061881i,0.00058924+0.00049775i,-0.00016119-7.9e-05i
-0.0011679+0.00068969i,-0.003026+0.00060508i,-0.001976+0.00084725i,0.00030873+0.0010103i,0.0016152+0.00087849i,0.0018408-0.00046131i,0.0014645-0.0012615i,0.00071591-0.0012879i,0.0006767-0.0017286i,0.00074781-0.0012204i,0.00038993-0.00013185i,0.00097942+0.00025941i,0.00032874-8.6827e-06i,-3.9517e-05-0.00047956i,0.00073435-0.0003685i,-6.4233e-05+0.00027465i,-0.0009237+0.00051443i,-0.00061149-0.00029371i,8.4954e-05-0.00063112i,0.00076351+8.7985e-05i,0.00039344+3.7066e-05i,-2.9827e-05-8.3057e-05i,0.00045506+0.00069789i
0.00016777-0.0010147i,-0.00027033-0.00092357i,-0.00035668-0.0010701i,6.2788e-05-0.0012978i,-0.00010371-0.00018413i,-4.6021e-06-0.00023675i,0.00011313-0.001027i,-0.00097422-0.001611i,-0.0012557-0.0023565i,-0.00026047-0.0016584i,0.00029413-0.00034898i,1.4316e-05-4.2428e-05i,0.00011028-0.00048176i,0.00054534-0.00050595i,0.00051807-0.0006622i,0.0006803-0.000226i,0.00037638+0.0003871i,0.00082464+0.00074699i,0.0010161+0.001026i,0.00072727+0.00024222i,0.00050217+0.00057135i,-0.00022088+0.00045015i,-0.00018557+0.00019502i
0.00046458-0.00031148i,0.00082669-0.00033548i,0.00011013+0.0012742i,-0.0001363+0.0026352i,0.00079665+0.0014214i,0.00055902+0.00011876i,-0.00016996-0.00044978i,5.1048e-05-0.0011086i,0.0004405-0.0012518i,-0.00010265-0.00080154i,0.00014743-0.0003181i,0.00070171-0.00041132i,6.315e-05-0.00091722i,-0.00046671-0.00093816i,-0.00057423-0.00079881i,-0.00036676-0.00059463i,0.00017702+1.4762e-05i,-0.00036889+0.00029832i,-0.00069258+9.749e-05i,8.5474e-05+0.00032564i,0.00028045+0.00061506i,0.00071236+0.00030499i,0.00034431+0.00042627i
-0.00020771+0.0011273i,-0.0010012+0.0010976i,-0.0007142+0.0010688i,-0.00017696+0.0002695i,6.1824e-06-0.00076683i,0.00022002-0.00088391i,0.00053713-0.00037259i,0.00033324-9.6244e-06i,2.0244e-05+0.00024713i,-0.00035064+0.00043532i,-0.00030912+0.00018246i,5.1072e-05+0.00078843i,3.895e-05+0.00091484i,0.00049921+0.00029628i,0.00043619+0.00022983i,-0.00013199+0.000219i,-0.00015616-0.00036844i,0.00017266-0.00068061i,0.0001695-7.166e-05i,4.866e-05-0.00028704i,0.00011825-0.00045797i,-0.00020641-0.0003342i,-0.00027234-3.4769e-06i
-2.3736e-05-7.4321e-05i,-0.00044365+0.0012009i,-0.0013695+0.0012731i,-0.0020778+0.0014339i,-0.00079853+0.0014533i,8.3284e-05+0.00087911i,-0.00074836+3.2694e-05i,-0.00055864-0.00089761i,-0.00022502-0.001141i,-2.2091e-06-0.00093237i,0.00078141-0.00020092i,0.00096823+0.00043238i,0.00052439+0.00015951i,0.00037858+0.00013815i,0.00025517+0.00022327i,-0.00025817+6.6294e-05i,-0.00037081-0.00013872i,-0.00057927-0.00020887i,-0.00070725+0.00014193i,-0.00062448+0.0004299i,-0.00034055+0.00059105i,-3.5137e-05+0.0006166i,0.00016657-1.6421e-06i
-0.00042469+8.9834e-05i,-0.00060052+0.00012637i,-0.00039842+0.00042276i,0.00029522+5.3651e-05i,0.00049284-0.00041319i,0.00045521-0.00087619i,0.00017347-0.0007169i,-0.00021839-0.00079945i,-0.0004098-0.0016535i,-0.00036322-0.0015279i,-0.00047998-0.00048704i,-0.00018637-0.00019532i,0.0006428+0.0003317i,0.0005952+0.0011463i,0.00048713+0.00083008i,0.00016024+0.00033825i,-0.00025473+0.00041878i,-0.00048596+0.00079263i,0.0001627+4.7776e-05i,-8.943e-05-0.00055027i,-0.00050161-8.1836e-05i,-8.207e-05+0.00033988i,-7.4843e-05+0.00091662i
0.00026663+0.0010727i,-0.001707+0.00072914i,-0.0021114+0.0010038i,-0.00074289+0.0013573i,0.00067624+0.0010777i,0.00049827-0.0012013i,-0.00011227-0.0023954i,-0.00027954-0.0019482i,2.8552e-05-0.0014371i,0.00067906-0.0010551i,0.0011548-0.00041209i,0.0012435-0.00026891i,0.00013534-0.0010362i,-0.0012906-0.0013765i,-0.0013538-0.00056271i,-0.0009401+0.00029201i,-0.00037417+0.00010836i,-0.00030001+9.6075e-05i,-9.3054e-05+0.00033097i,0.00025596+0.00029741i,0.00044566+0.00031526i,0.00042891-0.00054764i,0.00050543-0.00093306i
-0.0005899+0.0011767i,-0.0011614+0.00053384i,-0.00014211-6.4447e-07i,0.00052978+0.00067978i,0.00080222+0.0013571i,0.00057026+0.00078289i,-0.0001789-0.00019515i,-0.00040135-0.00072004i,-8.0403e-05-0.00047911i,0.0002296+6.8131e-05i,-0.00042897+0.00015623i,-0.00070889-0.00048032i,-0.00025505-0.00086042i,0.00028507-0.00016846i,6.8036e-05+0.00083012i,2.8449e-05+0.00085004i,0.0002331+0.00052899i,-0.00012127+0.000507i,-0.00022189+0.00045296i,-2.8319e-05+5.1042e-05i,4.9e-05-0.00049685i,0.00020332-0.00047898i,0.00020227-0.00054059i
-0.00027815-0.00027292i,-0.00036643+0.00096583i,-0.00084764+0.0015057i,9.8149e-05+0.0017645i,0.0010413+0.0016444i,0.00094357+0.00093622i,0.0006392+0.00076522i,-0.00016857+8.2693e-05i,-0.00078828-0.00054082i,-0.00076128-0.00083876i,5.2613e-05-0.00097745i,0.00044961-0.00054293i,0.00059262-0.00060239i,0.00068592-0.00079434i,0.0006801-0.00075609i,1.2819e-05-0.00081926i,-0.000747-0.0010217i,-0.00082298-0.0002725i,-0.0011017+0.00026517i,-0.001027+0.00033906i,0.00019762+0.0007334i,0.00075646+0.00094767i,0.00051133+0.000569i
-0.00019147+7.8573e-05i,-0.00059878+0.00011588i,-0.0013268-0.00023688i,-0.00069587+0.00041148i,6.0187e-05+0.00076835i,0.00064936-0.00015277i,0.00020072-0.001313i,-0.00092262-0.0015093i,-0.00085248-0.00065464i,2.4219e-05-0.0001491i,0.00080063+0.00037923i,0.00073363+9.6328e-05i,0.00063494-0.00040702i,0.00083722+0.0002066i,0.0007083+8.8236e-05i,0.00088306-0.00019822i,0.00063113-0.00013019i,0.00013286+0.00049044i,-4.3317e-05+0.0011821i,-0.0002046+0.0007763i,-0.00031088-0.00025549i,-2.7145e-05-0.00099069i,0.00051619-0.00077223i
0.00028364+0.0011672i,-0.00037836+0.0020936i,-0.00049595+0.002921i,0.00056293+0.0019744i,0.0014189+0.0012414i,0.00029647+0.00057819i,-0.00073524-0.00090897i,-0.00043437-0.0015179i,-0.00077878-0.00099289i,-0.00051519-0.00052685i,0.00051907-6.1487e-05i,0.00070283+0.00038026i,0.00062982+0.00034291i,0.00051855+0.00061351i,-0.00010376+0.00068583i,-0.00024241+0.001167i,0.00053975+0.00063052i,0.0005062-0.00083794i,0.00016513-0.0008303i,0.00029481-3.3222e-05i,0.00048552+0.00044143i,0.00031901+0.00051464i,-0.00024741+6.5918e-05i
-0.00095365+0.00080616i,-0.0015872+0.0012964i,-0.0016263+0.001378i,-0.00058193+0.0015704i,0.00099652+0.0011386i,0.0014264+0.00088542i,0.00075461+0.00063698i,0.00076192-0.00051087i,0.00045939-0.0012598i,-5.8455e-05-0.001587i,0.00056162-0.00089953i,0.0008174+0.00010333i,7.1987e-05+0.00012772i,-0.00083736+1.0081e-06i,-0.00049072+0.00025331i,0.00027959+2.6773e-06i,0.00040524-0.00050279i,0.00036409+0.00022198i,0.00038951+0.00097195i,3.788e-05+0.00053947i,-0.00023609+1.168e-05i,-0.00023588+0.00023855i,7.1206e-05+0.00017412i
0.00013204+0.00070331i,-0.00098911+0.00010713i,-0.00033302-7.0013e-05i,0.0007017+0.00070845i,0.00099435+0.00064533i,0.000701-0.00085764i,0.00058185-0.0011288i,4.9023e-05-0.0012214i,0.0002725-0.001092i,0.0007048-0.00099668i,0.00080784-0.00085248i,0.00096989-0.00031521i,-2.2133e-05-0.00056967i,-0.00087546+5.8035e-06i,-0.00087151+0.00012991i,-0.00040039-0.00045278i,0.00016795-0.00038896i,0.00038799-0.00024195i,2.5908e-05+6.2058e-06i,-0.00035608+0.00042778i,-0.00010214+0.00047077i,-0.00035144+0.00033023i,-0.00035594-0.00032604i
0.00062575+0.00094436i,0.00096623+0.001549i,0.00018124+0.0012564i,0.00076226+0.0014126i,0.0018283+0.0013377i,0.0014524-0.00025627i,0.0012815-0.0010682i,0.0013991-0.00062254i,0.00062222-0.00026302i,-0.00047269-5.7336e-05i,-0.00059198+0.00039419i,0.00016847-0.00041321i,0.00029887-0.00060039i,4.3934e-06+0.00035462i,-0.00029377+0.00079754i,-0.0010015+1.4981e-05i,-0.0011671-0.00034543i,-0.00058662-0.0003466i,-0.00029621-0.00093815i,-0.0003718-0.001161i,-0.00051229-0.00042664i,-0.00020039-8.3921e-05i,0.00046489-0.00084744i
0.00051834+0.0012106i,-0.00078623+0.00061805i,-0.0016178+0.00029094i,-0.0020119+0.00038633i,-0.00098732+0.00068352i,0.00066994+0.00089451i,6.206e-06-0.00014834i,-0.00056947-0.0010606i,0.00014087-0.000744i,0.00024161-0.00028345i,0.00050383-0.00023314i,0.00084593-0.00063027i,0.0005211-0.00096324i,0.00075489-0.00034105i,0.00052182+3.9642e-06i,-1.1118e-05+0.00026368i,8.1476e-05+0.00075448i,-0.00017732+0.00089528i,-0.000352+0.00060675i,9.2326e-05+0.00025258i,0.00035293-0.00021332i,0.00017451-0.00031667i,-0.00019743-0.00016585i
-9.6818e-05+0.0010444i,-0.00027205+0.0010412i,-0.00030771+0.0011823i,0.00084662+0.0012265i,0.0018332-0.0002119i,0.0018748-0.0018495i,0.00083641-0.001491i,-0.0010168-0.00097346i,-0.0013924-0.0014637i,-0.00052604-0.00094299i,0.0004163+0.00011253i,0.0010662+0.00031083i,0.00097186-7.2229e-05i,0.0011996-0.00030245i,0.00045125-4.4494e-05i,-0.00085495-8.3862e-05i,-0.00087898-0.00031011i,-0.00048736+5.783e-05i,-0.00018278-0.0004793i,1.5509e-05-0.0014003i,0.00056163-0.00099061i,0.0005541-9.2844e-05i,-8.3854e-05-0.00034829i
-0.00011293+0.00082823i,-0.00052368+0.0005614i,-0.00025861+0.0011728i,0.00025199+0.0012848i,0.00091119+0.00073928i,0.001433-0.0002094i,0.0008058-0.00079439i,0.0007708-0.00014651i,3.6417e-05-6.8566e-05i,-0.00072069-0.00043936i,-0.00083345+4.4742e-05i,-0.00088484-0.00039009i,-0.00026827-0.0008266i,0.00043236-0.0010081i,0.00086581-0.0007635i,8.3367e-05+0.00043522i,-0.00027894+0.0012064i,0.00027279+0.00080905i,0.00057681+3.9713e-05i,0.00092291-0.00043314i,0.00078891-0.00093603i,0.00031041-0.0011352i,0.00027191-0.00069085i
