-0.00098925+0.00022607i,0.00073808-0.0012143i,0.00079952-0.00045741i,0.00037071+0.00049611i,0.00011739+0.00097719i,0.0011472+0.0012729i,0.0019722+0.0012317i,0.0017332+0.001047i,0.0015165+0.00112i,0.0012878+0.00057089i,0.00069112-0.00051337i,0.00047744-0.00096067i,-9.9719e-07-0.0013884i,-0.00058643-0.0012206i,-0.00024503-0.00086513i,-0.00037527-0.00046743i,-0.00084584-0.00017227i,-0.00069984-0.00039973i,-0.00042936-0.00059517i,-0.00017489-0.0004822i,4.686e-05-0.00023616i,0.00030612-0.00014247i,0.00029976+0.00034943i
0.0016016+0.0031684i,0.0011084+0.002473i,0.0012171+0.0015602i,0.0021181+0.00039623i,0.0013111+0.00024411i,0.0012178+0.0019245i,0.001997+0.0030907i,0.0020893+0.0023762i,0.0015676+0.0010883i,0.00068858+5.1834e-05i,0.00057522+0.0004047i,0.0016618+0.00019932i,0.0023997-0.00019661i,0.0023228+8.0915e-05i,0.0014717-0.00071167i,0.00061413-0.0015163i,0.0001087-0.0018576i,-0.0004135-0.0011144i,-0.00084389-0.00086903i,-0.00016586-0.00042516i,-8.1902e-05+0.00014455i,-4.5194e-05+0.00072277i,0.00068469+0.0013883i
-0.0015072-0.0023854i,-0.0025762+0.00011781i,-0.002312+0.0040724i,-0.00036733+0.0046954i,0.00048053+0.0027759i,0.0016133+0.0021813i,0.0030163+0.0012389i,0.0019719-0.000375i,-0.00097711-4.599e-05i,-0.0022677+0.0010629i,-0.0018052+0.001187i,-0.00019421+0.00045632i,0.002134-0.00022123i,0.0030801-0.00030074i,0.0022361+0.00027866i,0.0012212-9.768e-05i,-0.00020867-0.00013539i,-0.00060092-0.00031804i,7.1952e-05-0.0004476i,0.0001216-0.00048049i,-0.00062307-0.00077145i,-0.0019938-0.00031802i,-0.0016667+9.0908e-05i
0.0055794+0.001776i,0.0042469+0.0011717i,0.0027316+0.00093414i,0.0020861+0.0001269i,0.00202-2.5985e-05i,0.0013098+0.0026497i,0.00013239+0.0049321i,-0.00072753+0.0048811i,-0.00017274+0.0046756i,0.00098559+0.0045046i,0.00098524+0.0029674i,0.0010291+0.0010048i,0.00090805-0.00037645i,0.0011675-0.00054366i,0.0014036+0.00064165i,0.0013395+0.00023581i,0.0008275-0.00076259i,-0.00025426-8.8745e-05i,-0.00091702+3.6597e-05i,-0.0010233+0.0001558i,-0.0010046+0.00065304i,-0.00039911+0.0013755i,-0.00053036+0.0011891i
-0.0031886+0.00018448i,-0.0027865+0.00066294i,-0.0015975+0.0014025i,-0.0010131+0.00065904i,-0.0018435+0.00042538i,-0.0030612+0.0023777i,-0.0020094+0.0040356i,0.00045942+0.0032158i,0.0019694+0.0015405i,0.0025381+0.00029349i,0.0020663+0.00022971i,0.0013112+0.00068364i,0.0016839+0.0010319i,0.0025361+0.00076824i,0.0026045-8.0837e-05i,0.0019931-0.0011107i,0.001626-0.0020057i,0.00048714-0.0018088i,-0.0010988-0.0010887i,-0.00097536-0.00037913i,-0.00021781-0.00038317i,-0.00023099+0.00021005i,-0.0003284+0.0014693i
-0.0024993-0.0086927i,-0.0027533-0.005095i,-0.0023153+0.00080755i,0.00053129+0.0023998i,0.0030187+0.00070195i,0.0056261-0.0004958i,0.0055263-0.0008187i,0.0030824-0.0014427i,-0.00030509-0.0013642i,-0.0025675-9.6881e-05i,-0.0019453+0.0014021i,8.2959e-05+0.0021221i,0.002544+0.0014752i,0.0030925+0.00059124i,0.0016881+0.00024049i,0.00073791-0.00015761i,0.00037798-0.0010315i,-0.0002077-0.0013423i,-0.0005844-0.001085i,-0.00079988-0.0012083i,-0.0013422-0.0015105i,-0.0012115-0.0010911i,0.00011678-0.0001365i
-0.0020173-0.0053168i,-0.0018741-0.0021218i,-0.0045207+0.0034616i,-0.0030827+0.006927i,0.0010605+0.0087258i,0.0053323+0.0090055i,0.0063777+0.0059987i,0.0028677+0.0025754i,-0.0020346+0.0023355i,-0.0029331+0.0043171i,-0.00046811+0.0040707i,0.0019583+0.0011507i,0.0044692-0.00075448i,0.0051536-0.00083227i,0.004682-0.00022837i,0.0033691+5.5362e-05i,0.0015623+0.00042835i,0.0010256-0.00052275i,0.0017614-0.0021772i,0.0012407-0.001929i,-0.00040366-0.00091267i,-0.0012232+3.6127e-06i,-0.00070935+0.00079268i
0.018229+0.025712i,0.023941+0.021756i,0.032481+0.0098459i,0.025348-0.0050012i,0.012128-0.014033i,-0.0017-0.013148i,-0.0073034-0.003434i,-0.0046519+0.0049153i,0.0020827+0.0068797i,0.006794+0.0016007i,0.0041701-0.0034498i,-0.000857-0.00341i,-0.005316-0.0027822i,-0.0098472-0.0039884i,-0.01121-0.0046479i,-0.0065675-0.0037608i,-0.00060254-0.0026166i,0.00033446-0.00062289i,-0.0016075+0.0016678i,-0.0011235+0.0029256i,0.0014461+0.0023325i,0.0025812-0.00026301i,0.0016953-0.0018024i
0.0045296+0.0036383i,0.00527+0.0052977i,0.0072401+0.0060841i,0.0066512+0.0029662i,0.002524-4.6996e-05i,-0.00045623+0.001248i,-0.00028347+0.0037133i,0.00017319+0.002929i,0.0008388+0.00046504i,0.00075521-0.002177i,-0.00099208-0.0031619i,-0.0012411-0.0016721i,-7.0819e-05-0.00076067i,-1.3067e-07-0.00091199i,-0.00087111-2.4767e-05i,-0.0015111+0.0011502i,-0.0012348+0.0010862i,-0.0012527+0.00044123i,-0.002064+0.00049473i,-0.0011336+0.0001869i,0.00040353-0.00053241i,0.0011261-0.0012479i,0.00056061-0.001558i
0.0050909+0.0024317i,0.0057339+0.0025975i,0.0063899+0.0035166i,0.0051082+0.001719i,0.0024372-0.002347i,0.00074823-0.0037089i,1.2767e-06-0.0012843i,-0.0019726+0.0013625i,-0.0034017+0.0020708i,-0.0032214+0.0013231i,-0.0024926+0.0010803i,-0.0014462+0.00078779i,-0.00068575-0.00096569i,-0.0014524-0.0026152i,-0.002472-0.0020436i,-0.0019419+0.00049217i,-0.00035358+0.0014297i,0.00096952+0.00024059i,0.0011673-0.00031146i,0.0007238-0.00030718i,0.00062091-0.0005032i,-0.0003184-0.0005278i,-0.0007413-0.00063733i
0.0045161+0.0047467i,0.0052497+0.005687i,0.0058615+0.0053297i,0.0041431+0.0034897i,0.0010464+0.0028011i,0.00023163+0.0037813i,0.0017028+0.0048523i,0.001695+0.0056558i,0.00083127+0.0064356i,0.0010795+0.0053002i,0.00079595+0.0026234i,0.00010918+0.00066781i,-0.00010789+9.344e-05i,-0.00022314+0.00030851i,0.00012771+0.00035705i,0.00020991+0.00034989i,0.0010131+4.7006e-05i,0.0012796-0.00090502i,0.00092393-0.00075342i,0.00028858-0.00057077i,9.4699e-05-0.00066614i,0.00015548-0.0001604i,0.00031461+0.00022133i
0.0013369+0.0016632i,0.0022835+0.0025474i,0.0054355+0.0024453i,0.0061628-0.00078185i,0.0034436-0.0047326i,0.00010951-0.0046405i,-0.0011452-0.0016507i,-0.00015127+0.00036668i,0.0015964+0.00015545i,0.0020064-0.00094417i,0.0020822-0.0015889i,0.0018728-0.0012346i,0.0020649-2.7317e-05i,0.0020426-0.00018445i,0.0013098-0.00089435i,0.00054484-0.00049951i,0.00041087+2.8225e-05i,0.00029318-5.4278e-05i,-0.00023782-0.00057071i,-0.0001237-0.00090215i,0.00096399-0.00046926i,0.0013943-0.00052118i,0.0007265-0.00089663i
0.0031275-0.00031531i,0.0048846+0.00028921i,0.0050453+0.0018596i,0.0033274+0.0018806i,0.0012072+0.0013286i,-9.2841e-05+0.0034034i,-3.966e-05+0.0058056i,-0.00088824+0.0038478i,-0.0025217-0.00025597i,-0.0023952-0.0021211i,-0.0016864-0.0016053i,-0.00059869-0.00071349i,0.0016216-0.00078681i,0.0027765-0.0013179i,0.0013547-0.00080635i,-0.00046627+0.00013486i,-0.0008118+8.3594e-05i,-0.00075295+0.00080933i,-0.00018127+0.0014149i,0.00059437+0.0013554i,0.00054215+0.00080776i,-0.00020689-0.0001487i,-0.00022547-0.00089121i
0.0030184-0.00032953i,0.0022073+0.0030769i,0.0012981+0.0060242i,0.00095992+0.0047165i,0.0016382+0.00029377i,0.0021852-0.0022165i,0.0018934-0.0018124i,-8.6791e-05+0.00094996i,-0.0027006+0.0031522i,-0.0028214+0.0027431i,-0.0014027+0.0013459i,-0.00012589+0.00043355i,0.00061015-0.00050979i,0.0011051-0.00060889i,0.00078868+0.00059404i,5.0392e-05+0.00085618i,-0.00034965+0.00076318i,-0.00063052+0.00071926i,0.00013487-2.8818e-05i,0.0011763-0.00020095i,0.0012052-9.6138e-05i,0.00052132+0.00044646i,0.00028553+0.00086766i
0.0021434+0.0017658i,0.005258+0.0045124i,0.0081355+0.0050127i,0.0059137+0.0029786i,0.0012159+0.0028564i,-0.0018282+0.0048412i,-0.0017842+0.0058502i,0.00061055+0.0053719i,0.0027988+0.0042767i,0.0028868+0.002544i,0.0018544+0.00045i,0.0010205-0.00051768i,0.00083587-0.00033737i,0.00072334-0.0001893i,0.0010834-0.00047791i,0.0012878+0.00049885i,0.00031212+0.00089608i,-0.0003551+0.0006207i,0.0002823+0.00087579i,0.0014154+0.00075544i,0.0017161-0.00035928i,0.0017707-0.0013075i,0.0012293-0.0007019i
0.002096+0.00014111i,0.0010398+0.0021979i,0.00087751+0.0030523i,0.0023623+0.00046982i,0.0029706-0.0014403i,0.0025775-0.00041701i,0.0021256+0.00040165i,0.0013724-0.0012073i,0.00083509-0.0025157i,-0.000232-0.0019708i,-0.00098726-0.00027581i,-0.00014341+0.00099843i,0.0017627+0.0013455i,0.0022294+0.00050377i,0.00016996-0.0004469i,-0.0011988-0.00066456i,-0.0010829-0.00057689i,-0.00082486-0.00044198i,0.00023025+3.6857e-05i,0.0006196+0.00031868i,0.00027487-0.00033374i,0.00061032-0.0013459i,0.00050778-0.0017732i
0.0036817+0.0033334i,0.0056915+0.0057361i,0.0076121+0.0061548i,0.0054625+0.0033081i,0.00045984+0.00021685i,-0.0021843+0.00039i,-0.0039948+0.0016153i,-0.0054643+0.0016479i,-0.0048309+0.0013961i,-0.0026275+0.0014059i,-0.00063134+0.00112i,0.00099905+0.00043836i,0.0029126-0.0010354i,0.0021919-0.0024026i,0.0011247-0.0015299i,0.00042547+0.00027938i,-0.00063616+0.00050729i,-0.0008205+0.00022246i,-0.00064809+0.0006322i,-0.00027685+0.0013604i,0.00087593+0.0017795i,0.0016294+0.0014227i,0.0011886+0.00072231i
0.004943-0.0036172i,0.0013926-0.0022712i,-0.00082084+0.00050943i,-0.00082289+0.0023009i,-0.00056998+0.002152i,-0.00043314+0.0017024i,0.00066957+0.0030758i,0.0018387+0.0041751i,0.0024866+0.0033759i,0.0017943+0.0017294i,0.0014407+0.00025065i,0.00040293-0.00057397i,-0.00076576-0.00093644i,-4.9767e-05+0.00065414i,0.00049894+0.0021345i,-0.00048027+0.0016062i,-0.0017156+0.00036958i,-0.0010195-0.00025835i,0.00042026+6.0803e-05i,0.0015835+0.00062674i,0.002459+0.0011746i,0.0020358+0.0010425i,0.00078718+0.00045314i
0.0030136+0.0044495i,0.0033813+0.0071399i,0.0053209+0.0074223i,0.00689+0.0041019i,0.0049868+0.001675i,0.0024028+0.0018649i,0.0021837+0.0024043i,0.0027374+0.0012926i,0.0023188+0.00099091i,0.00065689+0.0010806i,-0.0010675+0.00064728i,-0.0011892+0.001512i,-0.00026562+0.0024825i,0.0017953+0.0013708i,0.0024444+0.00072678i,0.00046288+0.00072095i,-0.0011898-5.2708e-05i,-0.0017435-0.00091023i,-0.00090659-0.00060873i,-7.8048e-05+0.0013662i,-6.6762e-05+0.002406i,-0.00017451+0.00075099i,-0.00068337-0.00086797i
-0.0024743-0.00020726i,-0.0017182-0.0013791i,1.9362e-05-0.0018052i,0.0017953-0.0035173i,0.0022148-0.0045281i,0.00094257-0.0017381i,-0.0004707+0.00044453i,-0.0022295-0.0001706i,-0.0029093-0.00026023i,-0.0015429+0.00076724i,-1.0789e-05+0.002233i,0.0020187+0.0023186i,0.0041416+0.0010453i,0.0033913-0.00070168i,0.0010221-0.0012511i,-0.0010731-0.0014791i,-0.0019153-0.0019129i,-0.0020433-0.001264i,-0.0019187-0.00056113i,-0.00050437+0.00014149i,0.0011107+0.00049115i,0.00086382+0.00049345i,-0.00025618+0.00060384i
0.0026536-0.00057984i,0.0028996+0.0038405i,0.003517+0.0079671i,0.0044449+0.0065177i,0.002625+0.0023084i,-0.00031046+0.0018179i,-0.0015452+0.0031967i,-0.0020873+0.0043702i,-0.0011419+0.0045543i,0.00075687+0.0029594i,0.0017457+0.00059695i,0.0019044-0.0009818i,0.0023008-0.001591i,0.002162-0.0011708i,0.0010524-0.00032928i,-0.00071233-0.00047667i,-0.0016612-0.0010819i,-0.0012289-0.00093761i,-0.00077321+0.0002076i,-0.00065231+0.0018429i,0.00073649+0.0023376i,0.0016851+0.0011401i,0.0017663+0.00041282i
0.0068548-0.00043635i,0.0063976-0.0011851i,0.0052045-0.00081656i,0.0040101+0.0012022i,0.0026487+0.0023881i,0.0024944+0.002247i,0.0025757+0.0028002i,0.0032871+0.0043307i,0.0034809+0.0032132i,0.0012339-0.00058261i,-0.0015151-0.0021352i,-0.0027676-0.0017168i,-0.0017509-0.00045051i,0.00025529+0.00088316i,0.00076141+0.00088399i,-0.00082679+0.00022271i,-0.0021675-0.00093666i,-0.0022383-0.001258i,-0.00064775+8.9173e-05i,0.0011134+0.0016574i,0.0012843+0.002553i,0.0011201+0.0016141i,0.0010839+7.3417e-05i
0.0037596+0.00020272i,0.0036921+0.0033632i,0.004317+0.0036496i,0.0038557+0.0015561i,0.0029198+0.00023256i,0.0025686+0.0010959i,0.0025111+0.0006505i,0.0015266-0.0021964i,-0.00095134-0.0027124i,-0.0033175-5.8026e-05i,-0.0043067+0.0025058i,-0.0030816+0.0025731i,-2.3534e-05+0.0015346i,0.0016578+0.0013425i,0.0014746+0.0011616i,0.00059312+3.9964e-05i,-0.00050989-0.001646i,-0.0012683-0.0022049i,-0.00091281-0.0020296i,0.00039221-0.0012481i,0.0017277+0.00030235i,0.0013548+0.0013709i,-0.00013814+0.0010234i
0.0048653-0.0014237i,0.002707+0.00021234i,0.0018717+0.002417i,0.00025069+0.0012085i,-0.0035032-0.00027696i,-0.005115+0.0016618i,-0.0045172+0.0030404i,-0.0043357+0.0029186i,-0.004244+0.003545i,-0.0022086+0.0035383i,0.00069705+0.0022645i,0.0024233+0.0001152i,0.0028313-0.0011586i,0.0024701-0.0014251i,0.0013139-0.0016052i,0.00028053-0.0019818i,-0.00056839-0.0034451i,-0.0012074-0.0035519i,-0.0015766-0.0011138i,-0.0013771+0.0011734i,-0.00039503+0.0014421i,0.00011763+0.0008083i,-0.00024533+0.00050583i
0.0046562+0.00086471i,0.0030793+0.0033701i,0.002666+0.0077192i,0.0022761+0.0078086i,0.00060031+0.0052987i,-0.00011382+0.0052629i,0.00074797+0.0065606i,0.0017479+0.0071982i,0.003129+0.0062782i,0.0031712+0.0016997i,0.002209-0.0035671i,0.0014415-0.0042523i,0.0016571-0.0026574i,0.0017463-0.0011573i,0.0002912-0.00047824i,-0.00095894-0.00090159i,-0.001395-0.0013416i,-0.0012443-0.00088345i,-0.00073068+2.3547e-05i,-0.00014438+0.00057464i,0.00028115+0.0020555i,0.00071077+0.0024658i,0.0008018+0.000661i
0.0062292+0.0013582i,0.0053144+0.001094i,0.0060491+0.0018534i,0.0081386+0.00095379i,0.0073531-0.0003167i,0.0042993+0.00089457i,0.0041196+0.0019923i,0.005114+0.00055105i,0.0031621-0.0017722i,-0.00057838-0.0027457i,-0.0035994-0.0022804i,-0.0025794-0.0016687i,0.00079014-0.0011984i,0.0014318-0.00030271i,0.00062616+0.00050997i,0.00077231+0.00020748i,0.00096097-0.00099507i,-0.00010276-0.0020439i,-0.00054026-0.0012681i,-0.0002681+0.00073628i,-6.3751e-05+0.0018577i,0.00030551+0.0018682i,0.0006737+0.0011403i
0.0054663+0.0043155i,0.0065226+0.0040734i,0.0061712+0.002099i,0.0049155-0.0019765i,0.0034417-0.0057208i,0.0028734-0.0047417i,0.0016194-0.0027905i,-0.0019155-0.0033986i,-0.0050696-0.0020204i,-0.0042636+0.00068883i,-0.0010211+0.0012022i,0.0018898-2.9939e-05i,0.0031577-0.0011003i,0.0034698-0.0008658i,0.0030337-0.00013051i,0.0017375-0.0012656i,0.0011338-0.0030378i,2.7125e-05-0.0035598i,-0.0011444-0.0024988i,-0.00084484-0.00063977i,-0.00026966+9.6583e-05i,-7.7508e-05+0.00041275i,0.00034238+0.00055733i
-0.0011921+0.0017117i,-0.0015935+0.0056809i,-0.0019025+0.007072i,-0.0041883+0.0058451i,-0.0060756+0.0039053i,-0.0055418+0.003066i,-0.0042978+0.0035114i,-0.0044936+0.0049464i,-0.0032967+0.0061728i,0.00039436+0.0040223i,0.0030063-0.00022647i,0.0044089-0.0026219i,0.0052603-0.0019272i,0.0041966-0.00067325i,0.00154-0.00046332i,-0.00022683-0.0013733i,-0.00025848-0.0025053i,0.00033356-0.002281i,0.0003896-0.0013268i,0.00059676-0.00048359i,0.00045828-0.00014466i,-0.0002714+0.00029481i,-0.00033159+0.00067216i
-0.00025107-0.0025834i,0.0013897+0.00088505i,0.0052393+0.0059002i,0.0070834+0.0075229i,0.0060047+0.0073175i,0.0046624+0.0082017i,0.0040515+0.0089137i,0.0052015+0.0083646i,0.006854+0.0045863i,0.0049508-0.00096251i,0.0015407-0.004111i,0.0013845-0.0043653i,0.0028182-0.0028276i,0.002551-0.0010885i,0.0015949-0.00052679i,0.00084732-0.0004699i,0.00064527-0.001163i,0.00053514-0.0023066i,-0.0004309-0.0016138i,-0.0013454+0.00059835i,-0.0011305+0.0023058i,2.2496e-05+0.0024647i,0.0003952+0.0012718i
0.0043101-0.00010088i,0.0035183+0.0028595i,0.0054337+0.0043314i,0.0082869-7.0017e-05i,0.0088622-0.0041256i,0.0059605-0.0024696i,0.0049615-0.00039138i,0.0049566-0.0021524i,0.0016195-0.0032269i,-0.0013836-0.0020962i,-0.00046371-0.0012414i,0.0024881-0.0013049i,0.0037092-0.00060643i,0.0026585+0.00032073i,0.001675+3.4406e-05i,0.0015272-0.00078055i,0.0023574-0.0016396i,0.0022904-0.0020173i,0.00116-0.0015246i,0.00020726-0.00012024i,0.0003152+0.0017902i,0.00068315+0.0021948i,0.00051793+0.0011996i
0.0038106+0.0020267i,0.003167+0.0024689i,0.0034387+0.0021567i,0.0013813-0.0021219i,-0.0015333-0.0068872i,-0.0010949-0.0070652i,-0.00093602-0.0045202i,-0.003618-0.0023586i,-0.004788+7.7036e-05i,-0.0010003+0.0011511i,0.004075-0.00062936i,0.0066605-0.0015624i,0.0063873-0.001016i,0.0045753-0.0012182i,0.0027658-0.0015635i,0.0018672-0.0019295i,0.0017779-0.0028792i,0.0011046-0.0034395i,0.0006297-0.0022918i,0.00072958-0.00087284i,0.00022644-0.00039437i,0.00020332-0.00053411i,0.0012057-0.00080654i
0.0077809+0.00050948i,0.0073854+0.0030516i,0.0052795+0.0068681i,0.0011691+0.0086192i,-0.0028351+0.0075828i,-0.0051125+0.0069223i,-0.0046353+0.0074941i,-0.0026041+0.0078401i,0.00044151+0.0068863i,0.0031489+0.0021305i,0.0047633-0.0021684i,0.0060409-0.0020992i,0.0067938-0.000487i,0.0051023+0.00013552i,0.0022406+0.00045952i,0.00079216+0.00060344i,0.0003164-0.0010796i,0.00028964-0.0027153i,4.2582e-05-0.0017595i,-0.00045498-0.00059314i,-0.00055135-0.00076062i,-0.0010086-0.0010424i,-0.0017056-1.7339e-05i
0.0030712+0.0040186i,0.0057238+0.0057402i,0.0069726+0.0064697i,0.0087212+0.0062642i,0.0099427+0.0062684i,0.0071589+0.0073744i,0.0059042+0.0084363i,0.007569+0.0065334i,0.0065714+0.0024109i,0.0036508-0.00039725i,0.003329-0.0007033i,0.0054323+0.00054512i,0.0062335+0.0018102i,0.0044504+0.0018338i,0.0028006+0.0010616i,0.002337+0.0003791i,0.0020773-0.00041661i,0.0013974-0.0013529i,0.00023333-0.0014075i,-0.00073109+0.00017292i,-0.0011979+0.0013135i,-0.0011762+0.0017259i,-0.0013672+0.0022586i
0.00059138+0.00081708i,0.0014112+0.0034735i,0.0043571+0.0024967i,0.0063188-0.0039738i,0.0064928-0.0083552i,0.0065721-0.0049952i,0.0068384-0.0018547i,0.00493-0.0032574i,0.0012757-0.0034014i,0.0011555-0.00065685i,0.0053178+0.0012507i,0.0082914+0.001681i,0.007423+0.0022079i,0.0050777+0.0012123i,0.0034753-0.00058323i,0.0027826-0.00074019i,0.003048-0.0012042i,0.0032202-0.0023959i,0.0022472-0.0017904i,0.0015091-0.00021961i,0.0010478+0.00031073i,-8.2501e-06+0.00048272i,-0.00032399+0.00047506i
0.0026425-0.00025206i,0.0016146+0.0030777i,0.00026259+0.00579i,-0.0023663+0.0037635i,-0.0060312-0.0011991i,-0.0060391-0.0029935i,-0.0038945-0.0017523i,-0.005068+1.4753e-05i,-0.005231+0.0022004i,-0.00051765+0.0035979i,0.0043655+0.0027183i,0.0062154+0.0030565i,0.006167+0.0041876i,0.0051769+0.0021894i,0.0035457+0.00031388i,0.0024922-0.00048789i,0.0022284-0.0018155i,0.002065-0.0023221i,0.0016483-0.0016023i,0.0018308-0.0010148i,0.00091065-0.00095288i,-0.0012448-0.00010267i,-0.0021573+0.00060538i
0.00048707-3.209e-05i,0.00034689+0.0043202i,0.0016308+0.009222i,0.0024773+0.012341i,0.0015111+0.01245i,-0.00024363+0.011856i,-0.0013059+0.011846i,-0.00063915+0.011583i,0.001908+0.0096328i,0.0042934+0.0064269i,0.0059843+0.0043252i,0.0079315+0.005152i,0.0088846+0.0056828i,0.0071761+0.004136i,0.0044958+0.0025468i,0.0028912+0.001269i,0.002738-0.00042269i,0.0026648-0.0019013i,0.0012079-0.002032i,-3.5196e-05-0.00075737i,-0.00062845+0.00037273i,-0.0014562+0.0010702i,-0.0017771+0.00098858i
0.00080319-0.00043099i,0.0011131+0.00069227i,0.0031093+0.0026759i,0.008031+0.0023022i,0.010817+0.00047953i,0.010555+0.0024548i,0.010759+0.0054961i,0.010856+0.0040787i,0.0081519+0.0014545i,0.005657+0.0014029i,0.0069563+0.0033149i,0.0093945+0.0048274i,0.0091452+0.0049572i,0.0067482+0.0033981i,0.0043402+0.0017289i,0.0028089+0.0011959i,0.0023134+0.0010654i,0.0032516+7.7257e-05i,0.0027189-0.00066435i,0.00085819-5.5848e-05i,5.0011e-05+0.00096803i,-9.9696e-05+0.0011525i,9.6861e-05+0.00026632i
0.0030267+0.0012489i,0.0024579+0.0037762i,0.0032725+0.0025934i,0.0024958-0.0026575i,0.0011717-0.0068206i,0.0029996-0.0052177i,0.0051051-0.0032672i,0.0028775-0.0052371i,-0.0001141-0.0041134i,0.0010466-6.869e-05i,0.0042722+0.0023094i,0.0053684+0.004393i,0.0046882+0.0070123i,0.0037892+0.0057098i,0.001959+0.0031422i,0.0012924+0.0021013i,0.0021532+0.0011617i,0.0023804+0.00032273i,0.0021613+0.00015748i,0.00064921+0.00012531i,-0.00012096+0.00017407i,-3.0944e-05+0.0001771i,-0.00077267+0.00027607i
0.0029776+0.00070187i,0.0026018+0.0029263i,0.0022408+0.0055426i,0.00020437+0.0045498i,-0.0042486+0.0015804i,-0.0067868+0.00069857i,-0.0068886+0.0029586i,-0.0084232+0.0057295i,-0.0080453+0.0071636i,-0.0039236+0.0070709i,-0.00019396+0.0075853i,0.0015099+0.0095348i,0.0025699+0.0095998i,0.0033406+0.0072937i,0.0026021+0.0044553i,0.0022054+0.0022434i,0.0033828+0.00077873i,0.0038011-0.00022991i,0.0023371-0.00026367i,0.00011373-2.2374e-05i,-0.00060692-3.3214e-05i,-0.0010591-0.00027005i,-0.0018715+0.00034126i
0.0062948-0.0022397i,0.0063527+0.0012272i,0.0086543+0.0046099i,0.010342+0.0063911i,0.0082517+0.0081894i,0.0050519+0.012118i,0.003916+0.015338i,0.0042503+0.015338i,0.0050556+0.012521i,0.0048927+0.010187i,0.0042806+0.010355i,0.0040359+0.011495i,0.0035545+0.010309i,0.0027807+0.0066028i,0.002221+0.0033284i,0.0017551+0.0011829i,0.0013914-0.00013843i,0.0018104-0.0017883i,0.0017631-0.0020165i,0.0010352-0.0003001i,0.00032768+0.0005001i,-0.00092903+0.00017558i,-0.0014508-3.646e-06i
0.0024255+0.00021048i,0.0019465+0.0024808i,0.0034753+0.0028996i,0.0061563-0.00038745i,0.0076455-0.0019465i,0.009272+0.0016012i,0.012263+0.0041684i,0.013087+0.0012056i,0.0098825-0.00081773i,0.0058312+0.00059029i,0.0041996+0.0044323i,0.0032293+0.0082379i,0.001266+0.0088513i,0.00019434+0.0069346i,-0.00012359+0.0047866i,-0.00060242+0.0034279i,-0.00012213+0.0031082i,0.00084679+0.0023975i,0.00043375+0.001126i,-0.00032943-6.4158e-05i,-0.00016148-0.00028962i,0.00073642+0.00028475i,0.00054981+0.00033545i
0.0019992-0.00034033i,0.001825+0.0010433i,-0.00070118+0.0041622i,-0.0030038+0.0039503i,-0.0017365+0.00048402i,0.0012967-0.0019999i,0.0012125-0.0040325i,-0.0027527-0.0062622i,-0.0057696-0.00495i,-0.0064547+0.00014825i,-0.0051012+0.0049076i,-0.0033014+0.0083843i,-0.00079175+0.010271i,0.0012592+0.01003i,0.0011955+0.0070701i,0.0016578+0.0043474i,0.0032031+0.0034753i,0.0038+0.0025937i,0.0031447+0.0014966i,0.0006308+0.00051314i,-0.0014686-6.0864e-05i,-0.0011542-0.00065783i,-0.00097783-0.00080615i
0.0058747+0.0035291i,0.0077749+0.0063467i,0.009872+0.010579i,0.0085535+0.011809i,0.0016803+0.0097734i,-0.0045496+0.010031i,-0.0070868+0.012613i,-0.0082755+0.012906i,-0.0083417+0.012018i,-0.0061111+0.011554i,-0.0047647+0.011198i,-0.0039134+0.011274i,-0.0015838+0.0099896i,-8.5145e-05+0.0063539i,0.00050993+0.0028089i,0.00087377+0.00088348i,0.0018446-0.00028118i,0.0031657-0.0006899i,0.003082-0.00043132i,0.001535-0.00060453i,-0.00036357-0.0006192i,-0.0012316+0.00029491i,-0.00075996+0.00059097i
0.0038914+0.00080227i,0.0037381+0.00092855i,0.007948+0.00096975i,0.01179-0.00019737i,0.010694+0.0010971i,0.0074064+0.0085901i,0.0079354+0.015003i,0.00995+0.015182i,0.0084833+0.011719i,0.0044386+0.0079983i,-0.00019217+0.005697i,-0.0033797+0.0062502i,-0.0036672+0.0077065i,-0.0026467+0.0063478i,-0.002482+0.0029304i,-0.0026967+0.0014309i,-0.0014546+0.00067811i,0.00020876-1.2693e-05i,0.00082555-9.5997e-05i,0.00035386+0.00032229i,0.00021397+0.00012777i,-0.00019848+0.00020985i,-0.00094254+0.00061568i
0.0019899+0.00084425i,0.0028082+0.0034473i,0.00080045+0.0021641i,-0.0016-0.0029724i,-0.00027143-0.0044429i,0.0051075-0.00048347i,0.011021+0.0012431i,0.011311-0.0022985i,0.0060371-0.0050391i,-0.00057983-0.0033943i,-0.0060874+0.00030755i,-0.0079698+0.0040071i,-0.0065375+0.0064918i,-0.0047837+0.0069841i,-0.003978+0.0060204i,-0.002683+0.0039253i,-0.0011968+0.0025927i,0.00087206+0.0022313i,0.0019054+0.0018898i,0.0015791+0.0015936i,0.0013087+0.0008663i,0.000346+0.00047444i,-0.00086909+0.00013185i
