-0.0033089+0.00055602i,-0.0034137-0.00022382i,-0.0042453-0.0010592i,-0.0027784-0.0014774i,-0.0014572-0.00093005i,-0.0010198+0.00010307i,1.2993e-05+0.0010202i,0.00084384+0.0010354i,0.00083916+0.0012439i,0.00048663+0.0013863i,0.00056364+0.00025276i,0.00026439-0.00062394i,-0.0003338-7.1806e-05i,-0.00053061+0.00053515i,-0.00013832+0.00013783i,9.4533e-05-9.582e-05i,-0.00036567+0.00011816i,0.00032916+0.00059119i,0.00093059+0.0012057i,0.00042721+0.0010629i,-2.0474e-06+0.00032455i,-0.00026181-0.00036799i,-0.00048288-6.4798e-05i
0.00065182-7.0428e-05i,0.0011923-0.00029498i,0.00063116-0.0001759i,0.00058474-0.00062353i,0.00010328-0.00080122i,-0.00029903-0.00028628i,-0.00089372-0.00034865i,-0.0018946+0.00013932i,-0.0017502+0.00067191i,-0.001636+0.00010658i,-0.0015909+0.00037973i,-0.00067107+0.0013016i,2.4569e-05+0.0010912i,-0.0001631+6.4966e-05i,0.00043709-0.00048971i,0.00076552-0.00055116i,1.8617e-06-0.00071168i,2.8708e-05-5.7486e-05i,0.00044338+0.00032448i,0.00043745+3.4924e-05i,0.00016567-8.2623e-05i,9.5077e-05-0.00027258i,0.00055167-6.6242e-05i
0.00021158+0.00032181i,0.00064749+0.00011582i,0.0011098+0.00019233i,0.00089974+0.00030178i,0.00050511-0.00033199i,0.00020093-0.00070157i,-0.00043974-0.00056129i,-0.00033982-0.0007817i,-0.00022022-0.0015011i,-0.00066496-0.0014995i,-0.0013468-0.00013923i,-0.0018376+0.00024331i,-0.00077713-0.00029942i,0.00053898-9.6072e-05i,0.0013024+0.00041587i,0.0013166+0.00071752i,0.0007111+0.00046711i,2.9988e-05+0.00031704i,-0.00030273+0.00084521i,-0.00038627+0.00039345i,-0.0010585+0.0002301i,-0.0012847+0.00068152i,-0.00061972+0.00054847i
0.0016705-0.0010989i,0.0022994-0.0012397i,0.0016724-0.0022416i,0.00067106-0.0019749i,-0.00021887-0.0011641i,-0.0003097-0.00028099i,5.0077e-05-1.5814e-05i,-0.00034426-0.00034058i,-0.00079823-0.00057603i,-0.0009617-0.0011676i,-0.0010698-0.0010666i,-0.0013924-0.00071386i,-0.0013919-7.9192e-05i,-0.00091174+3.9613e-05i,-0.00050521+7.4502e-05i,-0.00045841+0.00059922i,-0.00010892+0.00060342i,0.00011477-7.3355e-05i,0.00021769-0.00022058i,-1.2808e-05-0.00055149i,-0.00088193-0.0006186i,-0.00071927-0.00010509i,0.00018543+0.00030744i
5.6136e-05+0.0011924i,-0.0010829+0.0010301i,-0.0015278+0.0014153i,-0.00048858+0.00069064i,0.0006087-0.0011003i,0.00097472-0.0013053i,-0.00010478-0.00078774i,-0.00044254-0.000202i,-0.00013125+0.00025241i,0.00036923+0.00050956i,0.0010627+0.00036297i,0.0012117-0.00015143i,0.0010565-0.0004588i,0.00064206-6.8779e-05i,0.00020251+0.00082228i,0.00012842+0.00054936i,0.00022457+0.00017314i,-0.00014352+0.0002574i,-0.00019305+2.6429e-05i,-0.00037614+0.00046526i,-0.00045879+0.00042395i,-0.00034283+0.00081502i,-0.0001427+0.0012308i
0.0011704-0.003899i,0.0013029-0.0043001i,0.00099316-0.0038343i,0.00062742-0.0020991i,-0.00071231-0.0003344i,-0.0013088+0.00069661i,-0.0017587+0.00058682i,-0.001535+1.0751e-05i,-0.0010316-0.00021088i,-0.00027803+0.00023501i,3.5325e-05+0.00064571i,0.0002519+0.00025717i,0.00044857-1.4238e-05i,-0.00038708-0.0002133i,-0.00085256-0.00033007i,-0.0007156-0.00059624i,0.00033035-0.00054923i,0.00097399+0.00028755i,0.00092763+0.00014665i,4.3408e-05-0.00059155i,-0.00091618+7.2261e-05i,-0.0007749+0.0012379i,-0.00041094+0.0016436i
0.0010043-0.0022943i,0.0010758-0.0020216i,-0.00053779-0.0037937i,-0.0022102-0.0035087i,-0.0022139-0.0015189i,-0.0018465-0.0010441i,-0.0013355-0.0009181i,-0.0012815-0.00043235i,-0.00085314+2.7022e-05i,-0.00039104+0.0010949i,-0.00088867+0.0015057i,-0.00053075+0.0011139i,-0.00018205+0.00065813i,-0.00081778-0.00040209i,-0.0010918-0.00084718i,-0.00098736-0.00029455i,-0.0016571-9.2442e-06i,-0.0015971+0.00047638i,-0.00092361+0.00077795i,-0.00063454+0.00038494i,-0.00045401-0.00057395i,-0.00034639-0.00052773i,2.8334e-05+0.00014187i
0.00013481-0.0055008i,0.00016679-0.0063846i,-0.0007133-0.006531i,-0.0016995-0.0048033i,-0.0015041-0.0028268i,-0.0011311-0.0011686i,-0.00071932-0.00026461i,-0.0003527-0.00015607i,-0.0003498+3.3593e-05i,-0.0011147+0.00021718i,-0.0025413+0.00027493i,-0.0026972+0.0001391i,-0.0022695+0.00041465i,-0.0017012+0.00043196i,-0.0011074+0.00055076i,-0.00071227+0.00097389i,-6.0963e-05+0.00032116i,0.00045661-0.00022344i,0.00015738+0.00048156i,-0.00049615+0.00069671i,-0.00076726-0.00010444i,-0.00025993-0.0012041i,-0.0002807-0.0015425i
0.0014611-0.0012536i,0.0010794-0.0013725i,0.00070056-0.0012624i,0.00058667-0.00073202i,-0.00031075-0.00082399i,-0.0011005-0.00065347i,-0.0013525+0.00040839i,-0.0011109+0.00041082i,-0.00038611+1.1342e-05i,-3.1638e-05-0.00057866i,-0.00062082-0.00061856i,-0.0010439-8.1677e-05i,-0.0010014+0.00020762i,-0.0011562-0.00033636i,-0.00048735-0.00063276i,-0.0002693+0.00033688i,0.00014929+0.0009158i,0.0011395+0.00064684i,0.0011961+0.00070278i,0.00062708+0.00044243i,-0.00043211+0.00017176i,-0.00078692+0.00022983i,-0.00041152+0.00024463i
0.00029009-0.00065198i,-0.00033853-0.0013321i,-1.2324e-05-0.0010661i,0.00064782-0.00085389i,0.00058351-0.00050786i,0.00024416-0.00041106i,-0.00059076-0.00022118i,-0.00063174-7.6853e-06i,0.00012563-0.00015767i,0.00041641+7.0536e-05i,8.6983e-05+7.0147e-05i,0.00046777-0.0002523i,0.00082647-0.00070878i,0.00025268-0.00078158i,-0.00017336-0.00020323i,-0.0001608+0.00033341i,-0.00036328+0.00034435i,-0.00019855+7.7871e-05i,0.00031123+3.97e-05i,0.00013264-0.00013244i,9.9076e-05-0.0001056i,0.00043387+0.00067893i,0.00062747+0.00084101i
-0.00012246-0.00052742i,-0.00027089-0.0020034i,-0.0012068-0.0023128i,-0.0015794-0.00206i,-0.0012281-0.0016669i,-0.00052363-0.0010687i,-0.00018433+0.00036393i,-0.0003028+0.00083748i,-0.00053075-0.00048465i,0.00034875-0.00071941i,0.00094539-0.00055643i,0.00039431-0.00021198i,-0.00050334-6.5444e-06i,-0.00053028-0.00031865i,-0.00015292-0.00033543i,-0.00037086-0.00031479i,-0.00078506-0.00033379i,-0.00090554-0.00052602i,-0.00062527-0.00019135i,-0.00029564+0.00075534i,-0.00020743+0.00073441i,-0.00042294-0.00015481i,-0.00040835-0.00069952i
0.00044124+0.0014815i,0.00017256+0.00068563i,0.00049151+0.0012126i,0.00010177+0.00035941i,-0.0004761-0.0011596i,-0.00072756-0.00086059i,-0.00096661-0.00044564i,-0.0014252-2.024e-06i,-0.0012247+0.00078717i,-0.00031233+0.0011664i,0.00023837+0.0017566i,0.00019111+0.0020894i,0.00053732+0.0010113i,0.00044049+0.00015802i,0.00064521+0.00039794i,0.00063088+0.00037997i,-5.3303e-05-0.00013497i,-7.0092e-06-0.00015192i,0.00030657+0.00016961i,0.00044653+0.00042916i,0.00023137+0.00070259i,-4.1133e-05+0.000729i,1.767e-05+0.00064059i
0.00082063+0.00025126i,0.0012814+0.00070435i,0.0013774+0.00061865i,0.00061732-0.00036924i,3.3754e-05-0.00033562i,-5.6929e-05-1.9229e-05i,0.00010472-0.00013898i,-0.00012971-0.00043196i,-0.00048759-0.00015175i,-0.00045974+3.0326e-05i,-0.00028276+0.00029129i,-0.00035423+0.00028084i,-0.0004902+0.00030087i,-0.00070911+0.00026647i,-0.00042021-3.0461e-05i,6.6002e-05-0.00061835i,0.00027084-0.00083524i,0.00020861-0.00086174i,-0.00033402-0.0010562i,-0.00094348-0.00030411i,-0.0010763+0.00053156i,-0.00074373+0.00076134i,-0.00028286+3.7534e-05i
-3.3521e-05-0.00059862i,0.00044623-0.00098787i,-0.00048437-0.0024907i,-0.00059829-0.0026865i,-0.00038375-0.0018448i,-0.00075379-0.00042184i,-0.0009472+0.00034091i,-0.0013865-1.2615e-05i,-0.00092833+3.6704e-08i,-0.00027374+8.5148e-05i,-0.00063154-0.00028971i,-0.0013858-0.00036695i,-0.0020859-0.00025676i,-0.0016739-0.00035191i,-0.00037199-0.00025423i,9.0012e-05+0.00048048i,-0.0002922+0.0010023i,0.00010672+0.00054512i,-0.00014685-0.00035345i,-0.00056056-0.0006233i,-0.00024787-0.00028222i,-0.0002285-0.0002944i,-0.00029914-0.00049814i
-0.0024857-0.00046007i,-0.0030756-0.0019272i,-0.003043-0.0021907i,-0.0023688-0.0017831i,-0.0018236-0.0015059i,-0.001309-0.0010114i,-0.0010134-0.0002259i,-0.001882+1.4344e-05i,-0.0018061-4.804e-05i,-0.00058347+0.00023998i,0.00021941-0.0001788i,0.00033334-0.00032585i,0.00015717+0.00044652i,-0.00025952+0.0010801i,-0.00073733+0.00067936i,-0.00048568-0.00014276i,-0.00028302-0.00036638i,-0.00044285-0.00042721i,-0.00024789-2.7053e-05i,0.00019184+0.00021813i,-0.00041283+0.00010723i,-0.00072487-2.7127e-05i,-0.00055661-2.7315e-05i
-0.0028511-0.00085748i,-0.0017535+4.3421e-05i,-0.0014398+0.0015492i,-0.0014224+0.0018786i,-0.00079632+0.00064196i,-0.00013783-0.00030132i,0.00013932-0.00046025i,-0.00060743-0.00040076i,-0.0009592+4.2118e-05i,-4.5767e-05+0.00085732i,0.00053336+0.0016354i,0.00061789+0.00054645i,0.00054919-0.00081003i,0.00012587-0.00044073i,-0.00033714+0.00045862i,-0.00016062+0.00039329i,0.00044093-5.3624e-05i,-0.00013203-0.00033763i,-0.0014236-0.00036455i,-0.0011048-0.00035888i,0.00012155-0.00035356i,-6.9639e-05+0.00047873i,-0.00074018+0.00088258i
-0.00074847+0.0010921i,-0.00090447+0.00091005i,-0.0015762+0.0012865i,-0.0011364+0.00040107i,0.00028847-0.00016304i,0.00016185+0.00033977i,-0.00037753+0.00053673i,-0.00029496+0.00024489i,0.00053135+0.00017526i,0.00049611+0.0010816i,-0.00022205+0.0015002i,0.00013763+0.00073645i,0.00054197+0.00024326i,0.00045481+0.00023168i,0.00057421-0.00042664i,0.00063747-0.00082994i,0.00040236-0.00042529i,3.3592e-05+0.00026108i,-0.00033735+0.00042261i,-0.00026402+0.00054317i,-8.9223e-05-5.7007e-05i,-0.00031221-0.00034083i,-0.0010943+0.00032967i
-0.00049481+0.000422i,-0.00059954+0.00010029i,-0.001998-0.00075987i,-0.0027641-0.0008587i,-0.0020433-0.00067649i,-0.00050924-0.00089395i,4.2366e-05-0.0013417i,-0.00057694-0.0014186i,-0.0012092-0.0010399i,-0.0017146-0.00048623i,-0.0016913-5.5011e-05i,-0.00087836-0.00010157i,-0.00082213-0.00050664i,-0.00019997-0.00067598i,0.00071652-0.00059316i,0.00014378-8.0639e-06i,-0.00098815+0.00010114i,-3.4291e-05+6.7329e-05i,0.0011617+0.00014283i,0.00052316-3.3502e-05i,-0.00060725-6.6313e-05i,-0.0012335+8.3327e-05i,-0.00087137+0.00010858i
0.0018151+0.00069895i,0.0016158+0.00085535i,0.002716+0.00033161i,0.0027585-0.00067148i,0.0017136-0.001377i,0.00065164-0.0015038i,-0.00046085-0.00073281i,-0.00064087-8.7553e-05i,-1.3661e-05-0.00020719i,0.00049409-0.00083005i,-0.00010201-0.0012301i,-0.00011492-0.00086442i,0.00048552-8.4597e-05i,0.00058771+0.00017954i,0.00053866+0.00052362i,0.00052328+0.000143i,0.00034803-0.00016361i,0.00059523+0.00040392i,0.00038746+0.0001828i,-0.00019283-0.00027561i,-0.00010495-0.00058947i,0.00022472-0.00038756i,6.1342e-05+0.00021754i
0.00017478-0.00091864i,0.00042285-0.0016991i,-0.0007477-0.0025876i,-0.0006427-0.00246i,-0.00013891-0.0013997i,-0.00011169-0.000796i,0.00033373-0.00060408i,-0.00044162-0.00019128i,-0.00074964+3.5655e-05i,-0.00061054-0.00015681i,-0.00011831-0.00068972i,0.00062464-0.00054863i,0.00029977-0.00015382i,-0.00035253-1.2926e-05i,-0.00023216-0.00039717i,0.00019483+6.1141e-05i,0.00026521+0.00011226i,0.0003015-0.00061461i,0.00018386-0.00052621i,0.00048278+8.6279e-05i,0.0010605+0.00015027i,0.00053217+0.00032696i,0.00019111+0.000531i
-5.0455e-05-0.0018217i,-9.1642e-06-0.0025299i,0.00046274-0.0032935i,-0.00023615-0.0035135i,-0.0008891-0.0020487i,-0.00046238-0.00010711i,-0.00038908-0.00010313i,-0.00099466-0.00016275i,-0.00025989-0.00049403i,0.00070787-0.00050313i,0.00073023+0.00032495i,0.00090939+0.00059391i,0.00092103+0.00047874i,0.00081982+0.00059599i,0.0002683+0.00029988i,-0.0002488-5.7062e-05i,-6.4534e-05-6.1868e-05i,-6.5407e-05-0.00011881i,-8.7454e-05+0.00025781i,0.00014216+0.00032358i,0.00045744+0.0006807i,6.8512e-05+0.0011112i,-0.00066687+0.001069i
0.0001424-0.00078872i,-0.00011513-0.0011404i,-0.0010963-0.0012599i,-0.0018898-0.001017i,-0.0020926-0.0012718i,-0.0011619-0.00054013i,-0.00062339-0.00018161i,-0.00073303-0.00028139i,-0.00069937+0.00044338i,-0.00075465+0.00064879i,-0.00028414+0.00093232i,-0.00021295+0.0012267i,-0.00027671+0.00023326i,-0.00038575-0.00010728i,-0.000172+0.00035716i,6.1049e-05+0.00015598i,-0.00040179-0.00018619i,-0.00012895-0.00054754i,-0.00025101-0.00018741i,-0.00068678+0.0002076i,-0.00014568+0.00036154i,-0.00011314+0.00067504i,0.00027363+0.00078954i
0.00078292+0.0013404i,0.0014078+0.00065255i,0.001519-0.00027486i,0.0014839-0.0017814i,0.001066-0.0017103i,-1.2661e-05-0.00021112i,-0.00098366+0.00021959i,-0.0009795+0.00018872i,-0.00043938+0.0008306i,-0.00022542+0.00032465i,0.00043068-0.00014738i,0.00066158+0.00017896i,0.00047066-0.00042908i,0.00032232-0.00093051i,-5.1322e-05-0.00085215i,-0.00039019-0.00052303i,-0.00037745-2.8494e-05i,-0.00021818-0.00031979i,-0.00036353-0.00093863i,-0.00043226-0.0004744i,-0.00040266+3.935e-05i,-0.00020648-0.00018453i,0.00030226-9.3258e-06i
0.00050792+0.00018066i,0.0011074-0.00051726i,0.0023689-0.00021447i,0.0019941-0.00062346i,0.00080515-0.0011375i,0.0004844-0.0012922i,-0.00060172-0.0014039i,-0.0014847-0.00037313i,-0.00050235+0.0010088i,-0.00023373+0.00086031i,-0.00090078+0.00017204i,-0.0011659-0.00026076i,-0.000754-0.00030579i,-0.00034284+2.5507e-05i,-0.00019303+0.00015215i,-0.00049541-0.00015738i,-0.00047318-0.0003068i,-0.0003544-7.3164e-05i,-0.00088663+0.00051834i,-0.00093795+0.0004404i,9.2155e-06-0.00034483i,5.5449e-05-0.00017097i,-7.6582e-05-0.00044624i
-0.00097062+0.00016853i,-0.0010199+0.00045136i,-0.0016593+0.00073343i,-0.00059354-0.00037621i,-0.00080501-0.00075433i,-0.0011667-0.00039332i,-0.00020755-0.00065338i,-0.00017531-0.00061987i,-0.0006342-0.00079384i,7.4186e-05-0.00095121i,0.00019607+0.00017334i,-0.0001608+0.0002681i,0.00083981-0.0004582i,0.00091404-0.0001661i,-3.2271e-05+0.00050568i,-0.00076984+0.00067473i,-0.00089241-0.00028706i,0.00019136-0.00096219i,0.00064746-0.00068696i,-0.00010528-0.00047848i,-0.00032754-0.00014994i,0.00050241-0.00080447i,-0.00014068-0.00065849i
-0.00055968-0.0011243i,-0.0013123+0.00011137i,-0.0019168+0.001731i,-0.00080803+0.0015329i,9.1502e-05+0.0002001i,-0.0003753-0.00031236i,-0.00052742-8.4143e-05i,-0.00069606+0.00030985i,-0.00042716+0.00065209i,0.00014178+0.0003102i,0.0004515+0.00043184i,0.00069707+0.00096519i,0.00093782+0.0012547i,0.00041754+0.00094103i,-0.00024422-6.7346e-07i,-0.00036031+4.3179e-05i,0.00011925+0.00029123i,0.00017475-0.00033211i,2.8267e-06-0.00079221i,0.00069506-0.00074579i,0.00092634-4.5669e-05i,0.00045443+7.7889e-05i,-7.2342e-05+0.00011344i
-0.00023545-0.00034398i,-0.00077716-0.0013435i,-0.00088005-0.0028012i,-0.00095766-0.0022015i,-0.0014045-0.0013899i,-0.00088081-0.0014597i,-0.00022244-0.0018211i,-0.00045769-0.0013858i,-0.00075488-0.00046764i,0.00035698+0.00019029i,-0.00032953+0.00031054i,-0.0010917+0.00053358i,-0.00012705+0.0010566i,0.00050405+0.00085403i,0.00056121+0.00024454i,-0.00011779-0.00023428i,-0.00054293-0.00025707i,-0.00057658-0.00029336i,-0.00060211-6.7473e-05i,-0.00072643+0.00033167i,-0.0009573+0.00082032i,-0.00071096+0.00090241i,-0.00061111+0.00056916i
0.0010498-0.0016519i,0.0017548-0.0024405i,0.0011241-0.0025081i,7.084e-05-0.0024373i,-0.0012385-0.0021831i,-0.0019189-0.0016142i,-0.0016027-0.0016893i,-0.00091286-0.00099576i,-0.00014691-0.00019801i,0.00022644+7.5897e-05i,-0.00045279+0.00019235i,-0.0011899-7.2159e-05i,-0.00076103-0.00074773i,3.1543e-05-0.0011805i,-1.6266e-06-0.00050152i,-0.00063147+7.8366e-05i,0.0001213+6.8526e-05i,0.00090596-1.3412e-06i,0.00073865-0.00055824i,0.00033122-0.00068229i,-0.00029875-0.00010731i,-0.0010018+0.00060968i,-0.0012046+0.00094448i
-1.3745e-05+0.00058072i,-0.00027536+0.00055198i,-0.00073029+0.00048866i,-0.00047274+0.00075901i,0.00024739+0.00036214i,0.00078836-0.00052491i,-0.00042501-0.00038239i,-0.0010897-0.0001294i,-0.00028893-0.00016625i,5.0444e-06-0.00029397i,-0.00049441-0.0008456i,-0.00058036-0.00044706i,-0.00028806+0.00044749i,-0.00028275+0.00071354i,-0.00016841+0.00055759i,-2.12e-05+9.8508e-05i,0.00015388-0.00071636i,0.00074479-0.0010501i,0.00013363-0.00053442i,-0.0011708+0.00021088i,-0.001091-6.6113e-05i,-0.00039187-0.00057902i,-0.00017535-0.00027587i
0.0014312-0.00021951i,0.0012448+0.00050969i,0.0014542-0.00030986i,0.0010144-0.00079031i,-0.00013919-0.00053116i,-0.00086639-0.0011578i,-0.00074381-0.0015404i,-0.00036897-0.00059377i,6.1425e-05-6.1225e-05i,0.00034298-0.00062712i,0.00046337-0.00075645i,-0.00033268-0.00069544i,-0.00067981-0.0010008i,0.00014265-7.0691e-05i,7.5423e-05+0.00032216i,5.1678e-05-0.0001449i,0.00053631+1.2007e-05i,0.00050993+0.00023047i,0.0005684-6.8774e-05i,0.00059289-0.00064425i,-1.1589e-05-0.0001407i,-2.6531e-05+0.00059821i,0.00053592+0.00061573i
0.0020864-0.00038629i,0.0020433-0.0006329i,0.0023574-0.0022738i,0.0017835-0.0029857i,0.0017573-0.0025481i,0.0012982-0.0012453i,0.00059118-0.00036793i,0.00035425-0.00045834i,-0.00011473-0.00046289i,1.5989e-06-0.0003073i,0.00082266-0.00052014i,0.0007514-0.00083896i,8.3496e-05-0.000928i,0.00061786+0.00010457i,0.00079901+0.0012994i,8.1542e-05+0.00064509i,-0.00064227-0.00034491i,-0.001139-9.3781e-05i,-0.0007678+0.00056113i,-0.00046478+0.00053719i,9.8866e-05+0.00032602i,0.00061701+0.0010408i,0.00011186+0.00070974i
0.00092378-0.0021505i,0.00069597-0.0030786i,-0.0008502-0.0038328i,-0.00077583-0.0023327i,-0.00060349-0.0010422i,-0.00089136+0.00022376i,-0.0012212+0.0010935i,-0.001288+0.00076667i,-0.00035007+0.00014172i,-3.9953e-05-0.00059907i,-0.00035498-0.0011462i,-0.00044549-0.00069241i,-0.00025735-0.00035352i,-0.0010807-0.00084906i,-0.0013505-0.00073919i,-0.00038026-0.00062794i,0.00013563-0.00048142i,-0.00067261+0.00050348i,-0.0016553+0.00044368i,-0.001474-6.3188e-05i,-0.0010091-0.00059691i,-0.00080733-0.0010807i,-0.00037964-0.00055689i
-0.00033285-0.00096837i,-7.3573e-05-0.0004608i,-0.00041249-0.0005295i,-0.00013788-0.001311i,-0.00040561-0.00056936i,-0.00099157+5.6771e-05i,-0.00062382-0.00046271i,-0.00074453-0.00061657i,-0.0010348-0.00047679i,-0.00081507+0.00086152i,-0.00018842+0.0014384i,-4.1041e-05+0.00085266i,-0.00024667+3.9216e-05i,0.00037713+0.00017264i,0.00051141+0.00022882i,-0.00020942-0.00071277i,-0.00047758-0.00062185i,4.1937e-05-0.00011295i,0.00041581-9.9167e-05i,0.00047266+0.00025316i,0.00030689+0.00094365i,-0.00018851+0.00059968i,0.00021928+0.00036929i
-0.00057814-0.0025309i,-0.0012504-0.0042484i,-0.0019501-0.0045397i,-0.0011101-0.0034997i,-0.00054279-0.0013814i,-0.00014216+0.000199i,0.00013974+0.00023505i,-0.00041707+0.00072976i,-0.00096191+0.0013704i,-0.0013858+0.00086752i,-0.0010941-0.00018332i,-0.00078273+5.8056e-05i,-0.00091457+0.00028726i,-0.00041501+0.00029344i,0.00018494-0.00017797i,0.00023192-0.00018918i,0.00022768+0.00043053i,0.00039989+0.00015026i,0.00037446-0.00042647i,8.565e-05-0.00072517i,-0.00043661+8.489e-05i,-0.00063287+0.00069588i,-0.00019035+0.00040259i
0.0015663-0.0030177i,0.0015335-0.002117i,0.00060921-0.0019017i,6.6743e-05-0.0019537i,-0.00065071-0.002109i,-0.00072414-0.00098634i,-0.000314-0.00049312i,-0.0005454-0.00070238i,-0.0012494-0.00030825i,-0.0012855-0.00020958i,-0.00062604-0.00099316i,7.9984e-05-0.001221i,0.00027535-0.00069884i,0.00026367-0.000354i,4.4539e-05-4.4391e-05i,-8.2117e-05+5.4021e-05i,0.00011013+0.00010221i,9.0977e-05-0.00029878i,0.00021429-0.00066071i,-0.00019213-0.00030662i,-0.00036774-0.00045704i,-0.00010475+6.0795e-05i,0.00056604+0.00070296i
-0.0024769-0.0014418i,-0.0033256-0.00085698i,-0.0029448-0.00024732i,-0.0015636+0.00083108i,-0.00023094+0.00061589i,0.00026593-0.00043738i,1.0073e-05-0.00065933i,-0.00078721+0.00013052i,-0.0010043+0.00052498i,-0.00057558+0.00043462i,-0.00058557+0.00050045i,4.0639e-05+0.0005472i,0.00064617+0.0003103i,0.00046091-0.00030989i,9.8593e-05-0.00046254i,-0.00025996+6.8804e-05i,0.00026829+0.00037309i,0.00027783+0.00010252i,0.00050571-6.9191e-05i,0.00041521+2.6209e-06i,0.00033129+1.9732e-05i,0.00021555-0.00015688i,-0.00031197+0.00047517i
0.0045525+0.00092183i,0.0057264-0.00034294i,0.0055739-0.0017349i,0.0028779-0.0023615i,0.00010535-0.0024955i,-0.0017116-0.0013117i,-0.0016753-0.00073852i,-0.0011797-0.0011366i,-0.001219-0.00089096i,-0.00063964-0.00028787i,-0.00055768-2.4079e-05i,-0.00046333+0.00027833i,8.1849e-05-0.00026622i,0.00032121-0.0010892i,0.00049943-0.001169i,0.00061758-0.00094208i,0.00028367-0.00096814i,-0.00022847-0.00069524i,-0.00032497-0.00019789i,-0.00025127+0.00024583i,-0.00048456+0.00031257i,-0.00063382-0.00069574i,-0.00084347-0.00074806i
-0.0016161+0.0015089i,-0.0017475+0.0012213i,-0.0001334+0.0017833i,5.4748e-05+0.00026244i,0.00079967-0.00094529i,0.00099785-0.0010879i,0.00032012-0.0012082i,1.9612e-05-0.00057665i,0.00020596-0.00019895i,3.3041e-05-0.000245i,-2.1754e-05-3.5556e-05i,0.00043679+0.00044189i,0.00056012+0.00051279i,0.00031962+0.00016388i,0.00042419+0.00025844i,-7.9432e-05-6.8479e-05i,-0.00014905-0.00051466i,-5.171e-05-0.00010369i,-0.00066129+0.00050899i,-0.00080538+0.00066616i,-0.00084839+0.0003417i,-0.0010263+0.00043906i,-0.0005601-6.3922e-05i
-0.0011302-0.0035952i,-0.0006921-0.0041622i,-0.0012459-0.0031564i,-0.0017887-0.0012874i,-0.0015796-0.00017206i,-8.9834e-05-0.0001605i,-0.00013351-0.00085952i,-0.00064435-0.00091776i,-0.0014045-0.00017855i,-0.0022702+0.00018194i,-0.0015526-0.00034897i,-0.00064908-9.1933e-05i,-0.00016458+0.00072941i,0.00021897+0.0011172i,0.00061279+0.0004932i,0.00065519-0.00024765i,0.0007812+0.00023294i,0.0010457+0.00082936i,0.00022649+0.0010637i,-0.00043586+0.00073273i,-0.00019195+8.2249e-05i,-1.0339e-05-0.00032116i,0.0003071-0.0001564i
0.00020482-0.00026993i,-0.00070809-0.00080326i,-0.0010274-0.0016279i,-0.0012787-0.001259i,-0.0010124-4.0966e-05i,-0.00087084+0.00048754i,-0.0011544+0.00027209i,-0.0006937+0.00025886i,0.00022738+0.0010276i,7.0448e-05+0.0011661i,-0.00034369+0.0006867i,-0.00015837+0.00016611i,-0.00015711-0.00016534i,-0.00037649+0.00028911i,-0.00015779+0.00067139i,0.00014719+0.00027667i,0.00016992-4.929e-05i,-0.00027325-6.956e-05i,-0.00062051-0.00055886i,-0.00028617-0.0012023i,-0.0010806-0.00074405i,-0.0018661+0.00019346i,-0.00084885+0.00026658i
-0.0015978-0.0040343i,-0.00080155-0.0048179i,-0.0016159-0.0040113i,-0.0018055-0.0023391i,-0.0010116-0.0011977i,-0.00011673+0.00011475i,-0.000277+0.00088915i,-0.00081828+0.00018402i,-0.00094864-0.00081481i,-0.00095869-0.00047519i,-0.0010272+0.0001072i,-0.00031656+0.00052677i,-0.00021649+0.0012218i,-0.0006506+0.0014441i,-0.00043731+0.0013832i,1.1405e-05+0.00072976i,-0.00012999+0.00054744i,0.00010695+0.00068948i,6.492e-05-0.00011528i,-3.2937e-05-0.00045533i,-0.00079993-0.00010285i,-0.0011278+0.00043063i,-0.00037746+0.00062724i
-6.2547e-05+5.0434e-05i,0.00020434-0.00026448i,-0.0005121-0.00017674i,-0.0015489-0.00091933i,-0.0017293-0.0018427i,-0.00043232-0.0012396i,-0.00034119-0.0012169i,-0.0012693-0.0014006i,-0.00060705-0.00081184i,9.5906e-05+0.00046462i,9.1139e-05+0.0010693i,3.5674e-05+0.00069663i,-0.00040142+8.8692e-05i,-0.00068255-0.00027559i,-0.00078006-0.00019251i,2.7712e-05+0.0006625i,0.0004116+0.00088916i,-0.00018426+0.00061431i,5.7116e-05+0.00028173i,0.00031154-0.00012824i,-0.00023609-0.00011173i,-0.00065776+3.0604e-05i,4.5893e-05+0.00031558i
0.00038693-0.00010141i,-0.00071214-0.00091762i,-0.0014786-0.0013894i,-0.0021704-0.0001804i,-0.001998+6.2306e-05i,-0.00094942-0.00017565i,-0.00078444+0.00010152i,-0.001101-0.00026348i,-0.0004166+5.3986e-05i,-0.00035497-0.00027395i,-0.00055444-0.00041324i,-0.00034123+7.1618e-05i,-0.00026143-0.00013416i,-0.00019389-0.0001443i,-0.000203+0.00027994i,-0.0004261+0.00093519i,-0.00017526+0.00069946i,0.00034398-0.00041755i,-0.0001499-0.00095063i,-0.00081883-0.00080547i,-0.00076334-0.00085554i,-0.00060223-0.00088032i,-0.00049372-0.00022174i
