-0.0019991-1.2307e-06i,-0.0022339-0.00068244i,-0.0020075-0.00053819i,-0.0018687-0.00056446i,-0.0022625+8.8745e-05i,-0.0023911+0.0013181i,-0.0019287+0.0015196i,-0.00060801+0.0017647i,0.0010803+0.0018426i,0.001106+0.0014841i,0.00061965+0.00073791i,0.00083242-3.5517e-05i,0.00040137+0.00012719i,-0.00019983+0.00055301i,-0.00065574+0.0010163i,-0.0008531+0.0009658i,-0.00092385+0.00029112i,-0.00032393-0.00036942i,0.0008162-0.00028507i,0.0016999-0.00021511i,0.0011476-0.00074821i,0.00047089-0.0010552i,-6.2458e-05-0.00044397i
-0.0025396+0.0028705i,-0.0020671+0.0036071i,-0.00089586+0.0034908i,0.00060342+0.0031289i,0.00108+0.0017435i,0.0006655-1.5261e-05i,0.00034377-0.00026497i,0.00021938+0.00040767i,0.00047318+0.0014975i,0.00063086+0.0011949i,0.00082735+0.00016883i,0.00045831-0.00060042i,-0.00044732-0.00016955i,0.00054753+0.00089055i,0.0021088+0.00077369i,0.0018951-3.3857e-06i,0.0014712+3.8613e-06i,0.0013433+9.8661e-05i,0.0012898-0.00010726i,0.0012607+0.00033969i,0.0009507+0.00029229i,0.00032466-0.00044092i,0.00038004-9.8694e-05i
4.6256e-05-0.0011425i,-0.00017769-0.0017379i,0.00081987-0.0030531i,0.00055359-0.003391i,-0.00092837-0.0013443i,-0.0015522+0.00042919i,-0.00102+0.00019226i,-7.6534e-05-0.00039606i,0.0004023-0.00011499i,0.00042832+0.00011975i,0.00045518+0.00035419i,0.00014255+0.00037416i,-0.00037166+6.6333e-05i,-0.00034233-0.00013969i,8.4175e-05+0.00028328i,0.00040021+0.00065218i,0.00079309+0.00044759i,0.00068792+0.00065923i,0.00045947+0.00083471i,0.00018992+0.00069079i,-0.00035329+0.00042617i,-0.00022134+0.00026547i,0.00027342+0.0005723i
0.001315-0.0014594i,0.003197-0.00089529i,0.0031979-0.00015469i,0.0015527+3.4697e-06i,0.00026558+0.00037681i,-0.00012354+8.3106e-05i,-0.00055462-0.00028468i,-9.3706e-05+0.00021492i,0.00080612+0.00048075i,0.00060001+0.00048188i,-0.00043567+0.00017766i,-0.00070509-0.00010408i,-8.7088e-05+0.00024571i,0.0001761+0.00031394i,-0.00020977-0.00012596i,-0.00033274-0.00018875i,0.00040567-0.0002865i,0.00021223-0.00048387i,-4.8361e-05-0.00077878i,0.00011166-8.2047e-05i,-7.2918e-05+0.00033622i,-0.00012732+0.00033106i,9.3645e-05+0.00022994i
0.00068572+0.00027176i,-0.00022074+0.00043165i,-0.0015679-9.5513e-05i,-0.00065465-0.00064058i,0.00070637-0.00094629i,0.00077363+0.00028792i,-0.00029158+0.00093551i,-0.0010743+0.00082733i,-0.00076996+0.00076883i,-0.00016823+0.00078437i,-0.0001561+0.00092169i,-0.00074013+0.00027916i,-0.00042446-0.0005243i,0.00047232-0.00024067i,0.001145+0.00014596i,0.0013805-0.00036308i,0.001185-0.00031194i,0.00043207-0.00033493i,-0.00016688-0.00089381i,0.00037601-0.00049333i,-0.00013235+0.00025732i,-0.0012122-0.00022933i,-0.00050599-0.00020216i
0.00016459+0.00098277i,0.00073013+0.00078579i,0.0018088+0.00021974i,0.0018791-0.0010823i,0.0013621-0.0013166i,1.7061e-05-0.00096361i,-0.00062961-0.00027275i,5.6715e-05+0.00018723i,0.00018264+9.3577e-05i,0.00044209+0.00024657i,0.00099407+0.00011116i,0.00076462+0.00020109i,-3.4337e-07+6.2973e-05i,4.2147e-05+0.0001028i,0.00025777+0.0012315i,3.87e-05+0.0011661i,-0.0002166-0.00016402i,0.0002639-0.00071111i,0.00069164-0.00055599i,0.00064507-0.0011427i,0.0009283-0.00083464i,0.00065552+0.00030379i,0.00037071+0.00049535i
-0.00029115+0.00029535i,0.00032339+0.00038429i,0.00013685+0.0006177i,1.0366e-06+0.0012945i,0.00023497+0.001298i,0.00040753+0.00072326i,0.0002388+0.000131i,-0.00030899-0.00016993i,-0.00042175+0.00035242i,-0.00041011+0.00039889i,-0.00045273+0.00062832i,-0.00035922+0.00081411i,0.00034477+0.00020275i,0.0015104+4.1501e-05i,0.0013174-2.0576e-06i,0.0013676+0.00012966i,0.0012788+0.00078935i,0.0004499+0.00051968i,0.00027713+0.00013694i,0.00027418+0.00061193i,-0.0001102+0.0002691i,0.00031682-2.3217e-06i,0.00078826+0.00028629i
-0.00023162+0.00049654i,0.00017317+6.3238e-05i,0.0001422-0.00046446i,0.00086265-0.00069198i,0.0013413-0.00012758i,0.000604-4.8367e-05i,-0.00017562-0.00031608i,-0.00068736+0.00034219i,-0.00030095+0.00058531i,0.00049638+0.00018081i,0.0004938-0.00062293i,0.00076417-0.00065562i,0.0010115-0.00016364i,0.00093229-5.0781e-05i,0.0011373+0.00022396i,0.0010544+0.00070238i,0.0009937+0.00088184i,0.0010034+0.00034533i,0.00023868+0.00029143i,-0.00066651+6.7677e-05i,-0.00029258-0.00060607i,0.00016692-0.00076702i,0.0001116+0.00013716i
-0.00017914-0.00077964i,-0.0002532-0.00061915i,-0.0013381-0.00074978i,-0.0022867-0.00073748i,-0.0021201-0.00062373i,-0.0017461-8.5763e-05i,-0.0010598+0.00033863i,-0.00060863+0.0010395i,-0.00094529+0.00088785i,-0.00086451+0.00065707i,-0.00048421+0.00050514i,-0.00037795-8.3155e-05i,-0.00030759+4.262e-05i,-0.00011169+0.0005824i,0.00019753+0.0008051i,0.00010789+0.00050835i,0.00027171+2.383e-05i,-0.00011963+3.6123e-05i,-0.00061401+0.00026338i,-0.00044844+0.00022903i,-0.00026042+0.00020346i,-0.00047727-7.3555e-05i,-0.00051132-0.00052818i
0.0014853-0.00099871i,0.00149+0.00013206i,0.0018264-0.00017271i,0.001855-0.0011266i,0.00058626-0.00060898i,-0.0001786+0.00071166i,0.00031222+0.00064793i,0.00033415+0.00013199i,-0.00065464+0.00033149i,-0.00080564+0.00059998i,-0.00022277+0.00058184i,0.00019394+0.00027803i,0.00047229+1.5959e-05i,-1.3939e-05-0.0002263i,-7.834e-05-0.00013421i,0.00071912-0.00030865i,0.0010525-0.00030087i,0.00062169+0.00014131i,-0.00012146-0.0004438i,-0.00021872-0.00022i,-0.00048381+4.0343e-06i,-0.00062172-0.00080525i,-0.00013204-0.00046731i
-0.0001706+0.001581i,5.5804e-05+0.00016705i,0.00068411-0.0004654i,0.0011433-7.7106e-05i,0.0010363-0.00021832i,0.00024571-0.00073465i,5.6089e-05-0.00030551i,0.00017992+0.00020536i,-8.3898e-05+9.7206e-05i,0.00039846+0.00021819i,0.00088221+8.7869e-05i,0.00082031-0.00027365i,0.00026649+3.499e-05i,-5.0025e-05+0.00040222i,-7.0294e-05-7.9284e-05i,0.00032446-0.00050721i,0.00068932-0.00048414i,0.00055487-0.00013501i,0.00053126+0.00036754i,0.0002785+0.00022249i,-0.00010325-0.0003036i,-0.00022516-0.00038534i,1.1905e-05+0.00015906i
0.00016835-0.00033723i,-0.00029431+0.00019819i,-0.0010713-0.00034605i,-0.0015638-0.00057026i,-0.0012395-0.00033118i,-0.00060043-0.00039798i,-0.00047681-0.00011786i,-0.00041862-0.00018025i,0.00024475-0.00016589i,0.00035748-0.00054448i,0.00010852-0.00054517i,0.00044025-0.00042048i,0.00025079+1.4347e-05i,-5.8952e-05+0.00055149i,0.00023824+0.00024226i,0.0008384+0.00010222i,0.00087213-4.0126e-05i,-9.3834e-06-0.00035779i,9.218e-05-0.00040291i,0.00058217+0.00042806i,0.00058672+0.0010204i,0.0006175+0.00026364i,0.00027644-0.00015139i
-2.4372e-05+0.00043325i,-0.00028919+0.00077194i,0.0008156+0.00089437i,0.0019451-0.00024047i,0.0018501+0.00023838i,0.0013689+0.001764i,0.0010247+0.0015335i,0.00070301+0.00044372i,-3.8516e-05-7.2456e-05i,-0.00010652-3.7078e-05i,0.00036731+0.00051047i,0.00014643+0.00025386i,-0.00021094-0.00061883i,2.0657e-05-0.00018619i,0.00038555+0.00031608i,0.00035191+0.00033667i,0.00077595+0.00037701i,0.0013624-0.00018699i,0.0008938-0.00049699i,0.00040243-0.00035299i,5.8012e-05-5.0022e-05i,-0.00026101+0.00032918i,-0.00079228-0.00015263i
0.00020534+0.0024485i,0.00043657+0.00099265i,0.0011167+0.00074562i,0.0011667+0.0013573i,0.00062128+0.0003183i,0.00055674-0.0004728i,0.00063297-0.00042289i,0.00020468-0.00015084i,0.00034088+0.0004132i,0.00075926+0.00082097i,0.0015142+0.00051042i,0.0010108+7.5711e-05i,-0.00020424-0.00035031i,-0.00033363-0.00031437i,0.00022115+0.00034289i,0.00096215+0.00043868i,0.0011203-0.00011235i,0.0011788-0.00083912i,0.00025311-0.00080441i,-0.00053723+0.00027714i,-0.00056144+0.00053763i,-0.00062977-9.14e-05i,-0.00045539+0.00029931i
0.00014506+0.0011373i,0.0018271+0.0013086i,0.0022854+0.0014588i,0.0015255+0.00069125i,0.0011875-0.00037508i,0.00083913-0.00092684i,0.00067999-0.00025927i,0.00058782+0.00037482i,0.00089709-0.00056437i,0.00079346-0.00076245i,0.0007904-0.0003282i,0.00051952-4.7203e-05i,0.00021604+0.00058816i,0.00087202+0.00075408i,0.0011806+0.00060985i,0.0011254+0.00017804i,0.00062517-0.00027909i,0.00033965-0.00049806i,0.00040281-0.00094147i,0.00019003-0.0010923i,0.00023245-0.00088597i,-0.00015111+3.9655e-05i,-0.00036616+0.00055348i
-0.00086254-0.0016974i,-0.0016419-0.00099463i,-0.0017363+0.00023388i,-0.0011478+0.00052905i,-0.00031775+0.00051526i,-0.00073781+0.00010275i,-0.0012287+1.2494e-05i,-0.00016516-0.00011342i,0.00077515-0.00024567i,0.00081304+0.00026969i,-0.00021854+0.00040771i,-0.00050554+0.00038648i,0.0001172+0.00040177i,0.00077641+0.00042606i,0.0011294+7.5933e-05i,0.0011369-0.00035208i,0.00096278-0.00049777i,0.00035819-0.00049382i,0.00066473+0.00016776i,0.0012485+0.00062651i,0.00057116+0.00040633i,-7.4994e-05+0.0002059i,-0.00023621+0.00068617i
0.002822+4.5446e-05i,0.0020622-0.0021749i,0.0010726-0.0030728i,0.0011768-0.0022676i,0.00052765-0.00085257i,-0.00056988+0.00047075i,1.9332e-05+0.00045328i,0.00014323-0.00012557i,2.8411e-05+0.00021411i,0.00053491+0.00064541i,0.00035883+0.00028198i,-0.0002177-4.813e-05i,-0.00088788+0.00013022i,-0.00078661+0.0001077i,-0.00024926-0.00076387i,0.0004362-0.00086633i,0.00061088+0.00022848i,0.0008735+0.0006288i,0.00081458+0.00010959i,0.00061746-0.00022769i,0.00052336-0.00042337i,3.0113e-05-0.00031381i,-9.9558e-05+0.00024809i
0.0010738-0.00019403i,0.00086438+0.00099129i,0.00065424-0.00014634i,0.00054567-0.0010015i,-0.0011871-0.0010856i,-0.001237-0.00049833i,-6.6341e-05+0.00026059i,-1.3337e-05+0.00046895i,0.00031242+0.00014813i,0.00017025+0.00033813i,-0.0006098+0.00071345i,-0.0011253-0.00015767i,-0.0012945-0.00094605i,-0.00084393+2.9814e-06i,-0.00033344+0.00092517i,0.00017482+0.00023109i,0.00022304-0.0005347i,0.00029963-0.00078162i,-9.8069e-05-0.0011194i,-0.00038409-0.00075635i,-0.00031667+0.00016997i,-0.00021896+0.00079179i,-0.00015798+0.00019258i
-0.0035119-0.0018298i,-0.0039239-0.0012046i,-0.0029374-0.00062624i,-0.002344-0.000207i,-0.0017638+3.9942e-05i,-0.0005883+0.00017711i,0.00033599+0.00062272i,0.0012398+0.00034131i,0.00053084+6.8504e-05i,-0.00063465-7.9393e-05i,-0.00099488-0.00015411i,-0.00090027+8.2296e-05i,-0.00055879+0.00033192i,0.00042637+0.00092844i,0.00046534+0.00073265i,-6.3158e-06+0.00033934i,-0.00011311+0.00031204i,0.00032003-0.00021995i,0.00047278-0.00016586i,7.9763e-05+0.00013578i,0.00032063+0.00011334i,0.00022681+0.00076342i,-4.0138e-05+0.00079365i
0.0022564-0.0001311i,0.0027971+0.0004522i,0.0023869+0.00032227i,0.00057691-0.00015799i,5.1579e-05+0.00012535i,0.00011851+0.00038526i,0.00013884+0.00065791i,0.0010091+0.00042597i,0.00046397-0.00033686i,9.6013e-06-0.0004492i,0.00031153-8.5516e-05i,0.00046383+8.4539e-05i,0.00066238+0.00058512i,0.00076528+0.00093212i,0.00073617+0.00071752i,0.00037564-4.1943e-05i,0.00031649+7.3138e-05i,0.00078562-0.00014794i,0.001277-0.00036607i,0.00072105+0.00049853i,-0.00031578+0.0010838i,-0.00071031+0.00055716i,-0.00037798+0.00043311i
0.00097108+0.00083371i,0.00057069+0.00023248i,-0.00057644-0.00099915i,-0.00083233-0.0010849i,-0.00034282+4.3431e-05i,-0.00039651+0.00057238i,-0.00022637+0.00024368i,-0.00071667-0.00038272i,-0.00066313-0.00075417i,0.00061141-3.457e-05i,0.00041586+0.00061174i,-0.00013975+0.0005418i,-0.00038948+0.0008381i,-6.3606e-05+0.00068899i,0.00029532+0.00042065i,0.00038363-6.1212e-05i,0.0012064-0.00023849i,0.0014713+0.00063347i,0.00069102+6.1787e-05i,-0.00025168-0.0009473i,0.00020593-0.00077945i,2.7407e-05-0.00044772i,-0.00048247-6.827e-05i
-0.0010169-1.2533e-05i,-0.0012324-0.0010497i,-0.00046665-0.0014563i,-0.00060394-0.00064909i,-0.00062678-0.00014852i,0.00014353-0.00013757i,0.0003624-8.9408e-05i,-0.0002181+0.00018742i,-0.00057399+7.7689e-05i,0.00018791-3.6419e-05i,0.00019982+0.00071736i,-0.0004588+0.0012222i,0.00011793+0.00070246i,0.0014938+0.00086051i,0.002048+0.00016406i,0.001716-0.00014223i,0.0017116+0.00075194i,0.0017195+0.00045658i,0.0008068-0.00022458i,-0.0003768+7.8077e-05i,-0.00018846-0.00032253i,7.2935e-05-0.00064625i,-0.0005373-0.0002036i
0.0020359-0.0020576i,0.0018032-0.0018033i,0.0017812-0.0018937i,0.0010245-0.0022961i,0.00090578-0.0019797i,0.00034864-0.00074383i,-0.00060326+0.00058502i,-0.00062393+0.00068034i,-0.00039049+8.9746e-05i,-0.00015663+0.00028509i,-0.00015433+0.0013639i,-0.00045165+0.0011327i,-0.00039925-7.9662e-07i,0.00013017-0.00069235i,0.00055258-0.00098591i,0.00018605-0.00066197i,-0.00014364-0.0010173i,1.2169e-05-0.0014639i,0.00023525-0.00080293i,0.00017855-0.00046276i,0.00042544-0.00076783i,-0.00014476-0.00086475i,-0.00016431-0.0010924i
0.00080532+0.0016263i,0.0012291+0.0010307i,0.0017004+0.00065881i,0.0024658+0.00084617i,0.0012662+0.0012611i,-0.00013236+0.0012134i,-0.00012986+0.0007322i,0.00041779+0.00012573i,0.00030579+0.00043382i,-0.00027099+0.00091331i,0.00011196+0.00059094i,0.00037377-0.00020314i,0.00037928-6.8642e-05i,0.00063986+0.00122i,0.00056386+0.00095205i,0.00082467+0.00022236i,0.00088884+8.6238e-06i,0.00092894-6.941e-05i,0.00055845-0.00041735i,0.00022357-0.0010126i,0.00011616-0.00061486i,-0.00010345-0.00015666i,0.00017455-0.00057864i
-0.0010271-0.00043872i,0.00087668-0.00057703i,0.00084559+0.00092903i,0.0002938+0.00077451i,0.00089281+0.00026676i,0.001347+0.00062798i,0.00081839-2.9758e-05i,0.00031961-0.00010545i,5.8122e-05+0.00033467i,0.00015717+0.00059879i,3.4517e-06+0.00070661i,-0.00047832+0.0002631i,-0.00038516+0.00072047i,0.00043302+0.0011651i,0.0012371+0.00044064i,0.00087207-0.0001466i,0.00032462-7.672e-05i,6.3237e-05+9.5226e-05i,-0.00014733-0.00040349i,-0.00043172-0.00019743i,6.1296e-05+0.00021879i,0.0012119+0.00050927i,0.00093339+0.00089032i
0.00068071-0.0035894i,0.00029245-0.0035245i,-0.00060056-0.0042668i,-0.0017631-0.0035404i,-0.0021236-0.0014202i,-0.0015147+0.00036939i,-0.00077778+0.00042659i,7.4934e-05-0.00011358i,-5.1257e-06-0.00081174i,-0.00056386-0.00045443i,-7.1517e-05+0.0010085i,0.00054774+0.0011742i,-0.00016228+0.0010094i,-0.00085655+0.0012152i,-0.00041277+0.0009218i,0.00096676+0.0002483i,0.0011875-0.0002712i,0.00034597-0.00030907i,0.00014772+0.00039666i,0.00018131+0.00055991i,0.00023801+9.8139e-05i,0.0002415-0.00056304i,-0.0002204-0.00053163i
0.00016372+0.0030175i,0.00028564+0.0024568i,0.00094324+0.0032931i,0.0015617+0.0029839i,0.0013917+0.0019886i,0.00049841+0.00087654i,2.6423e-05+0.00029816i,0.00041961+0.00026412i,0.00082991+0.00031454i,0.00023413-0.00030795i,-4.6516e-05-0.00030986i,0.000316-7.3676e-05i,0.00010781+0.00047464i,-0.00018852+0.00092309i,-6.0115e-05+0.00043655i,0.00016682-0.00017005i,0.00034364-0.00069046i,0.00038163-0.00068913i,-0.00014355-0.00045934i,0.00034831-0.00061129i,0.00049526-8.7112e-05i,-0.00027162+0.00020586i,-0.00041408-0.00016276i
0.00027005-0.00065919i,0.00033437-0.0018697i,0.00041972-0.0046298i,-0.00026713-0.0042643i,-0.0010803-0.0021864i,-0.0012408-0.00082479i,-0.00020051+0.00026752i,0.0010319+0.00050049i,0.001631+0.0003988i,0.0011491+5.475e-05i,8.9168e-05+0.00028409i,-0.00044683+0.00025525i,3.2377e-05+0.00071921i,0.00035965+0.00036959i,-0.00034505-0.0008326i,-0.00045569-0.00074937i,0.00080939-0.00016431i,0.0011911+0.00014648i,0.00052732-1.4866e-05i,-1.0538e-05-0.00022274i,0.00035754+9.7704e-05i,0.00012411+0.00049638i,-0.00086128+4.2103e-05i
-0.00028314-0.00070055i,-0.0012962-9.7343e-05i,-0.0011461-7.9254e-05i,-0.00074615-1.4322e-05i,-0.00080983+0.00032692i,-0.00062216+0.00081405i,-0.00034008+0.00091688i,-0.00028016+7.3978e-05i,-4.4624e-05-7.3872e-05i,0.00022909+0.00027834i,0.00015903+0.0002293i,0.0001199-9.0978e-05i,-3.8523e-05+0.00027257i,-0.00039045+0.00048609i,-0.00042057+0.00016679i,-0.0002444-1.8288e-05i,8.417e-05+0.00012036i,0.00068279+0.00015676i,0.00084096+6.9838e-05i,0.00046461+0.00085109i,0.0011204+0.0013935i,0.0011447+0.00085092i,0.00041628+0.00030978i
0.00035219+0.00020331i,0.00077608-0.00012012i,0.00095933-0.00028821i,0.00084856-0.00081035i,0.00018426-0.0010657i,-0.00022014-0.00079494i,0.00028315+2.9819e-06i,0.0011814+0.0007464i,0.00059526+0.001006i,0.00010238+0.00094809i,-0.00035964+0.00093537i,-0.001024+0.00043193i,-0.00081663+0.00027436i,3.0908e-05+0.00051026i,0.00036901-0.00016544i,0.00069048-0.00063849i,0.00084429-0.00065391i,0.00068608-8.2019e-05i,0.00038421+0.00060589i,-2.5049e-05+0.0010191i,9.2263e-05+0.0014556i,0.00057605+0.0015169i,0.0007312+0.00078837i
0.00039626+0.00015512i,0.001012-0.00077955i,0.00079093-0.00095886i,0.00050889-0.0013206i,0.00064338-0.00085303i,0.0001769+0.00083412i,-0.00033969+0.0009509i,-0.0002238+0.00044681i,0.00035783+0.00025202i,0.00019827+0.00011331i,-0.00035238-1.2034e-05i,-0.00086059-0.00020765i,-0.00074771-0.00015649i,0.00051463+0.0011486i,0.00077636+0.0020654i,0.00085744+0.0013358i,0.00097732+0.0006028i,0.00085306+0.00038245i,0.00098032+0.000356i,0.0004502+7.0063e-05i,-0.00011312-0.00056001i,-0.00035558-0.00028578i,-0.00039432-5.7391e-05i
-0.0011865+0.001535i,-0.0018122+0.0016951i,-0.00037039+0.0016092i,-0.00015216+0.0017214i,-0.00060343+0.0011053i,0.00015575+0.00029257i,0.0010861-5.0571e-05i,0.00097558+5.0629e-05i,0.00031666+0.00028112i,-0.00015438+4.8288e-05i,0.0001432-0.00019159i,0.00034358+0.00038749i,-0.00037432+0.00095953i,-9.2642e-05+0.00078907i,0.00056914+0.00043837i,0.00098724+0.00011047i,0.00083534+0.00013796i,-9.3635e-05+0.00035932i,-9.4017e-05+0.00015038i,-0.00047838-0.00050193i,-0.00083738-0.00010499i,-0.00031145+5.8808e-05i,-0.00039496-0.00060034i
0.00038236-0.00088741i,-0.00017755-0.0015271i,-0.00084076-0.001197i,-0.00050664-0.00072633i,-0.00016821+0.00017115i,3.9632e-05+0.0010228i,0.0008335+0.0011518i,0.0011246+0.00079633i,0.00081647+0.00067188i,0.00043218+0.00064328i,0.00050857+0.0006845i,0.00011747+0.00048837i,-0.00093783-0.00026792i,-0.0007766+7.0593e-05i,0.00027233+0.00052359i,0.00076369+0.00025168i,0.00063295+0.00027782i,0.00050951+0.00028451i,0.00020049+0.00055651i,1.8267e-05+0.00092486i,0.00075513+0.00073899i,0.0011668+0.00035538i,-9.7621e-05+0.00016798i
0.00033966+0.0020759i,0.0019963+0.0022716i,0.002608+0.0011976i,0.0023322+0.00010916i,0.0020418-0.00017629i,0.0011173-8.6398e-05i,-6.0152e-05+0.00032761i,0.00011452+0.0005435i,0.00035648+0.00040567i,0.0003387+0.00103i,0.00055365+0.0017622i,0.00061437+0.0016464i,0.00027116+0.0006854i,-9.9904e-05+0.00036739i,0.00018268+0.00086371i,0.00087225+9.5637e-06i,0.00035039-0.00074658i,-0.00095671-0.000279i,-0.00054504-3.1365e-05i,-0.00012519-5.7268e-05i,0.00043401-0.00055217i,0.00090919-0.00010017i,0.00039301+0.0012004i
-0.0013104+0.0015002i,-0.00068683+0.0014292i,-1.4911e-05+0.0011772i,0.0001969+0.00036939i,0.00035242+0.0004723i,-0.00027268+0.0011924i,-0.0010886+0.00046609i,-0.00085557+9.0164e-05i,-0.0007593+0.00053498i,-0.0011721+0.00046024i,-0.0011253+0.00022782i,0.00018577+0.00050142i,0.0007604+0.00089898i,0.00047685+0.00068911i,0.00097959+0.00024184i,0.0011637+4.8836e-05i,0.00036025+7.7277e-05i,0.00031958+0.00034761i,0.00037413+0.00043688i,-0.0005269+0.00054507i,-0.00039011+0.00044263i,-0.00010736-0.00019675i,-0.00040438-6.303e-05i
0.001612+0.00047687i,0.0011268+1.0724e-05i,0.00050404-0.00029328i,0.00032639-0.00026356i,8.5053e-05-0.00074221i,-0.00012979-0.0010075i,0.00031315-0.00082683i,0.00023287-0.00035177i,0.00023263-6.8988e-05i,9.7349e-05+5.245e-05i,-0.00057053+0.00048208i,-0.00021542+0.00077295i,0.00047732+0.00052678i,0.00080176+0.00083485i,0.0001951+0.0012387i,0.00025024+0.00088266i,0.00094097-6.6994e-05i,0.001005-0.00067533i,0.00097239-0.00063898i,0.00044247-0.00016037i,0.0004407+0.00010088i,-4.6091e-05-0.00018412i,-0.00011438-0.0004395i
0.00097138+0.0012448i,0.0012724+0.0010292i,0.00060857+0.0007539i,0.00034239+0.00014928i,0.00081921-0.00022278i,0.00034784-1.8085e-05i,0.00028244+0.00027425i,0.00076034-9.1198e-06i,0.00057393-0.00047791i,0.00015482-0.00067449i,-0.00038442-0.0011474i,0.00011804-0.0010007i,0.00072727-0.00022821i,0.00086824+0.00021798i,0.0012711+0.00032511i,0.0012179+0.00036487i,0.00057598+2.5075e-05i,0.00038447+0.00033774i,0.00040782+0.00073095i,0.00055687+0.00037285i,0.00023838+0.00013502i,0.00029353+0.00018096i,-7.3811e-06-6.8386e-05i
-0.0011623-0.00012955i,-0.0016846+0.00064071i,-0.0016027+0.00071163i,-0.0005697+0.00012225i,-0.0004341-1.0705e-05i,-0.00015311+0.00017427i,0.00032347+0.00042025i,0.00032961+0.000584i,5.8759e-05-4.3191e-05i,9.0709e-05-0.0002922i,-0.00026505+0.00014824i,-0.00060046-6.7155e-05i,-0.0011863-0.00020523i,-0.00081609+0.00029736i,0.0006378+0.00025398i,0.00084131+0.00065817i,0.00057156+0.00069277i,0.00064496+0.0001912i,-0.00026039+0.00015836i,-0.0010325+0.00016172i,-0.00042015-6.368e-05i,0.00035667-0.00065672i,0.00043361-0.0011333i
0.00039397-0.0015481i,-0.0004524-0.0027651i,-0.0011739-0.0037641i,-0.0014874-0.0025843i,-0.0016443-0.00070898i,-0.0014832-0.00055291i,-0.00064588-0.00064112i,-0.00015634-5.1975e-05i,0.00016743-9.5239e-05i,0.00015058-0.00065251i,-0.00093351-0.00035935i,-0.00093276+0.00018073i,-0.00069547+0.00048387i,-0.00019963+0.00013505i,0.00025751+0.00022301i,0.00029605+0.0006047i,0.0011248-4.6867e-05i,0.00074826-0.00040178i,-0.0006734-0.0005082i,-0.0010218-0.0005713i,-0.00042433-0.00032637i,5.6033e-05+0.00014599i,-0.00019301+0.00081481i
0.00041861-0.0011318i,0.0009442-0.00027902i,0.00036851+4.8404e-06i,-0.00056382+0.00022207i,-0.0012663+0.00083119i,-0.00076547+0.0012204i,0.00017398+0.0010798i,0.00074143+0.00057837i,0.00074929+0.00014174i,0.0001603+5.0815e-05i,0.00039874+0.00028198i,0.0007288+0.0001998i,0.00043852+0.00058113i,0.00089693+0.001169i,0.0013966+0.00036302i,0.0012185-0.00052392i,0.00075849-7.9883e-05i,0.00075232+0.00056252i,-7.5105e-05+0.00033946i,-0.00069787-7.3242e-05i,-0.00014057-0.00027539i,0.00013873-0.0005229i,-0.0001626-0.00046701i
0.00019757+0.0010426i,-0.00070004+0.0004699i,0.00018065-0.00028838i,0.00057095-0.00054013i,1.1629e-05-0.00045437i,-0.00086428-0.00053822i,-0.00078967-0.00083877i,-0.00032911-0.00035913i,-0.00058896+0.00040203i,3.8245e-05+0.0002801i,0.00024939-0.0001244i,-0.00050902-8.9174e-05i,-0.00089678+0.00047142i,-0.0008147+0.00057324i,-0.00072241+0.00012465i,1.3624e-05+9.0517e-05i,0.0011335+0.00040726i,0.00082783+4.8139e-05i,3.757e-06-0.00063392i,-0.00035515-0.00096233i,-0.00059194-0.00072814i,-0.00058894-0.00033029i,3.9411e-05-0.00094201i
0.0023458+0.00059317i,0.002553-0.00037712i,0.0025669-0.0015781i,0.0023014-0.0022616i,0.0014794-0.0016506i,0.00062476-0.00046306i,0.0004809+0.00030741i,0.00050611+0.00010873i,0.00068385-9.7828e-05i,0.00076366+0.00011049i,0.00091976-0.00030005i,0.00084886-0.00063238i,0.00062921-0.00019907i,0.00058425+3.5765e-05i,0.00051041-0.00043033i,0.00062636-0.00069881i,0.00078383-0.00090051i,0.0011472-0.00082815i,0.00069198+0.00023151i,1.9551e-05+0.00076164i,-6.115e-05+0.00061978i,-0.00034498+0.0011178i,-7.8827e-05+0.00081003i
0.0031161+0.00052219i,0.0031489-0.00019784i,0.0031358-0.0020603i,0.0023575-0.0021647i,0.00043691-0.001651i,-0.0013277-0.0017302i,-0.0019779-0.0008153i,-0.0016327+0.00010409i,-0.00085115+8.6955e-05i,-0.00012288+0.00027796i,-0.00050569+0.00074141i,-0.00043717+0.0002606i,0.00018999+0.00016014i,0.00021634+0.00020783i,0.00027063-0.00011138i,-5.5248e-05-0.00041884i,0.00043894-0.00043719i,0.0013755+0.00018237i,0.0010788+0.00059414i,0.00023252+0.000116i,-9.2274e-05-0.00020936i,-5.076e-05-0.00068224i,0.00067604-0.00042059i
0.00091462+0.0015609i,-4.2017e-05+0.002606i,0.00094744+0.0021588i,0.0014918+0.0013268i,0.00086731+0.0005436i,0.00068456-0.00060389i,0.00047027-0.00051797i,0.00018876+0.00012373i,-0.00043571+0.00095743i,-0.00055072+0.0010201i,-0.00022397+0.00033033i,5.5372e-05+0.00015385i,0.00073321+0.00037134i,0.00040695+0.00061213i,-0.00032612+0.0001193i,0.00012109-0.00085058i,0.0012581-0.00080644i,0.0013678-0.00018401i,0.0004247+0.00048485i,1.186e-05+0.00077146i,-0.00019954+0.00022204i,-0.00034647-0.0002363i,0.00050348-0.00022654i
