-0.0020766+0.0016275i,-0.0018097+0.0011855i,-0.0029784+0.00092465i,-0.0024553+0.00087737i,-0.0011759+0.0021996i,-6.6522e-05+0.0031643i,-0.0002641+0.0020719i,-0.00033987+0.0018929i,0.00085558+0.0019497i,0.0015992+0.001213i,0.0018899+0.00045876i,0.0014514-6.5836e-05i,0.00051857-0.000544i,0.00056211-0.00026784i,0.00088562-4.4613e-05i,0.00044927-0.0005399i,-0.00073443-0.00047653i,-0.00075305+0.00018011i,0.00045566-7.6287e-05i,0.0010487-0.0009345i,0.00071115-0.00097666i,0.00062119-2.2339e-05i,0.00039793-0.00012804i
0.00038373+6.0394e-05i,-3.6644e-05+0.00092336i,-0.00030381-4.4485e-05i,0.00073013-0.00012865i,0.00068018+0.0008294i,9.2278e-05+0.00058378i,-0.00038929-7.7397e-05i,-0.00087065-1.706e-05i,-0.0013283+0.00053872i,-0.00091935+0.00033515i,0.00019301-0.00018856i,0.00046796+1.8257e-05i,-7.6969e-05+0.00038913i,-0.0002157-1.6329e-05i,-0.00048699-0.00012089i,-0.00088397+0.00028644i,-0.00071023+0.00089189i,-0.00056172+0.00031034i,-0.00029932-0.000211i,0.00076529+0.00033516i,0.00085115+0.00056891i,0.00018548-0.00012724i,-1.8935e-05-0.00039595i
-0.0017276+0.0013716i,-0.00038158+0.00035908i,0.00081891+0.00027804i,0.00034578+0.00070992i,-0.00051771+0.0013193i,-0.0013014+0.0010471i,-0.0022222+0.00031326i,-0.0016154+0.0009142i,-0.00067512+0.0012193i,-0.00053558+0.00087323i,-0.00037687+0.00059616i,-0.00075309+9.4713e-05i,-0.00084918-1.9084e-06i,-0.00067584+0.00076429i,-0.00031483+0.0010738i,0.00040098+0.00084645i,-0.00019272+0.00068513i,-0.00065253+0.00034892i,-0.00046544-0.00011202i,-0.00087333+2.4299e-05i,-0.00092368+0.001059i,-0.00053519+0.0014209i,-0.00040001+0.00089402i
-6.4504e-05+8.21e-05i,1.2655e-06+0.00018822i,0.00076172+0.00077738i,0.00077166+0.0016634i,0.00026483+0.0013974i,3.801e-05+0.00053784i,0.000154+7.159e-05i,0.00043289+0.0005406i,0.00054905+0.00070359i,0.00044862+1.2987e-06i,-0.00065523-0.00037979i,-0.0011044-0.00015945i,-0.0009927+0.00014494i,-0.00035615+0.00033327i,0.00024175-0.00022518i,-0.00029539-0.001001i,-0.00022138-0.00075251i,0.00052296-0.00032344i,5.2939e-05-0.00011856i,-0.000725+0.00010944i,-0.0012018-1.8818e-05i,-0.00069032-0.00083257i,0.00022092-0.00069169i
0.0021495+0.00076348i,0.00095106+0.00036918i,0.00040856-0.0011426i,0.00065532-0.0022434i,0.00077318-0.0018286i,0.0005328-0.00093151i,-0.00029633+0.00075814i,-0.0012072+0.0011617i,-0.00065842+0.00048359i,-6.8601e-05+0.0002851i,0.00056435-0.00014142i,0.00051853-8.6146e-05i,0.0006408-0.00013691i,0.001024-0.00036133i,0.00033384-4.8933e-05i,-0.00039196+0.0003477i,-0.00055846+0.00030595i,0.00054982-0.0002566i,0.001388+0.00027949i,0.00075483+0.00072518i,9.781e-05-0.00025157i,-0.00048005-0.00099942i,-0.00055986-0.00046985i
-0.0013408+0.00014378i,-0.0018538+0.0012625i,-0.0010897+0.0019687i,-0.00022325+0.0018461i,-5.7661e-05+0.00052433i,-0.00014985+5.1862e-05i,-0.00070214+0.00073232i,-0.0012088+0.00098435i,-0.0011227+0.00069549i,-0.00050034+0.00076536i,-6.9718e-06+0.00058691i,-0.00023637-0.00079712i,-0.00046573-0.00083729i,-0.0002706-1.282e-05i,-0.000162-0.00050864i,-0.0001743-0.00050768i,-0.00015031+0.00024169i,0.00034349+0.00094256i,0.00021338+0.00098588i,-0.00084852+0.00033064i,-0.00088293+0.00030211i,-3.4883e-05+0.00046207i,-0.0001926-0.00056159i
0.00030399+0.00079553i,0.00077888+0.00031261i,0.00073704+0.00048227i,0.00097531+0.00055337i,0.00049439+0.00049851i,-5.3153e-05-3.8534e-05i,-0.0011144-0.00042315i,-0.00093059+0.00074344i,-1.265e-05+0.0014512i,-0.00024951+0.00055165i,-0.00030476-9.9713e-05i,0.00037427+0.00017719i,0.000597+0.00059672i,-7.3751e-05+0.0002113i,-0.00032226-0.00048926i,0.00027038-0.00053782i,0.00027379+9.7453e-05i,-0.00025707+0.00079268i,-0.00017635+0.00058623i,-7.3343e-05+0.00013555i,-8.5361e-05-6.6311e-05i,-0.00057436-0.00024533i,-0.00050962-0.00042521i
-0.0015899+0.00080474i,-0.00058928+0.001132i,-0.000586+0.0011394i,-0.00060409+0.0009447i,0.0003184+0.0010498i,0.00052659+0.00079979i,0.00017115+0.00030241i,-0.00042947+0.00072822i,-0.00068687+0.001161i,-0.00059194+0.00013832i,-0.00040572-6.3281e-05i,0.00027616+0.0002361i,0.0010165+8.7431e-05i,0.0011849+0.0002178i,0.00062137+0.00018566i,0.00066498+0.00038977i,0.0006288+0.00029463i,-0.0001908-0.00035738i,-0.00026339-7.7188e-05i,-0.00023905+0.00065094i,-0.00026437+0.00040893i,-0.00018255+0.0002001i,-0.00069319+0.00035232i
0.0016165+0.00069647i,0.0014228+0.0010618i,0.0016233+0.0012413i,0.0017231+0.00045207i,0.00097258-0.00086887i,-0.00018735-0.0014485i,-0.0011925-0.00070194i,-0.0013514+0.00032437i,-0.0007733+0.00078295i,0.00011157-3.6946e-05i,0.00056537-0.001036i,0.00068885-0.00090834i,0.00043768-0.00052319i,0.00017753-0.00076299i,5.0477e-05-0.00027495i,9.9991e-05+1.5948e-05i,0.00028808-0.00080178i,-0.00022393-0.00071019i,-0.00064415-0.00026654i,-0.00034354-0.00024394i,-6.7503e-06-0.0001114i,0.00024834-0.00019065i,0.00012098-5.9007e-05i
0.0019229+7.2932e-05i,-0.00051838-0.00034367i,-0.00099168-0.0023232i,0.00032538-0.0027613i,0.0002363-0.0011075i,-0.00033953-0.00047636i,-0.00046308-0.00064389i,-0.00013337-6.2084e-05i,0.0001156-0.00015741i,0.00010217-0.00035042i,0.00017525-0.00050955i,0.00033193-0.00060476i,-5.3137e-06+0.00022989i,-0.0002989+0.00058973i,1.9657e-05+0.00034518i,0.00066089+0.00065011i,0.00091116+0.00081368i,0.00034777+0.00023948i,0.0003152-0.00052892i,0.00053256-0.00028252i,0.00074095+0.00024638i,0.00018841+0.00033853i,-0.00037508+5.0764e-06i
0.0007144-0.00015891i,0.0017506-0.00024816i,0.0012532-0.00085362i,-0.0004824-0.00019473i,-0.00068963+0.00090943i,-0.00063231+0.00098136i,-0.001245+0.0007841i,-0.00090149+0.00094811i,-0.00044654+0.00090895i,-0.00056418+0.0010432i,-0.00036268+0.00065271i,-0.00065209+0.00032914i,-0.00070066-1.4839e-05i,-0.00031829-0.0010921i,0.00078495-0.00083333i,0.00024675-7.7904e-05i,-0.00037937-6.5769e-05i,0.00016955+2.5335e-05i,0.00056974+0.00093552i,0.00070626+0.0013031i,0.00044827+0.00074201i,3.3837e-05+0.00056482i,-0.00014284+0.00021165i
-0.0020428+1.125e-05i,-0.0028277-0.00039307i,-0.0030726-0.00059582i,-0.0021524-0.0011064i,-0.00048496+0.00036858i,0.0002615+0.0018307i,-0.00066495+0.0010473i,-0.0014576+0.00068741i,-0.0015235+0.0012751i,-0.0015891+0.00107i,-0.00099539+0.00045502i,7.0215e-05+0.00076442i,8.1371e-05+0.0010909i,0.00044231+0.0011056i,0.0011148+0.0011036i,0.0004471+0.00057682i,0.00033989-3.0494e-05i,0.00047113+0.00071604i,0.00011343+0.0011906i,-0.00037736+7.2318e-05i,-0.00040824-0.00089842i,0.00012973-0.00027153i,0.00023104+0.00081424i
0.00081068-0.00089515i,0.0010811+0.00048962i,0.0019085+0.0012414i,0.00083074+0.00046166i,-0.00023014-0.00011236i,-0.00026151+0.00013943i,0.0003895+0.00083652i,5.3686e-05+0.00048343i,-0.00021504-3.2963e-05i,-0.00026013+0.00028039i,-0.00079312+0.00025758i,-0.00040507+0.00031815i,0.00046691-0.00016886i,0.0006029-0.0009127i,0.00065479-0.00042967i,0.00019048-0.00012569i,-9.54e-05-4.9347e-05i,0.00066519-0.00042454i,0.00068581+0.00015054i,4.4839e-05+0.00098621i,-5.1821e-05+0.0009325i,-0.00020782+0.00015329i,-0.00057363-0.00045595i
0.00031205+0.0012131i,0.00065675+0.0025705i,0.00029654+0.0021127i,0.00052644+0.00046993i,0.00030763-0.00048984i,-0.00053-0.00081403i,-0.0015709-0.0003965i,-0.0019201+4.3262e-06i,-0.00068718-0.00020019i,-8.4762e-05-0.0003122i,-0.00028979-0.00050782i,-0.00045741-0.00036207i,-0.00064163+7.2793e-05i,-0.00026586-0.00098119i,9.7127e-05-0.00067087i,0.00039108+0.00031729i,0.00069406+0.00013315i,0.00074803-7.0867e-05i,0.00044746+8.8364e-05i,-2.2639e-05+0.00065812i,0.00064639+0.0006335i,0.00095947+0.00023896i,-0.00015683-8.7226e-05i
-0.001526+0.00022812i,-0.0016911+0.00084211i,-0.0015943+0.00049496i,-0.00078232-9.0275e-05i,-0.00015476+0.0004768i,0.000364+0.00031785i,0.00013077-8.3919e-05i,-0.00052164+0.00032997i,-0.00061622+0.00010854i,-0.00018846-3.1066e-05i,-0.0003616+0.00047843i,-0.0011845+0.00088582i,-0.00071034+0.00058737i,-0.00012916+0.00086813i,-0.00048992+0.0012559i,-0.0013913+0.00066036i,-0.0012701+0.0003891i,-0.00018217+0.0003506i,-0.0003077+3.4592e-05i,-0.0010984+0.00010961i,-0.0007456+0.00040949i,-6.6627e-05+0.00029445i,-4.0027e-05-0.00030359i
-0.00078147+0.0036322i,2.1616e-05+0.0038636i,0.0018662+0.0038938i,0.0018565+0.0030399i,0.0011433+0.0019991i,0.00086171+0.0011858i,-0.00010073+0.0011711i,-0.0012713+0.001248i,-0.00088312+0.0010073i,-0.0001503+0.00072936i,-0.00013492+0.00075496i,0.00022096+0.00041262i,0.0010224+1.9693e-05i,0.00063669-5.9406e-05i,2.603e-05+0.00017608i,0.00079551-0.00011839i,0.0013694-0.0001606i,0.00067412+2.0346e-05i,-9.0263e-06-0.00019222i,0.00012243+0.00024821i,-0.00027482+0.00026181i,2.591e-05-8.8747e-05i,0.00031354+0.00024887i
-0.0017884+0.00050462i,-0.002417+0.0010201i,-0.0023389+0.00030159i,-0.00048724-0.00080548i,0.00075634+0.00043127i,6.4841e-05+0.00052662i,-0.0010616-0.00021662i,-0.0010484+0.00060187i,-0.00042021+0.0013426i,-0.00027107+0.0010332i,-0.00055783+0.0005205i,-0.00039453+0.00039202i,-0.00013926-0.00016499i,0.0010961+0.00033964i,0.0019489+0.0012203i,0.00073087+0.00091567i,0.00024035+0.0004849i,0.00032206+0.00038862i,5.9214e-05+7.8661e-05i,0.00029501-7.553e-05i,0.00072451-0.00010463i,0.00055913+0.00027406i,-0.00029787+0.00051447i
0.00064143-0.001721i,0.00060724-0.0011066i,0.0012689-0.00054447i,0.0011369-0.00011643i,0.0001508+3.4084e-05i,-0.00019377-0.00048501i,-5.2292e-05-0.00086412i,0.00017977-9.9134e-05i,-8.955e-05+0.00057327i,-4.0267e-05+0.000567i,-0.00019912-0.00045217i,-0.00012817-0.00062419i,0.00013009-4.4786e-05i,-0.00010944-4.1777e-06i,-0.00012544+0.00010023i,-0.00045877+0.00037909i,-0.00070296-0.00044676i,-0.0004514-0.0011537i,-0.00020796-0.00039413i,-0.00012034+0.00037385i,-7.6015e-05+0.00068364i,0.00012564+0.00064986i,-0.00034927+0.00043933i
-0.00070176+0.00090456i,-0.00017008+0.00018172i,0.0006403+6.5768e-05i,-0.00019403+0.0011091i,-0.00099124+0.0018601i,-0.0013198+0.0018134i,-0.001497+0.0013255i,-0.0017197+0.0013842i,-0.0011174+0.00092191i,-0.00037769+0.00052594i,-0.00028487+0.00083296i,-0.00046402+0.0011535i,-0.00091201+0.00081675i,-0.00080715-0.00024358i,-0.00062323-0.00038375i,-0.00056472-0.00029828i,-0.00015565+0.00047525i,0.00032253+0.00024209i,0.00050542-0.00031468i,-0.00012308+0.00018497i,-0.00089155+0.00065513i,-0.0010389+0.0010689i,-0.00080906+0.00063715i
0.00049683+0.00066086i,0.00081691+0.00025048i,0.0016926-0.00065533i,0.0014474-0.00021332i,0.00065499-8.6459e-05i,-0.00046301-0.00053944i,-0.0013597-0.00063131i,-0.00086303+0.00038189i,-0.000966+0.0012006i,-0.0013889+0.0013801i,-0.00072802+0.0014449i,-6.4629e-05+0.00099971i,0.00034301+2.9756e-05i,0.00024014-0.00016822i,-0.00010869+7.9076e-05i,-0.00042949-0.00011458i,-0.00038508+0.00019547i,-0.00033767+0.00062503i,-0.00022958+0.00069928i,0.00064626+0.00083029i,0.00055743-0.0001096i,-0.0001039-0.00025896i,0.00029172+0.00076215i
9.0395e-05-0.00021532i,0.00027002+0.00017662i,0.0010971-0.00011241i,0.00069868-0.00066589i,0.00049626-0.00092877i,0.00080671-0.0013696i,0.00033141-0.0016501i,-0.00076619-0.00090713i,-0.0010097-0.00024597i,-0.00071968-2.03e-05i,-0.00062281+0.0004343i,6.4314e-05+0.00083979i,0.00098692+0.00064726i,0.00087205+0.00024703i,0.00049144+0.00023107i,0.0003531+0.00031319i,-1.1682e-05+0.0003056i,-0.00047937+0.00056696i,-5.1972e-05+0.00083508i,0.00030966+0.0005864i,7.5643e-06+0.00057008i,0.00048802+0.00053324i,0.00070017-0.00027095i
-0.00071467+0.0026565i,-0.001018+0.0038296i,0.00056687+0.0024629i,0.0011741+0.001927i,0.00066819+0.0016381i,0.00024098+0.00019828i,-0.00069304-0.00018505i,-0.00098441+0.00064904i,-0.00062558+0.0011897i,-0.00012111+0.0010779i,2.0812e-05+0.0011257i,0.00013038+0.00066634i,0.00081528-3.9626e-05i,0.00075544+0.00029087i,0.00041179+0.00032671i,-8.3991e-05+0.00039373i,-0.00019738+0.00052923i,-0.00069401+0.00051048i,-0.0010049+0.00080679i,-0.00085395+0.0010535i,-0.00063878+0.0010388i,0.00013357+0.00012812i,0.00075734+0.00029384i
-0.003627-0.00042954i,-0.0032358-0.00082635i,-0.0022025-0.0016125i,-0.0018465-0.00056248i,-0.0019359+0.0010347i,-0.00075904+0.0014332i,-0.00036365+0.00054711i,-0.0012976+0.00039775i,-0.0015063+0.0011172i,-0.0014294+0.00084364i,-0.00085032+0.00045379i,-0.00027038+0.0007253i,-0.00029418+0.00042361i,-0.00042186-0.0001211i,-0.00066842-2.2168e-05i,-0.000472+0.00041917i,0.00073183+9.6883e-05i,0.0007842+0.00010792i,0.00072048+0.00082412i,0.00033834+0.0013295i,-0.00036785+0.00077775i,-0.00059445+5.7309e-05i,-0.00068199-0.0005136i
-0.00078722+0.00053888i,-0.0010274+0.0016636i,-0.0013872+0.00078493i,-0.00084135-1.1845e-06i,-0.00040178+0.0013562i,-0.00087317+0.0016749i,-0.00087522+0.00051109i,-0.00048518+0.00049236i,0.00018161+0.00081591i,0.00060028+0.00071702i,0.00033939+0.00013593i,0.00086766+0.00010549i,0.00091747+8.2443e-05i,0.00054738+0.00054019i,0.00080705+0.00083922i,0.00041406+0.00021879i,-0.00032451+0.00038261i,-0.00066413+0.00016839i,-0.00063562+0.0006251i,-0.00087558+0.0011495i,-0.00041463+0.00059534i,-0.00087682-4.9731e-06i,-0.00074627-0.00041467i
0.00032241+0.0019239i,0.00074094+0.0022041i,4.6676e-05+0.001911i,0.00054981+0.0019174i,0.0005296+0.0019363i,0.00019392+0.00098328i,-0.00037435+9.2552e-05i,-0.0010821+0.00038429i,-0.001026+0.0005125i,-0.001236+0.0001685i,-0.0013071+0.00012717i,-0.001409+0.00027079i,-0.00068587-0.00053001i,-0.00048908-0.00022356i,-0.00035709+0.00070139i,-0.00013919+0.0007386i,-0.0002121+0.00069073i,-0.0007992+0.00031585i,-0.0007822+0.00043125i,-0.00066719+0.0014936i,-0.00086923+0.0012956i,-0.0008549+8.2727e-05i,-0.0009635-0.00053854i
0.0016232-9.2265e-05i,0.0011951-0.0016361i,0.0020836-0.0036317i,0.00026177-0.0034401i,-0.0024374-0.0017981i,-0.0028162-0.00056895i,-0.0020676-2.4524e-05i,-0.0010168-0.00017417i,-0.00052296-0.00046921i,-0.00063675-0.0001191i,-0.00079077+0.00022164i,-0.00084694+0.00057444i,-0.00079602+0.00079471i,-0.00020007+0.00048143i,-2.232e-05+0.00014571i,-0.00030652-0.00071651i,4.6564e-05-0.0001987i,0.00030075+0.00064214i,1.5132e-05+0.00021117i,1.8301e-05-0.00022023i,1.7325e-05-0.00032488i,-0.00063207+0.00015419i,-0.00063975+0.00043317i
0.0020022+0.00017424i,0.0019139-0.000663i,0.0022026-0.00022523i,0.0013348+0.0002486i,0.00077957+3.3679e-05i,0.00092614+0.00028031i,0.00054705+0.0003435i,-0.00028335+0.0005542i,-0.00044967+0.00087251i,-0.00010551+0.00029917i,0.00014631-0.00064116i,-0.0001595-0.00021588i,-0.00025058-0.00040284i,9.9601e-05-0.00038971i,0.00029925-0.00016842i,-0.00013165-0.00031218i,-0.0003905+0.00035166i,-0.00017622+0.000564i,0.00024411-0.00018797i,0.00046666-0.00042369i,7.7755e-05+0.00034013i,-0.00013133+0.00091679i,-4.0267e-05+0.00040278i
0.00050073+0.002468i,0.00054054+0.00082013i,0.001441+0.00041161i,0.0016572+0.00093799i,0.00087995+0.0014326i,-0.00012641+0.00049292i,-0.00083691-0.00052004i,-0.0005209+0.00062964i,-0.0002114+0.00092172i,-0.00018793-0.00010369i,0.00039125+0.00040524i,0.0010048+0.00082012i,0.00092691+0.00023207i,0.0003478+0.00021724i,0.00018885+0.0001896i,5.3586e-06-0.00011785i,-0.0003607+3.4132e-06i,-0.00041563-0.00037035i,-0.00032463-0.00069237i,5.2197e-05+0.00024865i,-0.00027174-2.5362e-05i,-0.00024872-0.00089417i,7.5766e-05-0.00062353i
0.00021604+0.0015954i,-1.8825e-05+4.8061e-05i,-0.00061989-5.5499e-05i,-0.000206+2.0694e-05i,0.00049112+0.00025076i,0.00052347+0.00071834i,-0.00033099+0.00082103i,-0.00091905+0.000139i,-0.00058039+5.3027e-05i,4.7558e-06+5.2727e-06i,0.00031415-0.00030025i,0.00071347+0.00030074i,0.00050605+0.0010013i,0.00050622+0.00046309i,0.00049559-0.00035135i,0.0002526+0.000111i,0.00021997+0.0002585i,0.00016145+5.1712e-05i,-0.00019975+0.00019427i,-0.00066964-0.00041885i,-0.00028629-0.0011035i,-0.0001714-0.00073465i,-0.00067273-3.7056e-05i
0.00056911+0.0004574i,0.00049561+0.00082775i,0.00061605+0.0012401i,0.00065376+0.00094816i,-0.00052612+0.0011484i,-0.0010735+0.0015307i,-0.00070621+0.00064797i,-0.00067217-0.00033535i,-0.00045611-0.00087868i,-0.00024626-0.00030782i,-0.0003587+0.00047376i,-0.00032671-0.00041008i,-0.00037771-0.0011295i,-0.00026471-0.00040452i,0.00025361-0.00019035i,-0.00029519-0.00021439i,-0.0011969+8.5513e-06i,-0.0011826-1.4603e-05i,-0.00099012+0.00014482i,-0.00044374-0.00047046i,0.00032668-1.1488e-05i,0.0004119+0.00068899i,3.1674e-06+0.00103i
-0.00098133+0.0010157i,-0.0011187+0.00038714i,-0.00081814+0.00028418i,-0.00038214+0.00086754i,0.00018594+0.00090684i,-7.7052e-05+0.00018696i,-0.00088298-0.00067029i,-0.0004683-0.00063152i,-0.00067748-0.00016355i,-0.00069858+0.00020121i,1.1863e-05+0.00028067i,-0.00040383+0.00050875i,-0.00071584+0.00020761i,-0.0004681+0.00053169i,-0.00017314+0.00039084i,-0.00059934-0.00044687i,-0.0014878-0.0006058i,-0.0016702-0.00057046i,1.9583e-05+0.00033407i,0.0003707+0.00062785i,-0.00024612-7.7741e-05i,0.00011393+0.00021136i,0.00045499+0.00050982i
0.00053109+0.00090649i,-7.6152e-05+0.00015482i,0.00056801-0.00079092i,0.00071776-0.0011801i,0.00010823-0.00091564i,-0.00080575-0.00024718i,-0.0011468-0.00033902i,-0.00099605-9.7181e-05i,-0.0012839+0.00091496i,-0.00099493+0.0010006i,6.1676e-05+0.00042482i,2.3349e-05+0.00014204i,-0.00068408-0.00011226i,-0.00079462+3.4536e-05i,-0.00068228+0.00062321i,-0.00049603+0.0011913i,5.2664e-06+0.0010722i,-0.00065399+0.00061576i,-0.00081347+0.00029415i,4.9234e-05+0.00079635i,0.00072061+0.0013331i,0.00070703+0.0010967i,-0.00035055+0.00053255i
0.00079702+0.0013166i,0.00074282+0.00030337i,0.000706+0.00028122i,0.0010893+0.00017747i,0.0011539-0.00049041i,0.00024069-0.00097708i,-0.00079708-0.00035017i,-0.00035784+0.00015244i,0.00020246+0.00016249i,0.00035671-0.0005191i,0.00088797-0.00053998i,0.0011253-0.00027088i,0.0010707-0.00058176i,0.00028485-0.001326i,0.00014921-0.001013i,0.0007112-0.00011802i,0.00048189-0.00028815i,0.00018919-0.00039233i,-0.00016747-0.00075937i,-0.00050181-0.00079486i,8.6277e-05-9.4884e-05i,0.00022162+0.00014532i,-0.00032693+0.00028915i
-0.0017042-0.00099174i,-0.0006868-0.0012395i,-0.0010459-0.00053387i,-0.0016378+0.00070438i,-0.0011386+0.0010137i,-6.523e-05+0.0012002i,-0.00035818+0.00096962i,-0.0010322-0.00013999i,-0.0011308-0.00015019i,-0.00076176+0.00038387i,1.8678e-05+0.00034029i,-0.0002464+7.1374e-05i,-0.00099881+8.0776e-05i,-0.00093256-0.00024814i,-0.001051-0.00029182i,-0.00069648+0.00036355i,-0.0003966+0.0010887i,-0.00086991+0.00053432i,-0.0008348-6.8153e-05i,-0.00063663-7.4978e-07i,-0.00091718-0.00022934i,-0.00084526-0.00042251i,-0.00062535-0.00029872i
-9.8312e-05-0.0011096i,-0.00071997-0.0015435i,-0.00088102-0.0011875i,-0.0002607-0.00035523i,0.00081065+0.00017639i,4.5422e-05+0.00078228i,-0.00090876+0.00018954i,-0.00084754+0.00010421i,-0.00070747+0.0005224i,-0.0007209+0.00086363i,-0.00077381+0.00050151i,-0.00086476+0.000127i,-0.0010229+0.00024503i,-0.00060532-0.00045918i,0.00014443+7.1845e-05i,0.00036637+0.00080509i,0.00026532+0.00065592i,0.00028586+0.00051908i,0.00044325+0.00049059i,0.00075263+0.00084392i,0.00041716+0.00076032i,0.00050508-0.0001516i,0.00051921+0.00012094i
-0.00079142+0.00033415i,0.00051046+0.0010364i,0.0011399+0.0023295i,0.00058693+0.0022353i,0.00020779+0.0016001i,-0.00010038+0.0012089i,-0.00045708+0.0014294i,-0.0009851+0.0015871i,-0.0006745+0.0019526i,0.00037388+0.001412i,0.00038307+0.00051665i,0.00045808+0.0009502i,0.00034434+0.0010752i,0.00037606+0.0002352i,0.00061024-0.00034944i,-0.00011012-0.00022849i,-0.00026427-0.00043817i,0.00032815-0.00031616i,0.00013402+0.0010834i,-0.00032181+0.0012933i,-0.00082959+0.00081918i,-0.00038799+0.00059522i,-0.00017277+0.00027564i
0.00032397-0.0028604i,-0.00051879-0.0032246i,-0.00053717-0.0037198i,-0.00080681-0.0033232i,-0.0015127-0.0019789i,-0.00085399-0.0012315i,-0.00011453-0.0014066i,-0.00071335-0.00098955i,-0.0009412+0.00023775i,-0.0012345+0.00080912i,-0.0010196+0.00050713i,-8.5279e-05+0.00079388i,-0.00016411+0.00053964i,-0.00064666-0.00068821i,-0.00071672-0.00072284i,-0.00072479-0.00016145i,-0.00034035-8.8772e-05i,-0.00016958-7.0074e-05i,-0.00056229+7.7672e-05i,-0.00030745-0.00067256i,0.00018764-0.0010652i,9.5218e-05-0.0003954i,-0.00038085+6.7698e-05i
0.0010191-0.00037818i,0.0014444-0.00050746i,0.0010925-0.00062541i,0.0010271-0.00043372i,-3.9909e-06-0.00082263i,-0.00077059-0.00048792i,-0.0014078+3.5559e-05i,-0.0013409-0.00026327i,-0.00026495+0.00017439i,0.00012496+0.00096199i,0.00032984+0.00072923i,0.00037749+0.00021076i,0.00029258+0.00041486i,0.00074027+0.00073686i,7.6832e-05+0.00029773i,-0.00025131+0.00019878i,0.00088241-0.00014395i,0.00053497-3.2057e-05i,-0.0004533+0.00040523i,-0.00049102+0.00050899i,-0.00084933+0.00029168i,-0.0010523-7.815e-05i,-0.00051113-0.00019853i
-0.0021872+0.0012403i,-0.0025011+0.0011944i,-0.0026699+0.0010546i,-0.0021019+0.00039321i,-0.00054382+0.00043153i,0.00037722+0.00021091i,-0.00053596-0.00041679i,-0.0012706-0.00041594i,-0.0010532+0.00039014i,-0.001393+0.00075865i,-0.001279+0.00040745i,-0.00023437+0.00085101i,0.00023963+0.0014383i,-0.00010291+0.0013697i,0.00052805+0.00022996i,0.001126-0.00060382i,0.0010678-0.00055903i,0.00083824-0.00017414i,0.00016723+0.00024692i,0.00014653+0.00013627i,-0.00010514-0.00019413i,-0.00011312-4.6744e-05i,0.00042149+0.00039884i
-0.00024441-0.0024562i,-0.0012195-0.0017283i,-0.00055915-0.0016697i,0.00018688-0.00055517i,-0.00025995+0.00042065i,-0.00031637+0.00037587i,-0.00050423+0.000919i,-0.00092829+0.00086493i,-0.00085753+0.00040472i,-0.00015734+0.00027658i,1.1e-05+0.00016261i,0.00036487+0.00029555i,0.0004774+0.00067412i,0.00026122+0.00079231i,0.0001074+0.00078057i,-0.00010664-5.4559e-05i,-7.5301e-05-0.00054426i,-0.00054261-0.00019243i,-0.00046858-0.00036458i,-0.00019144+0.00014769i,-0.00011593+0.0005877i,0.00033578+0.00098875i,-0.00072142+0.0012126i
0.0015821-0.00079234i,0.0021673-0.0015303i,0.0012728-0.00075677i,-7.6437e-05+0.00033628i,0.00013233+0.00045322i,0.00026869+0.00020916i,-0.0004079-0.00064759i,-0.00087838-0.0012209i,-0.00050237-0.0010695i,-0.00010762-0.00010212i,-0.00035661+0.0006467i,-0.00034685+0.00069469i,-0.00032+0.00087946i,-0.00069005+0.0014599i,-0.00050102+0.0011487i,6.7467e-05+0.00030441i,0.0003935+0.000326i,8.7219e-05-4.4203e-05i,-0.00023908-0.00029001i,-0.00043177+0.00022645i,-0.00054651+5.7789e-05i,2.4698e-05-0.00017856i,0.00015541+9.1229e-05i
-0.0011122-0.00081211i,-0.0016047-0.00017686i,-0.0018669+0.00023633i,-0.0019389-8.9507e-05i,-0.0022907-0.00094586i,-0.0018314-0.00083937i,-0.0015388-0.00043545i,-0.0014265+0.00068775i,-0.00099878+0.0017454i,-0.0004919+0.0015615i,-7.6144e-05+0.00072445i,-0.00025154+0.00091535i,0.0002775+0.0010279i,0.00089127-0.00028727i,0.00059223-0.00078068i,0.00023334-0.00046344i,-0.00036132-0.0004332i,-0.00054961-0.00066939i,0.00036492-0.00033113i,0.00086673+0.00049435i,0.00037149+0.00056564i,8.6717e-05-7.7682e-05i,8.7085e-05-0.00016735i
0.00037969+0.00119i,-0.0004144+0.0011332i,-0.00068478+0.00034631i,5.2633e-06+0.00049645i,0.00025518+0.00087626i,0.00017398+0.00069196i,-0.00052719+0.00050694i,-0.0008904+0.00071423i,-0.0003893+0.00099747i,-0.00033108+0.00040086i,-0.00031606-0.00011821i,-0.00031343+0.00014172i,-0.00025517-3.5712e-05i,-9.0417e-05-0.00044757i,0.00014878-0.00031688i,0.00039495+0.00020501i,0.0010025-0.00026546i,0.0012659-0.00078232i,0.00091771-0.00063007i,0.0010922-0.0002915i,0.00022598-9.1468e-05i,-0.000746+0.00016227i,-0.00054188-2.0007e-05i
