-0.00052085-0.00015247i,-0.00016193-0.0011126i,-0.0016077-0.0029969i,-0.0026952-0.0030423i,-0.00272-0.0014077i,-0.0021465+0.00072666i,-0.00095628+0.0015333i,-8.3908e-05+0.00084588i,0.00092323+0.00083399i,0.0011894+0.0009246i,0.00014868+6.3436e-06i,0.00024993-0.00042669i,0.00072604-4.7139e-05i,2.6456e-06-0.00075613i,-0.00056054-0.00075829i,-0.00038173+0.00012043i,0.00018998+0.00058428i,0.00040057+0.0003677i,0.0005621-0.00062157i,-2.871e-05-0.00029458i,-0.00058179+0.00053466i,-0.00035137+0.00036866i,-0.00037713+0.00017389i
-0.00025273+0.00030366i,0.0001036+0.00017677i,0.00044478+0.00036509i,-0.00032933+0.00016588i,-0.0011881+0.00031493i,-0.00081206+0.0007632i,-0.0003702+3.1128e-05i,-0.00043488-0.0012555i,-0.00053559-0.0011975i,-0.00089072+9.5315e-06i,-0.00074741-0.00019113i,-0.00029638-0.00034106i,-3.117e-05+0.0003198i,-0.00033016-0.00013481i,-0.00035018-0.00070046i,0.00020054-0.000648i,0.00030918-0.00043363i,0.00072794-0.00013086i,0.00015592-0.00047483i,-0.0005263-0.00083327i,-0.0003729-0.00051236i,-0.00049189+9.9882e-05i,-0.00049802+0.00038796i
0.0022157-9.833e-05i,0.0030738-0.00091165i,0.0015885-0.003021i,-0.00033383-0.0038054i,-0.0012233-0.0018421i,-0.00097274-0.00021405i,-0.00020345+0.00063581i,-0.00024912+0.0006906i,-0.00012885+1.3388e-07i,0.00013437-0.00046707i,-0.00015129-0.00044767i,-0.00070283+0.00033911i,-0.00088358+0.00085127i,0.00010571+0.00066469i,0.00026845+0.00062804i,-0.00069939-4.4323e-06i,-0.00055331+3.2271e-05i,-0.00039038+0.00077683i,-0.0010773+0.00045457i,-0.00124+0.00038448i,-0.00046601+0.00084363i,-0.00032251+0.00062669i,-0.00058447+0.00059682i
0.0029148+0.0020259i,0.004406-3.2567e-05i,0.0051553-0.0018875i,0.003919-0.0020756i,0.001795-0.00076192i,0.00040901+1.8608e-05i,-0.00016856-0.00032081i,-0.00015216+0.00017316i,-0.00013036+0.00054635i,-0.00027229+0.00017013i,0.00031599+0.00021139i,0.0011138+2.0393e-06i,0.00048452-0.00049329i,-0.0013462-0.00029453i,-0.001351-0.00038224i,-0.00056336-0.00046594i,-0.00070087+8.1183e-05i,-0.00028067+0.00070034i,0.00016533+0.0010461i,8.9038e-05+0.0010559i,-0.00031248+0.00022745i,-0.00068769-0.00033333i,-0.00088326+0.0005307i
0.0035102-0.00082669i,0.0043963-0.0017963i,0.0040597-0.003421i,0.001492-0.0039276i,-0.00162-0.0021282i,-0.001651+0.00096643i,0.00014276+0.0016881i,0.0006323+0.00058655i,-0.00021061+0.00026854i,-0.0013272+0.00043485i,-0.0014635+0.00072911i,-0.00026466+0.0010387i,0.00030039+0.0011623i,-0.00012359+0.0010573i,-0.00061323+0.001155i,-0.0010103+0.00083904i,-0.00038875-4.8907e-05i,5.2099e-05-0.00061019i,0.00047724-0.00080325i,0.000763-0.00033386i,0.0006784-0.0003778i,3.7615e-06-0.00035939i,-0.00082149-0.00016297i
-0.001158+0.0013496i,0.0010778+0.001313i,0.0024738+0.00034423i,0.0015279+0.00018723i,-0.0012431+0.0011448i,-0.0019688+0.0020652i,-7.7245e-05+0.0021442i,0.00051353+0.00057151i,8.7994e-05-0.0010114i,-0.00022132-0.00062885i,-0.00028847-8.4078e-05i,-0.00010639-8.2489e-05i,0.00031175+0.00020998i,0.00038274+2.0112e-05i,-0.00011707-0.00028015i,0.00050185+0.00075334i,0.00073965+0.0011259i,0.00068614+0.00031344i,0.00019094+0.00016812i,-0.0003021-0.00015605i,-0.00066853-0.00079309i,-0.0012403-0.00036704i,-0.001221+0.00010257i
-0.00034973+0.00045569i,0.00034209+0.00066115i,0.0013005-0.00043212i,-1.6635e-05-0.0011577i,-0.0014327-0.0008864i,-0.0006617+0.00025319i,0.00060297+0.0009526i,0.00082477+0.00072532i,-0.00031585-0.00036635i,-0.00073209-0.00060188i,-6.8966e-05-0.00019282i,4.6236e-05+0.00023177i,-0.00023264+0.00075174i,-0.00014422+0.00089956i,-0.00019643+0.0014174i,0.00031998+0.0015174i,0.00081943+0.00073104i,0.00042765+0.00014064i,-0.00029177+0.00024584i,-0.00035697+0.00081869i,-0.00067413+0.00053078i,-0.0010323+8.6617e-07i,-0.0010957-0.00020604i
-0.00023678+0.001604i,0.00031-4.9973e-05i,0.00031772-0.0015758i,-0.00070849-0.0022291i,-0.0010731-0.0012735i,0.00020905-0.00050324i,0.0010133+3.3044e-05i,-8.4795e-05+0.00033601i,-0.00085869-0.00067431i,-0.00032824-0.0003751i,-0.00012258-0.00025248i,-0.00014055-0.00025491i,-0.00034279-7.1966e-05i,-0.00033369-1.9562e-05i,0.00020965+0.00015068i,0.00096233+0.00030781i,0.0010333+0.00061142i,0.00010287+0.00023719i,-0.00041567-0.00015136i,-0.00041516-0.00056446i,-0.00071896-0.00082301i,-0.001112-0.00014541i,-0.0012575+0.00028107i
-0.001002-2.0743e-05i,0.00051038+0.00099475i,0.0023968-0.00030122i,0.0024339-0.0014661i,0.00049625-0.00075297i,-0.00034197+0.0014788i,0.00082978+0.0019196i,0.0013382+0.00021255i,0.00022358-0.00023338i,-0.00048796+0.0003297i,-0.00032716+0.00049419i,-0.00012827+0.00055876i,-9.8403e-05+0.0010931i,-0.00011837+0.0015105i,-6.3447e-05+0.0012831i,-0.00028516+0.00083468i,0.00024409+0.00088888i,0.00066526+0.0005407i,0.00021526-4.5613e-05i,0.00022452-0.00010498i,-0.0002532-0.00037205i,-0.00040286-0.00045263i,5.9617e-05-0.0001304i
-0.0003379-4.1467e-05i,0.001324+0.00052129i,0.0015738+0.00060705i,0.00081045+0.00019333i,0.00012337+0.00021947i,0.00010272+0.00098737i,0.0010516+0.00067668i,0.00098168+7.4467e-06i,0.00047625-0.00027581i,-0.0002624-7.3233e-05i,-0.00048097-0.00043956i,0.00010932-0.00083809i,0.00051693-0.00011007i,0.00057992+0.00031243i,0.00075587-0.00025421i,0.0010089-4.2152e-05i,0.00060785+0.00020401i,-4.3808e-05-0.00062455i,-0.00060659-0.00049679i,-0.0013057-0.0002983i,-0.0011853-0.00037756i,-0.00037619+1.6396e-05i,-0.00011525+5.069e-05i
-0.00082201+0.0024884i,0.00071135+0.0015569i,0.0018425-0.00031326i,0.0014897-0.0022214i,0.00035718-0.0023561i,-0.00077263-0.0014112i,-0.0010115-0.0014453i,-0.00036665-0.002073i,-0.00016437-0.0018603i,-0.0010515-0.001387i,-0.0011152-0.00077943i,-0.00080468-7.9519e-05i,-0.00089969+0.00029023i,-0.00033323-0.00030464i,0.00081635-0.00018498i,0.00080201+0.00078315i,0.00040623+0.0008978i,0.00055952+0.00035401i,0.00025486+0.0001967i,-4.8252e-05+0.00027233i,-0.0005283+0.00075688i,-0.0010342+0.00084575i,-0.0011708-8.6337e-05i
0.00047809+0.0028665i,0.0020638+0.0031154i,0.0034587+0.00030916i,0.0025101-0.0019975i,-1.5047e-05-0.0017733i,-0.00039691-0.00044638i,5.0455e-05+0.0001036i,-0.00051181-0.00020167i,5.1129e-05-0.00055976i,0.00057103-0.001256i,3.5038e-05-0.0011473i,-0.00030383-0.00061426i,-0.0011503-0.00041696i,-0.0022924+0.00024704i,-0.0017094+0.00084283i,-0.00050367+0.00072267i,0.00014914+0.00044059i,0.00044004+0.00026995i,9.0057e-06+0.00013154i,5.5775e-05+0.00041037i,0.00021637+0.00044134i,6.5765e-05+0.00030533i,-0.00019295+0.00018573i
0.0010579+0.0023002i,0.0036328+0.0013909i,0.0048011-0.00018452i,0.0029075-0.0013206i,0.00044518-0.001286i,-0.00054184-8.6428e-05i,-0.00035008+0.0010755i,-0.00016469+0.0010718i,6.4565e-05+0.0010225i,0.00042932+0.00084814i,0.00026721+0.00039081i,-0.00021472+0.00050116i,-0.00052284+0.00068491i,-0.00033164+0.00052092i,-0.00027039-8.9544e-05i,0.00017881-0.00030621i,0.00017902+4.5366e-05i,0.0004365-0.00021957i,0.00053096-0.00036557i,0.00059392-0.00035831i,0.00088925-0.00061511i,0.00016502-0.00048961i,-0.00023901-0.00035206i
-0.00032161-0.00027935i,0.0015416-0.00031812i,0.0020514-0.0016952i,0.0012493-0.0021084i,0.00091067-0.0011451i,0.00040475+0.0004856i,0.00043064+0.00027096i,0.00037484-0.00061273i,-5.0298e-05-0.00041922i,0.00021101-0.00060369i,0.00065053-0.00086722i,0.00038779-0.00018283i,0.00021277-7.0755e-05i,0.00049264-1.3062e-05i,0.00066684+0.00059473i,0.00031202+0.00025326i,-2.5733e-05-2.1574e-05i,0.00013234+0.00020694i,0.0006144-1.0579e-05i,0.00079492-0.00014534i,-0.00019656-0.00026794i,-0.0011003-0.00034858i,-0.00057216-6.4778e-05i
0.0015476+0.0022491i,0.0023962+0.0025477i,0.0033473+0.00062162i,0.0026507-0.00092223i,-0.0001527+0.00030474i,-0.00073119+0.0013156i,0.00069306+0.0013062i,0.00025434+0.00010359i,-0.0003438-0.0010777i,-0.00019917-0.00073567i,-0.00028477-9.8492e-07i,-0.000371-0.00014394i,-0.00055362-0.00052221i,-0.00033382-0.00055792i,-5.4864e-05-0.00024339i,0.00021952+6.0565e-05i,0.0002479+0.00078732i,-0.00021209+0.0007327i,-0.00057942+0.0008383i,-0.00064648+0.0013507i,-0.00012093+0.00093223i,0.00036533-9.497e-05i,-0.00036131-0.00045469i
0.0011779+0.00047419i,0.0016096+0.0011421i,0.001529-0.00029225i,0.0004018-0.0011191i,-0.0012245-0.00042681i,-0.0014742-5.2238e-06i,-0.00033399+6.3397e-05i,0.00015011+3.4797e-05i,-0.00072371-6.9517e-05i,-0.00076159-8.3455e-05i,-0.00060735+0.0005598i,-0.00097118+0.00094962i,-0.00078845+0.00099465i,0.00021115+0.00096475i,0.00080844+0.0015744i,0.00039277+0.0014778i,0.00030259+0.0010883i,0.00056246+0.00083473i,1.765e-05+0.00028708i,-6.3838e-05+0.00074773i,0.00010029+0.00074243i,-0.00016771-0.00051248i,0.00014082-0.00056479i
0.00036439+0.00084146i,0.00084937+0.00023331i,0.00011964-0.0012149i,-0.00075874-0.0020161i,-0.00135-0.00088883i,-0.00086564+0.0002248i,0.00019549+0.000395i,0.00036344-0.00017176i,-0.00018545-0.0005876i,-9.8505e-05+0.00027437i,-0.0005784+0.0012688i,-0.00083587+0.0011754i,1.1319e-05+0.00092143i,7.5254e-05+0.00063731i,6.3384e-05+0.00061912i,0.00016813+0.0011134i,0.00020988+0.001587i,0.00078706+0.0011713i,0.00054005+0.00032533i,1.3029e-05+0.00017642i,-0.00047394+0.00018836i,-0.00039021-1.6918e-05i,0.00027362+4.437e-05i
0.0018082+0.0023814i,0.0029259+0.001784i,0.0031741-0.0016076i,0.0020445-0.0039513i,0.00062359-0.0035671i,-0.00011742-0.0018115i,-0.00010511-6.5026e-05i,-0.00052023+0.00060532i,-0.0011395+0.00060039i,-0.00066746+0.00041136i,-0.00030814-0.00038091i,-0.00011182-0.00041177i,0.00028707-0.00081986i,0.00051815-0.0014434i,-0.00052849-0.00029004i,-0.0012263+0.00068683i,-0.00012982+0.00080125i,0.00067222+0.00069029i,0.00030192+0.00045712i,-0.00010255+0.00037672i,-3.8367e-05+0.00032898i,0.00013777-0.00027051i,1.4726e-05-0.0010219i
0.001376+0.0011595i,0.0038397+0.00076923i,0.0043797-0.00055715i,0.0023969-0.0016892i,0.00069168-9.4704e-05i,0.00032975+0.0013086i,0.00050885+6.7081e-05i,0.00077436-0.00085356i,0.00074331-0.0004395i,-0.00010633-0.00043392i,-0.00055901-0.00080068i,9.722e-05-0.0001712i,0.00051985+0.00059008i,-0.00046554+0.00058498i,-0.00084289+0.00025489i,-0.00011513+0.00029381i,0.00059781+0.00011197i,0.00077976+0.0002368i,0.00027753+0.00039993i,-0.00040621+0.00021286i,-0.00045644-6.4092e-05i,-0.00014467-0.00042848i,0.00049546-0.00062263i
0.001972+0.0010311i,0.0023095-0.00042535i,0.0024284-0.0029578i,0.0010659-0.0035751i,-0.00095734-0.0018147i,-0.0012496+3.1822e-05i,-0.0010478+0.00062608i,-0.0013153+1.0947e-05i,-0.0016361-0.00095612i,-0.0014672-9.472e-05i,-0.0015101+0.0015779i,-0.0015251+0.0017331i,-0.001019+0.0011758i,-0.00044978+0.0011231i,-0.00050661+0.00065757i,-0.00051827+0.00041613i,0.00095415+0.00052604i,0.0012815+0.00030996i,0.00043889+0.00019506i,0.000585+5.9095e-06i,0.00071053-4.58e-05i,-0.00016828-0.00019971i,-0.0005767-0.00097656i
-0.00046009+0.0017744i,0.0015372+0.0015062i,0.0032081-0.00040733i,0.0017743-0.0010307i,0.00015435-0.00048691i,0.00031317+0.00047885i,0.00093611+0.00069229i,0.00034896+0.00069757i,-0.00088178+0.00075759i,-0.00063023+0.00059347i,0.00015322+0.00073151i,0.00022513+0.00038933i,0.00016971+0.00030362i,-0.00010599+0.00087936i,-0.00043079+0.0010971i,9.4054e-05+0.00065627i,0.00072502+0.00041477i,0.001039+8.1998e-05i,0.0012227-0.00056942i,0.00034577-0.00054568i,-0.00079672+0.00022498i,-0.00054936+0.0003136i,0.00070278-0.00038892i
0.00013389+0.00079593i,0.00080744+0.00083752i,0.00048687-0.00011915i,-0.00092433-0.00073542i,-0.0015172-0.00055127i,-0.00085213-0.00037933i,0.00061599+4.1102e-05i,0.00074349+5.2681e-05i,0.00076786-0.00040672i,0.00083159-0.00040676i,0.00089415-0.00055814i,0.0004384-0.0010524i,-6.4074e-05-0.0011046i,5.3164e-05-0.00052548i,0.00034061-0.00016678i,0.00037833+0.00014405i,0.00053394+0.00049272i,0.00070485+0.00050768i,-1.0355e-05-6.5686e-05i,-0.00025451-0.00058258i,0.00045217-0.00011345i,0.00051883-9.1011e-05i,-0.00019409-0.00049071i
0.00070789+0.00085472i,0.0012275-0.00098985i,0.0022609-0.0038477i,0.0016733-0.0040512i,-0.00030892-0.0019537i,-0.00068454+8.3752e-06i,0.0005812+0.00045282i,0.00062358+0.00064057i,-0.00026273+3.9968e-05i,-0.0008259-0.0015089i,-0.00075555-0.0018192i,-0.0010611-0.00029215i,-0.001333+0.0006757i,-0.00086268+0.00023108i,-0.00019627+6.2084e-05i,-0.00044277+0.00031941i,-0.00039184+0.00040834i,0.00019432+1.4673e-05i,0.00081329+0.00054562i,0.00050543+0.0015484i,-0.00041272+0.00076554i,-0.00016506-0.00055637i,0.00092154-0.0007051i
-0.00055455+0.00055385i,-0.00011139+0.00087902i,0.002209-0.00097943i,0.0024842-0.0023999i,0.00021743-0.0018512i,-0.00061774-0.0009435i,-0.00094784-0.00060186i,-0.0010582-0.0014358i,-0.0009441-0.001085i,-0.0015121+0.00053242i,-0.0013399+0.0011785i,-0.00037024+0.00051324i,-0.00046596+0.00025777i,-0.00044357+0.00012379i,0.00053601+5.2259e-05i,0.00078664+0.00036211i,0.00042591+0.0010645i,-0.00021975+0.0015052i,-0.00060142+0.0002332i,-0.00061677+6.5222e-05i,-0.0005452+0.00084768i,-0.00018872-3.3363e-05i,-1.3549e-05-0.00070778i
0.0013494+0.00076537i,0.002129-0.00076039i,0.0011321-0.0024923i,-0.00063619-0.0023387i,-0.0011193-0.00062356i,-0.00019403+0.0010405i,0.0010853+0.00062737i,0.00086067-0.00073451i,-0.00012757-0.00056761i,-7.9701e-05+0.00047085i,0.00041824+0.0010732i,0.00086059+0.00074682i,0.0010799+3.1374e-06i,0.0005181-0.00030912i,0.00045097+1.5659e-05i,0.00083633+0.00059499i,0.00075192+0.0006523i,0.0002329+0.00046441i,0.00017447+0.00048182i,0.00062248+0.00072583i,0.00086897+0.0010661i,0.00059648+0.0014423i,0.00057232+0.0016651i
-0.00058427+0.0035342i,0.0020691+0.0031403i,0.0044154+0.0015367i,0.0036874-0.00038516i,0.0017162-0.0010153i,0.0012699-0.00081139i,0.0015559-0.00024621i,0.0012588-0.00019897i,0.00061877-0.00022113i,0.001091-0.00031352i,0.0015797-0.0004676i,0.0008433-0.00010807i,0.00013084-0.00040346i,-0.00061301-0.0013581i,-0.00079749-0.0013279i,-0.00025819-1.5194e-05i,0.00043615+0.00036086i,0.00019033-0.00024551i,-0.00035417-0.00021207i,0.00021202+0.00058022i,0.0003153+0.00077248i,0.00023772+0.00020297i,0.00067527-0.00083218i
-0.00012182+0.0011677i,0.000277+0.0013629i,0.00060882+0.0002215i,0.0004031-0.00099587i,-0.00045513-0.00063561i,-0.00042325+0.00077331i,0.00040599+0.00031989i,0.00089694-0.00060838i,0.0009158-0.00092152i,0.00042897-0.0014608i,-0.00035277-0.0013385i,-0.00043365-0.00091026i,0.00034688-0.00029687i,0.00074914+0.00024476i,0.00066731+0.00066896i,0.00068476+0.0012884i,-0.00029085+0.00099534i,-0.00064072+0.00050937i,0.00043598+0.00099333i,0.00065558+0.001281i,0.00051121+0.00072692i,0.00055044+3.4152e-05i,4.9068e-06-6.8008e-05i
0.0015249+0.0022866i,0.0038844+1.7631e-05i,0.0057336-0.0027144i,0.0036266-0.0039731i,0.00022605-0.0039812i,-0.00026551-0.0019265i,0.00048812-0.0013744i,0.00027808-0.0015232i,-0.00020965-0.00088665i,-0.00061498-0.00015421i,-0.0012492+0.00084782i,-0.0018171+0.0014695i,-0.0019126+0.00062816i,-0.0012317+0.00023493i,-0.00026711+0.00075542i,0.00039865+0.00073373i,0.00080917+0.00083216i,0.00076444+0.001558i,0.00035763+0.00097628i,0.00046923+0.00022059i,0.00053481+0.00030075i,3.3601e-05-0.00015246i,0.00014536-0.0010833i
0.0009199+0.002509i,0.0024829+0.0023778i,0.003872+0.00089243i,0.0031535-0.00036164i,0.00099919-0.00078429i,-0.00031909+0.00048694i,-0.00040036+0.00097956i,-0.00066023+0.0006238i,-0.0011146+0.00090602i,-0.00089506+0.00076531i,-8.3171e-05+0.0011916i,0.0003777+0.00138i,0.00021365+0.00065711i,-0.0006909-7.3491e-05i,-0.0012733-0.00019137i,-0.00086938+0.00058295i,-0.00042223+0.0012961i,-0.00079058+0.0014156i,-0.00055112+0.00061497i,0.00026316+0.00037198i,0.00055152-3.4741e-05i,0.00045608-0.00055361i,0.00033899-7.124e-05i
0.0025043+0.00096392i,0.0039044-0.00014613i,0.0034221-0.0013825i,0.0022896-0.0014255i,0.0011601+0.00051275i,0.00055675+0.0014845i,0.00054004+0.00087959i,0.00024668+0.00045196i,0.00030516-0.00019704i,0.0012282-0.0010584i,0.0012092-0.0011594i,0.00066777-0.0012889i,5.579e-05-0.0014127i,-0.00053954-0.00080059i,-0.00016957-0.00042894i,0.00068396+5.6138e-05i,0.0012039+0.0001439i,0.0014804+0.00041046i,0.0011523+0.00058055i,0.00039086+0.00058621i,-0.00057413+0.00089872i,-0.0005329+0.00048143i,-0.0003813+6.3257e-05i
0.0016981+0.0009165i,0.002814+0.00065997i,0.0031117-0.0010365i,0.0028538-0.0024992i,0.0010928-0.0022429i,0.00029653-0.0011891i,0.00097676-0.0010282i,0.0013859-0.0010633i,0.00084541-0.0014906i,-3.1174e-05-0.0017562i,-0.0005261-0.00083085i,-0.00040128+0.00020047i,-0.00033308+0.00022342i,-0.0003563-8.9908e-05i,-0.00043225-0.00067979i,-3.8097e-05-0.00019103i,0.00041572+0.00092344i,4.8061e-05+0.0013037i,-0.00093984+0.00092501i,-0.0011384+0.0004095i,-0.000984+5.6706e-05i,-0.00098144-5.7174e-05i,-6.6954e-05-0.00031212i
0.00016847+0.0010214i,0.00080259+0.0010741i,0.0014139-0.00023446i,1.5473e-05-0.0012236i,-0.001709-0.00049393i,-0.0011964+0.00015493i,4.9875e-05-0.00039466i,-0.00040164-0.00020942i,-0.001129-0.00031406i,-0.0012306-0.00023167i,-0.0016515+0.00061342i,-0.0015676+0.0002886i,-0.00030797-0.00058654i,0.00046657-0.00049467i,0.00089578-0.00017001i,0.00045069+0.00012404i,-0.00034705+0.00043603i,-9.8944e-05+0.000379i,0.00012576-5.2858e-05i,-0.00041994+4.8647e-05i,-0.00083273+0.00076718i,-0.00012122+0.00056653i,0.00053785-0.0001712i
0.0008274+0.0012158i,0.0019388+0.0011208i,0.0033121-0.00043589i,0.0035772-0.0013087i,0.0028362-0.00039303i,0.0014866+0.00029928i,5.4457e-05-0.00017376i,-0.00051414-0.00084002i,-0.0008161-0.00020863i,-0.0011425+0.0011655i,-0.0012048+0.0015608i,-0.00053277+0.00097953i,0.00091413+0.00016755i,0.0018354-0.00012124i,0.0012841-0.00013479i,0.00016115-0.00025864i,0.00061324+5.2103e-05i,0.00074997+0.00030123i,0.00011975-0.00012223i,-0.00010521-0.00074808i,-0.00034718-0.00032021i,-0.0008866-0.00022112i,-0.0011316-0.00082375i
0.00093434+0.0041592i,0.0019866+0.0033586i,0.0029418+0.00086614i,0.0022982-0.0011082i,0.0002428-0.00088564i,4.1183e-06+0.00055879i,-0.00033951+0.00053204i,-0.0011654-0.0007307i,-0.00082426-0.00049776i,0.00016877+0.00072768i,0.0004744+0.001i,-0.00033871-0.00028171i,-0.00053177-0.00097286i,-0.00048818-0.00027041i,-0.0011642+0.00014021i,-0.0012254+0.00035021i,0.00011216+0.00045387i,0.00049297+0.00049833i,-0.00010594-3.1919e-05i,2.2487e-05-0.00069704i,0.00011984-0.00097221i,-0.0002227-0.00058201i,-0.00034592-0.00061198i
0.0014544-0.0013792i,0.0016893-0.0018972i,0.00090127-0.0034989i,-0.0014719-0.0038669i,-0.0028212-0.002378i,-0.0016546-8.6567e-05i,0.00046885+0.00084587i,0.0014806+0.00055077i,0.0013408-0.00042119i,0.00052788-0.00043604i,-0.00030312+0.00022236i,-0.00049861+0.00036769i,-0.00038459+0.00058441i,0.00025027+0.00070613i,0.0011861+0.0012122i,0.0010706+0.0011946i,0.00032866+0.00020468i,-0.00017983-0.00052111i,-0.0001389+8.4767e-05i,1.5491e-05+0.00077206i,-0.0003542+0.00063552i,-0.00048635+0.00046823i,0.00015275+0.00047478i
0.00050377+0.0032224i,0.0027057+0.0029231i,0.0036854+0.0017515i,0.0027449+0.000232i,0.00094403-7.9696e-05i,0.00025892-0.0006425i,3.711e-06-0.0015913i,-0.00062311-0.0020057i,-0.0010626-0.002607i,-0.00089683-0.0027774i,-0.00091911-0.0015707i,-0.0010046-6.1805e-06i,-0.0010604+0.0001232i,-0.00069224-0.00022284i,0.00019288-0.00051677i,0.00040981-0.00046614i,0.00019501+0.00040101i,-9.2642e-05+0.0010253i,-0.00073085+0.00050508i,-0.00061942+0.00031252i,0.00012618+0.00048102i,0.00036262-0.0001679i,0.00037792-0.00052766i
0.0027096+0.00049536i,0.0030121-4.5077e-05i,0.0029101-0.0016216i,0.00064329-0.0024058i,-0.00079733-0.0011829i,-0.00073282+0.00094127i,0.00025454+0.0013431i,0.0009213-0.00024914i,0.00017992-0.00061261i,-0.00080302+0.00074338i,-0.00042091+0.0011791i,0.00039661+0.00055092i,0.0008288+0.00094923i,0.00070737+0.0012671i,0.00067467+0.0010098i,0.00044376+0.00047463i,-0.00040549-0.00033848i,-0.00055895-6.5685e-05i,3.146e-05+0.00079515i,0.00090228+0.0006613i,0.00075199-0.00012577i,0.00038785-0.0008013i,0.00030388-0.00050437i
-0.00084071+0.00077346i,0.00036853+0.0015355i,0.0010242-3.3973e-05i,0.0013121-0.0015295i,0.00084091-0.00094071i,0.00057779-0.00019531i,0.00097039-0.00027278i,0.00035919-0.00061681i,-0.00061471-0.00083291i,-0.00014803+6.295e-05i,0.00079807-7.6633e-05i,0.00098475-0.0010689i,0.00065656-0.0012014i,9.3537e-05-0.00064939i,-0.00038092-0.00037295i,-0.00045972-0.00036579i,-0.00013825+0.00012049i,-0.00033396+0.00033447i,-0.00078713+8.5011e-05i,-0.00071893+0.00041223i,-0.00069628+0.00072181i,-0.0010842+0.00051485i,-0.00078427+0.0003245i
-0.00077248-0.0013767i,-0.00050488-0.0018929i,-0.0010815-0.0025012i,-0.0021669-0.0016479i,-0.0024447+0.0011597i,-0.00048358+0.0026098i,0.0012818+0.0013333i,0.00094505-0.00034763i,0.00016071-0.00089478i,-0.00013309-0.00045552i,-0.00045923+0.00028495i,-0.00042154+0.0001018i,0.00045254-3.6294e-05i,0.0014776+0.00065886i,0.0016616+0.0011644i,0.00072088+0.00094583i,-0.00022629+0.00054587i,-0.00045601+0.00040078i,-0.0007831+0.0004159i,-0.00057588+0.00040148i,-0.0005048+0.00058292i,-0.00064763-2.4994e-05i,0.00016804-0.00019588i
0.00091492+0.0021544i,0.0033204+0.00023272i,0.0051461-0.0018786i,0.0037977-0.0028591i,0.0013877-0.002579i,0.00077101-0.0010049i,0.0015987-0.00033911i,0.0020254-0.00087036i,0.0011512-0.0011495i,-0.00042198-0.00058879i,-0.00083449+0.00026303i,-0.0011567+0.00043796i,-0.0011873+0.00034296i,-0.0012895+0.00039082i,-0.0015622+0.00050384i,-0.0010413+0.00097329i,-0.00070754+0.0013697i,-0.00038104+0.00056721i,-0.00038682+0.00076397i,-0.00049276+0.00077984i,-0.00081362-4.7606e-05i,-0.00068171-0.00060139i,0.00034307-0.00066678i
0.00051706+0.0019778i,0.0017003+0.0024431i,0.0032854+0.00062386i,0.0023571-0.001387i,0.00015276-0.0001757i,-0.00085008+0.0016457i,-0.00047602+0.0010567i,-0.00087001-0.00067884i,-0.001823-0.0010337i,-0.0012485+0.00035652i,0.00036957+0.00071307i,0.0011548+0.00058866i,0.0013615+0.0011959i,0.0014985+0.00059534i,0.0010718+0.00012201i,0.00038872+0.0010521i,5.9734e-05+0.0013479i,0.00023794+0.0008672i,0.00029706+5.2466e-05i,-0.00060687-0.00011105i,-0.0012355-0.00060373i,-0.00084048-0.0010226i,-0.00078756-0.00049022i
0.0015709+0.00306i,0.0039899+0.0021291i,0.0042869+0.00033316i,0.0020089-0.0017584i,0.00011224-0.0019298i,-4.1877e-05-0.00077597i,0.00044356-5.6555e-05i,0.00036931+4.6537e-05i,0.0004002+0.00020873i,0.00044509+0.00086022i,0.00048251+0.00023869i,0.00063468-0.00036111i,0.00092711-0.00014043i,0.00044507-0.00045056i,7.9176e-05-0.00048196i,9.6148e-05+0.00054277i,0.00037825+7.0093e-05i,0.00091091-0.00023039i,0.00089933+0.00023344i,0.00046891+0.00026418i,-6.2381e-06+5.5762e-05i,0.00014266-0.00030535i,0.00034269-0.00086757i
0.00054052+0.0018091i,0.002412+0.0012519i,0.0029728-0.00053457i,0.00025255-0.0016526i,-0.0025017-0.0012425i,-0.0017962-0.00050534i,-0.00029021-6.0582e-05i,-0.00014261-0.00060018i,-0.00017334-0.0012072i,-4.1964e-05-0.0010371i,-0.00019566-0.00082356i,-0.00028108-0.00018086i,-2.0943e-05-4.9433e-05i,0.00031407+6.2847e-05i,0.00032276+0.00074482i,0.00021719+0.0011489i,-0.00022494+0.0010579i,-0.00037654+0.00074112i,-0.00073746+0.00049794i,-0.0007389+0.00098306i,-0.0005346+0.0010054i,-0.00075432+0.00046584i,-0.00090588-0.00024444i
0.0018272+0.0020907i,0.0019007+0.0010053i,0.0015062-0.0014412i,0.00074997-0.0026147i,-0.00044818-0.0016865i,-0.00065217+0.00038224i,0.00035444+0.001432i,0.0010319+0.00059011i,0.00064358-0.00077179i,-0.00046624-0.0012561i,-0.00029693-0.00033507i,7.2681e-05+0.00071208i,0.00022732+0.00053607i,0.00070491+0.00050606i,0.00037628+0.0013791i,-0.00069182+0.0010605i,-0.00071349+0.00019436i,0.0001758+0.0001114i,0.00036147+0.00010414i,0.00012529-9.4435e-05i,-0.00033455-0.00013784i,-0.00048244-0.00021318i,-0.00039819-0.00090288i
