-0.0030314+0.0018319i,-0.0027027+0.0014259i,-0.0032131+0.0010109i,-0.0014851+0.0010058i,0.00064785+0.00092261i,0.0015083+0.00025657i,0.00027897+0.00084911i,-0.00021045+0.0014092i,0.00070121+0.0010351i,0.0011044+0.000682i,0.00097114+0.00028999i,0.00080243-0.00057598i,9.7803e-05-0.0012745i,3.8696e-05-0.0010535i,0.00014178-0.00025036i,3.1967e-05+0.0006379i,-9.8161e-05+0.00071377i,-0.00011058+0.00068043i,-0.00010063+0.00072859i,0.00034757+0.00076184i,0.00057134+0.00037666i,0.00012432+6.2977e-05i,7.0955e-05+3.9041e-05i
-0.58869+0.031567i,-0.88871+0.054112i,-0.83641+0.059066i,-0.54718-0.017846i,-0.32836-0.090426i,-0.16779-0.069157i,-0.02315-0.067672i,0.020952-0.11312i,0.010573-0.10681i,0.023962-0.059066i,0.042132-0.025498i,0.035781-0.017059i,-0.0030456-0.018661i,-0.036562-0.0081508i,-0.035186+0.0072029i,-0.021519+0.018533i,-0.01174+0.026092i,-0.0064743+0.025952i,-0.0047253+0.020291i,-0.0028541+0.0085216i,-0.003564-0.0058002i,-0.0079316-0.015023i,-0.012823-0.017255i
0.52363-0.037749i,0.8159-0.17186i,0.7411-0.27173i,0.42212-0.20357i,0.18679-0.08463i,0.038373-0.052856i,-0.054842-0.012286i,-0.038844+0.054563i,-0.00066034+0.05513i,-0.008122+0.024224i,-0.028329+0.0079296i,-0.034091+0.014053i,-0.016895+0.03102i,-0.0035387+0.02901i,-0.0040514+0.01755i,0.0045844+0.0056046i,0.014769-0.0081662i,0.014706-0.013135i,0.0092078-0.013207i,0.0018508-0.0096928i,-5.1629e-05+0.0015634i,0.0062222+0.016249i,0.011668+0.025622i
-0.39512+0.019669i,-0.56745+0.19568i,-0.47486+0.30521i,-0.21701+0.19973i,-0.026373+0.061318i,0.055046+0.061838i,0.072352+0.083313i,0.025447+0.064745i,-0.0072761+0.061983i,0.011092+0.039535i,0.018612-0.0043303i,0.011283-0.028112i,0.013271-0.030033i,0.023231-0.016408i,0.021743-0.0081588i,-0.002282-0.0077899i,-0.016848+0.0010403i,-0.0079247+0.0082766i,0.00079571+0.0087785i,0.0016306+0.0087616i,0.0022712+0.0015766i,-0.00033702-0.012929i,-0.0067183-0.020528i
0.19752+0.029773i,0.21229-0.10182i,0.076481-0.23714i,-0.13756-0.19216i,-0.25985-0.060293i,-0.23117-0.027699i,-0.15001-0.048815i,-0.064157-0.053186i,-0.0043499-0.056986i,0.0042022-0.042476i,0.0078903-0.0010228i,0.021681+0.026422i,0.022307+0.021858i,0.014679+0.0022032i,0.014424-0.0075919i,0.021407-0.0051331i,0.019639-0.0074543i,0.0037792-0.011222i,-0.0082022-0.009515i,-0.010265-0.0094625i,-0.012241-0.0058191i,-0.0097781+0.0060016i,0.0023747+0.012425i
0.011948-0.12085i,0.07074-0.068854i,0.17168+0.083365i,0.24989+0.12653i,0.24126+0.047855i,0.17251+0.014013i,0.12721+0.034663i,0.1144+0.043749i,0.094387+0.031308i,0.048231+0.019065i,-0.0039195+0.0097546i,-0.037204-0.0050049i,-0.046268-0.016388i,-0.042058-0.01764i,-0.034274-0.015742i,-0.019612-0.011719i,-0.0021071-0.0078291i,0.0035205-0.0092322i,-0.0033082-0.0069334i,-0.0038442+0.0024179i,0.0049692+0.005749i,0.006185-0.0014023i,-0.0027814-0.0044308i
-0.10545+0.25902i,-0.21842+0.28042i,-0.3242+0.15392i,-0.32246+0.056793i,-0.21892+0.035635i,-0.106-0.009173i,-0.065499-0.04937i,-0.076426-0.036174i,-0.074766-0.013088i,-0.044194-0.016636i,0.00056722-0.03101i,0.030299-0.032053i,0.028848-0.011274i,0.019626+0.014032i,0.014877+0.022133i,0.0058643+0.012197i,-0.0049358+0.0057532i,-0.004274+0.015414i,0.0096968+0.022942i,0.015508+0.014331i,0.0072758+0.0045798i,0.00063012+0.00057518i,-0.00023209-0.0049582i
0.088147-0.3003i,0.22453-0.34737i,0.3192-0.20015i,0.29679+0.024615i,0.2254+0.15496i,0.13758+0.15614i,0.072207+0.090847i,0.047995+0.016995i,0.030013-0.015173i,0.018385+0.011615i,0.016232+0.044976i,0.0078876+0.04869i,-0.0002716+0.035091i,-0.0012375+0.020953i,0.0023391+0.011913i,0.0074766+0.0074336i,0.0091289+0.0027632i,0.006474-0.0073473i,0.0007233-0.018742i,-6.6668e-05-0.021095i,0.0074375-0.016285i,0.01446-0.0075783i,0.015308+0.0031961i
-0.066497+0.25063i,-0.14856+0.37119i,-0.13231+0.28912i,-0.030474+0.0035915i,-0.0039439-0.24448i,-0.049961-0.27349i,-0.066931-0.15581i,-0.048836-0.048838i,-0.032701-0.0051494i,-0.032716-0.0094394i,-0.043695-0.021534i,-0.044379-0.011836i,-0.021545+0.0049304i,0.0037518+0.0049251i,0.005056-0.0032939i,-0.0049479-0.0012777i,-0.0055739+0.0052167i,-0.0015997+0.0067611i,-0.00019512+0.0056708i,-0.0046622+0.0038237i,-0.013701+0.0024425i,-0.020524-0.00046942i,-0.020875-0.0031898i
0.070502-0.18985i,0.060548-0.33613i,-0.027849-0.31584i,-0.10023-0.083827i,-0.070796+0.1436i,0.0096121+0.18613i,0.036916+0.10578i,0.011834+0.038688i,-0.00049128+0.014802i,0.013063+0.00012186i,0.026595-0.025803i,0.026629-0.05128i,0.012785-0.057303i,-0.0011794-0.041188i,-0.0041537-0.020158i,-0.0029849-0.0087877i,-0.0024998-0.00095146i,0.0011734+0.0076458i,0.0049069+0.012789i,0.0054059+0.013324i,0.0067231+0.01344i,0.012704+0.012683i,0.016314+0.0083845i
-0.052153+0.14013i,0.048837+0.22283i,0.21889+0.18419i,0.27969+0.0071441i,0.17675-0.14226i,0.029165-0.14209i,-0.038771-0.070932i,-0.021539-0.023527i,0.0044244-0.013546i,0.0066821+0.0020001i,0.0040812+0.039722i,0.0056364+0.070735i,0.011076+0.068898i,0.013148+0.03988i,0.0086821+0.013163i,0.0093711-0.0027501i,0.01056-0.018481i,0.0021353-0.03092i,-0.0073018-0.030166i,-0.0053733-0.01889i,0.0033007-0.0089923i,0.0063428-0.0029696i,0.0053081-0.00031975i
0.017954-0.072143i,-0.12925-0.069376i,-0.33587-0.037211i,-0.40839-0.01384i,-0.30758-0.0080809i,-0.15277-0.0029104i,-0.030182+0.0089888i,0.027789+0.021393i,0.039131+0.02948i,0.019387+0.01491i,-0.010541-0.012813i,-0.021668-0.038329i,-0.024491-0.048953i,-0.025414-0.03461i,-0.01962-0.015565i,-0.019211-0.0018902i,-0.01879+0.014556i,-0.0077501+0.025186i,0.0033345+0.021415i,0.0025438+0.010129i,-0.0075288+0.001819i,-0.014985-0.0019907i,-0.017995-0.0019906i
0.022124-0.024523i,0.14677-0.12046i,0.26942-0.17868i,0.28101-0.087794i,0.22349+0.035566i,0.14057+0.050591i,0.040394+0.023675i,-0.016205+0.014595i,-0.022111+0.0013309i,-0.0047771-0.0089099i,0.017994-0.0094909i,0.021554+0.00065199i,0.013087+0.018751i,0.0075138+0.024078i,0.0035677+0.015456i,0.0063908+0.0027897i,0.0066051-0.01086i,-0.005441-0.016221i,-0.015421-0.009449i,-0.012542-0.0024178i,-0.00087914-0.0026121i,0.010327-0.005336i,0.016451-0.0073894i
-0.035099+0.12965i,-0.098576+0.30843i,-0.13292+0.37734i,-0.13476+0.21384i,-0.15747+0.030327i,-0.14553+0.010474i,-0.067871+0.041528i,-0.010074+0.030154i,0.0015965+0.016096i,-0.0012727+0.018129i,-0.0011176+0.026612i,0.006749+0.025993i,0.015062+0.011549i,0.020016+0.0024745i,0.021233+0.0063163i,0.015999+0.014612i,0.0096947+0.021723i,0.010609+0.023641i,0.012404+0.019779i,0.0073914+0.014878i,-0.00174+0.01301i,-0.01156+0.013935i,-0.016067+0.01593i
-0.01935-0.19274i,-0.069968-0.37536i,-0.12517-0.37456i,-0.10918-0.15388i,-0.012304+0.0081898i,0.063489-0.016i,0.05111-0.072882i,0.013827-0.065858i,0.0028858-0.037585i,-0.0011776-0.024254i,-0.016003-0.025184i,-0.036493-0.025415i,-0.042338-0.011274i,-0.028118-0.0036576i,-0.01164-0.014027i,-0.0017417-0.022732i,0.0079795-0.02286i,0.015212-0.017551i,0.018317-0.011282i,0.01868-0.0074907i,0.015711-0.0080084i,0.012887-0.01191i,0.0096986-0.012485i
0.1133+0.21119i,0.25193+0.33324i,0.34705+0.29944i,0.32637+0.13138i,0.21265+0.023399i,0.082637+0.038866i,0.026537+0.072506i,0.023614+0.053288i,0.010165+0.014735i,0.0013378-0.0010514i,0.022074-0.0038049i,0.049183-0.0068017i,0.052381-0.012118i,0.02871-0.013355i,0.0050058-0.0053518i,-0.0052207-0.0007449i,-0.01346-0.0036586i,-0.019661-0.0070529i,-0.019638-0.0086106i,-0.013892-0.007661i,-0.0067984-0.0034057i,-0.0024325+0.0038853i,0.00098567+0.0065078i
-0.18457-0.12152i,-0.31133-0.12392i,-0.35552-0.072348i,-0.30756-0.01412i,-0.20952-0.0065404i,-0.10253-0.058891i,-0.043715-0.10282i,-0.028149-0.086174i,-0.012282-0.041937i,-0.0034343-0.0088662i,-0.011053+0.016072i,-0.025676+0.027188i,-0.03449+0.026991i,-0.023184+0.024623i,-0.0079731+0.020784i,-0.002125+0.022388i,0.007092+0.02223i,0.016574+0.011669i,0.016604-0.0017329i,0.008836-0.0069869i,-0.00029706-0.00058422i,-0.0022564+0.0063366i,0.0021047+0.0058936i
0.1542-0.050409i,0.20347-0.122i,0.21031-0.13545i,0.21762-0.070677i,0.20149-0.0044627i,0.12411+0.035268i,0.045213+0.062852i,0.015719+0.063733i,0.0077195+0.042598i,0.0030298+0.016655i,-0.0033401-0.0082874i,-0.0034481-0.019021i,0.00718-0.016612i,0.0082634-0.012782i,0.00066521-0.011503i,-0.0084828-0.017255i,-0.021517-0.019305i,-0.030282-0.0084272i,-0.028768+0.0036202i,-0.018452+0.0056373i,-0.005741-0.0033226i,-0.00217-0.015181i,-0.0075312-0.017097i
-0.0052125+0.16496i,0.051778+0.23763i,0.092134+0.17578i,0.041569-0.0099413i,-0.04638-0.14164i,-0.076071-0.1316i,-0.051926-0.072159i,-0.023197-0.030218i,-0.0049846-0.011513i,0.0017164-0.0065132i,0.0064103-0.0022893i,0.0081862+0.0027594i,0.0019554+0.008364i,0.0016492+0.0098247i,0.0085649+0.008502i,0.01861+0.013236i,0.028053+0.017857i,0.02536+0.014143i,0.013725+0.0093265i,0.0037376+0.0076521i,-0.00015432+0.0078023i,0.0033776+0.010041i,0.0080689+0.0088513i
-0.15872-0.12929i,-0.30954-0.17739i,-0.37938-0.10413i,-0.29199+0.062483i,-0.14046+0.15175i,-0.050268+0.11261i,-0.033162+0.05732i,-0.034575+0.043019i,-0.016781+0.038606i,0.0035578+0.022121i,0.00019684+0.0070327i,-0.010457+0.0043989i,-0.0053921+0.00070866i,-0.00016077-0.011017i,-0.0073442-0.019485i,-0.015664-0.021317i,-0.016849-0.018837i,-0.0089077-0.011272i,0.0027912-0.0038397i,0.008177+0.00048332i,0.0051361+0.0015256i,-0.003681+0.00061142i,-0.010372+0.0024688i
0.25011+0.012465i,0.4489-0.0029549i,0.51237-0.078399i,0.37872-0.18214i,0.19065-0.19674i,0.07429-0.10878i,0.047268-0.027712i,0.052992-0.013891i,0.031366-0.025576i,-0.0031235-0.017958i,-0.012124-0.0068852i,-0.0044148-0.0082994i,-0.0049245-0.0067359i,-0.0059452+0.0041854i,0.0028908+0.0090087i,0.011245+0.0062181i,0.013777+0.0050061i,0.011588+0.0048577i,0.0068033+0.0060403i,0.0041269+0.0063793i,0.0025629+0.0031372i,0.0038412+0.00099455i,0.0080347+6.2151e-05i
-0.2317+0.12841i,-0.41906+0.22719i,-0.50282+0.27844i,-0.4302+0.26548i,-0.29012+0.20028i,-0.16233+0.1014i,-0.079675+0.030458i,-0.03232+0.0083407i,0.00085195+0.0062537i,0.019811+0.0049928i,0.029024+0.0063881i,0.029578+0.0080865i,0.021513+0.0034204i,0.012334-0.0038086i,0.0054644-0.0029095i,0.0031095+0.0011841i,0.0025876-0.0034569i,0.0017123-0.012677i,0.0012318-0.019367i,-0.00082165-0.019038i,0.00038483-0.0095718i,0.0035338-0.0027006i,0.0032363-0.0025005i
0.10274-0.1986i,0.20261-0.31434i,0.29389-0.29898i,0.32576-0.16582i,0.28913-0.055599i,0.20576-0.018077i,0.1156-0.014576i,0.052616-0.014418i,0.017388-0.014459i,-0.0035927-0.010234i,-0.019472-0.0010537i,-0.028686+0.0034411i,-0.028905+0.0058277i,-0.021144+0.011316i,-0.01387+0.0096697i,-0.015437+0.0040245i,-0.018141+0.007985i,-0.016673+0.014303i,-0.012661+0.01389i,-0.0074413+0.009511i,-0.0069611+0.0050629i,-0.010051+0.00685i,-0.0072651+0.012142i
0.058382+0.15225i,0.055352+0.23006i,-0.023668+0.20268i,-0.13549+0.076269i,-0.20232-0.010251i,-0.17937+0.003555i,-0.098131+0.021456i,-0.046168+0.00010116i,-0.035614-0.0096182i,-0.019998+0.00034232i,0.006471-0.0011142i,0.022101-0.0073333i,0.025975-0.0022065i,0.02561+0.0018093i,0.023427-0.00022053i,0.022244-0.0047318i,0.018511-0.0096416i,0.011008-0.0063433i,0.0034826+0.00058157i,-0.0030481+0.0033154i,-0.0031377+0.00080521i,0.0022623-0.0080867i,0.00097539-0.017288i
-0.14542-0.0095008i,-0.19375-0.0019973i,-0.12523+0.038979i,0.03944+0.10904i,0.16938+0.1056i,0.17167+0.0032764i,0.080334-0.053375i,0.015687-0.01769i,0.019112+0.0095113i,0.023413-0.0050882i,0.003513-0.012781i,-0.015688-0.0040066i,-0.025721-0.00054732i,-0.028418-0.0032036i,-0.02704-0.0030917i,-0.023181+0.0035229i,-0.015103+0.010298i,-0.0062196+0.0067394i,-0.0021037+2.2254e-05i,-0.00038338-0.0011552i,0.0033809+0.0012551i,0.0055488+0.0075034i,0.0078479+0.012499i
0.10599-0.1427i,0.16202-0.23799i,0.15601-0.2977i,0.06904-0.30521i,-0.027694-0.21942i,-0.066976-0.066235i,-0.042178+0.02715i,-0.020317+0.024048i,-0.033538+0.012843i,-0.033909+0.024299i,-0.013899+0.023673i,0.0032241+0.013636i,0.019167+0.0090139i,0.028755+0.003114i,0.024292-0.0064326i,0.015658-0.014495i,0.010514-0.016349i,0.0085113-0.008389i,0.010115+0.0022633i,0.0099698+0.0062443i,0.0029652+0.0024272i,-0.0046643-0.003572i,-0.0092299-0.0071957i
0.030158+0.21089i,0.021918+0.35753i,-0.017121+0.4041i,-0.053817+0.32563i,-0.053125+0.18224i,-0.02647+0.038879i,-0.012075-0.030908i,0.006574-0.020672i,0.035448-0.0092293i,0.034827-0.024595i,0.011968-0.03342i,-0.0046549-0.030225i,-0.018084-0.024014i,-0.026497-0.012341i,-0.021727+0.0027174i,-0.011945+0.011131i,-0.0058693+0.0093357i,-0.0028137+0.00071083i,-0.0025355-0.0083784i,-0.0030102-0.011262i,-0.00052015-0.010217i,0.0011702-0.0088943i,0.0015582-0.0049125i
-0.14774-0.1521i,-0.22236-0.28977i,-0.18024-0.34728i,-0.036247-0.29092i,0.059501-0.20299i,0.03651-0.10593i,-0.00070992-0.0098281i,0.0062827+0.028333i,0.0098549+0.019629i,0.0012208+0.020184i,0.0037246+0.033604i,0.014127+0.037164i,0.020277+0.028251i,0.019513+0.017018i,0.013644+0.0076314i,0.0084705+0.002242i,0.005028+0.00043652i,5.4951e-05+0.0017275i,-0.0019884+0.0029505i,-0.00013463+0.0020764i,0.00066323+0.0048868i,0.0025776+0.010017i,0.0060109+0.0083723i
0.18573+0.032281i,0.30662+0.097174i,0.2731+0.14167i,0.064158+0.12878i,-0.09707+0.12014i,-0.072552+0.10675i,0.00097606+0.039464i,0.006491-0.011435i,-0.00442-0.006392i,0.0017526+0.0017366i,0.00054683-0.0078062i,-0.010113-0.018273i,-0.016358-0.018841i,-0.011652-0.012748i,-0.0027305-0.0086034i,0.00026317-0.0070468i,-0.0004332-0.0040519i,0.00093114-0.0016423i,0.0025329-0.0013711i,0.0016007-0.00047715i,-0.0015758+0.00068811i,-0.0057702+0.00099272i,-0.0081201+0.0038616i
-0.12165+0.085795i,-0.23531+0.11827i,-0.24488+0.12633i,-0.087669+0.10896i,0.032296+0.035301i,-0.0082265-0.04419i,-0.063469-0.034596i,-0.039191-0.0071358i,-0.0090514-0.026047i,-0.010594-0.033993i,-0.0097485-0.015222i,-0.0021396+0.002932i,0.0015841+0.015141i,0.0028889+0.018506i,0.0030716+0.012972i,0.0035263+0.0059004i,0.0040308+0.0026354i,-5.5626e-05+0.0041686i,-0.004951+0.0071737i,-0.0051365+0.0060239i,-0.00065908+0.00041491i,0.0053715-0.0050062i,0.010008-0.01059i
-0.016697-0.10256i,0.037446-0.1785i,0.086152-0.22155i,0.048041-0.20143i,0.011954-0.096874i,0.066751+0.01868i,0.10816+0.033385i,0.060027+0.0090238i,0.0084172+0.025834i,0.010641+0.038997i,0.021697+0.02091i,0.019041-7.2821e-05i,0.012172-0.014619i,0.0037953-0.022059i,-0.0045394-0.018641i,-0.0097745-0.010096i,-0.0086489-0.0030433i,-0.00067849-0.00029967i,0.0054547-0.00037321i,0.0036043+0.0008925i,-0.00053085+0.0047618i,-0.0029527+0.0085829i,-0.0042052+0.010895i
0.11187+0.021767i,0.12964+0.076834i,0.070749+0.15349i,0.010517+0.20956i,-0.016926+0.17235i,-0.063934+0.057414i,-0.10283-0.0060901i,-0.074338-0.010484i,-0.028483-0.025965i,-0.023144-0.037005i,-0.032092-0.023298i,-0.030615-0.0023738i,-0.021174+0.01512i,-0.008692+0.021529i,0.0021818+0.015422i,0.0095055+0.0068976i,0.010676-0.00020689i,0.004353-0.0038106i,-0.0016543-0.00089113i,-0.0014708+0.0030739i,0.00082925+0.00087809i,-0.0005194-0.0048383i,-0.0022933-0.0079167i
-0.10006+0.089926i,-0.14676+0.11109i,-0.083222+0.042693i,0.042492-0.093215i,0.10114-0.16049i,0.09992-0.091085i,0.10112-0.0052141i,0.079444+0.021616i,0.040754+0.02948i,0.027584+0.027213i,0.030571+0.009933i,0.029856-0.0094904i,0.02099-0.022307i,0.007089-0.022322i,-0.0059439-0.01476i,-0.013917-0.0080574i,-0.013819-0.0016659i,-0.0055216+0.0021656i,0.0036719-0.00062408i,0.0060875-0.006906i,0.0039506-0.0079786i,0.0013402-0.0052259i,-0.00212-0.0024139i
0.030416-0.14978i,0.050659-0.25538i,-0.008852-0.2474i,-0.11058-0.09411i,-0.11781+0.028558i,-0.062891+0.0052465i,-0.060394-0.045274i,-0.059973-0.030566i,-0.021099-0.0051792i,0.00030797+3.8055e-06i,-0.0046698+0.0063695i,-0.010861+0.016916i,-0.0095756+0.02369i,-0.0012666+0.021873i,0.0083644+0.016034i,0.013665+0.010237i,0.011729+0.0023066i,0.0031912-0.0052897i,-0.0047244-0.0076939i,-0.0081406-0.0043905i,-0.0079507+0.00030585i,-0.004874+0.0044526i,0.00060293+0.0070471i
0.049881+0.13421i,0.085495+0.28506i,0.15633+0.34451i,0.22184+0.21295i,0.16118+0.049309i,0.034617+0.023126i,0.0034876+0.058169i,0.021692+0.039225i,0.0017659+0.0029804i,-0.020651-0.0014232i,-0.018145+0.00087209i,-0.0093346-0.0047606i,-0.0024208-0.0082686i,0.0022486-0.0087182i,0.0017669-0.0098149i,-0.0032081-0.0088055i,-0.0057808-0.0032806i,-0.00126+0.0038502i,0.0045203+0.0068267i,0.0064012+0.0046042i,0.0050649+0.0013333i,0.00080702-0.00080968i,-0.0052959-0.0023299i
-0.083915-0.05732i,-0.16533-0.19402i,-0.25326-0.31905i,-0.29851-0.29616i,-0.21854-0.18565i,-0.069034-0.13401i,-0.0016817-0.12369i,0.0048784-0.077384i,0.024696-0.027522i,0.036958-0.0149i,0.028099-0.015251i,0.015779-0.012252i,0.0046566-0.0086099i,-0.0024697-0.0021385i,-0.00048237+0.0043732i,0.0056798+0.0064336i,0.0082692+0.0036986i,0.0040322-0.00060703i,-0.0028526-0.0023478i,-0.0056459-0.0020176i,-0.0013305-0.00046989i,0.0063678-8.5076e-05i,0.011234-0.0013675i
0.050424-0.0092756i,0.11792+0.08188i,0.19055+0.23986i,0.22429+0.31729i,0.15863+0.2634i,0.025295+0.19261i,-0.039373+0.15378i,-0.03186+0.093897i,-0.034158+0.02882i,-0.042991+0.0081815i,-0.033159+0.014098i,-0.014716+0.018947i,0.00062916+0.015214i,0.0069801+0.004671i,0.0040793-0.0057426i,-0.0014662-0.0098544i,-0.005305-0.0064331i,-0.0047079-6.2749e-05i,-3.5138e-05+0.0054152i,0.0027296+0.0067699i,0.00060211+0.0041771i,-0.0041777+0.0025694i,-0.0074437+0.0022735i
0.031354+0.033004i,0.030081-0.015633i,-0.013024-0.16788i,-0.085224-0.29246i,-0.10111-0.25756i,-0.025946-0.15931i,0.037997-0.11082i,0.038736-0.071513i,0.033339-0.025467i,0.035631-0.010257i,0.024742-0.01491i,0.006032-0.019042i,-0.0094622-0.016112i,-0.01438-0.006516i,-0.011153+0.0036893i,-0.0053384+0.010686i,0.0021297+0.011804i,0.0065489+0.0060999i,0.0053484-0.00092957i,0.0017684-0.0023482i,0.00031262+0.00076524i,0.0023025+0.0023876i,0.0042789+0.0013538i
-0.098721-0.0062558i,-0.18063+0.041431i,-0.19832+0.18781i,-0.10431+0.32452i,-0.0025767+0.28843i,-0.0030351+0.15881i,-0.048746+0.093722i,-0.051812+0.067585i,-0.03076+0.033588i,-0.017417+0.013727i,-0.0050043+0.0091371i,0.005915+0.0083816i,0.010983+0.0078596i,0.011857+0.0026074i,0.0092605-0.0064564i,0.0033256-0.013968i,-0.0041936-0.013922i,-0.0071166-0.0069532i,-0.0038595-0.0013688i,0.00092653-5.3565e-05i,0.0026345-0.00092355i,0.0014093-0.0015371i,0.00079297-0.0025207i
0.11161-0.043999i,0.24882-0.10907i,0.34795-0.22839i,0.30124-0.32037i,0.17284-0.25874i,0.10678-0.1158i,0.095851-0.048417i,0.060847-0.033792i,0.018011-0.0066146i,0.0028885+0.015288i,0.00091437+0.016007i,-0.0033841+0.0089727i,-0.0070082+0.0053408i,-0.0067864+0.0064293i,-0.0076832+0.010407i,-0.0066223+0.01517i,0.00042822+0.012837i,0.0051863+0.0023727i,0.0031389-0.0063512i,-0.0012953-0.0085635i,-0.0043277-0.0063055i,-0.0052965-0.0017104i,-0.0049877+0.0038435i
-0.081851+0.067226i,-0.23247+0.1495i,-0.38756+0.24359i,-0.39167+0.28133i,-0.25613+0.18912i,-0.14518+0.042017i,-0.10511-0.018394i,-0.060421-0.015409i,-0.012367-0.024253i,0.0022582-0.034676i,0.00052322-0.028843i,0.0005421-0.01883i,0.0013746-0.011297i,0.0038098-0.0067616i,0.0076368-0.0070521i,0.0069937-0.011202i,0.0011222-0.011336i,-0.0051271-0.0045435i,-0.0074575+0.0035732i,-0.0059235+0.0079362i,-0.0027941+0.0057391i,-0.0010494-0.0002061i,-0.00020275-0.0060946i
0.038758-0.047157i,0.16818-0.11298i,0.35851-0.18253i,0.43339-0.21241i,0.32369-0.15819i,0.18141-0.045805i,0.1138+0.025129i,0.073065+0.036329i,0.030249+0.036509i,0.0054363+0.03708i,-0.0013413+0.032745i,0.0032528+0.023941i,0.0097855+0.012058i,0.0079575+0.0050441i,0.0010822+0.0066358i,-0.0025426+0.010017i,-0.0012305+0.0094004i,0.0014002+0.0053596i,0.003492+0.00040332i,0.0046991-0.0034604i,0.0027964-0.003899i,0.0012957+0.00025925i,0.001838+0.0046968i
-0.013745-0.00032827i,-0.11641+0.010543i,-0.30983+0.028174i,-0.4308+0.045587i,-0.35296+0.031183i,-0.20766-0.025229i,-0.12452-0.062679i,-0.071135-0.053898i,-0.023681-0.041112i,-0.0025659-0.03901i,-0.0027035-0.033442i,-0.0086364-0.02302i,-0.012294-0.011352i,-0.0092457-0.004504i,-0.001462-0.0040806i,0.0043745-0.0070587i,0.004475-0.007734i,0.0017952-0.0042796i,0.00038256+0.001646i,0.00015972+0.0051574i,0.00077112+0.0029903i,0.00052508-0.0016944i,-0.00078272-0.0040403i
0.017089+0.046671i,0.10215+0.10334i,0.26246+0.14799i,0.364+0.13507i,0.28348+0.083937i,0.13732+0.066026i,0.064709+0.073419i,0.03672+0.057351i,0.011669+0.035422i,-5.6489e-05+0.028632i,-0.00010224+0.02313i,0.0022318+0.014189i,0.0040767+0.0071822i,0.0038494+0.0029288i,-0.00063772+0.00085301i,-0.0060689+0.0032289i,-0.0065011+0.0079548i,-0.00087972+0.0087297i,0.0049451+0.0045549i,0.0057272+0.00094953i,0.003075+0.00047575i,0.001596+0.0016596i,0.00098034+0.0023893i
-0.049677-0.070588i,-0.13363-0.17249i,-0.2608-0.26735i,-0.32959-0.26182i,-0.24858-0.1612i,-0.10847-0.087188i,-0.036306-0.074171i,-0.016288-0.056488i,0.00099599-0.02642i,0.013915-0.011737i,0.01392-0.010716i,0.0048319-0.010772i,-0.0038279-0.0080368i,-0.0036447-0.0060652i,0.0021772-0.0062762i,0.0075988-0.0076328i,0.0079843-0.009326i,0.003192-0.0088405i,-0.0010775-0.0064561i,-0.0017265-0.0050052i,-0.00031465-0.0028601i,0.00085031-0.0013134i,0.002295-0.0010829i
0.062017+0.061035i,0.13773+0.18879i,0.22789+0.34295i,0.26425+0.38071i,0.18983+0.27125i,0.069517+0.15078i,0.0034484+0.095279i,-0.011499+0.058864i,-0.017558+0.020841i,-0.021096+0.0024088i,-0.016022+0.0016754i,-0.0081842+0.0052878i,-0.0035476+0.0086292i,-0.0028363+0.0076439i,-0.0061895+0.0026283i,-0.010561+0.0010146i,-0.0086129+0.0038655i,-0.0028532+0.0040925i,-0.00054451+0.0013807i,0.00026838-0.00040235i,0.00050593-0.0008405i,-0.0022586+0.00028767i,-0.0050556+0.00068905i
-0.041393-0.038232i,-0.097905-0.15984i,-0.14419-0.33691i,-0.13898-0.40718i,-0.074874-0.30189i,0.0054367-0.16061i,0.044336-0.084969i,0.043141-0.042163i,0.037273-0.010281i,0.031613+0.0029385i,0.024411+0.0068212i,0.019747+0.0045489i,0.015662-0.0026374i,0.011304-0.0053011i,0.0092043-0.0007888i,0.011279+0.0028476i,0.010552+0.001298i,0.0041005-0.0013616i,-0.0024077-0.0016913i,-0.0054147+0.00055008i,-0.0040531+0.0026644i,0.00057806+0.0026351i,0.004429+0.0011804i
0.0011948+0.022141i,0.017027+0.127i,0.024317+0.29641i,0.018618+0.37617i,0.0047403+0.27298i,-0.027692+0.12895i,-0.0553+0.064465i,-0.05282+0.040475i,-0.042516+0.017296i,-0.039036+0.0013475i,-0.034603-0.0033827i,-0.025364+0.0012007i,-0.015415+0.0093667i,-0.0098109+0.011219i,-0.010208+0.0072577i,-0.013021+0.003343i,-0.011997+0.0032805i,-0.0064037+0.0051515i,-0.00028613+0.0051436i,0.0032981+0.0030446i,0.0028758-2.0947e-05i,-0.0011372-0.00094527i,-0.0037419-0.00067411i
0.029617-0.039522i,0.062727-0.12965i,0.097254-0.27446i,0.10534-0.34794i,0.076463-0.26397i,0.056907-0.1318i,0.060662-0.058393i,0.051297-0.027664i,0.031534-0.0072858i,0.021314+0.0043362i,0.020254+0.0060854i,0.019767-0.00017829i,0.016871-0.0071592i,0.015499-0.0055088i,0.015632+0.0011067i,0.015281+0.0034896i,0.012287+0.00089396i,0.0073507-0.0014422i,0.0041647-0.0018117i,0.0018261-0.0016015i,-6.3098e-06-0.00044429i,0.00076837+6.4254e-05i,0.0019051+6.9817e-05i
